Orthogroup	Arabidopsis_lyrata_Rawat	Arabidopsis_arenosa
OG0003880	AL3G18570	jg24680
OG0003881	AL3G19180	jg24738
OG0003882	AL3G22950	jg25093
OG0003883	AL6G49210, AL3G49110	jg27709
OG0003884	nbis-gene-708	jg25617
OG0003885	AL1G11530	jg28527
OG0003886	AL792U10010	jg22534
OG0003886	AL8G32330, AL8G26290	jg21879
OG0003887	AL5G32930	jg15139
OG0003888	AL1G13950	jg28751
OG0003889	AL1G15060	jg28863
OG0003890	AL5G23710	jg14281
OG0003891	AL1G19350	jg29252
OG0003892	AL1G19490	jg29263
OG0003892	AL1G19480	jg29262
OG0003893	AL1G19910	jg29302
OG0003894	AL1G20080	jg29321
OG0003894	AL1G55810	jg32982
OG0003895	AL1G23780	jg29687
OG0003896	AL1G30660	jg30350
OG0003897	AL1G31160	jg30394
OG0003898	AL1G31540	jg30424
OG0003898	AL1G31530	jg30423
OG0003899	AL1G31830	jg30452
OG0003900	AL6G51750	jg8079
OG0003901	AL2G13250	jg660, jg652, jg656
OG0003901	AL2G13270	jg662
OG0003902	AL2G15240	jg858
OG0003903	AL2G17920	jg1211
OG0003903	AL2G17950	jg1209
OG0003905	AL8G10300	jg20271
OG0003906	AL4G10060	jg16496, jg16499
OG0003907	AL5G26310	jg14505
OG0003908	AL7G14520	jg8682
OG0003909	AL7G16330	jg8866
OG0003910	AL7G16950	jg8924
OG0003911	AL7G20940	jg9286
OG0003912	AL1G37010	jg30889
OG0003913	AL7G24750	jg9652
OG0003914	AL1G15520	jg28902
OG0003914	AL4G15340	jg16969
OG0003915	AL2G20970	jg28910
OG0003915	AL3G48830	jg259
OG0003916	AL1G42260	jg31391
OG0003916	AL2G38230	jg3468
OG0003917	AL6G42920	jg7242
OG0003917	AL1G50270	jg32212
OG0003918	AL4G39700	jg19445
OG0003919	AL3G43540	jg8333, jg6393, jg33168, jg16569, jg7949, jg25257, jg3831
OG0003921	AL1G54290	jg12894
OG0003922	AL5G19620	jg13808
OG0003923	AL5G26530	jg14521
OG0003924	AL1G62490	jg4485
OG0003925	AL3G41410, AL8G37430	jg23023
OG0003925	nbis-gene-1486	jg4661
OG0003926	AL493U10010	jg22512
OG0003927	AL6G27700	jg5500
OG0003929	AL6G42570	jg7170
OG0003929	AL6G42600	jg7175
OG0003929	AL6G42580	jg7173
OG0003930	AL8G14650	jg20649
OG0003931	AL8G25790	jg21820
OG0003941	AL6G26070	jg5348
OG0003943	AL6G24350	jg5184
OG0003944	AL6G23510	jg5106
OG0003945	AL6G38040	jg6497
OG0003946	AL7G43580	jg2560
OG0003946	AL2G28850	jg27086
OG0003947	AL6G21920	jg4957
OG0003948	AL6G21890	jg4954
OG0003949	AL6G39530	jg6653
OG0003949	AL6G39540	jg6654
OG0003949	AL1G50890	jg32277
OG0003950	AL6G18660	jg4671
OG0003951	nbis-gene-1553	jg6159
OG0003952	AL6G18550	jg4663
OG0003953	AL8G38190	jg23097
OG0003954	AL7G28340	jg9987
OG0003954	AL3G15410	jg24397
OG0003955	AL7G28510	jg10007
OG0003956	AL4G21520	jg17667
OG0003957	AL5G38330	jg17674
OG0003958	AL4G24890	jg18046
OG0003959	AL4G29080	jg18440
OG0003960	AL1G13850	jg28742
OG0003961	AL7G28010	jg9956
OG0003962	AL1G43400	jg31485
OG0003962	AL1G43440	jg31488, jg31493
OG0003964	AL5G36640	jg15487
OG0003965	AL1G65760	jg1448
OG0003966	AL3G14030	jg24275
OG0003966	AL2G37540	jg3402
OG0003966	AL8G43390, AL8G43160	jg23569
OG0003967	AL8G41390	jg23403
OG0003968	AL8G40840	jg23346
OG0003970	AL8G38250, AL365U10010	jg23102
OG0003972	AL8G37850	jg23061, jg23063
OG0003973	AL8G37640	jg23043
OG0003974	AL6G34810, AL4G15050	jg16943, jg6203
OG0003975	AL5G28390	jg14712
OG0003976	AL6G37520	jg6450
OG0003976	AL6G37530	jg6451
OG0003977	AL6G37870	jg6486
OG0003978	AL1G22820	jg29608
OG0003979	AL8G36940	jg22977
OG0003979	AL5G23940	jg14300
OG0003980	AL8G10160, AL8G10150, AL8G36850	jg22969
OG0003981	nbis-gene-1213	jg13351, jg13355
OG0003982	AL139U10040, AL8G35330, AL3G40420	jg22819
OG0003983	nbis-gene-2174	jg22794
OG0003984	AL8G34800	jg22768
OG0003985	AL8G33520	jg22653
OG0003986	AL191U10030, AL8G31870	jg22473
OG0003987	AL6G42740	jg7191
OG0003987	AL5G28510	jg14727
OG0003988	AL8G29640	jg22224
OG0003989	AL6G17160	jg4526, jg4527
OG0003990	AL8G27920	jg22047
OG0003990	AL8G27910	jg22046
OG0003991	AL22U10060	jg2592
OG0003991	AL6G15100	jg4281
OG0003992	AL6G14720	jg4252
OG0003993	AL6G14220	jg4208
OG0003994	AL6G12710	jg4076
OG0003995	AL6G11560	jg3966
OG0003996	AL6G11550	jg3964
OG0003997	AL7G48460	jg12729
OG0003998	AL3G21700, AL491U10020	jg24971
OG0003999	AL2G14580	jg788
OG0003999	AL2G40680	jg3687
OG0004000	AL2G36560	jg3305
OG0004001	AL2G36440	jg3293
OG0004002	AL2G35930	jg3248
OG0004003	AL8G15400	jg20721
OG0004004	AL1G62420	jg33598
OG0004005	nbis-gene-315	jg33790
OG0004005	AL1G64270	jg33789
OG0004006	AL1G63970	jg33764
OG0004007	AL185U10020	jg33702, jg33703
OG0004007	AL1G63460	jg33701
OG0004008	AL1G63280	jg33684
OG0004008	AL1G63270	jg33683
OG0004009	AL1G52150	jg32601
OG0004010	AL1G62440	jg33600
OG0004011	AL4G32520	jg18771
OG0004012	AL8G27670	jg22028
OG0004013	AL7G41740, AL7G41770	jg11329
OG0004014	AL7G41240	jg11285
OG0004015	AL7G39630	jg11124
OG0004016	AL2G33230	jg2985
OG0004016	AL2G33220	jg2984
OG0004017	AL2G34160	jg3082
OG0004018	nbis-gene-369	jg460
OG0004018	AL3G46090	jg27475
OG0004020	AL5G16400	jg13449
OG0004020	AL7G48790, AL7G48890	jg12703
OG0004021	AL7G32230	jg10388
OG0004022	AL8G13190	jg20535
OG0004023	AL3G33330	jg26129
OG0004024	AL3G33340	jg26130
OG0004024	AL1G57850	jg33157
OG0004025	AL7G36090	jg10765
OG0004025	AL4G30980	jg18614
OG0004026	AL4G31130	jg18628
OG0004027	AL8G12000	jg20426
OG0004028	AL1G28100	jg30085
OG0004029	AL7G31020	jg10275
OG0004030	AL2G22150	jg1912
OG0004030	AL1G51320	jg32449, jg32458
OG0004031	AL8G23620	jg21616
OG0004032	AL7G33810	jg10563
OG0004033	AL7G33610	jg10540
OG0004034	AL7G32340	jg10396
OG0004036	AL7G34390	jg10612
OG0004036	AL3G31260	jg25931
OG0004037	AL7G38560	jg11003
OG0004038	AL7G52620	jg12326
OG0004038	AL7G38050	jg10952
OG0004039	AL3G10760	jg21502, jg23956
OG0004040	AL8G44970	jg23739
OG0004040	AL4G16940	jg17130
OG0004041	AL5G45550	jg16343
OG0004041	AL4G47290	jg20187
OG0004042	AL5G44440	jg16250
OG0004043	AL4G18210	jg17239
OG0004043	AL7G18690	jg9088
OG0004044	AL3G42240	jg26976
OG0004044	AL5G43740	jg16200
OG0004045	AL5G43670	jg11134, jg16193
OG0004046	AL5G41480	jg16003
OG0004047	AL5G38920	jg15750
OG0004048	AL5G10260	jg12921
OG0004049	AL5G38550	jg15677
OG0004050	AL1G49030	jg32133
OG0004051	AL5G35240	jg15360
OG0004052	AL5G34510	jg15291
OG0004053	AL5G34440	jg15284
OG0004054	AL3G40570	jg26820
OG0004055	AL1G63840	jg33750
OG0004055	AL5G43720	jg16198
OG0004056	AL2G31680	jg2834
OG0004057	AL4G39550	jg19432
OG0004058	AL4G38320	jg19311
OG0004059	AL3G40230	jg26797
OG0004060	AL4G14880	jg16928
OG0004061	AL7G28620	jg10019
OG0004062	AL1G56060	jg33017
OG0004063	AL1G48420	jg32068
OG0004064	AL6G43860	jg7344
OG0004065	AL6G45080	jg7454
OG0004066	AL6G30820	jg5792
OG0004066	AL3G16810	jg24530
OG0004068	AL3G15430	jg24400
OG0004069	AL4G46960	jg20152
OG0004070	AL4G45890, AL4G45850, AL4G45830, AL4G45870	jg20052
OG0004071	AL3G47140	jg27568
OG0004071	AL3G47150	jg27569
OG0004072	AL4G43610	jg19814
OG0004072	AL4G43600	jg19813
OG0004073	AL4G42460	jg19705
OG0004074	AL1G29240	jg30228
OG0004074	AL4G40710	jg19535
OG0004075	AL5G13650	jg24057
OG0004075	AL3G11720	jg24056
OG0004077	AL3G13080	jg24183
OG0004078	AL6G29410	jg5662
OG0004078	AL3G13870	jg24258
OG0004079	AL3G14420	jg24320
OG0004080	AL3G14830	jg24357
OG0004080	AL3G14820	jg24356
OG0004081	AL3G15310	jg24388
OG0004082	AL3G15390	jg24395
OG0004083	AL3G15650	jg24421
OG0004084	AL3G16690	jg24518
OG0004085	AL3G16900	jg16606, jg24538
OG0004085	AL6G30650	jg5781
OG0004086	AL3G18580	jg24681
OG0004087	AL3G24570	jg25245
OG0004088	AL3G25370	jg25328
OG0004089	AL1G30490, AL3G26490	jg25432
OG0004090	AL7G45340	jg12085, jg12054
OG0004090	AL3G27740	jg25561
OG0004091	AL3G28650	jg25643
OG0004092	AL3G30110	jg25800
OG0004093	AL3G31130	jg25916
OG0004094	AL3G20530	jg24862
OG0004094	AL3G33210	jg26122
OG0004095	AL8G22360	jg21504
OG0004095	AL8G22680	jg21535
OG0004096	AL5G19480, AL5G19560	jg13788, jg13786
OG0004098	AL3G38270	jg26610
OG0004099	AL3G38040	jg26591
OG0004100	AL3G37180	jg26520
OG0004101	AL3G37160	jg26519
OG0004102	AL3G35630	jg26348
OG0004103	AL7G22240	jg9418
OG0004103	AL2G28280	jg2498
OG0004104	AL8G23320	jg21592, jg21593
OG0004104	AL5G27650	jg14640
OG0004105	AL6G40940	jg6871
OG0004107	AL1G11080	jg28490
OG0004107	AL1G59290	jg33286
OG0004109	AL1G16330	jg28984
OG0004110	AL1G17870	jg29121
OG0004110	AL1G18090	jg29138
OG0004111	AL1G65470	jg1469
OG0004111	AL1G19430	jg29258
OG0004113	AL1G22060	jg29517
OG0004114	AL2G12690	jg604
OG0004114	AL1G23820	jg29690
OG0004115	AL1G26770	jg29960
OG0004116	AL1G30220	jg30311
OG0004117	AL1G30430	jg30330
OG0004118	AL2G31800	jg2846
OG0004119	AL8G23670	jg21621
OG0004119	AL8G23660	jg21620
OG0004120	AL2G31110	jg2777
OG0004121	AL1G37750	jg30963
OG0004122	AL1G24320	jg29728
OG0004122	AL2G12410	jg576
OG0004123	AL5G17030	jg13516
OG0004124	AL2G10690	jg412
OG0004125	AL6G49030, AL6G49110	jg7808, jg7816
OG0004126	AL3G47580	jg27613
OG0004127	AL5G22360, AL5G22330	jg14139
OG0004127	AL5G22350	jg14137
OG0004128	AL6G48630	jg7764
OG0004128	AL7G32580	jg10416
OG0004129	AL1G54790	jg32897
OG0004130	AL7G13320	jg8586
OG0004131	AL7G14780	jg8705
OG0004132	AL7G15160	jg8745
OG0004133	AL7G17700	jg8993
OG0004134	AL520U10010, AL3G38830	jg26654
OG0004135	AL3G39120, AL3G40120	jg26680
OG0004136	AL6G52850	jg8182
OG0004137	AL8G27280	jg21991
OG0004138	AL1G37970	jg30989
OG0004138	AL1G37960	jg30988
OG0004139	AL4G19560	jg27198, jg32633, jg1318, jg17388, jg32425, jg14924, jg14341, jg32323, jg1179, jg13579, jg17245, jg1951, jg20609, jg17124, jg1473, jg27703
OG0004139	AL1G52340	jg17364, jg32062, jg11548
OG0004140	AL6G49070	jg32435, jg32437
OG0004141	AL1G65060	jg1525
OG0004142	AL6G43120	jg7263
OG0004142	AL8G20510	jg26695
OG0004143	nbis-gene-783	jg26766
OG0004144	AL3G43640	jg27146
OG0004144	AL3G43660	jg27142, jg27151
OG0004145	AL4G10020	jg11890
OG0004145	AL3G41210	jg6926, jg6929, jg11807, jg8258, jg6930, jg6927, jg6924, jg6923, jg6931, jg27296, jg27295, jg6936, jg6937
OG0004146	AL4G23450	jg17871
OG0004147	AL4G27430	jg18277
OG0004147	AL5G21350	jg14010
OG0004148	AL5G10250	jg12920
OG0004149	AL5G17390	jg13547, jg13600
OG0004150	AL5G43100	jg16136
OG0004151	AL7G34060	jg12287
OG0004152	AL6G42440	jg7121
OG0004153	AL7G25510	jg9723
OG0004154	AL8G36590	jg22939
OG0004155	AL835U10020	jg23295
OG0004155	AL835U10010, AL8G40330	jg23296
OG0004165	AL4G13970	jg16853
OG0004165	AL7G21640	jg9361
OG0004166	AL7G21610	jg9357
OG0004167	AL7G21550	jg9351
OG0004168	AL8G40280	jg23290
OG0004168	AL5G27790	jg14653
OG0004169	AL6G28420	jg5568
OG0004170	AL6G27860	jg5514
OG0004171	AL8G21180	jg21373
OG0004173	AL6G26880	jg5426
OG0004174	AL6G25980	jg5341
OG0004175	AL6G25930	jg5336
OG0004176	nbis-gene-647	jg22566
OG0004176	nbis-gene-1519	jg5322
OG0004176	AL6G25820, AL2G22570	jg5324
OG0004177	AL1G37320	jg30928
OG0004178	AL6G24690	jg5217
OG0004179	AL8G26460	jg21894, jg21895, jg21893
OG0004180	AL6G21690	jg4937
OG0004181	AL5G18970	jg13715
OG0004182	AL6G21380	jg4911
OG0004182	AL6G36690	jg6376
OG0004183	AL5G33140, AL1G67220	jg1325, jg1328
OG0004183	AL6G19760	jg4751
OG0004184	AL6G18890	jg4693
OG0004185	AL6G18820	jg4467
OG0004186	AL7G28330	jg9986
OG0004186	AL2G13780	jg723
OG0004187	AL4G19900, AL4G19910	jg17474
OG0004188	AL4G20540	jg17560
OG0004189	AL4G21170	jg17626
OG0004190	AL4G21480	jg17661
OG0004190	AL8G17300	jg20921
OG0004191	AL4G21530	jg17812
OG0004192	AL4G25220	jg18077
OG0004193	AL136U10010, AL4G25270	jg18082
OG0004194	AL4G25380	jg18091
OG0004195	AL4G26450	jg18178
OG0004196	AL1G55370	jg29044, jg32634, jg1439
OG0004197	AL4G27150	jg18251
OG0004198	AL4G27550	jg18289
OG0004198	AL4G27570	jg18291
OG0004199	AL1G54250	jg32828
OG0004200	AL6G41280	jg6961
OG0004200	AL1G53260	jg32734
OG0004201	AL1G53330	jg32743
OG0004202	AL1G41790	jg31346
OG0004203	AL1G42850	jg31426
OG0004204	AL1G43480	jg31498
OG0004205	AL4G30380	jg18543
OG0004205	AL1G43740	jg31530
OG0004206	AL1G44220	jg31571
OG0004207	AL1G44480	jg31600
OG0004208	AL1G44620	jg31616
OG0004209	AL1G45110	jg31656
OG0004210	AL1G46130	jg31838
OG0004211	AL5G12550	jg13096
OG0004212	AL8G44380, AL1031U10020, AL2G23160	jg23688
OG0004213	AL8G44410, AL1105U10010	jg23691
OG0004214	AL8G44310	jg23677
OG0004215	AL8G43670	jg23616
OG0004216	AL7G42430	jg11396, jg11393
OG0004217	AL386U10010, AL8G40610	jg23326
OG0004218	AL8G39850	jg23239
OG0004220	AL4G38750, AL1G10100	jg28668, jg28403
OG0004220	AL8G37990	jg23077
OG0004221	AL8G37510	jg23029
OG0004222	nbis-gene-1840	jg10959
OG0004223	AL8G16970	jg20883
OG0004223	AL8G16960	jg20881
OG0004224	AL6G35360	jg6253
OG0004226	AL6G31340	jg5843
OG0004227	AL6G32240	jg5933
OG0004228	AL6G33270	jg6035
OG0004229	AL8G35660	jg22854
OG0004230	AL8G35370	jg22824
OG0004231	AL5G12880	jg13120
OG0004232	AL8G32620	jg22561
OG0004233	AL7G30550	jg10228
OG0004234	AL8G31370	jg22419
OG0004235	AL7G47510	jg21513
OG0004236	AL8G30200	jg22301
OG0004237	AL6G50740	jg7980
OG0004238	AL6G50290	jg7849
OG0004239	AL6G38940	jg6594
OG0004239	AL6G16430	jg4411
OG0004240	AL3G21670	jg24968
OG0004240	AL6G13850	jg4171
OG0004241	AL6G13730	jg4158
OG0004242	AL6G12170	jg4022
OG0004243	AL6G10420	jg3852
OG0004244	AL7G49000	jg12693
OG0004245	AL7G48210	jg12749
OG0004246	AL2G40690	jg3688
OG0004247	AL2G40020	jg3630
OG0004248	AL2G39230	jg3563
OG0004249	AL2G37920	jg3440
OG0004250	AL3G19670	jg24780
OG0004251	AL1G64070	jg33774
OG0004252	AL6G31240	jg5834
OG0004252	AL1G39980	jg31181
OG0004253	AL1G61610	jg33525
OG0004254	AL9U10130	jg11510
OG0004255	AL4G43660	jg19819
OG0004256	AL2G32610	jg2929
OG0004257	AL8G25330	jg21766
OG0004258	AL1G24790	jg29774
OG0004258	AL6G47680	jg7676
OG0004259	AL5G18080	jg13615
OG0004260	AL8G25000	jg21742
OG0004261	AL5G17150	jg13528
OG0004261	AL5G17160	jg13529
OG0004262	AL5G14750	jg13288
OG0004262	AL5G14760	jg13289
OG0004263	AL1G38720	jg31055
OG0004264	AL2G28530	jg2525
OG0004265	AL8G12230	jg20446
OG0004266	AL8G12520	jg20474
OG0004267	AL8G13270	jg20539
OG0004268	AL8G13870	jg20582
OG0004268	AL8G13830	jg20580
OG0004269	AL4G19400	jg17376
OG0004271	AL1G59180	jg33278
OG0004272	AL1G59820	jg33344
OG0004272	AL1G60330	jg33345
OG0004273	AL1G60480	jg33415
OG0004274	AL7G35710	jg10735
OG0004275	AL7G35750	jg10739
OG0004275	AL7G35720	jg10736
OG0004277	AL7G37220	jg10876
OG0004278	AL5G31540	jg14996
OG0004279	AL7G29670	jg10126
OG0004280	AL7G30010	jg10157
OG0004281	AL8G25870	jg21830
OG0004282	AL7G29210	jg10076
OG0004283	AL4G30950	jg18611
OG0004284	AL7G30900	jg10260
OG0004285	AL7G33840	jg10565
OG0004286	AL7G33270	jg10486
OG0004287	AL7G33010	jg10458
OG0004288	AL7G37780	jg10925
OG0004289	AL3G10400	jg23920
OG0004290	AL2G11930	jg6509
OG0004291	AL5G45800	jg16370
OG0004292	AL5G43890	jg16208
OG0004293	AL5G43380	jg16165
OG0004294	AL5G41530	jg16008
OG0004295	AL5G40370	jg15887
OG0004296	nbis-gene-1389	jg15843
OG0004297	AL5G39880	jg15838
OG0004298	AL5G39290	jg15785
OG0004299	AL5G38310	jg15162, jg15692
OG0004300	AL5G37990	jg15630
OG0004301	AL5G37610	jg15598
OG0004302	AL5G36130, AL8G13370	jg15439
OG0004303	AL8G28110	jg22061
OG0004304	AL397U10010, AL3G39730	jg26735
OG0004305	AL3G50980	jg27931
OG0004306	AL3G51360	jg27963
OG0004307	AL3G51900	jg28021
OG0004307	AL3G51920	jg28026
OG0004308	AL3G48770	jg28133
OG0004309	AL5G10990	jg12991
OG0004310	AL4G39160	jg19395
OG0004311	AL4G38830	jg19362
OG0004312	AL4G34380, AL4G38610	jg19340
OG0004313	AL4G37780	jg19251
OG0004314	AL4G36500	jg19134
OG0004315	AL4G35910	jg19050
OG0004316	AL4G34090, AL4G34160	jg18917
OG0004317	AL6G46840	jg7605
OG0004318	AL4G13690	jg16833
OG0004319	AL1G40100	jg31196
OG0004320	AL1G14090	jg28763
OG0004321	AL5G25060	jg14410
OG0004322	AL6G38490	jg6553
OG0004323	AL6G39120	jg6613
OG0004324	AL6G39230	jg6623
OG0004325	AL6G39360	jg6637
OG0004326	AL4G46550	jg20112
OG0004327	AL4G46540	jg20111
OG0004328	AL4G45940	jg20059
OG0004330	AL4G45500	jg20024
OG0004330	AL1G39200	jg31102
OG0004331	AL3G35380	jg26321
OG0004332	AL4G44870	jg19964
OG0004334	AL4G41800	jg19639
OG0004335	AL4G41740	jg19633
OG0004336	AL4G41480, AL713U10010	jg19609
OG0004337	AL8G10850	jg20330
OG0004338	AL8G10950	jg20337
OG0004339	AL8G11170	jg20352
OG0004340	AL3G16540	jg24504
OG0004341	AL3G16780	jg24527
OG0004342	AL3G17810	jg24619
OG0004343	AL3G17880	jg24625
OG0004344	AL3G19260	jg24746
OG0004345	AL3G21380	jg24936
OG0004346	AL3G22750	jg25070
OG0004347	AL3G23400	jg25138
OG0004348	AL3G23640	jg25156
OG0004348	AL6G16750	jg4445
OG0004349	AL3G24270	jg25215
OG0004350	AL3G24860	jg25282
OG0004351	AL1G63530	jg33708
OG0004351	AL3G25360	jg25327
OG0004352	AL3G25950	jg25380
OG0004353	AL3G26310	jg25416
OG0004354	AL3G26460	jg25429
OG0004355	AL3G27160	jg25501
OG0004356	AL3G27830	jg25570
OG0004357	AL230U10030, AL3G27930	jg25581
OG0004358	AL3G27970	jg25584
OG0004359	AL3G28640	jg25640
OG0004360	AL3G53810	jg28295
OG0004361	AL3G30100	jg25799
OG0004362	AL3G32030, AL3G32010	jg26001
OG0004363	AL3G32380	jg26037
OG0004364	AL3G33010	jg26103
OG0004365	AL3G33910	jg26173
OG0004366	AL219U10010, AL3G34180	jg26203
OG0004367	AL3G34860	jg26260
OG0004368	AL3G35050	jg26285
OG0004369	AL3G35280	jg26311, jg26308
OG0004370	AL7G46620	jg12240
OG0004371	AL7G45850	jg12116
OG0004372	AL8G20290	jg21297
OG0004373	AL3G38670	jg26640
OG0004374	AL3G37900	jg26574
OG0004375	AL3G36660	jg26466
OG0004376	AL3G36020	jg26391
OG0004377	AL3G35830	jg26370
OG0004378	AL3G35820	jg26369
OG0004379	AL3G35530	jg26339
OG0004380	AL2G20300	jg1860
OG0004381	AL6G29920	jg5712
OG0004382	AL5G32110	jg15052
OG0004383	AL5G31990	jg15041
OG0004384	AL1G11640	jg28537
OG0004384	AL1G11630	jg28536
OG0004385	AL1G12980	jg28663
OG0004387	AL1G15910	jg28945
OG0004388	AL1G18170	jg29146
OG0004391	AL1G20310	jg29346
OG0004392	AL1G23060	jg29628
OG0004393	AL1G23900	jg29698
OG0004394	AL1G23960	jg29703
OG0004395	AL1G24350	jg29732
OG0004396	AL1G28730, AL6G51090	jg8011
OG0004397	AL1G34570	jg30693
OG0004398	AL2G17640	jg1117
OG0004398	AL1G35540	jg30771
OG0004399	AL1G36170	jg30824
OG0004400	AL2G31280	jg2793
OG0004401	AL2G29550	jg2637
OG0004402	AL5G41520	jg16006
OG0004403	AL2G12190, AL2G12160	jg554
OG0004404	AL1G65870	jg1438, jg1437
OG0004405	AL7G47100	jg12858
OG0004405	AL2G10310	jg381
OG0004406	AL8G15480	jg20731
OG0004407	AL4G19210	jg17355
OG0004407	AL5G34660	jg15304
OG0004409	AL7G14050	jg8648
OG0004410	AL7G16020	jg8833
OG0004411	AL7G18350	jg9063
OG0004412	AL6G53250	jg8222
OG0004413	AL7G17850	jg9008, jg27457
OG0004414	AL7G17570	jg8981
OG0004415	AL7G17410	jg8968
OG0004416	AL7G19860	jg9196
OG0004417	AL7G20430	jg9241
OG0004418	AL7G20690	jg9264
OG0004419	AL3G38380	jg26615
OG0004420	AL1G49970	jg32182
OG0004420	AL1G50080	jg32190
OG0004421	AL6G52470	jg8142
OG0004422	AL6G52410	jg8136
OG0004423	AL7G24290	jg9605
OG0004424	AL1G37760	jg30964
OG0004425	AL1G40530	jg31237
OG0004426	nbis-gene-2080	jg11610, jg33035
OG0004426	AL7G51470	jg32829
OG0004426	nbis-gene-306, nbis-gene-1320	jg17643
OG0004426	AL1G64740, AL6G33650	jg597
OG0004426	AL7G23130	jg12136, jg19886, jg20887, jg20888, jg1362, jg12135
OG0004426	AL6G19420	jg1565
OG0004427	AL1G55430	jg32953, jg32952
OG0004427	AL1G55390	jg32951
OG0004428	AL1G57650	jg33143
OG0004429	AL1G61120	jg33479
OG0004432	nbis-gene-1965, nbis-gene-1057	jg18261
OG0004433	AL4G28690	jg18398
OG0004434	AL7G24950	jg9672
OG0004435	AL4G20390	jg15906
OG0004436	AL6G39700	jg6670
OG0004438	nbis-gene-2068	jg21473
OG0004439	nbis-gene-2020, nbis-gene-2021	jg20948
OG0004439	nbis-gene-2019	jg20946
OG0004451	AL7G30440	jg10219
OG0004452	AL5G26380	jg14508
OG0004452	AL8G35090	jg22796
OG0004453	AL4G20400, AL4G36260	jg19078
OG0004454	AL8G10730	jg20313
OG0004455	AL5G11450	jg13033
OG0004456	AL6G29310	jg5651
OG0004457	AL1G14330	jg28785
OG0004458	AL6G27850	jg5513
OG0004459	AL5G46270	jg16436
OG0004460	AL6G27160	jg5450
OG0004461	AL6G26700	jg5408
OG0004462	AL6G25940	jg5337
OG0004463	AL6G25580	jg5302
OG0004464	AL3G49380	jg27761
OG0004465	AL6G24370	jg5185
OG0004466	AL6G24070	jg5158
OG0004468	AL6G23730	jg5127
OG0004469	AL6G23050, AL6G23550	jg5067
OG0004469	AL6G23540	jg5107
OG0004470	AL6G23200	jg5081
OG0004471	AL6G22840	jg5045
OG0004472	AL6G22560	jg5016
OG0004473	AL6G21740	jg4941
OG0004474	AL8G14150	jg20682
OG0004475	AL6G21350	jg4908
OG0004476	AL6G21030	jg4880
OG0004477	AL6G20360	jg4814
OG0004478	AL6G19540	jg4734
OG0004479	AL6G18460	jg4654
OG0004481	AL6G49690	jg7920
OG0004483	AL7G28410	jg9995
OG0004484	AL4G21380	jg17650
OG0004485	AL4G22200	jg17739
OG0004486	AL4G21990	jg17769
OG0004487	AL4G24310	jg17977
OG0004488	AL4G24510, AL278U10020	jg17995
OG0004489	AL4G24730	jg18032
OG0004490	AL4G25160	jg18071
OG0004491	AL4G25300	jg18085
OG0004492	AL4G25350	jg18088
OG0004493	AL4G26760	jg18214
OG0004494	AL4G28050	jg18337
OG0004495	AL4G28210	jg18353
OG0004496	AL4G28590	jg18388
OG0004497	AL4G29030	jg18436
OG0004498	AL7G46590	jg12218
OG0004498	AL4G29110	jg18442
OG0004499	AL8G16860	jg20862, jg20865
OG0004500	AL1G13860	jg28743
OG0004502	AL7G27310	jg9892
OG0004502	AL6G48970	jg7802
OG0004503	AL1G52860	jg32700
OG0004504	AL1G41440	jg31312
OG0004505	AL1G41660	jg31333
OG0004506	AL1G41700	jg31338
OG0004507	AL1G41810, AL4G22450	jg31348
OG0004508	AL1G42100	jg31376, jg31378
OG0004509	AL1G42790	jg31417
OG0004510	AL1G43190	jg31465
OG0004510	AL1G43180	jg31464
OG0004511	AL1G43470	jg31497
OG0004512	AL1G43600	jg31518
OG0004513	AL1G43680	jg31526
OG0004514	AL4G43960	jg19849
OG0004515	AL1G44010	jg31553
OG0004516	AL1G44760	jg31628
OG0004517	AL1G49190	jg31741
OG0004518	AL5G11910	jg13070
OG0004519	AL5G12770	jg13107
OG0004520	AL5G13480	jg13172
OG0004520	AL5G13460	jg13170
OG0004521	AL8G44470	jg23696
OG0004522	AL8G43060	jg23560
OG0004523	AL8G42030	jg23466
OG0004524	AL8G41370	jg23401
OG0004525	AL8G41300	jg23395
OG0004526	AL8G40940, AL8G40880	jg23349
OG0004527	AL8G40220	jg23285
OG0004528	AL5G26690	jg14535
OG0004529	AL8G39000	jg23168
OG0004530	AL8G38100	jg23087
OG0004531	AL6G34490	jg6175
OG0004532	AL5G13080	jg13137
OG0004533	AL2G22490	jg1935
OG0004533	AL6G37190	jg6425
OG0004534	AL6G37440	jg6447
OG0004535	AL6G37490	jg6448
OG0004536	AL6G38210	jg6531
OG0004537	AL7G45190	jg12045
OG0004538	AL6G31750	jg5884
OG0004540	AL6G32430	jg5953
OG0004541	AL6G32440	jg5954
OG0004542	AL6G32540	jg5964
OG0004543	AL6G32740	jg5978
OG0004544	AL6G32940	jg5998
OG0004545	AL6G33320	jg6039
OG0004546	AL6G33730	jg6095
OG0004547	AL71U10070, AL8G36720	jg22953
OG0004548	AL8G36360	jg22918
OG0004549	AL8G35790	jg22868
OG0004550	AL7G44450	jg11957
OG0004550	AL8G35680	jg22856
OG0004551	AL8G34930	jg22781
OG0004552	AL8G34430	jg22738
OG0004553	AL1G20320	jg29347
OG0004554	AL8G34160	jg22710
OG0004555	AL8G34070	jg22702
OG0004556	AL7G34340	jg10607
OG0004557	AL8G32710	jg22571
