Orthogroup	Arabidopsis_lyrata_Rawat	Brassica_rapa
OG0003216	AL1G24840	XP_009118018.1
OG0003217	AL5G11280, AL98U10010	XP_009101277.1
OG0003218	AL1G29530	XP_009110416.1, XP_009149175.1
OG0003219	AL1G36120	XP_033137104.1, XP_009103230.1
OG0003220	AL2G31610	XP_009105864.1
OG0003220	AL1G36180	XP_009115616.1
OG0003221	AL1G36440	XP_009115585.1
OG0003222	AL1G36480	XP_009103210.1, XP_009115580.1
OG0003224	AL2G17270	XP_009113287.1
OG0003224	AL2G17210	XP_009113286.1
OG0003225	AL7G39240	XP_033144816.1
OG0003226	AL1G54490	XP_009145033.1, XP_009148008.1
OG0003228	AL746U10010, AL7G17750	XP_033144404.1, XP_033144515.1
OG0003229	AL1G38980, AL1G50130	XP_009110032.2
OG0003230	AL7G25090	XP_009143697.1
OG0003230	AL2G19600	XP_009127377.1
OG0003231	AL5G13670	XP_009152149.1
OG0003231	AL5G13530	XP_033139876.1
OG0003232	AL4G12760, AL7G43800, AL9U11340, AL5G22580, AL1G58300, AL5G23870, AL9U11700, AL1G29700, AL1G58550, AL1G40130, AL6G30690, AL3G40660, AL6G28320, AL5G42690, AL7G22760	XP_033140527.1
OG0003233	AL7G14730, AL1G65990	XP_009138418.2, XP_009109316.1
OG0003236	AL4G12050	XP_009140363.1, XP_009112519.1
OG0003239	AL5G23970	XP_009150075.1
OG0003240	nbis-gene-1826	XP_018512744.2
OG0003246	AL5G25610	XP_009149968.1, XP_009150439.1
OG0003247	AL5G25720	XP_009149965.2
OG0003247	AL8G35700	XP_009150445.2
OG0003248	AL5G27420, AL5G27410	XP_009150821.1, XP_009150805.1, XP_018515530.2
OG0003249	AL8G11800	XP_009128879.1
OG0003250	AL6G25960	XP_009121605.1, XP_009131443.1
OG0003250	AL3G10980	XP_009134623.1
OG0003251	AL6G24700	XP_009131381.1
OG0003252	AL6G38140	XP_009130043.1
OG0003254	AL8G42510	XP_009150576.1
OG0003254	AL6G20740	XP_009131148.1
OG0003255	AL6G20720	XP_009122074.1
OG0003255	AL6G20710	XP_009122077.1
OG0003256	AL6G20630, AL6G20600	XP_009122081.1, NP_001288991.1, XP_009125323.1, XP_018512519.1
OG0003257	AL6G20070	XP_009131119.1, XP_009122531.1
OG0003258	AL8G41670	XP_009130448.1, XP_009150507.1
OG0003259	AL4G24480	XP_009144351.1
OG0003259	AL1G51360, AL6G15610	XP_009133841.1
OG0003260	AL4G25370	XP_009141068.2, XP_009132739.2
OG0003261	AL4G25450	XP_009141078.1, XP_009144290.1
OG0003262	AL1G15450	XP_033138573.1
OG0003262	AL80U10030, AL4G27260	XP_033147742.1
OG0003263	AL1G56240, AL1G56150	XP_009145067.1, XP_009144673.1, XP_033130304.1, XP_009147908.1
OG0003265	AL7G50050	XP_009140128.2, XP_009137246.3
OG0003266	AL1G38520	XP_009115433.1, XP_009110057.1
OG0003267	AL1G44360	XP_033137227.1
OG0003267	AL1G44340	XP_033130684.1
OG0003268	AL8G38440, AL8G38480	XP_009136511.1
OG0003269	AL8G41330	XP_009150477.1, XP_009130436.2
OG0003270	AL8G37880	XP_009130153.1, XP_033138938.1, XP_009136444.1
OG0003271	AL6G34820	XP_009141584.1, XP_009150886.1, XP_009130109.1
OG0003273	AL5G23460	XP_033140209.1
OG0003273	AL6G34090	XP_009131901.1
OG0003274	AL3G51610	XP_033132047.1
OG0003275	AL3G24820, AL2G30990	XP_009135282.2, XP_009135285.2, XP_009124708.2
OG0003276	AL8G34650, AL7G45810	XP_033141386.1, XP_009132279.1, XP_009120355.2
OG0003277	AL7G26350	XP_009142455.1, XP_009137600.1
OG0003278	nbis-gene-1334	XP_009149712.1, XP_009152207.1
OG0003279	AL5G29510, AL8G43350	XP_009150125.1
OG0003280	AL6G12940, AL6G12510	XP_009125487.1
OG0003281	AL1G23670	XP_009122810.1, XP_009125438.1
OG0003282	AL1G37060, AL1G31870	XP_033144221.1, XP_009127815.1, XP_009104947.1
OG0003283	AL4G17320	XP_009127607.1
OG0003285	AL7G35260	XP_009136970.1, XP_009132304.1
OG0003286	AL7G34350	XP_009133184.1, XP_009133175.1, XP_009133165.2, XP_009137017.2
OG0003287	AL1G35730	XP_009104585.1, XP_009106521.2
OG0003288	AL8G40910, AL8G41190, AL8G41200, AL8G43360, AL8G41820, AL8G21440, AL5G41570	XP_033146009.1
OG0003289	AL3G36770	XP_009148046.1
OG0003289	AL7G40970	XP_009107806.1
OG0003290	AL3G36430	XP_009145416.2
OG0003290	AL7G40810	XP_033140821.1
OG0003291	AL2G11630	XP_033144230.1
OG0003292	AL1G38750	XP_009110048.1, XP_033135140.1
OG0003293	nbis-gene-289	XP_009144960.1
OG0003293	nbis-gene-1919, nbis-gene-1920, nbis-gene-1922	XP_033132426.1
OG0003295	AL7G36000	XP_009136926.1, XP_009131621.1
OG0003297	AL835U10030	XP_009150384.1
OG0003298	AL7G34450	XP_009132976.1
OG0003299	AL2G22290, AL8G25570	XP_009132612.1
OG0003300	AL1G57840	XP_009105314.1
OG0003301	AL8G45520	XP_009149079.1
OG0003301	AL5G31810	XP_009115817.1
OG0003302	AL5G43940	XP_009104317.1, XP_009116821.1
OG0003303	AL4G35890	XP_009133275.1
OG0003303	AL5G35220	XP_009139259.1
OG0003304	AL7G25610	XP_009143203.1
OG0003304	AL7G25600	XP_009137644.1
OG0003305	AL3G41250	XP_009112683.1
OG0003306	AL3G41820	XP_009102403.1
OG0003306	AL8G21020	XP_009151631.1
OG0003307	AL1G40390, AL2G26540	XP_018508212.1
OG0003308	AL3G53200	XP_009150721.1
OG0003309	AL1G63250	XP_009106898.1, XP_009147521.1
OG0003310	AL1G52440	XP_009123064.1
OG0003311	AL4G46790	XP_009118824.1, XP_009142549.1
OG0003312	AL2G36230	XP_009106272.1
OG0003312	AL4G43230	XP_009143011.1
OG0003313	AL7G16570	XP_009110778.1
OG0003314	AL3G15480	XP_009151231.1, XP_009147278.1, XP_009134810.1
OG0003315	AL6G38310	XP_009124948.1
OG0003316	AL3G17070	XP_009129650.1
OG0003316	AL6G30330	XP_009120929.1
OG0003317	AL8G21720	XP_009129743.1, XP_009151666.1
OG0003318	AL3G29360, AL3G27770	XP_009146263.1, XP_009115623.1
OG0003319	AL3G29790	XP_009146056.1, XP_009114175.2
OG0003320	AL3G32270	XP_009145845.1
OG0003321	AL7G19320	XP_009109097.1, XP_009144418.1
OG0003322	AL7G51640	XP_033145838.1
OG0003324	AL7G22020	XP_009137893.1
OG0003324	AL3G52930	XP_009128021.2
OG0003325	AL8G23210	XP_009111881.2
OG0003326	AL5G32230	XP_009115879.2, XP_009136634.2
OG0003327	AL6G52110	XP_009111444.1
OG0003328	AL6G52390	XP_033143211.1
OG0003329	AL7G21500	XP_009127692.1
OG0003330	AL1G17450	XP_009118447.2, XP_009118969.1
OG0003331	AL1G19170	XP_009148126.2, XP_033132317.1
OG0003332	AL1G26300	XP_009110543.1
OG0003332	AL5G11930	XP_009101242.1
OG0003333	AL1G28020	XP_009117798.2, XP_009149017.1
OG0003334	AL1G31910	XP_009149412.1, XP_009149407.1, XP_009117552.1, XP_009110282.2, XP_009110283.1
OG0003335	AL1G33380	XP_009103342.1, XP_009149525.1
OG0003336	AL1G36420	XP_009103215.1
OG0003336	AL2G31030	XP_009105806.2
OG0003337	AL2G30170	XP_009115557.1
OG0003337	AL1G36860	XP_009110113.1
OG0003338	AL1G38020, AL2G29300	XP_033130289.1, XP_009104968.1
OG0003339	AL8G44850	XP_033141164.1, XP_033141223.1
OG0003339	AL8G44860	XP_033134119.1
OG0003340	AL7G37400	XP_009128970.1
OG0003341	AL6G47190	XP_009101692.2
OG0003342	AL2G23110	XP_009127454.1, XP_033129929.1, XP_009139711.1
OG0003343	AL7G22930, AL7G22920	XP_009128695.1
OG0003347	AL7G15550	XP_009109286.1, XP_009138380.1, XP_009151452.1, XP_018509315.1, XP_018513560.1
OG0003348	AL7G15570, nbis-gene-2233	XP_033133164.1, XP_009138379.1, XP_009151705.1, XP_009151594.1
OG0003349	AL1G52360	XP_009113403.1
OG0003349	AL310U10010, AL7G17140	XP_009138268.1
OG0003350	AL7G19510	XP_009138078.1, XP_018509150.1, XP_009108879.1
OG0003351	AL2G31750, AL2G31740	XP_009104877.1, XP_009127898.1
OG0003353	AL7G25270	XP_009109131.1, XP_009137666.1, XP_009143539.1
OG0003356	AL1G41370	XP_033147460.1, XP_033147459.1
OG0003358	nbis-gene-2125, AL7G47240, nbis-gene-1790, nbis-gene-1053, AL8G16340	XP_033147187.1, XP_033146393.1, XP_033143319.1, XP_033143445.1, XP_033129517.1, XP_033137727.1, XP_033147054.1, XP_033130644.1, XP_033134512.1, XP_033133706.1, XP_033138320.1, XP_033134828.1, XP_033135499.1, XP_033141149.1, XP_033139198.1, XP_033136415.1, XP_033134353.1, XP_033138755.1, XP_033143677.1
OG0003360	AL3G47040, AL3G46980	XP_009136268.1
OG0003362	AL3G46020	XP_033138801.1
OG0003364	nbis-gene-1218	XP_009129455.1
OG0003364	AL7G48570	XP_009140054.1, XP_033130938.1
OG0003365	AL4G19130, AL5G13820	XP_009123845.1
OG0003366	AL1G62400	XP_033132359.1
OG0003366	AL3G26700	XP_009135377.1, XP_009146378.2, XP_033142979.1
OG0003367	AL4G16650	XP_018513114.1
OG0003372	AL5G27310	XP_009150779.1, NP_001288820.1
OG0003373	AL1G41430	XP_033137133.1
OG0003373	AL1G41520	XP_009113714.1
OG0003374	AL1G47090	XP_009151453.1, XP_009114857.1
OG0003375	AL8G25150	XP_009145736.1, XP_009111476.1
OG0003376	AL3G43370	XP_009136197.1, XP_009102355.1
OG0003377	AL6G27230	XP_009126108.1, XP_033139556.1, XP_033139557.1, XP_033143170.1
OG0003378	AL6G27120	XP_009121503.1
OG0003378	AL3G11990	XP_009147347.1
OG0003379	AL7G48170	XP_033145432.1
OG0003381	AL6G23000	XP_009121869.1
OG0003383	AL6G21300	XP_009131179.1
OG0003383	AL6G36640	XP_009151022.1
OG0003384	AL7G13160	XP_009138503.1
OG0003385	AL6G18570	XP_009122429.1
OG0003386	AL6G18110	XP_009131008.2, XP_009125700.2
OG0003387	AL7G28260	XP_009138660.2
OG0003388	AL7G28310	XP_009138611.1
OG0003389	AL4G27970, AL4G20060	XP_009118163.1, XP_009148635.1
OG0003390	AL4G25040	XP_009144319.1, XP_009141050.1
OG0003392	AL8G15900, AL8G15910	XP_009123931.2, XP_009101736.1
OG0003393	AL4G30860	XP_033147214.1
OG0003393	AL1G44680	XP_009115120.1
OG0003395	nbis-gene-632, nbis-gene-2213	XP_033129429.1
OG0003396	AL8G42060, AL6G20170	XP_009112146.1, XP_009131122.1
OG0003397	AL7G17940	XP_009108786.1, XP_009121158.1, XP_009138195.1, XP_018515249.1
OG0003398	AL8G40260	XP_009130244.1
OG0003399	AL3G51140, AL8G39970	XP_009130242.1, XP_033135739.1
OG0003400	AL8G39880	XP_009130238.1
OG0003400	AL5G27380	XP_033136610.1, XP_009151409.2
OG0003401	AL6G35300, AL6G35310	XP_033129570.1, XP_033140506.1
OG0003402	AL6G32480	XP_033141491.1, XP_033138618.1
OG0003404	AL8G34910, AL5G26480	XP_009132034.1
OG0003405	AL8G32490, AL2G30930, AL239U10010	XP_009132187.1, XP_009120180.1
OG0003408	AL6G14640	XP_018513165.2, XP_009125582.1, XP_033138162.1, XP_009122548.1
OG0003409	nbis-gene-1444	XP_009130764.1
OG0003410	AL3G20470	XP_009146936.1
OG0003410	AL6G11350	XP_009130684.1
OG0003411	AL6G10480, AL3G19870	XP_009123801.1
OG0003412	AL3G19840	XP_009135087.1, XP_009146976.2
OG0003413	AL3G23980	XP_009140150.1
OG0003414	AL2G39350	XP_009128320.1, XP_009106607.2
OG0003415	AL7G11100	XP_009101896.1, XP_033132994.1
OG0003416	AL2G36660	XP_009104670.1, XP_009128182.1, XP_009106321.1
OG0003417	AL1G63740	XP_009144738.1, XP_009106839.1, XP_009147491.1
OG0003418	AL1G62330	XP_009116933.1
OG0003419	AL1G61950, AL1G61940	XP_009144771.1
OG0003421	AL3G38530	XP_009106438.1, XP_009102595.1
OG0003422	AL4G13170	XP_018509956.2
OG0003422	AL7G13570	XP_009137459.2
OG0003423	AL2G33500	XP_009106028.1, XP_009104798.1
OG0003423	AL7G17070	XP_018513555.1
OG0003424	AL5G18110	XP_033136950.1, XP_009151868.2
OG0003425	AL1G38970	XP_009103106.1, XP_009115400.1
OG0003426	AL7G35990	XP_018508030.1, XP_009131645.1
OG0003427	AL1G59730	NP_001288913.1, XP_009147731.1
OG0003428	AL1G59770	XP_009144879.1
OG0003428	AL3G35370	XP_009145487.1
OG0003429	AL1G61250	XP_009147647.1
OG0003429	AL3G53880	XP_033131220.1
OG0003431	AL7G35570, AL7G35560	XP_033133282.1, XP_033144868.1
OG0003432	AL7G35690	XP_009131990.1
OG0003434	AL8G25630, AL8G25670	XP_009119432.1, XP_009132607.1
OG0003435	AL8G25510	XP_009119423.1, XP_033140987.1
OG0003435	AL1G51940, AL1G52040	XP_033138056.1
OG0003438	AL7G33430	XP_033132463.1, XP_018515291.2
OG0003439	AL3G22350, AL4G14330	XP_018511610.2
OG0003440	AL7G31970	XP_009137218.1, XP_009108535.1, XP_009135379.1, XP_009135393.2
OG0003441	AL7G44820, AL1G49060	XP_009107922.1, XP_018510041.1
OG0003442	AL4G43550	XP_009143043.1
OG0003443	AL4G41200, AL5G40420	XP_009116543.1, XP_009138946.1, XP_009104166.1
OG0003444	AL4G39500	XP_009141990.1, XP_009133486.1
OG0003445	AL5G38460	XP_009139050.2, XP_009139053.2
OG0003446	AL4G37970	XP_009143233.1, XP_009141877.1
OG0003447	AL3G42760	XP_033145019.1, XP_009102362.1
OG0003448	AL3G39820, AL4G17820	XP_009105912.1, XP_009135890.1, XP_009102511.1
OG0003449	AL7G14320	XP_009124616.1, XP_009109333.1, XP_033146472.1
OG0003450	AL4G11920	XP_009112530.1, XP_009140352.1
OG0003452	AL6G43400	XP_009113552.1
OG0003452	AL1G48590	XP_033136102.1
OG0003453	AL5G30070, AL6G40800, AL4G46990	XP_009142537.1
OG0003454	AL4G46930, AL3G49500	XP_009142542.1
OG0003455	AL4G44960	XP_033142437.1, XP_009142364.1, XP_009143170.1
OG0003456	AL4G43870, AL364U10030	XP_009143067.1
OG0003457	AL4G42820	XP_009133649.2
OG0003457	AL5G41980	XP_009142982.1
OG0003459	AL3G17060	XP_009129651.1
OG0003460	AL3G17220	XP_033147242.1
OG0003461	AL3G17740	XP_009134914.1
OG0003462	AL3G20090, AL3G20300	XP_009135075.1, XP_009146954.1
OG0003463	AL5G11970, AL3G23010	XP_009146722.1
OG0003464	AL3G23520	XP_009121027.1, XP_009146670.2, XP_009135195.1
OG0003465	AL3G27280, AL3G25540	XP_009117633.2, XP_009135312.1, XP_009146469.1, XP_009146520.1
OG0003466	AL3G25750, AL3G25760	XP_009117519.2, XP_009146459.2
OG0003467	AL3G28520	XP_009135462.2
OG0003468	AL7G28870, AL7G28860	XP_009137991.1, XP_009137982.1
OG0003469	AL7G21230	XP_009114608.1
OG0003470	AL1G19360	XP_009110866.2, XP_009118334.1, XP_009148151.1
OG0003471	AL1G18400, AL1G18390	XP_009110909.1
OG0003472	AL1G20040	XP_033133455.1, XP_009110824.1, XP_009118317.1, XP_009148248.1
OG0003473	AL1G20580	XP_009118288.1, XP_009148314.1
OG0003474	AL1G20910	XP_009148340.1
OG0003474	AL2G17490	XP_009102924.1
OG0003475	AL1G23810	XP_009148589.1
OG0003476	AL1G24550, AL5G15480	XP_009118046.1
OG0003477	AL1G48800	XP_009148845.1, XP_033133745.1
OG0003479	AL7G49920	XP_009117701.1
OG0003480	AL3G42280	XP_009139955.1
OG0003481	AL8G11080, AL7G37540	XP_009101386.2, XP_009128999.1
OG0003482	AL3G53130	NP_001288833.1
OG0003483	AL355U10020, nbis-gene-1167, AL4G45560	XP_009129412.1, XP_009151956.2
OG0003484	AL7G10290	XP_009101945.1
OG0003485	AL7G13210	XP_009134675.1
OG0003485	AL7G13200	XP_009134560.1
OG0003486	AL7G15290	XP_009150254.2, XP_033133994.1, XP_009109272.1
OG0003487	AL7G16600	XP_009110966.1, XP_009108718.1, XP_009138310.1
OG0003488	AL4G14490	XP_009117233.1
OG0003490	nbis-gene-656, AL1G36810	XP_009110118.1
OG0003494	AL1G63660	XP_009144739.1, XP_018509197.1, XP_009147496.1
OG0003496	AL2G25100, AL2G25070	XP_033129569.1
OG0003497	AL2G25780, AL2G25790, AL2G26510	XP_009105266.1, XP_009127540.1
OG0003501	nbis-gene-1562, AL6G35620, AL6G35640, AL6G35630, nbis-gene-1563	XP_009144633.1
OG0003502	AL8G27140	XP_009132517.1
OG0003512	AL4G19450	XP_009133998.1
OG0003514	AL6G27900	XP_009126145.2
OG0003515	AL6G26760	XP_009121538.1
OG0003516	AL6G22130	XP_009131204.2, XP_033137721.1
OG0003517	AL3G33220	XP_009145754.1
OG0003518	AL6G19240, AL5G33000	XP_009117524.2, XP_033137492.1
OG0003519	AL8G38080	XP_009136468.1
OG0003521	AL4G21200	XP_009140787.1
OG0003522	AL4G22650, AL4G22670	XP_009103614.1
OG0003523	AL4G21740	XP_033145166.1, XP_009103676.1
OG0003525	AL4G25280, AL136U10020	XP_009144303.1
OG0003526	AL4G26530, AL2G35340	XP_009141147.1
OG0003527	AL4G26650	XP_009141167.1
OG0003528	AL4G26840	XP_009132804.1, XP_033147610.1
OG0003529	AL4G27630	XP_009143961.1, XP_009132840.1
OG0003530	AL8G16560, AL8G16440, AL1G13830, AL37U10050	XP_009101768.1, XP_009123900.1
OG0003532	AL1G44970	XP_009107764.2, XP_009149748.1
OG0003533	AL8G20700, AL74U10010, AL8G22110	XP_033139889.1
OG0003534	AL8G44020	XP_009112368.2, XP_009103435.2, XP_009103432.2
OG0003535	AL6G20960	XP_009122050.1
OG0003535	AL8G43010	XP_009150633.2
OG0003536	AL8G39020	XP_009130982.1, XP_009112012.2
OG0003537	AL8G38580	XP_033140414.1, XP_009150119.1
OG0003538	AL3G41810, AL6G37550, AL6G38760	XP_009151095.1
OG0003539	AL2G27820	XP_033130228.1
OG0003540	AL6G34110	XP_033142415.1, XP_033142411.1, XP_033142413.1, XP_033142409.1, XP_009126578.2
OG0003541	AL8G37090, AL8G37100	XP_009120581.1, XP_009120583.1
OG0003543	AL8G35960, AL8G35970	XP_009120460.1, XP_009126695.1
OG0003544	AL8G35820	XP_009126698.1
OG0003545	AL8G34390	XP_009120337.1, XP_009132068.2, XP_009126768.1
OG0003546	AL8G33840	XP_009126813.1, XP_033137694.1, XP_009132107.2, XP_018512815.2
OG0003547	AL1G18420	XP_009148063.1
OG0003548	AL8G31210	XP_033144577.1, XP_033138714.1
OG0003549	AL6G17430	XP_009130983.1, XP_033141756.1, XP_009122362.1
OG0003550	AL6G15910	XP_009122204.1
OG0003551	AL6G15010	XP_009130870.1, XP_009125590.1
OG0003552	AL3G48780	XP_033136747.1
OG0003553	AL6G12050	XP_033145045.1, XP_009139531.2
OG0003554	AL5G16870	XP_009151960.1
OG0003555	AL2G39440, AL1G47190	XP_009106615.1, XP_009104555.1
OG0003556	AL1G35880	XP_009145343.2, XP_009110141.1, XP_009106538.1
OG0003558	AL1G57220	XP_009145108.1, XP_009147892.1
OG0003559	AL7G41840	XP_009139515.1
OG0003560	AL7G41570	XP_009107785.1, XP_009144692.1, XP_009148621.1
OG0003562	AL7G39490	XP_009107864.1, XP_009146689.1, XP_009136718.1
OG0003563	AL2G33060	XP_009105978.1, XP_009104823.1
OG0003564	AL1G31510	XP_033133170.1, XP_009117574.1
OG0003565	AL5G14340, AL5G14330	XP_009152113.2, XP_033136452.1
OG0003566	AL2G28650	XP_009105498.2, XP_009105499.1
OG0003567	AL8G13020	XP_009114399.1
OG0003568	AL8G17920, AL1G66580	XP_009114023.1, XP_009101823.1
OG0003571	AL7G33290	XP_009134043.2, XP_033138954.1
OG0003572	AL7G34280	XP_009108437.1
OG0003573	AL7G38440	XP_009123018.1, XP_009145770.1, XP_009136777.1
OG0003575	AL5G45730	XP_033135540.1
OG0003575	AL39U10030, AL4G47450	XP_033148639.1
OG0003577	AL4G46560	XP_009142569.1
OG0003578	AL6G15510, AL5G44050	XP_009116832.1
OG0003579	AL5G43050	XP_009138818.1
OG0003580	AL5G37470	XP_009127351.3, XP_009116313.2
OG0003581	AL5G39800	XP_009104107.2
OG0003582	AL5G39310	XP_033136062.1, XP_033146413.1, XP_033130984.1
OG0003582	AL4G40250	XP_033145667.1, XP_033143843.1, XP_009142788.1
OG0003583	AL5G36240	XP_009103952.1, XP_009116213.1
OG0003584	AL5G21410, AL5G34180	XP_009103854.1
OG0003586	AL7G52790	XP_009105225.1
OG0003586	AL2G24900	XP_033141316.1
OG0003587	AL5G37300	XP_009116299.2
OG0003588	AL4G41500	XP_009133554.1
OG0003588	AL379U10010	XP_009142169.1
OG0003589	AL5G32090	XP_009115852.1, XP_009115850.1
OG0003590	AL4G34700	XP_033146945.1, XP_009133205.1
OG0003591	AL4G29720	XP_009141353.1
OG0003592	AL4G18850, AL5G21960	XP_009140738.1
OG0003593	AL1G48460	XP_009114771.1, XP_009145156.2
OG0003594	AL6G45780, AL6G45770	XP_009134236.1, XP_009141047.1, XP_009108174.1
OG0003595	AL6G38480, AL1G54410	XP_033139351.1, XP_009129934.1, XP_009111711.2
OG0003596	AL6G39870	XP_009151222.1
OG0003597	AL1G13720	XP_009119329.1
OG0003598	AL8G29180	XP_033128458.1, XP_033128456.1, XP_033134852.1
OG0003599	AL6G29470	XP_009131647.1
OG0003600	AL3G17080, nbis-gene-1518, AL2G33170, AL3G17020	XP_009138285.1
OG0003601	AL3G24300	XP_009146604.1, XP_009135242.1, XP_009120462.1
OG0003602	AL3G28050	XP_009115508.1
OG0003603	AL1G60430	XP_009107141.1, XP_009147698.1
OG0003604	AL4G14630	XP_009140531.2
OG0003604	AL7G21070	XP_009127344.1
OG0003605	AL3G34460, AL3G34450	XP_009135700.1, XP_033129947.1
OG0003606	AL3G34530	XP_009110293.1, XP_009145603.1
OG0003607	AL7G41980	XP_009109572.1
OG0003608	AL7G41870, AL3G37950	XP_009102634.1, XP_009135853.1
OG0003609	AL5G11210, AL5G11200	XP_009114216.2, XP_009129180.2
OG0003610	AL1G64960	XP_009143775.1
OG0003611	AL1G65310	XP_018513646.2
OG0003612	AL5G33080	XP_009136676.1, XP_009139454.1, XP_009115942.1
OG0003613	AL1G36590, AL1G10800	XP_009118817.1
OG0003614	AL1G12360, AL1G12370	XP_009119597.1, XP_009111176.1
OG0003615	AL1G15560	XP_009119130.2, XP_009111042.1
OG0003616	AL1G16040	XP_033135621.1, XP_009118555.2, XP_009119089.2
OG0003617	AL1G16310	XP_009119069.1
OG0003617	AL1G16320	XP_009119067.1, XP_033137610.1
OG0003618	AL1G18720	XP_009148087.2, XP_033134017.1
OG0003619	AL1G20790, AL1G47570, AL1G47560, AL1G20660	XP_033128269.1, XP_009113921.1
OG0003620	AL2G16960	XP_033133365.1, XP_009138566.2
OG0003621	nbis-gene-65	XP_009144433.1, XP_009118243.1, XP_033129880.1
OG0003622	AL1G22110	XP_009148443.1
OG0003623	AL1G23470	XP_009118105.1, XP_009148609.2
OG0003624	AL1G32130	XP_009148870.1, XP_009117873.1, XP_009117872.1
OG0003625	AL1G28770	XP_009149094.1
OG0003625	AL2G39560	XP_009117754.1
OG0003627	AL1G33710	XP_009149551.1
OG0003628	AL8G14810	XP_009101646.1
OG0003629	AL5G22780, AL5G22860, AL7G17190, AL7G17200	XP_009138267.1, XP_009115735.1
OG0003630	AL7G18660	XP_009125119.1
OG0003631	AL5G22610, AL7G17670	XP_009108773.1, XP_009119230.1
OG0003632	AL4G16790, AL7G19680	XP_009108891.1
OG0003633	AL1G38010	XP_009115464.1, XP_009103132.1
OG0003634	AL6G52820	XP_009111472.1
OG0003635	nbis-gene-42	XP_009119079.1, XP_033138464.1
OG0003635	AL4G26240	XP_033146440.1
OG0003636	AL4G23680	XP_033145184.1
OG0003637	AL4G22700, AL1G37360, AL1G37380, AL1G37370	XP_009103162.1, XP_009103161.1, XP_033130331.1
OG0003638	AL3G18170, nbis-gene-672	XP_018514609.1
OG0003641	AL4G21510	XP_009148771.1
OG0003642	AL5G29230, AL5G29210	XP_009150000.1, XP_009149735.2
OG0003645	nbis-gene-1801	XP_018508637.1, XP_018513045.1
OG0003646	AL8G26400	XP_033128441.1
OG0003647	AL2G21070, AL2G21520	XP_033129022.1, XP_033138923.1
OG0003648	AL3G53090	XP_033128911.1, XP_009124926.1, XP_009124962.1, XP_033128856.1
OG0003656	AL5G27830	XP_009149819.1
OG0003657	AL5G27130	XP_009149866.1
OG0003659	AL3G11320	XP_018514664.1
OG0003662	AL6G22340	XP_009125822.1, XP_009121925.1
OG0003664	AL6G20060	XP_009125363.1, XP_033140967.1, XP_009122528.1, XP_009122530.2
OG0003665	nbis-gene-687	XP_009135132.1, XP_009122617.1, XP_009146805.1
OG0003666	AL4G25110	XP_033147397.1
OG0003668	AL7G27530	XP_009137537.1
OG0003670	AL6G34880	XP_033140402.1, XP_033138606.1, XP_033140401.1, XP_009150889.1, XP_009141613.1
OG0003671	AL6G36270, AL6G36260	XP_009130005.1
OG0003672	AL6G37600	XP_018511755.2, XP_009129948.1, XP_009111673.1
OG0003673	AL6G32570	XP_009131834.1
OG0003673	AL5G21610	XP_009126498.1
OG0003674	AL5G22290	XP_009123302.1
OG0003675	AL8G37010	XP_009120572.2, XP_018512229.1, XP_009126608.3, XP_009131917.1
OG0003677	AL4G30170, AL4G30150, AL4G30160	XP_033147625.1
OG0003678	AL8G32000	XP_009132308.3, XP_009120154.2
OG0003679	AL8G31120	XP_009132373.2, XP_009126997.1, XP_018511111.1
OG0003680	AL5G29420	XP_009149727.1
OG0003680	AL5G29410	XP_009149729.1
OG0003681	AL5G28120	XP_009150180.1, XP_009151501.1
OG0003682	nbis-gene-1492	XP_009111292.1, XP_009144573.2
OG0003683	AL6G10880	XP_033139514.1, XP_033139520.1, XP_009130662.1
OG0003684	AL5G16940	XP_009111577.1, XP_009151951.1
OG0003685	AL1G18110	XP_009148030.1
OG0003686	AL7G47190	XP_018512345.1
