Orthogroup	Arabidopsis_lyrata_Rawat	Arabidopsis_lyrata_NCBI
OG0003104	AL8G38090	XP_020871025.1
OG0003104	AL4G25440	XP_002879268.1
OG0003105	AL8G21910, AL7G49530, AL5G15210	XP_002868658.2, XP_020866180.1
OG0003105	AL2G22270, AL9U11510, AL2G22280, AL4G20720, AL1G50700, AL1G44440, AL8G20220, AL8G18780, AL3G51050, AL5G12680, AL2G19940, AL1G55610, AL6G41940, AL4G18530, AL7G11660, AL5G12690	XP_020880697.1, XP_020876971.1, XP_020872478.1
OG0003105	AL5G28280, AL7G24600	XP_020881868.1
OG0003106	nbis-gene-1091	XP_002881483.1
OG0003106	nbis-gene-1359	XP_020881950.1
OG0003116	AL4G13950	XP_020885721.1
OG0003116	AL7G21660	XP_020874270.1
OG0003117	AL6G29010	XP_002871786.1
OG0003118	AL6G26850	XP_002871696.2
OG0003118	AL3G11810	XP_020886892.1
OG0003119	AL6G25710	XP_020878034.1
OG0003120	AL6G20850	XP_002871417.1
OG0003120	AL8G42830	XP_002864949.1
OG0003121	AL4G28370	XP_020884315.1
OG0003121	AL4G28380	XP_002881250.1
OG0003122	AL7G27940	XP_002869685.1
OG0003123	AL1G53870	XP_020870934.1
OG0003123	AL7G21020	XP_002869348.1
OG0003124	AL4G29920	XP_020884234.1
OG0003124	AL1G42740	XP_002893545.1
OG0003125	AL1G49280	XP_020866980.1
OG0003125	AL1G20850	XP_002892550.1
OG0003126	AL1G45750	XP_002890944.2
OG0003126	AL1G45780	XP_020866460.1
OG0003127	AL5G30790	XP_020881475.1
OG0003127	AL8G44680	XP_020883205.1
OG0003128	AL6G33500	XP_020878591.1
OG0003128	AL7G45920	XP_002870516.1
OG0003129	AL8G40650	XP_020885884.1
OG0003129	AL5G28210	XP_002875922.1
OG0003130	AL8G40060	XP_002866529.1
OG0003130	AL3G51100	XP_020888136.1
OG0003130	AL8G40050	XP_002866528.1
OG0003131	AL6G17750	XP_002873308.1
OG0003131	AL653U10010	XP_002862353.1
OG0003132	AL6G35410	XP_020878938.1
OG0003133	AL2G14950	XP_020890046.1
OG0003134	AL3G36600	XP_020886724.1
OG0003135	AL132U10020	XP_002862833.1
OG0003136	AL6G33530	XP_002872005.1
OG0003136	AL6G33550	XP_002872006.1
OG0003137	AL3G21820	XP_002882670.1
OG0003138	AL271U10030	XP_020871713.1
OG0003138	AL8G26690	XP_002864162.1
OG0003139	AL7G27120	XP_002867588.1
OG0003140	AL264U10030	XP_020871821.1, XP_020867047.1
OG0003140	AL1G35210, AL1G35230	XP_020869804.1, XP_020869802.1
OG0003141	AL3G29990	XP_020889192.1
OG0003142	AL6G50640	XP_020878222.1
OG0003142	AL1G12240	XP_020866988.1
OG0003143	AL6G50530	XP_002874910.1
OG0003144	AL5G36340	XP_002878025.2
OG0003144	AL5G36320	XP_002876288.2
OG0003145	AL6G14300	XP_020876296.1, XP_020876193.1
OG0003146	AL6G14090	XP_020878126.1
OG0003147	AL7G48940	XP_002870677.1
OG0003148	AL2G11720	XP_002887955.1
OG0003149	AL2G41630	XP_020865769.1
OG0003149	AL2G41620	XP_002887853.1
OG0003150	AL2G41220	XP_020890391.1
OG0003150	AL1G27610	XP_020868015.1
OG0003151	AL2G40110	XP_002887789.1
OG0003151	AL1G28460	XP_020868891.1
OG0003152	AL2G40060	XP_020890645.1
OG0003152	AL1G28480	XP_002892904.2
OG0003153	AL2G39260	XP_002889216.1
OG0003154	AL2G36990	XP_002887659.1
OG0003154	AL1G34250	XP_020869362.1
OG0003155	AL2G36920	XP_020890638.1
OG0003156	AL5G14600	XP_002875292.1
OG0003157	AL2G35150	XP_002887579.2
OG0003157	AL1G32220	XP_020870088.1
OG0003158	AL3G27340	XP_020887589.1
OG0003158	AL1G61660	XP_002894431.1
OG0003159	AL4G32190	XP_002881427.1
OG0003160	AL4G32540	XP_020884825.1
OG0003160	AL2G25230	XP_002887089.1
OG0003161	AL6G19590	XP_020879437.1, XP_020878695.1
OG0003161	AL5G24010	XP_020881723.1
OG0003162	AL7G42790	XP_020875439.1
OG0003162	AL3G38950	XP_002885608.1
OG0003163	AL7G41230	XP_002870291.1
OG0003163	AL3G37140	XP_020886054.1
OG0003164	AL3G35540	XP_002883306.1
OG0003164	AL7G39790	XP_020874968.1
OG0003165	AL1G30770	XP_020868145.1
OG0003165	AL2G33260	XP_002888929.1
OG0003166	AL1G30630	XP_002892991.1
OG0003166	AL2G33320	XP_020891407.1
OG0003167	AL5G17370	XP_020882452.1
OG0003168	nbis-gene-1943	XP_002868719.1
OG0003168	AL5G19090	XP_002875495.1
OG0003169	AL5G16990	XP_020880903.1
OG0003171	AL4G14820	XP_020883247.1
OG0003172	AL2G22680	XP_002886957.1
OG0003172	AL2G22670	XP_002886956.1
OG0003172	AL2G22650	XP_020865619.1
OG0003172	AL2G22660	XP_020865697.1
OG0003173	AL1G57110	XP_002894209.2
OG0003173	AL6G44230	XP_020877168.1
OG0003175	AL8G17810	XP_020890613.1
OG0003175	AL1G52820	XP_002894011.1
OG0003176	AL7G37110	XP_002868056.1
OG0003176	AL7G37120	XP_002868057.1
OG0003177	AL8G25540	XP_002865850.1
OG0003177	AL8G25530	XP_020882882.1
OG0003178	AL8G23630	XP_002864011.1
OG0003178	AL1G26390	XP_020867997.1
OG0003179	AL7G38480	XP_002870155.1
OG0003179	AL4G31840	XP_002881412.1
OG0003180	AL7G37630	XP_002870123.1
OG0003180	AL4G31190	XP_020883100.1
OG0003181	AL8G45120	XP_020881927.1
OG0003181	AL5G31360	XP_020882348.1
OG0003182	AL5G42770	XP_020882239.1
OG0003182	AL3G24710	XP_020887656.1
OG0003183	AL5G41860	XP_020880100.1
OG0003183	AL4G42690	XP_002880069.1
OG0003184	nbis-gene-1390	XP_002878211.2
OG0003184	AL5G40160	XP_020880516.1
OG0003185	AL5G44650	XP_002876652.1
OG0003186	AL5G23760	XP_002877393.1
OG0003186	AL4G16500	XP_020885034.1
OG0003186	AL4G19030	XP_020882906.1
OG0003187	AL5G37330	XP_002878059.1
OG0003188	AL5G37240	XP_002878054.1
OG0003189	AL4G36540	XP_002879788.1
OG0003189	AL5G36090	XP_002876279.1
OG0003190	AL5G34650	XP_020880332.1
OG0003190	AL4G34010	XP_020884543.1
OG0003191	AL2G26770	XP_020891172.1
OG0003192	AL3G51020	XP_020886292.1
OG0003192	AL6G43520	XP_020877834.1
OG0003192	AL7G20270	XP_002869314.1
OG0003193	AL5G38050	XP_020880686.1
OG0003193	AL4G38930	XP_020884461.1
OG0003194	AL100U10010	XP_020873566.1
OG0003194	AL4G36520	XP_020884364.1
OG0003195	AL4G13600	XP_002880518.1
OG0003195	AL7G13940	XP_002869012.1
OG0003196	AL4G16380	XP_020883634.1
OG0003196	AL7G20000	XP_020875270.1
OG0003197	AL6G46240	XP_002874708.1
OG0003197	AL6G46230	XP_002874707.1
OG0003198	AL3G15730	XP_020888394.1
OG0003199	AL7G24150	XP_002869504.1
OG0003200	AL3G14750	XP_002884459.1
OG0003200	AL6G40700	XP_002874434.1
OG0003201	AL3G15720	XP_020889286.1
OG0003201	AL6G39520	XP_020876965.1
OG0003202	AL6G30310	XP_020876091.1
OG0003202	AL3G17120	XP_020889514.1
OG0003203	AL3G18500	XP_002882518.1
OG0003203	AL3G18560	XP_002882519.1
OG0003206	AL3G24510	XP_020889473.1
OG0003207	nbis-gene-730	XP_002885295.1
OG0003208	AL3G31960	XP_002885269.2
OG0003209	AL2G32670	XP_020891656.1
OG0003209	AL1G32780	XP_020869292.1
OG0003210	AL7G53030	XP_002868819.1
OG0003211	AL1G14420	XP_002892237.1
OG0003211	AL1G21030	XP_002889800.1
OG0003212	AL1G17260	XP_020871007.1
OG0003213	AL1G18850	XP_002889694.1
OG0003213	AL1G18840	XP_002889693.1
OG0003214	AL2G16650	XP_002886639.1
OG0003214	AL1G21350	XP_002892576.1
OG0003215	AL1G24330	XP_020869514.1
OG0003216	AL7G20520	XP_020873879.1
OG0003216	AL1G24840	XP_002889990.1
OG0003217	AL5G11280, AL98U10010	XP_020882401.1, XP_020873596.1
OG0003217	AL1G26560	XP_020870327.1
OG0003218	AL8G24660	XP_020871130.1
OG0003218	AL1G29530	XP_020868579.1
OG0003220	AL2G31610	XP_020865874.1
OG0003220	AL1G36180	XP_020867355.1
OG0003221	AL1G36440	XP_020869024.1
OG0003221	AL1G36450	XP_020869023.1
OG0003221	AL8G15180	XP_020871277.1
OG0003222	AL2G30840	XP_002887356.1
OG0003222	AL1G36480	XP_020869161.1
OG0003224	AL2G17270	XP_002888193.1
OG0003224	AL2G17210	XP_020890334.1
OG0003225	nbis-gene-1846	XP_002868166.1
OG0003225	AL7G39240	XP_002868169.2
OG0003226	AL1G54490	XP_002894087.1
OG0003227	AL3G46700	XP_002885945.1
OG0003227	AL7G16980	XP_020873083.1
OG0003228	AL746U10010	XP_002862299.1
OG0003228	AL7G17750	XP_002862297.1, XP_002869195.1
OG0003229	AL1G38980	XP_020868627.1
OG0003229	AL1G50130	XP_020869051.1
OG0003230	AL7G25090	XP_002867490.1
OG0003230	AL2G19600	XP_020890911.1
OG0003231	AL5G13670	XP_020882139.1
OG0003231	AL5G13530	XP_002876894.1
OG0003233	AL7G14730	XP_002867021.1
OG0003233	AL1G65990	XP_020868290.1
OG0003234	AL6G50390	XP_002874902.1
OG0003235	AL3G29780	XP_020886648.1
OG0003235	AL3G29760	XP_020886647.1
OG0003235	AL3G29770	XP_002885170.2
OG0003236	AL4G12050	XP_002880449.1
OG0003236	AL7G12540	XP_002868947.1
OG0003237	AL7G51630	XP_002868752.2
OG0003237	AL5G20370	XP_002875554.1
OG0003238	AL5G22900	XP_020885814.1
OG0003239	AL5G23980	XP_002877403.2
OG0003239	AL5G23970	XP_002877402.1
OG0003240	nbis-gene-1826	XP_002868043.1
OG0003241	AL7G30190	XP_020873673.1
OG0003246	AL5G25610	XP_020880211.1
OG0003247	AL5G25720	XP_002877511.1
OG0003247	AL8G35700	XP_020886739.1
OG0003248	AL5G27420	XP_020880361.1
OG0003248	AL5G27410	XP_020880360.1
OG0003249	AL8G11800	XP_020888647.1
OG0003250	AL6G25960	XP_002871651.1
OG0003250	AL3G10980	XP_020888147.1
OG0003251	AL6G24700	XP_002873645.1
OG0003252	AL6G22790	XP_002873544.1
OG0003252	AL6G38140	XP_020875901.1
OG0003253	AL7G35850	XP_020875230.1
OG0003253	AL3G37850	XP_020888084.1
OG0003254	AL8G42510	XP_020884793.1
OG0003254	AL6G20740	XP_002873446.1
OG0003255	AL6G20720	XP_002873445.1
OG0003255	AL6G20710	XP_002873444.1
OG0003256	AL6G20630	XP_002873441.1
OG0003256	AL6G20600	XP_020878014.1
OG0003257	AL6G20070	XP_002873413.1
OG0003258	AL8G41670	XP_020871289.1
OG0003259	AL4G24480	XP_020883502.1
OG0003259	AL1G51360	XP_020869365.1
OG0003259	AL6G15610	XP_020876050.1
OG0003260	AL4G25370	XP_020883054.1
OG0003261	AL4G25450	XP_002881119.1
OG0003262	AL1G15450	XP_002892300.2
OG0003262	AL80U10030	XP_020873864.1
OG0003262	AL4G27260	XP_002879352.1
OG0003263	AL1G56240, AL1G56150	XP_002894166.1, XP_020869379.1
OG0003264	AL4G28510, AL7G46580, AL7G46610	XP_002870561.1
OG0003264	AL120U10020	XP_002881256.1, XP_002862858.1
OG0003265	AL6G44170	XP_020876772.1
OG0003265	AL7G50050	XP_002868681.1
OG0003266	AL1G38520	XP_020867576.1
OG0003267	AL1G44360	XP_002890869.1
OG0003267	AL1G44340	XP_002890868.1
OG0003268	AL8G38440, AL8G38480	XP_002864752.1, XP_020872000.1
OG0003269	AL6G19740	XP_020877295.1
OG0003269	AL8G41330	XP_020882936.1
OG0003270	AL8G37880	XP_020871210.1
OG0003271	AL6G34820	XP_002872062.1
OG0003272	AL5G14020	XP_020880690.1, XP_020880689.1
OG0003273	AL5G23460	XP_002875706.1
OG0003273	AL6G34090	XP_020879238.1
OG0003274	AL7G14470	XP_020872396.1
OG0003274	AL3G51610	XP_020887399.1
OG0003275	AL3G24820	XP_002884941.1
OG0003275	AL2G30990	XP_020889664.1
OG0003276	AL8G34650	XP_002866267.1
OG0003276	AL7G45810	XP_002868499.1
OG0003277	AL8G31600	XP_002864425.1
OG0003277	AL7G26350	XP_020873729.1
OG0003278	nbis-gene-1334	XP_020881404.1
OG0003278	AL8G43500	XP_002864980.1
OG0003279	AL5G29510	XP_020882187.1
OG0003279	AL8G43350	XP_002864972.1, XP_020880282.1
OG0003280	AL3G38450	XP_002885581.2
OG0003280	AL6G12940	XP_002873099.1
OG0003280	AL6G12510	XP_002873082.1
OG0003281	AL1G23670	XP_002889929.1
OG0003282	AL1G37060	XP_002893274.1
OG0003282	AL1G31870	XP_002893039.1
OG0003283	AL4G17320	XP_020885080.1
OG0003283	AL1G51210	XP_020870129.1
OG0003284	AL2G41130	XP_002889296.1
OG0003285	AL7G35100	XP_020874535.1
OG0003285	AL7G35260	XP_020875114.1
OG0003286	AL7G34350	XP_002869968.1
OG0003287	AL1G35730	XP_020866076.1
OG0003288	AL8G40910, AL8G41190	XP_020891623.1
OG0003288	AL8G41200	XP_020871969.1
OG0003288	AL8G43360	XP_020880292.1
OG0003288	AL8G41820	XP_020881695.1
OG0003288	AL8G21440	XP_020871400.1
OG0003288	AL5G41570	XP_020882083.1
OG0003289	AL3G36770	XP_020886714.1
OG0003289	AL7G40970	XP_020874249.1
OG0003290	AL3G36430	XP_020886691.1
OG0003290	AL7G40810	XP_002870266.2
OG0003291	AL2G11630	XP_002887948.1
OG0003292	AL1G38750	XP_002890630.1
OG0003293	nbis-gene-289	XP_002894342.1
OG0003293	nbis-gene-1919	XP_020874160.1, XP_020875353.1
OG0003293	nbis-gene-1920	XP_002868595.1
OG0003295	AL7G36000	XP_002868000.1
OG0003297	AL835U10030	XP_020877374.1, XP_002862247.1
OG0003298	AL6G21620	XP_020879016.1
OG0003298	AL7G34450	XP_002869973.2
OG0003299	AL2G22290	XP_020889657.1
OG0003299	AL8G25570	XP_002865852.1
OG0003300	AL8G19340	XP_020891209.1
OG0003300	AL1G57840	XP_002894238.1
OG0003301	AL8G45520	XP_020871744.1
OG0003301	AL5G31810	XP_020880791.1
OG0003302	AL5G43940	XP_002878389.1
OG0003302	AL4G45430	XP_020884501.1
OG0003303	AL5G35220	XP_002876245.1
OG0003304	AL7G25610	XP_020873256.1
OG0003304	AL7G25600	XP_020872488.1
OG0003305	AL9U11420	XP_002863188.1
OG0003305	AL3G41250	XP_002883602.2
OG0003306	AL3G41820	XP_002885739.1
OG0003306	AL8G21020	XP_020870886.1
OG0003307	AL1G40390	XP_002890706.1
OG0003307	AL2G26540	XP_020889986.1
OG0003308	AL3G53200	XP_002886267.1
OG0003309	AL1G63250	XP_002891820.1
OG0003310	AL1G52440	XP_002891295.2
OG0003310	AL6G42080	XP_002874528.1
OG0003311	AL4G46800	XP_002880290.2
OG0003311	AL4G46790	XP_002880289.1
OG0003312	AL2G36230	XP_020891076.1
OG0003312	AL4G43230	XP_020882962.1
OG0003313	AL8G21250	XP_020871752.1
OG0003313	AL7G16570	XP_002867109.1
OG0003314	AL3G15480	XP_002882393.1
OG0003315	AL3G16750	XP_020887155.1
OG0003315	AL6G38310	XP_020878093.1
OG0003316	AL3G17070	XP_020888345.1
OG0003316	AL6G30330	XP_020878476.1
OG0003317	AL3G18450	XP_020886981.1
OG0003317	AL8G21720	XP_020868605.1
OG0003318	AL3G29360	XP_020889206.1
OG0003318	AL3G27770	XP_002885081.1
OG0003319	AL3G29790	XP_002883029.1
OG0003319	AL7G39100	XP_002870186.1
OG0003320	AL1G56520, AL1G56550	XP_020867827.1, XP_020867826.1
OG0003320	AL3G32270	XP_020886324.1
OG0003321	AL7G24230	XP_002867452.1
OG0003321	AL7G19320	XP_002867241.1
OG0003322	AL7G51640	XP_002870821.2
OG0003323	AL3G36480, AL3G36490	XP_020886735.1
OG0003323	AL3G36500	XP_002885493.1
OG0003324	AL7G22020	XP_002869392.1
OG0003324	AL3G52930	XP_002884180.1
OG0003325	AL2G26690	XP_020890658.1
OG0003325	AL8G23210	XP_020866536.1
OG0003326	AL5G32230	XP_020880250.1
OG0003327	AL1G10890	XP_020867498.1
OG0003327	AL6G52110	XP_020879193.1
OG0003328	AL6G52390	XP_002872915.1
OG0003328	AL1G11110	XP_020870173.1
OG0003329	AL7G21500	XP_002869367.1
OG0003330	AL1G17450	XP_002892393.2
OG0003331	AL1G19170	XP_020869690.1
OG0003332	AL1G26300	XP_020869165.1
OG0003332	AL5G11930	XP_020879963.1
OG0003333	AL1G28020	XP_020868127.1
OG0003334	AL1G31910	XP_020868413.1
OG0003335	AL1G33380	XP_020870360.1
OG0003335	AL1G33370	XP_002893111.1
OG0003336	AL1G36420	XP_002890540.2
OG0003336	AL2G31030	XP_020865624.1
OG0003337	AL2G30170	XP_002888791.1
OG0003337	AL1G36860	XP_020868670.1
OG0003338	AL1G38020	XP_020867324.1
OG0003338	AL2G29300	XP_020890345.1
OG0003339	AL8G44860	XP_020871347.1
OG0003340	AL7G37400	XP_020874330.1
OG0003340	AL8G10530	XP_020871924.1
OG0003341	AL6G47190	XP_002874766.2
OG0003341	AL8G15020	XP_020871065.1
OG0003341	AL90U10020	XP_020873773.1
OG0003342	AL2G23110	XP_020891358.1
OG0003343	AL7G22930	XP_020873133.1
OG0003343	AL7G22920	XP_020873139.1
OG0003344	AL4G12130	XP_020884897.1
OG0003345	AL7G48050	XP_020872777.1
OG0003345	AL7G48070	XP_002870640.2
OG0003347	AL7G15550	XP_020874911.1
OG0003348	AL7G15570	XP_002867064.1
OG0003348	nbis-gene-2233	XP_020876592.1
OG0003349	AL1G52360	XP_002893990.1
OG0003349	AL310U10010	XP_002862579.1
OG0003349	AL7G17140	XP_020873869.1
OG0003350	AL4G16890	XP_020885609.1
OG0003350	AL7G19510	XP_020872078.1
OG0003351	AL2G31750	XP_020890857.1
OG0003351	AL2G31740	XP_020890856.1
OG0003352	AL6G52040	XP_002874986.1
OG0003352	AL1G10840	XP_020868348.1
OG0003353	AL7G25270	XP_020872612.1
OG0003354	nbis-gene-140	XP_020870004.1
OG0003354	nbis-gene-141	XP_020866397.1
OG0003355	AL8G18790	XP_020871909.1
OG0003356	AL1G41370	XP_002893492.1
OG0003357	AL1G51920	XP_020871102.1
OG0003357	nbis-gene-1247	XP_020887734.1, XP_020871394.1
OG0003358	nbis-gene-2125	XP_020880876.1
OG0003358	AL7G47240	XP_002870603.1
OG0003359	AL2G19060, AL7G49440, AL9U11180, AL3G33540	XP_020876529.1
OG0003360	AL3G46980	XP_020885993.1
OG0003360	AL9U10040	XP_020877008.1
OG0003360	AL9U10030	XP_002863124.1
OG0003361	AL8G27090	XP_020871861.1
OG0003361	AL4G22300	XP_002879129.2
OG0003363	AL5G26250	XP_020880036.1
OG0003363	AL5G26260	XP_020880034.1
OG0003363	AL5G26270	XP_020880033.1
OG0003363	AL5G26240	XP_002875823.1
OG0003364	nbis-gene-1218	XP_002875354.1
OG0003364	AL7G48570	XP_002868621.1
OG0003365	AL4G19130	XP_002880792.1
OG0003365	AL5G13820	XP_002876908.2
OG0003366	AL1G62400	XP_020868680.1
OG0003366	AL3G26700	XP_020889072.1
OG0003367	AL4G16650	XP_020885369.1
OG0003372	AL5G27310	XP_020881711.1
OG0003373	AL1G41430	XP_002893495.1
OG0003373	AL1G41520	XP_002890755.1
OG0003374	AL1G47090	XP_020870920.1
OG0003375	AL8G25150	XP_002864086.1
OG0003375	AL2G37760	XP_002887691.1
OG0003376	AL7G44410	XP_020874859.1
OG0003376	AL3G43370	XP_002883713.1
OG0003377	AL6G27230	XP_002873768.1
OG0003378	AL6G27120	XP_020877574.1
OG0003378	AL3G11990	XP_002882243.1
OG0003379	AL7G48160	XP_020875617.1
OG0003379	AL7G48170	XP_020874969.1
OG0003381	AL6G23000	XP_020878342.1
OG0003381	AL3G23680	XP_020888342.1
OG0003382	nbis-gene-589	XP_002887334.2
OG0003382	AL2G30430	XP_002887335.1
OG0003382	AL1G67430	XP_020868106.1
OG0003383	AL6G21300	XP_002871438.1
OG0003383	AL6G36640	XP_020878464.1
OG0003384	AL7G13160	XP_020875167.1
OG0003385	AL6G18570	XP_002873346.1
OG0003386	AL6G18110	XP_002873323.2
OG0003387	AL8G24840	XP_020871175.1
OG0003387	AL7G28260	XP_020873618.1
OG0003388	AL8G24620	XP_002865799.2
OG0003388	AL7G28310	XP_020873379.1
OG0003389	AL4G27970	XP_002879398.1
OG0003389	AL4G20060	XP_002880840.1
OG0003390	AL4G25040	XP_020882988.1
OG0003391	AL8G17040	XP_002863662.1
OG0003392	AL8G15900	XP_020889551.1
OG0003392	AL8G15910	XP_020889541.1
OG0003393	AL4G30860	XP_020885711.1
OG0003393	AL1G44680	XP_002890883.1
OG0003394	AL1G44690	XP_002893638.1
OG0003395	nbis-gene-632	XP_002862568.1
OG0003395	nbis-gene-2213	XP_002866694.1
OG0003396	AL8G42060	XP_020885853.1
OG0003396	AL6G20170	XP_002873421.1
OG0003397	AL7G17940	XP_002869205.1
OG0003398	AL8G40260	XP_002866539.1
OG0003399	AL3G51140	XP_020888635.1
OG0003399	AL8G39970	XP_020871873.1
OG0003400	AL8G39880	XP_020872001.1
OG0003400	AL5G27380	XP_020880378.1
OG0003401	AL6G35300	XP_002874156.1
OG0003401	AL6G35310	XP_002874157.1
OG0003402	AL6G32480	XP_020878866.1
OG0003403	AL2G24610	XP_020889892.1
OG0003404	AL8G34910	XP_002864584.1
OG0003404	AL5G26480	XP_020881342.1
OG0003405	AL8G32490	XP_002864474.1
OG0003405	AL2G30930, AL239U10010	XP_020871998.1
OG0003406	AL8G19870	XP_020889956.1
OG0003408	AL6G14640	XP_020875938.1
OG0003409	AL6G13010	XP_002873102.1
OG0003409	nbis-gene-1444	XP_020875870.1
OG0003410	AL3G20470	XP_002882613.1
OG0003410	AL6G11350	XP_002870955.1
OG0003411	AL6G10480	XP_020878637.1
OG0003411	AL3G19870	XP_020887193.1
OG0003412	AL3G19840	XP_002884700.1
OG0003412	AL6G10260	XP_020878914.1
OG0003413	AL3G23980	XP_020888259.1
OG0003414	AL2G39350	XP_020890423.1
OG0003415	AL7G11100	XP_002866831.1
OG0003416	AL2G36660	XP_002887644.1
OG0003417	AL1G63740	XP_002894517.2
OG0003418	AL3G26780	XP_002885043.1
OG0003418	AL1G62330	XP_002891764.2
OG0003419	AL1G61950	XP_020867130.1
OG0003419	AL1G61940	XP_020867129.1
OG0003420	AL4G32720	XP_020883204.1
OG0003421	AL3G38530	XP_020889002.1
OG0003421	AL7G42230	XP_002868307.1
OG0003422	AL4G13170	XP_020885431.1
OG0003422	AL7G13570	XP_020875667.1
OG0003423	AL2G33500	XP_020890526.1
OG0003423	AL7G17070	XP_020874627.1
OG0003424	AL5G18120	XP_020881923.1
OG0003424	AL5G18110	XP_020881940.1
OG0003425	AL2G28600	XP_002888721.2
OG0003425	AL1G38970	XP_020868631.1
OG0003426	AL8G12270	XP_020889048.1
OG0003426	AL7G35990	XP_002870049.1
OG0003427	AL1G59780	XP_002891662.1
OG0003427	AL1G59730	XP_002891660.1
OG0003428	AL1G59770	XP_002891661.2
OG0003428	AL3G35370	XP_020888735.1
OG0003429	AL1G61250	XP_002894411.1
OG0003429	AL3G53880	XP_020887687.1
OG0003430	nbis-gene-1251	XP_002875485.1
OG0003431	AL7G35570	XP_002870028.2
OG0003431	AL7G35560	XP_002870027.1
OG0003432	AL7G35690	XP_002870036.1
OG0003432	AL5G33410	XP_020880197.1
OG0003433	AL5G30890	XP_002877765.1
OG0003434	AL8G25630	XP_002864107.1
OG0003434	AL8G25670	XP_002864109.1
OG0003435	AL8G25510	XP_020882871.1
OG0003437	AL176U10010	XP_002862767.2
OG0003437	AL7G41730	XP_002870314.2
OG0003437	AL7G34090	XP_002869960.1
OG0003438	AL8G15320	XP_002865361.1
OG0003438	AL7G33430	XP_020875107.1
OG0003439	AL3G22350	XP_002882700.2
OG0003440	AL7G31970	XP_020873666.1
OG0003441	AL7G44820	XP_020873946.1
OG0003441	AL1G49060	XP_002893827.1
OG0003442	AL4G43550	XP_020883493.1
OG0003443	AL4G41200	XP_002879998.1
OG0003443	AL5G40420	XP_002876472.1
OG0003444	AL4G39500	XP_020884616.1
OG0003445	AL5G38460	XP_002878125.1
OG0003446	AL4G37970	XP_002879857.1
OG0003447	AL3G42760	XP_020888991.1
OG0003447	AL5G33790	XP_020881377.1
OG0003448	AL3G39820	XP_002883519.1
OG0003448	AL4G17820	XP_002880717.1
OG0003449	AL7G14320	XP_020872566.1
OG0003450	AL4G11920	XP_020884532.1
OG0003452	AL6G43400	XP_002874587.1
OG0003452	AL1G48590	XP_002891076.2
OG0003453	AL4G46990	XP_020884425.1
OG0003454	AL4G46930	XP_002882117.1
OG0003454	AL3G49500	XP_002884016.2
OG0003455	AL4G44960	XP_020884939.1
OG0003456	AL4G43870	XP_020882884.1
OG0003456	AL364U10030	XP_020870671.1
OG0003457	AL4G42820	XP_020885150.1
OG0003457	AL5G41980	XP_002878300.1
OG0003458	AL4G42780	XP_020885153.1
OG0003460	AL3G17200	XP_002882461.1
OG0003460	AL3G17220	XP_002882462.1
OG0003461	AL3G17740	XP_002884601.2
OG0003462	AL3G20090	XP_020887583.1
OG0003462	AL3G20300	XP_020889068.1
OG0003463	AL5G11970	XP_020879962.1
OG0003463	AL3G23010	XP_002884846.2
OG0003464	AL3G23520	XP_020888313.1
OG0003465	AL3G27280	XP_020888817.1
OG0003465	AL3G25540	XP_020888523.1
OG0003466	AL3G25750	XP_020888913.1
OG0003466	AL3G25760	XP_002884984.1
OG0003467	AL3G28520	XP_020886990.1
OG0003468	AL7G28870	XP_020873688.1
OG0003468	AL7G28860	XP_020873601.1
OG0003469	AL7G21230	XP_020875159.1
OG0003469	AL7G50520	XP_020872932.1
OG0003470	AL1G19360	XP_002889723.1
OG0003471	AL1G18400	XP_020867702.1
OG0003471	AL1G18390	XP_020867703.1
OG0003472	AL1G20040	XP_020870240.1
OG0003473	AL1G20580	XP_002892539.2
OG0003473	AL2G17890	XP_002888220.1
OG0003474	AL1G20910	XP_020870220.1
OG0003474	AL2G17490	XP_002888200.1
OG0003475	AL2G12700	XP_020889869.1
OG0003475	AL1G23810	XP_002889936.1
OG0003476	AL1G24550	XP_002892720.1
OG0003476	AL5G15480	XP_002875329.1
OG0003477	AL1G48800	XP_002893817.1
OG0003477	AL1G26610	XP_002890067.1
OG0003478	AL2G16480	XP_020890147.1
OG0003479	AL1G29930	XP_020868335.1
OG0003479	AL7G49920	XP_020872952.1
OG0003480	AL3G42280	XP_002885765.1
OG0003480	nbis-gene-2095	XP_002864142.1
OG0003481	AL8G11080	XP_002863368.2
OG0003481	AL7G37540	XP_020872769.1
OG0003482	AL3G53130	XP_020886189.1
OG0003482	AL7G38810	XP_002868148.1
OG0003483	AL355U10020, nbis-gene-1167	XP_002862549.2, XP_020883759.1
