Orthogroup	Camelina_sativa	Conringia_planisiliqua
OG0002111	XP_010428732.1, XP_010416591.1	CP9_g29316_DN3_SP8_c.t1
OG0002112	XP_010462414.1, XP_010501177.1, XP_010480102.2	CP7_g46410_DN3_SP0_c.t1
OG0002112	XP_010465171.1, XP_010487090.1, XP_019091348.1, XP_010500404.1	CP10_g43300_DN3_SP0_c.t1
OG0002113	XP_010480092.1, XP_010462407.1, XP_010501168.1	CP7_g46401_DN3_SP7_c.t1
OG0002114	XP_010487118.1, XP_010465201.1, XP_010500739.1	CP10_g43321_DN3_SP5_c.t1
OG0002114	XP_010480060.1, XP_010462377.1, XP_010501143.1	CP7_g46379_DN2_SP2_c.t1
OG0002115	XP_010415341.1	CP9_g28325_DN3_SP5_c.t1
OG0002115	XP_010478023.1, XP_010460462.1, XP_010499181.1	CP7_g45169_DN3_SP8_c.t1
OG0002116	XP_010450153.1, XP_010435219.1, XP_010495842.1	CP6_g7616_DN3_SP0_c.t1
OG0002116	XP_010488463.1, XP_010488462.1, XP_010512958.1, XP_010466745.1	CP12_g30763_DN3_SP3_c.t1
OG0002117	XP_010440480.1, XP_019086496.1	CP6_g7508_DN3_SP5_c.t1
OG0002117	XP_019097587.1, XP_019092483.1, XP_019096712.1	CP12_g30686_DN3_SP8_c.t1
OG0002118	XP_010450029.1, XP_010440453.1, XP_010435117.1	CP6_g7493_DN3_SP8_c.t1
OG0002118	XP_010466606.1	CP12_g30667_DN3_SP7_c.t1
OG0002119	XP_010435030.1, XP_010440328.1	CP6_g7389_DN2_SP0_c.t1
OG0002119	XP_010510930.1, XP_010488227.1, XP_010466477.1	CP12_g30571_DN3_SP0_c.t1
OG0002120	XP_010438668.1, XP_010438667.1	CP5_g1745_DN2_SP0_c.t1
OG0002120	XP_010438670.1	CP5_g1310_DN2_SP0_c.t1
OG0002122	XP_010434951.1, XP_010434528.1, XP_010440286.1	CP6_g7336_DN3_SP8_c.t1
OG0002122	XP_010466391.1, XP_010510254.1	CP12_g30513_DN3_SP5_c.t1
OG0002123	XP_019083459.1	CP16_g54801_DN3_SP5_c.t1
OG0002124	XP_010498114.1, XP_010459351.1, XP_010476909.1	CP7_g45993_DN3_SP0_c.t1
OG0002124	XP_010428174.1, XP_010471307.1, XP_010416042.1	CP9_g28914_DN2_SP0_c.t1
OG0002126	XP_010502940.1, XP_010425652.1, XP_010514580.1, XP_010425651.1, XP_010514582.1, XP_010502939.1	CP13_g19176_DN3_SP4_c.t1
OG0002127	XP_010514417.1, XP_010502688.1, XP_010425467.1	CP13_g19286_DN3_SP8_c.t1
OG0002127	XP_010441239.1, XP_010450615.1, XP_010436020.1	CP5_g1330_DN3_SP8_c.t1
OG0002128	XP_010441691.1, XP_010481549.1, XP_010494677.1	CP13_g19955_DN3_SP8_c.t1
OG0002128	XP_010449427.1, XP_010439779.1	CP6_g6905_DN3_SP8_c.t1
OG0002129	XP_010500724.1, XP_010479632.1, XP_010461981.1	CP1_g37976_DN3_SP8_c.t1
OG0002129	XP_010488094.1, XP_010466325.1, XP_010509664.1	CP12_g30458_DN3_SP8_c.t1, CP28_g33918_DN3_SP0_c.t1
OG0002130	XP_010465548.1, XP_010487401.1, XP_010503334.1	CP12_g29910_DN3_SP3_c.t1
OG0002130	XP_010500876.1, XP_010462112.1, XP_010479781.1	CP1_g37860_DN3_SP1_c.t1
OG0002132	XP_019102232.1, XP_010502904.1, XP_010425691.1, XP_010514598.1, XP_010502880.1, XP_010425660.1	CP7_g44862_DN3_SP0_c.t1, CP13_g19123_DN3_SP0_c.t1
OG0002133	XP_010439147.1, XP_010496961.1, XP_010433879.1, XP_010439145.1	CP19_g18290_DN3_SP3_c.t1, CP19_g18289_DN2_SP0_c.t1
OG0002134	XP_010432416.1, XP_010437618.1	CP5_g564_DN3_SP8_c.t1
OG0002134	XP_010489173.1, XP_010467319.1, XP_010517263.1	CP10_g44039_DN3_SP8_c.t1
OG0002135	XP_010516536.1, XP_010467390.1, XP_010489230.1	CP10_g43916_DN3_SP0_c.t1
OG0002135	XP_010447022.1, XP_010437558.1, XP_010432371.1	CP5_g523_DN3_SP0_c.t1
OG0002136	XP_010455490.1, XP_010422027.1, XP_010436619.1	CP20_g4289_DN3_SP7_c.t1
OG0002137	XP_010439127.1, XP_010433852.1, XP_010448648.1	CP19_g18269_DN3_SP0_c.t1
OG0002137	XP_010435702.1, XP_010455494.1, XP_010422031.1	CP20_g4303_DN3_SP0_c.t1
OG0002138	XP_019087303.1, XP_010445001.1, XP_010447376.1, XP_010432708.1	CP5_g759_DN3_SP8_c.t1
OG0002138	XP_010429557.1, XP_010472568.1, XP_010423759.1	CP16_g55480_DN3_SP6_c.t1
OG0002139	XP_019086254.1, XP_010436437.1, XP_019089492.1, XP_010451208.1	CP19_g18410_DN3_SP0_c.t1
OG0002140	XP_019089356.1	CP6_g7540_DN3_SP1_c.t1
OG0002141	XP_010434343.1, XP_019087825.1	CP6_g6829_DN2_SP4_c.t1
OG0002142	XP_010494495.1, XP_010481677.1, XP_010441858.1	CP13_g20134_DN3_SP0_c.t1
OG0002142	XP_010439586.1, XP_010449182.1	CP6_g6797_DN3_SP0_c.t1
OG0002143	XP_010434238.1, XP_010449118.2	CP6_g6750_DN3_SP8_c.t1
OG0002144	XP_010421853.1, XP_010455345.1, XP_010438320.1	CP20_g4047_DN3_SP7_c.t1
OG0002144	XP_010500048.1, XP_010478955.1, XP_010461330.1	CP7_g44158_DN3_SP8_c.t1
OG0002145	XP_010468921.1, XP_010413247.1, XP_010512673.1	CP3_g13123_DN3_SP8_c.t1
OG0002145	XP_010518483.1, XP_010506808.1	CP4_g23953_DN3_SP2_c.t1
OG0002146	XP_010508025.1, XP_010518314.1, XP_010506644.1	CP4_g24080_DN3_SP7_c.t1
OG0002146	XP_010469009.1, XP_010512534.1, XP_010413359.2	CP3_g13223_DN3_SP7_c.t1
OG0002147	XP_010413382.1, XP_010512508.1, XP_010469092.1	CP3_g13241_DN3_SP8_c.t1
OG0002147	XP_010508058.1, XP_010506615.1, XP_010518282.1	CP4_g24105_DN3_SP8_c.t1
OG0002148	XP_010469133.1, XP_010512424.1, XP_019082898.1	CP3_g13303_DN2_SP0_c.t1
OG0002148	XP_010508167.1, XP_010506494.1, XP_010518164.1	CP4_g24183_DN3_SP0_c.t1
OG0002149	XP_010512340.1, XP_010469205.1, XP_010413578.1, XP_010515443.1, XP_010503741.1, XP_010497014.1	CP3_g13362_DN3_SP0_c.t1
OG0002150	XP_010504744.1, XP_010516446.1, XP_010427704.1	CP3_g13544_DN3_SP1_c.t1
OG0002150	XP_010508639.1, XP_010517694.1, XP_010505996.1	CP4_g24522_DN3_SP0_c.t1
OG0002151	XP_010517587.1, XP_010505869.1	CP4_g24615_DN2_SP0_c.t1, CP4_g24612_DN2_SP0_c.t1
OG0002152	XP_010427513.1, XP_010504582.1	CP3_g13678_DN3_SP8_c.t1
OG0002152	XP_010508755.1, XP_010517598.1, XP_010505878.1	CP4_g24605_DN3_SP2_c.t1
OG0002153	XP_010427462.1, XP_010516249.1, XP_010504549.1	CP3_g13704_DN3_SP5_c.t1
OG0002153	XP_010517519.1, XP_010497264.2, XP_010505833.1, XP_010508807.1	CP4_g24639_DN3_SP7_c.t1
OG0002154	XP_010505503.1, XP_010509150.1, XP_010517167.1, XP_019100329.1, XP_010515936.1, XP_010427087.1	CP3_g13940_DN3_SP8_c.t1
OG0002155	XP_010509388.1, XP_010516959.1	CP4_g25028_DN3_SP5_c.t1
OG0002155	XP_010426978.1, XP_010515826.1, XP_010504099.1	CP3_g14023_DN3_SP0_c.t1
OG0002156	XP_010442921.1, XP_010445896.1	CP8_g53323_DN3_SP3_c.t1
OG0002156	XP_010438567.1, XP_010433328.1, XP_010448091.1	CP5_g1233_DN3_SP8_c.t1
OG0002157	XP_010487558.1, XP_010504747.1, XP_010465712.1	CP12_g30031_DN3_SP1_c.t1
OG0002157	XP_010449850.1, XP_010440206.1, XP_010434885.1	CP6_g7260_DN3_SP3_c.t1
OG0002158	XP_010440600.1, XP_010435285.1, XP_019089722.1	CP6_g8036_DN3_SP6_c.t1
OG0002158	XP_010488550.1, XP_010513493.1, XP_010466851.1	CP12_g30834_DN3_SP7_c.t1
OG0002160	XP_010415338.1, XP_010470672.1, XP_010511708.1	CP9_g28320_DN3_SP6_c.t1
OG0002160	XP_010499183.1, XP_010460466.1, XP_010478026.1	CP7_g45167_DN3_SP8_c.t1
OG0002161	XP_019091233.1, XP_010477983.1, XP_010499143.1	CP7_g45200_DN3_SP8_c.t1
OG0002162	XP_010489588.1	CP10_g43642_DN3_SP8_c.t1
OG0002162	XP_019088955.1, XP_010438190.1, XP_010432998.1	CP5_g969_DN3_SP7_c.t1
OG0002164	XP_010479089.1, XP_010461494.1, XP_019099401.1, XP_010508925.1, XP_019102553.1	CP4_g24721_DN3_SP0_c.t1
OG0002165	XP_019082712.1	CP4_g24988_DN3_SP1_c.t1
OG0002165	XP_010505334.1, XP_010517017.1, XP_010509331.1	CP4_g24989_DN3_SP8_c.t1
OG0002166	XP_010495806.1, XP_010484747.1, XP_019087951.1, XP_010481353.1, XP_019097695.1, XP_019095483.1, XP_010495805.1	CP13_g19775_DN1_SP0_c.t1, CP13_g19776_DN3_SP0_c.t1
OG0002167	XP_010416867.1, XP_010472104.1, XP_010429023.1	CP16_g54752_DN1_SP0_c.t1
OG0002167	XP_010444881.1	CP5_g75_DN3_SP3_c.t1
OG0002168	XP_010431556.1, XP_010472132.1	CP16_g54770_DN3_SP8_c.t1
OG0002168	XP_010437006.2, XP_010431861.1, XP_010446444.1	CP5_g90_DN3_SP8_c.t1
OG0002170	XP_010429130.1, XP_010472210.1, XP_010416973.1	CP16_g54843_DN3_SP2_c.t1
OG0002170	XP_019083464.1, XP_010472176.1, XP_010490967.1	CP16_g54810_DN3_SP0_c.t1
OG0002171	XP_010437244.1, XP_010421950.1, XP_010455430.1	CP20_g4206_DN2_SP0_c.t1, CP20_g4208_DN3_SP0_c.t1
OG0002172	XP_010494072.1, XP_010455163.1, XP_010421672.1	CP2_g48640_DN3_SP0_c.t1
OG0002172	XP_010485881.1, XP_010463980.1, XP_010420228.1	CP10_g42478_DN3_SP0_c.t1
OG0002174	XP_010518193.1, XP_010506524.1, XP_019101161.1	CP4_g24150_DN3_SP8_c.t1
OG0002175	XP_010446623.1, XP_010437185.1, XP_010448303.1	CP19_g18017_DN3_SP3_c.t1, CP19_g17864_DN3_SP1_c.t1
OG0002176	XP_010464113.1, XP_019096212.1, XP_010431049.1	CP10_g42562_DN3_SP2_c.t1
OG0002176	XP_010497060.1	CP1_g39598_DN3_SP0_c.t1
OG0002176	XP_010421559.1, XP_010493954.1, XP_010455069.1	CP2_g48567_DN3_SP4_c.t1
OG0002177	XP_010464285.1, XP_010446228.1, XP_010486222.1	CP10_g42699_DN3_SP8_c.t1
OG0002177	XP_010442362.1, XP_010442359.1	CP2_g48729_DN3_SP8_c.t1
OG0002178	XP_010482124.1, XP_010439435.1	CP2_g48757_DN3_SP0_c.t1
OG0002178	XP_010464328.1, XP_010486261.1, XP_010449510.1	CP10_g42724_DN3_SP5_c.t1
OG0002179	XP_010463101.1, XP_010486405.1, XP_010464472.1	CP10_g42827_DN3_SP0_c.t1
OG0002179	XP_019092792.1, XP_010463021.1, XP_010486401.1, XP_019100658.1	CP10_g42826_DN3_SP0_c.t1
OG0002180	XP_010498552.1, XP_010497629.2, XP_010464963.1	CP10_g43178_DN3_SP8_c.t1
OG0002180	XP_010452618.1, XP_010423303.1, XP_010491258.1	CP11_g33268_DN3_SP0_c.t1, CP11_g33267_DN3_SP0_c.t1
OG0002181	XP_010479241.1, XP_010461637.1	CP1_g38312_DN3_SP5_c.t1
OG0002181	XP_010505302.1, XP_010487629.1, XP_010465793.1	CP12_g30083_DN3_SP8_c.t1
OG0002182	XP_010465898.1, XP_010506481.1, XP_010487727.1	CP12_g30150_DN3_SP2_c.t1
OG0002182	XP_010500402.1, XP_010461693.1, XP_010479289.1	CP1_g38257_DN3_SP1_c.t1
OG0002184	XP_010487869.1, XP_010507626.1, XP_010466072.1	CP12_g30272_DN3_SP0_c.t1
OG0002184	XP_010461823.1, XP_010500525.1, XP_010479447.1	CP1_g38130_DN3_SP0_c.t1
OG0002185	XP_010425683.1, XP_010502894.1, XP_010514609.1	CP13_g19153_DN3_SP0_c.t1
OG0002185	XP_010441087.1, XP_010450775.1	CP5_g1497_DN1_SP0_c.t1
OG0002186	XP_010511470.1, XP_010466538.1, XP_010488283.1	CP12_g30618_DN3_SP0_c.t1
OG0002186	XP_010440384.1, XP_010449982.1, XP_010435058.1	CP6_g7437_DN3_SP0_c.t1
OG0002187	XP_010435485.1, XP_010496607.1, XP_019087098.1	CP5_g2063_DN3_SP0_c.t1
OG0002187	XP_010415048.1, XP_010511394.1, XP_019094052.1	CP9_g27571_DN3_SP0_c.t1
OG0002188	XP_010511222.1, XP_019094980.1, XP_010414926.1	CP2_g50317_DN3_SP0_c.t1
OG0002189	XP_010509549.1, XP_010516793.1, XP_010505110.1	CP4_g25153_DN3_SP8_c.t1
OG0002190	XP_010517432.1, XP_010508897.1	CP4_g24702_DN3_SP2_c.t1
OG0002190	XP_010503885.1	CP3_g14189_DN3_SP3_c.t1
OG0002191	XP_010485082.1, XP_010457647.1, XP_010475259.1	CP1_g36850_DN3_SP6_c.t1
OG0002191	XP_019093228.1, XP_010513144.1	CP4_g25563_DN3_SP0_c.t1
OG0002192	XP_010448544.1	CP8_g53439_DN2_SP0_c.t1
OG0002192	XP_010462192.1	CP3_g16254_DN2_SP0_c.t1
OG0002193	XP_019093965.1, XP_019093263.1, XP_010414681.1, XP_010511021.1	CP2_g49374_DN3_SP0_c.t1
OG0002193	XP_010491057.1, XP_010462621.1, XP_019094384.1	CP1_g37328_DN3_SP5_c.t1
OG0002194	XP_010510988.1, XP_010414625.1	CP2_g49335_DN3_SP6_c.t1
OG0002194	XP_010475909.1, XP_010458393.1, XP_010491281.1	CP1_g37337_DN3_SP7_c.t1
OG0002195	XP_019093052.1, XP_010418038.1, XP_019085268.1	CP2_g49206_DN3_SP0_c.t1
OG0002195	XP_010480423.1, XP_010458470.1	CP1_g37391_DN3_SP2_c.t1
OG0002197	XP_010476581.1, XP_010459024.1, XP_010496788.1	CP1_g37810_DN3_SP0_c.t1
OG0002197	XP_010513839.1, XP_010502089.1, XP_010424861.1	CP13_g19689_DN3_SP0_c.t1
OG0002198	XP_010415801.1, XP_010471111.1, XP_010427920.1	CP9_g28732_DN3_SP5_c.t1
OG0002199	XP_010427916.1, XP_010415797.1, XP_010471108.2	CP9_g28729_DN3_SP2_c.t1
OG0002199	XP_019094433.1, XP_010498796.1, XP_010460079.1	CP7_g45481_DN3_SP8_c.t1
OG0002200	XP_010427938.1, XP_010415814.1, XP_010471122.1, XP_010415810.1, XP_010427944.1	CP9_g28741_DN3_SP3_c.t1
OG0002201	XP_010473478.1, XP_010430319.1, XP_010430317.1, XP_010418247.1, XP_010473477.1	CP2_g49025_DN3_SP0_c.t1
OG0002203	XP_010447845.1, XP_010438290.1, XP_010433089.1	CP5_g1049_DN3_SP8_c.t1
OG0002203	XP_010495935.1, XP_010416788.1, XP_010489141.1	CP10_g43564_DN3_SP8_c.t1
OG0002205	XP_019101584.1, XP_010470480.1	CP9_g28096_DN3_SP0_c.t1
OG0002205	XP_010513562.1, XP_010474116.1	CP9_g28104_DN2_SP1_c.t1
OG0002206	NP_001306958.1, XP_010471596.1, NP_001290396.1	CP9_g29133_DN3_SP8_c.t1
OG0002206	XP_010498338.1, XP_010459587.1, XP_010477131.1	CP7_g45830_DN3_SP5_c.t1
OG0002207	XP_019083461.1, XP_010429099.1, XP_010472171.1	CP16_g54808_DN3_SP6_c.t1
OG0002207	XP_010437054.1, XP_010431904.1	CP5_g118_DN3_SP7_c.t1
OG0002208	XP_010472312.1, XP_010429258.1, XP_010417069.1	CP16_g54951_DN3_SP0_c.t1
OG0002210	XP_010437642.1, XP_010447110.1, XP_010432438.1	CP5_g581_DN2_SP2_c.t1
OG0002210	XP_010488936.1, XP_010517959.1, XP_010467279.1	CP17_g5074_DN3_SP8_c.t1
OG0002211	XP_019086906.1, XP_010450158.1, XP_010495835.1	CP6_g7651_DN3_SP8_c.t1
OG0002211	XP_010488465.1, XP_010466748.1	CP12_g30768_DN3_SP7_c.t1
OG0002212	XP_010499210.1, XP_010478059.1	CP7_g45147_DN3_SP0_c.t1
OG0002213	XP_010448203.1, XP_010433431.1, XP_010438688.1	CP19_g17949_DN3_SP8_c.t1
OG0002213	XP_010482932.1, XP_010443119.1, XP_010449106.1	CP8_g53487_DN3_SP7_c.t1
OG0002216	XP_010436294.2, XP_010445009.2, XP_010451084.2, XP_019089017.1, XP_019086667.1, XP_010445010.2	CP5_g769_DN3_SP0_c.t1
OG0002216	XP_019089018.1	CP5_g770_DN3_SP0_c.t1
OG0002218	XP_010412397.1, XP_010463489.1	CP28_g33821_DN3_SP0_c.t1, CP5_g2000_DN3_SP0_c.t1
OG0002221	XP_010516697.1, XP_010505024.1	CP4_g25219_DN3_SP5_c.t1, CP17_g5088_DN3_SP4_c.t1
OG0002222	XP_010460662.1, XP_010499401.1, XP_010478248.1, XP_010478249.1, XP_010499404.1, XP_019090761.1	CP8_g54688_DN2_SP3_c.t1
OG0002223	XP_010420473.1, XP_010492701.1, XP_010453945.1	CP11_g32224_DN3_SP0_c.t1
OG0002223	XP_010510166.1, XP_010463790.1, XP_010485678.1	CP10_g42331_DN2_SP0_c.t1
OG0002224	XP_010482306.1, XP_010441416.1, XP_010442482.1	CP8_g52378_DN3_SP5_c.t1
OG0002224	XP_010439003.1, XP_010433743.1, XP_010448541.1	CP19_g18187_DN3_SP3_c.t1
OG0002225	XP_010492271.1, XP_010420107.1, XP_019090454.1	CP11_g32505_DN3_SP4_c.t1
OG0002226	XP_010492163.1, XP_010419992.1, XP_010453485.1	CP11_g32588_DN3_SP0_c.t1
OG0002227	XP_010473113.1	CP4_g26339_DN3_SP7_c.t1
OG0002227	XP_010488844.1, XP_019091569.1, XP_010475640.1	CP1_g37123_DN3_SP8_c.t1
OG0002228	XP_010470051.1, XP_010510588.1, XP_010414489.1	CP4_g25868_DN3_SP0_c.t1
OG0002228	XP_010488010.1, XP_010475555.1, XP_010457986.1	CP1_g37051_DN2_SP0_c.t1
OG0002229	XP_010510124.1, XP_010418713.1	CP4_g25556_DN3_SP7_c.t1
OG0002229	XP_010485061.1, XP_010475254.1, XP_019091784.1	CP1_g36847_DN3_SP8_c.t1
OG0002230	XP_010475085.1, XP_010457476.1	CP1_g36645_DN3_SP6_c.t1
OG0002231	XP_010457458.1	CP1_g36656_DN3_SP8_c.t1
OG0002231	XP_010494354.1, XP_010481829.1	CP13_g20243_DN3_SP7_c.t1
OG0002232	XP_019095580.1, XP_019095579.1, XP_010441907.1, XP_010494432.1	CP13_g20176_DN3_SP1_c.t1
OG0002232	XP_010482496.1, XP_010457391.1, XP_010475005.1	CP1_g36700_DN3_SP0_c.t1
OG0002233	XP_010422457.1	CP11_g31939_DN3_SP0_c.t1
OG0002234	XP_010448471.1, XP_010433681.1, XP_010438922.1	CP19_g18133_DN3_SP2_c.t1
OG0002234	XP_010482458.1, XP_010442941.1, XP_019087228.1	CP8_g53023_DN3_SP4_c.t1
OG0002235	XP_010448459.1, XP_010438910.1, XP_019086623.1	CP19_g18125_DN3_SP8_c.t1
OG0002235	XP_010499594.1, XP_010460860.1, XP_010478478.1	CP7_g44842_DN3_SP0_c.t1
OG0002236	XP_010482567.1, XP_010444562.1, XP_010442742.1	CP8_g53172_DN3_SP4_c.t1
OG0002236	XP_010433618.1, XP_010448414.1, XP_010438865.1	CP19_g18091_DN3_SP0_c.t1
OG0002237	XP_010478277.1, XP_010499434.1, XP_010460690.1, XP_010413775.1, XP_010469397.1	CP7_g44998_DN3_SP0_c.t1
OG0002239	XP_010509692.1, XP_019099747.1	CP4_g25254_DN3_SP0_c.t1
OG0002239	XP_010460891.1, XP_010478517.1	CP7_g44814_DN3_SP5_c.t1
OG0002240	XP_010460969.1, XP_010499691.1, XP_010478892.1	CP7_g44761_DN3_SP7_c.t1
OG0002240	XP_010509589.1, XP_010505076.1, XP_010516746.1	CP4_g25180_DN3_SP8_c.t1
OG0002241	XP_010461063.1, XP_010499787.1	CP7_g44652_DN3_SP8_c.t1
OG0002241	XP_010516717.1, XP_010505044.1, XP_010509621.1	CP4_g25204_DN3_SP8_c.t1
OG0002242	XP_010484556.1, XP_010464552.1, XP_010444696.1	CP2_g47636_DN2_SP0_c.t1
OG0002242	XP_010503702.1, XP_010515391.1, XP_010426575.1	CP3_g14348_DN2_SP0_c.t1
OG0002243	XP_010491336.1	CP11_g33166_DN3_SP8_c.t1
OG0002243	XP_010457733.1, XP_010483867.1, XP_010444008.1	CP2_g48121_DN3_SP3_c.t1
OG0002244	XP_010443891.1, XP_010483739.1, XP_010456769.1	CP2_g48227_DN3_SP0_c.t1
OG0002246	XP_010493159.1, XP_010420893.1, XP_010454359.1	CP8_g54268_DN3_SP8_c.t1
OG0002247	XP_010514709.1, XP_010503024.1, XP_010425806.1	CP3_g15990_DN2_SP0_c.t1
OG0002248	XP_019093713.1, XP_010450803.1, XP_010440650.1, XP_010496005.1	CP6_g8554_DN3_SP0_c.t1
OG0002248	XP_010440647.2, XP_019089178.1	CP6_g8546_DN3_SP0_c.t1
OG0002249	XP_010443750.1, XP_019093009.1	CP8_g53996_DN3_SP8_c.t1
OG0002250	XP_019098488.1, XP_010483469.1, XP_010454084.1	CP8_g53871_DN3_SP0_c.t1
OG0002250	XP_010431524.1, XP_010485548.1, XP_010463527.1	CP10_g42159_DN2_SP0_c.t1
OG0002251	XP_010443447.1, XP_010483282.1, XP_010452498.1	CP8_g53754_DN3_SP5_c.t1
OG0002251	XP_010433589.1, XP_010438831.1, XP_010448367.1	CP19_g18062_DN3_SP0_c.t1
OG0002253	XP_010482888.1, XP_010448660.1	CP8_g53447_DN3_SP8_c.t1
OG0002253	XP_010433408.1, XP_010438660.1, XP_010448179.1	CP5_g1302_DN3_SP6_c.t1
OG0002254	XP_010480329.1	CP1_g36761_DN3_SP8_c.t1
OG0002254	XP_010456000.1, XP_019084363.1	CP11_g32037_DN3_SP1_c.t1
OG0002255	XP_010516492.1, XP_010489236.1, XP_010467393.1	CP10_g43913_DN3_SP1_c.t1
OG0002255	XP_010439405.1, XP_010434107.1, XP_010448972.1	CP19_g18492_DN3_SP2_c.t1
OG0002257	XP_010464790.1, XP_010490021.1, XP_010486720.1	CP10_g43065_DN3_SP0_c.t1
OG0002257	XP_010452440.1, XP_010423477.1, XP_010495076.1	CP11_g33360_DN3_SP0_c.t1
OG0002258	XP_010509119.1, XP_010517142.1, XP_010505470.1	CP1_g39232_DN3_SP1_c.t1, CP4_g24877_DN3_SP1_c.t1
OG0002258	XP_010423693.1, XP_010452238.1, XP_010490844.1	CP11_g33534_DN3_SP7_c.t1
OG0002259	XP_010490762.1, XP_010423796.1	CP11_g33591_DN3_SP1_c.t1
OG0002259	XP_010495047.1, XP_019089977.1, XP_010424806.1, XP_010495048.2, XP_019084565.1	CP13_g19301_DN3_SP0_c.t1, CP2_g49571_DN1_SP0_c.t1
OG0002260	XP_010509206.1, XP_010517111.1, XP_010505440.1	CP4_g24904_DN3_SP0_c.t1
OG0002262	XP_010430000.1, XP_010417742.1, XP_010472977.1	CP9_g29703_DN3_SP7_c.t1
OG0002262	XP_010459070.1, XP_010497101.1, XP_010476624.1	CP7_g46192_DN3_SP8_c.t1
OG0002263	XP_010472951.1, XP_010429982.1, XP_010417726.1	CP9_g29686_DN3_SP8_c.t1
OG0002263	XP_010497204.1, XP_010476640.1	CP7_g46177_DN3_SP6_c.t1
OG0002264	XP_010417670.2, XP_010472884.1, XP_010429917.1	CP9_g29636_DN3_SP2_c.t1
OG0002264	XP_010459123.1, XP_010476686.1, XP_010497475.1	CP7_g46146_DN3_SP0_c.t1
OG0002265	XP_010477474.1, XP_010459955.1, XP_010498681.1	CP7_g45569_DN3_SP8_c.t1
OG0002266	XP_010416730.1, XP_010471971.1, XP_019085046.1	CP9_g29416_DN3_SP8_c.t1
OG0002266	XP_010480589.1, XP_010498657.1	CP7_g45585_DN3_SP8_c.t1
OG0002267	XP_010471856.1, XP_010416620.1, XP_010428760.1	CP9_g29337_DN3_SP4_c.t1
OG0002267	XP_010477393.1, XP_010498581.1, XP_010459838.1	CP7_g45648_DN3_SP3_c.t1
OG0002269	XP_010471659.1, XP_010416436.1, XP_010428572.1	CP9_g29184_DN3_SP0_c.t1
OG0002269	XP_010477198.1, XP_010459651.1, XP_010498397.1	CP7_g45784_DN3_SP0_c.t1
OG0002270	XP_010459638.1, XP_010498387.1, XP_010477186.1	CP7_g45792_DN3_SP5_c.t1
OG0002270	XP_019085013.1, XP_010471645.1, XP_010416415.1	CP9_g29175_DN3_SP8_c.t1
OG0002271	XP_010413607.1, XP_010469237.1, XP_010512304.1	CP3_g13386_DN2_SP0_c.t1
OG0002271	XP_010480105.1, XP_010501181.1, XP_010462417.1	CP7_g46412_DN3_SP0_c.t1
OG0002272	XP_010500491.1, XP_010465177.1, XP_010487098.1	CP10_g43305_DN3_SP0_c.t1
OG0002273	XP_010487113.1, XP_010465193.1, XP_010500673.1	CP10_g43315_DN3_SP8_c.t1
OG0002273	XP_010480071.1, XP_019091861.1, XP_010501151.1	CP7_g46387_DN3_SP8_c.t1
OG0002274	XP_010488387.1, XP_010512358.1, XP_010466657.1	CP12_g30694_DN3_SP8_c.t1
OG0002274	XP_010450052.1, XP_010440481.1, XP_010435138.1	CP6_g7512_DN3_SP8_c.t1
OG0002275	XP_010435122.1, XP_010450038.1, XP_010440462.1	CP6_g7501_DN2_SP0_c.t1
OG0002275	XP_010450039.1, XP_010435123.1, XP_010440463.1	CP6_g7502_DN3_SP0_c.t1
OG0002276	XP_010428262.1, XP_010471397.1, XP_010416145.1	CP9_g28975_DN3_SP8_c.t1
OG0002276	XP_010459409.2, XP_010476957.2, XP_010498171.1	CP7_g45956_DN3_SP8_c.t1
OG0002277	XP_010415539.1, XP_010511937.1, XP_010470885.1	CP9_g28497_DN3_SP8_c.t1
OG0002277	XP_010477869.1, XP_010460324.1, XP_010499054.1	CP7_g45274_DN3_SP3_c.t1
OG0002278	XP_010489010.1, XP_010467787.1	CP12_g29834_DN3_SP7_c.t1
OG0002279	XP_010433167.1, XP_010438388.1, XP_010447920.1	CP5_g1119_DN3_SP2_c.t1, CP5_g1118_DN3_SP4_c.t1
OG0002279	XP_010495919.1, XP_010489072.1, XP_010416079.1	CP10_g43510_DN1_SP0_c.t1
OG0002280	XP_010435893.1, XP_010441192.1, XP_010450663.1	CP5_g1370_DN2_SP0_c.t1
OG0002281	XP_010425482.1, XP_010502705.1, XP_010514435.1	CP13_g19271_DN2_SP2_c.t1
OG0002281	XP_010436009.1, XP_010441230.1, XP_010450627.1	CP5_g1338_DN3_SP0_c.t1
OG0002282	XP_010514231.1, XP_010502490.1, XP_010425263.1	CP13_g19406_DN3_SP8_c.t1
OG0002283	XP_010479423.1, XP_010500543.1, XP_010461840.1	CP1_g38114_DN3_SP8_c.t1
OG0002284	XP_010500825.1, XP_010462064.1, XP_010479732.1	CP1_g37896_DN3_SP8_c.t1
OG0002284	XP_010487455.1, XP_010503795.1	CP12_g29961_DN3_SP7_c.t1
OG0002285	XP_010516579.1, XP_010504887.1, XP_010509768.1	CP4_g25310_DN3_SP2_c.t1
OG0002285	XP_010504888.1, XP_010509767.1, XP_010516580.1	CP4_g25309_DN3_SP6_c.t1
OG0002287	XP_010434798.1, XP_010440126.2, XP_010449753.1	CP6_g7178_DN3_SP4_c.t1
