Orthogroup	Camelina_sativa	Alyssum_gmelinii
OG0002408	XP_010416118.1, XP_010471384.1, XP_010416117.1, XP_010428236.1	Ag078G5340600
OG0002409	XP_010471436.1, XP_010428304.1, XP_010416185.1	Ag078G5355600
OG0002410	XP_010471516.1, XP_010428412.1	Ag078G5379300
OG0002410	XP_019089151.1, XP_019086042.1	Ag034G3948700, Ag034G3948900, Ag034G3948800
OG0002411	XP_010459514.1, XP_010498283.1, XP_010477071.1	Ag034G3950600
OG0002411	XP_010416300.1, XP_010428428.1	Ag078G5382700
OG0002412	XP_010459541.1, XP_010498298.1, XP_010477092.1	Ag034G3957000
OG0002412	XP_010428467.1, XP_010416333.1	Ag078G5393200
OG0002413	XP_010511858.1, XP_010415479.1, XP_010470809.1, XP_019101866.1, XP_010426022.1, XP_010514918.1	Ag056G4934000
OG0002414	XP_010470823.1, XP_010415493.1, XP_010511876.1	Ag056G4936000
OG0002415	XP_010460343.1, XP_010477890.1, XP_010499077.1, XP_010415496.1, XP_010470827.1, XP_010513667.1	Ag056G4937300
OG0002416	XP_010511882.1, XP_010474220.1	Ag056G4937400
OG0002416	XP_019091232.1, XP_010499079.1, XP_010477891.1	Ag010G0989400
OG0002417	XP_010470899.1, XP_010415558.1, XP_010511946.1	Ag056G4948600
OG0002418	XP_010470906.1, XP_010511952.1, XP_019083262.1	Ag056G4949500
OG0002419	XP_010447962.1, XP_010433204.1, XP_010438431.1	Ag045G4510800
OG0002419	XP_019096276.1, XP_010467824.1	Ag088G5437600
OG0002420	XP_019091733.1, XP_010473609.1, XP_010418390.1	Ag063G5075000, Ag002G0115900
OG0002421	XP_010475753.1, XP_010489871.1, XP_010458206.1	Ag034G3767300, Ag031G3302400, Ag063G5087600
OG0002421	XP_010414989.1, XP_010480255.1, XP_010511285.1	Ag002G0268700
OG0002422	XP_019085794.1, XP_010514506.1, XP_010502806.1, XP_010441163.1, XP_010435914.1, XP_010450682.2	Ag071G5247800
OG0002423	XP_010502624.1, XP_010425404.1, XP_010514346.1	Ag012G1319400
OG0002424	XP_010458551.1, XP_010492929.1, XP_010476078.1	Ag012G1328600, Ag034G3807500
OG0002425	XP_010494748.1, XP_010441650.1	Ag006G0807000, Ag058G4976200
OG0002425	XP_010434526.1, XP_010439849.1, XP_010496228.1	Ag050G4770400
OG0002426	XP_010441733.1, XP_010481593.1, XP_010494641.1, XP_010449392.1, XP_010434447.1, XP_010439755.1	Ag006G0831200
OG0002427	XP_010469417.1, XP_010509822.1	Ag001G0011100, Ag001G0011400, Ag019G2525900
OG0002428	XP_010494997.1, XP_010441436.1, XP_010481303.1, XP_010447952.1, XP_010433198.1, XP_010497383.1, XP_010438423.1	Ag034G3989500, Ag016G2332700, Ag001G0026800, Ag039G4292800, Ag016G2332800, Ag016G2332900
OG0002429	XP_010449621.1, XP_010434674.1, XP_010440011.1	Ag050G4797500
OG0002429	XP_010494972.1, XP_010441464.1, XP_019096038.1	Ag016G2329300, Ag037G4125500
OG0002430	XP_010455544.1, XP_010422092.1, XP_010434997.1	Ag021G2617800
OG0002430	XP_010448704.1, XP_010439170.1, XP_010433903.1	Ag033G3490300, Ag077G5319900
OG0002431	XP_010486012.1, XP_010464084.1, XP_010429082.1	Ag011G1088000, Ag044G4474100, Ag016G2314100, Ag031G3225400, Ag002G0203800, Ag014G1838300
OG0002432	XP_010448831.1, XP_010439279.1, XP_010433987.1	Ag033G3511600
OG0002432	XP_010455638.1, XP_010433825.1, XP_010422173.1	Ag021G2628000, Ag030G3126700
OG0002433	XP_019093385.1, XP_019083159.1, XP_019085825.1	Ag033G3602100, Ag002G0243600, Ag033G3602400
OG0002434	XP_010455684.1, XP_010433458.1	Ag030G3136600
OG0002434	XP_010448868.1, XP_010434016.1, XP_010439311.1	Ag033G3518100
OG0002435	XP_010455710.1, XP_010422233.1, XP_010433251.1	Ag066G5131500
OG0002436	XP_010448911.1, XP_010434063.1, XP_010439347.1	Ag033G3526800
OG0002437	XP_010481709.1, XP_010441826.1, XP_010494530.1	Ag016G2341000
OG0002437	XP_010439624.1, XP_010449260.1, XP_010434331.1	Ag033G3567900
OG0002438	XP_010449140.1	Ag033G3591700
OG0002438	XP_019086697.1, XP_010439550.1	Ag033G3591600, Ag033G3591300
OG0002439	XP_010448582.1, XP_010433791.1, XP_010439061.1	Ag014G1882500, Ag033G3596800
OG0002440	XP_010455865.1, XP_010422429.1, XP_010431445.1	Ag016G2376100
OG0002440	XP_010449113.1, XP_010434231.1, XP_010439515.1	Ag033G3600700
OG0002441	XP_010434166.1, XP_010439465.1, XP_010449042.1	Ag033G3612700
OG0002441	XP_010449046.1, XP_010434168.1, XP_010439462.1	Ag019G2511200, Ag033G3612800
OG0002443	XP_010514852.1, XP_010503164.1, XP_010495848.1, XP_010503163.1, XP_010514856.1, XP_010495847.1, XP_010512789.1	Ag031G3168100
OG0002444	XP_010452274.1, XP_010480615.1, XP_019094200.1, XP_010462525.1	Ag031G3183000, Ag031G3182900
OG0002445	XP_010474561.1, XP_010431665.1, XP_019093056.1, XP_010418039.1, XP_019085269.1	Ag031G3205400, Ag002G0221800
OG0002446	XP_010512452.1, XP_010469042.1, XP_010413448.1	Ag031G3211900
OG0002447	XP_010508394.1, XP_010517943.1, XP_010506257.1	Ag003G0357900
OG0002447	XP_010512233.1	Ag031G3237400
OG0002448	XP_010500330.1, XP_010461620.1	Ag025G2925800, Ag025G2926300, Ag031G3267600
OG0002449	XP_010427678.1, XP_010516424.1, XP_010504727.1	Ag031G3287200
OG0002450	XP_010508659.1, XP_010517679.1	Ag003G0402100
OG0002450	XP_010516358.1, XP_010427616.1, XP_010427615.1	Ag031G3296300
OG0002451	XP_010508729.1, XP_010507680.1, XP_010517621.1	Ag003G0414200
OG0002451	XP_010516317.1, XP_010504630.1, XP_010427573.1	Ag031G3305000
OG0002452	XP_010516305.1	Ag031G3306400, Ag031G3306500
OG0002453	XP_010427097.1, XP_010515945.1, XP_010504223.1	Ag031G3373500
OG0002453	XP_010505522.1, XP_010509167.1	Ag039G4271300
OG0002454	XP_010504090.1, XP_010515822.1, XP_010426972.1	Ag031G3392600
OG0002454	XP_010516951.1, XP_010509397.1	Ag039G4322800
OG0002455	XP_010504088.1, XP_010515820.1, XP_010412761.1, XP_010426969.1, XP_010518200.1, XP_010413386.1, XP_019094016.1, XP_010512501.1	Ag031G3392800
OG0002456	XP_010504000.1, XP_010515721.1, XP_010426871.1	Ag031G3417000
OG0002457	XP_010446823.1, XP_010437380.1	Ag011G1106700
OG0002457	XP_010489441.1, XP_010413224.1, XP_010467596.1	Ag042G4378100, Ag086G5421500
OG0002458	XP_019096850.1, XP_010467647.1, XP_019098920.1	Ag042G4388800
OG0002458	XP_010432163.1, XP_010446771.1, XP_010437328.1	Ag011G1097100
OG0002459	XP_010446741.1, XP_010432134.2, XP_010437301.1	Ag011G1093300
OG0002460	XP_010489605.1, XP_010467723.1, XP_010414789.1	Ag042G4400900
OG0002461	XP_010438328.1, XP_010438330.1, XP_010438329.1, XP_010447881.1, XP_010433125.1	Ag042G4431000
OG0002462	XP_010517500.1, XP_010505806.1, XP_010508830.1	Ag039G4197400
OG0002463	XP_010517132.1, XP_010505460.1, XP_010509181.1, XP_010505461.1, XP_010509180.1, XP_010517131.1	Ag039G4283300
OG0002464	XP_010433954.1, XP_010448786.1	Ag030G3131500
OG0002465	XP_010432102.1, XP_010446715.1	Ag011G1088800
OG0002465	XP_010417099.1, XP_010472347.1, XP_010429303.1	Ag015G2200000
OG0002466	XP_019099365.1, XP_010478827.1, XP_010478823.1, XP_010461224.1	Ag052G4865400, Ag015G2268700
OG0002467	XP_010433735.1, XP_019090618.1, XP_010422182.1, XP_010448845.1, XP_010433996.1, XP_010439289.1	Ag021G2625700
OG0002468	XP_010454979.1	Ag038G4153500
OG0002469	XP_010415764.1, XP_010489041.1, XP_010467825.1, XP_010433201.1, XP_010438429.1, XP_010447960.1	Ag088G5437100
OG0002470	XP_010511362.1, XP_010470310.2	Ag003G0342200
OG0002470	XP_019100626.1, XP_019101181.1	Ag003G0342300
OG0002471	XP_010506360.1, XP_010508303.1	Ag003G0344600, Ag003G0344400
OG0002472	XP_010517915.1, XP_010506230.1, XP_010508422.1	Ag003G0362900
OG0002473	XP_010416503.1, XP_010463941.1, XP_010485838.1	Ag014G1820800
OG0002474	XP_010463944.1, XP_010485843.1, XP_010417092.1	Ag014G1821300
OG0002475	XP_019093489.1, XP_019091986.1, XP_019091984.1, XP_019093512.1, XP_019096126.1	Ag014G1844800
OG0002476	XP_010486419.1, XP_010464132.1, XP_010464484.1	Ag014G1883500
OG0002477	XP_010466520.1, XP_010486439.1, XP_010464510.1	Ag014G1885900
OG0002478	XP_010488476.1, XP_010486753.1, XP_010464806.1, XP_010452457.1, XP_010423458.1	Ag014G1928100
OG0002479	XP_010464978.1	Ag014G1947000
OG0002480	XP_010465270.1	Ag014G1977100
OG0002481	XP_010501630.1, XP_010465294.1, XP_010487197.1	Ag014G1981200
OG0002483	XP_010465727.1, XP_010504868.1, XP_010487568.1	Ag014G2046800
OG0002483	XP_010440185.1, XP_010434857.1, XP_010449817.1	Ag025G2913300
OG0002484	XP_019089137.1, XP_010445354.1	Ag025G2911500
OG0002484	XP_010489198.1, XP_010516858.1	Ag014G2047800
OG0002485	XP_010450779.1, XP_010441084.1, XP_010435858.1	Ag061G5019900
OG0002486	XP_010415182.1, XP_010511464.1, XP_010470515.1	Ag036G4086000
OG0002487	XP_010415112.1, XP_010511116.1	Ag036G4096400
OG0002487	XP_010435523.1, XP_010450459.1, XP_010440807.1	Ag061G5044100
OG0002488	XP_019091657.1, XP_010457814.1, XP_010417744.1, XP_019087092.1, XP_019099579.1, XP_019089838.1, XP_010501955.1, XP_019101921.1, XP_019095642.1, XP_010474167.1, XP_010501988.1, XP_010424494.1, XP_010481228.1	Ag027G3007600
OG0002489	XP_010420653.1, XP_010454127.1, XP_010492915.1	Ag060G5002600
OG0002490	XP_010503828.1, XP_010515540.1, XP_010426690.1, XP_010426688.1, XP_019082460.1	Ag017G2433000
OG0002491	XP_010480949.1, XP_019091501.1, XP_010474654.1	Ag034G3668700
OG0002491	XP_010415791.1, XP_010427812.1, XP_010427912.1, XP_010471104.1	Ag034G4053500
OG0002492	XP_010470273.1, XP_010418881.1, XP_010511098.1	Ag002G0259800
OG0002492	XP_010458269.1, XP_010490264.1, XP_010475815.1	Ag034G3775900
OG0002493	XP_010458292.1, XP_010490391.1, XP_010475837.1	Ag034G3778000
OG0002494	XP_010475897.1	Ag034G3786800
OG0002494	XP_010475898.1, XP_010458381.1	Ag034G3787100
OG0002495	XP_010418332.1, XP_010430404.1, XP_010473551.1	Ag002G0150800
OG0002496	XP_010494747.1, XP_010476269.1	Ag034G3834200
OG0002497	XP_010514167.1, XP_010425194.1, XP_010502423.1	Ag085G5417600
OG0002498	XP_010458874.1, XP_010495720.1, XP_010476436.1	Ag034G3852800
OG0002499	XP_019102137.1, XP_019099999.1, XP_019085343.1	Ag019G2553800, Ag034G3863900
OG0002500	XP_010476541.1, XP_010496455.1, XP_010458984.1	Ag034G3868900
OG0002501	XP_010476656.1, XP_010497310.1, XP_010459106.1	Ag034G3888300
OG0002502	XP_010482356.1, XP_010442117.1, XP_010442530.1	Ag034G3918000
OG0002503	XP_010477485.1, XP_010498694.1, XP_010459972.1, XP_010472027.1, XP_010472026.1, XP_010428939.1, XP_010416791.1	Ag034G4017900
OG0002504	XP_010498846.1, XP_010460124.1	Ag018G2457200
OG0002504	XP_010471046.1, XP_010415735.1, XP_010427829.1	Ag034G4062300
OG0002505	XP_010498866.1, XP_010477650.1	Ag018G2459200
OG0002505	XP_010427817.1, XP_010471034.1	Ag034G4064100
OG0002506	XP_010415688.1, XP_010474250.1, XP_010512092.1	Ag034G4070000
OG0002506	XP_010460192.1, XP_010498940.1, XP_010477739.1	Ag018G2465300
OG0002507	XP_010418153.1, XP_010430197.1, XP_019093936.1	Ag002G0196800
OG0002508	XP_010416845.1, XP_010472081.1, XP_010428999.1, XP_010472084.1, XP_010446385.1, XP_010436970.1	Ag011G1031900
OG0002509	XP_010431962.1, XP_010437100.1, XP_010446537.1	Ag011G1057100
OG0002510	XP_010437200.1, XP_019089697.1, XP_010429229.1, XP_010417052.1, XP_010472294.1	Ag011G1075400
OG0002511	XP_010437234.1, XP_010446666.1, XP_010432064.1, XP_010497199.1	Ag011G1079000
OG0002512	XP_010451021.1, XP_010444933.1, XP_010432078.1, XP_010417086.1, XP_010472334.1, XP_010431584.1	Ag011G1081900
OG0002513	XP_010446970.1, XP_010437514.1, XP_010432319.1	Ag011G1136100
OG0002514	XP_010432449.1, XP_010437655.1, XP_010447121.1	Ag011G1161400
OG0002515	XP_010447335.1, XP_010432656.1	Ag011G1183300
OG0002516	XP_010447437.1, XP_010437952.1, XP_010432770.1	Ag011G1224400
OG0002517	XP_019086204.1, XP_010451094.1, XP_010445032.1, XP_010445033.1, XP_019089533.1	Ag011G1246500, Ag011G1246400, Ag011G1243600
OG0002518	XP_010477727.1, XP_010498926.1, XP_010460177.1	Ag018G2463600
OG0002519	XP_010438588.1, XP_010433346.1, XP_010448109.1	Ag010G1013300, Ag010G1013000
OG0002530	XP_010447694.1, XP_010432965.1, XP_010438154.1	Ag046G4533900, Ag047G4546000
OG0002531	XP_010446394.1, XP_010436975.1, XP_010431828.1	Ag047G4548500, Ag046G4536100, Ag046G4535900, Ag047G4548600, Ag046G4536400, Ag047G4548400, Ag046G4536300, Ag046G4536200, Ag047G4549100, Ag047G4548900, Ag047G4549200, Ag078G5387200, Ag078G5387100, Ag078G5387000, Ag078G5386900, Ag078G5387300, Ag011G1033100
OG0002532	XP_010503276.1, XP_010514985.1, XP_010426101.1	Ag055G4902200
OG0002533	XP_010426356.1, XP_010515180.1	Ag055G4912800
OG0002533	XP_010444244.1, XP_010484088.1	Ag004G0467800
OG0002534	XP_010503407.1, XP_010515104.1, XP_010426262.1, XP_010503405.1, XP_010412621.1, XP_010426256.1, XP_010515103.1	Ag055G4930200, Ag055G4923300
OG0002535	XP_010513951.1, XP_010424990.1, XP_010502204.1	Ag074G5273800
OG0002535	XP_010458976.1, XP_010496367.1, XP_010476529.1	Ag034G3867700
OG0002536	XP_010509879.1, XP_010485677.1, XP_010463789.1	Ag014G1799100
OG0002536	XP_010453938.1, XP_010492697.1	Ag013G1364100
OG0002537	XP_010416592.1, XP_010428733.1, XP_010471825.1	Ag013G1376200
OG0002538	XP_010420326.1, XP_010453792.1, XP_010492530.1	Ag013G1389300
OG0002539	XP_010492443.1, XP_010453740.1, XP_010420267.1	Ag013G1402900
OG0002539	XP_010492444.2, XP_010453739.2, XP_010420269.2	Ag013G1403000
OG0002540	XP_010492404.1, XP_010420230.1, XP_010453700.1	Ag013G1409400
OG0002540	XP_010485458.1, XP_010458222.1, XP_010463617.1	Ag014G1777900
OG0002541	XP_010492306.1, XP_019090300.1, XP_019084635.1	Ag013G1432000
OG0002541	XP_010442314.1, XP_010482123.1	Ag031G3156100
OG0002542	XP_019097258.1, XP_010420089.1	Ag013G1444900
OG0002542	XP_010485396.1, XP_010435637.1, XP_010496290.1	Ag031G3154000
OG0002543	XP_010515839.1, XP_010426998.1	Ag039G4316000
OG0002543	XP_010509355.1, XP_010505309.1, XP_010516996.1	Ag013G1446400
OG0002544	XP_010491949.1, XP_010453259.1, XP_010419778.1, XP_019084723.1	Ag013G1493900
OG0002545	XP_010444373.1, XP_010461750.1, XP_010484222.1	Ag004G0453600
OG0002545	XP_019090433.1, XP_010491585.1, XP_010424713.1	Ag013G1543700
OG0002546	XP_010444310.1, XP_010461109.1	Ag004G0461300
OG0002546	XP_010452903.1, XP_010423018.1, XP_010491543.1	Ag013G1548100
OG0002547	XP_010455954.1, XP_010422516.1, XP_010430531.1	Ag013G1571800
OG0002547	XP_010457342.1, XP_010481914.1, XP_010474957.1	Ag034G3682300
OG0002548	XP_010457360.1, XP_010474977.1, XP_010482174.1	Ag034G3685900
OG0002548	XP_010455902.1, XP_010422474.1, XP_010430941.1	Ag013G1576800
OG0002549	XP_019098662.1, XP_010470032.1, XP_010414467.1, XP_010510566.1	Ag013G1611600
OG0002550	XP_010510454.1, XP_019083055.1, XP_010414359.1, XP_010469928.1	Ag013G1622700
OG0002550	XP_010487275.1, XP_010457896.1, XP_010475479.1	Ag034G3738700
OG0002551	XP_010510286.1	Ag013G1638700
OG0002551	XP_010475407.1, XP_010457807.1, XP_010486434.1	Ag034G3729800
OG0002552	XP_010510018.1, XP_010413995.1, XP_010469586.1	Ag013G1662300
OG0002552	XP_010475189.1, XP_010484738.1	Ag034G3709400
OG0002553	XP_010457514.1, XP_019098820.1, XP_010475122.1	Ag034G3700300
OG0002554	XP_010457447.1, XP_010483122.1, XP_010475055.1	Ag034G3694900
OG0002554	XP_010441953.1, XP_010481796.1, XP_010494386.1	Ag013G1684800
OG0002555	XP_010482763.1, XP_010475024.1, XP_010457413.1	Ag034G3692600
OG0002556	XP_010413849.1, XP_010509871.1, XP_010469459.1, XP_010460580.1, XP_010499305.1, XP_010478165.1	Ag013G1716800
OG0002557	XP_010469426.1, XP_010413808.1, XP_010509832.1	Ag023G2810100
OG0002558	XP_010516729.1, XP_010509606.1, XP_010505062.1, XP_010499768.1, XP_010478643.1, XP_010461039.1	Ag013G1765900
OG0002559	XP_010503719.1, XP_010426592.1, XP_010515422.1	Ag008G0953500
OG0002559	XP_010484571.1, XP_010464758.1	Ag004G0419500
OG0002560	XP_010444534.1, XP_010484373.1	Ag004G0437400
OG0002561	XP_010484254.1, XP_010462888.1	Ag004G0449600
OG0002562	XP_019093895.1, XP_019088403.1, XP_019096108.1	Ag004G0467500
OG0002563	XP_010444088.1, XP_010483953.1, XP_019093594.1	Ag004G0484400
OG0002563	XP_010503347.1, XP_010515053.1	Ag049G4734900
OG0002564	XP_010483934.1, XP_010458257.1, XP_010444072.1	Ag004G0488500
OG0002564	XP_010452677.1, XP_010491327.1, XP_010423239.1	Ag022G2662500
OG0002565	XP_010452716.1, XP_010423202.1, XP_010491366.1	Ag022G2652200
OG0002565	XP_010457583.1, XP_010443987.1, XP_010483845.1	Ag004G0495600
OG0002566	XP_010493575.1, XP_010454735.1, XP_010421253.1	Ag004G0527200
OG0002566	XP_010426437.1, XP_010515274.1	Ag004G0762800
OG0002567	XP_010425963.1, XP_010514873.1	Ag011G1182200
OG0002567	XP_010443834.1, XP_010456317.1, XP_010483683.1	Ag004G0619800
OG0002568	XP_010456164.1	Ag004G0622300, Ag004G0622400
OG0002568	XP_010503176.1, XP_010425983.1, XP_010514887.1	Ag009G0981100, Ag041G4354200
OG0002569	XP_010443792.1, XP_010455839.1	Ag004G0629200
OG0002569	XP_010514902.1, XP_010503191.1, XP_010426008.1	Ag089G5452300
OG0002570	XP_010515032.2, XP_010426160.1, XP_010503322.1, XP_010454356.1, XP_010443637.1, XP_010483495.1	Ag004G0657300
OG0002571	XP_010459108.2, XP_010476660.2, XP_010497332.2	Ag034G3888600, Ag014G1784400, Ag031G3238300, Ag031G3238200
OG0002571	XP_010453578.1, XP_010483420.1, XP_010443557.1	Ag004G0667500
OG0002572	XP_010430013.1, XP_010472990.1	Ag048G4559700
OG0002573	XP_010466658.1, XP_010512371.1, XP_010488388.1	Ag004G0687000, Ag048G4656000, Ag027G3014700
OG0002574	XP_010452079.1, XP_010443430.1	Ag004G0690800
OG0002575	XP_010451734.1, XP_010483193.1, XP_010443367.1	Ag004G0698200
OG0002576	XP_019088064.1, XP_019088447.1, XP_010476690.1, XP_010476665.1, XP_010483117.1	Ag004G0715500
OG0002577	XP_010482985.1, XP_010443167.1, XP_010449578.1, XP_010482992.1, XP_010449646.1, XP_010443176.1	Ag004G0741200
OG0002578	XP_010449037.2, XP_010496761.1, XP_010435383.1, XP_010440678.1	Ag004G0762900
OG0002579	XP_010424662.2, XP_019090418.1, XP_019085110.1	Ag022G2630100, Ag022G2629700, Ag022G2629600
OG0002579	XP_010422610.1	Ag022G2630200, Ag022G2630300
OG0002580	XP_010452637.1, XP_010491276.1, XP_010423286.1	Ag022G2673300
OG0002580	XP_010498688.1, XP_010464964.1, XP_010486910.1	Ag014G1946100
OG0002581	XP_010452481.1, XP_010491111.1, XP_010423432.1	Ag022G2707600
OG0002581	XP_019102408.1, XP_010504660.1, XP_010427606.1	Ag031G3298700
OG0002582	XP_010486672.1, XP_010494590.1, XP_010464736.1	Ag014G1918900
OG0002582	XP_010452377.1, XP_010490998.1, XP_010423539.1	Ag022G2726400
OG0002583	XP_010490920.1, XP_010452312.1, XP_010423621.1	Ag022G2739100
OG0002583	XP_010468092.2, XP_010486629.1	Ag014G1909400
OG0002584	XP_010466717.1, XP_010464511.1, XP_010486441.1	Ag014G1886100
OG0002584	XP_010451983.1, XP_010490562.1	Ag022G2788800
OG0002585	XP_010425438.1, XP_010502660.1, XP_010514385.1	Ag012G1313500
OG0002585	XP_010436039.1, XP_010441262.1, XP_010450578.1	Ag075G5293200
OG0002586	XP_010476639.1, XP_010459086.1	Ag034G3884100
OG0002586	XP_010472954.1, XP_010417730.1, XP_010429987.1	Ag048G4563000
OG0002587	XP_010417490.1, XP_010429721.1, XP_010472716.1	Ag048G4597400
OG0002587	XP_010417491.1, XP_010429723.1, XP_010472717.1	Ag048G4597300
OG0002588	XP_010416574.1, XP_010428719.1, XP_010471807.1	Ag048G4659400
OG0002588	XP_010498547.1	Ag034G3992500
OG0002589	XP_010459771.1, XP_010498522.1, XP_010477334.1	Ag034G3988600
OG0002589	XP_010416560.1, XP_010428700.1	Ag048G4665700
OG0002590	XP_010471776.1, XP_010428680.1, XP_010416537.1	Ag048G4672900
OG0002590	XP_010459740.1, XP_010498488.1, XP_010477299.1	Ag034G3983200
OG0002591	XP_010498467.1, XP_010477267.1, XP_010459715.1	Ag034G3979200
OG0002592	XP_019094167.1, XP_010428646.1, XP_010416506.1	Ag048G4681800
OG0002593	XP_010456743.1, XP_010421563.1, XP_010495535.1	Ag038G4166000, Ag048G4706200, Ag048G4706600, Ag048G4705800, Ag048G4706700
OG0002594	XP_010419317.1, XP_010431599.1, XP_010474441.1, XP_010474440.1	Ag021G2628700, Ag039G4328900, Ag002G0170700, Ag016G2383400, Ag039G4285500, Ag045G4506800, Ag040G4343300, Ag016G2296000, Ag011G1223000, Ag040G4343000, Ag037G4134500, Ag023G2834100, Ag033G3504500, Ag007G0870700, Ag031G3189000
OG0002595	XP_010422738.2, XP_010456178.1, XP_010480149.1, XP_010462475.1, XP_010462458.1, XP_010450608.1, XP_010501244.1, XP_010480173.1	Ag032G3420900, Ag032G3421000
OG0002596	XP_010501084.1, XP_010480004.1	Ag032G3447500
OG0002596	XP_010465284.1, XP_010501576.1	Ag014G1980300
OG0002597	XP_010479995.1, XP_010462316.1, XP_010501075.1	Ag032G3448200
OG0002597	XP_010465287.1, XP_010501595.1	Ag014G1980700
OG0002598	XP_010502012.1, XP_010462305.1, XP_010479982.1, XP_010479981.1, XP_010501063.1, XP_010462304.1	Ag032G3449600, Ag032G3449500
OG0002599	XP_010501047.1, XP_010462291.1, XP_010479964.1, XP_010501832.1, XP_010465321.1, XP_010487228.1	Ag032G3454500
OG0002600	XP_010515751.1, XP_010426898.1, XP_010504022.1	Ag031G3411500
OG0002600	XP_010509490.1, XP_010505161.1	Ag054G4883700
OG0002601	XP_010466730.1, XP_010488450.1, XP_010512813.1	Ag027G3006100, Ag064G5100900
OG0002601	XP_010450105.1, XP_010435185.1	Ag007G0891300
OG0002602	XP_010450002.1	Ag007G0905800
OG0002602	XP_010488315.1, XP_010466574.1, XP_010511734.1	Ag027G3029600
OG0002603	XP_010434953.1, XP_010434494.1, XP_010440288.1, XP_010434952.1, XP_010434517.1, XP_010480357.1	Ag007G0921700
OG0002604	XP_019085001.1, XP_019083361.1, XP_010471527.1	Ag078G5379900
OG0002605	XP_010499108.1, XP_010477925.1	Ag056G4933300
OG0002606	XP_010470826.1, XP_010415495.1, XP_010460352.1, XP_010499096.1, XP_010477909.1	Ag056G4936400
OG0002607	XP_010509782.1	Ag006G0838100
OG0002607	XP_010436493.1, XP_010455259.1	Ag021G2584100, Ag026G2998900
OG0002608	XP_019097192.1, XP_010441817.1, XP_010481699.1	Ag006G0845700
OG0002608	XP_010439634.1, XP_010434346.1, XP_010449275.1	Ag033G3558800
OG0002609	XP_010507479.1, XP_010487842.1, XP_019092795.1	Ag014G2114400
OG0002609	XP_010500508.1	Ag001G0005900, Ag083G5408600
OG0002610	XP_010461861.1, XP_010478437.1, XP_010500564.1, XP_010500563.1, XP_010461859.1, XP_010478438.1	Ag001G0022500, Ag001G0022600
