Orthogroup	Camelina_sativa	Arabidopsis_lyrata_NCBI
OG0002874	XP_010482962.1, XP_010443149.1, XP_010449330.1	XP_020884696.1
OG0002875	XP_010449383.1, XP_010443153.1, XP_010482967.1	XP_020889874.1
OG0002875	XP_019087333.1, XP_010448222.1, XP_019086217.1	XP_002869595.1
OG0002876	XP_010431210.1, XP_010412693.1, XP_010495284.1	XP_020879858.1
OG0002877	XP_010474593.1, XP_019082757.1	XP_020865784.1
OG0002877	XP_010418374.2, XP_010419479.1	XP_002886421.2
OG0002877	XP_010506912.1	XP_020890697.1
OG0002878	XP_010511682.1, XP_010415247.1, XP_010513308.1	XP_020880012.1, XP_020891752.1
OG0002878	XP_010514729.1, XP_010422875.1, XP_010514742.1, XP_010490384.1, XP_010451268.1, XP_010468704.1	XP_020879779.1, XP_020879307.1
OG0002879	XP_010490905.1, XP_010423626.1, XP_010452302.1	XP_020878431.1
OG0002879	XP_010486625.1, XP_010481811.1, XP_010464694.1	XP_020886428.1
OG0002880	XP_010441297.1	XP_020875136.1
OG0002880	XP_010418415.1, XP_010430489.1, XP_010473625.1	XP_002886384.1
OG0002881	XP_010472630.1, XP_010472629.1, XP_010472631.1, XP_019083053.1, XP_010429617.1	XP_002889304.2, XP_020885337.1
OG0002882	XP_010511490.1, XP_010470533.1	XP_020865634.1
OG0002883	XP_010417450.1, XP_010472686.1, XP_010429680.1	XP_020890440.1
OG0002883	XP_010476838.1, XP_010498042.1, XP_019090864.1	XP_020869601.1, XP_020872922.1
OG0002884	XP_010503642.1, XP_010515339.1, XP_010515338.1, XP_010426501.1	XP_002877697.1
OG0002885	XP_010468396.2, XP_010488331.1	XP_002883388.1
OG0002885	XP_010468450.1, XP_010421995.1	XP_002883488.1, XP_002883486.1
OG0002886	XP_010509448.1, XP_010516891.1, XP_010505216.1	XP_002881460.1
OG0002886	XP_010426942.1, XP_010504069.1, XP_010515799.1	XP_002877902.1
OG0002887	XP_010441379.1, XP_010482301.1, XP_010445996.1	XP_020878835.1
OG0002887	XP_010433773.1, XP_010439045.1, XP_010448570.1	XP_020873381.1
OG0002888	XP_010440618.1, XP_010440616.1, XP_019089736.1, XP_010435338.1, XP_010435356.1, XP_010450239.1	XP_020877035.1, XP_020875707.1
OG0002889	XP_010466894.1, XP_010488576.1, XP_010513666.1	XP_002885665.1
OG0002889	XP_010450305.1, XP_010435301.1, XP_010440665.1	XP_020876391.1
OG0002890	XP_010450216.1, XP_010440591.1, XP_010435273.1	XP_002863244.2
OG0002890	XP_010466840.1, XP_010513404.1	XP_020887639.1
OG0002891	XP_010477348.1	XP_020870735.1
OG0002891	XP_010474699.1, XP_019096340.1, XP_010504029.1, XP_019092735.1	XP_020885878.1
OG0002892	XP_010428427.1, XP_010471533.1, XP_019098655.1, XP_010416298.1, XP_010487946.1, XP_010464813.1, XP_019101180.1	XP_002887540.2
OG0002893	XP_010441701.1	XP_002865238.1
OG0002895	XP_010465533.1, XP_010503217.1, XP_010487393.1	XP_020887649.1
OG0002895	XP_010462123.1, XP_010479792.1, XP_010500889.1	XP_020867819.1
OG0002896	XP_010444970.1, XP_010442779.1, XP_010482615.1	XP_002864181.1
OG0002896	XP_019086689.1, XP_010438846.1, XP_010448396.1	XP_020872491.1
OG0002897	XP_010518197.1, XP_010488961.1	XP_002883897.1
OG0002897	XP_010488962.1, XP_010517429.1, XP_010467302.1	XP_002883898.1
OG0002898	XP_010441494.1, XP_010481357.1, XP_010494938.1	XP_020882725.1, XP_020868915.1
OG0002899	XP_010447037.1, XP_010432379.1, XP_010437569.1	XP_020872644.1
OG0002899	XP_010467385.1	XP_020888002.1
OG0002900	XP_010433957.1, XP_010448791.1, XP_010439244.1	XP_020873334.1
OG0002900	XP_010455596.1, XP_019084738.1	XP_020876082.1
OG0002901	XP_010494486.1, XP_010441871.1, XP_010481692.1	XP_020877555.1, XP_002862972.1
OG0002902	XP_010455775.1, XP_010432384.1	XP_002874813.2
OG0002902	XP_010434106.1, XP_010439404.1, XP_010448970.1	XP_020873795.1
OG0002903	XP_010515512.1, XP_010426663.1, XP_010503803.1	XP_020881648.1
OG0002903	XP_010446300.1, XP_010465719.1, XP_010484668.1	XP_020887391.1
OG0002904	XP_010503812.1, XP_010426673.1, XP_010515524.1	XP_002876077.1
OG0002905	XP_010466136.1	XP_020882826.1
OG0002905	XP_010426701.1, XP_010496955.1	XP_020880075.1
OG0002906	XP_010512619.1, XP_010468967.1, XP_010413288.1	XP_020882224.1, XP_020865875.1
OG0002907	XP_010518387.1, XP_010507941.1	XP_020885129.1
OG0002908	XP_010512529.1, XP_010413367.1	XP_002878399.1
OG0002908	XP_010518313.1, XP_010508027.1, XP_010506642.1	XP_020883468.1
OG0002909	XP_010508036.2, XP_010518305.2	XP_020884379.1
OG0002909	XP_019082773.1, XP_010469107.1, XP_010512521.1	XP_002878394.1
OG0002910	XP_019101725.1, XP_010469147.1, XP_019082902.1	XP_002876580.1
OG0002911	XP_010508374.1, XP_019082375.1, XP_019100612.1	XP_002881932.2
OG0002912	XP_019095540.1	XP_002891789.2
OG0002912	XP_019102372.1, XP_019084889.1, XP_019100348.1	XP_020880283.1
OG0002913	XP_010515985.1, XP_019085769.1, XP_010504263.1	XP_020881276.1
OG0002913	XP_010504264.1, XP_010515987.1, XP_010427158.1	XP_002877983.1
OG0002914	XP_010482735.1, XP_010442906.1	XP_002864242.1
OG0002914	XP_010438533.1, XP_010448062.1, XP_010433292.1	XP_002869532.1
OG0002915	XP_010467126.1, XP_010412952.1, XP_010412938.1, XP_010488797.1	XP_002885820.1
OG0002916	XP_010489515.1, XP_010467623.1, XP_010413989.1	XP_002886153.1
OG0002917	XP_010467732.1, XP_010414861.1, XP_019097099.1	XP_002884185.1
OG0002917	XP_010452029.1, XP_019088453.1, XP_010483248.1	XP_002864515.1
OG0002918	XP_010478691.1, XP_010456774.1	XP_020884745.1
OG0002919	XP_010492978.1, XP_010420720.1, XP_010454192.1	XP_020876552.1
OG0002919	XP_010454194.1, XP_010424180.2, XP_010492980.1	XP_020875819.1, XP_002871874.1
OG0002920	XP_010506505.1, XP_010508159.1, XP_010518171.1, XP_010518137.1, XP_010508196.1, XP_010506464.1	XP_002880182.1
OG0002921	XP_010467981.2	XP_002884366.1
OG0002921	XP_010492676.1, XP_010420443.1	XP_002873822.1
OG0002922	XP_010424387.1, XP_010494027.1, XP_010455139.1	XP_002874383.1
OG0002922	XP_010464023.1, XP_010423638.1, XP_010485914.1	XP_020886885.1
OG0002923	XP_010464117.1, XP_010486043.1, XP_010431230.1	XP_020873798.1, XP_020887212.1
OG0002923	XP_010493953.1, XP_010421557.1, XP_010455067.1	XP_002874333.1
OG0002924	XP_010486375.1, XP_010460575.1, XP_010464444.1	XP_020888164.1
OG0002924	XP_010465194.1	XP_020886125.1
OG0002925	XP_010464516.1, XP_010486444.1, XP_010466909.1, XP_010464517.1, XP_010486445.1, XP_010467071.1	XP_020886940.1, XP_002884705.2
OG0002926	XP_010464656.1, XP_010479310.1, XP_010486578.1	XP_020888629.1
OG0002926	XP_010486577.1, XP_010464657.1, XP_010479209.1	XP_020888630.1, XP_020873842.1
OG0002927	XP_010487081.1, XP_019100108.1, XP_010465157.1	XP_002882815.1
OG0002928	XP_010487314.1, XP_010502420.1, XP_019096800.1, XP_010465436.1, XP_010489836.1	XP_002862182.2
OG0002928	XP_010463450.1	XP_002894432.1
OG0002929	XP_010465463.1, XP_010465602.1, XP_010419262.1, XP_019096377.1	XP_020887245.1
OG0002930	XP_010465575.1, XP_010487423.1, XP_010503503.1	XP_002882966.1
OG0002930	XP_010503493.1, XP_010487422.1, XP_010465574.1	XP_002882965.1
OG0002931	XP_010487721.1	XP_002883106.1
OG0002931	XP_010487722.1, XP_010465882.1, XP_010506359.1	XP_020886031.1
OG0002932	XP_010506511.1, XP_010487729.1, XP_010465900.1	XP_002883116.1
OG0002933	XP_010466086.1, XP_010487883.1	XP_020888176.1
OG0002933	XP_010466084.1, XP_010507701.1	XP_002883178.1
OG0002935	XP_010466433.1, XP_010510572.1, XP_010488197.1	XP_020886808.1
OG0002936	XP_010466422.1	XP_020887849.1
OG0002937	XP_010511422.1, XP_010470432.1, XP_010415071.1	XP_002888334.1
OG0002938	XP_010419577.1	XP_002875027.1
OG0002939	XP_010480909.1, XP_010474649.1	XP_002892104.2
OG0002939	XP_010428660.1, XP_010456130.1	XP_002872878.1
OG0002940	XP_010457746.2, XP_010485841.1, XP_010475347.1	XP_002892326.1
OG0002941	XP_019091680.1, XP_010496855.1, XP_019095113.1	XP_002875059.2
OG0002942	XP_019095112.1, XP_010459652.1, XP_010498399.1	XP_020867738.1
OG0002943	XP_010418381.1, XP_010474602.1, XP_010430457.1	XP_020891082.1
OG0002943	XP_010430456.1, XP_010418377.1	XP_002887953.1
OG0002944	XP_010474566.1, XP_019085664.1	XP_002888107.1
OG0002944	XP_010418060.1	XP_020890055.1
OG0002945	XP_010414795.1, XP_010511367.1, XP_010470305.1	XP_002886724.2
OG0002946	XP_010472323.1, XP_010417077.1, XP_010429269.1	XP_020883239.1
OG0002947	XP_010439434.1	XP_020872919.1
OG0002947	XP_010432036.1, XP_010455807.1, XP_010422334.1	XP_020876380.1
OG0002948	XP_010446419.1, XP_010431848.1, XP_010436996.1	XP_002868877.1
OG0002949	XP_010437039.1, XP_010446461.1, XP_010431893.1	XP_002868894.1
OG0002950	XP_019088875.1, XP_010432020.1, XP_010437172.1	XP_020874760.1
OG0002950	XP_010472262.1, XP_010417027.1, XP_010429198.1	XP_020885449.1
OG0002951	XP_019088054.1, XP_019089474.1, XP_019086527.1	XP_002869073.1
OG0002951	XP_019083708.1, XP_019096600.1, XP_019092020.1	XP_002884074.1
OG0002952	XP_010447395.1, XP_010432726.1, XP_010437915.1	XP_020874072.1
OG0002952	XP_010472553.1, XP_010417321.1, XP_010429547.1	XP_002878861.1
OG0002953	XP_019085880.1, XP_010472674.1, XP_010417438.1	XP_002878962.1
OG0002953	XP_010447267.1, XP_010432595.1, XP_010437784.1	XP_002867193.1
OG0002954	XP_010417300.1, XP_010429526.1, XP_010472533.1	XP_020885558.1
OG0002954	XP_010437951.1, XP_010432769.1, XP_010447436.1	XP_020874369.1
OG0002955	XP_010447455.1, XP_010432787.1, XP_010437970.1	XP_020875710.1
OG0002955	XP_019085315.1	XP_020882816.1
OG0002956	XP_010490090.1, XP_010468447.1, XP_010421947.1	XP_002883483.1
OG0002956	XP_010496740.1, XP_010454157.1, XP_010420685.1, XP_010424174.1, XP_010424175.1, XP_010454162.1	XP_002871852.1
OG0002957	XP_019090203.1, XP_010422663.1	XP_020879476.1
OG0002957	XP_019087945.1, XP_019090175.1	XP_002872864.2
OG0002958	XP_019098427.1	XP_020889573.1
OG0002958	XP_010433238.1, XP_010438480.1, XP_010447999.1	XP_020875116.1
OG0002959	XP_010441595.1, XP_010494802.1, XP_010481463.1	XP_002863409.2
OG0002961	XP_010462462.1	XP_020869866.1
OG0002961	XP_010463508.1, XP_010463496.1, XP_010463504.1	XP_020866228.1
OG0002962	XP_010446599.1, XP_010437156.1, XP_010432002.1	XP_002866919.1
OG0002962	XP_010496219.1	XP_020890900.1
OG0002963	XP_010468219.1, XP_010487567.1, XP_010465726.1	XP_002885181.2
OG0002963	XP_019097440.1, XP_010489878.1	XP_020889234.1
OG0002963	XP_010468221.1, XP_010419454.1	XP_002883041.2
OG0002964	XP_010507582.1, XP_010516897.1	XP_002879625.1
OG0002964	XP_019083597.1	XP_002880841.2
OG0002964	XP_019083566.1, XP_019093685.1, XP_019085849.1	XP_002872463.1
OG0002971	XP_010452447.1, XP_010491077.1, XP_010423471.1	XP_002871160.1
OG0002972	XP_010429343.1, XP_010472384.1, XP_010417131.1	XP_020885715.1
OG0002972	XP_010438175.1	XP_020874269.1
OG0002973	XP_019082396.1, XP_010508274.1, XP_019092080.1, XP_010486327.1	XP_020883120.1, XP_002882538.2
OG0002974	XP_010466661.1	XP_020888103.1, XP_020880599.1, XP_020875418.1
OG0002975	XP_010493833.1	XP_020876191.1, XP_020877842.1
OG0002975	XP_010421590.1, XP_010455107.1	XP_020876888.1
OG0002976	XP_010492622.1, XP_010420395.1, XP_010453865.1	XP_020877367.1
OG0002977	XP_010420280.1, XP_010456548.1, XP_010495212.1	XP_002871699.1
OG0002978	XP_010485347.1, XP_010496426.1	XP_002882160.1
OG0002978	XP_010420035.1, XP_010453528.1, XP_010495184.1	XP_002871602.1
OG0002979	XP_010480613.1	XP_020866673.1
OG0002979	XP_010492080.1, XP_010453394.1, XP_010419906.1	XP_020879165.1
OG0002980	XP_010446451.1, XP_019086491.1, XP_019089463.1, XP_019087260.1	XP_020875191.1
OG0002981	XP_010453061.1, XP_010491699.1, XP_010422853.1	XP_020878573.1
OG0002981	XP_010463257.1	XP_020869100.1
OG0002982	XP_010422935.1, XP_010452985.1, XP_010491626.1	XP_002873426.1
OG0002982	XP_010484256.1	XP_002866629.1
OG0002983	XP_010448686.1, XP_010445170.1, XP_010433888.1, XP_010448714.2, XP_010433913.1, XP_010439178.1	XP_020879014.1, XP_020873455.1
OG0002984	XP_010423099.1, XP_010491472.1	XP_020876278.1
OG0002985	XP_019097859.1, XP_019094886.1	XP_020869580.1
OG0002985	XP_019083048.1, XP_019101419.1, XP_019093129.1	XP_020882779.1
OG0002986	XP_019101931.1	XP_020881363.1
OG0002987	XP_010482903.1	XP_020869655.1
OG0002987	XP_010481779.1, XP_010441946.1, XP_010494408.1	XP_020889889.1
OG0002988	XP_010460520.1, XP_010499248.1, XP_010478108.1	XP_002890741.1
OG0002989	XP_010516632.1, XP_010504951.1, XP_010509710.1	XP_020885508.1
OG0002989	XP_019090860.1, XP_010478481.1, XP_010499598.1	XP_020866070.1
OG0002990	XP_010501670.1, XP_010463012.1, XP_010478506.1	XP_002890892.1
OG0002990	XP_010478505.1, XP_010499617.1, XP_010460880.1	XP_002890891.1
OG0002991	XP_010509626.1, XP_010516709.1	XP_020882933.1
OG0002991	XP_010461072.1, XP_010499796.1, XP_019095019.1	XP_020868029.1
OG0002992	XP_010444660.1, XP_010484513.1, XP_010464171.1	XP_002865008.1
OG0002993	XP_010464099.1, XP_010484504.1, XP_010444652.1	XP_002866704.1
OG0002993	XP_010515362.1, XP_010426527.1, XP_010503665.1	XP_002877713.1
OG0002994	XP_010463972.1, XP_010444638.1, XP_010484488.1	XP_020885106.1
OG0002995	XP_010456820.1	XP_020865768.1
OG0002996	XP_019084751.1, XP_010454540.1, XP_010493370.1, XP_010421069.1, XP_010493371.1	XP_020877258.1, XP_020877261.1
OG0002997	XP_010443819.1, XP_010483670.1, XP_019093112.1	XP_020882524.1
OG0002999	XP_010453117.1	XP_002866246.1
OG0002999	XP_010453288.1, XP_010483370.1	XP_002866252.1
OG0003000	XP_010450737.1, XP_010443262.1, XP_010483085.1	XP_002864439.1
OG0003001	XP_010486028.2, XP_010457762.2	XP_002892337.2
OG0003002	XP_010443096.1, XP_010448890.1	XP_020871299.1
OG0003002	XP_010438677.1, XP_019086124.1	XP_020873768.1
OG0003003	XP_010448187.1, XP_010438673.1, XP_010433419.1	XP_002867530.1
OG0003003	XP_010448847.1, XP_010443081.1, XP_010482901.1	XP_020871689.1
OG0003004	XP_010458258.1, XP_010490186.1	XP_020868163.1
OG0003005	XP_010491253.1, XP_010452613.1	XP_020876280.1
OG0003005	XP_010423310.1, XP_010491252.1	XP_020875896.1
OG0003006	XP_010474926.1	XP_002892148.1
OG0003006	XP_019084359.1, XP_010424650.1, XP_010456951.1, XP_010422538.1, XP_010430302.1	XP_020876705.1
OG0003007	XP_010463884.1, XP_010489666.1, XP_010417570.1	XP_002882329.2
OG0003008	XP_010516352.1, XP_019085362.1, XP_010504661.1, XP_010427602.1	XP_002876413.1, XP_002882226.1
OG0003009	XP_010452118.2, XP_010424808.1, XP_010490733.2	XP_002870985.1
OG0003009	XP_010468081.1, XP_010489727.1, XP_010418443.1	XP_002882625.1
OG0003010	XP_019089571.1, XP_010436054.1, XP_010441278.1	XP_020873193.1
OG0003010	XP_010450562.1, XP_010436056.1, XP_010441276.1	XP_020873190.1
OG0003011	XP_010498665.1, XP_010480593.1, XP_010459929.1	XP_020867953.1
OG0003012	XP_010470391.1, XP_010511951.1, XP_010415051.1, XP_010511399.1	XP_002886802.1, XP_002886803.1
OG0003013	XP_010497909.1, XP_010471947.1, XP_010416698.1, XP_010428833.1	XP_002889146.2
OG0003013	XP_010459898.1, XP_010498634.1, XP_010477425.1	XP_002893182.1
OG0003014	XP_010432252.1, XP_010437444.1, XP_010446900.1	XP_020873087.1
OG0003014	XP_010514779.1, XP_010467540.1	XP_002884072.1
OG0003015	XP_010432253.1, XP_010437445.1, XP_010446901.1	XP_020873088.1
OG0003015	XP_019096591.1, XP_010467539.1, XP_010514770.1	XP_020888027.1
OG0003016	XP_010455273.1, XP_019084014.1, XP_010436585.1	XP_020877459.1
OG0003017	XP_010450282.1, XP_010496003.1	XP_002863175.1
OG0003017	XP_010488613.1, XP_010513809.1, XP_010466924.1	XP_020888787.1
OG0003018	XP_019098069.1, XP_010490123.2, XP_010468471.1	XP_002883561.1
OG0003018	XP_019088067.1, XP_019086545.1, XP_010451605.1	XP_020876711.1
OG0003019	XP_010450163.1, XP_010496963.1, XP_010495830.1, XP_010435226.1	XP_020874234.1
OG0003020	XP_010450152.1, XP_010450151.1, XP_010450150.1, XP_010435218.1, XP_019098105.1	XP_002868329.2
OG0003020	XP_010450149.1, XP_010450147.1, XP_010450148.1, XP_010435213.1, XP_010450126.1	XP_002868327.1
OG0003021	XP_010480527.1	XP_020866336.1
OG0003021	XP_010416216.1, XP_019094038.1	XP_002888950.1
OG0003022	XP_010477918.1, XP_010499082.1	XP_020866365.1
OG0003022	XP_019093581.1, XP_010470857.1, XP_010511891.1	XP_020865683.1
OG0003023	XP_010438331.1, XP_010433126.1	XP_020874202.1
OG0003023	XP_010447852.1, XP_019086207.1, XP_010438298.1	XP_020873138.1
OG0003024	XP_010477378.1, XP_010498566.1	XP_002890429.1
OG0003024	XP_010471846.1, XP_019082685.1, XP_010419330.1	XP_020890019.1
OG0003025	XP_010425598.1, XP_010502816.1, XP_010514526.1	XP_002877090.2
OG0003025	XP_019087513.1, XP_010496786.1	XP_020875468.1
OG0003026	XP_010514527.1, XP_010502820.1, XP_010425601.1	XP_020882358.1
OG0003026	XP_019087127.1, XP_010450722.1, XP_010435940.1	XP_002868672.1
OG0003027	XP_019088709.1, XP_010481575.1, XP_010441709.1, XP_010481569.1, XP_019097580.1	XP_020871876.1
OG0003028	XP_010466109.1, XP_010507823.1, XP_010487904.1	XP_002883194.1
OG0003028	XP_010461841.1, XP_010500544.1	XP_020866731.1
OG0003029	XP_010509023.1, XP_010488032.1, XP_010466248.1	XP_020889529.1
OG0003030	XP_010479367.1, XP_019096314.1	XP_020866035.1
OG0003031	XP_010479656.1, XP_010461998.1	XP_020868916.1
OG0003032	XP_010487467.1, XP_010503894.1, XP_010465630.1	XP_002882984.1
OG0003033	XP_010509210.1, XP_019102518.1, XP_010505435.1	XP_020884309.1
OG0003033	XP_010517109.1, XP_010509207.1, XP_010507607.1, XP_010509208.1, XP_010505439.1, XP_010517110.2	XP_020884311.1
OG0003034	XP_019087702.1, XP_010465297.2, XP_010484626.1	XP_002863997.1
OG0003034	XP_010515463.1, XP_010503759.1	XP_020881883.1
OG0003035	XP_019087095.1, XP_010449175.1, XP_010434285.1	XP_020874745.1
OG0003037	XP_010431590.1, XP_019090165.1	XP_020876367.1
OG0003037	XP_010434203.1, XP_010439497.1, XP_010449096.1	XP_002867856.1
OG0003038	XP_010514793.1	XP_020880272.1
OG0003039	XP_019101726.1, XP_010469144.1, XP_010413516.1	XP_002878349.1
OG0003039	XP_010518152.1, XP_010506482.1, XP_010508176.1	XP_002882009.1
OG0003040	XP_010512366.1, XP_010469186.1, XP_010413561.1	XP_002876554.2
OG0003041	XP_010469230.1, XP_010413600.1, XP_010512320.1	XP_020882373.1
OG0003042	XP_010512883.1	XP_020883358.1
OG0003043	XP_010412833.1, XP_010427717.1, XP_010516457.1, XP_010504760.1	XP_002878188.1
OG0003044	XP_010515848.1, XP_010504118.1, XP_010427005.1	XP_002877924.1
OG0003045	XP_010463776.1, XP_010463774.1, XP_010450732.1, XP_010485661.1, XP_010507998.1, XP_019092960.1	XP_020886110.1
OG0003046	XP_010511509.1	XP_002888461.1
OG0003047	XP_019082634.1, XP_019093603.1, XP_019101028.1	XP_020865807.1
OG0003047	XP_010470649.1, XP_010511675.1, XP_019083221.1	XP_002888597.2
OG0003048	XP_010478032.1, XP_010460469.1	XP_020866860.1
OG0003050	XP_010511414.1, XP_010415061.1, XP_019098177.1	XP_020890920.1
OG0003050	XP_010435501.1, XP_019089819.1, XP_010440787.1	XP_002868460.1
OG0003051	XP_010460454.1, XP_010478010.1, XP_010478011.1	XP_020870685.1
OG0003051	XP_010438964.1	XP_020873678.1
OG0003052	XP_010472100.1, XP_010416861.1, XP_010429018.1	XP_002878537.1
OG0003052	XP_010436976.1, XP_019086591.1, XP_010446395.1	XP_020872801.1
OG0003053	XP_010478959.1, XP_010463163.1, XP_010461334.1, XP_010500051.2	XP_020868072.1
OG0003053	XP_010478960.2, XP_010501803.2	XP_002893892.2
OG0003054	XP_010434296.1, XP_010439589.1, XP_010449190.1	XP_020874256.1
OG0003055	XP_010420700.1, XP_010454177.1, XP_010492957.1	XP_002873931.1
OG0003056	XP_010434943.1, XP_010486082.1	XP_020887438.1
OG0003056	XP_010492987.1, XP_010424181.2, XP_010454203.1	XP_020878272.1
OG0003057	XP_010493912.1, XP_010424349.1	XP_020876187.1
OG0003058	XP_010419141.1, XP_010485867.1, XP_010463970.1	XP_020889399.1
OG0003058	XP_010494087.1, XP_010421684.1, XP_010455169.1	XP_020878805.1
OG0003059	XP_010507880.1, XP_010518455.1, XP_010506787.1	XP_020884109.1
OG0003059	XP_010442609.1, XP_010442576.1, XP_010442599.1, XP_010482423.1	XP_002864085.1
OG0003060	XP_010506475.1, XP_010508186.1, XP_010518148.1	XP_020882789.1
OG0003060	XP_010423855.1, XP_010490702.1, XP_019101343.1	XP_020869016.1
OG0003061	XP_010413041.2, XP_010413040.1, XP_019099886.1, XP_010508364.1	XP_002880073.1
OG0003062	XP_010507726.1, XP_010517964.1, XP_010512865.1	XP_002881934.1
OG0003063	XP_010422544.1, XP_010455914.1, XP_010430252.1, XP_010455332.1, XP_010421837.1, XP_010435850.1	XP_002879950.1
OG0003064	XP_010485948.1, XP_010424535.1, XP_010464038.1	XP_002882401.1
OG0003064	XP_010494014.1	XP_020876905.1
OG0003065	XP_010464079.1, XP_010486005.1, XP_010428454.1	XP_002882422.1
OG0003066	XP_010464121.1, XP_010431437.1	XP_020888079.1
OG0003067	XP_010482219.1, XP_010440587.1, XP_010442412.1	XP_002863984.1
OG0003068	XP_010464489.1, XP_010486423.1, XP_010464583.1	XP_020889525.1
OG0003068	XP_010451927.1	XP_002872988.1
OG0003069	XP_010490578.2, XP_010464782.1	XP_020889003.1
OG0003070	XP_010465174.1, XP_010487094.1	XP_002884965.1
OG0003070	XP_010480094.1, XP_010462408.1	XP_002891840.1
OG0003071	XP_010470659.1, XP_010511695.1	XP_020889712.1
OG0003071	XP_019092568.1	XP_020887246.1
OG0003072	XP_010465877.1, XP_010506283.1, XP_019097104.1	XP_020886476.1
OG0003072	XP_010500396.1, XP_010461684.1, XP_010479281.1	XP_020868450.1
OG0003073	XP_019102507.1, XP_010465916.1	XP_020886618.1
OG0003073	XP_010500417.1, XP_010461702.1, XP_010479304.1	XP_020868677.1
OG0003074	XP_010435690.1	XP_002868542.1
OG0003074	XP_010511472.1, XP_010513548.1, XP_010470523.1, XP_010415190.1	XP_002887043.1
OG0003075	XP_010454139.1, XP_010420664.1, XP_010492926.1	XP_002871847.1
