Orthogroup	Camelina_sativa	Arabidopsis_arenosa
OG0002455	XP_010504088.1, XP_010515820.1, XP_010412761.1, XP_010426969.1, XP_010518200.1, XP_010413386.1, XP_019094016.1, XP_010512501.1	jg15548, jg15263
OG0002456	XP_010505135.1, XP_010509515.1, XP_010516816.1	jg18738
OG0002456	XP_010504000.1, XP_010515721.1, XP_010426871.1	jg15177
OG0002457	XP_010489441.1, XP_010413224.1, XP_010467596.1	jg28072, jg27939
OG0002458	XP_019096850.1, XP_010467647.1, XP_019098920.1	jg27997
OG0002459	XP_010446741.1, XP_010432134.2, XP_010437301.1	jg8656
OG0002460	XP_010438198.1, XP_010447744.1, XP_010433008.1	jg9385
OG0002460	XP_010489605.1, XP_010467723.1, XP_010414789.1	jg28061
OG0002461	XP_010438328.1, XP_010438330.1, XP_010438329.1, XP_010447881.1, XP_010433125.1	jg9515
OG0002462	XP_010517500.1, XP_010505806.1, XP_010508830.1, XP_019099785.1	jg19326
OG0002463	XP_010517132.1, XP_010505460.1, XP_010509181.1	jg19016
OG0002463	XP_010505461.1, XP_010509180.1, XP_010517131.1	jg19015
OG0002464	XP_010433954.1, XP_010448786.1	jg10225
OG0002464	XP_010455595.1, XP_010434128.1, XP_010422134.1	jg7579
OG0002465	XP_010432102.1, XP_010446715.1	jg8635
OG0002465	XP_010417099.1, XP_010472347.1, XP_010429303.1	jg16812
OG0002466	XP_019099365.1, XP_010478827.1	jg32078
OG0002467	XP_010433735.1, XP_019090618.1, XP_010422182.1	jg7620
OG0002467	XP_010448845.1, XP_010433996.1, XP_010439289.1	jg10252
OG0002468	XP_010454979.1	jg6536
OG0002468	XP_019096853.1, XP_010434418.1, XP_019092486.1	jg24525
OG0002469	XP_010415764.1, XP_010489041.1, XP_010467825.1	jg28260
OG0002469	XP_010433201.1, XP_010438429.1, XP_010447960.1	jg9576
OG0002470	XP_010511362.1, XP_010470310.2	jg19802
OG0002470	XP_019100626.1, XP_019101181.1	jg19801
OG0002471	XP_010514676.1, XP_010489404.1, XP_010467568.1	jg27909
OG0002471	XP_010506360.1, XP_010508303.1	jg19787
OG0002472	XP_010517915.1, XP_010506230.1, XP_010508422.1	jg19683
OG0002472	XP_010454697.1, XP_010493538.1, XP_010421216.1	jg6259
OG0002473	XP_010416503.1, XP_010463941.1, XP_010485838.1	jg24339
OG0002474	XP_010463944.1, XP_010485843.1, XP_010417092.1	jg1288
OG0002476	XP_010486419.1, XP_010464132.1, XP_010464484.1	jg24787
OG0002476	XP_010464481.1, XP_010486417.1, XP_010463806.1	jg24786
OG0002477	XP_010451993.1, XP_010423950.1, XP_010490571.1	jg3887
OG0002477	XP_010466520.1, XP_010486439.1, XP_010464510.1	jg24805
OG0002478	XP_010488476.1, XP_010486753.1, XP_010464806.1	jg25059
OG0002478	XP_010452457.1, XP_010423458.1	jg4478, jg4311
OG0002479	XP_010464978.1	jg25181
OG0002479	XP_010498752.1, XP_010464977.1	jg25180
OG0002480	XP_010436643.1	jg11556
OG0002480	XP_010487177.1	jg25399
OG0002481	XP_010501630.1, XP_010465294.1, XP_010487197.1	jg25418
OG0002481	XP_019099527.1, XP_010479988.1	jg33638
OG0002482	XP_010466664.1, XP_019099634.1, XP_010514678.1	jg13857
OG0002482	XP_010502924.1, XP_010514628.1, XP_010425703.1, XP_010425699.1, XP_010514622.1	jg21287
OG0002483	XP_010465727.1, XP_010504868.1, XP_010487568.1	jg25776
OG0002483	XP_010440185.1, XP_010434857.1, XP_010449817.1	jg11025
OG0002484	XP_019089137.1, XP_010445354.1	jg11029
OG0002484	XP_010489198.1, XP_010516858.1	jg25783
OG0002485	XP_010435857.1, XP_010441085.1, XP_010445661.1, XP_010450778.1	jg12546
OG0002485	XP_010450779.1, XP_010441084.1, XP_010435858.1	jg12545
OG0002486	XP_010415182.1, XP_010511464.1, XP_010470515.1	jg2097
OG0002486	XP_010435619.1, XP_010435617.1, XP_010440886.1, XP_010435616.1, XP_010450535.1	jg12244
OG0002487	XP_010415112.1, XP_010511116.1	jg1980
OG0002487	XP_010435523.1, XP_010450459.1, XP_010440807.1	jg12103
OG0002488	XP_019091657.1, XP_010457814.1, XP_010417744.1, XP_019087092.1, XP_019099579.1, XP_019089838.1, XP_010501955.1, XP_019101921.1, XP_019095642.1, XP_010474167.1, XP_010501988.1, XP_010424494.1, XP_010481228.1	jg32527
OG0002489	XP_010464201.1, XP_019093704.1, XP_010486133.1	jg24565
OG0002489	XP_010420653.1, XP_010454127.1, XP_010492915.1	jg5733
OG0002490	XP_019085864.1	jg15019
OG0002490	XP_010503828.1, XP_010515540.1, XP_010426690.1	jg15020
OG0002490	XP_010426688.1, XP_019082460.1	jg15017
OG0002491	XP_010480949.1, XP_019091501.1, XP_010474654.1	jg28549
OG0002491	XP_010415791.1, XP_010427812.1, XP_010427912.1, XP_010471104.1	jg2717
OG0002492	XP_010470273.1, XP_010418881.1, XP_010511098.1	jg1183
OG0002492	XP_010458269.1, XP_010490264.1, XP_010475815.1	jg29341
OG0002493	XP_010414797.1, XP_010470311.2, XP_019101558.1	jg1229
OG0002493	XP_010458292.1, XP_010490391.1, XP_010475837.1	jg29359
OG0002494	XP_010475897.1	jg29420
OG0002494	XP_010475898.1, XP_010458381.1	jg29421
OG0002495	XP_010418332.1, XP_010430404.1, XP_010473551.1	jg567
OG0002496	XP_010502597.1, XP_010425375.1	jg13352
OG0002497	XP_010495391.1, XP_010476360.1	jg29819
OG0002497	XP_010514167.1, XP_010425194.1, XP_010502423.1	jg13209
OG0002498	XP_019085949.1, XP_019102160.1, XP_019100035.1	jg13126
OG0002498	XP_010458874.1, XP_010495720.1, XP_010476436.1	jg29873
OG0002500	XP_010476541.1, XP_010496455.1, XP_010458984.1	jg29956
OG0002500	XP_010424960.1, XP_010513916.1, XP_010496847.1	jg12989
OG0002501	XP_010476656.1, XP_010497310.1, XP_010459106.1	jg30055
OG0002501	XP_010429951.1, XP_010472923.1, XP_010417704.1	jg3722
OG0002502	XP_010459302.1, XP_010476871.1, XP_010498071.1	jg30251
OG0002502	XP_010482356.1, XP_010442117.1, XP_010442530.1	jg21712
OG0002503	XP_010477485.1, XP_010498694.1, XP_010459972.1	jg30790
OG0002503	XP_010472027.1, XP_010472026.1, XP_010428939.1, XP_010416791.1	jg3496
OG0002504	XP_010498846.1, XP_010460124.1, XP_010471046.1, XP_010415735.1, XP_010427829.1	jg2662, jg30910
OG0002505	XP_010498866.1, XP_010477650.1	jg30927
OG0002505	XP_010427817.1, XP_010471034.1	jg2652
OG0002506	XP_010415688.1, XP_010474250.1, XP_010512092.1	jg2624
OG0002506	XP_010460192.1, XP_010498940.1, XP_010477739.1	jg30990
OG0002507	XP_010458559.1, XP_010492985.1, XP_010476084.1	jg29591
OG0002507	XP_010418153.1, XP_010430197.1, XP_019093936.1	jg768
OG0002508	XP_010416845.1, XP_010472081.1, XP_010428999.1, XP_010472084.1	jg16509
OG0002508	XP_010446385.1, XP_010436970.1	jg8336
OG0002509	XP_010416976.1, XP_010429137.1, XP_010472214.1	jg16651
OG0002509	XP_010431962.1, XP_010437100.1, XP_010446537.1	jg8477
OG0002510	XP_010437200.1, XP_019089697.1	jg8571
OG0002510	XP_010429229.1, XP_010417052.1, XP_010472294.1	jg16736
OG0002511	XP_010437234.1, XP_010446666.1, XP_010432064.1, XP_010497199.1	jg8597, jg1112
OG0002511	XP_010429260.1, XP_010472316.1, XP_010417072.1	jg16765
OG0002512	XP_010451021.1, XP_010444933.1, XP_010432078.1	jg8614
OG0002512	XP_010417086.1, XP_010472334.1, XP_010431584.1	jg16792
OG0002513	XP_010446970.1, XP_010437514.1, XP_010432319.1	jg8837
OG0002514	XP_010432449.1, XP_010437655.1, XP_010447121.1	jg27561, jg9246, jg8941
OG0002515	XP_010447335.1, XP_010432656.1	jg9106
OG0002515	XP_010417365.1	jg17202, jg17214
OG0002516	XP_010472532.1, XP_010417297.1, XP_010429525.1	jg17090
OG0002516	XP_010447437.1, XP_010437952.1, XP_010432770.1	jg9187
OG0002517	XP_019086204.1, XP_010451094.1, XP_010445032.1	jg9232
OG0002517	XP_019087942.1, XP_010432840.1, XP_010447525.1	jg9236
OG0002518	XP_019082774.1, XP_019093510.1, XP_010512101.1	jg2634
OG0002518	XP_010477727.1, XP_010498926.1, XP_010460177.1	jg30970
OG0002519	XP_010438588.1, XP_010433346.1, XP_010448109.1	jg9687
OG0002519	XP_010414822.1, XP_010496197.1, XP_010511385.1	jg1797
OG0002520	XP_010496729.1, XP_010415207.1, XP_010470546.1, XP_010415206.1, XP_010511500.1, XP_010512124.1	jg2139
OG0002520	XP_010470547.1, XP_010415208.1	jg2160, jg2136
OG0002521	XP_019083612.1	jg17091
OG0002521	XP_010485118.1, XP_010442998.1	jg22211
OG0002522	XP_010431328.1, XP_010487931.2, XP_010412981.1, XP_010451454.1, XP_010440162.1, XP_010412491.1	jg14068, jg14041
OG0002522	XP_019097151.1, XP_019084259.1, XP_010454974.1, XP_010495546.1, XP_019090030.1, XP_019100054.1, XP_019085726.1	jg6748, jg6704
OG0002523	XP_010455323.1, XP_010421832.1	jg7230, jg7227
OG0002523	XP_010456801.1, XP_010435943.1	jg7228
OG0002523	XP_010435933.1, XP_010455325.1	jg7231
OG0002524	XP_010440449.1	jg21560, jg21557, jg21559
OG0002524	XP_010460230.1, XP_019087844.1, XP_010444225.1, XP_010482548.1	jg21883
OG0002524	XP_019085985.1, XP_019095897.1, XP_019088322.1	jg11901
OG0002530	XP_010447694.1, XP_010432965.1, XP_010438154.1	jg9348
OG0002530	XP_010472397.1, XP_010417141.1, XP_010429354.1	jg16864
OG0002531	XP_010446394.1, XP_010436975.1, XP_010431828.1	jg8344
OG0002532	XP_010503276.1, XP_010514985.1, XP_010426101.1	jg14446, jg16552
OG0002533	XP_010426356.1, XP_010515180.1	jg14677
OG0002533	XP_010444244.1, XP_010484088.1	jg23318
OG0002534	XP_010503407.1, XP_010515104.1, XP_010426262.1	jg14593
OG0002534	XP_010503405.1, XP_010412621.1, XP_010426256.1	jg14594
OG0002535	XP_010513951.1, XP_010424990.1, XP_010502204.1	jg13008
OG0002536	XP_010509879.1, XP_010485677.1, XP_010463789.1	jg24168
OG0002536	XP_010453938.1, XP_010492697.1	jg5577
OG0002537	XP_010416592.1, XP_010428733.1, XP_010471825.1	jg3330
OG0002538	XP_010420326.1, XP_010453792.1, XP_010492530.1	jg5462
OG0002539	XP_010492443.1, XP_010453740.1, XP_010420267.1	jg5417
OG0002539	XP_010492444.2, XP_010453739.2, XP_010420269.2	jg5416
OG0002540	XP_010492404.1, XP_010420230.1, XP_010453700.1	jg5386
OG0002540	XP_010485458.1, XP_010458222.1, XP_010463617.1	jg24025
OG0002541	XP_010492306.1, XP_019090300.1, XP_019084635.1	jg5310
OG0002541	XP_010442314.1, XP_010482123.1	jg23955
OG0002542	XP_019097258.1, XP_010420089.1	jg5272
OG0002542	XP_010485396.1, XP_010435637.1, XP_010496290.1	jg23936
OG0002543	XP_010515839.1, XP_010426998.1	jg15280
OG0002543	XP_010509355.1, XP_010505309.1, XP_010516996.1	jg18877
OG0002544	XP_019084723.1	jg6513
OG0002545	XP_010444373.1, XP_010461750.1, XP_010484222.1	jg23441
OG0002545	XP_019090433.1, XP_010491585.1, XP_010424713.1	jg4773
OG0002546	XP_010444310.1, XP_010461109.1	jg23373
OG0002546	XP_010452903.1, XP_010423018.1, XP_010491543.1	jg4741
OG0002547	XP_010455954.1, XP_010422516.1, XP_010430531.1	jg7879
OG0002547	XP_010457342.1, XP_010481914.1, XP_010474957.1	jg28650
OG0002548	XP_010457360.1, XP_010474977.1, XP_010482174.1	jg28666
OG0002548	XP_010455902.1, XP_010422474.1, XP_010430941.1	jg7929
OG0002549	XP_010487754.1, XP_010457953.1, XP_010475526.1	jg29115
OG0002549	XP_019098662.1, XP_010470032.1, XP_010414467.1, XP_010510566.1	jg17867
OG0002550	XP_010510454.1, XP_019083055.1, XP_010414359.1, XP_010469928.1	jg17989
OG0002550	XP_010487275.1, XP_010457896.1, XP_010475479.1	jg29080
OG0002551	XP_010510286.1	jg18130
OG0002551	XP_010475407.1, XP_010457807.1, XP_010486434.1	jg29015
OG0002552	XP_010510018.1, XP_010413995.1, XP_010469586.1	jg18314
OG0002552	XP_010475189.1, XP_010484738.1	jg28851
OG0002553	XP_010457514.1, XP_019098820.1, XP_010475122.1	jg28780
OG0002554	XP_010457447.1, XP_010483122.1, XP_010475055.1	jg28732
OG0002554	XP_010441953.1, XP_010481796.1, XP_010494386.1	jg20806
OG0002555	XP_010481777.1, XP_010441947.1, XP_010494410.1	jg20785
OG0002555	XP_010482763.1, XP_010475024.1, XP_010457413.1	jg28712
OG0002556	XP_010413849.1, XP_010509871.1, XP_010469459.1	jg18450
OG0002556	XP_010460580.1, XP_010499305.1, XP_010478165.1	jg31330
OG0002557	XP_010469426.1, XP_010413808.1, XP_010509832.1	jg18483
OG0002557	XP_010478196.1, XP_010499343.1, XP_010460614.1	jg31351
OG0002558	XP_010516729.1, XP_010509606.1, XP_010505062.1	jg18677
OG0002558	XP_010499768.1, XP_010478643.1, XP_010461039.1	jg31862
OG0002559	XP_010503719.1, XP_010426592.1, XP_010515422.1	jg14918
OG0002559	XP_010484571.1, XP_010464758.1	jg23700
OG0002560	XP_010444534.1, XP_010484373.1	jg23549
OG0002561	XP_010484254.1, XP_010462888.1	jg23471
OG0002561	XP_010422939.1, XP_010491623.1	jg4796
OG0002563	XP_010444088.1, XP_010483953.1, XP_019093594.1	jg23194
OG0002563	XP_010503347.1, XP_010515053.1	jg14534
OG0002564	XP_010483934.1, XP_010458257.1, XP_010444072.1	jg23160
OG0002564	XP_010452677.1, XP_010491327.1, XP_010423239.1	jg4552
OG0002565	XP_010452716.1, XP_010423202.1, XP_010491366.1	jg4589
OG0002565	XP_010457583.1, XP_010443987.1, XP_010483845.1	jg23112
OG0002566	XP_010493575.1, XP_010454735.1, XP_010421253.1	jg6284
OG0002566	XP_010426437.1, XP_010515274.1	jg14768
OG0002567	XP_010425963.1, XP_010514873.1	jg14299
OG0002567	XP_010443834.1, XP_010456317.1, XP_010483683.1	jg22979
OG0002568	XP_010456164.1	jg22967
OG0002568	XP_010503176.1, XP_010425983.1, XP_010514887.1	jg14333
OG0002569	XP_010443792.1, XP_010455839.1	jg22940
OG0002569	XP_010514902.1, XP_010503191.1, XP_010426008.1	jg14362
OG0002570	XP_010515032.2, XP_010426160.1, XP_010503322.1	jg14504
OG0002570	XP_010454356.1, XP_010443637.1, XP_010483495.1	jg22804
OG0002571	XP_010459108.2, XP_010476660.2, XP_010497332.2	jg30058
OG0002571	XP_010453578.1, XP_010483420.1, XP_010443557.1	jg22739
OG0002572	XP_010430013.1, XP_010472990.1	jg3763
OG0002573	XP_010488388.1	jg26585
OG0002574	XP_010452079.1, XP_010443430.1	jg22645
OG0002574	XP_010433584.1, XP_010438827.1, XP_010448361.1	jg9877
OG0002575	XP_019101988.1, XP_010508330.1	jg19764
OG0002576	XP_019088064.1	jg22519
OG0002576	XP_019088447.1, XP_010476690.1, XP_010476665.1, XP_010483117.1	jg22518
OG0002577	XP_010482985.1, XP_010443167.1, XP_010449578.1	jg22371
OG0002577	XP_010482992.1, XP_010449646.1, XP_010443176.1	jg22377
OG0002578	XP_010449037.2, XP_010496761.1, XP_010435383.1, XP_010440678.1	jg11858
OG0002579	XP_010424662.2, XP_019090418.1, XP_019085110.1	jg7987
OG0002579	XP_010422610.1	jg7986
OG0002580	XP_010452637.1, XP_010491276.1, XP_010423286.1	jg4515
OG0002580	XP_010498688.1, XP_010464964.1, XP_010486910.1	jg25176
OG0002581	XP_019102408.1, XP_010504660.1, XP_010427606.1	jg15746
OG0002582	XP_010486672.1, XP_010494590.1, XP_010464736.1	jg25000
OG0002582	XP_010452377.1, XP_010490998.1, XP_010423539.1	jg4225
OG0002583	XP_010490920.1, XP_010452312.1, XP_010423621.1	jg4163
OG0002583	XP_010468092.2, XP_010486629.1	jg24962
OG0002584	XP_010466717.1, XP_010464511.1, XP_010486441.1	jg24807
OG0002584	XP_010451983.1, XP_010490562.1	jg3870
OG0002585	XP_010425438.1, XP_010502660.1, XP_010514385.1	jg13403
OG0002585	XP_010436039.1, XP_010441262.1, XP_010450578.1	jg12721
OG0002586	XP_010476639.1, XP_010459086.1	jg30035
OG0002586	XP_010472954.1, XP_010417730.1, XP_010429987.1	jg3744
OG0002587	XP_010417490.1, XP_010429721.1, XP_010472716.1	jg3564
OG0002587	XP_010417491.1, XP_010429723.1, XP_010472717.1	jg3565
OG0002588	XP_010416574.1, XP_010428719.1, XP_010471807.1	jg3316
OG0002588	XP_010498547.1	jg30639
OG0002589	XP_010416560.1, XP_010428700.1	jg3302
OG0002590	XP_010471776.1, XP_010428680.1, XP_010416537.1	jg3286
OG0002590	XP_010459740.1, XP_010498488.1, XP_010477299.1	jg30594
OG0002591	XP_010498467.1, XP_010477267.1, XP_010459715.1	jg30559
OG0002592	XP_010477252.1, XP_010498455.1, XP_010459703.1	jg30548
OG0002592	XP_019094167.1, XP_010428646.1, XP_010416506.1	jg3254
OG0002593	XP_010456743.1, XP_010421563.1, XP_010495535.1	jg6607
OG0002594	XP_010419317.1, XP_010431599.1, XP_010474441.1	jg16977
OG0002594	XP_010474440.1	jg16976
OG0002595	XP_010422738.2, XP_010456178.1	jg8154
OG0002595	XP_010480149.1, XP_010462475.1, XP_010462458.1, XP_010450608.1, XP_010501244.1, XP_010480173.1	jg33801
OG0002596	XP_010501084.1, XP_010480004.1	jg33645
OG0002596	XP_010465284.1, XP_010501576.1	jg25410
OG0002597	XP_010479995.1, XP_010462316.1, XP_010501075.1	jg33643
OG0002597	XP_010465287.1, XP_010501595.1	jg25414
OG0002598	XP_010502012.1, XP_010462305.1, XP_010479982.1, XP_010479981.1, XP_010501063.1, XP_010462304.1	jg33628
OG0002599	XP_010501047.1, XP_010462291.1, XP_010479964.1, XP_010501832.1, XP_010465321.1, XP_010487228.1	jg25441, jg33613
OG0002600	XP_010515751.1, XP_010426898.1, XP_010504022.1	jg15200
OG0002600	XP_010509490.1, XP_010505161.1	jg18762
OG0002601	XP_010466730.1, XP_010488450.1, XP_010512813.1	jg26636
OG0002601	XP_010450105.1, XP_010435185.1	jg11378
OG0002602	XP_010450002.1	jg11281
OG0002602	XP_010488315.1, XP_010466574.1, XP_010511734.1	jg26516
OG0002603	XP_010434953.1, XP_010434494.1, XP_010440288.1, XP_010434952.1, XP_010434517.1	jg11152
OG0002604	XP_019085001.1, XP_019083361.1, XP_010471527.1	jg3088
OG0002605	XP_010499108.1, XP_010477925.1	jg31168
OG0002605	XP_010415473.1, XP_010470803.1, XP_010511851.1	jg2419
OG0002606	XP_010470826.1, XP_010415495.1	jg2439
OG0002606	XP_010460352.1, XP_010499096.1, XP_010477909.1	jg31157
OG0002607	XP_010509782.1	jg18522
OG0002607	XP_010436493.1, XP_010455259.1	jg7065
OG0002608	XP_019097192.1, XP_010441817.1, XP_010481699.1	jg20646
OG0002608	XP_010439634.1, XP_010434346.1, XP_010449275.1	jg10576
OG0002609	XP_010507479.1, XP_010487842.1, XP_019092795.1	jg26053
OG0002609	XP_010500508.1	jg33084
OG0002610	XP_010461861.1, XP_010478437.1, XP_010500564.1	jg33145
OG0002610	XP_010500563.1, XP_010461859.1, XP_010478438.1	jg33144
OG0002611	XP_010479549.1, XP_010461931.1	jg33220
OG0002612	XP_010465518.1, XP_010503044.1	jg25593
OG0002612	XP_010479817.1, XP_010500914.1, XP_010462144.1	jg33486
OG0002613	XP_010462145.1, XP_010479818.1, XP_010500917.1	jg33488
OG0002614	XP_010465517.1, XP_010503033.1, XP_010487373.1	jg25587
OG0002615	XP_010502824.1, XP_019102251.1	jg13593, jg13592
OG0002616	XP_019101902.1, XP_010426630.1	jg14975
OG0002616	XP_010515474.1, XP_010503767.1	jg14973, jg14972
OG0002617	XP_010488908.1, XP_010467255.1, XP_010517675.1	jg27502
OG0002618	XP_010516877.1, XP_010489197.1, XP_010467354.1	jg27671
OG0002618	XP_010432405.1, XP_010447067.1	jg8902
OG0002619	XP_010489233.1, XP_010516505.1, XP_010467392.1	jg27753
OG0002619	XP_019092559.1, XP_010487524.1, XP_010504467.1	jg25731
OG0002620	XP_010516138.1, XP_010467407.1, XP_010489265.1	jg27774
OG0002620	XP_010437533.1, XP_010447004.1, XP_010432345.1	jg8851
OG0002621	XP_019096207.1, XP_010467415.1	jg27780
OG0002621	XP_010437523.1, XP_010432340.1, XP_010446981.1	jg8846
OG0002623	XP_010455538.1, XP_010435073.1, XP_010422086.1	jg7498
OG0002623	XP_010455537.1, XP_019089752.1, XP_010422085.1	jg7499
OG0002624	XP_010413200.1, XP_010512713.1	jg16379
OG0002624	XP_010497018.1	jg20229
OG0002625	XP_010413408.1, XP_010469075.1	jg16197
OG0002625	XP_010508088.1, XP_010506577.1, XP_010518240.1	jg19994
OG0002626	XP_010469264.1, XP_010512267.1	jg16031
OG0002626	XP_010506289.1	jg19732
OG0002627	XP_010506024.1, XP_010517730.1, XP_010508610.1	jg19518
OG0002628	XP_010427666.1, XP_010504718.1, XP_010516414.1, XP_010516413.1	jg15801
OG0002629	XP_010516346.1, XP_010427605.1	jg15747
OG0002629	XP_010517655.1	jg19446
OG0002630	XP_010508868.1, XP_019100546.1, XP_010517462.1	jg19299
OG0002631	XP_010504364.1, XP_010516079.1, XP_010427279.1	jg15456
OG0002631	XP_010509021.1, XP_010505609.1, XP_010517284.1	jg19113, jg19155
OG0002632	XP_010488421.1, XP_010466699.1	jg26603
OG0002632	XP_010488417.1, XP_010466696.1	jg26604
OG0002633	XP_010505378.1, XP_010509270.1, XP_010517058.1	jg18949
OG0002633	XP_010515899.1, XP_010504174.1, XP_010427053.1	jg15327
OG0002634	XP_010448085.1, XP_010433323.1, XP_010438561.1	jg9670
OG0002634	XP_010482752.1	jg22073
OG0002635	XP_019092308.1, XP_019098877.1, XP_019096463.1	jg26998
OG0002635	XP_010440761.1, XP_010450412.1, XP_010435463.1	jg11969
OG0002636	XP_010440990.1, XP_010450885.1	jg12406
OG0002636	XP_010511640.1, XP_010470624.1, XP_010415289.1	jg2246
OG0002637	XP_010433097.1, XP_010438301.1, XP_010447854.1	jg9492
OG0002637	XP_010489137.1, XP_010495940.1, XP_010416758.1	jg28167
OG0002638	XP_010517307.1, XP_010509003.1	jg19176
OG0002638	XP_010517306.1, XP_010509004.1, XP_010505631.1	jg19175
OG0002639	XP_010477979.1, XP_010499140.1, XP_010460409.1	jg13035, jg31201
OG0002640	XP_010474703.1, XP_010457168.1, XP_010480608.1	jg28510
OG0002641	XP_019089400.1, XP_019098474.1, XP_019086500.1, XP_019087999.1	jg1110, jg8358
OG0002641	XP_010429021.1, XP_010472103.1, XP_010416865.1	jg16536
OG0002642	XP_010446447.1, XP_010437021.1, XP_010431881.1	jg8388
OG0002642	XP_010416906.1, XP_010429071.1	jg16572
OG0002643	XP_010455444.1, XP_010421963.1, XP_010437085.1	jg7395
OG0002643	XP_010499848.1, XP_010461122.1	jg31956
OG0002644	XP_010467755.1	jg28324
OG0002644	XP_010433258.2, XP_019089621.1	jg9623
OG0002645	XP_010512352.1, XP_010413570.1, XP_010473820.1, XP_010497461.1	jg16092
OG0002645	XP_019101992.1, XP_010506428.1, XP_010508233.1	jg19853
OG0002646	XP_010508403.1, XP_010517931.1, XP_010506247.1	jg19693
OG0002646	XP_010506250.1, XP_010508401.1, XP_010517934.1, XP_019082369.1	jg19697
OG0002647	XP_010492819.1, XP_010420560.1, XP_010454042.1	jg5659
OG0002647	XP_010463860.1, XP_010485757.1, XP_010515953.1	jg24249
OG0002648	XP_010445248.1, XP_010464272.1, XP_010486213.1	jg24633
OG0002648	XP_010442377.2, XP_010482197.1, XP_010440281.1	jg21539
OG0002649	XP_010464571.1, XP_010486495.1, XP_010471389.1	jg24853
OG0002649	XP_010490625.1	jg3940
OG0002650	XP_010486511.1, XP_019098423.1, XP_010472857.1, XP_010464589.1	jg24869
OG0002650	XP_010486510.1, XP_010472663.1, XP_010464588.1	jg24867, jg24868
OG0002651	XP_010486830.1, XP_010464879.1, XP_010497542.1	jg25114
