Orthogroup	Camelina_sativa	Cochlearia_excelsa
OG0000985	XP_010417849.1, XP_010473094.1, XP_010510821.1	g40140
OG0000985	XP_010488063.1, XP_010466283.1, XP_010509323.1	g11898
OG0000986	XP_010469715.1, XP_010414116.1	g51255
OG0000987	XP_010442763.1, XP_010482597.1, XP_010444761.1	g28366, g41220
OG0000988	XP_010448286.1, XP_010433515.1, XP_010438770.1, XP_010448283.1	g23707, g23706
OG0000988	XP_019094774.1	g6589
OG0000989	XP_010505948.1, XP_010508696.1, XP_010517653.1	g38167, g37399
OG0000990	XP_019087190.1, XP_010457018.1	g432
OG0000990	XP_019095673.1, XP_010446227.2, XP_019086951.1	g9918
OG0000991	XP_010436677.1, XP_010445338.1, XP_010467380.1, XP_019097867.1, XP_019099129.1, XP_019089512.1, XP_010489406.1	g22654
OG0000992	XP_019097790.1, XP_019090268.1, XP_019084486.1	g5587
OG0000993	XP_010472453.1, XP_010464586.1, XP_010486508.1	g7494
OG0000994	XP_010476676.1, XP_010497407.1, XP_010459116.1	g49952
OG0000994	XP_010429933.1, XP_010472902.1, XP_010419388.1	g46568
OG0000995	XP_019097663.1, XP_019097766.1, XP_010463141.1, XP_010478924.1	g27907
OG0000995	XP_010511814.1, XP_010470769.1	g44850
OG0000996	XP_019101867.1, XP_010507222.1, XP_010431031.1	g2912, g2937, g2933
OG0000997	XP_010511869.1, XP_010511868.1, XP_010474207.1, XP_010415488.1, XP_010489374.1, XP_019092463.1, XP_010514996.1	g32197
OG0000998	XP_010467572.1, XP_010413527.1, XP_019098804.1, XP_010490390.1	g6045
OG0000998	XP_010437402.1, XP_010432212.1, XP_010446860.1	g22964, g47945
OG0001001	XP_010516861.1, XP_010509475.1, XP_010505186.1	g37165
OG0001001	XP_010515769.1, XP_010504040.1, XP_010426922.1	g2397
OG0001002	XP_010488338.1, XP_010511996.1, XP_010466597.1	g6557
OG0001002	XP_010435107.1, XP_010440445.1, XP_010450022.1	g47060
OG0001003	XP_010435691.1	g25184, g16220
OG0001003	XP_010451721.1	g46773
OG0001004	XP_010442266.1, XP_010493661.1, XP_010482092.1, XP_010493660.1, XP_010442263.1, XP_019095522.1	g10270
OG0001005	XP_010494852.1, XP_010441556.1, XP_010481423.1	g40644, g10924
OG0001005	XP_010449541.1, XP_010439927.1, XP_010434604.1	g47245
OG0001006	XP_019097218.1	g13764, g24824, g52713, g28394
OG0001007	XP_010434225.1, XP_010439508.1, XP_010449110.1	g17365, g24033
OG0001007	XP_010431492.1, XP_010422420.1, XP_010455859.1	g25539
OG0001009	XP_010427314.1, XP_010504397.1, XP_010516112.1	g2210
OG0001010	XP_010438310.1, XP_010447865.1, XP_010433106.1	g23477
OG0001010	XP_010416663.1, XP_010495948.1, XP_010489131.1	g13896
OG0001011	XP_019084663.1, XP_019084657.1, XP_019097711.1, XP_019090035.1, XP_019098728.1	g10114, g4838, g18527
OG0001011	XP_010417898.1, XP_010486063.1, XP_010433011.1, XP_010464141.1	g12522
OG0001012	XP_010448094.1, XP_010438569.1, XP_010433330.1	g47639
OG0001013	XP_010496738.1, XP_010420684.1	g41449
OG0001013	XP_019092861.1, XP_019097033.1, XP_019100237.1	g7660, g12501
OG0001014	XP_010449951.1	g24465
OG0001014	XP_010511939.1, XP_010466591.1	g17661
OG0001015	XP_010467916.1	g5942
OG0001015	XP_010467913.1, XP_010489122.1, XP_010416585.1	g5941
OG0001016	XP_019101544.1, XP_010480241.1, XP_010414978.1, XP_010511274.1, XP_010511272.1, XP_010418940.1	g27062
OG0001017	XP_010477606.1, XP_010498822.1, XP_010460098.1	g32060
OG0001017	XP_019095499.1, XP_019083649.1, XP_010430242.1, XP_019093416.1, XP_019093415.1	g44683
OG0001018	XP_010437507.1, XP_010432314.1, XP_010446964.1, XP_010446976.1	g47909, g47910
OG0001019	XP_010431710.1, XP_010507763.1, XP_010413078.1, XP_010474539.1, XP_010419416.1, XP_010489970.1, XP_010497145.1, XP_019101983.1, XP_010413074.1, XP_010507754.1, XP_010473812.1	g37254
OG0001022	XP_010456858.1, XP_010424232.1	g43676
OG0001022	XP_019092343.1, XP_019092342.1	g53581
OG0001030	XP_010475193.1	g22459
OG0001030	XP_010480567.1	g37046
OG0001031	XP_010420108.1, XP_010453588.1, XP_010492275.1	g45664
OG0001031	XP_010453672.1, XP_010492370.1, XP_010420192.1, XP_010505856.1	g13606
OG0001032	XP_010456484.1, XP_010491804.1, XP_010419664.1	g29459
OG0001032	XP_010493781.1, XP_010454851.1, XP_010421380.1	g10052
OG0001033	XP_010414300.1, XP_010469889.1, XP_010510403.1	g39943
OG0001034	XP_010414008.1, XP_010469606.1, XP_010510035.1	g39793
OG0001034	XP_010484858.1, XP_010457609.1, XP_010475210.1	g26954
OG0001035	XP_010429048.1, XP_010429041.1, XP_010416888.1	g14026, g38532
OG0001036	XP_019095986.1, XP_010513574.1, XP_010513573.1, XP_019091102.1, XP_010480918.1, XP_010480919.1, XP_010480901.1, XP_010501794.1, XP_010463147.1, XP_010474126.1, XP_010418992.1, XP_010499514.1, XP_010478370.1, XP_010460774.1	g32424
OG0001037	XP_010472267.1, XP_010417031.1, XP_010429206.1	g36926
OG0001037	XP_010412879.1, XP_010505017.1, XP_010516686.1, XP_010509646.1	g22456, g3733, g22455
OG0001038	XP_010514596.1, XP_010502879.1, XP_010425659.1	g10400
OG0001038	XP_010425663.1, XP_019099622.1, XP_019100119.1, XP_010514600.1	g16485
OG0001039	XP_010454707.1, XP_010421228.1, XP_010454708.1, XP_010493554.1, XP_010421231.1, XP_010421226.1, XP_010454706.1, XP_010493555.1	g18572
OG0001040	XP_010472179.1	g36956
OG0001042	XP_010515218.1, XP_010503529.1, XP_010426385.1	g2682, g19439
OG0001042	XP_019088042.1, XP_010442575.1, XP_010482409.1	g1352
OG0001043	XP_010423529.1, XP_010491014.1	g45573, g17845
OG0001044	XP_010484714.1, XP_010486658.1, XP_010468099.1, XP_010468098.2	g13098
OG0001044	XP_010423586.1, XP_010452334.1, XP_010490947.1	g29792, g5691
OG0001045	XP_010416695.1, XP_010428829.1, XP_010471945.1	g46369
OG0001045	XP_010477422.1, XP_010498632.1, XP_010459897.1	g27495, g50209
OG0001046	XP_010459795.1, XP_010498556.2, XP_010477361.1	g50165, g31961
OG0001046	XP_010416580.1, XP_010428724.1, XP_010471815.1	g46291
OG0001047	XP_010477222.1, XP_010459677.1, XP_010498425.1	g50115
OG0001047	XP_010428612.1, XP_010416471.1, XP_010471704.1	g46230
OG0001048	XP_010508534.1, XP_010517814.1, XP_010508535.1, XP_010506111.1	g44964, g37057
OG0001049	XP_010462290.1, XP_010501046.1, XP_010479962.1	g36667, g11243
OG0001049	XP_010487229.1, XP_010501837.1, XP_010465322.1	g12188, g7168
OG0001050	XP_010429565.1, XP_019083499.1, XP_010472575.1	g24719, g25061, g25043, g25034, g25068, g25041, g25066, g25048, g36889
OG0001052	XP_010441660.1, XP_010481521.1, XP_010494740.1	g10964
OG0001052	XP_010496255.1, XP_010439832.1	g24176, g17469
OG0001053	XP_010465537.1, XP_010503256.1, XP_010487394.1, XP_010421709.1	g12118
OG0001053	XP_019099513.1	g13240, g12117
OG0001054	XP_010516149.1, XP_010489260.1, XP_010467405.1	g6121
OG0001054	XP_010447005.1, XP_010432347.1, XP_010437532.1	g23035
OG0001055	XP_019094885.1, XP_019097970.1, XP_010463045.1, XP_019091514.1	g1972
OG0001056	XP_010504408.1, XP_010516124.1, XP_010427324.1	g2194
OG0001056	XP_010505648.1, XP_010517323.1, XP_010508990.1	g37327, g51789
OG0001057	XP_010441086.1, XP_010450776.1, XP_010435855.1, XP_010466965.1, XP_010488654.1, XP_010514215.1	g11661, g6390
OG0001058	XP_010442088.1, XP_010438658.1, XP_010433406.1, XP_010448177.1, XP_019097262.1, XP_010481915.1	g17104, g23657
OG0001058	XP_010489035.1, XP_010467817.1	g5968
OG0001059	XP_010498291.1	g13128, g12299
OG0001060	XP_010471264.1, XP_010415982.1, XP_010428118.2	g44609, g45995
OG0001061	XP_010414491.2, XP_010513274.1	g47040, g44040
OG0001061	XP_010518578.1, XP_019093733.1, XP_019093670.1, XP_019092504.1, XP_010486064.1	g7688
OG0001062	XP_019096900.1, XP_010465756.1, XP_019092707.1, XP_010487601.1, XP_010489887.1, XP_010468232.1	g6955
OG0001063	XP_010488201.1, XP_010488203.1, XP_010510623.1, XP_010510614.1, XP_019096423.1, XP_010488200.1, XP_010510612.1, XP_010466437.1, XP_019089958.1, XP_010430963.1, XP_010466442.1, XP_010510647.1, XP_010420749.2, XP_010488204.1, XP_010490086.1	g11856
OG0001064	XP_019093527.1, XP_010415181.1, XP_010511463.1, XP_019094621.1, XP_010415012.1, XP_010511306.1	g44988
OG0001065	XP_010426564.1, XP_010419541.1, XP_010456322.1	g25341
OG0001065	XP_010508183.1, XP_010506472.1	g37594
OG0001066	XP_019094205.1, XP_010495771.1, XP_010458894.1	g25931, g31501
OG0001066	XP_010495763.1, XP_010458888.1, XP_010476442.1	g31500
OG0001067	XP_010415746.1, XP_010427840.1, XP_010471058.1	g50285, g44694
OG0001068	XP_010422526.1	g30656
OG0001069	XP_010430204.1, XP_010473402.1, XP_010418157.1	g38261
OG0001069	XP_010418158.1, XP_010430203.1	g44203
OG0001069	XP_019083643.1, XP_019093851.1	g40938
OG0001070	XP_019097244.1, XP_010481693.1	g40496
OG0001070	XP_019097491.1	g40498
OG0001071	XP_010479360.1, XP_010461763.1, XP_010500468.1	g54120, g54121
OG0001076	XP_010470626.1, XP_010468187.1	g13268
OG0001076	XP_019090399.1, XP_010495270.1, XP_010424159.1	g18040
OG0001077	XP_010450945.1, XP_010440924.1, XP_010435726.1	g18113
OG0001078	XP_010455020.1, XP_019090609.1, XP_019089078.1	g25495
OG0001079	XP_010515990.1, XP_010427161.1, XP_010504266.1	g19149
OG0001081	XP_010416449.1, XP_010428584.1, XP_010471672.1	g46220
OG0001081	XP_010498406.1, XP_010477209.1, XP_019091345.1	g31883
OG0001083	XP_019101018.1, XP_010418690.1	g51302
OG0001085	XP_019086804.1, XP_019088562.1, XP_010449482.1	g24168
OG0001085	XP_010488556.2, XP_019085305.1, XP_019092801.1	g11721
OG0001086	XP_010435212.1, XP_010450146.1, XP_010450125.1	g17809
OG0001086	XP_010512939.1, XP_010466740.1, XP_010488460.1	g6503
OG0001087	XP_010487538.1, XP_010504613.1, XP_010465696.1	g6997
OG0001088	XP_019085108.1	g50944
OG0001088	XP_019085107.1, XP_019093033.1, XP_010417075.2, XP_019085103.1, XP_019093864.1	g38442
OG0001089	XP_010502856.1, XP_010425638.1, XP_010514564.1, XP_010430850.2	g45549
OG0001090	XP_010425410.1, XP_019101816.1, XP_010502627.1, XP_010425409.1, XP_010514350.1, XP_010502630.1, XP_010425411.1, XP_010514353.2, XP_010425405.1, XP_010502632.1, XP_010514347.1	g16608
OG0001091	XP_010470995.1	g27567
OG0001092	XP_010494626.1, XP_010495706.1	g11001
OG0001094	XP_010487409.1, XP_010465552.1, XP_010503362.1, XP_010465551.1, XP_010487408.1	g13245
OG0001094	XP_010500869.1, XP_010462105.1, XP_010479774.1	g36579
OG0001095	XP_010439890.1, XP_019082301.1	g47259
OG0001095	XP_010412989.1, XP_019088219.1	g17489, g17488
OG0001096	XP_010458260.1, XP_010475804.1, XP_010490215.1	g31204, g49695, g27093
OG0001096	XP_010511351.1, XP_010470318.1	g41079
OG0001098	XP_010509364.1, XP_010516981.1, XP_010505299.1	g38065, g51631
OG0001098	XP_010515836.1, XP_010504108.1, XP_010426996.1	g2349, g19195
OG0001099	XP_010490110.2, XP_010466843.1, XP_010513421.1	g13512
OG0001099	XP_010513600.1, XP_010466870.1, XP_010488565.1	g11711
OG0001100	XP_010425898.1	g25870
OG0001101	XP_010506004.1, XP_019100998.1, XP_019100579.1	g51963
OG0001102	XP_010432328.1, XP_010455777.1, XP_019089378.1, XP_010422297.1	g40451
OG0001103	XP_010421531.1, XP_010455024.1, XP_010493927.1	g4833
OG0001103	XP_010486058.1, XP_010464137.1, XP_010432712.1	g12903, g12524
OG0001104	XP_010464020.1, XP_019096696.1, XP_010464019.1, XP_010423468.1, XP_010485912.1	g7717
OG0001104	XP_010485885.1, XP_010420622.1	g7727
OG0001105	XP_010464239.1, XP_010486178.1, XP_010442460.1	g7634
OG0001106	XP_010464721.1, XP_010484887.1, XP_010486661.1, XP_010464724.1, XP_010486659.1, XP_010484822.1	g12371, g12372, g7430, g13099
OG0001107	XP_010500433.1, XP_010461727.1, XP_010479318.1	g54107, g36368, g28089, g25571, g23449
OG0001107	XP_010489916.1, XP_010507028.1, XP_010465970.1	g6862
OG0001108	XP_019086320.1, XP_010473026.1, XP_010473038.1, XP_010494163.1, XP_019094901.1	g43687, g43860
OG0001111	XP_010461648.1, XP_010500356.1, XP_010479252.1	g36304
OG0001111	XP_010505557.1, XP_010465805.1, XP_010487644.1	g6935
OG0001112	XP_010434708.1, XP_010440047.1	g24289, g17556
OG0001112	XP_010446870.1, XP_019086864.1	g47940, g22966
OG0001113	XP_019096431.1, XP_010468374.1, XP_019083237.1	g32072, g12625, g39324
OG0001115	XP_010426537.1, XP_010426532.1, XP_010426536.1, XP_010426534.1, XP_010426535.1, XP_010426533.1, XP_019095848.1, XP_019097716.1, XP_019095564.1, XP_010441761.1	g24581, g35924, g40550, g45129, g2969, g46849
OG0001116	XP_010482777.1, XP_010482798.1, XP_010442946.1, XP_010442964.1, XP_010482827.1, XP_010446635.1, XP_010446357.1, XP_010446646.1, XP_010446004.1, XP_019091570.1, XP_010442994.1, XP_010482799.1, XP_010442965.1	g39443, g41757, g39431, g41755
OG0001117	XP_019098368.1	g42802, g48207, g3870, g20102, g9375, g8276, g52335, g20502, g52398, g48399, g30112, g49116, g22116, g21326, g21881, g21332, g20283, g15705, g52777, g33691, g42507, g30113, g43040, g30646, g9050, g49082, g21015, g8275, g42523, g34612, g3876, g38867, g20535, g52399, g29884, g29875, g8676, g21876, g48136, g20501, g30111, g21238, g21021, g3908, g48212, g48090, g48427, g48484, g9149, g21229, g20719, g15682, g48459
OG0001120	XP_019093224.1, XP_019093223.1, XP_010414021.1, XP_019101358.1	g51295
OG0001120	XP_010510075.1, XP_019093820.1, XP_010414022.1	g39786
OG0001121	XP_010492095.1, XP_010419921.1, XP_010453416.1, XP_010492093.1, XP_010419920.1, XP_010453415.1	g5271, g29355, g45622, g5272
OG0001122	XP_019087950.1, XP_010463405.1	g144
OG0001123	XP_010453069.1, XP_010491713.1, XP_010422840.1	g45539, g29498
OG0001123	XP_010484367.1, XP_010444527.1, XP_010497733.2, XP_010463089.1	g9715
OG0001125	XP_010469519.1, XP_010469520.1, XP_019101338.1, XP_010413919.1	g37952
OG0001127	XP_010478242.1, XP_010499397.1, XP_010460659.1, XP_010478243.2	g27668, g27669
OG0001128	XP_010470775.1, XP_010415446.1, XP_010511819.1	g44848
OG0001129	XP_010480892.1, XP_019091502.1, XP_010499694.1	g45025, g32527
OG0001129	XP_010516745.1, XP_010412885.1, XP_010507561.1, XP_010513038.1	g51533
OG0001131	XP_010433432.1, XP_010438689.1, XP_010448204.1	g47606
OG0001131	XP_010449187.1, XP_010443127.1, XP_010482938.1	g1001
OG0001132	XP_010464732.1, XP_010489752.1, XP_010485735.1	g12368
OG0001132	XP_010423566.1, XP_010490968.1, XP_010452352.1	g5680
OG0001133	XP_010490871.1, XP_010423661.1, XP_010452275.1	g29819
OG0001133	XP_010456386.1, XP_010424789.1, XP_010495061.1	g45372
OG0001134	XP_010452201.1, XP_019084555.1, XP_010490798.1	g5744, g45348
OG0001136	XP_010441350.1, XP_010436127.1, XP_010447957.1	g16772
OG0001136	XP_019091706.1	g32737, g52865
OG0001137	XP_010429881.1, XP_010417648.1, XP_010472850.1	g44303
OG0001138	XP_010474500.1, XP_010417546.1, XP_010472770.1	g44329
OG0001139	XP_010429746.1, XP_010417495.1	g46483
OG0001139	XP_010498020.1, XP_010476824.1, XP_010459243.1	g49982
OG0001140	XP_010416589.1, XP_010471823.1, XP_010428729.1	g44389
OG0001140	XP_010428728.1, XP_010471819.1, XP_010416584.1	g44390
OG0001141	XP_010513966.1, XP_010495967.1, XP_010502224.1	g10732
OG0001141	XP_019098995.1, XP_010476515.1, XP_019090749.1	g31536
OG0001142	XP_010498819.1, XP_010460095.1, XP_010477602.1	g27544
OG0001142	XP_010427873.1, XP_010415769.1, XP_010415768.1, XP_010471082.1	g45881
OG0001143	XP_010459627.1, XP_010477175.1, XP_010498378.1	g31862, g50091
OG0001143	XP_010428538.1, XP_010471635.1, XP_010416397.1	g46192
OG0001144	XP_010501160.1, XP_010480085.1, XP_010462402.1, XP_010501165.1, XP_010480087.1	g36717
OG0001144	XP_010465186.1, XP_010487103.1	g7236
OG0001145	XP_010416115.1, XP_010428234.1, XP_010471382.1	g46054
OG0001145	XP_010459403.1, XP_010498162.1, XP_010476951.1	g50019, g31737
OG0001146	XP_010489020.1	g13849
OG0001146	XP_010415583.1, XP_010415562.1, XP_010489021.1, XP_010467801.1	g51025
OG0001146	XP_010433214.1, XP_010447974.1, XP_010438448.1	g47674
OG0001148	XP_010503010.1, XP_010514683.1, XP_010425778.1	g10319
OG0001148	XP_019086335.1, XP_010445624.1, XP_010496568.1	g46920
OG0001149	XP_010494825.1, XP_010481452.1, XP_010441580.1	g24213, g17494
OG0001150	XP_010418586.1, XP_010469106.1, XP_010512520.1	g1835
OG0001150	XP_010518301.1, XP_010506631.1, XP_010508039.1, XP_010497474.1	g37654
OG0001151	XP_010518124.1, XP_010508210.1, XP_010506448.1	g52233, g37585
OG0001151	XP_010512387.1, XP_010469165.1, XP_010413542.1	g1906
OG0001153	XP_010516237.1, XP_010504531.1, XP_010431397.1	g19032
OG0001153	XP_010508846.1, XP_010517493.1, XP_010505802.1	g51912
OG0001154	XP_010472158.1, XP_010429083.1, XP_010416918.1	g50876
OG0001155	XP_019092313.1, XP_019089135.1, XP_010446204.1, XP_010484974.1, XP_010495365.1, XP_010484957.1, XP_010481010.1, XP_010495508.1, XP_010467704.1, XP_010473988.1, XP_010446068.1, XP_010468754.1, XP_010470240.1, XP_010513650.1, XP_010481071.1, XP_010431227.1, XP_010424528.1, XP_019100822.1, XP_010425856.1, XP_010480936.1, XP_010474145.1	g24935
OG0001155	XP_010445875.1	g42765, g53713
OG0001156	XP_010485880.1, XP_010420118.1, XP_010463979.1	g7735, g12579, g12582
OG0001157	XP_019082431.1, XP_010507976.1	g37691
OG0001157	XP_010507977.1	g37690
OG0001157	XP_010512820.1	g37689
OG0001158	XP_010426116.1	g19517
OG0001158	XP_019085508.1, XP_010503265.1, XP_010514976.1	g2829, g2861, g2846, g2842, g53545, g2828, g2860, g2824
OG0001160	XP_010492820.1, XP_010454044.1	g4934, g41480
OG0001161	XP_010476339.1, XP_010458793.1, XP_010495303.1	g31457
OG0001161	XP_010518444.1, XP_010485781.1, XP_010463885.1	g12610
OG0001162	XP_010458650.1, XP_010493951.1, XP_010476187.1	g31371, g49813
OG0001162	XP_010418267.1, XP_010430328.1, XP_010473488.1	g44235
OG0001163	XP_010476528.1, XP_010458912.1, XP_010476471.1	g27261
OG0001163	XP_010462697.1, XP_010476473.2	g31511, g2886
OG0001164	XP_010416721.1, XP_010428849.1, XP_010471961.1	g46377
OG0001164	XP_010477441.1, XP_010459915.1, XP_010498650.1	g27506, g32015
OG0001166	XP_010479305.1, XP_010500416.1, XP_010461704.1	g36357
OG0001168	XP_010447048.1, XP_010432389.1	g47885, g23067
OG0001168	XP_010437577.1, XP_010432387.1, XP_010447047.1	g18215
OG0001169	XP_010437764.1, XP_010432564.1, XP_010447243.1	g23182, g18153
OG0001169	XP_010488867.1, XP_010467203.1	g6220
OG0001170	XP_010490773.1, XP_010423780.1, XP_010452166.1	g5760
OG0001170	XP_010435535.1, XP_010455509.1, XP_010422048.1	g36049, g3813, g25749
OG0001171	XP_010474430.1, XP_010417130.1, XP_010472383.1, XP_010482005.1, XP_010493600.1, XP_010493543.1, XP_010442150.1, XP_019088066.1, XP_010450932.1, XP_010435730.1	g50765, g3256
OG0001171	XP_010433032.1, XP_010438224.1, XP_010447774.1	g47728
OG0001174	XP_010434020.1, XP_010422148.1, XP_010455611.1	g40387, g25674
OG0001174	XP_010439264.1	g47447, g23931
OG0001175	XP_010420253.1, XP_010453727.1, XP_010492428.1	g45708, g29218
OG0001175	XP_010470619.1, XP_010463632.1, XP_010485469.1	g12687
OG0001176	XP_010485466.1, XP_010463624.1, XP_010464948.1	g7885
OG0001176	XP_010420248.1, XP_010453715.1, XP_010492420.1	g29235
OG0001177	XP_010491975.1, XP_010419806.1	g45586
OG0001177	XP_010420737.1, XP_010454209.1, XP_010492994.1	g41427, g650
OG0001178	XP_010491641.1, XP_019097624.1, XP_010422916.1, XP_010453009.1, XP_010484283.1, XP_010462651.1, XP_010444441.1	g29536
OG0001179	XP_010484240.1, XP_010461972.1, XP_010444392.1	g9755
OG0001180	XP_010513044.1, XP_010513148.1, XP_010510160.1, XP_010473913.1, XP_019082537.1, XP_010473914.1	g51265
OG0001183	XP_019093481.1, XP_010413763.1, XP_019101321.1, XP_010460714.1, XP_019094469.1, XP_019099266.1	g32401
OG0001184	XP_010509592.1, XP_010505067.1, XP_010516737.1	g51531
OG0001184	XP_010461012.1, XP_010478610.1, XP_019099334.1	g50616
OG0001185	XP_010484425.1, XP_010463583.1, XP_010444599.1	g123
OG0001186	XP_010454652.1, XP_010421173.1, XP_010493487.1	g499
OG0001186	XP_010503515.1, XP_010426372.1	g19430, g2696
OG0001189	XP_010470630.1, XP_010511646.1	g18038
OG0001190	XP_010438593.1, XP_010448111.1, XP_010433349.1	g17081
OG0001190	XP_010442984.1, XP_010482818.1	g28452
OG0001191	XP_010442991.1, XP_010482824.1, XP_010446534.1	g39433, g28457
OG0001192	XP_010416527.1, XP_010471765.1, XP_010428667.1	g46253
OG0001192	XP_010459724.1, XP_010498473.1, XP_010480557.1	g50135
OG0001193	XP_010480123.1, XP_010480124.1, XP_010480175.1, XP_010462480.1, XP_010501245.1	g27975, g54383
OG0001193	XP_010499575.1, XP_010465064.1	g10361, g7278
OG0001194	XP_010416326.1, XP_010428462.1, XP_010471562.1	g44509
OG0001195	XP_010502775.1, XP_010514479.1	g10463
OG0001195	XP_010412501.1, XP_010488741.1, XP_010467054.1	g13569
OG0001197	XP_010465099.1, XP_010465097.1, XP_010499778.1	g12253, g7266
OG0001198	XP_010474267.1, XP_010427904.1, XP_010428071.1, XP_010428065.1, XP_010428063.1, XP_010471231.1, XP_010415937.1, XP_010415938.1, XP_010428073.1	g45965
OG0001199	XP_010439933.1, XP_010434610.1, XP_010449548.1	g47242
OG0001199	XP_010441547.1, XP_010494860.1	g40650
OG0001200	XP_010449610.1, XP_010434662.1, XP_010439997.1	g47209, g47208, g47207
OG0001201	XP_010439357.1, XP_010448922.1, XP_010434069.1	g23966
OG0001201	XP_010425450.1, XP_010485436.1, XP_010437677.1, XP_010463592.1	g28050
OG0001202	XP_010449721.1, XP_010440100.1	g24309
