Orthogroup	Camelina_sativa	Raphanus_sativus
OG0003571	XP_010449149.1, XP_010439560.1, XP_010434265.1, XP_019086234.1, XP_010434264.1	XP_018472077.1, XP_018468532.1
OG0003573	XP_019088572.1, XP_019086515.1, XP_019086017.1	XP_018460244.1, XP_018458728.1, XP_018478175.1, XP_018482089.1
OG0003575	XP_010512693.1	XP_018489933.1
OG0003575	XP_010468903.1	XP_018438691.1
OG0003577	XP_019101140.1, XP_010506730.1, XP_010518396.1	XP_018440349.1
OG0003578	XP_010423448.1, XP_010452470.1, XP_010491096.1, XP_010413372.1, XP_010469116.1, XP_010512522.1	XP_018491001.1, XP_018491002.1
OG0003579	XP_010469149.1, XP_010512409.1, XP_010413523.1	XP_018484164.1
OG0003580	XP_019084892.1, XP_010504501.1	XP_018490924.1
OG0003581	XP_010516458.1, XP_010504759.1, XP_010427718.1	XP_018446311.1, XP_018445163.1
OG0003583	XP_010419421.1, XP_010495213.1, XP_010427268.1, XP_010426629.1, XP_019084885.1, XP_010427260.1, XP_010516069.1, XP_010427266.1	XP_018459161.1, XP_018444148.1, XP_018491624.1
OG0003584	XP_010431152.1, XP_019085336.1, XP_010504085.1	XP_018480965.1, XP_018453210.1, XP_018452705.1, XP_018487974.1
OG0003585	XP_010445966.1, XP_010442938.1, XP_010482769.1	XP_018476702.1
OG0003586	XP_010415209.1, XP_010470548.1, XP_010496349.1	XP_018446576.1, XP_018459563.1
OG0003587	XP_010504478.1, XP_010516199.1, XP_010427409.1, XP_010430627.1	XP_018491344.1
OG0003590	XP_010509277.1, XP_010509278.1, XP_019100485.1, XP_010517051.1, XP_010505376.2	XP_018439904.1, XP_018473170.1
OG0003591	XP_010509811.1, XP_010413790.2	XP_018464112.1, XP_018464111.1
OG0003592	XP_010429647.1, XP_010417412.1, XP_019093388.1, XP_010503058.1, XP_010427122.1, XP_010514743.1, XP_010507158.1	XP_018483587.1, XP_018483586.1
OG0003593	XP_010437993.1, XP_010421887.1	XP_018463904.1, XP_018473025.1
OG0003593	XP_010499941.1, XP_010478820.1, XP_010461221.1	XP_018441321.1, XP_018493576.1
OG0003594	XP_010469061.1, XP_010455543.1, XP_010422091.1	XP_018474723.1, XP_018480463.1, XP_018454430.1
OG0003595	XP_010421514.1, XP_010455010.1	XP_018440387.1, XP_018456919.1
OG0003596	XP_010421651.1, XP_010494034.1	XP_018484814.1
OG0003596	XP_019090031.1	XP_018457185.1, XP_018454054.1, XP_018454053.1, XP_018454049.1
OG0003597	XP_010415905.1, XP_010490291.1	XP_018457737.1
OG0003597	XP_010457445.1, XP_010483095.1, XP_010475054.1	XP_018493556.1
OG0003598	XP_010482812.1, XP_010474340.1	XP_018475030.1
OG0003599	XP_010492829.1, XP_010454051.1, XP_010420572.1	XP_018444029.1
OG0003601	XP_010489793.1, XP_010499267.1, XP_010465038.2, XP_010497315.1	XP_018486469.1, XP_018465541.1, XP_018491302.1, XP_018433526.1
OG0003602	XP_019089148.1, XP_019092227.1, XP_019097131.1, XP_010419208.1	XP_018435414.1, XP_018435415.1
OG0003603	XP_010462065.1, XP_010500827.1, XP_010479733.1	XP_018441021.1
OG0003604	XP_010472431.1, XP_010429398.1, XP_019083721.1	XP_018485267.1
OG0003605	XP_010488046.1, XP_010466260.1, XP_010509121.1	XP_018491369.1, XP_018436680.1
OG0003606	XP_010466267.1, XP_010488052.1, XP_010509183.1	XP_018434915.1, XP_018486528.1
OG0003607	XP_010512483.1, XP_010488403.1	XP_018441233.1
OG0003607	XP_010435155.1, XP_010450066.1	XP_018451006.1
OG0003608	XP_010450050.1, XP_010435137.1, XP_010440473.1, XP_010488386.1, XP_010466655.1, XP_010512318.1	XP_018492739.1, XP_018493291.1, XP_018491190.1
OG0003609	XP_010424979.1, XP_010502209.1, XP_010513955.1	XP_018456546.1, XP_018438307.1
OG0003610	XP_010470346.1, XP_010511192.1, XP_010414898.1	XP_018477388.1
OG0003611	XP_010511225.1, XP_010480203.1	XP_018433865.1
OG0003612	XP_010426858.1, XP_010503985.1, XP_010515708.1	XP_018484390.1, XP_018484820.1, XP_018440691.1
OG0003613	XP_010477584.1, XP_019091229.1, XP_010498794.1, XP_019096734.1, XP_019094354.1, XP_010462520.2	XP_018465151.1
OG0003614	XP_010457292.1, XP_010474884.1, XP_010481374.1, XP_010457291.1, XP_010481364.1, XP_010474883.1	XP_018482135.1
OG0003615	XP_010457658.1, XP_010501327.1, XP_010475275.1, XP_010457659.1, XP_010485172.1, XP_010475273.1	XP_018434747.1, XP_018487934.1
OG0003616	XP_010475330.1, XP_010457725.1, XP_010485731.1	XP_018487269.1, XP_018490390.1, XP_018483166.1
OG0003617	XP_010475360.1, XP_010457756.1	XP_018440957.1
OG0003618	XP_010475622.1, XP_010458066.1, XP_010488691.1	XP_018467910.1, XP_018448210.1
OG0003619	XP_010490695.1, XP_010458346.1, XP_010475870.1	XP_018478446.1, XP_018455825.1, XP_018456690.1
OG0003620	XP_010511001.1, XP_010470182.1	XP_018440361.1
OG0003621	XP_010475930.1, XP_010491443.1, XP_010458412.1	XP_018489352.1, XP_018489762.1, XP_018487203.1
OG0003622	XP_010458494.1, XP_010492361.1, XP_010476008.1	XP_018469185.1
OG0003623	XP_010458642.1, XP_010476180.1, XP_010493812.1	XP_018487258.1, XP_018441088.1
OG0003625	XP_010459203.1, XP_010497979.1, XP_010476773.1	XP_018459789.1, XP_018460756.1
OG0003627	XP_019099113.1, XP_010462808.1, XP_010477321.1	XP_018441525.1
OG0003628	XP_010494517.1, XP_010441836.1	XP_018483840.1
OG0003629	XP_010432453.1, XP_010437658.1, XP_010447124.1	XP_018471506.1, XP_018484476.1
OG0003630	XP_010437818.1	XP_018470519.1
OG0003631	XP_010503101.1, XP_010514781.1, XP_010425869.1, XP_010447195.1, XP_010432512.1	XP_018447803.1, XP_018478019.1
OG0003632	XP_010429529.1, XP_010417303.1, XP_019093488.1, XP_010432760.1, XP_010447426.1	XP_018467456.1, XP_018451447.1, XP_018451454.1
OG0003633	XP_010477743.1, XP_010498945.1, XP_010460197.1	XP_018433066.1
OG0003634	XP_010427264.1, XP_010456258.1, XP_010419615.1, XP_010456228.1	XP_018457503.1, XP_018457500.1
OG0003635	XP_019094931.1, XP_019091518.1, XP_019097975.1	XP_018489473.1, XP_018453313.1
OG0003635	XP_019083087.1, XP_019093669.1, XP_019101062.1	XP_018482424.1
OG0003636	XP_010510533.1, XP_010414439.1	XP_018480678.1
OG0003636	XP_010475509.1, XP_010487520.1	XP_018484966.1, XP_018449835.1
OG0003637	XP_010510745.1, XP_010477657.1, XP_019095156.1	XP_018437579.1, XP_018433981.1, XP_018433983.1
OG0003638	XP_019092446.1, XP_019093981.1, XP_019092442.1, XP_019096783.1, XP_019096805.1, XP_019092444.1, XP_019096809.1, XP_019092441.1, XP_019099072.1, XP_019096802.1, XP_019092445.1, XP_019093954.1	XP_018490525.1, XP_018490514.1
OG0003641	XP_010445831.1	XP_018479484.1, XP_018471903.1
OG0003642	XP_010445677.1, XP_010451775.1, XP_010436818.1	XP_018488195.1
OG0003642	XP_010412671.1, XP_010431176.1, XP_010503603.1	XP_018436127.1, XP_018438750.1, XP_018438680.1
OG0003645	XP_019089500.1, XP_019088096.1, XP_019086566.1, XP_019086573.1	XP_018465437.1, XP_018479179.1, XP_018461424.1
OG0003645	XP_019088925.1, XP_019086121.1, XP_019087140.1	XP_018459191.1
OG0003646	XP_010482557.1, XP_010444324.1, XP_010442726.1	XP_018464639.1
OG0003647	XP_019099612.1	YP_009046922.1
OG0003648	XP_010447279.1	XP_018479892.1
OG0003656	XP_010515159.1, XP_010503472.1, XP_010426332.1	XP_018439998.1
OG0003656	XP_010503470.1	XP_018458317.1
OG0003657	XP_010503391.1, XP_010482056.1, XP_010515093.1	XP_018437151.1, XP_018488789.1, XP_018488788.1
OG0003659	XP_010443979.1, XP_010485443.1, XP_010463600.1	XP_018493263.1
OG0003660	XP_019094183.1	XP_018477562.1, XP_018450958.1
OG0003661	XP_010453254.1	XP_018476280.1
OG0003661	XP_010419773.1, XP_010491942.1	XP_018474317.1
OG0003662	XP_010453211.1, XP_010491902.1, XP_010419739.1	XP_018444075.1, XP_018444071.1, XP_018468664.1
OG0003664	XP_010452962.1, XP_010422959.1, XP_010491604.1	XP_018469558.1, XP_018444500.1
OG0003665	XP_010464756.1, XP_010486694.1, XP_010492758.1	XP_018490056.1, XP_018438555.1, XP_018461711.1, XP_018489721.1
OG0003666	XP_010414286.1, XP_010510387.1, XP_010469878.1	XP_018441602.1
OG0003667	XP_019087875.1	XP_018467730.1
OG0003667	XP_010433918.1	XP_018464878.1
OG0003668	XP_019087997.1, XP_010444670.2	XP_018469127.1, XP_018464822.1
OG0003668	XP_010448412.1, XP_010433616.1, XP_010438862.1	XP_018477351.1
OG0003670	XP_010493481.1, XP_010454647.1, XP_010421165.1	XP_018437012.1, XP_018438838.1, XP_018482695.1, XP_018455974.1
OG0003671	XP_019090410.1, XP_019083936.1, XP_019098320.1, XP_019083939.1, XP_019083940.1, XP_019090266.1	XP_018439026.1, XP_018435600.1
OG0003672	XP_010493832.1, XP_019090423.1	XP_018433307.1, XP_018433306.1, XP_018437659.1, XP_018456155.1, XP_018456154.1
OG0003673	XP_010454419.1, XP_010493218.1	XP_018472693.1
OG0003673	XP_010425835.1, XP_010503047.2, XP_010412486.1	XP_018449647.1
OG0003674	XP_010514763.1, XP_010503078.1, XP_010425840.1	XP_018437696.1
OG0003675	XP_010483688.1, XP_019088028.1, XP_019088029.1, XP_010456411.1	XP_018445839.1, XP_018466590.1, XP_018467543.1, XP_018476176.1
OG0003676	XP_010416409.1, XP_010471641.1	XP_018470220.1, XP_018473511.1
OG0003677	XP_019100782.1, XP_010509781.1	XP_018436344.1, XP_018436343.1
OG0003679	XP_019087203.1, XP_010483007.1, XP_010449871.1	XP_018473480.1, XP_018469784.1, XP_018454818.1, XP_018454997.1, XP_018455042.1
OG0003680	XP_010426472.1, XP_010515308.1, XP_010503616.1	XP_018436705.1
OG0003681	XP_010515186.1, XP_010503505.1, XP_010426363.1, XP_010515187.1, XP_010426365.1, XP_010426364.1, XP_010503510.1, XP_019099688.1, XP_010515188.2	XP_018432857.1, XP_018462175.1, XP_018468490.1
OG0003682	XP_010495119.1	XP_018466914.1
OG0003683	XP_010490583.1, XP_010452002.1, XP_010423938.1, XP_010423941.1	XP_018475239.1, XP_018475241.1
OG0003684	XP_010425527.1, XP_010502760.1, XP_010514459.1	XP_018467085.1, XP_018454433.1, XP_018467077.1, XP_018483920.1
OG0003685	XP_010457989.1	XP_018490751.1, XP_018465857.1
OG0003686	XP_010446926.1, XP_010445748.2	XP_018463845.1
OG0003687	XP_010416259.1, XP_010419196.1	XP_018464286.1, XP_018445184.1
OG0003688	XP_010472922.1, XP_010417703.1, XP_010429950.1	XP_018457224.1
OG0003689	XP_010472914.1, XP_010417698.1, XP_010429945.1	XP_018453057.1, XP_018457225.1
OG0003690	XP_010474385.1	XP_018459883.1
OG0003691	XP_019094515.1, XP_010416364.1, XP_010471604.1, XP_010428509.1, XP_010416366.1, XP_010471607.1	XP_018442931.1, XP_018442924.1
OG0003692	XP_010480170.1, XP_010501237.1, XP_010501240.1, XP_010480169.1	XP_018470691.1, XP_018470692.1, XP_018493345.1, XP_018450722.1
OG0003693	XP_010462176.1, XP_010462174.1, XP_010479856.1	XP_018489407.1
OG0003693	XP_010502751.1, XP_010465482.1, XP_010487351.1	XP_018438920.1
OG0003694	XP_010441706.1, XP_010482331.1, XP_010446000.1	XP_018468303.1, XP_018461415.1, XP_018473678.1
OG0003695	XP_010449916.1, XP_010434939.1, XP_010440273.1, XP_010440274.1, XP_010434940.1, XP_010449918.1	XP_018481466.1, XP_018449408.1
OG0003696	XP_010438443.1, XP_010447970.1	XP_018471971.1, XP_018447048.1
OG0003697	XP_010438373.1, XP_010433157.1	XP_018460048.1, XP_018480819.1
OG0003699	XP_010456219.1, XP_010422777.1, XP_010427699.1	XP_018474654.1, XP_018454811.1, XP_018466073.1, XP_018460316.1, XP_018469687.1
OG0003700	XP_010441611.1	XP_018457638.1, XP_018457627.1, XP_018440137.1
OG0003701	XP_010487667.1, XP_010505803.1	XP_018466141.1, XP_018434192.1, XP_018469450.1
OG0003703	XP_010494562.1, XP_010481666.1	XP_018433173.1
OG0003704	XP_010461908.1, XP_010479509.1, XP_010500621.1	XP_018493182.1, XP_018485092.1
OG0003705	XP_010465002.1, XP_010487126.1	XP_018462161.1
OG0003706	XP_010437860.1, XP_010447350.1	XP_018436151.1, XP_018439793.1
OG0003707	XP_010462008.1, XP_010500755.1, XP_010479669.1	XP_018449139.1, XP_018437594.1
OG0003708	XP_019088476.1, XP_010468598.1, XP_019096486.1	XP_018474308.1
OG0003709	XP_010413828.1, XP_010509851.1, XP_010469445.1, XP_010478983.1, XP_010500219.1, XP_010463181.1	XP_018481729.1
OG0003710	XP_010412890.1, XP_010516790.1, XP_010509551.1, XP_010505108.1, XP_010509552.1, XP_010417541.1, XP_019100457.1	XP_018479899.1, XP_018484985.1
OG0003711	XP_010504320.1, XP_010427220.1, XP_010516036.1	XP_018443134.1, XP_018461007.1, XP_018488752.1
OG0003712	XP_010484612.1, XP_010444767.1, XP_010465179.1	XP_018454223.1, XP_018438333.1, XP_018438338.1
OG0003713	XP_010512617.1, XP_010468968.1, XP_010413290.1	XP_018484129.1, XP_018492066.1, XP_018492069.1, XP_018460290.1, XP_018443580.1
OG0003714	XP_010506675.1, XP_010518339.1, XP_010507993.1	XP_018441152.1, XP_018441167.1
OG0003715	XP_010469068.1, XP_010512470.1, XP_010413418.1	XP_018492413.1, XP_018492402.1, XP_018477182.1
OG0003716	XP_010413450.1, XP_010469040.1	XP_018444879.1, XP_018486082.1
OG0003718	XP_019099906.1, XP_019102084.1, XP_019084891.1	XP_018489755.1, XP_018489732.1
OG0003719	XP_010505663.1, XP_010508973.1, XP_010517339.1, XP_019085795.1, XP_010412788.1	XP_018485291.1, XP_018476724.1
OG0003720	XP_010492677.1, XP_010453918.1, XP_010420445.1, XP_019091098.1, XP_010501781.1, XP_010478910.1	XP_018444485.1
OG0003721	XP_010499167.1, XP_010460447.1, XP_010478005.1	XP_018474071.1
OG0003722	XP_010489555.1, XP_010467670.1, XP_010414379.1	XP_018434059.1, XP_018452371.1
OG0003724	XP_010467741.1, XP_010489452.1	XP_018489760.1
OG0003725	XP_010489457.1, XP_019092665.1, XP_019084716.1, XP_019093947.1, XP_019084721.1, XP_019095705.1	XP_018492253.1, XP_018440504.1
OG0003726	XP_010438254.1, XP_010433058.1, XP_010447804.1	XP_018451164.1, XP_018470693.1
OG0003727	XP_010440829.1, XP_010435555.1, XP_010450481.1	XP_018435766.1, XP_018443755.1, XP_018457290.1
OG0003729	XP_019086848.1, XP_010493907.1, XP_010421508.1, XP_010493905.1, XP_010455000.1, XP_010495519.1	XP_018455354.1, XP_018455413.1
OG0003730	XP_010464082.1, XP_010486010.1	XP_018434965.1
OG0003730	XP_019098400.1, XP_010493975.1, XP_010421575.1	XP_018484834.1
OG0003731	XP_010471161.1, XP_010517454.1, XP_010505764.1, XP_010508874.1	XP_018476833.1, XP_018440050.1
OG0003733	XP_019082381.1, XP_019101192.1, XP_019100619.1, XP_019085778.1, XP_019100052.1	XP_018440927.1, XP_018440926.1, XP_018475946.1, XP_018475952.1
OG0003734	XP_010506296.1, XP_010508357.1, XP_010517975.1	XP_018481263.1
OG0003735	XP_019100611.1, XP_019085848.1, XP_019092807.1, XP_019092809.1, XP_019097794.1, XP_019084989.1, XP_019101197.1, XP_019088936.1, XP_019082373.1	XP_018436671.1, XP_018476499.1, XP_018474454.1
OG0003736	XP_010438858.1, XP_010486142.1, XP_010464205.1, XP_010503257.1, XP_010486143.1, XP_010464206.1, XP_010438963.1	XP_018440835.1, XP_018492148.1
OG0003737	XP_010486321.1, XP_010454009.1, XP_010464388.1	XP_018493124.1, XP_018493461.1, XP_018435317.1, XP_018438294.1, XP_018465454.1
OG0003738	XP_019096170.1, XP_010461208.1, XP_010464452.1	XP_018439078.1, XP_018493503.1, XP_018464459.1
OG0003739	XP_010465295.1, XP_010487199.1, XP_010501638.1	XP_018440812.1, XP_018440772.1, XP_018486588.1
OG0003740	XP_010487253.1, XP_010501947.1, XP_010489832.1, XP_010501930.1, XP_010465346.1, XP_010490074.1, XP_010510773.1, XP_010424228.1	XP_018489260.1
OG0003742	XP_010487725.1, XP_010506462.1, XP_010465894.1, XP_019082912.1, XP_019085764.1, XP_010472197.1	XP_018489686.1
OG0003743	XP_010506995.1, XP_010507004.1, XP_010465964.1, XP_019096402.1	XP_018489166.1, XP_018488975.1, XP_018490221.1, XP_018490219.1
OG0003744	XP_010488757.1, XP_019084365.1, XP_010467065.1, XP_019091999.1, XP_010488196.1, XP_010510561.1	XP_018466013.1, XP_018490506.1
OG0003745	XP_010515611.1, XP_010503881.1, XP_010426749.1	XP_018477289.1, XP_018484988.1, XP_018471966.1, XP_018441236.1
OG0003746	XP_010474914.1, XP_010481613.1, XP_010474925.1	XP_018493128.1, XP_018451242.1
OG0003747	XP_010475278.1, XP_010457690.1, XP_010475277.1, XP_010485192.1, XP_010457662.1	XP_018447249.1, XP_018447261.1
OG0003748	XP_010475505.1, XP_010487481.1	XP_018467958.1
OG0003749	XP_019099026.1, XP_010459138.1, XP_010476701.1	XP_018443994.1
OG0003751	XP_019090804.1, XP_010498076.1	XP_018436065.1, XP_018445421.1
OG0003752	XP_010427953.1, XP_010471141.1, XP_010415834.1	XP_018454257.1, XP_018445043.1
OG0003753	XP_010427851.1, XP_010415752.1, XP_010471067.1	XP_018444032.1, XP_018453157.1, XP_018461030.1, XP_018461031.1, XP_018468569.1
OG0003754	XP_010412994.1, XP_010435344.1, XP_010488802.1, XP_010467131.1, XP_010450361.1, XP_010440700.1, XP_010435424.1	XP_018488779.1
OG0003755	XP_010430589.1, XP_010418516.1	XP_018457443.1, XP_018457516.1, XP_018457522.1
OG0003757	XP_010479228.1, XP_010461617.1, XP_010500325.1	XP_018464370.1, XP_018451618.1
OG0003758	XP_010425553.1, XP_010514485.1, XP_010502782.1	XP_018448572.1, XP_018452406.1, XP_018452420.1
OG0003759	XP_010500474.1, XP_010479365.1, XP_010461769.1	XP_018447238.1, XP_018450280.1, XP_018488939.1, XP_018488943.1, XP_018468805.1
OG0003760	XP_010466863.1, XP_019096775.1, XP_010466864.1	XP_018480214.1
OG0003761	XP_010431937.1, XP_010454871.1, XP_010437079.1, XP_010446515.1	XP_018483981.1, XP_018480478.1
OG0003762	XP_010446523.1, XP_010446522.1, XP_010431943.1, XP_010444898.2	XP_018453281.1, XP_018453445.1, XP_018482264.1, XP_018459486.1
OG0003763	XP_010431997.1, XP_010446565.1, XP_010437145.1	XP_018465236.1, XP_018481103.1
OG0003764	XP_010437324.1, XP_010432154.1, XP_010446766.1	XP_018451497.1, XP_018449461.1
OG0003765	XP_010438821.1, XP_010433574.1, XP_010448350.1	XP_018468194.1, XP_018468196.1, XP_018471947.1, XP_018471946.1, XP_018471948.1, XP_018470521.1
OG0003768	XP_010438490.1, XP_010433247.1, XP_010433248.1, XP_010448012.1	XP_018467156.1, XP_018451346.1, XP_018471743.1, XP_018480670.1
OG0003770	XP_010416643.1	XP_018475399.1
OG0003771	XP_019098349.1	XP_018465658.1
OG0003772	XP_010450513.1, XP_010440868.1, XP_010435590.1	XP_018485086.1
OG0003773	XP_010435142.1	XP_018485648.1, XP_018454258.1
OG0003773	XP_019095575.1	XP_018435432.1, XP_018435420.1, XP_018459484.1
OG0003775	XP_019099899.1, XP_019101059.1, XP_019101950.1, XP_019101036.1	XP_018460738.1
OG0003776	XP_010434812.1, XP_010440147.1, XP_010449778.1, XP_010434811.1, XP_010440146.1, XP_010449777.1	XP_018467671.1, XP_018460242.1, XP_018465130.1
OG0003778	XP_019083082.1, XP_010510245.1, XP_010510243.1, XP_010469764.1, XP_010414184.1	XP_018438699.1, XP_018482374.1, XP_018482376.1, XP_018475457.1
OG0003780	XP_010434090.1, XP_010448946.1, XP_010434347.1, XP_010439635.1, XP_019089440.1, XP_019086231.1, XP_019089076.1	XP_018475547.1, XP_018458478.1, XP_018459198.1, XP_018450092.1
OG0003790	XP_010492679.1, XP_010420446.1, XP_010453919.1	XP_018473501.1, XP_018442346.1, XP_018475220.1
OG0003791	XP_010492673.1	XP_018446022.1, XP_018472727.1
OG0003792	XP_019087630.1, XP_010485077.1, XP_010492488.1, XP_010453763.1, XP_010420284.1	XP_018445336.1, XP_018443294.1
OG0003793	XP_010495181.1, XP_010453449.1, XP_010456518.1, XP_010424084.2	XP_018443311.1, XP_018443312.1, XP_018469279.1, XP_018467621.1
OG0003794	XP_010491938.1, XP_010453249.1, XP_010419769.1, XP_010478653.1, XP_010461048.1, XP_010499775.1	XP_018472678.1, XP_018446741.1
OG0003795	XP_010453108.1, XP_010422817.1, XP_010491751.1	XP_018442308.1, XP_018473120.1, XP_018471068.1
OG0003796	XP_010491615.1, XP_010422946.1, XP_010491616.1, XP_010422945.1	XP_018442983.1, XP_018476968.1, XP_018472039.1
OG0003797	XP_010423101.1, XP_010491470.1, XP_010454616.1, XP_010421137.1, XP_010493460.1	XP_018454071.1
OG0003798	XP_010433719.1, XP_010448512.1, XP_010438962.1	XP_018439132.1, XP_018472479.1, XP_018484846.1
OG0003799	XP_010510673.1, XP_019083111.1, XP_010470127.1, XP_010510674.1	XP_018455172.1, XP_018455168.1, XP_018475162.1, XP_018437670.1
OG0003800	XP_010510273.1, XP_010414202.1	XP_018475709.1, XP_018434722.1
OG0003801	XP_010510169.1, XP_010469683.1, XP_010414094.1	XP_018474533.1
OG0003802	XP_010414055.1, XP_010510121.1, XP_010469645.1	XP_018437408.1, XP_018481394.1, XP_018476806.1, XP_018476802.1, XP_018464876.1
OG0003803	XP_010509883.1, XP_010413860.1, XP_010469469.1, XP_010475103.1, XP_010457490.1, XP_010483813.1	XP_018462137.1, XP_018483170.1
OG0003804	XP_010443260.1, XP_010442644.1	XP_018477112.1, XP_018450962.1
OG0003805	XP_010455314.1, XP_010421821.1, XP_010436038.1	XP_018474600.1
OG0003806	XP_010460984.1, XP_010478908.1, XP_010499710.1	XP_018459287.1, XP_018459269.1
OG0003807	XP_010499905.1, XP_019094726.1, XP_010461188.1	XP_018468004.1
OG0003809	XP_010460909.1, XP_010444288.1, XP_010484124.1	XP_018454249.1, XP_018454244.1, XP_018457298.1
OG0003810	XP_010503461.1	XP_018458340.1
OG0003811	XP_010515098.1, XP_010426249.1, XP_010503398.1	XP_018433910.1
OG0003812	XP_019099506.1, XP_019091638.1, XP_019094284.1	XP_018434442.1, XP_018486708.1, XP_018464077.1
OG0003813	XP_010426463.1, XP_010419523.1, XP_010456333.1, XP_010463234.1, XP_010444545.1, XP_010484386.1	XP_018432660.1, XP_018488951.1
OG0003814	XP_010493464.1, XP_010421142.1, XP_010454621.1	XP_018434218.1, XP_018448469.1, XP_018448464.1, XP_018479025.1, XP_018452660.1, XP_018465235.1
OG0003815	XP_019098090.1, XP_010419725.1, XP_010453198.1	XP_018462713.1, XP_018460573.1, XP_018471473.1
OG0003816	XP_019097154.1, XP_019084224.1, XP_010421000.1, XP_019090732.1	XP_018470514.1, XP_018470516.1, XP_018472738.1, XP_018463715.1, XP_018444620.1
OG0003817	XP_019088563.1, XP_010456679.1	XP_018454374.1, XP_018446535.1
OG0003818	XP_010506838.2, XP_019082454.1, XP_019099823.1, XP_010507834.2, XP_010483360.1, XP_019095365.1, XP_010443511.1, XP_010453057.1	XP_018472930.1, XP_018466925.1
