Orthogroup	Camelina_sativa	Cardamine_hirsuta
OG0003613	XP_019096734.1, XP_019094354.1, XP_010462520.2	CARHR000760
OG0003614	XP_010457292.1, XP_010474884.1, XP_010481374.1, XP_010457291.1, XP_010481364.1, XP_010474883.1	CARHR002270
OG0003616	XP_010475330.1, XP_010457725.1, XP_010485731.1	CARHR005610
OG0003617	XP_010475360.1, XP_010457756.1	CARHR005870
OG0003618	XP_010475622.1, XP_010458066.1, XP_010488691.1	CARHR008170, CARHR008190
OG0003619	XP_010490695.1, XP_010458346.1, XP_010475870.1	CARHR010210
OG0003620	XP_010491157.1	CARHR010570
OG0003620	XP_010511001.1, XP_010470182.1	CARHR053270
OG0003621	XP_010475930.1, XP_010491443.1, XP_010458412.1	CARHR010750
OG0003622	XP_010458494.1, XP_010492361.1, XP_010476008.1	CARHR011320
OG0003623	XP_010458642.1, XP_010476180.1, XP_010493812.1	CARHR012510
OG0003624	XP_010476555.1, XP_010496570.1	CARHR015350
OG0003626	XP_019091010.1	CARHR115800, CARHR058770
OG0003626	XP_010498047.1, XP_010476840.1, XP_010459267.1	CARHR017590
OG0003627	XP_019094422.1	CARHR021190
OG0003627	XP_019099113.1, XP_010462808.1, XP_010477321.1	CARHR021170
OG0003628	XP_010494517.1, XP_010441836.1	CARHR178180
OG0003629	XP_010432453.1, XP_010437658.1, XP_010447124.1	CARHR242660
OG0003630	XP_010437818.1	CARHR241020
OG0003630	XP_010417387.1, XP_010429623.1	CARHR114810
OG0003631	XP_010503101.1, XP_010514781.1, XP_010425869.1, XP_010447195.1, XP_010432512.1	CARHR241880
OG0003632	XP_010429529.1, XP_010417303.1, XP_019093488.1	CARHR059710
OG0003632	XP_010432760.1, XP_010447426.1	CARHR240100
OG0003633	XP_010477743.1, XP_010498945.1, XP_010460197.1	CARHR024560
OG0003634	XP_010427264.1, XP_010456258.1, XP_010419615.1	CARHR248770
OG0003634	XP_010456228.1	CARHR248240
OG0003635	XP_019094931.1, XP_019091518.1, XP_019097975.1	CARHR005760
OG0003635	XP_019083087.1, XP_019093669.1, XP_019101062.1	CARHR124630
OG0003636	XP_010510533.1, XP_010414439.1	CARHR122420
OG0003636	XP_010475509.1, XP_010487520.1	CARHR007270
OG0003637	XP_010477657.1	CARHR024020
OG0003637	XP_019095156.1	CARHR024030
OG0003638	XP_019092446.1, XP_019093981.1, XP_019092442.1, XP_019096783.1, XP_019096805.1, XP_019092444.1, XP_019096809.1, XP_019092441.1, XP_019099072.1	CARHR181530, CARHR052320, CARHR098280
OG0003639	XP_010485032.1, XP_010442539.1, XP_010472782.1, XP_010482362.1, XP_010442538.1, XP_010442179.1	CARHR257820
OG0003640	XP_010444264.1, XP_010484105.1, XP_010460731.1, XP_010460762.1, XP_010500784.1, XP_019095681.1, XP_010446254.1	CARHR277460
OG0003640	XP_010444232.2, XP_010444270.1, XP_010460782.1, XP_010484107.1, XP_010444273.1, XP_010460792.1	CARHR277470, CARHR277480
OG0003641	XP_010445831.1	CARHR177810, CARHR152180
OG0003642	XP_010445677.1, XP_010451775.1, XP_010436818.1	CARHR261700
OG0003642	XP_010412671.1, XP_010431176.1, XP_010503603.1	CARHR158400
OG0003645	XP_019089500.1, XP_019088096.1, XP_019086566.1, XP_019086573.1	CARHR228920, CARHR228930
OG0003646	XP_010482557.1, XP_010444324.1, XP_010442726.1	CARHR264990
OG0003647	XP_019099612.1	CARHR282080
OG0003648	XP_010447279.1	CARHR241170
OG0003656	XP_010515159.1, XP_010503472.1, XP_010426332.1	CARHR157180
OG0003656	XP_010503470.1	CARHR157190
OG0003657	XP_010503391.1, XP_010482056.1, XP_010515093.1	CARHR156530
OG0003658	XP_010494649.1, XP_010481582.1, XP_010441721.1	CARHR176620
OG0003659	XP_010443979.1, XP_010485443.1, XP_010463600.1, XP_019097719.1, XP_019084648.1	CARHR076050
OG0003660	XP_019086988.1, XP_010434054.1, XP_010448901.1	CARHR229260
OG0003661	XP_010453254.1	CARHR216280
OG0003661	XP_010419773.1, XP_010491942.1	CARHR201230, CARHR201240
OG0003662	XP_010453211.1, XP_010491902.1, XP_010419739.1	CARHR201590
OG0003665	XP_010464756.1, XP_010486694.1, XP_010492758.1	CARHR085350
OG0003666	XP_010475448.1, XP_010486924.1, XP_010457855.1	CARHR006630
OG0003666	XP_010414286.1, XP_010510387.1, XP_010469878.1	CARHR123580
OG0003667	XP_010433918.1	CARHR230550, CARHR230600, CARHR230610
OG0003667	XP_019089064.1	CARHR228040, CARHR254860, CARHR230260, CARHR230380, CARHR254900
OG0003668	XP_019087997.1, XP_010444670.2	CARHR265250
OG0003668	XP_010448412.1, XP_010433616.1, XP_010438862.1	CARHR232990
OG0003669	XP_010460678.1, XP_010499425.1, XP_010478265.1	CARHR028280
OG0003670	XP_010493481.1, XP_010454647.1, XP_010421165.1	CARHR189970
OG0003671	XP_019090410.1, XP_019083936.1, XP_019098320.1, XP_019083939.1, XP_019083940.1, XP_019090266.1	CARHR188800
OG0003672	XP_010493832.1, XP_019090423.1	CARHR187640
OG0003673	XP_010454419.1, XP_010493218.1	CARHR191840
OG0003674	XP_010514763.1, XP_010503078.1, XP_010425840.1	CARHR152680
OG0003674	XP_010421009.1, XP_010493295.1, XP_010454483.1	CARHR191350
OG0003675	XP_010483688.1, XP_019088028.1, XP_019088029.1, XP_010456411.1	CARHR274070
OG0003676	XP_010416409.1, XP_010471641.1	CARHR068680
OG0003677	XP_019100782.1, XP_010509781.1	CARHR128330, CARHR128320
OG0003678	XP_010438767.1, XP_010448281.1	CARHR233940
OG0003679	XP_019087203.1, XP_010483007.1, XP_010449871.1	CARHR268870
OG0003680	XP_010426472.1, XP_010515308.1, XP_010503616.1	CARHR158580
OG0003681	XP_010515186.1, XP_010503505.1, XP_010426363.1, XP_010515187.1, XP_010426365.1, XP_010426364.1, XP_010503510.1, XP_019099688.1, XP_010515188.2	CARHR157450
OG0003682	XP_010429608.1, XP_010422597.1	CARHR250590
OG0003683	XP_010490583.1, XP_010452002.1, XP_010423938.1	CARHR211640
OG0003683	XP_010423941.1	CARHR211650
OG0003684	XP_010425527.1, XP_010502760.1, XP_010514459.1	CARHR148890
OG0003685	XP_010457989.1	CARHR007640
OG0003686	XP_010446926.1, XP_010445748.2	CARHR212570
OG0003686	XP_010436892.1	CARHR046270
OG0003687	XP_010416259.1, XP_010419196.1	CARHR067360, CARHR183930, CARHR218490
OG0003688	XP_010472922.1, XP_010417703.1, XP_010429950.1	CARHR074110, CARHR073980
OG0003689	XP_010472914.1, XP_010417698.1, XP_010429945.1	CARHR074020
OG0003691	XP_010416364.1, XP_010471604.1, XP_010428509.1, XP_010416366.1, XP_010471607.1	CARHR288980, CARHR068370, CARHR288990
OG0003692	XP_010480170.1, XP_010501237.1, XP_010501240.1, XP_010480169.1	CARHR045790
OG0003693	XP_010462176.1, XP_010462174.1, XP_010479856.1	CARHR043350
OG0003694	XP_010441706.1, XP_010482331.1, XP_010446000.1	CARHR258420
OG0003695	XP_010449916.1, XP_010434939.1, XP_010440273.1, XP_010440274.1, XP_010434940.1, XP_010449918.1	CARHR290030
OG0003696	XP_010438443.1, XP_010447970.1	CARHR236290
OG0003696	XP_010415592.1, XP_010489023.1, XP_010467803.1	CARHR111080
OG0003697	XP_010438373.1, XP_010433157.1	CARHR236660
OG0003698	XP_019098296.1, XP_010435938.1, XP_010441144.1	CARHR261950
OG0003699	XP_010456219.1, XP_010422777.1, XP_010427699.1	CARHR249130
OG0003700	XP_010441611.1	CARHR175580
OG0003701	XP_010487667.1, XP_010505803.1	CARHR093050
OG0003702	XP_010517939.1	CARHR138770
OG0003703	XP_010494558.1	CARHR177730
OG0003703	XP_010494562.1, XP_010481666.1	CARHR177710
OG0003704	XP_010461908.1, XP_010479509.1, XP_010500621.1	CARHR041020, CARHR040530
OG0003705	XP_010465002.1, XP_010487126.1	CARHR092160, CARHR092940, CARHR222480, CARHR100830
OG0003706	XP_010501467.1, XP_010462709.1, XP_010476558.1	CARHR015390
OG0003706	XP_010437860.1, XP_010447350.1	CARHR227050
OG0003707	XP_010462008.1, XP_010500755.1, XP_010479669.1	CARHR041870
OG0003708	XP_019088476.1, XP_010468598.1, XP_019096486.1	CARHR284810
OG0003709	XP_010413828.1, XP_010509851.1, XP_010469445.1	CARHR127670
OG0003709	XP_010478983.1, XP_010500219.1, XP_010463181.1	CARHR035200
OG0003710	XP_010412890.1, XP_010516790.1, XP_010509551.1, XP_010505108.1, XP_010509552.1, XP_010417541.1, XP_019100457.1	CARHR130090, CARHR130080
OG0003711	XP_010504320.1, XP_010427220.1, XP_010516036.1	CARHR164890
OG0003713	XP_010512617.1, XP_010468968.1, XP_010413290.1, XP_019098798.1	CARHR172640
OG0003714	XP_010506675.1, XP_010518339.1, XP_010507993.1	CARHR141950
OG0003715	XP_010469068.1, XP_010512470.1, XP_010413418.1	CARHR171710
OG0003716	XP_010413450.1, XP_010469040.1	CARHR171450, CARHR141020
OG0003717	XP_010413742.1, XP_019101670.1, XP_010473842.1	CARHR150810, CARHR169560
OG0003718	XP_019099906.1, XP_019102084.1, XP_019084891.1	CARHR165890
OG0003719	XP_010505663.1, XP_010508973.1, XP_010517339.1	CARHR134630
OG0003720	XP_010492677.1, XP_010453918.1, XP_010420445.1, XP_019091098.1, XP_010501781.1, XP_010478910.1	CARHR195900
OG0003721	XP_010499167.1, XP_010460447.1, XP_010478005.1	CARHR026610
OG0003722	XP_010489555.1, XP_010467670.1, XP_010414379.1	CARHR109120
OG0003723	XP_010467738.1, XP_010489450.1, XP_010414943.1, XP_010514171.1, XP_010425197.1, XP_010502429.1	CARHR146540
OG0003724	XP_010467741.1, XP_010489452.1	CARHR109570
OG0003725	XP_010489457.1, XP_019092665.1, XP_019084716.1, XP_019093947.1, XP_019084721.1, XP_019095705.1	CARHR109620
OG0003726	XP_010438254.1, XP_010433058.1, XP_010447804.1	CARHR237740
OG0003727	XP_010440829.1, XP_010435555.1, XP_010450481.1	CARHR215860
OG0003729	XP_019086848.1, XP_010493907.1, XP_010421508.1, XP_010493905.1, XP_010455000.1, XP_010495519.1	CARHR187010
OG0003730	XP_010464082.1, XP_010486010.1	CARHR079950
OG0003730	XP_019098400.1, XP_010493975.1, XP_010421575.1	CARHR186270
OG0003731	XP_010517454.1, XP_010505764.1, XP_010508874.1	CARHR135440
OG0003732	XP_010413057.1, XP_010507747.1, XP_010512844.1	CARHR058290, CARHR058340
OG0003733	XP_019082381.1, XP_019101192.1, XP_019100619.1, XP_019085778.1, XP_019100052.1	CARHR114110
OG0003734	XP_010506296.1, XP_010508357.1, XP_010517975.1	CARHR139110
OG0003735	XP_019100611.1, XP_019085848.1, XP_019092807.1, XP_019092809.1, XP_019097794.1, XP_019084989.1, XP_019101197.1, XP_019088936.1, XP_019082373.1	CARHR138960
OG0003736	XP_010438858.1, XP_010486142.1, XP_010464205.1, XP_010503257.1, XP_010486143.1, XP_010464206.1, XP_010438963.1	CARHR080870
OG0003737	XP_010486321.1, XP_010454009.1, XP_010464388.1	CARHR082240, CARHR082220
OG0003738	XP_019096170.1, XP_010461208.1, XP_010464452.1	CARHR082780
OG0003739	XP_010465295.1, XP_010487199.1, XP_010501638.1	CARHR088990
OG0003740	XP_010487253.1, XP_010501947.1, XP_010489832.1, XP_010501930.1, XP_010465346.1, XP_010490074.1, XP_010510773.1, XP_010424228.1	CARHR089250
OG0003741	XP_019096729.1	CARHR091200
OG0003742	XP_010487725.1, XP_010506462.1, XP_010465894.1	CARHR093440
OG0003742	XP_019082912.1, XP_019085764.1, XP_010472197.1	CARHR113170
OG0003743	XP_010506995.1, XP_010507004.1, XP_010465964.1, XP_019096402.1	CARHR093950
OG0003744	XP_010488757.1, XP_019084365.1, XP_010467065.1, XP_019091999.1, XP_010488196.1, XP_010510561.1	CARHR097690
OG0003745	XP_010515611.1, XP_010503881.1, XP_010426749.1	CARHR161430, CARHR159310
OG0003746	XP_010474914.1, XP_010481613.1, XP_010474925.1	CARHR002470
OG0003747	XP_010475278.1, XP_010457690.1, XP_010475277.1, XP_010485192.1, XP_010457662.1	CARHR005200
OG0003749	XP_019099026.1, XP_010459138.1, XP_010476701.1	CARHR016510
OG0003750	XP_010459251.1, XP_010498033.1, XP_010476829.1	CARHR017440
OG0003751	XP_019090804.1, XP_010498076.1	CARHR017930
OG0003752	XP_010427953.1, XP_010471141.1, XP_010415834.1	CARHR064570, CARHR064550
OG0003753	XP_010427851.1, XP_010415752.1, XP_010471067.1	CARHR063920, CARHR063940
OG0003754	XP_010412994.1, XP_010435344.1, XP_010488802.1, XP_010467131.1	CARHR103910
OG0003754	XP_010450361.1, XP_010440700.1, XP_010435424.1	CARHR217350
OG0003756	XP_010434247.1, XP_010439536.1	CARHR227530
OG0003757	XP_010479228.1, XP_010461617.1, XP_010500325.1	CARHR037790
OG0003758	XP_010425553.1, XP_010514485.1, XP_010502782.1	CARHR038270
OG0003759	XP_010500474.1, XP_010479365.1, XP_010461769.1	CARHR039310
OG0003760	XP_010446363.1, XP_010436949.1, XP_010431792.1, XP_010466863.1, XP_019096775.1, XP_010466864.1	CARHR294270
OG0003761	XP_010431937.1, XP_010454871.1, XP_010437079.1, XP_010446515.1	CARHR247100, CARHR215520
OG0003762	XP_010446523.1, XP_010446522.1, XP_010431943.1, XP_010444898.2	CARHR247060
OG0003763	XP_010431997.1, XP_010446565.1, XP_010437145.1	CARHR113670
OG0003764	XP_010437324.1, XP_010432154.1, XP_010446766.1	CARHR244980
OG0003765	XP_010438821.1, XP_010433574.1, XP_010448350.1	CARHR233370
OG0003768	XP_010438490.1, XP_010433247.1, XP_010433248.1, XP_010448012.1	CARHR235950
OG0003769	XP_010460855.1, XP_010478471.1	CARHR029960
OG0003770	XP_010416643.1	CARHR268020, CARHR268030
OG0003772	XP_010415160.1, XP_010511545.1, XP_010470489.1	CARHR292270
OG0003772	XP_010450513.1, XP_010440868.1, XP_010435590.1	CARHR215360
OG0003773	XP_019095575.1	CARHR112990
OG0003775	XP_019099899.1, XP_019101059.1, XP_019101950.1, XP_019101036.1	CARHR125710
OG0003776	XP_010434812.1, XP_010440147.1, XP_010449778.1, XP_010434811.1, XP_010440146.1, XP_010449777.1	CARHR222900
OG0003777	XP_019087415.1, XP_010451487.1, XP_010461788.1, XP_010481053.1, XP_010451489.1, XP_010436562.1, XP_010445373.1	CARHR180170
OG0003778	XP_019083082.1, XP_010510245.1, XP_010510243.1, XP_010469764.1, XP_010414184.1	CARHR124660, CARHR124670
OG0003780	XP_010434090.1, XP_010448946.1	CARHR072250
OG0003790	XP_010492679.1, XP_010420446.1, XP_010453919.1	CARHR195890
OG0003791	XP_010492673.1	CARHR195930, CARHR154520, CARHR154530
OG0003792	XP_019087630.1, XP_010485077.1, XP_010492488.1, XP_010453763.1, XP_010420284.1	CARHR197210, CARHR197200
OG0003793	XP_010495181.1, XP_010453449.1, XP_010456518.1, XP_010424084.2	CARHR184010, CARHR199820
OG0003794	XP_010491938.1, XP_010453249.1, XP_010419769.1, XP_010478653.1, XP_010461048.1, XP_010499775.1	CARHR201280
OG0003795	XP_010453108.1, XP_010422817.1, XP_010491751.1	CARHR202600
OG0003796	XP_010491615.1, XP_010422946.1, XP_010491616.1, XP_010422945.1	CARHR203640
OG0003797	XP_010423101.1, XP_010491470.1	CARHR204710
OG0003798	XP_010433719.1, XP_010448512.1, XP_010438962.1	CARHR232220
OG0003799	XP_010510673.1, XP_019083111.1, XP_010470127.1, XP_010510674.1	CARHR121100
OG0003800	XP_010510273.1, XP_010414202.1	CARHR124390
OG0003801	XP_010510169.1, XP_010469683.1, XP_010414094.1	CARHR125350
OG0003802	XP_010414055.1, XP_010510121.1, XP_010469645.1	CARHR125730
OG0003803	XP_010509883.1, XP_010413860.1, XP_010469469.1	CARHR127460
OG0003804	XP_010443260.1, XP_010442644.1, XP_010448457.1, XP_010438905.1	CARHR232640
OG0003805	XP_010455314.1, XP_010421821.1, XP_010436038.1, XP_010450766.1, XP_019088599.1, XP_010435849.1	CARHR262430
OG0003806	XP_010460984.1, XP_010478908.1, XP_010499710.1	CARHR286960
OG0003807	XP_010499905.1, XP_019094726.1, XP_010461188.1	CARHR032990
OG0003808	XP_010484543.1, XP_010444687.1, XP_019094539.1	CARHR280480
OG0003809	XP_010460909.1, XP_010444288.1, XP_010484124.1	CARHR277610
OG0003810	XP_010484042.1, XP_010459914.1, XP_010444195.1	CARHR276990
OG0003811	XP_019093636.1, XP_010483976.1, XP_010444111.1	CARHR276400
OG0003811	XP_010515098.1, XP_010426249.1, XP_010503398.1	CARHR156570
OG0003812	XP_019099506.1, XP_019091638.1, XP_019094284.1	CARHR060900, CARHR236070
OG0003813	XP_010426463.1, XP_010419523.1, XP_010456333.1	CARHR248040
OG0003814	XP_010493464.1, XP_010421142.1, XP_010454621.1	CARHR190090
OG0003815	XP_019098090.1, XP_010419725.1, XP_010453198.1	CARHR201690
OG0003816	XP_019097154.1, XP_019084224.1, XP_010421000.1, XP_019090732.1	CARHR191440
OG0003817	XP_019088563.1, XP_010456679.1	CARHR274370
OG0003818	XP_010506838.2, XP_019082454.1, XP_019099823.1, XP_010507834.2, XP_010483360.1, XP_019095365.1, XP_010443511.1, XP_010453057.1	CARHR271800
OG0003819	XP_010438741.1, XP_010433491.1, XP_010448260.1	CARHR234100
OG0003821	XP_010482928.1, XP_010443109.1, XP_010449000.1	CARHR268420
OG0003822	XP_010446768.1, XP_010443010.1, XP_010482841.1	CARHR267600
OG0003824	XP_010423382.1, XP_010491162.1, XP_010452533.1	CARHR206870
OG0003825	XP_010514723.1, XP_010503046.1, XP_010425820.1	CARHR287360, CARHR267130
OG0003826	XP_010515111.1, XP_019100210.1, XP_010482200.1, XP_010440302.1	CARHR182460
OG0003826	XP_010442379.1	CARHR150300
OG0003827	XP_019097764.1, XP_019089988.1	CARHR208940
OG0003828	XP_019089676.1, XP_010437371.1	CARHR244560
OG0003829	XP_010441284.1, XP_010447200.1, XP_010436855.1	CARHR213190
OG0003830	XP_010429753.1, XP_010417499.1, XP_010472721.1	CARHR072490
OG0003833	XP_010462437.1, XP_019094988.1, XP_019099542.1	CARHR045500
OG0003834	XP_010499468.1, XP_019094474.1, XP_010501112.1, XP_010480025.1, XP_010462346.1	CARHR044670
OG0003836	XP_010514891.1, XP_010425990.1	CARHR149980
OG0003837	XP_010435340.1, XP_010450242.1, XP_010440620.1	CARHR085170, CARHR218080
OG0003838	XP_010440313.1, XP_010451497.1, XP_010434988.1, XP_010436577.1, XP_010451498.1, XP_010451500.1	CARHR058610, CARHR058620, CARHR187980, CARHR222160
OG0003839	XP_010434924.1, XP_019087417.1	CARHR290170, CARHR290150, CARHR056520, CARHR260120
OG0003840	XP_010477032.1, XP_010459472.1, XP_010498247.1	CARHR019130
OG0003840	XP_010428370.2, XP_010428368.1, XP_010471496.1	CARHR067190
OG0003841	XP_019101636.1, XP_010415559.1, XP_019094168.1	CARHR062130
OG0003842	XP_010512031.1, XP_010415634.1, XP_010470975.1	CARHR062820
OG0003843	XP_010500623.1, XP_010461906.1, XP_010479513.1	CARHR040560
OG0003844	XP_010466227.1, XP_010508871.1	CARHR096120
OG0003844	XP_010461925.1, XP_010479536.1	CARHR050370, CARHR287710
OG0003845	XP_010417245.2, XP_010417244.2, XP_019093742.1, XP_010429480.1, XP_010419323.2	CARHR116820
OG0003846	XP_019085958.1, XP_010502910.1, XP_019102225.1	CARHR152110
OG0003848	XP_010503733.1, XP_010515437.1, XP_010426607.1, XP_019098552.1, XP_019095692.1, XP_010464955.1, XP_019095824.1, XP_010444742.1	CARHR280960
OG0003849	XP_019086579.1, XP_010433871.1, XP_010448669.1, XP_010433872.1, XP_010439142.1	CARHR231090
OG0003850	XP_010433910.1, XP_010439177.1, XP_010448713.1	CARHR230760
OG0003851	XP_010487856.1, XP_010507536.1, XP_010466056.1	CARHR094730
OG0003851	XP_010466075.1, XP_010468286.1, XP_010487873.1, XP_019082446.1	CARHR074890
OG0003852	XP_010496287.1, XP_010435645.1, XP_010485390.1	CARHR075310
OG0003852	XP_010497964.1, XP_010476768.1	CARHR017030
OG0003853	XP_010413354.1, XP_019101737.1, XP_010469020.1	CARHR172040
OG0003854	XP_010508182.1, XP_010506469.1, XP_010518145.1	CARHR140500
OG0003855	XP_010512176.1, XP_010413721.1, XP_010469335.1	CARHR169660
OG0003856	XP_010504765.1, XP_010516462.1, XP_010427720.1	CARHR168490
OG0003857	XP_010516437.1, XP_010504736.1, XP_010427695.1, XP_010412831.2	CARHR168310
OG0003857	XP_010517726.1, XP_010506020.1	CARHR137210
OG0003858	XP_010516435.1, XP_010427692.1, XP_010507502.2	CARHR168290
OG0003859	XP_010427069.1, XP_010515917.1	CARHR163940
OG0003860	XP_010424917.1, XP_010502126.1, XP_010513867.1, XP_010451674.1, XP_010483182.1	CARHR257330
OG0003861	XP_010435361.1, XP_010496358.1, XP_010450331.1	CARHR217960
OG0003861	XP_010514389.1, XP_010466988.1, XP_010488671.1	CARHR102120
OG0003862	XP_010497254.2, XP_010513389.1, XP_010488536.1, XP_010468457.1	CARHR100440
OG0003865	XP_010505310.1, XP_010509354.1, XP_010516997.1	CARHR132290
OG0003866	XP_010509417.1, XP_010505239.1, XP_010516923.1	CARHR131380
OG0003866	XP_010442533.1	CARHR257860
OG0003867	XP_010417006.1, XP_010429169.1, XP_010472236.1	CARHR113680
OG0003868	XP_010500136.1, XP_010479042.1, XP_010461437.1	CARHR035840
OG0003869	XP_010478801.1, XP_010501763.1, XP_010501761.1, XP_010501762.1, XP_019098530.1, XP_010499915.1, XP_010461198.1, XP_010478800.1	CARHR033130
OG0003870	XP_010455402.1, XP_010437626.1, XP_010424478.1	CARHR194380
OG0003870	XP_019098519.1	CARHR261080
OG0003871	XP_010473575.1, XP_010418355.1, XP_010430427.1	CARHR047990
OG0003872	XP_010422097.1, XP_010455549.1, XP_010434936.1	CARHR255150
OG0003873	XP_010505134.1, XP_019101290.1	CARHR130310
OG0003874	XP_010506703.1, XP_010518374.1, XP_010507960.1	CARHR142220, CARHR034190
OG0003875	XP_010508389.1, XP_010508386.1, XP_019101986.1, XP_019099805.1	CARHR138860
OG0003876	XP_010506079.1, XP_010508562.1, XP_010517776.1	CARHR137580
OG0003877	XP_010413008.1, XP_010507692.1, XP_019100722.1	CARHR137030
OG0003878	XP_010508711.1, XP_010505929.1, XP_019082312.1, XP_010507476.1, XP_010412795.1	CARHR136620
OG0003879	XP_010504178.1, XP_010485628.1, XP_010463734.1	CARHR076980
OG0003880	XP_010464342.1, XP_010450404.1, XP_010486274.1	CARHR081920
OG0003881	XP_010464421.1, XP_010457881.1, XP_010486352.1	CARHR082520
OG0003882	XP_010486794.1, XP_010495666.1, XP_010464844.1	CARHR085970
OG0003883	XP_010516587.1, XP_010489227.1, XP_010467384.1	CARHR106750
OG0003884	XP_010468193.1	CARHR090830
OG0003884	XP_010468191.1, XP_010487405.1, XP_019092589.1, XP_019095739.1, XP_010497211.2	CARHR090820
OG0003885	XP_010457186.1, XP_010480751.1, XP_010474682.1	CARHR001500
OG0003886	XP_010446043.1, XP_010485065.1, XP_019091131.1, XP_010444156.1	CARHR264900
OG0003887	XP_010503970.1, XP_010426846.1, XP_010515692.1	CARHR162070
OG0003889	XP_010475211.1, XP_010457610.1, XP_019095006.1	CARHR004750
