Orthogroup	Odontarrhena_muralis	Arabidopsis_lyrata_NCBI
OG0001614	Om002G069020	XP_002885417.1, XP_002862672.1
OG0001615	Om002G072780	XP_020882841.1
OG0001615	Om005G181000, Om005G184980	XP_020867312.1
OG0001616	Om002G084190	XP_020887283.1
OG0001617	Om002G087190	XP_002886035.1
OG0001617	Om001G024810	XP_020874593.1
OG0001618	Om003G089510	XP_002894559.1
OG0001618	Om002G056680	XP_002882791.1
OG0001619	Om006G255320	XP_020881375.1
OG0001619	Om008G337000	XP_020883203.1
OG0001621	Om003G096240	XP_020866563.1
OG0001624	Om005G226870	XP_020865888.1, XP_020889817.1
OG0001624	Om001G033040, Om005G227770	XP_020865901.1, XP_020890418.1
OG0001625	Om008G327730	XP_002879939.1, XP_020884763.1
OG0001626	Om008G331730, Om001G024570, Om003G093350, Om001G026690	XP_020882843.1
OG0001627	Om004G148280	XP_020867903.1
OG0001629	Om006G273430	XP_020882176.1
OG0001630	Om002G044480, Om002G044470, Om007G280110, Om007G280100	XP_002879340.1, XP_020885494.1
OG0001631	Om005G211770	XP_002887152.1
OG0001633	Om001G009140, Om001G009130	XP_002869821.1, XP_002869820.2
OG0001641	Om004G155700	XP_002886870.2
OG0001642	Om001G031720	XP_002867146.1
OG0001643	Om001G033530	XP_020872748.1
OG0001644	Om005G189420	XP_002889832.1
OG0001645	Om006G273540, Om006G273530, Om003G100820, Om003G100810	XP_002875239.1
OG0001646	Om006G272500	XP_020879622.1
OG0001646	Om005G192600	XP_002892724.1
OG0001647	Om007G317750	XP_020872137.1
OG0001647	Om006G271590	XP_020880804.1
OG0001648	Om007G317430	XP_020874901.1
OG0001648	Om006G271360	XP_020882217.1
OG0001649	Om007G316180	XP_002870750.1
OG0001650	Om006G269250	XP_020882200.1
OG0001650	Om007G315230	XP_020872946.1
OG0001651	Om006G250370	XP_020867401.1
OG0001652	Om002G051680	XP_020889251.1
OG0001652	Om004G176210	XP_020876703.1
OG0001653	Om002G052460	XP_020888377.1
OG0001654	Om004G174290	XP_020879352.1
OG0001654	Om002G052600	XP_020888363.1
OG0001655	Om004G171470	XP_020875963.1
OG0001655	Om002G054370	XP_002882713.1
OG0001656	Om002G056110	XP_020888312.1
OG0001657	Om001G019400	XP_002867529.1
OG0001657	Om003G116630	XP_020871691.1
OG0001658	Om003G117030	XP_020888483.1
OG0001658	Om001G018900	XP_002867539.1
OG0001659	Om004G168860, Om004G168870	XP_002871271.1
OG0001659	Om004G168880	XP_020878005.1
OG0001660	Om001G005920	XP_002869935.1
OG0001660	Om008G356450	XP_002863558.1
OG0001661	Om008G352120	XP_002872643.1
OG0001661	Om001G009550	XP_002867752.1
OG0001662	Om001G009750	XP_020873620.1
OG0001662	Om008G352460, Om008G352390	XP_020877707.1
OG0001663	Om008G346530	XP_020879136.1
OG0001663	Om005G205360	XP_002890537.1
OG0001664	Om008G339790	XP_020885605.1
OG0001664	Om008G354750, Om007G290960	XP_020866422.1
OG0001665	Om007G291250	XP_020866070.1, XP_020884807.1, XP_020885265.1
OG0001666	Om001G035390	XP_020875626.1
OG0001666	Om002G084410	XP_002884081.1
OG0001667	Om001G037950	XP_002866958.1
OG0001668	Om001G038350	XP_020875663.1
OG0001669	Om004G153630	XP_002880432.1
OG0001669	Om001G039870	XP_020874986.1
OG0001670	Om001G041140	XP_020875421.1
OG0001670	Om004G156260	XP_020885000.1
OG0001671	Om001G014220	XP_020870579.1, XP_020869400.1, XP_020870581.1, XP_002891202.2
OG0001671	Om008G344380	XP_002874556.1
OG0001672	Om007G287990	XP_020869541.1
OG0001672	Om004G173040	XP_002873145.1
OG0001673	Om002G076100	XP_002885759.1
OG0001674	Om003G103270	XP_020872623.1
OG0001675	Om003G127710	XP_020881581.1
OG0001676	Om008G323260	XP_020882650.1
OG0001677	Om003G123570	XP_020880169.1
OG0001677	Om008G325460	XP_020883355.1
OG0001678	Om003G122620	XP_020880598.1
OG0001678	Om008G326120	XP_002880005.1
OG0001679	Om003G122260	XP_020880497.1
OG0001679	Om008G326460	XP_020884457.1
OG0001681	Om006G229710	XP_002866754.1
OG0001682	Om004G160610	XP_002874882.1
OG0001682	Om005G180340	XP_002889459.1
OG0001683	Om007G277500	XP_020871881.1
OG0001684	Om007G278180	XP_002865429.1
OG0001684	Om005G181740	XP_020867548.1
OG0001685	Om005G181710	XP_002889505.1
OG0001685	Om007G278190	XP_020865954.1
OG0001686	Om007G278380	XP_020883114.1
OG0001686	Om005G181630	XP_002889510.1
OG0001687	Om005G181860	XP_020867120.1
OG0001687	Om007G278640	XP_020883868.1
OG0001688	Om005G183630	XP_020870498.1
OG0001689	Om005G184150	XP_020868609.1
OG0001689	Om007G281210	XP_002881132.1
OG0001690	Om007G281480, Om007G281580	XP_002879265.1
OG0001690	Om005G184350	XP_020869367.1
OG0001691	Om005G184600	XP_002892379.1
OG0001691	Om007G281950	XP_002879250.1, XP_002862737.1
OG0001692	Om007G282070	XP_002881081.1, XP_020870771.1
OG0001693	Om007G283110	XP_020885251.1
OG0001693	Om005G185370	XP_020870891.1
OG0001694	Om007G297610	XP_020876289.1
OG0001694	Om002G044500	XP_020887940.1
OG0001695	Om005G186660	XP_020866316.1
OG0001695	Om002G046260	XP_002884450.1
OG0001696	Om002G047030	XP_002884489.1
OG0001697	Om002G049380	XP_020888040.1
OG0001698	Om008G331230	XP_020884182.1
OG0001698	Om006G251420	XP_002876333.1
OG0001699	Om006G254450	XP_002877926.1
OG0001699	Om008G335740	XP_020883435.1
OG0001700	Om004G132030	XP_002887774.1
OG0001700	Om005G197410	XP_020868957.1
OG0001701	Om005G202490	XP_002890385.1
OG0001701	Om004G136730	XP_020890789.1
OG0001702	Om004G135300	XP_020867544.1, XP_020890848.1
OG0001702	Om005G203630	XP_002893161.1
OG0001703	Om005G204270	XP_020870864.1
OG0001703	Om004G134510, Om004G134520	XP_020891531.1
OG0001704	Om005G205400	XP_002890539.1
OG0001704	Om005G206360	XP_002888835.1
OG0001705	Om004G143510	XP_020870912.1
OG0001705	Om005G207240	XP_020890254.1
OG0001707	Om006G243500, Om001G019970, Om001G019230, Om001G019320	XP_020875112.1
OG0001707	Om007G290330	XP_020868696.1
OG0001708	Om007G294410	XP_002872226.1
OG0001708	Om002G048250	XP_020888768.1
OG0001709	Om006G234880	XP_020890289.1
OG0001709	Om006G263370	XP_020880374.1
OG0001710	Om004G135420	XP_020865584.1
OG0001711	Om002G062790	XP_002883013.1
OG0001711	Om003G100880	XP_002870208.1
OG0001712	Om003G098000	XP_002894202.1
OG0001712	Om002G066430	XP_002885296.1
OG0001713	Om003G097760	XP_002891536.1
OG0001713	Om002G066890	XP_002883188.1
OG0001714	Om002G068390	XP_002883258.1
OG0001714	Om003G096360	XP_020870654.1
OG0001715	Om002G074240	XP_020886161.1
OG0001715	Om002G073870	XP_002885643.2
OG0001717	Om002G072020, Om002G071990	XP_020880650.1
OG0001719	Om001G033670	XP_020887835.1
OG0001721	Om005G192720	XP_002875346.1, XP_020869012.1
OG0001722	Om003G118840	XP_002866140.2, XP_020871565.1, XP_020871507.1
OG0001724	Om007G281190	XP_020884375.1
OG0001725	Om007G295930	XP_002873886.1, XP_002873887.1, XP_002873884.2
OG0001729	Om003G101660	XP_002868208.1
OG0001730	Om001G022330	XP_020875579.1
OG0001731	Om001G025510	XP_002867366.1
OG0001731	Om001G025490	XP_002867367.1
OG0001732	Om001G025650	XP_020874549.1
OG0001732	Om002G086510	XP_020888883.1
OG0001733	Om001G026390	XP_002867341.1
OG0001733	Om004G155150, Om004G152530, Om004G152500	XP_002880536.1
OG0001734	Om001G027010	XP_002867322.1, XP_002867321.1
OG0001734	Om004G154900, Om004G152250	XP_002880560.1
OG0001735	Om002G080750	XP_020886831.1
OG0001735	Om001G031710	XP_020874633.1
OG0001736	Om001G034500	XP_002867075.1
OG0001736	Om002G083880	XP_002886109.1
OG0001737	Om005G224300, Om008G339290, Om005G224160	XP_002879530.1
OG0001737	Om007G291760	XP_020870296.1
OG0001738	Om007G276800	XP_002893726.1, XP_020883778.1
OG0001739	Om011G365610, Om020G374570	XP_020868105.1
OG0001739	Om005G187890	XP_020868185.1
OG0001740	Om005G219000	XP_020891369.1
OG0001740	Om005G188440	XP_002892542.1
OG0001741	Om005G188920	XP_020866468.1
OG0001741	Om006G242680	XP_020890279.1
OG0001742	Om005G218130	XP_002886617.1
OG0001742	Om001G004530	XP_002883597.1
OG0001743	Om005G189990	XP_002889854.1
OG0001743	Om005G222730	XP_002888095.1
OG0001744	Om007G317860	XP_002868618.1
OG0001744	Om006G271810	XP_002875351.1
OG0001745	Om006G271170	XP_002875387.1, XP_002887065.1, XP_020889804.1, XP_002862504.1
OG0001745	Om007G317150	XP_002868646.1
OG0001746	Om001G030190	XP_002862551.1, XP_002875455.1
OG0001746	Om007G316400	XP_002868676.2
OG0001747	Om002G084790	XP_020882086.1
OG0001748	Om007G314610	XP_002870852.1
OG0001748	Om005G213090	XP_020891753.1
OG0001749	Om005G228290	XP_020890558.1
OG0001749	Om007G318200	XP_020872577.1
OG0001750	Om005G226430	XP_020865620.1, XP_020890194.1
OG0001751	Om002G055350	XP_002884864.1
OG0001751	Om004G170240	XP_020876282.1
OG0001753	Om002G055940	XP_020888283.1
OG0001753	Om004G169640	XP_020875781.1
OG0001754	Om003G112010	XP_020878671.1
OG0001754	Om007G285960	XP_020891489.1, XP_020875060.1, XP_002867627.1
OG0001755	Om007G286780	XP_020873639.1, XP_020871706.1
OG0001756	Om003G114260	XP_020868511.1, XP_002864212.1
OG0001757	Om003G118050	XP_020871161.1, XP_020873424.1
OG0001758	Om006G241000	XP_020879399.1
OG0001758	Om004G162180	XP_020879418.1
OG0001759	Om006G237060	XP_002866415.1, XP_002866416.1
OG0001760	Om008G362010	XP_002863360.1
OG0001761	Om008G358970, Om008G358940	XP_002863446.1
OG0001761	Om001G002630	XP_002870033.1
OG0001762	Om008G358630	XP_002865231.1
OG0001763	Om001G005220	XP_020873111.1
OG0001764	Om008G353770	XP_020877723.1
OG0001764	Om001G008640	XP_002867787.2
OG0001766	Om008G347910	XP_002874626.1
OG0001767	Om005G205800	XP_020865600.1, XP_020873508.1
OG0001767	Om001G013410	XP_020869387.1
OG0001768	Om007G288330	XP_020866880.1
OG0001769	Om002G084600	XP_020887826.1
OG0001769	Om001G035630	XP_020874931.1
OG0001770	Om006G230950	XP_020885115.1
OG0001770	Om006G259560	XP_002876004.1
OG0001771	Om004G154310	XP_020882967.1
OG0001771	Om001G038770	XP_020874282.1
OG0001772	Om001G041500	XP_020875572.1
OG0001772	Om005G211660	XP_020890543.1
OG0001773	Om003G113680	XP_002865913.1
OG0001773	Om008G340200	XP_002879493.2
OG0001774	Om007G287910	XP_002872405.2
OG0001775	Om001G008380	XP_002867800.1
OG0001775	Om008G353980	XP_002872701.1
OG0001776	Om008G357920	XP_020871066.1
OG0001777	Om004G159160	XP_020879212.1
OG0001777	Om007G316940	XP_020874701.1
OG0001778	Om008G319150	XP_020883168.1
OG0001778	Om003G128550	XP_020880446.1
OG0001779	Om003G128300	XP_002878471.1
OG0001779	Om008G319250	XP_020885246.1
OG0001780	Om008G322630	XP_002880155.1
OG0001780	Om003G125530	XP_002876566.1
OG0001781	Om003G124590	XP_020882376.1
OG0001781	Om008G323600	XP_020884112.1
OG0001782	Om003G123090	XP_020880523.1
OG0001782	Om008G325780	XP_020884243.1
OG0001783	Om008G359220	XP_002873989.1
OG0001784	Om006G230840	XP_020871220.1
OG0001784	Om006G259520	XP_002876006.1
OG0001785	Om004G157560	XP_020878502.1
OG0001785	Om005G178240	XP_002889361.1
OG0001786	Om005G178470	XP_002889367.1
OG0001786	Om004G158260	XP_020876230.1
OG0001787	Om004G159150	XP_020879084.1
OG0001787	Om005G179160	XP_002889398.1
OG0001788	Om004G159460	XP_020877430.1
OG0001788	Om005G179440, Om003G116020	XP_002892117.1
OG0001789	Om004G159990, Om004G160000	XP_020881245.1
OG0001790	Om007G280560	XP_020884899.1
OG0001790	Om005G183490	XP_002892318.1
OG0001791	Om007G281060	XP_020883081.1
OG0001792	Om007G281860	XP_002879257.1
OG0001792	Om005G203340, Om005G184540	XP_020867294.1
OG0001793	Om005G184770	XP_002889635.1
OG0001793	Om007G282090	XP_002881079.1
OG0001794	Om005G185160	XP_002889647.1
OG0001794	Om007G282570	XP_020883967.1
OG0001795	Om002G043830	XP_020887331.1
OG0001795	Om007G298910	XP_002873754.1
OG0001796	Om002G044610	XP_002882276.1
OG0001796	Om007G297370	XP_020878778.1
OG0001797	Om007G296780	XP_020877290.1
OG0001797	Om002G045080	XP_020888864.1
OG0001798	Om007G294650, Om005G212940	XP_002872209.1
OG0001798	Om002G048320	XP_002884547.1
OG0001799	Om007G293700	XP_020876891.1
OG0001799	Om002G048330	XP_020887154.1
OG0001800	Om002G048990	XP_020886389.1
OG0001800	Om007G295460	XP_020878545.1
OG0001801	Om007G305650	XP_020869482.1
OG0001801	Om002G049720	XP_002884619.1
OG0001802	Om004G157380	XP_002887070.1
OG0001802	Om005G213450	XP_020865962.1
OG0001803	Om008G337160	XP_020885224.1
OG0001803	Om006G255350	XP_002876174.2
OG0001804	Om007G278010	XP_002887798.1
OG0001804	Om005G197040	XP_020867602.1
OG0001805	Om004G132470	XP_020890480.1
OG0001805	Om005G197810	XP_020868122.1
OG0001806	Om004G142690	XP_020889687.1
OG0001806	Om005G198420	XP_002890217.1
OG0001807	Om008G338460, Om008G338470	XP_002879573.1
OG0001807	Om005G201470	XP_020870090.1
OG0001808	Om004G136980	XP_002889057.1
OG0001808	Om005G202440	XP_020868655.1
OG0001809	Om005G208300	XP_020891199.1
OG0001809	Om004G144770	XP_002893329.1
OG0001810	Om004G146130	XP_020867942.1, XP_020891725.1
OG0001811	Om005G211370	XP_002887164.2
OG0001812	Om005G211590	XP_020865969.1, XP_002890697.1
OG0001814	Om004G155870	XP_002878564.2
OG0001814	Om001G040560	XP_002868895.1
OG0001815	Om007G295450	XP_002871826.2
OG0001816	Om002G047120	XP_020886535.1, XP_020886886.1
OG0001816	Om007G293510	XP_020876899.1
OG0001817	Om004G171380	XP_002871172.1
OG0001817	Om002G054530	XP_002882718.1
OG0001818	Om006G260370	XP_020882290.1
OG0001818	Om006G239080	XP_002874198.1
OG0001819	Om006G229570	XP_002865065.1
OG0001819	Om006G258020	XP_002876054.1
OG0001820	Om006G261480	XP_020879951.1
OG0001820	Om006G238200	XP_002872066.1
OG0001821	Om003G094580	XP_002891695.1
OG0001821	Om002G061690	XP_020886235.1
OG0001822	Om002G069440	XP_020888982.1, XP_020888980.1
OG0001822	Om003G095310	XP_020870091.1, XP_002891670.1
OG0001823	Om002G088090, Om003G118780	XP_002884194.2
OG0001824	Om008G335410	XP_020883682.1
OG0001824	Om006G254330	XP_020880037.1
OG0001825	Om008G331140	XP_020885212.1
OG0001826	Om003G119720	XP_002878106.1
OG0001826	Om008G328620	XP_002879911.1
OG0001827	Om003G119940	XP_002878123.1
OG0001828	Om008G323210	XP_020884934.1
OG0001828	Om003G124760	XP_020880775.1
OG0001830	Om003G122150, Om003G122160	XP_020880517.1
OG0001830	Om003G122140	XP_002878211.2, XP_020880516.1
OG0001831	Om008G362720	XP_020885818.1, XP_002863333.1
OG0001832	Om008G338530, Om008G335500, Om008G335450	XP_020872265.1, XP_020884644.1
OG0001833	Om001G028080	XP_020872458.1
OG0001833	Om001G028070	XP_020872303.1
OG0001834	Om005G196550, Om008G335310	XP_020866294.1
OG0001835	Om005G202280	XP_020869861.1
OG0001836	Om005G224440	XP_002886482.1
OG0001837	Om004G172140, Om004G172120, Om004G172110	XP_002876181.1, XP_002873189.1
OG0001838	Om001G000280, Om001G000290	XP_002868063.1
OG0001839	Om004G176150	XP_002872074.1
OG0001844	Om001G024060	XP_002869445.1
OG0001844	Om002G087490	XP_020889360.1
OG0001845	Om001G026200	XP_002869378.2
OG0001846	Om002G083690	XP_020887412.1
OG0001846	Om001G034280	XP_002867081.1
OG0001847	Om007G276170	XP_020874045.1
OG0001847	Om007G276160	XP_020874043.1
OG0001848	Om005G189000	XP_002892573.1
OG0001849	Om005G222900	XP_002886550.1
OG0001851	Om007G317310	XP_002870688.1
OG0001851	Om006G271240	XP_002877047.1
OG0001852	Om007G315660	XP_020872969.1
OG0001854	Om005G214490	XP_020889725.1
OG0001855	Om005G215030	XP_002886920.1
OG0001856	Om005G224800	XP_020865856.1
OG0001856	Om005G191370	XP_020869241.1
OG0001857	Om006G249860	XP_020888998.1
OG0001858	Om004G173240	XP_002871078.1
OG0001858	Om002G053140	XP_002882659.1
OG0001859	Om002G053510	XP_002882680.1
OG0001859	Om004G172790	XP_020877899.1
OG0001860	Om004G171350	XP_020876028.1
OG0001860	Om002G054540	XP_020888302.1
OG0001861	Om002G054630	XP_020888291.1
OG0001861	Om004G171130	XP_020876014.1
OG0001862	Om004G170140	XP_020877614.1
OG0001862	Om002G055460	XP_020888248.1
OG0001863	Om007G286190	XP_020873398.1
OG0001863	Om003G112570	XP_002864114.1
OG0001864	Om003G116120	XP_002864337.1, XP_002867516.1
OG0001865	Om003G116350	XP_020871292.1
OG0001865	Om001G020020	XP_020873316.1
OG0001866	Om003G116580	XP_002864361.1
OG0001866	Om001G019420	XP_002867528.1
OG0001867	Om006G249280	XP_020871807.1, XP_020873432.1
OG0001868	Om004G162720	XP_002871512.1
OG0001869	Om006G231560	XP_002864966.2, XP_020873382.1
OG0001869	Om004G165280	XP_020876720.1
OG0001870	Om006G231800	XP_002866669.1
OG0001870	Om004G165450	XP_020876763.1
OG0001871	Om006G232050	XP_020868724.1
OG0001871	Om004G166020, Om004G166050	XP_002871401.1
OG0001872	Om006G232620	XP_002866633.1
OG0001873	Om004G166720	XP_020877761.1
OG0001873	Om004G166730	XP_020877764.1
OG0001874	Om005G225550	XP_020878501.1
OG0001875	Om004G167850	XP_020875770.1
OG0001875	Om006G237550	XP_020877088.1
OG0001876	Om006G237180	XP_020882839.1
OG0001876	Om004G168040	XP_002871302.1
OG0001877	Om004G168890	XP_002871269.1
OG0001878	Om001G000310	XP_020874209.1
OG0001878	Om008G362390	XP_020871079.1
OG0001879	Om001G001080	XP_002868030.1
OG0001879	Om006G254640	XP_020871588.1
OG0001880	Om001G001830	XP_020874373.1, XP_020874372.1
OG0001881	Om001G006590	XP_002869914.2, XP_002869915.2
OG0001882	Om008G354800	XP_020876470.1
OG0001882	Om001G007480	XP_020873746.1
OG0001883	Om008G354400	XP_020878399.1
OG0001883	Om001G008000	XP_002867826.1
OG0001884	Om005G195870	XP_020870060.1
OG0001884	Om004G129530	XP_020890274.1
OG0001885	Om001G012040	XP_002891032.2
OG0001885	Om008G347930	XP_002874627.1
OG0001886	Om001G014110	XP_002893885.1
OG0001886	Om008G343340	XP_020878840.1
OG0001887	Om008G344790	XP_020877462.1
OG0001887	Om001G014790	XP_002893922.1
OG0001888	Om007G289400	XP_002881324.1
OG0001889	Om002G085610	XP_020887398.1
OG0001889	Om001G036380	XP_020875558.1
OG0001890	Om001G039100	XP_002868953.1
OG0001890	Om001G039090	XP_002868955.1
OG0001891	Om001G017880	XP_020873235.1
OG0001891	Om005G214820, Om005G189340	XP_002892589.1
OG0001892	Om008G341440	XP_002863689.1
OG0001892	Om007G287980	XP_020868007.1
OG0001893	Om008G347990	XP_002872519.1
OG0001894	Om008G330850	XP_002881686.1
OG0001895	Om008G362420	XP_020881600.1
OG0001896	Om003G104810	XP_002867475.1
OG0001896	Om002G050160	XP_020888954.1
OG0001897	Om002G072930	XP_020886452.1
OG0001897	Om003G103660	XP_020874691.1
OG0001898	Om002G071120	XP_020886682.1
OG0001898	Om003G102430	XP_020872372.1
OG0001900	Om007G318210	XP_002870617.1
OG0001901	Om008G318990	XP_020882691.1
OG0001901	Om003G128330	XP_002878472.1
OG0001902	Om003G127700	XP_002876664.2, XP_020881998.1
OG0001902	Om008G320130	XP_002882098.1
OG0001903	Om003G125620	XP_020881462.1
OG0001903	Om008G322500	XP_020884494.1
OG0001904	Om008G322650	XP_020884215.1
OG0001905	Om003G124360	XP_020879827.1
OG0001905	Om008G323900	XP_020885315.1, XP_020884772.1
OG0001906	Om003G123560	XP_020880167.1
OG0001906	Om008G325480	XP_002880033.1
OG0001907	Om006G262480	XP_020880382.1
OG0001908	Om001G033950	XP_002864851.1, XP_020874840.1
OG0001909	Om005G179340	XP_020868942.1, XP_020868941.1
OG0001910	Om007G293120	XP_020876479.1
OG0001910	Om005G180580	XP_020869615.1
OG0001911	Om007G278040	XP_002863652.1, XP_020871770.1
OG0001911	Om005G181450	XP_002889501.1
OG0001912	Om007G279800	XP_020884396.1
OG0001912	Om005G182830	XP_020869673.1
OG0001913	Om005G183110	XP_002889560.1
OG0001913	Om007G280140	XP_020883447.1
OG0001914	Om007G280480	XP_020882798.1
OG0001915	Om007G280730	XP_020885824.1
OG0001915	Om005G183620	XP_002892324.1
OG0001916	Om007G282370	XP_020883553.1
OG0001917	Om005G185570	XP_020870230.1
OG0001918	Om005G205290	XP_020885344.1
OG0001918	Om005G197370	XP_002880809.1
OG0001919	Om007G301400	XP_020878299.1
OG0001919	Om002G042440	XP_020885952.1
OG0001920	Om007G298360	XP_002873774.1
OG0001920	Om002G044080	XP_020889331.1
OG0001921	Om007G298300	XP_002871718.1
OG0001921	Om002G044130	XP_002884339.1
OG0001922	Om002G047840	XP_020886157.1
OG0001922	Om007G294100	XP_020876938.1
OG0001923	Om006G263060	XP_020882807.1
OG0001923	Om006G252450	XP_020881542.1
OG0001924	Om006G254590, Om006G254600	XP_020880619.1
OG0001924	Om008G335870, Om008G335880	XP_002879660.2
OG0001925	Om008G334680	XP_002881556.1
OG0001926	Om008G334240	XP_020883680.1
OG0001926	Om006G256730	XP_020881623.1
OG0001927	Om005G196440	XP_002890120.1
OG0001928	Om004G133220	XP_002887737.1
OG0001928	Om005G198220	XP_020866551.1
OG0001929	Om005G199150	XP_002890245.1
OG0001929	Om004G141960	XP_020889762.1
OG0001930	Om005G200480	XP_020867618.1
OG0001930	Om004G139600	XP_020890838.1
OG0001931	Om004G138990	XP_020865799.1
OG0001931	Om005G200760	XP_002893022.1
OG0001932	Om005G201280	XP_002893043.1
OG0001932	Om004G138920	XP_002889008.1
OG0001933	Om004G135540	XP_002893156.1, XP_002889106.1
OG0001934	Om005G204640	XP_020866041.1
OG0001934	Om004G134040	XP_002889173.1
OG0001935	Om004G143370	XP_002890566.1
OG0001935	Om005G207130	XP_002888795.1
OG0001936	Om001G023770	XP_020873928.1
OG0001937	Om004G145490	XP_020870103.1
