Orthogroup	Odontarrhena_muralis	Arabidopsis_lyrata_Rawat
OG0003004	Om002G059900	AL3G27140
OG0003005	Om003G100780	AL7G39390
OG0003005	Om002G062940	AL3G29550
OG0003006	Om003G100310	AL7G38960
OG0003006	Om002G063460	AL3G29930
OG0003007	Om003G100140	AL7G38770
OG0003007	Om002G063480	AL3G29960
OG0003008	Om003G099120	AL1G55480
OG0003008	Om002G065210	AL3G31520
OG0003009	Om002G066940	AL3G33000
OG0003009	Om003G097710	AL1G57430
OG0003010	Om003G096150	AL1G58930
OG0003010	Om002G068630	AL3G34680
OG0003011	Om002G072470, Om006G253400	AL3G38210, AL3G38220
OG0003012	Om002G073660	AL3G39710, AL3G39720
OG0003013	Om001G033660	AL7G16170
OG0003014	Om002G084850	AL3G51020, AL6G43520
OG0003014	Om001G028320, Om003G104830	AL7G20270
OG0003015	Om002G087410	AL3G48520
OG0003015	Om001G024430	AL7G22960
OG0003016	Om003G095590	AL1G59590
OG0003016	Om002G069270	AL3G35270
OG0003017	Om003G121110	AL5G39540
OG0003017	Om003G095720	AL1G59460
OG0003018	Om006G252250	AL5G36310
OG0003018	Om008G332020	AL4G36750
OG0003019	Om002G060150	AL3G27330, AL975U10010
OG0003019	Om003G093200	AL1G61680
OG0003020	Om008G324040	AL4G42910
OG0003020	Om003G124250	AL5G42050
OG0003021	Om003G097970, Om003G097990	AL2G22680
OG0003022	Om003G125580, Om003G125590	AL5G15160, nbis-gene-1123
OG0003025	Om007G286770, Om007G286750	AL7G27390
OG0003028	Om001G039220, Om002G082330, Om002G082340	AL7G12560, AL6G46690, AL6G46680, AL6G46670, AL6G46710
OG0003030	Om008G354270	AL8G11940
OG0003031	Om001G012220, Om001G012730, Om001G020620	AL4G19130, AL5G13820
OG0003033	Om001G023390	AL7G23730
OG0003033	Om002G087960	AL3G47860
OG0003036	Om001G032340	AL7G17090
OG0003036	Om002G081370	AL3G47050
OG0003037	Om001G033430	AL7G16330
OG0003039	Om005G219900	AL2G16960
OG0003040	Om005G220050	AL2G16800, AL2G16790
OG0003041	Om005G189370	AL1G21560
OG0003042	Om006G270890	AL5G17370
OG0003043	Om005G215230	AL2G20410
OG0003044	Om005G191640, Om008G342460	AL1G23580
OG0003044	Om005G225100	AL2G13050
OG0003046	Om003G114970	AL8G28130
OG0003046	Om001G021680, Om002G075500	AL7G24720
OG0003047	Om006G233180	AL8G41670
OG0003048	Om006G233930	AL8G40820
OG0003049	Om008G362020	AL8G10960
OG0003050	Om008G352040	AL6G46940
OG0003050	Om001G009500, Om001G009530	AL7G30790
OG0003051	Om001G009890	AL7G30530
OG0003051	Om008G352820	AL6G46520
OG0003052	Om008G345750	AL6G43230
OG0003052	Om001G013420	AL1G49050
OG0003053	Om008G343180	AL6G41830
OG0003053	Om001G014860	AL4G26050
OG0003054	Om007G287190	AL1G53740
OG0003055	Om007G288550	AL1G41790
OG0003056	Om008G340750	AL4G29510
OG0003056	Om007G288630	AL1G41840
OG0003057	Om001G034980	AL7G15480
OG0003057	Om002G084320	AL3G50630
OG0003058	Om004G152190	AL4G13600
OG0003058	Om001G037060	AL7G13940
OG0003059	Om008G339200	AL4G31110
OG0003059	Om008G357230	AL8G14540, AL8G14590
OG0003060	Om008G354520	AL6G48420
OG0003060	Om001G007850	AL7G50070, AL7G32210, AL7G31640
OG0003061	Om008G362560	AL8G10580
OG0003061	Om001G000140	AL7G37370
OG0003062	Om003G106080	AL7G44180
OG0003062	Om002G078030	AL3G43960
OG0003063	Om002G074430	AL3G40290
OG0003063	Om003G104330	AL9U10770
OG0003064	Om002G072100, Om003G099860	AL3G37970, AL7G41900
OG0003065	Om002G070040	AL3G36040, AL3G36060
OG0003066	Om005G227050	AL2G11230
OG0003067	Om008G322230	AL4G44520
OG0003067	Om003G125870	AL5G43110
OG0003068	Om003G124120	AL5G41840
OG0003070	Om006G242640	AL5G21380, AL6G32430
OG0003071	Om006G244650	AL5G23750
OG0003072	Om006G245150	AL8G36860
OG0003073	Om002G048140	AL3G16550
OG0003074	Om006G259940	AL5G29710
OG0003075	Om006G231150	AL8G43630
OG0003075	Om006G259700	AL5G29800, AL8G14300
OG0003076	Om006G230120	AL8G44520
OG0003077	Om001G035610	nbis-gene-1712
OG0003078	Om006G229160	AL8G45450
OG0003078	Om006G257500	AL5G31670
OG0003080	Om007G280260	AL4G26890
OG0003080	Om005G183230	AL1G15760
OG0003081	Om007G281390	AL4G25440
OG0003083	Om005G184950	AL1G17450
OG0003084	Om007G284410	AL4G22590, AL4G22580
OG0003085	Om007G284840	AL4G21200
OG0003086	Om007G302030	AL6G24580
OG0003087	Om002G044700	AL3G12860
OG0003088	Om002G070930	AL3G36880
OG0003089	Om002G047990	AL88U10040, AL3G16400, AL6G38910
OG0003090	Om002G048750, Om002G048740	AL3G17120
OG0003091	Om006G256870	AL5G32230
OG0003092	Om013G369570	AL3G54400
OG0003093	Om004G130220	AL2G41220
OG0003093	Om005G196220	AL1G27610
OG0003094	Om005G198160	AL7G51010
OG0003095	Om005G198400	AL8G24650
OG0003096	Om005G205520	AL8G18810, AL8G18840
OG0003096	Om005G205510	AL1G36460
OG0003097	Om004G144880	AL3G41520, AL1G38260
OG0003097	Om005G208380	AL2G29230
OG0003098	Om005G195350, Om005G195360, Om005G195320, Om005G195330	AL1G32130
OG0003100	Om007G281570	AL4G25340
OG0003100	Om005G184360	AL1G16910
OG0003101	Om007G300660	AL6G25670
OG0003101	Om002G042750	AL3G10750
OG0003102	Om004G160860, Om001G030780	AL6G24450
OG0003103	Om006G236630	AL8G38150
OG0003103	Om004G168490	AL6G18000
OG0003104	Om006G236380	AL8G38410
OG0003104	Om006G236360	AL8G38490
OG0003105	Om006G263790	AL5G27220, AL5G27230
OG0003106	Om006G229300	AL8G45250
OG0003106	Om006G257570	AL5G31600
OG0003107	Om006G235560	AL8G39240
OG0003108	Om006G242590	AL6G32350
OG0003109	Om004G141640, Om004G141630, Om004G141620	AL2G33060
OG0003110	Om004G131470	AL2G40300
OG0003110	Om003G089370	AL1G64590
OG0003111	Om002G057580	AL3G25280
OG0003112	Om002G050800	AL3G19360
OG0003113	Om002G061480	AL3G28490, AL3G28480
OG0003114	Om002G066610	AL3G32660
OG0003116	Om002G072450	AL3G38190
OG0003117	Om003G104350	AL9U10840
OG0003118	Om004G159270	AL6G51200
OG0003119	Om002G082520	AL3G52600
OG0003120	Om001G033180	AL7G16490
OG0003121	Om002G058470	AL3G26080
OG0003121	Om003G091120	AL1G63040
OG0003122	Om008G339600	AL4G30800
OG0003122	Om007G291330	AL1G44730
OG0003123	Om006G254500	AL5G34460
OG0003124	Om008G334710	AL4G34930
OG0003125	Om001G021210	AL3G30120
OG0003126	Om008G333300, Om008G341030, Om008G343510	nbis-gene-1288
OG0003127	Om005G226490	AL2G11670, AL2G11680
OG0003128	Om001G001680	AL1G65650, AL2G17420, AL2G17070
OG0003133	Om003G108040, Om003G107950, Om007G286820	AL1G62490
OG0003139	Om001G024460	AL7G22940
OG0003141	Om001G032590	AL7G16900
OG0003142	Om001G034300	AL7G15890
OG0003142	Om002G083730	AL3G50040
OG0003143	Om007G275760	AL7G38480
OG0003144	Om005G189600	AL1G21790
OG0003144	Om003G110360, Om005G221180	AL2G15960
OG0003145	Om005G189620	AL1G21810
OG0003146	Om006G274680	AL5G11490
OG0003147	Om006G271760	AL5G16050
OG0003149	Om006G232950, Om006G232940	AL8G38440, AL8G38480
OG0003150	Om006G269440	AL5G19090
OG0003152	Om005G227850	AL2G10820
OG0003153	Om005G227840	AL2G10830
OG0003154	Om005G226450	AL2G11720
OG0003155	Om004G172280	AL6G14640
OG0003156	Om003G122090, Om008G325600	AL1G54750
OG0003157	Om003G117100	AL8G30810
OG0003157	Om001G018820	AL7G26110
OG0003158	Om004G165890	AL6G20630, AL6G20600
OG0003159	Om001G005960	AL7G46100, AL7G33510
OG0003160	Om008G341950	AL8G18200
OG0003160	Om007G287400	AL1G41170
OG0003161	Om001G039160	AL2G20220, AL7G12610
OG0003162	Om007G302920, Om005G214190	AL2G23570
OG0003163	Om008G354220	AL6G48230
OG0003163	Om001G008160	nbis-gene-1804, AL3G50460
OG0003164	Om003G104110	AL9U10300
OG0003165	Om004G132510, Om007G303950	AL2G39260
OG0003166	Om003G126500	AL5G43710
OG0003167	Om008G322090	AL4G44690, AL4G44680
OG0003168	Om002G051380, Om002G051370	AL3G19950, AL3G19960
OG0003169	Om002G052200	AL3G20770
OG0003169	Om004G175320	AL6G11980
OG0003170	Om006G230930	AL8G43800
OG0003171	Om004G158680	AL6G51930
OG0003172	Om004G158760	AL6G51790
OG0003173	Om004G160450	AL6G50080
OG0003174	Om007G302310	AL6G49580
OG0003174	Om005G180450	AL1G13030
OG0003175	Om005G182000	AL1G14580
OG0003175	Om007G278970	AL4G28230
OG0003177	Om007G282500	AL4G24050, AL4G24030
OG0003177	Om007G282510	AL4G24020
OG0003178	Om007G301720	AL6G24790
OG0003179	Om002G042070	AL3G10080
OG0003179	Om007G301830	AL6G24720
OG0003180	Om007G303250	AL6G40700
OG0003180	Om002G046490	AL3G14750
OG0003181	Om002G047650	AL3G16140
OG0003182	Om004G176840	AL6G10520
OG0003183	Om008G332320	AL100U10010, AL4G36520
OG0003184	Om008G337660	AL4G32190
OG0003186	Om005G200160	AL1G30940
OG0003187	Om004G136860	AL2G36010
OG0003187	Om005G202340	AL1G33040
OG0003188	Om005G202780	AL1G33680, AL1G33670
OG0003189	Om005G202800	AL1G33690, AL1G33700
OG0003190	Om004G134590	AL2G37750
OG0003190	Om005G204190	AL1G34970
OG0003191	Om007G297700	AL2G36830, AL2G36840
OG0003192	Om007G294260	AL6G38710
OG0003192	Om005G199490	AL1G30320
OG0003193	Om005G212300	AL2G26200, AL1G40590
OG0003194	Om001G027240	AL7G21060
OG0003195	Om004G153620	AL4G11490
OG0003195	Om004G155760	AL4G11110
OG0003197	Om005G225370	AL2G12840
OG0003197	Om005G191820	AL1G23730
OG0003198	Om005G186950	AL1G19360
OG0003199	Om002G081040, Om002G080210	AL3G46460, AL3G46470
OG0003200	Om005G186430	AL1G18850, AL1G18840
OG0003201	Om005G181850	AL1G14420
OG0003202	Om005G180940	AL1G13510, AL4G33010
OG0003203	Om002G047360	AL3G15740
OG0003204	Om004G172870	AL6G14090
OG0003206	Om006G240090	AL6G37090
OG0003207	Om006G237420	AL3G41380, AL3G41390, AL269U10020, AL3G41370, AL269U10030, AL269U10040, AL269U10050, AL215U10060, AL269U10010, AL3G41400, AL8G37440
OG0003209	Om002G059040	AL3G26550
OG0003210	Om002G059180, Om002G059200	nbis-gene-730
OG0003211	Om006G273370, Om002G060610	AL5G21320, AL3G27790
OG0003212	Om002G061520, Om002G061560, Om002G061570	AL3G28520
OG0003213	Om002G062000	AL3G28860
OG0003214	Om002G064780	AL3G31180
OG0003215	Om002G065610	AL3G31900
OG0003216	Om003G093560, Om002G085160, Om003G093580, Om003G093540, Om002G085190	AL3G51400, AL3G51410, AL3G51420
OG0003217	Om001G022680	AL7G24150
OG0003218	Om003G093590	AL1G61420
OG0003218	Om003G093570	AL1G61430
OG0003219	Om003G095760	AL1G59430
OG0003219	Om002G069110	AL3G35060
OG0003220	Om003G097690	AL1G57460
OG0003222	Om006G252540	AL5G36110
OG0003222	Om006G252530	AL5G36120
OG0003223	Om001G029420	AL4G17080, AL7G19280
OG0003224	Om006G251110	AL5G37240
OG0003225	Om006G250800	AL5G37470
OG0003225	Om003G122210	AL5G40250
OG0003226	Om003G124130	AL5G41850
OG0003226	Om008G324500	AL4G42670
OG0003230	Om008G362080, Om008G362050, Om008G362140	AL8G10930
OG0003233	Om001G040670	AL5G17400, AL7G11220
OG0003234	Om007G284290	AL4G22440
OG0003235	Om005G192830	AL1G24810
OG0003235	Om005G192840	AL1G24830
OG0003236	Om005G201240	AL1G31910
OG0003247	Om001G026490	AL7G21520
OG0003248	Om004G155000, Om004G152810	AL4G14100
OG0003249	Om001G028930	AL7G19730
OG0003250	Om001G029300	AL7G19430
OG0003251	Om003G101680	AL9U11050, AL7G40320, AL7G40350, AL7G40310
OG0003252	Om001G031430, Om001G031440	AL7G17740
OG0003253	Om007G292810, Om007G292830	AL8G15900, AL8G15910
OG0003254	Om008G327260	nbis-gene-1143
OG0003255	Om007G291900	AL1G49280
OG0003255	Om005G188640	AL1G20850
OG0003256	Om005G192950	AL1G24920
OG0003258	Om007G315080	AL7G51640
OG0003259	Om005G224900	AL2G13320, AL2G13310
OG0003259	Om005G224940	AL2G13300
OG0003260	Om006G250960	AL5G37330
OG0003261	Om003G114360	AL8G27720
OG0003262	Om003G115380	AL8G28720
OG0003263	Om003G116700	AL8G30440
OG0003264	Om004G164040	AL6G21940
OG0003265	Om004G165000	AL6G21260
OG0003265	Om006G239590	AL6G21200
OG0003266	Om006G237810	AL6G34580
OG0003266	Om004G167700	AL6G18770
OG0003267	Om004G167860	AL6G18570
OG0003268	Om001G002730, Om001G002720	AL7G35560, AL7G35570
OG0003269	Om008G353480	AL6G18980, AL6G19000, AL6G47510
OG0003270	Om001G014260	AL1G50680, AL1G50640
OG0003271	Om007G288320, Om001G000550, Om003G118910	AL1G41570
OG0003274	Om002G083980	nbis-gene-890
OG0003275	Om001G034950	AL7G15520
OG0003276	Om001G036180	AL7G14630
OG0003276	Om002G085150, Om006G260160	AL3G51370
OG0003277	Om005G221150, Om002G085620	AL3G51610
OG0003278	Om004G156330	AL4G10290
OG0003278	Om001G041260	AL7G10660
OG0003279	Om001G041270	AL7G10640
OG0003280	Om008G338490	AL4G31640
OG0003281	Om008G358320	AL8G13280
OG0003281	Om008G358380	AL8G13230
OG0003282	Om002G077400, Om002G077340	AL3G42800
OG0003283	Om003G094490	AL9U11040
OG0003284	Om003G103760	AL7G42790, AL3G38950
OG0003285	Om005G189580, Om004G141300	AL1G21770
OG0003286	Om003G102500	AL7G41230
OG0003287	Om003G102230	AL7G40970
OG0003287	Om002G070800	AL3G36770
OG0003288	Om008G319300	AL4G47080
OG0003289	Om008G324380, Om008G324370	AL4G42730
OG0003292	Om006G244220	AL6G47720, AL6G33770, AL6G33800
OG0003293	Om006G234310	AL8G40430
OG0003294	Om006G232700	AL8G42110
OG0003294	Om004G166330	AL6G20240
OG0003295	Om006G231440	AL8G43410
OG0003296	Om006G229680	AL8G23360
OG0003297	Om006G257850	AL5G31360
OG0003297	Om006G229480	AL8G45120
OG0003298	Om007G292760	AL8G15960
OG0003298	Om005G180990	AL1G13570
OG0003299	Om007G279530	AL4G27980
OG0003299	Om005G182300	AL1G14830
OG0003300	Om007G282080	AL4G24750
OG0003301	Om007G285080, Om007G285060	AL4G20820, AL4G20790
OG0003302	Om001G030590	AL4G19200, AL7G18330
OG0003303	Om007G301850	AL6G24700
OG0003305	Om002G044450	AL3G12530
OG0003305	Om007G297630	AL6G27890
OG0003306	Om002G046640	AL3G14990
OG0003306	Om007G293240	AL6G40460
OG0003307	Om002G047110	AL3G15500
OG0003308	Om002G050360	AL3G18940
OG0003309	Om007G286100, Om008G347750	AL7G27940
OG0003310	Om005G198170	AL1G29220, AL7G51000
OG0003310	Om004G133040	AL2G38940
OG0003311	Om005G198300, Om005G198290	AL1G29410, nbis-gene-265
OG0003312	Om004G141070	AL2G33260
OG0003313	Om004G140830	AL2G33420, AL1G30570
OG0003314	Om005G200800	AL1G31480
OG0003315	Om004G135530	AL2G36990
OG0003315	Om005G203390	AL1G34250
OG0003316	Om004G133650	AL1G35730
OG0003317	Om005G205100	AL1G36120
OG0003318	Om007G317980	AL1G37060, AL1G31870
OG0003319	Om004G145280	AL1G38710
OG0003320	Om004G147500	AL5G19970, AL5G19960
OG0003321	Om001G028740	AL7G19890
OG0003324	Om007G300270	AL6G25960
OG0003325	Om007G293440	AL6G39870
OG0003326	Om004G169970	AL6G16820
OG0003327	Om004G171220	AL6G15630
OG0003327	Om006G251220	AL5G37160
OG0003328	Om006G238600	AL6G35300, AL6G35310
OG0003329	Om005G211810	AL2G26670, AL2G26650
OG0003330	Om005G208570	AL2G29140
OG0003331	Om004G134380	AL2G37920
OG0003332	Om005G201430	AL1G32220
OG0003333	Om004G140320	AL2G33730
OG0003333	Om005G200050	AL1G30840
OG0003334	Om004G132600	AL2G39240
OG0003335	Om004G132460	AL2G39310
OG0003335	Om005G197770	AL1G28990
OG0003336	Om002G057380, Om002G057390	AL3G25110, AL3G25120
OG0003337	Om002G063700	AL3G30160
OG0003338	Om002G070480	AL3G36430
OG0003339	Om003G093230	AL1G61660
OG0003339	Om002G060160	AL3G27340
OG0003340	Om003G120470	AL5G38900
OG0003340	Om002G043680	AL3G11670
OG0003341	Om003G121490, Om003G121510	AL5G39770, AL5G39760
OG0003342	Om003G122450, Om008G355340	AL5G40420, AL4G41200
OG0003343	Om003G127730	AL5G44840
OG0003344	Om003G095290	nbis-gene-1919, nbis-gene-1920, nbis-gene-1922, nbis-gene-289
OG0003347	Om006G255140	AL5G33960
OG0003350	Om001G028090	AL7G20370
OG0003352	Om007G298520	AL6G27230
OG0003359	Om001G028860	AL7G19800
OG0003360	Om001G029150	AL7G19510
OG0003362	Om001G031580	AL7G17650, AL7G17640
OG0003364	Om001G033440	AL7G16310
OG0003364	Om004G159490	AL6G50970
OG0003365	Om001G031400, Om001G031420	AL746U10010, AL7G17750
OG0003366	Om007G276460	AL7G37630, AL4G31190
OG0003367	Om005G194830	AL1G26560
OG0003368	Om006G274340	AL5G12570, AL6G52060
OG0003369	Om006G273670	AL5G13510
OG0003369	Om007G316340	AL7G50160
OG0003370	Om005G193070	AL5G34610
OG0003370	Om006G272920	AL5G14460
OG0003371	Om006G271110	AL5G16990
OG0003373	Om005G213610	AL7G46700, AL2G24290
OG0003374	Om005G215590	AL2G19600
OG0003374	Om001G021030	AL7G25090
OG0003376	Om001G016920, Om005G202760	AL7G27110
OG0003377	Om006G249850	AL8G32920
OG0003378	Om003G109000	AL8G23950
OG0003379	Om003G117130	AL8G30840, AL7G26130
OG0003380	Om006G248500	AL8G33840
OG0003381	Om001G021990	AL7G24520
OG0003382	Om004G165770	AL6G20740
OG0003383	Om006G236710	AL8G38080
OG0003384	Om001G003030	AL7G35100
OG0003385	Om001G006070	AL7G33430
OG0003387	Om001G012080	AL1G47650, AL6G44290
OG0003388	Om007G309940, Om007G309930	AL5G22900
OG0003389	Om008G340540	AL4G29920
OG0003389	Om007G289230	AL1G42740
OG0003390	Om007G290970	AL1G44340, AL1G44360
OG0003391	Om002G085880, Om001G036650	AL7G14320
OG0003392	Om001G039240	AL7G12540
OG0003393	Om001G039320	AL7G12460
OG0003393	Om004G153870	AL4G11980
OG0003394	Om006G243900	AL6G33500
OG0003396	Om008G351370, Om008G351360	AL6G45720, AL6G45710
OG0003397	Om001G003380	AL7G35060
OG0003397	Om008G358480	AL8G13120
OG0003398	Om003G104770	AL9U11420
OG0003400	Om003G103640	AL7G42580, AL7G42610
OG0003401	Om008G355330	AL7G41280
OG0003401	Om008G358230	AL7G41250
OG0003402	Om002G085790, Om002G085800, Om002G085780, Om002G085810, Om002G085820, Om001G032240, Om005G197950, Om003G101570, Om005G197940	AL7G40150
OG0003403	Om003G128710	AL5G45730
OG0003403	Om008G318900	AL39U10030, AL4G47450
OG0003404	Om008G319740	AL4G46800
OG0003404	Om008G319750	AL4G46790
OG0003405	Om008G324470	AL4G42690
OG0003406	Om006G273650	AL5G13530, AL5G13670
OG0003407	Om004G177090	AL6G10260
OG0003407	Om002G051230	AL3G19840
OG0003408	Om006G231220	nbis-gene-2213, nbis-gene-632
OG0003409	Om006G259490	AL5G29990
OG0003410	Om004G158050	AL6G52110
OG0003410	Om005G178370	AL1G10890
OG0003411	Om004G159970	AL6G50530
OG0003412	Om007G279430	AL4G27840
OG0003412	Om005G182390	AL1G14910
OG0003413	Om007G281380	AL4G25450
OG0003414	Om007G282250	AL4G24480
OG0003414	Om004G171230	AL1G51360, AL6G15610
OG0003415	Om002G042540	AL3G10550
OG0003415	Om007G301260	AL6G25230
OG0003416	Om007G298670	AL6G27120
OG0003416	Om003G119650, Om002G043940	AL3G11990
OG0003417	Om002G047230	AL6G40880, AL3G15610, AL6G39600
OG0003418	Om002G047340	AL3G15720, AL6G39520
OG0003419	Om002G048710	AL3G17070
OG0003419	Om007G295060	AL6G30330
OG0003420	Om008G330230, Om008G330210, Om003G117770, Om008G332600, Om008G330220, Om008G334330	AL4G37970
OG0003421	Om001G034660	AL2G25230
OG0003421	Om008G337200	AL4G32540
OG0003422	Om008G335790	AL4G33730
OG0003422	Om006G254550	AL5G34430
OG0003423	Om008G334960	AL4G34730, AL68U10030, AL4G34760, AL4G34780
OG0003424	Om008G333400	AL4G35890
OG0003424	Om006G253960	AL5G35220
OG0003425	Om005G196190	AL1G27580
OG0003426	Om005G198410	AL1G29530
OG0003427	Om005G203080	AL1G33940
OG0003427	Om002G052220	AL3G20830
OG0003428	Om005G203350	AL5G21570, nbis-gene-1282
OG0003429	Om005G203370	AL1G34230
OG0003430	Om004G144790	AL1G38020
OG0003430	Om005G208330	AL2G29300
OG0003431	Om004G145330	AL1G38750
OG0003432	Om004G147260	AL1G39940
OG0003433	Om001G028530	AL7G20100
OG0003434	Om007G283260	AL4G13080
OG0003435	Om004G154540, Om005G178210	AL1G10740
OG0003436	Om005G187670	AL1G20040
OG0003437	Om001G002880	AL2G37760, AL8G25150
OG0003438	Om002G042870	AL3G10880
OG0003438	Om007G300500	AL6G25760
OG0003439	Om007G296980	AL6G28600
OG0003439	Om002G044990	AL3G13140
OG0003440	Om007G296410, Om005G202040	AL6G29010
OG0003441	Om006G235770	AL8G39000
OG0003442	Om006G234920	AL5G27380
OG0003443	Om006G238660	AL6G35410
OG0003444	Om008G334660, Om006G263360	AL5G27420, AL5G27410
OG0003445	Om006G244430	AL5G23460
OG0003446	Om005G206890	AL2G30530
OG0003447	Om004G142950	AL2G31840
OG0003448	Om004G131730, Om005G197260	AL1G28480
OG0003449	Om002G056670	nbis-gene-1655, AL3G24510
OG0003450	Om003G090530	AL1G63420
OG0003450	Om002G057740	AL3G25410
OG0003451	Om002G064430, Om004G145120	AL3G30840, AL3G30820
OG0003452	Om002G064840	AL3G31240
OG0003453	Om002G065060	AL3G31360, AL3G31370
OG0003454	Om002G081670	AL3G47210, AL3G47200
OG0003455	Om001G032960	AL7G16600, AL3G52540
OG0003456	Om003G093800	AL1G61250
OG0003457	Om006G252560	AL5G36090
OG0003457	Om008G332240	AL4G36540
OG0003458	Om003G125470	AL5G42770
OG0003459	Om003G090850	AL1G63250
OG0003460	Om001G040150	AL7G11740, AL8G25770, AL1G51050
OG0003461	Om005G179810	AL2G17060
OG0003462	Om002G075060, Om005G189230, Om005G189220	nbis-gene-65
OG0003463	Om001G020840	AL1G27720
OG0003463	Om005G196400	AL1G27740, AL1G27730
OG0003464	Om002G048040, Om002G048030, Om002G048020	AL3G16430
OG0003465	Om007G292330	AL1G45780
OG0003466	Om004G168240, Om004G168230	AL6G18200
OG0003467	Om006G250180	AL8G32310, AL8G32650
OG0003481	Om001G025000	AL7G22410
OG0003482	Om001G025990, Om002G086120	AL3G53200
OG0003483	Om007G287140	AL1G53870
OG0003483	Om001G027280	AL7G21020
OG0003484	Om001G029290	AL7G19440
OG0003485	Om006G233130, Om001G031050	AL7G17940
OG0003486	Om006G243690	AL6G33300
OG0003487	Om005G186770	AL1G19170
OG0003488	Om006G259530	AL2G18530
OG0003489	Om005G220310	AL2G16650
OG0003489	Om005G189160	AL1G21350
OG0003490	Om005G189910	AL1G22110
OG0003491	Om007G317200, Om007G317130	AL7G49260
OG0003492	Om008G355190	AL2G23110
OG0003493	Om002G052780, Om005G223250	AL3G21250
OG0003494	Om001G008370	AL8G23630, AL1G26390
OG0003495	Om003G112280	AL8G25540, AL8G25530
OG0003496	Om003G113990	AL8G27260
OG0003498	Om004G164200, Om004G164190	AL6G21830
OG0003499	Om004G166510	AL6G20070
OG0003500	Om006G233470	AL8G41330
OG0003501	Om002G067190	AL3G33220
OG0003502	Om001G007600	AL7G32340
OG0003503	Om001G010540	AL7G29850, AL6G43360
OG0003504	Om001G012680	AL1G48460
OG0003505	Om001G013700	AL1G49950, AL6G41460
OG0003506	Om008G339560	AL4G30860
OG0003506	Om007G291290	AL1G44680
OG0003507	Om007G291380	AL1G44780
OG0003508	Om002G084300	AL3G50600
OG0003509	Om001G035990	AL7G14780
OG0003510	Om003G116770	AL4G13170
OG0003510	Om001G037930	AL7G13570
OG0003511	Om001G027950	AL7G53030
OG0003512	Om008G341560	AL8G17810
OG0003513	Om002G074850, Om008G355200	AL6G48790
OG0003513	Om001G007010	AL7G32840
OG0003515	Om005G212720, Om005G212670, Om007G302820	AL8G11080, AL7G37540
