Orthogroup	Odontarrhena_muralis	Eutrema_salsugineum
OG0001685	Om005G181710	XP_006418128.1
OG0001685	Om007G278190	XP_006403263.1
OG0001686	Om007G278380	XP_006410473.1
OG0001686	Om005G181630	XP_006418122.1
OG0001687	Om005G181860	XP_024008362.1
OG0001687	Om007G278640	XP_006410451.1
OG0001688	Om005G183630	XP_006417949.1
OG0001689	Om005G184150	XP_006417894.1
OG0001689	Om007G281210	XP_006410179.1
OG0001690	Om007G281480, Om007G281580	XP_006410093.1
OG0001690	Om005G184350	XP_006417872.1
OG0001691	Om005G184600	XP_006417846.1
OG0001691	Om007G281950	XP_006410079.1
OG0001692	Om007G282070	XP_024003870.1, XP_006417830.1, XP_024008455.1
OG0001693	Om007G283110	XP_024016663.1
OG0001693	Om005G185370	XP_006417790.1
OG0001694	Om007G297610	XP_006400233.1
OG0001694	Om002G044500	XP_006408348.1
OG0001695	Om005G186660	XP_006417664.1
OG0001695	Om002G046260	XP_006408182.1
OG0001696	Om002G047030	XP_006408115.1
OG0001697	Om002G049380	XP_006407915.1
OG0001698	Om008G331230	XP_006411234.1
OG0001698	Om006G251420	XP_006403418.1
OG0001699	Om006G254450	XP_006403675.1
OG0001699	Om008G335740	XP_006410923.1
OG0001700	Om004G132030	XP_006389908.1
OG0001700	Om005G197410	XP_006416816.1
OG0001701	Om005G202490	XP_006416406.1
OG0001701	Om004G136730	XP_006390232.1
OG0001702	Om004G135300	XP_006390134.1
OG0001702	Om005G203630	XP_006416308.1
OG0001703	Om005G204270	XP_006416252.1
OG0001703	Om004G134510, Om004G134520	XP_006390070.1
OG0001704	Om005G205400	XP_006416147.1
OG0001704	Om005G206360	XP_006390775.1
OG0001705	Om004G143510	XP_024008682.1
OG0001705	Om005G207240	XP_006390848.1
OG0001706	Om004G170840	XP_006415774.1
OG0001707	Om007G290330	XP_006415539.1
OG0001708	Om007G294410	XP_006394893.1
OG0001708	Om002G048250	XP_006408012.1
OG0001709	Om006G234880	XP_006394338.1
OG0001709	Om006G263370	XP_024013714.1
OG0001710	Om004G135420	XP_006390141.2
OG0001711	Om002G062790	XP_024015426.1
OG0001711	Om003G100880	XP_006414444.1
OG0001712	Om003G098000	XP_006393233.1
OG0001712	Om002G066430	XP_006406532.1
OG0001713	Om003G097760	XP_006393210.1
OG0001713	Om002G066890	XP_006406492.1
OG0001714	Om002G068390	XP_006406369.1
OG0001714	Om003G096360	XP_006393093.1
OG0001715	Om002G074240	XP_006418729.1
OG0001715	Om002G073870	XP_006418751.1
OG0001717	Om002G072020, Om002G071990	XP_024007194.1, XP_024007598.1
OG0001719	Om001G033670	XP_024016227.1
OG0001721	Om005G192720	XP_006417155.1
OG0001723	Om008G354820	XP_006407638.1
OG0001725	Om007G295930	XP_006400381.2
OG0001726	Om006G250130	XP_024014665.1
OG0001726	Om006G258270, Om006G267810	XP_024016110.1, XP_024003644.1
OG0001726	Om008G320870, Om004G140910	XP_024004879.1, XP_024013815.1
OG0001727	Om006G249120, Om006G249140	XP_006401192.1
OG0001729	Om003G101660	XP_006414522.1
OG0001729	Om003G101630	XP_006414524.1
OG0001730	Om001G022330	XP_006412974.1
OG0001731	Om001G025510	XP_006412748.2
OG0001731	Om001G025490	XP_006412749.1
OG0001732	Om001G025650	XP_006412737.1
OG0001732	Om002G086510	XP_006409093.1
OG0001733	Om001G026390	XP_006412691.1
OG0001733	Om004G155150, Om004G152530, Om004G152500	XP_024014108.1
OG0001734	Om001G027010	XP_024005155.1
OG0001734	Om004G154900, Om004G152250	XP_024014293.1
OG0001735	Om002G080750	XP_006409626.1
OG0001735	Om001G031710	XP_006412302.1
OG0001736	Om001G034500	XP_006412112.1
OG0001736	Om002G083880	XP_006409325.1
OG0001737	Om005G224300, Om008G339290, Om005G224160	XP_006410658.1
OG0001737	Om007G291760	XP_006415376.1
OG0001738	Om007G276800	XP_006410695.1, XP_006415191.1
OG0001739	Om011G365610, Om020G374570	XP_006392370.1
OG0001739	Om005G187890	XP_006417552.1
OG0001740	Om005G219000	XP_024004449.1
OG0001740	Om005G188440	XP_006417506.1
OG0001741	Om005G188920	XP_006417471.1
OG0001741	Om006G242680	XP_024004723.1
OG0001742	Om005G218130	XP_006392164.1
OG0001742	Om001G004530	XP_006418636.2
OG0001743	Om005G189990	XP_006417383.1
OG0001743	Om005G222730	XP_006392026.1
OG0001744	Om007G317860	XP_006405402.1
OG0001744	Om006G271810	XP_006395496.1
OG0001745	Om007G317150	XP_024014571.1
OG0001746	Om001G030190	XP_006395359.1
OG0001746	Om007G316400	XP_006405561.1
OG0001747	Om002G084790, Om002G052250, Om002G052270	XP_006395264.1
OG0001748	Om007G314610	XP_006405777.1
OG0001748	Om005G213090	XP_006391463.1
OG0001749	Om005G228290	XP_024015728.1
OG0001749	Om007G318200	XP_006405307.1
OG0001750	Om004G171530	XP_006405380.1
OG0001750	Om005G226430	XP_006391740.2
OG0001751	Om002G055350	XP_006407412.1
OG0001751	Om004G170240	XP_024011798.1
OG0001752	Om002G076460	XP_024006640.1
OG0001752	Om001G015020	XP_024009284.1, XP_024004896.1, XP_024015951.1
OG0001753	Om002G055940	XP_024014893.1
OG0001753	Om004G169640	XP_006399172.1
OG0001754	Om003G112010	XP_006402027.1
OG0001754	Om007G285960	XP_006413344.1, XP_006413343.1
OG0001755	Om007G286780	XP_006413280.1, XP_024011971.1
OG0001756	Om003G114260	XP_006401758.1
OG0001757	Om003G118050	XP_006401401.1, XP_006413161.1
OG0001758	Om006G241000	XP_006400505.1
OG0001758	Om004G162180	XP_024012406.1
OG0001759	Om006G237070	XP_024007597.1
OG0001760	Om008G362010	XP_006398406.1
OG0001761	Om008G358970, Om008G358940	XP_006398272.1
OG0001761	Om001G002630	XP_006414079.1
OG0001762	Om008G358630	XP_006398248.1
OG0001763	Om001G005220	XP_006413919.1
OG0001764	Om008G353770	XP_006396706.1
OG0001764	Om001G008640	XP_024005440.1
OG0001766	Om008G347910	XP_006397067.2
OG0001766	Om001G012050	XP_006415120.1
OG0001767	Om005G205800	XP_006390729.1
OG0001768	Om007G288330	XP_006415702.1
OG0001769	Om002G084600	XP_006409225.1
OG0001770	Om006G230950	XP_006411865.1
OG0001770	Om006G259560	XP_024013654.1
OG0001771	Om004G154310	XP_006404744.1
OG0001771	Om001G038770	XP_006411848.1
OG0001772	Om001G041500	XP_006411649.1
OG0001772	Om005G211660	XP_006391195.1
OG0001773	Om003G113680	XP_006401822.1
OG0001773	Om008G340200	XP_006410581.1
OG0001774	Om007G287910	XP_024008001.1
OG0001774	Om008G341460	XP_024013175.1
OG0001775	Om001G008380	XP_006413699.1
OG0001775	Om008G353980	XP_006396681.1
OG0001777	Om004G159160	XP_006396395.1
OG0001777	Om007G316940	XP_006405499.1
OG0001778	Om008G319150	XP_006397963.1
OG0001778	Om003G128550	XP_006402337.1
OG0001779	Om003G128300	XP_006402353.1
OG0001779	Om008G319250	XP_006397951.1
OG0001780	Om008G322630	XP_006397689.1
OG0001780	Om003G125530	XP_006402570.1
OG0001781	Om003G124590	XP_024012778.1
OG0001781	Om008G323600	XP_024010714.1
OG0001782	Om003G123090	XP_006402729.2
OG0001782	Om008G325780	XP_024016857.1
OG0001783	Om008G359220	XP_006400597.1, XP_006409551.1
OG0001784	Om006G230840	XP_006393945.1
OG0001784	Om006G259520	XP_006404087.1
OG0001785	Om004G157560	XP_006396240.1
OG0001785	Om005G178240	XP_006418438.1
OG0001786	Om005G178470	XP_006418421.1
OG0001786	Om004G158260	XP_006396302.1
OG0001787	Om004G159150	XP_006396393.1
OG0001787	Om005G179160	XP_006418349.1
OG0001788	Om004G159460	XP_006396423.1
OG0001788	Om005G179440, Om003G116020	XP_006418317.1
OG0001790	Om007G280560	XP_006410269.1
OG0001790	Om005G183490	XP_006417960.2
OG0001791	Om005G183900	XP_024008264.1
OG0001791	Om007G281060	XP_006410196.1
OG0001792	Om007G281860	XP_006410089.1
OG0001792	Om005G203340, Om005G184540	XP_006417853.2
OG0001793	Om005G184770	XP_024008415.1
OG0001793	Om007G282090	XP_006410049.1
OG0001794	Om005G185160	XP_006417806.1
OG0001794	Om007G282570	XP_006409985.1
OG0001795	Om002G043830	XP_006408410.1
OG0001795	Om007G298910	XP_006400139.1
OG0001796	Om007G297370	XP_006400249.1
OG0001797	Om007G296780	XP_024011427.1
OG0001797	Om002G045080	XP_006408292.1
OG0001798	Om007G294650, Om005G212940	XP_006394871.1
OG0001798	Om002G048320	XP_006408005.1
OG0001799	Om002G048330	XP_006408004.1
OG0001800	Om002G048990	XP_006407951.1
OG0001800	Om007G295460	XP_006400411.1
OG0001801	Om007G305650	XP_006395133.2
OG0001801	Om002G049720	XP_024015131.1
OG0001802	Om004G157380	XP_006391419.1, XP_006391421.1
OG0001803	Om008G337160	XP_006410819.1
OG0001803	Om006G255350	XP_006403751.1
OG0001804	Om007G278010	XP_006389861.1
OG0001804	Om005G197040	XP_024007868.1
OG0001805	Om004G132470	XP_006389947.2
OG0001805	Om005G197810	XP_006416772.1
OG0001806	Om004G142690	XP_024006656.1
OG0001806	Om005G198420	XP_006416720.1
OG0001807	Om008G338460, Om008G338470	XP_006410745.1
OG0001807	Om005G201470	XP_006416499.1
OG0001808	Om004G136980	XP_006390239.1
OG0001808	Om005G202440	XP_006416412.1
OG0001809	Om005G208300	XP_006390926.2
OG0001809	Om004G144770	XP_006416019.1
OG0001810	Om004G146130	XP_006415936.1, XP_006391032.1
OG0001811	Om005G211370	XP_006391177.2
OG0001812	Om005G211590	XP_006391189.1, XP_006415832.1
OG0001814	Om004G155870	XP_006404620.1
OG0001814	Om001G040560	XP_006411728.1
OG0001815	Om002G080770, Om007G295440	XP_006400415.1
OG0001816	Om007G293510	XP_006394978.1
OG0001817	Om004G171380	XP_006399020.1
OG0001817	Om002G054530	XP_006407467.1
OG0001818	Om006G260370	XP_006404152.1
OG0001818	Om006G239080	XP_006394699.1
OG0001819	Om006G229570	XP_024007343.1
OG0001819	Om006G258020	XP_006403982.1
OG0001820	Om006G261480	XP_006404217.1
OG0001820	Om006G238200	XP_024007013.1
OG0001821	Om003G094580	XP_006392924.1
OG0001821	Om002G061690	XP_024015520.1
OG0001822	Om002G069440	XP_006406278.1
OG0001822	Om003G095310	XP_006392982.1
OG0001823	Om002G088090, Om003G118780	XP_006404072.2, XP_006408952.1
OG0001824	Om008G335410	XP_006410942.1
OG0001824	Om006G254330	XP_006403662.1
OG0001825	Om008G331140	XP_006411225.2
OG0001826	Om003G119720	XP_006402951.1
OG0001826	Om008G328620	XP_006411380.1
OG0001828	Om008G323210	XP_006397639.1
OG0001828	Om003G124760	XP_006402610.1
OG0001829	Om003G093270, Om003G093280, Om003G092600, Om003G092620, Om007G304510	XP_006395435.1, XP_006395426.2
OG0001830	Om003G122150, Om003G122160	XP_006402788.1
OG0001831	Om008G362720	XP_006398456.2
OG0001832	Om008G338530, Om008G335500, Om008G335450	XP_006410716.2
OG0001833	Om001G028080	XP_024004602.1
OG0001834	Om005G196550, Om008G335310	XP_006416879.1
OG0001835	Om005G202280	XP_006416428.1
OG0001836	Om005G224440	XP_006391911.1
OG0001837	Om004G172100, Om006G261930	XP_024012012.1, XP_024015248.1
OG0001838	Om001G000280, Om001G000290	XP_006414226.1, XP_006414227.1
OG0001839	Om004G176150	XP_006398665.1
OG0001844	Om001G024060	XP_006412860.1
OG0001844	Om002G087490	XP_006408895.1
OG0001845	Om001G026200	XP_024004438.1
OG0001846	Om002G083690	XP_006409349.1
OG0001846	Om001G034280	XP_024005546.1
OG0001847	Om007G276170	XP_024004379.1
OG0001848	Om005G189000	XP_006417463.1
OG0001849	Om005G222900	XP_006392006.1
OG0001851	Om007G317310	XP_006405448.1
OG0001851	Om006G271240	XP_006395448.1
OG0001852	Om007G315660	XP_006414110.2, XP_006405609.1
OG0001853	Om006G255380, Om007G288500	XP_006419094.1
OG0001854	Om005G214490	XP_006391320.1
OG0001855	Om005G215030	XP_006391553.1
OG0001856	Om005G224800	XP_024004439.1
OG0001856	Om005G191370	XP_006417273.1
OG0001857	Om006G249860	XP_024011461.1
OG0001858	Om004G173240	XP_006398873.1
OG0001858	Om002G053140	XP_006407586.1
OG0001859	Om002G053510	XP_006407548.1
OG0001859	Om004G172790	XP_006398910.1
OG0001860	Om004G171350	XP_006399021.1
OG0001860	Om002G054540	XP_006407466.1
OG0001861	Om002G054630	XP_006407457.1
OG0001861	Om004G171130	XP_006399041.1
OG0001862	Om004G170140	XP_024012039.1
OG0001862	Om002G055460	XP_006407403.1
OG0001863	Om007G286190	XP_006413326.1
OG0001863	Om003G112570	XP_006401971.1
OG0001864	Om003G116120	XP_006401566.1, XP_006413096.2
OG0001865	Om003G116350	XP_006401547.1
OG0001865	Om001G020020	XP_006413102.1
OG0001866	Om003G116580	XP_006401517.1
OG0001866	Om001G019420	XP_006413116.1
OG0001867	Om006G249280	XP_006401201.1, XP_006413265.1
OG0001868	Om006G240910	XP_006400511.1
OG0001869	Om006G231560	XP_006394007.1
OG0001869	Om004G165280	XP_006399552.1
OG0001870	Om006G231800	XP_024007549.1
OG0001870	Om004G165450	XP_024012423.1
OG0001871	Om006G232050	XP_006394066.1
OG0001871	Om004G166020, Om004G166050	XP_006399494.1
OG0001872	Om006G232620	XP_006394115.1
OG0001873	Om004G166720	XP_024011944.1
OG0001873	Om004G166730	XP_006399432.1
OG0001874	Om005G225550	XP_006399384.1, XP_006399385.1
OG0001875	Om004G167850	XP_006399306.1
OG0001875	Om006G237550	XP_006394577.1
OG0001876	Om006G237180	XP_006394544.1
OG0001876	Om004G168040	XP_006399289.1
OG0001877	Om004G168890	XP_006399225.1
OG0001878	Om001G000310	XP_024004766.1
OG0001878	Om008G362390	XP_006398424.1
OG0001879	Om001G001080	XP_006414172.1
OG0001879	Om006G254640	XP_006398363.2
OG0001880	Om001G001830	XP_006414134.1
OG0001881	Om001G006590	XP_006413835.1, XP_006391784.1
OG0001882	Om008G354800	XP_006396641.1
OG0001882	Om001G007480	XP_006413761.1
OG0001883	Om008G354400	XP_006396661.1
OG0001883	Om001G008000	XP_006413729.1
OG0001884	Om005G195870	XP_006416935.1
OG0001884	Om004G129530	XP_024011799.1
OG0001885	Om001G012040	XP_006415121.1
OG0001885	Om008G347930	XP_024010099.1
OG0001886	Om001G014110	XP_006397461.1
OG0001886	Om008G343340	XP_006397189.1
OG0001887	Om008G344790	XP_006397292.1, XP_024010174.1
OG0001887	Om001G014790	XP_006396016.1
OG0001888	Om007G289400	XP_006415608.1, XP_024003706.1
OG0001889	Om002G085610	XP_006409165.1
OG0001889	Om001G036380	XP_006411986.1
OG0001890	Om001G039100	XP_024005099.1
OG0001890	Om001G039090	XP_006411830.1
OG0001891	Om001G017880	XP_006413247.1
OG0001891	Om005G214820, Om005G189340	XP_006417431.1
OG0001892	Om008G341440	XP_006403295.1
OG0001892	Om007G287980	XP_024008666.1
OG0001893	Om008G347990	XP_006397055.1
OG0001893	Om008G347980	XP_006397057.1
OG0001894	Om008G330850	XP_024004254.1
OG0001895	Om008G362400, Om008G362420, Om008G362410	XP_006398427.1
OG0001896	Om003G104810	XP_006414996.1
OG0001896	Om002G050160	XP_006407837.1
OG0001897	Om002G072930	XP_006418832.1
OG0001897	Om003G103660	XP_024005118.1
OG0001898	Om002G071120	XP_006406128.1
OG0001898	Om003G102430	XP_024005685.1
OG0001899	Om002G070370	XP_006406209.1
OG0001900	Om007G318210	XP_006405310.1
OG0001901	Om008G318990	XP_006393442.1
OG0001901	Om003G128330	XP_006402352.1
OG0001902	Om003G127700	XP_006402414.2
OG0001903	Om003G125620	XP_006402563.1
OG0001903	Om008G322500	XP_006397697.1
OG0001904	Om008G322650	XP_024010780.1
OG0001905	Om003G124360	XP_006402633.1
OG0001905	Om008G323900	XP_006397597.1
OG0001906	Om003G123560	XP_024012762.1
OG0001906	Om008G325480	XP_006397487.1
OG0001907	Om006G262480	XP_006404257.1
OG0001908	Om001G033950	XP_006395293.1, XP_024005797.1
OG0001909	Om005G179340	XP_006418332.1
OG0001910	Om007G293120	XP_006396580.1
OG0001910	Om005G180580	XP_024008760.1
OG0001911	Om007G278040	XP_006403243.1
OG0001911	Om005G181450	XP_006418136.1
OG0001912	Om007G279800	XP_006410337.1
OG0001912	Om005G182830	XP_006418023.1
OG0001913	Om007G280140	XP_024003772.1
OG0001915	Om007G280730	XP_024003913.1
OG0001915	Om005G183620	XP_006417951.2
OG0001916	Om007G282370	XP_006410014.1
OG0001917	Om005G185570	XP_006417771.1
OG0001918	Om005G205290	XP_006408594.1
OG0001919	Om007G301400	XP_006399949.1
OG0001919	Om002G042440	XP_006408539.1
OG0001920	Om007G298360	XP_006400178.1
OG0001920	Om002G044080	XP_006408388.1
OG0001921	Om007G298300	XP_006400180.2
OG0001921	Om002G044130	XP_024014833.1
OG0001922	Om002G047840	XP_006408045.1
OG0001922	Om007G294100	XP_006394930.1
OG0001923	Om006G263060	XP_024016873.1
OG0001923	Om006G252450	XP_006403496.1
OG0001924	Om006G254590, Om006G254600	XP_024013778.1
OG0001924	Om008G335870, Om008G335880	XP_024003919.1, XP_006410910.1
OG0001925	Om008G334680	XP_006410996.2
OG0001926	Om008G334240	XP_006411021.1
OG0001926	Om006G256730	XP_006403874.1
OG0001927	Om004G130460	XP_006389797.1
OG0001927	Om005G196440	XP_006416887.1
OG0001928	Om004G133220	XP_006389983.2
OG0001928	Om005G198220	XP_006416740.1
OG0001929	Om005G199150	XP_006416670.1
OG0001929	Om004G141960	XP_006390601.1
OG0001930	Om005G200480	XP_006416577.1
OG0001930	Om004G139600	XP_006390433.1
OG0001931	Om004G138990	XP_006390395.1
OG0001931	Om005G200760	XP_006416554.1
OG0001932	Om005G201280	XP_006416512.1
OG0001932	Om004G138920	XP_006390350.2
OG0001933	Om004G135540	XP_024010980.1
OG0001934	Om005G204640	XP_024008720.1
OG0001935	Om004G143370	XP_006416119.1
OG0001935	Om005G207130	XP_006390840.1
OG0001937	Om004G145490	XP_006415956.1
OG0001937	Om005G209270	XP_006391003.1
OG0001938	Om005G200410	XP_006415784.1
OG0001939	Om004G156080	XP_006404587.1
OG0001939	Om001G040860	XP_006411705.1
OG0001940	Om007G275580	XP_024008110.1
OG0001941	Om008G361130	XP_006400468.1
OG0001942	Om002G058530	XP_006407146.1
OG0001943	Om006G260840, Om002G055280	XP_006407420.2
OG0001943	Om004G170270	XP_024012033.1
OG0001944	Om002G055050	XP_006407433.2
OG0001944	Om004G170530	XP_024011509.1
OG0001945	Om006G239300	XP_006404130.1
OG0001946	Om006G238210	XP_006394631.1
OG0001947	Om008G357080, Om008G357160	XP_006419089.1
OG0001949	Om006G242170, Om008G349600	XP_006400609.1
OG0001950	Om002G058500	XP_006407148.1
OG0001950	Om003G091220	XP_006392699.1
OG0001951	Om002G060120	XP_006407028.1
OG0001951	Om003G093170	XP_006392804.1
OG0001952	Om003G100590	XP_006414407.2
OG0001953	Om002G066670	XP_006406513.1
OG0001953	Om003G097860	XP_006393218.1
OG0001954	Om002G068670	XP_006406348.1
OG0001955	Om003G095570	XP_024006157.1
OG0001955	Om002G069310	XP_024015460.1
OG0001956	Om002G081680	XP_006409548.1
OG0001957	Om008G339760	XP_006410621.1
OG0001957	Om007G291060	XP_006415465.2
OG0001958	Om002G080310	XP_006409652.1, XP_006409651.2
OG0001959	Om003G123980	XP_006402663.1
OG0001960	Om003G093690	XP_006392842.2
OG0001961	Om003G097180	XP_024006005.1
OG0001963	Om004G160330	XP_006396496.1
OG0001971	Om001G023940	XP_006412871.1
OG0001971	Om002G087550	XP_006408902.1
OG0001972	Om001G026000	XP_006412718.1
OG0001972	Om002G086100	XP_006409120.1
OG0001973	Om001G027090	XP_006412645.1
OG0001974	Om001G027730	XP_024005191.1
OG0001975	Om002G080030	XP_006409667.1
OG0001975	Om001G031270	XP_006412330.1
OG0001976	Om001G033290	XP_006412187.1
OG0001977	Om008G338230	XP_006410740.1
OG0001977	Om007G275940, Om007G275980	XP_006414324.1
OG0001978	Om005G190090	XP_006417375.1
OG0001979	Om006G274640	XP_006395784.1
OG0001979	Om005G194690	XP_006417003.1
OG0001980	Om006G274410	XP_006395756.1
OG0001980	Om005G194480	XP_006417022.1
OG0001981	Om005G192640	XP_006417162.1
OG0001982	Om006G272160	XP_006395533.2
OG0001982	Om005G192430	XP_006417180.2
OG0001983	Om006G271570	XP_006395474.1
OG0001983	Om007G317710	XP_006405419.1
OG0001984	Om006G271340	XP_006395458.1
OG0001984	Om007G317420	XP_006405432.1
OG0001985	Om005G191720	XP_006417247.1
OG0001986	Om003G119710	XP_006402954.1
OG0001986	Om008G328610	XP_024003946.1
OG0001987	Om004G173310	XP_006398869.1
OG0001987	Om002G053110	XP_006407588.1
OG0001988	Om002G054590	XP_006407461.1
OG0001988	Om004G171170	XP_006399036.1
OG0001989	Om002G054880	XP_006407446.1
OG0001989	Om004G170700	XP_006399072.1
OG0001990	Om003G115910	XP_006401599.1
OG0001991	Om003G116940	XP_006401494.1, XP_006413129.1
OG0001992	Om003G118060	XP_006401400.1
OG0001993	Om003G118380	XP_006401374.1
OG0001994	Om006G249190	XP_006401194.1
OG0001995	Om004G162520	XP_024011882.1
OG0001995	Om006G240960	XP_024012221.1
OG0001996	Om004G163300	XP_006399687.1
OG0001996	Om006G240660	XP_006394845.1
OG0001997	Om004G166500	XP_006399447.1
OG0001997	Om004G154290	XP_006404741.1
OG0001998	Om004G166800	XP_006399422.1
OG0001998	Om006G233220	XP_006394173.1
OG0001999	Om004G168530	XP_006399244.1
OG0001999	Om006G236530	XP_006394491.1
OG0002000	Om004G169020	XP_006399217.1
OG0002001	Om008G361450	XP_024010949.1
OG0002001	Om001G001010	XP_006414178.1
OG0002002	Om001G005240	XP_006413917.1
OG0002002	Om008G356940	XP_006398119.1
OG0002003	Om001G008610	XP_006413690.1
OG0002003	Om008G353820	XP_006396701.1
OG0002004	Om008G352250	XP_024009851.1
OG0002004	Om001G009710	XP_006413612.1
OG0002005	Om001G011050	XP_006413521.1
OG0002006	Om001G011140	XP_006413507.1
OG0002006	Om008G350700	XP_006396970.1
OG0002007	Om001G011150	XP_006413505.1
OG0002008	Om008G348100	XP_006397041.1
OG0002008	Om001G011710	XP_006415146.1
OG0002009	Om007G287260	XP_024006307.1, XP_024006292.1
OG0002011	Om007G289690	XP_006415583.2
OG0002012	Om002G084180	XP_006409290.1
OG0002012	Om001G034750	XP_006412096.1
OG0002013	Om002G084270	XP_006409275.1
OG0002013	Om001G034940	XP_024005481.1
