Orthogroup	Odontarrhena_muralis	Noccaea_praecox
OG0001029	Om005G204290	Np004G233020
OG0001029	Om004G134460	Np002G074610
OG0001030	Om004G138390	Np002G077800, Np002G077790
OG0001031	Om005G202080	Np004G235500
OG0001031	Om004G137500	Np002G077480
OG0001032	Om004G135840	Np002G076160
OG0001032	Om005G203240	Np004G234330
OG0001033	Om002G060000, Om006G269020	Np004G202120, Np004G202070
OG0001033	Om005G211300, Om005G211290, Om005G211310	Np002G089740
OG0001035	Om001G001130, Om005G227970, Om005G228070, Om006G251590	Np002G096130
OG0001035	Om002G046030, Om002G046020, Om002G046010, Om002G046000	Np006G358590
OG0001036	Om004G132850	Np002G073150
OG0001037	Om002G051910	Np001G039100
OG0001038	Om002G057310, Om002G056940, Om002G056930, Om002G056960	Np007G408250
OG0001038	Om002G056970	Np007G408230
OG0001039	Om003G099660	Np004G199650
OG0001039	Om002G064180	Np007G392760
OG0001040	Om003G095600	Np004G195350
OG0001040	Om002G069240	Np007G381140
OG0001041	Om006G264620	Np001G047350
OG0001043	Om003G095340	Np004G195130
OG0001044	Om006G251940	Np001G059160
OG0001045	Om004G138940, Om004G138480	Np001G045780
OG0001047	Om002G043290	Np007G424100
OG0001051	Om002G082920	Np005G282530, Np007G376840
OG0001051	Om001G033650	Np005G265700
OG0001053	Om005G218880	Np002G113370
OG0001053	Om005G188400	Np004G249020
OG0001054	Om005G223880	Np002G118820
OG0001054	Om003G098880, Om005G223870	Np002G118800
OG0001055	Om005G206280	Np001G024050
OG0001056	Om002G053390	Np007G411790
OG0001057	Om001G021190	Np005G277390
OG0001058	Om001G000030	Np005G296090
OG0001058	Om001G035410	Np005G267400
OG0001059	Om008G357520	Np001G038350
OG0001059	Om001G004750	Np005G289340
OG0001060	Om003G103620	Np005G306670
OG0001060	Om002G072890	Np007G385470
OG0001061	Om002G071530	Np007G383970
OG0001061	Om003G102610	Np005G304890, Np005G304850, Np005G304880
OG0001062	Om006G259280	Np001G051190
OG0001063	Om005G212620, Om003G093110	Np002G113360, Np002G113350
OG0001064	Om008G336220	Np006G337940
OG0001064	Om006G254930	Np001G056040
OG0001065	Om008G335950	Np006G337660
OG0001065	Om006G254630	Np001G056280
OG0001066	Om008G335940	Np006G337650
OG0001066	Om006G254620	Np001G056290
OG0001067	Om004G132270	Np002G072710
OG0001067	Om005G197660	Np004G239480
OG0001068	Om002G046590	Np007G420070
OG0001068	Om004G142650	Np006G365790, Np002G082560
OG0001069	Om004G138890	Np002G078480
OG0001069	Om005G201270	Np004G236230
OG0001070	Om002G055400	Np004G209110
OG0001070	Om002G084080	Np007G375840
OG0001071	Om005G194150	Np004G242700
OG0001072	Om006G238440	Np001G011020
OG0001073	Om002G064950, Om002G064980	Np002G092340
OG0001074	Om004G138580, Om004G138590, Om002G062590, Om002G062600	Np002G078750
OG0001075	Om002G061260	Np007G402880
OG0001076	Om002G053600, Om002G053620, Om002G053580	Np003G181240, Np001G008330
OG0001077	Om001G028890	Np005G270920
OG0001084	Om002G088350	Np007G371940
OG0001084	Om001G022740	Np005G276360
OG0001085	Om002G087420	Np007G372960
OG0001085	Om001G024410	Np005G275170
OG0001086	Om001G030820	Np005G263530
OG0001087	Om001G033020, Om001G033000	Np005G265190
OG0001087	Om001G033030	Np005G265250, Np005G265220, Np005G265230, Np005G265210, Np005G265200
OG0001088	Om006G270910, Om006G270920	Np001G020370, Np001G020380
OG0001089	Om006G270670	Np001G019530
OG0001089	Om003G100560	Np001G019550
OG0001090	Om004G143350	Np004G230830
OG0001091	Om006G261270	Np001G049530
OG0001091	Om003G111530	Np003G171060
OG0001092	Om006G254090	Np003G132520
OG0001092	Om003G117920	Np003G158760
OG0001092	Om004G169810	Np003G132510
OG0001093	Om006G241070	Np003G147310
OG0001093	Om004G162590	Np003G139020
OG0001094	Om004G166070	Np003G136280
OG0001094	Om006G232040	Np001G003370
OG0001095	Om003G104930, Om003G098310	Np005G307600, Np005G307690
OG0001096	Om003G121440	Np001G062860
OG0001096	Om008G327170	Np006G329100
OG0001098	Om006G260010	Np001G050770
OG0001098	Om006G231290	Np001G002590
OG0001099	Om005G178490	Np004G258850
OG0001099	Om004G158290	Np003G188440
OG0001100	Om007G279170	Np006G356170
OG0001101	Om007G301060	Np003G141550
OG0001101	Om008G356620	Np006G366540
OG0001102	Om002G043570	Np007G423700
OG0001102	Om007G299380	Np003G142660
OG0001103	Om007G302690	Np001G015670
OG0001104	Om002G046780, Om007G293310	Np001G015550
OG0001105	Om004G130780	Np002G071110
OG0001105	Om005G196580	Np004G240490
OG0001106	Om005G197880	Np004G239310
OG0001106	Om006G270430	Np002G072900
OG0001107	Om005G199420	Np004G238070
OG0001107	Om004G141690	Np002G081340
OG0001108	Om004G139030, Om004G139050, Om004G139020	Np002G078960
OG0001108	Om005G200740	Np004G236790
OG0001109	Om004G134660	Np002G074900
OG0001110	Om005G208460	Np002G086110
OG0001110	Om004G144960	Np004G227680, Np004G228010, Np007G402140
OG0001111	Om005G212400	Np002G091900
OG0001111	Om006G235930	Np004G210000
OG0001112	Om005G201500, Om005G201320	Np006G368050
OG0001113	Om004G169750	Np003G132570
OG0001114	Om001G014630, Om004G153880	Np003G132070
OG0001115	Om004G142580	Np002G082510
OG0001115	Om005G198490	Np004G238840, Np004G238810
OG0001116	Om003G095740	Np004G195480
OG0001116	Om002G069120	Np007G380900
OG0001117	Om003G101000, Om003G101110	Np005G302260
OG0001118	Om003G091610	Np004G192060
OG0001120	Om001G035460	Np005G267470
OG0001121	Om003G116500	Np003G161140
OG0001121	Om003G116510	Np003G161210
OG0001122	Om001G029970, Om005G199250	Np002G087470, Np007G396750
OG0001124	Om001G019470	Np005G278470, Np007G373600
OG0001125	Om007G292200	Np004G215940
OG0001125	Om008G338370	Np006G340220
OG0001126	Om001G006460	Np002G113850, Np002G113860
OG0001127	Om005G194820	Np004G242060
OG0001127	Om006G274830	Np001G026140
OG0001128	Om005G193420	Np004G243380
OG0001129	Om006G269590	Np001G019330
OG0001130	Om006G268210	Np001G018490
OG0001131	Om006G249570	Np003G156230
OG0001132	Om004G174860	Np003G127170
OG0001132	Om002G052350	Np007G413090, Np007G413180
OG0001133	Om001G018910, Om001G014980, Om003G117020	Np005G278710, Np003G160440
OG0001134	Om004G161390	Np003G140250
OG0001135	Om006G232510	Np001G003870
OG0001135	Om004G166180	Np003G136210
OG0001136	Om001G000980	Np005G293350
OG0001136	Om008G361480	Np001G034270
OG0001137	Om008G358120	Np001G037390
OG0001137	Om001G003870	Np005G290110
OG0001138	Om001G008770, Om005G215100	Np005G285730
OG0001139	Om007G288230	Np004G210750
OG0001140	Om001G035650	Np005G267640, Np007G375240
OG0001141	Om006G251500, Om006G266990	Np002G092330, Np001G046410, Np001G046430
OG0001141	Om007G314500	Np005G312760
OG0001142	Om002G070970	Np007G383470
OG0001142	Om003G102330	Np005G304180
OG0001143	Om008G322550	Np006G324770
OG0001143	Om003G125560	Np001G066340
OG0001145	Om002G047570	Np007G418850
OG0001146	Om008G327790	Np006G329950
OG0001146	Om002G053170	Np003G128710, Np007G411980
OG0001147	Om005G225200	Np002G120910, Np002G120930
OG0001147	Om006G242020	Np006G333040
OG0001148	Om004G166470	Np003G135940
OG0001149	Om006G257580	Np001G052900
OG0001149	Om006G229310	Np001G000620
OG0001150	Om007G298860	Np003G143130
OG0001150	Om002G043860	Np007G423290
OG0001151	Om002G049430	Np007G416530
OG0001151	Om007G303840	Np001G016560
OG0001152	Om006G250520	Np001G060470
OG0001152	Om008G329540	Np006G331460
OG0001153	Om006G255540	Np001G055040
OG0001153	Om008G337320	Np006G339290
OG0001154	Om004G137780	Np002G078230
OG0001154	Om005G201420	Np004G236100
OG0001155	Om004G136870	Np002G077100
OG0001155	Om005G202350	Np004G235260
OG0001156	Om004G143890	Np004G230120
OG0001156	Om005G207750	Np002G085370
OG0001157	Om005G190350, Om005G190370, Om005G190400, Om005G190380	Np004G246970
OG0001157	Om005G190210	Np004G247080
OG0001158	Om005G207150	Np002G084620
OG0001158	Om004G143390	Np004G230690
OG0001159	Om004G135720	Np002G076070
OG0001159	Om004G135760, Om004G135740	Np002G076080
OG0001160	Om003G090340	Np004G190980
OG0001160	Om002G057670	Np007G407550, Np002G092680
OG0001160	Om002G057680	Np007G407540
OG0001161	Om002G069190	Np007G381070
OG0001161	Om003G095640	Np004G195400
OG0001162	Om003G098510, Om003G098520	Np004G198460, Np004G198470
OG0001163	Om008G323540	Np006G365920
OG0001165	Om004G163820, Om004G163810	Np003G138010
OG0001169	Om003G115820	Np003G162320, Np003G162350
OG0001170	Om002G047380, Om002G047370	Np007G419030
OG0001170	Om007G293670	Np001G014940, Np001G017550
OG0001171	Om005G221900	Np002G117130
OG0001172	Om006G273870	Np001G024560
OG0001172	Om005G193820	Np004G243010
OG0001173	Om001G018260	Np005G279710
OG0001173	Om005G228160	Np005G279730
OG0001174	Om002G053840	Np007G410980, Np007G411340
OG0001175	Om003G118430	Np003G158260
OG0001176	Om006G231760	Np001G003060
OG0001176	Om004G165430	Np003G136780
OG0001177	Om004G168130, Om004G168100	Np003G134110, Np003G134080
OG0001178	Om004G168330	Np003G133800
OG0001178	Om006G236820, Om006G236830, Om006G236840	Np001G009390
OG0001179	Om001G002710	Np005G291140
OG0001179	Om002G074090	Np007G387000
OG0001179	Om003G104170	Np005G308760
OG0001180	Om001G004420	Np005G289600
OG0001180	Om008G357690	Np001G038190
OG0001181	Om001G007890	Np005G286590
OG0001181	Om008G354480	Np003G183860
OG0001182	Om008G340520	Np006G342810, Np006G342790, Np006G342920
OG0001182	Om007G289260	Np004G211820
OG0001183	Om001G035210	Np005G267250
OG0001183	Om002G084370	Np007G375540
OG0001184	Om003G127310	Np001G067930
OG0001184	Om008G320610	Np006G322630
OG0001185	Om003G126820	Np001G067530, Np001G065390
OG0001185	Om008G321040	Np006G323040
OG0001186	Om003G123550, Om003G123540	Np001G064600
OG0001187	Om007G279310	Np006G356610
OG0001187	Om005G182570	Np004G254760
OG0001188	Om004G170230	Np003G132020
OG0001188	Om007G281960	Np006G351400
OG0001189	Om002G042490	Np007G424970
OG0001189	Om007G301350	Np003G141310
OG0001190	Om002G045600	Np007G421310
OG0001191	Om007G293620	Np001G015020
OG0001191	Om002G047290	Np007G419190
OG0001192	Om003G100360	Np005G301220
OG0001192	Om002G049400	Np007G416570
OG0001193	Om006G251660	Np001G059450
OG0001193	Om008G331060	Np006G333070
OG0001194	Om006G251130, Om006G251160	Np001G059880
OG0001194	Om002G050930	Np007G414480
OG0001195	Om005G198660	Np004G238670
OG0001196	Om004G138870	Np002G078490
OG0001196	Om005G201250	Np004G236270
OG0001197	Om006G253160	Np001G057620
OG0001198	Om007G294050	Np001G014620
OG0001201	Om006G238190	Np001G010800
OG0001201	Om006G261620	Np001G049370
OG0001202	Om006G259060	Np001G051450
OG0001202	Om006G260190	Np001G050650
OG0001203	Om003G119970	Np001G043980
OG0001205	Om002G060410	Np007G404520
OG0001207	Om003G100370	Np005G301230
OG0001207	Om002G063290	Np007G391660
OG0001208	Om003G098430	Np004G198380
OG0001208	Om002G065980	Np007G395070
OG0001209	Om003G098060	Np004G198070
OG0001209	Om002G066390	Np007G395750
OG0001210	Om002G067480, Om003G097150	Np007G397870
OG0001214	Om008G349030, Om002G080710	Np009G431370, Np006G345740
OG0001214	Om002G076200	Np004G239120
OG0001218	Om004G150760	Np007G419330
OG0001219	Om003G118330	Np001G059520
OG0001222	Om001G027470	Np005G272270
OG0001222	Om004G153200, Om018G373910	Np006G365820
OG0001223	Om002G082000	Np005G289660
OG0001223	Om001G031810	Np005G264170
OG0001224	Om005G187250	Np004G249980
OG0001225	Om006G271930	Np001G021940
OG0001226	Om006G269860	Np001G020110
OG0001227	Om002G052210	Np007G413240
OG0001227	Om004G175150	Np003G127040
OG0001228	Om006G259390, Om006G259350, Om006G259430, Om006G259310	Np001G051150
OG0001229	Om006G240530	Np003G156820
OG0001230	Om006G236280	Np001G008720
OG0001230	Om004G169010	Np003G133300
OG0001231	Om006G236150	Np001G008550
OG0001231	Om004G169080	Np003G133240
OG0001232	Om001G003010	Np005G290670
OG0001232	Om001G003020	Np005G290660
OG0001233	Om001G009770	Np005G284630
OG0001233	Om008G352720	Np003G181580
OG0001234	Om004G138070	Np002G077970
OG0001234	Om007G287480	Np004G202000
OG0001235	Om002G083990	Np007G375960
OG0001235	Om001G034630	Np005G266470
OG0001237	Om005G208750, Om003G126420	Np001G067230
OG0001238	Om008G321570	Np006G323640
OG0001238	Om003G126200	Np001G067010
OG0001239	Om003G124340	Np001G065230
OG0001239	Om008G323910	Np006G325940
OG0001240	Om008G324740	Np006G326590
OG0001241	Om008G324870	Np006G326650
OG0001241	Om008G324900, Om008G324890	Np006G326660
OG0001242	Om004G174520	Np003G127490
OG0001242	Om002G052480	Np007G412850
OG0001243	Om005G212570	Np002G092160, Np002G092150
OG0001244	Om006G242110	Np003G148650
OG0001245	Om006G258010	Np001G052550
OG0001245	Om006G229530	Np001G000690
OG0001246	Om005G179070	Np004G258270
OG0001246	Om004G158830	Np003G187740
OG0001247	Om004G160440	Np003G185970
OG0001247	Om002G050370	Np007G415250
OG0001248	Om007G282850, Om007G282830, Om007G282860	Np006G360430, Np006G360370
OG0001249	Om008G333770	Np006G335450
OG0001250	Om007G299800	Np003G142390
OG0001250	Om002G043300	Np007G424080
OG0001251	Om002G043620	Np007G423580
OG0001251	Om007G299300	Np003G142720
OG0001252	Om002G043920	Np007G423220
OG0001253	Om002G047790	Np007G418550
OG0001254	Om003G095910	Np004G195630
OG0001254	Om008G338050	Np006G339920
OG0001255	Om004G133240	Np002G073450
OG0001255	Om005G198260	Np004G239010
OG0001256	Om004G142260	Np002G081990
OG0001256	Om005G198820	Np004G238500
OG0001257	Om004G141760	Np002G081390
OG0001257	Om005G199300	Np004G238180
OG0001258	Om005G200690	Np004G236840
OG0001258	Om004G139120	Np002G079010
OG0001259	Om004G137860	Np002G078170
OG0001261	Om005G194440	Np004G242390
OG0001262	Om005G194320	Np004G242500
OG0001262	Om005G194340, Om005G194330	Np001G046050, Np004G242490
OG0001263	Om005G191580	Np004G245680
OG0001264	Om003G090210	Np004G190890
OG0001265	Om003G095680	Np004G195450
OG0001265	Om002G069140	Np007G380950
OG0001266	Om008G344320, Om003G113010	Np001G012510
OG0001268	Om001G028270, Om001G028250	Np005G271490
OG0001269	Om007G289700, Om007G289710	Np006G342590, Np004G212410
OG0001274	Om004G153070, Om018G373760	Np006G365940
OG0001274	Om001G027260	Np005G272430
OG0001275	Om005G202690	Np004G234870
OG0001275	Om001G033720	Np005G265820
OG0001276	Om005G222670	Np002G117670, Np002G117640
OG0001276	Om005G189920	Np004G247460
OG0001277	Om005G222970	Np002G118150
OG0001279	Om007G300380	Np003G141940
OG0001279	Om002G042920	Np007G424530
OG0001280	Om006G269500	Np001G019140
OG0001280	Om002G054490	Np005G315630
OG0001281	Om005G227890	Np002G123900
OG0001281	Om007G318310	Np005G319840
OG0001282	Om006G250090	Np005G279670, Np003G156920
OG0001283	Om003G119930	Np001G061460
OG0001283	Om008G328480	Np006G330540
OG0001284	Om003G108870	Np003G174190
OG0001284	Om006G234900	Np001G006820
OG0001285	Om003G116080	Np003G162810, Np003G162990
OG0001285	Om001G020050	Np005G278140
OG0001286	Om006G249100, Om003G116840	Np003G160650, Np003G160660, Np003G160670
OG0001287	Om001G018860	Np005G278790
OG0001287	Om003G117080, Om004G145930	Np003G160360
OG0001288	Om004G163800	Np003G138030
OG0001288	Om006G240240	Np001G013060
OG0001289	Om001G000320	Np005G294600
OG0001290	Om008G351210	Np003G180270
OG0001290	Om001G010830	Np005G283430
OG0001291	Om001G011760, Om003G100450	Np004G205800
OG0001291	Om001G011750	Np004G205790
OG0001292	Om007G282020	Np006G351750
OG0001292	Om002G042860	Np007G424580
OG0001293	Om003G123470	Np001G064530
OG0001293	Om003G123460	Np001G064500
OG0001294	Om004G153730	Np006G369040
OG0001294	Om001G039610	Np005G262200
OG0001296	Om004G154220	Np001G036630, Np006G368450
OG0001296	Om006G229750	Np006G340850
OG0001297	Om008G354250	Np003G183690, Np003G183680
OG0001298	Om002G070950	Np007G383450, Np005G304120
OG0001299	Om008G320350	Np006G322400
OG0001300	Om003G121550	Np001G062950
OG0001300	Om008G326760	Np006G328670
OG0001301	Om003G121140	Np001G062690, Np005G270830
OG0001301	Om008G326930	Np006G328840
OG0001302	Om006G231010	Np001G002360
OG0001302	Om006G259630	Np001G050990
OG0001303	Om004G157140	Np003G189790
OG0001303	Om005G177770	Np004G259700
OG0001304	Om005G185790	Np004G251480
OG0001304	Om007G283550	Np006G359390
OG0001305	Om002G047540	Np007G418880
OG0001305	Om007G293740	Np001G014870
OG0001306	Om007G294020	Np001G014670
OG0001306	Om002G047760	Np007G418580
OG0001307	Om002G050190, Om002G050200	Np007G415420
OG0001308	Om006G255570	Np001G055000
OG0001308	Om008G337370	Np006G339320
OG0001309	Om008G334740	Np006G336400
OG0001309	Om006G253780	Np001G057040
OG0001310	Om005G197840	Np004G239340
OG0001310	Om004G132480	Np002G072890
OG0001311	Om007G293340	Np001G015520
OG0001312	Om002G049930	Np007G415850
OG0001312	Om007G306710, Om009G363690	Np001G017290
OG0001313	Om005G211210	Np002G089650
OG0001314	Om002G057470	Np007G407760
OG0001314	Om003G090100	Np004G190770
OG0001315	Om002G061400	Np007G389980
OG0001315	Om003G094330	Np004G194270, Np004G195430
OG0001316	Om003G099760	Np004G199760
OG0001316	Om002G064010	Np007G392550
OG0001317	Om003G097220, Om002G067410	Np007G397780
OG0001318	Om003G100520, Om003G100530, Om003G100570, Om003G100550	Np005G301480, Np005G301460
OG0001319	Om006G255230	Np001G055360
OG0001320	Om005G228140, Om004G165840, Om001G021540, Om001G034720, Om001G035350, Om001G036310	Np005G312000
OG0001328	Om001G027840	Np005G271770
OG0001328	Om004G154830	Np006G365590
OG0001330	Om002G083840	Np007G376050
OG0001330	Om001G035780, Om001G034460	Np005G266220
OG0001331	Om005G183170, Om011G365940, Om005G218380	Np002G112870
OG0001331	Om011G365640, Om020G374530	Np002G112210
OG0001332	Om011G364990, Om020G374420	Np002G112980
OG0001332	Om005G188110	Np004G249260
OG0001333	Om005G221890	Np002G117120
OG0001333	Om005G189740	Np004G247640
OG0001334	Om005G195510	Np004G241520
OG0001334	Om006G275200	Np001G027060
OG0001335	Om004G172750	Np003G129180
OG0001335	Om002G053520	Np007G411680
OG0001336	Om002G055270	Np007G410030
OG0001336	Om004G170320	Np003G131790, Np003G131900
OG0001337	Om003G115730	Np005G318170, Np003G162220
OG0001337	Om001G020770	Np005G277570
OG0001338	Om003G115720	Np003G162210
OG0001339	Om003G117680	Np003G159330
OG0001340	Om004G164240, Om004G164210	Np003G137730, Np003G137740
OG0001341	Om006G239760	Np001G012350
OG0001341	Om004G164720	Np003G137220
OG0001342	Om004G166010, Om004G166040	Np003G136300
OG0001342	Om006G232060	Np001G003390
OG0001343	Om004G167750	Np003G134480
OG0001343	Om006G237720	Np001G010330
OG0001344	Om001G000650	Np005G293740
OG0001344	Om008G361820	Np001G033690
OG0001345	Om001G002870	Np005G290990
OG0001345	Om008G358760	Np001G036790
OG0001346	Om001G006320	Np005G287040, Np005G287010
OG0001347	Om002G042790	Np007G424680
OG0001348	Om002G084400	Np007G375510
OG0001349	Om002G084970	Np007G374970
OG0001349	Om001G035900	Np005G267850
OG0001350	Om004G154140	Np006G368540
OG0001350	Om001G039050	Np005G262680
OG0001351	Om008G323820	Np005G309460, Np006G359680, Np002G095560, Np005G310630
OG0001351	Om004G160700	Np006G361960
OG0001352	Om008G344590	Np003G175840
OG0001353	Om008G358400, Om008G358390	Np001G037140
OG0001354	Om003G128220	Np001G068960
OG0001354	Om008G319360	Np006G321220
OG0001355	Om003G126260	Np001G067050
OG0001355	Om008G321560	Np006G323620
OG0001356	Om003G122470	Np001G063620
OG0001357	Om003G121180	Np004G214430, Np006G328890
OG0001358	Om008G327570	Np006G329520
OG0001358	Om003G120700	Np001G062270
