Orthogroup	Odontarrhena_muralis	Raphanus_sativus
OG0001243	Om005G212570	XP_018461640.1, XP_018445339.1
OG0001245	Om006G258010	XP_018484494.1
OG0001245	Om006G229530	XP_018441873.1
OG0001246	Om005G179070	XP_018492235.1, XP_018460526.1
OG0001246	Om004G158830	XP_018460594.1, XP_018460593.1
OG0001247	Om004G160440	XP_018475699.1
OG0001247	Om002G050370	XP_018487093.1, XP_018487091.1
OG0001248	Om007G282850, Om007G282830, Om007G282860	XP_018483598.1
OG0001249	Om008G333840	XP_018473044.1, XP_018483369.1
OG0001249	Om008G333770	XP_018474047.1, XP_018476023.1
OG0001250	Om007G299800	XP_018476624.1, XP_018446583.1
OG0001250	Om002G043300	XP_018492657.1, XP_018493426.1
OG0001251	Om002G043620	XP_018490821.1, XP_018460307.1, XP_018460304.1, XP_018437242.1
OG0001251	Om007G299300	XP_018475126.1, XP_018474864.1, XP_018442177.1
OG0001252	Om002G043920	XP_018489773.1, XP_018489301.1
OG0001253	Om002G047790	XP_018438852.1, XP_018433453.1, XP_018489561.1, XP_018490260.1
OG0001253	Om007G294040	XP_018455378.1, XP_018479320.1
OG0001254	Om003G095910	XP_018489356.1, XP_018447822.1
OG0001254	Om008G338050	XP_018478696.1, XP_018482918.1, XP_018476036.1
OG0001255	Om004G133240	XP_018444731.1, XP_018455357.1
OG0001255	Om005G198260	XP_018479365.1, XP_018465080.1, XP_018466496.1
OG0001256	Om004G142260	XP_018453047.1, XP_018456867.1
OG0001256	Om005G198820	XP_018450895.1, XP_018439463.1, XP_018436764.1, XP_018444933.1
OG0001257	Om004G141760	XP_018457508.1, XP_018463365.1
OG0001257	Om005G199300	XP_018473049.1, XP_018438119.1
OG0001258	Om005G200690	XP_018438286.1, XP_018483910.1, XP_018449997.1, XP_018449968.1
OG0001258	Om004G139120	XP_018443000.1
OG0001259	Om005G201530	XP_018449572.1
OG0001259	Om004G137860	XP_018472303.1
OG0001260	Om003G111460	XP_018485903.1
OG0001261	Om005G194440	XP_018433007.1, XP_018443458.1
OG0001262	Om005G194320	XP_018471622.1
OG0001262	Om005G194340, Om005G194330	XP_018437618.1, XP_018437616.1, XP_018471892.1
OG0001263	Om005G191580	XP_018486357.1, XP_018438328.1
OG0001264	Om002G057540	XP_018437678.1, XP_018488493.1, XP_018492552.1
OG0001264	Om003G090210	XP_018449829.1, XP_018448976.1
OG0001265	Om003G095680	XP_018465467.1, XP_018441582.1, XP_018449138.1
OG0001265	Om002G069140	XP_018492179.1
OG0001266	Om008G344320, Om003G113010	XP_018460633.1
OG0001268	Om001G028270, Om001G028250	XP_018450651.1, XP_018450655.1
OG0001269	Om007G289700, Om007G289710	XP_018483690.1, XP_018474094.1, XP_018474095.1, XP_018451299.1, XP_018451330.1, XP_018436174.1
OG0001274	Om004G153070, Om018G373760	XP_018437633.1, XP_018481749.1
OG0001274	Om001G027260	XP_018461182.1, XP_018470890.1, XP_018480805.1
OG0001275	Om005G202690	XP_018458482.1, XP_018434639.1
OG0001275	Om001G033720	XP_018447171.1, XP_018469163.1, XP_018477269.1
OG0001276	Om005G222670	XP_018437020.1, XP_018437015.1, XP_018458068.1
OG0001276	Om005G189920	XP_018462299.1, XP_018480817.1
OG0001277	Om005G222970	XP_018437681.1
OG0001278	Om002G076590	XP_018491374.1
OG0001279	Om007G300380	XP_018473412.1, XP_018473469.1, XP_018476881.1
OG0001279	Om002G042920	XP_018446705.1
OG0001280	Om006G269500	XP_018455414.1
OG0001280	Om002G054490	XP_018484112.1
OG0001281	Om005G227890	XP_018453080.1, XP_018453179.1
OG0001281	Om007G318310	XP_018443184.1
OG0001282	Om006G250090	XP_018453139.1, XP_018468402.1, XP_018474682.1, XP_018470150.1
OG0001283	Om003G119930	XP_018458570.1, XP_018465396.1, XP_018489537.1
OG0001283	Om008G328480	XP_018439601.1, XP_018438067.1, XP_018475281.1
OG0001284	Om003G108870	XP_018453354.1, XP_018452318.1
OG0001284	Om006G234900	XP_018457446.1, XP_018491387.1
OG0001285	Om003G116080	XP_018470416.1
OG0001286	Om006G249100, Om003G116840	XP_018475494.1
OG0001286	Om003G116830	XP_018476372.1, XP_018456105.1, XP_018476373.1, XP_018452211.1, XP_018452579.1
OG0001287	Om001G018860	XP_018447563.1, XP_018465349.1, XP_018471255.1
OG0001287	Om003G117080, Om004G145930	XP_018456507.1, XP_018470953.1
OG0001288	Om004G163800	XP_018472106.1, XP_018444826.1
OG0001288	Om006G240240	XP_018434536.1, XP_018485367.1
OG0001289	Om001G000320	XP_018458401.1, XP_018448538.1
OG0001289	Om008G362210	XP_018454634.1, XP_018478145.1
OG0001290	Om008G351210	XP_018473155.1, XP_018476814.1
OG0001290	Om001G010830	XP_018478296.1, XP_018444788.1, XP_018447140.1
OG0001291	Om001G011760, Om003G100450	XP_018489902.1, XP_018468312.1
OG0001291	Om001G011750	XP_018488360.1, XP_018451119.1, XP_018451120.1, XP_018450179.1
OG0001292	Om007G282020	XP_018476110.1, XP_018478805.1
OG0001293	Om003G123470	XP_018444803.1, XP_018490215.1, XP_018460832.1
OG0001293	Om003G123460	XP_018460831.1, XP_018488034.1, XP_018461495.1, XP_018461207.1
OG0001294	Om004G153730	XP_018467531.1, XP_018480772.1
OG0001294	Om001G039610	XP_018447230.1, XP_018485051.1, XP_018459821.1
OG0001296	Om004G154220	XP_018483537.1, XP_018460813.1
OG0001296	Om006G229750	XP_018433625.1
OG0001297	Om008G354250	XP_018456514.1, XP_018466534.1
OG0001298	Om002G070950	XP_018459670.1, XP_018493016.1, XP_018486732.1, XP_018448567.1, XP_018463475.1, XP_018449316.1
OG0001299	Om008G320350	XP_018435060.1
OG0001300	Om003G121550	XP_018485834.1, XP_018477358.1, XP_018445261.1, XP_018445167.1
OG0001300	Om008G326760	XP_018474718.1, XP_018475040.1, XP_018435209.1
OG0001301	Om003G121140	XP_018446182.1, XP_018445713.1, XP_018491910.1, XP_018486574.1, XP_018485191.1
OG0001301	Om008G326930	XP_018440754.1
OG0001302	Om006G231010	XP_018488958.1
OG0001302	Om006G259630	XP_018481057.1, XP_018481072.1
OG0001303	Om004G157140	XP_018456819.1
OG0001304	Om005G185790	XP_018480879.1, XP_018489520.1
OG0001304	Om007G283550	XP_018434197.1, XP_018478657.1
OG0001305	Om002G047540	XP_018493486.1, XP_018490581.1, XP_018439571.1, XP_018433398.1
OG0001305	Om007G293740	XP_018435094.1, XP_018440235.1
OG0001306	Om007G294020	XP_018483796.1
OG0001306	Om002G047760	XP_018491853.1, XP_018438853.1, XP_018433454.1, XP_018432523.1
OG0001307	Om002G050190	XP_018438910.1, XP_018437759.1
OG0001307	Om002G050200	XP_018462745.1, XP_018491121.1, XP_018491153.1, XP_018486036.1
OG0001308	Om008G337370	XP_018437130.1, XP_018434464.1, XP_018481409.1
OG0001309	Om008G334740	XP_018477716.1, XP_018473219.1, XP_018437005.1
OG0001309	Om006G253780	XP_018442677.1
OG0001310	Om005G197840	XP_018464069.1, XP_018465499.1, XP_018435911.1
OG0001310	Om004G132480	XP_018448577.1, XP_018462967.1, XP_018456181.1
OG0001311	Om007G293340	XP_018456641.1
OG0001311	Om007G293350	XP_018463756.1, XP_018463757.1
OG0001312	Om002G049930	XP_018461636.1, XP_018435313.1, XP_018485402.1
OG0001312	Om007G306710, Om009G363690	XP_018434961.1, XP_018453089.1, XP_018482890.1
OG0001313	Om005G211210	XP_018451981.1
OG0001314	Om002G057470	XP_018488497.1, XP_018488439.1
OG0001314	Om003G090100	XP_018450767.1, XP_018434941.1, XP_018450673.1, XP_018432518.1
OG0001315	Om002G061400	XP_018488587.1, XP_018439621.1, XP_018439533.1
OG0001315	Om003G094330	XP_018491187.1, XP_018449622.1
OG0001316	Om003G099760	XP_018447382.1
OG0001316	Om002G064010	XP_018486141.1, XP_018485622.1
OG0001317	Om003G097220, Om002G067410	XP_018464498.1, XP_018438313.1
OG0001318	Om003G100520, Om003G100530, Om003G100570, Om003G100550	XP_018481673.1, XP_018481091.1
OG0001319	Om006G255230	XP_018434608.1, XP_018434572.1, XP_018442949.1, XP_018477933.1
OG0001320	Om005G228140, Om004G165840, Om001G021540, Om001G034720, Om001G035350, Om001G036310	XP_018474128.1
OG0001321	Om008G361800, Om008G361810	XP_018438388.1
OG0001321	Om008G361760, Om008G361770, Om008G361790, Om008G361780, Om008G361750	XP_018464232.1, XP_018482314.1, XP_018481836.1, XP_018444822.1
OG0001323	Om006G233070	XP_018488819.1, XP_018467182.1
OG0001328	Om001G027840	XP_018458653.1, XP_018482367.1, XP_018485316.1, XP_018451543.1
OG0001328	Om004G154830	XP_018478792.1, XP_018434299.1, XP_018467426.1
OG0001330	Om002G083840	XP_018458027.1, XP_018439298.1, XP_018492335.1
OG0001330	Om001G035780, Om001G034460	XP_018470841.1, XP_018469731.1
OG0001331	Om005G183170, Om011G365940, Om005G218380	XP_018454173.1, XP_018455913.1
OG0001332	Om011G364990, Om020G374420	XP_018459707.1, XP_018456992.1, XP_018456991.1
OG0001332	Om005G188110	XP_018437765.1
OG0001333	Om005G221890	XP_018457667.1, XP_018441310.1, XP_018458649.1
OG0001333	Om005G189740	XP_018485920.1, XP_018435255.1
OG0001334	Om005G195510	XP_018491011.1
OG0001334	Om006G275200	XP_018441504.1, XP_018483872.1, XP_018457921.1
OG0001335	Om004G172750	XP_018471457.1, XP_018471458.1, XP_018446697.1, XP_018446727.1
OG0001335	Om002G053520	XP_018440376.1, XP_018435238.1
OG0001336	Om002G055270	XP_018464407.1, XP_018491874.1, XP_018436914.1
OG0001336	Om004G170320	XP_018446455.1, XP_018473065.1, XP_018473058.1
OG0001337	Om003G115730	XP_018468112.1, XP_018448092.1, XP_018465018.1, XP_018473294.1
OG0001337	Om001G020770	XP_018444052.1
OG0001338	Om003G115720	XP_018469271.1, XP_018473295.1, XP_018448093.1
OG0001339	Om003G117680	XP_018471537.1, XP_018466599.1
OG0001340	Om004G164210	XP_018470130.1, XP_018470131.1, XP_018445378.1, XP_018445405.1, XP_018475921.1, XP_018445406.1, XP_018445379.1, XP_018470132.1, XP_018470134.1
OG0001341	Om004G164720	XP_018474465.1, XP_018474464.1, XP_018492900.1, XP_018440165.1, XP_018472603.1, XP_018474463.1, XP_018470766.1
OG0001342	Om004G166010, Om004G166040	XP_018472166.1, XP_018476854.1
OG0001342	Om006G232060	XP_018486102.1, XP_018436518.1
OG0001343	Om004G167750	XP_018446634.1, XP_018476832.1, XP_018471570.1
OG0001343	Om006G237720	XP_018477894.1, XP_018477901.1
OG0001344	Om001G000650	XP_018461089.1
OG0001344	Om008G361820	XP_018455341.1, XP_018438309.1, XP_018481758.1
OG0001345	Om001G002870	XP_018480484.1, XP_018458629.1
OG0001345	Om008G358760	XP_018477512.1, XP_018463830.1
OG0001346	Om001G006330	XP_018483973.1
OG0001346	Om001G006320	XP_018450302.1, XP_018471131.1, XP_018483974.1, XP_018447264.1
OG0001347	Om002G042790	XP_018439123.1
OG0001348	Om002G084400	XP_018440661.1
OG0001349	Om002G084970	XP_018455556.1
OG0001349	Om001G035900	XP_018477994.1
OG0001350	Om004G154140	XP_018484702.1, XP_018438024.1
OG0001350	Om001G039050	XP_018450315.1, XP_018469683.1
OG0001351	Om008G323820	XP_018450165.1, XP_018450270.1
OG0001352	Om008G344590	XP_018467920.1, XP_018462795.1, XP_018462784.1, XP_018469567.1, XP_018475128.1
OG0001353	Om008G358400, Om008G358390	XP_018454141.1, XP_018483353.1, XP_018441029.1
OG0001354	Om003G128220	XP_018480700.1, XP_018467305.1, XP_018488926.1
OG0001354	Om008G319360	XP_018437213.1
OG0001355	Om003G126260	XP_018491670.1, XP_018491599.1
OG0001355	Om008G321560	XP_018439974.1, XP_018479124.1, XP_018479156.1
OG0001356	Om008G326300	XP_018474594.1, XP_018480566.1
OG0001356	Om003G122470	XP_018441591.1, XP_018465611.1, XP_018492882.1
OG0001357	Om003G121180	XP_018445717.1, XP_018477049.1, XP_018491914.1, XP_018491911.1
OG0001358	Om008G327570	XP_018436443.1, XP_018481383.1
OG0001358	Om003G120700	XP_018446465.1, XP_018459496.1, XP_018493204.1
OG0001359	Om006G267220	XP_018436504.1
OG0001359	Om006G245720	XP_018453268.1, XP_018468534.1, XP_018472596.1
OG0001360	Om005G182650	XP_018487933.1, XP_018437860.1, XP_018439430.1
OG0001360	Om007G279210	XP_018438982.1
OG0001361	Om007G279070	XP_018482277.1
OG0001361	Om005G181940	XP_018436042.1, XP_018465449.1
OG0001362	Om002G068640	XP_018490669.1, XP_018493090.1, XP_018458267.1, XP_018458269.1
OG0001362	Om007G285120	XP_018459871.1, XP_018476804.1
OG0001363	Om001G019430	XP_018449515.1, XP_018450911.1, XP_018455290.1
OG0001364	Om007G300390	XP_018476925.1, XP_018473399.1, XP_018444846.1
OG0001364	Om002G042910	XP_018446507.1, XP_018486867.1, XP_018486890.1
OG0001365	Om002G043000	XP_018433027.1
OG0001365	Om007G300260	XP_018458219.1, XP_018444856.1, XP_018475041.1, XP_018475292.1
OG0001366	Om007G299050	XP_018475893.1, XP_018474292.1, XP_018462472.1, XP_018446254.1
OG0001366	Om002G043770	XP_018491247.1, XP_018492705.1, XP_018440367.1, XP_018440290.1
OG0001367	Om002G049120	XP_018438539.1, XP_018481208.1, XP_018489043.1, XP_018490800.1, XP_018437286.1
OG0001368	Om003G093080, Om002G088450, Om007G307280, Om008G339570	XP_018445009.1, XP_018442823.1
OG0001368	Om008G338180	XP_018486701.1
OG0001370	Om005G203190	XP_018450323.1, XP_018472412.1
OG0001370	Om004G135860	XP_018442701.1
OG0001371	Om004G144890, Om004G144920	XP_018448046.1
OG0001372	Om002G044560	XP_018441770.1
OG0001372	Om007G297490	XP_018471108.1, XP_018471084.1, XP_018458863.1, XP_018446328.1
OG0001373	Om003G099110	XP_018451593.1
OG0001373	Om002G065230	XP_018438591.1, XP_018488997.1
OG0001374	Om004G137820	XP_018466971.1, XP_018444178.1
OG0001374	Om005G201480	XP_018464048.1, XP_018436473.1
OG0001375	Om005G197110	XP_018493130.1
OG0001375	Om004G131490	XP_018452113.1, XP_018470833.1
OG0001376	Om002G058580	XP_018486458.1, XP_018434251.1
OG0001376	Om003G091280	XP_018450917.1, XP_018465269.1, XP_018450021.1
OG0001377	Om006G273910, Om006G273900	XP_018439152.1
OG0001377	Om002G062970	XP_018439652.1, XP_018489426.1, XP_018493399.1
OG0001378	Om003G099550	XP_018451488.1, XP_018448138.1
OG0001378	Om002G064510	XP_018489290.1, XP_018489289.1, XP_018485930.1, XP_018492854.1, XP_018440208.1
OG0001379	Om002G067520	XP_018488242.1, XP_018461645.1, XP_018493435.1
OG0001379	Om003G097120	XP_018486040.1, XP_018477811.1
OG0001380	Om003G096990	XP_018463508.1
OG0001380	Om002G067680	XP_018438436.1, XP_018440342.1, XP_018436655.1, XP_018487030.1
OG0001381	Om008G323730	XP_018448770.1
OG0001382	Om004G154100	XP_018435023.1, XP_018440419.1
OG0001382	Om001G039070, Om001G039060	XP_018449397.1, XP_018449839.1
OG0001383	Om001G025430, Om001G025440	XP_018462924.1, XP_018470317.1
OG0001383	Om008G337760	XP_018479065.1
OG0001384	Om005G226620	XP_018462625.1, XP_018438407.1
OG0001392	Om001G033620	XP_018451563.1, XP_018471416.1, XP_018482252.1
OG0001392	Om002G082830	XP_018437489.1, XP_018489533.1
OG0001393	Om002G083710	XP_018492394.1, XP_018440650.1
OG0001393	Om001G034290	XP_018477352.1, XP_018450921.1, XP_018471933.1
OG0001394	Om001G002780	XP_018480181.1
OG0001395	Om001G017560	XP_018484223.1
OG0001395	Om003G118160	XP_018470646.1, XP_018452865.1
OG0001397	Om005G188800	XP_018493338.1, XP_018441398.1, XP_018436296.1
OG0001397	Om005G219700	XP_018440599.1
OG0001398	Om006G275330	XP_018433157.1, XP_018462605.1, XP_018478209.1
OG0001398	Om005G195600	XP_018441596.1, XP_018491103.1
OG0001399	Om006G274430	XP_018441119.1, XP_018452329.1, XP_018463001.1
OG0001399	Om005G194500	XP_018433795.1
OG0001400	Om005G192980	XP_018433948.1, XP_018433957.1, XP_018442582.1, XP_018442711.1
OG0001401	Om007G316150	XP_018484061.1
OG0001401	Om007G300200	XP_018442437.1, XP_018472764.1, XP_018445389.1, XP_018474994.1
OG0001402	Om007G315710	XP_018463038.1
OG0001403	Om005G225360	XP_018453267.1
OG0001403	Om005G191810	XP_018488448.1, XP_018488444.1, XP_018490311.1
OG0001404	Om005G224870	XP_018454954.1, XP_018469436.1
OG0001404	Om005G191440	XP_018447206.1, XP_018443223.1
OG0001405	Om004G172430	XP_018476120.1, XP_018446206.1
OG0001406	Om001G039040	XP_018469682.1, XP_018447441.1
OG0001406	Om005G206430	XP_018456823.1, XP_018445040.1
OG0001407	Om003G114110	XP_018476646.1, XP_018467011.1, XP_018457771.1
OG0001407	Om001G021830	XP_018485210.1, XP_018485207.1, XP_018468660.1
OG0001408	Om004G165530, Om004G165500	XP_018468556.1, XP_018470658.1, XP_018474756.1, XP_018446624.1
OG0001408	Om004G165470	XP_018446625.1, XP_018474665.1
OG0001409	Om006G233910	XP_018457299.1, XP_018492975.1, XP_018492974.1
OG0001409	Om004G167300	XP_018476389.1, XP_018462547.1, XP_018446409.1
OG0001410	Om008G361440	XP_018462153.1, XP_018480272.1, XP_018480229.1
OG0001410	Om001G001020	XP_018448839.1, XP_018462657.1, XP_018480743.1
OG0001411	Om001G001800	XP_018451568.1, XP_018477458.1
OG0001411	Om001G001790	XP_018451567.1
OG0001412	Om001G004560	XP_018451899.1
OG0001412	Om008G357580	XP_018455897.1
OG0001412	Om002G088670	XP_018478006.1
OG0001413	Om001G008170	XP_018484107.1, XP_018460576.1, XP_018459190.1
OG0001414	Om001G012140, Om001G012130	XP_018481593.1, XP_018481622.1, XP_018437493.1, XP_018437473.1, XP_018437482.1, XP_018437462.1, XP_018439303.1
OG0001415	Om008G340660	XP_018484352.1, XP_018460519.1
OG0001415	Om007G288810	XP_018493264.1
OG0001416	Om007G289920	XP_018448707.1, XP_018488707.1
OG0001417	Om001G036800	XP_018469078.1, XP_018462729.1, XP_018484642.1, XP_018483061.1
OG0001417	Om004G155350, Om004G152970	XP_018440908.1, XP_018436189.1
OG0001418	Om001G040730	XP_018451518.1, XP_018450458.1, XP_018484168.1
OG0001418	Om004G155940	XP_018438975.1, XP_018467080.1, XP_018477871.1
OG0001419	Om006G250550, Om003G120220	XP_018449706.1
OG0001420	Om008G354210	XP_018471842.1
OG0001420	Om001G008240	XP_018463047.1
OG0001421	Om002G071350	XP_018435022.1, XP_018492205.1, XP_018464315.1
OG0001422	Om002G047000	XP_018492406.1, XP_018492404.1
OG0001422	Om007G293430	XP_018440589.1, XP_018457186.1
OG0001423	Om008G322990	XP_018483422.1
OG0001423	Om003G124870	XP_018492824.1, XP_018442745.1
OG0001424	Om004G173780	XP_018458414.1, XP_018458412.1, XP_018444845.1
OG0001425	Om006G268320	XP_018490231.1, XP_018438727.1
OG0001425	Om006G242430	XP_018444844.1
OG0001427	Om004G158300	XP_018455273.1, XP_018475350.1
OG0001427	Om005G178500	XP_018463398.1, XP_018467519.1
OG0001428	Om005G179670	XP_018451072.1
OG0001428	Om004G159920	XP_018472993.1, XP_018453748.1, XP_018457184.1, XP_018433561.1, XP_018465471.1
OG0001429	Om003G128350	XP_018484827.1
OG0001430	Om005G181350	XP_018451138.1, XP_018492859.1, XP_018492843.1, XP_018479574.1, XP_018466622.1, XP_018479584.1
OG0001431	Om007G279030	XP_018483706.1, XP_018462020.1, XP_018475852.1, XP_018439703.1
OG0001432	Om005G183280	XP_018489682.1, XP_018447605.1
OG0001432	Om007G280280	XP_018475763.1
OG0001433	Om005G184040	XP_018472757.1
OG0001433	Om007G281110	XP_018480435.1
OG0001434	Om007G282800	XP_018478828.1
OG0001434	Om004G170770	XP_018471103.1, XP_018463565.1
OG0001435	Om005G185610	XP_018449554.1, XP_018489332.1, XP_018442498.1
OG0001435	Om007G283330	XP_018437421.1, XP_018481329.1
OG0001436	Om007G296660	XP_018446132.1
OG0001436	Om002G045150	XP_018489974.1, XP_018489742.1
OG0001437	Om007G296370	XP_018476134.1, XP_018467995.1, XP_018445793.1
OG0001437	Om002G045350	XP_018492951.1
OG0001438	Om007G293250	XP_018477510.1, XP_018452580.1, XP_018461282.1
OG0001438	Om002G046680	XP_018489660.1, XP_018438051.1
OG0001439	Om004G140270	XP_018452643.1
OG0001439	Om005G200110	XP_018435843.1, XP_018451520.1
OG0001440	Om005G204130	XP_018433947.1, XP_018464738.1, XP_018465074.1, XP_018488697.1, XP_018461923.1
OG0001441	Om004G142990	XP_018442652.1, XP_018457767.1, XP_018471373.1
OG0001441	Om005G205040	XP_018433562.1, XP_018440674.1
OG0001442	Om005G207110	XP_018452966.1
OG0001442	Om004G143360	XP_018490576.1
OG0001443	Om005G208910	XP_018444135.1, XP_018454957.1, XP_018454953.1
OG0001444	Om007G286480, Om007G286460, Om007G286440, Om007G286470, Om007G286450	XP_018478408.1
OG0001445	Om005G189450	XP_018435521.1
OG0001446	Om004G168070	XP_018444025.1
OG0001446	Om006G237030	XP_018486349.1, XP_018457006.1, XP_018433835.1
OG0001447	Om004G138170	XP_018442876.1
OG0001447	Om004G143050	XP_018456082.1, XP_018456081.1
OG0001447	Om004G143080	XP_018458704.1
OG0001448	Om003G090990	XP_018451546.1
OG0001448	Om002G058270	XP_018493267.1, XP_018493474.1, XP_018459542.1, XP_018441285.1, XP_018441379.1
OG0001449	Om002G059130	XP_018489726.1
OG0001449	Om003G091940	XP_018492416.1, XP_018487994.1, XP_018462131.1
OG0001450	Om003G091950	XP_018485452.1
OG0001450	Om002G059150	XP_018492695.1, XP_018461937.1, XP_018433932.1, XP_018440779.1
OG0001451	Om003G093630	XP_018489655.1, XP_018470268.1
OG0001451	Om002G060620	XP_018466752.1, XP_018465935.1, XP_018439755.1
OG0001452	Om003G093850	XP_018469627.1
OG0001452	Om002G060900	XP_018459446.1, XP_018490713.1, XP_018434054.1, XP_018434020.1, XP_018490926.1
OG0001453	Om003G094190	XP_018486913.1
OG0001453	Om002G061280	XP_018432974.1
OG0001454	Om002G061580	XP_018432709.1, XP_018438232.1
OG0001454	Om003G094410	XP_018480677.1, XP_018486397.1
OG0001455	Om002G063020	XP_018489121.1
OG0001455	Om003G100700	XP_018437969.1, XP_018484546.1
OG0001456	Om002G067510, Om003G097130	XP_018487594.1, XP_018485424.1, XP_018488970.1, XP_018488236.1, XP_018461644.1, XP_018437038.1, XP_018437034.1
