Orthogroup	Odontarrhena_muralis	Brassica_napus
OG0001975	Om001G031270	XP_013735194.1, XP_048601139.1, XP_048619288.1, XP_013738425.1, XP_013701742.2, XP_013656245.2
OG0001976	Om001G033290	XP_013718047.2, XP_013665730.2, XP_013665980.2, XP_013669731.2
OG0001977	Om008G338230	XP_013660534.3, XP_048634450.1, XP_013686600.2, XP_048630465.1, XP_048630065.1
OG0001977	Om007G275940, Om007G275980	XP_013671558.2, XP_013691413.1
OG0001978	Om005G190090	XP_013655262.1, XP_013752546.1, XP_013696067.1, XP_013676179.1, XP_013710649.1, XP_022563175.2
OG0001979	Om006G274640	XP_013660327.2, XP_022561093.1, XP_013714799.1, XP_013687355.1
OG0001979	Om005G194690	XP_013657387.1, XP_013677788.1
OG0001980	Om006G274410	XP_013734736.1, XP_048626287.1, XP_013692338.2
OG0001980	Om005G194480	XP_013696628.1, XP_013641267.2
OG0001981	Om005G192640	XP_013692962.1, XP_013707830.1, XP_013641240.2, XP_013693046.1, XP_013657334.1, XP_013677833.2
OG0001982	Om006G272160	XP_013647516.2, XP_048618030.1
OG0001982	Om005G192430	XP_013696389.1, XP_048638178.1
OG0001983	Om006G271570	XP_013644675.1, XP_013672557.1, XP_013698149.1
OG0001983	Om007G317710	XP_022570879.2, XP_013687063.1
OG0001984	Om006G271340	XP_022561578.1, XP_013647502.2, XP_013708365.1, XP_048595257.1
OG0001984	Om007G317420	XP_013647788.2
OG0001985	Om005G191720	XP_013671752.1, XP_013742629.2, XP_022563879.1, XP_013677875.2, XP_048597760.1, XP_013708265.2
OG0001986	Om003G119710	XP_048620678.1, XP_013663390.2
OG0001986	Om008G328610	XP_013752092.2, XP_013690806.1
OG0001987	Om004G173310	XP_013721526.1, XP_048624190.1
OG0001987	Om002G053110	XP_013750288.2, XP_048615252.1, XP_013672803.1
OG0001988	Om004G171170	XP_048626714.1, XP_013678521.2, XP_013719048.1, XP_048629301.1, XP_013715200.2, XP_013728528.1, XP_013724003.1
OG0001989	Om002G054880	XP_013750129.3, XP_022559191.2, XP_013651950.2, XP_022555208.1
OG0001990	Om003G115910	XP_013730833.2, XP_022548972.2, XP_013714785.1
OG0001991	Om003G116940	XP_013717239.1, XP_022563852.1, XP_022566165.1, XP_048598804.1, XP_048629402.1, XP_048598560.1, XP_048600232.1
OG0001992	Om003G118060	XP_013745078.1, XP_048598819.1, XP_013685491.1, XP_013676169.1
OG0001993	Om003G118380	XP_048598832.1, XP_048623088.1, XP_048629159.1, XP_013682727.2
OG0001995	Om004G162520	XP_013668011.2, XP_022565430.1
OG0001995	Om006G240960	XP_013663188.1, XP_048599096.1
OG0001996	Om004G163300	XP_048598347.1, XP_048625229.1, XP_013740120.2, XP_013653791.2, XP_013726077.2
OG0001996	Om006G240660	XP_048617900.1
OG0001997	Om004G166500	XP_013737495.1, XP_013715662.2, XP_013678503.1, XP_013680722.2
OG0001997	Om004G154290	XP_013688349.1, XP_013743634.2
OG0001998	Om004G166800	XP_013737483.1, XP_013715665.2
OG0001998	Om006G233220	XP_013643170.1, XP_013722836.1, XP_048616581.1, XP_013643056.2
OG0001999	Om004G168530	XP_013715421.2, XP_013746769.1
OG0001999	Om006G236530	XP_048632679.1, XP_013706018.1
OG0002000	Om006G236270	XP_013678260.1, XP_013727969.1, XP_048627935.1, XP_013718221.2, XP_013642819.2, XP_048595425.1, XP_013749374.1
OG0002001	Om008G361450	XP_013743293.1, XP_048596627.1, XP_022572552.2, XP_013706393.2
OG0002001	Om001G001010	XP_048638062.1, XP_048601415.1
OG0002002	Om001G005240	XP_013737510.1, XP_048629244.1, XP_013717397.2
OG0002002	Om008G356940	XP_013681671.1, XP_013687252.1, XP_022565368.2
OG0002003	Om001G008610	XP_013656126.2, XP_048607386.1, XP_013662118.2, XP_013734022.2
OG0002003	Om008G353820	XP_013735490.2, XP_048606959.1
OG0002004	Om008G352250	XP_013713071.2, XP_013662166.2, XP_048632011.1, XP_048606935.1
OG0002004	Om001G009710	XP_022572562.2, XP_048618671.1
OG0002005	Om001G011050	XP_013738723.2, XP_048597258.1, XP_048619016.1, XP_013735062.2
OG0002006	Om001G011140	XP_048597272.1, NP_001302548.1
OG0002006	Om008G350700	XP_048604592.1, XP_013694697.2, XP_013718606.2, XP_013669542.1
OG0002007	Om001G011150	XP_013670469.1, XP_013669923.2, XP_022550424.2, XP_013740730.1, XP_013705486.1
OG0002008	Om008G348100	XP_013684079.2, XP_013735557.2
OG0002008	Om001G011710	XP_048594978.1, XP_013671829.1
OG0002009	Om007G287260	XP_013639895.2
OG0002010	Om008G340550	XP_048634176.1
OG0002011	Om007G289690	XP_048593890.1, XP_013656895.2, XP_022562713.2, XP_048614875.1, XP_048596043.1
OG0002012	Om002G084180	XP_048593247.1, XP_013686083.1
OG0002012	Om001G034750	XP_013640240.2, XP_013645783.1, XP_048619345.1, XP_048622853.1
OG0002013	Om002G084270	XP_013697046.1, XP_013659269.2, XP_048607163.1, XP_013643355.2
OG0002013	Om001G034940	XP_022561621.1, XP_013748841.2
OG0002014	Om001G035480	XP_048628156.1, XP_048601042.1, XP_048634451.1, XP_048619352.1, XP_013748876.1
OG0002014	Om002G084500	XP_022561560.2, XP_048595579.1
OG0002015	Om002G085980	XP_013738972.1
OG0002015	Om001G036770	XP_013685622.2, XP_048607309.1, XP_013738908.1, XP_013656625.2, XP_013706129.2, XP_048601001.1
OG0002016	Om001G038580, Om001G038560, Om001G038570	XP_013728971.2
OG0002018	Om004G156050	XP_048612238.1
OG0002018	Om001G040820	XP_013702950.1, XP_013656689.2, XP_013703367.1, XP_013644926.3, XP_013664997.2, XP_013735621.3
OG0002019	Om007G292090	XP_013653076.1
OG0002020	Om003G118340	XP_013714901.1, XP_022547281.1
OG0002021	Om001G011260	XP_013712470.2, XP_013738856.1
OG0002021	Om008G350590	XP_013718553.1, XP_013736832.1
OG0002022	Om005G198860	XP_013744038.2, XP_013698099.2
OG0002022	Om008G359650	XP_013692970.1, XP_048596611.1, XP_013662904.1
OG0002023	Om002G071280	XP_022572319.2, XP_013736558.3, XP_013749208.2, XP_022568660.1
OG0002023	Om003G102530	NP_001303004.1, XP_048601862.1
OG0002024	Om003G102110	XP_013668451.1, XP_013664785.2
OG0002024	Om002G070550	XP_048629980.1, XP_013647902.2, XP_013714331.3, XP_013751485.1, XP_022550838.2
OG0002025	Om008G320880	XP_013744046.2, XP_013698227.1
OG0002025	Om008G320860	XP_022559795.1, XP_048593033.1
OG0002025	Om006G262130	XP_013731967.1
OG0002026	Om008G322960	XP_013666718.2, XP_013688072.2, XP_013752138.2
OG0002026	Om003G124910	XP_022574199.2, XP_022568956.2, XP_013742056.1
OG0002027	Om003G120430	XP_048616833.1, XP_048593016.1, XP_048620704.1, XP_013748982.1
OG0002027	Om008G327840	XP_013687821.3, XP_048634643.1
OG0002028	Om006G244960	XP_013667134.2, XP_048623280.1, XP_013681256.2, XP_022551591.2
OG0002029	Om005G178520, Om004G163610	XP_013693327.1, XP_013693253.1, XP_013666325.1
OG0002029	Om004G158350	XP_013684350.1, XP_013735325.2
OG0002030	Om004G160070	XP_048607030.1, XP_048632060.1, XP_048595176.1
OG0002030	Om005G179880	XP_013719235.2, XP_013697598.1
OG0002031	Om005G181490	XP_013666462.1, XP_022547252.1, XP_013720523.1, XP_013660286.1
OG0002032	Om007G279240	XP_013674626.1, XP_022575998.2
OG0002032	Om005G182620	XP_048613744.1, XP_048599406.1
OG0002033	Om005G184230	XP_013716242.1, XP_048621425.1
OG0002033	Om007G281320	XP_048633840.1, XP_048609935.1, XP_048636792.1, XP_022557981.1
OG0002034	Om005G185280	XP_013716272.2, XP_048621397.1
OG0002034	Om007G282940	XP_013744176.2, XP_048609256.1, XP_048610435.1, XP_013647711.2
OG0002035	Om003G117120	XP_013717211.1, XP_013685683.1, XP_013697126.1
OG0002036	Om007G299260	XP_013667796.2, XP_013720858.1, XP_013728495.1, XP_013729533.1
OG0002036	Om002G043630, Om005G194130	XP_048601998.1, XP_048633258.1
OG0002037	Om007G299250	XP_013658411.2, XP_048617056.1, XP_013720872.1, XP_013665449.1
OG0002037	Om002G043650	XP_048633251.1, XP_013700389.2
OG0002038	Om002G062950	XP_048602156.1, XP_013686825.1, XP_013653355.1, XP_048632438.1, XP_022576089.1, XP_013696147.2
OG0002039	Om006G251670	XP_022556651.1, XP_013742358.1
OG0002039	Om008G331050	XP_048636440.1, XP_048609382.1
OG0002040	Om006G255270	XP_013698001.1, XP_013684785.1, XP_022553267.2, XP_013750004.1, XP_013663105.1, XP_013663242.1
OG0002041	Om006G254750	XP_013647922.1, XP_013640119.1, XP_013731125.1, XP_013730236.1, XP_013665799.1, XP_013742577.1
OG0002042	Om008G333890, Om008G333900, Om008G333910	XP_013699145.1, XP_013745101.2, XP_013740612.1, XP_013732524.1, XP_048634560.1, XP_013699445.2
OG0002043	Om005G196000	XP_048616589.1, XP_013733399.2, XP_013719984.2, XP_048621640.1, XP_013655574.2
OG0002044	Om005G196230	XP_013701813.1, XP_013682899.2, XP_013749936.2, XP_013641493.2
OG0002044	Om004G130240	XP_013743055.1, XP_048592435.1, XP_013648564.2, XP_013672219.1
OG0002045	Om005G196530	XP_013690610.2, XP_013646583.1
OG0002045	Om004G130530	XP_013652067.1, XP_013700866.1, XP_048592421.1, XP_013652556.2
OG0002046	Om005G196930	XP_022558906.1, XP_013641682.1
OG0002046	Om004G131250	XP_048617595.1, XP_013650311.2, XP_013725925.1, XP_048628927.1, XP_013676920.2
OG0002047	Om005G197450	XP_013710096.1, XP_013710067.1, XP_013746934.1, XP_013646625.1
OG0002047	Om004G132100	XP_013650253.2, XP_048592369.1
OG0002048	Om005G198740	XP_013744599.1, XP_013641773.1
OG0002049	Om004G141840	XP_013695464.1, XP_013676610.1
OG0002049	Om005G199260	XP_013682988.2, XP_013687652.1
OG0002050	Om005G203040	XP_048594027.1, XP_013743394.1, XP_013642259.2, XP_013717679.1
OG0002050	Om004G136030	XP_048617448.1, XP_013717961.1
OG0002051	Om005G203120	XP_048607527.1, XP_048603134.1, XP_048618562.1, XP_013695003.1, XP_048592747.1
OG0002051	Om008G326890	XP_013682499.2
OG0002052	Om005G203290	XP_013712365.1, XP_013722144.1, XP_013642278.2
OG0002052	Om004G135680	XP_013717803.2, XP_013723520.1
OG0002053	Om005G203670	XP_048594023.1, XP_013686096.2
OG0002053	Om004G135260	XP_048627187.1, XP_048617469.1, XP_013737910.1, XP_013650072.1, XP_013672140.1
OG0002054	Om005G205610	XP_013727248.2, XP_048592710.1
OG0002054	Om005G206670	XP_013729233.1, XP_013729255.2, XP_048616062.1, XP_022544748.2
OG0002055	Om004G143590	XP_013741607.2, XP_013695660.2
OG0002055	Om005G207260	XP_013743685.1, XP_013649055.1, XP_048617279.1, XP_013698505.2
OG0002057	Om001G028770	XP_048606398.1, XP_022545711.2, XP_048619263.1, XP_013719521.1, XP_048636372.1, XP_013667276.2
OG0002057	Om001G016810	XP_048612406.1, XP_048633699.1
OG0002058	Om002G054980	XP_013743773.1, XP_013743848.1
OG0002059	Om005G182430	XP_048599395.1, XP_013697059.2, XP_048622006.1, XP_048594299.1
OG0002059	Om007G279370	XP_048610117.1, XP_013748687.2
OG0002060	Om005G207980	XP_013676479.1, XP_013690737.2, XP_048617258.1, XP_013714767.2
OG0002060	Om007G300680	XP_013662374.2
OG0002061	Om006G238560	XP_022543983.2, XP_048591046.1
OG0002062	Om006G237120	XP_013677621.1, XP_013661075.1
OG0002062	Om006G237100	XP_013736961.1, XP_013706332.1
OG0002063	Om004G169430	NP_001302525.1, XP_013715696.1
OG0002063	Om006G247810	XP_022551640.2, XP_013731386.1, NP_001303125.1
OG0002064	Om006G257280	XP_048601888.1, XP_013734405.2, XP_013662932.2, XP_013663024.1, XP_048601889.1, XP_048631824.1
OG0002066	Om004G135550	XP_022558937.2, XP_013672299.1
OG0002066	Om005G203360	XP_048594024.1, XP_048622446.1
OG0002067	Om004G137060	XP_013729637.2, XP_013652129.1, XP_013717900.1
OG0002068	Om004G132010	XP_022545202.2, XP_048617564.1
OG0002069	Om004G131890	XP_013650270.2, XP_022560994.1
OG0002069	Om004G131900	XP_013676884.1, XP_048628316.1, XP_048603393.1
OG0002070	Om005G197200	XP_013686026.2, XP_013641670.1
OG0002070	Om004G131620	XP_013703060.2, XP_013648611.2
OG0002071	Om002G057590	XP_013737755.1, XP_013749800.1
OG0002071	Om003G090250	XP_013698783.1, XP_013656419.1, XP_048629852.1, XP_013655399.2, XP_048594365.1
OG0002072	Om003G090630	XP_048629860.1, XP_048636889.1, XP_013699114.1, XP_013640384.1, XP_013703098.1
OG0002072	Om002G057860	XP_013673133.1, XP_013642610.2
OG0002073	Om003G092900	XP_013692464.2, XP_048594398.1, XP_048627197.1, XP_013672959.2, XP_013640596.1, XP_013748854.1
OG0002073	Om002G059990	XP_048628071.1, XP_013719666.1, XP_013695185.1
OG0002074	Om003G100200	XP_013700544.2, XP_013655956.2
OG0002074	Om002G063560	XP_013741044.2, XP_048635682.1, XP_013749555.2, XP_048614437.1, XP_048594741.1, XP_013692646.2
OG0002075	Om002G087690	XP_013747237.1, XP_013746478.1
OG0002076	Om003G089420	XP_022545401.2
OG0002076	Om002G056580	XP_013685650.1, XP_013749920.1, XP_013648232.1, XP_013697810.1
OG0002077	Om003G095670	XP_013655551.1, XP_048606498.1
OG0002077	Om002G069170	XP_013718108.1, XP_048635263.1, XP_013693129.1, XP_013640468.1, XP_013672496.1
OG0002078	Om006G251490, Om006G251520	XP_048616777.1, XP_013648003.2
OG0002078	Om006G251550	XP_013655916.2, XP_013710262.2
OG0002079	Om004G166410, Om008G327820	XP_013701350.2, XP_013654979.2, XP_013725667.2, XP_048597418.1, XP_013660734.1
OG0002081	Om002G065870	XP_022563295.2, XP_022547838.2
OG0002082	Om008G333070	XP_013707043.1, XP_013734648.1
OG0002083	Om008G328370	XP_013651889.1
OG0002083	Om008G328350, Om008G328400	XP_013727370.2, XP_013727371.2
OG0002084	Om004G143450, Om004G143460, Om004G143470, Om004G143480, Om004G148160, Om004G130160	XP_048600621.1, XP_048602903.1, XP_048611976.1, XP_013704852.1, XP_048600626.1, XP_048602904.1, XP_013652061.1, XP_013646724.2, XP_048592440.1, XP_013745594.1
OG0002085	Om006G274630, Om006G274600, Om002G087630	XP_048637423.1, XP_048619709.1
OG0002086	Om001G005150	XP_013740524.2, XP_013680075.3
OG0002086	Om001G005140, Om001G005160, Om001G005200	XP_013717426.1, XP_013674309.2, XP_013746928.1, XP_048627595.1, XP_048620949.1, XP_013691700.2
OG0002091	Om003G103390, Om003G103380, Om003G103400, Om008G348130	XP_048605203.1
OG0002093	Om002G081050	XP_013684571.1, XP_013706147.1
OG0002093	Om001G032460	XP_048635191.1, XP_013697847.1
OG0002094	Om002G082280	XP_048606339.1, NP_001303091.1
OG0002094	Om001G012400	XP_013701344.1
OG0002095	Om002G083810	XP_013692909.1, NP_001302662.1
OG0002095	Om001G034330	XP_048606312.1, XP_013751706.2, XP_048601061.1
OG0002096	Om005G218150, Om011G365770	XP_048595886.1, XP_013687488.1
OG0002096	Om005G187440	XP_013672600.2, XP_013716157.1
OG0002097	Om005G219500	XP_013661698.2, XP_022567847.1
OG0002097	Om005G188630	XP_013706030.1, XP_013657751.1, XP_013645902.1
OG0002098	Om005G221650	XP_013750161.1, XP_048595820.1
OG0002098	Om006G246890, Om008G322200	XP_048610300.1, XP_048599221.1, XP_013731322.1
OG0002099	Om005G189760	XP_013716137.2, XP_013708414.2
OG0002099	Om005G221910	XP_013749499.1, XP_013749150.2, XP_013745362.1, XP_013702043.1
OG0002100	Om005G193850	XP_013664670.2, XP_013707815.1, XP_013677810.2, XP_013657359.1
OG0002101	Om006G271470	XP_013712374.2, XP_013725087.1, XP_013644668.2, XP_022562677.1, XP_022569552.1, XP_013698065.1
OG0002102	Om002G050390	XP_022559270.2, XP_013750590.2
OG0002104	Om005G226920	XP_013686126.2, XP_013747729.1
OG0002104	Om007G318160	XP_013746876.1, XP_022569608.2
OG0002105	Om005G192200	XP_048638184.1, XP_048613972.1
OG0002105	Om005G225670	XP_013653835.1, XP_013748307.1, XP_013730805.1
OG0002106	Om005G224520	XP_022568889.1, XP_013741149.1, XP_048626021.1
OG0002106	Om005G191260	XP_013671775.2, XP_013747933.1
OG0002107	Om003G119610	XP_022573651.1, XP_013742200.1
OG0002107	Om008G328900	XP_013692497.1, XP_013727388.2, XP_013687770.1
OG0002108	Om004G176520	XP_013720223.2
OG0002108	Om002G051460	XP_048612506.1, XP_022569688.2, XP_013696922.1, XP_022575608.1
OG0002109	Om004G174680	XP_013720249.2, XP_048604468.1
OG0002110	Om002G052490	XP_013724155.2, XP_048611060.1
OG0002110	Om004G174510	XP_048598631.1, XP_013732435.2, XP_022554157.2, XP_013724964.2
OG0002111	Om004G173250	XP_013668395.2, XP_048598597.1
OG0002112	Om004G172230	XP_048623231.1, XP_048598568.1, XP_013680668.1, XP_048624386.1
OG0002112	Om002G053820	XP_013730908.1, XP_022557099.1
OG0002114	Om001G021230	XP_013671616.1, XP_022573421.2
OG0002114	Om003G115110	XP_013714649.1, XP_013666793.1, XP_013686603.1, XP_013676266.1
OG0002115	Om001G019090	XP_013742495.1, XP_013741754.1, XP_013656545.2, XP_013725714.2
OG0002115	Om003G116960	XP_013714674.2, XP_013717114.2
OG0002116	Om003G117540	XP_013640678.2, XP_013712699.1, XP_013666932.1
OG0002117	Om004G161820	XP_013668048.1, XP_013667963.1, XP_013728236.1, XP_013752325.1, XP_013657010.1, XP_013655175.2, XP_013721613.1, XP_013653276.2
OG0002118	Om006G240600	XP_013644015.1, XP_013643774.1
OG0002118	Om004G163430	XP_013678582.1, XP_013679146.1, XP_048625556.1, XP_013653797.1
OG0002119	Om004G164940	XP_013678858.1, XP_048625260.1, XP_013706148.1, XP_013643711.2, XP_048602313.1, XP_022552980.2
OG0002120	Om006G238120	XP_013661049.2, XP_048595397.1, XP_013724653.2, XP_022561984.1, XP_048591014.1
OG0002120	Om004G167400	XP_013703072.1, XP_013715193.2
OG0002121	Om006G236250	XP_013642818.2, XP_013718234.2
OG0002121	Om004G169060	XP_048603101.1, XP_013719033.1
OG0002122	Om008G362550	XP_013698203.2, XP_013707584.1
OG0002122	Om001G000150	XP_013671705.1, XP_013721632.1, XP_013737307.1, XP_022561976.1
OG0002123	Om001G003360	XP_013737414.2, XP_048627616.1, XP_048601464.1, XP_013728351.1
OG0002124	Om008G358210	XP_022548501.2, XP_048624304.1, XP_013677047.1, XP_013677111.2
OG0002125	Om001G005590	XP_022554222.2, XP_048607360.1, XP_013685674.3, XP_048632048.1, XP_013660921.2
OG0002125	Om008G356610	XP_013733196.1, XP_013687020.2
OG0002126	Om008G355180	XP_013661976.1, XP_013644426.2
OG0002126	Om001G007020	XP_013737340.1, XP_048601548.1, XP_013702607.2
OG0002127	Om008G350880	XP_013718552.2, XP_013736689.1
OG0002127	Om001G011090	XP_013738730.2, XP_013671474.2
OG0002128	Om008G349780	XP_013687933.2, XP_013735556.1, XP_013684080.1
OG0002128	Om001G011680	XP_048594981.1, XP_048613043.1
OG0002129	Om001G012640	XP_022545569.2, XP_013715095.2, XP_013717453.2, XP_048594954.1
OG0002130	Om007G279600	XP_013751266.2, XP_048611439.1, XP_048610108.1, XP_013751258.2, XP_048611436.1, XP_013751257.2, XP_048610125.1, XP_048637108.1
OG0002131	Om004G159440	XP_022571910.2, XP_022570030.1, XP_013676982.1, XP_013694918.1
OG0002132	Om001G034830	XP_013645990.1, XP_013640721.1, XP_022562153.1, XP_013643272.1
OG0002133	Om006G235890, Om001G034910	XP_013649543.2, XP_013649612.3
OG0002133	Om001G035040	XP_013649636.1, XP_013649554.2
OG0002134	Om001G035620	XP_048593739.1, XP_048607217.1, XP_013677966.2, XP_013643531.1, XP_048601037.1
OG0002135	Om002G085990	XP_013685469.1, XP_022570754.2
OG0002136	Om004G156300	XP_013710185.1, XP_013660135.1
OG0002136	Om001G041190	XP_013705123.1, XP_013647545.1, XP_013735466.1, XP_022548577.1
OG0002137	Om007G315590	XP_013728610.1, XP_013743166.2, XP_013743167.2
OG0002137	Om007G315600	XP_013743165.2, XP_013728626.2
OG0002138	Om008G340220	XP_048634415.1, XP_013719158.1
OG0002138	Om008G340230	XP_013692593.1, XP_013744893.2, XP_013719157.3, XP_013729054.3
OG0002139	Om007G287540	XP_013667436.2, XP_013688333.2, XP_048616888.1
OG0002139	Om008G341530	XP_013744368.1, XP_013702107.1
OG0002140	Om008G347460	XP_013646928.1, XP_013646920.1
OG0002140	Om001G012150	XP_022570287.1, XP_048635140.1
OG0002141	Om002G073010	XP_013710515.1, XP_048632539.1, XP_013681393.1, XP_013698801.1, XP_013747741.1
OG0002142	Om003G128810	XP_013712391.2, XP_013670556.1, XP_013741852.1, XP_013673519.2
OG0002143	Om003G128750	XP_013669716.1, XP_013710346.3
OG0002143	Om008G318810	XP_022562905.1, XP_048631841.1, XP_013690944.1, XP_048596223.1, XP_013732555.1
OG0002144	Om008G326450, Om008G326440	XP_013683768.2, XP_013724358.2, XP_013683767.2, XP_013724357.2
OG0002145	Om008G327060	XP_013752074.2, XP_013690598.1, XP_013744973.2, XP_013687900.1
OG0002145	Om003G121400, Om003G121340	XP_048596500.1
OG0002146	Om006G244120	XP_013724037.2, XP_048599013.1, XP_013733330.2, XP_013680007.2
OG0002148	Om006G245870	XP_013681769.1, XP_013716595.1, XP_013713553.1, XP_013682313.1, XP_013732608.1, XP_013661766.1
OG0002149	Om006G234620	XP_048625777.1, XP_013658027.2, XP_013718823.1, XP_013642936.1
OG0002150	Om006G259210	XP_013745400.1, XP_013701932.1
OG0002151	Om006G229950	XP_048623844.1, XP_022553031.2, XP_048595500.1, XP_013653553.2, XP_013653544.2
OG0002152	Om005G178170	XP_013653619.2, XP_048599247.1, XP_048597994.1, XP_048621433.1, XP_013653620.2, XP_048599249.1
OG0002153	Om005G178080	XP_013666293.1
OG0002153	Om004G157660	XP_013735278.2, XP_022555093.1
OG0002154	Om007G292790	XP_013712881.1, XP_048595990.1
OG0002154	Om005G180930	XP_022547233.2, XP_013698434.2
OG0002155	Om007G277730	XP_048617806.1, XP_013706249.1, XP_048615461.1, XP_013749148.2
OG0002155	Om005G181260	XP_048621957.1, XP_013696317.2, XP_013666392.2
OG0002156	Om007G278520	XP_013711535.1, XP_048632542.1
OG0002157	Om005G182510	XP_013748684.2, XP_013741430.2
OG0002158	Om001G021010	XP_022561725.1, XP_013738197.1, XP_013728711.2, XP_048598808.1
OG0002158	Om001G021020	XP_013728679.2, XP_013743222.2
OG0002159	Om002G043950	XP_048632171.1, XP_048606011.1, XP_013661924.2, XP_013682567.1
