Orthogroup	Odontarrhena_muralis	Cardamine_amara
OG0002402	Om003G125990	evm.model.RL_7.273, evm.model.RL_7.269
OG0002403	Om004G140740	evm.model.RL_3.1776
OG0002403	Om005G199570	evm.model.RL_5.1632
OG0002404	Om008G325140	evm.model.RL_6.2471
OG0002404	Om006G238670	evm.model.RL_4.1329
OG0002406	Om006G242220	evm.model.RL_4.1600
OG0002406	Om006G268310	evm.model.RL_7.1941
OG0002408	Om006G244830	evm.model.RL_7.1822, evm.model.RL_8.2123
OG0002410	Om006G231030	evm.model.RL_8.2693
OG0002411	Om005G198890	evm.model.RL_5.1596
OG0002411	Om004G142100	evm.model.RL_3.1674
OG0002412	Om005G178120	evm.model.RL_8.2883
OG0002413	Om004G157540	evm.model.RL_8.54
OG0002413	Om005G178250	evm.model.RL_8.2866
OG0002414	Om005G180280	evm.model.RL_5.200
OG0002414	Om004G160600	evm.model.RL_8.332
OG0002416	Om007G277950	evm.model.RL_4.532
OG0002417	Om007G278870	evm.model.RL_6.1371
OG0002417	Om005G182110	evm.model.RL_5.346
OG0002418	Om007G279890	evm.model.RL_6.1291
OG0002418	Om005G182920	evm.model.RL_5.416
OG0002419	Om005G184250	evm.model.RL_5.530
OG0002419	Om007G281360	evm.model.RL_6.1152
OG0002420	Om007G284180	evm.model.RL_6.893
OG0002421	Om007G284530	evm.model.RL_6.851
OG0002421	Om005G186210	evm.model.RL_5.684
OG0002422	Om003G116490	evm.model.RL_8.1570
OG0002423	Om002G043450	evm.model.RL_1.128
OG0002423	Om007G299650	evm.model.RL_4.2079
OG0002424	Om007G299190	evm.model.RL_4.2052
OG0002424	Om002G043710	evm.model.RL_1.151
OG0002425	Om002G043760	evm.model.RL_1.161
OG0002426	Om002G043810	evm.model.RL_1.167
OG0002426	Om007G298940	evm.model.RL_4.2036
OG0002427	Om002G044570	evm.model.RL_1.234
OG0002427	Om007G297420	evm.model.RL_4.1937
OG0002428	Om002G045550	evm.model.RL_1.310
OG0002429	Om005G184690	evm.model.RL_5.563, evm.model.RL_5.564
OG0002430	Om002G051040	evm.model.RL_1.772
OG0002430	Om002G051020	evm.model.RL_1.771
OG0002431	Om006G252060	evm.model.RL_7.831
OG0002431	Om008G331860	evm.model.RL_6.2061
OG0002432	Om008G332010	evm.model.RL_6.2052
OG0002433	Om005G196700	evm.model.RL_5.1441
OG0002434	Om005G197650	evm.model.RL_5.1511
OG0002434	Om004G132260	evm.model.RL_3.2306
OG0002435	Om004G140870	evm.model.RL_3.1768
OG0002435	Om005G199790	evm.model.RL_5.1648
OG0002436	Om005G204160	evm.model.RL_5.3578
OG0002436	Om004G134750	evm.model.RL_3.2154
OG0002437	Om005G204660	evm.model.RL_5.3546
OG0002437	Om004G133980	evm.model.RL_3.2201
OG0002438	Om005G204760	evm.model.RL_5.3535
OG0002438	Om004G133620	evm.model.RL_3.2217
OG0002439	Om004G142960	evm.model.RL_3.1609
OG0002439	Om005G205030	evm.model.RL_5.3512
OG0002440	Om003G129420	evm.model.RL_7.1834, evm.model.RL_7.2296, evm.model.RL_7.5
OG0002441	Om005G205650	evm.model.RL_5.3460
OG0002442	Om005G207770	evm.model.RL_3.1435
OG0002442	Om004G143940	evm.model.RL_5.3412
OG0002443	Om004G145670	evm.model.RL_5.3305
OG0002443	Om005G209380	evm.model.RL_3.1332
OG0002444	Om005G210480	evm.model.RL_3.1256.1.687c84bb
OG0002444	Om004G146750	evm.model.RL_5.3254.1.687c88c1
OG0002445	Om007G286500	evm.model.RL_2.2062
OG0002446	Om001G021220	evm.model.RL_2.2286
OG0002447	Om001G029560	evm.model.RL_2.2775
OG0002448	Om006G258430	evm.model.RL_7.1327
OG0002449	Om005G192490	evm.model.RL_5.1150
OG0002450	Om005G186060	evm.model.RL_5.662, evm.model.RL_5.664
OG0002451	Om007G283780	evm.model.RL_6.932
OG0002452	Om005G185090	evm.model.RL_5.587
OG0002453	Om004G160200	evm.model.RL_8.292
OG0002453	Om005G179940	evm.model.RL_5.166
OG0002454	Om005G179920	evm.model.RL_5.165.1.687c88aa
OG0002454	Om004G160150	evm.model.RL_8.288
OG0002455	Om007G297470, Om007G297430	evm.model.RL_4.1938
OG0002455	Om007G297480	evm.model.RL_4.1940, evm.model.RL_4.1939
OG0002456	Om007G296270	evm.model.RL_4.1842
OG0002456	Om007G296180	evm.model.RL_4.1840
OG0002458	Om006G252900, Om006G252890	evm.model.RL_7.902_evm.model.RL_7.903
OG0002459	Om006G234910	evm.model.RL_8.2361, evm.model.RL_8.2360
OG0002460	Om004G169360	evm.model.RL_4.2838
OG0002461	Om006G257400	evm.model.RL_7.1248, evm.model.RL_7.1250
OG0002461	Om006G257410	evm.model.RL_7.1249
OG0002462	Om004G135990	evm.model.RL_3.2061
OG0002463	Om004G136380	evm.model.RL_3.2042
OG0002463	Om005G202660	evm.model.RL_5.3679.1.687c88c4
OG0002464	Om004G139620	evm.model.RL_3.1850
OG0002464	Om004G139820	evm.model.RL_3.1836
OG0002465	Om005G196090	evm.model.RL_5.1391
OG0002465	Om004G130090	evm.model.RL_3.2459
OG0002466	Om002G058600	evm.model.RL_1.1319.2.687c87ec.1.687c9a67
OG0002466	Om003G091330	evm.model.RL_5.3878
OG0002467	Om002G059120	evm.model.RL_1.1356
OG0002467	Om003G091930	evm.model.RL_5.3849, evm.model.RL_1.2346
OG0002468	Om003G093430	evm.model.RL_8.78, evm.model.RL_5.3778
OG0002468	Om002G060440	evm.model.RL_1.1440
OG0002469	Om003G100420	evm.model.RL_2.1152
OG0002469	Om002G063280	evm.model.RL_1.1612
OG0002470	Om002G064040	evm.model.RL_1.1666
OG0002470	Om003G099740	evm.model.RL_5.2187
OG0002472	Om002G064500	evm.model.RL_1.1694
OG0002472	Om003G099560	evm.model.RL_5.2169
OG0002473	Om002G064740	evm.model.RL_1.1710
OG0002473	Om003G099360	evm.model.RL_5.2151
OG0002474	Om003G102290	evm.model.RL_2.1015
OG0002474	Om002G070890	evm.model.RL_1.2160
OG0002475	Om003G102650	evm.model.RL_2.969
OG0002475	Om002G071660	evm.model.RL_1.2204
OG0002476	Om007G307380	evm.model.RL_1.2872
OG0002476	Om008G348690	evm.model.RL_2.689, evm.model.RL_5.2505
OG0002477	Om001G022930, Om002G088190	evm.model.RL_1.3219, evm.model.RL_2.2373
OG0002478	Om002G060170	evm.model.RL_1.1420
OG0002478	Om003G093240	evm.model.RL_5.3784
OG0002479	Om008G339820	evm.model.RL_6.1561
OG0002480	Om008G329150	evm.model.RL_6.2206
OG0002482	Om008G362070, Om002G082070, Om002G082080	evm.model.RL_4.81, evm.model.RL_4.84
OG0002494	Om001G022180	evm.model.RL_2.2331
OG0002496	Om004G155830	evm.model.RL_6.78
OG0002497	Om006G249730	evm.model.RL_8.1786
OG0002497	Om001G027880	evm.model.RL_2.2661
OG0002498	Om001G028020	evm.model.RL_2.2670
OG0002499	Om006G243670	evm.model.RL_4.1493
OG0002500	Om001G032310	evm.model.RL_2.2940, evm.model.RL_1.2744
OG0002502	Om008G339020	evm.model.RL_6.1610
OG0002504	Om005G188200	evm.model.RL_5.846
OG0002505	Om005G188870	evm.model.RL_5.896
OG0002505	Om005G219760	evm.model.RL_3.525
OG0002506	Om005G220560	evm.model.RL_3.478
OG0002508	Om006G274070	evm.model.RL_7.2536
OG0002508	Om005G194000	evm.model.RL_5.1244
OG0002510	Om005G192470	evm.model.RL_5.1148
OG0002511	Om006G258800	evm.model.RL_7.2139, evm.model.RL_7.2140
OG0002512	Om003G124540	evm.model.RL_7.359
OG0002512	Om003G090130	evm.model.RL_5.3945
OG0002513	Om002G053810	evm.model.RL_1.983
OG0002513	Om004G172240	evm.model.RL_4.3042
OG0002514	Om002G054400	evm.model.RL_1.1020, evm.model.RL_4.2988
OG0002515	Om002G055180	evm.model.RL_1.1069
OG0002516	Om007G286760, Om007G286740	evm.model.RL_2.2082_evm.model.RL_2.2084.1.687c99f9
OG0002517	Om001G021280	evm.model.RL_2.2290
OG0002517	Om003G115090	evm.model.RL_8.1446
OG0002518	Om001G018700	evm.model.RL_2.2183
OG0002519	Om003G117590	evm.model.RL_8.1640
OG0002520	Om003G118140	evm.model.RL_8.1678
OG0002522	Om004G166680	evm.model.RL_4.2627
OG0002522	Om006G233080	evm.model.RL_8.2523
OG0002523	Om001G000210	evm.model.RL_2.1293
OG0002523	Om008G362500	evm.model.RL_4.52
OG0002524	Om008G352230	evm.model.RL_8.568
OG0002524	Om001G009650	evm.model.RL_2.1787
OG0002525	Om001G013860	evm.model.RL_5.2473
OG0002526	Om007G291200	evm.model.RL_5.2877
OG0002526	Om007G286110	evm.model.RL_2.2036
OG0002527	Om008G339380	evm.model.RL_6.1582
OG0002527	Om007G291660	evm.model.RL_5.2840
OG0002528	Om002G084630	evm.model.RL_1.2974
OG0002528	Om001G035710	evm.model.RL_2.3138
OG0002529	Om001G037570, Om009G363220	evm.model.RL_2.3237
OG0002529	Om004G152030	evm.model.RL_6.235
OG0002530	Om001G038400	evm.model.RL_2.3276
OG0002531	Om001G039580	evm.model.RL_2.3341
OG0002533	Om001G041720	evm.model.RL_7.1770
OG0002534	Om008G343760	evm.model.RL_8.850, evm.model.RL_8.851
OG0002535	Om008G352840	evm.model.RL_8.599, evm.model.RL_2.1809
OG0002536	Om001G009040	evm.model.RL_2.1746
OG0002536	Om008G353500	evm.model.RL_8.522
OG0002537	Om008G353650	evm.model.RL_8.509
OG0002537	Om005G182210	evm.model.RL_5.355
OG0002538	Om003G103530	evm.model.RL_2.907
OG0002539	Om003G102700	evm.model.RL_2.964
OG0002539	Om003G102710	evm.model.RL_2.963
OG0002540	Om003G101390	evm.model.RL_2.1082, evm.model.RL_2.1081
OG0002542	Om008G321170	evm.model.RL_6.2760
OG0002542	Om003G126750	evm.model.RL_7.217.1.687c84b3
OG0002543	Om008G321630	evm.model.RL_6.2723
OG0002543	Om003G126150	evm.model.RL_7.254
OG0002544	Om008G324390	evm.model.RL_6.2509
OG0002544	Om003G124160	evm.model.RL_7.381
OG0002545	Om008G327780	evm.model.RL_6.2292
OG0002545	Om003G120490	evm.model.RL_7.628
OG0002546	Om001G032320, Om008G327360, Om005G223600, Om005G223580, Om005G223690	evm.model.RL_5.3246
OG0002547	Om003G120350	evm.model.RL_7.646.1.687c84b5
OG0002547	Om008G327970	evm.model.RL_6.2275
OG0002548	Om007G278310, Om008G333730	evm.model.RL_6.1954
OG0002548	Om004G174130	evm.model.RL_4.3174
OG0002549	Om008G329750	evm.model.RL_5.2288
OG0002551	Om006G245990	evm.model.RL_8.2036
OG0002553	Om006G230380	evm.model.RL_8.2743
OG0002553	Om006G258940	evm.model.RL_7.1357
OG0002554	Om008G349110, Om006G229790, Om006G229770	evm.model.RL_8.2797
OG0002555	Om004G158540	evm.model.RL_8.149
OG0002555	Om005G178760	evm.model.RL_5.59
OG0002556	Om004G158740	evm.model.RL_8.218
OG0002557	Om005G183350	evm.model.RL_5.452
OG0002557	Om007G280420	evm.model.RL_6.1244
OG0002558	Om002G081980, Om004G142620	evm.model.RL_7.1324
OG0002558	Om001G019410	evm.model.RL_2.2217, evm.model.RL_2.2146, evm.model.RL_7.1323
OG0002559	Om002G042630	evm.model.RL_1.66
OG0002559	Om007G301000	evm.model.RL_4.2160
OG0002561	Om007G297980	evm.model.RL_4.1976
OG0002562	Om007G293330	evm.model.RL_4.992
OG0002562	Om002G046800	evm.model.RL_1.411
OG0002565	Om006G255810	evm.model.RL_6.1701
OG0002566	Om008G335590	evm.model.RL_6.1836
OG0002567	Om005G197230	evm.model.RL_5.1478
OG0002568	Om004G137960	evm.model.RL_3.1951.1.687c84bd
OG0002568	Om005G201600	evm.model.RL_5.3586, evm.model.RL_5.1796.2.687c88b6
OG0002569	Om004G136990	evm.model.RL_3.2022
OG0002571	Om004G135920	evm.model.RL_3.2063
OG0002571	Om005G203100	evm.model.RL_5.3651
OG0002572	Om005G203930	evm.model.RL_5.3594
OG0002573	Om005G208210	evm.model.RL_3.1407
OG0002573	Om004G144750	evm.model.RL_5.3370
OG0002574	Om004G146730	evm.model.RL_5.3256
OG0002574	Om005G210500	evm.model.RL_3.1255
OG0002575	Om005G194880, Om005G194980, Om005G194910, Om005G195000, Om001G025040	evm.model.RL_5.3357
OG0002577	Om005G185180	evm.model.RL_5.596, evm.model.RL_5.597
OG0002578	Om005G183810	evm.model.RL_5.492_evm.model.RL_5.493
OG0002580	Om007G279840	evm.model.RL_6.1294
OG0002581	Om007G305570	evm.model.RL_5.69
OG0002582	Om008G330130	evm.model.RL_1.2557, evm.model.RL_6.2150
OG0002583	Om006G260240	evm.model.RL_7.1441
OG0002583	Om006G239330	evm.model.RL_4.1260
OG0002584	Om006G247270	evm.model.RL_8.1962.2.687c855e, evm.model.RL_8.1996
OG0002586	Om006G267290	evm.model.RL_7.1772, evm.model.RL_7.1771
OG0002587	Om005G201720	evm.model.RL_5.1806
OG0002587	Om004G138100	evm.model.RL_3.1963
OG0002588	Om004G139700	evm.model.RL_3.1845
OG0002588	Om005G200420, Om005G200430	evm.model.RL_5.1684
OG0002589	Om004G142230	evm.model.RL_3.1667
OG0002590	Om002G058800	evm.model.RL_1.1331
OG0002590	Om003G091560	evm.model.RL_5.3867
OG0002591	Om002G057760	evm.model.RL_1.1260
OG0002591	Om003G090550	evm.model.RL_5.3921
OG0002592	Om003G091390	evm.model.RL_5.3873
OG0002592	Om005G219360, Om002G058660	evm.model.RL_1.1323
OG0002593	Om003G093810	evm.model.RL_5.3752
OG0002593	Om002G060860	evm.model.RL_1.1475
OG0002594	Om003G094080	evm.model.RL_5.3734
OG0002594	Om002G061220	evm.model.RL_1.1489
OG0002595	Om002G061900	evm.model.RL_1.1532
OG0002595	Om003G094740	evm.model.RL_5.1862
OG0002596	Om002G062960	evm.model.RL_1.1592
OG0002596	Om003G100750	evm.model.RL_2.1132
OG0002597	Om002G063790	evm.model.RL_1.1648
OG0002597	Om003G099940	evm.model.RL_5.2209
OG0002598	Om002G064590	evm.model.RL_1.1701
OG0002599	Om002G069870	evm.model.RL_1.2103
OG0002600	Om002G043700	evm.model.RL_1.150
OG0002601	Om001G038450	evm.model.RL_6.473
OG0002601	Om001G029380	evm.model.RL_2.2758
OG0002602	Om002G057020	evm.model.RL_1.1208
OG0002603	Om002G068940, Om001G032110	evm.model.RL_1.2022
OG0002603	Om003G095950	evm.model.RL_5.1929
OG0002604	Om007G278920, Om001G026100, Om001G006080, Om007G278910	evm.model.RL_5.2094, evm.model.RL_5.2093
OG0002605	Om003G119300	evm.model.RL_7.724
OG0002605	Om008G329110	evm.model.RL_6.2208
OG0002607	Om003G117210, Om003G124640	evm.model.RL_7.351.1.687c84b4
OG0002608	Om001G031230	evm.model.RL_1.2191
OG0002608	Om003G092420, Om002G073240	evm.model.RL_1.2309, evm.model.RL_1.2308
OG0002610	Om001G000970	evm.model.RL_2.1337
OG0002610	Om008G359690	evm.model.RL_4.204
OG0002611	Om008G332990, Om008G332980	evm.model.RL_6.2001
OG0002612	Om001G029260	evm.model.RL_2.2742, evm.model.RL_2.2743
OG0002612	Om001G029250	evm.model.RL_2.2741
OG0002614	Om005G192350	evm.model.RL_5.1139, evm.model.RL_7.2346
OG0002616	Om007G290040	evm.model.RL_5.3896
OG0002617	Om003G091590	evm.model.RL_5.2020, evm.model.RL_5.2320
OG0002618	Om006G233830	evm.model.RL_8.2444, evm.model.RL_8.2445
OG0002622	Om001G023370	evm.model.RL_2.2396
OG0002623	Om001G027230	evm.model.RL_6.317, evm.model.RL_2.2610
OG0002624	Om001G029870	evm.model.RL_2.2794
OG0002626	Om001G032770	evm.model.RL_2.2970
OG0002627	Om001G032930	evm.model.RL_2.2984
OG0002627	Om002G082410	evm.model.RL_1.2815
OG0002628	Om001G033610	evm.model.RL_2.3023
OG0002629	Om008G339210	evm.model.RL_6.1593
OG0002629	Om007G291820	evm.model.RL_5.2825
OG0002630	Om007G277280	evm.model.RL_6.1641, evm.model.RL_5.2755
OG0002631	Om007G276150	evm.model.RL_2.1236
OG0002632	Om005G218520, Om011G366000	evm.model.RL_3.672
OG0002633	Om005G187900	evm.model.RL_5.823
OG0002634	Om005G219420	evm.model.RL_3.553
OG0002635	Om005G190430	evm.model.RL_8.667, evm.model.RL_5.1011.1.687c88b1
OG0002636	Om006G275000	evm.model.RL_7.2636
OG0002637	Om005G193990	evm.model.RL_5.1245
OG0002637	Om006G274080	evm.model.RL_7.2537
OG0002639	Om006G271850	evm.model.RL_7.2332
OG0002639	Om004G175210	evm.model.RL_4.3260
OG0002640	Om006G270780	evm.model.RL_7.2155
OG0002641	Om007G315580	evm.model.RL_2.278
OG0002642	Om005G212770	evm.model.RL_3.1099
OG0002642	Om007G314960	evm.model.RL_2.363
OG0002643	Om007G314320	evm.model.RL_2.438
OG0002645	Om006G249620	evm.model.RL_8.1796
OG0002645	Om001G018010	evm.model.RL_2.2115
OG0002646	Om004G173350	evm.model.RL_4.3120, evm.model.RL_4.2980
OG0002646	Om002G053090	evm.model.RL_1.931
OG0002647	Om003G107520	evm.model.RL_8.1042
OG0002648	Om003G114570	evm.model.RL_8.1412
OG0002649	Om003G115280	evm.model.RL_8.1460, evm.model.RL_8.1459
OG0002650	Om003G116030	evm.model.RL_8.1527
OG0002651	Om003G116250	evm.model.RL_8.1549
OG0002652	Om006G249410	evm.model.RL_8.1814
OG0002653	Om004G164630	evm.model.RL_4.2494
OG0002653	Om006G239790	evm.model.RL_4.1224
OG0002654	Om006G231550	evm.model.RL_8.2650
OG0002654	Om004G165250	evm.model.RL_4.2526
OG0002655	Om004G166030, Om004G166000	evm.model.RL_4.2573
OG0002655	Om006G232090	evm.model.RL_8.2602
OG0002656	Om006G232810	evm.model.RL_2.2942, evm.model.RL_8.1129, evm.model.RL_8.2543
OG0002656	Om004G166430	evm.model.RL_4.2613
OG0002657	Om001G001370	evm.model.RL_2.1360
OG0002658	Om001G006450	evm.model.RL_2.1602
OG0002659	Om001G008860	evm.model.RL_2.1732
OG0002659	Om008G353580	evm.model.RL_8.515.1.687c8557.1.687c97bc
OG0002660	Om008G353270	evm.model.RL_8.543
OG0002660	Om001G009240	evm.model.RL_2.1763
OG0002661	Om001G010660	evm.model.RL_2.1860.1.687c86e4
OG0002661	Om008G351450	evm.model.RL_8.642
OG0002662	Om001G014200	evm.model.RL_5.2457
OG0002663	Om007G288370	evm.model.RL_5.3085
OG0002664	Om001G035050, Om001G035020, Om001G035030	evm.model.RL_2.3093
OG0002665	Om001G035740	evm.model.RL_2.3140
OG0002665	Om002G084860	evm.model.RL_1.2981.1.687c87f0
OG0002666	Om001G036230, Om002G068270, Om001G036220	evm.model.RL_2.3168
OG0002667	Om001G036470	evm.model.RL_2.3176
OG0002667	Om002G085650	evm.model.RL_1.3019
OG0002668	Om001G037280, Om001G037270	evm.model.RL_2.3222
OG0002669	Om004G154330	evm.model.RL_6.192
OG0002669	Om001G038670, Om001G038640, Om001G038650	evm.model.RL_2.3287
OG0002670	Om004G155920	evm.model.RL_6.68
OG0002670	Om001G040720	evm.model.RL_2.3412.1.687c86e9
OG0002672	Om007G315760	evm.model.RL_2.254, evm.model.RL_2.255
OG0002673	Om008G343790	evm.model.RL_8.853
OG0002673	Om005G195110	evm.model.RL_5.1317
OG0002674	Om002G074280	evm.model.RL_8.535
OG0002675	Om001G006840	evm.model.RL_2.1621
OG0002675	Om008G355470	evm.model.RL_8.401
OG0002676	Om003G104840	evm.model.RL_2.786
OG0002679	Om002G071590	evm.model.RL_2.973.1.687c86e1, evm.model.RL_1.2201
OG0002680	Om002G071470	evm.model.RL_1.2192
OG0002681	Om008G320940	evm.model.RL_6.2785
OG0002681	Om003G126960	evm.model.RL_7.205.2.687c84b3
OG0002682	Om008G325580	evm.model.RL_6.2441
OG0002684	Om008G327800	evm.model.RL_6.2290
OG0002684	Om003G120460	evm.model.RL_7.633
OG0002685	Om002G051330	evm.model.RL_1.797
OG0002686	Om004G173370	evm.model.RL_4.3122
OG0002687	Om001G029770	evm.model.RL_7.1814
OG0002687	Om006G245030	evm.model.RL_8.2108
OG0002688	Om006G267570	evm.model.RL_7.1782
OG0002688	Om006G245440	evm.model.RL_8.2075
OG0002690	Om006G267000, Om006G245960	evm.model.RL_8.2038
OG0002691	Om006G261800	evm.model.RL_7.1521
OG0002691	Om006G234180	evm.model.RL_8.2414
OG0002692	Om005G178060	evm.model.RL_8.2878
OG0002693	Om005G180250	evm.model.RL_5.196
OG0002693	Om004G160520	evm.model.RL_8.321
OG0002694	Om007G293050	evm.model.RL_4.437
OG0002695	Om007G280230	evm.model.RL_6.1261
OG0002695	Om005G183210	evm.model.RL_5.439
OG0002696	Om005G185640	evm.model.RL_5.631
OG0002696	Om007G283290	evm.model.RL_6.980
OG0002697	Om002G051140	evm.model.RL_1.780_evm.model.RL_1.781.1.687c9a65
OG0002698	Om002G044740	evm.model.RL_1.250
OG0002699	Om004G156870, Om002G044820	evm.model.RL_1.256
OG0002699	Om007G297080	evm.model.RL_4.1900
OG0002700	Om002G045560	evm.model.RL_1.311
OG0002701	Om002G049880	evm.model.RL_1.659, evm.model.RL_4.843
OG0002702	Om006G250810	evm.model.RL_7.734
OG0002702	Om008G329930	evm.model.RL_6.2160
OG0002704	Om008G336140	evm.model.RL_6.1805
OG0002705	Om006G253600	evm.model.RL_7.957, evm.model.RL_7.952
OG0002705	Om008G333280	evm.model.RL_6.1979
OG0002706	Om004G131710	evm.model.RL_3.2348
OG0002706	Om005G197250	evm.model.RL_5.1482
OG0002707	Om004G141160	evm.model.RL_3.1742
OG0002707	Om005G199470	evm.model.RL_5.1625
OG0002708	Om004G137980	evm.model.RL_3.1952
OG0002708	Om005G201610	evm.model.RL_5.1797
OG0002709	Om004G135410	evm.model.RL_3.2098
OG0002710	Om005G205410	evm.model.RL_5.3479
OG0002710	Om005G206380	evm.model.RL_3.1545
OG0002711	Om004G144560	evm.model.RL_5.3383
OG0002712	Om005G210530	evm.model.RL_3.1253, evm.model.RL_5.3243
OG0002713	Om005G210560	evm.model.RL_3.1251
OG0002715	Om008G335830, Om006G275190	evm.model.RL_7.2703
OG0002715	Om005G195500	evm.model.RL_5.1343
OG0002716	Om005G188890	evm.model.RL_5.898
OG0002717	Om007G298470	evm.model.RL_4.2002
OG0002718	Om007G297190	evm.model.RL_4.1909
OG0002719	Om006G239420	evm.model.RL_4.1248, evm.model.RL_4.1250, evm.model.RL_4.1249, evm.model.RL_4.1251
OG0002720	Om006G257880	evm.model.RL_4.775
OG0002721	Om006G260380	evm.model.RL_7.1457
OG0002721	Om006G239060	evm.model.RL_4.1282
OG0002722	Om005G209590	evm.model.RL_3.1311
OG0002723	Om004G133920	evm.model.RL_3.2206
OG0002723	Om005G204700	evm.model.RL_5.3542
OG0002724	Om005G202940	evm.model.RL_5.3663
OG0002724	Om004G136150	evm.model.RL_3.2051
OG0002725	Om002G057080	evm.model.RL_1.1214
OG0002725	Om002G057070	evm.model.RL_1.1213
OG0002726	Om002G060810	evm.model.RL_1.1472
OG0002726	Om003G093780	evm.model.RL_5.3755
OG0002727	Om002G062180	evm.model.RL_1.1556
OG0002728	Om003G097960	evm.model.RL_5.2065
OG0002728	Om002G066520	evm.model.RL_1.1822
OG0002729	Om002G068340	evm.model.RL_1.1975
OG0002730	Om002G069810	evm.model.RL_1.2094
OG0002731	Om002G070720	evm.model.RL_1.2151
OG0002731	Om003G102190	evm.model.RL_2.1023
OG0002732	Om003G095090	evm.model.RL_3.714
OG0002733	Om003G098420	evm.model.RL_5.2091
OG0002734	Om008G339900	evm.model.RL_6.1548
OG0002735	Om006G254820	evm.model.RL_7.1058, evm.model.RL_7.1053
OG0002736	Om008G334650	evm.model.RL_6.1901
OG0002737	Om008G329140	evm.model.RL_6.2207
OG0002737	Om003G119290	evm.model.RL_7.725
OG0002738	Om008G362730, Om004G135450, Om008G362740	evm.model.RL_4.31, evm.model.RL_4.28
OG0002739	Om006G259500	evm.model.RL_7.1404
OG0002739	Om006G230820	evm.model.RL_8.2710
OG0002740	Om003G123370	evm.model.RL_7.435
OG0002741	Om005G201440	evm.model.RL_3.1238
OG0002743	Om001G031110	evm.model.RL_2.2874
OG0002745	Om005G190950, Om005G190960	evm.model.RL_5.1047
OG0002746	Om005G193830	evm.model.RL_5.1230
OG0002746	Om006G273940	evm.model.RL_7.2518
OG0002748	Om006G232730	evm.model.RL_8.2550
OG0002750	Om005G213150	evm.model.RL_3.1055, evm.model.RL_3.1068, evm.model.RL_3.1069, evm.model.RL_2.399
OG0002753	Om001G022380	evm.model.RL_2.2344
OG0002754	Om001G023760	evm.model.RL_2.2422
OG0002754	Om002G087900	evm.model.RL_1.3187
OG0002755	Om001G028310	evm.model.RL_2.2684
OG0002756	Om008G350690	evm.model.RL_3.782, evm.model.RL_2.750
OG0002757	Om001G032800	evm.model.RL_1.2803, evm.model.RL_2.2973
OG0002760	Om007G276790	evm.model.RL_6.1619
OG0002761	Om005G225420	evm.model.RL_8.780, evm.model.RL_3.510, evm.model.RL_8.781
OG0002762	Om005G223750	evm.model.RL_3.307
