Orthogroup	Odontarrhena_muralis	Arabis_alpina
OG0001770	Om006G230950	Aa_G23610.h1.t1
OG0001770	Om006G259560	Aa_G52930.h1.t1
OG0001771	Om004G154310	Aa_G375060.h1.t1
OG0001771	Om001G038770	Aa_G615870.h1.t1
OG0001772	Om001G041500	Aa_G650410.h1.t1
OG0001772	Om005G211660	Aa_G545260.h2.t1, Aa_G545260.h1.t1
OG0001773	Om003G113680	Aa_G435740.h1.t1
OG0001773	Om008G340200	Aa_G12040.h1.t1
OG0001774	Om007G287910	Aa_G631120.h1.t1, Aa_G631110.h1.t1
OG0001774	Om008G341460	Aa_G32760.h1.t1
OG0001775	Om001G008380	Aa_G117440.h1.t1
OG0001775	Om008G353980	Aa_G320680.h1.t1
OG0001776	Om008G357920	Aa_G566730.h1.t1
OG0001777	Om004G159160	Aa_G206210.h1.t1, Aa_G46550.h1.t1, Aa_G184640.h1.t1
OG0001777	Om007G316940	Aa_G495360.h1.t1
OG0001778	Om008G319150	Aa_G206130.h1.t1
OG0001778	Om003G128550	Aa_G364300.h1.t1
OG0001779	Om003G128300	Aa_G605810.h1.t1
OG0001779	Om008G319250	Aa_G241280.h1.t1
OG0001780	Om008G322630	Aa_G175160.h1.t1
OG0001780	Om003G125530	Aa_G354050.h1.t1
OG0001781	Om003G124590	Aa_G218940.h1.t1
OG0001781	Om008G323600	Aa_G479520.h1.t1
OG0001782	Om003G123090	Aa_G262270.h1.t1
OG0001782	Om008G325780	Aa_G734120.h1.t1
OG0001783	Om008G359220, Om006G242000	Aa_G642600.h1.t1, Aa_G36110.h1.t1, Aa_G646180.h1.t1
OG0001784	Om006G230840	Aa_G23700.h1.t1
OG0001784	Om006G259520	Aa_G53030.h1.t1
OG0001785	Om004G157560	Aa_G299890.h1.t1, Aa_G299900.h1.t1
OG0001785	Om005G178240	Aa_G291150.h1.t1
OG0001786	Om005G178470	Aa_G105880.h1.t1
OG0001786	Om004G158260	Aa_G67960.h1.t1
OG0001787	Om004G159150	Aa_G46560.h1.t1
OG0001787	Om005G179160	Aa_G452100.h1.t1
OG0001788	Om004G159460	Aa_G191540.h1.t1
OG0001788	Om005G179440, Om003G116020	Aa_G6560.h1.t1
OG0001790	Om007G280560	Aa_G167500.h1.t1
OG0001790	Om005G183490	Aa_G140130.h1.t1
OG0001791	Om007G281060	Aa_G555080.h1.t1
OG0001792	Om007G281860	Aa_G35500.h1.t1
OG0001792	Om005G203340, Om005G184540	Aa_G429770.h1.t1
OG0001793	Om005G184770	Aa_G182240.h1.t1
OG0001793	Om007G282090	Aa_G161560.h1.t1, Aa_G161560.h2.t1
OG0001794	Om005G185160	Aa_G543890.h1.t1
OG0001795	Om002G043830	Aa_G42410.h1.t1
OG0001795	Om007G298910	Aa_G59330.h1.t1
OG0001796	Om002G044610	Aa_G111660.h1.t1
OG0001796	Om007G297370	Aa_G309580.h1.t1
OG0001797	Om007G296780	Aa_G387580.h1.t1
OG0001797	Om002G045080	Aa_G44850.h1.t1
OG0001798	Om007G294650, Om005G212940	Aa_G141000.h1.t1
OG0001798	Om002G048320	Aa_G205860.h1.t1
OG0001799	Om007G293700	Aa_G25930.h1.t1
OG0001799	Om002G048330	Aa_G205870.h1.t1
OG0001800	Om002G048990	Aa_G49770.h1.t1
OG0001800	Om007G295460	Aa_G372450.h1.t1
OG0001801	Om007G305650	Aa_G675480.h1.t1
OG0001801	Om002G049720	Aa_G49740.h1.t1
OG0001802	Om005G213450	Aa_G296230.h1.t1, Aa_G652430.h1.t1
OG0001803	Om008G337160	Aa_G426250.h1.t1
OG0001803	Om006G255350	Aa_G395730.h1.t1
OG0001805	Om004G132470	Aa_G370240.h1.t1
OG0001805	Om005G197810	Aa_G131920.h1.t1
OG0001806	Om004G142690	Aa_G347840.h1.t1
OG0001806	Om005G198420	Aa_G324100.h1.t1
OG0001807	Om008G338460, Om008G338470	Aa_G24620.h1.t1
OG0001807	Om005G201470	Aa_G323760.h1.t1
OG0001808	Om004G136980	Aa_G87880.h1.t1
OG0001808	Om005G202440	Aa_G436660.h1.t1
OG0001809	Om005G208300	Aa_G504900.h1.t1
OG0001809	Om004G144770	Aa_G281110.h1.t1
OG0001811	Om005G211370	Aa_G218580.h1.t1
OG0001812	Om005G211590	Aa_G28720.h1.t1, Aa_G431860.h1.t1
OG0001814	Om004G155870	Aa_G666760.h1.t1
OG0001814	Om001G040560	Aa_G352040.h1.t1
OG0001815	Om002G080770, Om007G295440	Aa_G372430.h1.t1
OG0001815	Om007G295450	Aa_G446920.h1.t1
OG0001816	Om002G047120	Aa_G4900.h1.t1
OG0001816	Om007G293510	Aa_G251070.h1.t1
OG0001817	Om004G171380	Aa_G464250.h1.t1
OG0001817	Om002G054530	Aa_G195570.h1.t1
OG0001818	Om006G260370	Aa_G97810.h1.t1
OG0001818	Om006G239080	Aa_G45420.h1.t1
OG0001819	Om006G229570	Aa_G43800.h1.t1
OG0001819	Om006G258020	Aa_G11490.h1.t1
OG0001820	Om006G261480	Aa_G426060.h1.t1
OG0001820	Om006G261450, Om006G261340	Aa_G426050.h1.t1
OG0001820	Om006G238200	Aa_G578280.h1.t1
OG0001821	Om003G094580	Aa_G255970.h1.t1
OG0001821	Om002G061690	Aa_G242060.h1.t1
OG0001822	Om002G069440	Aa_G229390.h1.t1
OG0001822	Om003G095310	Aa_G229380.h1.t1
OG0001823	Om002G088090, Om003G118780	Aa_G422240.h1.t1, Aa_G194460.h1.t1, Aa_G422250.h1.t1
OG0001824	Om008G335410	Aa_G197110.h1.t1
OG0001824	Om006G254330	Aa_G394510.h1.t1
OG0001825	Om008G331140	Aa_G38220.h1.t1
OG0001826	Om003G119720	Aa_G174900.h1.t1
OG0001826	Om008G328620	Aa_G88500.h1.t1
OG0001827	Om003G119940	Aa_G513100.h1.t1
OG0001828	Om008G323210	Aa_G265120.h1.t1
OG0001828	Om003G124760	Aa_G103360.h1.t1
OG0001832	Om008G338530, Om008G335500, Om008G335450	Aa_G24940.h2.t1, Aa_G24940.h1.t1
OG0001833	Om001G028080	Aa_G145040.h1.t1
OG0001834	Om008G335330	Aa_G365430.h1.t1
OG0001834	Om008G335300, Om005G196550, Om008G335310, Om008G335320	Aa_G165330.h1.t1, Aa_G111480.h1.t1
OG0001835	Om005G202280	Aa_G266330.h1.t1
OG0001837	Om004G172100, Om006G261930	Aa_G303830.h1.t1, Aa_G303850.h1.t1
OG0001837	Om004G172140, Om004G172120, Om004G172110	Aa_G634250.h1.t1
OG0001838	Om001G000280, Om001G000290	Aa_G697090.h1.t1
OG0001839	Om004G176150	Aa_G18750.h1.t1, Aa_G36950.h1.t1, Aa_G436980.h2.t1, Aa_G152230.h1.t1
OG0001844	Om001G024060	Aa_G512080.h1.t1
OG0001844	Om002G087490	Aa_G331510.h1.t1
OG0001845	Om001G026200	Aa_G158900.h1.t1
OG0001846	Om002G083690	Aa_G542180.h1.t1
OG0001846	Om001G034280	Aa_G379280.h1.t1
OG0001847	Om007G276170	Aa_G296060.h1.t1, Aa_G296050.h1.t1
OG0001847	Om007G276160	Aa_G1007590.h1.t1
OG0001848	Om005G189000	Aa_G226650.h1.t1
OG0001849	Om005G222900	Aa_G177240.h1.t1
OG0001851	Om007G317310	Aa_G553490.h1.t1
OG0001851	Om006G271240	Aa_G437780.h1.t1
OG0001852	Om007G315660	Aa_G486790.h1.t1
OG0001853	Om006G255380, Om007G288500	Aa_G329620.h1.t1
OG0001854	Om005G214490	Aa_G663820.h1.t1
OG0001854	Om005G214450	Aa_G107080.h1.t1
OG0001856	Om005G224800	Aa_G488340.h1.t1
OG0001856	Om005G191370	Aa_G298900.h1.t1
OG0001857	Om006G249860	Aa_G168130.h1.t1
OG0001858	Om004G173240	Aa_G140740.h1.t1
OG0001858	Om002G053140	Aa_G419540.h1.t1
OG0001859	Om002G053510	Aa_G137230.h1.t1
OG0001859	Om004G172790	Aa_G73210.h1.t1
OG0001860	Om004G171350	Aa_G464230.h1.t1
OG0001860	Om002G054540	Aa_G195560.h1.t1
OG0001861	Om002G054630	Aa_G195430.h1.t1
OG0001861	Om004G171130	Aa_G261370.h1.t1
OG0001862	Om004G170140	Aa_G694660.h1.t1
OG0001862	Om002G055460	Aa_G5550.h1.t1
OG0001863	Om007G286190	Aa_G90860.h1.t1
OG0001863	Om003G112570	Aa_G675250.h1.t1
OG0001864	Om003G116120	Aa_G432970.h1.t1
OG0001865	Om003G116350	Aa_G123350.h1.t1
OG0001865	Om001G020020	Aa_G129660.h1.t1
OG0001866	Om003G116580	Aa_G149070.h1.t1
OG0001866	Om001G019420	Aa_G363810.h1.t1
OG0001867	Om006G249280	Aa_G307730.h1.t1
OG0001868	Om006G240910	Aa_G112810.h1.t1
OG0001868	Om004G162720	Aa_G256470.h1.t1
OG0001869	Om006G231560	Aa_G81400.h1.t1
OG0001869	Om004G165280	Aa_G98290.h1.t1
OG0001870	Om006G231800	Aa_G292850.h1.t1
OG0001870	Om004G165450	Aa_G98170.h1.t1
OG0001871	Om006G232050	Aa_G37210.h1.t1
OG0001871	Om004G166020, Om004G166050	Aa_G458420.h1.t1
OG0001872	Om006G232620	Aa_G20910.h1.t1
OG0001873	Om004G166720	Aa_G231030.h1.t1
OG0001873	Om004G166730	Aa_G231020.h1.t1
OG0001874	Om005G225550	Aa_G473370.h1.t1
OG0001875	Om004G167850	Aa_G319310.h1.t1
OG0001875	Om006G237550	Aa_G97950.h1.t1
OG0001876	Om006G237180	Aa_G94860.h1.t1
OG0001876	Om004G168040	Aa_G541410.h1.t1
OG0001877	Om004G168890	Aa_G275580.h1.t1
OG0001878	Om001G000310	Aa_G607240.h1.t1
OG0001878	Om008G362390	Aa_G315600.h1.t1
OG0001879	Om001G001080	Aa_G152180.h1.t1
OG0001879	Om006G254640	Aa_G41330.h1.t1
OG0001880	Om001G001830	Aa_G176410.h1.t1, Aa_G176400.h1.t1
OG0001881	Om001G006590	Aa_G665640.h4.t1, Aa_G665640.h1.t1, Aa_G665640.h3.t1, Aa_G665640.h5.t1, Aa_G665640.h2.t1
OG0001882	Om008G354800	Aa_G373240.h1.t1
OG0001882	Om001G007480	Aa_G398630.h1.t1
OG0001883	Om008G354400	Aa_G257130.h1.t1
OG0001884	Om005G195870	Aa_G121150.h1.t1
OG0001884	Om004G129530	Aa_G239240.h1.t1
OG0001885	Om001G012040	Aa_G107860.h1.t1
OG0001885	Om008G347930	Aa_G273600.h1.t1
OG0001886	Om001G014110	Aa_G211990.h1.t1, Aa_G211990.h2.t1
OG0001886	Om008G343340	Aa_G601720.h1.t1
OG0001887	Om008G344790	Aa_G12650.h1.t1
OG0001887	Om001G014790	Aa_G239560.h1.t1
OG0001888	Om007G289400	Aa_G366310.h1.t1
OG0001889	Om002G085610	Aa_G415540.h1.t1
OG0001889	Om001G036380	Aa_G342330.h1.t1
OG0001890	Om001G039100	Aa_G294410.h1.t1
OG0001890	Om001G039090	Aa_G294520.h1.t1
OG0001891	Om001G017880	Aa_G240610.h1.t1
OG0001891	Om005G214820, Om005G189340	Aa_G545750.h1.t1
OG0001892	Om008G341440	Aa_G32680.h1.t1
OG0001892	Om007G287980	Aa_G130870.h1.t1
OG0001893	Om008G347990	Aa_G480730.h1.t1
OG0001893	Om008G347980	Aa_G518960.h1.t1
OG0001894	Om008G330850	Aa_G38340.h1.t1
OG0001895	Om008G362400	Aa_G139420.h1.t1
OG0001895	Om008G362420	Aa_G132340.h1.t1
OG0001896	Om003G104810	Aa_G733770.h1.t1
OG0001897	Om002G072930	Aa_G179070.h1.t1
OG0001897	Om003G103660	Aa_G206610.h1.t1
OG0001898	Om002G071120	Aa_G265520.h1.t1
OG0001898	Om003G102430	Aa_G31020.h1.t1
OG0001899	Om002G070370	Aa_G384920.h1.t1
OG0001900	Om007G318210	Aa_G185130.h1.t1
OG0001901	Om008G318990	Aa_G12870.h1.t1
OG0001901	Om003G128330	Aa_G605820.h1.t1
OG0001902	Om003G127700	Aa_G2440.h1.t1
OG0001902	Om008G320130	Aa_G177970.h1.t1
OG0001903	Om003G125620	Aa_G353970.h1.t1
OG0001903	Om008G322500	Aa_G443520.h1.t1
OG0001904	Om003G125510	Aa_G208880.h1.t1
OG0001904	Om008G322650	Aa_G175170.h1.t1
OG0001905	Om003G124360	Aa_G349420.h1.t1
OG0001905	Om008G323900	Aa_G100580.h1.t1
OG0001906	Om003G123560	Aa_G568520.h1.t1
OG0001906	Om008G325480	Aa_G125580.h1.t1
OG0001908	Om001G033950	Aa_G75120.h1.t1
OG0001909	Om005G179340	Aa_G6440.h1.t1
OG0001910	Om007G293120	Aa_G132970.h1.t1
OG0001910	Om005G180580	Aa_G134770.h1.t1
OG0001911	Om007G278040	Aa_G219580.h1.t1
OG0001912	Om007G279800	Aa_G154580.h1.t1
OG0001912	Om005G182830	Aa_G79330.h1.t1
OG0001913	Om005G183110	Aa_G219940.h1.t1
OG0001913	Om007G280140	Aa_G445730.h1.t1
OG0001915	Om007G280730	Aa_G359430.h1.t1
OG0001915	Om005G183620	Aa_G517610.h1.t1
OG0001916	Om007G282370	Aa_G142680.h1.t1, Aa_G199780.h1.t1
OG0001917	Om005G185570	Aa_G558380.h1.t1
OG0001918	Om005G205290	Aa_G663300.h1.t1
OG0001919	Om007G301400	Aa_G258180.h1.t1
OG0001920	Om007G298360	Aa_G539770.h1.t1
OG0001920	Om002G044080	Aa_G250420.h1.t1
OG0001921	Om007G298300	Aa_G539750.h1.t1
OG0001921	Om002G044130	Aa_G250380.h1.t1
OG0001922	Om002G047840	Aa_G51100.h1.t1
OG0001922	Om007G294100	Aa_G414020.h1.t1
OG0001923	Om006G263060	Aa_G412590.h1.t1
OG0001923	Om006G252450	Aa_G501180.h1.t1
OG0001924	Om006G254590, Om006G254600	Aa_G13930.h1.t1
OG0001924	Om008G335870, Om008G335880	Aa_G30030.h1.t1
OG0001925	Om008G334680	Aa_G150870.h1.t1
OG0001926	Om008G334240	Aa_G172150.h1.t1
OG0001926	Om006G256730	Aa_G235880.h1.t1
OG0001927	Om004G130460	Aa_G410340.h1.t1
OG0001927	Om005G196440	Aa_G525760.h1.t1
OG0001928	Om004G133220	Aa_G470660.h1.t1
OG0001928	Om005G198220	Aa_G275030.h1.t1
OG0001929	Om005G199150	Aa_G454440.h1.t1
OG0001929	Om004G141960	Aa_G341740.h1.t1
OG0001930	Om005G200480	Aa_G119160.h1.t1
OG0001930	Om004G139600	Aa_G283730.h1.t1
OG0001931	Om004G138990	Aa_G64540.h1.t1
OG0001931	Om005G200760	Aa_G497080.h1.t1
OG0001932	Om005G201280	Aa_G407740.h1.t1
OG0001932	Om004G138920	Aa_G259430.h1.t1
OG0001933	Om004G135540	Aa_G60800.h1.t1, Aa_G165000.h1.t1
OG0001934	Om005G204640	Aa_G166070.h1.t1
OG0001934	Om004G134040	Aa_G204300.h1.t1
OG0001935	Om004G143370	Aa_G837680.h1.t1
OG0001935	Om005G207130	Aa_G163360.h1.t1
OG0001936	Om001G023770	Aa_G228560.h1.t1
OG0001937	Om004G145490	Aa_G254950.h1.t1
OG0001937	Om005G209270	Aa_G786710.h2.t1, Aa_G786710.h1.t1
OG0001938	Om005G200410	Aa_G415660.h1.t1
OG0001939	Om004G156080	Aa_G74440.h1.t1
OG0001940	Om007G275580	Aa_G291120.h1.t1
OG0001940	Om003G128050	Aa_G167770.h1.t1, Aa_G612800.h1.t1
OG0001942	Om002G058520	Aa_G237740.h1.t1
OG0001943	Om006G260840, Om002G055280	Aa_G102830.h1.t1
OG0001943	Om004G170270	Aa_G414730.h1.t1
OG0001944	Om002G055050	Aa_G216020.h1.t1
OG0001945	Om006G239300	Aa_G45250.h1.t1
OG0001946	Om006G238210	Aa_G578270.h1.t1
OG0001947	Om008G357080, Om008G357160	Aa_G192020.h1.t1
OG0001948	Om006G243640	Aa_G8680.h1.t1
OG0001949	Om006G242170, Om008G349600	Aa_G15630.h1.t1
OG0001950	Om002G058500	Aa_G472310.h1.t1
OG0001950	Om003G091220	Aa_G118210.h1.t1
OG0001951	Om002G060120	Aa_G1360.h1.t1
OG0001951	Om003G093170	Aa_G603610.h1.t1
OG0001952	Om003G100590	Aa_G394240.h1.t1
OG0001952	Om002G063070	Aa_G97080.h1.t1
OG0001953	Om002G066670	Aa_G371390.h1.t1
OG0001953	Om003G097860	Aa_G687530.h1.t1
OG0001954	Om002G068670	Aa_G133250.h1.t1
OG0001955	Om003G095570	Aa_G611070.h1.t1
OG0001956	Om002G081680	Aa_G541710.h1.t1
OG0001957	Om008G339760	Aa_G406500.h1.t1
OG0001957	Om007G291060	Aa_G138740.h1.t1
OG0001958	Om002G080310	Aa_G739940.h1.t1, Aa_G739930.h1.t1, Aa_G105040.h1.t1
OG0001959	Om003G123980	Aa_G322950.h1.t1
OG0001959	Om003G124010	Aa_G322920.h1.t1
OG0001959	Om003G124030, Om003G124050	Aa_G322910.h1.t1
OG0001960	Om003G093690	Aa_G396700.h1.t1
OG0001961	Om003G097180	Aa_G334840.h1.t1
OG0001962	Om001G016520, Om001G004390, Om001G004380, Om005G185120	Aa_G1062810.h2.t1, Aa_G1062810.h3.t1, Aa_G1062810.h1.t1, Aa_G119050.h1.t1, Aa_G435880.h1.t1
OG0001963	Om004G160330	Aa_G188830.h1.t1
OG0001971	Om001G023940	Aa_G343420.h1.t1
OG0001971	Om002G087550	Aa_G64120.h1.t1
OG0001972	Om001G026000	Aa_G325440.h1.t1
OG0001972	Om002G086100	Aa_G426560.h1.t1
OG0001973	Om001G027090	Aa_G120660.h1.t1
OG0001974	Om001G027730	Aa_G399000.h1.t1
OG0001975	Om002G080030	Aa_G105160.h1.t1
OG0001975	Om001G031270	Aa_G258370.h1.t1
OG0001976	Om001G033290	Aa_G557000.h1.t1
OG0001977	Om008G338230	Aa_G24690.h1.t1
OG0001978	Om005G190090	Aa_G804100.h1.t1
OG0001979	Om006G274640	Aa_G435360.h1.t1
OG0001979	Om005G194690	Aa_G117630.h1.t1
OG0001980	Om006G274410	Aa_G146240.h1.t1
OG0001980	Om005G194480	Aa_G117800.h1.t1
OG0001981	Om005G192640	Aa_G26720.h1.t1
OG0001982	Om006G272160	Aa_G25600.h1.t1
OG0001982	Om005G192430	Aa_G26520.h1.t1
OG0001983	Om006G271570	Aa_G508040.h1.t1
OG0001983	Om007G317710	Aa_G229840.h1.t1
OG0001984	Om006G271340	Aa_G263330.h1.t1
OG0001984	Om007G317420	Aa_G413270.h1.t1
OG0001985	Om005G191720	Aa_G246060.h1.t1
OG0001986	Om003G119710	Aa_G174910.h1.t1
OG0001986	Om008G328610	Aa_G88490.h1.t1
OG0001987	Om004G173310	Aa_G140780.h1.t1
OG0001987	Om002G053110	Aa_G419560.h1.t1
OG0001988	Om002G054590	Aa_G195480.h1.t1
OG0001989	Om002G054880	Aa_G216150.h1.t1, Aa_G869660.h1.t1
OG0001989	Om004G170700	Aa_G813620.h1.t1, Aa_G216160.h1.t1
OG0001990	Om003G115910	Aa_G516260.h1.t1
OG0001991	Om003G116940	Aa_G641460.h1.t1
OG0001992	Om003G118060	Aa_G641220.h1.t1
OG0001993	Om003G118380	Aa_G580850.h1.t1
OG0001995	Om006G240960	Aa_G112750.h1.t1
OG0001996	Om004G163300	Aa_G267600.h1.t1
OG0001996	Om006G240660	Aa_G113020.h1.t1
OG0001997	Om004G166500	Aa_G516760.h1.t1
OG0001997	Om004G154290	Aa_G165190.h1.t1
OG0001998	Om004G166800	Aa_G637990.h1.t1
OG0001998	Om006G233220	Aa_G51650.h1.t1
OG0001999	Om004G168530	Aa_G471540.h1.t1
OG0001999	Om006G236530	Aa_G401170.h1.t1
OG0002000	Om006G236270, Om004G169020	Aa_G275500.h1.t1
OG0002001	Om008G361450	Aa_G324640.h1.t1
OG0002001	Om001G001010	Aa_G152240.h1.t1
OG0002002	Om001G005240	Aa_G204110.h1.t1
OG0002003	Om001G008610	Aa_G371010.h1.t1
OG0002003	Om008G353820	Aa_G320540.h1.t1
OG0002004	Om008G352250	Aa_G35170.h1.t1
OG0002004	Om001G009710	Aa_G19900.h1.t1
OG0002005	Om001G011050	Aa_G417280.h1.t1
OG0002006	Om001G011140	Aa_G124480.h1.t1
OG0002006	Om008G350700	Aa_G275340.h1.t1
OG0002007	Om001G011150	Aa_G124460.h1.t1
OG0002008	Om008G348100	Aa_G129070.h1.t1
OG0002008	Om001G011710	Aa_G376020.h1.t1
OG0002010	Om008G340550	Aa_G146020.h1.t1
OG0002010	Om007G289210	Aa_G408530.h1.t1
OG0002011	Om007G289690	Aa_G223730.h1.t1
OG0002012	Om002G084180	Aa_G650560.h1.t1
OG0002012	Om001G034750	Aa_G426380.h1.t1
OG0002013	Om002G084270	Aa_G580080.h1.t1
OG0002013	Om001G034940	Aa_G157120.h1.t1
OG0002014	Om001G035480	Aa_G514690.h1.t1
OG0002015	Om002G085980	Aa_G426660.h1.t1
OG0002015	Om001G036770	Aa_G223210.h1.t1
OG0002016	Om001G038580, Om001G038560, Om001G038570	Aa_G661990.h1.t1
OG0002017	Om001G039480	Aa_G503370.h1.t1, Aa_G56180.h1.t1
OG0002018	Om004G156050	Aa_G50380.h1.t1
OG0002018	Om001G040820	Aa_G351890.h1.t1
OG0002019	Om007G292090, Om008G338320	Aa_G414380.h1.t1
OG0002020	Om001G034960, Om003G121500	Aa_G318490.h1.t1, Aa_G318500.h1.t1, Aa_G223710.h1.t1
OG0002020	Om003G118340	Aa_G418650.h1.t1, Aa_G318510.h1.t1
OG0002021	Om001G011260	Aa_G500540.h1.t1
OG0002021	Om008G350590	Aa_G275300.h1.t1
OG0002022	Om005G198860	Aa_G528250.h1.t1
OG0002022	Om008G359650	Aa_G822590.h1.t1, Aa_G58220.h1.t1
OG0002023	Om002G071280, Om003G102530	Aa_G413560.h1.t1, Aa_G233310.h1.t1
OG0002024	Om003G102110	Aa_G594620.h1.t1
OG0002024	Om002G070550	Aa_G198870.h1.t1
OG0002025	Om008G320880	Aa_G196890.h1.t1
OG0002025	Om008G320860	Aa_G196900.h1.t1
OG0002025	Om008G320900, Om006G262160	Aa_G196880.h1.t1
OG0002026	Om003G124910	Aa_G102460.h1.t1
OG0002027	Om003G120430	Aa_G369790.h1.t1
OG0002027	Om008G327840	Aa_G188360.h1.t1
OG0002028	Om006G244960	Aa_G362110.h1.t1
OG0002029	Om004G158350	Aa_G67870.h1.t1
OG0002030	Om005G179880	Aa_G228420.h1.t1
OG0002032	Om007G279240	Aa_G424780.h1.t1
OG0002032	Om005G182620	Aa_G219010.h1.t1
OG0002033	Om005G184230	Aa_G22470.h1.t1
OG0002033	Om007G281320	Aa_G374200.h1.t1
OG0002034	Om005G185280	Aa_G310530.h1.t1
OG0002034	Om007G282940	Aa_G400780.h1.t1, Aa_G425720.h1.t1
OG0002035	Om003G117120	Aa_G480150.h1.t1
OG0002035	Om001G018810	Aa_G86680.h1.t1
OG0002036	Om007G299260	Aa_G383460.h1.t1
OG0002036	Om002G043630, Om005G194130	Aa_G42610.h1.t1
OG0002037	Om007G299250	Aa_G383450.h1.t1
OG0002037	Om002G043650	Aa_G42590.h1.t1
OG0002038	Om002G062950	Aa_G617210.h1.t1, Aa_G242750.h1.t1
OG0002038	Om002G047680, Om002G047660	Aa_G50960.h1.t1
OG0002039	Om006G251670	Aa_G213630.h1.t1
OG0002039	Om008G331050	Aa_G38080.h1.t1
OG0002040	Om008G336950	Aa_G595080.h1.t1
OG0002040	Om006G255270	Aa_G447730.h1.t1
OG0002041	Om008G336080	Aa_G548170.h1.t1
OG0002041	Om006G254750	Aa_G14150.h1.t1
OG0002042	Om008G333890, Om008G333900, Om008G333910	Aa_G730580.h1.t1
OG0002043	Om005G196000	Aa_G121270.h1.t1
OG0002044	Om004G130240	Aa_G497420.h1.t1
OG0002045	Om005G196530	Aa_G25250.h1.t1
OG0002045	Om004G130530	Aa_G410400.h1.t1
OG0002046	Om004G131250	Aa_G293580.h1.t1
OG0002047	Om004G132100	Aa_G80400.h1.t1
OG0002048	Om005G198740	Aa_G188660.h1.t1
OG0002049	Om004G141840	Aa_G341840.h1.t1
OG0002049	Om005G199260	Aa_G188200.h1.t1, Aa_G924510.h2.t1, Aa_G924510.h1.t1
OG0002050	Om005G203040	Aa_G334090.h1.t1
OG0002050	Om004G136030	Aa_G111110.h1.t1
OG0002051	Om005G203120	Aa_G33330.h1.t1
OG0002051	Om008G326890	Aa_G230840.h1.t1
OG0002052	Om005G203290	Aa_G60730.h1.t1
OG0002052	Om004G135680	Aa_G418920.h1.t1
OG0002053	Om005G203670	Aa_G374450.h1.t1
OG0002053	Om004G135260	Aa_G215540.h1.t1
OG0002054	Om005G205610	Aa_G399850.h1.t1, Aa_G399850.h2.t1
OG0002054	Om005G206670	Aa_G232210.h1.t1
OG0002055	Om004G143590	Aa_G62600.h1.t1
OG0002055	Om005G207260	Aa_G68650.h1.t1
OG0002057	Om001G028770	Aa_G324910.h1.t1
OG0002057	Om001G016810	Aa_G373610.h1.t1
OG0002058	Om002G054980	Aa_G166880.h1.t1
OG0002059	Om005G182430	Aa_G235380.h1.t1
OG0002059	Om007G279370	Aa_G243640.h1.t1
OG0002060	Om005G207980	Aa_G189640.h1.t1
OG0002060	Om007G300680	Aa_G8080.h1.t1
OG0002061	Om006G238560	Aa_G377390.h1.t1
OG0002062	Om006G237100	Aa_G94920.h1.t1
OG0002063	Om004G169430	Aa_G244380.h1.t1
OG0002063	Om006G247810	Aa_G344350.h1.t1
OG0002064	Om006G257280	Aa_G122710.h1.t1
OG0002066	Om004G135550	Aa_G165040.h1.t1
OG0002067	Om004G137060	Aa_G281700.h1.t1
OG0002068	Om004G132010	Aa_G80490.h1.t1, Aa_G80470.h1.t1
OG0002069	Om004G131890	Aa_G336990.h1.t1
OG0002069	Om004G131900	Aa_G336980.h1.t1
OG0002070	Om005G197200	Aa_G410230.h1.t1, Aa_G457360.h1.t1
OG0002071	Om003G090250	Aa_G193240.h1.t1
OG0002072	Om003G090630	Aa_G231480.h1.t1
OG0002072	Om002G057860	Aa_G606970.h1.t1
OG0002073	Om003G092900	Aa_G74130.h1.t1
OG0002073	Om002G059990	Aa_G1470.h1.t1
OG0002074	Om003G100200	Aa_G380650.h1.t1
OG0002074	Om002G063560	Aa_G380640.h1.t1, Aa_G56920.h1.t1
OG0002075	Om002G087690	Aa_G596990.h1.t1
OG0002076	Om003G089420	Aa_G205510.h1.t1
OG0002076	Om002G056580	Aa_G40100.h1.t1
OG0002077	Om003G095670	Aa_G225070.h1.t1
OG0002077	Om002G069170	Aa_G430360.h1.t1
OG0002078	Om006G251490, Om006G251520	Aa_G494900.h1.t1
OG0002078	Om006G251550	Aa_G494880.h1.t1, Aa_G725880.h1.t1
OG0002079	Om004G166410, Om008G327820	Aa_G48830.h1.t1, Aa_G326930.h1.t1, Aa_G188340.h1.t1
OG0002080	Om003G101160	Aa_G448590.h1.t1, Aa_G567270.h2.t1, Aa_G567270.h1.t1
OG0002080	Om004G164670	Aa_G428420.h1.t1
OG0002080	Om003G101230, Om003G101190	Aa_G428440.h1.t1
OG0002081	Om002G065870	Aa_G87290.h1.t1
OG0002082	Om006G253150	Aa_G411720.h1.t1
OG0002082	Om008G333070	Aa_G269480.h1.t1
OG0002083	Om008G328350, Om008G328400	Aa_G88350.h1.t1, Aa_G123990.h1.t1, Aa_G88340.h1.t1
OG0002084	Om004G143450, Om004G143460, Om004G143470, Om004G143480, Om004G148160, Om004G130160	Aa_G497490.h1.t1
OG0002085	Om006G274630, Om006G274600, Om002G087630	Aa_G103180.h1.t1
OG0002093	Om001G032460	Aa_G258800.h1.t1
OG0002094	Om002G082280	Aa_G110310.h1.t1
OG0002095	Om002G083810	Aa_G383830.h1.t1
OG0002095	Om001G034330	Aa_G293880.h1.t1
