Orthogroup	Odontarrhena_muralis	Brassica_oleracea
OG0002179	Om004G148110	XP_013584521.1, XP_013595635.1
OG0002181	Om004G160280	XP_013620702.1
OG0002182	Om006G236900	XP_013612917.1
OG0002183	Om005G193300	XP_013599910.1, XP_013638203.1
OG0002183	Om006G272790	XP_013616041.1
OG0002184	Om005G191190	XP_013596767.1
OG0002184	Om004G139340, Om005G191230	XP_013585270.1
OG0002184	Om005G191200	XP_013584932.1
OG0002185	Om005G191140	XP_013604773.1, XP_013604310.1
OG0002185	Om005G224450	XP_013632177.1
OG0002186	Om005G221870	XP_013606665.1
OG0002186	Om005G189720	XP_013605666.1, XP_013605572.1
OG0002187	Om005G188060	XP_013604208.1
OG0002187	Om002G050980	XP_013587108.1
OG0002188	Om005G182900, Om005G182910	XP_013630798.1
OG0002189	Om002G054780	XP_013583635.1
OG0002189	Om004G170890	XP_013625969.1
OG0002190	Om002G053730	XP_013625945.1
OG0002190	Om004G172450	XP_013609138.1, XP_013626904.1
OG0002191	Om006G240730	XP_013597224.1
OG0002192	Om006G243460	XP_013622426.1, XP_013618492.1
OG0002193	Om006G241710	XP_013620664.1, XP_013630481.1, XP_013606063.1
OG0002194	Om003G089680	XP_013590219.1
OG0002194	Om002G056880	XP_013584547.1, XP_013627491.1
OG0002195	Om002G057600	XP_013638431.1
OG0002195	Om003G090280, Om003G090260	XP_013592273.1
OG0002196	Om003G100670	XP_013599925.1
OG0002196	Om002G063030	XP_013609607.1
OG0002197	Om002G064030	XP_013583295.1, XP_013613837.1
OG0002197	Om003G099750	XP_013604739.1, XP_013588497.1
OG0002198	Om002G064750	XP_013638081.1
OG0002198	Om003G099350	XP_013588543.1
OG0002199	Om002G065030	XP_013625556.1, XP_013635846.1
OG0002199	Om003G099270	XP_013589826.1
OG0002201	Om002G083390	XP_013626606.1
OG0002201	Om002G083400	XP_013624360.1, XP_013596612.1
OG0002202	Om002G083740	XP_013629787.1, XP_013598682.1, XP_013612431.1
OG0002203	Om004G171270	XP_013625594.1
OG0002204	Om002G086780	XP_013596681.1
OG0002205	Om003G097440	XP_013627197.1
OG0002205	Om003G097430	XP_013588141.1, XP_013636335.1
OG0002206	Om003G097900	XP_013592903.1, XP_013600292.1
OG0002206	Om002G066630	XP_013638057.1
OG0002207	Om003G100650	XP_013593519.1
OG0002207	Om003G100640	XP_013598619.1
OG0002208	Om003G120010	XP_013592562.1, XP_013602434.1
OG0002208	Om003G120020	XP_013614273.1
OG0002209	Om008G322160	XP_013632088.1, XP_013637233.1
OG0002209	Om003G125950	XP_013602221.1, XP_013635618.1
OG0002210	Om001G031760	XP_013627744.1
OG0002215	Om003G119050	XP_013608227.1
OG0002219	Om002G087540	XP_013593099.1, XP_013610124.1, XP_013595591.1, XP_013627920.1
OG0002220	Om001G024510	XP_013598342.1, XP_013600242.1
OG0002221	Om002G087230	XP_013587273.1
OG0002222	Om001G029370	XP_013628463.1, XP_013583913.1
OG0002222	Om006G240230	XP_013619289.1
OG0002223	Om001G027170	XP_013597725.1
OG0002223	Om008G342050	XP_013639379.1
OG0002224	Om004G154800	XP_013637443.1, XP_013599493.1
OG0002224	Om001G028010	XP_013597323.1
OG0002225	Om001G028760	XP_013606026.1, XP_013598037.1, XP_013600765.1
OG0002226	Om002G081740	XP_013597736.1, XP_013612605.1
OG0002227	Om002G083870	XP_013595485.1
OG0002228	Om007G276870	XP_013584023.1, XP_013637728.1
OG0002229	Om005G195670	XP_013599793.1, XP_013637888.1
OG0002230	Om005G195100	XP_013638761.1
OG0002230	Om006G274890	XP_013621132.1, XP_013597634.1
OG0002231	Om006G273470	XP_013613643.1
OG0002231	Om005G193400	XP_013602246.1
OG0002232	Om006G272750	XP_013621329.1, XP_013597888.1
OG0002232	Om005G193310	XP_013585948.1
OG0002233	Om006G270620, Om006G270630	XP_013618119.1, XP_013593371.1, XP_013606170.1
OG0002234	Om007G316300	XP_013631916.1
OG0002235	Om005G213350	XP_013611959.1
OG0002235	Om005G213380	XP_013590767.1, XP_013591312.1
OG0002236	Om005G214180	XP_013633847.1
OG0002237	Om007G313680	XP_013591348.1, XP_013635419.1
OG0002237	Om005G214670	XP_013618858.1
OG0002238	Om005G228220	XP_013610100.1, XP_013610223.1, XP_013615359.1
OG0002239	Om005G191340	XP_013602659.1, XP_013602619.1, XP_013584717.1
OG0002240	Om006G249610	XP_013610112.1
OG0002240	Om006G256100	XP_013608097.1
OG0002241	Om004G176460	XP_013611888.1
OG0002241	Om002G051500	XP_013586178.1, XP_013585187.1
OG0002242	Om002G053050	XP_013638779.1
OG0002242	Om004G173380	XP_013612368.1
OG0002243	Om004G129970	XP_013597739.1, XP_013635510.1
OG0002244	Om002G055320	XP_013620512.1, XP_013584264.1
OG0002245	Om007G286030	XP_013639476.1
OG0002246	Om003G113060	XP_013627102.1
OG0002247	Om003G113170	XP_013622362.1, XP_013612061.1
OG0002247	Om007G286410	XP_013618608.1
OG0002248	Om003G116130	XP_013616370.1, XP_013623669.1
OG0002249	Om003G116870	XP_013621578.1, XP_013622470.1
OG0002250	Om003G118090	XP_013621082.1
OG0002250	Om004G157570	XP_013621194.1
OG0002251	Om003G118560, Om003G118570	XP_013611487.1
OG0002252	Om006G249090	XP_013621631.1, XP_013612023.1
OG0002253	Om004G161870	XP_013625181.1, XP_013611772.1, XP_013626509.1, XP_013584022.1
OG0002254	Om006G241020	XP_013625586.1
OG0002254	Om004G162410	XP_013611524.1, XP_013622842.1, XP_013602050.1
OG0002255	Om006G240790	XP_013617902.1
OG0002255	Om004G162850	XP_013616415.1, XP_013611637.1
OG0002256	Om008G358550	XP_013593430.1
OG0002256	Om001G003240	XP_013622244.1
OG0002257	Om001G008890, Om001G008880	XP_013593388.1
OG0002257	Om001G008870	XP_013593386.1
OG0002258	Om007G291530	XP_013600247.1, XP_013586980.1
OG0002259	Om001G036060	XP_013603612.1
OG0002260	Om001G009370, Om001G009400	XP_013595096.1, XP_013595095.1, XP_013597302.1
OG0002261	Om001G037080, Om001G037120, Om001G037110, Om001G037070	XP_013594089.1
OG0002261	Om001G037090, Om001G037130	XP_013604460.1
OG0002262	Om001G037920	XP_013595822.1, XP_013625230.1
OG0002263	Om001G039810	XP_013625585.1, XP_013593499.1, XP_013638280.1
OG0002264	Om004G156530, Om001G041380	XP_013623056.1
OG0002265	Om007G315430	XP_013633864.1
OG0002266	Om008G341990	XP_013631230.1, XP_013606052.1
OG0002266	Om007G287350	XP_013600181.1
OG0002267	Om003G103830	XP_013602254.1
OG0002267	Om002G073200	XP_013597765.1, XP_013604275.1, XP_013622750.1
OG0002268	Om002G071970	XP_013596542.1, XP_013631944.1
OG0002268	Om003G102770	XP_013634913.1
OG0002269	Om003G102640	XP_013602423.1
OG0002269	Om002G071560	XP_013636218.1, XP_013625564.1, XP_013638497.1
OG0002270	Om002G071290	XP_013607357.1
OG0002271	Om006G267950	XP_013607584.1
OG0002271	Om003G101990	XP_013602806.1
OG0002272	Om002G069570	XP_013622774.1
OG0002272	Om003G101380	XP_013601643.1, XP_013597785.1
OG0002273	Om003G125970	XP_013600409.1, XP_013591206.1
OG0002273	Om008G322130	XP_013636956.1
OG0002274	Om008G323700	XP_013635136.1, XP_013637610.1
OG0002275	Om008G323920	XP_013627865.1, XP_013633594.1
OG0002276	Om008G323930	XP_013637156.1
OG0002276	Om003G124310	XP_013604805.1, XP_013631371.1
OG0002277	Om003G121090	XP_013602809.1
OG0002277	Om008G326900	XP_013634513.1
OG0002278	Om003G120520	XP_013604868.1
OG0002278	Om008G327390	XP_013629478.1, XP_013636658.1
OG0002279	Om004G176750	XP_013614162.1, XP_013621748.1
OG0002279	Om002G044630	XP_013621811.1
OG0002280	Om006G269150	XP_013589985.1
OG0002280	Om006G244380	XP_013620030.1
OG0002281	Om006G244410	XP_013587455.1, XP_013625918.1, XP_013614229.1
OG0002282	Om006G245100	XP_013620078.1, XP_013610920.1
OG0002283	Om006G231820	XP_013628759.1
OG0002283	Om006G231840, Om006G231830	XP_013628755.1
OG0002284	Om005G178350	XP_013600347.1, XP_013587354.1
OG0002284	Om004G158010	XP_013612012.1
OG0002285	Om005G180560	XP_013619452.1
OG0002286	Om005G180870	XP_013638266.1
OG0002286	Om007G292840	XP_013612703.1, XP_013616298.1
OG0002287	Om005G182950	XP_013585640.1
OG0002288	Om007G280840	XP_013625656.1
OG0002288	Om005G183650	XP_013586793.1, XP_013599532.1
OG0002289	Om005G185250, Om005G185230	XP_013583870.1, XP_013600458.1, XP_013599856.1
OG0002290	Om007G284920	XP_013636596.1
OG0002290	Om005G186400, Om004G159190	XP_013638962.1
OG0002291	Om001G030300	XP_013599108.1, XP_013621736.1
OG0002292	Om007G301070, Om004G156820	XP_013613396.1
OG0002292	Om002G042600	XP_013628764.1, XP_013614031.1
OG0002293	Om002G043250	XP_013629920.1
OG0002294	Om007G298650	XP_013612904.1
OG0002294	Om002G043960	XP_013625770.1
OG0002295	Om007G298290	XP_013629350.1
OG0002295	Om002G044120	XP_013630421.1, XP_013632804.1
OG0002296	Om002G044320	XP_013584978.1
OG0002297	Om007G297760	XP_013625345.1, XP_013608858.1
OG0002297	Om002G044400	XP_013584535.1
OG0002298	Om002G045020	XP_013625357.1
OG0002299	Om007G294180	XP_013618237.1, XP_013609602.1, XP_013595422.1
OG0002301	Om002G049640	XP_013638175.1, XP_013616173.1, XP_013598006.1
OG0002302	Om008G336130	XP_013634320.1
OG0002302	Om006G254810	XP_013600779.1
OG0002303	Om004G130500	XP_013591990.1
OG0002303	Om005G196500	XP_013604857.1, XP_013585649.1
OG0002304	Om005G197220	XP_013638772.1, XP_013600227.1
OG0002304	Om004G131630	XP_013588295.1
OG0002305	Om004G132000	XP_013618714.1
OG0002305	Om005G197380	XP_013586810.1
OG0002306	Om005G197630	XP_013587498.1
OG0002306	Om004G132230	XP_013588140.1, XP_013591728.1
OG0002307	Om005G200550	XP_013602043.1, XP_013600635.1
OG0002307	Om004G139520	XP_013590427.1
OG0002308	Om005G203280	XP_013587252.1, XP_013605565.1
OG0002308	Om004G135690	XP_013588201.1
OG0002309	Om004G134540	XP_013591732.1
OG0002310	Om005G204370	XP_013603640.1
OG0002310	Om004G134340	XP_013620768.1
OG0002311	Om004G144480	XP_013587416.1
OG0002311	Om005G208010	XP_013589756.1, XP_013588253.1
OG0002312	Om004G144700	XP_013584292.1
OG0002312	Om005G208170	XP_013589760.1, XP_013590504.1
OG0002313	Om005G209770	XP_013590290.1, XP_013589842.1
OG0002314	Om005G212210	XP_013619548.1, XP_013590883.1
OG0002315	Om001G026210	XP_013590221.1
OG0002315	Om004G155290, Om004G152930	XP_013605614.1, XP_013621928.1
OG0002316	Om005G186980	XP_013604827.1
OG0002317	Om005G185800	XP_013605735.1, XP_013587380.1
OG0002319	Om005G179550	XP_013603379.1
OG0002320	Om004G158360	XP_013619650.1
OG0002320	Om005G178530	XP_013637940.1
OG0002321	Om002G056240	XP_013625722.1
OG0002321	Om004G161260	XP_013606162.1, XP_013625509.1
OG0002322	Om004G136370	XP_013619180.1, XP_013609330.1
OG0002322	Om004G136390, Om004G171860, Om004G136360	XP_013615312.1
OG0002323	Om008G341320	XP_013617939.1
OG0002324	Om005G206660, Om005G206650	XP_013592898.1, XP_013599091.1, XP_013590069.1
OG0002325	Om002G055830, Om002G057160	XP_013623244.1, XP_013611002.1
OG0002326	Om002G057530	XP_013586433.1
OG0002326	Om003G090160	XP_013621744.1
OG0002327	Om003G092230	XP_013613488.1
OG0002327	Om002G059370	XP_013584248.1
OG0002328	Om002G061320	XP_013636339.1, XP_013585896.1
OG0002329	Om002G065240	XP_013622044.1, XP_013638993.1
OG0002329	Om003G099100	XP_013591061.1
OG0002331	Om002G069070	XP_013638180.1
OG0002331	Om003G095830	XP_013592032.1
OG0002333	Om001G032720, Om001G032730	XP_013591584.1
OG0002334	Om001G022320	XP_013603954.1, XP_013597007.1, XP_013602959.1
OG0002335	Om003G094750	XP_013592585.1, XP_013592403.1, XP_013627331.1
OG0002335	Om002G061920	XP_013637995.1
OG0002336	Om002G061950	XP_013637994.1
OG0002336	Om003G094770	XP_013592401.1, XP_013625996.1
OG0002337	Om006G255900	XP_013602637.1, XP_013595369.1, XP_013631410.1
OG0002338	Om006G250880	XP_013605481.1, XP_013588646.1
OG0002338	Om008G330120	XP_013636605.1
OG0002339	Om008G328120	XP_013634180.1
OG0002339	Om003G120170	XP_013602548.1
OG0002340	Om008G353830	XP_013628149.1, XP_013624650.1
OG0002341	Om008G353970	XP_013617476.1
OG0002343	Om006G266780, Om006G266770, Om006G266730	XP_013607875.1
OG0002348	Om001G022630	XP_013603158.1
OG0002349	Om001G022910	XP_013586327.1, XP_013604854.1
OG0002349	Om002G088200	XP_013609660.1, XP_013593522.1
OG0002350	Om002G087580	XP_013612765.1, XP_013599044.1
OG0002351	Om001G026660	XP_013599281.1
OG0002352	Om001G027510	XP_013598988.1
OG0002353	Om001G033940	XP_013623299.1, XP_013622567.1, XP_013595771.1, XP_013594263.1
OG0002354	Om007G292170	XP_013629934.1, XP_013631604.1, XP_013636361.1
OG0002355	Om005G216430	XP_013588871.1
OG0002355	Om002G047320	XP_013584156.1
OG0002356	Om005G187980, Om007G308420	XP_013638600.1
OG0002356	Om005G218770	XP_013612085.1, XP_013605022.1
OG0002358	Om005G195120	XP_013600188.1
OG0002359	Om005G194760	XP_013583942.1
OG0002361	Om007G317390	XP_013590071.1
OG0002361	Om006G271300	XP_013616168.1, XP_013596134.1
OG0002362	Om006G271070	XP_013596763.1, XP_013610634.1
OG0002363	Om006G269760	XP_013618574.1, XP_013610691.1, XP_013596226.1
OG0002363	Om007G316790	XP_013633202.1
OG0002364	Om008G336250	XP_013614689.1, XP_013615351.1, XP_013616863.1
OG0002364	Om005G214540	XP_013591326.1
OG0002365	Om005G215350	XP_013618296.1, XP_013634300.1
OG0002366	Om005G192120	XP_013637732.1
OG0002366	Om005G225630	XP_013613987.1, XP_013614483.1
OG0002367	Om003G119150	XP_013610774.1, XP_013621216.1, XP_013626000.1
OG0002368	Om008G328710	XP_013636116.1
OG0002368	Om003G119820	XP_013604446.1
OG0002369	Om008G329410	XP_013634784.1
OG0002369	Om008G329400	XP_013635103.1
OG0002370	Om002G051810	XP_013587628.1, XP_013590578.1
OG0002371	Om002G052630	XP_013586028.1
OG0002371	Om004G174240	XP_013622838.1
OG0002372	Om002G054270	XP_013587095.1
OG0002372	Om004G171700	XP_013606718.1
OG0002373	Om004G169920	XP_013628862.1, XP_013638649.1
OG0002373	Om002G055760	XP_013596121.1
OG0002374	Om007G299120	XP_013599955.1, XP_013605654.1
OG0002375	Om001G010430	XP_013596159.1
OG0002375	Om003G112400	XP_013619787.1
OG0002376	Om007G286550	XP_013596687.1
OG0002376	Om003G113340	XP_013622163.1, XP_013613072.1
OG0002377	Om001G020490	XP_013598475.1, XP_013600792.1
OG0002378	Om001G019530	XP_013608489.1
OG0002378	Om003G116450	XP_013620736.1, XP_013629160.1
OG0002379	Om006G249920	XP_013602581.1, XP_013614200.1
OG0002380	Om006G232520	XP_013620675.1
OG0002380	Om004G166210	XP_013606249.1
OG0002381	Om004G167280	XP_013629316.1, XP_013613244.1
OG0002381	Om006G233970	XP_013625413.1
OG0002382	Om004G168290	XP_013612445.1
OG0002382	Om006G236890	XP_013598288.1
OG0002383	Om008G359100	XP_013620301.1
OG0002383	Om001G002370	XP_013599052.1, XP_013596986.1
OG0002384	Om001G005940, Om008G356250	XP_013595858.1, XP_013609315.1, XP_013589220.1, XP_013626051.1
OG0002385	Om001G006760	XP_013617915.1, XP_013621728.1
OG0002386	Om008G353450	XP_013610186.1, XP_013626878.1
OG0002386	Om001G009080	XP_013584972.1
OG0002387	Om001G037680	XP_013637709.1, XP_013599236.1, XP_013633600.1
OG0002388	Om001G038210	XP_013593704.1
OG0002389	Om001G041870	XP_013595222.1, XP_013601718.1
OG0002389	Om008G338820	XP_013629834.1
OG0002390	Om008G338930	XP_013637331.1
OG0002390	Om007G276750	XP_013586301.1
OG0002392	Om001G006770	XP_013630620.1
OG0002392	Om008G355490	XP_013611464.1
OG0002393	Om003G104420	XP_013636143.1
OG0002393	Om002G074760	XP_013597569.1, XP_013628446.1
OG0002394	Om002G074030	XP_013622973.1, XP_013593768.1
OG0002395	Om002G073690	XP_013587255.1, XP_013627118.1, XP_013596283.1
OG0002396	Om003G103140	XP_013628850.1, XP_013637311.1
OG0002397	Om007G317220	XP_013614270.1, XP_013633167.1
OG0002397	Om006G271180	XP_013618520.1
OG0002398	Om003G128860	XP_013591515.1, XP_013636062.1
OG0002399	Om008G319120	XP_013636008.1
OG0002400	Om006G262180	XP_013630919.1
OG0002400	Om003G127010	XP_013600931.1, XP_013629577.1
OG0002401	Om003G126210	XP_013600084.1, XP_013589399.1
OG0002402	Om008G322070	XP_013633899.1
OG0002402	Om003G125990	XP_013635935.1, XP_013600738.1
OG0002403	Om004G140740	XP_013590885.1
OG0002403	Om005G199570	XP_013603333.1, XP_013602289.1
OG0002404	Om008G325140	XP_013635724.1
OG0002404	Om006G238670	XP_013610571.1, XP_013597023.1
OG0002406	Om006G242220	XP_013613307.1, XP_013616110.1
OG0002406	Om006G268310	XP_013628713.1
OG0002408	Om006G244830	XP_013616917.1, XP_013606685.1
OG0002409	Om006G232440, Om006G232450	XP_013619427.1
OG0002410	Om006G231030	XP_013612577.1, XP_013629145.1
OG0002411	Om005G198890	XP_013601803.1
OG0002411	Om004G142100	XP_013591675.1, XP_013588662.1, XP_013590425.1, XP_013613932.1
OG0002412	Om005G178120	XP_013585831.1
OG0002412	Om004G157830	XP_013628270.1, XP_013606767.1
OG0002413	Om005G178250	XP_013604168.1, XP_013587076.1
OG0002414	Om005G180280	XP_013586653.1
OG0002414	Om004G160600	XP_013612308.1
OG0002415	Om005G181220	XP_013584428.1, XP_013603508.1
OG0002416	Om007G277950	XP_013609283.1
OG0002416	Om005G181380	XP_013602561.1
OG0002417	Om007G278870	XP_013633980.1
OG0002417	Om005G182110	XP_013583751.1
OG0002418	Om007G279890	XP_013635868.1
OG0002418	Om005G182920	XP_013585745.1
OG0002419	Om007G281360	XP_013633636.1, XP_013631359.1
OG0002420	Om007G284190	XP_013625063.1
OG0002420	Om007G284180	XP_013634922.1
OG0002421	Om007G284530	XP_013637579.1, XP_013630434.1
OG0002421	Om005G186210	XP_013637871.1
OG0002422	Om003G116490	XP_013612702.1
OG0002423	Om002G043450	XP_013586124.1, XP_013628508.1
OG0002423	Om007G299650	XP_013620598.1, XP_013611591.1
OG0002424	Om007G299190	XP_013616127.1
OG0002424	Om002G043710	XP_013584598.1, XP_013583476.1
OG0002425	Om002G043760	XP_013628318.1
OG0002426	Om002G043810	XP_013618547.1
OG0002426	Om007G298940	XP_013612846.1
OG0002427	Om002G044570	XP_013585485.1
OG0002427	Om007G297420	XP_013606746.1
OG0002428	Om002G045550	XP_013584749.1, XP_013619637.1
OG0002428	Om007G296080	XP_013605964.1
OG0002429	Om005G184650, Om005G184680	XP_013601003.1, XP_013614906.1, XP_013591104.1
OG0002429	Om005G184690	XP_013603992.1
OG0002430	Om002G051040	XP_013618076.1
OG0002430	Om002G051020	XP_013615137.1
OG0002431	Om006G252060	XP_013636150.1
OG0002431	Om008G331860	XP_013635362.1, XP_013628443.1
OG0002432	Om008G332010	XP_013634785.1
OG0002433	Om004G130880	XP_013619862.1
OG0002433	Om005G196700	XP_013583790.1
OG0002434	Om005G197650	XP_013585663.1
OG0002435	Om004G140870	XP_013590000.1
OG0002435	Om005G199790	XP_013583624.1
OG0002436	Om005G204160	XP_013587638.1
OG0002436	Om004G134750	XP_013587812.1
OG0002437	Om005G204660	XP_013594719.1
OG0002437	Om004G133980	XP_013591737.1, XP_013618458.1
OG0002438	Om005G204760	XP_013584268.1, XP_013594133.1
OG0002438	Om004G133620	XP_013590872.1
OG0002439	Om004G142960	XP_013592114.1, XP_013590349.1
OG0002439	Om005G205030	XP_013602503.1
OG0002440	Om003G129420	XP_013614775.1, XP_013614809.1, XP_013592240.1, XP_013591672.1, XP_013620676.1
OG0002441	Om005G205650	XP_013598353.1
OG0002441	Om005G206820	XP_013588277.1
OG0002442	Om005G207770	XP_013592383.1
OG0002442	Om004G143940	XP_013595843.1, XP_013586909.1
OG0002443	Om004G145670	XP_013638640.1
OG0002443	Om005G209380	XP_013588492.1
OG0002444	Om005G210480	XP_013591667.1, XP_013591496.1
OG0002444	Om004G146750	XP_013598222.1
OG0002445	Om007G286500	XP_013602541.1, XP_013605425.1
OG0002446	Om001G021220	XP_013595281.1, XP_013600928.1
OG0002447	Om001G029560	XP_013595925.1, XP_013629042.1
OG0002448	Om006G258430	XP_013589299.1, XP_013596898.1
OG0002449	Om005G192490	XP_013604463.1
OG0002449	Om006G272210	XP_013612615.1
OG0002450	Om005G186060	XP_013605373.1, XP_013614525.1
OG0002451	Om007G283780	XP_013633873.1, XP_013631438.1
OG0002452	Om005G185090	XP_013605571.1
OG0002453	Om004G160200	XP_013619556.1
OG0002453	Om005G179940	XP_013585209.1
OG0002454	Om005G179920	XP_013584708.1, XP_013602914.1
OG0002454	Om004G160150	XP_013629649.1
OG0002455	Om007G297470, Om007G297430, Om007G297480	XP_013620486.1
OG0002456	Om007G296270	XP_013614125.1
OG0002456	Om007G296180	XP_013611359.1, XP_013610026.1
OG0002458	Om006G252900, Om006G252890	XP_013636393.1, XP_013636442.1, XP_013615383.1
OG0002459	Om006G234910	XP_013608620.1, XP_013608619.1
OG0002460	Om004G169360	XP_013630202.1, XP_013611585.1
OG0002460	Om006G247760	XP_013612467.1
OG0002461	Om006G257400	XP_013603507.1
OG0002462	Om004G135990	XP_013590044.1
OG0002463	Om004G136380	XP_013588037.1
OG0002463	Om005G202660	XP_013600137.1, XP_013584000.1
OG0002464	Om004G139620	XP_013591380.1
OG0002464	Om004G139820	XP_013619521.1
OG0002465	Om005G196090	XP_013583805.1
OG0002465	Om004G130090	XP_013618822.1
OG0002466	Om002G058600	XP_013638981.1, XP_013639549.1
OG0002466	Om003G091330	XP_013588519.1
OG0002467	Om002G059120	XP_013625228.1
OG0002467	Om003G091930	XP_013591799.1
OG0002468	Om003G093430	XP_013592702.1
OG0002468	Om002G060440	XP_013637854.1
OG0002469	Om003G100420	XP_013601574.1
OG0002469	Om002G063280	XP_013609497.1
OG0002470	Om002G064040	XP_013621847.1
OG0002470	Om003G099740	XP_013613842.1, XP_013587145.1
OG0002471	Om002G064290	XP_013629647.1, XP_013609209.1
OG0002471	Om003G099610	XP_013604895.1
OG0002472	Om002G064500	XP_013637774.1
