Orthogroup	Odontarrhena_muralis	Capsella_rubella
OG0001492	Om001G040700	XP_006284572.1
OG0001493	Om007G287820	XP_006307278.2
OG0001493	Om008G341470	XP_006280322.2
OG0001494	Om008G352950, Om008G352970	XP_006287511.1, XP_006289973.1, XP_006289075.1, XP_006289361.1
OG0001495	Om008G362610	XP_023634974.1
OG0001495	Om008G362600	XP_023635305.1
OG0001496	Om002G073340	XP_006300155.1
OG0001496	Om003G103910	XP_006285077.1
OG0001497	Om003G101750, Om005G195880	XP_023634094.1
OG0001497	Om003G101790, Om003G101760	XP_023634429.1
OG0001498	Om005G181210	XP_006307240.2
OG0001499	Om008G319160	XP_006295280.1, XP_006292085.1
OG0001500	Om008G319880	XP_006293775.1
OG0001500	Om003G127900	XP_006290670.1
OG0001501	Om002G064990	XP_023643335.1, XP_023640560.1
OG0001501	Om008G320300, Om003G094850	XP_006294353.1
OG0001502	Om008G323120	XP_006294752.1
OG0001502	Om003G124860	XP_006291654.1
OG0001503	Om003G124290	XP_006291137.1
OG0001503	Om008G323980	XP_006294223.1
OG0001504	Om003G123850	XP_023638784.1
OG0001504	Om008G325120	XP_023639705.1
OG0001505	Om003G123720	XP_006291828.2
OG0001505	Om008G325410	XP_006296176.1
OG0001506	Om002G051310	XP_006296628.1
OG0001506	Om004G176920	XP_006288787.1
OG0001507	Om006G246570	XP_006279711.1
OG0001508	Om006G261900	XP_006290939.1
OG0001508	Om006G234200	XP_006282257.2
OG0001509	Om006G259970	XP_006293213.1
OG0001509	Om006G231280	XP_006281630.1
OG0001510	Om007G280310	XP_006295428.1
OG0001510	Om005G183290	XP_023644998.1
OG0001511	Om005G185720	XP_006307105.2
OG0001511	Om007G283470	XP_006294153.2
OG0001512	Om005G186140	XP_006305035.1
OG0001512	Om007G284260	XP_006294376.1
OG0001513	Om002G042980	XP_006299222.1
OG0001514	Om002G045810	XP_006297596.1
OG0001515	Om002G048100	XP_023641237.1
OG0001516	Om002G049260	XP_006297037.1
OG0001517	Om006G251060	XP_006290794.2
OG0001517	Om008G330500	XP_006293865.1
OG0001518	Om008G330630	XP_006294993.1
OG0001518	Om006G251210	XP_006291832.1
OG0001519	Om004G140300	XP_006301608.1
OG0001519	Om005G200090	XP_023644650.1
OG0001520	Om006G263160	XP_006292140.1
OG0001520	Om005G200890	XP_006303470.1
OG0001521	Om004G135310	XP_006301355.1
OG0001522	Om005G205690	XP_006307013.1
OG0001522	Om005G206910	XP_006300840.1
OG0001523	Om005G207890	XP_006302420.2
OG0001524	Om008G358820	XP_006307562.1
OG0001524	Om006G236220	XP_006280543.1
OG0001526	Om003G126190	XP_006294712.1
OG0001527	Om007G301640	XP_006286429.1
OG0001527	Om004G130600	XP_006301096.1
OG0001528	Om007G300570	XP_006290223.1
OG0001529	Om005G191160	XP_006286742.2
OG0001530	Om001G041070	XP_006286221.1, XP_006284904.1, XP_006285660.1, XP_006301905.1, XP_006301987.1
OG0001531	Om004G170570	XP_006289845.1
OG0001532	Om006G247300	XP_006279862.1
OG0001533	Om006G258630, Om006G258620	XP_006291841.1, XP_006292442.1
OG0001534	Om004G132350, Om004G132360	XP_006301366.1
OG0001535	Om003G090220	XP_006303856.1
OG0001535	Om002G057550	XP_006299973.1
OG0001536	Om002G058050	XP_023641071.1
OG0001536	Om003G090860	XP_023645523.1
OG0001537	Om003G094070	XP_006304271.2
OG0001537	Om002G061210	XP_006298794.1
OG0001538	Om002G062610	XP_006299456.1
OG0001538	Om003G095130	XP_006307303.1
OG0001539	Om003G092250	XP_006300077.1
OG0001540	Om008G340100	XP_006295624.1, XP_006295542.1, XP_006295462.1
OG0001541	Om001G025840	XP_006300999.1
OG0001541	Om003G128290	XP_006292276.1
OG0001544	Om003G101460	XP_006283659.1
OG0001544	Om003G101450, Om006G250200, Om006G250210, Om003G101440, Om005G215050	XP_006286013.1, XP_006283666.1, XP_006285888.1
OG0001545	Om006G267500, Om008G358070	XP_023643846.1
OG0001546	Om008G333560, Om008G333570, Om008G333580	XP_006295253.1, XP_006295252.1, XP_006296743.1, XP_006298769.1
OG0001547	Om002G068490	XP_023642466.1
OG0001549	Om002G088380	XP_006299966.1
OG0001549	Om001G022730	XP_006285481.1
OG0001551	Om001G027710	XP_006283757.1
OG0001551	Om004G153310, Om018G373980	XP_023639825.1
OG0001552	Om001G028840	XP_023635599.1
OG0001553	Om005G221080	XP_006302097.2
OG0001553	Om005G189290	XP_006307174.1
OG0001554	Om005G190820	XP_006307297.1
OG0001554	Om005G223930	XP_006302163.1
OG0001555	Om005G192930	XP_006303139.1
OG0001555	Om006G273340	XP_006290515.1
OG0001556	Om008G336560	XP_006294859.1
OG0001556	Om006G272340	XP_006291577.2
OG0001558	Om004G172910	XP_023635793.1
OG0001558	Om002G053430	XP_006297351.1
OG0001559	Om003G107570	XP_006281810.1
OG0001560	Om005G199190, Om005G199900	XP_006282073.1
OG0001561	Om003G113700	XP_023633481.1, XP_023634859.1, XP_006283104.1
OG0001562	Om003G118300	XP_006281479.1
OG0001562	Om004G172250, Om003G118290	XP_006289941.1
OG0001563	Om006G241030	XP_006286943.1
OG0001563	Om004G162330	XP_006286948.1
OG0001564	Om008G335730	XP_006294922.1
OG0001564	Om008G325320, Om008G325290, Om005G202470	XP_006304179.2
OG0001565	Om004G168220	XP_006286625.1
OG0001565	Om006G236930	XP_006281801.1
OG0001566	Om008G358250	XP_006281452.1
OG0001566	Om001G003510	XP_006285874.1
OG0001567	Om001G013140	XP_006307171.1
OG0001567	Om001G013120	XP_006307120.1
OG0001568	Om007G289080, Om007G289090	XP_023644907.1, XP_023644901.1, XP_023644906.1
OG0001569	Om008G340300	XP_006295874.1
OG0001569	Om007G289800	XP_023644852.1
OG0001570	Om003G123760	XP_006291680.1
OG0001570	Om007G291650	XP_006305529.1
OG0001571	Om002G084010	XP_006297849.2
OG0001572	Om001G039360	XP_006284193.1
OG0001573	Om001G039820	XP_023634882.1
OG0001574	Om001G040780	XP_006282656.1
OG0001574	Om004G156020	XP_006294333.2
OG0001575	Om004G156180	XP_006294260.2
OG0001575	Om001G041040	XP_006283861.1
OG0001576	Om001G029490, Om002G058950	XP_006285765.1, XP_006285704.1
OG0001577	Om007G315560	XP_023634420.1
OG0001578	Om008G362670, Om006G237840	XP_006281295.2
OG0001579	Om001G000100	XP_006284050.1
OG0001579	Om008G362650	XP_006280749.1
OG0001581	Om003G128570	XP_006291395.1
OG0001581	Om008G319170	XP_023639788.1
OG0001582	Om003G124270	XP_006292699.1
OG0001582	Om008G324000	XP_006295189.1
OG0001583	Om008G326860	XP_023640740.1
OG0001583	Om003G121060	XP_006292285.1
OG0001584	Om003G120740	XP_023638989.1
OG0001584	Om008G327650	XP_023639714.1
OG0001585	Om003G120340	XP_006291106.2
OG0001585	Om008G327920	XP_006294271.1
OG0001586	Om006G240880, Om006G240890, Om006G240900	XP_006293779.1, XP_006287126.1
OG0001587	Om006G244320	XP_006287572.1
OG0001587	Om003G104890, Om003G104910	XP_006287573.1
OG0001588	Om006G246680	XP_006280838.1, XP_006291377.1
OG0001589	Om006G261670	XP_006291610.2
OG0001590	Om006G251960	XP_006290542.1
OG0001590	Om006G231330	XP_006279568.1
OG0001591	Om005G179700	XP_006303888.2
OG0001591	Om004G159940	XP_006286693.1
OG0001592	Om005G180140	XP_006305470.1, XP_006290397.1
OG0001592	Om004G160470, Om004G160460	XP_023636547.1
OG0001593	Om007G278260	XP_006296322.1
OG0001593	Om005G181680	XP_006306347.1
OG0001594	Om005G182480, Om005G182470	XP_006304256.1
OG0001594	Om007G279340	XP_006295112.1
OG0001595	Om002G044690	XP_006298029.2
OG0001596	Om007G296130	XP_006288472.1
OG0001596	Om002G045490	XP_006298362.1
OG0001597	Om002G048240	XP_006297778.1
OG0001598	Om002G048810	XP_006298105.2
OG0001599	Om001G034380	XP_023641754.1
OG0001600	Om008G336990	XP_006294225.1
OG0001601	Om005G199270	XP_006307384.1
OG0001601	Om004G141820	XP_006302202.1
OG0001602	Om004G135040	XP_006301025.1
OG0001603	Om005G207310	XP_006302004.1
OG0001604	Om004G143680	XP_006307377.1
OG0001604	Om005G207450	XP_023643683.1
OG0001605	Om004G143720	XP_006307677.2
OG0001605	Om005G207530	XP_006300462.1
OG0001606	Om004G152170	XP_006295962.2
OG0001607	Om005G192070	XP_006303182.1
OG0001607	Om005G225600	XP_006301487.1
OG0001608	Om005G190190, Om005G190200	XP_023645609.1
OG0001609	Om007G294970	XP_006286535.1
OG0001609	Om005G180160	XP_006304093.1
OG0001610	Om002G053700, Om004G172500	XP_006286800.1
OG0001611	Om004G137880	XP_006300537.2
OG0001611	Om004G137870	XP_006301452.2, XP_023643859.1, XP_023644037.1, XP_023643892.1
OG0001612	Om002G057420	XP_023642397.1
OG0001612	Om003G090050	XP_023645707.1
OG0001613	Om003G093520	XP_006304578.1
OG0001613	Om002G060570	XP_006299496.1
OG0001614	Om003G095940	XP_006304787.1
OG0001614	Om002G069020	XP_006300186.1
OG0001615	Om002G072780	XP_006295816.1
OG0001615	Om005G181000, Om005G184980	XP_023644680.1
OG0001616	Om002G084190	XP_006298120.1
OG0001617	Om002G087190	XP_006300000.1
OG0001617	Om001G024810	XP_006283576.2
OG0001618	Om003G089510	XP_006307187.2
OG0001618	Om002G056680	XP_006297501.1
OG0001619	Om006G255320	XP_006290839.1
OG0001619	Om008G337000	XP_006293975.1
OG0001620	Om001G001270, Om001G001210, Om001G001160, Om001G001290, Om001G001280, Om001G001170, Om001G001300, Om001G001150	XP_006282484.2
OG0001624	Om005G226870	XP_006300886.1
OG0001624	Om001G033040, Om005G227770	XP_006301404.1
OG0001625	Om008G327730	XP_023640420.1
OG0001625	Om008G327720	XP_023640851.1
OG0001626	Om008G331730, Om001G024570, Om003G093350, Om001G026690	XP_006295443.1
OG0001627	Om004G148280	XP_006304999.1
OG0001629	Om006G273430	XP_023638197.1
OG0001630	Om002G044480, Om002G044470, Om007G280110, Om007G280100	XP_006296207.2, XP_006289200.2, XP_006293974.1
OG0001631	Om005G211770	XP_006300894.1
OG0001633	Om001G009140, Om001G009130	XP_006285231.1, XP_006284790.1, XP_006285984.2, XP_006282510.1
OG0001642	Om001G031720	XP_006285322.1
OG0001643	Om001G033530	XP_023635078.1
OG0001644	Om005G189420	XP_006307589.1
OG0001645	Om006G273540, Om006G273530, Om003G100820, Om003G100810	XP_023638627.1
OG0001646	Om006G272500	XP_006290842.1
OG0001646	Om005G192600	XP_006307212.1
OG0001647	Om007G317750	XP_006285462.1
OG0001647	Om006G271590	XP_006290621.1
OG0001648	Om007G317430	XP_023635217.1
OG0001648	Om006G271360	XP_006291641.1
OG0001649	Om007G316180	XP_006284840.1
OG0001650	Om006G269250	XP_006290963.2
OG0001650	Om007G315230	XP_006283674.2
OG0001651	Om006G250370	XP_006280374.1
OG0001652	Om002G051680	XP_006297548.2
OG0001652	Om004G176210	XP_006289577.1
OG0001653	Om002G052460	XP_023641152.1
OG0001654	Om004G174290	XP_006287591.1
OG0001654	Om002G052600	XP_023642237.1, XP_006297503.1
OG0001655	Om004G171470	XP_006287509.1
OG0001655	Om002G054370	XP_006297404.2
OG0001656	Om002G056110	XP_006298580.1
OG0001657	Om001G019400	XP_006283830.1
OG0001657	Om003G116630	XP_006280607.1
OG0001658	Om003G117030	XP_006280442.1
OG0001658	Om001G018900	XP_023635146.1
OG0001659	Om004G168860, Om004G168870	XP_006289803.1
OG0001659	Om004G168880	XP_006286828.1
OG0001660	Om001G005920	XP_006285192.1
OG0001660	Om008G356450	XP_006280400.1
OG0001661	Om008G352120	XP_006288038.1
OG0001661	Om001G009550	XP_006284090.1
OG0001662	Om001G009750	XP_006284133.1
OG0001662	Om008G352460, Om008G352390	XP_006290008.2
OG0001663	Om008G346530	XP_006288926.1
OG0001663	Om005G205360	XP_006305741.2
OG0001664	Om008G339790	XP_006296411.1
OG0001664	Om008G354750, Om007G290960	XP_023646025.1
OG0001665	Om007G291250	XP_006307098.1, XP_023640808.1
OG0001666	Om001G035390	XP_023634733.1
OG0001666	Om002G084410	XP_006298413.1
OG0001667	Om001G037950	XP_006285964.2
OG0001668	Om001G038350	XP_006283849.1
OG0001669	Om004G153630	XP_006295067.1
OG0001669	Om001G039870	XP_006284584.2
OG0001670	Om004G156260	XP_006294544.1
OG0001671	Om001G014220	XP_023633172.1, XP_006306657.1, XP_023640371.1, XP_023633171.1
OG0001671	Om008G344380	XP_006286977.1
OG0001672	Om007G287990	XP_006305558.1
OG0001672	Om004G173040	XP_006288578.1
OG0001673	Om002G076100	XP_006298759.1
OG0001674	Om003G103270	XP_006283660.1
OG0001674	Om003G103240	XP_006283605.1
OG0001675	Om003G127710	XP_006290283.1
OG0001676	Om008G323260	XP_006294088.1
OG0001677	Om003G123570	XP_006290307.1
OG0001677	Om008G325460	XP_006294325.1
OG0001678	Om003G122620	XP_023637931.1
OG0001678	Om008G326120	XP_006295872.1
OG0001679	Om003G122260	XP_006292641.1
OG0001679	Om008G326460	XP_006293841.1
OG0001681	Om006G229710	XP_006280785.1
OG0001682	Om004G160610	XP_006290096.1
OG0001682	Om005G180340	XP_006305009.1
OG0001683	Om007G277500	XP_006281990.1
OG0001684	Om007G278180	XP_006280788.1
OG0001684	Om005G181740	XP_023645479.1
OG0001685	Om005G181710	XP_006303777.1
OG0001685	Om007G278190	XP_023638596.1
OG0001686	Om007G278380	XP_006294009.1
OG0001686	Om005G181630	XP_006307243.1
OG0001687	Om005G181860	XP_006307517.1
OG0001687	Om007G278640	XP_006294172.1
OG0001688	Om005G183630	XP_006303456.2
OG0001689	Om005G184150	XP_006303580.1
OG0001689	Om007G281210	XP_006296023.1
OG0001690	Om007G281480, Om007G281580	XP_006294509.1
OG0001690	Om005G184350	XP_006305147.1
OG0001691	Om005G184600	XP_006303356.1
OG0001691	Om007G281950	XP_006295008.1
OG0001692	Om007G282070	XP_006295277.1, XP_006305795.1
OG0001693	Om007G283110	XP_023639512.1
OG0001693	Om005G185370	XP_006307675.1
OG0001694	Om007G297610	XP_006286350.1
OG0001694	Om002G044500	XP_006296860.1
OG0001695	Om005G186660	XP_006305180.1
OG0001695	Om002G046260	XP_006298023.1
OG0001696	Om002G047030	XP_023642433.1
OG0001697	Om002G049380	XP_023641501.1
OG0001698	Om008G331230	XP_006295906.1
OG0001698	Om006G251420	XP_023638094.1
OG0001699	Om006G254450	XP_006292273.1
OG0001699	Om008G335740	XP_023639901.1
OG0001700	Om004G132030	XP_023643156.1
OG0001700	Om005G197410	XP_023645760.1
OG0001701	Om005G202490	XP_006303918.1
OG0001701	Om004G136730	XP_006301553.1
OG0001702	Om004G135300	XP_006302726.1
OG0001702	Om005G203630	XP_006305527.2
OG0001703	Om005G204270	XP_006303331.1
OG0001703	Om004G134510, Om004G134520	XP_006302670.1
OG0001704	Om005G205400	XP_006306722.1
OG0001704	Om005G206360	XP_006300351.1
OG0001705	Om004G143510	XP_006306219.1
OG0001705	Om005G207240	XP_006301230.1
OG0001707	Om006G243500, Om001G019970, Om001G019230, Om001G019320	XP_006283325.1
OG0001707	Om007G290330	XP_023645172.1
OG0001708	Om007G294410	XP_006289501.1
OG0001708	Om002G048250	XP_006298830.2
OG0001709	Om006G234880	XP_006280776.1
OG0001709	Om006G263370	XP_006291481.1
OG0001710	Om005G203520	XP_006305440.1
OG0001711	Om002G062790	XP_006299574.1
OG0001711	Om003G100880	XP_006285957.1
OG0001712	Om003G098000	XP_006305579.2
OG0001712	Om002G066430	XP_006298564.1
OG0001713	Om003G097760	XP_006307361.1
OG0001713	Om002G066890	XP_006297544.1
OG0001714	Om002G068390	XP_006297547.1
OG0001714	Om003G096360	XP_006307368.1
OG0001715	Om002G074240	XP_006297170.1
OG0001715	Om002G073870	XP_006299531.1
OG0001717	Om002G072020, Om002G071990	XP_006293312.2
OG0001719	Om001G033670	XP_023641937.1, XP_023641939.1, XP_023641936.1, XP_023642091.1, XP_023641934.1, XP_023641935.1
OG0001721	Om005G192720	XP_023637779.1, XP_006306033.1
OG0001722	Om003G118840	XP_006282198.2
OG0001722	Om003G118820	XP_006282290.1
OG0001724	Om007G281190	XP_006294352.2, XP_023640189.1
OG0001725	Om007G295930	XP_006289884.1
OG0001726	Om006G258270, Om006G267810	XP_023633452.1
OG0001729	Om003G101660	XP_023638847.1
OG0001729	Om003G101630	XP_023638696.1
OG0001730	Om001G022330	XP_006284867.1
OG0001731	Om001G025510	XP_006303912.1
OG0001731	Om001G025490	XP_006283080.1
OG0001732	Om001G025650	XP_006284662.1
OG0001732	Om002G086510	XP_006298682.1
OG0001733	Om001G026390	XP_006286176.1
OG0001733	Om004G155150, Om004G152530, Om004G152500	XP_006293366.1
OG0001734	Om001G027010	XP_023634709.1
OG0001734	Om004G154900, Om004G152250	XP_023640636.1
OG0001735	Om001G031710	XP_006284046.1
OG0001736	Om001G034500	XP_006283971.1
OG0001736	Om002G083880	XP_006299387.1
OG0001737	Om005G224300, Om008G339290, Om005G224160	XP_006295438.1
OG0001737	Om007G291760	XP_006306094.1
OG0001738	Om007G276800	XP_006296123.2, XP_006304263.1
OG0001739	Om011G365610, Om020G374570	XP_006302321.1
OG0001739	Om005G187890	XP_006307657.1
OG0001740	Om005G219000	XP_023644018.1
OG0001740	Om005G188440	XP_006306176.1
OG0001741	Om005G188920	XP_023644701.1
OG0001741	Om006G242680	XP_023642866.1
OG0001742	Om005G218130	XP_023644202.1
OG0001742	Om001G004530	XP_006299071.1
OG0001743	Om005G189990	XP_006305476.1
OG0001743	Om005G222730	XP_006302611.1
OG0001744	Om007G317860	XP_006282744.1
OG0001744	Om006G271810	XP_006291933.1
OG0001745	Om006G271170	XP_006291663.1
OG0001745	Om007G317150	XP_006284302.1
OG0001746	Om001G030190	XP_006292070.1
OG0001746	Om007G316400	XP_006284631.2
OG0001747	Om002G084790	XP_006292974.1
OG0001748	Om007G314610	XP_006291554.1
OG0001748	Om005G213090	XP_006300548.1
OG0001749	Om005G228290	XP_023643653.1
OG0001749	Om007G318200	XP_006282431.1
OG0001750	Om005G226430	XP_006302676.2, XP_006302401.1
OG0001751	Om002G055350	XP_006300109.1
OG0001751	Om004G170240	XP_006288674.1
OG0001752	Om001G015020, Om006G273180	XP_023633848.1
OG0001753	Om002G055940	XP_023642254.1
OG0001753	Om004G169640	XP_006288172.1
OG0001754	Om003G112010	XP_006282261.1
OG0001754	Om007G285960	XP_006283129.1, XP_023634042.1
OG0001755	Om007G286780	XP_006284181.1, XP_006280857.1
OG0001756	Om003G114260	XP_006280943.1
OG0001757	Om003G118050	XP_006280353.1, XP_006283574.1
OG0001758	Om006G241000	XP_006287466.1
OG0001758	Om004G162180	XP_006289217.1
OG0001759	Om006G237060	XP_006281754.1
OG0001760	Om008G362010	XP_006280965.1
OG0001761	Om001G002630	XP_006286146.1
OG0001762	Om008G358630	XP_006280692.1
OG0001763	Om001G005220	XP_023633869.1
OG0001764	Om008G353770	XP_006288602.1
OG0001764	Om001G008640	XP_006282894.2
OG0001766	Om008G347910	XP_006289036.1
OG0001767	Om005G205800	XP_006302494.1
OG0001768	Om007G288330	XP_023644888.1
OG0001769	Om002G084600	XP_006299191.1
OG0001769	Om001G035630	XP_006284948.1
OG0001770	Om006G230950	XP_006281275.1
OG0001770	Om006G259560	XP_006291932.2
OG0001771	Om004G154310	XP_006295418.1
OG0001771	Om001G038770	XP_006282579.1
OG0001772	Om001G041500	XP_023633975.1
OG0001772	Om005G211660	XP_023643406.1
OG0001773	Om003G113680	XP_006280376.1
OG0001773	Om008G340200	XP_006293347.2
OG0001775	Om001G008380	XP_023633998.1
OG0001775	Om008G353980	XP_006287678.1
OG0001776	Om008G357920	XP_023637102.1
OG0001777	Om004G159160	XP_006287033.2
OG0001777	Om007G316940	XP_006283152.1
OG0001778	Om008G319150	XP_006294240.1
OG0001778	Om003G128550	XP_006291142.1
OG0001779	Om003G128300	XP_006292630.1
OG0001779	Om008G319250	XP_023641039.1
OG0001780	Om008G322630	XP_006294970.1
OG0001780	Om003G125530	XP_006291787.1
OG0001781	Om003G124590	XP_006293076.1
OG0001781	Om008G323600	XP_023639862.1
OG0001782	Om003G123090	XP_006290468.1
OG0001782	Om008G325780	XP_006294098.1
OG0001783	Om008G359220	XP_006286561.1
OG0001784	Om006G230840	XP_006281433.1
OG0001784	Om006G259520	XP_006291765.1
OG0001785	Om004G157560	XP_006287569.1
OG0001785	Om005G178240	XP_006307308.1
OG0001786	Om005G178470	XP_006303927.1
OG0001786	Om004G158260	XP_023636465.1
OG0001787	Om004G159150	XP_006288569.1
OG0001787	Om005G179160	XP_006304164.1
OG0001788	Om004G159460	XP_006289329.1
OG0001788	Om005G179440, Om003G116020	XP_006305682.1
OG0001789	Om004G159990, Om004G160000	XP_006288647.1
OG0001790	Om007G280560	XP_006294347.1
OG0001790	Om005G183490	XP_023645254.1
OG0001791	Om007G281060	XP_006293369.1
OG0001792	Om007G281860	XP_006296469.1
OG0001792	Om005G203340, Om005G184540	XP_006306138.1
OG0001793	Om005G184770	XP_006307292.1
OG0001793	Om007G282090	XP_006294046.1
OG0001794	Om005G185160	XP_006304049.2
OG0001794	Om007G282570	XP_006294781.2
OG0001795	Om002G043830	XP_006297400.1
OG0001795	Om007G298910	XP_023637071.1
OG0001796	Om002G044610	XP_006298811.1
OG0001796	Om007G297370	XP_006295715.1, XP_006286604.1
OG0001797	Om007G296780	XP_006287967.1
OG0001797	Om002G045080	XP_006299622.1
OG0001798	Om007G294650, Om005G212940	XP_006290071.1
OG0001799	Om007G293700	XP_006290161.1
OG0001799	Om002G048330	XP_023642229.1
OG0001800	Om002G048990	XP_023642731.1
OG0001800	Om007G295460	XP_023637379.1
OG0001801	Om007G305650	XP_006280540.1
OG0001801	Om002G049720	XP_006297767.1
OG0001802	Om004G157380	XP_006301445.1
OG0001802	Om005G213450	XP_006301323.1, XP_006301665.1
OG0001803	Om008G337160	XP_006295031.1
OG0001803	Om006G255350	XP_006291949.1
OG0001804	Om007G278010	XP_006300906.1
OG0001804	Om005G197040	XP_006305808.1
OG0001805	Om004G132470	XP_006302937.1
OG0001805	Om005G197810	XP_006303354.2
OG0001806	Om004G142690	XP_006300438.1
OG0001806	Om005G198420	XP_006307188.1
OG0001807	Om008G338460, Om008G338470	XP_006295494.2
OG0001807	Om005G201470	XP_023633026.1
OG0001808	Om004G136980	XP_006300921.1
OG0001808	Om005G202440	XP_006306122.1
OG0001809	Om005G208300	XP_006302365.1
