Orthogroup	Odontarrhena_muralis	Erysimum_linariifolium
OG0003210	Om002G059250, Om007G306570, Om002G059220, Om002G059180, Om002G059200, Om002G059190	El005G277240
OG0003211	Om006G273370, Om002G060610	El001G048400, El005G251850
OG0003212	Om002G061520, Om002G061560, Om002G061570	El005G252550, El005G252540
OG0003213	Om002G062000	El002G120520, El005G252910
OG0003214	Om002G064780	El005G255070
OG0003215	Om002G065610	El005G255900
OG0003216	Om003G093560, Om002G085160, Om003G093580, Om003G093540, Om002G085190	El005G276360, El005G276380, El005G276370, El005G276430
OG0003217	Om002G088430	El005G279140
OG0003217	Om001G022680	El003G155470
OG0003218	Om003G093590	El002G138080
OG0003218	Om003G093570	El002G138090
OG0003219	Om003G095760	El002G135920
OG0003219	Om002G069110	El005G259120
OG0003220	Om003G097690	El002G134130
OG0003222	Om006G252540	El001G025880
OG0003222	Om006G252530	El001G025890
OG0003223	Om001G029420	El006G314160, El003G150380
OG0003224	Om006G251110	El001G027230
OG0003225	Om006G250800	El001G027450
OG0003226	Om008G324500	El006G285020
OG0003227	Om005G213510	El004G216010
OG0003230	Om008G362080, Om008G362050, Om008G362140	El007G366320
OG0003231	Om001G005230	El003G165910
OG0003233	Om001G040670	El001G045690, El003G142720
OG0003234	Om007G284290	El006G306160
OG0003235	Om005G192830	El002G096750
OG0003235	Om005G192840	El002G096760
OG0003236	Om005G201240	El002G103610
OG0003239	Om004G159170, Om004G159180	El001G002230
OG0003248	Om004G155000, Om004G152810	El006G317670
OG0003249	Om001G028930	El003G150710
OG0003250	Om001G029300	El003G150430
OG0003251	Om003G101680	El003G173280, El003G173270
OG0003252	Om001G031430, Om001G031440	El003G148910
OG0003253	Om007G292810, Om007G292830	El007G360150
OG0003254	Om008G327260	El006G287240
OG0003254	Om001G006950, Om005G225650	El006G286480
OG0003255	Om007G291900	El002G118250
OG0003255	Om005G188640	El002G093130
OG0003256	Om005G192950	El002G096880
OG0003257	Om007G297790, Om006G269890	El001G043120
OG0003258	Om007G315080	El003G187900
OG0003259	Om005G224900	El004G218360, El004G197920
OG0003259	Om005G224940	El004G197910
OG0003260	Om006G250960	El001G027340, El005G270390
OG0003262	Om003G115380	El007G338940
OG0003263	Om003G116700	El007G337350
OG0003264	Om004G164040	El001G070380
OG0003265	Om004G165000	El001G071200
OG0003266	Om006G237810	El001G056740
OG0003266	Om004G167700	El001G073450
OG0003267	Om004G140210	El004G226410
OG0003267	Om004G167860	El001G073620
OG0003268	Om001G002730, Om001G002720	El003G167660, El003G167730, El003G167720, El003G167710
OG0003269	Om008G353480	El001G006020
OG0003270	Om001G014260	El002G124840, El002G124810, El002G124800
OG0003271	Om007G288320, Om001G000550, Om003G118910	El002G113680
OG0003273	Om007G291300	El006G296330
OG0003274	Om002G083980	El005G274800
OG0003275	Om001G034950	El003G146630
OG0003276	Om002G085150, Om006G260160	El005G276320
OG0003277	Om005G221150, Om002G085620	El005G276670
OG0003278	Om004G156330	El006G321500
OG0003278	Om001G041260	El003G142220
OG0003279	Om001G041270	El003G142210
OG0003280	Om008G338490	El006G295500
OG0003281	Om008G358320	El007G363550
OG0003281	Om008G358380	El007G363610
OG0003282	Om002G077400, Om002G077340	El005G270150
OG0003283	Om003G094490	El003G178620, El003G180760
OG0003284	Om003G103760	El003G176730
OG0003286	Om003G102500	El003G174450
OG0003287	Om003G102230	El003G174150
OG0003287	Om002G070800	El005G261350
OG0003288	Om008G319300	El006G280280
OG0003289	Om008G324380, Om008G324370	El006G284950
OG0003292	Om006G244220	El001G057570
OG0003293	Om006G234310	El007G327220
OG0003294	Om006G232700	El007G325720
OG0003294	Om004G166330	El001G072230
OG0003295	Om006G231440	El007G324370
OG0003296	Om006G229680	El007G322620
OG0003296	Om006G258150	El001G021060
OG0003297	Om006G257850	El001G021210
OG0003297	Om006G229480	El007G322450
OG0003298	Om007G292760	El007G360110
OG0003298	Om005G180990	El002G085820
OG0003299	Om007G279530	El006G299570
OG0003299	Om005G182300	El002G087220
OG0003300	Om007G282080	El006G302900
OG0003301	Om007G285080, Om007G285060	El006G308130, El006G308110
OG0003302	Om001G030590	El006G311830, El003G149440
OG0003303	Om002G042060	El005G234930
OG0003303	Om007G301850	El001G067560
OG0003304	Om002G051180	El005G243870
OG0003305	Om007G297630	El001G064070
OG0003306	Om002G046640	El005G239600
OG0003307	Om002G047110	El005G239990
OG0003308	Om002G050360	El005G242910
OG0003309	Om007G286100, Om008G347750	El007G349210, El003G159410
OG0003310	Om005G198170	El002G101120
OG0003310	Om004G133040	El004G231910
OG0003311	Om005G198300, Om005G198290	El002G101280, El007G358180
OG0003312	Om004G141070	El004G225750
OG0003313	Om004G140830	El004G226000
OG0003314	Om005G200800	El002G103100
OG0003315	Om004G135530	El004G229830
OG0003315	Om005G203390	El002G105550
OG0003316	Om004G133650	El001G045000, El002G107210, El002G107230
OG0003317	Om005G205100	El002G107700
OG0003318	Om007G317980	El002G108610, El002G108600
OG0003319	Om004G145280	El002G110790
OG0003320	Om004G147500	El002G112390
OG0003321	Om001G028740	El003G150870
OG0003322	Om006G244400	El001G057300
OG0003324	Om007G300270	El001G066340
OG0003325	Om007G293440	El001G049040
OG0003326	Om004G169960	El001G075160
OG0003326	Om004G169970	El001G075170
OG0003327	Om004G171220	El001G076510
OG0003328	Om006G238600	El001G056040
OG0003328	Om006G238590, Om006G238580	El001G018970
OG0003329	Om005G211810	El004G218380
OG0003330	Om005G208570	El004G221130
OG0003331	Om004G134380	El004G230800
OG0003332	Om005G201430	El002G103760
OG0003333	Om004G140320	El004G226310
OG0003333	Om005G200050	El002G102580
OG0003334	Om004G132600	El004G232240
OG0003335	Om004G132460	El004G232300
OG0003335	Om005G197770	El002G100810
OG0003336	Om002G057380, Om002G057390	El005G249240
OG0003337	Om002G063700	El005G254040
OG0003337	Om003G100080	El002G131330
OG0003338	Om002G070480	El005G261040
OG0003339	Om003G093230	El002G138400
OG0003339	Om002G060160	El005G251410
OG0003340	Om003G120470	El001G028800
OG0003341	Om003G121490, Om003G121510	El007G357950, El007G357940, El001G029610, El001G029630
OG0003342	Om003G122450, Om008G355340	El001G030300
OG0003343	Om003G127730	El001G034400, El003G187850
OG0003344	Om003G095290	El003G192710, El003G192690, El002G136540, El002G136530
OG0003347	Om006G255140	El001G023680
OG0003350	Om001G028090	El003G151280
OG0003351	Om001G009300	El003G162870
OG0003352	Om007G298520	El001G064800
OG0003360	Om001G029150	El003G150530
OG0003361	Om003G089580	El051G375550
OG0003362	Om001G031580	El003G148830
OG0003364	Om001G033440	El003G147540
OG0003364	Om004G159490	El001G002690
OG0003365	Om001G031390, Om001G031400, Om001G031420	El003G148920
OG0003366	Om007G276460	El003G170010, El006G295910
OG0003367	Om004G140190	El004G194920
OG0003367	Om005G194830	El002G098600
OG0003368	Om006G274340	El001G038000, El007G354790, El007G355260, El007G355020, El001G000920
OG0003369	Om006G273670	El001G038860
OG0003369	Om007G316340	El003G190060, El003G190110, El003G190130
OG0003369	Om001G004520, Om007G316350	El003G190160
OG0003370	Om006G272920	El001G039920
OG0003371	Om006G271110	El001G042520
OG0003372	Om003G119350, Om007G315730	El003G189590
OG0003373	Om005G213610	El003G186260, El004G215720
OG0003374	Om005G215590	El004G211560
OG0003374	Om001G021030	El003G156520
OG0003375	Om007G318140	El003G192610
OG0003376	Om001G016920, Om005G202760	El003G158550
OG0003377	Om006G249850	El007G334840
OG0003379	Om003G117130	El007G336930, El003G157630
OG0003380	Om006G248500	El007G333790
OG0003381	Om001G021990	El003G155880
OG0003382	Om004G165770	El001G071760
OG0003383	Om006G236710	El007G329420
OG0003384	Om001G003030	El003G167200
OG0003385	Om001G006070	El003G165370
OG0003387	Om001G012080	El002G120970, El001G008960
OG0003388	Om007G309940, Om007G309930	El001G047160
OG0003389	Om008G340540	El006G297770
OG0003389	Om007G289230	El002G114710
OG0003390	Om007G290970	El002G116720, El002G116730
OG0003391	Om002G085880, Om001G036650	El003G145500
OG0003392	Om001G039240	El003G143870
OG0003393	Om001G039320	El003G143790
OG0003393	Om004G153870	El006G319740, El006G319770
OG0003394	Om006G243900	El001G058000
OG0003396	Om008G351370, Om008G351360	El001G007660
OG0003397	Om001G003380	El003G167140
OG0003397	Om008G358480	El007G363700
OG0003398	Om003G104770	El003G179280
OG0003400	Om003G103640	El003G176190, El003G176290, El003G176240, El003G176230
OG0003401	Om008G355330	El003G174500
OG0003402	Om002G085790, Om002G085800, Om002G085780, Om002G085810, Om002G085820, Om001G032240, Om005G197950, Om003G101570, Om005G197940	El003G173010
OG0003403	Om003G128710	El001G035240
OG0003403	Om008G318900	El006G279940
OG0003404	Om008G319740	El006G280630
OG0003404	Om008G319750	El006G280640
OG0003406	Om006G273650	El001G039010
OG0003407	Om004G177090	El001G082030
OG0003407	Om002G051230	El005G243930
OG0003408	Om006G259790	El001G019700
OG0003408	Om006G231220	El007G324180
OG0003409	Om006G259490	El001G020040
OG0003410	Om004G158050	El001G000990
OG0003410	Om005G178370	El002G083300
OG0003411	Om004G159970	El001G003050
OG0003412	Om007G279430	El006G299760
OG0003412	Om005G182390	El002G087290
OG0003413	Om007G281380	El006G302090
OG0003414	Om007G282250	El006G303120
OG0003414	Om004G171230	El001G076520
OG0003415	Om002G042540	El005G235410
OG0003416	Om007G298670	El001G065100
OG0003416	Om003G119650, Om002G043940	El005G236850
OG0003417	Om002G047230	El005G240070
OG0003418	Om002G047340	El005G240170, El001G049520
OG0003419	Om002G048710	El005G241390
OG0003419	Om007G295060	El001G061510
OG0003421	Om001G034660	El004G216690
OG0003421	Om008G337200	El006G294390
OG0003422	Om008G335790	El006G293120
OG0003422	Om006G254550	El001G024140
OG0003423	Om008G334960, Om008G334980	El006G292460
OG0003424	Om008G333400	El006G291570
OG0003424	Om006G253960	El001G024900
OG0003425	Om005G196190	El002G099540
OG0003426	Om005G198410	El002G101390
OG0003427	Om005G203080	El002G105280
OG0003427	Om002G052220	El005G244780
OG0003428	Om005G203350	El001G012130
OG0003429	Om005G203370	El002G105530
OG0003430	Om004G144790	El002G109630
OG0003430	Om005G208330	El004G221470
OG0003431	Om004G145330	El002G110280
OG0003432	Om004G147260	El002G112120
OG0003434	Om007G283260	El006G318780
OG0003435	Om004G154540, Om005G178210	El002G083140
OG0003436	Om005G187670	El002G092320
OG0003437	Om002G067280	El007G343160
OG0003437	Om001G002880	El003G148670, El004G230620
OG0003438	Om002G042870	El005G235730
OG0003438	Om007G300500	El001G066520
OG0003439	Om007G296980	El001G063430
OG0003439	Om002G044990	El005G237790
OG0003440	Om007G296410, Om005G202040	El001G062840
OG0003441	Om006G235770	El007G328520, El007G328510
OG0003442	Om006G234920	El001G017570, El001G017600
OG0003443	Om006G260860	El001G018980
OG0003443	Om006G238660	El001G055890
OG0003444	Om008G334660, Om006G263360	El001G017620
OG0003445	Om006G244430	El001G013830
OG0003447	Om004G142950	El004G224100
OG0003448	Om004G131730, Om005G197260	El002G100350
OG0003449	Om002G056670	El005G248630
OG0003450	Om003G090530	El002G140380
OG0003450	Om002G057740	El005G249440
OG0003451	Om002G064430, Om004G145120	El005G254630
OG0003452	Om002G064840	El005G255170
OG0003453	Om002G065060	El005G255330, El005G255340
OG0003454	Om002G081670	El005G272890
OG0003455	Om001G032960	El003G147810, El005G273630
OG0003456	Om003G093800	El002G137880
OG0003457	Om006G252560	El001G025860
OG0003457	Om008G332240	El006G290770
OG0003458	Om003G125470	El007G344080, El001G032230
OG0003459	Om003G090850	El002G140170
OG0003459	Om002G058020	El005G249640
OG0003460	Om001G040150	El002G125260
OG0003462	Om002G075060, Om005G189230, Om005G189220	El002G093610, El002G093600
OG0003463	Om005G196320, Om005G196310, Om005G196330	El002G099690
OG0003464	Om002G048040, Om002G048030, Om002G048020	El005G240720, El005G240710
OG0003465	Om007G292330	El002G118880, El004G212120, El004G212050
OG0003466	Om004G168240, Om004G168230	El001G073940, El001G073950
OG0003467	Om006G250190	El007G335130, El003G144050
OG0003467	Om006G250180	El007G335140, El007G335120
OG0003481	Om002G086920	El005G277810
OG0003481	Om001G025000	El003G153340
OG0003482	Om001G025990, Om002G086120	El005G277170
OG0003483	Om007G287140	El002G130270
OG0003483	Om001G027280	El003G151890
OG0003484	Om001G029290	El003G150440
OG0003485	Om006G233130, Om001G031050	El003G149090
OG0003487	Om005G186770	El002G091490
OG0003488	Om006G259530	El004G205160, El004G205130
OG0003489	Om005G220310	El004G201470
OG0003489	Om005G189160	El002G093520
OG0003490	Om005G189910	El002G094190
OG0003491	Om007G317200, Om007G317130	El003G191540
OG0003492	Om008G355190	El003G185040
OG0003493	Om002G052780, Om005G223250	El005G245210
OG0003494	Om001G008370	El007G345070, El002G098480
OG0003495	Om003G112280	El007G342800
OG0003496	Om003G113990	El007G340720
OG0003498	Om004G164200, Om004G164190	El001G070470
OG0003499	Om004G166510	El001G072390
OG0003499	Om006G232910	El007G325910
OG0003500	Om006G233470	El007G326420
OG0003501	Om004G166950	El001G072750
OG0003501	Om002G067190	El005G257310
OG0003502	Om001G007600	El003G164270, El003G183380
OG0003503	Om001G010540	El003G161530
OG0003504	Om001G012680	El002G122210
OG0003505	Om001G013700	El001G010410
OG0003506	Om008G339560	El006G296320
OG0003506	Om007G291290	El002G117280
OG0003507	Om007G291380	El002G117390
OG0003508	Om002G084300	El005G275150
OG0003509	Om001G035990	El005G276250, El005G276220, El005G276230, El003G145910
OG0003510	Om003G116770	El006G318720
OG0003510	Om001G037930	El003G144870
OG0003511	Om001G027950	El003G186510
OG0003512	Om008G341560	El007G358060
OG0003513	Om002G074850, Om008G355200	El001G004740
OG0003515	Om005G212720, Om005G212670, Om007G302820	El007G366240, El005G271220, El003G169910
OG0003516	Om001G014510	El002G126420
OG0003517	Om003G105180	El003G179740, El003G179730
OG0003519	Om003G103990, Om007G303340	El003G177320
OG0003522	Om008G322600	El006G283370, El002G131890
OG0003523	Om003G121530	El001G029650
OG0003524	Om006G234080	El001G018410, El007G326980
OG0003525	Om006G231980	El007G324940
OG0003526	Om006G260080	El001G019590
OG0003527	Om002G062740	El007G323360, El007G349270
OG0003528	Om007G281820	El006G302530
OG0003528	Om005G184510	El002G089440
OG0003529	Om003G116650	El007G337400
OG0003530	Om007G299010	El001G065360
OG0003531	Om007G294730	El001G061060
OG0003532	Om002G049650	El005G242220
OG0003533	Om008G331950	El004G199700
OG0003534	Om006G252550	El001G025870, El006G290740
OG0003535	Om008G336980	El006G294190, El007G348640
OG0003536	Om005G198140	El002G101140
OG0003537	Om004G140970	El004G225820
OG0003537	Om005G199800	El002G102370
OG0003538	Om005G200830	El002G103190
OG0003539	Om004G143220	El004G223850
OG0003539	Om005G205170	El002G107760
OG0003540	Om004G143430	El002G108490
OG0003540	Om005G207220	El004G222400
OG0003541	Om005G207830	El004G221900
OG0003542	Om005G211430, Om005G188760	El004G218770
OG0003543	Om005G211980	El004G218190
OG0003544	Om008G332550	El007G352480, El007G352430, El007G353270, El007G352510, El003G181370
OG0003545	Om004G154630	El006G306630, El001G049690
OG0003546	Om007G279910	El006G300360
OG0003546	Om005G182930	El002G087790
OG0003547	Om007G297200	El001G063640
OG0003548	Om007G295160	El001G061640, El001G061630
OG0003549	Om002G049290	El005G241900, El007G345420
OG0003550	Om002G049910, Om002G049900	El005G242460
OG0003551	Om006G239340	El001G054820, El001G054990, El001G054900, El001G055020, El001G054950, El001G054830
OG0003552	Om006G263550	El001G017500
OG0003553	Om006G234740	El007G327590
OG0003553	Om006G234760	El004G204620
OG0003554	Om006G258300	El001G020830
OG0003555	Om006G261680	El001G018300
OG0003556	Om005G205540	El002G108100
OG0003557	Om004G140730	El004G226080
OG0003558	Om005G197730	El002G100760
OG0003560	Om003G092350, Om003G092380	El002G139250
OG0003561	Om002G059950, Om002G059930, Om002G059940	El005G251200
OG0003562	Om002G063240, Om002G063230	El005G253640
OG0003564	Om003G095480	El002G136330
OG0003565	Om002G072730	El005G265530, El005G265450
OG0003566	Om002G078000	El002G119870
OG0003567	Om002G086060	El005G277090, El005G277100, El006G312470
OG0003568	Om007G289470	El001G077700
OG0003569	Om003G089520	El002G141360
OG0003572	Om003G102520	El003G174520, El003G174510, El003G174530
OG0003573	Om005G228000	El004G196440
OG0003574	Om007G296550	El001G063100, El001G063090
OG0003575	Om007G294800	El001G061150
OG0003583	Om001G030410	El007G357620, El003G154620
OG0003584	Om001G024470	El003G154180, El003G153460
OG0003585	Om006G251650	El001G026820
OG0003586	Om001G026260	El003G152580, El006G317910
OG0003587	Om003G116620, Om001G014890, Om005G206400	El006G313900
OG0003588	Om003G105560, Om003G105540, Om004G173010	El001G078180
OG0003589	Om001G032230	El003G148340
OG0003590	Om002G083820	El005G274530
OG0003591	Om005G219620, Om005G188730	El004G202710
OG0003592	Om005G222170	El004G199930, El004G199960
OG0003594	Om005G194540	El002G098340
OG0003595	Om006G270500	El001G043680
OG0003596	Om007G315110	El003G187890
OG0003597	Om005G192210	El002G096260
OG0003598	Om002G051510	El005G244210, El005G247230, El005G244360
OG0003599	Om002G054110	El005G246300, El005G246290
OG0003600	Om002G054900	El001G037870, El005G247010
OG0003601	Om007G312910, Om007G307700	El005G248140
OG0003603	Om001G021650	El003G156160
OG0003604	Om001G020730	El003G156650
OG0003605	Om003G127860	El001G034500
OG0003606	Om003G118180	El007G336130
OG0003607	Om004G163040	El001G069590
OG0003608	Om005G185670	El001G044200
OG0003609	Om004G165790	El001G071780
OG0003610	Om006G232760	El007G325770
OG0003611	Om001G002140	El003G168280
OG0003612	Om001G002320	El003G168110
OG0003613	Om007G294430	El001G051290
OG0003614	Om007G317030	El002G113650
OG0003615	Om007G289150	El002G114610, El006G297820
OG0003616	Om001G035230	El003G146430
