Orthogroup	Odontarrhena_muralis	Alyssum_gmelinii
OG0001536	Om003G090860	Ag001G002680
OG0001537	Om003G094070	Ag001G007720
OG0001537	Om002G061210	Ag005G463020
OG0001538	Om002G062610	Ag005G461050
OG0001538	Om003G095130	Ag001G009860
OG0001539	Om001G007730, Om001G007640	Ag005G455640, Ag005G455610, Ag006G566250
OG0001541	Om001G025840	Ag003G262350, Ag003G262030, Ag003G277510
OG0001541	Om003G128290	Ag001G097940
OG0001544	Om003G101460	Ag001G033680
OG0001544	Om003G101450	Ag001G033670
OG0001544	Om006G250200, Om006G250210	Ag008G700110
OG0001544	Om003G101440, Om005G215050	Ag001G033660
OG0001545	Om008G357880	Ag002G103340
OG0001545	Om008G358070	Ag002G103770
OG0001546	Om008G333560, Om008G333570	Ag002G177010, Ag002G176990
OG0001547	Om002G068490	Ag005G432060, Ag005G444920, Ag007G623660, Ag005G444930, Ag005G444910, Ag005G472470
OG0001549	Om002G088380	Ag003G274680, Ag005G403820, Ag005G403890
OG0001550	Om002G054790	Ag005G473200
OG0001550	Om001G026600	Ag006G502250
OG0001551	Om001G027710	Ag003G268670
OG0001552	Om001G028840	Ag003G272480
OG0001553	Om005G221080	Ag004G372180
OG0001553	Om005G189290	Ag004G312310
OG0001554	Om005G190820	Ag004G314460
OG0001554	Om005G223930	Ag004G377870
OG0001555	Om005G192930	Ag004G317720
OG0001555	Om006G273340	Ag008G663730
OG0001556	Om008G336560	Ag002G168490
OG0001556	Om006G272340	Ag008G666790
OG0001557	Om002G051870	Ag005G477640
OG0001558	Om004G172910	Ag006G498110
OG0001558	Om002G053430	Ag005G475420
OG0001559	Om003G107570	Ag001G041420
OG0001560	Om005G199190, Om005G199900	Ag004G329740, Ag004G328200
OG0001561	Om003G113700	Ag008G682160, Ag008G683370
OG0001562	Om003G118300	Ag008G697450
OG0001562	Om004G172250	Ag006G499320
OG0001563	Om006G241030	Ag008G719550
OG0001563	Om004G162330	Ag007G609430
OG0001564	Om008G335730	Ag002G171990
OG0001564	Om008G325320, Om008G325290, Om005G202470	Ag004G334100
OG0001565	Om004G168220	Ag007G600480
OG0001565	Om006G236930	Ag007G592440, Ag008G725460
OG0001566	Om008G358250	Ag002G104090
OG0001566	Om001G003510	Ag006G572130
OG0001567	Om001G013140	Ag006G536350, Ag006G538870
OG0001567	Om001G013120	Ag006G536400, Ag006G538910
OG0001568	Om007G289080	Ag007G582810
OG0001568	Om007G289090	Ag007G582800
OG0001569	Om008G340300	Ag002G160420
OG0001569	Om007G289800	Ag007G582030
OG0001570	Om003G123760	Ag001G090780
OG0001570	Om007G291650	Ag007G579780
OG0001571	Om002G084010	Ag005G415960
OG0001572	Om001G039360	Ag003G292900
OG0001573	Om001G039820	Ag003G293680
OG0001574	Om001G040780	Ag003G295450
OG0001574	Om004G156020	Ag006G521410
OG0001575	Om004G156180	Ag006G520930
OG0001575	Om001G041040	Ag003G295850
OG0001576	Om001G029490	Ag003G278840
OG0001576	Om002G058950	Ag005G466390
OG0001577	Om007G315560	Ag007G648590
OG0001578	Om008G362670	Ag002G123460
OG0001578	Om006G237840	Ag003G224700, Ag008G724130
OG0001579	Om001G000100	Ag006G577750
OG0001581	Om003G128570	Ag001G098160
OG0001581	Om008G319170	Ag002G206130
OG0001582	Om008G324000	Ag002G198660
OG0001583	Om008G326860	Ag002G193430
OG0001583	Om003G121060	Ag001G085640
OG0001584	Om003G120740	Ag001G085050
OG0001584	Om008G327650	Ag002G191780
OG0001585	Om003G120340	Ag001G083940
OG0001585	Om008G327920	Ag002G191010
OG0001586	Om006G240880, Om006G240890	Ag008G719690
OG0001586	Om006G240900	Ag008G719680
OG0001587	Om006G244320	Ag008G713740
OG0001587	Om003G104890	Ag008G713730
OG0001588	Om006G246680	Ag008G707740
OG0001589	Om006G234140	Ag008G729560
OG0001589	Om006G261670	Ag008G690360
OG0001590	Om006G251960	Ag001G078570
OG0001590	Om006G231330	Ag008G733560
OG0001591	Om005G179700	Ag004G299980
OG0001591	Om004G159940	Ag006G510200
OG0001592	Om005G180140	Ag004G300590
OG0001592	Om004G160470, Om004G160460	Ag007G599500, Ag007G599510
OG0001593	Om007G278260	Ag007G588130
OG0001593	Om005G181680	Ag004G302500
OG0001594	Om005G182480	Ag004G303670
OG0001594	Om005G182470	Ag004G303660
OG0001594	Om007G279340	Ag007G589450
OG0001595	Om002G044690	Ag005G487920
OG0001596	Om007G296130	Ag007G628560
OG0001596	Om002G045490	Ag005G486450
OG0001597	Om007G294390	Ag007G634730
OG0001597	Om002G048240	Ag005G482670
OG0001598	Om002G048810	Ag005G481900
OG0001599	Om001G034380	Ag003G285160
OG0001599	Om002G050380	Ag005G479430
OG0001600	Om008G336990	Ag002G167520
OG0001601	Om005G199270	Ag004G328380, Ag004G328340
OG0001601	Om004G141820	Ag003G237290, Ag003G237250
OG0001602	Om005G203860	Ag004G337300
OG0001602	Om005G203850	Ag004G337290
OG0001602	Om004G135040	Ag003G218670
OG0001603	Om005G207310	Ag004G344540
OG0001604	Om004G143680	Ag003G241790
OG0001604	Om005G207450	Ag004G344830
OG0001605	Om004G143720	Ag003G241940
OG0001605	Om005G207530	Ag004G344860
OG0001606	Om004G152170	Ag006G524130
OG0001607	Om005G192070	Ag004G316190
OG0001607	Om005G225600	Ag004G382350
OG0001608	Om005G190190, Om005G190200	Ag004G313620
OG0001609	Om007G294970	Ag007G632100
OG0001609	Om005G180160	Ag004G300610
OG0001610	Om002G053700	Ag005G474840
OG0001610	Om004G172500	Ag006G499040
OG0001611	Om004G137880	Ag003G226840, Ag003G226810
OG0001611	Om004G137870	Ag003G226930
OG0001612	Om002G057420	Ag005G469640
OG0001612	Om003G090050	Ag001G001150
OG0001613	Om003G093520	Ag001G006970
OG0001613	Om002G060570	Ag005G463970
OG0001614	Om003G095940	Ag001G011210, Ag001G011220
OG0001614	Om002G069020	Ag005G444000, Ag005G442780
OG0001615	Om002G072780	Ag005G433970, Ag005G432590
OG0001615	Om005G181000	Ag004G301920
OG0001616	Om002G084190	Ag005G415560
OG0001617	Om001G024810	Ag003G258680
OG0001618	Om003G089510	Ag001G000260
OG0001618	Om002G056680	Ag005G470440
OG0001619	Om006G255320	Ag001G070790
OG0001619	Om008G337000	Ag002G167510
OG0001620	Om001G001270, Om001G001210, Om001G001160, Om001G001290, Om001G001280, Om001G001170, Om001G001300, Om001G001150	Ag006G576210, Ag006G576200, Ag001G027350, Ag006G576290, Ag006G576360, Ag006G576330, Ag006G571350, Ag006G576220, Ag001G001290, Ag006G576270, Ag006G576380, Ag006G576240, Ag006G576230, Ag004G370430, Ag006G520190, Ag001G074560, Ag006G520210, Ag006G517790
OG0001621	Om001G015920	Ag001G075340
OG0001621	Om003G096240	Ag001G012130
OG0001624	Om001G033040, Om005G227770	Ag002G188290
OG0001625	Om008G327730	Ag002G191600, Ag004G339490, Ag002G191610
OG0001625	Om008G327720	Ag002G191260
OG0001626	Om001G024570, Om003G093350, Om001G026690	Ag003G227320, Ag003G227290, Ag003G227530
OG0001627	Om004G148280	Ag003G246280
OG0001628	Om002G083850, Om002G083860	Ag004G308850, Ag004G308840
OG0001628	Om005G194240	Ag004G319830
OG0001628	Om005G194230	Ag004G319820
OG0001629	Om006G273430	Ag008G663580
OG0001630	Om002G044480, Om002G044470	Ag005G488180
OG0001630	Om007G280110, Om007G280100	Ag007G590600
OG0001642	Om001G031720	Ag003G274030
OG0001643	Om001G033530	Ag003G283020
OG0001644	Om005G189420	Ag004G312500
OG0001645	Om003G100820, Om003G100810	Ag001G031810, Ag001G031800
OG0001646	Om006G272500	Ag008G666370
OG0001646	Om005G192600	Ag004G317180
OG0001647	Om007G317750	Ag007G655270
OG0001647	Om006G271590	Ag008G668770
OG0001648	Om007G317430	Ag007G654460
OG0001648	Om006G271360	Ag008G669020
OG0001650	Om006G269250	Ag008G699180
OG0001650	Om007G315230	Ag007G647790
OG0001651	Om006G250370	Ag008G699860
OG0001652	Om002G051680	Ag005G477870
OG0001652	Om004G176210	Ag006G492330
OG0001653	Om002G052460	Ag005G476540
OG0001654	Om004G174290	Ag006G495630
OG0001654	Om002G052600	Ag005G476310
OG0001655	Om004G171470	Ag006G500650
OG0001655	Om002G054370	Ag005G474070
OG0001656	Om002G056110	Ag005G471300
OG0001657	Om003G116630	Ag008G694120
OG0001658	Om003G117030	Ag008G694910
OG0001659	Om004G168860, Om004G168870	Ag006G508420
OG0001659	Om004G168880	Ag006G508280, Ag006G508350, Ag006G508390, Ag006G508370
OG0001660	Om001G005920	Ag006G561170
OG0001661	Om008G352120	Ag002G144120, Ag002G144650
OG0001661	Om001G009550	Ag006G551290
OG0001662	Om001G009750	Ag006G550790
OG0001662	Om008G352460, Om008G352390	Ag002G143570
OG0001663	Om008G346530	Ag002G148810
OG0001663	Om005G205360	Ag004G340710
OG0001664	Om008G339790	Ag002G161170
OG0001664	Om007G290960	Ag007G580680
OG0001665	Om007G291250	Ag007G580400
OG0001666	Om001G035390	Ag003G286820
OG0001666	Om002G084410	Ag005G414340
OG0001667	Om001G037950	Ag003G290900
OG0001668	Om001G038350	Ag003G291670
OG0001669	Om004G153630	Ag006G522520
OG0001669	Om001G039870	Ag003G293970, Ag001G077970
OG0001670	Om001G041140	Ag003G296200
OG0001670	Om004G156260	Ag006G520770
OG0001671	Om008G344380	Ag002G155570, Ag002G149380
OG0001672	Om007G287990	Ag007G584070
OG0001672	Om004G173040	Ag006G497930
OG0001674	Om003G103260	Ag001G037310, Ag001G037270, Ag001G037290
OG0001674	Om003G103270	Ag001G037360
OG0001674	Om003G103240	Ag001G037300, Ag001G037260
OG0001675	Om003G127710	Ag001G096570
OG0001675	Om008G320110	Ag002G204570
OG0001676	Om008G323260	Ag002G199630
OG0001677	Om003G123570	Ag001G090420
OG0001677	Om008G325460	Ag002G196690
OG0001678	Om003G122620	Ag001G088790
OG0001678	Om008G326120	Ag002G195570
OG0001679	Om003G122260	Ag001G088020
OG0001679	Om008G326460	Ag002G194650
OG0001681	Om006G229710	Ag001G099990
OG0001682	Om004G160610	Ag007G599390
OG0001682	Om005G180340	Ag004G300850
OG0001683	Om007G277500	Ag007G587060
OG0001684	Om007G278180	Ag007G588040
OG0001684	Om005G181740	Ag004G302440
OG0001685	Om005G181710	Ag004G302470
OG0001685	Om007G278190	Ag007G588050
OG0001686	Om007G278380	Ag007G588230
OG0001686	Om005G181630	Ag004G302550
OG0001687	Om005G181860	Ag004G302910
OG0001687	Om007G278640	Ag007G588540
OG0001688	Om005G183630	Ag004G305280
OG0001689	Om005G184150	Ag004G305770
OG0001689	Om007G281210	Ag007G592050
OG0001690	Om007G281480, Om007G281580	Ag007G592430
OG0001690	Om005G184350	Ag004G306000
OG0001691	Om005G184600	Ag004G306280
OG0001691	Om007G281950	Ag007G593120
OG0001692	Om005G184740	Ag007G593450, Ag001G016710
OG0001693	Om007G283110	Ag007G594940
OG0001693	Om005G185370	Ag004G307230
OG0001694	Om007G297610	Ag007G624060
OG0001694	Om002G044500	Ag005G488160
OG0001695	Om005G186660	Ag004G308760
OG0001695	Om002G046260	Ag005G485500
OG0001696	Om002G047030	Ag005G484450
OG0001697	Om002G049380	Ag005G481080
OG0001698	Om008G331230	Ag002G184090
OG0001698	Om006G251420	Ag001G079680
OG0001699	Om006G254450	Ag001G072890
OG0001699	Om008G335740	Ag002G171980
OG0001700	Om004G132030	Ag003G211910
OG0001700	Om005G197410	Ag004G325030
OG0001701	Om005G202490	Ag004G334170
OG0001701	Om004G136730	Ag003G222410
OG0001702	Om004G135300	Ag003G219020
OG0001702	Om005G203630	Ag004G336780
OG0001703	Om005G204270	Ag004G338070
OG0001703	Om004G134510, Om004G134520	Ag003G216990
OG0001704	Om005G205400	Ag004G340770
OG0001704	Om005G206360	Ag004G343030
OG0001705	Om004G143510	Ag003G241480
OG0001705	Om005G207240	Ag004G344380
OG0001706	Om004G170840	Ag007G613590
OG0001707	Om006G243500	Ag008G715840
OG0001707	Om001G019970, Om001G019230, Om001G019320	Ag001G052200
OG0001707	Om007G290330	Ag007G581490
OG0001708	Om007G294410	Ag007G634700
OG0001708	Om002G048250	Ag005G482650
OG0001709	Om006G234880	Ag008G728620
OG0001709	Om006G263370	Ag001G055050
OG0001710	Om005G203520	Ag004G336510
OG0001710	Om004G135420	Ag003G219320, Ag003G219330
OG0001711	Om002G062790	Ag005G460900
OG0001711	Om003G100880	Ag001G031890
OG0001712	Om003G098000	Ag001G018820, Ag001G019120
OG0001712	Om002G066430	Ag005G450890
OG0001713	Om003G097760	Ag001G017550
OG0001713	Om002G066890	Ag005G449430
OG0001714	Om002G068390	Ag005G445110
OG0001714	Om003G096360	Ag002G102760, Ag001G012220
OG0001715	Om002G074240	Ag005G428970
OG0001715	Om002G073870	Ag005G430310, Ag005G430650
OG0001717	Om002G072020, Om002G071990	Ag002G144940
OG0001719	Om001G033670	Ag003G283360, Ag003G283340
OG0001721	Om005G192720	Ag004G317300
OG0001722	Om003G118840	Ag008G698790
OG0001722	Om003G118820	Ag008G698680
OG0001723	Om008G354820	Ag004G397920, Ag007G615730, Ag004G397860, Ag004G397890
OG0001724	Om007G281190	Ag007G591990
OG0001725	Om007G295930	Ag007G631160
OG0001726	Om006G250130	Ag008G700370
OG0001727	Om006G249120	Ag008G703700, Ag008G703600, Ag008G703660, Ag008G703730
OG0001730	Om001G022330	Ag003G253820
OG0001730	Om008G333490	Ag002G177190
OG0001731	Om001G025510	Ag003G260590
OG0001731	Om001G025490	Ag003G260520
OG0001732	Om001G025650	Ag003G261020
OG0001732	Om002G086510	Ag005G408690
OG0001733	Om001G026390	Ag003G264260, Ag003G265980
OG0001734	Om001G027010	Ag003G267260
OG0001735	Om001G031710	Ag003G274040
OG0001736	Om001G034500	Ag003G284940
OG0001736	Om002G083880	Ag005G416190
OG0001737	Om005G224300, Om008G339290, Om005G224160	Ag002G162270
OG0001737	Om007G291760	Ag007G579660
OG0001738	Om007G276800	Ag007G578090
OG0001739	Om011G365610, Om020G374570	Ag004G367250
OG0001739	Om005G187890	Ag004G310460, Ag006G552920
OG0001740	Om005G219000	Ag004G368780
OG0001740	Om005G188440	Ag004G311010
OG0001741	Om005G188920	Ag004G311830
OG0001741	Om006G242680	Ag004G369370, Ag004G369320
OG0001742	Om005G218130	Ag004G371790
OG0001742	Om001G004530	Ag006G570030
OG0001743	Om005G189990	Ag004G313300
OG0001743	Om005G222730	Ag004G375130
OG0001744	Om007G317860	Ag007G655530
OG0001744	Om006G271810	Ag008G667980
OG0001745	Om006G271170	Ag008G669680
OG0001745	Om007G317150	Ag007G653630
OG0001746	Om001G030190	Ag003G277640
OG0001746	Om007G316400	Ag007G650330
OG0001747	Om002G052250, Om002G052270	Ag005G476800, Ag005G476780, Ag005G476790
OG0001748	Om007G314610	Ag007G646720
OG0001748	Om005G213090	Ag004G357470
OG0001749	Om005G228290	Ag004G400030
OG0001750	Om004G171530	Ag008G697510, Ag006G551280
OG0001750	Om005G226430	Ag004G386680
OG0001751	Om002G055350	Ag005G472200
OG0001751	Om004G170240	Ag006G504530
OG0001753	Om002G055940	Ag005G471450
OG0001753	Om004G169640	Ag006G505870
OG0001754	Om003G112010	Ag008G677280
OG0001754	Om007G285960	Ag007G598780
OG0001755	Om007G286780	Ag003G231370, Ag007G585470
OG0001756	Om003G114260	Ag008G684760
OG0001757	Om003G118050	Ag008G696650
OG0001758	Om006G241000	Ag008G719580
OG0001758	Om004G162180	Ag007G609630
OG0001759	Om006G237070	Ag008G725140
OG0001760	Om008G362010	Ag002G121300, Ag002G115000
OG0001761	Om008G358970, Om008G358940	Ag002G110270, Ag002G106640
OG0001761	Om001G002630	Ag006G574310
OG0001762	Om008G358630	Ag002G104960
OG0001763	Om001G005220	Ag006G558160
OG0001764	Om008G353770	Ag002G140450
OG0001764	Om001G008640	Ag006G554270
OG0001766	Om008G347910	Ag002G147890
OG0001766	Om001G012050	Ag006G540530
OG0001767	Om005G205800	Ag004G341820
OG0001767	Om001G013410	Ag006G535950
OG0001768	Om007G288330	Ag007G583740
OG0001769	Om002G084600	Ag005G414730
OG0001770	Om006G230950	Ag008G734030
OG0001770	Om006G259560	Ag001G058970
OG0001771	Om004G154310	Ag006G523520
OG0001771	Om001G038770	Ag003G292160
OG0001772	Om001G041500	Ag003G296700
OG0001772	Om005G211660	Ag004G354510
OG0001773	Om003G113680	Ag008G682100, Ag008G682870
OG0001773	Om008G340200	Ag002G160550
OG0001774	Om007G287910	Ag007G584140
OG0001775	Om001G008380	Ag006G555690
OG0001775	Om008G353980	Ag002G139810
OG0001776	Om008G357950	Ag002G103490
OG0001776	Om008G357920	Ag002G103450, Ag002G103410
OG0001777	Om004G159160	Ag006G512740
OG0001777	Om007G316940	Ag007G652780
OG0001778	Om008G319150	Ag002G206160
OG0001778	Om003G128550	Ag001G098140
OG0001779	Om003G128300	Ag001G097950
OG0001779	Om008G319250	Ag002G206060
OG0001780	Om008G322630	Ag002G201040
OG0001780	Om003G125530	Ag001G093150
OG0001781	Om003G124590	Ag001G092150
OG0001781	Om008G323600	Ag002G199150
OG0001782	Om003G123090	Ag001G089590
OG0001782	Om008G325780	Ag002G196130
OG0001783	Om008G359220	Ag003G239290
OG0001783	Om006G242000	Ag008G669340
OG0001784	Om006G230840	Ag008G734120
OG0001784	Om006G259520	Ag001G059160
OG0001785	Om005G178240	Ag004G298050, Ag004G298040
OG0001786	Om005G178470	Ag004G298390
OG0001786	Om004G158260	Ag006G515740
OG0001787	Om004G159150	Ag006G512760
OG0001787	Om005G179160	Ag004G299290
OG0001788	Om004G159460	Ag006G512160
OG0001788	Om005G179440, Om003G116020	Ag004G299670
OG0001789	Om004G159990, Om004G160000	Ag006G510100
OG0001790	Om007G280560	Ag007G591250
OG0001790	Om005G183490	Ag004G305130
OG0001791	Om005G183900	Ag004G305550
OG0001791	Om007G281060	Ag007G591860
OG0001792	Om007G281860	Ag007G592830
OG0001792	Om005G203340, Om005G184540	Ag004G306190
OG0001793	Om005G184770	Ag004G306550
OG0001793	Om007G282090	Ag007G593470
OG0001794	Om005G185160	Ag004G306970
OG0001794	Om007G282570	Ag007G594100
OG0001795	Om002G043830	Ag005G489170
OG0001795	Om007G298910	Ag007G621030
OG0001796	Om007G297370	Ag007G624590
OG0001797	Om002G045080	Ag005G487240
OG0001798	Om007G294650, Om005G212940	Ag007G634010, Ag007G617560
OG0001798	Om002G048320	Ag005G482460, Ag005G482450
OG0001799	Om007G293700	Ag007G636850
OG0001799	Om002G048330	Ag005G482440
OG0001800	Om002G048990	Ag005G481550
OG0001800	Om007G295460	Ag007G630070
OG0001801	Om007G305650	Ag007G642890
OG0001801	Om002G049720	Ag005G480580
OG0001803	Om008G337160	Ag002G167110
OG0001803	Om006G255350	Ag001G070740
OG0001804	Om007G278010	Ag007G587840
OG0001804	Om005G197040	Ag004G324610
OG0001805	Om004G132470	Ag003G212500
OG0001805	Om005G197810	Ag004G325610
OG0001806	Om004G142690	Ag003G239960
OG0001806	Om005G198420	Ag004G326900
OG0001807	Om008G338460, Om008G338470	Ag002G164690
OG0001807	Om005G201470	Ag004G332290
OG0001808	Om004G136980	Ag003G222660
OG0001808	Om005G202440	Ag004G333980
OG0001809	Om005G208300	Ag004G346390
OG0001809	Om004G144770	Ag003G243150
OG0001810	Om004G146130	Ag004G349490
OG0001811	Om005G211370	Ag007G596840
OG0001812	Om005G211590	Ag004G354290
OG0001814	Om004G155870	Ag006G521640
OG0001815	Om002G080770, Om007G295440	Ag007G630380
OG0001815	Om007G295450	Ag007G630370
OG0001816	Om002G047120	Ag005G484350, Ag008G706230
OG0001816	Om007G293510	Ag007G637250
OG0001817	Om004G171380	Ag006G501100
OG0001817	Om002G054530	Ag005G473710
OG0001818	Om006G239080	Ag008G722420
OG0001819	Om006G229570	Ag001G099880
OG0001819	Om006G258020	Ag001G063050
OG0001820	Om006G261480	Ag008G690870
OG0001820	Om006G261450, Om006G261340	Ag008G691000
OG0001821	Om003G094580	Ag001G008650
OG0001821	Om002G061690	Ag005G462350
OG0001822	Om002G069440	Ag005G441860
OG0001822	Om003G095310	Ag001G009980
OG0001823	Om002G088090, Om003G118780	Ag005G403260
OG0001824	Om008G335410	Ag002G172600
OG0001824	Om006G254330	Ag001G073050
OG0001825	Om008G331140	Ag002G183980
OG0001826	Om003G119720	Ag001G082390
OG0001826	Om008G328620	Ag002G189550
OG0001827	Om003G119940	Ag001G083310
OG0001827	Om003G119950	Ag001G083340
OG0001828	Om008G323210	Ag002G199770
OG0001828	Om003G124760	Ag001G092410
OG0001829	Om003G093270, Om003G093280, Om003G092600, Om003G092620, Om007G304510	Ag001G006670
OG0001830	Om003G122150, Om003G122160	Ag001G087930
OG0001830	Om003G122140	Ag001G087790, Ag001G087750
OG0001831	Om008G362720	Ag002G174920, Ag002G123490, Ag004G335270
OG0001832	Om008G338530	Ag002G172720, Ag002G172670, Ag002G174240, Ag002G141910, Ag002G141860, Ag002G164000
OG0001832	Om008G335500, Om008G335450	Ag002G164010
OG0001833	Om001G028080	Ag003G270110
OG0001833	Om001G028070	Ag003G270090
OG0001834	Om008G335330	Ag004G323800
OG0001834	Om008G335300	Ag004G323860, Ag004G323810
OG0001835	Om005G202270	Ag004G333640
OG0001835	Om005G202280	Ag004G333740
OG0001836	Om005G224440	Ag004G378750
OG0001837	Om004G172100, Om006G261930	Ag006G499540, Ag006G499470, Ag006G499480
OG0001837	Om004G172140	Ag006G499640
OG0001837	Om004G172120, Om004G172110	Ag006G499580
OG0001838	Om001G000280	Ag006G577600
OG0001838	Om001G000290	Ag006G577590
OG0001844	Om002G087490	Ag005G404910
OG0001845	Om001G026200	Ag003G265620, Ag003G266430
OG0001845	Om001G026130, Om001G026150, Om001G026160	Ag003G265670, Ag003G266450
OG0001846	Om002G083690	Ag005G416590
OG0001846	Om001G034280	Ag003G285350
OG0001847	Om007G276160	Ag001G101550
OG0001848	Om005G189000	Ag004G311930
OG0001849	Om005G222900	Ag004G375730
OG0001851	Om007G317310	Ag007G654120
OG0001851	Om006G271240	Ag008G669260
OG0001852	Om007G315660	Ag007G648730
OG0001853	Om006G255380, Om007G288500	Ag001G070700
OG0001854	Om005G214450	Ag001G028270, Ag001G028290
OG0001855	Om005G215030	Ag004G361890
OG0001856	Om005G224800	Ag004G379750
OG0001856	Om005G191370	Ag004G315210
OG0001857	Om006G249860	Ag008G701620
OG0001858	Om004G173240	Ag006G497350
OG0001858	Om002G053140	Ag005G475780
OG0001859	Om002G053510	Ag005G475220
OG0001859	Om004G172790	Ag006G498220
OG0001860	Om004G171350	Ag006G501110
OG0001860	Om002G054540	Ag005G473700
OG0001861	Om002G054630	Ag005G473470
OG0001861	Om004G171130	Ag006G501580
OG0001862	Om004G170140	Ag006G504810
OG0001862	Om002G055460	Ag005G472120
OG0001863	Om007G286190	Ag007G586220
OG0001864	Om003G116120	Ag001G057530
