Orthogroup	Odontarrhena_muralis	Cardamine_glauca
OG0002357	Om005G189060	Cg006G235550
OG0002358	Om005G195120	Cg006G231210
OG0002359	Om005G194760	Cg006G231370
OG0002360	Om005G203380	Cg002G074550
OG0002361	Om007G317390	Cg001G041440
OG0002362	Om006G271070	Cg002G070720
OG0002363	Om006G269760	Cg002G068660
OG0002364	Om008G336250	Cg007G264550, Cg007G264610
OG0002364	Om005G214540	Cg007G264560
OG0002365	Om005G215350	Cg007G261530, Cg007G261520, Cg001G034270
OG0002366	Om005G192120	Cg006G233310
OG0002366	Om005G225630	Cg007G247260
OG0002367	Om003G119150	Cg003G103990, Cg001G014350
OG0002368	Om008G328710	Cg005G164950
OG0002368	Om003G119820	Cg002G049460
OG0002369	Om008G329410	Cg005G165470
OG0002370	Om002G051810	Cg004G124930
OG0002371	Om002G052630	Cg004G125510
OG0002371	Om004G174240	Cg008G284250
OG0002372	Om002G054270	Cg004G126750
OG0002372	Om004G171700	Cg008G286190
OG0002373	Om004G169920	Cg008G287590
OG0002373	Om002G055760	Cg004G127900
OG0002374	Om007G299120	Cg001G016210
OG0002375	Om003G112400	Cg003G097800
OG0002376	Om007G286550	Cg001G015250
OG0002376	Om003G113340	Cg003G098850
OG0002377	Om001G020490	Cg001G013270
OG0002377	Om003G115880	Cg003G101390
OG0002378	Om001G019530	Cg001G013600
OG0002378	Om003G116450	Cg003G102040
OG0002379	Om006G249920	Cg001G014620
OG0002380	Om006G232520	Cg003G112820
OG0002380	Om004G166210	Cg008G290320
OG0002381	Om006G233970	Cg003G111460
OG0002382	Om004G168290	Cg008G288630
OG0002382	Om006G236890	Cg003G108980
OG0002383	Om008G359100	Cg008G323140
OG0002383	Om001G002370	Cg001G022320
OG0002384	Om001G005940, Om008G356250	Cg008G320870
OG0002385	Om008G355540	Cg003G079790, Cg003G094230
OG0002385	Om001G006760	Cg001G019940
OG0002386	Om001G009080	Cg001G018500
OG0002387	Om001G037680	Cg001G002950, Cg005G191390
OG0002388	Om001G038210	Cg001G002740
OG0002389	Om001G041870	Cg001G000120
OG0002389	Om008G338820	Cg005G171150
OG0002390	Om008G338930	Cg005G171270
OG0002390	Om007G276750	Cg006G213390
OG0002392	Om001G006770	Cg001G019930
OG0002392	Om008G355490	Cg003G079820, Cg003G094200
OG0002393	Om003G104420	Cg001G030440
OG0002393	Om002G074760	Cg004G142800
OG0002394	Om002G074030	Cg004G142310
OG0002395	Om003G104010	Cg001G029410
OG0002395	Om002G073690	Cg004G142090
OG0002396	Om003G103140	Cg001G027860
OG0002397	Om007G317220	Cg001G041300
OG0002398	Om003G128860	Cg002G043630
OG0002399	Om008G319120	Cg005G157930
OG0002400	Om006G262180	Cg005G159300
OG0002400	Om003G127010	Cg002G045020
OG0002401	Om003G126210	Cg002G045500
OG0002402	Om008G322070	Cg005G160270
OG0002402	Om003G125990	Cg002G045700
OG0002403	Om004G140740	Cg007G274110
OG0002403	Om005G199570	Cg006G227990
OG0002404	Om008G325140	Cg005G162380
OG0002404	Om006G238670	Cg008G303700
OG0002406	Om006G242220	Cg008G300950
OG0002407	Om006G242550, Om006G242540	Cg002G066210
OG0002408	Om006G244830	Cg002G062140, Cg003G108240
OG0002409	Om006G232440, Om006G232450	Cg003G112870
OG0002410	Om006G231030	Cg003G114090
OG0002411	Om004G142100	Cg007G273300
OG0002412	Om005G178120	Cg006G245030
OG0002412	Om004G157830	Cg014G332960, Cg003G076610
OG0002413	Om004G157540	Cg003G076290, Cg014G333290
OG0002413	Om005G178250	Cg006G244850
OG0002414	Om005G180280	Cg006G243030
OG0002414	Om004G160600	Cg003G079090, Cg003G094850
OG0002415	Om005G181220	Cg006G242290
OG0002416	Om007G277950	Cg008G319170
OG0002416	Om005G181380	Cg006G242140
OG0002417	Om007G278870	Cg005G173830
OG0002417	Om005G182110	Cg006G241450
OG0002418	Om007G279890	Cg005G174720
OG0002418	Om005G182920	Cg006G240760
OG0002419	Om005G184250	Cg006G239460
OG0002419	Om007G281360	Cg005G176120
OG0002420	Om007G284190	Cg005G179470
OG0002420	Om007G284180	Cg005G179460
OG0002421	Om007G284530	Cg005G180020
OG0002421	Om005G186210	Cg006G237780
OG0002422	Om003G116490	Cg003G102080
OG0002423	Om002G043450	Cg004G117310
OG0002423	Om007G299650	Cg008G295870
OG0002424	Om007G299190	Cg008G296160
OG0002424	Om002G043710	Cg004G117530
OG0002425	Om002G043760	Cg004G117580
OG0002426	Om002G043810	Cg004G117630
OG0002426	Om007G298940	Cg008G296330
OG0002427	Om002G044570	Cg004G118290
OG0002427	Om007G297420	Cg008G297290
OG0002428	Om002G045550	Cg004G119610
OG0002428	Om007G296080	Cg008G298510
OG0002429	Om005G184690	Cg006G239030
OG0002430	Om002G051040	Cg004G124290
OG0002430	Om002G051020	Cg004G124280
OG0002431	Om006G252060	Cg002G051200
OG0002431	Om008G331860	Cg005G166770
OG0002432	Om008G332010	Cg005G166860
OG0002433	Om005G196700	Cg006G230020
OG0002434	Om005G197650	Cg006G229280
OG0002434	Om004G132260	Cg007G279700
OG0002435	Om004G140870	Cg007G274020
OG0002435	Om005G199790	Cg006G227820
OG0002436	Om005G204160	Cg006G224240
OG0002436	Om004G134750	Cg007G278140
OG0002437	Om005G204660	Cg006G223780
OG0002437	Om004G133980	Cg007G278680
OG0002438	Om005G204760	Cg006G223670
OG0002438	Om004G133620	Cg007G278830
OG0002439	Om004G142960	Cg007G272610
OG0002439	Om005G205030	Cg006G223420
OG0002440	Om003G129420	Cg002G062310, Cg002G043150
OG0002441	Om005G205650	Cg006G222870
OG0002442	Om005G207770	Cg007G270850
OG0002442	Om004G143940	Cg006G222310
OG0002443	Om004G145670	Cg006G220970
OG0002443	Om005G209380	Cg007G269800
OG0002444	Om005G210480	Cg007G268910
OG0002444	Om004G146750	Cg006G220420
OG0002445	Om007G286500	Cg001G015290
OG0002446	Om001G021220	Cg001G012960
OG0002447	Om001G029560	Cg001G007770
OG0002448	Om006G258430	Cg002G056270
OG0002449	Om005G192490	Cg006G232990
OG0002449	Om006G272210	Cg002G072040
OG0002450	Om006G263110	Cg008G308620, Cg008G310320, Cg008G310280, Cg001G027050
OG0002450	Om005G186060	Cg006G237940
OG0002451	Om007G283780	Cg005G179020
OG0002452	Om005G185090	Cg006G238780
OG0002453	Om004G160200	Cg014G330790, Cg003G078750
OG0002453	Om005G179940	Cg006G243280
OG0002454	Om005G179920	Cg006G243290
OG0002454	Om004G160150	Cg003G078720, Cg014G330830
OG0002455	Om007G297470, Om007G297430	Cg008G297280
OG0002455	Om007G297480	Cg008G297250, Cg008G297270
OG0002456	Om007G296270	Cg008G298340
OG0002456	Om007G296180	Cg008G298430
OG0002458	Om006G252900, Om006G252890	Cg004G152160, Cg002G051820
OG0002459	Om006G234910	Cg003G110700
OG0002460	Om004G169360	Cg008G287930
OG0002460	Om006G247760	Cg003G106010
OG0002461	Om006G257400	Cg002G055490, Cg002G055500
OG0002462	Om004G135990	Cg007G277170
OG0002463	Om004G136380	Cg007G276940
OG0002463	Om005G202660	Cg006G225430
OG0002464	Om004G139620	Cg007G274800
OG0002465	Om005G196090	Cg006G230470
OG0002465	Om004G130090	Cg007G281360
OG0002466	Om002G058600	Cg004G129960
OG0002466	Om003G091330	Cg006G195330
OG0002467	Om002G059120	Cg004G130420
OG0002467	Om003G091930	Cg006G195730
OG0002468	Om003G093430	Cg006G196530
OG0002468	Om002G060440	Cg004G131520
OG0002469	Om003G100420	Cg001G025190
OG0002469	Om002G063280	Cg004G133330
OG0002470	Om002G064040	Cg004G133980
OG0002470	Om003G099740	Cg006G201640
OG0002471	Om002G064290	Cg004G134170
OG0002472	Om002G064500	Cg004G134300
OG0002472	Om003G099560	Cg006G201450
OG0002473	Om002G064740	Cg004G134540
OG0002473	Om003G099360	Cg006G201300
OG0002474	Om003G102290	Cg001G026970
OG0002474	Om002G070890	Cg004G139740
OG0002475	Om003G102650	Cg001G027500
OG0002475	Om002G071660	Cg004G140380
OG0002476	Om008G348690	Cg011G329260
OG0002477	Om001G022930, Om002G088190	Cg004G156810, Cg001G011960
OG0002478	Om002G060170	Cg004G131160
OG0002478	Om003G093240	Cg006G196430
OG0002479	Om008G339820	Cg005G171900
OG0002479	Om008G360310, Om008G360830, Om008G360700	Cg008G323960
OG0002480	Om008G329150	Cg005G165220
OG0002482	Om008G362070, Om002G082070, Om002G082080	Cg008G324740, Cg008G324730
OG0002485	Om007G294530	Cg008G306070
OG0002494	Om001G022180	Cg001G012420
OG0002496	Om004G155830	Cg005G193120
OG0002497	Om006G249730	Cg003G104650
OG0002497	Om001G027880	Cg001G009060
OG0002498	Om001G028020	Cg001G008970
OG0002499	Om006G243670	Cg008G302020
OG0002500	Om001G032310	Cg001G006070, Cg004G150810, Cg004G149920
OG0002502	Om008G339020	Cg005G171360
OG0002504	Om005G188200	Cg006G236150
OG0002505	Om005G188870	Cg006G235690
OG0002505	Om005G219760	Cg007G251380
OG0002506	Om005G220560	Cg007G250700
OG0002506	Om005G189200	Cg006G235430
OG0002508	Om006G274070	Cg002G073970
OG0002508	Om005G194000	Cg006G231960
OG0002510	Om005G192470	Cg006G233010
OG0002511	Om006G258800	Cg002G070090, Cg002G069640, Cg002G069630
OG0002512	Om003G124540	Cg002G046550
OG0002512	Om003G090130	Cg006G194660
OG0002513	Om002G053810	Cg004G126380
OG0002513	Om004G172240	Cg008G285820
OG0002514	Om002G054400	Cg004G126860, Cg008G286350
OG0002515	Om002G055180	Cg004G127400
OG0002516	Om007G286760, Om007G286740	Cg001G015060, Cg001G015090
OG0002517	Om001G021280	Cg001G012920
OG0002517	Om003G115090	Cg007G268210, Cg003G100410
OG0002518	Om001G018700	Cg001G014040
OG0002519	Om003G117590	Cg003G102860
OG0002520	Om003G118140	Cg003G103270
OG0002522	Om006G233080	Cg003G112310
OG0002523	Om001G000210	Cg001G023600
OG0002523	Om008G362500	Cg008G324960
OG0002524	Om008G352230	Cg003G081670
OG0002524	Om001G009650	Cg001G018140
OG0002525	Om001G013860	Cg006G209430
OG0002526	Om007G291200	Cg006G215870
OG0002526	Om007G286110	Cg001G015590
OG0002527	Om008G339380	Cg005G171660
OG0002527	Om007G291660	Cg006G215370
OG0002528	Om002G084630	Cg004G154020
OG0002528	Om001G035710	Cg001G003970
OG0002529	Om001G037570, Om009G363220	Cg001G002990
OG0002529	Om004G152030	Cg005G191270
OG0002530	Om001G038400	Cg001G002580
OG0002531	Om001G039580	Cg001G001800
OG0002532	Om001G040450	Cg001G001220
OG0002533	Om001G041720	Cg002G061280
OG0002534	Om008G343760	Cg003G085720, Cg003G085660, Cg003G085750
OG0002535	Om008G352840	Cg003G081900, Cg001G017930
OG0002536	Om001G009040	Cg001G018520
OG0002536	Om008G353500	Cg003G081100
OG0002537	Om008G353650	Cg003G080940
OG0002537	Om005G182210	Cg006G241360
OG0002539	Om003G102700	Cg001G027590
OG0002539	Om003G102710	Cg001G027600
OG0002540	Om003G101390	Cg001G025900
OG0002541	Om008G318620	Cg005G157460
OG0002542	Om008G321170	Cg005G159580
OG0002542	Om003G126750	Cg002G045180
OG0002543	Om008G321630	Cg005G159970
OG0002543	Om003G126150	Cg002G045560
OG0002544	Om008G324390	Cg005G161930
OG0002544	Om003G124160	Cg002G046750
OG0002545	Om008G327780	Cg005G164330
OG0002545	Om003G120490	Cg002G048910
OG0002546	Om001G032320, Om008G327360, Om005G223600, Om005G223580, Om005G223690	Cg006G220340
OG0002547	Om003G120350	Cg002G049070
OG0002547	Om008G327970	Cg005G164500
OG0002548	Om007G278310, Om008G333730	Cg005G167870
OG0002548	Om004G174130	Cg008G284320
OG0002551	Om006G245990	Cg003G107180
OG0002553	Om006G230380	Cg003G114670
OG0002553	Om006G258940	Cg002G056560
OG0002554	Om008G349110, Om006G229790, Om006G229770	Cg003G115200, Cg003G115190
OG0002555	Om004G158540	Cg003G077270, Cg014G332350
OG0002555	Om005G178760	Cg006G244360
OG0002556	Om004G158740	Cg003G077930, Cg014G331730
OG0002556	Om005G178920	Cg006G244180
OG0002557	Om005G183350	Cg006G240290
OG0002558	Om002G081980, Om004G142620	Cg001G014400
OG0002559	Om002G042630	Cg004G116530
OG0002559	Om007G301000	Cg008G294900
OG0002560	Om007G300020	Cg008G295650
OG0002560	Om002G043100	Cg004G117030
OG0002561	Om007G297980	Cg008G296910
OG0002562	Om007G293330	Cg008G307420
OG0002562	Om002G046800	Cg004G120620
OG0002564	Om002G048840, Om002G048850	Cg004G122260
OG0002565	Om006G255810	Cg005G170500
OG0002566	Om008G335590	Cg005G169040
OG0002567	Om005G197230	Cg006G229650
OG0002568	Om004G137960	Cg007G275910
OG0002568	Om005G201600	Cg006G226370
OG0002569	Om004G136990	Cg007G276700
OG0002569	Om005G202460	Cg006G225640
OG0002571	Om004G135920	Cg007G277190
OG0002571	Om005G203100	Cg006G225050
OG0002572	Om005G203930	Cg006G224400
OG0002573	Om005G208210	Cg007G270600
OG0002573	Om004G144750	Cg006G221710
OG0002574	Om004G146730	Cg006G220440
OG0002574	Om005G210500	Cg007G268890
OG0002575	Om005G194880, Om005G194980, Om005G194910, Om005G195000, Om001G025040	Cg006G221560
OG0002577	Om005G185180	Cg006G238700
OG0002578	Om005G183810	Cg006G239860, Cg006G239870
OG0002580	Om007G279840	Cg005G174660
OG0002581	Om007G305570	Cg006G244260
OG0002582	Om008G330130	Cg004G146280, Cg005G165840
OG0002583	Om006G260240	Cg002G057300
OG0002583	Om006G239330	Cg008G304310
OG0002584	Om006G247270	Cg003G106410
OG0002585	Om006G245810	Cg003G107360
OG0002586	Om006G267290	Cg002G061310
OG0002587	Om005G201720	Cg006G226280
OG0002587	Om004G138100	Cg007G276040
OG0002588	Om004G139700	Cg007G274750
OG0002589	Om004G142230	Cg007G273230
OG0002590	Om002G058800	Cg004G130210
OG0002590	Om003G091560	Cg006G195450
OG0002591	Om002G057760	Cg004G129360
OG0002591	Om003G090550	Cg006G194870
OG0002592	Om003G091390	Cg006G195380
OG0002592	Om005G219360, Om002G058660	Cg004G130000
OG0002593	Om003G093810	Cg006G196810
OG0002593	Om002G060860	Cg004G131840
OG0002594	Om003G094080	Cg006G196990
OG0002594	Om002G061220	Cg004G132020
OG0002595	Om002G061900	Cg004G132470
OG0002595	Om003G094740	Cg006G197460
OG0002596	Om002G062960	Cg004G133110
OG0002596	Om003G100750	Cg001G025430
OG0002597	Om002G063790	Cg004G133760
OG0002597	Om003G099940	Cg006G201820
OG0002598	Om002G064590	Cg004G134400
OG0002599	Om002G069870	Cg004G138810, Cg004G138790
OG0002600	Om002G043700	Cg004G117520
OG0002601	Om001G038450	Cg005G187800
OG0002601	Om001G029380	Cg001G007960
OG0002602	Om002G057020	Cg004G128840
OG0002603	Om002G068940, Om001G032110	Cg004G137900
OG0002603	Om003G095950	Cg006G198370
OG0002604	Om007G278920, Om001G026100, Om001G006080, Om007G278910	Cg006G200350, Cg006G200340
OG0002605	Om003G119300	Cg002G049880
OG0002605	Om008G329110	Cg005G165190
OG0002607	Om003G117210, Om003G124640	Cg002G046470
OG0002608	Om001G031230	Cg004G140240
OG0002610	Om001G000970	Cg001G023070
OG0002610	Om008G359690	Cg008G323540
OG0002611	Om008G332990, Om008G332980	Cg005G167400
OG0002612	Om001G029250	Cg001G008120
OG0002614	Om005G192350	Cg006G233090, Cg002G071810
OG0002615	Om005G204320	Cg006G224070
OG0002616	Om007G290040	Cg006G195130
OG0002618	Om006G233830	Cg003G111570, Cg003G111580
OG0002622	Om002G088000	Cg004G156600
OG0002622	Om001G023370	Cg001G011750
OG0002623	Om001G027230	Cg005G190160, Cg001G009490
OG0002624	Om001G029870	Cg001G007540
OG0002625	Om006G269700	Cg040G336990, Cg035G336760, Cg025G336140
OG0002626	Om001G032770	Cg001G005790
OG0002627	Om001G032930	Cg001G005660
OG0002627	Om002G082410	Cg004G152120, Cg004G152130
OG0002628	Om001G033610	Cg001G005250
OG0002629	Om008G339210	Cg005G171540
OG0002629	Om007G291820	Cg006G215190
OG0002630	Om007G277280	Cg006G214160
OG0002631	Om007G276150	Cg001G024370
OG0002632	Om005G218520, Om011G366000	Cg007G254160
OG0002632	Om005G187310	Cg006G236820
OG0002633	Om005G187900	Cg006G236410
OG0002634	Om005G219420	Cg007G251730
OG0002635	Om005G190430	Cg006G234480
OG0002636	Om005G195180	Cg006G231150
OG0002636	Om006G275000	Cg002G074990
OG0002637	Om005G193990	Cg006G231950
OG0002637	Om006G274080	Cg002G073980
OG0002638	Om006G273050	Cg002G073040
OG0002638	Om005G192960	Cg006G232670
OG0002639	Om006G271850	Cg002G071560
OG0002639	Om004G175210	Cg008G283550
OG0002640	Om006G270780	Cg002G069670
OG0002641	Om007G315580	Cg001G039610
OG0002642	Om005G212770	Cg007G267110
OG0002642	Om007G314960	Cg001G038360
OG0002643	Om007G314320	Cg001G036740
OG0002643	Om005G213670, Om008G349440	Cg007G265600
OG0002645	Om006G249620	Cg003G104790
OG0002645	Om001G018010	Cg001G014770
OG0002646	Om004G173350	Cg008G284860
OG0002646	Om002G053090	Cg004G125850
OG0002647	Om003G107520	Cg003G091740
OG0002648	Om003G114570	Cg005G178960, Cg003G100040
OG0002649	Om003G115280	Cg003G100700, Cg003G100680, Cg003G100640
OG0002650	Om003G116030	Cg003G101600
OG0002651	Om003G116250	Cg003G101870
OG0002652	Om006G249410	Cg003G104970
OG0002653	Om004G164630	Cg008G291370
OG0002653	Om006G239790	Cg008G304700
OG0002654	Om004G165250	Cg008G291000
OG0002655	Om004G166030, Om004G166000	Cg008G290480
OG0002655	Om006G232090	Cg003G112980
OG0002656	Om006G232810	Cg003G112520
OG0002656	Om004G166430	Cg008G290090
OG0002657	Om008G360850, Om008G360860	Cg008G323970
OG0002657	Om003G101600	Cg001G026100
OG0002658	Om001G006450	Cg001G020090
OG0002658	Om001G006470, Om007G317650	Cg001G020080
OG0002659	Om001G008860	Cg001G018670
OG0002659	Om008G353580	Cg003G080990
OG0002660	Om008G353270	Cg003G081250
OG0002660	Om001G009240	Cg001G018380
OG0002661	Om008G351450	Cg003G082440
OG0002662	Om001G014200	Cg006G209140
OG0002663	Om007G288370	Cg006G218580
OG0002664	Om001G035050, Om001G035020, Om001G035030	Cg001G004500
OG0002665	Om002G084860	Cg004G154100
OG0002666	Om001G036230, Om002G068270, Om001G036220	Cg001G003670
OG0002667	Om001G036470	Cg001G003580
OG0002667	Om002G085650	Cg004G154550
OG0002668	Om001G037280, Om001G037270	Cg001G003120
OG0002669	Om004G154330	Cg005G191910
OG0002669	Om001G038670, Om001G038640, Om001G038650	Cg001G002440
OG0002670	Om004G155920	Cg005G193240
OG0002670	Om001G040720	Cg001G001050
OG0002672	Om007G315760	Cg001G039980
OG0002673	Om008G343790	Cg003G085790
OG0002673	Om005G195110	Cg006G231220
OG0002675	Om001G006840	Cg001G019890
OG0002675	Om008G355470	Cg003G094180, Cg003G079840
OG0002676	Om003G104840	Cg001G031290
OG0002678	Om003G104450	Cg004G141720
OG0002678	Om003G103880	Cg001G029250
OG0002679	Om002G071590	Cg001G027460, Cg004G140350
OG0002680	Om002G071470	Cg004G140250
OG0002681	Om008G320940	Cg005G159310
OG0002682	Om008G325580	Cg005G162720
OG0002684	Om008G327800	Cg005G164360
OG0002684	Om003G120460	Cg002G048940
OG0002685	Om002G051330	Cg004G124550
OG0002686	Om004G173370	Cg008G284840
OG0002686	Om007G299070	Cg008G296240
OG0002687	Om001G029770	Cg002G062050
OG0002687	Om006G245030	Cg003G108090
OG0002688	Om006G267570	Cg002G061410
OG0002688	Om006G245440	Cg003G107680
OG0002689	Om006G245930, Om006G245950	Cg003G107220
OG0002690	Om006G267000, Om006G245960	Cg003G107200
OG0002691	Om006G261800	Cg002G058340
OG0002691	Om006G234180	Cg003G111260
OG0002692	Om004G157620	Cg003G076390, Cg014G333200
OG0002692	Om005G178060	Cg006G244970
OG0002693	Om004G160520	Cg003G079020, Cg003G094930
OG0002694	Om007G293050	Cg008G320500
OG0002695	Om007G280230	Cg005G175040
OG0002695	Om005G183210	Cg006G240500
OG0002696	Om005G185640	Cg006G238260
OG0002696	Om007G283290	Cg005G178380
OG0002697	Om002G051150	Cg004G124380
OG0002697	Om002G051140	Cg004G124370
OG0002698	Om002G044740	Cg004G118470
OG0002698	Om007G297130	Cg008G297670
OG0002699	Om007G297080	Cg008G297720
OG0002701	Om002G049880	Cg004G123240, Cg008G309700, Cg008G311530
OG0002702	Om006G250810	Cg002G050180
OG0002702	Om008G329930	Cg005G165710
OG0002703	Om002G085030	Cg006G216220
OG0002704	Om008G336140	Cg005G169450
OG0002705	Om006G253600	Cg002G052300
OG0002705	Om008G333280	Cg005G167600
OG0002706	Om004G131710	Cg007G280120
OG0002706	Om005G197250	Cg006G229620
OG0002707	Om004G141160	Cg007G273830
OG0002707	Om005G199470	Cg006G228070
OG0002708	Om004G137980	Cg007G275920
OG0002708	Om005G201610	Cg006G226360
OG0002709	Om004G135410	Cg007G277570
OG0002710	Om005G205410	Cg006G223040
OG0002710	Om005G206380	Cg007G271860
OG0002712	Om005G210530	Cg007G268870, Cg006G220310
OG0002713	Om005G210560	Cg007G268850
OG0002713	Om004G146990	Cg006G220280
OG0002714	Om005G195780	Cg006G230740
OG0002715	Om008G335830, Om006G275190	Cg002G075240
OG0002715	Om005G195500	Cg007G259070, Cg006G230950
OG0002716	Om005G188890	Cg006G235670
OG0002717	Om007G298470	Cg008G296640
OG0002718	Om007G297190	Cg008G297620
OG0002719	Om006G239420	Cg008G304380, Cg008G304370, Cg008G304410
OG0002720	Om006G257880	Cg008G312780
OG0002721	Om006G260380	Cg008G320100, Cg002G057520
OG0002721	Om006G239060	Cg008G304120
OG0002722	Om005G209590	Cg007G269660
OG0002723	Om004G133920	Cg007G278720
OG0002723	Om005G204700	Cg006G223740
OG0002724	Om005G202940	Cg006G225190
OG0002724	Om004G136150	Cg007G277070
OG0002725	Om002G057080	Cg004G128900
OG0002725	Om002G057070	Cg004G128890
OG0002726	Om002G060810	Cg004G131810
OG0002726	Om003G093780	Cg006G196770
OG0002727	Om002G062180	Cg004G132620
OG0002728	Om002G066520	Cg004G135830
OG0002729	Om002G068340	Cg004G137420
OG0002730	Om002G069810	Cg004G138720
OG0002731	Om002G070720	Cg004G139650
OG0002731	Om003G102190	Cg001G026890
OG0002733	Om003G098420	Cg006G200320
OG0002734	Om008G339900	Cg005G172030
OG0002735	Om006G254820	Cg002G053200
OG0002736	Om008G334650	Cg005G168440
OG0002737	Om008G329140	Cg005G165210
OG0002737	Om003G119290	Cg002G049890
OG0002738	Om008G362730, Om004G135450, Om008G362740	Cg008G325200
OG0002739	Om006G259500	Cg002G056900
OG0002739	Om006G230820	Cg003G114270
OG0002740	Om003G123360, Om003G123350	Cg002G047290
OG0002741	Om005G201440	Cg007G268720
OG0002743	Om001G031110	Cg001G006750
OG0002745	Om005G190950, Om005G190960	Cg006G234120
