Orthogroup	Odontarrhena_muralis	Arabidopsis_thaliana
OG0004483	Om005G208020	AT1G70270.2, AT1G23965.1, AT1G23995.1
OG0004488	Om004G161160	AT5G13620.1
OG0004490	Om008G345300, Om004G150060	AT2G12945.1
OG0004492	Om002G082700	AT3G23480.2
OG0004498	Om001G022310	AT4G28270.1
OG0004499	Om001G022820	AT4G28530.1
OG0004500	Om001G023610	AT4G28890.1
OG0004501	Om002G086800, Om001G025270	AT4G29960.1
OG0004502	Om006G249470	AT5G57330.1
OG0004503	Om001G025770	AT4G30240.1
OG0004504	Om001G026280	AT2G23940.1, AT4G30500.1
OG0004505	Om001G026420	AT4G30590.1
OG0004506	Om001G026760	AT4G30770.1
OG0004507	Om003G121850	AT3G58230.1
OG0004508	Om001G028430	AT4G31800.1
OG0004509	Om001G028950	AT4G32150.1
OG0004510	Om001G028970	AT4G32175.1, AT2G25355.1
OG0004511	Om001G030240	AT4G33000.1
OG0004512	Om001G032610	AT4G34380.1
OG0004513	Om001G032780	AT4G34460.1
OG0004514	Om007G276000	AT4G16620.1
OG0004515	Om005G220010	AT1G59890.2
OG0004516	Om005G222880	AT1G61350.1
OG0004517	Om004G130890, Om006G230940	AT1G80740.1
OG0004518	Om001G010870, Om001G010860	AT4G23680.1
OG0004519	Om006G275300	AT2G01540.1
OG0004520	Om004G147380	AT1G25350.2
OG0004521	Om006G272890	AT3G25882.1
OG0004522	Om006G269880	AT3G28140.1
OG0004525	Om005G215240	AT1G65270.1
OG0004526	Om005G191890	AT1G12440.1
OG0004529	Om002G055980	AT3G12280.1
OG0004530	Om006G245690	AT5G59810.1
OG0004531	Om003G118010	AT5G55850.2
OG0004532	Om003G118460	AT5G56200.1
OG0004533	Om006G250350	AT5G56660.1, AT5G56650.1
OG0004534	Om006G250240	AT5G56780.1
OG0004535	Om006G249210, Om006G249220	AT5G57540.1, AT5G57530.1
OG0004536	Om006G248390	AT5G57910.1
OG0004537	Om007G313320	AT5G47890.1
OG0004538	Om004G162130	AT5G12870.1
OG0004539	Om004G162280	AT5G12400.1
OG0004540	Om004G162790	AT5G12050.1
OG0004541	Om004G163080	AT5G11890.1
OG0004542	Om004G164300	AT5G11110.1
OG0004543	Om004G165060	AT5G10650.1
OG0004544	Om004G165700	AT5G10280.1
OG0004545	Om004G167080	AT5G08790.1
OG0004546	Om004G167980	AT5G08080.3
OG0004547	Om004G168850	AT5G07440.1
OG0004548	Om001G002310	AT4G18430.1
OG0004549	Om001G002460	AT4G18510.1
OG0004550	Om001G003530	AT4G19120.1
OG0004551	Om001G009200	AT4G22570.1, AT4G12440.2
OG0004552	Om001G010570	AT4G23530.1
OG0004553	Om001G010550	AT4G23550.1
OG0004554	Om056G377040, Om001G003810, Om001G003710, Om001G011450	AT4G24040.1
OG0004555	Om005G209390	AT3G47170.1
OG0004556	Om004G137530	AT1G36340.1
OG0004557	Om007G287620, Om007G287580	AT1G45201.3
OG0004558	Om007G288390	AT1G28130.1
OG0004559	Om007G288840	AT1G28440.1
OG0004560	Om007G288870	AT1G28490.1
OG0004561	Om007G290210	AT1G29770.1
OG0004562	Om007G290590	AT1G30110.1
OG0004563	Om007G291580	AT1G30840.1
OG0004564	Om001G034710	AT4G35480.1
OG0004565	Om001G034810	AT4G35550.1
OG0004566	Om001G036210	AT4G36470.1
OG0004567	Om001G040060	AT4G39630.1
OG0004568	Om007G313550	AT5G36260.1
OG0004569	Om007G313760	AT5G37020.1
OG0004570	Om007G315680	AT1G09157.1
OG0004571	Om008G339260, Om005G224140, Om005G224250, Om005G224260	AT3G47630.2
OG0004572	Om008G339160	AT2G35120.1
OG0004573	Om008G361850	AT5G47030.1
OG0004574	Om008G338260	AT2G35680.1
OG0004575	Om008G340820	AT2G33730.1
OG0004576	Om004G164310	AT1G66770.1
OG0004577	Om008G350950	AT4G11150.1
OG0004578	Om008G354870	AT4G21490.1
OG0004580	Om008G356070	AT5G44450.2
OG0004581	Om008G359740	AT5G46230.1
OG0004582	Om008G361880	AT5G47050.1
OG0004583	Om001G005030	AT4G12720.4
OG0004584	Om003G104080	AT4G13420.1
OG0004585	Om003G103490	AT4G14080.1
OG0004586	Om002G070460	AT3G22200.2
OG0004588	Om008G322520	AT2G45140.1
OG0004589	Om008G323180	AT2G44620.1
OG0004590	Om008G323190	AT2G44610.1
OG0004591	Om008G323250	AT2G44581.1, AT2G44578.1
OG0004592	Om008G325190	AT2G43430.1
OG0004593	Om004G176000	AT5G02290.1
OG0004594	Om004G174410	AT5G03380.1
OG0004595	Om006G242420	AT5G20680.1
OG0004596	Om006G242800	AT5G20970.1
OG0004597	Om006G243660	AT5G22270.1
OG0004598	Om006G244180	AT5G22740.1
OG0004599	Om006G234550	AT5G63140.1
OG0004600	Om006G233860	AT5G63700.1
OG0004601	Om006G233430	AT5G64100.1
OG0004602	Om006G232880	AT5G64530.1
OG0004604	Om006G231700	AT5G65480.1
OG0004605	Om006G230460	AT5G67160.1
OG0004606	Om006G229800	AT5G66650.1
OG0004607	Om006G257480	AT3G51280.1
OG0004608	Om006G237800	AT4G01710.1, AT5G65274.1
OG0004609	Om004G159550	AT4G02250.1
OG0004610	Om007G278070, Om006G238420	AT5G43390.1, AT5G43400.1
OG0004611	Om007G278690	AT2G33040.1
OG0004612	Om007G280350	AT2G31500.1
OG0004614	Om007G284850	AT2G27260.1
OG0004615	Om007G284570	AT2G27490.1
OG0004616	Om002G042530	AT3G01610.2
OG0004617	Om002G042400	AT3G01740.1, AT5G14290.1
OG0004618	Om007G299060, Om007G301870	AT5G14030.1
OG0004619	Om002G042020	AT3G19330.1
OG0004620	Om002G051130	AT3G08710.1
OG0004621	Om003G124370	AT3G02760.1
OG0004622	Om007G297800	AT5G16790.1
OG0004622	Om002G044370	AT3G02950.1
OG0004624	Om002G048120	AT3G05800.1
OG0004625	Om002G048260	AT3G05930.1
OG0004626	Om002G048410	AT3G06035.1
OG0004627	Om002G048470	AT3G06060.2
OG0004628	Om002G048860	AT3G06330.1
OG0004629	Om002G050100	AT3G07390.1
OG0004630	Om002G050460	AT3G07680.1
OG0004631	Om002G050520, Om008G349950	AT3G07730.1, AT4G01170.1
OG0004632	Om002G050670	AT3G07880.1
OG0004633	Om002G050710	AT3G07910.1
OG0004634	Om008G329530	AT2G40530.1
OG0004635	Om008G330200	AT2G40260.1
OG0004636	Om008G330250	AT2G40230.1
OG0004637	Om008G330580	AT2G40116.1
OG0004638	Om008G331450	AT2G39720.1
OG0004639	Om008G337220	AT2G36360.4
OG0004640	Om008G337140	AT2G36420.1
OG0004641	Om008G336520	AT2G36870.1
OG0004642	Om008G335350	AT2G37590.1
OG0004643	Om008G333350	AT2G38650.1
OG0004644	Om005G196720, Om004G148760	AT1G15880.1
OG0004645	Om005G196820	AT1G15940.1
OG0004646	Om005G199400	AT1G17860.1
OG0004647	Om005G200290	AT1G18570.1
OG0004648	Om005G201950, Om005G201940	AT1G19900.1
OG0004649	Om005G203710	AT1G21460.1
OG0004650	Om005G204350, Om005G204410	AT1G21970.1
OG0004651	Om004G143730	AT1G23350.1
OG0004652	Om004G143950	AT1G23560.1
OG0004653	Om004G143880	AT1G23530.1
OG0004654	Om004G145290	AT1G26840.1
OG0004656	Om007G285710	AT4G24780.1
OG0004658	Om004G171680, Om007G286800	AT4G25730.1
OG0004659	Om004G151630	AT2G25170.3
OG0004660	Om008G353740, Om004G151500, Om006G244740	AT2G24850.1
OG0004661	Om005G192030	AT1G12560.1
OG0004662	Om005G188740	AT1G10220.2
OG0004663	Om005G188430	AT1G09970.2
OG0004664	Om001G022250, Om005G188050	AT1G09770.1
OG0004665	Om005G187700	AT1G09540.1
OG0004666	Om005G187170	AT3G55790.1, AT1G09176.1
OG0004667	Om005G187030	AT1G09020.1
OG0004668	Om005G186540	AT1G08510.1
OG0004669	Om005G185880	AT1G07990.1
OG0004670	Om005G184610	AT1G07110.1
OG0004671	Om005G182020	AT1G04880.1
OG0004672	Om007G301560	AT5G14250.1
OG0004673	Om007G298260	AT5G16470.1
OG0004674	Om007G296500	AT5G17800.1
OG0004675	Om007G296430	AT5G17870.2
OG0004676	Om007G295710	AT5G18520.1
OG0004677	Om007G295590	AT5G18600.1
OG0004678	Om007G294880	AT5G19140.1
OG0004679	Om007G294220	AT5G26920.1
OG0004680	Om007G293360	AT5G27990.1
OG0004681	Om007G303370	AT5G28960.1, AT5G28910.2
OG0004682	Om007G303790, Om007G303800	AT5G49330.1
OG0004683	Om010G364750, Om007G309410	AT2G10930.1, AT5G48500.1
OG0004685	Om004G160970	AT5G13750.1
OG0004686	Om008G357620, Om002G049970	AT5G48030.1
OG0004687	Om003G123830	AT3G59550.1
OG0004688	Om004G170470	AT5G06270.1
OG0004689	Om004G171710	AT5G05340.1
OG0004690	Om004G172890	AT5G04430.2
OG0004691	Om006G240490	AT5G25770.3
OG0004692	Om006G240420	AT5G25620.2
OG0004693	Om006G239910	AT5G25190.1
OG0004694	Om006G237730	AT5G23260.4
OG0004695	Om006G236070, Om001G025030	AT5G61970.1
OG0004696	Om006G235790	AT5G62165.1
OG0004697	Om006G235670	AT5G62280.1
OG0004698	Om006G235600	AT5G62380.1
OG0004699	Om006G235470	AT5G62470.2
OG0004700	Om008G330560, Om006G234960	AT5G62850.1
OG0004701	Om006G257770	AT3G51000.1
OG0004702	Om006G261240, Om006G238270	AT3G48880.1
OG0004703	Om006G262510	AT3G48430.1
OG0004704	Om006G266620	AT2G26975.1
OG0004705	Om002G074510	AT3G24800.1
OG0004706	Om006G268410	AT3G43490.1
OG0004707	Om005G209580	AT1G69295.1
OG0004708	Om005G209430	AT1G69420.1
OG0004709	Om005G208530	AT1G69870.1
OG0004710	Om004G143260	AT1G71960.1
OG0004711	Om004G142890	AT1G72210.1
OG0004712	Om004G136250	AT1G76360.1
OG0004713	Om004G137560, Om004G137570	AT1G75717.1
OG0004714	Om004G138230	AT1G75500.1
OG0004715	Om004G138200, Om004G138190	AT1G26110.1
OG0004716	Om004G147660, Om004G147670, Om004G139370, Om004G139410	AT1G74510.1
OG0004717	Om005G199590	AT1G18070.3
OG0004718	Om004G132220	AT1G79040.1
OG0004719	Om004G131280	AT1G80920.1
OG0004720	Om004G130860	AT1G80670.1
OG0004721	Om004G130520	AT1G80510.1
OG0004722	Om004G130440	AT1G80460.1
OG0004723	Om004G130340	AT1G80380.2
OG0004724	Om004G130330	AT1G80370.1
OG0004725	Om005G196170	AT1G15430.1
OG0004726	Om002G056440	AT3G12660.1
OG0004727	Om002G056710	AT3G12890.1
OG0004728	Om002G057110	AT3G13120.1
OG0004729	Om002G057720	AT3G13480.1
OG0004730	Om002G058540	AT3G13960.1
OG0004731	Om002G060080, Om002G060060	AT3G14920.1
OG0004732	Om002G060200	AT3G15040.1
OG0004733	Om002G060740, Om007G306580, Om007G306610, Om007G306590	AT3G15400.1
OG0004734	Om002G063120	AT3G16770.1
OG0004735	Om002G063920	AT3G17330.1
OG0004736	Om002G065200	AT3G18280.2
OG0004737	Om002G065620	AT3G18600.1
OG0004738	Om002G065960	AT3G18810.1
OG0004739	Om002G066180	AT3G18990.2
OG0004740	Om002G067400	AT3G19930.1
OG0004741	Om002G069530	AT3G21460.1
OG0004742	Om002G070880	AT3G22520.1
OG0004743	Om002G070920	AT3G22550.1
OG0004744	Om002G071800	AT3G23180.1
OG0004745	Om002G072370	AT3G23380.1
OG0004746	Om002G073160	AT3G24160.1
OG0004748	Om004G141040	AT1G73510.1
OG0004749	Om002G057850	AT1G72590.1, AT2G16530.3
OG0004750	Om002G087050	AT2G19480.1
OG0004751	Om002G088140	AT2G20360.1
OG0004752	Om003G089860, Om003G089850	AT1G55850.1
OG0004753	Om003G092240	AT5G41010.1
OG0004754	Om003G096960	AT1G50500.2
OG0004755	Om003G097480	AT1G50060.1, AT1G50050.1
OG0004756	Om003G099320	AT1G48620.1
OG0004757	Om002G072680	AT3G23640.3
OG0004758	Om006G274180	AT2G03120.1
OG0004759	Om006G253670	AT3G54200.1
OG0004760	Om006G257140	AT3G51550.1
OG0004761	Om006G257040	AT3G51600.1
OG0004762	Om003G098050	AT2G26540.1
OG0004763	Om006G251740	AT3G55560.1
OG0004764	Om006G250740	AT3G56180.2
OG0004765	Om003G119530	AT3G56620.1
OG0004766	Om003G119770	AT3G56810.1
OG0004767	Om006G244030, Om003G120510	AT5G52500.1
OG0004768	Om003G120870	AT3G57670.1
OG0004769	Om003G121100	AT3G57870.1
OG0004770	Om003G129090, Om002G072160, Om002G085450	AT5G26110.1
OG0004771	Om003G126440	AT3G61390.2
OG0004772	Om007G276060	AT4G16690.1
OG0004775	Om004G134200	AT1G77830.1
OG0004776	Om005G188040	AT1G09760.1
OG0004779	Om002G083480	AT2G17160.1, AT2G17090.1
OG0004780	Om002G072980, Om002G072950, Om002G072960	AT3G23840.1
OG0004781	Om002G067420	AT3G19950.2
OG0004782	Om002G054850	AT3G11430.1
OG0004783	Om006G235950	AT5G62080.1
OG0004783	Om004G169160	AT5G07230.1
OG0004786	Om006G245170	AT5G60250.1
OG0004801	Om001G022350	AT4G28300.1
OG0004802	Om001G022370	AT4G28310.1, AT1G52270.1
OG0004803	Om001G022520	AT4G32480.1
OG0004804	Om001G022700	AT4G28440.1
OG0004805	Om001G023820	AT4G29100.1
OG0004806	Om001G025630	AT4G30160.2
OG0004807	Om001G026770	AT4G30780.1
OG0004808	Om001G028370	AT4G31780.3
OG0004809	Om001G028490	AT4G31840.1
OG0004810	Om008G334670	AT5G49550.1
OG0004811	Om001G029940	AT4G32860.1
OG0004812	Om001G029760	AT4G32730.2
OG0004813	Om001G030290	AT4G33040.1
OG0004814	Om001G032140	AT4G34150.1
OG0004815	Om001G033160	AT4G34700.1
OG0004817	Om007G276030	AT4G16650.1
OG0004818	Om007G275990	AT4G16610.1
OG0004819	Om007G275720	AT4G16447.1
OG0004821	Om005G187010	AT1G09000.1
OG0004822	Om005G222890	AT1G61360.1
OG0004823	Om005G222960	AT1G61560.1
OG0004824	Om005G225660	AT2G01220.2, AT3G27610.1
OG0004826	Om006G274690	AT2G02230.1
OG0004827	Om006G272780	AT3G26000.1
OG0004828	Om006G272330	AT3G26560.1
OG0004829	Om006G272150	AT3G26700.1
OG0004830	Om007G317350, Om007G317330, Om007G317340	AT5G40670.1
OG0004831	Om006G271210	AT3G27400.2
OG0004833	Om006G269510	AT3G29070.1
OG0004834	Om006G269490	AT3G29090.1
OG0004835	Om006G269380	AT3G29240.1
OG0004838	Om006G268220	AT3G30775.1
OG0004839	Om003G122720	AT3G30841.1, AT4G09520.1
OG0004840	Om005G213540	AT5G43620.1, AT1G66500.1
OG0004841	Om005G226860	AT1G63770.3
OG0004842	Om005G225430	AT1G62960.1
OG0004843	Om005G191430	AT1G12080.2
OG0004844	Om008G328320	AT2G41310.1, AT2G07440.1
OG0004845	Om002G051900	AT3G09370.3
OG0004846	Om002G053180	AT3G10340.1, AT5G04230.2
OG0004847	Om002G053460	AT3G10525.1
OG0004848	Om002G055060	AT3G11580.3
OG0004849	Om002G055960	AT3G12260.1
OG0004850	Om003G112100	AT5G51120.2
OG0004852	Om003G113070	AT5G51890.1
OG0004853	Om003G113500	AT5G52300.1
OG0004854	Om003G114070	AT5G52870.1
OG0004855	Om003G114130	AT5G52900.1
OG0004857	Om003G115460	AT5G53870.1
OG0004858	Om003G116360	AT5G54680.1
OG0004860	Om006G249880	AT5G57000.1
OG0004861	Om005G206970, Om006G248640	AT5G57720.1
OG0004862	Om006G248130	AT5G58070.1
OG0004863	Om004G161510	AT5G13330.1
OG0004864	Om004G161650	AT5G13220.7
OG0004865	Om004G161700	AT5G13180.1
OG0004866	Om004G161730	AT5G13170.1
OG0004867	Om004G163770	AT5G11440.1
OG0004868	Om007G299690	AT5G15550.1
OG0004869	Om004G164370	AT5G11070.1
OG0004870	Om004G165320	AT5G10510.3
OG0004872	Om004G166810	AT5G09430.1
OG0004873	Om001G000410	AT4G17550.1
OG0004874	Om008G360920	AT5G46570.1
OG0004875	Om001G001760	AT4G18170.1
OG0004876	Om008G359830	AT5G46290.3
OG0004877	Om001G002950	AT4G18830.1
OG0004878	Om001G002980	AT4G18880.1
OG0004879	Om001G004130	AT4G19450.1
OG0004880	Om001G005400	AT4G20020.1
OG0004881	Om001G005770	AT4G20270.1
OG0004882	Om001G006230	AT4G20780.1
OG0004883	Om001G006830, Om001G006800	AT4G21120.1
OG0004884	Om001G007260	AT4G21440.1
OG0004885	Om006G241010	AT5G19440.1
OG0004886	Om001G007900	AT4G21760.2
OG0004887	Om001G007960	AT4G21790.1
OG0004888	Om001G009010	AT4G22360.1
OG0004889	Om001G009820	AT4G22950.1
OG0004890	Om001G010670	AT4G23450.2
OG0004891	Om001G011200	AT4G23880.1
OG0004892	Om001G011540	AT4G24080.1
OG0004893	Om001G028980	AT1G44180.1, AT1G44820.1
OG0004894	Om007G287270	AT1G47380.1
OG0004895	Om007G288210	AT1G27950.1
OG0004896	Om007G288450	AT1G28160.1
OG0004897	Om007G288610	AT1G28270.1
OG0004898	Om007G290830	AT1G30270.1
OG0004899	Om004G173490	AT5G04010.1
OG0004900	Om001G036710	AT4G36740.2
OG0004901	Om001G038290	AT4G37520.1, AT4G37530.1
OG0004902	Om001G038630	AT4G37750.1
OG0004903	Om004G153940	AT2G22490.2
OG0004904	Om001G041700	AT4G28090.1
OG0004905	Om008G338980	AT2G35270.1
OG0004906	Om008G354880	AT4G05030.1
OG0004907	Om008G355480	AT4G05410.1
OG0004908	Om008G356710	AT5G44710.1
OG0004910	Om008G359160	AT5G46020.1
OG0004911	Om008G359200, Om002G060020	AT5G46030.1
OG0004912	Om008G361500	AT5G46800.1
OG0004913	Om008G362760	AT5G47620.4
OG0004914	Om008G362190	AT5G47220.1
OG0004915	Om008G362630	AT5G47520.1
OG0004916	Om003G104640	AT3G25120.1
OG0004917	Om003G093910	AT1G52825.1
OG0004918	Om003G102070	AT4G15040.1
OG0004919	Om007G318030	AT5G41240.1, AT5G41220.1, AT5G41210.1
OG0004920	Om006G231090	AT5G67630.1
OG0004920	Om003G123990	AT3G49830.1
OG0004921	Om003G128760	AT3G63000.1
OG0004921	Om008G318790	AT2G47970.1
OG0004922	Om003G128190	AT3G62630.1
OG0004923	Om008G321130	AT2G46230.1, AT1G26530.1
OG0004924	Om008G321230	AT1G14620.1
OG0004925	Om003G126570	AT3G61460.1
OG0004926	Om008G321340	AT2G46000.1
OG0004927	Om008G321580	AT2G45790.1
OG0004928	Om008G321710	AT2G45740.1
OG0004929	Om008G323020	AT2G44740.1
OG0004931	Om008G325670	AT2G43090.1
OG0004932	Om008G325820	AT2G43000.1
OG0004933	Om008G326690	AT2G42430.1
OG0004934	Om008G326950	AT2G42210.2
OG0004936	Om004G175700	AT5G02420.1
OG0004937	Om004G174260	AT5G03510.1
OG0004938	Om008G323310	AT2G44510.1
OG0004939	Om004G173340	AT5G04110.2
OG0004940	Om006G241910	AT5G20190.1
OG0004941	Om006G241530	AT5G19875.1
OG0004942	Om006G242370	AT5G20635.1
OG0004943	Om006G242650	AT5G20890.1
OG0004944	Om006G243280	AT5G21280.1
OG0004945	Om006G243730	AT5G22330.1
OG0004946	Om006G244370	AT5G22890.1
OG0004948	Om006G245430	AT5G60020.1
OG0004949	Om006G246350	AT5G59350.1
OG0004950	Om006G246490	AT5G59030.1
OG0004951	Om006G246880	AT5G52370.1, AT5G58990.1
OG0004952	Om006G234490	AT5G63190.1
OG0004952	Om006G262580	AT3G48390.1
OG0004953	Om008G320800	AT2G46490.1
OG0004954	Om006G234160	AT5G63490.1
OG0004955	Om006G232860	AT5G64550.1
OG0004956	Om006G231940	AT5G65300.1
OG0004958	Om006G231530	AT5G65660.1
OG0004959	Om006G231300	AT5G65790.1
OG0004960	Om006G230880	AT5G67450.1
OG0004961	Om006G230790	AT5G67390.1
OG0004962	Om006G230330	AT5G67070.1
OG0004963	Om006G229860	AT5G66700.1
OG0004964	Om006G257700	AT3G51070.1
OG0004965	Om004G158250	AT4G01100.2
OG0004966	Om007G277430	AT5G44020.1
OG0004967	Om005G181300	AT1G04260.1
OG0004968	Om007G278230	AT2G33450.1
OG0004969	Om007G279590	AT2G32180.1, AT2G32650.1, AT2G27402.1
OG0004970	Om007G281350	AT2G30590.1
OG0004971	Om007G281420	AT2G30540.1
OG0004972	Om007G281770	AT2G30250.1
OG0004973	Om007G282240	AT2G29710.1, AT2G29730.1
OG0004974	Om007G282350	AT2G29590.1
OG0004975	Om007G283530	AT2G28520.1
OG0004976	Om007G284140	AT2G28000.1
OG0004977	Om007G285160	AT2G27020.2
OG0004978	Om007G301920	AT5G13990.1
OG0004980	Om002G051160	AT3G08740.1
OG0004981	Om002G042940	AT5G37610.1, AT3G01280.1
OG0004982	Om002G044190	AT3G02830.1
OG0004983	Om007G297710	AT5G16830.1
OG0004985	Om007G293880	AT5G27720.1
OG0004986	Om007G294510	AT5G26742.2
OG0004987	Om007G294700	AT5G19330.1
OG0004988	Om002G048760	AT3G06260.1
OG0004989	Om003G120260	AT3G57150.1
OG0004990	Om002G049760	AT3G07050.1
OG0004991	Om002G050320	AT3G07565.4
OG0004992	Om002G050730	AT3G07940.1
OG0004993	Om002G051060	AT3G08650.2
OG0004994	Om008G330080	AT2G40330.1
OG0004995	Om008G330820	AT2G39990.1
OG0004996	Om008G331430	AT2G39730.1
OG0004997	Om006G252480	AT3G55030.1
OG0004998	Om008G337940	AT2G35930.1
OG0004999	Om008G337740	AT2G36020.1
OG0005000	Om007G289280	AT1G29070.1
OG0005001	Om008G334690	AT2G37970.1
OG0005002	Om008G334400	AT2G38090.1
OG0005003	Om008G334220, Om008G334230	AT2G38180.1
OG0005006	Om005G197710	AT1G16760.2
OG0005007	Om005G188500	AT1G17450.2
OG0005008	Om005G198850	AT1G17550.1
OG0005009	Om005G199520	AT1G17980.1
OG0005010	Om005G200240	AT1G18520.1
OG0005011	Om005G201050	AT1G19180.1
OG0005012	Om005G201900	AT1G19850.1
OG0005013	Om004G134180	AT1G77840.1
OG0005014	Om005G204570	AT1G22110.1
OG0005015	Om005G205150	AT1G22640.1
OG0005016	Om008G352730	AT1G24147.1
OG0005016	Om004G144710, Om004G144730	AT1G24148.1
OG0005018	Om004G144950	AT1G27150.1
OG0005019	Om004G145200	AT1G26945.1
OG0005020	Om004G146200	AT1G26480.1
OG0005021	Om004G147440	AT1G25280.1
OG0005022	Om004G147650	AT1G24620.1
OG0005023	Om003G116910, Om004G161910	AT1G24360.1
OG0005024	Om005G212460	AT1G67340.1
OG0005025	Om007G285680	AT4G24770.1
OG0005026	Om007G286350	AT4G25410.1
OG0005028	Om004G136880	AT1G76020.1
OG0005029	Om005G193720	AT1G13750.1
OG0005030	Om004G130920	AT1G80710.1
OG0005031	Om005G191800	AT1G12380.1
OG0005032	Om005G191490	AT1G12120.1
OG0005033	Om005G190630	AT5G28237.1
OG0005034	Om005G189240	AT1G10590.3
OG0005035	Om005G188780	AT1G10270.1
OG0005036	Om005G188580	AT1G10095.1
OG0005037	Om005G187080	AT1G09070.1
OG0005038	Om008G339360, Om002G072530	AT3G02270.1, AT4G18300.1, AT2G34970.1
OG0005039	Om005G186090	AT1G08160.1
OG0005040	Om005G186460	AT1G08465.1
OG0005041	Om005G183780	AT1G06320.1
OG0005042	Om005G183690	AT1G06230.1
OG0005043	Om005G183460	AT1G06040.1
OG0005044	Om005G182440	AT1G05190.1
OG0005045	Om005G182330	AT1G05120.2
OG0005047	Om005G178510	AT1G01370.1
OG0005048	Om003G101850, Om008G335000, Om005G178000, Om004G144190	AT1G01670.1
OG0005049	Om004G144170, Om005G178010	AT1G01680.1
OG0005050	Om007G300330	AT5G15120.1
OG0005051	Om004G142440	AT1G72550.1
OG0005052	Om007G298950	AT5G16030.3
OG0005053	Om007G298750, Om007G298780	AT5G16170.1
OG0005054	Om007G298150	AT5G16550.1
OG0005055	Om007G297330	AT5G17230.3
OG0005056	Om007G297250	AT5G17300.1
OG0005057	Om007G296540, Om003G097450	AT5G17760.1
OG0005058	Om007G295990	AT5G18270.1
OG0005059	Om007G295820	AT5G18450.1
OG0005060	Om007G295020	AT5G18930.1
OG0005061	Om007G294830	AT5G19190.1
OG0005062	Om007G294540	AT5G26667.1
OG0005063	Om002G047010	AT3G05040.2
OG0005064	Om007G293370	AT5G27980.1
OG0005065	Om007G303590	AT5G49520.1
OG0005066	Om002G067330	AT5G49010.1
OG0005067	Om007G305830, Om009G362970	AT5G48850.1
OG0005068	Om007G307830, Om007G307840, Om007G307820	AT5G48170.1
OG0005069	Om007G307880	AT5G48230.2
OG0005070	Om006G253530	AT3G54300.1
OG0005072	Om004G172080	AT5G05070.1
OG0005073	Om006G260280	AT3G49490.1
OG0005074	Om006G239070, Om006G239150	AT5G24420.1
OG0005075	Om006G237390	AT5G60850.1
OG0005076	Om006G237310	AT5G60910.1
OG0005077	Om006G236780	AT5G61330.2
OG0005078	Om006G236690	AT5G61420.2
OG0005079	Om006G235690	AT5G62260.1
OG0005080	Om006G247450	AT5G58670.1
OG0005081	Om006G247700	AT5G58470.1
OG0005082	Om006G247870	AT5G58330.1
OG0005083	Om006G247880	AT5G58320.2
OG0005084	Om006G259230	AT3G50070.1
OG0005085	Om006G260310, Om002G079950	AT3G49430.1
OG0005086	Om006G260350	AT3G49390.1
OG0005087	Om006G260580	AT3G49250.1
OG0005088	Om006G261030	AT3G49000.1
OG0005089	Om006G266100, Om008G358200	AT3G47340.1
OG0005090	Om006G242060	AT5G20350.1
OG0005091	Om005G211990	AT1G67750.1
OG0005092	Om005G210830	AT1G68490.1
OG0005093	Om005G210740	AT1G68550.1
OG0005094	Om005G210680	AT1G68570.1
OG0005095	Om001G039270	AT2G01110.1
OG0005096	Om005G210430	AT1G68740.1
OG0005097	Om005G209850	AT1G69050.1
OG0005098	Om005G209010	AT1G69690.1
OG0005099	Om004G143250	AT1G71970.1
OG0005100	Om004G133890	AT1G78110.1
OG0005101	Om004G134130, Om004G134140, Om004G134120	AT1G77885.1
OG0005102	Om001G011440, Om004G164760	AT5G48240.3
OG0005103	Om004G135500	AT1G76880.1
OG0005104	Om004G136300	AT1G76340.1
OG0005105	Om004G136670	AT1G76180.1
OG0005106	Om004G137990	AT1G75390.1
OG0005107	Om004G131750	AT1G79430.2
OG0005108	Om004G130420	AT1G80450.1
OG0005109	Om078G377250, Om004G130310	AT1G80360.1
OG0005110	Om005G195950	AT1G15270.1
OG0005112	Om002G057890	AT3G13600.1
OG0005113	Om002G058000	AT3G13670.1
OG0005114	Om002G058400, Om003G091030	AT3G13870.1
OG0005116	Om002G059440	AT3G14440.1
OG0005117	Om002G060380	AT3G15190.1
OG0005118	Om002G060710	AT3G15390.1
