Orthogroup	Odontarrhena_muralis	Brassica_rapa
OG0001013	Om005G202510	XP_033141064.1, XP_033144908.1, XP_018512093.1
OG0001015	Om005G196870, Om007G286650	XP_009109199.3, XP_009137547.1, XP_009139370.1
OG0001016	Om004G164330	XP_009131193.1, XP_009121994.1, XP_033140349.1
OG0001016	Om006G240010	XP_018510605.1, XP_033128074.1
OG0001017	Om006G231580	XP_009150650.1
OG0001017	Om007G290270	XP_009144293.1
OG0001017	Om004G165290	XP_009131168.1, XP_009125293.1
OG0001018	Om006G238170	XP_033129528.1, XP_033141221.1
OG0001019	Om001G000610	XP_009136859.1
OG0001020	Om001G001040	XP_009131146.1, XP_009136883.1, XP_009108346.1
OG0001020	Om008G361270	XP_009114333.1, XP_009101497.1
OG0001021	Om003G128720	XP_033135541.1, XP_033131242.1, XP_009138699.1
OG0001022	Om008G319700	XP_009133805.1
OG0001022	Om007G300600	XP_033131314.1
OG0001022	Om003G127940	XP_009116902.1
OG0001023	Om008G329680, Om008G329690, Om006G244550, Om004G175290	XP_009120616.2
OG0001025	Om005G184240	XP_009119033.1
OG0001025	Om007G281330	XP_009144283.1
OG0001026	Om002G042950	XP_009125036.2, XP_009134622.2
OG0001026	Om007G300350	XP_009126031.1, XP_009121613.1, XP_009131435.1
OG0001027	Om005G192920	XP_009110595.1, XP_033134916.1
OG0001028	Om008G332050	XP_009141801.1, XP_033148184.1, XP_033148009.1
OG0001028	Om006G252270	XP_009139196.1
OG0001029	Om005G204290	XP_009110163.2, XP_009103275.1, XP_009145387.1
OG0001029	Om004G134460	XP_009128241.1
OG0001030	Om005G201880	XP_033148883.1
OG0001030	Om004G138390	XP_009106211.1, XP_033141536.1
OG0001031	Om005G202080	XP_009149494.2, XP_033133412.1, XP_009103369.1
OG0001031	Om004G137500	XP_009106230.1, XP_009104697.1
OG0001032	Om004G135840	XP_009104665.2, XP_009128186.1
OG0001032	Om005G203240	XP_009149582.1
OG0001033	Om005G211300, Om005G211290, Om005G211310, Om005G211350	XP_009127614.1
OG0001034	Om004G143630	XP_033132096.1
OG0001034	Om005G207300	XP_009127817.2
OG0001035	Om001G001130, Om005G227970, Om005G228070, Om006G251590	XP_009147156.1, XP_033147973.1, XP_009113003.3
OG0001035	Om002G046030, Om002G046020, Om002G046010, Om002G046000	XP_009111890.1, XP_009111889.1
OG0001036	Om004G132870, Om004G132900	XP_009128305.1
OG0001036	Om004G132850	XP_009106586.1
OG0001036	Om004G132860	XP_009106581.1
OG0001037	Om004G131290, Om010G364800	XP_009128380.2, XP_033131643.1
OG0001037	Om002G051910	XP_033143225.1
OG0001038	Om002G057310, Om002G056940, Om002G056930, Om002G056960	XP_033136292.1
OG0001038	Om002G056970	XP_009135274.1, XP_009124697.1
OG0001039	Om003G099660	XP_033146794.1, XP_009147972.1, XP_009107365.1
OG0001039	Om002G064180	XP_009135535.1, XP_009113935.1, XP_033148078.1
OG0001040	Om003G095600	XP_009107171.2, XP_009144891.1
OG0001040	Om002G069240	XP_018512632.1, XP_033142627.1, XP_033137003.1
OG0001041	Om001G026750, Om006G271130, Om005G224060	XP_009149898.1
OG0001041	Om006G264620	XP_009149895.1
OG0001042	Om004G167580	XP_009144904.1
OG0001043	Om003G095340	XP_009144872.2, XP_018515540.2
OG0001043	Om003G095330	XP_009147726.1
OG0001044	Om006G251940	XP_009103956.2, XP_009116237.2, XP_009139167.2
OG0001045	Om004G138940, Om004G138480	XP_033128846.1
OG0001047	Om001G000430	XP_009130760.1
OG0001047	Om008G340350, Om002G043190	XP_018509918.1
OG0001048	Om004G171750	XP_009130864.1
OG0001051	Om002G082920	XP_009112402.1, XP_009136335.1
OG0001051	Om001G033650	XP_033134065.1, XP_009106517.1
OG0001052	Om001G034140, Om001G033870	XP_033132947.1, XP_009108624.1
OG0001053	Om005G218880	XP_009102827.1, XP_009113325.1
OG0001053	Om005G188400	XP_009118289.1
OG0001054	Om005G223880	XP_009105752.1
OG0001054	Om005G223800, Om003G098880, Om005G223870	XP_009105270.1
OG0001055	Om005G206280	XP_033136433.1, XP_033136432.1, XP_033139859.1
OG0001056	Om002G053390	XP_018514567.1, XP_033144753.1
OG0001057	Om001G021190	XP_009143803.1, XP_009137684.1
OG0001057	Om003G115800, Om008G321080	XP_009119949.2, XP_009132452.1
OG0001058	Om001G000030	XP_009108296.1, XP_009144713.1
OG0001058	Om001G035410	XP_009138391.1, XP_009149208.1
OG0001059	Om008G357520	XP_009106096.2, XP_009113878.2, XP_009123622.1
OG0001059	Om001G004750	XP_009137018.1, XP_009133197.1
OG0001060	Om003G103620	XP_009107496.2, XP_009139575.1
OG0001060	Om002G072890	XP_009102577.2, XP_009106322.2, XP_009135865.1
OG0001061	Om002G071530	XP_009145244.1, XP_009108423.1
OG0001061	Om003G102610	XP_033128319.1, XP_018513016.2
OG0001062	Om006G259280	XP_009115685.1
OG0001062	Om006G230770	XP_009101566.2
OG0001063	Om005G212620, Om003G093110	XP_033132500.1, XP_033131800.1, XP_033131807.1, XP_033134074.1
OG0001064	Om008G336220	XP_009143533.1, XP_009141625.1
OG0001064	Om006G254930	XP_009103852.1, XP_009116020.2, XP_033145799.1
OG0001065	Om008G335950	XP_009141638.1, XP_009133130.1, XP_009143522.2
OG0001065	Om006G254630	XP_009139409.1, XP_009103862.1, XP_009116037.2
OG0001066	Om008G335940	XP_009133135.1, XP_009143521.1, XP_009141639.1
OG0001066	Om006G254620	XP_009116038.1
OG0001067	Om004G132270	XP_009106616.2, XP_033140002.1
OG0001067	Om005G197660	XP_033132698.1, XP_033136560.1
OG0001068	Om004G142650	XP_009140544.1, XP_009104860.2, XP_009105896.2, XP_009127928.1
OG0001069	Om004G138890	XP_009106166.1, XP_009104725.1
OG0001069	Om005G201270	XP_009149416.1, XP_009110278.1, XP_009117543.1
OG0001070	Om002G055400	XP_009115330.1, XP_033132492.1
OG0001070	Om002G084080	XP_033131362.1
OG0001071	Om005G194160, Om001G020980	XP_009148694.2, XP_009148695.2
OG0001071	Om005G194150	XP_009110557.1
OG0001072	Om006G261020, Om006G238440	XP_009141778.1
OG0001073	Om007G290400	XP_033134425.1, XP_009105113.1
OG0001075	Om002G061260	XP_033143753.1, XP_009146214.1, XP_033148722.1, XP_009146218.1, XP_009115358.1
OG0001076	Om002G053600, Om002G053620, Om002G053580	XP_009129306.1, XP_033141124.1, XP_033141522.1
OG0001077	Om008G358770	XP_009126364.1
OG0001077	Om001G028910	XP_009128813.2, XP_033139973.1, XP_009128824.1
OG0001084	Om002G088350	XP_033136939.1
OG0001084	Om001G022740	XP_009129591.1, XP_009137789.1, XP_033133070.1
OG0001085	Om002G087420	XP_033136547.1, XP_009102142.1, XP_009117526.1
OG0001085	Om001G024410	XP_009128755.2, XP_009137848.1, XP_009109042.1
OG0001086	Om001G030820	XP_009138188.2, XP_009122672.2, XP_009108801.1
OG0001087	Om001G033000	XP_009110680.1, XP_033132207.1
OG0001087	Om001G033030	XP_033142398.1
OG0001088	Om006G270910, Om006G270920	XP_009151917.2, XP_009129390.1, XP_009151918.1, XP_009111585.1
OG0001089	Om006G270670	XP_009151843.1
OG0001089	Om003G100560	XP_033140773.1, XP_009111607.2, XP_018511998.2
OG0001090	Om006G257890	XP_033137030.1
OG0001091	Om006G261270	XP_009149790.3, XP_009151567.1
OG0001091	Om003G111530	XP_009132682.1
OG0001092	Om006G254090	XP_009125663.1
OG0001092	Om003G117920	XP_009120097.1
OG0001092	Om004G169810	XP_009122299.1
OG0001093	Om006G241070	XP_009126355.1, XP_009120894.1
OG0001093	Om004G162590	XP_009121874.2
OG0001094	Om004G166070	XP_033137440.1, XP_009125331.1
OG0001094	Om006G232040	XP_009130499.1, XP_033136254.1, XP_033134815.1, XP_018515521.1
OG0001095	Om003G104930, Om003G098310	XP_009114146.1, XP_009139655.2, XP_009107667.1
OG0001096	Om003G121440	XP_009104101.2, XP_033145588.1, XP_018510603.2
OG0001096	Om008G327170	XP_009142031.1, XP_018513518.1
OG0001097	Om003G127180, Om003G098920	XP_009117047.1
OG0001098	Om006G260010	XP_009149709.1, XP_009136516.1
OG0001098	Om006G231290	XP_009112200.2, XP_009150670.2, XP_009130528.1
OG0001099	Om005G178490	XP_009119690.1
OG0001099	Om004G158290	XP_009111416.2, XP_009134508.1, XP_009128506.1
OG0001100	Om007G279170	XP_009141212.1
OG0001100	Om005G182670	XP_009119163.1
OG0001101	Om007G301060	XP_009121653.1, XP_033140944.1
OG0001101	Om008G356620	XP_033130223.1
OG0001102	Om002G043570	XP_033139813.1, XP_009147366.1, XP_009134657.1
OG0001102	Om007G299380	XP_009131492.1, XP_009121550.2
OG0001103	Om007G302690	XP_009111892.2
OG0001104	Om002G046780, Om007G293310	XP_009124973.1, XP_009151240.1, XP_009124208.2, XP_009111923.1, XP_009129842.1
OG0001105	Om004G130780	XP_009106732.1, XP_009128404.2, XP_009104472.1
OG0001105	Om005G196580	XP_009117804.1, XP_009149011.1
OG0001106	Om005G197880	XP_009149125.1
OG0001106	Om006G270430	XP_009128314.1, XP_009117738.1, XP_009106601.1
OG0001107	Om005G199420	XP_009117639.1, XP_009149241.1
OG0001108	Om004G139030, Om004G139050, Om004G139020	XP_009128061.2, XP_009104748.1
OG0001108	Om005G200740	XP_009110312.2, XP_009149372.1
OG0001109	Om004G134660	XP_009106410.1, XP_009128231.1
OG0001110	Om005G208460	XP_009105667.1, XP_033141565.1
OG0001110	Om004G144960	XP_033130868.1, XP_009103770.2, XP_009115443.1
OG0001111	Om005G212400	XP_009127555.1, XP_009105119.1, XP_009105285.2
OG0001111	Om006G235930	XP_009113763.1, XP_009109807.1
OG0001112	Om005G201500, Om005G201320	XP_018513688.2, XP_009117317.1
OG0001113	Om004G169750	XP_009122303.1
OG0001114	Om001G014630, Om004G153880	XP_009122225.2, XP_033139346.1, XP_033139117.1, XP_009107904.2, XP_033139260.1, XP_009122908.1, XP_009122909.1
OG0001115	Om004G142580	XP_009127933.1, XP_009105904.2, XP_009104858.1
OG0001115	Om005G198490	XP_033129817.1, XP_009110414.1
OG0001116	Om003G095740	XP_009144895.1
OG0001116	Om002G069120	XP_009145516.1, XP_009109818.1, XP_009135731.1
OG0001117	Om003G101000, Om003G101110	XP_009107853.1, XP_033144775.1
OG0001118	Om003G091610	XP_009107061.1, XP_009147556.1, XP_009101709.1, XP_033129114.1, XP_009147566.1
OG0001119	Om003G094110, Om003G094160	XP_009108559.1, XP_009135907.1, XP_009108556.2, XP_033138838.1
OG0001120	Om001G035460	XP_009109260.1, XP_009138393.1
OG0001121	Om003G116510	XP_009132420.2, XP_009150988.2, XP_033141758.1, XP_009105611.2
OG0001122	Om001G029970, Om005G199250	XP_033139386.1, XP_033128111.1, XP_009149232.2, XP_033139385.1, XP_033128107.1, XP_033128108.1, XP_033139387.1, XP_033128110.1, XP_033130666.1
OG0001124	Om002G086830	XP_009102230.1
OG0001124	Om001G019470	XP_009137637.1, XP_009143066.1
OG0001125	Om007G292200	XP_009114987.1
OG0001125	Om008G338370	XP_009142095.2, XP_009143645.1, XP_009133173.2
OG0001126	Om001G006460	XP_009113303.2, XP_009113300.2, XP_009129206.1, XP_009113399.2
OG0001127	Om005G194820	XP_018510654.1, XP_009148837.2, XP_009110535.1
OG0001127	Om006G274830	XP_033136407.1, XP_009129169.2, XP_009101274.2
OG0001128	Om005G193420	XP_033134932.1, XP_009148651.1
OG0001129	Om006G269590	XP_009151825.1, XP_009129349.1, XP_009151826.1, XP_009129350.1, XP_009151827.1
OG0001130	Om006G268210	XP_009151751.1, XP_009129680.1, XP_009111808.1
OG0001131	Om006G249570	XP_009120250.1
OG0001132	Om004G174860	XP_033137659.1, XP_033145108.1, XP_009125473.2
OG0001132	Om002G052350	XP_009123236.2, XP_009135043.1
OG0001133	Om001G018910, Om001G014980, Om003G117020	XP_009137622.1, XP_009142838.1, XP_009109166.1, XP_009120039.1
OG0001134	Om004G161390	XP_009125912.2, XP_009131335.2, XP_009131337.1, XP_009121765.1, XP_009125911.2
OG0001135	Om006G232510	XP_009130479.1, XP_009112162.1, XP_033128212.1
OG0001135	Om004G166180	XP_009122107.1, XP_009125337.1
OG0001136	Om001G000980	XP_009131115.1, XP_033133181.1, XP_009136879.1
OG0001136	Om008G361480	XP_009101488.1, XP_009114327.1
OG0001137	Om008G358120	XP_033139919.1, XP_009101608.1, XP_009113867.1
OG0001137	Om001G003870	XP_009137004.1, XP_009132702.2
OG0001138	Om001G008770, Om005G215100	XP_009135725.1, XP_009108554.1
OG0001138	Om008G353710	XP_009114585.1
OG0001139	Om007G288230	XP_009109763.1, XP_009113718.1, XP_009102940.2
OG0001140	Om001G035650	XP_009147799.1, XP_009138405.2, XP_009109258.1, XP_033129554.1, XP_033134404.1, XP_009112461.1
OG0001141	Om006G251500, Om006G266990	XP_009149968.1, XP_009150439.1
OG0001142	Om002G070970	XP_009145308.1
OG0001142	Om003G102330	XP_009107804.1, XP_009148136.1, XP_009144702.1, XP_009144350.1
OG0001143	Om008G322550	XP_009142317.1, XP_009133702.2
OG0001143	Om003G125560	XP_009139311.1, XP_009104273.2, XP_009116736.1
OG0001144	Om008G323400	XP_009143026.1
OG0001145	Om002G047570	XP_009147239.1
OG0001146	Om008G327790	XP_009133502.1, XP_018514895.1
OG0001146	Om002G053170	XP_009135103.1
OG0001147	Om005G225200	XP_009113043.1, XP_009112705.1, XP_009123404.1
OG0001148	Om004G166470	XP_009125351.1
OG0001149	Om006G257580	XP_009149246.1, XP_009136601.1, XP_009115794.2
OG0001149	Om006G229310	XP_009130564.1, XP_009103537.1
OG0001150	Om007G298860	XP_009131520.2, XP_033138818.1
OG0001150	Om002G043860	XP_009118329.1, XP_009147335.1, XP_009134683.1
OG0001151	Om002G049430	XP_009134924.2, XP_009147133.1
OG0001151	Om007G303840	XP_009129773.2, XP_033129739.1, XP_009111872.2
OG0001152	Om006G250520	XP_009116333.1, XP_033146521.1
OG0001152	Om008G329540	XP_009141911.1, XP_009142696.1
OG0001153	Om008G337320	XP_033143080.1, XP_009143596.1
OG0001154	Om004G137780	XP_009106179.1, XP_009128085.2, XP_009104714.1
OG0001154	Om005G201420	XP_009117538.2, XP_009149433.1
OG0001155	Om004G136870	XP_009104689.3, XP_009128148.1
OG0001155	Om005G202350	XP_009110236.1, XP_018515393.1
OG0001156	Om004G143890	XP_009115513.2, XP_009110097.1
OG0001156	Om005G207750	XP_009127796.1, XP_009105707.1
OG0001157	Om005G190350, Om005G190370, Om005G190400, Om005G190380	XP_033128948.1
OG0001157	Om005G190210	XP_009148463.1
OG0001158	Om005G207150	XP_009105745.1, XP_009127825.1
OG0001158	Om004G143390	XP_009115558.1, XP_009103190.1
OG0001159	Om004G135720	XP_033131608.1, XP_009106331.1
OG0001159	Om004G135760, Om004G135740	XP_033141467.1, XP_009106330.1
OG0001160	Om003G090340	XP_009103723.2
OG0001160	Om002G057670	XP_009146491.1
OG0001161	Om002G069190	XP_009109756.2, XP_009145509.1
OG0001161	Om003G095640	XP_009107173.1, XP_009147757.1, XP_009144893.1
OG0001163	Om008G323540	XP_009143018.1
OG0001164	Om006G235230, Om006G235270	XP_018512024.2
OG0001165	Om004G163820, Om004G163810	XP_009131201.1
OG0001169	Om003G115820	XP_009119948.1, XP_009132451.1, XP_009119951.1
OG0001170	Om002G047380, Om002G047370	XP_009111753.3, XP_009111756.1, XP_033144882.1
OG0001170	Om007G293670	XP_009129866.1
OG0001171	Om005G221900	XP_009113156.1, XP_009104198.1
OG0001171	Om005G189750	XP_009148437.1
OG0001172	Om006G273870	XP_009152169.1
OG0001172	Om005G193820	XP_018514957.1
OG0001173	Om001G018260	XP_009139916.1
OG0001173	Om005G228160	XP_009112889.1
OG0001174	Om002G053840	XP_033142266.1, XP_009122650.1
OG0001175	Om003G118430	XP_009132330.1, XP_009120133.1
OG0001176	Om006G231760	XP_009112184.1, XP_009150631.1
OG0001176	Om004G165430	XP_009131159.1, XP_009125300.1
OG0001177	Om004G168130, Om004G168100	XP_033146260.1, XP_009125712.2
OG0001178	Om004G168330	XP_009125702.1, XP_009122400.2
OG0001178	Om006G236820, Om006G236830, Om006G236840	XP_009136459.1, XP_009136458.2
OG0001179	Om001G002710	XP_033129042.1
OG0001179	Om002G074090	XP_033144188.1
OG0001180	Om001G004420	XP_009108431.1, XP_009132958.1
OG0001180	Om008G357690	XP_009128764.1, XP_009101616.1
OG0001181	Om001G007890	XP_033148024.1, XP_009108529.2, XP_009137213.2
OG0001181	Om008G354480	XP_009114536.1
OG0001182	Om008G340520	XP_009141359.2, XP_009132974.1, XP_009143809.2, XP_009143811.2
OG0001182	Om007G289260	XP_009102887.1, XP_009123178.1
OG0001183	Om001G035210	XP_009109275.3
OG0001183	Om002G084370	XP_009112445.1, XP_009150775.1, XP_033131361.1
OG0001184	Om003G127310	XP_009138746.1, XP_009116848.2
OG0001184	Om008G320610	XP_009142625.1, XP_009133785.1, XP_009142429.1
OG0001185	Om003G126820	XP_009116830.1, XP_009104332.1
OG0001185	Om008G321040	XP_009142662.1
OG0001186	Om003G123550, Om003G123540	XP_033130959.1
OG0001187	Om007G279310	XP_033147675.1, XP_009133158.1
OG0001187	Om005G182570	XP_009111056.1, XP_009118601.1
OG0001188	Om004G170230	XP_009122253.1
OG0001189	Om002G042490	XP_009147448.1, XP_009134597.1
OG0001189	Om007G301350	XP_033142251.1, XP_009121662.1, XP_009125973.1
OG0001190	Om002G045600	XP_009102089.2, XP_009130401.1
OG0001191	Om007G293620	XP_009151205.1, XP_009129863.1
OG0001191	Om002G047290	XP_009147261.1, XP_009134816.1
OG0001192	Om003G100360	XP_033144768.1, XP_009107883.2, XP_009146474.1
OG0001193	Om006G251660	XP_009139148.2, XP_009116262.1
OG0001193	Om008G331060	XP_009141837.2, XP_009143283.2, XP_009133384.1
OG0001194	Om006G251130	XP_009116286.1
OG0001194	Om006G251160	XP_009139611.1
OG0001194	Om002G050930	XP_009123935.1, XP_009147001.1
OG0001195	Om005G198660	XP_033132687.1, XP_033129814.1
OG0001196	Om004G138870	XP_009106164.3, XP_009128073.1
OG0001196	Om005G201250	XP_009117548.1
OG0001197	Om006G253160	XP_009116134.1
OG0001197	Om006G253170	XP_009139232.1
OG0001198	Om007G294050	XP_009129885.1, XP_033135104.1, XP_033135107.1, XP_009111773.1, XP_033129709.1
OG0001200	Om006G241520	XP_009126397.1
OG0001200	Om003G090720	XP_009106893.1
OG0001201	Om006G238190	XP_009141677.1, XP_009150896.1
OG0001201	Om006G261620	XP_009149800.1, XP_009150178.1
OG0001202	Om006G259060	XP_009115694.1
OG0001202	Om006G260190	XP_009152196.1, XP_018515359.1
OG0001203	Om003G119970	XP_033130038.1, NP_001288883.1, NP_001288810.1, XP_009132305.2
OG0001204	Om003G101670	XP_009136686.1, XP_009147444.1
OG0001205	Om002G060410	XP_033137861.1, XP_009135432.1, XP_009146278.1
OG0001207	Om003G100370	XP_009146462.1, XP_009136743.2
OG0001207	Om002G063290	XP_009114215.1, XP_009135504.3, XP_009146054.1
OG0001208	Om002G065980	XP_018514731.1
OG0001209	Om003G098060	XP_009107288.2
OG0001209	Om002G066390	XP_009145826.1, XP_009135614.1, XP_009112142.2
OG0001211	Om003G090480, Om008G342180	XP_033132562.1
OG0001218	Om002G046860	XP_033147786.1, XP_033147778.1
OG0001218	Om004G150760	XP_009147276.1
OG0001219	Om003G118330	XP_009110847.1, XP_033131696.1
OG0001220	Om006G244160, Om006G244150	XP_009120641.1
OG0001222	Om001G027470	XP_009137995.1, XP_033132369.1, XP_009127195.1
OG0001222	Om004G153200, Om018G373910	XP_009117138.1, XP_009140541.2
OG0001223	Om002G082000	XP_033132019.1, XP_033144402.1
OG0001223	Om001G031810	XP_009108766.1, XP_009138253.1, XP_009118175.1
OG0001224	Om005G187250	XP_009148172.1, XP_009110842.1
OG0001225	Om006G271930	XP_009152018.1, XP_009129473.1, XP_009129464.2, XP_009129465.2, XP_009129471.2
OG0001226	Om006G269860	XP_009151895.1, XP_009129382.1
OG0001227	Om002G052210	XP_009123299.1, XP_009146914.1
OG0001227	Om004G175150	XP_009130739.1, XP_033144926.1, XP_009122748.1
OG0001228	Om006G259390, Om006G259350, Om006G259430, Om006G259310	XP_033134380.1
OG0001230	Om006G236280	XP_033140357.1, XP_009150123.2
OG0001230	Om004G169010	XP_009130988.1, XP_009125686.1
OG0001231	Om006G236150	XP_033128997.1, XP_009130180.1
OG0001231	Om004G169080	XP_009125683.1, XP_009122352.1, XP_009132220.1
OG0001232	Om001G003010	XP_033133270.1
OG0001232	Om001G003020	XP_009132293.1, XP_033141655.1, XP_033133269.1
OG0001233	Om001G009770	XP_009136311.1, XP_009137298.1
OG0001233	Om008G352720	XP_009114652.1, XP_009134249.1
OG0001234	Om004G138070	XP_009106199.1
OG0001234	Om007G287480	XP_009145046.1, XP_009129551.1
OG0001235	Om002G083990	XP_009121121.1
OG0001235	Om001G034630	XP_009109291.1, XP_009138358.2, XP_009101799.1
OG0001236	Om008G342170	XP_009106879.1
OG0001237	Om008G321460	XP_033146093.1, XP_018514870.1
OG0001237	Om005G208750, Om003G126420	XP_033146701.1, XP_009116801.1
OG0001238	Om008G321570	XP_009142366.1, XP_009143175.1
OG0001238	Om003G126200	XP_009138785.1
OG0001239	Om003G124340	XP_009104238.1, XP_009116676.2
OG0001239	Om008G323910	XP_009142248.1, XP_033148314.1
OG0001240	Om008G324740	XP_009133629.2
OG0001240	Om008G324750, Om008G324760	XP_033142213.1
OG0001240	Om008G324680	XP_009142223.1
OG0001241	Om008G324870	XP_009142950.2, XP_009133622.1
OG0001241	Om008G324900, Om008G324890	XP_009133620.2, XP_009142209.1
OG0001242	Om004G174520	XP_009130720.1, XP_009125490.1, XP_009122718.1
OG0001242	Om002G052480	XP_033147862.1
OG0001243	Om006G241260	XP_033138599.1
OG0001243	Om005G212570	XP_009127543.1, XP_009105271.2
OG0001245	Om006G258010	XP_033144646.1, XP_009136574.2
OG0001245	Om006G229530	XP_009103529.1, XP_009112303.1, XP_033141409.1
OG0001246	Om005G179070	XP_009111203.1
OG0001246	Om004G158830	XP_009111352.1
OG0001247	Om004G160440	XP_009134396.1
OG0001247	Om002G050370	XP_009147051.2, XP_009124276.2, XP_009134985.1
OG0001248	Om007G282850, Om007G282830, Om007G282860	XP_009140975.2
OG0001249	Om008G333840	XP_009133256.1, XP_009141740.1
