Orthogroup	Eutrema_salsugineum	Odontarrhena_muralis
OG0004153	XP_024009906.1	Om004G157370
OG0004154	XP_006396316.1, XP_024010512.1	Om004G158400, Om004G158390
OG0004155	XP_024010491.1	Om004G158450, Om004G158460
OG0004156	XP_006396445.1	Om004G159770
OG0004158	XP_024013263.1	Om007G277740
OG0004159	XP_006418150.1	Om005G181290
OG0004160	XP_006410333.1	Om007G279870
OG0004161	XP_006410318.2	Om005G222790, Om007G279980, Om007G279990
OG0004162	XP_006410153.1	Om007G281490
OG0004163	XP_006410100.1	Om007G281630
OG0004164	XP_006410137.1	Om007G281760
OG0004166	XP_006408784.2, XP_024013448.1	Om004G149480
OG0004167	XP_006413091.1	Om001G020040
OG0004168	XP_006408545.1	Om002G042360
OG0004169	XP_006408343.1	Om002G044540
OG0004170	XP_006408237.1	Om002G045640
OG0004171	XP_006395036.1	Om007G303360
OG0004172	XP_006408119.1	Om002G046990
OG0004173	XP_006408127.1	Om002G046880
OG0004174	XP_006407824.1	Om002G050310
OG0004175	XP_006411311.1	Om008G329630
OG0004176	XP_006410969.1, XP_006410968.1	Om008G335010
OG0004177	XP_006411017.1	Om008G334290
OG0004178	XP_006416837.1	Om005G197120
OG0004179	XP_006416546.1	Om005G200850
OG0004180	XP_006416439.1, XP_024010931.1	Om005G202170
OG0004181	XP_024008052.1	Om005G202810
OG0004181	XP_024007819.1	Om005G202830
OG0004182	XP_006390713.1	Om004G143170
OG0004183	XP_024005791.1	Om004G148420
OG0004184	XP_006413398.1	Om007G285600
OG0004185	XP_006413379.1	Om007G285740
OG0004186	XP_006397221.1, XP_006405594.1	Om007G290980
OG0004187	XP_006413337.1	Om007G286020
OG0004188	XP_006401882.1	Om005G186330
OG0004189	XP_006417175.1	Om005G192480
OG0004190	XP_006417223.1	Om005G192010, Om005G192000, Om005G192020
OG0004191	XP_006417707.1	Om005G186260
OG0004192	XP_006418262.1	Om005G180040
OG0004193	XP_006400142.1	Om007G298870
OG0004194	XP_006400169.1	Om007G298560
OG0004195	XP_006400259.1	Om007G297270
OG0004196	XP_024007390.1, XP_024014317.1	Om001G019690, Om007G294000
OG0004197	XP_006399179.2	Om004G169580
OG0004198	XP_006394841.1	Om006G240630
OG0004200	XP_006394682.1	Om006G238880
OG0004200	XP_006394681.1	Om006G238870
OG0004201	XP_006399327.1	Om004G167660
OG0004201	XP_024006817.1	Om006G237890
OG0004202	XP_006394545.1	Om006G237190
OG0004203	XP_024006984.1	Om006G235460, Om004G151720
OG0004204	XP_006394370.1	Om006G235200
OG0004205	XP_006401067.1	Om006G247600
OG0004206	XP_024013793.1	Om006G260230
OG0004207	XP_006419017.1	Om006G268050
OG0004208	XP_024009040.1	Om004G140530, Om004G140510, Om006G239730
OG0004209	XP_006390770.1	Om005G206310
OG0004210	XP_024007615.1	Om005G206060
OG0004211	XP_006390710.1	Om004G143160
OG0004212	XP_006390058.1	Om004G134270
OG0004213	XP_006390447.1	Om004G139780
OG0004214	XP_006390577.1	Om004G141700
OG0004215	XP_006389993.2, XP_024008672.1, XP_006389995.2	Om004G133330, Om001G023500
OG0004216	XP_006389829.1	Om004G130940
OG0004217	XP_006407304.1	Om002G056500
OG0004218	XP_006406988.1	Om002G060560
OG0004219	XP_006406955.1	Om002G061030
OG0004220	XP_024015774.1	Om002G061720
OG0004222	XP_024006083.1	Om002G065110, Om006G253210
OG0004223	XP_006406544.1	Om002G066190
OG0004224	XP_006406516.1	Om002G066640
OG0004225	XP_006406484.1	Om002G066950
OG0004226	XP_006406305.1	Om002G069180
OG0004227	XP_006406241.1	Om002G069820
OG0004228	XP_006406240.1	Om002G069830
OG0004229	XP_006406195.1	Om002G070510
OG0004230	XP_024014954.1	Om002G070640
OG0004231	XP_006406122.1	Om002G071230
OG0004233	XP_006418839.1	Om002G072860
OG0004234	XP_006409217.2	Om002G084810
OG0004235	XP_006409084.2	Om002G086680
OG0004236	XP_006412901.1	Om001G023600
OG0004237	XP_006395916.1	Om008G349870
OG0004238	XP_006392584.1	Om003G089760
OG0004240	XP_006392724.1	Om003G091580
OG0004241	XP_006392756.1, XP_006409718.1	Om003G092180
OG0004242	XP_006392792.1	Om003G092880
OG0004244	XP_006393062.1	Om003G095970
OG0004245	XP_006390999.1	Om003G099280
OG0004246	XP_024006184.1	Om003G099770
OG0004248	XP_006407920.1	Om002G049320
OG0004249	XP_006394852.1, XP_006399697.1	Om004G163150
OG0004251	XP_006402883.2	Om003G120500
OG0004253	XP_006402550.1	Om003G125790
OG0004254	XP_006402461.1	Om003G126840
OG0004255	XP_024012965.1	Om003G127930
OG0004257	XP_024006396.1	Om008G326190
OG0004258	XP_024015247.1	Om006G252870, Om006G252860, Om006G255020, Om001G026720, Om008G327950
OG0004259	XP_006404886.2, XP_006404878.1, XP_006404876.1, XP_006404863.2	Om008G324320
OG0004260	XP_024010505.1	Om004G157630
OG0004262	XP_006405990.2	Om005G226550, Om005G226610
OG0004265	XP_006415721.1	Om003G115540, Om007G288150
OG0004275	XP_024005360.1	Om001G023720
OG0004276	XP_006412245.1	Om002G086110
OG0004277	XP_006412733.1	Om001G025740
OG0004278	XP_006412629.1	Om001G027430
OG0004279	XP_006412599.2	Om001G027750
OG0004280	XP_006412379.1	Om001G030530
OG0004281	XP_006412290.1	Om001G031850
OG0004282	XP_006412208.1	Om001G032950
OG0004283	XP_006412138.1	Om001G033990
OG0004284	XP_006415349.1	Om007G292020
OG0004285	XP_006415239.1	Om007G277060
OG0004286	XP_024003684.1	Om003G090610, Om005G217140
OG0004287	XP_006398523.1	Om002G066020, Om001G007780
OG0004288	XP_024006669.1	Om006G274500
OG0004289	XP_006395643.1	Om006G273420
OG0004290	XP_006395469.1	Om006G271460
OG0004291	XP_006418834.1	Om007G293290, Om002G072900
OG0004293	XP_024010592.1	Om003G107010
OG0004294	XP_006411509.2	Om008G326470
OG0004295	XP_006411385.1	Om008G328500
OG0004296	XP_024015515.1	Om002G052880
OG0004297	XP_006407463.1	Om002G054570
OG0004298	XP_006407404.1	Om002G055440
OG0004299	XP_006402055.1	Om003G111630
OG0004300	XP_006402000.1	Om003G112270
OG0004301	XP_006401996.1, XP_006409296.1, XP_006414750.1	Om001G004310
OG0004302	XP_006401935.1	Om003G112790
OG0004303	XP_006401387.1	Om003G118220
OG0004304	XP_006401143.1	Om006G248240
OG0004305	XP_006394865.1	Om006G240840
OG0004306	XP_006399836.1	Om004G161380
OG0004307	XP_006399705.1	Om004G163090
OG0004308	XP_006399574.1	Om004G164800
OG0004309	XP_006399335.1	Om004G167500
OG0004310	XP_006399302.1	Om004G167890
OG0004311	XP_024010995.1	Om008G360040, Om003G110710
OG0004312	XP_006414122.1	Om001G001990
OG0004313	XP_006414030.1	Om009G363820
OG0004314	XP_006413908.1	Om001G005420
OG0004315	XP_006413866.1	Om001G006050
OG0004317	XP_024005924.1	Om005G210010, Om001G006780
OG0004318	XP_006413634.1	Om001G009390, Om001G009380
OG0004319	XP_006413620.1	Om001G009610, Om001G009580, Om001G009620, Om001G009590
OG0004320	XP_006413556.1	Om001G010510, Om001G010710
OG0004321	XP_006413480.1	Om001G011480
OG0004322	XP_006397019.1	Om008G349910
OG0004323	XP_006397443.1, XP_006397197.1	Om001G013840
OG0004324	XP_006406139.1	Om002G071000
OG0004326	XP_006415559.1	Om007G290080
OG0004327	XP_006415470.1	Om007G291020
OG0004328	XP_024008715.1	Om007G291240
OG0004330	XP_006412059.1	Om001G035240
OG0004331	XP_006411952.1	Om001G036900
OG0004332	XP_006411945.1	Om001G037040
OG0004333	XP_006397105.1	Om008G348280, Om008G346930
OG0004334	XP_024009852.1	Om008G352260
OG0004336	XP_024014072.1, XP_006403070.1	Om002G078840
OG0004337	XP_024009679.1	Om002G075930
OG0004338	XP_006415003.1, XP_006418615.1	Om003G105140
OG0004339	XP_006414710.1	Om003G102720
OG0004340	XP_006414654.1	Om003G102510
OG0004341	XP_006414638.1	Om003G102320
OG0004342	XP_006392570.1	Om003G089540
OG0004343	XP_006402325.1	Om003G128680
OG0004344	XP_006397895.1	Om008G320050
OG0004345	XP_006397823.1	Om008G320990
OG0004346	XP_006397798.1	Om008G321220
OG0004347	XP_006390227.1	Om008G323710
OG0004348	XP_024003770.1	Om008G325620
OG0004349	XP_024012854.1	Om003G121540
OG0004350	XP_006400541.1	Om006G241430
OG0004351	XP_024003899.1	Om008G330710
OG0004352	XP_006411253.1	Om008G330730
OG0004353	XP_024012032.1	Om006G243770
OG0004354	XP_006400984.1	Om006G246550
OG0004355	XP_006394247.1	Om006G233870
OG0004356	XP_006394212.1	Om006G233510
OG0004357	XP_024007425.1	Om006G231750
OG0004358	XP_006393904.1	Om006G230320
OG0004359	XP_006393891.1	Om006G230200
OG0004361	XP_024010061.1	Om004G157740
OG0004362	XP_006418230.1	Om005G180390
OG0004363	XP_006410483.1	Om007G278270
OG0004364	XP_006410478.1	Om007G278320
OG0004365	XP_024008183.1	Om005G183400
OG0004366	XP_006410255.1	Om007G280720
OG0004367	XP_006410232.1	Om007G280910
OG0004368	XP_006410148.1	Om007G281560
OG0004369	XP_006410120.1	Om007G281680
OG0004370	XP_006410134.1	Om007G281730
OG0004371	XP_006410048.1	Om007G282100
OG0004372	XP_006408501.1	Om002G042760
OG0004373	XP_024015621.1	Om002G044100
OG0004374	XP_006408100.1	Om002G047280
OG0004375	XP_024007327.1	Om007G293680, Om002G047430
OG0004376	XP_006408059.1	Om002G047690
OG0004377	XP_006408003.1	Om002G048350, Om002G048340
OG0004378	XP_006407980.2	Om002G048590
OG0004379	XP_006407949.1	Om002G049000
OG0004380	XP_006407851.1	Om002G050000
OG0004381	XP_006410774.1	Om008G337750
OG0004382	XP_006410790.1	Om008G337570
OG0004383	XP_006410870.1	Om008G336400, Om008G336380
OG0004384	XP_006410926.1	Om008G335710
OG0004385	XP_006416850.1	Om005G196970
OG0004386	XP_006416673.1	Om005G199140
OG0004388	XP_006390474.2	Om004G140100
OG0004389	XP_006416574.1	Om005G200530
OG0004390	XP_006416296.2	Om005G203750
OG0004391	XP_006390716.1	Om004G143200
OG0004392	XP_024011091.1	Om008G356340
OG0004393	XP_006415937.1	Om004G146090
OG0004394	XP_006415839.1	Om004G147490
OG0004395	XP_006413377.1	Om007G285750
OG0004396	XP_006404933.1	Om002G063050
OG0004397	XP_006417126.1	Om005G193110
OG0004398	XP_006417188.1	Om005G192370
OG0004399	XP_006417201.1	Om005G192230
OG0004400	XP_006417294.1, XP_024016224.1	Om005G191110
OG0004401	XP_006417392.1	Om005G189870
OG0004402	XP_006417444.1	Om005G189270
OG0004403	XP_006417496.1	Om005G188560
OG0004404	XP_024008983.1	Om005G187050
OG0004405	XP_024008896.1	Om005G185940, Om005G185950
OG0004406	XP_006417755.1	Om005G185780
OG0004407	XP_006400039.1, XP_006398167.1, XP_006402016.1	Om007G300160
OG0004408	XP_006400164.1	Om007G298630, Om006G264630, Om006G264640
OG0004409	XP_006400226.1	Om007G297670
OG0004410	XP_006400405.1	Om007G295680
OG0004411	XP_006400417.1	Om007G295430
OG0004412	XP_006394897.1	Om007G294380
OG0004413	XP_006394950.1	Om007G293780
OG0004414	XP_006395202.1	Om007G307890
OG0004415	XP_006399084.1	Om004G170620
OG0004416	XP_006394816.2	Om006G240410
OG0004418	XP_006394617.1	Om004G164600
OG0004419	XP_006394582.1	Om006G237610
OG0004419	XP_024012026.1	Om004G167820
OG0004420	XP_006394517.2	Om006G236770
OG0004421	XP_006404119.2, XP_006391484.1	Om006G260130
OG0004422	XP_006391145.1	Om005G211010
OG0004423	XP_006390983.1	Om008G362530, Om005G209050
OG0004424	XP_024009634.1, XP_006390904.1	Om005G208040
OG0004425	XP_006390852.1	Om005G207270
OG0004426	XP_024009740.1	Om005G205790
OG0004427	XP_006390702.2, XP_024012361.1	Om004G143090, Om004G143110
OG0004428	XP_006390296.2	Om004G138250
OG0004429	XP_024012484.1, XP_006392082.1	Om004G139290
OG0004430	XP_006390412.1	Om004G139330
OG0004431	XP_006390611.1	Om004G142070
OG0004432	XP_006389971.1	Om004G132980
OG0004433	XP_006389937.1	Om004G132370
OG0004434	XP_006389902.1	Om004G131970
OG0004435	XP_006389872.1	Om004G131500
OG0004436	XP_006407282.1	Om002G056790
OG0004437	XP_006407130.1	Om002G058780
OG0004438	XP_006407114.1	Om002G058940
OG0004440	XP_006407005.1	Om002G060360
OG0004441	XP_006406978.1	Om002G060660
OG0004443	XP_006406859.1	Om002G062080
OG0004445	XP_006406452.1	Om002G067250
OG0004446	XP_006406424.1	Om002G067670
OG0004447	XP_006406334.1	Om002G068890
OG0004448	XP_006406332.1	Om002G068910
OG0004449	XP_006406284.1	Om008G321370
OG0004450	XP_006406232.1	Om002G070020
OG0004453	XP_006409142.1	Om002G085860
OG0004454	XP_006409191.1	Om002G085110
OG0004455	XP_006409089.1	Om002G086590
OG0004456	XP_006408974.1	Om007G314570, Om005G215320, Om002G088290
OG0004457	XP_006392923.1, XP_006392917.1	Om003G094570
OG0004458	XP_006393046.1	Om003G095810
OG0004459	XP_006393140.1	Om003G103930, Om003G096910, Om003G096900, Om003G096940
OG0004460	XP_006393383.1	Om003G099330
OG0004461	XP_006410586.1	Om007G290340
OG0004462	XP_006403869.1	Om006G256660
OG0004463	XP_006403631.1	Om006G253720
OG0004464	XP_006403490.1	Om006G252330, Om006G252340
OG0004466	XP_006402958.1	Om003G119660
OG0004467	XP_006401725.1	Om004G133600
OG0004468	XP_006402812.1	Om003G121460
OG0004469	XP_006408587.1, XP_006408676.1	Om003G121560
OG0004470	XP_006402768.1	Om003G122350
OG0004472	XP_006402480.1	Om003G126550
OG0004473	XP_006402385.1	Om003G127960
OG0004474	XP_006402318.2	Om003G128790
OG0004477	XP_006415140.1	Om003G124210, Om003G124200
OG0004477	XP_006396998.1	Om001G005280
OG0004478	XP_006402582.1	Om003G125100
OG0004480	XP_024016735.1	Om008G329270
OG0004481	XP_024004419.1	Om001G031170, Om001G031150
OG0004482	XP_024008845.1	Om005G190480, Om005G190490, Om005G190530, Om005G190500, Om005G190520, Om005G190510
OG0004483	XP_006390903.2	Om005G208020
OG0004488	XP_006399856.1	Om004G161160
OG0004489	XP_024010221.1	Om003G119010
OG0004492	XP_024014899.1	Om002G082700
OG0004493	XP_024010062.1, XP_024009552.1	Om002G067710
OG0004498	XP_006412976.1	Om001G022310
OG0004499	XP_006412943.1	Om001G022820
OG0004500	XP_006412899.1	Om001G023610
OG0004501	XP_006412781.1	Om001G025270
OG0004502	XP_006401216.1	Om006G249470
OG0004503	XP_006412730.1	Om001G025770
OG0004504	XP_006412699.1	Om001G026280
OG0004505	XP_006412687.1	Om001G026420
OG0004506	XP_006412671.1	Om001G026760
OG0004507	XP_024012761.1	Om003G121850
OG0004508	XP_006412553.1	Om001G028430
OG0004509	XP_006412508.1	Om001G028950
OG0004510	XP_006412506.1	Om001G028970
OG0004511	XP_006412404.1, XP_024009876.1	Om001G030240
OG0004512	XP_006412234.1	Om001G032610
OG0004513	XP_006412223.1	Om001G032780
OG0004514	XP_024005549.1	Om007G276000
OG0004515	XP_006392221.1	Om005G220010
OG0004516	XP_006392008.1	Om005G222880
OG0004516	XP_006417373.1	Om004G164420, Om005G190110
OG0004518	XP_006413530.1	Om001G010870, Om001G010860
OG0004519	XP_006395883.1	Om006G275300
OG0004520	XP_006415861.1	Om004G147380
OG0004521	XP_006395615.1	Om006G272890
OG0004522	XP_006395377.1	Om006G269880
OG0004525	XP_006391568.1	Om005G215240
OG0004526	XP_006417232.1, XP_006391804.1	Om005G191890
OG0004527	XP_006407316.1	Om002G056380
OG0004528	XP_006401356.1	Om003G118530
OG0004529	XP_024014891.1	Om002G055980
OG0004530	XP_006400913.1, XP_006398487.1	Om006G245690
OG0004531	XP_024012715.1	Om003G118010
OG0004532	XP_006401365.1	Om003G118460
OG0004533	XP_006401299.1	Om006G250350
OG0004534	XP_006401287.2	Om006G250240
OG0004535	XP_006401196.1	Om006G249210, Om006G249220
OG0004536	XP_006401153.1	Om006G248390
OG0004537	XP_006395234.1	Om007G313320
OG0004538	XP_006399773.1	Om004G162130
OG0004539	XP_006399757.1	Om004G162280
OG0004540	XP_006399722.1	Om004G162790
OG0004541	XP_006399707.1	Om004G163080
OG0004542	XP_006399612.2	Om004G164300
OG0004543	XP_006399562.1	Om004G165060
OG0004544	XP_006399522.1	Om004G165700
OG0004545	XP_006399391.1	Om004G167080
OG0004546	XP_006399295.1	Om004G167980
OG0004547	XP_006399227.1	Om004G168850
OG0004548	XP_006414103.1	Om001G002310
OG0004549	XP_006414093.1	Om001G002460
OG0004550	XP_006414007.1	Om001G003530
OG0004552	XP_006413544.1	Om001G010570
OG0004553	XP_006413542.1	Om001G010550
OG0004554	XP_006413482.1	Om056G377040, Om001G003810, Om001G003710, Om001G011450
OG0004556	XP_006397469.1	Om004G137530
OG0004558	XP_006415692.1	Om007G288390
OG0004559	XP_006415654.1	Om007G288840
OG0004560	XP_006415648.1	Om007G288870
OG0004561	XP_006415548.1	Om007G290210
OG0004562	XP_006415512.1	Om007G290590
OG0004563	XP_006415403.1	Om007G291580
OG0004564	XP_006412098.1	Om001G034710
OG0004565	XP_006412091.1	Om001G034810
OG0004566	XP_006411996.1	Om001G036210
OG0004567	XP_006405879.1	Om001G040060
OG0004568	XP_006395903.1	Om007G313550
OG0004570	XP_006405607.1	Om007G315680
OG0004571	XP_006404357.1	Om008G339260, Om005G224140, Om005G224250, Om005G224260
OG0004572	XP_006410669.1	Om008G339160
OG0004573	XP_006398397.1	Om008G361850
OG0004574	XP_006410737.1	Om008G338260
OG0004575	XP_006410515.1	Om008G340820
OG0004576	XP_006396996.1	Om008G350400
OG0004576	XP_006414162.2, XP_024005705.1	Om004G164310
OG0004577	XP_006396947.1	Om008G350950
OG0004578	XP_006413774.1	Om008G354870
OG0004579	XP_006398053.1	Om008G356050
OG0004581	XP_006398312.1	Om008G359730
OG0004581	XP_006398313.1	Om008G359740
OG0004582	XP_006398399.1	Om008G361880
OG0004583	XP_006414414.1, XP_024004574.1	Om001G005030
OG0004584	XP_006414914.2	Om003G104080
OG0004585	XP_006414816.1	Om003G103490
OG0004586	XP_006406200.1	Om002G070460
OG0004587	XP_006397744.1	Om008G321810
OG0004589	XP_006397643.1	Om008G323180
OG0004590	XP_006397642.1	Om008G323190
OG0004591	XP_006397637.1	Om008G323250
OG0004592	XP_006397511.1	Om008G325190
OG0004593	XP_006398693.1	Om004G176000
OG0004594	XP_006398787.1	Om004G174410
OG0004595	XP_006400636.1	Om006G242420
OG0004596	XP_006400669.1	Om006G242800
OG0004597	XP_024011534.1	Om006G243660
OG0004598	XP_006400777.1	Om006G244180
OG0004599	XP_006394310.1	Om006G234550
OG0004600	XP_006394246.2	Om006G233860
OG0004601	XP_006394201.1	Om006G233430
OG0004602	XP_006394143.1	Om006G232880
OG0004604	XP_006394025.1	Om006G231700
OG0004605	XP_006393914.1	Om006G230460
OG0004606	XP_006393858.1	Om006G229800
OG0004607	XP_006403934.1	Om006G257480
OG0004608	XP_006394053.1	Om006G237800
OG0004609	XP_006396430.1	Om004G159550
OG0004610	XP_006403245.1	Om007G278070, Om006G238420
OG0004611	XP_006410442.1	Om007G278690
OG0004612	XP_006410285.1	Om007G280350
OG0004614	XP_024016037.1	Om007G284850
OG0004615	XP_006409733.1, XP_006409759.1	Om007G284570
OG0004616	XP_006404284.1	Om002G042530
OG0004617	XP_006408542.1, XP_006399939.1	Om002G042400
OG0004618	XP_006399908.1	Om007G299060, Om007G301870
OG0004619	XP_024015443.1	Om002G042020
OG0004620	XP_006407749.1	Om002G051130
OG0004621	XP_006408385.1	Om002G044110
OG0004622	XP_006408359.1	Om002G044370
OG0004624	XP_006408027.1	Om002G048120
OG0004625	XP_006408011.1	Om002G048260
OG0004626	XP_006407992.1	Om002G048410
OG0004627	XP_006407987.1	Om002G048470
OG0004628	XP_006407960.1	Om002G048860
OG0004630	XP_006407808.1	Om002G050460
OG0004631	XP_006407804.1	Om002G050520, Om008G349950
OG0004632	XP_006407786.1	Om002G050670
OG0004633	XP_006407783.1, XP_006397392.1	Om002G050710
OG0004634	XP_006411323.1	Om008G329530
OG0004635	XP_006411281.1	Om008G330200
OG0004636	XP_006411279.1	Om008G330250
OG0004637	XP_024003858.1	Om008G330580
OG0004638	XP_006411202.1	Om008G331450
OG0004639	XP_006410813.1	Om008G337220
OG0004640	XP_024016688.1	Om008G337140
OG0004641	XP_006410858.2	Om008G336520
OG0004643	XP_006411082.1	Om008G333350
OG0004644	XP_006416867.1	Om005G196720, Om004G148760
OG0004645	XP_006416861.1	Om005G196820
OG0004646	XP_006416660.1	Om005G199400
OG0004647	XP_006416592.1	Om005G200290
OG0004648	XP_006416454.1	Om005G201950, Om005G201940
OG0004649	XP_006416299.1	Om005G203710
OG0004650	XP_006416245.2	Om005G204350, Om005G204410
OG0004651	XP_006416093.1	Om004G143730
OG0004652	XP_006416072.1	Om004G143950
OG0004653	XP_006416075.1	Om004G143880
OG0004654	XP_006415972.1	Om004G145290
OG0004656	XP_024005053.1, XP_024011683.1	Om007G285710
OG0004658	XP_006413278.1	Om004G171680, Om007G286800
OG0004659	XP_006405114.1	Om004G151630
OG0004660	XP_006405053.1	Om006G244740
OG0004661	XP_006417221.1	Om005G192030
OG0004662	XP_006417486.1	Om005G188740
OG0004663	XP_006417507.1	Om005G188430
OG0004664	XP_006417538.1	Om001G022250, Om005G188050
OG0004665	XP_006417564.1	Om005G187700
OG0004666	XP_006417600.1	Om005G187170
OG0004667	XP_006417620.1	Om005G187030
OG0004668	XP_006417680.1	Om005G186540
OG0004669	XP_006417742.1	Om005G185880
OG0004670	XP_006417845.1	Om005G184610
OG0004671	XP_006418086.2, XP_024012220.1	Om005G182020
OG0004672	XP_006399935.1	Om007G301560
OG0004673	XP_006400185.1	Om007G298260
OG0004674	XP_006400323.1	Om007G296500
OG0004675	XP_006400330.1	Om007G296430
OG0004676	XP_006400401.1	Om007G295710
OG0004677	XP_006400409.1	Om007G295590
OG0004678	XP_006400471.1	Om007G294880
OG0004679	XP_006394918.2	Om007G294220
OG0004680	XP_006395000.1	Om007G293360
OG0004681	XP_006395038.1	Om007G303370
OG0004682	XP_006395072.1	Om007G303790, Om007G303800
OG0004683	XP_006395173.1	Om010G364750, Om007G309410
OG0004685	XP_006399873.1, XP_006398836.1	Om004G160970
OG0004687	XP_006402677.1	Om003G123830
