Orthogroup	Eutrema_salsugineum	Aethionema_saxatile
OG0004626	XP_006407992.1	As006G139540
OG0004627	XP_006400478.2	As009G205070
OG0004627	XP_006407987.1	As006G139570
OG0004628	XP_006407960.1	As006G139900
OG0004629	XP_006407842.1	As006G141110, As006G141120
OG0004630	XP_006407808.1	As006G141420
OG0004631	XP_006407804.1	As006G141470
OG0004632	XP_006407786.1	As006G141630
OG0004633	XP_006407783.1, XP_006397392.1	As006G141660
OG0004634	XP_006411323.1	As006G142290
OG0004635	XP_006411281.1	As006G142670
OG0004636	XP_006411279.1	As006G142710
OG0004637	XP_024003858.1	As006G142850
OG0004638	XP_006411202.1	As006G143330
OG0004639	XP_006410813.1	As006G144970
OG0004640	XP_024016688.1	As006G145040
OG0004641	XP_006410858.2	As006G145410
OG0004644	XP_006416867.1	As007G152340
OG0004645	XP_006416861.1	As007G154210, As007G152410
OG0004646	XP_006416660.1	As007G154330
OG0004647	XP_006416592.1	As007G154990
OG0004648	XP_006416454.1	As007G156100
OG0004649	XP_006416299.1	As010G236360, As007G157390
OG0004650	XP_006416245.2	As007G158000
OG0004651	XP_006416093.1	As007G159490
OG0004652	XP_006416072.1	As007G159630, As007G159640
OG0004653	XP_006416075.1	As007G159650
OG0004654	XP_006415972.1	As007G160410
OG0004655	XP_006413419.1	As007G163000, As007G165660
OG0004656	XP_024011683.1	As007G163530
OG0004657	XP_006413378.1	As007G163600
OG0004658	XP_006413278.1	As007G165800
OG0004659	XP_006405114.1	As007G177700
OG0004661	XP_006417221.1	As008G184680
OG0004662	XP_006417486.1	As008G187370
OG0004663	XP_006417507.1	As008G187730
OG0004664	XP_006417538.1	As008G188000
OG0004665	XP_006417564.1	As008G188240
OG0004666	XP_006417600.1	As008G188780
OG0004667	XP_006417620.1	As008G189020
OG0004668	XP_006417680.1	As008G190320
OG0004669	XP_006417742.1	As008G191130
OG0004670	XP_006417845.1	As008G193050
OG0004671	XP_006418086.2, XP_024012220.1	As008G195650
OG0004672	XP_006399935.1	As009G200150
OG0004673	XP_006400185.1	As009G202420
OG0004674	XP_006400323.1	As009G203750
OG0004675	XP_006400330.1	As009G203800
OG0004676	XP_006400401.1	As009G204380
OG0004677	XP_006400409.1	As009G204480
OG0004678	XP_006400471.1	As009G205010
OG0004679	XP_006394918.2	As009G205800
OG0004680	XP_006395000.1	As009G206920
OG0004681	XP_006395038.1	As009G207210
OG0004682	XP_006395072.1	As009G207670, As009G207660, As009G207710, As009G207700
OG0004683	XP_006395173.1	As009G208820
OG0004684	XP_024007509.1	As009G208870
OG0004685	XP_006399873.1, XP_006398836.1	As009G209640
OG0004686	XP_006395223.1	As009G212060
OG0004687	XP_006402677.1	As009G212090
OG0004688	XP_006399095.1	As009G212420, As009G212410
OG0004689	XP_006398996.1	As009G213660
OG0004690	XP_006398902.1	As009G214620
OG0004691	XP_006394826.1	As009G215110
OG0004692	XP_006394817.1	As009G215150
OG0004693	XP_006394767.1	As009G215480
OG0004694	XP_024007382.1	As009G217250
OG0004695	XP_006394447.1	As009G218500
OG0004696	XP_006394426.2	As009G218640
OG0004697	XP_006394413.1	As009G218750
OG0004698	XP_006394405.1	As009G218840
OG0004699	XP_006394392.1	As009G218920
OG0004700	XP_006394345.1	As009G219250
OG0004701	XP_006403966.1	As010G220550
OG0004702	XP_006394635.2	As010G222340
OG0004703	XP_006404261.1	As010G222740
OG0004704	XP_006404442.1	As010G224140
OG0004705	XP_006418691.1	As011G257540, As010G226740
OG0004706	XP_024016538.1, XP_024015098.1, XP_024009465.1, XP_006391093.2	As010G226830
OG0004707	XP_006391034.1	As010G232320
OG0004708	XP_006391018.1	As010G232500
OG0004709	XP_006390953.1	As010G232900
OG0004710	XP_006390724.2	As010G234800
OG0004711	XP_006390686.1	As010G235100
OG0004713	XP_006390279.1, XP_006416447.1	As010G237780
OG0004715	XP_006415893.1	As010G238050, As010G238040
OG0004716	XP_006390416.1	As010G239010
OG0004717	XP_006405722.1	As010G239890
OG0004718	XP_006389928.1	As010G242420
OG0004719	XP_006389847.1	As010G243200
OG0004720	XP_006389821.1	As010G243480
OG0004721	XP_006389805.1	As010G243680
OG0004722	XP_006389795.1	As010G243730
OG0004723	XP_024007085.1	As010G243830
OG0004724	XP_024008512.1, XP_006402135.1	As010G243840
OG0004725	XP_006416905.1	As010G244010
OG0004727	XP_024015720.1	As011G244720
OG0004728	XP_006407260.1	As011G244960, As012G267920
OG0004729	XP_024015042.1	As011G245400
OG0004730	XP_006407145.1	As011G245970
OG0004732	XP_006407021.1	As011G247150
OG0004733	XP_006406972.1	As011G247580
OG0004734	XP_006406808.1	As011G248970
OG0004735	XP_006393478.1	As011G249420
OG0004736	XP_006406624.2	As011G250360
OG0004737	XP_006406588.1	As011G250700
OG0004738	XP_006406561.1	As011G250930
OG0004739	XP_006406545.1	As012G272860, As011G251110
OG0004740	XP_006406438.1	As011G252030
OG0004741	XP_006406268.1, XP_006406267.1	As011G253470
OG0004742	XP_006406154.1	As011G254510
OG0004743	XP_006406148.1	As011G254540
OG0004744	XP_006406068.1	As011G255150
OG0004745	XP_006406034.1	As011G255330
OG0004746	XP_006418810.1	As011G256090
OG0004747	XP_006418734.1, XP_006418736.1, XP_024009695.1, XP_024009694.1, XP_024009716.1	As011G256630
OG0004749	XP_006404927.1, XP_006409425.1	As011G263460
OG0004750	XP_006409050.1	As011G266140
OG0004751	XP_006408954.1	As011G267050
OG0004752	XP_006392596.1	As012G268020
OG0004753	XP_006405406.1, XP_006392763.1	As012G269500
OG0004754	XP_006393144.2	As012G272120
OG0004755	XP_006393183.1	As012G272400
OG0004756	XP_006393382.1	As012G273590
OG0004757	XP_006406000.2	As012G273670
OG0004758	XP_006395737.1	As012G277580
OG0004759	XP_024013406.1	As012G279310
OG0004760	XP_006403905.1	As012G279450
OG0004761	XP_006403900.1	As012G279480
OG0004762	XP_006398019.1	As012G281540
OG0004763	XP_006403446.1	As012G282030
OG0004764	XP_006403014.1	As012G282670
OG0004765	XP_006402969.1	As012G283070
OG0004767	XP_006402882.1	As012G283940
OG0004768	XP_006402857.1	As012G284140
OG0004769	XP_006402833.1	As012G284280
OG0004770	XP_006394856.1	As012G289140
OG0004801	XP_006412973.1	As011G267360, As001G000190
OG0004802	XP_006412971.1	As001G000200
OG0004803	XP_006412967.1	As001G000240
OG0004804	XP_006412954.1	As001G000330
OG0004805	XP_006412879.1	As001G000920
OG0004806	XP_006412744.1	As001G002130
OG0004807	XP_006412670.1	As001G002880
OG0004808	XP_006412555.1	As001G004040
OG0004809	XP_006412548.1	As001G004150
OG0004810	XP_006395052.1	As001G004320
OG0004811	XP_006412421.2	As001G005970
OG0004812	XP_006412436.2	As001G006400
OG0004813	XP_024004729.1	As001G007090
OG0004814	XP_006412268.1	As001G013570
OG0004815	XP_006412196.1	As001G014410
OG0004817	XP_006414319.1	As004G083110, As001G017700
OG0004818	XP_024005632.1	As001G017790
OG0004819	XP_006414347.1	As001G018060
OG0004820	XP_024004945.1, XP_006392505.1	As001G018530
OG0004821	XP_024005530.1, XP_006417623.1	As001G018760
OG0004822	XP_006417371.1	As008G186200
OG0004822	XP_006392007.1	As001G021650
OG0004823	XP_006391995.1	As001G021690
OG0004824	XP_006398508.1	As001G022350
OG0004825	XP_006398517.1	As008G182410, As001G022410
OG0004826	XP_006395800.1	As001G023400
OG0004827	XP_006395603.2	As001G025020
OG0004828	XP_006395547.2, XP_006405866.1	As001G025450
OG0004829	XP_006395532.1	As001G025570
OG0004830	XP_024014616.1	As004G097530, As001G026310
OG0004831	XP_024007433.1	As001G026350
OG0004832	XP_024007368.1	As001G026590, As005G119760
OG0004833	XP_006395310.1	As001G027610
OG0004834	XP_006395309.1	As001G027630
OG0004835	XP_006395294.1	As001G027750
OG0004836	XP_024014635.1	As004G078240
OG0004837	XP_024007616.1	As001G028020
OG0004838	XP_006395246.1	As001G028180
OG0004839	XP_006395245.1	As001G028190
OG0004840	XP_024007915.1	As001G028760
OG0004841	XP_024004050.1	As001G031130
OG0004842	XP_006391802.1	As001G031750
OG0004843	XP_024008775.1	As008G185240, As001G032070
OG0004844	XP_006411396.1	As002G033080
OG0004845	XP_006407683.1	As002G034250
OG0004846	XP_006407580.1	As002G035570
OG0004847	XP_024015389.1	As002G035930
OG0004848	XP_024015755.1	As002G037420
OG0004849	XP_006407350.1	As002G038820
OG0004850	XP_006402013.1	As007G164360, As002G042970
OG0004851	XP_006402004.1	As002G043200
OG0004852	XP_006401899.1	As002G043810, As009G209900
OG0004853	XP_006401839.1	As002G044150
OG0004854	XP_006401769.1	As002G044600
OG0004855	XP_006401765.1	As002G044650
OG0004856	XP_006401752.1, XP_006409077.1	As002G044980
OG0004857	XP_006401407.1, XP_006401650.1, XP_006401651.1	As002G045730
OG0004858	XP_006401546.1	As002G046440
OG0004859	XP_006413112.1	As002G046640
OG0004860	XP_006401258.1	As002G048650
OG0004861	XP_006401176.1	As002G049390
OG0004862	XP_006401134.1, XP_006392955.2	As002G049870, As010G227590
OG0004863	XP_006399824.1	As002G050320
OG0004864	XP_006399812.1	As002G050440
OG0004865	XP_006399806.1	As002G050480
OG0004866	XP_006399805.2	As002G050490
OG0004867	XP_006399649.1	As002G051840
OG0004868	XP_006400078.1	As002G051860, As009G201870
OG0004869	XP_006399607.1	As002G052150
OG0004870	XP_006399549.1	As002G052750
OG0004871	XP_006399490.1	As005G118010, As002G053290
OG0004872	XP_024012280.1	As002G053820
OG0004873	XP_006414218.1	As003G055900
OG0004874	XP_024005787.1	As003G056390
OG0004874	XP_006398353.1	As004G089050
OG0004875	XP_006414141.1	As003G056530
OG0004876	XP_006398324.1	As003G056620, As004G088760
OG0004877	XP_006414047.1	As003G057300
OG0004878	XP_006414044.1	As003G057320
OG0004879	XP_006413977.1	As003G057800
OG0004880	XP_006413909.1	As003G058210
OG0004881	XP_006413888.1	As003G058480
OG0004882	XP_006413859.1	As003G058730
OG0004883	XP_006413819.1	As003G059030
OG0004884	XP_006413779.1	As003G059460
OG0004885	XP_006400504.1	As003G059780
OG0004886	XP_006413736.1	As003G059800
OG0004887	XP_006413731.1	As003G059840
OG0004888	XP_006413663.1	As003G060430
OG0004889	XP_006413597.2	As003G060940
OG0004890	XP_024005541.1	As003G061450
OG0004891	XP_006413504.1	As003G061960
OG0004892	XP_024004504.1	As003G062150
OG0004893	XP_006393703.1	As003G064430
OG0004894	XP_006393585.1	As003G065660
OG0004895	XP_006415714.1	As003G067740
OG0004896	XP_006415689.1	As003G068660
OG0004897	XP_006415678.1	As003G068770
OG0004898	XP_006415491.1	As012G275180
OG0004899	XP_024005907.1, XP_006414719.1, XP_006402019.1, XP_006398860.1, XP_006409429.2	As003G070960
OG0004900	XP_006411966.1	As003G072940
OG0004901	XP_006411878.1, XP_006411877.1	As003G073810
OG0004902	XP_006411854.1	As003G074050
OG0004904	XP_006411628.1	As003G076520
OG0004905	XP_006410687.1	As004G079710
OG0004907	XP_006396602.1	As004G086370
OG0004908	XP_024011070.1	As004G087110, As004G089370, As004G089390
OG0004910	XP_006398283.1	As004G088520
OG0004911	XP_024011011.1	As011G262950, As004G088540
OG0004912	XP_006398376.1	As004G089270
OG0004913	XP_006398459.1	As004G090260
OG0004914	XP_006398419.1	As004G090350
OG0004915	XP_006398449.1	As004G090850
OG0004916	XP_006418660.1	As004G093460
OG0004917	XP_006414679.1	As004G095730
OG0004917	XP_006392864.1	As012G270330
OG0004918	XP_024015812.1, XP_006414605.2, XP_006408581.2	As004G096130
OG0004919	XP_006405381.1	As004G097840
OG0004920	XP_006393970.1	As004G098270
OG0004921	XP_006397991.1	As005G098730
OG0004922	XP_006402362.1	As005G099440, As012G288450
OG0004923	XP_006397809.1	As005G100860
OG0004924	XP_006416994.1	As005G100960
OG0004925	XP_024012788.1	As012G287450, As005G101030
OG0004926	XP_006397784.1	As005G101090
OG0004927	XP_006397775.2	As005G101280
OG0004928	XP_024010836.1	As005G101340
OG0004929	XP_006397655.1	As005G102400
OG0004930	XP_006397533.1	As005G103690
OG0004930	XP_006397534.1	As005G103650
OG0004931	XP_006411584.1	As005G104220
OG0004932	XP_006411573.1	As005G104320
OG0004934	XP_006402827.1	As005G105190, As012G284310
OG0004936	XP_006398702.1	As005G107480
OG0004937	XP_006398801.1	As005G108370
OG0004938	XP_006397631.1, XP_024011948.1, XP_024012448.1	As005G108800
OG0004939	XP_006397136.2, XP_024010317.1	As005G109120
OG0004940	XP_006400587.1	As005G111070
OG0004941	XP_006400550.1	As005G111180
OG0004942	XP_024012311.1	As005G112060
OG0004943	XP_006400655.1	As005G112360
OG0004944	XP_006400703.2	As005G113020
OG0004945	XP_006400738.1	As005G113300
OG0004946	XP_006400798.1	As005G113780
OG0004948	XP_006400889.1	As005G114610
OG0004949	XP_006400971.1	As005G115090
OG0004950	XP_006400981.1	As005G115760
OG0004951	XP_006401015.1	As005G115840
OG0004952	XP_006394304.1	As005G116130
OG0004953	XP_024010766.1	As005G116150
OG0004954	XP_024007046.1	As005G116380
OG0004955	XP_006394140.1	As005G117550
OG0004956	XP_006394049.1	As005G118410
OG0004957	XP_024006899.1	As005G118630
OG0004958	XP_006394003.1	As005G118700
OG0004959	XP_006393986.1	As005G118850
OG0004960	XP_006393949.1	As005G119160
OG0004961	XP_006393939.1	As005G119230
OG0004962	XP_006393905.1	As005G119600
OG0004963	XP_006393863.1	As005G119980
OG0004964	XP_006403957.1	As010G220480, As005G120450
OG0004965	XP_006396301.1	As006G121990
OG0004966	XP_006403150.1	As006G124550
OG0004967	XP_006418148.1	As008G196340
OG0004967	XP_006403209.1	As006G124910
OG0004968	XP_006410489.1	As006G125250
OG0004969	XP_006410395.1	As006G126170
OG0004970	XP_006410164.1	As006G127960
OG0004971	XP_006410157.1	As006G128010
OG0004972	XP_006410139.1	As006G128270
OG0004973	XP_024016681.1	As006G128640
OG0004974	XP_006410016.1	As006G128740
OG0004975	XP_006409880.1	As006G129710
OG0004976	XP_006409816.2	As006G130190
OG0004977	XP_006408588.1	As006G130530
OG0004978	XP_006399903.1	As006G133540, As009G199820
OG0004979	XP_006407753.1	As006G133750, As006G141960
OG0004980	XP_006398568.1	As006G133880
OG0004980	XP_006392093.1, XP_006407746.1	As006G142010
OG0004981	XP_024015668.1	As006G134770
OG0004982	XP_006408379.1	As009G202500, As006G135830
OG0004983	XP_006400224.1	As006G136020
OG0004984	XP_006400342.1	As009G203960, As006G136940
OG0004985	XP_006408062.1	As006G138770
OG0004986	XP_006394884.1	As009G205410, As006G139410
OG0004988	XP_006407966.1	As006G139830, As009G204740
OG0004989	XP_024009985.1, XP_006396764.1	As006G140070, As012G283670
OG0004990	XP_006407876.1	As006G140740
OG0004991	XP_024015752.1	As006G141260
OG0004992	XP_006407779.1	As006G141680
OG0004993	XP_006407755.1	As006G141950
OG0004994	XP_006411291.1	As006G142580
OG0004995	XP_006411243.2	As006G142980
OG0004996	XP_006411205.1	As006G143310
OG0004997	XP_006403499.1	As006G143760
OG0004998	XP_006410763.1	As006G144480
OG0004999	XP_006410775.1	As006G144570
OG0005000	XP_006415614.1	As006G144590
OG0005001	XP_006410997.1	As006G147050
OG0005002	XP_006411010.1	As006G147700
OG0005003	XP_024003806.1	As006G147990
OG0005005	XP_006416920.1	As007G151970
OG0005006	XP_024008625.1	As007G153190
OG0005007	XP_024008325.1	As007G154040, As007G153880
OG0005008	XP_006416690.1	As007G153990
OG0005009	XP_006416650.1	As007G154750
OG0005010	XP_006416597.2	As007G154930
OG0005011	XP_006416530.1	As007G155560
OG0005012	XP_006416458.1	As007G156050
OG0005013	XP_006390049.1, XP_006390048.1	As007G158050
OG0005014	XP_024008899.1	As007G158130
OG0005015	XP_006416177.1	As007G158650
OG0005017	XP_006395777.1, XP_024009332.1	As007G160010
OG0005018	XP_006416008.1	As007G160180
OG0005019	XP_006415982.1	As007G160320
OG0005020	XP_006415927.2	As010G232330
OG0005021	XP_006415851.1	As007G161470, As007G163920
OG0005022	XP_006415824.1	As007G161710
OG0005023	XP_006415797.1	As007G161950
OG0005024	XP_006391290.2	As007G162060, As010G228460
OG0005025	XP_006413386.1	As007G163520
OG0005026	XP_024005701.1	As007G164830
OG0005027	XP_006412387.1	As007G176570
OG0005028	XP_024009147.1	As008G182510
OG0005029	XP_006417092.1	As008G183630
OG0005030	XP_024012782.1	As008G184850
OG0005031	XP_006417241.1	As008G184860
OG0005032	XP_006417263.1	As008G185200
OG0005033	XP_024008084.1	As008G185880
OG0005034	XP_024008394.1	As008G187000
OG0005035	XP_006417484.1	As008G187350
OG0005036	XP_006398045.1	As008G187850
OG0005037	XP_006417616.1	As008G188970
OG0005038	XP_006410653.1	As008G190460
OG0005039	XP_006417720.1	As008G190580
OG0005040	XP_006417685.1	As008G190680
OG0005041	XP_006417935.2	As008G193840
OG0005042	XP_006417943.1	As008G193930, As008G193940
OG0005043	XP_006417963.1	As008G194160
OG0005044	XP_006418054.1	As008G195190
OG0005045	XP_006418060.1	As008G195270, As008G195280
OG0005046	XP_006418284.1	As008G197560
OG0005047	XP_006418417.1	As008G198960
OG0005048	XP_024008341.1	As008G199030
OG0005049	XP_006418444.1	As008G199040
OG0005050	XP_006400029.1	As009G200820
OG0005051	XP_006417955.1	As009G201840
OG0005052	XP_006400134.1	As009G201920
OG0005053	XP_006400149.1	As009G202060
OG0005054	XP_006400194.1	As009G202510
OG0005055	XP_006400253.1	As009G203120
OG0005056	XP_006400263.1	As009G203200
OG0005057	XP_006400318.1	As009G203710
OG0005058	XP_006400375.1	As009G204170
OG0005059	XP_024012487.1	As009G204310
OG0005060	XP_006400447.1	As009G204730
OG0005061	XP_006400477.1	As009G205060
OG0005062	XP_006394880.1	As009G205390
OG0005063	XP_006408117.2, XP_006394991.1	As009G206840
OG0005064	XP_006394999.1	As009G206910
OG0005065	XP_006395056.1	As009G207370
OG0005066	XP_006395104.1	As009G207390
OG0005067	XP_006395128.1	As009G208350
OG0005068	XP_006395210.1	As009G209370
OG0005069	XP_006395207.1	As009G210130
OG0005070	XP_006403590.1	As009G211190, As009G211070
OG0005071	XP_024012271.1	As009G212280
OG0005072	XP_006398962.1	As009G214020
OG0005074	XP_006394698.1	As009G216210, As009G216220
OG0005075	XP_006394560.1	As009G217570
OG0005076	XP_024006932.1	As009G217600
OG0005077	XP_024014896.1, XP_006394518.1	As009G217940
OG0005078	XP_006394507.1	As009G218030
OG0005079	XP_006394415.1	As009G218730
OG0005080	XP_006401054.1	As009G219690
OG0005081	XP_024011728.1	As009G219900
OG0005082	XP_006401103.1	As009G220060
OG0005083	XP_006401099.2	As009G220070
OG0005084	XP_006404065.1	As010G221270
OG0005085	XP_006404145.1	As010G221790
OG0005086	XP_006404149.1	As010G221820
OG0005087	XP_006404162.2	As010G222060
OG0005088	XP_006403310.1, XP_006404191.1	As010G222240
OG0005089	XP_006404395.1	As010G223760
OG0005090	XP_006400604.1	As010G227320
OG0005091	XP_024006394.1	As010G227690
OG0005092	XP_006391134.1	As010G230480
OG0005093	XP_006391127.1	As010G230830
OG0005094	XP_006391124.1	As010G231100
OG0005095	XP_006398496.1	As010G231510
OG0005097	XP_006391061.1	As010G232030
OG0005098	XP_006390982.1	As010G232760
OG0005099	XP_006390722.1	As010G234810
OG0005100	XP_006390020.1	As010G235320
OG0005101	XP_006390043.1	As010G235560, As010G235550
OG0005102	XP_006395203.1	As010G235970
OG0005104	XP_006390208.1, XP_006416380.1	As010G237160
OG0005105	XP_006390225.1	As010G237330
OG0005106	XP_006390310.1	As010G238190
OG0005107	XP_006389890.1	As010G242810
OG0005108	XP_006389794.1	As010G243740
OG0005109	XP_006389785.1	As010G243850
OG0005110	XP_006406888.2	As011G248220
OG0005110	XP_024008487.1	As010G244380
OG0005111	XP_024012013.1	As012G268130
OG0005111	XP_006407244.1	As011G245140
OG0005112	XP_006407194.1	As011G245560
OG0005113	XP_006407187.1	As011G245600
OG0005114	XP_006407157.1	As011G245840
OG0005115	XP_024006172.1	As011G246010
OG0005116	XP_006407071.1	As011G246550, As012G269560
OG0005117	XP_006407001.1	As011G247300
OG0005118	XP_024015115.1	As011G247570
OG0005119	XP_006406962.1	As011G247670
