Orthogroup	Eutrema_salsugineum	Cardamine_amara
OG0004152	XP_006394199.1	evm.model.RL_2.616, evm.model.RL_2.617, evm.model.RL_8.2491
OG0004153	XP_024009906.1	evm.model.RL_8.43
OG0004154	XP_006396316.1, XP_024010512.1	evm.model.RL_8.134, evm.model.RL_8.137, evm.model.RL_8.138
OG0004155	XP_024010491.1	evm.model.RL_8.142
OG0004156	XP_006396445.1	evm.model.RL_8.259
OG0004158	XP_024013263.1	evm.model.RL_4.3246.1.687c86dd, evm.model.RL_4.502
OG0004159	XP_006418150.1	evm.model.RL_5.278
OG0004161	XP_006410318.2	evm.model.RL_6.1280, evm.model.RL_6.1282
OG0004162	XP_006410153.1	evm.model.RL_6.1142
OG0004163	XP_006410100.1	evm.model.RL_6.1134
OG0004165	XP_006409958.1	evm.model.RL_6.1020
OG0004166	XP_024013448.1	evm.model.RL_7.1984
OG0004167	XP_006413091.1	evm.model.RL_2.2245
OG0004168	XP_006408545.1	evm.model.RL_1.39
OG0004169	XP_006408343.1	evm.model.RL_1.231
OG0004170	XP_006408237.1	evm.model.RL_1.316
OG0004171	XP_006395036.1	evm.model.RL_4.961
OG0004172	XP_006408119.1	evm.model.RL_1.422
OG0004173	XP_006408127.1	evm.model.RL_1.415
OG0004173	XP_006394982.1	evm.model.RL_4.1022
OG0004174	XP_006407824.1	evm.model.RL_1.701
OG0004175	XP_006411311.1	evm.model.RL_6.2170
OG0004176	XP_006410969.1	evm.model.RL_6.1879
OG0004178	XP_006416837.1	evm.model.RL_5.1470
OG0004179	XP_006416546.1	evm.model.RL_5.1733, evm.model.RL_5.1731
OG0004181	XP_024007819.1	evm.model.RL_5.3668
OG0004182	XP_006390713.1	evm.model.RL_3.1598
OG0004183	XP_024005791.1	evm.model.RL_2.1971.2.687c86e4
OG0004184	XP_006413398.1	evm.model.RL_2.1983
OG0004185	XP_006413379.1	evm.model.RL_2.1997
OG0004186	XP_006397221.1, XP_006405594.1	evm.model.RL_2.249
OG0004187	XP_006413337.1	evm.model.RL_2.2025
OG0004188	XP_006401882.1	evm.model.RL_8.1295
OG0004189	XP_006417175.1	evm.model.RL_5.1149
OG0004189	XP_006395537.1	evm.model.RL_7.2363
OG0004190	XP_006417223.1	evm.model.RL_5.1116
OG0004191	XP_006417707.1	evm.model.RL_5.689
OG0004192	XP_006418262.1	evm.model.RL_5.175
OG0004193	XP_006400142.1	evm.model.RL_4.2030
OG0004194	XP_006400169.1	evm.model.RL_4.2010
OG0004195	XP_006400259.1	evm.model.RL_4.1918, evm.model.RL_7.1887, evm.model.RL_7.1756
OG0004196	XP_024007390.1, XP_024014317.1	evm.model.RL_3.135, evm.model.RL_4.1064
OG0004198	XP_006394841.1	evm.model.RL_4.1160
OG0004201	XP_024006817.1	evm.model.RL_4.1388
OG0004203	XP_024006984.1	evm.model.RL_3.1101, evm.model.RL_3.1202
OG0004204	XP_006394370.1	evm.model.RL_8.2332
OG0004205	XP_006401067.1	evm.model.RL_8.1930
OG0004206	XP_024013726.1	evm.model.RL_7.1439
OG0004206	XP_024013793.1	evm.model.RL_7.1440
OG0004207	XP_006419017.1	evm.model.RL_7.1797
OG0004209	XP_006390770.1	evm.model.RL_3.1550
OG0004210	XP_024007615.1	evm.model.RL_3.1562
OG0004211	XP_006390710.1	evm.model.RL_3.1599, evm.model.RL_3.1011
OG0004212	XP_006390058.1	evm.model.RL_3.2177
OG0004213	XP_006390447.1	evm.model.RL_3.1838
OG0004214	XP_006390577.1	evm.model.RL_4.1619, evm.model.RL_3.1728
OG0004215	XP_006389993.2, XP_024008672.1, XP_006389995.2	evm.model.RL_3.2233
OG0004216	XP_006389829.1	evm.model.RL_3.2398
OG0004217	XP_006407304.1	evm.model.RL_1.1169
OG0004218	XP_006406988.1	evm.model.RL_1.1452
OG0004219	XP_006406955.1	evm.model.RL_1.1481
OG0004220	XP_024015774.1	evm.model.RL_1.1522
OG0004222	XP_024015314.1	evm.model.RL_1.1732
OG0004223	XP_006406544.1	evm.model.RL_1.1809
OG0004224	XP_006406516.1	evm.model.RL_1.1834.1.687c87ee
OG0004225	XP_006406484.1	evm.model.RL_1.1861
OG0004226	XP_006406305.1	evm.model.RL_1.2038
OG0004227	XP_006406241.1	evm.model.RL_1.2095
OG0004228	XP_006406240.1	evm.model.RL_1.2096
OG0004229	XP_006406195.1	evm.model.RL_1.2134
OG0004230	XP_024014954.1	evm.model.RL_1.2146.3.687c87ef
OG0004233	XP_006418839.1	evm.model.RL_1.2279
OG0004234	XP_006409217.2	evm.model.RL_1.2976
OG0004235	XP_006409084.2	evm.model.RL_1.3101.2.687c87f1
OG0004236	XP_006412901.1	evm.model.RL_2.2406
OG0004237	XP_006395916.1	evm.model.RL_2.575, evm.model.RL_2.576
OG0004238	XP_006392584.1	evm.model.RL_5.3975
OG0004240	XP_006392724.1	evm.model.RL_5.3865
OG0004241	XP_006392756.1, XP_006409718.1	evm.model.RL_5.3842
OG0004242	XP_006392792.1	evm.model.RL_5.3797
OG0004244	XP_006393062.1	evm.model.RL_5.1934
OG0004245	XP_006390999.1	evm.model.RL_5.2145
OG0004246	XP_024006184.1	evm.model.RL_5.2190, evm.model.RL_8.814
OG0004247	XP_024003805.1	evm.model.RL_6.1568
OG0004248	XP_006407920.1	evm.model.RL_2.124, evm.model.RL_2.119, evm.model.RL_1.603
OG0004249	XP_006394852.1	evm.model.RL_4.1149
OG0004251	XP_006402883.2	evm.model.RL_7.627
OG0004252	XP_006402819.1	evm.model.RL_7.556
OG0004253	XP_006402550.1	evm.model.RL_7.291
OG0004254	XP_006402461.1	evm.model.RL_1.361, evm.model.RL_5.399
OG0004255	XP_024012965.1	evm.model.RL_7.134
OG0004256	XP_006398808.2	evm.model.RL_4.3177
OG0004257	XP_024006396.1	evm.model.RL_6.2647
OG0004259	XP_006404886.2, XP_006404878.1, XP_006404876.1, XP_006404863.2	evm.model.RL_5.1931
OG0004261	XP_006402166.1	evm.model.RL_2.2420
OG0004263	XP_024014080.1, XP_006396172.1, XP_024014079.1, XP_024014078.1	evm.model.RL_6.308, evm.model.RL_6.220
OG0004265	XP_006415721.1	evm.model.RL_5.3087, evm.model.RL_5.3108
OG0004266	XP_006401542.1	evm.model.RL_8.1065, evm.model.RL_4.528
OG0004275	XP_024005360.1	evm.model.RL_2.2418
OG0004276	XP_006412245.1	evm.model.RL_7.2465, evm.model.RL_2.2950
OG0004277	XP_006412733.1	evm.model.RL_2.2540
OG0004278	XP_006412629.1	evm.model.RL_2.2619
OG0004279	XP_006412599.2	evm.model.RL_2.2651
OG0004280	XP_006412379.1	evm.model.RL_2.2835
OG0004281	XP_006412290.1	evm.model.RL_2.2913.1.687c86e7
OG0004282	XP_006412208.1	evm.model.RL_2.2986
OG0004283	XP_006412138.1	evm.model.RL_2.3043
OG0004284	XP_006415349.1	evm.model.RL_5.2812
OG0004285	XP_006415239.1	evm.model.RL_7.1963, evm.model.RL_5.2740
OG0004286	XP_024003684.1	evm.model.RL_3.705, evm.model.RL_3.704
OG0004287	XP_006398523.1	evm.model.RL_7.2679
OG0004288	XP_024006669.1	evm.model.RL_7.2578
OG0004289	XP_006395643.1	evm.model.RL_7.2462
OG0004290	XP_006395469.1	evm.model.RL_7.2304
OG0004291	XP_006418834.1	evm.model.RL_4.64
OG0004292	XP_006395363.1	evm.model.RL_7.2199
OG0004293	XP_024010592.1	evm.model.RL_6.516
OG0004294	XP_006411509.2	evm.model.RL_6.2373
OG0004295	XP_006411385.1	evm.model.RL_6.2244
OG0004296	XP_024015515.1	evm.model.RL_1.914
OG0004297	XP_006407463.1	evm.model.RL_1.1029
OG0004298	XP_006407404.1	evm.model.RL_1.1094
OG0004299	XP_006402055.1	evm.model.RL_8.1190
OG0004301	XP_006401996.1, XP_006409296.1	evm.model.RL_8.1233
OG0004301	XP_006414750.1	evm.model.RL_5.851
OG0004302	XP_006401935.1	evm.model.RL_8.1262
OG0004303	XP_024005124.1	evm.model.RL_2.2168
OG0004304	XP_006401143.1	evm.model.RL_8.1872
OG0004305	XP_006394865.1	evm.model.RL_4.1135
OG0004306	XP_006399836.1	evm.model.RL_4.2279
OG0004307	XP_006399705.1	evm.model.RL_4.2399
OG0004309	XP_006399335.1	evm.model.RL_4.2702, evm.model.RL_4.2703
OG0004310	XP_006399302.1	evm.model.RL_4.2733
OG0004311	XP_024010995.1	evm.model.RL_4.180.1.687c86cd
OG0004312	XP_006414122.1	evm.model.RL_2.1388
OG0004313	XP_006414030.1	evm.model.RL_2.1455
OG0004314	XP_006413908.1	evm.model.RL_2.1553
OG0004315	XP_006413866.1	evm.model.RL_2.1584
OG0004316	XP_006413836.1	evm.model.RL_2.1607
OG0004317	XP_024005924.1	evm.model.RL_2.1618.2.687c86e3
OG0004318	XP_006413634.1	evm.model.RL_2.1770
OG0004319	XP_006413620.1	evm.model.RL_2.1786
OG0004320	XP_006413556.1	evm.model.RL_2.1857
OG0004321	XP_006413480.1	evm.model.RL_2.1919
OG0004322	XP_006397019.1	evm.model.RL_8.710
OG0004323	XP_006397443.1	evm.model.RL_5.2475
OG0004323	XP_006397197.1	evm.model.RL_8.845
OG0004324	XP_006406139.1	evm.model.RL_1.2169
OG0004326	XP_006415559.1	evm.model.RL_5.2969
OG0004327	XP_006415470.1	evm.model.RL_5.2889
OG0004328	XP_024008715.1	evm.model.RL_5.2874
OG0004330	XP_006412059.1	evm.model.RL_2.3104
OG0004331	XP_006411952.1	evm.model.RL_2.3205
OG0004332	XP_006411945.1	evm.model.RL_2.3213
OG0004333	XP_006397105.1	evm.model.RL_8.773, evm.model.RL_8.771
OG0004334	XP_024009852.1	evm.model.RL_8.575
OG0004336	XP_024014072.1, XP_006403070.1	evm.model.RL_2.633
OG0004337	XP_024009679.1	evm.model.RL_1.2452
OG0004338	XP_006415003.1	evm.model.RL_2.767
OG0004339	XP_006414710.1	evm.model.RL_2.962
OG0004340	XP_006414654.1	evm.model.RL_2.998
OG0004341	XP_006414638.1	evm.model.RL_2.1011
OG0004342	XP_006392570.1	evm.model.RL_5.3990
OG0004343	XP_006402325.1	evm.model.RL_7.72
OG0004344	XP_006397895.1	evm.model.RL_6.2852
OG0004345	XP_006397823.1	evm.model.RL_6.2779
OG0004348	XP_024003770.1	evm.model.RL_6.2440
OG0004349	XP_024012854.1	evm.model.RL_7.541
OG0004350	XP_006400541.1	evm.model.RL_4.1667
OG0004351	XP_024003899.1	evm.model.RL_6.2120
OG0004352	XP_006411253.1	evm.model.RL_6.2119
OG0004353	XP_024012032.1	evm.model.RL_4.1476
OG0004354	XP_006400984.1	evm.model.RL_8.2007
OG0004355	XP_006394247.1	evm.model.RL_8.2439
OG0004356	XP_006394212.1	evm.model.RL_8.2483
OG0004358	XP_006393904.1	evm.model.RL_8.2745
OG0004359	XP_006393891.1	evm.model.RL_8.2763
OG0004360	XP_006418493.2, XP_006413721.2	evm.model.RL_7.1037, evm.model.RL_8.2915
OG0004361	XP_006411842.1	evm.model.RL_8.75
OG0004362	XP_006418230.1	evm.model.RL_5.208
OG0004363	XP_006410483.1	evm.model.RL_6.1427
OG0004364	XP_006410478.1	evm.model.RL_6.1423
OG0004365	XP_024008183.1	evm.model.RL_5.457
OG0004366	XP_006410255.1	evm.model.RL_6.1218
OG0004367	XP_006410232.1	evm.model.RL_6.1200
OG0004368	XP_006410148.1	evm.model.RL_6.1139
OG0004369	XP_006410120.1	evm.model.RL_6.1128
OG0004370	XP_006410134.1	evm.model.RL_6.1123
OG0004371	XP_006410048.1	evm.model.RL_6.1089
OG0004372	XP_006408501.1	evm.model.RL_1.78
OG0004373	XP_024015621.1	evm.model.RL_1.195
OG0004374	XP_006408100.1	evm.model.RL_1.444
OG0004375	XP_024007327.1	evm.model.RL_4.1046
OG0004376	XP_006408059.1	evm.model.RL_1.478.1.687c87ea
OG0004377	XP_006408003.1	evm.model.RL_1.532
OG0004378	XP_006407980.2	evm.model.RL_1.546
OG0004379	XP_006407949.1	evm.model.RL_1.576
OG0004380	XP_006407851.1	evm.model.RL_1.671
OG0004381	XP_006410774.1	evm.model.RL_6.1697
OG0004382	XP_006410790.1	evm.model.RL_6.1711
OG0004383	XP_006410870.1	evm.model.RL_6.1788
OG0004384	XP_006403672.1	evm.model.RL_7.1026
OG0004385	XP_006416850.1	evm.model.RL_5.1457, evm.model.RL_6.949
OG0004386	XP_006416673.1	evm.model.RL_5.1605.1.687c88b5
OG0004388	XP_006390474.2	evm.model.RL_3.1821
OG0004389	XP_006416574.1	evm.model.RL_5.1707.1.687c88b6
OG0004392	XP_024008462.1	evm.model.RL_5.3477
OG0004392	XP_024011091.1	evm.model.RL_4.399
OG0004393	XP_006415937.1	evm.model.RL_5.3293
OG0004394	XP_006415839.1	evm.model.RL_5.3210
OG0004395	XP_006413377.1	evm.model.RL_1.424, evm.model.RL_2.1999
OG0004396	XP_006404933.1	evm.model.RL_6.316
OG0004397	XP_006417126.1	evm.model.RL_5.1191
OG0004398	XP_006417188.1	evm.model.RL_5.1141
OG0004399	XP_006417201.1	evm.model.RL_5.1132
OG0004400	XP_006417294.1, XP_024016224.1	evm.model.RL_5.1058
OG0004401	XP_006417392.1	evm.model.RL_5.970
OG0004402	XP_006417444.1	evm.model.RL_5.926
OG0004403	XP_006417496.1	evm.model.RL_5.870
OG0004404	XP_024008983.1	evm.model.RL_5.764
OG0004405	XP_024008896.1	evm.model.RL_5.652, evm.model.RL_5.653
OG0004406	XP_006417755.1	evm.model.RL_5.640.2.687c88ae
OG0004407	XP_006400039.1, XP_006398167.1, XP_006402016.1	evm.model.RL_4.2110
OG0004408	XP_006400164.1	evm.model.RL_4.2013
OG0004409	XP_006400226.1	evm.model.RL_4.1956
OG0004410	XP_006400405.1	evm.model.RL_4.1797
OG0004411	XP_006400417.1	evm.model.RL_4.1786
OG0004412	XP_006394897.1	evm.model.RL_4.1108
OG0004413	XP_006394950.1	evm.model.RL_4.1054
OG0004414	XP_006395202.1	evm.model.RL_4.780
OG0004415	XP_006399084.1	evm.model.RL_4.2928
OG0004416	XP_006394816.2	evm.model.RL_4.1178
OG0004418	XP_006394617.1	evm.model.RL_4.1371
OG0004419	XP_006394582.1	evm.model.RL_4.1409
OG0004419	XP_024012026.1	evm.model.RL_4.2727
OG0004420	XP_006394517.2	evm.model.RL_8.2207
OG0004421	XP_006404119.2, XP_006391484.1	evm.model.RL_7.1431
OG0004422	XP_006391145.1	evm.model.RL_3.1218_evm.model.RL_3.1220
OG0004423	XP_006390983.1	evm.model.RL_3.1356
OG0004424	XP_024009634.1, XP_006390904.1	evm.model.RL_3.1421
OG0004425	XP_006390852.1	evm.model.RL_3.1462
OG0004426	XP_024009740.1	evm.model.RL_3.1586
OG0004427	XP_006390702.2, XP_024012361.1	evm.model.RL_3.1604, evm.model.RL_3.1605
OG0004428	XP_006390296.2	evm.model.RL_3.1968
OG0004429	XP_024012484.1, XP_006392082.1	evm.model.RL_3.1872
OG0004430	XP_006390412.1	evm.model.RL_3.1868
OG0004431	XP_006390611.1	evm.model.RL_3.1687
OG0004432	XP_006389971.1	evm.model.RL_3.2255
OG0004433	XP_006389937.1	evm.model.RL_3.2301
OG0004434	XP_006389902.1	evm.model.RL_3.2330
OG0004436	XP_006407282.1	evm.model.RL_1.1190
OG0004437	XP_006407130.1	evm.model.RL_1.1329
OG0004438	XP_006407114.1	evm.model.RL_1.1342
OG0004440	XP_006407005.1	evm.model.RL_1.1431, evm.model.RL_1.1435
OG0004441	XP_006406978.1	evm.model.RL_1.1460
OG0004442	XP_006403256.2, XP_006406963.1	evm.model.RL_1.1476
OG0004443	XP_006406859.1	evm.model.RL_1.1546, evm.model.RL_1.1550_evm.model.RL_1.1554, evm.model.RL_1.1545, evm.model.RL_1.1549, evm.model.RL_1.1553
OG0004444	XP_006406591.1	evm.model.RL_1.1769
OG0004445	XP_006406452.1	evm.model.RL_1.1892
OG0004446	XP_006406424.1	evm.model.RL_1.1924
OG0004447	XP_006406334.1	evm.model.RL_1.2015
OG0004448	XP_006406332.1	evm.model.RL_1.2017
OG0004449	XP_006406284.1	evm.model.RL_1.2261, evm.model.RL_1.2053
OG0004450	XP_006406232.1	evm.model.RL_1.2109
OG0004451	XP_006406061.1	evm.model.RL_1.2224
OG0004452	XP_006408841.1	evm.model.RL_6.527
OG0004453	XP_006409142.1, XP_024016602.1	evm.model.RL_1.3033
OG0004454	XP_006409191.1	evm.model.RL_1.2998
OG0004455	XP_006409089.1	evm.model.RL_1.3096
OG0004456	XP_006408974.1	evm.model.RL_6.1702
OG0004457	XP_006392923.1, XP_006392917.1	evm.model.RL_5.3707
OG0004458	XP_006393046.1	evm.model.RL_5.1921
OG0004460	XP_006393383.1	evm.model.RL_5.2148
OG0004461	XP_006410586.1	evm.model.RL_6.1530
OG0004462	XP_006403869.1	evm.model.RL_7.1198
OG0004463	XP_006403631.1	evm.model.RL_7.983.1.687c84b7
OG0004464	XP_006403490.1	evm.model.RL_7.859, evm.model.RL_7.919, evm.model.RL_7.858
OG0004466	XP_006402958.1	evm.model.RL_7.694
OG0004467	XP_006401725.1	evm.model.RL_8.1419
OG0004468	XP_006402812.1	evm.model.RL_7.548.1.687c84b5
OG0004469	XP_006408587.1, XP_006408676.1	evm.model.RL_7.539, evm.model.RL_6.1927
OG0004470	XP_006402768.1	evm.model.RL_7.501
OG0004471	XP_024010800.1	evm.model.RL_6.2661
OG0004472	XP_006402480.1	evm.model.RL_7.228
OG0004473	XP_006392431.1	evm.model.RL_7.132
OG0004474	XP_006402318.2	evm.model.RL_7.65
OG0004477	XP_006396998.1	evm.model.RL_8.1039
OG0004480	XP_024016735.1	evm.model.RL_6.1486
OG0004481	XP_024004419.1	evm.model.RL_2.2875
OG0004482	XP_024008845.1	evm.model.RL_5.3743, evm.model.RL_5.3442, evm.model.RL_5.3373
OG0004485	XP_006390967.2, XP_006390969.1	evm.model.RL_7.400
OG0004492	XP_024014899.1	evm.model.RL_1.2246, evm.model.RL_1.2247, evm.model.RL_1.2249
OG0004493	XP_024009497.1	evm.model.RL_1.2394
OG0004493	XP_024010062.1, XP_024009552.1	evm.model.RL_1.2396
OG0004498	XP_006412976.1	evm.model.RL_2.2339
OG0004499	XP_006412943.1	evm.model.RL_2.2370
OG0004500	XP_006412899.1	evm.model.RL_2.2407
OG0004501	XP_006412781.1	evm.model.RL_2.2519
OG0004502	XP_006401216.1	evm.model.RL_8.1808
OG0004503	XP_006412730.1	evm.model.RL_2.2543.1.687c86e6
OG0004505	XP_006412687.1	evm.model.RL_2.2571
OG0004506	XP_006412671.1	evm.model.RL_2.2585
OG0004507	XP_024012761.1	evm.model.RL_7.560, evm.model.RL_7.531
OG0004508	XP_006412553.1	evm.model.RL_2.2692
OG0004509	XP_006412508.1	evm.model.RL_2.2725
OG0004510	XP_006412506.1	evm.model.RL_6.442
OG0004511	XP_006412404.1, XP_024009876.1	evm.model.RL_2.2816
OG0004512	XP_006412234.1	evm.model.RL_2.2960
OG0004513	XP_006412223.1	evm.model.RL_2.2971.1.687c86e7
OG0004514	XP_024005549.1	evm.model.RL_2.1219
OG0004515	XP_006392221.1	evm.model.RL_3.502
OG0004516	XP_006392008.1	evm.model.RL_3.345
OG0004517	XP_024008467.1, XP_006417360.1	evm.model.RL_5.1004
OG0004518	XP_006413530.1	evm.model.RL_2.1881
OG0004519	XP_006395883.1	evm.model.RL_7.2699
OG0004520	XP_006415861.1	evm.model.RL_3.1212, evm.model.RL_8.1332
OG0004521	XP_006395615.1	evm.model.RL_7.2434, evm.model.RL_7.2433
OG0004522	XP_006395377.1	evm.model.RL_7.2213
OG0004522	XP_006405538.1	evm.model.RL_2.207
OG0004523	XP_006395328.1	evm.model.RL_7.2147
OG0004524	XP_006395274.1	evm.model.RL_7.2072
OG0004525	XP_024007065.1	evm.model.RL_2.567
OG0004525	XP_006391568.1	evm.model.RL_3.908.1.687c84bb
OG0004526	XP_006391804.1	evm.model.RL_3.198
OG0004527	XP_006407316.1	evm.model.RL_1.1158.1.687c87ec
OG0004528	XP_006401356.1	evm.model.RL_8.1703
OG0004529	XP_024014891.1	evm.model.RL_1.1134
OG0004530	XP_006400913.1	evm.model.RL_8.2059
OG0004531	XP_024012715.1	evm.model.RL_8.1666.1.687c855c
OG0004532	XP_006401365.1	evm.model.RL_8.1698
OG0004533	XP_006401299.1	evm.model.RL_8.1738, evm.model.RL_8.1739
OG0004534	XP_006401287.2	evm.model.RL_8.1750
OG0004535	XP_006401196.1	evm.model.RL_8.1829
OG0004536	XP_006401153.1	evm.model.RL_8.1864
OG0004537	XP_006395234.1	evm.model.RL_4.747
OG0004538	XP_006399773.1	evm.model.RL_4.2333
OG0004539	XP_006399757.1	evm.model.RL_4.2345
OG0004540	XP_006399722.1	evm.model.RL_4.2380
OG0004541	XP_006399707.1	evm.model.RL_4.2398
OG0004542	XP_006399612.2	evm.model.RL_4.2473
OG0004543	XP_006399562.1	evm.model.RL_4.2518
OG0004544	XP_006399522.1	evm.model.RL_4.2550
OG0004545	XP_006399391.1	evm.model.RL_4.2666
OG0004546	XP_006399295.1	evm.model.RL_4.2743
OG0004547	XP_006399227.1	evm.model.RL_4.2804
OG0004548	XP_006414103.1	evm.model.RL_2.1398
OG0004549	XP_006414093.1	evm.model.RL_2.1409
OG0004550	XP_006414007.1	evm.model.RL_2.1473
OG0004551	XP_006413645.1	evm.model.RL_2.1761
OG0004552	XP_006413544.1	evm.model.RL_2.1870
OG0004553	XP_006413542.1	evm.model.RL_2.1872
OG0004554	XP_006413482.1	evm.model.RL_2.1917.1.687c86e4
OG0004558	XP_006415692.1	evm.model.RL_5.3082
OG0004559	XP_006415654.1	evm.model.RL_5.3052
OG0004560	XP_006415648.1	evm.model.RL_5.3048
OG0004561	XP_006415548.1	evm.model.RL_5.2952
OG0004562	XP_006415512.1	evm.model.RL_5.2940
OG0004563	XP_006415403.1	evm.model.RL_5.2848, evm.model.RL_5.2847
OG0004564	XP_006412098.1	evm.model.RL_2.3070
OG0004566	XP_006411996.1	evm.model.RL_2.3167
OG0004567	XP_006405879.1	evm.model.RL_2.3378
OG0004568	XP_006395903.1	evm.model.RL_2.570
OG0004569	XP_006391521.1	evm.model.RL_3.959
OG0004570	XP_006405607.1	evm.model.RL_5.1543
OG0004571	XP_006404357.1	evm.model.RL_7.1621
OG0004572	XP_006410669.1	evm.model.RL_6.1596
OG0004573	XP_006398397.1	evm.model.RL_4.96
OG0004574	XP_006410737.1	evm.model.RL_6.1659
OG0004575	XP_006410515.1	evm.model.RL_6.1460
OG0004576	XP_006396996.1, XP_006414162.2, XP_024005705.1	evm.model.RL_8.699
OG0004579	XP_006398052.2	evm.model.RL_4.420.1.687c86ce
OG0004580	XP_006398056.1	evm.model.RL_4.417
OG0004581	XP_006398313.1	evm.model.RL_4.201
OG0004582	XP_006398399.1	evm.model.RL_4.94
OG0004583	XP_006414414.1, XP_024004574.1	evm.model.RL_2.741.2.687c86e1
OG0004584	XP_006414914.2	evm.model.RL_2.845
OG0004585	XP_006414816.1	evm.model.RL_2.912
OG0004586	XP_006406200.1	evm.model.RL_1.2130
OG0004587	XP_006397744.1	evm.model.RL_6.2702
OG0004588	XP_006397695.2	evm.model.RL_6.2648
OG0004589	XP_006397643.1	evm.model.RL_6.2592
OG0004590	XP_006397642.1	evm.model.RL_6.2591
OG0004591	XP_006397637.1	evm.model.RL_6.2584
OG0004592	XP_006397511.1	evm.model.RL_6.2467
OG0004593	XP_006398693.1	evm.model.RL_4.3307
OG0004594	XP_006398787.1	evm.model.RL_4.3198
OG0004595	XP_006400636.1	evm.model.RL_4.1586
OG0004596	XP_006400669.1	evm.model.RL_4.794, evm.model.RL_4.1558
OG0004597	XP_024011534.1	evm.model.RL_4.1494
OG0004598	XP_006400777.1	evm.model.RL_4.1454
OG0004600	XP_006394246.2	evm.model.RL_8.2440
OG0004601	XP_006394201.1	evm.model.RL_8.2489, evm.model.RL_3.1098
OG0004602	XP_006394143.1	evm.model.RL_8.2536
OG0004604	XP_006394025.1	evm.model.RL_8.2634
OG0004606	XP_006393858.1	evm.model.RL_8.2793
OG0004608	XP_006394053.1	evm.model.RL_8.11, evm.model.RL_8.2615
OG0004609	XP_006396430.1	evm.model.RL_8.245, evm.model.RL_2.351
OG0004610	XP_006403245.1	evm.model.RL_4.454
OG0004611	XP_006410442.1	evm.model.RL_6.1392
OG0004612	XP_006410285.1	evm.model.RL_6.1247
OG0004613	XP_024016667.1, XP_024013276.1	evm.model.RL_6.996
OG0004614	XP_024016037.1	evm.model.RL_6.810
OG0004615	XP_006409733.1, XP_006409759.1	evm.model.RL_6.834
OG0004616	XP_006404284.1	evm.model.RL_1.54
OG0004617	XP_006408542.1	evm.model.RL_1.43
OG0004617	XP_006399939.1	evm.model.RL_4.2197
OG0004619	XP_024015443.1	evm.model.RL_1.14
OG0004620	XP_006407749.1	evm.model.RL_1.779
OG0004621	XP_006408385.1	evm.model.RL_1.196
OG0004622	XP_006408359.1	evm.model.RL_1.219
OG0004624	XP_006408027.1	evm.model.RL_1.512
OG0004625	XP_006408011.1	evm.model.RL_1.524
OG0004626	XP_006407992.1	evm.model.RL_1.538
OG0004627	XP_006407987.1	evm.model.RL_1.541
OG0004628	XP_006407960.1	evm.model.RL_1.566
OG0004630	XP_006407808.1	evm.model.RL_1.716
OG0004631	XP_006407804.1	evm.model.RL_1.721
OG0004632	XP_006407786.1	evm.model.RL_1.741
OG0004633	XP_006407783.1, XP_006397392.1	evm.model.RL_1.744
OG0004634	XP_006411323.1	evm.model.RL_6.2179
OG0004635	XP_006411281.1	evm.model.RL_6.2145
OG0004636	XP_006411279.1	evm.model.RL_6.2142
OG0004637	XP_024003858.1	evm.model.RL_6.2127
OG0004638	XP_006411202.1	evm.model.RL_6.2081
OG0004639	XP_006410813.1	evm.model.RL_6.1732
OG0004640	XP_024016688.1	evm.model.RL_6.1739
OG0004641	XP_006410858.2	evm.model.RL_6.1778
OG0004642	XP_006410949.1	evm.model.RL_6.1823
OG0004644	XP_006416867.1	evm.model.RL_5.1443
OG0004646	XP_006416660.1	evm.model.RL_5.1618
OG0004647	XP_006416592.1	evm.model.RL_5.1691
OG0004649	XP_006416299.1	evm.model.RL_5.3606.1.687c88c3
OG0004650	XP_006416245.2	evm.model.RL_5.3562
OG0004651	XP_006416093.1	evm.model.RL_5.3430
OG0004652	XP_006416072.1	evm.model.RL_5.3411
OG0004653	XP_006416075.1	evm.model.RL_5.3414
OG0004654	XP_006415972.1	evm.model.RL_5.3326
OG0004655	XP_006413419.1	evm.model.RL_2.1963, evm.model.RL_2.1965
OG0004656	XP_024005053.1	evm.model.RL_2.1992
