Orthogroup	Eutrema_salsugineum	Erysimum_linariifolium
OG0002675	XP_006396603.1	El001G006550, El001G004550
OG0002676	XP_006414998.2	El003G179390
OG0002676	XP_024009669.1	El005G268960
OG0002678	XP_024009742.1	El005G266980
OG0002678	XP_006414878.1	El003G176970
OG0002679	XP_024005251.1	El003G174880
OG0002680	XP_024005903.1	El003G174760
OG0002680	XP_024015150.1	El005G262780
OG0002681	XP_006397829.1	El006G281660
OG0002683	XP_024016768.1, XP_006411466.1	El006G287200
OG0002684	XP_006411426.1	El006G287750
OG0002684	XP_024012986.1	El001G028790
OG0002685	XP_006398619.1	El001G081590
OG0002685	XP_006407734.1	El005G244010
OG0002686	XP_006417752.1	El001G078540
OG0002687	XP_006419043.1	El001G014260
OG0002687	XP_006400855.1	El007G330590
OG0002688	XP_006418993.1	El001G014850
OG0002688	XP_006400890.1	El007G330940
OG0002690	XP_006418876.1	El001G015920
OG0002691	XP_006404234.1	El001G018270
OG0002691	XP_006394274.1	El007G327110
OG0002692	XP_006396244.2	El001G000570
OG0002692	XP_006418447.1	El002G083040
OG0002693	XP_006418243.1	El002G085180
OG0002693	XP_006396519.1	El001G003590
OG0002694	XP_024013289.1	El007G360400
OG0002694	XP_006418205.1	El002G085580
OG0002695	XP_006410298.1	El006G300710
OG0002695	XP_006417985.1	El002G088110
OG0002696	XP_006417779.1	El002G090460
OG0002696	XP_006409906.1	El006G304670
OG0002697	XP_006407748.1	El005G243810
OG0002698	XP_006408319.1	El005G237600
OG0002698	XP_006400276.1	El001G063570
OG0002699	XP_006400283.1	El001G063520
OG0002700	XP_006400365.1	El001G062480
OG0002700	XP_006408243.1	El005G238490
OG0002701	XP_024007333.1	El007G347620
OG0002702	XP_006403019.1	El001G027440
OG0002702	XP_024016791.1	El006G289180
OG0002703	XP_006413951.1, XP_006415499.1	El002G116460
OG0002704	XP_006410886.1	El006G293470
OG0002704	XP_006403703.1	El001G023940
OG0002705	XP_006403599.1, XP_006391873.1	El001G024990
OG0002705	XP_006411092.1	El006G291430
OG0002706	XP_024007278.1	El004G232980
OG0002706	XP_006416825.1	El002G100340
OG0002707	XP_006390561.1	El004G225650
OG0002707	XP_006416654.1	El002G102060
OG0002708	XP_006390311.1	El004G227930
OG0002708	XP_006416480.2	El002G103950
OG0002709	XP_024007309.1	El004G229920
OG0002709	XP_006416317.1	El002G105740
OG0002710	XP_006390777.1	El004G223240
OG0002711	XP_024008271.1	El005G266790, El002G109370
OG0002712	XP_006415885.1	El002G111900
OG0002713	XP_006391114.1	El004G219480
OG0002714	XP_024008348.1	El002G099180
OG0002715	XP_006395873.1	El001G036540
OG0002715	XP_006416960.1	El002G098960
OG0002716	XP_006417475.1	El002G093320
OG0002717	XP_006400173.1, XP_006400174.1	El001G064770, El001G064930
OG0002718	XP_006400271.1	El006G314750, El005G273050
OG0002719	XP_024006822.1	El001G054610
OG0002720	XP_006403972.1	El001G021170, El003G175950
OG0002721	XP_006404153.1	El001G019290
OG0002722	XP_006391035.1	El004G220330
OG0002722	XP_006391068.1	El004G220040, El004G220010, El004G219970
OG0002723	XP_006390024.1	El004G231390
OG0002723	XP_024008308.1	El002G107150
OG0002724	XP_006416361.1	El002G105170
OG0002724	XP_006390201.1	El004G229290
OG0002725	XP_006407262.1	El005G249020, El005G249010
OG0002726	XP_006406967.1	El005G252010
OG0002726	XP_006392850.1	El002G137910
OG0002727	XP_006392950.1	El002G136800
OG0002728	XP_006406530.1	El005G256580
OG0002729	XP_006406372.1	El005G258370
OG0002729	XP_006393104.1	El002G135120
OG0002730	XP_024015191.1	El005G260070
OG0002731	XP_006406166.1	El005G261310
OG0002731	XP_006414622.1	El003G174120
OG0002732	XP_006392966.1	El002G136650
OG0002733	XP_006393269.1	El002G133280, El002G133290
OG0002734	XP_006410606.1	El006G296690
OG0002736	XP_024004214.1	El006G292290
OG0002736	XP_006403617.1	El001G024810
OG0002737	XP_006411346.1	El006G288690
OG0002737	XP_006402987.1	El001G027770
OG0002738	XP_006398457.1	El007G366770
OG0002739	XP_006404086.1	El001G020020
OG0002739	XP_006393943.1	El007G323770
OG0002741	XP_006391128.1	El004G219310
OG0002741	XP_024007788.1	El002G112000
OG0002743	XP_006412338.1	El003G149080
OG0002743	XP_006412337.1	El003G149070
OG0002744	XP_006417477.1	El002G093300
OG0002745	XP_006417310.1	El002G095140
OG0002745	XP_006418476.1	El002G082680
OG0002746	XP_024007445.1	El001G038550
OG0002748	XP_006399462.1	El001G072260
OG0002749	XP_006401318.1, XP_006401320.2, XP_006401317.1	El007G335510, El007G335550
OG0002751	XP_006402474.1	El003G176340
OG0002753	XP_024005659.1	El003G155630
OG0002753	XP_006409005.1	El005G279200
OG0002754	XP_024005205.1	El003G154710
OG0002754	XP_006408928.2	El005G278580
OG0002755	XP_006412563.1	El003G151190
OG0002757	XP_006412222.1	El003G147960
OG0002758	XP_006412152.1	El003G147310
OG0002759	XP_024004839.1, XP_024004781.1	El003G171990
OG0002760	XP_006415186.1	El002G119920
OG0002761	XP_006392236.1	El004G202610
OG0002762	XP_006391961.1	El004G199080
OG0002762	XP_006417337.1	El002G094900
OG0002763	XP_006416958.1	El002G098990
OG0002763	XP_006395878.1	El001G036440, El005G254090
OG0002764	XP_006417095.2	El002G097400
OG0002764	XP_024007529.1	El001G038750
OG0002765	XP_006399330.1	El001G073390
OG0002766	XP_006405840.1	El003G186090
OG0002766	XP_024009536.1	El004G215440
OG0002767	XP_006391772.1	El004G196520
OG0002768	XP_006401300.1	El007G335290
OG0002768	XP_024005443.1	El003G158200
OG0002769	XP_024015565.1	El005G244600
OG0002770	XP_006413363.1	El003G159750
OG0002770	XP_006402073.1	El007G343510
OG0002771	XP_024012603.1	El001G071900
OG0002771	XP_006394078.1	El007G325180
OG0002772	XP_024007064.1	El007G326680
OG0002772	XP_006399400.1	El001G072820
OG0002773	XP_006399229.1	El001G074300
OG0002773	XP_006394484.1	El007G329140
OG0002774	XP_006413920.1	El003G165960
OG0002774	XP_006398126.1	El007G361760
OG0002775	XP_006413910.1	El003G165830
OG0002775	XP_024010993.1	El007G361630
OG0002776	XP_006413767.1	El003G164500
OG0002776	XP_006413769.1	El003G164510
OG0002777	XP_006413719.1	El003G163920, El003G163930
OG0002778	XP_024004509.1	El006G315620, El006G315680, El006G315670, El006G315600
OG0002779	XP_024009041.1	El002G122280, El002G122260
OG0002780	XP_024006702.1	El002G125060
OG0002781	XP_006411862.2	El003G144640
OG0002782	XP_024014332.1	El006G320020
OG0002782	XP_006411790.1	El003G143540
OG0002783	XP_006411680.1	El003G142360
OG0002784	XP_006414215.1	El003G169400
OG0002784	XP_006398416.1	El007G366350
OG0002785	XP_006403084.2	El003G182730
OG0002785	XP_006396093.1	El005G271310
OG0002786	XP_006396108.1, XP_006408978.1, XP_024013033.1	El005G271090
OG0002787	XP_024007360.1	El003G183460
OG0002787	XP_024009637.1	El005G269790
OG0002788	XP_006414707.2	El003G175050, El003G175040
OG0002788	XP_006406072.1	El005G264070
OG0002789	XP_006406126.1	El005G261870
OG0002789	XP_006414651.1	El003G174430
OG0002790	XP_006406184.1	El005G261140
OG0002790	XP_006406182.1	El005G261160
OG0002791	XP_006406248.1	El005G260000
OG0002793	XP_006397891.1	El006G280890
OG0002793	XP_006402405.1	El001G034430
OG0002794	XP_024010889.1	El006G283130
OG0002794	XP_006402546.2	El001G032610
OG0002795	XP_006402593.1	El001G032030
OG0002795	XP_006397664.1	El006G283810
OG0002796	XP_006397529.1	El006G285300
OG0002796	XP_006397530.1	El006G285270
OG0002797	XP_006402841.1	El001G029310
OG0002797	XP_006411491.1	El006G286840
OG0002798	XP_006411445.1	El006G287510
OG0002798	XP_006402878.1	El001G028860
OG0002799	XP_006411025.1	El006G292010
OG0002799	XP_006398617.1	El001G081610
OG0002800	XP_006398814.1	El001G079090
OG0002800	XP_006398813.1	El001G079130
OG0002801	XP_006400648.1	El001G011750
OG0002802	XP_006400679.1	El001G012040, El001G058930
OG0002803	XP_006404418.1	El001G016500
OG0002805	XP_006410031.1	El006G303140
OG0002806	XP_006418355.1	El002G084000
OG0002806	XP_006396359.1	El001G001830
OG0002807	XP_006396534.1	El001G003760
OG0002808	XP_006410376.1	El006G299770
OG0002809	XP_006410267.1	El006G301090
OG0002810	XP_006417895.1	El002G089040
OG0002810	XP_006410180.1	El006G301820
OG0002811	XP_006409969.1	El006G303940, El006G303870
OG0002812	XP_006417703.1	El002G091070
OG0002813	XP_006408538.2	El005G235320
OG0002813	XP_006399950.1	El001G067100
OG0002814	XP_024011867.1	El001G065770
OG0002814	XP_006408436.1	El005G236370
OG0002815	XP_006408313.1	El005G237670
OG0002815	XP_006400286.1	El001G063490
OG0002817	XP_006408197.1	El005G238940
OG0002817	XP_006400396.1	El001G062190
OG0002818	XP_006408120.1	El008G369160, El005G239850
OG0002818	XP_006394988.1	El001G049030
OG0002819	XP_024015534.1	El005G241360, El004G208960
OG0002820	XP_006407943.1	El005G241700
OG0002821	XP_006407898.1	El005G242120
OG0002822	XP_006408175.1	El005G239190
OG0002822	XP_024009595.1	El001G051730
OG0002823	XP_006403772.1	El001G023270
OG0002823	XP_006410796.1	El006G294600
OG0002824	XP_006403638.1	El001G024570
OG0002824	XP_006410976.2	El006G292430
OG0002825	XP_006389776.2	El004G234250
OG0002825	XP_006416900.1	El002G099570
OG0002826	XP_006389846.1	El004G233410
OG0002826	XP_024007872.1	El002G100090
OG0002827	XP_006416699.1	El002G101590
OG0002827	XP_006390636.1	El004G224750
OG0002828	XP_006416696.1	El002G101630
OG0002828	XP_006390632.1	El004G224800
OG0002829	XP_006416657.1	El002G102030
OG0002829	XP_006390574.1	El004G225420
OG0002830	XP_006390407.2, XP_006390411.1	El004G227110
OG0002830	XP_006416566.1	El002G102980
OG0002831	XP_006390392.1	El004G227310
OG0002831	XP_024008808.1	El002G103110
OG0002832	XP_006416387.1	El002G104900
OG0002832	XP_006390217.1	El004G229080
OG0002833	XP_006416385.1	El002G104910
OG0002833	XP_024011168.1	El004G229090
OG0002834	XP_006416048.1	El002G109260
OG0002834	XP_006390900.1	El004G221810
OG0002835	XP_006391040.2	El004G220280
OG0002835	XP_006415915.1	El002G111040
OG0002836	XP_006415886.1	El002G111880
OG0002837	XP_006391140.1	El004G219180
OG0002837	XP_006415868.1	El002G112080
OG0002838	XP_006413448.1, XP_006413449.1	El003G160480, El007G344790
OG0002840	XP_024004342.1	El003G142660
OG0002840	XP_006404606.1	El006G321040
OG0002841	XP_006410380.1	El006G299660
OG0002842	XP_006418255.1	El002G085040, El004G210630
OG0002843	XP_006418293.1	El002G084620
OG0002843	XP_006394618.1	El001G056490
OG0002844	XP_024012689.1, XP_006400011.1	El001G066560
OG0002845	XP_006400435.1	El001G061710
OG0002848	XP_006394701.1	El001G055320
OG0002849	XP_006404160.1	El001G019160
OG0002849	XP_006394685.1	El001G055610
OG0002850	XP_024007096.1	El005G265700
OG0002851	XP_024006748.1	El001G056360
OG0002851	XP_006404211.1	El001G018520
OG0002852	XP_006394622.1	El001G056450
OG0002853	XP_006394469.1, XP_024006837.1	El007G328960, El007G329000, El007G328980, El007G328900
OG0002854	XP_024012469.1	El004G207830, El007G332640, El004G207780, El004G207740
OG0002855	XP_006408499.1	El005G235660
OG0002856	XP_006404398.1	El001G016580
OG0002856	XP_006401057.1	El007G332780
OG0002857	XP_006404051.1	El001G020240
OG0002858	XP_006404165.1	El001G019110
OG0002859	XP_006400923.1	El007G331230
OG0002859	XP_006418948.1	El001G015320
OG0002860	XP_006412219.1	El003G147930
OG0002860	XP_006409460.1	El005G273490
OG0002861	XP_006418346.1	El002G084100
OG0002861	XP_006390819.1	El004G222780
OG0002863	XP_006389828.1	El004G233640
OG0002863	XP_006416868.1	El002G099950
OG0002864	XP_024014851.1	El005G249400
OG0002865	XP_006392686.2	El002G140050
OG0002865	XP_006407171.2	El005G249770
OG0002866	XP_024006384.1	El002G139870
OG0002867	XP_024015541.1	El005G250220
OG0002867	XP_006392715.1	El002G139750
OG0002868	XP_006406966.1	El005G252020
OG0002868	XP_006392851.1	El002G137890
OG0002869	XP_006393108.1	El002G135050
OG0002869	XP_006406375.1	El005G258340
OG0002871	XP_006409601.2	El005G272660
OG0002872	XP_006409414.1	El005G273840
OG0002873	XP_006412728.1	El003G152820
OG0002874	XP_006409028.1	El002G125460
OG0002875	XP_006393099.1	El002G135170
OG0002875	XP_006406371.1	El005G258380
OG0002876	XP_024006391.1	El002G133320
OG0002877	XP_024013503.1	El001G025910
OG0002877	XP_024004296.1	El006G290710
OG0002878	XP_006411334.1	El006G288830
OG0002878	XP_024012981.1	El001G027710
OG0002879	XP_006402913.1	El001G028480
OG0002879	XP_006411399.1	El006G288020
OG0002880	XP_006402887.1	El001G028780
OG0002880	XP_006399033.1	El001G076490
OG0002881	XP_006402852.1	El001G029230, El001G029240
OG0002883	XP_024006361.1	El003G191440
OG0002884	XP_024014971.1	El005G260590, El005G260600
OG0002886	XP_006400171.1	El001G064950, El001G064780, El001G064940
OG0002887	XP_006399973.1	El001G066880
OG0002890	XP_006408999.2	El005G279170
OG0002890	XP_006412964.1	El003G155550
OG0002891	XP_006404875.1	El006G317940
OG0002891	XP_006412703.1	El003G152590
OG0002892	XP_006405117.1	El006G315440
OG0002892	XP_006412534.1	El003G150920
OG0002893	XP_006412512.1	El003G150720
OG0002893	XP_006405153.1	El006G314920
OG0002894	XP_006404468.1	El001G012650
OG0002894	XP_006412446.1	El003G150110
OG0002895	XP_006408834.1	El006G313380
OG0002895	XP_006412409.1	El003G149730
OG0002896	XP_006412321.1	El003G175600, El003G148930
OG0002896	XP_006409657.1	El005G272300
OG0002897	XP_006412189.1	El003G147680
OG0002897	XP_006409423.1	El005G273770, El007G357480
OG0002898	XP_006406820.2	El005G253390
OG0002899	XP_006415238.1	El002G119590
OG0002899	XP_006410710.1	El006G295580
OG0002900	XP_024016687.1	El006G295360
OG0002900	XP_006414293.2	El003G170390
OG0002901	XP_006417433.1	El002G093720
OG0002901	XP_006392112.1	El004G200460
OG0002902	XP_006391963.1	El004G199100
OG0002902	XP_006417346.1	El002G094820
OG0002903	XP_006416938.1	El002G099220, El002G099240
OG0002904	XP_006416982.2	El002G098740
OG0002904	XP_006395841.1	El001G036860
OG0002905	XP_006395374.1	El001G043170
OG0002906	XP_006405988.1	El004G195790
OG0002906	XP_024014736.1	El003G192500
OG0002907	XP_006401205.1	El007G334240
OG0002907	XP_006413264.1	El003G158630
OG0002909	XP_006407531.1	El005G245990
OG0002909	XP_006398930.1	El001G077780
OG0002910	XP_006399104.2	El001G075600
OG0002910	XP_006407425.1	El005G247340
OG0002911	XP_006407335.1	El005G248210
OG0002911	XP_006399888.1	El001G067770
OG0002912	XP_006401666.1	El007G338960
OG0002912	XP_006415949.1	El002G111380
OG0002913	XP_006413095.1	El003G157020
OG0002914	XP_006413169.1	El003G157890
OG0002915	XP_024012245.1	El007G333500, El007G333360
OG0002916	XP_024007741.1, XP_006415790.1	El002G112810, El002G113060
OG0002917	XP_006399714.1	El001G069570
OG0002917	XP_006394858.1	El001G051680
OG0002918	XP_006394588.1	El001G056900
OG0002919	XP_024012093.1	El001G074050
OG0002920	XP_006394434.1	El007G328620
OG0002921	XP_006414239.2	El003G169750
OG0002921	XP_006398437.1	El007G366540
OG0002924	XP_006396795.1	El001G006670
OG0002924	XP_006413625.1	El003G162750
OG0002925	XP_006413601.1	El003G162550
OG0002926	XP_024009846.1	El001G008790
OG0002927	XP_006397117.1	El001G009400
OG0002927	XP_006415059.1	El002G121780
OG0002928	XP_006396077.1	El002G122610
OG0002928	XP_006390738.2	El004G223620
OG0002929	XP_006397422.1	El002G123420
OG0002929	XP_006416211.1	El002G107360
OG0002930	XP_006410532.1	El006G297930
OG0002931	XP_006412084.1	El003G146660
OG0002932	XP_006411939.1	El003G145160
OG0002932	XP_006404837.1	El006G318400
OG0002933	XP_006411897.1	El003G144720
OG0002933	XP_006404785.1	El006G318850
OG0002934	XP_006411841.1	El007G337960
OG0002935	XP_024005819.1	El003G142640
OG0002935	XP_024014073.1	El006G321080
OG0002936	XP_006411706.1	El003G142560
OG0002936	XP_006404590.1	El006G321180
OG0002937	XP_006411695.1	El003G142450
OG0002937	XP_024004383.1	El003G142440
OG0002938	XP_006411648.1	El003G142000
OG0002938	XP_024014082.1	El006G321710
OG0002939	XP_006397295.1	El001G010990, El001G011010, El001G006850
OG0002940	XP_024003974.1	El006G297120
OG0002941	XP_024005601.1	El003G179800
OG0002942	XP_024005635.1	El003G175870
OG0002942	XP_024009579.1	El005G265640
OG0002943	XP_024014747.1	El003G192270, El003G192320
OG0002944	XP_006402368.1	El001G034770
OG0002944	XP_006397939.1	El006G280380
OG0002945	XP_006408414.1	El002G099750
OG0002946	XP_006397819.2	El006G281740
OG0002947	XP_006402590.1	El001G032060, El008G369360
OG0002947	XP_006397668.1	El006G283620
OG0002948	XP_006397626.1	El001G055220
OG0002949	XP_024010772.1	El006G284230
OG0002949	XP_006397625.1	El004G205200, El004G205230
OG0002950	XP_006403913.1	El001G021700
OG0002951	XP_006397560.1	El006G284930
OG0002952	XP_024010820.1	El006G285190
OG0002953	XP_024010699.1	El006G285380
OG0002954	XP_024010759.1	El006G285450
OG0002955	XP_024011703.1	El001G081670
OG0002955	XP_006407732.1	El005G244030
OG0002956	XP_024012379.1	El001G059010
OG0002956	XP_006400685.1	El001G058850
OG0002957	XP_024009599.1	El001G014510
OG0002957	XP_006400868.1	El007G330710
OG0002958	XP_006400805.1	El001G057220, El001G057250
OG0002959	XP_006399528.1	El001G071650
OG0002959	XP_006394056.1	El007G324950
OG0002960	XP_006393933.1	El007G323690
OG0002961	XP_006393851.1	El007G322630
OG0002961	XP_006403992.2	El001G021040, El002G126230
OG0002962	XP_006393526.1	El002G114540, El002G114530
OG0002963	XP_006396327.2	El001G001460
OG0002963	XP_006418393.1	El002G083710
OG0002964	XP_006396438.1	El001G002820
OG0002964	XP_006396439.1	El001G002830
OG0002965	XP_006403128.1	El007G360320
OG0002965	XP_006418202.1	El002G085610
OG0002966	XP_006403141.1	El007G360120
OG0002967	XP_024013300.1	El007G359850
OG0002967	XP_006418162.1	El002G086000
OG0002968	XP_006418159.1	El002G086060
OG0002968	XP_024013264.1	El007G359820
OG0002969	XP_006418121.1	El002G086530
OG0002969	XP_024003789.1	El006G298630
OG0002970	XP_006410463.1	El006G298800
OG0002970	XP_006418109.1	El002G086640
OG0002971	XP_006418110.1	El002G086630
OG0002971	XP_024016781.1	El006G298780
OG0002972	XP_006418057.1	El002G087300
OG0002972	XP_006410375.1	El006G299780
OG0002973	XP_006417948.1	El002G088590
OG0002973	XP_006410243.1	El006G301330
OG0002974	XP_006409924.1	El006G304390
OG0002975	XP_006412427.1	El003G149870
OG0002975	XP_006408826.1	El006G313590
OG0002976	XP_024012023.1	El001G066980
OG0002976	XP_006408527.1	El005G235420
OG0002977	XP_006408519.1	El005G235500
OG0002977	XP_006399982.1	El001G066800
OG0002978	XP_006414488.1, XP_006401032.1	El007G332510
OG0002979	XP_006401458.1	El007G336770
OG0002979	XP_024005289.1	El003G157650
OG0002980	XP_006394962.1	El001G049590
OG0002981	XP_006400461.1	El001G061410
OG0002982	XP_006410801.1	El006G294550
OG0002982	XP_006403771.1	El001G023280
OG0002983	XP_006410841.1	El006G294040
OG0002983	XP_006391880.2, XP_006403723.1	El001G023720
OG0002984	XP_006401814.1	El006G294010
OG0002984	XP_024004148.1	El006G308160
OG0002985	XP_006410895.1	El006G293370
OG0002985	XP_006403695.1	El001G023990
OG0002988	XP_006390304.1	El004G227990
OG0002988	XP_006416471.1	El037G374530, El002G104000
OG0002990	XP_006391129.1, XP_006415873.1	El002G112010
OG0002991	XP_006399357.1, XP_006399362.1	El003G159000, El003G158990
OG0002993	XP_006414685.2, XP_024007739.1, XP_006417554.1, XP_024014388.1	El002G092430, El007G344720, El002G114060, El002G114020
OG0002995	XP_006392521.1, XP_024005658.1	El003G165270
OG0002997	XP_024011786.1, XP_006395035.1	El001G047370
OG0002997	XP_006395034.1	El007G335910, El001G047430
OG0002998	XP_006399167.1	El001G074930
OG0002998	XP_006407358.1	El005G248020
OG0002999	XP_006399006.1	El001G076840
