Orthogroup	Conringia_planisiliqua	Odontarrhena_muralis
OG0002004	CP20_g4408_DN3_SP4_c.t1	Om008G352250
OG0002004	CP19_g18390_DN3_SP8_c.t1	Om001G009710
OG0002006	CP19_g18271_DN3_SP8_c.t1	Om001G011140
OG0002006	CP20_g4304_DN3_SP8_c.t1	Om008G350700
OG0002007	CP19_g18269_DN3_SP0_c.t1	Om001G011150
OG0002008	CP20_g4232_DN3_SP1_c.t1	Om008G348100
OG0002008	CP7_g44611_DN3_SP0_c.t1	Om001G011710
OG0002009	CP1_g38456_DN1_SP0_c.t1, CP1_g38459_DN2_SP0_c.t1, CP1_g38457_DN2_SP0_c.t1	Om007G287260
OG0002010	CP4_g25339_DN3_SP0_c.t1	Om008G340550
OG0002011	CP7_g44978_DN3_SP0_c.t1	Om007G289690
OG0002012	CP10_g43791_DN3_SP8_c.t1	Om002G084180
OG0002012	CP5_g461_DN3_SP6_c.t1	Om001G034750
OG0002013	CP10_g43783_DN3_SP7_c.t1	Om002G084270
OG0002013	CP5_g448_DN3_SP6_c.t1	Om001G034940
OG0002014	CP5_g418_DN3_SP8_c.t1	Om001G035480
OG0002014	CP10_g43744_DN3_SP3_c.t1	Om002G084500
OG0002015	CP10_g43652_DN3_SP1_c.t1	Om002G085980
OG0002015	CP5_g336_DN3_SP8_c.t1	Om001G036770
OG0002016	CP5_g242_DN3_SP0_c.t1	Om001G038580, Om001G038560, Om001G038570
OG0002019	CP4_g25178_DN3_SP4_c.t1	Om008G338320
OG0002021	CP19_g18262_DN3_SP8_c.t1	Om001G011260
OG0002021	CP20_g4289_DN3_SP7_c.t1	Om008G350590
OG0002022	CP7_g45990_DN3_SP1_c.t1	Om005G198860
OG0002022	CP13_g19900_DN3_SP8_c.t1	Om008G359650
OG0002023	CP12_g30649_DN3_SP8_c.t1	Om002G071280
OG0002023	CP6_g7464_DN3_SP8_c.t1	Om003G102530
OG0002024	CP6_g7412_DN3_SP7_c.t1	Om003G102110
OG0002024	CP12_g30596_DN3_SP8_c.t1	Om002G070550
OG0002025	CP18_g12617_DN3_SP0_c.t1	Om008G320880
OG0002026	CP4_g24246_DN3_SP5_c.t1	Om008G322960
OG0002026	CP3_g13361_DN3_SP0_c.t1	Om003G124910
OG0002028	CP8_g54063_DN3_SP4_c.t1	Om006G244960
OG0002029	CP1_g36482_DN3_SP6_c.t1	Om005G178520, Om004G163610
OG0002029	CP8_g54573_DN3_SP6_c.t1	Om004G158350
OG0002030	CP11_g32047_DN3_SP8_c.t1	Om004G160070
OG0002030	CP1_g36764_DN3_SP8_c.t1	Om005G179880
OG0002031	CP4_g25428_DN3_SP0_c.t1	Om007G278510
OG0002031	CP1_g36613_DN3_SP8_c.t1	Om005G181490
OG0002032	CP3_g14714_DN3_SP0_c.t1	Om007G279240
OG0002032	CP1_g36821_DN3_SP5_c.t1	Om005G182620
OG0002033	CP1_g36960_DN3_SP7_c.t1	Om005G184230
OG0002033	CP4_g25694_DN3_SP8_c.t1	Om007G281320
OG0002034	CP1_g37032_DN3_SP8_c.t1	Om005G185280
OG0002034	CP4_g25835_DN3_SP8_c.t1	Om007G282940
OG0002035	CP19_g17961_DN1_SP7_c.t1	Om001G018810
OG0002036	CP11_g32390_DN3_SP8_c.t1	Om007G299260
OG0002036	CP10_g42229_DN3_SP6_c.t1	Om002G043630, Om005G194130
OG0002037	CP11_g32389_DN3_SP0_c.t1	Om007G299250
OG0002037	CP10_g42231_DN3_SP0_c.t1	Om002G043650
OG0002038	CP12_g30014_DN3_SP6_c.t1	Om002G062950
OG0002039	CP3_g13787_DN3_SP1_c.t1	Om006G251670
OG0002040	CP4_g25083_DN3_SP7_c.t1	Om008G336950
OG0002040	CP3_g14062_DN3_SP8_c.t1	Om006G255270
OG0002041	CP4_g25028_DN3_SP5_c.t1	Om008G336080
OG0002041	CP3_g14023_DN3_SP0_c.t1	Om006G254750
OG0002042	CP4_g24885_DN3_SP0_c.t1, CP4_g24886_DN3_SP1_c.t1	Om008G333890, Om008G333900, Om008G333910
OG0002043	CP1_g38223_DN3_SP8_c.t1	Om005G196000
OG0002044	CP7_g46177_DN3_SP6_c.t1	Om005G196230
OG0002044	CP9_g29686_DN3_SP8_c.t1	Om004G130240
OG0002045	CP7_g46159_DN3_SP0_c.t1	Om005G196530
OG0002045	CP9_g29662_DN3_SP0_c.t1	Om004G130530
OG0002046	CP7_g46134_DN3_SP6_c.t1	Om005G196930
OG0002046	CP9_g29617_DN3_SP7_c.t1	Om004G131250
OG0002047	CP7_g46096_DN3_SP0_c.t1	Om005G197450
OG0002047	CP9_g29555_DN3_SP1_c.t1	Om004G132100
OG0002048	CP7_g46001_DN1_SP0_c.t1	Om005G198740
OG0002049	CP9_g28944_DN3_SP0_c.t1	Om004G141840
OG0002049	CP7_g45971_DN3_SP0_c.t1	Om005G199260
OG0002050	CP7_g45680_DN3_SP6_c.t1	Om005G203040
OG0002050	CP9_g29290_DN3_SP8_c.t1	Om004G136030
OG0002051	CP7_g45672_DN3_SP8_c.t1	Om005G203120
OG0002052	CP7_g45662_DN3_SP8_c.t1	Om005G203290
OG0002052	CP9_g29318_DN3_SP4_c.t1	Om004G135680
OG0002053	CP7_g45638_DN3_SP8_c.t1	Om005G203670
OG0002053	CP9_g29346_DN3_SP8_c.t1	Om004G135260
OG0002054	CP7_g45485_DN1_SP0_c.t1	Om005G205610
OG0002054	CP9_g28740_DN3_SP0_c.t1	Om005G206670
OG0002055	CP7_g45461_DN3_SP6_c.t1	Om004G143590
OG0002055	CP9_g28692_DN3_SP8_c.t1	Om005G207260
OG0002057	CP5_g799_DN3_SP1_c.t1	Om001G028770
OG0002057	CP16_g55275_DN3_SP1_c.t1	Om001G016810
OG0002058	CP16_g55041_DN3_SP8_c.t1	Om002G054980
OG0002059	CP1_g36557_DN3_SP7_c.t1	Om005G182430
OG0002059	CP4_g25517_DN3_SP2_c.t1	Om007G279370
OG0002060	CP9_g28643_DN3_SP8_c.t1	Om005G207980
OG0002061	CP1_g38427_DN3_SP0_c.t1	Om006G238560
OG0002062	CP2_g48205_DN3_SP2_c.t1	Om006G237120, Om006G237100
OG0002063	CP11_g33193_DN3_SP0_c.t1	Om004G169430
OG0002063	CP8_g53840_DN3_SP0_c.t1	Om006G247810
OG0002064	CP3_g14223_DN3_SP0_c.t1, CP3_g14224_DN3_SP0_c.t1	Om006G257280
OG0002066	CP9_g29328_DN3_SP0_c.t1	Om004G135550
OG0002067	CP9_g29233_DN3_SP1_c.t1	Om004G137060
OG0002068	CP9_g29563_DN2_SP0_c.t1	Om004G132010
OG0002069	CP9_g29572_DN3_SP8_c.t1	Om004G131890, Om004G131900
OG0002070	CP7_g46112_DN3_SP6_c.t1	Om005G197200
OG0002070	CP9_g29589_DN3_SP7_c.t1	Om004G131620
OG0002071	CP7_g46401_DN3_SP7_c.t1	Om003G090250
OG0002072	CP7_g46379_DN2_SP2_c.t1	Om003G090630
OG0002072	CP10_g43321_DN3_SP5_c.t1	Om002G057860
OG0002074	CP6_g7226_DN3_SP0_c.t1	Om003G100200
OG0002074	CP12_g30047_DN3_SP0_c.t1	Om002G063560
OG0002075	CP10_g43530_DN3_SP0_c.t1	Om002G087690
OG0002076	CP7_g46474_DN3_SP8_c.t1	Om003G089420
OG0002076	CP10_g43232_DN3_SP0_c.t1	Om002G056580
OG0002077	CP1_g37968_DN3_SP5_c.t1	Om003G095670
OG0002077	CP12_g30466_DN3_SP4_c.t1	Om002G069170
OG0002078	CP3_g13779_DN3_SP0_c.t1	Om006G251550
OG0002079	CP19_g18017_DN3_SP3_c.t1, CP19_g17864_DN3_SP1_c.t1	Om004G166410, Om008G327820
OG0002081	CP16_g55306_DN3_SP0_c.t1, CP16_g55304_DN2_SP0_c.t1, CP16_g55305_DN3_SP0_c.t1	Om002G065870
OG0002082	CP3_g13903_DN3_SP1_c.t1	Om006G253150
OG0002082	CP4_g24841_DN3_SP7_c.t1	Om008G333070
OG0002084	CP9_g29695_DN1_SP0_c.t1	Om004G143450, Om004G143460, Om004G143470, Om004G143480, Om004G148160, Om004G130160
OG0002091	CP26_g51311_DN3_SP0_c.t1, CP1_g38947_DN3_SP0_c.t1, CP18_g12595_DN3_SP0_c.t1, CP3_g15322_DN2_SP0_c.t1	Om003G103390, Om003G103380, Om003G103400
OG0002091	CP16_g55608_DN2_SP0_c.t1, CP15_g34881_DN2_SP0_c.t1, CP7_g44360_DN2_SP0_c.t1	Om008G348130
OG0002093	CP5_g581_DN2_SP2_c.t1	Om001G032460
OG0002094	CP5_g555_DN3_SP0_c.t1	Om002G082280
OG0002094	CP10_g43980_DN3_SP0_c.t1	Om001G012400
OG0002095	CP10_g43824_DN3_SP5_c.t1	Om002G083810
OG0002095	CP5_g479_DN3_SP6_c.t1	Om001G034330
OG0002096	CP2_g49840_DN3_SP2_c.t1	Om005G218150, Om011G365770
OG0002096	CP1_g37214_DN3_SP8_c.t1	Om005G187440
OG0002097	CP2_g49393_DN3_SP0_c.t1	Om005G219500
OG0002097	CP1_g37300_DN2_SP0_c.t1	Om005G188630
OG0002098	CP2_g49222_DN3_SP1_c.t1	Om005G221650
OG0002098	CP2_g49242_DN3_SP1_c.t1	Om006G246890, Om008G322200
OG0002099	CP1_g37396_DN3_SP6_c.t1	Om005G189760
OG0002099	CP2_g49200_DN3_SP4_c.t1	Om005G221910
OG0002100	CP1_g37690_DN2_SP0_c.t1	Om005G193850
OG0002101	CP5_g1330_DN3_SP8_c.t1	Om007G317520
OG0002101	CP13_g19286_DN3_SP8_c.t1	Om006G271470
OG0002104	CP2_g48899_DN3_SP8_c.t1	Om005G226920
OG0002105	CP1_g37571_DN3_SP3_c.t1	Om005G192200
OG0002105	CP2_g48964_DN3_SP3_c.t1	Om005G225670
OG0002106	CP2_g49049_DN3_SP8_c.t1	Om005G224520
OG0002106	CP1_g37505_DN3_SP8_c.t1	Om005G191260
OG0002107	CP3_g13684_DN3_SP0_c.t1	Om003G119610
OG0002107	CP4_g24625_DN3_SP1_c.t1	Om008G328900
OG0002108	CP11_g33698_DN3_SP0_c.t1	Om004G176520
OG0002108	CP10_g42867_DN3_SP8_c.t1	Om002G051460
OG0002109	CP11_g33572_DN3_SP0_c.t1	Om004G174680
OG0002110	CP10_g42944_DN3_SP8_c.t1	Om002G052490
OG0002110	CP11_g33563_DN3_SP8_c.t1	Om004G174510
OG0002111	CP10_g42988_DN3_SP8_c.t1	Om002G053120, Om004G173250
OG0002114	CP5_g1232_DN3_SP8_c.t1	Om001G021230
OG0002114	CP8_g53319_DN3_SP8_c.t1	Om003G115110
OG0002115	CP19_g17949_DN3_SP8_c.t1	Om001G019090
OG0002115	CP8_g53487_DN3_SP7_c.t1	Om003G116960
OG0002116	CP8_g53532_DN3_SP2_c.t1	Om003G117540
OG0002117	CP11_g32656_DN3_SP8_c.t1, CP7_g45160_DN3_SP6_c.t1	Om004G161820
OG0002118	CP2_g48487_DN3_SP8_c.t1	Om006G240600
OG0002118	CP11_g32767_DN3_SP8_c.t1	Om004G163430
OG0002119	CP11_g32853_DN3_SP6_c.t1, CP2_g48411_DN3_SP7_c.t1	Om004G164940
OG0002120	CP2_g48286_DN3_SP8_c.t1	Om006G238120
OG0002120	CP11_g33037_DN3_SP8_c.t1	Om004G167400
OG0002121	CP2_g48121_DN3_SP3_c.t1	Om006G236250
OG0002121	CP11_g33166_DN3_SP8_c.t1	Om004G169060
OG0002122	CP13_g19750_DN3_SP0_c.t1	Om008G362550
OG0002122	CP6_g7099_DN3_SP8_c.t1	Om001G000150
OG0002123	CP6_g6902_DN3_SP8_c.t1	Om001G003360
OG0002124	CP13_g19985_DN3_SP0_c.t1	Om008G358210
OG0002125	CP6_g6810_DN3_SP2_c.t1	Om001G005590
OG0002125	CP13_g20123_DN3_SP5_c.t1	Om008G356610
OG0002126	CP11_g31910_DN3_SP8_c.t1	Om008G355180
OG0002126	CP6_g6730_DN3_SP3_c.t1	Om001G007020
OG0002127	CP20_g4309_DN3_SP3_c.t1	Om008G350880
OG0002127	CP19_g18276_DN3_SP7_c.t1	Om001G011090
OG0002128	CP20_g4239_DN3_SP6_c.t1	Om008G349780
OG0002128	CP7_g44615_DN3_SP8_c.t1	Om001G011680
OG0002129	CP7_g44502_DN3_SP8_c.t1	Om001G012640
OG0002130	CP4_g25495_DN3_SP0_c.t1, CP4_g25535_DN3_SP0_c.t1	Om007G279600
OG0002132	CP5_g453_DN3_SP1_c.t1	Om001G034830
OG0002133	CP5_g449_DN2_SP0_c.t1	Om006G235890, Om001G034910
OG0002133	CP5_g441_DN3_SP0_c.t1	Om001G035040
OG0002134	CP5_g408_DN2_SP5_c.t1	Om001G035620
OG0002135	CP10_g43651_DN1_SP0_c.t1, CP21_g11011_DN2_SP0_c.t1, CP60_g34115_DN1_SP0_c.t1	Om002G085990
OG0002136	CP16_g54748_DN3_SP0_c.t1	Om004G156300
OG0002136	CP5_g65_DN3_SP0_c.t1	Om001G041190
OG0002137	CP5_g1527_DN3_SP1_c.t1	Om007G315590
OG0002137	CP5_g1526_DN3_SP7_c.t1	Om007G315600
OG0002138	CP4_g25309_DN3_SP6_c.t1	Om008G340220
OG0002138	CP4_g25310_DN3_SP2_c.t1	Om008G340230
OG0002139	CP1_g38642_DN3_SP0_c.t1	Om007G287540
OG0002139	CP13_g20435_DN3_SP0_c.t1	Om008G341530
OG0002140	CP20_g4201_DN1_SP0_c.t1, CP20_g4200_DN3_SP0_c.t1	Om008G347460
OG0002140	CP7_g44561_DN3_SP0_c.t1	Om001G012150
OG0002141	CP12_g30768_DN3_SP7_c.t1	Om002G073010
OG0002142	CP3_g13099_DN2_SP0_c.t1	Om003G128810
OG0002143	CP3_g13103_DN2_SP0_c.t1	Om003G128750
OG0002143	CP4_g23928_DN3_SP0_c.t1	Om008G318810
OG0002144	CP4_g24472_DN2_SP0_c.t1	Om008G326450, Om008G326440
OG0002145	CP4_g24514_DN3_SP0_c.t1	Om008G327060
OG0002145	CP3_g13547_DN3_SP0_c.t1	Om003G121400, Om003G121340
OG0002149	CP2_g47999_DN3_SP8_c.t1	Om006G234620
OG0002150	CP3_g14369_DN2_SP0_c.t1, CP6_g7530_DN2_SP0_c.t1	Om006G259210
OG0002151	CP2_g47603_DN3_SP8_c.t1	Om006G229950
OG0002152	CP1_g36436_DN3_SP6_c.t1, CP1_g36435_DN3_SP6_c.t1	Om005G178170
OG0002153	CP1_g36444_DN3_SP7_c.t1	Om005G178080
OG0002153	CP8_g54633_DN3_SP0_c.t1	Om004G157660
OG0002154	CP13_g20199_DN3_SP8_c.t1	Om007G292790
OG0002154	CP1_g36685_DN3_SP8_c.t1	Om005G180930
OG0002155	CP13_g20243_DN3_SP7_c.t1	Om007G277730
OG0002155	CP1_g36656_DN3_SP8_c.t1	Om005G181260
OG0002156	CP12_g30808_DN3_SP6_c.t1	Om007G278520
OG0002157	CP4_g25513_DN3_SP0_c.t1	Om005G182510
OG0002158	CP5_g1246_DN3_SP1_c.t1	Om001G021010
OG0002158	CP5_g1245_DN3_SP0_c.t1	Om001G021020
OG0002159	CP10_g42256_DN3_SP8_c.t1	Om002G043950
OG0002159	CP11_g32348_DN3_SP6_c.t1	Om007G298660
OG0002160	CP11_g32223_DN3_SP0_c.t1	Om007G297010
OG0002162	CP12_g30731_DN3_SP3_c.t1	Om002G072610
OG0002163	CP10_g42678_DN3_SP7_c.t1, CP10_g42677_DN3_SP3_c.t1	Om002G049390
OG0002164	CP2_g48708_DN3_SP0_c.t1	Om002G049440
OG0002165	CP11_g32620_DN3_SP8_c.t1	Om004G161340
OG0002165	CP10_g42821_DN3_SP7_c.t1	Om002G050970
OG0002166	CP3_g13739_DN2_SP0_c.t1	Om006G250840
OG0002166	CP4_g24683_DN2_SP0_c.t1	Om008G330000
OG0002167	CP4_g24770_DN3_SP2_c.t1	Om008G331780
OG0002168	CP4_g25153_DN3_SP8_c.t1	Om008G338030
OG0002168	CP3_g14131_DN2_SP0_c.t1	Om006G256110
OG0002169	CP3_g13940_DN3_SP8_c.t1	Om008G333390, Om008G333380
OG0002170	CP7_g46138_DN3_SP8_c.t1	Om005G196840
OG0002170	CP9_g29626_DN3_SP8_c.t1	Om004G131130
OG0002171	CP7_g46120_DN3_SP4_c.t1	Om005G197080
OG0002171	CP9_g29603_DN3_SP7_c.t1	Om004G131420
OG0002172	CP9_g29601_DN3_SP8_c.t1	Om004G131400
OG0002174	CP7_g45830_DN3_SP5_c.t1, CP9_g29133_DN3_SP8_c.t1	Om004G138720
OG0002175	CP9_g29298_DN3_SP8_c.t1	Om004G135900
OG0002175	CP7_g45673_DN3_SP8_c.t1	Om005G203110
OG0002176	CP17_g5096_DN3_SP0_c.t1	Om005G205080
OG0002177	CP7_g45484_DN3_SP8_c.t1	Om005G205620
OG0002177	CP9_g28732_DN3_SP5_c.t1	Om005G206770
OG0002178	CP9_g28665_DN3_SP3_c.t1	Om005G207570, Om005G207580
OG0002179	CP9_g28325_DN3_SP5_c.t1	Om005G212170
OG0002179	CP7_g45169_DN3_SP8_c.t1	Om004G148110
OG0002181	CP11_g32026_DN3_SP0_c.t1	Om004G160280
OG0002182	CP2_g48179_DN3_SP8_c.t1	Om006G236900
OG0002183	CP1_g37646_DN3_SP8_c.t1	Om005G193300
OG0002183	CP13_g19408_DN3_SP4_c.t1	Om006G272790
OG0002184	CP6_g7288_DN3_SP0_c.t1	Om005G191190
OG0002184	CP1_g37499_DN3_SP0_c.t1	Om004G139340, Om005G191230
OG0002184	CP1_g37500_DN3_SP5_c.t1	Om005G191200
OG0002185	CP1_g37494_DN3_SP8_c.t1	Om005G191140
OG0002185	CP2_g49055_DN3_SP6_c.t1	Om005G224450
OG0002186	CP2_g49206_DN3_SP0_c.t1	Om005G221870
OG0002186	CP1_g37391_DN3_SP2_c.t1	Om005G189720
OG0002187	CP1_g37259_DN3_SP8_c.t1	Om005G188060
OG0002187	CP10_g42822_DN3_SP8_c.t1	Om002G050980
OG0002188	CP2_g48348_DN2_SP0_c.t1	Om005G182900, Om005G182910
OG0002189	CP10_g43098_DN3_SP7_c.t1	Om002G054780
OG0002189	CP11_g33304_DN3_SP8_c.t1	Om004G170890
OG0002190	CP10_g43029_DN3_SP8_c.t1	Om002G053730
OG0002190	CP11_g33411_DN3_SP8_c.t1	Om004G172450
OG0002191	CP2_g48503_DN3_SP0_c.t1	Om006G240730
OG0002192	CP3_g15432_DN3_SP0_c.t1	Om006G243460
OG0002193	CP8_g54324_DN3_SP5_c.t1, CP8_g54325_DN3_SP8_c.t1	Om006G241710
OG0002194	CP7_g46452_DN3_SP0_c.t1	Om003G089680
OG0002194	CP10_g43254_DN3_SP0_c.t1	Om002G056880
OG0002195	CP10_g43305_DN3_SP0_c.t1	Om002G057600
OG0002196	CP6_g7277_DN3_SP8_c.t1	Om003G100670
OG0002196	CP12_g30017_DN3_SP8_c.t1	Om002G063030
OG0002197	CP12_g30082_DN3_SP8_c.t1	Om002G064030
OG0002197	CP1_g38313_DN3_SP8_c.t1	Om003G099750
OG0002198	CP12_g30133_DN3_SP8_c.t1	Om002G064750
OG0002198	CP1_g38264_DN3_SP8_c.t1	Om003G099350
OG0002199	CP12_g30150_DN3_SP2_c.t1	Om002G065030
OG0002199	CP1_g38257_DN3_SP1_c.t1	Om003G099270
OG0002201	CP10_g43862_DN3_SP1_c.t1	Om002G083390
OG0002201	CP10_g43861_DN3_SP8_c.t1	Om002G083400
OG0002202	CP10_g43834_DN3_SP6_c.t1	Om002G083740
OG0002202	CP5_g480_DN3_SP5_c.t1	Om001G034310, Om007G306500
OG0002204	CP10_g43608_DN3_SP0_c.t1	Om002G086780
OG0002205	CP1_g38096_DN3_SP6_c.t1	Om003G097430
OG0002206	CP1_g38134_DN3_SP7_c.t1	Om003G097900
OG0002206	CP12_g30268_DN3_SP1_c.t1	Om002G066630
OG0002207	CP6_g7276_DN3_SP3_c.t1	Om003G100650
OG0002207	CP6_g7274_DN3_SP2_c.t1	Om003G100640
OG0002208	CP3_g13646_DN3_SP1_c.t1	Om003G120010
OG0002209	CP4_g24186_DN3_SP8_c.t1	Om008G322160
OG0002209	CP3_g13305_DN3_SP8_c.t1	Om003G125950
OG0002219	CP10_g43542_DN3_SP0_c.t1	Om002G087540
OG0002220	CP5_g1049_DN3_SP8_c.t1	Om001G024510
OG0002221	CP10_g43570_DN3_SP0_c.t1	Om002G087230
OG0002222	CP5_g760_DN3_SP8_c.t1, CP16_g55458_DN3_SP2_c.t1	Om001G029370
OG0002222	CP2_g48453_DN3_SP4_c.t1	Om006G240230
OG0002223	CP5_g899_DN3_SP0_c.t1, CP21_g10502_DN3_SP0_c.t1	Om001G027170
OG0002223	CP7_g45335_DN3_SP0_c.t1	Om008G342050
OG0002224	CP16_g55137_DN3_SP8_c.t1	Om004G154800
OG0002224	CP5_g842_DN3_SP8_c.t1	Om001G028010
OG0002225	CP5_g800_DN2_SP0_c.t1, CP16_g55274_DN3_SP0_c.t1	Om001G028760
OG0002226	CP5_g613_DN3_SP1_c.t1	Om001G031930
OG0002226	CP10_g44078_DN3_SP0_c.t1	Om002G081740
OG0002227	CP5_g476_DN3_SP0_c.t1, CP10_g43818_DN1_SP0_c.t1	Om002G083870
OG0002228	CP7_g44652_DN3_SP8_c.t1	Om007G276870
OG0002229	CP1_g37810_DN3_SP0_c.t1	Om005G195670
OG0002230	CP1_g37774_DN3_SP7_c.t1	Om005G195100
OG0002230	CP13_g19611_DN3_SP8_c.t1	Om006G274890
OG0002231	CP13_g19458_DN3_SP5_c.t1	Om006G273470
OG0002231	CP1_g37655_DN3_SP8_c.t1	Om005G193400
OG0002232	CP13_g19406_DN3_SP8_c.t1	Om006G272750
OG0002233	CP13_g19177_DN3_SP8_c.t1, CP13_g19176_DN3_SP4_c.t1	Om006G270620, Om006G270630
OG0002234	CP5_g1497_DN1_SP0_c.t1	Om007G316300
OG0002235	CP9_g28220_DN3_SP2_c.t1, CP9_g28221_DN3_SP1_c.t1	Om005G213350
OG0002235	CP9_g28217_DN3_SP0_c.t1	Om005G213380
OG0002236	CP5_g1802_DN3_SP3_c.t1	Om005G214180
OG0002237	CP5_g1854_DN3_SP5_c.t1	Om007G313680
OG0002238	CP13_g19091_DN3_SP6_c.t1	Om005G228220
OG0002239	CP2_g49038_DN3_SP0_c.t1	Om005G224740
OG0002239	CP1_g37510_DN3_SP0_c.t1	Om005G191340
OG0002240	CP8_g53716_DN3_SP8_c.t1	Om006G249610
OG0002240	CP19_g18048_DN3_SP6_c.t1	Om006G256100
OG0002241	CP11_g33692_DN3_SP0_c.t1	Om004G176460
OG0002241	CP10_g42871_DN2_SP0_c.t1	Om002G051500
OG0002242	CP10_g42982_DN3_SP0_c.t1	Om002G053050
OG0002242	CP11_g33487_DN3_SP8_c.t1	Om004G173380
OG0002243	CP9_g29712_DN3_SP8_c.t1	Om004G129970
OG0002244	CP2_g48011_DN3_SP1_c.t1	Om006G234810
OG0002245	CP19_g18133_DN3_SP2_c.t1	Om007G286030
OG0002246	CP8_g53126_DN3_SP1_c.t1	Om003G113060
OG0002247	CP8_g53141_DN3_SP8_c.t1	Om003G113170
OG0002247	CP19_g18099_DN3_SP4_c.t1	Om007G286410
OG0002249	CP8_g53481_DN3_SP8_c.t1	Om003G116870
OG0002250	CP8_g53576_DN3_SP7_c.t1	Om003G118090
OG0002250	CP19_g17979_DN3_SP1_c.t1, CP19_g17978_DN3_SP5_c.t1	Om004G157570
OG0002251	CP8_g53613_DN3_SP8_c.t1	Om003G118560, Om003G118570
OG0002252	CP8_g53754_DN3_SP5_c.t1	Om006G249090
OG0002253	CP11_g32658_DN2_SP0_c.t1, CP7_g45159_DN2_SP0_c.t1	Om004G161870
OG0002254	CP8_g54391_DN3_SP1_c.t1	Om006G241020
OG0002255	CP2_g48511_DN3_SP1_c.t1	Om006G240790
OG0002255	CP11_g32731_DN3_SP4_c.t1	Om004G162850
OG0002256	CP13_g19955_DN3_SP8_c.t1	Om008G358550
OG0002256	CP6_g6905_DN3_SP8_c.t1	Om001G003240
OG0002257	CP19_g18447_DN3_SP0_c.t1	Om001G008880
OG0002257	CP19_g18448_DN3_SP5_c.t1	Om001G008870
OG0002258	CP7_g44814_DN3_SP5_c.t1	Om007G291530
OG0002259	CP5_g382_DN3_SP0_c.t1	Om001G036060
OG0002260	CP19_g18410_DN3_SP0_c.t1	Om001G009370, Om001G009400
OG0002261	CP5_g314_DN3_SP0_c.t1	Om001G037080, Om001G037120, Om001G037110, Om001G037070
OG0002261	CP5_g313_DN3_SP0_c.t1	Om001G037090, Om001G037130
OG0002262	CP5_g284_DN2_SP0_c.t1	Om001G037920
OG0002265	CP5_g1542_DN3_SP6_c.t1	Om007G315430
OG0002266	CP13_g20581_DN3_SP3_c.t1	Om008G341990
OG0002266	CP1_g38483_DN3_SP8_c.t1	Om007G287350
OG0002267	CP6_g7699_DN3_SP7_c.t1	Om003G103830
OG0002267	CP12_g30787_DN3_SP8_c.t1	Om002G073200
OG0002268	CP12_g30686_DN3_SP8_c.t1	Om002G071970
OG0002268	CP6_g7508_DN3_SP5_c.t1	Om003G102770
OG0002269	CP6_g7488_DN3_SP3_c.t1	Om003G102640
OG0002269	CP12_g30662_DN3_SP8_c.t1	Om002G071560
OG0002270	CP12_g30650_DN3_SP0_c.t1	Om002G071290
OG0002271	CP12_g30581_DN3_SP0_c.t1, CP6_g6685_DN2_SP0_c.t1, CP19_g18530_DN3_SP0_c.t1, CP19_g18535_DN3_SP0_c.t1	Om006G267950
OG0002271	CP6_g7401_DN3_SP3_c.t1	Om003G101990
OG0002272	CP12_g30513_DN3_SP5_c.t1	Om002G069570
OG0002272	CP6_g7336_DN3_SP8_c.t1	Om003G101380
OG0002273	CP3_g13303_DN2_SP0_c.t1	Om003G125970
OG0002273	CP4_g24183_DN3_SP0_c.t1	Om008G322130
OG0002274	CP4_g24300_DN3_SP8_c.t1	Om008G323700
OG0002275	CP4_g24313_DN3_SP5_c.t1	Om008G323920
OG0002276	CP4_g24314_DN3_SP2_c.t1	Om008G323930
OG0002276	CP3_g13393_DN3_SP0_c.t1	Om003G124310
OG0002277	CP3_g13565_DN3_SP0_c.t1	Om003G121090
OG0002277	CP4_g24498_DN3_SP5_c.t1	Om008G326900
OG0002278	CP3_g13607_DN3_SP8_c.t1	Om003G120520
OG0002278	CP4_g24548_DN3_SP8_c.t1	Om008G327390
OG0002279	CP11_g33716_DN3_SP7_c.t1	Om004G176750
OG0002279	CP10_g42312_DN3_SP8_c.t1	Om002G044630
OG0002280	CP3_g14959_DN3_SP1_c.t1	Om006G269150
OG0002280	CP8_g54112_DN3_SP1_c.t1	Om006G244380
OG0002281	CP3_g14953_DN1_SP2_c.t1, CP8_g54108_DN3_SP4_c.t1	Om006G244410
OG0002283	CP2_g47757_DN3_SP6_c.t1	Om006G231820
OG0002283	CP2_g47759_DN3_SP5_c.t1	Om006G231840, Om006G231830
OG0002284	CP1_g36464_DN3_SP8_c.t1	Om005G178350
OG0002284	CP8_g54604_DN3_SP7_c.t1	Om004G158010
OG0002286	CP1_g36690_DN2_SP0_c.t1	Om005G180870
OG0002286	CP13_g20195_DN3_SP0_c.t1	Om007G292840
OG0002287	CP1_g36850_DN3_SP6_c.t1	Om005G182950
OG0002288	CP4_g25638_DN3_SP7_c.t1	Om007G280840
OG0002289	CP1_g37029_DN3_SP7_c.t1, CP1_g37027_DN3_SP2_c.t1	Om005G185250, Om005G185230
OG0002290	CP4_g26339_DN3_SP7_c.t1	Om007G284920
OG0002290	CP1_g37123_DN3_SP8_c.t1	Om005G186400, Om004G159190
OG0002291	CP5_g706_DN3_SP7_c.t1	Om001G030300
OG0002292	CP11_g32505_DN3_SP4_c.t1	Om007G301070, Om004G156820
