Orthogroup	Conringia_planisiliqua	Brassica_napus
OG0000711	CP16_g55012_DN3_SP0_c.t1	XP_013680898.1
OG0000712	CP5_g740_DN3_SP0_c.t1	XP_048601165.1, XP_048636011.1
OG0000714	CP5_g1662_DN3_SP0_c.t1, CP5_g1672_DN3_SP1_c.t1	XP_022556851.2, XP_022573842.2
OG0000714	CP9_g28230_DN3_SP0_c.t1	XP_022551747.2, XP_048610962.1
OG0000715	CP20_g4460_DN3_SP0_c.t1, CP11_g31774_DN3_SP0_c.t1, CP20_g4461_DN3_SP0_c.t1	XP_013713902.1, XP_013699153.2, XP_013735499.1, XP_048606949.1, XP_013678010.2
OG0000716	CP10_g44037_DN2_SP0_c.t1, CP10_g44038_DN1_SP0_c.t1, CP13_g20238_DN3_SP0_c.t1	XP_013655370.2, XP_013746583.1
OG0000716	CP2_g50302_DN3_SP0_c.t1, CP5_g1756_DN2_SP0_c.t1	XP_048611855.1, XP_013745566.2, XP_048626815.1, XP_048634065.1, XP_048611852.1, XP_048626811.1, XP_013673404.1, XP_048626814.1
OG0000716	CP5_g1757_DN1_SP0_c.t1	XP_013747495.3, XP_048611853.1, XP_048611856.1, XP_022568704.2, XP_048626816.1, XP_048626812.1, XP_048611854.1, XP_048626819.1
OG0000717	CP7_g45658_DN3_SP5_c.t1	XP_013695131.1, XP_013642321.2, XP_013706687.1, XP_013722142.2, XP_013708587.2, XP_013669935.1, XP_013651629.1
OG0000717	CP7_g45659_DN3_SP3_c.t1	XP_013653410.1, XP_013671547.2
OG0000717	CP7_g45660_DN3_SP7_c.t1	XP_013722143.2, XP_013703330.1, XP_013642322.3
OG0000718	CP10_g43138_DN3_SP7_c.t1	XP_013647522.1, XP_013651955.2, XP_013646492.1, XP_013747501.1, XP_013731818.1, XP_013730113.1, XP_013723327.2
OG0000719	CP8_g54009_DN2_SP3_c.t1	XP_013652951.2, XP_013681055.2, XP_013710571.2, XP_013710460.2, XP_013714837.1, XP_013715770.2, XP_013691323.2
OG0000719	CP1_g37355_DN1_SP0_c.t1	XP_013710771.1, XP_013655355.1, XP_048638088.1, XP_022558515.1
OG0000720	CP3_g13135_DN1_SP0_c.t1	XP_013648518.2, XP_048616268.1, XP_013749433.2, XP_013711819.2
OG0000720	CP11_g32100_DN1_SP0_c.t1	XP_022570032.1, XP_048632067.1, XP_048626301.1, XP_048612379.1, XP_013676984.1
OG0000720	CP1_g36798_DN3_SP0_c.t1	XP_048621817.1, XP_013710785.2
OG0000722	CP9_g28581_DN3_SP7_c.t1	XP_013750525.1, XP_013690926.1, XP_048591841.1, XP_013743731.1, XP_013728862.1
OG0000722	CP1_g37736_DN3_SP7_c.t1	XP_048597698.1, XP_013677795.1, XP_013657379.1, XP_048638229.1, XP_013693025.1
OG0000723	CP2_g48522_DN3_SP0_c.t1	XP_048603994.1, XP_013678162.2, XP_048629352.1, XP_013660851.1, XP_013737456.1
OG0000723	CP2_g49845_DN3_SP0_c.t1	XP_013647307.1, XP_013643810.2, XP_013643985.1, XP_048591108.1
OG0000724	CP10_g43738_DN3_SP0_c.t1	XP_013669797.1, XP_022574511.1, XP_013742334.1, XP_048611332.1, XP_022576193.2, XP_022543307.2, XP_022555458.2, XP_022543980.1
OG0000730	CP13_g19524_DN3_SP3_c.t1	XP_048624512.1, XP_048596672.1, XP_048596671.1, XP_048624511.1, XP_048600105.1, XP_022560165.2, XP_022555796.2, XP_013703839.1, XP_013664910.1
OG0000730	CP1_g37706_DN3_SP3_c.t1	XP_013641353.2, XP_013673140.2, XP_013676233.1, XP_013664680.1
OG0000732	CP8_g53676_DN3_SP6_c.t1	XP_022569664.2, XP_013732881.3
OG0000732	CP19_g18025_DN3_SP5_c.t1	XP_013703939.1, XP_013738094.1, XP_048600194.1, XP_013741337.2
OG0000732	CP3_g14078_DN3_SP3_c.t1	XP_048633967.1, XP_013714400.1
OG0000734	CP2_g48064_DN3_SP7_c.t1	XP_013705262.1
OG0000734	CP8_g53062_DN3_SP5_c.t1	XP_013707864.1
OG0000735	CP8_g53588_DN3_SP0_c.t1	XP_048617352.1
OG0000736	CP11_g32903_DN3_SP7_c.t1	XP_013723249.1, XP_013668159.1, XP_013680282.1, XP_048627693.1
OG0000736	CP16_g54856_DN3_SP7_c.t1	XP_013660087.1, XP_013710555.1
OG0000736	CP5_g174_DN3_SP8_c.t1	XP_013703890.1, XP_013738561.1
OG0000737	CP5_g1994_DN2_SP0_c.t1, CP5_g127_DN3_SP0_c.t1	XP_013647553.1, XP_048619416.1
OG0000737	CP5_g128_DN3_SP0_c.t1	XP_013705677.2, XP_013647554.2
OG0000737	CP16_g54955_DN2_SP0_c.t1	XP_013686538.1, XP_013710235.1, XP_013660073.2
OG0000741	CP10_g43311_DN3_SP8_c.t1	XP_013684767.1, XP_013686960.1
OG0000741	CP8_g53644_DN3_SP8_c.t1	XP_013734031.1
OG0000741	CP7_g46397_DN3_SP8_c.t1	XP_013656424.1, XP_048636883.1, XP_013701571.1, XP_048594370.1, XP_013655391.2
OG0000744	CP8_g54465_DN2_SP0_c.t1	XP_013730364.1, XP_048608017.1
OG0000744	CP11_g31799_DN3_SP0_c.t1, CP11_g31778_DN3_SP0_c.t1	XP_013661130.2
OG0000749	CP1_g37633_DN3_SP7_c.t1	XP_048618752.1, XP_048618755.1, XP_048618756.1, XP_013644815.1
OG0000749	CP7_g45237_DN3_SP8_c.t1	XP_013711782.1, XP_013657128.1
OG0000750	CP19_g17892_DN2_SP0_c.t1, CP19_g17852_DN3_SP0_c.t1	XP_013745759.2, XP_013739873.1
OG0000750	CP13_g19093_DN2_SP0_c.t1	XP_048595701.1, XP_048625963.1
OG0000751	CP4_g26260_DN3_SP0_c.t1	XP_022565449.1
OG0000751	CP11_g33507_DN3_SP0_c.t1, CP2_g47889_DN1_SP0_c.t1, CP11_g33506_DN3_SP0_c.t1	XP_013675485.1, XP_013659213.1, XP_048637901.1, XP_048604454.1
OG0000752	CP2_g48413_DN3_SP0_c.t1	XP_013659137.2, XP_048602302.1, XP_013675341.1, XP_048602307.1, XP_048617917.1, XP_013647225.2, XP_013705117.1, XP_013647227.2
OG0000752	CP11_g32851_DN3_SP0_c.t1	XP_013726417.2, XP_048607850.1
OG0000753	CP1_g40928_DN3_SP0_c.t1, CP1_g40923_DN3_SP0_c.t1	XP_048612576.1
OG0000753	CP1_g40927_DN3_SP1_c.t1, CP1_g40944_DN3_SP8_c.t1	XP_013703339.2, XP_013711851.2
OG0000754	CP1_g40656_DN3_SP3_c.t1	XP_048621678.1, XP_022545522.2
OG0000754	CP15_g35740_DN3_SP0_c.t1	XP_013736728.2, XP_022555418.2, XP_048595535.1, XP_048594844.1
OG0000755	CP11_g31904_DN3_SP7_c.t1	XP_013661982.2, XP_013641787.1
OG0000756	CP5_g443_DN2_SP0_c.t1	XP_022563077.1, XP_022547547.1
OG0000756	CP13_g20091_DN3_SP0_c.t1, CP13_g20175_DN3_SP0_c.t1	XP_022561299.1, XP_048637394.1, XP_013715333.2, XP_013682132.2
OG0000757	CP11_g33632_DN3_SP3_c.t1	XP_013682353.1, XP_013703612.1
OG0000757	CP3_g13984_DN3_SP2_c.t1	XP_013678306.1
OG0000758	CP9_g29629_DN2_SP0_c.t1	XP_013650321.1, XP_013727012.1, XP_013725917.2, XP_013676925.1
OG0000758	CP4_g25542_DN3_SP0_c.t1	XP_013748705.1, XP_013692825.1
OG0000758	CP7_g46142_DN2_SP0_c.t1	XP_013646630.1, XP_013688969.2
OG0000759	CP4_g25758_DN3_SP5_c.t1	XP_013733968.1, XP_022554692.1
OG0000759	CP1_g36999_DN3_SP7_c.t1	XP_013657533.1
OG0000760	CP3_g13712_DN3_SP8_c.t1	XP_048633902.1, XP_013693676.1, XP_013663429.1
OG0000761	CP12_g30365_DN2_SP0_c.t1	XP_048632487.1
OG0000761	CP12_g30367_DN3_SP0_c.t1	XP_013698060.1, XP_048630925.1, XP_013725052.2
OG0000762	CP10_g43535_DN3_SP0_c.t1	XP_013671948.1, XP_048593087.1
OG0000762	CP10_g43534_DN3_SP0_c.t1	XP_048619842.1, XP_048620373.1, XP_048593093.1
OG0000762	CP10_g43536_DN3_SP0_c.t1	XP_013708766.2, XP_048621074.1, XP_048597536.1
OG0000763	CP7_g46316_DN3_SP0_c.t1, CP7_g46313_DN3_SP2_c.t1	XP_048629879.1, XP_048628098.1, XP_048629690.1, XP_013672981.1, XP_013732602.1
OG0000763	CP7_g46317_DN3_SP0_c.t1	XP_048627914.1, XP_048637701.1, XP_013640458.1, NP_001302979.1, XP_013640461.2, XP_013643635.1
OG0000764	CP1_g38008_DN3_SP0_c.t1	XP_048606490.1, XP_048594443.1, XP_022564918.2, XP_048636968.1, XP_013725276.2, XP_048616384.1, XP_013640770.2
OG0000764	CP29_g22052_DN1_SP0_c.t1	XP_048637782.1, XP_022560916.1, XP_013701468.3, XP_048637793.1
OG0000766	CP2_g49452_DN2_SP0_c.t1, CP2_g49463_DN3_SP0_c.t1, CP2_g49458_DN3_SP0_c.t1, CP2_g49444_DN2_SP0_c.t1, CP2_g49457_DN2_SP0_c.t1, CP2_g49469_DN3_SP0_c.t1, CP2_g49449_DN2_SP0_c.t1, CP2_g49443_DN3_SP0_c.t1, CP2_g49472_DN2_SP0_c.t1, CP2_g49470_DN2_SP0_c.t1, CP2_g49462_DN2_SP0_c.t1, CP2_g49471_DN2_SP0_c.t1	XP_048601808.1, XP_013746475.2
OG0000768	CP20_g4366_DN3_SP0_c.t1	XP_022545486.1
OG0000768	CP20_g4371_DN3_SP0_c.t1	XP_022556464.1, XP_013740840.2
OG0000772	CP13_g19187_DN3_SP0_c.t1	XP_048591300.1, XP_048618109.1, XP_048631456.1, XP_013665668.2, XP_013698108.1, XP_013687495.2
OG0000773	CP9_g28564_DN3_SP8_c.t1	XP_013667637.1, XP_013703050.1, XP_048615685.1, XP_013698168.1, XP_013649085.1, XP_013668478.1
OG0000773	CP7_g45326_DN3_SP2_c.t1	XP_013674913.2, XP_048621851.1
OG0000774	CP19_g18009_DN3_SP4_c.t1	XP_013697632.1, XP_048598326.1
OG0000775	CP10_g43010_DN3_SP5_c.t1	XP_013648147.2, XP_013684731.1
OG0000775	CP10_g43009_DN3_SP2_c.t1	XP_013640887.1, XP_048600697.1, XP_013640888.1, NP_001302941.1, XP_013750304.2, XP_013672784.1, XP_013648149.2, XP_013684730.1
OG0000776	CP4_g24723_DN3_SP7_c.t1	XP_013734555.2
OG0000776	CP10_g42884_DN3_SP8_c.t1	XP_048612270.1, XP_022575597.1, XP_048600762.1, XP_048606150.1, XP_048615286.1, XP_013736065.1
OG0000777	CP5_g1296_DN3_SP8_c.t1	XP_048619111.1, XP_048619896.1, XP_013741670.1, XP_013742690.1
OG0000777	CP7_g46351_DN3_SP7_c.t1	XP_048629872.1, XP_013740478.1, XP_048636903.1, XP_013727885.1
OG0000779	CP19_g18446_DN3_SP8_c.t1	XP_013672059.2, XP_048618979.1, XP_013737566.1
OG0000779	CP11_g31800_DN3_SP7_c.t1	XP_013661131.2, XP_048629926.1, XP_013674959.1
OG0000779	CP11_g31779_DN3_SP2_c.t1, CP11_g31798_DN3_SP5_c.t1	XP_022566124.1
OG0000780	CP5_g164_DN3_SP8_c.t1	XP_048633682.1, NP_001302750.1
OG0000780	CP16_g54849_DN3_SP8_c.t1	XP_048633567.1, XP_013671397.1, XP_013712562.1, NP_001303082.1
OG0000780	CP11_g32912_DN3_SP8_c.t1	XP_048602765.1, XP_048626278.1, XP_013678689.2
OG0000781	CP4_g24344_DN3_SP3_c.t1	XP_013734745.2, XP_013683854.2, XP_048631784.1, XP_013683852.1, XP_013690683.1, XP_013744361.1
OG0000781	CP4_g24343_DN3_SP2_c.t1	XP_022557928.1, XP_013688467.1
OG0000783	CP8_g54187_DN3_SP6_c.t1	XP_048599027.1, XP_048628527.1, XP_013717635.1, XP_013717661.1, XP_013680187.2
OG0000784	CP3_g15074_DN3_SP0_c.t1	XP_013670064.1
OG0000784	CP8_g54138_DN3_SP3_c.t1	XP_013715809.1, XP_013682206.2
OG0000786	CP2_g48186_DN1_SP0_c.t1	XP_048596927.1
OG0000787	CP10_g43202_DN3_SP0_c.t1	XP_048605427.1, XP_048600636.1, XP_013651965.1
OG0000788	CP3_g14931_DN3_SP8_c.t1	XP_013721238.2, XP_013646893.2, XP_013677304.1, XP_013723968.2
OG0000788	CP8_g54100_DN3_SP8_c.t1	XP_048602534.1, XP_048605903.1, XP_013665866.1
OG0000788	CP3_g14929_DN3_SP6_c.t1	XP_013723965.2, XP_013670264.2
OG0000789	CP9_g29591_DN3_SP8_c.t1	XP_013726971.1, XP_048626889.1, XP_013650285.1, XP_048628040.1, XP_013676858.2, XP_013702622.2, XP_048616297.1
OG0000789	CP10_g43237_DN3_SP8_c.t1	XP_013696540.3, XP_013648233.2, XP_048635890.1, XP_013685642.2, XP_022567020.1, XP_013673186.1
OG0000791	CP1_g37879_DN3_SP0_c.t1	XP_048634853.1
OG0000792	CP2_g47743_DN3_SP0_c.t1	XP_048609717.1, XP_022552682.1, XP_048603285.1
OG0000793	CP1_g37683_DN3_SP0_c.t1	XP_048611778.1, XP_048604907.1, XP_022551670.2, XP_048603415.1, XP_013739655.1, XP_013705799.2, XP_048593219.1
OG0000794	CP4_g25897_DN2_SP0_c.t1	XP_013651803.2
OG0000794	CP4_g25930_DN2_SP0_c.t1, CP4_g25929_DN2_SP0_c.t1, CP4_g25945_DN2_SP0_c.t1	XP_048633759.1, XP_022574399.1, XP_048633760.1, XP_013733667.3, XP_022547455.1, XP_013735366.2
OG0000796	CP6_g7428_DN2_SP0_c.t1, CP13_g20463_DN2_SP0_c.t1	XP_013700155.3, XP_013660335.1, XP_048633224.1, XP_013651546.1, XP_048620287.1
OG0000798	CP6_g7165_DN3_SP8_c.t1	XP_013737344.1, XP_013742011.1, XP_013737322.1, XP_013737210.1, XP_013697744.2, XP_013726597.1, XP_013737701.1, XP_013733809.1, XP_048595036.1, XP_022550562.1
OG0000798	CP6_g7096_DN3_SP0_c.t1, CP4_g25168_DN3_SP0_c.t1	XP_013677039.2
OG0000799	CP2_g49119_DN2_SP0_c.t1	XP_048626032.1, XP_048619789.1, XP_013726558.1, XP_048593295.1, XP_013740940.1
OG0000799	CP2_g49118_DN1_SP0_c.t1, CP2_g50295_DN1_SP0_c.t1	XP_013674911.1, XP_022568982.2, XP_022545078.2, XP_013731940.1, XP_048592670.1, XP_048592668.1, XP_013731945.2, XP_048593961.1, XP_048599493.1, XP_022573389.1
OG0000800	CP13_g19496_DN3_SP0_c.t1	XP_013692450.2
OG0000800	CP3_g14509_DN3_SP0_c.t1, CP3_g14510_DN3_SP0_c.t1	XP_013672124.1
OG0000800	CP3_g14508_DN3_SP0_c.t1	XP_022574881.2, XP_013701961.2, XP_013670118.2, XP_048632811.1
OG0000801	CP10_g43020_DN3_SP0_c.t1	XP_013729417.1, XP_013729416.2
OG0000801	CP11_g33427_DN3_SP0_c.t1	XP_013650801.3, XP_013724535.2
OG0000801	CP10_g43021_DN3_SP0_c.t1	XP_013672779.1, XP_013750224.2
OG0000802	CP13_g19899_DN3_SP0_c.t1	XP_022543742.2, XP_013733253.1
OG0000802	CP7_g44881_DN3_SP0_c.t1	XP_013657792.1, XP_048596397.1, XP_013667657.1
OG0000802	CP6_g6975_DN3_SP3_c.t1	XP_022569639.2, XP_013671098.2
OG0000805	CP6_g7411_DN2_SP0_c.t1	XP_013668450.1, XP_013640101.1, XP_013655700.2, XP_048594588.1, XP_013707519.1, XP_022550842.1, XP_048628135.1, XP_048629996.1, XP_013736584.1, XP_013664786.2, XP_022546044.1, XP_013662081.1, XP_013687633.2
OG0000806	CP4_g24292_DN3_SP0_c.t1	XP_013680860.1, XP_013734775.1
OG0000806	CP6_g7231_DN3_SP0_c.t1	XP_013654725.2, XP_048622193.1, XP_048626953.1
OG0000806	CP4_g24291_DN3_SP0_c.t1	XP_022574634.1, XP_013725463.1
OG0000808	CP4_g25866_DN3_SP8_c.t1	XP_013676424.1, XP_048633780.1, XP_048592839.1
OG0000808	CP3_g14779_DN3_SP7_c.t1	XP_048601822.1
OG0000808	CP8_g53939_DN3_SP8_c.t1	XP_013682382.2, XP_013732490.1
OG0000810	CP1_g38028_DN2_SP0_c.t1	XP_013701613.3
OG0000810	CP1_g37974_DN3_SP0_c.t1	XP_022545462.1, XP_022553746.2, XP_048616388.1, XP_013640752.2, XP_013700424.1, XP_048637758.1
OG0000812	CP4_g26085_DN2_SP0_c.t1	XP_013653687.1
OG0000812	CP3_g14438_DN3_SP0_c.t1, CP3_g14440_DN2_SP0_c.t1	XP_022563745.2, XP_013714034.1, XP_013646861.2
OG0000812	CP3_g14439_DN3_SP0_c.t1	XP_013646988.1, XP_013718193.1, XP_013749848.1, XP_013745093.1, XP_013749847.1
OG0000813	CP12_g30069_DN1_SP0_c.t1	XP_013679775.1, XP_048609090.1, XP_013713444.1, XP_013679776.1, XP_048609093.1, XP_013739397.2, XP_048635674.1, XP_013749567.2
OG0000813	CP12_g30070_DN2_SP0_c.t1	XP_048635673.1, XP_022575356.2, XP_013713442.1
OG0000814	CP8_g54032_DN3_SP0_c.t1	XP_013645522.1, XP_022563709.2
OG0000814	CP8_g54031_DN3_SP0_c.t1	XP_013645524.1, XP_048606050.1, XP_013709223.3
OG0000815	CP13_g20625_DN2_SP0_c.t1	XP_048603654.1, XP_048590977.1
OG0000815	CP9_g27952_DN2_SP0_c.t1	XP_013751823.1
OG0000815	CP50_g6563_DN2_SP0_c.t1, CP12_g31418_DN3_SP0_c.t1	XP_013690300.1
OG0000815	CP22_g17621_DN2_SP0_c.t1, CP1_g39498_DN2_SP0_c.t1, CP6_g8581_DN1_SP0_c.t1	XP_048614932.1, XP_048620457.1
OG0000818	CP3_g14443_DN3_SP8_c.t1	XP_013718113.1
OG0000818	CP5_g1230_DN3_SP8_c.t1	XP_013671621.1, XP_013699469.2, XP_013671620.1, XP_013673864.2
OG0000819	CP10_g43023_DN3_SP8_c.t1	XP_013672778.1, XP_013750227.2
OG0000819	CP11_g33425_DN3_SP3_c.t1	XP_013651755.1, XP_013718845.1, XP_013740060.1
OG0000819	CP3_g13723_DN3_SP7_c.t1	XP_013648021.2, XP_013698571.2, XP_013742312.1, XP_013698297.1, XP_013663436.1, XP_013742450.1
OG0000820	CP10_g42587_DN2_SP3_c.t1	XP_013735929.1, XP_013684481.1, XP_022570331.1, XP_013692999.1
OG0000820	CP4_g24831_DN3_SP5_c.t1	XP_013701122.1, XP_048634572.1
OG0000820	CP10_g42588_DN2_SP7_c.t1	XP_013681232.2, XP_013740935.2, XP_013725410.1
OG0000821	CP8_g53138_DN3_SP6_c.t1	XP_048598705.1, XP_022569216.1, XP_013640566.1, XP_013674757.1, XP_013710533.2
OG0000821	CP8_g53135_DN3_SP1_c.t1	XP_048610235.1, XP_013674759.1
OG0000821	CP8_g53132_DN3_SP0_c.t1	XP_048630089.1
OG0000823	CP13_g19770_DN3_SP0_c.t1	XP_013707220.1, XP_013696642.2, XP_013677262.1, XP_013696519.1, XP_048628773.1, XP_013726268.2, XP_013714565.1
OG0000823	CP6_g7080_DN3_SP0_c.t1	XP_013655952.1, XP_013697151.1, XP_013737312.2, XP_022572484.2, XP_013724347.2, XP_013676771.2
OG0000824	CP7_g44576_DN3_SP4_c.t1, CP7_g44578_DN3_SP4_c.t1	XP_013685760.1, XP_013717489.2
OG0000824	CP20_g4220_DN3_SP7_c.t1	XP_013687949.1, XP_013677350.1, XP_013695278.1, XP_013685963.1
OG0000825	CP3_g13237_DN3_SP8_c.t1	XP_013648450.1, XP_048616211.1
OG0000825	CP4_g24095_DN3_SP8_c.t1	XP_013734842.2, XP_013725852.1, XP_013747886.2
OG0000826	CP3_g14515_DN3_SP2_c.t1	XP_048608880.1
OG0000826	CP4_g24284_DN3_SP8_c.t1	XP_013692804.1, XP_013692665.1, XP_048611236.1, XP_048634751.1
OG0000826	CP2_g49435_DN3_SP0_c.t1, CP2_g49434_DN3_SP3_c.t1	XP_013747337.2, XP_013723568.1
OG0000827	CP8_g53468_DN1_SP0_c.t1	XP_013707553.1, XP_013666722.1
OG0000827	CP10_g42864_DN3_SP2_c.t1	XP_048600773.1, XP_048612593.1
OG0000827	CP11_g33705_DN3_SP8_c.t1	XP_013720169.2, XP_048630770.1, XP_048624394.1
OG0000828	CP4_g25443_DN3_SP0_c.t1, CP4_g25472_DN3_SP0_c.t1, CP16_g55374_DN3_SP0_c.t1	XP_013679380.1
OG0000828	CP4_g26407_DN3_SP0_c.t1, CP69_g34242_DN2_SP0_c.t1, CP50_g6575_DN1_SP0_c.t1, CP1_g41094_DN1_SP0_c.t1, CP1_g41100_DN3_SP0_c.t1	XP_013679381.2, XP_048608421.1, XP_013739005.2
OG0000829	CP10_g42341_DN3_SP0_c.t1	XP_048636214.1, XP_048615033.1, XP_048615032.1, XP_013747676.2
OG0000829	CP11_g32217_DN3_SP0_c.t1	XP_048607977.1
OG0000830	CP7_g45736_DN3_SP4_c.t1	XP_013653450.1, XP_048592758.1
OG0000830	CP9_g29245_DN3_SP8_c.t1	XP_013717953.2, XP_013701838.1
OG0000831	CP7_g45718_DN3_SP0_c.t1	XP_022543040.1, XP_013653429.1
OG0000831	CP7_g45717_DN3_SP0_c.t1	XP_013653430.1, XP_013706371.2
OG0000831	CP7_g45716_DN3_SP0_c.t1	XP_013727415.1, XP_048594036.1
OG0000831	CP7_g45715_DN3_SP0_c.t1	XP_013741491.2
OG0000834	CP12_g30198_DN3_SP0_c.t1	XP_013709100.1
OG0000835	CP12_g30251_DN3_SP3_c.t1	XP_048594083.1, XP_013658340.1, XP_013692174.1, XP_013736454.1, XP_048634897.1, XP_013749341.2, XP_013706636.1
OG0000835	CP1_g38146_DN3_SP8_c.t1	XP_022572204.2, XP_013714944.1, XP_022569595.1, XP_013720639.1, XP_013749109.2, XP_048636329.1, XP_013721217.1
OG0000836	CP3_g13623_DN3_SP0_c.t1	XP_013748986.3, XP_048620697.1, XP_048620699.1, XP_048620700.1, XP_048620698.1, XP_013708624.1, XP_013704324.2, XP_048620696.1, XP_022570324.2
OG0000836	CP3_g13624_DN3_SP1_c.t1	XP_013707055.2, XP_013648404.2
OG0000838	CP8_g52226_DN3_SP0_c.t1	XP_048609908.1
OG0000841	CP6_g7131_DN3_SP0_c.t1	XP_048618862.1
OG0000841	CP20_g4300_DN3_SP0_c.t1	XP_013640178.1, XP_013654922.1
OG0000841	CP20_g4298_DN3_SP0_c.t1	XP_013689554.1, XP_048591011.1
OG0000842	CP2_g49356_DN3_SP0_c.t1	XP_013655426.2, XP_013708392.1, XP_013674227.2, XP_013729212.1
OG0000844	CP10_g42923_DN3_SP8_c.t1	XP_022575577.1, XP_013750381.1
OG0000844	CP11_g33594_DN3_SP8_c.t1	XP_048598654.1, XP_013747656.2, XP_048624353.1, XP_048607721.1, XP_013725099.2
OG0000845	CP19_g18157_DN3_SP8_c.t1	XP_013657003.1, XP_013706284.1
OG0000845	CP3_g14518_DN3_SP8_c.t1	XP_013727067.1, XP_022571381.1
OG0000846	CP5_g687_DN3_SP8_c.t1	XP_022562697.1, XP_013707700.2
OG0000848	CP8_g54548_DN3_SP7_c.t1	XP_013735333.2, XP_013732713.1, XP_022569746.1, XP_013722755.2
OG0000849	CP4_g24050_DN3_SP0_c.t1	XP_013746849.1, XP_048634797.1, XP_013709936.1, XP_013751996.1
OG0000849	CP8_g54555_DN2_SP0_c.t1	XP_013732716.2, XP_013732715.2
OG0000849	CP3_g13200_DN1_SP0_c.t1	XP_022563563.1, XP_013660011.1
OG0000850	CP3_g13270_DN3_SP1_c.t1	XP_048620836.1, XP_048597306.1, XP_048620835.1
OG0000850	CP4_g24138_DN3_SP1_c.t1	XP_048609362.1
OG0000851	CP4_g24544_DN3_SP8_c.t1	XP_013747807.2, XP_013691973.1
OG0000851	CP3_g13600_DN3_SP2_c.t1	XP_022573628.1, XP_013742166.2, XP_013748968.2, XP_048620712.1
OG0000852	CP11_g31788_DN3_SP8_c.t1	XP_013649200.2, XP_013676965.1, XP_013735497.1, XP_013732686.1, XP_013672072.1, XP_013661126.1, XP_013733993.1, XP_013676952.1
OG0000853	CP11_g31988_DN3_SP0_c.t1	XP_048607005.1, XP_048607004.1, XP_013676552.2, XP_013688552.1, XP_048595206.1, XP_013688553.1, XP_022544981.2
OG0000853	CP11_g31990_DN3_SP0_c.t1	XP_013726282.2, XP_048605418.1, XP_013735430.2, XP_048625537.1, XP_048625536.1
OG0000854	CP4_g25917_DN3_SP0_c.t1	XP_048633763.1, XP_022556995.1, XP_013647671.3, XP_013692534.1
OG0000854	CP1_g37079_DN3_SP0_c.t1	XP_013716496.2, XP_013697513.2, XP_048594250.1, XP_013729511.1, XP_013711604.1, XP_013641124.2
OG0000855	CP3_g14590_DN3_SP0_c.t1	XP_048638604.1, XP_022553540.2
OG0000855	CP2_g48036_DN3_SP8_c.t1	XP_048603331.1, XP_013664554.2, XP_048629745.1, XP_013661178.2, XP_013707358.2, XP_013642907.2, XP_013721080.1
OG0000857	CP3_g15366_DN3_SP7_c.t1	XP_013658061.3, XP_013707079.1
OG0000857	CP3_g14467_DN3_SP6_c.t1	NP_001302880.1, XP_013642419.2, XP_013745226.2, XP_013680432.2
OG0000858	CP12_g30771_DN3_SP0_c.t1	XP_013751027.2
OG0000859	CP12_g30405_DN2_SP0_c.t1	XP_013725819.2, XP_013739109.1
OG0000859	CP3_g13228_DN1_SP0_c.t1	XP_048622953.1, XP_048627097.1, XP_048616249.1, XP_048616248.1
OG0000860	CP8_g54129_DN1_SP0_c.t1	XP_013701844.2, XP_013715890.1, XP_022547511.1, XP_048608096.1, XP_013715984.2, XP_048608101.1, XP_048617184.1, XP_048602520.1, XP_048605819.1
OG0000862	CP16_g55333_DN1_SP0_c.t1	XP_048600643.1, XP_048606315.1, XP_048606351.1, XP_013713786.2, XP_048605386.1, XP_048605287.1, XP_048600627.1, XP_048600634.1, XP_048600629.1, XP_048600633.1, XP_048600631.1, XP_048600632.1, XP_048600628.1, XP_048600630.1, XP_048605322.1, XP_048605356.1, XP_048600639.1, XP_048605545.1, XP_048600637.1, XP_048605577.1, XP_048605668.1, XP_048605633.1, XP_048605607.1, XP_048600638.1
OG0000863	CP6_g7403_DN3_SP0_c.t1	XP_013660283.2, XP_048630309.1, XP_048630143.1, XP_013666211.1
OG0000867	CP9_g28178_DN2_SP1_c.t1, CP9_g28183_DN3_SP1_c.t1, CP9_g28184_DN3_SP0_c.t1	XP_013708778.3, XP_013681390.2, XP_048626420.1
OG0000868	CP11_g33251_DN3_SP8_c.t1	XP_013715514.1, XP_013670840.2, XP_048607779.1, XP_048624644.1, XP_048602977.1, XP_048602654.1
OG0000868	CP10_g43152_DN3_SP8_c.t1	XP_013747462.1, XP_048607280.1, XP_013697170.1, XP_013750103.1, XP_013711963.3
OG0000869	CP13_g19771_DN3_SP8_c.t1	XP_022572488.1, XP_022562703.1, XP_013726230.1, XP_048628774.1, XP_013677263.1, XP_013696530.1, XP_013697483.1, XP_013703132.1, XP_013714567.1
OG0000869	CP6_g7079_DN3_SP8_c.t1	XP_013738324.1, XP_048637952.1, XP_013724498.1, XP_013655953.1
OG0000870	CP7_g45069_DN3_SP2_c.t1, CP7_g45070_DN3_SP0_c.t1	XP_022553569.2, XP_013682179.2, XP_013655112.2
OG0000870	CP4_g25371_DN3_SP1_c.t1	XP_048601876.1, XP_013642150.2, XP_013748509.1
OG0000871	CP10_g42246_DN3_SP8_c.t1	XP_013750937.2, XP_048636156.1, XP_048606001.1, XP_013735698.1
OG0000871	CP5_g1635_DN3_SP8_c.t1	XP_048633363.1, XP_048610719.1, XP_048615466.1, XP_022552879.2
