Orthogroup	Conringia_planisiliqua	Arabidopsis_lyrata_Rawat
OG0001159	CP9_g29313_DN3_SP0_c.t1	AL4G37320, AL2G36780
OG0001160	CP7_g46399_DN3_SP8_c.t1	AL1G63540
OG0001161	CP12_g30468_DN3_SP8_c.t1	AL3G35190
OG0001161	CP1_g37964_DN3_SP8_c.t1	AL1G59540
OG0001162	CP1_g38186_DN3_SP0_c.t1, CP1_g38187_DN3_SP0_c.t1	AL1G56070
OG0001163	CP5_g1710_DN3_SP0_c.t1, CP4_g25981_DN3_SP0_c.t1, CP5_g1707_DN3_SP0_c.t1	AL8G29060
OG0001164	CP10_g42500_DN1_SP0_c.t1	AL8G39590
OG0001165	CP12_g30830_DN3_SP0_c.t1	AL6G22040, AL6G22010
OG0001166	CP16_g54812_DN3_SP0_c.t1	AL4G11140, AL4G11480, AL4G11150, AL4G11160, AL4G11120
OG0001169	CP5_g1235_DN3_SP3_c.t1	AL7G25000
OG0001170	CP10_g42520_DN3_SP0_c.t1	AL3G15750
OG0001170	CP2_g48600_DN3_SP8_c.t1	AL6G39470
OG0001171	CP2_g49201_DN3_SP0_c.t1	AL2G15540
OG0001171	CP1_g37394_DN3_SP0_c.t1	AL1G21940
OG0001172	CP13_g19499_DN3_SP0_c.t1	AL5G13270
OG0001173	CP19_g18027_DN3_SP1_c.t1	AL7G26860
OG0001173	CP13_g19094_DN3_SP0_c.t1	AL2G10690
OG0001174	CP10_g43039_DN3_SP8_c.t1	AL3G22210
OG0001175	CP8_g53602_DN3_SP0_c.t1	AL8G31800
OG0001175	CP19_g17994_DN3_SP0_c.t1	AL7G26480
OG0001176	CP2_g47752_DN3_SP8_c.t1	AL8G43000
OG0001176	CP11_g32884_DN3_SP8_c.t1	AL6G20950
OG0001177	CP11_g33095_DN3_SP0_c.t1, CP11_g33099_DN3_SP0_c.t1	AL6G18320, AL6G18280
OG0001177	CP11_g33096_DN3_SP0_c.t1	AL6G18310
OG0001178	CP11_g33115_DN3_SP8_c.t1	AL6G18140
OG0001178	CP2_g48175_DN3_SP3_c.t1	AL8G37950
OG0001179	CP6_g6941_DN1_SP0_c.t1	AL7G35590
OG0001179	CP6_g8291_DN3_SP0_c.t1	AL9U10340
OG0001180	CP6_g6854_DN3_SP1_c.t1	AL7G34460
OG0001180	CP13_g20040_DN3_SP8_c.t1	AL8G14010
OG0001181	CP19_g18512_DN3_SP8_c.t1	AL7G32180
OG0001181	CP11_g31881_DN3_SP8_c.t1	AL6G48400
OG0001182	CP7_g45008_DN3_SP6_c.t1	AL1G42770
OG0001183	CP5_g433_DN3_SP8_c.t1	AL7G15320
OG0001183	CP10_g43769_DN3_SP8_c.t1	AL3G50690
OG0001184	CP3_g13207_DN1_SP5_c.t1	AL5G44430
OG0001184	CP4_g24059_DN1_SP5_c.t1	AL4G46020
OG0001185	CP3_g13234_DN3_SP0_c.t1	AL5G44020
OG0001185	CP4_g24091_DN3_SP0_c.t1	AL4G45610
OG0001186	CP3_g13452_DN3_SP1_c.t1	AL5G41200
OG0001187	CP4_g25510_DN3_SP1_c.t1	AL4G27730
OG0001187	CP1_g36548_DN3_SP4_c.t1	AL1G15050
OG0001188	CP11_g33238_DN3_SP8_c.t1	AL6G16550
OG0001188	CP4_g25751_DN3_SP8_c.t1	AL4G24890
OG0001189	CP10_g42130_DN3_SP6_c.t1	AL3G10500
OG0001189	CP11_g32525_DN3_SP8_c.t1	AL6G25140
OG0001190	CP10_g42392_DN3_SP8_c.t1	AL3G13850
OG0001190	CP8_g54515_DN3_SP8_c.t1	AL6G29390
OG0001191	CP2_g48607_DN3_SP8_c.t1	AL6G39580
OG0001191	CP10_g42512_DN3_SP8_c.t1	AL3G15660
OG0001193	CP3_g13786_DN3_SP8_c.t1	AL5G36820
OG0001193	CP4_g24745_DN3_SP8_c.t1	AL4G37340
OG0001194	CP3_g13757_DN3_SP5_c.t1	AL5G37220
OG0001194	CP10_g42818_DN3_SP8_c.t1	AL3G19490
OG0001195	CP7_g46006_DN3_SP0_c.t1	AL1G29660
OG0001195	CP9_g28889_DN3_SP1_c.t1	AL2G32180
OG0001196	CP9_g29142_DN3_SP5_c.t1	AL2G34950
OG0001196	CP7_g45822_DN3_SP8_c.t1	AL1G31920
OG0001197	CP3_g13904_DN3_SP0_c.t1	AL5G35620
OG0001197	CP7_g46203_DN1_SP0_c.t1	AL6G27100, AL396U10010, AL3G37330
OG0001198	CP2_g48575_DN2_SP0_c.t1	AL6G39050
OG0001201	CP3_g14505_DN3_SP7_c.t1	AL5G28220
OG0001202	CP3_g14360_DN3_SP8_c.t1	AL5G30340
OG0001203	CP301_g18542_DN3_SP0_c.t1, CP305_g18552_DN3_SP0_c.t1, CP364_g51487_DN3_SP0_c.t1, CP3_g15445_DN3_SP0_c.t1, CP3_g15480_DN3_SP1_c.t1, CP3_g15457_DN3_SP0_c.t1, CP3_g15278_DN3_SP1_c.t1, CP3_g15272_DN3_SP0_c.t1	AL5G22450, AL5G22430, AL5G22460
OG0001204	CP6_g7373_DN3_SP0_c.t1, CP6_g7374_DN3_SP0_c.t1	AL8G20140
OG0001205	CP10_g43488_DN2_SP0_c.t1	AL3G27600
OG0001206	CP12_g29997_DN3_SP0_c.t1, CP12_g29992_DN3_SP0_c.t1, CP10_g43812_DN3_SP0_c.t1	AL3G29180, AL3G29210, AL3G29170
OG0001207	CP6_g7257_DN3_SP4_c.t1	AL7G39020
OG0001207	CP12_g30032_DN3_SP4_c.t1	AL3G29840
OG0001208	CP1_g38178_DN3_SP8_c.t1	AL1G56170
OG0001208	CP12_g30222_DN3_SP8_c.t1	AL3G32200
OG0001209	CP1_g38151_DN3_SP6_c.t1	AL1G56950
OG0001209	CP12_g30249_DN3_SP8_c.t1	AL939U10010, AL3G32480
OG0001210	CP1_g38077_DN3_SP5_c.t1	AL1G58010
OG0001216	CP4_g24616_DN3_SP0_c.t1	AL4G38860
OG0001217	CP6_g7372_DN3_SP1_c.t1, CP6_g7367_DN3_SP0_c.t1	AL7G40220
OG0001217	CP6_g8316_DN2_SP0_c.t1	AL5G19930
OG0001218	CP10_g42483_DN2_SP0_c.t1	AL3G15300
OG0001220	CP3_g15018_DN3_SP0_c.t1, CP3_g15025_DN3_SP0_c.t1, CP3_g15022_DN3_SP0_c.t1, CP3_g15049_DN3_SP0_c.t1, CP3_g15070_DN3_SP0_c.t1, CP3_g15043_DN3_SP0_c.t1, CP3_g15064_DN3_SP0_c.t1	nbis-gene-1550
OG0001221	CP16_g55430_DN2_SP0_c.t1	AL3G39230
OG0001223	CP10_g44026_DN2_SP0_c.t1	AL3G47600
OG0001223	CP5_g620_DN3_SP0_c.t1	AL7G17440
OG0001224	CP1_g37200_DN3_SP8_c.t1	AL1G19690, AL1G19700
OG0001226	CP13_g19210_DN3_SP2_c.t1	AL5G17600, AL5G17610
OG0001227	CP10_g42921_DN3_SP7_c.t1	AL3G20820
OG0001227	CP11_g33596_DN3_SP6_c.t1	AL6G12110
OG0001230	CP2_g48124_DN3_SP6_c.t1	AL8G38540
OG0001230	CP11_g33162_DN3_SP6_c.t1	AL6G17650
OG0001233	CP19_g18384_DN3_SP8_c.t1	AL7G30610
OG0001233	CP20_g4399_DN3_SP7_c.t1	AL6G46660
OG0001234	CP9_g29182_DN3_SP8_c.t1	AL2G35400
OG0001234	CP13_g20434_DN3_SP8_c.t1	AL8G17780
OG0001235	CP10_g43806_DN3_SP6_c.t1	AL3G50270
OG0001235	CP5_g466_DN3_SP8_c.t1	AL7G15720
OG0001236	CP6_g7383_DN3_SP7_c.t1	AL7G40480
OG0001236	CP4_g25506_DN3_SP2_c.t1	AL4G27680
OG0001237	CP4_g24132_DN3_SP0_c.t1	AL371U10010, AL4G45110
OG0001237	CP3_g13263_DN3_SP0_c.t1	AL5G43660, AL1G53600
OG0001238	CP4_g24142_DN3_SP8_c.t1	AL4G45010
OG0001239	CP3_g13391_DN3_SP8_c.t1	AL5G42150
OG0001239	CP4_g24312_DN3_SP8_c.t1	AL4G43040
OG0001240	CP4_g24358_DN1_SP0_c.t1	AL4G42530
OG0001241	CP4_g24364_DN3_SP5_c.t1	AL4G42440
OG0001241	CP4_g24365_DN3_SP6_c.t1	AL4G42430
OG0001242	CP11_g33564_DN3_SP8_c.t1	AL6G12610
OG0001242	CP10_g42943_DN3_SP7_c.t1	AL3G21040
OG0001243	CP8_g54374_DN3_SP2_c.t1	AL6G31090
OG0001243	CP9_g28271_DN2_SP0_c.t1	AL2G25810
OG0001244	CP8_g54282_DN3_SP2_c.t1	AL6G31960, AL1G56350
OG0001245	CP3_g14281_DN3_SP0_c.t1, CP3_g14283_DN3_SP0_c.t1	AL5G31280
OG0001245	CP2_g47565_DN3_SP2_c.t1	AL8G45090
OG0001246	CP1_g36531_DN3_SP8_c.t1	AL1G11640, AL1G11630
OG0001247	CP10_g42773_DN3_SP5_c.t1	AL3G18950
OG0001248	CP4_g25831_DN3_SP8_c.t1, CP4_g25829_DN3_SP0_c.t1	AL4G23700, AL4G23760, AL4G23750, AL41U10040
OG0001249	CP4_g24881_DN3_SP0_c.t1	AL4G35700
OG0001250	CP11_g32424_DN3_SP8_c.t1	AL6G26320
OG0001250	CP10_g42197_DN3_SP8_c.t1	AL3G11230
OG0001251	CP10_g42228_DN3_SP8_c.t1	AL3G11590
OG0001251	CP11_g32392_DN3_SP8_c.t1	AL6G26640
OG0001252	CP10_g42253_DN3_SP7_c.t1	AL3G11950
OG0001253	CP2_g48576_DN2_SP0_c.t1	AL6G39060
OG0001254	CP1_g37982_DN3_SP1_c.t1	AL1G59310
OG0001254	CP4_g25155_DN3_SP6_c.t1	AL4G31950
OG0001255	CP9_g29479_DN1_SP0_c.t1	AL2G38780
OG0001255	CP7_g46031_DN3_SP0_c.t1	AL1G29370
OG0001256	CP9_g28913_DN3_SP2_c.t1	AL2G32420
OG0001256	CP7_g45994_DN3_SP0_c.t1	AL1G29820
OG0001257	CP9_g28951_DN3_SP8_c.t1	AL2G32960
OG0001257	CP7_g45968_DN3_SP6_c.t1	AL1G30170
OG0001258	CP7_g45871_DN3_SP0_c.t1	AL1G31360
OG0001258	CP9_g29103_DN3_SP0_c.t1	AL2G34550
OG0001259	CP7_g45800_DN3_SP0_c.t1	AL1G32300
OG0001259	CP5_g1993_DN3_SP0_c.t1	AL7G45240
OG0001261	CP1_g37737_DN3_SP0_c.t1	AL1G26210
OG0001261	CP13_g19545_DN3_SP0_c.t1	AL5G12430
OG0001262	CP1_g37727_DN3_SP0_c.t1	AL1G26120
OG0001262	CP1_g37729_DN3_SP0_c.t1, CP1_g37728_DN3_SP0_c.t1	AL1G26130
OG0001263	CP1_g37525_DN3_SP5_c.t1	AL1G23520
OG0001263	CP2_g49015_DN3_SP4_c.t1	AL2G13190
OG0001263	CP2_g49013_DN3_SP0_c.t1	AL2G13160
OG0001264	CP10_g43301_DN3_SP8_c.t1	AL3G25240
OG0001264	CP7_g46406_DN3_SP8_c.t1	AL1G63620
OG0001265	CP1_g37969_DN3_SP8_c.t1	nbis-gene-287
OG0001265	CP12_g30465_DN3_SP8_c.t1	AL3G35110
OG0001269	CP4_g25316_DN3_SP0_c.t1	AL4G30200
OG0001269	CP7_g44977_DN3_SP0_c.t1	AL1G43160
OG0001270	CP1_g41370_DN3_SP0_c.t1	AL9U11290, AL6G41480, AL2G33040, AL1G33550
OG0001274	CP16_g55099_DN3_SP5_c.t1	AL4G14670
OG0001274	CP5_g892_DN3_SP8_c.t1	AL7G21040
OG0001275	CP7_g45703_DN3_SP8_c.t1	AL1G33590
OG0001275	CP5_g503_DN3_SP8_c.t1	AL7G16130
OG0001276	CP2_g49160_DN3_SP0_c.t1	AL2G15180
OG0001276	CP1_g37408_DN3_SP0_c.t1	AL1G22120
OG0001277	CP2_g49122_DN1_SP0_c.t1	AL2G14690
OG0001278	CP12_g31287_DN3_SP7_c.t1	AL3G42720
OG0001279	CP11_g32462_DN3_SP8_c.t1	AL6G25900
OG0001279	CP10_g42169_DN3_SP8_c.t1	AL3G10940
OG0001280	CP13_g19136_DN3_SP0_c.t1	AL5G18970
OG0001280	CP5_g1525_DN3_SP2_c.t1	AL7G50740
OG0001281	CP13_g19099_DN3_SP0_c.t1	AL2G10780
OG0001281	CP19_g17856_DN3_SP0_c.t1	AL7G47670
OG0001282	CP19_g18024_DN3_SP0_c.t1	AL7G26820
OG0001283	CP3_g13649_DN3_SP8_c.t1	AL5G38390
OG0001283	CP4_g24599_DN3_SP8_c.t1	AL4G39180
OG0001284	CP8_g52357_DN3_SP8_c.t1	AL8G23970, AL7G42960
OG0001284	CP2_g48019_DN3_SP8_c.t1	AL8G39900
OG0001285	CP8_g53415_DN2_SP0_c.t1	AL8G29800
OG0001285	CP5_g1281_DN3_SP0_c.t1	AL7G25490
OG0001286	CP8_g53477_DN3_SP0_c.t1, CP8_g53478_DN3_SP0_c.t1	AL8G30530
OG0001287	CP19_g17957_DN3_SP6_c.t1	AL7G26070
OG0001287	CP8_g53499_DN3_SP8_c.t1	AL8G30780
OG0001288	CP11_g32792_DN3_SP8_c.t1	AL6G22080
OG0001288	CP2_g48454_DN3_SP8_c.t1	AL6G37250
OG0001289	CP6_g7083_DN3_SP0_c.t1	AL7G37150
OG0001289	CP13_g19768_DN3_SP0_c.t1	AL8G10800
OG0001290	CP20_g4323_DN3_SP6_c.t1	AL6G45440
OG0001290	CP19_g18294_DN3_SP8_c.t1	AL7G29740
OG0001291	CP7_g44599_DN3_SP0_c.t1	AL1G47210
OG0001291	CP7_g44598_DN1_SP0_c.t1	AL1G47200
OG0001292	CP4_g25759_DN3_SP0_c.t1	AL4G24820
OG0001292	CP10_g42165_DN3_SP0_c.t1	AL3G10870
OG0001293	CP3_g13456_DN3_SP1_c.t1	AL5G41140
OG0001294	CP16_g54860_DN3_SP7_c.t1	AL4G11820
OG0001295	CP5_g1682_DN3_SP0_c.t1, CP5_g1683_DN3_SP0_c.t1	AL7G52990
OG0001295	CP5_g1679_DN1_SP0_c.t1	AL7G52810
OG0001296	CP16_g54903_DN1_SP0_c.t1	AL4G12270
OG0001296	CP4_g25225_DN3_SP0_c.t1	AL4G31180
OG0001297	CP11_g31870_DN3_SP3_c.t1	AL6G48250
OG0001298	CP6_g7440_DN2_SP1_c.t1	AL7G41050
OG0001299	CP4_g24043_DN3_SP8_c.t1	AL4G46230
OG0001299	CP4_g24045_DN3_SP1_c.t1	AL4G46210
OG0001300	CP3_g13530_DN3_SP8_c.t1	AL5G39810
OG0001300	CP4_g24488_DN3_SP2_c.t1	AL4G40800
OG0001301	CP4_g24501_DN3_SP5_c.t1	AL4G40590
OG0001302	CP3_g14389_DN3_SP6_c.t1	AL5G29880
OG0001303	CP8_g54676_DN2_SP0_c.t1	AL6G53400
OG0001303	CP4_g24201_DN2_SP0_c.t1	AL4G44410
OG0001303	CP1_g36417_DN3_SP0_c.t1	AL1G10320
OG0001304	CP1_g37072_DN3_SP3_c.t1	AL1G18180
OG0001304	CP4_g25895_DN2_SP8_c.t1	AL4G22880
OG0001305	CP10_g42534_DN3_SP8_c.t1	AL3G15980
OG0001305	CP2_g48594_DN3_SP2_c.t1	AL6G39400
OG0001306	CP2_g48579_DN3_SP7_c.t1	AL6G39100
OG0001306	CP10_g42548_DN3_SP8_c.t1	AL3G16210
OG0001307	CP10_g42754_DN3_SP0_c.t1	AL3G18790
OG0001308	CP3_g14084_DN3_SP0_c.t1	AL5G33550
OG0001308	CP4_g25113_DN2_SP0_c.t1	AL4G32430
OG0001309	CP4_g24932_DN3_SP8_c.t1	AL4G34890
OG0001309	CP3_g13958_DN3_SP8_c.t1	AL5G35020
OG0001310	CP7_g46062_DN3_SP8_c.t1	AL1G29030
OG0001310	CP9_g29523_DN3_SP8_c.t1	AL2G39290
OG0001311	CP2_g48639_DN3_SP7_c.t1	AL6G40340, AL8G22540
OG0001311	CP2_g48638_DN3_SP7_c.t1	AL6G40300
OG0001312	CP10_g42728_DN3_SP0_c.t1	AL3G18470
OG0001312	CP2_g48761_DN3_SP1_c.t1	AL8G21690
OG0001313	CP7_g44328_DN3_SP0_c.t1	AL1G49960
OG0001314	CP10_g43295_DN3_SP8_c.t1	AL3G25170
OG0001314	CP7_g46416_DN3_SP8_c.t1	AL1G63750
OG0001315	CP12_g29921_DN3_SP8_c.t1	AL3G28400
OG0001315	CP1_g37868_DN3_SP8_c.t1	AL1G60850
OG0001317	CP1_g38081_DN3_SP8_c.t1	AL1G57950, AL3G33510
OG0001318	CP6_g7269_DN1_SP0_c.t1, CP6_g7268_DN2_SP0_c.t1	AL7G39230, nbis-gene-1846, AL7G39240
OG0001321	CP13_g19799_DN2_SP0_c.t1	nbis-gene-1981, AL1G65050
OG0001322	CP8_g53430_DN3_SP0_c.t1	AL8G30070
OG0001323	CP19_g18005_DN3_SP0_c.t1	AL7G26600
OG0001323	CP2_g47860_DN3_SP0_c.t1	AL8G41770
OG0001328	CP5_g854_DN2_SP0_c.t1	AL7G20620
OG0001328	CP16_g55127_DN2_SP0_c.t1	AL4G15070
OG0001330	CP10_g43819_DN3_SP8_c.t1	AL3G50160
OG0001330	CP5_g477_DN3_SP8_c.t1	AL7G15840
OG0001331	CP2_g49880_DN3_SP0_c.t1	AL1G66240
OG0001331	CP2_g49524_DN3_SP0_c.t1	AL1G66210
OG0001332	CP2_g49520_DN3_SP8_c.t1	AL2G17990, AL2G18010, AL2G17980
OG0001332	CP1_g37262_DN3_SP8_c.t1	AL1G20370
OG0001333	CP1_g37393_DN3_SP8_c.t1	AL1G21930
OG0001334	CP1_g37800_DN3_SP0_c.t1	AL1G26960
OG0001334	CP13_g19654_DN3_SP8_c.t1	AL5G10690
OG0001335	CP11_g33436_DN3_SP3_c.t1	AL6G14190
OG0001335	CP10_g43018_DN3_SP6_c.t1	AL3G21970
OG0001336	CP10_g43132_DN2_SP0_c.t1	AL3G23260
OG0001336	CP11_g33232_DN3_SP0_c.t1	AL6G16480
OG0001337	CP8_g53381_DN3_SP3_c.t1	AL8G29230
OG0001337	CP5_g1250_DN3_SP6_c.t1	AL7G25170
OG0001338	CP5_g1251_DN3_SP0_c.t1	AL7G25180, AL8G29220
OG0001339	CP8_g53551_DN3_SP0_c.t1	AL8G31240
OG0001339	CP19_g17974_DN3_SP0_c.t1	AL7G26260
OG0001340	CP11_g32811_DN3_SP7_c.t1, CP11_g32812_DN3_SP5_c.t1	AL6G21810
OG0001341	CP2_g48418_DN3_SP7_c.t1	AL6G36730
OG0001341	CP11_g32844_DN3_SP8_c.t1	AL6G21420
OG0001342	CP11_g32923_DN3_SP0_c.t1, CP11_g32924_DN3_SP8_c.t1	AL6G20500
OG0001342	CP2_g47778_DN3_SP6_c.t1	AL8G42730
OG0001343	CP11_g33063_DN3_SP8_c.t1	AL6G18700
OG0001343	CP2_g48256_DN3_SP8_c.t1	AL6G34470
OG0001344	CP13_g19798_DN3_SP0_c.t1	AL8G11280
OG0001345	CP6_g6930_DN3_SP8_c.t1	AL7G35450
OG0001345	CP13_g19943_DN3_SP8_c.t1	AL8G12860
OG0001346	CP6_g6773_DN2_SP0_c.t1	AL7G33310
OG0001346	CP6_g6774_DN3_SP2_c.t1	AL7G33320
OG0001347	CP19_g18284_DN3_SP7_c.t1	AL7G29650
OG0001347	CP10_g42160_DN3_SP8_c.t1	AL3G10810
OG0001348	CP10_g43765_DN3_SP8_c.t1	AL3G50720
OG0001348	CP5_g428_DN3_SP0_c.t1	AL7G15260
OG0001349	CP10_g43709_DN3_SP0_c.t1	AL3G51250
OG0001349	CP5_g391_DN3_SP8_c.t1	AL7G14860
OG0001350	CP16_g54895_DN3_SP3_c.t1	AL4G12170
OG0001350	CP5_g216_DN3_SP8_c.t1	AL7G12700
OG0001351	CP13_g19844_DN3_SP0_c.t1	AL7G43730, AL7G43740
OG0001352	CP21_g11034_DN3_SP0_c.t1	AL1G50850
OG0001352	CP42_g27288_DN3_SP0_c.t1, CP34_g51490_DN2_SP0_c.t1	AL6G42440
OG0001354	CP3_g13136_DN3_SP0_c.t1	AL5G45400
OG0001354	CP4_g23973_DN3_SP0_c.t1	AL4G47050
OG0001355	CP3_g13273_DN3_SP0_c.t1	AL5G43530
OG0001355	CP4_g24140_DN3_SP8_c.t1	AL4G45030
OG0001356	CP4_g24459_DN3_SP8_c.t1	AL4G41230
OG0001356	CP3_g13488_DN3_SP7_c.t1	AL5G40440
OG0001357	CP3_g13556_DN3_SP0_c.t1	AL5G39580
OG0001357	CP4_g24505_DN3_SP0_c.t1	AL4G40550
OG0001358	CP4_g24535_DN3_SP5_c.t1	AL4G40190
OG0001358	CP3_g13594_DN3_SP8_c.t1	AL5G39110
OG0001359	CP3_g14819_DN2_SP0_c.t1	AL5G24870
OG0001359	CP8_g54001_DN3_SP8_c.t1	AL8G36320
OG0001360	CP1_g36824_DN3_SP0_c.t1	AL1G15120
OG0001360	CP4_g25500_DN3_SP0_c.t1	AL4G27610
OG0001361	CP1_g36595_DN1_SP0_c.t1	AL1G14520
OG0001363	CP5_g1305_DN3_SP0_c.t1	AL7G25800
OG0001364	CP11_g32463_DN3_SP8_c.t1	AL6G25890
OG0001364	CP10_g42168_DN3_SP8_c.t1	AL3G10930
OG0001365	CP10_g42177_DN3_SP7_c.t1	AL3G11020
OG0001365	CP11_g32454_DN3_SP8_c.t1	AL6G25970
OG0001366	CP11_g32376_DN1_SP0_c.t1	AL6G26830
OG0001366	CP10_g42242_DN3_SP0_c.t1	AL3G11790
OG0001367	CP2_g48675_DN3_SP0_c.t1	AL8G23450
OG0001367	CP10_g42654_DN3_SP7_c.t1	AL3G17520
OG0001368	CP5_g3285_DN3_SP0_c.t1, CP37_g11363_DN3_SP0_c.t1	AL4G17170
OG0001370	CP7_g45668_DN3_SP8_c.t1	AL1G34070
OG0001370	CP9_g29303_DN3_SP8_c.t1	AL2G36730
OG0001371	CP7_g45364_DN3_SP0_c.t1	AL1G38310
OG0001371	CP7_g45365_DN3_SP0_c.t1, CP7_g45366_DN3_SP0_c.t1	AL1G38290, AL1G38270, AL1G38300
OG0001372	CP10_g42305_DN3_SP5_c.t1	AL3G12720
OG0001372	CP11_g32264_DN3_SP8_c.t1	AL6G28020
OG0001373	CP1_g38235_DN3_SP0_c.t1	AL1G55490
OG0001374	CP9_g29163_DN2_SP2_c.t1	AL2G35170
OG0001374	CP7_g45805_DN2_SP0_c.t1	AL1G32260
OG0001375	CP7_g46117_DN3_SP3_c.t1	AL1G28360
OG0001375	CP9_g29596_DN3_SP8_c.t1	AL2G40260
OG0001376	CP10_g43365_DN3_SP0_c.t1	AL3G26180
OG0001376	CP7_g46340_DN3_SP0_c.t1	AL1G62910
OG0001377	CP12_g30015_DN2_SP0_c.t1	AL3G29580
OG0001378	CP1_g38286_DN3_SP3_c.t1	AL1G55070
OG0001378	CP12_g30113_DN3_SP7_c.t1	AL3G30940
OG0001379	CP12_g30345_DN3_SP0_c.t1	AL3G33660
OG0001379	CP1_g38074_DN3_SP1_c.t1	AL1G58050
OG0001380	CP12_g30350_DN3_SP6_c.t1	AL3G33740
OG0001382	CP16_g54894_DN3_SP6_c.t1	AL4G12160
OG0001384	CP16_g54975_DN3_SP0_c.t1, CP2_g49483_DN3_SP0_c.t1	AL4G13140
OG0001384	CP16_g54976_DN3_SP0_c.t1	AL4G13150
OG0001392	CP5_g510_DN3_SP8_c.t1	AL7G16210
OG0001392	CP10_g43895_DN3_SP8_c.t1	AL3G49450
OG0001393	CP10_g43837_DN3_SP2_c.t1	AL3G50000
OG0001393	CP5_g482_DN3_SP3_c.t1	AL7G15900
OG0001394	CP7_g44704_DN3_SP0_c.t1, CP7_g44699_DN3_SP0_c.t1, CP7_g44708_DN3_SP0_c.t1	AL1G46080
OG0001395	CP8_g53582_DN3_SP7_c.t1	AL8G31570
OG0001397	CP1_g37313_DN3_SP8_c.t1	AL1G21020
OG0001397	CP2_g49385_DN3_SP8_c.t1	AL2G17450
OG0001398	CP13_g19668_DN3_SP8_c.t1	AL5G10470
OG0001398	CP1_g37804_DN3_SP8_c.t1	AL1G27030
OG0001399	CP13_g19551_DN3_SP0_c.t1	AL4G15150, AL5G12000
OG0001399	CP1_g37743_DN3_SP0_c.t1	AL1G26270
OG0001400	CP1_g37627_DN2_SP0_c.t1	AL1G24970
OG0001401	CP5_g1480_DN3_SP8_c.t1	AL7G50390
OG0001401	CP11_g32449_DN3_SP8_c.t1	AL6G26050
OG0001402	CP5_g1506_DN2_SP0_c.t1	AL7G50640
OG0001402	CP13_g19146_DN2_SP0_c.t1	nbis-gene-1250
OG0001403	CP2_g48991_DN3_SP6_c.t1	AL2G12850
OG0001404	CP1_g37517_DN1_SP0_c.t1	AL1G23360
OG0001405	CP11_g33409_DN3_SP8_c.t1	AL6G14540
OG0001406	CP5_g217_DN3_SP8_c.t1	AL7G12710
OG0001406	CP9_g28761_DN3_SP8_c.t1	AL6G38650
OG0001407	CP8_g53238_DN3_SP8_c.t1	AL8G27350
OG0001407	CP5_g1203_DN3_SP8_c.t1	AL7G24640
OG0001409	CP2_g47939_DN3_SP8_c.t1	AL8G40830
OG0001409	CP11_g33026_DN3_SP8_c.t1	AL6G19300
OG0001410	CP13_g19828_DN3_SP5_c.t1	AL8G11590
OG0001410	CP19_g17965_DN3_SP0_c.t1	AL7G36640
OG0001412	CP6_g6852_DN3_SP8_c.t1	AL7G34420
OG0001412	CP13_g20044_DN3_SP8_c.t1	AL8G14070, AL1G67490, AL1G26990
OG0001413	CP19_g18489_DN3_SP3_c.t1	AL7G31940, AL7G31930
OG0001414	CP7_g44562_DN3_SP0_c.t1	AL1G47760, AL8G14930
OG0001415	CP4_g25352_DN3_SP0_c.t1	AL4G29650
OG0001415	CP7_g45048_DN3_SP0_c.t1	AL1G42030
OG0001416	CP4_g25313_DN3_SP0_c.t1	AL4G30240
OG0001416	CP7_g44957_DN3_SP0_c.t1	AL1G43370
OG0001417	CP5_g331_DN3_SP0_c.t1	AL7G14170
OG0001418	CP5_g102_DN3_SP0_c.t1	AL7G11130
OG0001418	CP16_g54786_DN3_SP0_c.t1	AL4G10750
OG0001419	CP5_g1598_DN3_SP7_c.t1	AL7G51610
OG0001420	CP11_g31867_DN3_SP8_c.t1	AL6G48220, AL6G48190
OG0001420	CP19_g18481_DN3_SP7_c.t1	AL7G31890
OG0001421	CP6_g7474_DN3_SP8_c.t1	AL7G41450
OG0001422	CP10_g42491_DN3_SP8_c.t1	AL3G15400
OG0001422	CP2_g48627_DN3_SP8_c.t1	AL6G40010
OG0001423	CP4_g24250_DN3_SP8_c.t1	AL364U10010, AL4G43850
OG0001423	CP3_g13363_DN3_SP8_c.t1	AL5G42480
OG0001424	CP11_g33512_DN3_SP1_c.t1	AL6G13340
OG0001425	CP3_g16613_DN3_SP5_c.t1	AL5G21120
OG0001425	CP8_g54257_DN3_SP0_c.t1, CP268_g6518_DN3_SP0_c.t1	AL6G32250
OG0001426	CP9_g28480_DN1_SP0_c.t1	nbis-gene-565
OG0001427	CP8_g54578_DN3_SP3_c.t1	AL6G52310
OG0001427	CP1_g36478_DN2_SP7_c.t1	AL1G11070
OG0001428	CP1_g36781_DN3_SP4_c.t1	AL1G12290
OG0001428	CP11_g32062_DN3_SP3_c.t1	AL6G50610
OG0001429	CP11_g32055_DN3_SP7_c.t1	AL6G50540
OG0001429	CP3_g13130_DN3_SP0_c.t1	AL5G45470
OG0001430	CP1_g36648_DN3_SP0_c.t1, CP1_g36649_DN3_SP1_c.t1	AL1G13900
OG0001430	CP13_g20271_DN3_SP0_c.t1	AL8G43430, AL8G16740
OG0001431	CP4_g25486_DN3_SP8_c.t1	AL4G28170
OG0001432	CP1_g36880_DN3_SP1_c.t1	AL1G15800
OG0001432	CP4_g25589_DN2_SP1_c.t1	AL5G34840, AL4G26850
