Orthogroup	Conringia_planisiliqua	Aethionema_saxatile
OG0002603	CP12_g30450_DN3_SP6_c.t1, CP1_g37986_DN3_SP8_c.t1	As012G271860
OG0002604	CP1_g38179_DN3_SP0_c.t1	As012G273030
OG0002605	CP3_g13703_DN2_SP7_c.t1, CP4_g24638_DN3_SP8_c.t1	As012G282930
OG0002606	CP3_g13554_DN3_SP0_c.t1, CP4_g24506_DN3_SP0_c.t1	As012G284350
OG0002607	CP3_g13379_DN3_SP3_c.t1, CP3_g13378_DN3_SP4_c.t1	As012G286060, As012G286070
OG0002622	CP10_g43510_DN1_SP0_c.t1	As011G266930
OG0002622	CP5_g1119_DN3_SP2_c.t1, CP5_g1118_DN3_SP4_c.t1	As001G000680
OG0002623	CP5_g894_DN3_SP1_c.t1, CP16_g55096_DN3_SP2_c.t1	As001G003260
OG0002625	CP91_g51727_DN1_SP0_c.t1	As001G011530
OG0002625	CP21_g10690_DN2_SP0_c.t1, CP91_g51726_DN1_SP0_c.t1	As289G297790, As160G296640, As419G298080, As205G296950, As240G297400
OG0002626	CP10_g43994_DN3_SP6_c.t1	As011G263160
OG0002626	CP5_g561_DN3_SP8_c.t1	As001G014170
OG0002627	CP5_g550_DN3_SP6_c.t1	As001G014270
OG0002628	CP10_g43896_DN3_SP7_c.t1	As011G263570
OG0002628	CP5_g511_DN3_SP8_c.t1	As001G014800
OG0002629	CP4_g25234_DN3_SP8_c.t1	As004G078820
OG0002629	CP7_g44790_DN3_SP8_c.t1	As001G015750
OG0002630	CP4_g25187_DN3_SP5_c.t1	As001G016520, As004G079350
OG0002631	CP4_g25170_DN3_SP5_c.t1	As004G083150
OG0002631	CP6_g7160_DN3_SP8_c.t1	As001G017580
OG0002632	CP2_g49891_DN3_SP8_c.t1	As001G019060
OG0002633	CP2_g49668_DN3_SP0_c.t1	As008G188110
OG0002634	CP2_g49404_DN3_SP8_c.t1	As001G019900
OG0002634	CP1_g37295_DN3_SP0_c.t1	As008G187830
OG0002636	CP1_g37782_DN3_SP5_c.t1	As001G022990
OG0002637	CP1_g37704_DN3_SP8_c.t1	As008G183390
OG0002637	CP13_g19518_DN3_SP2_c.t1	As001G023970
OG0002640	CP13_g19162_DN3_SP0_c.t1	As001G027310
OG0002641	CP5_g1528_DN3_SP7_c.t1	As004G078380
OG0002641	CP13_g19134_DN3_SP5_c.t1	As001G027640
OG0002642	CP9_g28267_DN3_SP3_c.t1, CP5_g1618_DN3_SP3_c.t1	As001G028250
OG0002643	CP5_g1727_DN3_SP0_c.t1	As004G077380
OG0002643	CP9_g28185_DN3_SP0_c.t1	As001G028850
OG0002645	CP8_g53715_DN3_SP8_c.t1	As002G048900
OG0002645	CP19_g18045_DN3_SP8_c.t1	As002G032620
OG0002646	CP10_g42986_DN3_SP4_c.t1	As002G035470
OG0002647	CP19_g18190_DN3_SP7_c.t1	As007G163080, As007G163060
OG0002648	CP8_g53279_DN3_SP8_c.t1	As002G044830
OG0002649	CP8_g53338_DN2_SP0_c.t1	As004G083470, As002G045400
OG0002650	CP8_g53409_DN3_SP8_c.t1	As002G046120
OG0002651	CP8_g53431_DN3_SP8_c.t1	As002G046390
OG0002651	CP5_g1289_DN3_SP2_c.t1	As006G132490
OG0002652	CP10_g43627_DN3_SP8_c.t1	As011G265690
OG0002653	CP11_g32837_DN3_SP0_c.t1	As002G052290
OG0002653	CP2_g48420_DN2_SP0_c.t1	As009G215520
OG0002654	CP2_g47731_DN3_SP2_c.t1	As005G118680
OG0002654	CP11_g32871_DN3_SP1_c.t1	As002G052650
OG0002655	CP11_g32922_DN3_SP6_c.t1	As002G053250
OG0002656	CP2_g47839_DN3_SP8_c.t1	As005G117600
OG0002656	CP11_g32957_DN3_SP7_c.t1	As002G053570
OG0002658	CP6_g6766_DN3_SP0_c.t1	As003G058870
OG0002659	CP19_g18449_DN3_SP8_c.t1	As003G060340
OG0002660	CP20_g4457_DN3_SP7_c.t1	As004G085180
OG0002660	CP19_g18423_DN3_SP7_c.t1	As003G060580
OG0002661	CP19_g18316_DN3_SP6_c.t1	As003G061470
OG0002661	CP20_g4339_DN3_SP8_c.t1	As004G084490
OG0002662	CP7_g44158_DN3_SP8_c.t1	As003G063950
OG0002662	CP20_g4047_DN3_SP7_c.t1	As004G080190
OG0002663	CP4_g25395_DN3_SP6_c.t1	As004G081750
OG0002663	CP7_g45082_DN3_SP8_c.t1	As003G068530
OG0002664	CP5_g442_DN3_SP0_c.t1, CP5_g440_DN3_SP0_c.t1	As003G072000, As003G071990
OG0002665	CP5_g399_DN3_SP0_c.t1	As003G072390
OG0002666	CP5_g368_DN3_SP0_c.t1, CP5_g367_DN3_SP0_c.t1	As003G072660
OG0002667	CP5_g357_DN3_SP6_c.t1	As003G072790
OG0002667	CP10_g43677_DN3_SP2_c.t1	As011G265360
OG0002669	CP16_g54915_DN3_SP0_c.t1	As007G179900
OG0002669	CP5_g236_DN3_SP7_c.t1	As003G074060
OG0002670	CP7_g45248_DN3_SP0_c.t1, CP16_g54788_DN3_SP8_c.t1	As007G180820
OG0002670	CP5_g104_DN3_SP8_c.t1	As003G075640
OG0002673	CP20_g3979_DN3_SP0_c.t1	As004G080350
OG0002674	CP11_g31775_DN3_SP0_c.t1	As004G085250
OG0002675	CP6_g6745_DN2_SP0_c.t1, CP11_g31921_DN2_SP0_c.t1	As004G086350
OG0002676	CP6_g9462_DN3_SP2_c.t1	As004G093110
OG0002676	CP12_g30934_DN3_SP1_c.t1, CP12_g30940_DN3_SP0_c.t1, CP12_g30959_DN3_SP0_c.t1	As011G258120, As011G258130
OG0002677	CP6_g8546_DN3_SP0_c.t1, CP6_g8554_DN3_SP0_c.t1	As004G093500
OG0002678	CP12_g30785_DN2_SP4_c.t1	As004G093530
OG0002678	CP71_g11196_DN2_SP6_c.t1	As004G094510
OG0002679	CP12_g30663_DN3_SP6_c.t1	As011G254990
OG0002680	CP6_g7479_DN3_SP0_c.t1	As004G095740
OG0002680	CP12_g30657_DN3_SP5_c.t1	As011G254910
OG0002681	CP4_g24081_DN2_SP7_c.t1	As005G100710
OG0002682	CP3_g13455_DN3_SP0_c.t1	As012G285320
OG0002683	CP3_g13544_DN3_SP1_c.t1	As012G284450
OG0002684	CP4_g24559_DN3_SP8_c.t1, CP3_g13613_DN3_SP3_c.t1	As005G105950
OG0002685	CP11_g33712_DN3_SP0_c.t1	As006G142160, As005G106640
OG0002686	CP11_g33486_DN3_SP2_c.t1	As005G109060
OG0002687	CP3_g14887_DN3_SP2_c.t1	As010G225290
OG0002687	CP8_g54059_DN3_SP6_c.t1	As005G114330
OG0002688	CP3_g14849_DN3_SP3_c.t1	As010G224920
OG0002688	CP8_g54024_DN3_SP8_c.t1	As005G114620
OG0002690	CP3_g14739_DN3_SP0_c.t1	As010G224390
OG0002690	CP8_g53969_DN1_SP0_c.t1	As005G115510
OG0002691	CP3_g14516_DN1_SP0_c.t1	As010G222530
OG0002691	CP2_g47964_DN2_SP0_c.t1	As005G116360
OG0002692	CP8_g54638_DN3_SP8_c.t1	As006G121510
OG0002692	CP1_g36445_DN3_SP4_c.t1	As008G199080
OG0002693	CP11_g32003_DN3_SP8_c.t1	As006G123750
OG0002694	CP13_g20176_DN3_SP1_c.t1	As006G124270
OG0002694	CP1_g36700_DN3_SP0_c.t1	As008G196950
OG0002695	CP4_g25585_DN3_SP8_c.t1	As006G127050
OG0002695	CP1_g36874_DN3_SP8_c.t1	As008G194410
OG0002696	CP1_g37051_DN2_SP0_c.t1, CP4_g25868_DN3_SP0_c.t1	As006G129490
OG0002697	CP10_g42834_DN3_SP3_c.t1	As006G142000, As006G133830
OG0002698	CP10_g42326_DN3_SP4_c.t1	As006G136330
OG0002698	CP11_g32233_DN3_SP6_c.t1	As009G203310
OG0002699	CP11_g32227_DN3_SP8_c.t1	As009G203390
OG0002700	CP10_g42390_DN3_SP3_c.t1	As009G204050, As006G137200
OG0002701	CP10_g42724_DN3_SP5_c.t1, CP2_g48757_DN3_SP0_c.t1	As006G140860
OG0002702	CP3_g13736_DN3_SP8_c.t1	As012G282650
OG0002702	CP4_g24681_DN3_SP8_c.t1	As006G142520
OG0002703	CP7_g44878_DN3_SP8_c.t1	As011G265040
OG0002704	CP4_g25034_DN3_SP8_c.t1	As006G145710
OG0002705	CP3_g13933_DN3_SP8_c.t1, CP4_g24853_DN3_SP7_c.t1	As006G148860
OG0002706	CP9_g29583_DN3_SP7_c.t1	As010G242850
OG0002706	CP7_g46107_DN3_SP8_c.t1	As007G152830
OG0002707	CP9_g28975_DN3_SP8_c.t1	As010G240220
OG0002707	CP7_g45956_DN3_SP8_c.t1	As007G154380
OG0002708	CP9_g29175_DN3_SP8_c.t1, CP7_g45792_DN3_SP5_c.t1	As007G155940
OG0002709	CP9_g29337_DN3_SP4_c.t1, CP7_g45648_DN3_SP3_c.t1	As007G157250
OG0002710	CP7_g45497_DN3_SP7_c.t1	As007G158990
OG0002710	CP9_g28764_DN3_SP6_c.t1	As010G234240
OG0002711	CP7_g45386_DN3_SP8_c.t1	As007G159880
OG0002712	CP7_g45243_DN3_SP0_c.t1	As007G161180
OG0002713	CP7_g45240_DN3_SP8_c.t1	As007G161210
OG0002715	CP13_g19653_DN3_SP0_c.t1, CP1_g37799_DN3_SP0_c.t1	As008G182490
OG0002716	CP1_g37325_DN3_SP5_c.t1, CP1_g37324_DN3_SP1_c.t1	As008G187170
OG0002717	CP11_g32335_DN3_SP0_c.t1, CP9_g29240_DN3_SP0_c.t1	As009G202340
OG0002718	CP11_g32239_DN3_SP0_c.t1	As009G203250, As009G203380
OG0002719	CP2_g48394_DN3_SP0_c.t1, CP2_g48393_DN3_SP0_c.t1	As009G215820
OG0002721	CP3_g14436_DN2_SP6_c.t1	As010G221870, As010G221880
OG0002722	CP9_g28520_DN3_SP0_c.t1	As010G232310
OG0002723	CP9_g29450_DN3_SP6_c.t1, CP7_g45564_DN3_SP0_c.t1	As010G235340
OG0002724	CP7_g45688_DN3_SP1_c.t1	As010G237080
OG0002725	CP10_g43268_DN3_SP6_c.t1, CP10_g43267_DN3_SP3_c.t1	As011G244940
OG0002726	CP12_g29882_DN3_SP7_c.t1	As011G247620
OG0002726	CP7_g46209_DN3_SP5_c.t1	As012G270130
OG0002727	CP12_g29977_DN3_SP8_c.t1	As011G248410
OG0002728	CP1_g38144_DN3_SP8_c.t1	As012G272740
OG0002728	CP12_g30256_DN3_SP8_c.t1	As011G251250
OG0002729	CP12_g30410_DN3_SP2_c.t1	As011G252830
OG0002729	CP1_g38034_DN3_SP4_c.t1	As012G271580
OG0002730	CP12_g30531_DN3_SP2_c.t1, CP12_g30532_DN3_SP8_c.t1	As011G253790
OG0002731	CP12_g30609_DN3_SP6_c.t1	As011G254440
OG0002732	CP1_g37914_DN3_SP1_c.t1, CP1_g37916_DN3_SP0_c.t1	As012G271000
OG0002733	CP1_g38177_DN3_SP3_c.t1	As012G273010
OG0002734	CP4_g25282_DN3_SP7_c.t1	As012G275240
OG0002736	CP4_g24927_DN3_SP8_c.t1, CP3_g13950_DN3_SP3_c.t1	As012G278190
OG0002737	CP3_g13704_DN3_SP5_c.t1	As012G282920
OG0002753	CP5_g1170_DN3_SP4_c.t1	As001G000210
OG0002753	CP12_g29829_DN2_SP8_c.t1	As011G267350
OG0002754	CP5_g1094_DN3_SP8_c.t1	As011G266760
OG0002755	CP16_g55172_DN3_SP8_c.t1	As007G177280
OG0002755	CP5_g828_DN3_SP1_c.t1	As001G004000
OG0002756	CP22_g17609_DN1_SP0_c.t1	As004G092380, As004G091150, As007G165490, As008G190560, As004G091330, As007G176940, As010G228640, As007G167220, As010G232370, As012G279890, As002G039130
OG0002757	CP10_g43992_DN3_SP1_c.t1	As011G263180
OG0002758	CP10_g43882_DN3_SP6_c.t1	As011G263700
OG0002759	CP6_g7273_DN3_SP0_c.t1, CP6_g7272_DN2_SP0_c.t1	As004G078810
OG0002759	CP7_g44792_DN3_SP0_c.t1, CP7_g44791_DN3_SP0_c.t1	As001G015740
OG0002762	CP2_g49092_DN3_SP8_c.t1	As001G021940
OG0002762	CP1_g37457_DN3_SP7_c.t1	As008G185820
OG0002763	CP1_g37801_DN2_SP0_c.t1	As008G182460
OG0002763	CP13_g19657_DN3_SP0_c.t1	As001G022710
OG0002764	CP1_g37676_DN3_SP1_c.t1	As008G183640
OG0002764	CP13_g19490_DN3_SP0_c.t1	As001G024270
OG0002765	CP13_g19305_DN3_SP0_c.t1	As001G025940
OG0002766	CP5_g1735_DN3_SP2_c.t1	As004G077360
OG0002767	CP2_g48954_DN3_SP8_c.t1	As001G031510
OG0002769	CP10_g42905_DN3_SP3_c.t1	As002G034270
OG0002770	CP8_g52923_DN3_SP7_c.t1	As002G042380
OG0002772	CP2_g47921_DN3_SP8_c.t1	As005G116840
OG0002772	CP11_g33001_DN3_SP6_c.t1	As002G054010
OG0002773	CP11_g33148_DN3_SP4_c.t1	As002G055290
OG0002773	CP2_g48138_DN3_SP6_c.t1	As009G218230
OG0002774	CP6_g6833_DN3_SP0_c.t1	As003G058130
OG0002774	CP13_g20088_DN2_SP0_c.t1	As004G087290
OG0002775	CP6_g6823_DN3_SP0_c.t1, CP13_g20098_DN3_SP0_c.t1	As003G058200
OG0002776	CP6_g6698_DN3_SP5_c.t1, CP6_g6699_DN3_SP0_c.t1	As003G059570
OG0002777	CP19_g18493_DN2_SP0_c.t1	As003G059960
OG0002778	CP19_g18351_DN3_SP0_c.t1	As003G061140
OG0002779	CP7_g44493_DN3_SP0_c.t1	As003G063190, As003G063150, As003G063170
OG0002780	CP21_g10997_DN3_SP1_c.t1, CP21_g11022_DN3_SP8_c.t1	As003G064140
OG0002781	CP5_g244_DN3_SP8_c.t1	As003G073970
OG0002782	CP16_g54858_DN3_SP5_c.t1	As003G074780, As007G180390
OG0002783	CP16_g54751_DN3_SP0_c.t1, CP5_g74_DN3_SP0_c.t1	As003G075620
OG0002784	CP6_g7076_DN3_SP4_c.t1, CP13_g19772_DN3_SP7_c.t1	As004G089990
OG0002785	CP5_g2316_DN3_SP0_c.t1	As004G091710
OG0002785	CP17_g5826_DN3_SP0_c.t1	As011G259610
OG0002786	CP5_g2247_DN2_SP0_c.t1	As004G091990
OG0002787	CP5_g2117_DN3_SP0_c.t1	As004G092210
OG0002787	CP12_g31130_DN2_SP0_c.t1	As011G258720
OG0002788	CP6_g7500_DN2_SP0_c.t1	As004G095570
OG0002788	CP12_g30674_DN2_SP0_c.t1	As011G255120
OG0002789	CP12_g30641_DN3_SP1_c.t1	As011G254740
OG0002789	CP6_g7452_DN3_SP8_c.t1	As004G095840
OG0002790	CP12_g30600_DN3_SP5_c.t1, CP12_g30602_DN3_SP8_c.t1	As011G254310, As004G096070
OG0002791	CP6_g7361_DN3_SP6_c.t1, CP12_g30526_DN3_SP8_c.t1	As004G096460
OG0002794	CP4_g24203_DN3_SP7_c.t1	As005G101850
OG0002794	CP3_g13318_DN3_SP8_c.t1	As012G286850
OG0002795	CP3_g13358_DN3_SP6_c.t1	As005G102310
OG0002796	CP4_g24373_DN3_SP0_c.t1	As005G103720, As005G103730
OG0002797	CP4_g24494_DN1_SP0_c.t1	As005G105270
OG0002798	CP4_g24545_DN3_SP8_c.t1, CP3_g13604_DN3_SP7_c.t1	As005G105660
OG0002799	CP4_g24904_DN3_SP0_c.t1	As005G106610
OG0002800	CP11_g33527_DN3_SP3_c.t1, CP2_g49166_DN3_SP0_c.t1, CP11_g33531_DN3_SP0_c.t1	As005G108500
OG0002801	CP8_g54245_DN3_SP8_c.t1	As005G112300, As010G227050
OG0002802	CP8_g54218_DN3_SP7_c.t1	As005G112600
OG0002803	CP3_g14695_DN3_SP8_c.t1	As010G224010
OG0002803	CP8_g53893_DN3_SP7_c.t1	As005G115960
OG0002804	CP2_g47631_DN3_SP0_c.t1	As005G119640
OG0002805	CP4_g25782_DN3_SP4_c.t1	As006G121540, As006G128670
OG0002806	CP1_g36533_DN3_SP6_c.t1	As008G198160
OG0002806	CP11_g32157_DN3_SP6_c.t1	As006G122540
OG0002807	CP11_g31987_DN3_SP7_c.t1, CP4_g25986_DN3_SP0_c.t1, CP20_g4384_DN3_SP0_c.t1	As006G123850
OG0002808	CP4_g25519_DN3_SP8_c.t1	As006G126320
OG0002808	CP1_g36559_DN3_SP8_c.t1	As008G195220
OG0002809	CP4_g25614_DN3_SP8_c.t1	As006G127320
OG0002810	CP1_g36949_DN3_SP0_c.t1	As006G127830
OG0002812	CP4_g26075_DN3_SP1_c.t1	As006G130890
OG0002812	CP1_g37115_DN3_SP6_c.t1	As008G190700
OG0002813	CP10_g42127_DN3_SP5_c.t1	As006G132910
OG0002814	CP11_g32409_DN3_SP5_c.t1	As009G200910
OG0002814	CP10_g42214_DN3_SP6_c.t1	As006G135200
OG0002815	CP10_g42331_DN2_SP0_c.t1	As006G136420
OG0002815	CP11_g32224_DN3_SP0_c.t1	As009G203420
OG0002817	CP10_g42424_DN3_SP6_c.t1	As006G137530
OG0002817	CP8_g54490_DN3_SP8_c.t1	As009G204350
OG0002818	CP10_g42489_DN3_SP8_c.t1	As006G138270
OG0002818	CP2_g48625_DN3_SP5_c.t1	As009G206780
OG0002819	CP8_g54436_DN1_SP0_c.t1	As009G204860
OG0002819	CP10_g42622_DN2_SP0_c.t1	As006G139750
OG0002820	CP10_g42650_DN3_SP0_c.t1, CP10_g42651_DN3_SP0_c.t1	As006G140110
OG0002821	CP10_g42689_DN3_SP1_c.t1	As006G140460
OG0002822	CP10_g42446_DN3_SP8_c.t1	As006G144050
OG0002823	CP3_g14086_DN3_SP8_c.t1, CP4_g25121_DN3_SP8_c.t1	As006G144770
OG0002824	CP3_g13968_DN3_SP3_c.t1, CP4_g24942_DN3_SP3_c.t1	As006G146920
OG0002825	CP9_g29689_DN3_SP2_c.t1	As010G243950
OG0002825	CP7_g46179_DN3_SP1_c.t1	As007G152100
OG0002826	CP9_g29616_DN3_SP3_c.t1	As010G243210
OG0002826	CP7_g46132_DN3_SP1_c.t1	As007G152490
OG0002827	CP7_g45999_DN3_SP8_c.t1, CP9_g28905_DN3_SP7_c.t1	As007G153850
OG0002829	CP9_g28957_DN2_SP0_c.t1	As007G154360
OG0002830	CP9_g29095_DN3_SP4_c.t1	As010G238970
OG0002830	CP7_g45877_DN3_SP0_c.t1, CP7_g45875_DN3_SP8_c.t1	As007G155230
OG0002831	CP9_g29113_DN3_SP1_c.t1	As010G238770
OG0002831	CP7_g45862_DN3_SP0_c.t1	As007G155350
OG0002832	CP7_g45711_DN3_SP8_c.t1	As007G156660
OG0002832	CP9_g29269_DN3_SP8_c.t1	As010G237250
OG0002833	CP7_g45710_DN3_SP8_c.t1, CP23_g21375_DN2_SP0_c.t1	As007G156670
OG0002833	CP9_g29270_DN3_SP8_c.t1	As010G237240
OG0002834	CP7_g45398_DN3_SP8_c.t1, CP9_g28640_DN3_SP4_c.t1	As007G159790
OG0002835	CP9_g28512_DN3_SP8_c.t1	As010G232250
OG0002835	CP7_g45278_DN3_SP7_c.t1	As007G160850
OG0002836	CP9_g28473_DN3_SP0_c.t1, CP7_g45244_DN3_SP0_c.t1	As007G161170
OG0002837	CP9_g28421_DN2_SP0_c.t1, CP7_g45228_DN3_SP0_c.t1	As007G161340
OG0002840	CP5_g100_DN3_SP4_c.t1, CP16_g54783_DN3_SP7_c.t1	As007G180880
OG0002841	CP4_g25522_DN3_SP0_c.t1, CP1_g36561_DN3_SP0_c.t1	As008G195240
OG0002842	CP16_g55223_DN3_SP0_c.t1, CP1_g36745_DN3_SP0_c.t1	As008G197280, As008G197290, As008G197270
OG0002843	CP1_g36780_DN3_SP3_c.t1	As008G197610
OG0002844	CP11_g32475_DN3_SP0_c.t1	As009G200670
OG0002845	CP8_g54463_DN3_SP8_c.t1	As009G204620
OG0002846	CP2_g48685_DN3_SP1_c.t1, CP13_g20422_DN3_SP0_c.t1	As009G207360
OG0002848	CP2_g48371_DN3_SP2_c.t1, CP3_g14431_DN3_SP8_c.t1	As009G216240
OG0002849	CP3_g14448_DN3_SP8_c.t1	As010G221970
OG0002849	CP2_g48351_DN3_SP8_c.t1	As009G216340
OG0002850	CP2_g48130_DN3_SP0_c.t1	As009G218290
OG0002850	CP2_g48134_DN3_SP6_c.t1	As009G216690
OG0002851	CP2_g48296_DN3_SP0_c.t1	As009G216910
OG0002851	CP3_g14491_DN3_SP8_c.t1	As010G222370
OG0002852	CP2_g48287_DN3_SP8_c.t1	As009G216990
OG0002853	CP2_g48120_DN3_SP2_c.t1	As009G218380
OG0002854	CP8_g53881_DN3_SP2_c.t1	As009G219520, As009G219510, As009G219570, As009G219550
OG0002855	CP10_g42159_DN2_SP0_c.t1, CP8_g53871_DN3_SP0_c.t1	As009G219680
OG0002856	CP3_g14673_DN3_SP1_c.t1	As009G219710, As010G223780
OG0002857	CP3_g14364_DN3_SP0_c.t1, CP3_g14363_DN2_SP1_c.t1	As010G221240
OG0002858	CP3_g14456_DN3_SP1_c.t1	As010G222090, As010G222100, As010G222110
OG0002860	CP5_g556_DN3_SP0_c.t1, CP10_g43988_DN3_SP0_c.t1	As010G226110, As011G263240
OG0002861	CP1_g36544_DN2_SP0_c.t1, CP9_g28725_DN2_SP0_c.t1	As010G233890
OG0002863	CP9_g29636_DN3_SP2_c.t1, CP7_g46146_DN3_SP0_c.t1	As010G243440
OG0002864	CP10_g43310_DN3_SP2_c.t1	As011G245390
OG0002865	CP7_g46358_DN3_SP7_c.t1	As012G268900
OG0002865	CP10_g43339_DN3_SP8_c.t1	As011G245720
OG0002867	CP10_g43374_DN3_SP0_c.t1	As011G246110
OG0002867	CP7_g46329_DN3_SP0_c.t1	As012G269170
OG0002868	CP12_g29883_DN3_SP5_c.t1, CP7_g46208_DN3_SP6_c.t1	As011G247630, As012G270140
OG0002869	CP1_g38038_DN3_SP5_c.t1	As012G271540
OG0002870	CP5_g68_DN3_SP0_c.t1	As011G260220, As011G260320, As011G260230, As011G260250
OG0002871	CP15_g36145_DN3_SP0_c.t1, CP17_g5028_DN3_SP0_c.t1	As011G262600
OG0002872	CP19_g18492_DN3_SP2_c.t1, CP10_g43913_DN3_SP1_c.t1	As011G263520
OG0002873	CP10_g43636_DN3_SP5_c.t1	As011G265610
OG0002874	CP12_g29802_DN3_SP8_c.t1, CP5_g1190_DN3_SP0_c.t1	As011G267620
OG0002875	CP1_g38031_DN3_SP5_c.t1, CP12_g30411_DN3_SP6_c.t1	As012G271600
OG0002876	CP1_g38174_DN3_SP8_c.t1	As012G272980
OG0002877	CP3_g13846_DN3_SP8_c.t1	As012G281230
OG0002878	CP3_g13708_DN3_SP7_c.t1	As012G282870
OG0002879	CP3_g13639_DN3_SP0_c.t1, CP4_g24585_DN3_SP1_c.t1	As012G283630
OG0002880	CP3_g13614_DN2_SP0_c.t1, CP18_g11838_DN2_SP0_c.t1, CP11_g33330_DN3_SP0_c.t1	As012G283930
OG0002890	CP12_g29832_DN3_SP8_c.t1	As011G267320
OG0002890	CP5_g1164_DN3_SP8_c.t1	As001G000270
OG0002891	CP16_g55037_DN3_SP5_c.t1	As007G179070
OG0002891	CP5_g951_DN3_SP8_c.t1	As001G002500
OG0002892	CP16_g55249_DN3_SP1_c.t1	As007G176760
OG0002892	CP5_g806_DN3_SP2_c.t1	As001G004370
OG0002893	CP5_g791_DN3_SP8_c.t1, CP16_g55282_DN3_SP5_c.t1	As001G004560
OG0002894	CP3_g15261_DN3_SP6_c.t1	As010G226250
OG0002894	CP5_g743_DN3_SP8_c.t1	As001G005380
OG0002895	CP18_g12567_DN3_SP7_c.t1	As006G131970
OG0002895	CP5_g715_DN3_SP6_c.t1	As001G005770
OG0002896	CP5_g641_DN3_SP8_c.t1	As001G012130
OG0002896	CP15_g34852_DN3_SP8_c.t1	As011G262260
OG0002897	CP5_g534_DN3_SP0_c.t1	As001G014440
OG0002897	CP10_g43921_DN3_SP0_c.t1	As011G263470
OG0002898	CP10_g43914_DN2_SP0_c.t1, CP12_g30011_DN2_SP0_c.t1	As001G014610
OG0002899	CP4_g25192_DN3_SP7_c.t1	As001G016720
OG0002900	CP4_g25174_DN3_SP0_c.t1	As004G079980
OG0002900	CP6_g7149_DN1_SP0_c.t1	As001G017470
OG0002901	CP2_g49224_DN3_SP8_c.t1	As001G021000
OG0002902	CP2_g49093_DN3_SP0_c.t1	As001G021920
OG0002903	CP1_g37822_DN3_SP2_c.t1	As001G022250
OG0002904	CP1_g37780_DN3_SP1_c.t1	As008G182720
OG0002904	CP13_g19622_DN3_SP3_c.t1	As001G023030
OG0002906	CP2_g48915_DN3_SP7_c.t1, CP19_g17895_DN3_SP3_c.t1	As001G031240
OG0002907	CP8_g53740_DN3_SP8_c.t1	As002G049140
OG0002907	CP19_g18057_DN3_SP8_c.t1	As002G032540
OG0002909	CP10_g43025_DN3_SP8_c.t1	As002G036070
OG0002909	CP11_g33418_DN3_SP8_c.t1	As009G214320
OG0002910	CP10_g43127_DN3_SP0_c.t1	As002G037490
OG0002911	CP10_g43201_DN3_SP0_c.t1, CP11_g32584_DN3_SP0_c.t1	As002G039050
OG0002912	CP8_g53343_DN3_SP8_c.t1	As002G045830
OG0002912	CP7_g45306_DN3_SP7_c.t1	As006G132290
OG0002913	CP8_g53418_DN3_SP0_c.t1, CP5_g1285_DN3_SP0_c.t1	As002G046250
OG0002914	CP19_g17985_DN3_SP3_c.t1	As002G047770, As006G134250
OG0002916	CP7_g45162_DN3_SP0_c.t1, CP7_g45137_DN3_SP0_c.t1	As002G050530
OG0002917	CP11_g32735_DN3_SP8_c.t1, CP2_g48510_DN3_SP5_c.t1	As002G051300
OG0002918	CP2_g48252_DN3_SP5_c.t1	As002G054630
OG0002919	CP11_g33121_DN3_SP4_c.t1	As002G055050
OG0002920	CP11_g33175_DN3_SP4_c.t1, CP2_g48094_DN3_SP0_c.t1	As002G055540
OG0002921	CP6_g7098_DN3_SP8_c.t1	As003G055710
OG0002921	CP13_g19751_DN3_SP8_c.t1	As004G091060
OG0002922	CP13_g19817_DN3_SP3_c.t1	As004G089490
OG0002923	CP6_g6687_DN3_SP0_c.t1, CP19_g18524_DN3_SP0_c.t1, CP19_g18523_DN3_SP0_c.t1, CP19_g18526_DN3_SP0_c.t1, CP19_g18525_DN3_SP0_c.t1	As003G059680
OG0002924	CP20_g4421_DN3_SP7_c.t1	As004G085010
OG0002924	CP19_g18401_DN3_SP8_c.t1	As003G060750
OG0002925	CP20_g4398_DN3_SP0_c.t1	As003G060930
OG0002926	CP20_g4223_DN3_SP4_c.t1	As003G062430, As004G083750
OG0002927	CP20_g4147_DN2_SP2_c.t1, CP20_g4146_DN1_SP0_c.t1	As004G083280, As004G083270
OG0002927	CP7_g44519_DN3_SP8_c.t1	As003G062980
OG0002928	CP7_g44477_DN3_SP7_c.t1	As003G063290
OG0002928	CP9_g28798_DN3_SP8_c.t1	As010G234620
OG0002929	CP7_g44427_DN3_SP6_c.t1	As003G063510
OG0002931	CP5_g450_DN3_SP0_c.t1	As003G071890
OG0002932	CP5_g310_DN3_SP0_c.t1	As003G073230
OG0002932	CP16_g55005_DN2_SP0_c.t1	As007G179420
OG0002934	CP5_g223_DN1_SP0_c.t1	As003G074190
OG0002936	CP5_g91_DN3_SP8_c.t1	As003G075770
OG0002937	CP5_g81_DN3_SP0_c.t1	As003G075880, As003G075870
OG0002938	CP5_g40_DN2_SP0_c.t1	As003G076270
OG0002938	CP16_g54725_DN2_SP1_c.t1	As007G182120
OG0002939	CP14_g23298_DN2_SP0_c.t1	As004G080670
OG0002940	CP4_g25324_DN3_SP0_c.t1, CP14_g23423_DN3_SP8_c.t1	As004G080970
OG0002942	CP6_g7563_DN3_SP8_c.t1	As004G095150
OG0002942	CP12_g30750_DN3_SP8_c.t1	As011G255680
