Orthogroup	Cardamine_glauca	Cardamine_amara
OG0001604	Cg007G271020	evm.model.RL_3.1450
OG0001605	Cg006G222490	evm.model.RL_5.3431
OG0001605	Cg007G270980	evm.model.RL_3.1447.1.687c84bc
OG0001606	Cg005G191150	evm.model.RL_6.250
OG0001607	Cg006G233330	evm.model.RL_5.1122
OG0001607	Cg007G247280	evm.model.RL_3.185
OG0001608	Cg006G234620	evm.model.RL_5.996
OG0001609	Cg008G299470	evm.model.RL_4.1747
OG0001609	Cg006G243140	evm.model.RL_5.186
OG0001610	Cg008G285620	evm.model.RL_1.973, evm.model.RL_4.3060
OG0001611	Cg007G275780	evm.model.RL_3.1942, evm.model.RL_3.1943
OG0001612	Cg004G129160	evm.model.RL_1.1241
OG0001612	Cg006G194600	evm.model.RL_5.3951
OG0001613	Cg006G196610	evm.model.RL_5.3770
OG0001613	Cg004G131620	evm.model.RL_1.1453
OG0001615	Cg005G175050	evm.model.RL_6.1260
OG0001615	Cg006G198390	evm.model.RL_5.1933
OG0001616	Cg004G153630	evm.model.RL_1.2938
OG0001616	Cg001G004680	evm.model.RL_2.3073
OG0001617	Cg004G155840	evm.model.RL_1.3133
OG0001617	Cg001G010850	evm.model.RL_2.2491
OG0001618	Cg006G194190	evm.model.RL_5.3995
OG0001618	Cg004G128570	evm.model.RL_1.1183
OG0001619	Cg002G053720	evm.model.RL_7.1091
OG0001619	Cg005G170010	evm.model.RL_6.1747
OG0001620	Cg001G022940, Cg001G022920	evm.model.RL_2.1350
OG0001620	Cg001G022840	evm.model.RL_2.1322
OG0001623	Cg002G049600	evm.model.RL_7.697, evm.model.RL_7.696
OG0001625	Cg005G163250	evm.model.RL_6.2284
OG0001625	Cg005G177250	evm.model.RL_6.2285
OG0001626	Cg005G163420, Cg005G163210	evm.model.RL_6.2400
OG0001627	Cg006G219260	evm.model.RL_5.3155
OG0001627	Cg006G219250	evm.model.RL_5.3154
OG0001629	Cg002G073160	evm.model.RL_7.2463
OG0001631	Cg007G267900	evm.model.RL_3.1168
OG0001642	Cg004G149310	evm.model.RL_1.2720
OG0001642	Cg001G006430	evm.model.RL_2.2903
OG0001643	Cg004G152500	evm.model.RL_1.2838
OG0001643	Cg001G005310	evm.model.RL_2.3017
OG0001644	Cg007G249790	evm.model.RL_3.384
OG0001644	Cg006G235240	evm.model.RL_5.938
OG0001645	Cg002G073340	evm.model.RL_7.2482
OG0001646	Cg002G072230	evm.model.RL_7.2381
OG0001646	Cg006G232910	evm.model.RL_5.1158
OG0001647	Cg001G041690	evm.model.RL_2.81
OG0001647	Cg002G071330	evm.model.RL_7.2311
OG0001648	Cg001G041490	evm.model.RL_2.67
OG0001648	Cg002G071130	evm.model.RL_7.2288
OG0001649	Cg001G040110	evm.model.RL_2.244
OG0001649	Cg002G069720	evm.model.RL_7.2153
OG0001650	Cg002G065370	evm.model.RL_7.2057.1.687c84bb
OG0001650	Cg001G038810	evm.model.RL_2.309, evm.model.RL_2.311
OG0001651	Cg001G014430	evm.model.RL_2.2144
OG0001652	Cg004G124860	evm.model.RL_1.831
OG0001652	Cg008G282820	evm.model.RL_4.3337
OG0001653	Cg004G125400	evm.model.RL_1.890
OG0001653	Cg003G087040	evm.model.RL_8.925
OG0001654	Cg008G284220	evm.model.RL_4.3185
OG0001654	Cg004G125490	evm.model.RL_1.899
OG0001655	Cg008G286330	evm.model.RL_4.2991
OG0001655	Cg004G126840	evm.model.RL_1.1018
OG0001656	Cg004G128150	evm.model.RL_1.1143
OG0001656	Cg008G293980	evm.model.RL_4.2241
OG0001657	Cg001G013690	evm.model.RL_2.2216
OG0001657	Cg003G102180	evm.model.RL_8.1581
OG0001658	Cg003G102450	evm.model.RL_8.1611
OG0001659	Cg008G288230	evm.model.RL_4.2807
OG0001660	Cg001G020420	evm.model.RL_2.1578
OG0001661	Cg003G081640	evm.model.RL_8.565
OG0001661	Cg001G018180	evm.model.RL_2.1784
OG0001662	Cg001G018060	evm.model.RL_2.1796, evm.model.RL_3.214
OG0001662	Cg003G081760	evm.model.RL_8.582
OG0001663	Cg003G084290	evm.model.RL_8.782
OG0001663	Cg006G223100	evm.model.RL_5.3483
OG0001664	Cg005G171930	evm.model.RL_6.1557
OG0001664	Cg006G216040	evm.model.RL_5.2895
OG0001665	Cg005G171840	evm.model.RL_6.1566
OG0001666	Cg001G004330	evm.model.RL_2.3108
OG0001666	Cg004G153820	evm.model.RL_1.2955
OG0001668	Cg001G002640	evm.model.RL_2.3272
OG0001668	Cg005G191700	evm.model.RL_6.207
OG0001669	Cg005G192650	evm.model.RL_6.119
OG0001669	Cg001G001550	evm.model.RL_2.3368
OG0001670	Cg001G000730	evm.model.RL_2.3441
OG0001670	Cg005G193660	evm.model.RL_6.33, evm.model.RL_3.718
OG0001671	Cg006G209120	evm.model.RL_5.2451
OG0001671	Cg003G086300	evm.model.RL_8.871
OG0001672	Cg006G218910	evm.model.RL_5.3119
OG0001672	Cg008G285120	evm.model.RL_4.3098
OG0001673	Cg001G033590	evm.model.RL_2.608
OG0001674	Cg001G028050	evm.model.RL_2.935
OG0001674	Cg001G028040	evm.model.RL_2.936
OG0001675	Cg002G044520	evm.model.RL_7.154
OG0001677	Cg002G047140	evm.model.RL_7.421
OG0001677	Cg005G162630	evm.model.RL_6.2449
OG0001678	Cg002G047560	evm.model.RL_7.483.1.687c84b4
OG0001678	Cg005G163080	evm.model.RL_6.2409
OG0001679	Cg002G047830	evm.model.RL_7.510
OG0001679	Cg005G163500	evm.model.RL_6.2375
OG0001681	Cg003G115250	evm.model.RL_8.2800
OG0001681	Cg002G056000	evm.model.RL_7.1302
OG0001682	Cg003G079100, Cg003G094840	evm.model.RL_8.333
OG0001682	Cg006G242970	evm.model.RL_5.205
OG0001683	Cg008G319910	evm.model.RL_4.476
OG0001684	Cg008G318890	evm.model.RL_4.543
OG0001684	Cg006G242050	evm.model.RL_5.293
OG0001685	Cg006G242010	evm.model.RL_5.296.5.687c88ab
OG0001685	Cg008G318880	evm.model.RL_4.544
OG0001686	Cg005G173310	evm.model.RL_6.1419
OG0001686	Cg006G241920	evm.model.RL_5.302
OG0001687	Cg006G241670	evm.model.RL_5.325
OG0001687	Cg005G173560	evm.model.RL_6.1399
OG0001688	Cg006G240030	evm.model.RL_5.474
OG0001688	Cg005G175480	evm.model.RL_6.1213
OG0001689	Cg006G239570	evm.model.RL_5.520
OG0001689	Cg005G175930	evm.model.RL_6.1169
OG0001690	Cg005G176270	evm.model.RL_6.1137
OG0001690	Cg006G239380	evm.model.RL_5.538
OG0001691	Cg006G239100	evm.model.RL_5.559
OG0001691	Cg005G176760	evm.model.RL_6.1104
OG0001692	Cg006G238990	evm.model.RL_5.568
OG0001693	Cg005G178110	evm.model.RL_6.997
OG0001693	Cg006G238500	evm.model.RL_5.610
OG0001694	Cg008G297160	evm.model.RL_4.1950
OG0001695	Cg006G237400	evm.model.RL_5.724.1.687c88ae
OG0001695	Cg004G120140	evm.model.RL_1.365
OG0001696	Cg008G307270	evm.model.RL_4.1005
OG0001696	Cg004G120820	evm.model.RL_1.428
OG0001697	Cg004G122750	evm.model.RL_1.610.2.687c87eb
OG0001697	Cg008G308400	evm.model.RL_4.922
OG0001698	Cg005G166310	evm.model.RL_6.2103
OG0001698	Cg002G050600	evm.model.RL_7.781
OG0001699	Cg002G052960, Cg002G052940	evm.model.RL_7.1010, evm.model.RL_7.1028
OG0001699	Cg005G169100	evm.model.RL_6.1842
OG0001700	Cg007G279910	evm.model.RL_4.504, evm.model.RL_3.2325
OG0001700	Cg006G229510	evm.model.RL_5.1492
OG0001701	Cg006G225610	evm.model.RL_5.3694
OG0001701	Cg007G276750	evm.model.RL_3.2028
OG0001702	Cg007G277640	evm.model.RL_3.2106
OG0001702	Cg006G224640	evm.model.RL_5.3612
OG0001703	Cg006G224100	evm.model.RL_5.3566
OG0001703	Cg007G278270	evm.model.RL_3.2166
OG0001704	Cg006G223070	evm.model.RL_5.3480
OG0001704	Cg007G271890	evm.model.RL_3.1546
OG0001705	Cg006G222640	evm.model.RL_5.3444
OG0001705	Cg007G271170	evm.model.RL_3.1465
OG0001706	Cg006G219290	evm.model.RL_5.3158
OG0001707	Cg006G216560	evm.model.RL_5.2917
OG0001708	Cg008G306170	evm.model.RL_4.1111
OG0001708	Cg004G121760	evm.model.RL_1.523
OG0001709	Cg003G110740	evm.model.RL_8.2364
OG0001709	Cg002G058950	evm.model.RL_7.1574
OG0001710	Cg006G224740	evm.model.RL_5.3622
OG0001710	Cg007G277560	evm.model.RL_5.2450
OG0001711	Cg001G025530	evm.model.RL_2.1119
OG0001712	Cg006G200020	evm.model.RL_5.2066
OG0001712	Cg004G135810	evm.model.RL_1.1820
OG0001713	Cg006G199790	evm.model.RL_5.2048
OG0001713	Cg004G136250	evm.model.RL_1.1856
OG0001714	Cg004G137460	evm.model.RL_1.1979.1.687c87ee
OG0001714	Cg006G198840	evm.model.RL_5.1966
OG0001715	Cg004G142460	evm.model.RL_1.2354
OG0001715	Cg004G142240, Cg004G142220	evm.model.RL_1.2335
OG0001717	Cg002G071850	evm.model.RL_7.2614
OG0001718	Cg002G060370	evm.model.RL_7.1706
OG0001719	Cg005G183390	evm.model.RL_3.583
OG0001719	Cg004G152040	evm.model.RL_3.584
OG0001720	Cg006G206150	evm.model.RL_6.1117
OG0001721	Cg006G232820	evm.model.RL_5.1165
OG0001725	Cg008G298660	evm.model.RL_4.1817
OG0001727	Cg004G153410	evm.model.RL_2.335
OG0001728	Cg003G082870, Cg003G082850, Cg003G082840, Cg003G082910, Cg003G082900, Cg003G082820, Cg003G082970, Cg003G082830, Cg003G082940, Cg003G082930, Cg003G082950, Cg003G082890, Cg003G082860, Cg003G082880, Cg003G082920	evm.model.RL_4.769
OG0001729	Cg001G026180	evm.model.RL_2.222
OG0001730	Cg001G043080	evm.model.RL_2.204
OG0001730	Cg001G012300	evm.model.RL_2.2341
OG0001731	Cg001G010420	evm.model.RL_2.2529
OG0001732	Cg001G010350	evm.model.RL_2.2535
OG0001733	Cg001G009910	evm.model.RL_2.2569
OG0001733	Cg005G190760	evm.model.RL_6.284
OG0001734	Cg001G009590	evm.model.RL_2.2601
OG0001734	Cg005G190030	evm.model.RL_6.306
OG0001735	Cg004G149320	evm.model.RL_1.2719
OG0001735	Cg001G006440	evm.model.RL_2.2902
OG0001736	Cg001G004840	evm.model.RL_2.3061
OG0001736	Cg004G153300	evm.model.RL_1.2912
OG0001737	Cg005G171590	evm.model.RL_6.1589
OG0001737	Cg006G215240	evm.model.RL_5.2826
OG0001738	Cg006G213460	evm.model.RL_5.2712
OG0001738	Cg005G171220	evm.model.RL_6.1622
OG0001739	Cg007G253060	evm.model.RL_3.621
OG0001739	Cg006G236420	evm.model.RL_5.822
OG0001740	Cg007G251980	evm.model.RL_3.562
OG0001740	Cg006G235990	evm.model.RL_5.861
OG0001741	Cg006G235640	evm.model.RL_5.902.5.687c88b0
OG0001741	Cg007G251450	evm.model.RL_3.532
OG0001742	Cg004G143140	evm.model.RL_1.2421, evm.model.RL_1.2424
OG0001743	Cg006G234770	evm.model.RL_5.980
OG0001743	Cg007G249310	evm.model.RL_3.355
OG0001744	Cg001G041860	evm.model.RL_2.99
OG0001744	Cg002G071510	evm.model.RL_7.2327
OG0001745	Cg002G070950	evm.model.RL_7.2267
OG0001745	Cg001G041280	evm.model.RL_2.48
OG0001746	Cg002G069260	evm.model.RL_7.2193
OG0001746	Cg001G040560	evm.model.RL_2.216
OG0001748	Cg001G038010	evm.model.RL_2.384
OG0001748	Cg007G266860	evm.model.RL_3.1080
OG0001749	Cg007G245990	evm.model.RL_3.50
OG0001749	Cg001G042680	evm.model.RL_2.171
OG0001750	Cg001G042170	evm.model.RL_2.126
OG0001750	Cg007G246840	evm.model.RL_3.151
OG0001751	Cg004G127560	evm.model.RL_1.1088
OG0001751	Cg008G287290	evm.model.RL_4.2898
OG0001752	Cg008G313370	evm.model.RL_7.1509
OG0001753	Cg004G128020	evm.model.RL_1.1131
OG0001753	Cg008G287770	evm.model.RL_4.2853
OG0001754	Cg003G097550	evm.model.RL_8.1211
OG0001754	Cg001G015730	evm.model.RL_2.2020
OG0001755	Cg001G015040	evm.model.RL_2.2086
OG0001755	Cg003G099350	evm.model.RL_8.1356.1.687c855b
OG0001756	Cg003G099770	evm.model.RL_8.1392
OG0001756	Cg001G012820	evm.model.RL_2.2299
OG0001757	Cg001G014080	evm.model.RL_2.2178
OG0001758	Cg008G299930	evm.model.RL_4.1707
OG0001758	Cg008G292960	evm.model.RL_4.2337
OG0001759	Cg008G288810	evm.model.RL_4.2751
OG0001759	Cg003G108810	evm.model.RL_8.2180.1.687c855f
OG0001759	Cg003G108820	evm.model.RL_8.2181
OG0001760	Cg001G023370	evm.model.RL_2.1310
OG0001760	Cg008G324700	evm.model.RL_4.87
OG0001761	Cg008G323060	evm.model.RL_4.241
OG0001761	Cg001G022150	evm.model.RL_2.1420
OG0001762	Cg001G021780	evm.model.RL_2.1453
OG0001762	Cg008G322850	evm.model.RL_4.261
OG0001763	Cg001G020800	evm.model.RL_2.1542
OG0001764	Cg003G080760	evm.model.RL_8.490
OG0001764	Cg001G018820	evm.model.RL_2.1722
OG0001765	Cg003G082640	evm.model.RL_8.663
OG0001765	Cg003G082630	evm.model.RL_8.662
OG0001766	Cg003G083740	evm.model.RL_8.739
OG0001766	Cg006G212430	evm.model.RL_5.2643
OG0001767	Cg007G272300	evm.model.RL_3.1585.3.687c84bc
OG0001767	Cg003G085250	evm.model.RL_8.825
OG0001767	Cg006G210440	evm.model.RL_5.2533
OG0001768	Cg005G173120	evm.model.RL_6.1437
OG0001768	Cg006G218630	evm.model.RL_5.3090
OG0001769	Cg004G153970	evm.model.RL_1.2970
OG0001769	Cg001G004030	evm.model.RL_2.3132
OG0001770	Cg003G114160	evm.model.RL_8.2700
OG0001770	Cg002G056930	evm.model.RL_7.1401
OG0001771	Cg005G191940	evm.model.RL_6.186
OG0001771	Cg001G002370	evm.model.RL_2.3293
OG0001772	Cg007G267980	evm.model.RL_3.1175
OG0001773	Cg003G099200	evm.model.RL_8.1343
OG0001773	Cg005G172240	evm.model.RL_6.1524
OG0001774	Cg008G318500	evm.model.RL_4.576
OG0001775	Cg001G018990	evm.model.RL_2.1705
OG0001776	Cg008G322150	evm.model.RL_4.321
OG0001776	Cg008G322380	evm.model.RL_4.305
OG0001777	Cg014G332130, Cg003G077490	evm.model.RL_8.172
OG0001777	Cg003G077500, Cg014G332120	evm.model.RL_8.173
OG0001777	Cg001G041000	evm.model.RL_2.24
OG0001778	Cg005G157960	evm.model.RL_6.2917
OG0001779	Cg002G044000	evm.model.RL_7.99
OG0001779	Cg005G158050	evm.model.RL_6.2909
OG0001780	Cg005G160720	evm.model.RL_6.2642
OG0001781	Cg002G046500	evm.model.RL_7.354
OG0001781	Cg005G161490	evm.model.RL_6.2559
OG0001782	Cg002G047400	evm.model.RL_7.455
OG0001782	Cg005G162870	evm.model.RL_6.2427
OG0001783	Cg003G106690	evm.model.RL_8.1987
OG0001784	Cg003G114260	evm.model.RL_8.2709
OG0001784	Cg002G056910	evm.model.RL_7.1403
OG0001785	Cg014G333270	evm.model.RL_8.56
OG0001785	Cg006G244860	evm.model.RL_8.2867.2.687c8563
OG0001786	Cg006G244640	evm.model.RL_5.30
OG0001786	Cg003G076990, Cg014G332620	evm.model.RL_8.123
OG0001787	Cg003G077510, Cg014G332110	evm.model.RL_8.174
OG0001787	Cg006G243980	evm.model.RL_5.90.4.687c88a9
OG0001788	Cg003G078130, Cg014G331550	evm.model.RL_8.238
OG0001788	Cg006G243730	evm.model.RL_5.122
OG0001789	Cg014G330960, Cg003G078590	evm.model.RL_8.275
OG0001790	Cg005G175280	evm.model.RL_6.1233
OG0001790	Cg006G240130	evm.model.RL_5.465
OG0001791	Cg006G239790	evm.model.RL_5.499
OG0001792	Cg005G176700	evm.model.RL_6.1112
OG0001792	Cg006G239180	evm.model.RL_5.553
OG0001793	Cg006G238960	evm.model.RL_5.570
OG0001793	Cg005G176950	evm.model.RL_6.1090
OG0001794	Cg006G238720	evm.model.RL_5.594
OG0001795	Cg004G117650	evm.model.RL_1.169
OG0001795	Cg008G296360	evm.model.RL_4.2033
OG0001796	Cg004G118330	evm.model.RL_1.238
OG0001796	Cg008G297470	evm.model.RL_4.1927
OG0001797	Cg008G297890	evm.model.RL_4.1883
OG0001798	Cg008G305980	evm.model.RL_4.1131
OG0001798	Cg004G121860	evm.model.RL_1.530
OG0001799	Cg008G306900	evm.model.RL_4.1048, evm.model.RL_5.1092
OG0001799	Cg004G121870	evm.model.RL_1.531
OG0001800	Cg004G122350	evm.model.RL_1.575
OG0001800	Cg008G298970	evm.model.RL_4.1789
OG0001801	Cg008G311080, Cg008G309280	evm.model.RL_4.868
OG0001801	Cg004G123080	evm.model.RL_1.642
OG0001803	Cg005G170120	evm.model.RL_6.1738
OG0001803	Cg002G053750	evm.model.RL_7.1094
OG0001805	Cg007G279540	evm.model.RL_3.2291
OG0001805	Cg006G229130	evm.model.RL_5.1526
OG0001806	Cg007G272790	evm.model.RL_3.1627
OG0001806	Cg006G228670	evm.model.RL_5.1571
OG0001807	Cg005G170790	evm.model.RL_6.1666
OG0001807	Cg006G226510	evm.model.RL_5.1784
OG0001808	Cg007G276690	evm.model.RL_3.2021
OG0001808	Cg006G225650	evm.model.RL_5.3698
OG0001809	Cg007G270530	evm.model.RL_3.1401
OG0001809	Cg006G221690	evm.model.RL_5.3368
OG0001810	Cg006G220870	evm.model.RL_5.3292
OG0001810	Cg007G269610	evm.model.RL_3.1314
OG0001811	Cg007G268280	evm.model.RL_3.1197
OG0001811	Cg006G219900	evm.model.RL_5.3213
OG0001812	Cg007G268040	evm.model.RL_3.1182
OG0001812	Cg006G219820	evm.model.RL_5.3203
OG0001814	Cg005G193170	evm.model.RL_6.75
OG0001815	Cg008G298990	evm.model.RL_4.1787
OG0001815	Cg008G298980	evm.model.RL_4.1788
OG0001816	Cg004G120880	evm.model.RL_1.434
OG0001816	Cg008G307120	evm.model.RL_4.1026
OG0001817	Cg008G286390	evm.model.RL_4.2985
OG0001818	Cg002G057510	evm.model.RL_7.1456
OG0001818	Cg008G304140	evm.model.RL_4.1280
OG0001819	Cg003G115370	evm.model.RL_8.2809
OG0001819	Cg002G055900	evm.model.RL_7.1291
OG0001820	Cg002G058160	evm.model.RL_7.1507_evm.model.RL_7.1508
OG0001821	Cg006G197360	evm.model.RL_5.3706
OG0001821	Cg004G132330	evm.model.RL_1.1520
OG0001823	Cg004G156710	evm.model.RL_1.3207
OG0001824	Cg005G168950	evm.model.RL_6.1829
OG0001824	Cg002G052820	evm.model.RL_7.1016
OG0001825	Cg002G050750	evm.model.RL_7.793
OG0001826	Cg002G049550	evm.model.RL_7.690
OG0001826	Cg005G164890	evm.model.RL_6.2237
OG0001828	Cg005G161230	evm.model.RL_6.2586, evm.model.RL_6.2589
OG0001828	Cg002G046420	evm.model.RL_7.345.6.687c84b4
OG0001830	Cg002G047930	evm.model.RL_7.522
OG0001831	Cg008G325190	evm.model.RL_4.29
OG0001831	Cg008G325180	evm.model.RL_4.32, evm.model.RL_4.30, evm.model.RL_4.33, evm.model.RL_4.130
OG0001833	Cg001G008940	evm.model.RL_2.2674.1.687c86e6
OG0001834	Cg006G230120	evm.model.RL_5.1431
OG0001834	Cg006G230110	evm.model.RL_5.1432
OG0001835	Cg006G225840	evm.model.RL_5.1843
OG0001835	Cg006G225830	evm.model.RL_5.1844
OG0001838	Cg001G023530, Cg001G023520	evm.model.RL_2.1297
OG0001839	Cg005G181910	evm.model.RL_6.783
OG0001840	Cg008G322320	evm.model.RL_4.310
OG0001844	Cg001G011270	evm.model.RL_2.2444
OG0001845	Cg001G010070	evm.model.RL_2.2556
OG0001846	Cg004G153020	evm.model.RL_1.2890
OG0001846	Cg001G004950	evm.model.RL_2.3050
OG0001847	Cg001G024340	evm.model.RL_2.1240
OG0001847	Cg001G024360	evm.model.RL_2.1238
OG0001848	Cg007G251110	evm.model.RL_3.499
OG0001848	Cg006G235570	evm.model.RL_5.910
OG0001850	Cg001G008770	evm.model.RL_2.84, evm.model.RL_7.2318
OG0001851	Cg001G041370	evm.model.RL_2.57
OG0001851	Cg002G071020	evm.model.RL_7.2277
OG0001852	Cg001G039720	evm.model.RL_2.270
OG0001852	Cg002G070160	evm.model.RL_7.2131
OG0001853	Cg007G266230	evm.model.RL_3.1039
OG0001854	Cg007G264690	evm.model.RL_3.967
OG0001855	Cg007G262790	evm.model.RL_3.929
OG0001856	Cg007G247900	evm.model.RL_3.246
OG0001856	Cg006G233800	evm.model.RL_5.1074
OG0001857	Cg001G014630	evm.model.RL_2.2128
OG0001857	Cg003G104540	evm.model.RL_8.1778.1.687c855d
OG0001858	Cg008G284930	evm.model.RL_4.3113
OG0001858	Cg004G125890	evm.model.RL_1.935
OG0001859	Cg004G126170	evm.model.RL_1.962
OG0001859	Cg008G285340	evm.model.RL_4.3080
OG0001860	Cg008G286400	evm.model.RL_4.2984
OG0001860	Cg004G126930	evm.model.RL_1.1026
OG0001861	Cg004G127040	evm.model.RL_1.1036
OG0001861	Cg008G286620	evm.model.RL_4.2962
OG0001862	Cg008G287380	evm.model.RL_4.2888
OG0001862	Cg004G127640	evm.model.RL_1.1096
OG0001863	Cg001G015560	evm.model.RL_2.2038
OG0001863	Cg003G097980	evm.model.RL_8.1249
OG0001864	Cg003G101710	evm.model.RL_8.1536
OG0001864	Cg001G013450	evm.model.RL_2.2241
OG0001865	Cg003G101910	evm.model.RL_8.1553
OG0001865	Cg001G013530	evm.model.RL_2.2233.3.687c86e5
OG0001866	Cg003G102150	evm.model.RL_8.1578
OG0001866	Cg001G013670	evm.model.RL_2.2218
OG0001867	Cg003G105080	evm.model.RL_8.1824
OG0001867	Cg001G014910	evm.model.RL_2.2099
OG0001868	Cg008G300020	evm.model.RL_4.1700
OG0001869	Cg003G113620	evm.model.RL_8.2649
OG0001869	Cg008G290990	evm.model.RL_4.2527
OG0001870	Cg003G113390	evm.model.RL_8.2625
OG0001870	Cg008G290870	evm.model.RL_4.2537
OG0001871	Cg008G290450	evm.model.RL_4.2577
OG0001871	Cg008G290460	evm.model.RL_4.2576
OG0001872	Cg008G290300	evm.model.RL_4.2592
OG0001873	Cg008G289920	evm.model.RL_4.2632
OG0001873	Cg008G289910	evm.model.RL_4.2633
OG0001874	Cg008G289570	evm.model.RL_4.2671
OG0001875	Cg008G289020	evm.model.RL_4.2730
OG0001875	Cg008G302820	evm.model.RL_4.1414
OG0001876	Cg003G108710	evm.model.RL_8.2171
OG0001876	Cg008G288830	evm.model.RL_4.2749
OG0001877	Cg008G288220	evm.model.RL_4.2808
OG0001877	Cg003G109410	evm.model.RL_8.2245
OG0001878	Cg008G324870	evm.model.RL_4.65
OG0001879	Cg001G022970	evm.model.RL_2.1347
OG0001879	Cg008G324190	evm.model.RL_4.155, evm.model.RL_4.143, evm.model.RL_4.145
OG0001880	Cg001G022640	evm.model.RL_2.1375
OG0001881	Cg001G020020	evm.model.RL_2.1609
OG0001882	Cg003G080130, Cg003G093870	evm.model.RL_8.429
OG0001882	Cg001G019450	evm.model.RL_2.1659
OG0001883	Cg003G080300, Cg003G093680	evm.model.RL_8.450
OG0001884	Cg006G230680	evm.model.RL_5.1371
OG0001884	Cg007G251160	evm.model.RL_3.503
OG0001885	Cg006G212690	evm.model.RL_5.2644
OG0001885	Cg003G083760	evm.model.RL_8.738
OG0001886	Cg006G209210	evm.model.RL_5.2462
OG0001886	Cg003G085420	evm.model.RL_8.835
OG0001887	Cg003G087020	evm.model.RL_8.920
OG0001887	Cg006G208180	evm.model.RL_5.2413
OG0001888	Cg006G217650	evm.model.RL_5.3011
OG0001888	Cg005G172470	evm.model.RL_6.1502
OG0001889	Cg004G154510	evm.model.RL_1.3017
OG0001889	Cg001G003610	evm.model.RL_2.3173
OG0001890	Cg001G002130	evm.model.RL_2.3310
OG0001890	Cg001G002140	evm.model.RL_2.3309
OG0001891	Cg001G014780	evm.model.RL_2.2114
OG0001891	Cg006G235300	evm.model.RL_5.933
OG0001892	Cg008G318560	evm.model.RL_4.573
OG0001892	Cg006G218920	evm.model.RL_5.3120
OG0001893	Cg003G083700	evm.model.RL_8.728
OG0001893	Cg003G083710	evm.model.RL_8.729
OG0001894	Cg003G080840, Cg003G080810, Cg003G080830	evm.model.RL_8.496
OG0001895	Cg008G324900	evm.model.RL_4.62, evm.model.RL_4.58, evm.model.RL_4.59, evm.model.RL_4.63
OG0001896	Cg004G120030	evm.model.RL_1.356
OG0001896	Cg004G123520	evm.model.RL_1.686
OG0001897	Cg004G141480	evm.model.RL_1.2287
OG0001897	Cg001G028610	evm.model.RL_2.893
OG0001898	Cg001G027070	evm.model.RL_2.1006
OG0001899	Cg001G026590	evm.model.RL_2.1044
OG0001899	Cg004G139260	evm.model.RL_1.2120
OG0001900	Cg001G042660	evm.model.RL_2.169
OG0001901	Cg005G157830	evm.model.RL_6.2930
OG0001901	Cg002G043990	evm.model.RL_7.98
OG0001902	Cg002G044530	evm.model.RL_7.155
OG0001902	Cg005G158680	evm.model.RL_6.2845
OG0001903	Cg002G045960	evm.model.RL_7.302
OG0001903	Cg005G160630	evm.model.RL_6.2650
OG0001904	Cg002G046050	evm.model.RL_7.313
OG0001904	Cg005G160730	evm.model.RL_6.2641
OG0001905	Cg002G046600	evm.model.RL_7.364
OG0001905	Cg005G161630	evm.model.RL_6.2541
OG0001906	Cg002G047150	evm.model.RL_7.422
OG0001906	Cg005G162650	evm.model.RL_6.2447
OG0001907	Cg002G058500	evm.model.RL_7.1535
OG0001908	Cg003G111300	evm.model.RL_7.1643, evm.model.RL_8.2418
OG0001909	Cg006G243840	evm.model.RL_5.107
OG0001910	Cg003G094400, Cg003G079620	evm.model.RL_8.377
OG0001910	Cg006G242780	evm.model.RL_5.223
OG0001911	Cg008G319040	evm.model.RL_4.536
OG0001911	Cg006G242110	evm.model.RL_5.290
OG0001912	Cg005G174640	evm.model.RL_6.1296
OG0001912	Cg006G240840	evm.model.RL_5.409
OG0001913	Cg006G240590	evm.model.RL_5.428
OG0001914	Cg005G175220	evm.model.RL_6.1239
OG0001915	Cg005G175440	evm.model.RL_6.1217
OG0001915	Cg006G240040	evm.model.RL_5.473
OG0001916	Cg006G238770	evm.model.RL_8.1219
OG0001916	Cg005G177360	evm.model.RL_6.1059
OG0001917	Cg005G178460	evm.model.RL_6.973
OG0001917	Cg006G238320	evm.model.RL_5.625
OG0001918	Cg004G141240	evm.model.RL_1.2265
OG0001918	Cg005G185230	evm.model.RL_4.785
OG0001919	Cg008G294560	evm.model.RL_4.2187
OG0001919	Cg004G116330	evm.model.RL_1.46
OG0001920	Cg008G296670	evm.model.RL_4.1999
OG0001920	Cg004G117860	evm.model.RL_1.192
OG0001921	Cg008G296700	evm.model.RL_4.1996
OG0001921	Cg004G117920	evm.model.RL_1.198
OG0001922	Cg004G121450	evm.model.RL_1.491
