Orthogroup	Cardamine_glauca	Erysimum_linariifolium
OG0003028	Cg001G022990, Cg005G190650, Cg005G185670, Cg005G190640, Cg005G190660, Cg005G190700, Cg005G191550	El003G143890, El001G006970
OG0003033	Cg001G011730	El003G155070
OG0003033	Cg004G156570	El005G278650
OG0003036	Cg001G006050	El003G148280
OG0003036	Cg004G150820, Cg004G149900	El005G272740
OG0003037	Cg006G241060	El003G147550
OG0003038	Cg005G170950	El006G295390
OG0003039	Cg007G251230	El004G201800
OG0003040	Cg007G251090	El004G201610, El004G201650
OG0003041	Cg007G249800	El004G200490
OG0003041	Cg006G235280	El002G093750
OG0003042	Cg002G068490	El001G042860
OG0003042	Cg001G040890	El003G190940
OG0003043	Cg007G263590, Cg007G262560	El004G212690
OG0003044	Cg006G233610	El002G095760
OG0003044	Cg007G247670	El004G197580
OG0003046	Cg003G100320	El007G339690
OG0003046	Cg001G012760	El003G156130
OG0003047	Cg003G112200	El007G326150
OG0003047	Cg008G289830	El001G072600
OG0003048	Cg003G112180	El007G326880
OG0003048	Cg008G289460	El001G073130
OG0003049	Cg008G324710	El007G366280
OG0003050	Cg003G081620	El001G006710
OG0003050	Cg001G018210	El003G162740
OG0003051	Cg001G017940	El003G162460
OG0003051	Cg003G081890	El001G007100
OG0003052	Cg003G085260	El001G009940
OG0003052	Cg006G210430	El002G123120
OG0003053	Cg003G088050	El001G011450
OG0003053	Cg005G175690	El006G301510
OG0003054	Cg006G202750	El002G130190
OG0003054	Cg008G315160	El007G357390
OG0003055	Cg006G218410	El002G113880
OG0003056	Cg006G218350	El002G113930
OG0003058	Cg001G003200	El003G145200
OG0003059	Cg005G171520	El006G296000
OG0003060	Cg003G080240, Cg003G093730	El001G005080
OG0003062	Cg004G146580	El005G271300
OG0003063	Cg004G142640	El005G268140
OG0003064	Cg004G140810	El005G264760, El003G175160
OG0003065	Cg001G026390	El003G173290
OG0003065	Cg004G138910	El005G260370
OG0003066	Cg007G263870, Cg007G246390	El004G195180, El004G202720, El004G195290
OG0003067	Cg005G160420	El006G283040
OG0003067	Cg002G045820	El001G032660
OG0003068	Cg005G161980	El001G031390, El006G285030
OG0003070	Cg008G301310	El001G011840, El001G059170
OG0003071	Cg002G062170	El001G014080
OG0003071	Cg003G108370	El007G330260
OG0003072	Cg003G108030, Cg003G108020	El007G330680
OG0003073	Cg004G121640	El005G240810
OG0003073	Cg008G306340	El001G050930
OG0003074	Cg002G057100	El001G019670
OG0003074	Cg003G113910	El007G324230
OG0003075	Cg003G114000	El007G324080
OG0003075	Cg002G057030	El001G019740
OG0003076	Cg003G114880	El007G323120
OG0003076	Cg002G056360	El001G020560
OG0003077	Cg001G016720	El003G160610
OG0003077	Cg003G115650	El001G000300
OG0003078	Cg003G115710	El007G322150
OG0003078	Cg002G055580	El001G021500
OG0003079	Cg006G245040	El002G082980
OG0003080	Cg005G175070	El006G300740
OG0003080	Cg006G240480	El002G088130
OG0003082	Cg005G176210	El006G302170
OG0003083	Cg005G177300	El006G303190
OG0003084	Cg005G179740	El006G306330, El006G306320
OG0003085	Cg005G181470	El006G307320
OG0003086	Cg008G294060	El001G067690
OG0003087	Cg004G118420	El005G237540
OG0003089	Cg004G121540	El005G240680
OG0003089	Cg008G306490	El001G050720
OG0003090	Cg008G299340	El001G061560, El001G061550
OG0003090	Cg004G122180, Cg004G122170	El005G241420, El005G241430
OG0003091	Cg002G055070	El001G022040
OG0003093	Cg007G281240	El004G234240
OG0003093	Cg006G230350	El002G099580
OG0003094	Cg006G228920	El002G101130
OG0003094	Cg007G279170	El004G231890
OG0003095	Cg006G228700	El002G101380
OG0003095	Cg003G090590, Cg003G096170	El007G343840
OG0003096	Cg006G222990	El007G356950
OG0003097	Cg006G221630	El002G109700
OG0003097	Cg007G270420	El004G221370
OG0003098	Cg006G231030	El002G098870
OG0003099	Cg002G056470	El001G020450
OG0003100	Cg005G176260	El006G302200
OG0003100	Cg006G239370	El002G089260
OG0003101	Cg008G295110	El001G066610
OG0003101	Cg004G116650	El005G235630
OG0003102	Cg004G152810, Cg003G084780, Cg003G084830, Cg003G084760, Cg003G084710, Cg003G084730, Cg003G084800, Cg003G084850, Cg003G084790, Cg003G084720, Cg003G084750, Cg003G084770	El001G067820
OG0003103	Cg003G109190	El007G329350
OG0003103	Cg008G288490	El001G074130
OG0003104	Cg003G109450	El005G265710
OG0003105	Cg002G059090	El001G017420, El001G017430
OG0003106	Cg003G115550	El007G322320
OG0003107	Cg003G110210	El007G328280
OG0003107	Cg002G059660	El001G016790
OG0003108	Cg002G064810	El001G011780, El004G194940
OG0003108	Cg008G301260	El001G059220
OG0003109	Cg007G273720, Cg007G273730	El004G212780, El004G225430
OG0003110	Cg006G194020	El002G141550
OG0003111	Cg006G194750	El002G140600
OG0003112	Cg004G124070	El005G243440
OG0003112	Cg004G129390	El005G249470
OG0003113	Cg004G132210	El005G252490
OG0003114	Cg004G135940	El005G256680
OG0003115	Cg006G198120	El002G136030
OG0003116	Cg004G141030	El005G265020
OG0003117	Cg004G142730	El005G268250
OG0003118	Cg003G077410, Cg014G332210	El001G002330
OG0003119	Cg004G152230	El005G273670
OG0003120	Cg004G152280	El005G273720
OG0003120	Cg001G005530	El003G147710
OG0003121	Cg004G129850	El005G249990
OG0003121	Cg006G195210	El002G139970
OG0003122	Cg005G171780	El006G296350
OG0003122	Cg006G215760	El002G117340, El002G117320
OG0003123	Cg002G052990	El001G024170
OG0003125	Cg004G133600	El005G254010
OG0003126	Cg005G166950	El006G290660
OG0003127	Cg007G246750, Cg007G246780	El004G195910
OG0003128	Cg006G235010	El004G208970
OG0003128	Cg007G251700	El004G203100, El004G203250, El004G203200
OG0003130	Cg004G123950	El005G243300, El007G343200
OG0003135	Cg025G336180	El028G373680
OG0003139	Cg001G011340	El003G154530
OG0003139	Cg001G011070	El003G153880, El003G153450
OG0003141	Cg001G005890	El003G148100
OG0003141	Cg004G151890, Cg004G151880	El005G273410
OG0003142	Cg001G004930	El003G147000
OG0003142	Cg004G153060	El005G274630
OG0003143	Cg005G170820	El006G295260
OG0003143	Cg001G024720	El003G171140
OG0003144	Cg006G235110	El002G093920
OG0003144	Cg007G250320	El004G200640
OG0003145	Cg006G235080	El002G093940
OG0003146	Cg002G074610	El001G037280
OG0003147	Cg001G041810	El003G192100
OG0003147	Cg002G071480	El001G041670
OG0003148	Cg002G071150	El001G042080
OG0003150	Cg002G068130	El001G045030
OG0003150	Cg001G039430	El003G189230
OG0003151	Cg001G034430	El003G184140
OG0003152	Cg007G246100	El004G194660
OG0003152	Cg001G042500	El003G193130
OG0003153	Cg007G246110	El004G194670
OG0003153	Cg001G042470	El003G193110
OG0003154	Cg001G042180	El003G192430
OG0003154	Cg007G246820	El004G195930
OG0003155	Cg008G285800	El001G077440
OG0003157	Cg003G102530	El007G336960
OG0003157	Cg001G013950	El003G157610
OG0003158	Cg008G290550	El001G071880
OG0003159	Cg001G020390	El003G165430
OG0003160	Cg008G314250	El007G357720
OG0003160	Cg006G219010	El002G113250
OG0003161	Cg002G069440, Cg007G263910, Cg007G262220	El004G212140, El004G212330
OG0003162	Cg007G264940	El004G215020, El004G214990
OG0003163	Cg003G080400, Cg003G093580	El001G005250
OG0003164	Cg001G029570	El003G177750
OG0003164	Cg004G142190	El005G267580
OG0003165	Cg007G279510	El004G216330, El004G232260
OG0003166	Cg005G159780	El006G282170
OG0003166	Cg002G045320	El001G033390
OG0003167	Cg005G160290	El006G282910
OG0003168	Cg004G124590	El005G244080, El005G244060, El005G244050
OG0003169	Cg004G125210	El005G244760
OG0003169	Cg008G283480	El001G080200
OG0003170	Cg003G114170	El007G323860
OG0003171	Cg003G077980, Cg014G331680	El001G001650
OG0003172	Cg014G331750, Cg003G077910	El001G001720
OG0003173	Cg003G078960, Cg003G094990	El001G003530
OG0003174	Cg003G079470, Cg003G094540	El001G004040
OG0003174	Cg006G242900	El002G085350
OG0003175	Cg006G241530	El002G086940
OG0003176	Cg005G173790	El006G299180
OG0003176	Cg005G173800	El006G299200
OG0003177	Cg005G184700, Cg005G177520, Cg005G177510	El006G303460, El006G303440, El006G303450
OG0003178	Cg004G116100	El005G235040
OG0003178	Cg008G294280	El001G067440
OG0003179	Cg004G116020	El005G234940
OG0003179	Cg008G294200	El001G067540
OG0003180	Cg008G307670	El001G047710
OG0003180	Cg004G120320	El005G239390
OG0003181	Cg004G121300	El005G240450
OG0003182	Cg004G124580	El005G244040
OG0003182	Cg008G282350	El001G081740
OG0003183	Cg001G025180	El003G171610
OG0003183	Cg005G167060	El006G290810
OG0003184	Cg005G170460	El006G294750, El006G294760
OG0003185	Cg005G168150	El006G292030, El006G292020
OG0003186	Cg006G227540	El002G102670
OG0003187	Cg007G276590	El004G228780
OG0003187	Cg006G225750	El002G104540
OG0003188	Cg006G225330	El002G105040
OG0003189	Cg006G225320	El002G105060
OG0003189	Cg006G225310	El002G106680, El002G105070
OG0003190	Cg007G278190	El004G230610
OG0003190	Cg006G224210	El002G106260
OG0003191	Cg007G277320	El004G229630, El004G229640
OG0003192	Cg008G306380	El001G050850
OG0003192	Cg006G227940	El002G102270
OG0003193	Cg007G267450	El004G217770, El002G112780
OG0003194	Cg001G009480	El003G151930
OG0003194	Cg005G190170	El006G317120
OG0003195	Cg005G192660	El006G320170
OG0003195	Cg005G193040	El006G320520
OG0003196	Cg006G230870	El002G099050
OG0003197	Cg007G247490	El004G197310, El004G197880
OG0003197	Cg006G233510	El002G095870
OG0003198	Cg006G237110	El002G091680
OG0003199	Cg004G148860	El005G272400
OG0003200	Cg006G237600	El002G091160
OG0003200	Cg006G237610	El007G360920
OG0003201	Cg006G241680	El002G086770
OG0003202	Cg006G242540	El002G085750, El007G345270
OG0003203	Cg008G307430	El001G048650
OG0003204	Cg008G285290	El001G078070
OG0003204	Cg004G126130	El005G245880
OG0003205	Cg001G026040, Cg007G274480	El003G172910
OG0003205	Cg008G305150	El001G052840
OG0003206	Cg001G008150	El003G150500
OG0003206	Cg008G305060	El001G052960
OG0003207	Cg003G108520	El007G330090
OG0003208	Cg007G277400	El004G229760
OG0003208	Cg007G277390	El004G229750
OG0003209	Cg004G130380	El005G250520
OG0003210	Cg004G130460	El005G250630
OG0003211	Cg004G131650	El001G048400, El005G251850
OG0003213	Cg004G132550	El002G120520, El005G252910
OG0003214	Cg004G134580	El005G255070
OG0003214	Cg006G201280	El002G132300
OG0003215	Cg004G135250	El005G255900
OG0003216	Cg004G154330	El005G276360, El005G276380, El005G276370, El005G276430
OG0003217	Cg004G156990	El005G279140
OG0003218	Cg006G196630	El002G138090
OG0003219	Cg006G198230	El002G135920
OG0003219	Cg004G138050	El005G259120
OG0003220	Cg004G136330, Cg004G136310	El005G257110
OG0003222	Cg002G051540	El001G025880
OG0003222	Cg002G051530	El001G025890
OG0003223	Cg001G007930	El003G150380
OG0003224	Cg002G050370	El001G027230
OG0003225	Cg002G050170	El001G027450
OG0003226	Cg002G046780	El001G031400
OG0003226	Cg005G161970	El006G285020
OG0003227	Cg007G266160, Cg007G265780	El004G216020, El004G216040, El004G216050, El004G216060
OG0003227	Cg007G266150	El004G216010
OG0003230	Cg008G324750	El007G366320
OG0003231	Cg001G020790	El003G165910
OG0003233	Cg001G001120	El001G045690
OG0003233	Cg001G001090	El003G142720
OG0003234	Cg005G179640	El006G306160
OG0003234	Cg006G237810	El002G090960
OG0003235	Cg006G232760	El002G096760
OG0003236	Cg006G226660	El002G103610
OG0003238	Cg004G129560	El005G249660
OG0003239	Cg003G077480, Cg014G332140	El001G002230
OG0003241	Cg007G270760	El004G212710
OG0003247	Cg005G190720	El006G317700
OG0003248	Cg001G009810	El003G152300
OG0003248	Cg005G190620	El006G317670
OG0003249	Cg001G008340	El003G150710
OG0003249	Cg005G188310	El006G314910
OG0003250	Cg001G008070	El003G150430
OG0003250	Cg005G188100	El006G314370
OG0003253	Cg008G320300	El007G360150
OG0003254	Cg005G163430	El006G286480
OG0003255	Cg006G215100	El002G118250
OG0003255	Cg006G235830	El002G093130
OG0003256	Cg006G232680	El002G096880
OG0003256	Cg008G319370	El001G039590
OG0003257	Cg002G068820	El001G043120
OG0003258	Cg001G038560	El003G187900
OG0003259	Cg007G247820	El004G197910
OG0003260	Cg002G050260	El001G027340, El005G270390
OG0003262	Cg003G100810	El007G338940
OG0003262	Cg001G013230	El003G156720
OG0003263	Cg001G013740	El003G157390
OG0003263	Cg003G102240	El007G337350
OG0003264	Cg008G291750	El001G070380
OG0003264	Cg008G305100	El001G052900
OG0003265	Cg008G291160	El001G071200
OG0003266	Cg008G303030	El001G056740
OG0003267	Cg007G274450	El004G226410
OG0003267	Cg008G289010	El001G073620
OG0003268	Cg001G022050	El003G167660, El003G167730
OG0003268	Cg001G022040	El003G167720
OG0003269	Cg003G081120	El001G006020
OG0003270	Cg005G180330, Cg005G180350	El002G124840, El002G124810, El002G124800
OG0003271	Cg006G218640	El002G113680
OG0003273	Cg006G215790	El002G117290
OG0003274	Cg004G153360	El005G274800
OG0003274	Cg001G004790	El003G146880
OG0003275	Cg001G004570	El003G146630
OG0003276	Cg004G154310	El005G276320
OG0003277	Cg004G154520	El005G276670
OG0003278	Cg001G000630	El003G142220
OG0003279	Cg001G000620	El003G142210
OG0003280	Cg005G171010	El006G295500
OG0003280	Cg006G214490	El002G118930
OG0003281	Cg008G322570	El007G363550
OG0003281	Cg008G322610	El007G363610
OG0003282	Cg001G033900	El003G183530
OG0003282	Cg004G145010	El005G270150
OG0003283	Cg001G030460	El003G178620, El003G180760
OG0003283	Cg004G142820	El005G268430
OG0003284	Cg001G028840	El003G176730
OG0003285	Cg001G028770	El003G176660
OG0003286	Cg001G027160	El003G174450
OG0003286	Cg004G140060	El005G261960, El005G261900, El006G317080
OG0003287	Cg001G026920	El003G174150
OG0003287	Cg004G139690	El005G261350
OG0003288	Cg003G097310	El007G343180
OG0003288	Cg005G158110	El006G280280
OG0003289	Cg005G161920	El006G284950
OG0003292	Cg008G302510, Cg008G302500	El001G057570
OG0003292	Cg002G062750	El001G013610
OG0003293	Cg002G058440	El001G018170
OG0003293	Cg003G111170	El007G327220
OG0003294	Cg003G112620	El007G325720
OG0003294	Cg008G290200	El001G072230
OG0003295	Cg002G057180	El001G019580
OG0003295	Cg003G113750	El007G324370
OG0003296	Cg003G115270	El007G322620
OG0003296	Cg002G055960	El001G021060
OG0003297	Cg002G055830	El001G021210
OG0003298	Cg008G320250	El007G360110
OG0003299	Cg005G174120	El006G299570
OG0003299	Cg006G241270	El002G087220
OG0003300	Cg006G238980	El002G089660
OG0003300	Cg005G176920	El006G302900
OG0003301	Cg005G182090, Cg005G182070	El006G308130, El006G308110
OG0003302	Cg005G185290	El006G311830
OG0003302	Cg001G007100	El003G149440
OG0003303	Cg008G294180	El001G067560
OG0003304	Cg008G282010	El001G082170
OG0003304	Cg004G124410	El005G243870
OG0003305	Cg008G297140	El001G064070
OG0003306	Cg004G120510	El005G239600
OG0003307	Cg008G307130	El001G049210
OG0003307	Cg004G120870	El005G239990
OG0003308	Cg004G123690	El005G242910
OG0003308	Cg008G312580	El007G349280
OG0003309	Cg003G088380, Cg001G015600, Cg001G012460	El007G349210, El003G159410
OG0003310	Cg006G228930	El002G101120
OG0003310	Cg007G279200	El004G231910
OG0003312	Cg007G273900	El004G225750
OG0003312	Cg006G227700	El002G102490
OG0003313	Cg007G274040	El004G226000
OG0003314	Cg007G275240	El004G227300
OG0003314	Cg006G227080	El002G103100
OG0003315	Cg007G277480	El004G229830
OG0003315	Cg006G224810	El002G105550
OG0003316	Cg006G223690, Cg006G223660	El001G045000, El002G107210, El002G107230
OG0003318	Cg006G222570	El002G108610, El002G108600
OG0003319	Cg006G221180	El002G110790
OG0003319	Cg007G270060	El002G110240, El002G110780
OG0003320	Cg006G219840	El002G112390
OG0003321	Cg005G188770	El006G315270
OG0003322	Cg006G234250	El001G057300, El002G095000
OG0003324	Cg008G295400	El001G066340
OG0003325	Cg008G307200	El001G049040
OG0003326	Cg008G287540	El001G075160
OG0003326	Cg008G287530	El001G075170
OG0003327	Cg008G286530	El001G076510
OG0003328	Cg008G303640	El001G056040
OG0003328	Cg002G057770	El001G018970
OG0003329	Cg007G267850	El004G218380
OG0003330	Cg007G270260	El004G221130
OG0003331	Cg007G278330	El004G230800
OG0003332	Cg007G275710	El002G103760, El004G227770
OG0003333	Cg007G274360	El004G226310
OG0003333	Cg006G227630	El002G102580
OG0003334	Cg007G279500	El004G232250
OG0003335	Cg007G279550	El004G232300
OG0003335	Cg006G229150	El002G100810
OG0003336	Cg004G129140	El005G249240
OG0003337	Cg004G133630	El005G254040
OG0003338	Cg004G139440	El005G261040
OG0003338	Cg001G026730	El003G174020
OG0003339	Cg006G196420	El002G138400
OG0003340	Cg002G048930	El001G028800
OG0003341	Cg002G048220	El007G357950, El007G357940, El001G029610
OG0003341	Cg002G048210	El001G029630
OG0003342	Cg002G047690	El001G030300
OG0003343	Cg002G044500	El001G034400
OG0003344	Cg001G042310	El003G192710, El003G192690
OG0003345	Cg007G255620	El003G186560
OG0003346	Cg002G045830	El001G032650
OG0003350	Cg001G008890, Cg001G008930	El003G151280
OG0003351	Cg001G018350, Cg001G018340	El003G162880
OG0003352	Cg008G296630	El001G064800
OG0003356	Cg004G126260	El005G245980
OG0003359	Cg001G008390	El003G150750
OG0003360	Cg001G008170	El003G150530
OG0003361	Cg019G335120	El051G375550
OG0003361	Cg035G336740	El036G374370
OG0003363	Cg001G005960	El003G148180
OG0003364	Cg001G005370	El003G147540
OG0003364	Cg014G331530, Cg003G078140	El001G002690
OG0003365	Cg001G006590	El003G148920
OG0003366	Cg001G023910	El003G170010
OG0003366	Cg005G171440	El006G295910
OG0003367	Cg002G074780	El001G037090, El004G194920
OG0003367	Cg006G231310	El002G098600
OG0003368	Cg002G074200	El001G038000, El007G354790, El007G355260, El007G355020
OG0003368	Cg001G034320	El001G000920
OG0003369	Cg001G040430	El001G038860
OG0003369	Cg001G040450	El003G190060, El003G190110, El003G190130
OG0003370	Cg002G072910	El001G039920
OG0003371	Cg001G041230	El003G191530
OG0003371	Cg002G070780	El001G042520
OG0003372	Cg001G039830, Cg001G039900, Cg001G039910	El003G189590
OG0003372	Cg002G070110	El001G044520
OG0003373	Cg001G036840	El003G186260
OG0003373	Cg007G265690	El004G215720
OG0003374	Cg007G260870	El004G211560
OG0003374	Cg001G013050	El003G156520
OG0003375	Cg007G246480	El004G195510
OG0003376	Cg001G014850	El003G158550
OG0003377	Cg003G104550	El007G334840
OG0003378	Cg001G016510	El003G160360, El003G183370
OG0003379	Cg003G102570	El007G336930
OG0003380	Cg003G105360	El007G333790
OG0003382	Cg003G113160	El007G325270
OG0003382	Cg008G290650	El001G071760
OG0003383	Cg003G109130	El007G329420
OG0003384	Cg001G021830	El003G167380
OG0003385	Cg001G020330	El003G165370
OG0003387	Cg006G212400	El002G120970
OG0003387	Cg003G083800	El001G008960
OG0003389	Cg005G172550	El006G297770
OG0003389	Cg006G217800	El002G114710
OG0003390	Cg006G216030	El002G116720
OG0003390	Cg006G216020	El002G116730
OG0003391	Cg001G003480	El003G145500
OG0003392	Cg001G002030	El003G143870
OG0003392	Cg005G192280	El006G319680
OG0003393	Cg001G001990	El003G143790
OG0003394	Cg001G035830	El003G185220
OG0003395	Cg001G020440	El003G165490
OG0003396	Cg003G082500	El001G007660
OG0003397	Cg008G322670	El007G363700
OG0003398	Cg001G031160	El003G179280
OG0003399	Cg001G028780, Cg001G028790	El003G176670
OG0003400	Cg001G028560	El003G176190
OG0003402	Cg003G099940	El003G173010
OG0003403	Cg002G043750	El001G035240
OG0003403	Cg005G157760	El006G279940
OG0003404	Cg005G158460	El006G280640
OG0003405	Cg002G046770	El001G031410
OG0003406	Cg002G073380	El001G039010
OG0003406	Cg002G073490	El001G038890
OG0003407	Cg008G282100	El001G082030
OG0003407	Cg004G124470	El005G243930
OG0003408	Cg002G057070	El001G019700
OG0003408	Cg003G113940	El007G324180
OG0003409	Cg002G056890	El001G020040
OG0003410	Cg014G332780, Cg003G076820	El001G000990
OG0003411	Cg003G078580, Cg014G330970	El001G003050
OG0003412	Cg005G174240	El006G299760
OG0003412	Cg006G241200	El002G087290
OG0003413	Cg005G176140	El006G302090
OG0003414	Cg005G177200	El006G303120
OG0003415	Cg004G116430	El005G235410
OG0003416	Cg008G296520	El001G065100
