Orthogroup	Cardamine_glauca	Brassica_napus
OG0002965	Cg006G242660	XP_013719213.2, XP_013694210.1
OG0002966	Cg006G242520	XP_022547328.2
OG0002966	Cg008G320260	XP_048595974.1, XP_022565936.1, XP_022557040.1
OG0002967	Cg006G242320	XP_013696255.2, XP_048594321.1, XP_048621950.1, XP_013701834.2
OG0002968	Cg006G242310	XP_013664829.2
OG0002968	Cg008G319810	XP_048623506.1
OG0002969	Cg006G241910	XP_013666472.1, XP_013697172.1
OG0002969	Cg005G173320	XP_013748466.1, XP_013662711.1
OG0002970	Cg005G173450	XP_048636698.1, XP_013752288.1
OG0002970	Cg006G241800	XP_013701089.2, XP_022559548.1, XP_013660287.1
OG0002971	Cg006G241820	XP_022556972.1, XP_048594314.1
OG0002971	Cg005G173430	XP_048608422.1, XP_013748461.2
OG0002972	Cg006G241180	XP_048599393.1, XP_048613727.1
OG0002972	Cg005G174260	XP_013748688.1, XP_013737633.1
OG0002973	Cg006G240020	XP_013696678.1, XP_013730579.1
OG0002973	Cg005G175510	XP_013683216.2, XP_013734164.1, XP_013742771.2
OG0002974	Cg005G178160	XP_013647697.2, XP_048610448.1
OG0002974	Cg006G238430	XP_013712047.2, XP_048613830.1
OG0002975	Cg001G007500	XP_013654882.1, XP_013730331.1
OG0002975	Cg005G186750	XP_013660571.2, XP_013670656.1
OG0002976	Cg008G294700	XP_022554374.1, XP_013727899.2
OG0002976	Cg004G116440	XP_013735632.1, XP_013684253.1
OG0002977	Cg004G116520	XP_048614355.1, XP_013730585.1
OG0002977	Cg008G294890	XP_013667698.1, XP_013714934.1
OG0002978	Cg003G106460	XP_013682883.2, XP_013740277.1, XP_013713690.2, XP_013743783.2
OG0002979	Cg003G102660	XP_013640682.2, XP_022568496.2
OG0002979	Cg001G013980	XP_048598499.1, XP_013724508.2
OG0002980	Cg008G306940	XP_013643914.1, XP_013703088.2, XP_048625661.1, XP_048595333.1
OG0002981	Cg008G299460	XP_013667393.2, XP_013683484.2
OG0002982	Cg005G170270	XP_013687555.1, XP_013748446.1, XP_048636534.1, XP_013692898.3
OG0002983	Cg005G169870	XP_013698982.2, XP_048636556.1, XP_048628447.1
OG0002983	Cg002G053500	XP_013698124.2, XP_013684778.1
OG0002984	Cg005G185350	XP_048626439.1, XP_048612033.1
OG0002985	Cg002G053170	XP_013730252.2, XP_022543932.1, XP_013742579.2, XP_013666962.2
OG0002987	Cg006G229810	XP_013708503.1
OG0002988	Cg006G226320	XP_013710605.1, XP_013641868.2
OG0002990	Cg006G220190	XP_048596117.1, XP_013696785.2
OG0002991	Cg001G015270, Cg001G015280	XP_013707328.2, XP_013738065.1
OG0002992	Cg003G095810	XP_013685134.2, XP_013693755.2
OG0002993	Cg006G199590, Cg008G304000	XP_013713928.1, XP_013716373.2, XP_013696295.1
OG0002994	Cg007G254240	XP_022559927.2, XP_048616828.1, XP_013664808.2
OG0002995	Cg006G243120	XP_013697868.2, XP_013719287.1
OG0002996	Cg008G306130	XP_048637619.1, XP_013741371.3, XP_013660842.2
OG0002996	Cg008G306120	XP_048604002.1, XP_048609534.1
OG0002997	Cg008G307760	XP_022568428.1, XP_022548015.2
OG0002997	Cg008G307740	XP_013644054.1, XP_048617829.1
OG0002998	Cg004G127960	XP_013646982.1, XP_022550985.1, XP_013749964.1, XP_013731736.1
OG0002999	Cg008G286270	XP_013715427.2, XP_013719022.1
OG0003000	Cg003G108950	XP_013736944.1, XP_013707112.1, XP_013665505.1, XP_048603214.1, XP_048620978.1, XP_048617762.1, XP_048606482.1, XP_048619141.1, XP_048624514.1
OG0003001	Cg003G110030	XP_013642163.1, XP_013642848.2
OG0003001	Cg008G287990	XP_013715238.2, XP_048623143.1
OG0003003	Cg006G228620	XP_013641552.2, XP_022558622.1
OG0003003	Cg007G272880	XP_022544898.1, XP_013701076.1
OG0003004	Cg006G196230	XP_013748859.2, XP_013640605.2
OG0003004	Cg004G130950	XP_013719807.2, XP_048629477.1, XP_013677240.1
OG0003005	Cg001G025450	XP_048632738.1
OG0003005	Cg004G133090	XP_013686841.1, XP_013725143.2, XP_013696934.1
OG0003006	Cg001G025090	XP_048626336.1, XP_022570918.1
OG0003006	Cg004G133420	XP_013736347.1, XP_013653359.1
OG0003007	Cg001G024970, Cg004G133430	XP_013655754.1, XP_013709961.1, XP_048626142.1
OG0003008	Cg006G201070	XP_022575179.1, XP_048635560.1
OG0003008	Cg004G134930	XP_022559046.1, XP_048635609.1, XP_048630786.1
OG0003009	Cg004G136290	XP_022542971.2, XP_013641297.3
OG0003009	Cg006G199750	XP_013640855.2, XP_013720568.1
OG0003010	Cg006G198630	XP_048616383.1, XP_013640768.2, XP_022560823.1, XP_048636967.1, XP_022558241.2
OG0003011	Cg004G141050, Cg004G141080	XP_013648224.1, XP_048601670.1, XP_048593580.1
OG0003012	Cg004G142080	XP_013710417.2, XP_048609218.1
OG0003013	Cg004G152670	XP_048595563.1, XP_013641988.1, XP_013690506.2, XP_048593191.1
OG0003014	Cg004G154090	XP_013685200.2, XP_013643380.1
OG0003015	Cg004G156030	XP_013671724.1, XP_048593110.1
OG0003015	Cg001G011090	XP_013667562.2, XP_013693634.1
OG0003016	Cg006G198100	XP_048630073.1, XP_048636951.1, XP_048615951.1
OG0003016	Cg004G138220	XP_048630306.1, XP_048635257.1
OG0003017	Cg002G048420, Cg006G198200	XP_048593025.1, XP_048617144.1, XP_013678342.2, XP_013692822.2
OG0003018	Cg002G051320	XP_013710765.1, XP_013730291.1
OG0003018	Cg005G166870	XP_013677128.1, XP_013744854.1
OG0003019	Cg004G131140	XP_013736286.1, XP_013684852.1, XP_013696637.1, XP_013719787.1, XP_048628054.1
OG0003020	Cg005G161760	XP_013734754.1, XP_013683488.2, XP_013687980.2, XP_022574255.2
OG0003022	Cg001G038290, Cg001G038260, Cg001G038240, Cg001G038280, Cg001G038250, Cg001G038930, Cg005G172460, Cg005G166450	XP_013679011.2
OG0003023	Cg004G133620	XP_013733513.1, XP_013696332.1, XP_013740183.1, XP_013738720.1
OG0003025	Cg001G015050	XP_048600164.1, XP_013739965.2
OG0003025	Cg001G015080	XP_013738081.1, XP_013703296.2, XP_013739982.2, XP_048600165.1
OG0003027	Cg004G137600	XP_048600434.1, XP_048631471.1, XP_013751540.2, XP_013721275.2, XP_048615436.1
OG0003028	Cg001G039940, Cg001G022990, Cg005G190650, Cg005G185670, Cg005G190640, Cg005G190660, Cg005G190700, Cg005G191550	XP_048607477.1, XP_013679646.2, XP_048593811.1
OG0003030	Cg013G330210	XP_022562119.1
OG0003033	Cg001G011730	XP_013695256.2
OG0003033	Cg004G156570	XP_022569619.1, XP_013711261.2
OG0003036	Cg001G006050	XP_013691939.2
OG0003036	Cg004G150820, Cg004G149900	XP_013729274.2, XP_013727440.1
OG0003037	Cg006G241060	XP_013712832.1, XP_013696711.2, XP_048602068.1, XP_048627213.1
OG0003039	Cg006G235610	XP_013716419.1, XP_013641341.1
OG0003039	Cg007G251230	XP_013747359.2, XP_048600317.1, XP_048600834.1, XP_013692295.2, XP_013670943.1
OG0003041	Cg007G249800	XP_048595821.1, XP_013723575.1
OG0003041	Cg006G235280	XP_013651525.2, XP_013676297.2
OG0003042	Cg002G068490	XP_013675161.2, XP_013675158.2, XP_013720868.1, XP_013644613.2, XP_022562936.1
OG0003042	Cg001G040890	XP_013746801.2, XP_013720348.1
OG0003043	Cg007G263590, Cg007G262560	XP_013722404.1, XP_048591904.1, XP_013707338.1, XP_048610698.1
OG0003044	Cg007G247670	XP_013664371.2, XP_048595645.1, XP_048595731.1, XP_013695244.1
OG0003045	Cg004G127690	XP_048632336.1, XP_048608954.1, XP_048635907.1, XP_048615201.1
OG0003046	Cg003G100320	XP_013714729.2, XP_013666800.3
OG0003046	Cg001G012760	XP_022561658.2, XP_013738207.1
OG0003047	Cg003G112200	XP_013722025.1, XP_048616588.1, XP_013678360.2, XP_013722771.1, XP_013643167.2
OG0003047	Cg008G289830	XP_013692547.2, XP_048602697.1
OG0003048	Cg003G112180	XP_048603232.1, XP_013701211.1, XP_048630992.1
OG0003048	Cg008G289460	XP_048625142.1, XP_022554291.1
OG0003049	Cg008G324710	XP_013714758.1, XP_013726257.1, XP_048628767.1, XP_013696444.1, NP_001302714.1
OG0003050	Cg003G081620	XP_013687032.1
OG0003050	Cg001G018210	XP_013663870.1, XP_013700986.1
OG0003051	Cg001G017940	XP_048601617.1, XP_048596950.1
OG0003051	Cg003G081890	XP_013714096.1, XP_013659537.1
OG0003052	Cg006G210430	XP_022566990.1, XP_013662178.1, XP_013711406.1, XP_048593654.1
OG0003053	Cg003G088050	XP_022560482.1, XP_048596224.1, XP_013683984.1, XP_013683964.2
OG0003054	Cg008G315160	XP_048595919.1, XP_013702498.2
OG0003055	Cg006G218410	XP_048593914.1, XP_013685387.1, XP_013712685.1, XP_013677596.1, XP_013692229.1, XP_013653246.2
OG0003056	Cg006G218350	XP_013677585.1, XP_013712969.1, XP_013653248.2, XP_013691956.1
OG0003058	Cg001G003200	XP_048600990.1, XP_013648871.2, XP_013746537.2, XP_013705635.1
OG0003059	Cg005G171520	XP_013685503.1, XP_048629170.1, XP_048636597.1, XP_013701511.2, XP_013734284.1
OG0003060	Cg003G080240, Cg003G093730	XP_013735461.2, XP_013703248.2, XP_013671903.1, XP_048596733.1
OG0003060	Cg001G019270	XP_013700980.1
OG0003061	Cg001G023670	XP_013669970.1, XP_013721601.1
OG0003062	Cg004G146580	XP_048605521.1, XP_048632984.1
OG0003063	Cg004G142640	XP_013726537.1, XP_013662965.1
OG0003064	Cg004G140810	XP_013653058.1, XP_013686746.1, XP_013717703.1, XP_013742822.1
OG0003065	Cg004G138910	XP_013731345.1, XP_022550036.2
OG0003066	Cg007G263870, Cg007G246390	XP_013686121.1, XP_013747701.1, XP_048634213.1, XP_048609794.1
OG0003067	Cg005G160420	XP_013748147.1
OG0003067	Cg002G045820	XP_013699041.1, XP_013741982.2, XP_013708048.1, XP_048626959.1
OG0003068	Cg005G161980	XP_048591611.1, XP_013744372.1, XP_013692398.1, XP_022571745.1, XP_022554885.2
OG0003070	Cg008G301310	XP_013670057.2, XP_013665892.2, XP_013721888.1, XP_013680565.1, XP_013731287.2
OG0003071	Cg003G108370	XP_013660697.1, XP_013665862.1
OG0003072	Cg003G108030, Cg003G108020	XP_022570523.2, XP_013693615.2, XP_048598979.1, XP_048598978.1, XP_013728003.2, XP_013713168.2, XP_013715772.2, XP_013682157.1
OG0003073	Cg004G121640, Cg008G306340	XP_013647263.2, XP_013647297.1, XP_048595340.1, XP_013741365.2
OG0003074	Cg002G057100	XP_013746867.1, XP_013654670.1, XP_013674633.1
OG0003074	Cg003G113910	XP_013708657.1, XP_013738521.2
OG0003075	Cg003G114000	XP_013738520.1, XP_048623814.1
OG0003075	Cg002G057030	XP_013732956.1, XP_013745496.1
OG0003076	Cg003G114880	XP_013686253.1, XP_013653572.1
OG0003076	Cg002G056360	XP_013721827.1, XP_013737027.2
OG0003077	Cg001G016720	XP_048619054.1, XP_013710507.2, XP_013671515.1
OG0003078	Cg002G055580	XP_013745565.1, XP_013737152.1, XP_013663008.1, XP_022546785.1
OG0003079	Cg006G245040	XP_013653613.1, XP_013666290.1, XP_022566799.1, XP_013730470.1
OG0003080	Cg005G175070	XP_048609981.1, XP_048634322.1
OG0003080	Cg006G240480	XP_013716435.1
OG0003082	Cg005G176210	NP_001302879.1, XP_048609920.1, XP_013683255.1, XP_022571603.1
OG0003083	Cg005G177300	XP_022575437.1, XP_013730386.1, XP_013681312.2, XP_048609900.1
OG0003084	Cg005G179740	XP_048610498.1, XP_013647635.1, XP_013743979.1, XP_013720530.1
OG0003085	Cg005G181470	XP_013720548.1, XP_013743999.2
OG0003086	Cg008G294060	NP_001302984.1, XP_048598282.1, NP_001302477.1, XP_013727454.1, XP_022554351.1
OG0003087	Cg004G118420	XP_048602118.1
OG0003088	Cg004G139780	XP_013720916.2, XP_048627819.1
OG0003089	Cg004G121540	XP_013698457.1, XP_022571094.1, XP_048626173.1, XP_048631375.1
OG0003090	Cg008G299340	XP_013682058.2, XP_013730406.2
OG0003091	Cg002G055070	XP_022561144.2, XP_048597023.1, XP_013737133.2, XP_048618602.1
OG0003093	Cg007G281240	XP_013694564.2, XP_013733181.2, XP_048603449.1
OG0003093	Cg006G230350	XP_013641494.2, XP_013749904.2
OG0003094	Cg006G228920	XP_013641601.1, XP_013660438.2
OG0003094	Cg007G279170	XP_048592344.1, XP_013649975.1
OG0003095	Cg003G090590, Cg003G096170	XP_048594101.1, XP_013712627.2, XP_013641952.1, XP_013671451.2
OG0003096	Cg006G222990	XP_048614722.1, XP_013725954.1
OG0003097	Cg006G221630	XP_048614490.1, XP_022546728.1
OG0003097	Cg007G270420	XP_013646808.2
OG0003098	Cg006G231030	XP_013708042.2, XP_013708040.2, XP_022547180.2, XP_013698425.1, XP_013641441.2
OG0003099	Cg002G056470	XP_013645603.1, XP_013730695.2, XP_048630816.1, XP_022568801.1, XP_048596470.1, XP_013674337.1
OG0003100	Cg006G239370	XP_048621584.1, XP_013657520.1, XP_013664542.2, XP_013698150.2, XP_013716505.1, XP_048597882.1
OG0003101	Cg008G295110	XP_013662373.1
OG0003101	Cg004G116650	XP_013729704.2
OG0003102	Cg004G152810, Cg003G084780, Cg003G084830, Cg003G084760, Cg003G084710, Cg003G084730, Cg003G084800, Cg003G084850, Cg003G084790, Cg003G084720, Cg003G084750, Cg003G084770	XP_013667887.2, XP_013702717.1
OG0003103	Cg003G109190	XP_048632668.1, XP_013724282.1
OG0003103	Cg008G288490	XP_048603162.1, XP_048602675.1
OG0003104	Cg006G212510, Cg003G109420	XP_048632684.1, XP_048632683.1, XP_022563120.2
OG0003104	Cg003G109450	XP_048632686.1, XP_013695741.3, XP_048619494.1
OG0003105	Cg002G059090	XP_048603525.1, XP_013706247.2, XP_048638606.1, XP_013685287.2, XP_013750060.1
OG0003106	Cg003G115550	XP_013653642.1, XP_048591486.1
OG0003107	Cg003G110210	XP_013707871.2, XP_013642844.2
OG0003107	Cg002G059660	XP_013731610.2, XP_013748519.2
OG0003108	Cg008G301260	XP_048627747.1, XP_048626747.1, XP_013682274.2, XP_048623347.1, XP_048599045.1
OG0003109	Cg007G273720, Cg007G273730	XP_013699343.1, XP_013700932.1, XP_022544729.2
OG0003110	Cg006G194020	XP_048626893.1
OG0003111	Cg006G194750	XP_013737754.1, XP_013749798.1, XP_013686395.1, XP_013684764.1, XP_013673242.2, XP_013673125.2
OG0003112	Cg004G124070	XP_022555180.1, NP_001303226.1
OG0003112	Cg004G129390	XP_013686392.1, XP_013684792.1
OG0003113	Cg004G132210	XP_013736317.1, XP_013702685.1, XP_013676101.1, XP_013647218.2, XP_013700801.2, XP_048635755.1, XP_013695400.1
OG0003114	Cg004G135940	XP_022575305.1, XP_048637017.1, XP_022555906.1, XP_013658547.2, XP_048594076.1, XP_013686198.1, XP_013736449.1
OG0003115	Cg006G198120, Cg004G138170	XP_013672502.2, XP_013639856.1
OG0003116	Cg004G141030	XP_013653044.1, XP_013750545.2
OG0003117	Cg004G142730	XP_022564828.2, XP_013660171.1
OG0003118	Cg003G077410, Cg014G332210	XP_013735356.2, XP_013684404.1, XP_013731948.2, XP_048595160.1
OG0003119	Cg004G152230	XP_013725650.1, XP_013736829.2
OG0003120	Cg001G005530	XP_022562204.1, XP_013724975.1, XP_048606334.1, XP_048594795.1
OG0003121	Cg004G129850	XP_013745872.1
OG0003121	Cg006G195210	XP_013740466.2, XP_013727913.2, XP_048636902.1
OG0003122	Cg005G171780	XP_048634428.1, XP_048608441.1, XP_048631261.1, XP_048609497.1
OG0003123	Cg005G169110	XP_013748335.2, XP_013686666.2
OG0003123	Cg002G052990	XP_013647929.2, XP_013698876.2, XP_048610888.1, XP_048633952.1, XP_013678322.2, XP_013661169.1
OG0003124	Cg005G168470	XP_013699430.1, XP_013744790.2, XP_048637075.1, XP_013748381.2, XP_013668493.2
OG0003125	Cg004G133600	XP_022550051.1, XP_013695903.2
OG0003127	Cg007G246750, Cg007G246780	XP_013741108.2, XP_022548195.1, XP_022550901.2, XP_013721096.1, XP_013686148.1
OG0003128	Cg006G235010	XP_048610569.1
OG0003128	Cg007G251700, Cg007G252270	XP_048604319.1
OG0003130	Cg004G123950	XP_022558763.1, XP_048629299.1, XP_022575634.1, XP_048606117.1, XP_022572013.2
OG0003135	Cg025G336180	XP_048630125.1, XP_048630366.1, XP_048631035.1, XP_048631030.1, XP_048630197.1, XP_022555204.1, XP_048629007.1, XP_048627284.1, XP_048629668.1, XP_048590789.1, XP_048630149.1, XP_022566917.1, XP_048626969.1, XP_048630128.1, XP_048629660.1, XP_048630126.1, XP_048629548.1, XP_022566914.1, XP_048629018.1, XP_048629280.1
OG0003139	Cg001G011340	XP_013685596.2, XP_022561358.2
OG0003139	Cg001G011070	XP_048601343.1, XP_048637363.1
OG0003141	Cg001G005890	XP_013650684.1, XP_013697606.1
OG0003141	Cg004G151890, Cg004G151880	XP_013686496.2, XP_013742648.2
OG0003142	Cg001G004930	XP_022573490.1, XP_048619342.1, XP_048601072.1, XP_048634740.1
OG0003143	Cg005G170820	XP_013659510.2, XP_013667514.1
OG0003143	Cg001G024720	XP_048618838.1, XP_013737365.1, XP_013743502.1, XP_013688201.2
OG0003144	Cg006G235110	XP_013645543.2, XP_013653118.1
OG0003144	Cg007G250320	XP_013731328.1, XP_013746996.2
OG0003145	Cg006G235080	XP_013645534.2, XP_013653117.2
OG0003146	Cg002G074610	XP_013724704.2, XP_013691903.2, XP_013707217.1
OG0003147	Cg001G041810	XP_022548091.2
OG0003147	Cg002G071480	XP_013725077.2, XP_013710158.2
OG0003148	Cg002G071150	XP_048595249.1, XP_048625578.1
OG0003148	Cg001G041510	XP_013743323.2, XP_048612136.1, XP_013647792.2, XP_013668482.1
OG0003149	Cg003G109440, Cg006G212440, Cg006G212450	XP_048633187.1, XP_048632687.1, XP_022572418.2, XP_048619492.1
OG0003150	Cg002G068130	XP_013644496.2, XP_013706422.1
OG0003150	Cg001G039430	XP_048610749.1
OG0003151	Cg001G034430	XP_013734464.2, XP_013748940.1, XP_048626487.1
OG0003151	Cg007G262310, Cg007G263850	XP_013701848.2, XP_013707078.1
OG0003152	Cg007G246100	XP_013750233.2, XP_013684903.2
OG0003152	Cg001G042500	XP_013743462.2, XP_013684706.2
OG0003153	Cg007G246110	XP_013659314.1, XP_013675105.1, XP_013750244.2, XP_013684905.1
OG0003154	Cg007G246820	XP_013736537.2, XP_013661579.2, XP_013653822.1, XP_048595670.1, XP_013686150.1
OG0003155	Cg008G285800	XP_013678549.1, XP_013724396.2, XP_013718978.2, XP_013742573.2, XP_022566972.1
OG0003156	Cg006G201680	XP_013699259.1, XP_013655622.1, XP_013741783.2, XP_048622187.1
OG0003157	Cg001G013950	XP_013724502.1, XP_013742009.1, XP_013707287.2
OG0003158	Cg008G290550	XP_048625350.1, XP_013668164.2, XP_048627695.1, XP_013680286.1, XP_048630345.1, XP_022553192.2, XP_048626269.1, XP_048602721.1, XP_048603613.1
OG0003159	Cg001G020390	XP_048596013.1, XP_013662121.1, XP_013737524.2, XP_013655879.2
OG0003160	Cg008G314250	XP_048595923.1, XP_048623483.1, XP_013677013.2
OG0003160	Cg006G219010	XP_013721532.1
OG0003161	Cg002G069440, Cg007G263910, Cg007G262220, Cg001G002090	XP_013655003.3, XP_048593807.1, XP_048608928.1, XP_013681284.2, XP_048600962.1
OG0003162	Cg007G264940	XP_022545318.1, XP_013722411.1
OG0003163	Cg003G080400, Cg003G093580	XP_048623765.1, XP_013705885.1, XP_013740822.2
OG0003164	Cg001G029570	XP_013742898.2, XP_013723185.2
OG0003164	Cg004G142190	XP_022570830.1
OG0003165	Cg007G279510	XP_048615793.1, XP_013650116.2, XP_048617540.1, XP_013648646.1
OG0003166	Cg005G159780	XP_013748103.1, XP_022556079.1
OG0003166	Cg002G045320	XP_013708377.1, XP_013708076.2
OG0003167	Cg005G160290	XP_013692946.1, XP_013748139.1, XP_013734810.2, XP_013725850.1, XP_013740648.1
OG0003168	Cg004G124590	XP_013695725.2, XP_022575620.1
OG0003169	Cg004G125210	XP_048606136.1, XP_013739340.2
OG0003169	Cg008G283480	XP_013706134.1, XP_013666233.2
OG0003170	Cg003G114170	XP_013740906.1, XP_013740914.1, NP_001302523.1, XP_013712390.1
OG0003172	Cg014G331750, Cg003G077910	XP_048626300.1, XP_013731186.1, XP_013719459.1, XP_013722846.1, NP_001303037.1, XP_022566761.2, XP_048595153.1, XP_013722759.1
OG0003173	Cg003G078960, Cg003G094990	XP_048605419.1, XP_013740799.2
OG0003174	Cg003G079470, Cg003G094540	XP_022571900.2, XP_013727752.2
OG0003174	Cg006G242900	XP_048599354.1, XP_013696263.1
OG0003175	Cg006G241530	XP_013726442.1, XP_048597912.1
OG0003176	Cg005G173790	XP_048608419.1, XP_013734214.1, XP_022566430.2, XP_013752357.2, XP_013691390.1
OG0003177	Cg005G184700, Cg005G177520, Cg005G177510	XP_013748924.3, XP_048636847.1, XP_048630425.1, XP_048610824.1, XP_013734937.2, XP_013744621.1
OG0003178	Cg008G294280	XP_013714618.1, XP_022572674.1, XP_022549268.1, XP_048625153.1, XP_013714877.1
OG0003179	Cg004G116020	XP_048607410.1, XP_048603120.1
OG0003179	Cg008G294200	XP_013727589.1, XP_048626067.1
OG0003180	Cg008G307670	XP_048617830.1, XP_013647329.2, XP_013675279.1, XP_013663057.2
OG0003181	Cg004G121300	XP_013684505.1, XP_022572225.1, XP_048636098.1, XP_048626530.1, XP_013657295.1, XP_048599534.1, XP_048619093.1
OG0003182	Cg004G124580	XP_022559251.1, XP_013695726.2
OG0003182	Cg008G282350	XP_013731797.1
OG0003183	Cg001G025180, Cg005G167060	XP_022557960.2, XP_048636459.1, XP_013732078.1, XP_013734610.1, XP_013688574.1, XP_022574437.2
OG0003184	Cg005G170460	XP_013740521.2, XP_013681729.1, XP_013691493.2, XP_013747319.2, XP_013691764.1, XP_048628891.1, XP_022575983.1, XP_048630471.1
OG0003185	Cg005G168140, Cg005G168150	XP_013752199.1, XP_013734692.2, XP_013653474.2
OG0003186	Cg006G227540	XP_048614179.1, XP_013641826.2
OG0003186	Cg007G274520	XP_013664610.2
OG0003187	Cg007G276590	XP_013717925.2, XP_013702218.1
OG0003188	Cg006G225330	XP_013727423.1, XP_013712432.2, XP_013653421.1, XP_013703517.1, XP_013717522.2, XP_022543052.1
OG0003189	Cg006G225320	XP_013717606.2, XP_022543051.1
OG0003189	Cg006G225310	XP_048611146.1, XP_013705638.1
OG0003190	Cg007G278190	XP_013667665.2, XP_048617749.1, XP_013648695.1
OG0003190	Cg006G224210	XP_013696908.2, XP_048638533.1
OG0003191	Cg007G277320	XP_013693729.1, XP_013672308.1
OG0003192	Cg008G306380	XP_013660833.2, XP_048625679.1, XP_013643957.1, XP_048591133.1
OG0003193	Cg007G267450	XP_013688313.2, XP_013692837.2, XP_013650631.3, XP_048593926.1, XP_048606813.1
OG0003194	Cg001G009480	XP_013678394.2, XP_013671054.2
OG0003194	Cg005G190170	XP_022568283.1, XP_048633649.1
OG0003195	Cg005G192660	XP_013708629.2, XP_013660095.2
OG0003196	Cg006G230870	XP_048621215.1, XP_013752091.1, XP_013672667.1, XP_013736990.1, XP_013659345.1, XP_013660253.1
OG0003197	Cg007G247490	XP_022565095.1
OG0003197	Cg006G233510	XP_022563782.1, XP_048594190.1, XP_022576414.2, XP_048613980.1
OG0003198	Cg006G237110	XP_048594241.1, XP_013750891.1, XP_013716518.2, XP_013672611.2, XP_013711366.1, XP_013641038.2
OG0003199	Cg004G148860	XP_013706828.1, XP_013661422.2, XP_013711719.1
OG0003200	Cg006G237610	XP_013655316.1, XP_048622206.1
OG0003201	Cg006G241680	XP_022556967.1, XP_013720513.3, XP_048599377.1, XP_013666453.2
OG0003203	Cg004G121080	XP_048632228.1, XP_013681007.2
OG0003204	Cg008G285290	XP_048623249.1, XP_013668191.2
