Orthogroup	Cardamine_glauca	Odontarrhena_muralis
OG0002643	Cg007G265600	Om005G213670, Om008G349440
OG0002645	Cg003G104790	Om006G249620
OG0002645	Cg001G014770	Om001G018010
OG0002646	Cg008G284860	Om004G173350
OG0002646	Cg004G125850	Om002G053090
OG0002647	Cg003G091740	Om003G107520
OG0002648	Cg005G178960, Cg003G100040	Om003G114570
OG0002649	Cg003G100700, Cg003G100680, Cg003G100640	Om003G115280
OG0002650	Cg003G101600	Om003G116030
OG0002651	Cg003G101870	Om003G116250
OG0002652	Cg003G104970	Om006G249410
OG0002653	Cg008G291370	Om004G164630
OG0002653	Cg008G304700	Om006G239790
OG0002654	Cg008G291000	Om004G165250
OG0002655	Cg008G290480	Om004G166030, Om004G166000
OG0002655	Cg003G112980	Om006G232090
OG0002656	Cg003G112520	Om006G232810
OG0002656	Cg008G290090	Om004G166430
OG0002657	Cg008G323970	Om008G360850, Om008G360860
OG0002657	Cg001G026100	Om003G101600
OG0002658	Cg001G020090	Om001G006450
OG0002658	Cg001G020080	Om001G006470, Om007G317650
OG0002659	Cg001G018670	Om001G008860
OG0002659	Cg003G080990	Om008G353580
OG0002660	Cg003G081250	Om008G353270
OG0002660	Cg001G018380	Om001G009240
OG0002661	Cg003G082440	Om008G351450
OG0002662	Cg006G209140	Om001G014200
OG0002663	Cg006G218580	Om007G288370
OG0002664	Cg001G004500	Om001G035050, Om001G035020, Om001G035030
OG0002665	Cg004G154100	Om002G084860
OG0002666	Cg001G003670	Om001G036230, Om002G068270, Om001G036220
OG0002667	Cg001G003580	Om001G036470
OG0002667	Cg004G154550	Om002G085650
OG0002668	Cg001G003120	Om001G037280, Om001G037270
OG0002669	Cg005G191910	Om004G154330
OG0002669	Cg001G002440	Om001G038670, Om001G038640, Om001G038650
OG0002670	Cg005G193240	Om004G155920
OG0002670	Cg001G001050	Om001G040720
OG0002672	Cg001G039980	Om007G315760
OG0002673	Cg003G085790	Om008G343790
OG0002673	Cg006G231220	Om005G195110
OG0002675	Cg001G019890	Om001G006840
OG0002675	Cg003G094180, Cg003G079840	Om008G355470
OG0002676	Cg001G031290	Om003G104840
OG0002678	Cg004G141720	Om003G104450
OG0002678	Cg001G029250	Om003G103880
OG0002679	Cg001G027460, Cg004G140350	Om002G071590
OG0002680	Cg004G140250	Om002G071470
OG0002681	Cg005G159310	Om008G320940
OG0002682	Cg005G162720	Om008G325580
OG0002684	Cg005G164360	Om008G327800
OG0002684	Cg002G048940	Om003G120460
OG0002685	Cg004G124550	Om002G051330
OG0002686	Cg008G284840	Om004G173370
OG0002686	Cg008G296240	Om007G299070
OG0002687	Cg002G062050	Om001G029770
OG0002687	Cg003G108090	Om006G245030
OG0002688	Cg002G061410	Om006G267570
OG0002688	Cg003G107680	Om006G245440
OG0002689	Cg003G107220	Om006G245930, Om006G245950
OG0002690	Cg003G107200	Om006G267000, Om006G245960
OG0002691	Cg002G058340	Om006G261800
OG0002691	Cg003G111260	Om006G234180
OG0002692	Cg003G076390, Cg014G333200	Om004G157620
OG0002692	Cg006G244970	Om005G178060
OG0002693	Cg003G079020, Cg003G094930	Om004G160520
OG0002694	Cg008G320500	Om007G293050
OG0002695	Cg005G175040	Om007G280230
OG0002695	Cg006G240500	Om005G183210
OG0002696	Cg006G238260	Om005G185640
OG0002696	Cg005G178380	Om007G283290
OG0002697	Cg004G124380	Om002G051150
OG0002697	Cg004G124370	Om002G051140
OG0002698	Cg004G118470	Om002G044740
OG0002698	Cg008G297670	Om007G297130
OG0002699	Cg008G297720	Om007G297080
OG0002701	Cg004G123240, Cg008G309700, Cg008G311530	Om002G049880
OG0002702	Cg002G050180	Om006G250810
OG0002702	Cg005G165710	Om008G329930
OG0002703	Cg006G216220	Om002G085030
OG0002704	Cg005G169450	Om008G336140
OG0002705	Cg002G052300	Om006G253600
OG0002705	Cg005G167600	Om008G333280
OG0002706	Cg007G280120	Om004G131710
OG0002706	Cg006G229620	Om005G197250
OG0002707	Cg007G273830	Om004G141160
OG0002707	Cg006G228070	Om005G199470
OG0002708	Cg007G275920	Om004G137980
OG0002708	Cg006G226360	Om005G201610
OG0002709	Cg007G277570	Om004G135410
OG0002710	Cg006G223040	Om005G205410
OG0002710	Cg007G271860	Om005G206380
OG0002712	Cg007G268870, Cg006G220310	Om005G210530
OG0002713	Cg007G268850	Om005G210560
OG0002713	Cg006G220280	Om004G146990
OG0002714	Cg006G230740	Om005G195780
OG0002715	Cg002G075240	Om008G335830, Om006G275190
OG0002715	Cg007G259070, Cg006G230950	Om005G195500
OG0002716	Cg006G235670	Om005G188890
OG0002717	Cg008G296640	Om007G298470
OG0002718	Cg008G297620	Om007G297190
OG0002719	Cg008G304380, Cg008G304370, Cg008G304410	Om006G239420
OG0002720	Cg008G312780	Om006G257880
OG0002721	Cg008G320100, Cg002G057520	Om006G260380
OG0002721	Cg008G304120	Om006G239060
OG0002722	Cg007G269660	Om005G209590
OG0002723	Cg007G278720	Om004G133920
OG0002723	Cg006G223740	Om005G204700
OG0002724	Cg006G225190	Om005G202940
OG0002724	Cg007G277070	Om004G136150
OG0002725	Cg004G128900	Om002G057080
OG0002725	Cg004G128890	Om002G057070
OG0002726	Cg004G131810	Om002G060810
OG0002726	Cg006G196770	Om003G093780
OG0002727	Cg004G132620	Om002G062180
OG0002728	Cg004G135830	Om002G066520
OG0002729	Cg004G137420	Om002G068340
OG0002730	Cg004G138720	Om002G069810
OG0002731	Cg004G139650	Om002G070720
OG0002731	Cg001G026890	Om003G102190
OG0002733	Cg006G200320	Om003G098420
OG0002734	Cg005G172030	Om008G339900
OG0002735	Cg002G053200	Om006G254820
OG0002736	Cg005G168440	Om008G334650
OG0002737	Cg005G165210	Om008G329140
OG0002737	Cg002G049890	Om003G119290
OG0002738	Cg008G325200	Om008G362730, Om004G135450, Om008G362740
OG0002739	Cg002G056900	Om006G259500
OG0002739	Cg003G114270	Om006G230820
OG0002740	Cg002G047290	Om003G123360, Om003G123350
OG0002741	Cg007G268720	Om005G201440
OG0002743	Cg001G006750	Om001G031110
OG0002745	Cg006G234120	Om005G190950, Om005G190960
OG0002746	Cg006G232120	Om005G193830
OG0002748	Cg008G290140	Om004G166360
OG0002748	Cg003G112590	Om006G232730
OG0002750	Cg007G266810, Cg007G266700, Cg007G266840	Om005G213150
OG0002753	Cg001G012270	Om001G022380
OG0002754	Cg001G011480	Om001G023760
OG0002754	Cg004G156490	Om002G087900
OG0002755	Cg001G008810	Om001G028310
OG0002757	Cg004G151960, Cg001G005760	Om001G032800
OG0002758	Cg004G152720	Om001G033730
OG0002760	Cg005G171260	Om007G276790
OG0002761	Cg007G251260	Om005G225420
OG0002762	Cg007G248710	Om005G223750
OG0002762	Cg006G234340	Om005G190640
OG0002763	Cg006G230930	Om005G195540
OG0002764	Cg006G232230	Om005G193700
OG0002765	Cg002G071440	Om006G271710
OG0002765	Cg008G289240	Om004G167630
OG0002766	Cg001G036690	Om007G314260
OG0002767	Cg007G247120	Om005G225810
OG0002768	Cg003G104110	Om006G250360
OG0002769	Cg004G125040	Om002G051970, Om002G051980
OG0002771	Cg003G113070	Om006G232170
OG0002772	Cg003G111710	Om006G233690
OG0002772	Cg008G289660	Om004G167030
OG0002773	Cg008G288290	Om004G168820, Om004G168770
OG0002773	Cg003G109370	Om006G236440
OG0002774	Cg001G020810	Om001G005210
OG0002774	Cg008G321520	Om008G356980
OG0002775	Cg001G020730	Om001G005390
OG0002775	Cg008G321380	Om008G356880
OG0002776	Cg001G019470	Om001G007460
OG0002776	Cg001G019480	Om001G007450
OG0002778	Cg001G017800	Om001G009340, Om001G009310, Om001G006980
OG0002779	Cg006G210920	Om001G012920
OG0002780	Cg006G208480, Cg006G208490	Om001G014540
OG0002781	Cg001G002540	Om001G038440
OG0002782	Cg001G001730	Om001G039650
OG0002783	Cg001G000720	Om001G041150
OG0002785	Cg004G146590	Om002G077980
OG0002787	Cg001G033810	Om003G106580
OG0002788	Cg004G140580	Om002G071780
OG0002789	Cg004G140020	Om002G071170
OG0002789	Cg001G027110	Om003G102480
OG0002790	Cg004G139550	Om002G070590
OG0002790	Cg004G139570	Om002G070610
OG0002791	Cg001G026080	Om003G101580
OG0002791	Cg004G138670	Om002G069720
OG0002792	Cg001G040840	Om007G316750
OG0002792	Cg004G121960	Om002G048930
OG0002793	Cg005G158650	Om008G320090
OG0002794	Cg005G160520, Cg002G045870	Om003G125810
OG0002795	Cg002G046280	Om003G124940
OG0002797	Cg002G048500	Om003G121020
OG0002797	Cg005G163700	Om008G326850
OG0002798	Cg005G164190	Om008G327430
OG0002798	Cg002G048870	Om003G120540
OG0002799	Cg008G282450	Om004G176720
OG0002800	Cg008G284360	Om004G174080, Om004G174110
OG0002801	Cg002G064840	Om006G242580
OG0002802	Cg002G064470, Cg008G301510	Om006G242930
OG0002803	Cg002G059960	Om006G266300
OG0002803	Cg003G106480	Om006G247160
OG0002804	Cg002G056530, Cg003G114720	Om006G258890
OG0002805	Cg005G177240	Om007G282270
OG0002806	Cg003G077840, Cg014G331810	Om004G158840
OG0002807	Cg003G094790, Cg003G079210	Om004G160720, Om005G180360
OG0002808	Cg005G174250	Om007G279420, Om007G279410
OG0002808	Cg006G241190	Om005G182400
OG0002809	Cg005G175300	Om007G280580
OG0002810	Cg006G239580	Om005G184140
OG0002810	Cg005G175920	Om007G281200
OG0002812	Cg005G180920	Om007G284670
OG0002813	Cg004G116340	Om002G042450
OG0002813	Cg008G294580	Om007G301390
OG0002814	Cg008G295900	Om007G299550
OG0002814	Cg004G117360	Om002G043490
OG0002817	Cg004G119970	Om002G046040
OG0002817	Cg008G298840	Om007G295770
OG0002818	Cg004G120710	Om002G046980
OG0002819	Cg008G299420	Om007G295120
OG0002819	Cg004G122120	Om002G048670
OG0002821	Cg004G122880	Om002G049510
OG0002821	Cg008G308860, Cg008G310510	Om007G304040
OG0002822	Cg004G120220	Om002G046350
OG0002823	Cg002G054010	Om006G255600
OG0002823	Cg005G170320	Om008G337460
OG0002824	Cg002G052630	Om006G254050
OG0002824	Cg005G168590	Om008G334860
OG0002825	Cg007G281250	Om004G130210
OG0002825	Cg006G230360	Om005G196210
OG0002826	Cg007G280430	Om004G131270
OG0002826	Cg006G229880	Om005G196940
OG0002827	Cg006G228500	Om005G198760
OG0002827	Cg007G273140	Om004G142370
OG0002828	Cg006G228460	Om005G198790
OG0002828	Cg007G273180	Om004G142330
OG0002829	Cg006G228100	Om005G199440, Om005G199430
OG0002829	Cg007G273710	Om004G141650
OG0002830	Cg007G275030	Om004G139310
OG0002831	Cg007G275250	Om004G138970
OG0002831	Cg006G227070	Om005G200810
OG0002832	Cg006G225470	Om005G202620
OG0002832	Cg007G276900	Om004G136520
OG0002833	Cg006G225460	Om005G202630
OG0002833	Cg007G276910	Om004G136510
OG0002834	Cg006G221990	Om004G144470
OG0002835	Cg007G269710	Om005G209680
OG0002835	Cg006G220660	Om004G146400
OG0002836	Cg007G269100, Cg006G220320	Om005G210220
OG0002837	Cg007G268580	Om005G210950
OG0002838	Cg001G034750	Om001G006670, Om002G051050
OG0002840	Cg001G001000	Om001G040750
OG0002840	Cg005G193300	Om004G155980
OG0002841	Cg005G174210	Om007G279460
OG0002841	Cg006G241210	Om005G182370
OG0002842	Cg006G243380	Om005G180110, Om005G180130
OG0002843	Cg008G303250	Om004G164610, Om006G238090
OG0002844	Cg008G295150	Om007G300560, Om007G300550
OG0002845	Cg008G299150	Om007G295280
OG0002846	Cg008G308090, Cg004G153050	Om007G303550
OG0002847	Cg006G194250	Om004G132130, Om002G056780, Om003G089590
OG0002849	Cg002G057620	Om006G260470
OG0002849	Cg008G303990	Om006G238920
OG0002850	Cg003G109460	Om006G236350
OG0002850	Cg003G109430	Om006G236370
OG0002851	Cg008G303370	Om006G238240
OG0002851	Cg002G058080	Om006G261280
OG0002852	Cg008G303280	Om006G238130
OG0002853	Cg003G109540	Om004G152780, Om004G152760, Om004G152770, Om006G236240
OG0002855	Cg004G116680	Om002G042780
OG0002855	Cg003G106280	Om006G247440
OG0002856	Cg002G059810, Cg003G106240	Om006G247470
OG0002857	Cg002G056750	Om006G259130
OG0002859	Cg003G107410, Cg002G061080	Om006G245760
OG0002860	Cg001G005730	Om001G032850
OG0002860	Cg004G152010	Om002G082200
OG0002861	Cg006G243950	Om005G179190
OG0002861	Cg007G271430	Om005G206880
OG0002862	Cg007G274910	Om004G139540
OG0002863	Cg007G280930	Om004G130930
OG0002863	Cg006G230010	Om005G196710
OG0002864	Cg004G129310	Om002G057700
OG0002865	Cg006G195120	Om003G090970
OG0002865	Cg004G129660	Om002G058150
OG0002866	Cg004G129930	Om002G058560
OG0002866	Cg006G195300	Om003G091270
OG0002867	Cg004G130070	Om002G058730
OG0002867	Cg006G195400	Om003G091480
OG0002868	Cg004G131820	Om002G060820
OG0002869	Cg006G198990	Om003G096560
OG0002869	Cg004G137390	Om002G068310
OG0002871	Cg004G150540, Cg004G149610	Om007G280550
OG0002872	Cg001G019090, Cg004G152480	Om001G008150
OG0002873	Cg001G010220	Om001G025790
OG0002873	Cg004G154970	Om002G086160
OG0002874	Cg004G157370	Om007G275560
OG0002875	Cg004G137430	Om002G068360
OG0002876	Cg006G200290	Om003G098370
OG0002877	Cg002G051490	Om006G252490
OG0002877	Cg005G167000	Om008G332170
OG0002878	Cg005G165390	Om008G329300
OG0002879	Cg002G049180	Om003G120150
OG0002879	Cg005G164630	Om008G328200
OG0002880	Cg002G048950	Om003G120450
OG0002880	Cg008G286550	Om004G171200
OG0002881	Cg002G048560	Om003G120940
OG0002884	Cg004G139060	Om002G070180
OG0002885	Cg004G133460	Om002G063510
OG0002886	Cg008G296620	Om007G298510
OG0002887	Cg008G298490	Om007G296100
OG0002890	Cg004G157040	Om002G088470
OG0002890	Cg001G012200	Om001G022550
OG0002891	Cg001G010000	Om001G026250
OG0002892	Cg005G188810	Om004G148590
OG0002892	Cg001G008550	Om001G028680
OG0002893	Cg001G008350	Om001G028920
OG0002894	Cg002G063600	Om006G268780
OG0002894	Cg001G007740	Om001G029590
OG0002895	Cg001G007360	Om001G030150
OG0002896	Cg001G006600	Om001G031370
OG0002897	Cg001G005490	Om001G033250, Om001G033240
OG0002898	Cg004G133080	Om002G062900
OG0002899	Cg005G171070	Om008G338580
OG0002900	Cg005G170920	Om008G338290
OG0002900	Cg001G024250	Om007G276280
OG0002901	Cg006G235310	Om005G189330
OG0002901	Cg007G249840	Om005G221640
OG0002902	Cg007G248730	Om005G223730
OG0002903	Cg006G230710	Om005G195830, Om005G195820, Om007G305780
OG0002904	Cg002G074960	Om002G087120
OG0002905	Cg002G068840	Om006G269920
OG0002906	Cg007G246660, Cg001G042200	Om005G226660
OG0002907	Cg003G105050, Cg001G014900	Om006G249330
OG0002909	Cg004G126280	Om002G053690
OG0002909	Cg008G285600	Om004G172520
OG0002910	Cg008G287170	Om004G170400
OG0002910	Cg004G127430	Om002G055210
OG0002911	Cg004G128160	Om002G056120
OG0002911	Cg008G293990	Om007G302130
OG0002912	Cg003G100790	Om003G115360
OG0002912	Cg006G220990	Om004G145600
OG0002913	Cg003G101700	Om003G116110
OG0002914	Cg003G103320, Cg001G014160	Om003G118210
OG0002915	Cg003G105760, Cg003G105650	Om006G248150, Om006G248030
OG0002916	Cg006G219180, Cg006G219410	Om004G149230, Om004G148230
OG0002917	Cg008G292400, Cg008G305870	Om004G162910
OG0002918	Cg008G302920	Om006G237660
OG0002918	Cg008G289080	Om004G167780
OG0002919	Cg008G288570	Om004G168370
OG0002920	Cg003G109910	Om006G235920
OG0002921	Cg001G023650	Om001G000160
OG0002921	Cg008G324980	Om008G362540
OG0002922	Cg001G023210	Om001G000680
OG0002924	Cg003G081580, Cg001G018220	Om008G352030
OG0002925	Cg001G018020	Om001G009780
OG0002926	Cg006G212890, Cg003G083790	Om001G011850
OG0002927	Cg006G211730	Om001G012490
OG0002928	Cg006G210690	Om001G013220
OG0002928	Cg007G272200	Om005G205910
OG0002929	Cg006G210110	Om001G013520
OG0002929	Cg006G223640	Om005G204780
OG0002930	Cg005G172740	Om008G340690
OG0002931	Cg001G004600	Om001G034890, Om001G034900
OG0002932	Cg001G003150	Om001G037170
OG0002932	Cg005G191200	Om004G152100
OG0002933	Cg001G002810	Om001G038130
OG0002934	Cg001G002270	Om001G038930
OG0002935	Cg005G193330	Om004G151940
OG0002936	Cg001G000900	Om001G040850
OG0002937	Cg001G000810	Om001G040980, Om001G040970
OG0002937	Cg001G000800	Om001G041020
OG0002938	Cg001G000420	Om001G041510
OG0002938	Cg005G193950	Om004G156600
OG0002942	Cg004G141340	Om002G072800
OG0002943	Cg001G041930, Cg003G091200, Cg001G041940	Om007G317950
OG0002944	Cg002G044130	Om003G128120
OG0002944	Cg005G158230	Om008G319440
OG0002945	Cg006G230200	Om005G196470, Om002G043780
OG0002946	Cg005G159390	Om008G321020
OG0002947	Cg005G160910	Om008G322850
OG0002949	Cg005G161380	Om008G323380
OG0002949	Cg002G061750	Om008G323370
OG0002950	Cg003G115860	Om006G229040
OG0002950	Cg002G055390	Om006G257270
OG0002951	Cg005G161900	Om008G324340
OG0002952	Cg005G162170	Om008G324830
OG0002952	Cg002G046910	Om003G123910
OG0002953	Cg005G162370	Om008G325130
OG0002953	Cg002G046930	Om003G123840
OG0002954	Cg002G046960	Om003G123800
OG0002954	Cg005G162450	Om008G325210
OG0002955	Cg008G282410	Om004G176770
OG0002955	Cg004G124570	Om002G051350
OG0002956	Cg008G301450	Om006G242850
OG0002956	Cg008G301570	Om006G243020
OG0002957	Cg003G107990	Om006G245190
OG0002959	Cg008G290760	Om004G165630
OG0002960	Cg003G114350	Om006G230750
OG0002961	Cg003G115260	Om006G229690
OG0002962	Cg006G217900	Om004G156990, Om004G156970
OG0002963	Cg003G077260, Cg014G332360	Om008G354200, Om008G354130, Om004G158530
OG0002963	Cg006G244370	Om005G178750
OG0002964	Cg003G078270, Cg014G331380	Om004G159690
OG0002964	Cg014G331370, Cg003G078280	Om004G159700
OG0002965	Cg008G320400	Om007G292980
OG0002966	Cg008G320260	Om007G292770
OG0002967	Cg006G242320	Om005G181180
OG0002968	Cg006G242310	Om005G181200
OG0002968	Cg008G319810	Om007G277570
OG0002969	Cg006G241910	Om005G181620
OG0002969	Cg005G173320	Om007G278390
OG0002970	Cg005G173450	Om007G278500
OG0002970	Cg006G241800	Om005G181510
OG0002971	Cg006G241820	Om005G181520
OG0002972	Cg006G241180	Om005G182410
OG0002972	Cg005G174260	Om007G279400
OG0002973	Cg006G240020	Om005G183640
OG0002973	Cg005G175510	Om007G280830
OG0002974	Cg005G178160	Om007G283160
OG0002974	Cg006G238430	Om005G185420
OG0002975	Cg001G007500	Om001G029910
OG0002976	Cg008G294700	Om007G301250
OG0002976	Cg004G116440	Om002G042550
OG0002977	Cg004G116520	Om002G042620
OG0002977	Cg008G294890	Om007G301010
OG0002978	Cg003G106460	Om006G247190
OG0002979	Cg003G102660	Om003G117430
OG0002981	Cg004G122070, Cg008G299460	Om002G048640
OG0002982	Cg005G170270	Om008G337390
OG0002982	Cg002G054000	Om006G255590
OG0002983	Cg005G169870	Om008G336790
OG0002983	Cg002G053500	Om006G255080
OG0002984	Cg005G185350	Om008G336740
OG0002985	Cg005G169360	Om006G254710
OG0002986	Cg008G292390	Om008G343030, Om004G162030
OG0002987	Cg006G229800	Om005G197020
OG0002988	Cg007G275970	Om004G138030
OG0002988	Cg006G226320	Om005G201660
OG0002990	Cg006G220190	Om005G210760
OG0002991	Cg001G015270, Cg001G015280	Om007G286510, Om007G286520
OG0002992	Cg003G095810, Cg003G090340	Om005G190470
OG0002993	Cg006G199590, Cg008G304000	Om005G187860, Om003G105910
OG0002995	Cg006G243120	Om005G180200
OG0002996	Cg008G306130	Om007G294450
OG0002996	Cg008G306120	Om007G294460
OG0002997	Cg008G307760	Om007G303310
OG0002998	Cg008G287730	Om004G169680
OG0002998	Cg004G127960	Om002G055840
OG0002999	Cg008G286270	Om004G171560
OG0003000	Cg003G108950	Om006G236920, Om001G028230, Om002G074790
OG0003001	Cg003G110030	Om006G235720
OG0003001	Cg008G287990	Om004G169280
OG0003003	Cg006G228620	Om005G198510
OG0003003	Cg007G272880	Om004G142600
OG0003004	Cg006G196230	Om003G092840
OG0003004	Cg004G130950	Om002G059900
OG0003005	Cg001G025450	Om003G100780
OG0003005	Cg004G133090	Om002G062940
OG0003006	Cg001G025090	Om003G100310
OG0003006	Cg004G133420	Om002G063460
OG0003007	Cg001G024970	Om003G100140
OG0003007	Cg004G133430	Om002G063480
OG0003008	Cg006G201070	Om003G099120
OG0003008	Cg004G134930	Om002G065210
OG0003009	Cg004G136290	Om002G066940
OG0003009	Cg006G199750	Om003G097710
OG0003010	Cg006G198630	Om003G096150
OG0003010	Cg004G137650, Cg003G087300, Cg007G264530	Om002G068630
OG0003011	Cg004G141050, Cg004G141080	Om002G072470, Om006G253400
OG0003012	Cg004G142080	Om002G073660
OG0003013	Cg004G152670	Om002G082930
OG0003013	Cg001G005200	Om001G033660
OG0003014	Cg004G154090	Om002G084850
OG0003014	Cg001G008800	Om001G028320
OG0003014	Cg004G147790	Om003G104830
OG0003015	Cg004G156030	Om002G087410
OG0003015	Cg001G011090	Om001G024430
OG0003016	Cg006G198100	Om003G095590
OG0003016	Cg004G138220	Om002G069270
OG0003017	Cg002G048420	Om003G121110
OG0003017	Cg006G198200	Om003G095720
OG0003018	Cg002G051320	Om006G252250
OG0003018	Cg005G166870	Om008G332020
OG0003019	Cg004G131140	Om002G060150
OG0003020	Cg005G161760	Om008G324040
OG0003020	Cg002G046690	Om003G124250
OG0003022	Cg001G038290, Cg001G038260, Cg001G038240, Cg001G038280, Cg001G038250, Cg001G038930, Cg005G172460, Cg005G166450	Om003G125580, Om003G125590
OG0003025	Cg001G015050	Om007G286770, Om007G286750
OG0003028	Cg001G039940, Cg001G022990, Cg005G190650, Cg005G185670, Cg005G190640, Cg005G190660, Cg005G190700, Cg005G191550	Om001G039220, Om002G082330, Om002G082340
OG0003030	Cg013G330210	Om008G354270
OG0003030	Cg004G150690, Cg008G314260, Cg008G323910	Om008G361240, Om008G361340, Om008G361210
OG0003033	Cg001G011730	Om001G023390
OG0003033	Cg004G156570	Om002G087960
OG0003036	Cg001G006050	Om001G032340
OG0003036	Cg004G150820, Cg004G149900	Om002G081370
OG0003037	Cg006G241060	Om001G033430
OG0003039	Cg006G235610	Om005G188970
OG0003039	Cg007G251230	Om005G219900
OG0003040	Cg007G251100, Cg007G251090	Om005G220050
OG0003041	Cg006G235280	Om005G189370
OG0003042	Cg002G068490	Om006G270890
OG0003042	Cg001G040890	Om007G316840
OG0003043	Cg007G263590, Cg007G262560	Om005G215230
OG0003044	Cg006G233610	Om005G191640, Om008G342460
OG0003044	Cg007G247670	Om005G225100
OG0003045	Cg004G127690	Om002G055510
OG0003046	Cg003G100320	Om003G114970
