Orthogroup	Cardamine_glauca	Aethionema_saxatile
OG0001643	Cg004G152500	As011G263530
OG0001643	Cg001G005310	As001G014740
OG0001644	Cg007G249790	As001G021040
OG0001644	Cg006G235240	As008G186840
OG0001645	Cg002G073340	As001G024450
OG0001646	Cg002G072230	As001G025330
OG0001646	Cg006G232910	As008G184320
OG0001647	Cg001G041690	As005G112760
OG0001647	Cg002G071330	As001G026040
OG0001648	Cg001G041490	As004G097600
OG0001648	Cg002G071130	As001G026180
OG0001649	Cg001G040110	As004G078610
OG0001649	Cg002G069720	As001G027380
OG0001650	Cg002G065370	As001G028040
OG0001650	Cg001G038810	As004G078090
OG0001651	Cg001G014430	As002G032930
OG0001651	Cg003G104100	As002G048310
OG0001652	Cg004G124860	As002G034080
OG0001652	Cg008G282820	As005G107010
OG0001653	Cg004G125400	As002G034830
OG0001653	Cg003G087040	As004G080660
OG0001654	Cg008G284220	As005G108360
OG0001654	Cg004G125490	As002G034960
OG0001655	Cg008G286330	As009G213200
OG0001655	Cg004G126840	As002G036620
OG0001656	Cg004G128150	As002G039040
OG0001657	Cg001G013690	As006G132670
OG0001657	Cg003G102180	As002G046680
OG0001658	Cg003G102450	As002G047020
OG0001659	Cg008G288230	As002G055320
OG0001660	Cg001G020420	As003G058550
OG0001661	Cg003G081640	As004G084980
OG0001661	Cg001G018180	As003G060770
OG0001662	Cg001G018060	As003G060900
OG0001662	Cg003G081760	As004G084850
OG0001663	Cg003G084290	As003G062880, As004G083340
OG0001663	Cg006G223100	As007G158950
OG0001664	Cg005G171930	As012G275120
OG0001664	Cg006G216040	As003G070920
OG0001665	Cg005G171840	As012G274990
OG0001666	Cg001G004330	As003G072130
OG0001666	Cg004G153820	As011G264730
OG0001668	Cg001G002640	As003G073870
OG0001668	Cg005G191700	As007G179790
OG0001669	Cg005G192650	As007G180470
OG0001669	Cg001G001550	As003G074980
OG0001670	Cg001G000730	As003G075970
OG0001670	Cg005G193660	As007G181810
OG0001671	Cg006G209120, Cg003G086300	As004G080500
OG0001672	Cg006G218910	As009G214760
OG0001673	Cg001G033590	As004G092150, As011G259110
OG0001674	Cg001G028050, Cg001G028040	As004G095240
OG0001676	Cg005G161280	As005G102620
OG0001677	Cg002G047140	As012G285380
OG0001677	Cg005G162630	As005G104070
OG0001678	Cg002G047560	As012G285040
OG0001678	Cg005G163080	As005G104530
OG0001679	Cg002G047830	As012G284790
OG0001679	Cg005G163500	As005G104840
OG0001681	Cg003G115250	As005G120190
OG0001681	Cg002G056000	As010G220710
OG0001682	Cg003G079100, Cg003G094840	As006G123800
OG0001682	Cg006G242970	As008G197100
OG0001683	Cg006G242390	As008G196540
OG0001683	Cg008G319910	As006G124600
OG0001684	Cg008G318890	As006G125200
OG0001684	Cg006G242050	As008G196190
OG0001685	Cg006G242010	As008G196160
OG0001685	Cg008G318880	As006G125210
OG0001686	Cg005G173310	As006G125380
OG0001686	Cg006G241920	As008G196070
OG0001687	Cg005G173560	As006G125460
OG0001688	Cg006G240030	As008G193980
OG0001688	Cg005G175480	As006G127480
OG0001689	Cg006G239570	As006G127840
OG0001689	Cg005G175930	As008G193490
OG0001690	Cg005G176270	As006G128090
OG0001690	Cg006G239380	As008G193250
OG0001691	Cg006G239100	As008G193060
OG0001691	Cg005G176760	As006G128380
OG0001693	Cg006G238500	As008G192240
OG0001694	Cg008G297160	As009G202860
OG0001694	Cg004G118220	As006G136060
OG0001695	Cg006G237400	As008G190150
OG0001695	Cg004G120140	As006G137700
OG0001696	Cg008G307270, Cg004G120820	As009G206860, As006G138230
OG0001697	Cg004G122750	As006G140340
OG0001697	Cg008G308400	As009G207580
OG0001698	Cg005G166310	As006G143090
OG0001698	Cg002G050600	As012G282250
OG0001699	Cg002G052960, Cg002G052940	As012G277290
OG0001699	Cg005G169100	As006G146140
OG0001700	Cg007G279910	As010G242590
OG0001700	Cg006G229510	As007G152930
OG0001701	Cg006G225610	As007G156550
OG0001701	Cg007G276750	As010G237360
OG0001702	Cg007G277640	As010G236450
OG0001702	Cg006G224640	As007G157320
OG0001703	Cg006G224100	As007G157920
OG0001703	Cg007G278270	As010G235780
OG0001704	Cg006G223070	As007G158980
OG0001704	Cg007G271890, Cg006G223350	As010G234260
OG0001705	Cg006G222640, Cg007G271170	As007G159350
OG0001706	Cg006G219290	As010G227390
OG0001707	Cg006G216560	As008G182520
OG0001708	Cg008G306170, Cg004G121760	As009G205470
OG0001709	Cg003G110740	As009G219330
OG0001709	Cg002G058950	As010G223090
OG0001710	Cg007G277560	As010G236530
OG0001711	Cg004G133000	As011G248830
OG0001711	Cg001G025530	As012G274730
OG0001712	Cg006G200020	As012G272750
OG0001712	Cg004G135810	As011G251230
OG0001713	Cg006G199790	As012G272600
OG0001713	Cg004G136250	As011G251610
OG0001714	Cg004G137460, Cg006G198840	As011G252860
OG0001715	Cg004G142460, Cg004G142240, Cg004G142220	As011G256690
OG0001730	Cg001G043080, Cg001G012300	As001G000160
OG0001731	Cg001G010410	As001G002090
OG0001731	Cg001G010420	As001G002080
OG0001732	Cg001G010350, Cg004G155260	As001G002180
OG0001733	Cg001G009910	As001G002610
OG0001733	Cg005G190760	As007G178980
OG0001734	Cg001G009590	As001G003070
OG0001734	Cg005G190030	As001G003060
OG0001735	Cg004G149320	As011G262440
OG0001735	Cg001G006440	As001G012490
OG0001736	Cg001G004840	As001G015660
OG0001737	Cg005G171590	As004G078750
OG0001737	Cg006G215240	As001G015720
OG0001738	Cg005G171220	As001G016990, As004G079600
OG0001739	Cg007G253060	As001G019330
OG0001739	Cg006G236420	As008G188120
OG0001740	Cg007G251980	As001G019770
OG0001740	Cg006G235990	As008G187740
OG0001741	Cg006G235640, Cg007G251450	As001G020250
OG0001742	Cg004G143140	As011G257950, As011G257920, As011G257860
OG0001743	Cg006G234770	As001G021590
OG0001743	Cg007G249310	As008G186310
OG0001744	Cg001G041860, Cg002G071510	As001G025880
OG0001745	Cg002G070950	As001G026390
OG0001745	Cg001G041280	As004G097440
OG0001746	Cg002G069260	As004G096870, As001G027100, As001G027120
OG0001748	Cg001G038010	As004G077690
OG0001748	Cg007G266860	As001G028450
OG0001749	Cg007G245990	As001G030640
OG0001749	Cg001G042680	As004G098210
OG0001750	Cg001G042170	As004G097820
OG0001750	Cg007G246840	As001G031300
OG0001751	Cg004G127560	As002G037600
OG0001751	Cg008G287290	As009G212190
OG0001752	Cg008G313370	As002G038710
OG0001753	Cg004G128020	As002G038810
OG0001753	Cg008G287770	As009G211390
OG0001754	Cg003G097550, Cg001G015730	As002G042850
OG0001755	Cg001G015040, Cg003G099350	As007G165920, As002G044370
OG0001756	Cg003G099770, Cg001G012820	As002G045020
OG0001757	Cg001G014080	As006G134330
OG0001758	Cg008G299930, Cg008G292960	As002G050810
OG0001759	Cg008G288810, Cg003G108810, Cg003G108820	As002G054860
OG0001760	Cg001G023370	As003G055950
OG0001760	Cg008G324700	As004G089920
OG0001761	Cg008G323060	As004G088340
OG0001762	Cg001G021780	As003G057400
OG0001762	Cg008G322850	As004G088150
OG0001763	Cg001G020800	As003G058120
OG0001764	Cg003G080760	As004G085570
OG0001764	Cg001G018820	As003G060240
OG0001765	Cg003G082640, Cg003G082630	As003G061750
OG0001766	Cg003G083740	As004G083700
OG0001767	Cg007G272300	As010G234740
OG0001767	Cg006G210440	As003G063410
OG0001768	Cg005G173120, Cg006G218630	As004G081770, As003G068330
OG0001769	Cg004G153970	As011G264820
OG0001769	Cg001G004030	As003G072320
OG0001770	Cg003G114160	As003G073930
OG0001770	Cg002G056930	As010G221370
OG0001771	Cg005G191940	As007G179930
OG0001771	Cg001G002370	As003G074120
OG0001773	Cg003G099200, Cg005G172240	As004G081020
OG0001774	Cg008G318500	As004G082040
OG0001775	Cg001G018990, Cg003G093440, Cg003G080510	As004G085690
OG0001776	Cg008G322150, Cg008G322380	As004G087730
OG0001777	Cg014G332130, Cg003G077490, Cg003G077500, Cg014G332120, Cg001G041000	As004G097230
OG0001778	Cg005G157960	As005G099210
OG0001779	Cg002G044000	As012G288510
OG0001779	Cg005G158050	As005G099320
OG0001780	Cg005G160720	As005G102040
OG0001780	Cg002G046040	As012G286670
OG0001781	Cg002G046500	As012G286010
OG0001781	Cg005G161490	As005G102880
OG0001782	Cg005G162870	As005G104290
OG0001783	Cg008G300780	As010G227360, As005G111610
OG0001784	Cg003G114260	As005G119200
OG0001784	Cg002G056910	As010G221340
OG0001785	Cg014G333270	As006G121560
OG0001785	Cg006G244860	As008G198980
OG0001786	Cg006G244640	As008G198930
OG0001786	Cg003G076990, Cg014G332620	As006G122000
OG0001787	Cg003G077510, Cg014G332110	As006G122800
OG0001787	Cg006G243980	As008G197950
OG0001788	Cg003G078130, Cg014G331550, Cg006G243730	As006G123000
OG0001789	Cg014G330960, Cg003G078590	As006G123310
OG0001790	Cg005G175280	As006G127300
OG0001791	Cg005G175770	As006G127700
OG0001792	Cg005G176700	As006G128330
OG0001792	Cg006G239180	As008G193120
OG0001793	Cg006G238960	As008G193020
OG0001793	Cg005G176950	As006G128540
OG0001794	Cg006G238720	As008G192750
OG0001794	Cg005G177600	As006G128910
OG0001795	Cg004G117650, Cg008G296360	As006G135530, As009G201960
OG0001796	Cg004G118330	As006G136170
OG0001796	Cg008G297470	As009G203040
OG0001797	Cg008G297890	As009G203550
OG0001798	Cg008G305980	As009G205220
OG0001798	Cg004G121860	As006G139450
OG0001799	Cg008G306900	As009G206190
OG0001799	Cg004G121870	As006G139460
OG0001800	Cg004G122350	As006G140000
OG0001800	Cg008G298970	As009G204500
OG0001801	Cg008G311080, Cg008G309280	As009G208280
OG0001801	Cg004G123080	As006G140650
OG0001802	Cg007G266200	As006G142180
OG0001803	Cg005G170120	As006G145030
OG0001803	Cg002G053750	As012G276500
OG0001804	Cg007G280310	As010G243090
OG0001804	Cg006G229780	As007G152670
OG0001805	Cg007G279540	As010G242220
OG0001805	Cg006G229130	As007G153250
OG0001806	Cg007G272790	As010G241430
OG0001806	Cg006G228670	As007G153740
OG0001807	Cg005G170790, Cg006G226510	As007G155820
OG0001808	Cg007G276690	As010G237420
OG0001808	Cg006G225650	As007G156490
OG0001809	Cg007G270530	As010G233120
OG0001809	Cg006G221690	As007G160050
OG0001810	Cg006G220870	As007G160680
OG0001811	Cg007G268280, Cg006G219900	As007G161490
OG0001812	Cg007G268040	As010G229440
OG0001812	Cg006G219820	As007G161600
OG0001814	Cg005G193170	As007G180770
OG0001816	Cg008G307120	As009G206600
OG0001817	Cg008G286390	As009G213110
OG0001818	Cg002G057510	As010G221840
OG0001818	Cg008G304140	As009G216230
OG0001819	Cg003G115370, Cg002G055900	As010G220640
OG0001820	Cg002G058160	As010G222410
OG0001821	Cg006G197360	As012G270690
OG0001821	Cg004G132330	As011G248150
OG0001822	Cg004G138360	As011G253570
OG0001822	Cg006G197840	As012G271070
OG0001823	Cg004G156710	As011G267030
OG0001824	Cg005G168950, Cg002G052820	As012G277520
OG0001825	Cg002G050750	As012G282110
OG0001826	Cg002G049550	As012G283200
OG0001828	Cg005G161230, Cg002G046420	As012G286120
OG0001844	Cg001G011270	As001G001080
OG0001844	Cg004G156110	As011G266470
OG0001846	Cg004G153020	As011G264180
OG0001846	Cg001G004950	As001G015540
OG0001847	Cg001G024340	As001G017560
OG0001847	Cg001G024360	As001G017570
OG0001848	Cg007G251110	As001G020410
OG0001848	Cg006G235570	As008G187140
OG0001849	Cg007G249150, Cg007G249160	As001G021660
OG0001850	Cg004G147270, Cg007G255340, Cg002G071400, Cg001G008770	As001G025970
OG0001850	Cg001G041720	As005G112810
OG0001851	Cg001G041370, Cg002G071020	As001G026330, As004G097510
OG0001852	Cg001G039720	As004G078430
OG0001852	Cg002G070160	As001G027590
OG0001853	Cg007G266230	As001G028700
OG0001853	Cg002G062710	As010G225870, As007G162400, As010G225890
OG0001854	Cg007G264690	As001G029220, As001G029200, As001G029210, As012G276250
OG0001855	Cg007G262790, Cg001G020400	As001G029430
OG0001856	Cg007G247900	As001G032090
OG0001856	Cg006G233800	As008G185290
OG0001857	Cg001G014630	As002G032760
OG0001857	Cg003G104540	As002G048690
OG0001858	Cg008G284930	As005G109210
OG0001858	Cg004G125890	As002G035530
OG0001859	Cg004G126170	As002G035950
OG0001859	Cg008G285340	As009G214550
OG0001860	Cg008G286400	As009G213100
OG0001861	Cg004G127040	As002G037140
OG0001861	Cg008G286620	As009G212960
OG0001862	Cg008G287380	As009G211910
OG0001862	Cg004G127640	As002G046460, As002G037820
OG0001863	Cg001G015560	As007G164570
OG0001863	Cg003G097980	As002G043410
OG0001864	Cg003G101710, Cg001G013450	As002G046260
OG0001865	Cg003G101910	As002G046430
OG0001865	Cg001G013530	As006G132520
OG0001866	Cg003G102150	As002G046650
OG0001866	Cg001G013670	As006G132650
OG0001867	Cg003G105080, Cg001G014910	As002G049160
OG0001868	Cg008G300020, Cg008G292560	As002G051160, As005G109830
OG0001869	Cg003G113620	As005G118670
OG0001869	Cg008G290990	As002G052660
OG0001870	Cg003G113390	As002G052840
OG0001870	Cg008G290870	As005G118470
OG0001871	Cg008G290450, Cg008G290460	As002G053270
OG0001872	Cg008G290300	As002G053430
OG0001873	Cg008G289920, Cg008G289910	As004G079370, As010G237170, As002G053740
OG0001874	Cg008G289570	As002G054100
OG0001875	Cg008G289020	As002G054680
OG0001875	Cg008G302820	As009G217400
OG0001876	Cg003G108710, Cg008G288830	As002G054840
OG0001877	Cg008G288220	As002G055330
OG0001878	Cg001G023500	As003G055820
OG0001878	Cg008G324870	As004G091220
OG0001879	Cg001G022970	As004G089290, As003G056220
OG0001879	Cg008G324190	As003G056320, As012G271310
OG0001880	Cg008G323690	As004G088810
OG0001880	Cg001G022640	As003G056580, As003G056590
OG0001881	Cg001G020010, Cg001G020020	As010G228130, As003G064030, As003G058940
OG0001882	Cg003G080130, Cg003G093870	As004G086070
OG0001882	Cg001G019450	As003G059590
OG0001883	Cg003G080300, Cg003G093680	As004G085890
OG0001883	Cg001G019180	As003G059860
OG0001884	Cg006G230680	As007G151870
OG0001884	Cg007G251160	As003G060870
OG0001885	Cg006G212690	As003G062560
OG0001885	Cg003G083760	As004G083710
OG0001886	Cg006G209210	As003G063880
OG0001886	Cg003G085420	As004G080230
OG0001887	Cg003G087020, Cg006G208180	As003G064240
OG0001888	Cg005G172470	As003G069790, As004G081190
OG0001889	Cg004G154510	As011G265390
OG0001889	Cg001G003610	As003G072760, As003G072740
OG0001890	Cg001G002130	As003G074350
OG0001891	Cg001G014780, Cg006G235300	As004G079520
OG0001892	Cg008G318560, Cg006G218920	As004G082000
OG0001893	Cg003G083710	As004G083780, As004G083830
OG0001894	Cg005G166250, Cg003G080840, Cg003G080810, Cg003G080830	As006G143010, As004G085550
OG0001895	Cg008G324900	As004G091210
OG0001896	Cg004G120030	As004G093180
OG0001896	Cg004G123520	As006G141160
OG0001897	Cg004G141480	As011G255780
OG0001897	Cg001G028610	As004G094870
OG0001898	Cg004G139990	As011G254720
OG0001898	Cg001G027070	As004G095870
OG0001899	Cg001G026590	As004G096220
OG0001899	Cg004G139260	As011G254110
OG0001900	Cg001G042660	As004G098200
OG0001901	Cg005G157830	As005G099020
OG0001901	Cg002G043990	As012G288710
OG0001902	Cg002G044530	As012G288050
OG0001902	Cg005G158680	As005G100030
OG0001903	Cg002G045960	As012G286750
OG0001903	Cg005G160630	As005G101970
OG0001904	Cg005G160730	As005G102050
OG0001905	Cg002G046600	As012G285960
OG0001905	Cg005G161630	As005G103020
OG0001906	Cg002G047150	As012G285370
OG0001906	Cg005G162650	As005G104090
OG0001907	Cg002G058500	As010G222720
OG0001909	Cg006G243840	As008G198070
OG0001910	Cg003G094400, Cg003G079620	As006G124200
OG0001910	Cg006G242780	As008G196870
OG0001911	Cg008G319040	As006G125080
OG0001911	Cg006G242110	As008G196240
OG0001912	Cg005G174640	As006G126470
OG0001912	Cg006G240840	As008G194820
OG0001913	Cg006G240590	As008G194510
OG0001913	Cg005G174970	As006G127010
OG0001914	Cg005G175220	As006G127230
OG0001915	Cg005G175440	As006G127440
OG0001915	Cg006G240040	As008G194000
OG0001916	Cg005G177360	As006G128760
OG0001917	Cg005G178460	As006G129560
OG0001918	Cg004G141240, Cg005G185230	As006G131460, As006G131480
OG0001919	Cg008G294560	As009G200030
OG0001920	Cg008G296670, Cg004G117860	As006G135730
OG0001921	Cg008G296700	As009G202390
OG0001921	Cg004G117920	As006G135780
OG0001922	Cg004G121450	As006G139010
OG0001922	Cg008G306560	As009G205870
OG0001923	Cg005G166980	As006G143780
OG0001923	Cg002G051450	As012G281320
OG0001924	Cg002G053070, Cg005G169220	As006G145930
OG0001926	Cg005G168180	As006G147410
OG0001926	Cg002G054980	As012G278430
OG0001927	Cg007G281010	As010G243720
OG0001927	Cg006G230230	As007G152220
OG0001928	Cg007G279130	As010G241680
OG0001928	Cg006G228830	As007G153570
OG0001929	Cg007G273470	As010G240740
OG0001930	Cg006G227330	As007G155140
OG0001930	Cg007G274820	As010G239150
OG0001931	Cg007G275220	As010G238790
OG0001931	Cg006G227090	As007G155320
OG0001932	Cg006G226620	As007G155730
OG0001932	Cg007G275580	As010G238480
OG0001933	Cg006G224820	As007G157160
OG0001934	Cg006G223800	As007G158150
OG0001934	Cg007G278640	As010G235460
OG0001935	Cg006G222700	As007G159310
OG0001936	Cg001G011470	As007G160030
OG0001937	Cg006G221060	As007G160520
OG0001937	Cg007G269890	As010G232650
OG0001939	Cg005G193460	As007G180980
OG0001940	Cg008G284520	As009G200550
OG0001941	Cg008G299530, Cg008G299540	As009G204950, As009G204960
OG0001942	Cg004G129900, Cg003G083670, Cg003G083680	As012G269080, As012G281590, As012G269060
OG0001944	Cg004G127300, Cg008G287040	As009G212500
OG0001945	Cg002G057330	As010G221720
OG0001946	Cg002G058130	As010G222400
OG0001947	Cg002G062580, Cg002G062590	As010G225810
OG0001948	Cg008G301990, Cg002G063750	As010G226330
OG0001949	Cg002G063550	As010G227300
OG0001950	Cg004G129880	As011G245930
OG0001950	Cg006G195270	As012G269040
OG0001951	Cg004G131100, Cg006G196380	As011G247100
OG0001952	Cg004G133180	As011G248940
OG0001953	Cg006G199870	As012G272660
OG0001954	Cg004G137720	As011G253050
OG0001955	Cg006G198080, Cg004G138250	As011G253690
OG0001956	Cg004G150220, Cg004G151090	As011G262750
OG0001957	Cg005G171880	As012G275050
OG0001958	Cg004G148740	As012G285290
OG0001959	Cg002G046850	As012G285720
OG0001971	Cg001G011360	As001G001000
OG0001971	Cg004G156150	As011G266510
OG0001972	Cg001G010150	As001G002350
OG0001972	Cg004G154910	As011G265560
OG0001973	Cg001G009520	As001G003210
OG0001973	Cg005G190120	As007G178320
OG0001974	Cg005G190380	As007G178030
OG0001974	Cg001G009190	As001G003630
OG0001975	Cg004G148270	As011G262160
OG0001976	Cg001G005470	As001G014460
OG0001976	Cg004G152400	As011G263480
OG0001977	Cg005G170850	As004G083090
OG0001977	Cg001G024570	As001G017810
OG0001978	Cg007G249270	As001G021620
OG0001978	Cg006G234700	As008G186230
OG0001979	Cg002G074500	As001G023520
OG0001979	Cg006G231410	As008G182890
OG0001980	Cg002G074300	As001G023690
OG0001980	Cg006G231560	As008G183040
OG0001981	Cg006G232870	As008G184280
OG0001981	Cg002G072290	As001G025280
OG0001982	Cg002G071980	As001G025560
OG0001982	Cg006G233030	As008G184440
OG0001983	Cg002G071310	As001G026070
OG0001983	Cg001G041670	As005G112750
OG0001984	Cg002G071100	As001G026200
OG0001984	Cg001G041480	As004G097590
OG0001985	Cg001G018290	As003G060640
OG0001986	Cg002G049560	As012G283190
OG0001986	Cg005G164880	As002G033250
OG0001987	Cg008G284890	As005G109150
OG0001987	Cg004G125870	As002G035510
OG0001988	Cg004G127010	As002G037170, As012G276490
OG0001989	Cg004G127190, Cg008G286910	As002G037240, As002G037260
OG0001990	Cg003G101490	As002G046030
OG0001990	Cg001G013380	As006G132420
OG0001992	Cg001G014090	As002G047670, As006G134320
OG0001993	Cg003G103420	As002G047890
OG0001993	Cg001G014210	As006G134180
OG0001994	Cg003G105150, Cg001G014940	As002G049230
OG0001995	Cg008G292670, Cg008G299970	As002G051030
OG0001996	Cg008G292180, Cg008G305720, Cg008G305690	As002G051550
OG0001997	Cg008G290040	As002G053610
OG0001997	Cg005G191980	As007G179950
OG0001998	Cg008G289820	As002G053810
OG0001998	Cg003G112140	As005G117250
OG0001999	Cg008G288460	As002G055150
