Orthogroup	Arabidopsis_thaliana	Erysimum_linariifolium
OG0001139	AT1G27310.1	El002G112920
OG0001140	AT4G36040.1	El003G146100
OG0001140	AT2G17880.1	El005G275470
OG0001141	AT3G46660.1	El001G016000
OG0001141	AT5G38040.1, AT5G37950.1, AT5G38010.1	El003G186590, El003G186650
OG0001142	AT4G14800.2	El005G261540, El003G174250
OG0001143	AT2G45120.1	El006G283360
OG0001143	AT3G60580.1	El001G032350
OG0001144	AT3G60120.1	El001G031730
OG0001145	AT3G05450.1	El006G305580
OG0001146	AT2G41630.1	El006G287740
OG0001146	AT3G10330.1	El005G245670
OG0001147	AT5G19550.1	El001G060720
OG0001147	AT1G62800.2	El004G197520
OG0001148	AT5G64560.1	El007G325850
OG0001148	AT5G09690.2	El001G072340, El001G072350
OG0001149	AT3G51160.1	El001G021430
OG0001149	AT5G66280.1	El007G322330
OG0001150	AT5G16110.1	El001G065240
OG0001150	AT3G02555.1	El005G236730
OG0001151	AT3G06750.1	El005G242050
OG0001151	AT5G49280.1	El007G346000
OG0001152	AT3G56320.1	El001G027640
OG0001152	AT2G40520.1	El006G289020
OG0001153	AT3G52800.1	El001G023320
OG0001154	AT1G75220.1	El004G227760
OG0001154	AT1G19450.1	El002G103750
OG0001155	AT1G76010.1	El004G228790
OG0001155	AT1G20220.1	El002G104550
OG0001156	AT1G23540.1	El002G108870
OG0001156	AT1G70460.1	El004G222030
OG0001157	AT1G11410.4	El002G094700
OG0001157	AT1G11340.1	El002G094680
OG0001158	AT1G70770.1	El004G222440
OG0001158	AT1G23170.2	El002G108470
OG0001159	AT1G76650.1	El004G229600
OG0001159	AT1G76640.1	El004G229590
OG0001160	AT1G55520.1	El002G140560
OG0001160	AT3G13445.1	El005G249380
OG0001161	AT3G21190.1	El005G259270
OG0001161	AT1G51630.1	El002G136010
OG0001162	AT1G49220.1, AT1G49210.1	El002G133150
OG0001162	AT1G49200.1	El002G133140
OG0001163	AT2G19360.1	El005G277800
OG0001164	AT5G62510.1	El001G050940, El001G006600, El001G006210
OG0001165	AT5G11410.1	El001G070290
OG0001165	AT5G11400.2, AT5G11360.1	El001G070320
OG0001169	AT5G54160.1	El007G338500, El007G338470, El007G338460
OG0001170	AT3G05310.1	El005G240190
OG0001170	AT5G27540.1	El001G049610
OG0001171	AT1G60950.1	El004G200230
OG0001171	AT1G10960.1	El002G094020
OG0001172	AT2G03505.1	El001G038580
OG0001172	AT1G13830.2	El002G097490
OG0001173	AT4G26120.2	El003G158360
OG0001173	AT1G64280.1	El004G194560
OG0001174	AT3G10740.2	El005G246130
OG0001174	AT5G26120.1	El001G051690
OG0001175	AT5G56170.1	El007G335980
OG0001175	AT4G26466.1	El003G158000
OG0001176	AT5G65430.3	El007G324690
OG0001176	AT5G10450.4	El001G071540
OG0001177	AT5G07980.1, AT5G07940.1	El001G073860
OG0001177	AT5G07970.1	El004G222760, El004G204550
OG0001178	AT5G07800.1	El001G074020
OG0001178	AT5G61290.1	El007G329550
OG0001179	AT4G13340.1	El003G177820
OG0001180	AT4G19600.1	El003G166320
OG0001180	AT5G45190.2	El007G362620
OG0001181	AT4G21750.1	El003G164150
OG0001181	AT4G04890.1	El001G005100
OG0001182	AT2G34070.1	El006G297700
OG0001182	AT1G29050.1	El002G114870
OG0001183	AT4G35780.1	El003G146440
OG0001183	AT2G17700.1	El005G275230
OG0001184	AT3G61850.4	El001G034070
OG0001184	AT2G46590.2	El006G281310
OG0001185	AT3G61630.1	El001G033670
OG0001185	AT2G46310.1	El006G281760
OG0001186	AT3G59340.2	El001G030900
OG0001186	AT3G59330.3	El001G030890
OG0001187	AT2G32340.1	El006G299920
OG0001187	AT1G05270.1	El002G087450
OG0001188	AT5G06460.1	El001G075440
OG0001188	AT2G30110.1	El006G302750
OG0001189	AT3G01650.1	El005G235360
OG0001189	AT5G14420.1	El001G067070
OG0001190	AT3G03940.1	El005G238510
OG0001190	AT5G18190.1	El001G062470
OG0001191	AT5G27430.1	El001G049430
OG0001191	AT3G05230.1	El005G240120
OG0001192	AT4G16143.1	El003G171570
OG0001192	AT3G06720.1	El005G242010
OG0001193	AT3G55610.1	El001G026800
OG0001193	AT2G39800.1	El006G290020
OG0001194	AT3G55940.1	El001G027210
OG0001194	AT3G08510.1	El005G243560
OG0001195	AT1G72490.3	El001G073020
OG0001196	AT1G75060.1	El004G227590
OG0001196	AT1G19330.3	El002G103620
OG0001197	AT3G54540.1	El001G025310
OG0001198	AT5G27880.1	El001G050360
OG0001200	AT5G19870.1	El001G060290
OG0001200	AT1G55240.1	El002G140240
OG0001200	AT1G55230.1	El002G140220
OG0001201	AT5G23660.1	El001G056400
OG0001201	AT3G48740.1	El001G018420
OG0001202	AT3G50210.1	El001G020290
OG0001202	AT3G49630.1	El003G179350, El003G179300
OG0001204	AT5G47980.1	El002G130840
OG0001205	AT1G53170.1	El002G138510
OG0001205	AT3G15210.1	El005G251670
OG0001206	AT3G16410.1	El005G253140
OG0001206	AT2G33070.3	El006G298980
OG0001207	AT4G16141.1	El003G171580
OG0001207	AT3G16870.1	El005G253700
OG0001208	AT1G49300.1	El002G133270
OG0001208	AT3G18820.1	El005G256140
OG0001209	AT1G49580.1	El002G133710
OG0001209	AT3G19100.1	El005G256520
OG0001210	AT3G19980.1	El005G257590
OG0001211	AT2G23100.1	El001G013940
OG0001216	AT2G40920.1, AT2G40910.1, AT2G40925.1	El004G213720
OG0001217	AT4G15393.2, AT4G15396.1	El003G177280
OG0001217	AT4G15300.1	El003G173130, El003G173120
OG0001217	AT1G65670.1	El004G214020
OG0001217	AT3G30290.1	El003G165720
OG0001218	AT3G04960.3	El006G311980, El005G239760
OG0001218	AT3G05110.1	El005G239970
OG0001219	AT3G55254.1, AT3G54925.1, AT3G55252.1, AT3G55677.1, AT3G55665.1, AT3G55672.1	El001G027670
OG0001220	AT5G22670.1	El001G057780
OG0001222	AT4G31170.1	El003G151770
OG0001222	AT2G24360.1	El006G317040
OG0001223	AT2G15830.1	El005G273240, El005G273220
OG0001223	AT4G33960.1	El003G148600
OG0001224	AT1G56340.1	El004G208340
OG0001225	AT3G26840.1	El001G041370
OG0001225	AT3G26820.1	El001G041350
OG0001226	AT3G28080.1, AT3G28070.1	El001G043080, El001G043070
OG0001226	AT3G28100.1	El001G043090
OG0001226	AT3G28130.2	El001G043100
OG0001227	AT3G09600.1	El005G244770
OG0001227	AT5G02840.1	El001G080060
OG0001228	AT2G26390.1	El006G312000
OG0001229	AT5G56910.1	El007G335010, El007G335000
OG0001230	AT5G61780.1	El007G329050
OG0001230	AT5G07350.2	El001G074440
OG0001231	AT5G61890.1	El007G328840
OG0001231	AT5G07310.1	El001G074500
OG0001232	AT4G18905.2	El003G167390
OG0001233	AT4G22910.1	El003G162560
OG0001233	AT4G11920.1	El001G006980
OG0001234	AT1G75440.1	El004G228010
OG0001234	AT5G42990.1	El007G358110
OG0001235	AT2G17390.1	El005G274810
OG0001235	AT4G35450.5	El003G146850
OG0001236	AT4G15210.1	El003G173610, El003G173600
OG0001236	AT2G32290.1	El006G299950
OG0001237	AT2G45900.1	El006G282370
OG0001237	AT3G61380.1	El001G033290
OG0001238	AT2G45800.1	El006G282490
OG0001238	AT3G61230.1	El001G033120
OG0001239	AT3G59970.3	El001G031620
OG0001239	AT2G44160.1	El006G284660
OG0001240	AT2G43700.1	El006G285140, El006G285150
OG0001241	AT2G43620.1	El006G285200
OG0001241	AT2G43610.1	El006G285230
OG0001242	AT5G03290.1	El001G079590
OG0001242	AT3G09810.1	El005G245020
OG0001243	AT5G19580.1	El001G060610
OG0001243	AT1G67290.1	El004G217390
OG0001244	AT5G54000.2	El007G338730
OG0001244	AT5G20400.1	El001G059620
OG0001244	AT5G20550.1	El001G059510
OG0001244	AT1G49390.1	El002G133360
OG0001245	AT3G50920.1	El001G021140
OG0001245	AT5G66450.3	El007G322500
OG0001246	AT1G02305.1	El002G083980
OG0001246	AT4G01610.1	El001G001800
OG0001247	AT4G02840.2	El001G003510
OG0001247	AT3G07590.1	El005G276160, El005G275780, El005G275760, El005G242920
OG0001248	AT2G29140.1, AT2G29200.1, AT2G29190.1	El006G303960, El006G304050, El006G304000
OG0001249	AT2G38430.1	El006G291770
OG0001250	AT5G15470.1	El001G065980
OG0001250	AT3G01040.2	El005G236160
OG0001251	AT3G02310.1	El005G236470
OG0001251	AT5G15800.2	El001G065580
OG0001252	AT3G02590.1	El005G236770
OG0001252	AT3G02580.1	El005G236760
OG0001253	AT3G05610.1	El005G240560
OG0001253	AT5G27870.1	El001G050340
OG0001254	AT1G51420.2	El002G135750
OG0001254	AT2G35840.1	El006G295130
OG0001255	AT1G78410.1	El004G231780
OG0001255	AT1G17147.1	El002G101240
OG0001256	AT1G72740.1	El004G224840
OG0001256	AT1G17520.2	El002G101650
OG0001257	AT1G73190.1	El004G225320
OG0001257	AT1G17810.1	El002G101950
OG0001258	AT1G18835.1	El002G103010
OG0001258	AT1G74660.1	El004G227210
OG0001259	AT1G19570.1, AT1G19550.1	El002G103860
OG0001259	AT1G75270.1	El004G227820
OG0001260	AT1G66235.1	El007G357240
OG0001261	AT1G14330.1	El002G098230
OG0001261	AT2G02870.1	El001G037960
OG0001262	AT1G14230.1	El002G098130
OG0001262	AT1G14240.1	El002G098140
OG0001263	AT1G12240.1	El002G095710
OG0001263	AT1G62660.1	El004G197690
OG0001264	AT3G13390.1	El005G249330
OG0001264	AT1G55570.1	El002G140640
OG0001265	AT1G51590.1	El002G135970
OG0001265	AT3G21160.1	El005G259180
OG0001267	AT5G44390.1	El007G360890
OG0001268	AT1G26680.4	El002G111360
OG0001269	AT1G29370.1, AT1G29350.1	El002G115320
OG0001274	AT2G24320.2	El006G317090
OG0001274	AT4G31020.1	El003G151910
OG0001275	AT1G20630.1	El002G104990
OG0001275	AT4G35090.1	El003G147350
OG0001276	AT1G61170.1	El004G199810
OG0001276	AT1G11125.1	El002G094200
OG0001278	AT3G27690.2	El001G042660
OG0001278	AT2G05070.1, AT2G05100.2	El005G270060
OG0001279	AT5G15080.1	El001G066400
OG0001279	AT3G01300.1	El005G235830
OG0001280	AT3G29075.1	El001G044960
OG0001281	AT1G64220.1	El004G194610
OG0001281	AT5G41685.1	El003G193150
OG0001282	AT4G26150.1	El003G158320
OG0001282	AT5G56860.1	El007G335070
OG0001283	AT3G56960.1	El001G028320
OG0001283	AT2G41210.1	El006G288180
OG0001284	AT5G49990.1	El007G344670
OG0001284	AT5G62890.1	El007G327740
OG0001285	AT5G54430.3	El007G337970
OG0001285	AT4G27320.1	El003G156980
OG0001286	AT5G55050.1	El007G337250, El007G337260
OG0001287	AT4G26760.1	El003G157560
OG0001287	AT5G55230.2	El007G337000
OG0001288	AT5G11420.1	El001G070250
OG0001288	AT5G25460.1	El001G052760
OG0001289	AT4G17490.1	El003G169490
OG0001289	AT5G47230.1	El007G366400
OG0001290	AT4G11220.1	El001G007740
OG0001290	AT4G23630.1	El003G161430
OG0001291	AT1G32928.1	El002G120430
OG0001291	AT1G32920.1	El002G120420
OG0001292	AT2G30050.1	El006G302830
OG0001292	AT3G01340.1	El005G235720
OG0001293	AT3G59220.1	El001G030800
OG0001293	AT3G59260.1	El001G030820
OG0001294	AT2G22330.2	El006G319990
OG0001294	AT4G39950.2	El003G143580
OG0001295	AT5G37990.1, AT5G37970.1	El003G186580, El003G186640
OG0001295	AT5G38780.1	El003G187920, El003G187940, El003G188020, El003G188010, El003G187930, El003G187980
OG0001296	AT2G22740.1	El006G319470
OG0001296	AT2G35160.1	El006G295920
OG0001297	AT4G04760.1	El001G005220
OG0001298	AT4G14815.1	El003G174230
OG0001299	AT2G46760.1	El006G281160
OG0001299	AT2G46750.1	El001G046240
OG0001299	AT2G46740.1	El001G044660
OG0001300	AT3G58120.1	El001G029670
OG0001300	AT2G42380.2	El006G286740
OG0001301	AT3G57890.2	El001G029390
OG0001301	AT2G42230.2	El006G286920
OG0001302	AT5G67560.1	El007G323920
OG0001302	AT3G49860.1	El001G019800
OG0001302	AT3G49870.1	El001G019890
OG0001303	AT4G00110.1	El001G000140
OG0001303	AT2G45310.1	El006G283110
OG0001304	AT1G07900.1	El002G090550
OG0001304	AT2G28500.1	El006G305050
OG0001305	AT3G05420.2	El005G240320
OG0001305	AT5G27630.3	El001G049680
OG0001306	AT5G27840.4	El001G050290
OG0001306	AT3G05580.1	El005G240530
OG0001307	AT3G07470.1	El005G242770
OG0001308	AT3G52770.1	El001G023290
OG0001309	AT2G37940.1	El006G292330
OG0001309	AT3G54020.1	El001G024710
OG0001310	AT1G16860.1	El002G100850
OG0001310	AT1G78880.1	El004G232280
OG0001311	AT5G28030.1	El001G048670
OG0001311	AT5G28020.1	El001G048690, El001G048680
OG0001312	AT3G07200.1	El005G242480
OG0001312	AT5G48655.1	El007G347700
OG0001313	AT1G35250.1	El002G124260
OG0001313	AT1G35290.1	El007G324030
OG0001313	AT1G68260.1, AT1G68280.1	El004G218910
OG0001314	AT3G13340.1	El005G249280
OG0001314	AT1G55680.1	El002G140760
OG0001315	AT3G15730.1	El005G252410
OG0001315	AT1G52570.1	El002G137430
OG0001316	AT1G48220.1	El002G131650
OG0001316	AT1G48210.1	El002G131640
OG0001316	AT3G17410.1	El005G254340
OG0001317	AT1G50310.1	El002G134550
OG0001317	AT3G19940.1	El005G257540
OG0001318	AT4G16000.1	El003G171940
OG0001318	AT4G15990.1	El003G171950
OG0001319	AT2G36620.1	El006G294110
OG0001319	AT3G53020.1	El001G023590
OG0001321	AT5G46990.1	El007G365960
OG0001321	AT5G46980.1, AT1G54620.1	El004G210100
OG0001322	AT5G54610.1	El007G337810, El007G337760, El007G337780
OG0001322	AT5G54620.1	El007G334580, El007G337770
OG0001328	AT4G31440.1	El003G151500
OG0001328	AT2G24530.1	El006G316820
OG0001329	ATCG00350.1	El028G373690, El005G277570, El024G373250
OG0001330	AT2G17290.1	El005G274500
OG0001330	AT4G35310.1	El003G146970
OG0001332	AT1G58080.1	El004G204750
OG0001332	AT1G09795.1	El002G092610
OG0001333	AT1G10950.1	El002G094010
OG0001334	AT1G14910.1	El002G098970
OG0001334	AT2G01600.1	El001G036530
OG0001335	AT5G04540.1	El001G077980
OG0001335	AT3G10550.1	El005G245940
OG0001336	AT3G11700.1	El005G247390
OG0001336	AT5G06390.1	El001G075530
OG0001337	AT5G54100.1	El007G338580
OG0001337	AT4G27585.1	El003G156590
OG0001338	AT5G54095.1	El007G338590
OG0001339	AT5G55660.1	El007G336450
OG0001339	AT4G26630.1	El003G157770
OG0001341	AT5G25100.2	El001G054040
OG0001341	AT5G10840.1	El001G071060
OG0001342	AT5G10050.1	El001G071980
OG0001342	AT5G65205.1	El007G325050
OG0001343	AT5G08300.1	El001G073500
OG0001343	AT5G23250.1	El001G056840
OG0001344	AT4G17690.1	El003G169220
OG0001344	AT5G47000.1	El007G365970
OG0001345	AT4G18800.1	El003G167560
OG0001345	AT5G45750.1	El007G363970
OG0001346	AT4G20840.1	El003G165240
OG0001346	AT4G20830.1	El003G165250
OG0001347	AT4G23710.1	El003G161280
OG0001347	AT3G01390.1	El005G235670
OG0001348	AT2G17720.1	El005G275260
OG0001348	AT4G35810.1	El003G146400
OG0001349	AT2G18080.1	El005G275700
OG0001349	AT4G36190.1, AT4G36195.1	El003G145970
OG0001350	AT2G22630.1	El006G319560
OG0001350	AT4G37940.1	El003G144100
OG0001351	AT5G33340.1	El005G276400
OG0001351	AT1G64830.1	El004G211040
OG0001352	AT1G36150.1	El002G125050
OG0001352	AT4G08670.1	El001G010840, El001G010850
OG0001353	AT5G45500.1	El007G363620, El007G363570
OG0001354	AT3G62650.1	El001G034850
OG0001354	AT2G47485.1	El006G280320
OG0001355	AT3G61260.1	El001G033150
OG0001355	AT2G45820.1	El006G282470
OG0001356	AT3G58680.1	El001G030320
OG0001357	AT3G57930.1	El001G029430
OG0001357	AT2G42190.1	El006G286960
OG0001358	AT2G41860.1	El006G287360
OG0001358	AT3G57530.1	El001G028980
OG0001359	AT3G46130.1	El001G015240
OG0001359	AT5G59780.3	El007G331190
OG0001360	AT1G05320.1	El002G087540
OG0001360	AT2G32240.1	El006G300010
OG0001361	AT2G32690.1	El006G299420
OG0001361	AT1G04800.1	El002G086870, El002G086880
OG0001362	AT3G20770.1	El005G258730
OG0001362	AT2G27050.1	El006G308230
OG0001363	AT4G27030.1	El003G157310
OG0001363	AT2G22890.1	El006G319240
OG0001363	AT1G62190.1	El004G198510
OG0001364	AT5G15070.2	El001G066410
OG0001364	AT3G01310.1	El005G235820
OG0001365	AT3G01220.1	El005G235930
OG0001365	AT5G15150.1	El001G066330
OG0001366	AT5G15950.1	El001G065380
OG0001366	AT3G02470.1	El005G236620
OG0001367	AT5G49620.2	El007G345200
OG0001367	AT3G06490.1	El005G241740
OG0001368	AT2G25650.1, AT4G00270.1	El007G355140, El007G356340
OG0001368	AT5G14280.1	El001G067260
OG0001370	AT1G21000.1	El002G105380
OG0001370	AT1G76590.1	El004G229510
OG0001372	AT3G03110.1	El005G237390
OG0001372	AT5G17020.1	El001G063940
OG0001373	AT1G48770.1	El002G132560
OG0001373	AT3G18295.1	El005G255490
OG0001374	AT1G75250.1	El004G227790
OG0001374	AT1G19510.1	El002G103800
OG0001375	AT1G16240.1	El002G100230
OG0001375	AT1G79590.3	El004G233180
OG0001376	AT3G13980.1	El005G250100
OG0001376	AT1G54200.1	El002G139850
OG0001377	AT3G16660.2	El005G253430
OG0001378	AT1G48440.1	El002G132010
OG0001378	AT3G17780.1	El005G254690
OG0001379	AT3G20010.1	El005G257620
OG0001379	AT1G50410.1	El002G134620
OG0001380	AT1G50490.1	El002G134720
OG0001380	AT3G20060.1	El005G257750
OG0001382	AT2G22620.1	El006G319580
OG0001384	AT2G23250.1	El006G318770
OG0001384	AT2G23260.1	El006G318750, El006G318740
OG0001391	AT3G12220.1	El003G185590
OG0001392	AT4G35010.1	El003G147430
OG0001392	AT2G16730.1	El005G273930
OG0001393	AT2G17150.1	El005G274660
OG0001393	AT4G35270.1	El003G147030
OG0001395	AT5G55990.1	El007G336150
OG0001396	AT3G59070.1	El001G030660
OG0001397	AT1G10290.1	El002G093240
OG0001397	AT1G59610.1	El004G202670
OG0001398	AT2G01480.1	El001G036340
OG0001398	AT1G14970.1	El002G099040
OG0001399	AT2G02790.1	El001G037890
OG0001399	AT1G14380.1	El002G098310
OG0001400	AT3G25730.1	El001G039740
OG0001400	AT1G13260.1	El002G096920
OG0001401	AT5G39850.1	El003G189780
OG0001401	AT5G15200.1	El001G066280
OG0001402	AT5G39670.1	El003G189570
OG0001403	AT1G62880.1	El004G197320
OG0001403	AT1G12340.1, AT1G12390.1	El002G095860
OG0001404	AT1G62510.1	El004G197990
OG0001405	AT5G04870.1	El001G077640
OG0001405	AT3G10660.1	El005G246050
OG0001406	AT4G37930.1	El003G144110
OG0001406	AT5G26780.2	El001G051000
OG0001407	AT5G52882.1	El007G340650
OG0001407	AT4G28000.2	El003G155990
OG0001408	AT5G44050.1	El007G360030
OG0001409	AT5G63680.1	El007G326870
OG0001409	AT5G08570.1	El001G073110
OG0001410	AT5G46750.1	El007G365690
OG0001410	AT4G17890.1	El003G168940
OG0001411	AT4G18205.1, AT4G18197.1	El003G168510
OG0001411	AT4G18195.1	El003G168520
OG0001412	AT4G19640.1	El003G166300
OG0001412	AT5G45130.2	El007G362550
OG0001413	AT4G21903.2	El003G163890, El003G163880
OG0001413	AT4G21910.2	El003G163840
OG0001415	AT2G33850.1	El006G297900
OG0001415	AT1G28400.1	El002G114200, El002G114180
OG0001416	AT2G34310.1	El006G297020
OG0001416	AT1G29530.1	El002G115580
OG0001417	AT4G36820.1	El003G145370
OG0001417	AT2G23790.1	El006G318100
OG0001418	AT4G39190.1	El004G197490, El004G197300
OG0001418	AT2G21560.1	El006G320750
OG0001419	AT5G38830.1	El003G187860
OG0001420	AT4G04720.1	El001G005270
OG0001420	AT4G21940.2	El003G163810
OG0001421	AT4G14640.1	El003G174730
OG0001421	AT3G22930.1	El005G262610
OG0001422	AT3G05030.1	El005G239870
OG0001422	AT5G27150.1	El001G049010
OG0001423	AT2G44770.1	El006G283760, El006G283880
OG0001423	AT3G60260.1	El001G031970
OG0001424	AT5G03790.1	El001G078880
OG0001425	AT3G42880.1	El001G011670
OG0001425	AT5G20690.1	El001G059330
OG0001426	AT1G68905.1	El004G219850, El004G219860
OG0001426	AT1G68907.1	El004G219870
OG0001427	AT4G01060.1	El001G001200
OG0001427	AT1G01380.1	El002G083440
OG0001428	AT4G02450.1	El001G002990
OG0001429	AT4G02500.1	El001G003040
OG0001429	AT3G62720.1	El001G034920
OG0001430	AT1G04300.3	El002G086240
OG0001430	AT5G43560.1	El007G359200
OG0001431	AT1G04810.1	El002G086890
OG0001431	AT2G32730.1	El006G299370
OG0001432	AT1G05860.1	El002G088210
OG0001432	AT3G53860.1, AT2G31600.1	El006G300770
OG0001433	AT1G06540.1	El002G088920
OG0001433	AT2G30930.1	El006G301690
OG0001434	AT2G29260.1	El006G303850
OG0001434	AT5G06060.1	El001G076170
OG0001435	AT1G07750.1	El002G090410
OG0001435	AT2G28680.1	El006G304820, El006G304780
OG0001436	AT5G17700.1	El001G063160
OG0001436	AT3G03620.1	El005G238020
OG0001437	AT5G17920.1	El001G062820
OG0001437	AT3G03780.1	El005G238250
OG0001438	AT5G28150.1	El001G048360
OG0001438	AT3G04860.1	El005G239640, El005G239620
OG0001439	AT1G73950.1	El004G226360
OG0001439	AT1G18470.1	El002G102630
OG0001440	AT1G21720.1	El002G106200
OG0001440	AT1G77440.1	El004G230510
OG0001441	AT1G72150.1	El004G224070
OG0001441	AT1G22530.1	El002G107620
OG0001442	AT1G70810.1	El004G222470
OG0001442	AT1G23140.1	El002G108440
OG0001443	AT1G26920.1	El002G110210
OG0001443	AT1G69760.1	El004G221030
OG0001444	AT4G25490.1, AT4G25470.1	El003G159050
OG0001444	AT4G25480.1	El003G159040
OG0001446	AT5G08000.2	El001G073820
OG0001446	AT5G61130.1	El007G329760
OG0001448	AT1G55110.1	El002G140030
OG0001448	AT3G13810.2	El005G249880
OG0001449	AT1G53840.1	El002G139440
OG0001450	AT1G53830.1	El002G139430
OG0001450	AT3G14310.1	El005G250620
OG0001451	AT1G53035.2	El002G138050
OG0001451	AT3G15358.1	El005G251870, El005G251860
OG0001452	AT1G52880.1	El002G137840
OG0001452	AT3G15510.1	El005G252100
OG0001453	AT1G52700.2	El002G137580
OG0001453	AT3G15650.2	El005G252300
OG0001454	AT3G15890.1	El005G252570
OG0001454	AT1G52540.1	El002G137360
OG0001455	AT3G16690.3	El005G253450
OG0001455	AT4G15920.1	El003G172100, El003G172090
OG0001456	AT3G20000.1	El005G257610
OG0001456	AT1G50400.1	El002G134610
OG0001457	AT3G20310.1	El005G258050
OG0001457	AT1G50640.1	El002G134850
OG0001458	AT5G23800.2	El002G116710, El002G116760, El002G116750
OG0001458	AT5G23770.2	El001G065050
OG0001459	AT1G21280.1	El002G105630, El002G105670
OG0001461	AT2G33000.1	El006G299040
OG0001464	AT4G29850.1	El003G153330
OG0001464	AT2G19350.1	El005G277790
OG0001465	AT2G19170.1	El005G277560
OG0001465	AT4G30020.1	El003G153130
OG0001466	AT4G31550.1	El003G151410
OG0001466	AT2G24570.1	El006G316760
OG0001467	AT4G11100.1	El001G007930
OG0001468	AT4G34135.1	El003G148400
OG0001469	AT1G31660.1	El002G119610, El002G118830
OG0001470	AT2G35700.1	El006G295320
OG0001470	AT4G16750.1	El003G170540
OG0001471	AT1G60940.1	El004G200240
OG0001471	AT1G10940.2	El002G094000
OG0001472	AT1G14860.1	El002G098910
OG0001472	AT2G01670.1	El001G036620
OG0001473	AT2G02800.1	El001G037900
OG0001473	AT1G14370.1	El002G098300
OG0001474	AT4G26010.2	El003G158460, El003G158450
OG0001475	AT1G12010.1	El002G095410
OG0001475	AT1G62380.1	El004G198150
