Orthogroup	Cochlearia_excelsa	Cardamine_amara
OG0001377	g6974	evm.model.RL_1.1594, evm.model.RL_8.723, evm.model.RL_1.1595
OG0001378	g28105	evm.model.RL_5.2168
OG0001378	g6921	evm.model.RL_1.1695
OG0001379	g3849, g4807, g43217, g11942	evm.model.RL_1.1920
OG0001379	g54171	evm.model.RL_5.2006.2.687c88b8
OG0001380	g54175	evm.model.RL_5.1998
OG0001380	g13365	evm.model.RL_1.1925
OG0001381	g43687, g43860	evm.model.RL_6.54
OG0001382	g38481	evm.model.RL_6.164
OG0001382	g22799, g18905	evm.model.RL_2.3307
OG0001384	g50944	evm.model.RL_6.222, evm.model.RL_6.221
OG0001384	g38442	evm.model.RL_6.223
OG0001392	g18225	evm.model.RL_2.3024
OG0001392	g6122	evm.model.RL_1.2847
OG0001393	g13722	evm.model.RL_1.2892
OG0001393	g47915	evm.model.RL_2.3051
OG0001394	g50619	evm.model.RL_5.2756, evm.model.RL_5.2776, evm.model.RL_5.2759
OG0001395	g47589	evm.model.RL_2.2174
OG0001395	g39359	evm.model.RL_8.1679.3.687c855c
OG0001396	g10235, g10220	evm.model.RL_4.597
OG0001397	g31244	evm.model.RL_5.889
OG0001397	g44080, g41049	evm.model.RL_3.537
OG0001398	g10797	evm.model.RL_7.2691
OG0001398	g31566	evm.model.RL_5.1350
OG0001399	g10696	evm.model.RL_7.2570
OG0001399	g31524	evm.model.RL_5.1281
OG0001400	g31446, g27219	evm.model.RL_5.1179
OG0001401	g5130, g45688	evm.model.RL_4.2112
OG0001402	g46691	evm.model.RL_2.262
OG0001402	g10380	evm.model.RL_7.2136
OG0001403	g40871	evm.model.RL_3.207
OG0001403	g31381	evm.model.RL_5.1103.1.687ccf5d
OG0001404	g40899	evm.model.RL_3.237
OG0001404	g49805	evm.model.RL_5.1080
OG0001405	g45412	evm.model.RL_4.3052
OG0001405	g12361	evm.model.RL_1.978
OG0001406	g22801	evm.model.RL_2.3306.5.687c86e8
OG0001406	g45919, g44655	evm.model.RL_4.1097
OG0001407	g895	evm.model.RL_8.1379
OG0001407	g17071	evm.model.RL_2.2310
OG0001409	g276	evm.model.RL_8.2437
OG0001410	g10921	evm.model.RL_4.136
OG0001410	g24231	evm.model.RL_2.1340
OG0001411	g17488	evm.model.RL_2.1374
OG0001411	g47259	evm.model.RL_2.1373
OG0001412	g24120	evm.model.RL_2.1520
OG0001412	g40537	evm.model.RL_4.336
OG0001414	g50697, g50696	evm.model.RL_5.2628
OG0001415	g51404	evm.model.RL_6.1481
OG0001415	g50469	evm.model.RL_5.3055
OG0001416	g51437	evm.model.RL_6.1518
OG0001416	g50512	evm.model.RL_5.2974
OG0001417	g18258	evm.model.RL_2.3197
OG0001417	g38412	evm.model.RL_6.263
OG0001419	g46728	evm.model.RL_2.341
OG0001419	g27600	evm.model.RL_2.143
OG0001420	g25581	evm.model.RL_8.461
OG0001420	g17315	evm.model.RL_2.1701
OG0001421	g6561	evm.model.RL_1.2187
OG0001422	g12838	evm.model.RL_1.423
OG0001422	g4780, g10154	evm.model.RL_4.1009
OG0001423	g37565	evm.model.RL_6.2604
OG0001423	g11186	evm.model.RL_7.338
OG0001424	g29819	evm.model.RL_4.3149
OG0001424	g45372	evm.model.RL_4.3150
OG0001425	g11531	evm.model.RL_7.1951
OG0001425	g28922	evm.model.RL_4.1585
OG0001427	g39470	evm.model.RL_8.125
OG0001428	g49392	evm.model.RL_5.145
OG0001428	g39587	evm.model.RL_8.268.2.687c8556
OG0001429	g39588	evm.model.RL_8.273
OG0001429	g1749	evm.model.RL_7.96
OG0001430	g49450	evm.model.RL_5.283
OG0001430	g39721	evm.model.RL_4.527
OG0001431	g39772	evm.model.RL_5.332, evm.model.RL_5.333
OG0001431	g51312	evm.model.RL_6.1359
OG0001432	g26963	evm.model.RL_5.445
OG0001432	g51260	evm.model.RL_6.1255, evm.model.RL_6.2014
OG0001433	g26980, g31008	evm.model.RL_5.511
OG0001433	g51229	evm.model.RL_6.1182
OG0001434	g51129	evm.model.RL_6.1031
OG0001434	g29697	evm.model.RL_4.2939
OG0001435	g31076, g49588	evm.model.RL_5.628
OG0001435	g39988	evm.model.RL_6.975
OG0001436	g28996, g4981	evm.model.RL_4.1873
OG0001436	g12623	evm.model.RL_1.283
OG0001437	g4949, g41495, g29026	evm.model.RL_4.1850.2.687c86d6
OG0001437	g12792	evm.model.RL_1.301
OG0001438	g10162	evm.model.RL_4.987
OG0001439	g44554	evm.model.RL_3.1806.3.687c84bd
OG0001439	g50044	evm.model.RL_5.1677
OG0001440	g27493, g32006	evm.model.RL_5.3582
OG0001440	g46355	evm.model.RL_3.2148
OG0001441	g45964	evm.model.RL_3.1607
OG0001441	g50247	evm.model.RL_5.3511
OG0001442	g45881	evm.model.RL_3.1482, evm.model.RL_3.1472
OG0001442	g27544	evm.model.RL_1.3076, evm.model.RL_5.3450
OG0001443	g32129	evm.model.RL_5.3331
OG0001443	g45813, g44727	evm.model.RL_3.1368
OG0001444	g17164, g47546	evm.model.RL_6.375, evm.model.RL_2.2061
OG0001446	g5523	evm.model.RL_4.2752
OG0001446	g18591	evm.model.RL_8.2183
OG0001448	g7208	evm.model.RL_1.1298
OG0001449	g11243, g36667	evm.model.RL_5.3848
OG0001450	g12185	evm.model.RL_5.3847
OG0001450	g7167	evm.model.RL_1.1359
OG0001451	g12141	evm.model.RL_5.3763
OG0001453	g54269	evm.model.RL_5.3731
OG0001453	g12116, g13242	evm.model.RL_1.1493
OG0001454	g7051	evm.model.RL_1.1513.1.687c87ed
OG0001455	g12074, g6999	evm.model.RL_1.1597
OG0001455	g17614, g24406	evm.model.RL_2.1134.1.687c86e2
OG0001456	g13368	evm.model.RL_1.1919
OG0001457	g11920	evm.model.RL_1.1949
OG0001457	g54201	evm.model.RL_5.1982
OG0001459	g50174	evm.model.RL_5.3620, evm.model.RL_6.410, evm.model.RL_8.1345
OG0001461	g51323	evm.model.RL_6.1390
OG0001464	g16998	evm.model.RL_2.2505
OG0001464	g13914	evm.model.RL_1.3115
OG0001465	g5973	evm.model.RL_1.3105
OG0001465	g23443	evm.model.RL_2.2523
OG0001466	g23319	evm.model.RL_2.2666
OG0001466	g16950	evm.model.RL_6.353
OG0001467	g5760	evm.model.RL_4.3235
OG0001467	g36049, g3813, g25749	evm.model.RL_8.675
OG0001468	g47866	evm.model.RL_2.2929, evm.model.RL_2.2928
OG0001469	g4558	evm.model.RL_8.296
OG0001470	g51539	evm.model.RL_6.1661
OG0001470	g47179	evm.model.RL_2.1235
OG0001471	g31288	evm.model.RL_5.959
OG0001472	g31559	evm.model.RL_5.1338.1.687c88b3
OG0001472	g10770	evm.model.RL_7.2711
OG0001473	g10695	evm.model.RL_7.2569
OG0001473	g31523	evm.model.RL_5.1280
OG0001474	g23722, g23723	evm.model.RL_2.2119, evm.model.RL_2.2120
OG0001475	g49799	evm.model.RL_5.1070
OG0001475	g40913, g44224	evm.model.RL_3.254
OG0001478	g5763	evm.model.RL_4.3239
OG0001479	g1928, g18840, g42086	evm.model.RL_1.1007
OG0001480	g23805, g17185	evm.model.RL_2.2014
OG0001481	g29369	evm.model.RL_7.2306
OG0001482	g29463	evm.model.RL_4.2479.2.687c86d9
OG0001482	g585	evm.model.RL_4.1216
OG0001483	g568, g10027	evm.model.RL_4.1238
OG0001483	g29488	evm.model.RL_4.2517
OG0001484	g29490	evm.model.RL_4.2520
OG0001485	g29567	evm.model.RL_4.2665
OG0001485	g9798	evm.model.RL_8.2454
OG0001486	g5490	evm.model.RL_4.2685
OG0001486	g279	evm.model.RL_8.2435, evm.model.RL_8.2436.1.687c8561, evm.model.RL_8.2434
OG0001487	g463	evm.model.RL_4.1410
OG0001487	g29595, g45494	evm.model.RL_4.2729
OG0001488	g24248, g47224	evm.model.RL_2.1312
OG0001488	g40683, g10899	evm.model.RL_4.88.3.687c86cd
OG0001489	g40424	evm.model.RL_8.507
OG0001489	g23965	evm.model.RL_2.1728
OG0001490	g50501, g32388	evm.model.RL_5.3006
OG0001490	g51425	evm.model.RL_6.1505
OG0001491	g32424	evm.model.RL_5.2927
OG0001492	g50876	evm.model.RL_6.69
OG0001493	g53956	evm.model.RL_5.2277
OG0001493	g37042	evm.model.RL_4.579
OG0001494	g40403	evm.model.RL_8.552, evm.model.RL_8.553
OG0001495	g10864	evm.model.RL_6.5, evm.model.RL_4.44
OG0001496	g11730	evm.model.RL_1.2318
OG0001496	g24650	evm.model.RL_2.859
OG0001498	g26925, g30860	evm.model.RL_5.271
OG0001499	g18738	evm.model.RL_7.81
OG0001499	g37746	evm.model.RL_6.2916
OG0001500	g1765	evm.model.RL_7.137
OG0001501	g47733	evm.model.RL_7.476, evm.model.RL_7.478
OG0001501	g50799	evm.model.RL_6.2821
OG0001502	g38236	evm.model.RL_6.2596
OG0001502	g18839	evm.model.RL_7.339
OG0001503	g18877, g1951	evm.model.RL_7.376
OG0001504	g18882	evm.model.RL_7.401
OG0001504	g38213	evm.model.RL_6.2473
OG0001505	g37494	evm.model.RL_7.413, evm.model.RL_6.2454
OG0001506	g7528	evm.model.RL_1.795
OG0001506	g5844	evm.model.RL_4.3398
OG0001507	g1254, g39243	evm.model.RL_8.2005
OG0001508	g298	evm.model.RL_8.2412
OG0001509	g2610, g11370	evm.model.RL_7.1423
OG0001510	g51259	evm.model.RL_6.1252, evm.model.RL_6.2012
OG0001510	g49518	evm.model.RL_5.446
OG0001511	g31085	evm.model.RL_5.638
OG0001511	g40022	evm.model.RL_6.963
OG0001512	g27025	evm.model.RL_5.675
OG0001512	g40081	evm.model.RL_6.884
OG0001513	g7922	evm.model.RL_1.100
OG0001513	g12739	evm.model.RL_1.99
OG0001514	g7791, g12800	evm.model.RL_1.329
OG0001515	g5386, g28104	evm.model.RL_1.508
OG0001516	g7634	evm.model.RL_1.598
OG0001517	g2175	evm.model.RL_7.764, evm.model.RL_8.939, evm.model.RL_8.950, evm.model.RL_8.956, evm.model.RL_8.946, evm.model.RL_8.967, evm.model.RL_8.960, evm.model.RL_8.931
OG0001517	g51865	evm.model.RL_6.2133
OG0001518	g51849	evm.model.RL_6.2123
OG0001518	g19057	evm.model.RL_7.773
OG0001519	g46106	evm.model.RL_3.1803.1.687c84bd
OG0001519	g31778	evm.model.RL_5.1676
OG0001520	g19484	evm.model.RL_7.1561
OG0001520	g27427	evm.model.RL_5.1737
OG0001521	g44370	evm.model.RL_3.2105
OG0001522	g45885	evm.model.RL_3.1497
OG0001523	g32089	evm.model.RL_5.3397
OG0001523	g45845	evm.model.RL_3.1425
OG0001524	g50413	evm.model.RL_5.3145
OG0001524	g9882	evm.model.RL_8.2258
OG0001526	g30730, g6246	evm.model.RL_8.2889, evm.model.RL_7.249, evm.model.RL_6.302, evm.model.RL_7.250
OG0001527	g44294	evm.model.RL_3.2478, evm.model.RL_3.2417, evm.model.RL_6.1263
OG0001528	g45674	evm.model.RL_4.2141
OG0001529	g41438	evm.model.RL_4.1742
OG0001531	g29693	evm.model.RL_4.2925
OG0001531	g12318	evm.model.RL_1.1061
OG0001532	g1222	evm.model.RL_8.1961
OG0001533	g11362	evm.model.RL_7.1338
OG0001533	g2567	evm.model.RL_7.1341, evm.model.RL_7.1339, evm.model.RL_7.1340
OG0001535	g7242, g13175, g12241	evm.model.RL_1.1248
OG0001536	g12222	evm.model.RL_1.1285.1.687c87ec
OG0001536	g7220	evm.model.RL_5.3904
OG0001537	g54272	evm.model.RL_5.3735
OG0001537	g36582	evm.model.RL_1.1488
OG0001538	g36534	evm.model.RL_5.1879
OG0001543	g18421	evm.model.RL_4.606
OG0001546	g38090, g51725, g37282, g45032, g11626, g45094, g37283	evm.model.RL_1.2730, evm.model.RL_6.1962
OG0001547	g36124, g11901	evm.model.RL_1.1985
OG0001549	g17041, g47673	evm.model.RL_2.2363
OG0001550	g39747, g12324	evm.model.RL_1.1045, evm.model.RL_4.2941
OG0001551	g23335	evm.model.RL_2.2641
OG0001551	g38382	evm.model.RL_6.334
OG0001552	g16937, g23288	evm.model.RL_2.2718
OG0001552	g38335	evm.model.RL_6.428
OG0001553	g44136	evm.model.RL_3.442
OG0001553	g31267	evm.model.RL_5.928
OG0001554	g31328	evm.model.RL_5.1033
OG0001554	g44204	evm.model.RL_3.294
OG0001555	g27212, g31439	evm.model.RL_5.1175.1.687c88b2
OG0001555	g10625	evm.model.RL_7.2459
OG0001556	g37186	evm.model.RL_6.1774
OG0001556	g10564	evm.model.RL_7.2372
OG0001557	g13040	evm.model.RL_1.844, evm.model.RL_8.37, evm.model.RL_8.7
OG0001558	g29791, g5690	evm.model.RL_4.3091
OG0001559	g1495	evm.model.RL_8.1043
OG0001559	g47498	evm.model.RL_2.1941
OG0001560	g1456	evm.model.RL_8.1068
OG0001560	g17218	evm.model.RL_2.1949
OG0001561	g23742	evm.model.RL_2.2079_evm.model.RL_2.2080
OG0001562	g1044	evm.model.RL_8.1685
OG0001562	g5656	evm.model.RL_4.3043
OG0001563	g29114	evm.model.RL_4.1710
OG0001564	g37211	evm.model.RL_6.1841
OG0001565	g9917	evm.model.RL_8.2193
OG0001566	g40559	evm.model.RL_4.289.2.687c86cd
OG0001566	g17445	evm.model.RL_2.1472
OG0001567	g27809, g32746	evm.model.RL_5.2552
OG0001568	g27669, g27668	evm.model.RL_5.3038
OG0001569	g51434	evm.model.RL_6.1517
OG0001569	g50510	evm.model.RL_5.2980
OG0001570	g18886	evm.model.RL_7.409
OG0001570	g32505	evm.model.RL_5.2841
OG0001571	g14031	evm.model.RL_1.2927
OG0001571	g23001	evm.model.RL_2.3068
OG0001572	g22776	evm.model.RL_2.3327
OG0001572	g38492	evm.model.RL_6.143
OG0001573	g22737	evm.model.RL_2.3363
OG0001574	g22691	evm.model.RL_2.3417
OG0001574	g50871	evm.model.RL_6.57
OG0001575	g18320	evm.model.RL_2.3437
OG0001576	g46715	evm.model.RL_2.310
OG0001578	g10859	evm.model.RL_4.38
OG0001579	g47200	evm.model.RL_2.1281
OG0001580	g43306, g16295, g26101, g11670, g53734, g27964, g15623, g51844, g29706, g4249, g52370, g27733, g1485, g26598, g48288, g14789, g26180, g43145, g6203, g14956, g3329, g4656	evm.model.RL_6.2161
OG0001580	g14790	evm.model.RL_7.1395
OG0001580	g15836, g25993, g15821	evm.model.RL_5.2037
OG0001581	g1743	evm.model.RL_7.80
OG0001581	g37744	evm.model.RL_6.2915
OG0001582	g37528, g52159	evm.model.RL_6.2532
OG0001583	g52051	evm.model.RL_6.2350
OG0001583	g2127	evm.model.RL_7.575
OG0001585	g2084	evm.model.RL_7.645
OG0001585	g51997	evm.model.RL_6.2279
OG0001586	g643	evm.model.RL_4.1698
OG0001587	g28856	evm.model.RL_4.1438
OG0001588	g28704	evm.model.RL_7.1692, evm.model.RL_6.1037, evm.model.RL_7.1465
OG0001589	g294	evm.model.RL_8.2417
OG0001590	g19093	evm.model.RL_7.822
OG0001590	g131	evm.model.RL_8.2667
OG0001591	g45235, g25470	evm.model.RL_5.148, evm.model.RL_8.270
OG0001592	g49410	evm.model.RL_5.184
OG0001592	g45212	evm.model.RL_8.317
OG0001593	g37956	evm.model.RL_6.1428
OG0001593	g26938	evm.model.RL_5.299
OG0001594	g30917, g36607	evm.model.RL_6.1328
OG0001595	g12652	evm.model.RL_1.242
OG0001596	g41489	evm.model.RL_4.1836
OG0001596	g7805	evm.model.RL_1.306
OG0001597	g10110	evm.model.RL_4.1109, evm.model.RL_1.522
OG0001598	g29074	evm.model.RL_4.1766
OG0001599	g12977	evm.model.RL_1.707
OG0001600	g51591	evm.model.RL_6.1748
OG0001601	g50016, g31730	evm.model.RL_5.1611
OG0001601	g46035	evm.model.RL_3.1717
OG0001602	g27489	evm.model.RL_5.3600, evm.model.RL_3.2128
OG0001603	g44691	evm.model.RL_3.1459
OG0001603	g32067, g50283	evm.model.RL_5.3438
OG0001604	g32073	evm.model.RL_5.3434.1.687c88c2
OG0001605	g50292	evm.model.RL_5.3431
OG0001605	g45863	evm.model.RL_3.1447.1.687c84bc
OG0001606	g38428	evm.model.RL_6.249
OG0001607	g27192, g31396	evm.model.RL_5.1122
OG0001607	g40862	evm.model.RL_3.185
OG0001608	g31310	evm.model.RL_5.998, evm.model.RL_5.996
OG0001609	g29088	evm.model.RL_4.1747
OG0001609	g30813	evm.model.RL_5.186
OG0001611	g35970	evm.model.RL_3.1942, evm.model.RL_3.1943
OG0001612	g7249	evm.model.RL_1.1241
OG0001612	g54311	evm.model.RL_5.3951
OG0001613	g36603	evm.model.RL_5.3770
OG0001613	g7100	evm.model.RL_1.1453
OG0001615	g6511	evm.model.RL_6.1260
OG0001615	g36494, g54189	evm.model.RL_5.1933
OG0001616	g6085	evm.model.RL_1.2938
OG0001616	g22996	evm.model.RL_2.3073
OG0001617	g13804	evm.model.RL_1.3133, evm.model.RL_2.2491
OG0001618	g54383, g27975	evm.model.RL_5.3995
OG0001618	g7278	evm.model.RL_1.1183
OG0001619	g2390	evm.model.RL_7.1091
OG0001619	g51590	evm.model.RL_6.1747
OG0001620	g22660, g9620	evm.model.RL_2.1322
OG0001622	g38543	evm.model.RL_5.1249
OG0001626	g37057, g44964	evm.model.RL_6.2400
OG0001627	g50409	evm.model.RL_5.3155
OG0001627	g50408	evm.model.RL_5.3154
OG0001629	g31463	evm.model.RL_5.1198.2.687c88b2
OG0001631	g44873	evm.model.RL_3.1168
OG0001642	g23148	evm.model.RL_2.2903
OG0001643	g6125	evm.model.RL_1.2838
OG0001643	g18224	evm.model.RL_2.3017
OG0001644	g41003	evm.model.RL_3.384
OG0001645	g1560	evm.model.RL_7.2476
OG0001645	g10642, g16672	evm.model.RL_7.2482
OG0001646	g31422	evm.model.RL_5.1158
OG0001647	g16811	evm.model.RL_2.81
OG0001647	g10515	evm.model.RL_7.2311
OG0001648	g46660	evm.model.RL_2.67
OG0001648	g16826, g10503	evm.model.RL_7.2288
OG0001649	g16877	evm.model.RL_2.244
OG0001649	g10398	evm.model.RL_7.2153
OG0001650	g10329	evm.model.RL_7.2057.1.687c84bb
OG0001651	g17138	evm.model.RL_2.2144
OG0001652	g7509	evm.model.RL_1.831
OG0001653	g12392	evm.model.RL_1.890
OG0001653	g40223	evm.model.RL_8.925
OG0001654	g45356, g5729	evm.model.RL_4.3185
OG0001654	g7461, g13063	evm.model.RL_1.899
OG0001655	g29722, g5634	evm.model.RL_4.2991
OG0001655	g12338, g7396	evm.model.RL_1.1018
OG0001656	g12282, g7311	evm.model.RL_1.1143
OG0001657	g23662	evm.model.RL_2.2216
OG0001657	g982	evm.model.RL_8.1581
OG0001658	g39381, g1002	evm.model.RL_8.1611
OG0001658	g23672, g46994	evm.model.RL_2.2201
OG0001659	g45478, g5543	evm.model.RL_4.2805
OG0001659	g5544	evm.model.RL_4.2807
OG0001660	g24062	evm.model.RL_2.1578
OG0001661	g47439, g23945	evm.model.RL_2.1784
OG0001662	g23932	evm.model.RL_2.1796, evm.model.RL_3.214
OG0001662	g40389	evm.model.RL_8.582
OG0001663	g40283	evm.model.RL_8.782
OG0001663	g50257	evm.model.RL_5.3483
OG0001664	g37099	evm.model.RL_6.1557
OG0001664	g50534	evm.model.RL_5.2895
OG0001665	g37103	evm.model.RL_6.1566
OG0001666	g47936, g22968	evm.model.RL_2.3108
OG0001666	g6047	evm.model.RL_1.2955
OG0001667	g50945	evm.model.RL_6.224
OG0001668	g47992	evm.model.RL_2.3272
OG0001668	g38452	evm.model.RL_6.207
OG0001669	g18141	evm.model.RL_2.3368
OG0001670	g18324	evm.model.RL_2.3441
OG0001671	g27911	evm.model.RL_5.2451
OG0001671	g40234	evm.model.RL_8.871
OG0001672	g50434	evm.model.RL_5.3119
OG0001672	g45395	evm.model.RL_4.3098
OG0001674	g24557	evm.model.RL_2.935
OG0001674	g24550	evm.model.RL_2.936
OG0001675	g1777	evm.model.RL_7.154
OG0001677	g2018	evm.model.RL_7.421
OG0001677	g38208	evm.model.RL_6.2449
OG0001678	g18928	evm.model.RL_7.483.1.687c84b4
OG0001678	g37465, g52084	evm.model.RL_6.2409
OG0001679	g1981, g18950	evm.model.RL_7.510
OG0001679	g52057, g37451	evm.model.RL_6.2375
OG0001681	g19342	evm.model.RL_7.1302
OG0001682	g39630	evm.model.RL_8.333
OG0001682	g49416	evm.model.RL_5.205
OG0001683	g39695	evm.model.RL_4.476
OG0001684	g39735	evm.model.RL_4.543
OG0001684	g49452	evm.model.RL_5.293
OG0001685	g11120	evm.model.RL_4.544
OG0001686	g51344	evm.model.RL_6.1419
OG0001686	g30874	evm.model.RL_5.302
OG0001687	g51330, g39755	evm.model.RL_6.1399
OG0001688	g49536	evm.model.RL_5.474
OG0001689	g49548, g31017	evm.model.RL_5.520
OG0001690	g51209	evm.model.RL_6.1137
OG0001690	g31029	evm.model.RL_5.538
OG0001691	g31044	evm.model.RL_5.559
OG0001691	g39948	evm.model.RL_6.1104
OG0001693	g37853	evm.model.RL_6.997
OG0001693	g49571	evm.model.RL_5.610
OG0001694	g45742	evm.model.RL_4.1950
OG0001695	g31130	evm.model.RL_5.724.1.687c88ae
OG0001695	g7754	evm.model.RL_1.365
OG0001696	g12575, g7720, g12840	evm.model.RL_1.428
OG0001697	g12479	evm.model.RL_1.610.2.687c87eb
OG0001697	g4650	evm.model.RL_4.922
OG0001698	g51832	evm.model.RL_6.2103
OG0001698	g19062	evm.model.RL_7.781
OG0001699	g2342	evm.model.RL_7.1010, evm.model.RL_7.1028
OG0001699	g51635	evm.model.RL_6.1842
OG0001700	g44330	evm.model.RL_4.504, evm.model.RL_3.2325
OG0001700	g49971	evm.model.RL_5.1492
OG0001701	g50133	evm.model.RL_5.3694
OG0001701	g44411	evm.model.RL_3.2028
OG0001702	g44369	evm.model.RL_3.2106
OG0001702	g31990	evm.model.RL_5.3612
OG0001703	g32014	evm.model.RL_5.3566
OG0001703	g13615	evm.model.RL_3.2166
OG0001704	g50262, g42087	evm.model.RL_5.3480
OG0001704	g44653	evm.model.RL_3.1546
OG0001705	g32064	evm.model.RL_5.3444, evm.model.RL_3.1465
OG0001707	g27692	evm.model.RL_5.2917
OG0001708	g4853	evm.model.RL_4.1111
OG0001708	g12517	evm.model.RL_1.523
OG0001709	g9836	evm.model.RL_8.2364
OG0001710	g50179	evm.model.RL_5.3622
OG0001710	g31977, g44377	evm.model.RL_5.2450
OG0001711	g24419	evm.model.RL_2.1119
OG0001712	g28075	evm.model.RL_5.2066
OG0001712	g6825, g11974	evm.model.RL_1.1820
OG0001713	g6796, g13343	evm.model.RL_1.1856
OG0001714	g11904	evm.model.RL_1.1979.1.687c87ee
OG0001714	g28047	evm.model.RL_5.1966
OG0001715	g11711	evm.model.RL_1.2354
OG0001715	g13512	evm.model.RL_1.2352, evm.model.RL_1.2335
OG0001718	g19543	evm.model.RL_7.1706, evm.model.RL_7.1704
OG0001718	g19517	evm.model.RL_7.1705
OG0001721	g31433	evm.model.RL_5.1165
OG0001725	g41474	evm.model.RL_4.1817
OG0001727	g1115	evm.model.RL_2.335
OG0001729	g17662	evm.model.RL_2.222
OG0001730	g23563	evm.model.RL_2.2341
OG0001731	g23431, g23435	evm.model.RL_2.2529
OG0001732	g23427	evm.model.RL_2.2535
OG0001733	g16983	evm.model.RL_2.2569
OG0001733	g38402	evm.model.RL_6.284
OG0001734	g23368	evm.model.RL_2.2601
OG0001734	g38394	evm.model.RL_6.306
OG0001735	g6189	evm.model.RL_1.2719
OG0001735	g23149	evm.model.RL_2.2902
OG0001736	g23007	evm.model.RL_2.3061
OG0001736	g13732	evm.model.RL_1.2912
OG0001737	g37120	evm.model.RL_6.1589
OG0001737	g27758	evm.model.RL_5.2826
OG0001738	g27779	evm.model.RL_5.2712, evm.model.RL_6.1622
OG0001739	g41079	evm.model.RL_3.621
OG0001739	g27093, g49695, g31204	evm.model.RL_5.822
OG0001740	g44044	evm.model.RL_3.562
OG0001740	g49720	evm.model.RL_5.861
OG0001741	g31248	evm.model.RL_5.902.5.687c88b0
OG0001741	g38257, g28145	evm.model.RL_3.532
OG0001742	g6402	evm.model.RL_1.2421, evm.model.RL_1.2424
OG0001743	g31302	evm.model.RL_5.980
OG0001743	g44158, g40971	evm.model.RL_3.355
OG0001744	g46653	evm.model.RL_2.99
OG0001744	g1606	evm.model.RL_7.2327
OG0001745	g10488	evm.model.RL_7.2267
OG0001745	g16835	evm.model.RL_2.48
OG0001746	g10411	evm.model.RL_7.2193
OG0001748	g46749	evm.model.RL_2.384
OG0001748	g44939	evm.model.RL_3.1080
OG0001749	g40779	evm.model.RL_3.50
OG0001749	g46630	evm.model.RL_2.171
OG0001750	g16793	evm.model.RL_2.126
OG0001750	g40839	evm.model.RL_3.151
OG0001751	g7353	evm.model.RL_1.1088
OG0001752	g16537, g16527, g16543	evm.model.RL_7.1509
OG0001753	g7316	evm.model.RL_1.1131
OG0001753	g29651	evm.model.RL_4.2853
OG0001754	g28309	evm.model.RL_8.1211
OG0001754	g23797	evm.model.RL_2.2020
OG0001755	g23739, g47556	evm.model.RL_2.2086, evm.model.RL_8.1356.1.687c855b
OG0001756	g41252	evm.model.RL_8.1392
OG0001756	g47647	evm.model.RL_2.2299
OG0001757	g47591	evm.model.RL_2.2178
OG0001758	g29116	evm.model.RL_4.1707
OG0001758	g29393	evm.model.RL_4.2337
OG0001759	g9922	evm.model.RL_4.2751, evm.model.RL_8.2180.1.687c855f, evm.model.RL_8.2181
OG0001760	g40685	evm.model.RL_4.87
OG0001761	g40586	evm.model.RL_4.241
OG0001761	g17468	evm.model.RL_2.1420
OG0001762	g17454	evm.model.RL_2.1453
OG0001762	g10974	evm.model.RL_4.261
OG0001763	g17397	evm.model.RL_2.1542
OG0001763	g24555	evm.model.RL_2.933
OG0001764	g40431	evm.model.RL_8.490
OG0001764	g17308	evm.model.RL_2.1722
OG0001765	g25735, g25734	evm.model.RL_8.663, evm.model.RL_8.662
OG0001766	g40310	evm.model.RL_8.739
OG0001766	g27799	evm.model.RL_5.2643
OG0001767	g45981	evm.model.RL_3.1585.3.687c84bc
OG0001767	g27863	evm.model.RL_5.2533
OG0001768	g37066, g51363	evm.model.RL_6.1437, evm.model.RL_5.3090
