Orthogroup	Cochlearia_excelsa	Odontarrhena_muralis
OG0003835	g40869	Om005G225410
OG0003836	g13038	Om004G175790
OG0003837	g29552	Om004G166530, Om004G166580, Om004G166550, Om004G166520
OG0003838	g1334	Om003G112480
OG0003839	g28472, g950	Om003G115980
OG0003840	g1019	Om003G117580
OG0003841	g28556	Om003G118760
OG0003842	g29387	Om004G162040, Om004G162050
OG0003843	g615	Om006G240540
OG0003844	g10950	Om008G359700
OG0003845	g17462	Om007G281020
OG0003845	g47279	Om001G002760
OG0003846	g23879, g47469	Om001G010930
OG0003847	g47470	Om001G010940
OG0003848	g32703	Om001G012440
OG0003849	g27805, g32722	Om001G012630
OG0003850	g28124, g53941	Om002G087150, Om007G287870, Om007G287880
OG0003851	g32417	Om007G290300
OG0003852	g22965, g47942	Om001G035450
OG0003853	g47991	Om001G038340, Om001G038330
OG0003854	g46779	Om007G314290
OG0003855	g40210	Om001G015170
OG0003856	g28150	Om001G015410
OG0003857	g19592	Om004G137470
OG0003858	g26657, g18459, g36500	Om008G342960
OG0003859	g25691	Om008G351760
OG0003860	g52195	Om008G322930
OG0003862	g10951	Om008G359680
OG0003863	g40718, g10846	Om008G362810
OG0003864	g18728	Om003G128480
OG0003865	g1809, g38251	Om008G320580
OG0003866	g52245, g37596	Om008G322290, Om003G095280
OG0003868	g832	Om006G244640
OG0003869	g28823	Om006G244870
OG0003870	g41324, g28818, g848	Om006G244990, Om006G245000
OG0003871	g28788, g41313	Om006G245420
OG0003872	g45270	Om004G157760
OG0003873	g5079, g39510	Om004G158810, Om002G046340
OG0003874	g39604	Om004G160250
OG0003875	g26924, g30850, g49444	Om005G181120
OG0003876	g39832	Om007G280290
OG0003878	g12927, g7652, g12926	Om002G048880
OG0003879	g12961, g7603, g12447	Om002G049990
OG0003880	g37949, g25033	Om001G030540
OG0003881	g44301	Om004G131240
OG0003882	g50037	Om005G199830
OG0003883	g27398	Om006G262990, Om005G187490
OG0003884	g50350, g27584, g32148	Om004G145530
OG0003885	g23810	Om007G285810
OG0003887	g31558	Om005G195380
OG0003889	g31149, g49652	Om005G186930
OG0003890	g51250	Om007G280510
OG0003890	g51247, g26965	Om005G183430
OG0003891	g29216	Om007G299240
OG0003892	g12495	Om002G048820
OG0003893	g41477	Om007G296020
OG0003894	g10145	Om007G293660
OG0003895	g47963, g4983	Om001G005780
OG0003896	g4661	Om007G303660
OG0003897	g5615	Om004G170910
OG0003897	g13116	Om002G054750
OG0003898	g29756, g5649	Om004G172190
OG0003899	g10074	Om006G240470, Om006G240460
OG0003900	g2612	Om006G260110
OG0003901	g19498	Om006G263830, Om006G235320
OG0003902	g2805	Om006G266310, Om006G247170
OG0003903	g41506	Om005G210670
OG0003903	g22723	Om001G039980
OG0003904	g46286	Om004G135930
OG0003908	g44350	Om004G132450
OG0003910	g7175	Om002G058980
OG0003911	g13219	Om002G059510
OG0003913	g12109	Om002G061380
OG0003914	g7042	Om002G061910
OG0003916	g11953, g13345	Om002G067180
OG0003918	g6715	Om005G220450, Om002G068440, Om002G068420
OG0003919	g6627, g13397, g6625, g6624, g6613	Om002G069860
OG0003920	g11788, g6567, g25753	Om002G071180
OG0003921	g5957	Om002G087040
OG0003921	g45357	Om004G174280
OG0003922	g36631, g11532	Om003G092850
OG0003923	g54028, g28110	Om003G100070
OG0003924	g2457, g19291	Om006G256830
OG0003925	g19113	Om006G252230, Om006G252210
OG0003926	g52275	Om008G321650
OG0003928	g12799, g36097	Om003G096620, Om003G106800, Om006G251040
OG0003930	g49312	Om005G178280
OG0003932	g33482	Om004G153890
OG0003932	g53577	Om003G106570
OG0003932	g4663	Om001G014600
OG0003933	g10353	Om002G067490
OG0003935	g45477, g5565	Om004G169180
OG0003940	g25937	Om001G007330
OG0003948	g23447	Om004G154260, Om001G025260
OG0003949	g16974	Om001G026530
OG0003950	g32553, g27766	Om007G277270
OG0003951	g47157	Om007G275620
OG0003952	g25482	Om006G231350
OG0003953	g40986, g40987	Om005G221940
OG0003954	g1516, g10735	Om006G274850
OG0003955	g16695, g10685	Om006G274350
OG0003956	g10486, g1620	Om003G100100
OG0003957	g36019, g46669	Om007G317120, Om007G317190
OG0003958	g46794	Om007G314060
OG0003958	g45017	Om005G213960
OG0003959	g37365, g38148, g51950	Om008G329220
OG0003960	g7424, g12367	Om004G172710
OG0003961	g12342	Om002G054220
OG0003962	g13118	Om002G054840
OG0003965	g1366, g28295, g22598, g22599	Om003G111660
OG0003966	g28393	Om001G021840
OG0003967	g29402, g5320	Om004G162540
OG0003968	g29433	Om004G163460
OG0003969	g29444	Om004G163730
OG0003970	g5402	Om004G164930
OG0003972	g45484, g29616	Om004G168510
OG0003973	g10895, g40689	Om008G362150
OG0003974	g19228	Om006G255710
OG0003975	g24044, g17372	Om001G006420, Om008G357460
OG0003976	g23923	Om008G346030, Om001G009870
OG0003977	g2382	Om005G221960, Om011G366040, Om005G218550, Om006G255100
OG0003978	g32376	Om007G289270
OG0003979	g50620, g27762	Om007G277340, Om007G279740
OG0003980	g22919	Om001G036340
OG0003981	g47971	Om001G036540
OG0003982	g22830	Om001G038230
OG0003983	g36931	Om004G153920
OG0003984	g40300	Om008G347510, Om008G347470
OG0003985	g40452	Om008G354310
OG0003986	g18399	Om008G358610
OG0003987	g6405	Om004G132750
OG0003988	g17721	Om003G102760
OG0003989	g17645	Om003G101330
OG0003990	g16803	Om007G317920, Om008G324650
OG0003991	g37710	Om008G320040
OG0003992	g37700, g50801	Om008G320240
OG0003993	g1866	Om005G208760, Om003G126410
OG0003994	g44729, g44728	Om005G208950
OG0003995	g37527	Om008G324010
OG0003996	g37521	Om008G324570, Om008G324520
OG0003998	g45313	Om004G176010
OG0003999	g12373	Om004G130450
OG0003999	g13083	Om002G053210
OG0004000	g850	Om006G245080
OG0004001	g39238	Om006G246270
OG0004002	g9813	Om006G234120
OG0004004	g25394	Om004G158200
OG0004005	g39886	Om007G281130
OG0004006	g40098	Om007G284560
OG0004008	g12839, g12576	Om002G047020
OG0004009	g54049	Om003G099810
OG0004010	g7560	Om002G050680
OG0004012	g51836	Om008G331270
OG0004013	g19049, g2185	Om006G251410
OG0004014	g6473	Om001G005190, Om002G082800
OG0004015	g51758	Om008G332330
OG0004016	g51772	Om008G331980
OG0004017	g37205	Om008G335840
OG0004019	g51730, g37288	Om008G333370, Om008G333360
OG0004021	g37279	Om008G333660
OG0004022	g51031, g38353	Om008G344800, Om003G095430
OG0004025	g27545, g50280	Om004G143610
OG0004026	g28264	Om003G111400
OG0004027	g17177, g23782	Om007G286130
OG0004028	g23752	Om007G286590
OG0004029	g929	Om003G115240
OG0004029	g928	Om003G115180
OG0004030	g38381, g50992	Om004G153400, Om018G374060
OG0004031	g51548	Om008G338060
OG0004032	g18352	Om001G041530
OG0004033	g31369	Om005G191550
OG0004035	g31074	Om005G185650, Om005G185490
OG0004036	g1069	Om003G116930
OG0004037	g49394	Om005G179730
OG0004038	g29205	Om007G298990
OG0004039	g10108	Om007G294420
OG0004040	g4683, g10152	Om007G293540
OG0004041	g41603, g18592	Om006G236970
OG0004043	g4634, g10208	Om003G091190, Om007G304020
OG0004044	g29741, g5645	Om004G171950
OG0004045	g570	Om006G239570
OG0004046	g9986	Om006G238230
OG0004047	g18585	Om006G238150
OG0004049	g416	Om006G236550
OG0004050	g28857	Om006G244300
OG0004051	g781, g780	Om006G243600
OG0004052	g44658	Om005G206550, Om005G206530
OG0004053	g46432	Om004G133490
OG0004055	g12221, g7217	Om002G058070
OG0004056	g17620, g24418	Om003G100870
OG0004058	g12051, g6968	Om002G063670
OG0004059	g6912, g12026	Om002G064730
OG0004060	g6900, g13298	Om002G064900
OG0004061	g12018	Om002G065100
OG0004062	g6870, g13308	Om006G252810, Om002G065520
OG0004063	g13316, g11994	Om005G219140
OG0004064	g13357	Om002G068130, Om003G096650
OG0004065	g6691	Om002G069040
OG0004066	g11823	Om002G070600
OG0004066	g28969	Om006G241460
OG0004067	g11399	Om002G073830, Om002G059230
OG0004068	g13689	Om002G081650, Om003G098470, Om003G098810
OG0004069	g36387, g54123	Om003G098410
OG0004070	g12157	Om002G060140
OG0004071	g2063, g19005	Om003G119870
OG0004072	g18977, g52017	Om003G120890
OG0004073	g11201, g2011, g18899	Om003G123500
OG0004076	g11043	Om008G356520
OG0004076	g32567, g32557, g32556, g32576, g32566, g40502	Om001G031880, Om001G005620
OG0004078	g17083, g23630	Om001G020660
OG0004079	g19690, g19737, g19772, g19724	Om001G038990
OG0004082	g45113, g39516	Om004G158950
OG0004087	g3959, g6639, g4830	Om007G279750
OG0004092	g16984	Om001G026340, Om001G026350
OG0004093	g47760	Om001G026970
OG0004094	g18182, g23156	Om001G031500
OG0004095	g18183, g47859, g23150	Om003G117830, Om001G031690
OG0004096	g47876	Om001G032550
OG0004097	g41075	Om011G365160, Om020G374450
OG0004099	g10808	Om006G275390
OG0004101	g39371, g3761	Om003G117490
OG0004102	g40740	Om005G228840
OG0004102	g16761	Om007G318500
OG0004103	g12307	Om002G055450
OG0004105	g39426, g954	Om003G115990
OG0004106	g39400, g973	Om003G116440
OG0004108	g1058, g28551	Om003G118500
OG0004109	g29448	Om004G164070
OG0004110	g29547	Om004G166390
OG0004111	g45496	Om004G167790
OG0004112	g29617	Om004G168520
OG0004112	g9897	Om006G236580
OG0004113	g47275	Om001G002520
OG0004114	g24177	Om001G002570
OG0004115	g24160	Om001G002840
OG0004116	g47353	Om001G006380
OG0004117	g24031, g47369	Om001G006940
OG0004118	g17851, g23989	Om001G007820
OG0004119	g40285	Om008G346690
OG0004120	g47363, g17394	Om001G006790
OG0004121	g35943, g53793	Om001G015500
OG0004122	g53741, g28200, g28203	Om001G015840
OG0004123	g50498	Om007G289380
OG0004124	g27716	Om007G291540
OG0004125	g22912	Om001G036610
OG0004126	g37190, g51612	Om008G336460
OG0004127	g11289, g38477, g25574, g25572, g38454	Om001G038370
OG0004129	g49582	Om003G125050
OG0004129	g49580	Om005G185450
OG0004130	g16887	Om007G315740
OG0004131	g14183, g43060, g14177, g14168, g14114, g14140, g14133, g14188, g14171, g14156, g14151, g14185, g32545, g14130, g14126, g14117, g14144, g14153, g14136, g14160, g14127, g14165	Om002G088620
OG0004132	g37964	Om001G016770
OG0004133	g37050	Om008G341790
OG0004134	g36266	Om007G286920
OG0004135	g23863	Om008G350640
OG0004136	g25671	Om008G352240
OG0004137	g40687, g10897	Om008G362030
OG0004138	g47061	Om003G102630
OG0004139	g16795	Om007G318020
OG0004140	g37727	Om008G319490
OG0004141	g50810, g37708	Om008G320060
OG0004142	g52161	Om008G323870, Om008G323880
OG0004143	g38218, g52124	Om008G324820
OG0004144	g37474	Om008G325970
OG0004145	g52088	Om008G326060
OG0004146	g18945	Om003G122320
OG0004147	g41378, g745	Om006G242830
OG0004148	g28885, g773	Om006G243400
OG0004149	g827, g826, g825	Om006G244560
OG0004151	g39259, g1234	Om006G247070
OG0004153	g25350	Om004G157370
OG0004154	g25402, g45262	Om004G158400, Om004G158390
OG0004155	g25404	Om004G158450, Om004G158460
OG0004156	g39583	Om004G159770
OG0004157	g25467	Om004G159820
OG0004158	g39714	Om007G277740
OG0004159	g30862	Om005G181290
OG0004160	g39821	Om007G279870
OG0004161	g51272	Om005G222790, Om007G279980, Om007G279990
OG0004162	g39911	Om007G281490
OG0004163	g39915	Om007G281630
OG0004164	g5558, g37895	Om007G281760
OG0004166	g38289	Om004G149480
OG0004167	g50103, g31546, g25051, g24456, g23643	Om001G020040
OG0004168	g45656	Om007G301540
OG0004169	g12660	Om002G044540
OG0004170	g7800, g12615	Om002G045640
OG0004171	g10180	Om007G303360
OG0004172	g7721, g12837	Om002G046990
OG0004173	g7726	Om002G046880
OG0004174	g7583, g12974, g12438	Om002G050310
OG0004175	g51907	Om008G329630
OG0004176	g51666, g38086	Om008G335010
OG0004177	g51702	Om008G334290
OG0004178	g49964	Om005G197120
OG0004179	g50060	Om005G200850
OG0004180	g31897	Om005G202170
OG0004181	g27467	Om005G202830
OG0004182	g45969	Om004G143170
OG0004183	g17205, g23828	Om004G148420
OG0004184	g23823	Om007G285600
OG0004185	g23817	Om007G285740
OG0004186	g40244	Om007G290980
OG0004187	g17181	Om007G286020
OG0004188	g1307	Om005G186330
OG0004189	g31415	Om005G192480
OG0004190	g49824	Om005G192010, Om005G192000, Om005G192020
OG0004192	g19346, g49404	Om005G180040
OG0004193	g45718, g3836	Om007G298870
OG0004194	g5053	Om007G298560
OG0004195	g29505, g4996	Om007G297270
OG0004196	g10128, g51931, g51929, g51936, g4791	Om001G019690, Om007G294000
OG0004197	g5574, g5570, g2956	Om004G169580
OG0004198	g10087, g18549, g14920, g18550	Om006G240630
OG0004199	g41630, g41629	Om004G162820
OG0004200	g18571	Om006G238880, Om006G238870
OG0004202	g9929	Om006G237190
OG0004203	g9856, g356	Om006G235460, Om004G151720
OG0004204	g9850, g344	Om006G235200
OG0004205	g1198	Om006G247600
OG0004206	g19394	Om006G260230
OG0004207	g2944	Om006G268050
OG0004208	g46093	Om004G140530, Om004G140510, Om006G239730
OG0004209	g45927	Om005G206310
OG0004210	g45934, g44642	Om005G206060
OG0004211	g45968, g19479	Om004G143160
OG0004212	g46387	Om004G134270
OG0004213	g44541	Om004G139780
OG0004214	g46053	Om004G141700
OG0004215	g46442	Om004G133330, Om001G023500
OG0004216	g46556	Om004G130940
OG0004217	g7289	Om002G056500
OG0004218	g12143	Om002G060560
OG0004219	g7073	Om002G061030
OG0004220	g7046	Om002G061720
OG0004223	g13327	Om002G066190
OG0004224	g6815, g11961	Om002G066640
OG0004225	g6789, g11956	Om002G066950
OG0004226	g11877, g6687	Om002G069180
OG0004227	g11858, g6630	Om002G069820
OG0004228	g13396, g6629	Om002G069830
OG0004229	g11832, g11831	Om002G070510
OG0004230	g4678, g6590, g13422	Om002G070640
OG0004231	g13441, g11787	Om002G071230
OG0004232	g11753	Om002G072570, Om002G072560
OG0004233	g6505, g13475	Om002G072860
OG0004234	g6035	Om002G084810
OG0004235	g5975, g13925, g53828	Om002G086680
OG0004237	g25108	Om008G349870
OG0004239	g54361, g36735	Om003G089930
OG0004240	g36681	Om003G091580
OG0004241	g36663, g54304	Om003G092180
OG0004242	g54291	Om003G092880
OG0004243	g36614	Om003G093340
OG0004244	g36493	Om003G095970
OG0004245	g28099, g45806	Om003G099280
OG0004246	g54052	Om003G099770
OG0004248	g12936, g12481	Om002G049320
OG0004249	g10094, g45579, g5346	Om004G163150
OG0004250	g44291	Om004G130510
OG0004251	g11242, g18988, g2091	Om003G120500
OG0004252	g37437	Om003G121280, Om008G326980
OG0004253	g18714	Om003G125790
OG0004254	g11165, g1834	Om003G126840
OG0004255	g36017	Om003G127930
OG0004257	g52102	Om006G231380, Om006G250380
OG0004257	g37249	Om008G326190
OG0004259	g27619, g18122, g54158	Om008G324320
OG0004265	g50439	Om003G115540, Om007G288150
OG0004275	g47688, g23511	Om001G023720
OG0004276	g18202, g23107	Om002G086110
OG0004277	g47737, g23424	Om001G025740
OG0004278	g47768, g16962	Om001G027430
OG0004279	g23331	Om001G027750
OG0004280	g47839, g23198	Om001G030530
OG0004281	g47860, g23141	Om001G031850
OG0004282	g18209, g23074	Om001G032950
OG0004283	g23021	Om001G033990
OG0004284	g27750	Om007G292020
OG0004285	g27775	Om007G277060
OG0004286	g41123	Om003G090610, Om005G217140
OG0004287	g10806	Om002G066020, Om001G007780
OG0004288	g10702, g1523	Om006G274500
OG0004289	g10626	Om006G273420
OG0004290	g10507	Om006G271460
OG0004291	g6500	Om007G293290, Om002G072900
OG0004293	g17888	Om003G107010
OG0004294	g52056	Om008G326470
OG0004295	g37381	Om008G328500
OG0004296	g7448	Om002G052880
OG0004297	g7390, g12329	Om002G054570
OG0004298	g12308, g7349	Om002G055440
OG0004299	g41158, g28297, g1365	Om003G111630
OG0004300	g28327	Om003G112270
OG0004301	g28328, g24546	Om001G004310
OG0004302	g41171	Om003G112790
OG0004303	g28537	Om003G118220
OG0004304	g39285, g1142	Om006G248240
OG0004305	g10098, g18531	Om006G240840
OG0004306	g5270, g29354	Om004G161380
OG0004307	g29424, g5343	Om004G163090
OG0004308	g29480	Om004G164800
OG0004309	g29585	Om004G167500
OG0004310	g29598, g5513	Om004G167890
OG0004311	g24210	Om001G001510
OG0004311	g40629	Om008G360040, Om003G110710
OG0004312	g17480	Om001G001990
OG0004313	g17452	Om009G363820
OG0004314	g24074	Om001G005420
OG0004315	g24057, g17379	Om001G006050
OG0004316	g47357	Om001G006550
OG0004317	g17393, g48347	Om005G210010
OG0004318	g23947, g17284	Om001G009390, Om001G009380
OG0004319	g23941	Om001G009610, Om001G009580, Om001G009620, Om001G009590
OG0004321	g23851	Om001G011480
OG0004322	g40329, g25780	Om008G349910
OG0004324	g13431	Om002G071000
OG0004326	g32405	Om007G290080
OG0004327	g27702, g32469	Om007G291020
OG0004328	g50546, g32475	Om007G291240
OG0004330	g18234, g22972	Om001G035240
OG0004331	g22890	Om001G036900
OG0004332	g22884	Om001G037040
OG0004333	g40289	Om008G348280, Om008G346930
OG0004336	g46902	Om002G078840
OG0004337	g11658	Om002G075930
OG0004338	g46942, g46811	Om003G105140
OG0004339	g17720, g24529, g41858, g1827	Om003G102720
OG0004340	g17716	Om003G102510
OG0004341	g24498	Om003G102320
OG0004342	g54375, g54379	Om003G089540
OG0004343	g18745	Om003G128680
OG0004344	g37709, g50812, g38255	Om008G320050
OG0004345	g50778, g37658	Om008G320990
OG0004346	g37646	Om008G321220
OG0004347	g37538	Om008G323710
OG0004348	g52108, g37487	Om008G325620
OG0004349	g36157, g19942, g11215, g19943, g36158, g2038	Om003G121540
OG0004350	g41418, g28970, g669, g33107	Om006G241430
OG0004351	g51847	Om008G330710
OG0004352	g37345	Om008G330730
OG0004353	g41360	Om006G243770
OG0004354	g1255	Om006G246550
OG0004355	g9810	Om006G233870
OG0004356	g9789	Om006G233510
OG0004357	g9714	Om006G231750
OG0004358	g63	Om006G230320
OG0004359	g53, g9659	Om006G230200
OG0004361	g38232	Om004G157740
OG0004362	g30827	Om005G180390
OG0004363	g37955, g39743, g51358	Om007G278270
OG0004364	g51350	Om007G278320
OG0004365	g49525	Om005G183400
OG0004366	g51237, g39856	Om007G280720
OG0004368	g39913, g51210	Om007G281560
OG0004369	g39924, g51204	Om007G281680
OG0004370	g51195, g39926	Om007G281730
OG0004371	g51182, g39958	Om007G282100
OG0004372	g19669, g54387	Om002G042760
OG0004373	g12675	Om002G044100
OG0004374	g7713, g12853	Om002G047280
OG0004375	g4781	Om007G293680, Om002G047430
OG0004376	g53285, g7701, g12870	Om002G047690
OG0004377	g7675	Om002G048350, Om002G048340
OG0004378	g7661	Om002G048590
OG0004379	g7648, g12491	Om002G049000
OG0004380	g12446, g7602	Om002G050000
OG0004381	g37146, g51562	Om008G337750
OG0004382	g6241, g19236	Om008G321640, Om008G321410, Om008G321400
OG0004382	g37150	Om008G337570
OG0004383	g51617	Om008G336400, Om008G336380
OG0004385	g49957, g31632	Om005G196970
OG0004386	g50015, g31723, g27383	Om005G199140
OG0004387	g44568	Om004G141120
OG0004389	g50051	Om005G200530
OG0004390	g31996	Om005G203750
OG0004391	g45971	Om004G143200
OG0004393	g50362, g32153	Om004G146090
OG0004394	g32221, g27615	Om004G147490
OG0004395	g13728, g13731	Om007G285750
OG0004396	g38390	Om002G063050
OG0004397	g27222, g31454	Om005G193110
OG0004398	g49848, g31410	Om005G192370
OG0004399	g31402	Om005G192230
OG0004400	g49787, g31344	Om005G191110
OG0004401	g49762	Om005G189870
OG0004402	g31265, g31266	Om005G189270
OG0004403	g49721	Om005G188560
OG0004404	g49640, g31156	Om005G187050
OG0004405	g31099	Om005G185940, Om005G185950
OG0004406	g49599	Om005G185780
OG0004407	g5129	Om007G300160
OG0004408	g45724	Om007G298630, Om006G264630, Om006G264640
OG0004409	g5016, g29159	Om007G297670
OG0004410	g29051, g29055, g4914	Om007G295680
OG0004411	g29066, g41459	Om007G295430
OG0004412	g10111, g4851	Om007G294380
OG0004413	g4787, g10135	Om007G293780
OG0004414	g10281	Om007G307890
OG0004415	g5610	Om004G170620
OG0004416	g610, g10064	Om006G240410
OG0004418	g9971, g494	Om004G164600
OG0004419	g464	Om006G237610
OG0004420	g427	Om006G236770
OG0004422	g41557	Om005G211000, Om005G211010
OG0004423	g45811	Om008G362530, Om005G209050
OG0004424	g45843	Om005G208040
OG0004425	g45874, g44688	Om005G207270
OG0004426	g45980	Om005G205790
OG0004427	g44618	Om004G143090, Om004G143110
OG0004428	g44451, g46212	Om004G138250
OG0004429	g17986	Om004G139290
OG0004430	g46148	Om004G139320
OG0004430	g46147	Om004G139330
OG0004431	g44588	Om004G142070
OG0004432	g46464	Om004G132980
OG0004433	g46493	Om004G132370
OG0004434	g46513	Om004G131970
OG0004435	g44315	Om004G131500
OG0004436	g13149, g12259, g7271	Om002G056790
OG0004437	g13209	Om002G058780
OG0004438	g7182	Om002G058940
