Orthogroup	Cochlearia_excelsa	Erysimum_linariifolium
OG0003569	g27991	El002G141360
OG0003572	g24508	El003G174520, El003G174510, El003G174530
OG0003574	g4965, g4918	El001G063100, El001G063090
OG0003574	g29006	El001G063110
OG0003575	g29100	El001G061150
OG0003576	g34398	El002G090400
OG0003584	g47696	El003G154180, El003G153460
OG0003585	g2188, g4871	El001G026820
OG0003586	g47749, g23394	El003G152580
OG0003587	g18613, g32838	El006G313900
OG0003588	g29793	El001G078180
OG0003589	g47871	El003G148340
OG0003590	g6113	El005G274530
OG0003593	g16705	El001G037510, El001G037470
OG0003594	g27267	El002G098340
OG0003595	g16518	El001G043690
OG0003595	g10412	El001G043680
OG0003596	g10316	El001G046470
OG0003597	g49846	El002G096260
OG0003598	g12411	El005G244210, El005G247230, El005G244360
OG0003599	g12345, g7407	El005G246300, El005G246290
OG0003600	g7379	El001G037870
OG0003601	g25052, g25046, g25092, g5960	El005G248140
OG0003603	g23592	El003G156160
OG0003603	g41283	El007G339770
OG0003604	g47631, g23628	El003G156650
OG0003605	g11152	El001G034500
OG0003606	g47586, g23689	El003G157880
OG0003608	g31081	El002G090490, El001G044200
OG0003609	g5422	El001G071780
OG0003610	g214, g9752	El007G325770
OG0003611	g24190	El003G168280
OG0003612	g47272	El003G168110
OG0003613	g10107	El001G051290
OG0003614	g50440	El002G113570
OG0003615	g27670	El002G114610, El006G297820
OG0003616	g47935	El003G146430
OG0003617	g40272	El001G009770
OG0003618	g2367	El001G023880
OG0003619	g13107, g7412	El005G246180
OG0003620	g11044, g40499	El007G361340, El007G361320
OG0003621	g40511, g40510	El007G361550
OG0003622	g40634	El007G365390, El005G235210
OG0003625	g37723	El006G280470, El005G274000
OG0003626	g1766	El001G034530
OG0003627	g52277, g38246, g37628	El006G282540
OG0003628	g18855, g18844	El001G031840, El006G284160
OG0003629	g38231	El006G284370
OG0003630	g52144	El001G031520
OG0003631	g41382, g28910	El005G265570, El005G265500, El001G059130
OG0003632	g49911	El007G343000, El002G098660
OG0003633	g2547	El001G020730
OG0003633	g46	El007G322930
OG0003634	g2546	El003G167460, El001G020760
OG0003634	g19651	El007G322900
OG0003635	g19314, g2478	El007G322090
OG0003636	g39489	El002G083240
OG0003636	g45248	El001G000900
OG0003638	g39607	El001G003420
OG0003640	g5181, g29304	El001G066940
OG0003641	g12574	El005G239960
OG0003642	g10129	El001G050250
OG0003643	g37331, g51811	El006G290050
OG0003644	g36636	El004G234610
OG0003645	g27347	El002G100580
OG0003646	g50043	El004G226320
OG0003646	g27405	El002G102610
OG0003647	g31831	El002G103530
OG0003648	g32033, g50243	El002G107480
OG0003650	g18957	El001G029850
OG0003651	g17193	El006G300090
OG0003652	g30992	El002G088680
OG0003653	g30946	El002G087930
OG0003654	g26962	El002G087900
OG0003655	g45741	El001G064060
OG0003656	g45748	El001G063650, El002G123290
OG0003657	g13143, g7294, g12274	El005G248430
OG0003658	g29777	El001G077840
OG0003659	g406	El007G329110
OG0003660	g1186, g28725	El003G184940, El007G333020
OG0003662	g2823	El001G016040
OG0003662	g19542	El007G331900
OG0003663	g44748	El004G220850
OG0003663	g32132	El002G110260
OG0003665	g45952	El004G224360
OG0003666	g44289	El004G233990, El001G041640, El003G152080, El006G316600
OG0003667	g7261	El005G249000
OG0003668	g12236, g7223	El002G140290
OG0003670	g13211	El005G250290
OG0003671	g7098	El005G251830
OG0003672	g6979	El005G253910
OG0003672	g24373, g24364	El003G171420
OG0003673	g13495, g11725	El005G267570
OG0003674	g13528	El005G269300
OG0003674	g10280	El007G349420
OG0003675	g1067	El007G335800, El007G335780
OG0003676	g12460	El005G272290
OG0003676	g47855	El003G148940
OG0003678	g11900	El005G258550
OG0003679	g19263	El001G022670
OG0003680	g19254	El001G022770
OG0003681	g51645	El006G292840
OG0003682	g11268	El001G027400
OG0003683	g18474	El001G022320
OG0003686	g44372	El004G229970
OG0003686	g18422	El002G133820
OG0003687	g1730	El004G202260, El004G202220
OG0003689	g10470, g10471, g6406, g11312	El007G344450
OG0003695	g47664, g23556	El003G150290, El003G155560
OG0003696	g16988	El003G152960
OG0003697	g23123, g18199	El001G013080, El003G148350
OG0003698	g47899	El003G147520
OG0003699	g38127, g874	El002G123130
OG0003701	g10737	El001G037000
OG0003702	g10559	El001G041120
OG0003703	g46760	El003G186760
OG0003704	g40891	El004G197840, El004G197850, El004G197870
OG0003705	g51961, g37370	El006G288580
OG0003707	g26795, g1414	El007G344380
OG0003708	g1026, g28524	El007G336480
OG0003709	g1079	El006G305220, El007G335260
OG0003710	g29360	El001G068380
OG0003711	g17533, g24258	El003G169460
OG0003712	g40500	El007G361360
OG0003713	g40483	El007G360720
OG0003714	g47422	El001G057100
OG0003715	g40371	El001G007570
OG0003718	g36526	El002G136480
OG0003719	g5765, g45343	El001G080010
OG0003720	g5799	El002G095820, El001G081030
OG0003721	g40362	El001G007620
OG0003723	g13469	El005G264980
OG0003724	g13391	El005G259690
OG0003724	g24445	El003G172570
OG0003726	g39241, g28052	El006G312590, El006G280400
OG0003727	g37648	El006G281930
OG0003727	g1840	El001G033590
OG0003728	g38224	El006G284870
OG0003730	g18969	El001G029490
OG0003731	g47315	El001G079670
OG0003732	g28743	El007G331650, El007G331660
OG0003733	g39715	El002G086130
OG0003735	g39733	El007G358890, El001G010570
OG0003736	g37937	El006G299330
OG0003738	g51263	El006G300670, El002G088040
OG0003739	g51239	El006G301140
OG0003740	g30996	El002G088760
OG0003741	g37804	El006G306420
OG0003742	g40156	El006G299580, El006G309290
OG0003743	g7905, g12747	El005G236230
OG0003744	g46647	El003G192560, El003G192530
OG0003747	g12957, g12448	El005G242510
OG0003748	g7565, g12983, g12431	El005G243270
OG0003749	g7551, g12421, g12423, g12422	El005G243510
OG0003750	g11277	El002G139740, El001G026760, El007G340930, El007G346650
OG0003752	g31696	El002G101430
OG0003753	g46394	El004G231040
OG0003753	g27510	El002G106520
OG0003754	g50323, g32075	El002G109620
OG0003755	g50351, g27585	El002G111400, El002G124110
OG0003756	g47503	El003G160390, El003G160400
OG0003759	g49920, g27283	El002G098800
OG0003760	g31189, g49624	El002G132800
OG0003762	g1203	El006G298920
OG0003763	g5912	El005G278790
OG0003763	g30854	El002G085980
OG0003764	g30748	El002G083510
OG0003764	g45260	El001G001270
OG0003765	g5080	El001G065470, El002G102440
OG0003766	g30090, g30097, g22343, g22274, g22486, g36091, g22507, g22468, g22287, g36092, g30096, g22485, g22271, g22467, g22506, g22286, g30089	El001G065320
OG0003767	g9962	El001G056620, El001G056630, El001G056640
OG0003768	g326	El007G327670
OG0003769	g28697, g1158	El007G333250
OG0003771	g1207	El001G016590, El007G332790
OG0003772	g47856	El003G148850
OG0003773	g45781	El004G220290
OG0003774	g44756	El004G220700
OG0003775	g44357	El004G231870
OG0003777	g44346	El004G232430, El002G120410
OG0003778	g11949, g6775	El005G257350
OG0003779	g6720	El005G258280
OG0003781	g6483	El004G229710, El001G015180
OG0003782	g13571	El005G270090
OG0003783	g13581	El005G270730
OG0003784	g54313	El002G140750
OG0003786	g36522	El002G136320
OG0003787	g36409	El002G133960
OG0003789	g11284	El001G025900
OG0003791	g19017	El001G028020
OG0003792	g11257	El001G028380
OG0003795	g50923	El006G319620
OG0003795	g36928	El005G267060, El002G128130, El002G128140, El002G128170
OG0003797	g50324	El002G109670
OG0003798	g31919	El002G104740
OG0003798	g27458, g50136	El002G104730
OG0003799	g44804	El004G219600
OG0003803	g17406	El003G166310
OG0003804	g53282	El006G305550, El006G305560, El006G305570
OG0003806	g801	El001G057960
OG0003807	g447	El007G330040
OG0003810	g2630	El001G019190
OG0003823	g17052	El003G155710
OG0003824	g47786, g23314	El003G151330
OG0003826	g31245	El005G260720
OG0003826	g50279, g29333	El007G353010, El005G275890, El001G046160
OG0003827	g23068	El003G147780, El005G273690
OG0003828	g32520	El002G118350
OG0003829	g32528	El002G118820
OG0003830	g1681	El006G309520, El006G309500
OG0003831	g31228	El002G092930
OG0003833	g51207	El004G203630, El006G302240
OG0003834	g40758	El002G089010, El004G194060
OG0003835	g27189	El002G095930
OG0003835	g40869	El004G197110
OG0003836	g13038	El001G080990
OG0003837	g29552	El001G072400
OG0003838	g1334	El007G342680, El007G342690
OG0003839	g28472, g950	El007G338050
OG0003840	g1019	El002G136220, El007G336560
OG0003842	g5297, g29387	El001G068810
OG0003843	g29440	El001G070120
OG0003844	g10950, g40606	El007G364530
OG0003845	g17462	El003G167640
OG0003846	g23879, g47469	El003G161350
OG0003847	g47470	El003G161320
OG0003848	g32703	El002G121670
OG0003849	g27805, g32722	El002G122160
OG0003850	g28124, g53941	El002G129350
OG0003851	g24483	El002G115880
OG0003852	g22965, g47942	El003G146310
OG0003853	g47991	El003G144530
OG0003854	g46779	El003G186110
OG0003855	g40210	El001G011330
OG0003856	g28150	El002G127870
OG0003857	g19592	El001G014040
OG0003858	g26657, g18459, g36500	El007G356430, El002G134500
OG0003859	g25691	El001G007350, El001G007360
OG0003860	g52195	El006G283830, El003G177510, El006G284360
OG0003861	g18398	El002G127060, El007G363460, El007G363630, El007G363540
OG0003862	g10951	El007G364550
OG0003863	g40718, g10846	El007G366830
OG0003864	g18728	El001G034980, El004G210450
OG0003865	g1809	El006G281280
OG0003866	g52245	El006G283090
OG0003867	g45292	El006G316650
OG0003868	g832	El007G330230
OG0003869	g28823	El007G330440, El007G330450
OG0003870	g41324, g28818, g848	El007G330550
OG0003871	g28788	El007G330920, El003G168030
OG0003872	g45270	El001G001020, El001G000720
OG0003873	g5079, g39510	El006G305470, El001G001780
OG0003874	g39604	El001G003320
OG0003876	g39832	El006G300780
OG0003877	g47622	El003G157100
OG0003878	g7652	El005G241520
OG0003879	g12961, g7603, g12447	El005G242540
OG0003881	g44301	El004G233430
OG0003882	g50037	El002G102400
OG0003884	g32148	El002G111410
OG0003885	g23810	El003G159770
OG0003885	g28282	El007G343550
OG0003886	g50978	El006G317220
OG0003887	g31558	El002G098900
OG0003889	g27058	El002G091670
OG0003890	g51250, g51247, g26965	El006G301020
OG0003891	g29216	El001G065530
OG0003893	g41477	El001G062410
OG0003894	g10145	El001G049470
OG0003895	g47963, g4983	El001G028530
OG0003896	g4661	El007G345400
OG0003897	g5615	El001G076240
OG0003898	g29756, g5649	El002G139110, El001G077330
OG0003899	g10074	El003G189420
OG0003900	g11376	El001G019570, El007G324380
OG0003901	g19498	El001G017330, El007G328080
OG0003902	g2805	El001G016490, El007G332490
OG0003903	g41506, g22723	El003G143200
OG0003904	g46286	El004G229440
OG0003906	g46077	El004G225950
OG0003907	g17974	El004G228710
OG0003908	g44350	El004G232310
OG0003909	g46516	El004G232910
OG0003910	g7175	El005G250460, El001G045770, El001G045780, El005G250450
OG0003911	g13219	El002G121650, El005G250850, El004G216340
OG0003914	g7042	El005G252840
OG0003916	g11953, g13345	El005G257300
OG0003918	g6715	El005G258460
OG0003919	g6627, g13397, g6625, g6624, g6613	El005G260130, El005G260120
OG0003920	g11788	El005G261980
OG0003921	g5957	El005G277930
OG0003921	g45357	El001G010650
OG0003922	g36631, g11532	El002G138830, El002G138820, El002G138150
OG0003923	g54028, g28110	El002G131350, El002G131360
OG0003924	g2457, g19291	El001G022070
OG0003925	g19113	El001G026090, El001G026110
OG0003928	g12799, g36097	El005G238700
OG0003929	g54094	El002G132440
OG0003930	g49312	El002G108250
OG0003930	g49315	El002G083190
OG0003932	g36833, g33482, g33369, g12886, g27444, g45024, g10848, g53577, g4663	El003G186160
OG0003933	g10353	El001G045520, El001G045480
OG0003935	g45477, g5565	El001G074590
OG0003940	g889	El007G340820
OG0003945	g45703	El005G265410
OG0003948	g23447	El003G153200
OG0003948	g13920	El005G277600
OG0003949	g16974	El003G152380
OG0003950	g32553, g27766	El002G119370
OG0003951	g47157, g24360	El003G171290
OG0003952	g25482	El004G208810
OG0003953	g40986, g40987	El004G200170, El004G200160
OG0003954	g1516, g10735	El001G037080
OG0003955	g16695, g10685	El001G037990
OG0003956	g10486, g1620	El006G281780
OG0003957	g10479	El001G042480
OG0003958	g46794	El003G185620
OG0003958	g45017	El004G215320
OG0003959	g37365, g38148, g51950	El006G288760
OG0003961	g13110, g12342	El005G246350
OG0003962	g13118	El005G246960
OG0003963	g44249	El004G196090
OG0003966	g28393	El007G340700, El003G155980
OG0003967	g29402, g5320	El001G069310
OG0003968	g29433	El001G069960
OG0003969	g29444	El001G070190
OG0003970	g5402	El001G071170
OG0003971	g5492	El001G073170
OG0003972	g45484	El003G176150
OG0003972	g29616	El001G074140
OG0003973	g10895, g40689	El007G366340
OG0003974	g19228	El001G023050
OG0003975	g24043, g24044, g17372	El003G165180
OG0003977	g2382	El005G253780, El001G023710
OG0003978	g27671	El002G114880
OG0003980	g22919	El003G145670
OG0003981	g47971	El003G145570
OG0003982	g22830	El003G144470, El003G144460
OG0003983	g36931	El006G319730
OG0003984	g40300	El001G009120
OG0003985	g40452	El007G360560, El007G360450, El007G360580, El007G360700, El007G360670, El007G360590, El007G360630, El001G005210
OG0003986	g18399	El007G363850
OG0003987	g6405	El005G268810
OG0003987	g24852	El003G179200
OG0003988	g17721	El003G175110
OG0003989	g17645, g24444	El003G172590
OG0003990	g16803	El001G042100, El003G192200
OG0003991	g37710	El006G280840
OG0003992	g50801	El006G281040
OG0003993	g1866	El007G335230, El001G033280
OG0003994	g44729, g44728	El002G110220
OG0003995	g37527	El006G284750
OG0003996	g37521	El006G285040
OG0003998	g45313	El001G080800, El008G369520, El008G369510
OG0003999	g13083	El005G245710
OG0004001	g39238	El007G331770
OG0004002	g18642, g9813	El007G327020
OG0004003	g40101	El006G306660
OG0004004	g25394	El001G001100
OG0004006	g40098	El006G306610
OG0004008	g12839, g12576	El005G239920
OG0004009	g54049	El002G131510, El005G242500
OG0004010	g7560	El005G243340
OG0004011	g2173	El001G027300
OG0004012	g51836	El006G289820
OG0004013	g19049, g2185	El001G027010
OG0004014	g6473	El002G125970
OG0004015	g51758	El006G290820
OG0004016	g51772	El006G290520
OG0004019	g51730, g37288	El006G291550
OG0004021	g2464	El001G021930
OG0004021	g37279	El006G291700
OG0004022	g51031, g38353	El006G316040
OG0004026	g23814	El003G159820
OG0004026	g28264	El007G343860
OG0004027	g17177, g23782	El003G159370
OG0004028	g23752	El003G158940
OG0004028	g23757	El007G341360
OG0004029	g928	El007G339350
OG0004030	g50992	El006G316910
OG0004031	g51548	El006G295150, El006G295140
OG0004033	g31369	El002G095690
OG0004035	g31074	El002G090300, El002G090470
OG0004036	g1069	El007G351360, El001G012000
OG0004037	g49394	El005G267930, El002G084680, El005G260270
OG0004038	g29205	El001G065340
OG0004039	g10108	El001G051280
OG0004040	g4683, g10152	El001G049260, El001G049320
OG0004043	g4634, g10208	El007G346060, El005G269110
OG0004044	g29741, g5645	El001G077130
OG0004045	g570	El001G054340
OG0004046	g9986	El001G056370
OG0004047	g18585	El001G056430, El007G346830
OG0004048	g452	El007G330100
OG0004049	g416	El007G329250
OG0004050	g28857	El001G013670, El001G057470
OG0004051	g11469	El001G012510
OG0004051	g781, g780	El001G058330
OG0004052	g44658	El004G223160
OG0004053	g46432	El004G231590
OG0004054	g7273	El003G187100
OG0004055	g12221, g7217	El005G249700, El001G051600
OG0004056	g17620, g24418	El003G172230
OG0004057	g12055, g6973	El005G253990
OG0004058	g12051, g6968	El005G254000
OG0004059	g6912	El005G254980
OG0004060	g13298	El005G255240, El006G320300
OG0004061	g12018	El005G255360
OG0004062	g6870, g13308	El005G255790
OG0004063	g13316, g11994	El005G256000
OG0004064	g13357	El002G134960
OG0004065	g6691	El005G259070
OG0004066	g11823	El005G261150
OG0004067	g11399	El005G267550, El007G352750
OG0004068	g13689	El007G344800, El005G272860
OG0004069	g36387, g54123	El002G133300
OG0004070	g12157	El005G251390
OG0004071	g19005	El001G028270, El002G127220
OG0004072	g18977	El001G029140
OG0004072	g52017	El006G287280
OG0004073	g1642, g11201, g2011, g18899	El001G030860
OG0004079	g30304, g30286, g20245, g20213, g20261, g30318, g30272	El072G376470
OG0004082	g45113, g39516	El001G009760, El001G001990
OG0004087	g3959, g6639, g4830	El001G011860, El006G300190
OG0004088	g25174	El006G293950
OG0004092	g47750, g16984	El003G152520
OG0004093	g47760	El003G152150
OG0004094	g18182, g23156	El003G148870
OG0004095	g18183, g47859, g23150	El003G148780
OG0004096	g47876	El003G148160
OG0004097	g41075	El004G203700, El004G205020
OG0004099	g10808	El001G036190
OG0004101	g1016, g39371, g3761	El007G336660, El003G162300
OG0004102	g16761	El003G193490
OG0004104	g28358	El007G341600
OG0004106	g39400, g973	El007G337600
OG0004108	g1058, g28551	El007G335900
OG0004110	g29547	El001G072300
OG0004111	g45496	El001G073540
OG0004112	g9897	El007G329300
OG0004113	g47275	El003G167970
OG0004114	g24177	El003G167940
OG0004115	g47284, g24160	El003G167590
OG0004116	g47353	El003G165200
OG0004117	g24031	El003G164860
OG0004118	g17851, g23989	El003G164190
OG0004119	g32690	El002G121540
OG0004120	g47363, g17394	El003G164950
OG0004121	g28172, g35943, g53793	El002G127690
OG0004122	g53741, g28200, g28203	El002G127270
OG0004123	g50498	El002G114980
OG0004124	g32494	El002G117550
OG0004125	g22912	El003G145520
OG0004126	g37190, g51612	El007G343820
OG0004127	g38477	El003G144570
OG0004128	g18353	El003G141990
OG0004129	g49580	El002G090270
OG0004130	g10378	El001G044530
OG0004131	g14183, g43060, g14177, g14168, g14114, g14140, g14133, g14188, g14171, g14156, g14151, g14185, g32545, g14130, g14126, g14117, g14144, g14153, g14136, g14160, g14127, g14165	El005G279510
OG0004132	g37964	El006G298280, El002G126120
OG0004133	g37050	El007G358030
OG0004134	g36266	El007G357050, El002G130930
OG0004135	g23863	El003G161040
OG0004136	g25671	El001G006780
OG0004137	g40687, g10897	El007G366290
OG0004139	g16795	El003G192390
OG0004140	g37727	El006G280440
OG0004141	g50810, g37708	El006G280860
OG0004142	g52161	El006G284570, El006G284580
