Orthogroup	Cochlearia_excelsa	Aethionema_saxatile
OG0003655	g45741	As009G202850
OG0003656	g45748	As009G203220
OG0003657	g13143, g7294, g12274	As009G209290
OG0003658	g5683, g29777	As009G214410
OG0003659	g406	As009G218240
OG0003660	g1186, g28725	As009G219910
OG0003662	g2823, g19542	As010G224350
OG0003663	g44748, g32132	As010G232730
OG0003665	g45952	As010G241450
OG0003666	g44289	As010G243710
OG0003667	g7261	As011G244920
OG0003668	g12236, g7223	As011G245570
OG0003670	g13211	As012G269210, As011G246210, As011G246190
OG0003671	g7098	As011G247450
OG0003672	g6979	As011G249210
OG0003672	g24373, g24364	As012G274250
OG0003673	g13495, g11725	As011G256420
OG0003674	g13528	As011G258320
OG0003675	g1067	As011G260870
OG0003676	g12460	As011G262250
OG0003678	g11900	As012G271670
OG0003680	g19254	As012G275950
OG0003682	g11268	As012G282610
OG0003695	g47664, g23556	As001G000260
OG0003696	g16988	As001G002170
OG0003697	g23123, g18199	As001G013520
OG0003698	g47899	As001G014650
OG0003699	g38127, g874	As003G063440
OG0003700	g47167	As001G017940
OG0003701	g10737	As001G023150
OG0003702	g10559	As006G146620, As001G025510
OG0003703	g46760	As001G028680
OG0003704	g40891	As001G032010
OG0003705	g51961, g37370	As002G038400, As002G033540, As002G033530, As002G033330, As002G038420
OG0003706	g2895	As006G129200
OG0003706	g54235, g54243	As002G033350
OG0003707	g26795, g1414	As002G041790
OG0003708	g28524	As002G047410
OG0003709	g1079, g39340	As002G048350
OG0003710	g29360	As002G050330
OG0003712	g40500	As004G086990
OG0003713	g40483	As003G058930
OG0003715	g40371	As004G084520, As003G061370
OG0003717	g25375	As003G065150
OG0003718	g54247	As012G283390, As003G068900, As012G283000, As012G283420, As003G068910
OG0003719	g5765, g45343	As004G079960
OG0003720	g5799	As004G080650
OG0003721	g40362	As004G084480
OG0003723	g13469	As011G255400
OG0003724	g13391, g24445	As004G096690
OG0003726	g39241, g28052	As005G099480
OG0003727	g37648	As005G100910
OG0003728	g38224	As005G103260
OG0003729	g52143	As005G103280
OG0003730	g18969	As012G284400
OG0003731	g47315	As005G108120
OG0003732	g28743	As005G115590
OG0003733	g39715	As006G124860
OG0003735	g39733, g11118	As006G125180
OG0003736	g37937	As006G125840
OG0003737	g39760	As006G126080
OG0003738	g51263	As006G127030, As006G129750
OG0003739	g51239	As006G127380
OG0003740	g30996	As006G127670
OG0003741	g37804	As006G130380
OG0003742	g40156	As006G131050
OG0003744	g46647	As006G136120
OG0003746	g12502	As006G139770
OG0003747	g12957, g12448	As006G140970
OG0003748	g12983	As006G141550
OG0003749	g7551, g12421, g12423, g12422	As006G141820
OG0003750	g11277	As006G143250
OG0003752	g31696	As007G153770, As007G153790
OG0003753	g27510	As007G158090
OG0003754	g50323, g32075	As007G160060
OG0003755	g50351, g27585	As007G160580
OG0003756	g47503	As007G162820
OG0003758	g50896	As007G180320
OG0003759	g49920, g27283	As008G182680
OG0003760	g31189, g49624	As008G188230
OG0003761	g26955	As008G194990
OG0003762	g1203	As008G195820
OG0003763	g5912	As011G267040
OG0003763	g30854	As008G196490
OG0003764	g30748	As008G198650
OG0003765	g5080	As009G201670
OG0003766	g30090, g30097, g22343, g22274, g22486, g36091, g22507, g22468, g22287, g36092, g30096, g22485, g22271, g22467, g22506, g22286, g30089	As009G201910
OG0003767	g9962	As009G217110
OG0003768	g326	As009G219380
OG0003769	g28697, g1158	As009G220100
OG0003770	g11406	As010G223730
OG0003771	g1207	As010G223770
OG0003772	g47856	As010G226150
OG0003773	g45781	As010G232260
OG0003774	g44756	As010G232640
OG0003775	g44357	As010G241780, As010G241710
OG0003776	g46478	As010G242140
OG0003777	g44346	As010G242360
OG0003778	g6775	As012G272310
OG0003779	g6720	As011G252740
OG0003780	g54228	As011G253670
OG0003781	g6483	As011G256130
OG0003782	g13571	As011G260900
OG0003783	g13581	As011G261510
OG0003784	g54313	As012G268240
OG0003785	g36713	As012G268460
OG0003786	g36522	As012G271300
OG0003787	g36409	As012G272640
OG0003788	g19171	As012G278110
OG0003789	g11284	As012G281210
OG0003791	g19017	As012G283110
OG0003792	g11257	As012G283540, As012G283530
OG0003823	g17052	As001G000130
OG0003824	g47786, g23314	As001G003930
OG0003826	g50279, g29333	As001G013420
OG0003827	g23068	As001G014340
OG0003829	g32528	As001G016050
OG0003831	g31228	As008G187710, As001G019740
OG0003832	g10798	As001G022590
OG0003833	g51207	As001G029870
OG0003835	g40869	As001G031760
OG0003836	g13038	As002G034190
OG0003837	g29552	As002G035690
OG0003838	g1334	As002G043340
OG0003839	g28472, g950	As002G046090
OG0003840	g1019	As002G047330
OG0003841	g28556	As002G048100
OG0003842	g5297, g29387	As002G050720
OG0003843	g615	As009G215300
OG0003843	g29440	As002G051750
OG0003844	g10950, g40606	As004G088690, As003G056700
OG0003845	g17462	As004G088260
OG0003845	g47279	As003G057190
OG0003846	g23879, g47469	As003G061760, As003G061770
OG0003847	g47470	As003G061780
OG0003848	g32703	As003G062940, As003G062930
OG0003849	g27805, g32722	As004G083190, As003G063100
OG0003850	g28124, g53941	As003G066510
OG0003851	g24483, g32417	As003G070320
OG0003852	g22965, g47942	As003G072180
OG0003853	g47991	As003G073840
OG0003854	g46779	As004G077370
OG0003855	g40210	As004G080850
OG0003856	g28150	As004G080910
OG0003858	g26657, g18459, g36500	As004G082850
OG0003859	g25691	As004G084640
OG0003860	g52195	As004G085360, As005G102330
OG0003861	g18398	As004G088000
OG0003862	g10951	As004G088680
OG0003863	g40718, g10846	As004G090680
OG0003864	g18728	As012G288630, As005G099140
OG0003865	g1809, g38251	As005G100390
OG0003866	g37596	As005G101820
OG0003867	g45292	As005G106780, As005G106790
OG0003868	g832	As005G114040
OG0003869	g28823	As005G114220
OG0003870	g41324, g28818	As005G114300
OG0003871	g28788, g41313	As005G114600, As010G224930
OG0003872	g45270	As006G121350
OG0003873	g5079, g39510	As006G122480
OG0003874	g39604	As006G123540
OG0003875	g26924, g30850, g49444	As008G196530, As006G124610
OG0003876	g39832	As006G126090
OG0003877	g47622	As006G132510
OG0003878	g7652, g12926	As006G139920
OG0003880	g37949, g25033	As006G148820, As006G148810
OG0003881	g44301	As007G152470
OG0003882	g50037	As007G154510
OG0003883	g27398	As007G158890
OG0003884	g32148	As007G160570
OG0003885	g23810, g28282	As007G163750
OG0003887	g31558	As008G182590
OG0003889	g31149, g49652, g27058	As008G189240
OG0003890	g51250, g51247, g26965	As008G194200
OG0003891	g29216	As009G201620
OG0003893	g41477	As009G204140
OG0003894	g10145	As009G206320
OG0003895	g47963, g4983	As009G211380, As009G207230, As009G207290, As009G210320
OG0003896	g4661	As009G207440
OG0003897	g5615, g13116	As009G212730
OG0003898	g29756, g5649	As009G214230
OG0003899	g10074	As009G215120
OG0003900	g11376	As010G221610
OG0003901	g19498	As010G223350
OG0003902	g2805	As010G224000
OG0003903	g41506	As010G231110
OG0003904	g46286	As010G236930
OG0003908	g44350	As010G242240
OG0003910	g7175	As011G246310
OG0003911	g13219	As011G246660, As011G246610
OG0003913	g12109	As011G247940
OG0003914	g7042	As011G248290
OG0003916	g11953, g13345	As011G251860
OG0003917	g6752, g13361, g13362	As011G252470
OG0003918	g6715	As011G252890
OG0003919	g6627, g13397, g6625, g6624, g6613	As011G253850
OG0003920	g11788, g6567, g25753	As011G254760
OG0003921	g5957, g45357	As011G266120
OG0003922	g36631, g11532	As012G269750
OG0003923	g54028, g28110	As012G274150
OG0003924	g2457, g19291	As012G278770
OG0003925	g19113	As012G281550
OG0003926	g52275, g18686, g1874	As012G287150
OG0003948	g23447	As001G001850
OG0003948	g13920	As011G265930
OG0003949	g16974	As001G002710
OG0003950	g32553, g27766	As001G016530
OG0003952	g25482	As001G018840
OG0003953	g40986, g40987	As001G021240
OG0003954	g1516, g10735	As001G023250
OG0003955	g16695, g10685	As001G023780
OG0003956	g10486, g1620	As001G026420
OG0003957	g10479	As001G026450
OG0003958	g46794	As004G077260
OG0003958	g45017	As001G029020
OG0003959	g37365, g38148, g51950	As002G033730
OG0003960	g7424, g12367	As009G214470, As002G035970
OG0003961	g13110, g12342	As002G036570
OG0003962	g13118	As002G037220
OG0003965	g1366, g28295, g22598, g22599	As002G042610
OG0003966	g28393	As007G166260, As002G044520
OG0003967	g29402, g5320	As002G051060
OG0003968	g29433	As002G051630
OG0003969	g29444, g609	As002G051810
OG0003970	g5402	As002G052470
OG0003971	g5492	As002G054270
OG0003972	g45484, g29616	As002G055130
OG0003973	g10895	As003G055920
OG0003973	g40689	As004G089980
OG0003974	g19228	As003G057050
OG0003975	g24044, g17372	As003G058840
OG0003976	g23923	As003G060960
OG0003977	g2382	As012G276670, As003G066850
OG0003978	g27671	As006G144580, As003G069520
OG0003979	g50620, g27762	As003G071610, As003G071620, As003G071630
OG0003980	g22919	As003G072720
OG0003981	g47971	As003G072830
OG0003982	g22830	As003G073740
OG0003983	g36931	As003G074540
OG0003984	g40300	As004G083600
OG0003985	g40452	As004G085790
OG0003986	g18399	As004G088130
OG0003987	g6405	As011G257790
OG0003987	g24852	As004G093320
OG0003988	g17721	As004G095470
OG0003989	g17645, g24444	As004G096680
OG0003990	g16803	As004G097720
OG0003991	g37710	As005G099930
OG0003992	g37700	As005G100160
OG0003993	g1866	As005G101180, As006G126880
OG0003994	g44729, g44728	As005G103050, As007G160380
OG0003995	g37527	As005G103140
OG0003996	g37521	As005G103420
OG0003998	g45313	As005G107400
OG0003999	g12373	As005G109390
OG0004000	g850	As005G114360
OG0004001	g39238	As005G115180
OG0004002	g9813	As005G116460
OG0004004	g25394	As006G121940
OG0004005	g39886	As006G127760
OG0004006	g40098	As006G130440
OG0004007	g12816	As006G137920
OG0004008	g12576	As006G138240, As009G206850
OG0004009	g54049	As012G273990, As006G140960
OG0004010	g7560	As006G141640, As009G212110
OG0004011	g2173	As012G282540
OG0004012	g51836	As006G143040
OG0004013	g19049, g2185	As012G282260, As006G143070
OG0004014	g6473	As006G143270
OG0004015	g51758	As006G143670
OG0004016	g51772	As006G143900
OG0004017	g37205	As006G145950
OG0004021	g2464, g37279	As006G148300
OG0004022	g51031, g38353	As007G152020, As007G177620
OG0004025	g27545, g50280	As007G159370
OG0004026	g23814, g28264	As007G163630
OG0004027	g17177, g23782	As007G164540
OG0004028	g23752	As007G165260
OG0004029	g929	As007G177730
OG0004030	g38381, g50992	As007G178020
OG0004031	g51548	As011G245950, As007G180840, As007G180850
OG0004032	g18352	As007G182130
OG0004033	g31369	As008G185010
OG0004035	g31074	As008G191840
OG0004036	g1069	As008G194270
OG0004037	g49394	As008G197570
OG0004038	g29205	As009G201890, As009G201900
OG0004039	g10108	As009G205460
OG0004040	g4683, g10152	As009G206590
OG0004043	g4634, g10208	As009G208000
OG0004045	g570	As009G215710
OG0004046	g9986	As009G216920
OG0004047	g18585	As009G216980
OG0004048	g452	As009G217550
OG0004049	g416	As009G218170
OG0004050	g28857	As010G225880
OG0004051	g11469	As010G226350
OG0004052	g44658	As010G234160
OG0004053	g46432	As010G235210
OG0004054	g7273	As011G244730
OG0004055	g12221, g7217	As011G245670
OG0004056	g17620, g24418	As012G274720, As011G248850
OG0004057	g12055, g6973	As011G249280
OG0004058	g12051, g6968	As011G249290
OG0004060	g13298	As011G250180
OG0004061	g12018	As011G250270
OG0004062	g6870, g13308	As011G250550, As011G250570, As011G250600, As011G250560
OG0004063	g13316, g11994	As011G250770
OG0004064	g13357	As011G252680, As012G271950
OG0004065	g6691	As011G253220
OG0004066	g11823, g28969	As011G254320
OG0004067	g11399	As011G256390
OG0004068	g13689	As011G262720
OG0004069	g36387, g54123	As012G273000
OG0004070	g12157	As012G282310
OG0004071	g19005	As012G283350
OG0004072	g18977, g52017	As012G284150
OG0004073	g1642, g11201, g2011, g18899	As012G285330
OG0004092	g47750, g16984	As001G002580
OG0004093	g47760	As001G003020
OG0004094	g18182, g23156	As001G012290
OG0004095	g18183, g47859	As001G012460
OG0004096	g47876	As001G014080
OG0004097	g41075	As001G019550
OG0004099	g10808	As001G022420
OG0004100	g16488, g16486	As001G027270
OG0004101	g1016, g39371, g3761	As001G029080
OG0004102	g40740	As001G030300
OG0004102	g16761	As004G098370
OG0004103	g12307	As002G037810, As002G037800, As002G037790
OG0004104	g28358	As002G043900
OG0004105	g39426, g954	As002G046100
OG0004106	g39400, g973	As002G046540, As009G207520
OG0004107	g52237, g37584	As002G046780
OG0004108	g1058, g28551	As002G047980
OG0004109	g29448	As002G052000
OG0004110	g29547	As002G053550
OG0004111	g45496	As002G054640
OG0004112	g29617	As002G055140
OG0004112	g9897	As009G218120
OG0004113	g24178, g47275	As004G088410, As003G057000
OG0004114	g24177	As003G057030, As004G088400
OG0004115	g24160	As003G057230
OG0004116	g47353	As003G058820
OG0004117	g24031, g47369	As003G059100
OG0004118	g17851, g23989	As003G059740
OG0004119	g32690	As003G062860
OG0004120	g47363, g17394	As003G063760
OG0004121	g35943, g53793	As003G064620
OG0004122	g53741, g28200, g28203	As004G082890, As003G064780
OG0004123	g50498	As003G069730
OG0004124	g32494, g27716	As003G071390
OG0004125	g22912	As003G072870
OG0004126	g37190, g51612	As003G073720
OG0004127	g11289, g38477, g25574, g25572, g38454	As003G073890
OG0004128	g18353	As003G076290
OG0004129	g26049, g49582, g49580	As004G078290
OG0004130	g16887, g10378	As004G078500
OG0004131	g14183, g43060, g14177, g14168, g14114, g14140, g14133, g14188, g14171, g14156, g14151, g14185, g32545, g14130, g14126, g14117, g14144, g14153, g14136, g14160, g14127, g14165	As011G267420, As004G079300
OG0004133	g37050	As004G082180
OG0004134	g36266	As004G082540
OG0004135	g23863	As004G084160
OG0004136	g25671	As004G084940
OG0004137	g40687, g10897	As004G089940
OG0004138	g47061	As004G095680
OG0004139	g16795	As004G097850
OG0004140	g37727	As005G099510
OG0004141	g50810, g37708	As005G099950, As012G288140
OG0004142	g52161	As005G103000
OG0004143	g38218, g52124	As005G103610
OG0004144	g52092	As005G104410
OG0004145	g37468	As005G104470
OG0004146	g1984	As012G284840
OG0004146	g18945	As005G104830
OG0004147	g745	As005G112540
OG0004148	g28885, g773	As005G113170
OG0004149	g827, g826, g825	As005G113840
OG0004150	g28798	As005G114510, As010G225010
OG0004151	g39259, g1234	As005G115870
OG0004153	g25350	As006G121660
OG0004154	g25402, g45262	As006G122110
OG0004155	g25404	As006G122150
OG0004156	g39583	As006G123180
OG0004157	g25467	As006G123200
OG0004158	g39714	As006G124850
OG0004159	g30862	As008G196350
OG0004160	g39821	As006G126710
OG0004161	g51272	As006G126870
OG0004162	g39911	As006G128050
OG0004163	g39915	As006G128110
OG0004164	g5558, g37895	As006G128260
OG0004165	g40017, g31069, g49565	As006G129050
OG0004166	g38289	As006G131720
OG0004167	g50103, g31546, g25051, g24456, g23643	As006G132450
OG0004168	g45656	As009G200130
OG0004169	g12660	As006G136100
OG0004170	g7800, g12615	As006G137240
OG0004171	g10180	As006G137640
OG0004172	g7721, g12837	As006G138260
OG0004174	g12974, g12438	As006G141250
OG0004175	g51907	As006G142360
OG0004176	g51666, g38086	As006G146830
OG0004177	g51702	As006G147500
OG0004178	g49964	As007G152740
OG0004179	g50060	As007G155390
OG0004180	g31897	As010G237660, As007G156240
OG0004181	g27467	As007G156800
OG0004182	g45969	As010G233100, As007G158660
OG0004183	g17205, g23828	As007G163050
OG0004184	g23823	As007G163160
OG0004185	g23817	As007G163590
OG0004186	g40244	As007G163940
OG0004187	g17181, g23790, g47531	As007G164400
OG0004188	g1307	As007G179030, As007G179010
OG0004189	g31415, g10557	As008G184410
OG0004190	g31390, g49824	As008G184700, As008G184690
OG0004192	g19346, g49404	As008G197350
OG0004193	g45718, g3836	As009G201990
OG0004194	g5053	As009G202240
OG0004195	g29505, g4996	As009G203180
OG0004196	g10128, g51931, g51929, g51936, g4791	As009G205970
OG0004197	g5574, g5570, g2956	As009G211300
OG0004198	g10087, g18549, g14920, g18550	As009G214930
OG0004199	g41630, g41629	As009G215090, As009G215070
OG0004200	g18571	As009G216370
OG0004202	g441	As009G217710
OG0004203	g9856, g356	As009G218930
OG0004204	g9850, g344	As009G219070
OG0004205	g1198	As009G219810
OG0004206	g19394	As010G221690
OG0004207	g2944	As010G225090, As010G225080, As010G225100, As010G225060, As010G225070
OG0004208	g46093	As010G233390
OG0004209	g45927	As010G234300
OG0004210	g45934, g44642	As010G234490
OG0004211	g45968, g19479	As010G234890
OG0004212	g46387	As010G235670
OG0004213	g44541	As010G239270
OG0004214	g46053	As010G240480
OG0004215	g46442	As010G241600, As010G241620
OG0004216	g46556	As010G243430
OG0004217	g7289	As011G244640
OG0004218	g13233, g12143	As011G247420
OG0004219	g7073	As011G247730
OG0004220	g7046	As011G248180, As012G270710
OG0004221	g6903	As011G250150
OG0004223	g13327	As011G251120
OG0004224	g6815, g11961	As011G251370, As012G272690
OG0004225	g6789, g11956	As011G251650
OG0004226	g11877, g6687	As011G253300
OG0004227	g6630	As011G253800
OG0004228	g13396, g6629	As011G253810
OG0004229	g11832, g11831	As011G254240
OG0004230	g4678, g6590, g13422	As011G254340
OG0004231	g13441, g11787	As011G254780
OG0004232	g11753	As011G255480
OG0004233	g6505, g13475	As011G255710
OG0004234	g6035	As011G264880
OG0004235	g5975, g13925, g53828	As011G265830
OG0004236	g47684, g23521	As011G266690
OG0004237	g25108	As011G267270, As011G267280
OG0004239	g54361, g36735	As012G268080
OG0004240	g36681	As012G269260
OG0004241	g36663, g54304	As012G269460
OG0004242	g54291	As012G269770
OG0004243	g36614	As012G269900
OG0004244	g36493	As012G271830
OG0004245	g28099, g45806	As012G273560, As012G273570
OG0004246	g54052	As012G280620, As012G273950
OG0004247	g51470	As012G274970
OG0004248	g12936, g12481	As012G275400, As012G276260
OG0004249	g5346	As012G280760
OG0004250	g44291	As012G281060
OG0004251	g11242, g18988, g2091	As012G283920
OG0004252	g37437	As012G284390
OG0004253	g18714	As012G286840
OG0004254	g11165, g1834	As012G287640
OG0004255	g36017	As012G288240
OG0004275	g47688, g23511	As001G000870
OG0004276	g18202, g23107	As001G002160
OG0004277	g47737, g23424	As011G265640, As001G002210
OG0004279	g23331	As001G003660
OG0004280	g47839	As001G006810
