Orthogroup	Cochlearia_excelsa	Brassica_napus
OG0001184	g1810	XP_013741908.2, XP_013690723.2, XP_013711665.1, XP_013663914.1
OG0001184	g50789	XP_013710491.2, XP_013747624.1, XP_013734850.2, XP_013734873.1, XP_048634793.1, XP_013717035.1
OG0001185	g1835	XP_013708750.1, XP_013663898.2, XP_013648456.2, XP_048616217.1, XP_013699463.2
OG0001185	g37654	XP_013710172.2, XP_013752005.2, XP_022554896.1
OG0001186	g18898	XP_013733226.1, XP_013742108.1
OG0001187	g39793	XP_022570767.2, XP_013674629.1, XP_013738993.1, XP_013679376.2
OG0001187	g26954	XP_013644786.2, XP_013693136.1, XP_013716079.2
OG0001188	g5594	XP_013715587.2, XP_013684200.2
OG0001188	g37894, g5559	XP_048630387.1, XP_048633816.1, XP_013731175.2, XP_048630287.1, XP_048636812.1, XP_048630279.1, XP_048610284.1
OG0001189	g7940	XP_048614744.1, XP_013730592.2, XP_013735627.2, XP_013684257.1
OG0001189	g5188	XP_013727827.2, XP_013712913.1, XP_013667674.1, XP_013714820.1
OG0001190	g4934, g29034, g41480	XP_013681846.1, XP_013729971.2, XP_013683140.2, XP_013687419.1, XP_013728815.1, XP_048602396.1
OG0001191	g10149	XP_013703736.2, XP_013703851.1, XP_048631082.1, XP_022561422.2, XP_048601894.1, XP_048603950.1
OG0001191	g12854, g12562	XP_048615411.1, XP_013750702.2, XP_048632227.1, XP_013681009.1
OG0001192	g17606	XP_013738173.1, XP_048618826.1, XP_013711762.1, XP_013655761.1, XP_013702304.2, XP_013743907.1
OG0001193	g2189	XP_022556650.1, XP_048633907.1, XP_013655906.2, NP_001302684.1
OG0001193	g51812, g37332	XP_013747371.1, XP_013687687.1, XP_013691723.1, XP_013748326.2, XP_013716867.2, XP_013734576.1
OG0001194	g2180	XP_013654752.1, XP_013659883.2
OG0001194	g7548	NP_001302753.1, XP_048600785.1, XP_022559263.2, XP_013696905.1
OG0001195	g31703	XP_013681531.1, XP_013651768.2, XP_022558545.2, XP_022543898.2
OG0001195	g46000	XP_013701396.2, XP_013652355.1, XP_048613301.1, XP_048604537.1, XP_013701162.2, XP_048591781.1
OG0001196	g44483, g46180	XP_022568249.1, XP_048613793.1
OG0001196	g27431, g50082	XP_013741513.1, XP_013673016.1, XP_013641897.2, XP_013697541.1, XP_013664429.1
OG0001197	g19149	XP_048620590.1, XP_013711097.1
OG0001198	g10125	XP_048629343.1, XP_022558166.1, XP_048603970.1, XP_022571266.1, XP_048595337.1, XP_022547357.2, XP_013689744.1, XP_022569934.1, XP_048595338.1, XP_022571253.2, XP_048617884.1, XP_048591138.1
OG0001200	g672	XP_013674669.2, XP_013721912.1
OG0001201	g499	XP_013661047.2, XP_013724616.2, XP_013643490.2, XP_022562921.1
OG0001201	g2696	XP_013745025.1, XP_013672123.1, XP_013727059.2, XP_022543110.2, XP_013697267.2, XP_048607618.1
OG0001202	g2591	XP_013686863.2, XP_013677900.1
OG0001203	g3287	XP_048607660.1, NP_001303232.1, XP_048602382.1, XP_048604935.1, XP_013698556.1, XP_013643547.1, XP_013682758.1, XP_013699468.2
OG0001205	g36609	XP_013646326.1, XP_013752445.1, XP_048606539.1, XP_013654620.2
OG0001205	g7109, g13232	XP_048595256.1, XP_048630558.1, XP_013678579.1, XP_048600893.1, XP_048632415.1, XP_013684841.1, XP_048628011.1, XP_013693056.2, XP_048612987.1
OG0001206	g7008	XP_013725147.1, XP_048594910.1, XP_013749610.2, XP_022575379.2, XP_022575903.2, XP_013749608.2, XP_022575382.2, XP_048613523.1, XP_048613528.1
OG0001207	g24396, g17607	XP_013743928.2, XP_013699138.1, XP_013738174.2, XP_013703861.1
OG0001207	g12065	XP_048594784.1, XP_013690456.1, XP_013697565.2, XP_013749549.2
OG0001208	g13325	XP_013731109.1, XP_013716037.1
OG0001208	g6854, g11987	XP_048635589.1, XP_013744131.1, XP_013749372.1
OG0001209	g11976	XP_048630723.1, XP_013749342.1, XP_013706522.1
OG0001209	g6831	XP_013692171.2
OG0001210	g36442	XP_013735832.1, XP_048606477.1
OG0001213	g47151	XP_022569826.1, XP_048615603.1, XP_048629913.1
OG0001213	g37046	XP_048591692.1, XP_048624074.1, XP_013650861.1, XP_048604657.1, XP_013668674.1, XP_013699776.1, XP_048634148.1, XP_013668668.1, XP_013717587.2
OG0001214	g26586	XP_048600358.1, XP_048609771.1, XP_048607525.1, XP_048613064.1, XP_048603895.1, XP_048602884.1, XP_048600395.1, XP_048622015.1, XP_048618689.1, XP_048621539.1, XP_048621944.1, XP_048612078.1, XP_048624631.1, XP_048622342.1, XP_048604205.1, XP_048619745.1, XP_048614705.1, XP_048624633.1, XP_048617693.1, XP_048624646.1, XP_048614492.1, XP_048601604.1, XP_048612786.1, XP_048607077.1
OG0001216	g51963	XP_013647859.2, XP_048612696.1, XP_013647858.2, XP_013734494.2
OG0001217	g24465	XP_013672744.1, XP_048629469.1
OG0001218	g7727	XP_048636129.1, XP_013751924.1, XP_048615727.1, XP_013750671.1, XP_013750758.2
OG0001218	g7717	XP_013750737.1, XP_013750689.1
OG0001219	g11274	XP_013654576.3, XP_048622245.1
OG0001219	g37070, g37071, g37072, g11430, g26094	XP_048592981.1, XP_048616776.1, XP_048591979.1, XP_048616773.1
OG0001220	g3079	XP_022573227.1, XP_048608115.1, XP_013715888.1, XP_048608116.1
OG0001221	g16393	XP_048607383.1, XP_048601691.1, XP_048613456.1, XP_048622062.1, XP_048607571.1, XP_048615871.1, XP_048615841.1, XP_048613455.1, XP_048591193.1, XP_048610734.1, XP_048604814.1, XP_048605176.1
OG0001222	g23348, g16960, g47771	XP_013705428.2, XP_013750424.3, XP_048594871.1, XP_013685871.2, XP_048601241.1, XP_013679201.2
OG0001224	g31167	XP_013641023.2, XP_013657685.1
OG0001224	g27062	XP_048595891.1, XP_013687715.1, XP_048601709.1, XP_048633130.1
OG0001225	g16608	XP_048591359.1, XP_013707440.2, XP_013642775.2, XP_013698360.1, XP_013642780.2, XP_048600580.1, XP_013698349.2, XP_013642776.2, XP_022562110.2
OG0001228	g36352	XP_022570900.1
OG0001228	g19376	XP_048596468.1, XP_022563265.1, XP_048622895.1
OG0001229	g28587, g28582, g28581	XP_048608222.1, XP_048608237.1
OG0001230	g9884	XP_048630214.1, XP_013678259.2, XP_048603218.1, XP_013718226.1, XP_022543196.2
OG0001230	g5551	XP_048607796.1, XP_013725560.1, XP_013718987.2, XP_048603097.1
OG0001231	g391	XP_013718191.1, XP_048637822.1, XP_048630226.1, XP_048627940.1, XP_013675388.2, XP_048630224.1
OG0001231	g29634	XP_048603102.1, XP_013718938.1, XP_013715453.2, XP_013647094.2, XP_013738647.2, XP_013722544.1
OG0001232	g17457	XP_013719429.2, XP_013727168.2
OG0001232	g47293, g35006	XP_048605814.1
OG0001233	g23931, g47447	XP_013737968.1, XP_013671197.1, XP_022572572.2, XP_048618996.1
OG0001233	g40387, g25674	XP_013662157.2, XP_022557075.1, XP_013740838.2, XP_013684121.2
OG0001234	g36180	XP_013751473.1, XP_048626466.1, XP_013693116.1, XP_048599178.1, XP_013669831.2
OG0001235	g6092, g13735	XP_048593263.1, XP_013692840.1
OG0001235	g23002	XP_022555761.2, XP_048606852.1, XP_013656458.2, XP_013643257.3, XP_022572815.1, XP_022550168.2, XP_013640000.2
OG0001236	g47093	XP_048594591.1, XP_013655702.1, XP_048621777.1, XP_048621775.1
OG0001236	g51298	XP_048594373.1, XP_013675826.1, XP_013748682.2
OG0001237	g37633	XP_013688259.1, XP_013749668.1, XP_013748219.2, XP_013748112.1
OG0001237	g1864	XP_013644355.2, XP_022573554.1, XP_013712017.2, XP_013707984.2
OG0001238	g52280	XP_013640022.1, XP_013688272.2, XP_022574823.1, XP_013752192.2
OG0001239	g18874	XP_013701632.2, XP_013648274.2, XP_013663828.2, XP_013710969.2
OG0001241	g38216	XP_013656027.1
OG0001241	g37514	XP_048631777.1, XP_013681275.2, XP_013690869.1, XP_013725450.2
OG0001242	g5744, g45348	XP_013724971.2, XP_022554156.2, XP_048624336.1, XP_013720264.2, XP_013721509.2, XP_013699780.1
OG0001243	g18038	XP_013705573.1, XP_013668654.1, XP_048591938.1, XP_013701120.2
OG0001243	g29126	XP_013676033.1, XP_013721853.1
OG0001245	g2517	XP_013737181.1, XP_013737047.1
OG0001245	g25	XP_013651743.1, XP_013710093.1, XP_013652816.1, XP_013661310.2, XP_048631533.1, XP_048630030.1, XP_048603303.1
OG0001246	g26886	XP_048627647.1, XP_048627073.1, XP_048627066.1, XP_013742474.1, XP_013688745.2
OG0001246	g39512	XP_013722833.1, XP_013726356.2
OG0001247	g25488	XP_013740796.1
OG0001247	g7578	XP_013750594.1, XP_013697550.2, XP_013698632.1, XP_022553889.2
OG0001248	g51124, g51128, g37871	XP_013742434.1, XP_013744232.1
OG0001249	g51720, g43710	XP_013707801.1, XP_013734680.2, XP_013701887.1, XP_013747463.2
OG0001249	g37274	XP_048632919.1
OG0001249	g43709, g51721	XP_048609450.1, XP_048636481.1
OG0001250	g29244	XP_013728939.1, XP_013728245.1, XP_013662353.1, XP_048604526.1, XP_013720910.1, XP_013667759.2
OG0001250	g12693, g7908	XP_013750965.1, XP_013735663.2, XP_013684216.2
OG0001251	g12687	XP_013678402.2, XP_013675428.2, XP_013700368.1, XP_048601996.1
OG0001251	g29218	XP_013729544.1, XP_013728439.2, XP_013720978.1, XP_013667793.2
OG0001252	g7863	XP_048636235.1, XP_013678388.2, XP_048626824.1, XP_048601990.1, XP_048596695.1, XP_013735702.2, XP_048606023.1
OG0001253	g7694, g12874	XP_048631384.1, XP_013675517.2, XP_013695028.2, XP_048636088.1, XP_048632235.1, XP_022572222.1
OG0001253	g4796	XP_048595336.1, XP_022547975.2, XP_013643946.2, XP_022543423.2
OG0001254	g36501	XP_048615625.1, XP_022561384.1, XP_048631127.1, XP_013714109.2, XP_013735818.1, XP_013685937.2
OG0001254	g38012	XP_048634456.1, XP_013687519.1, XP_013734318.1, XP_013683603.1
OG0001255	g17932, g46451	XP_013719084.2, XP_013700959.1, XP_048591696.1, XP_013674770.1, XP_022545009.1
OG0001256	g46014	XP_013715067.1, XP_013649580.1, XP_013698660.2
OG0001256	g27373, g50005	XP_013653850.1, XP_022564147.1, XP_048597608.1, XP_048621138.1, XP_048638361.1, XP_013744608.1
OG0001257	g44576, g46050	XP_013649603.1, XP_013702526.1, XP_013695430.1, XP_013676606.1, XP_013699487.1, XP_013648839.1
OG0001257	g31732	XP_013641744.2, XP_013723337.2, XP_048621127.1, XP_013664591.1
OG0001258	g27419	XP_013728114.1, XP_013655212.1, XP_048638432.1, XP_013646701.1
OG0001258	g46154	XP_013681656.1, XP_048591744.1, XP_048592212.1, XP_013652413.2
OG0001259	g46192	XP_013671073.1, XP_013693228.2
OG0001261	g27264, g31519	XP_013676217.2, XP_013664707.1, XP_013641276.2, XP_013727189.1
OG0001261	g10688	XP_013734730.2, XP_048600076.1, XP_022571561.1, XP_013687346.1, XP_013664930.2, XP_013707278.2
OG0001262	g27261	XP_013641288.2, XP_013727239.2
OG0001262	g2886	XP_048621231.1
OG0001262	g31511	XP_013727232.2, XP_013641287.2
OG0001263	g49813, g31371	XP_013711070.2, XP_013696822.2, XP_013671759.2, XP_048613987.1
OG0001263	g44235	XP_048626009.1, XP_013644338.1
OG0001263	g18075	XP_048595642.1, XP_013733296.2
OG0001264	g13174, g12242, g7243	XP_013670414.2, XP_013670444.2, NP_001302824.1, NP_001303007.1, XP_013749860.2, XP_013737752.1
OG0001265	g36511	XP_013640751.1, XP_013702497.1, XP_013723681.2, XP_013655556.2
OG0001265	g11879	XP_013720695.2, XP_013685044.1, XP_048630311.1, XP_048635266.1, XP_013698238.1
OG0001267	g40489	XP_048596005.1
OG0001267	g11054	XP_048619717.1, XP_013723725.2
OG0001268	g27586	XP_048614597.1, XP_048596238.1, XP_048614598.1, XP_022557600.2, XP_048596455.1, XP_048591465.1, XP_048620046.1
OG0001269	g32401	XP_013729090.1, XP_048634409.1, XP_013702648.2, XP_048631215.1, XP_022555624.1, XP_022569517.1, XP_022544452.2, XP_022571496.2, XP_013656892.2, XP_013662619.2, XP_013697745.2
OG0001271	g48988, g30087, g15241, g3140, g53425, g19789, g17537, g26809, g42265, g51450, g26015, g16119, g33175, g35348, g26441, g52437, g24658, g26810, g35501, g43588, g42190, g17538, g4494, g50101, g33203, g53809, g25534, g48950, g4378, g48325, g42671, g15586, g26419, g5668, g16588, g52433, g6011, g16323, g14961, g24662, g9177, g43417, g19946, g24153, g1847, g43159, g30176, g21122, g3790, g22594, g15581, g14647, g24503, g42916, g49205, g41898, g26686, g42664, g3664, g42201, g26824, g18656	XP_013738659.3
OG0001272	g53644, g26852, g8560, g32803, g32800, g42281, g46894, g35479, g35104, g13241, g34960, g42558, g53586, g10449, g16291, g35520, g49118, g47351, g42182, g8554, g30398, g52514, g19821, g8576, g19825, g26285, g34232, g42633, g17794, g3839, g30478, g45371, g25384, g53034, g42287, g53998, g33186, g15713, g53117, g35061, g42935, g21524, g42910, g4358, g26245, g41933, g19900, g43229, g33095, g41940, g3774, g30081, g43874	XP_048624869.1
OG0001272	g35481, g34233	XP_048602858.1
OG0001274	g50980	XP_013664078.1, XP_013660720.1, XP_013746995.2
OG0001274	g23357	XP_013685854.1, XP_013720419.1, XP_013671058.2, XP_013678580.2, XP_013750415.1, XP_013703536.1
OG0001275	g50146	XP_013704129.2, XP_013653424.1, XP_013717694.2, XP_022566259.1
OG0001275	g23030	XP_048594786.1, XP_048606324.1, XP_013731055.2, XP_022561870.1
OG0001276	g44155	XP_013718704.2, XP_013681255.2, XP_013690579.2, XP_013726668.1
OG0001276	g46965	XP_013710683.1, XP_013716356.1, XP_013695801.1, XP_013676201.2
OG0001277	g40965	XP_013674087.2, XP_048601790.1, XP_022547383.2
OG0001278	g13569	XP_013736763.1, XP_013722941.1
OG0001279	g5139	XP_022567338.1, XP_048626373.1, XP_013728089.2
OG0001279	g29275	XP_013667716.2, XP_022568218.1, XP_048632150.1, XP_013729722.2, XP_022576065.2, XP_048614326.1
OG0001280	g10372	XP_022547385.2, XP_013695729.1
OG0001280	g16891	XP_048623454.1, XP_013743163.2, XP_048610751.1
OG0001281	g47472, g40826	XP_013659308.2, XP_013750278.2, XP_013675109.2, XP_013684907.1
OG0001282	g23716	XP_013703800.1, XP_048619698.1, XP_013741324.2, XP_013698478.2
OG0001282	g28573	XP_048608239.1, XP_013732875.3
OG0001283	g2067	XP_013659867.2, XP_022563760.1
OG0001283	g37382	XP_013752089.2, XP_013691051.1, XP_013739071.2, XP_013651886.1
OG0001284	g26736	XP_013661867.2, XP_013707282.2
OG0001284	g329	XP_048629726.1, XP_048603574.1, XP_048628369.1, XP_013701391.2, XP_048625764.1, XP_013661191.2, XP_013721097.1, XP_013642927.1
OG0001285	g959	XP_048607513.1, XP_013685950.3
OG0001285	g17094	XP_022550526.2, XP_013742907.2
OG0001286	g28499, g991	XP_013642293.1, XP_013640690.1, XP_013704056.1, XP_013666839.1, XP_013646826.2, XP_013646347.1, XP_048603119.1, XP_013685894.2
OG0001287	g39378, g1006	XP_013726220.1, XP_013666945.1, XP_013640684.2, XP_013697122.1, XP_048607327.1, XP_013717284.2
OG0001288	g45567	XP_048627449.1, XP_048627453.1, XP_013678594.2, XP_048602771.1, XP_013666103.2, XP_022565482.1
OG0001288	g601	XP_013659132.2, XP_013700068.1, XP_013678135.2, XP_013706621.1, XP_048591091.1
OG0001289	g47211, g24261	XP_013724013.2, XP_048637873.1, XP_048622767.1, XP_013655947.2
OG0001289	g10889	XP_013712994.1, XP_013728299.1, XP_013693808.2, XP_013705163.1
OG0001290	g23883	XP_022562105.1, XP_013735072.2, XP_013738653.2, XP_013641399.1, XP_013749797.2, XP_013656454.2, XP_048593777.1
OG0001291	g50669	XP_048635143.1, XP_022573229.1, XP_022568269.1, XP_013662264.1, XP_013670009.1
OG0001291	g27794	XP_013670008.1, XP_013659566.1, XP_013715134.1, XP_013686722.1
OG0001292	g37889, g39954	XP_048630367.1, XP_013683278.2, XP_013731179.1, XP_048633811.1
OG0001292	g7926	XP_013640034.2, XP_048614328.1
OG0001293	g18901	XP_013659954.2, XP_048620753.1, XP_048617732.1, XP_048591599.1
OG0001294	g50894	XP_013743573.2, XP_048612265.1
OG0001294	g22760	XP_048600953.1, XP_013736215.2, XP_013738566.1, XP_013706419.2, XP_013678077.3, XP_048608897.1, XP_013656565.1
OG0001295	g28333	XP_013647717.2, XP_013687944.1
OG0001296	g36926	XP_013743630.2, XP_013688341.2
OG0001296	g22456, g22457, g22454, g3733, g22455, g37997	XP_048636585.1, XP_013732981.1, XP_013738447.2
OG0001297	g40451	XP_048626409.1, XP_048632038.1, XP_048606984.1
OG0001298	g6577	XP_013646728.1, XP_013674403.1, XP_013645359.2, XP_013684972.2, XP_013749198.2, XP_013719691.2, XP_013736565.2
OG0001298	g47079	XP_022574523.2, XP_022550625.1
OG0001299	g37691	XP_013751995.2, XP_013710308.2
OG0001299	g37690	XP_013747598.1, XP_013708723.2
OG0001299	g37689	XP_048635423.1, XP_013711526.2
OG0001300	g2037	XP_013663526.1, XP_013648365.2, XP_022572083.2
OG0001300	g38182	XP_013724301.2, XP_013683759.1, XP_013727794.2, XP_048636335.1
OG0001301	g2132, g18972	XP_013728409.2, XP_013648382.2, XP_013663543.1, XP_048620733.1, XP_013692826.2, XP_013678348.1
OG0001301	g11224	XP_048609280.1, XP_013747783.2
OG0001302	g9683	XP_013740924.1, XP_013643294.1, XP_022570876.1, XP_013711874.1
OG0001302	g2601	XP_013737015.1, XP_013693182.1
OG0001303	g25341	XP_013696579.2, XP_048625842.1
OG0001303	g37594	XP_013734806.2, XP_013725792.1
OG0001304	g31093	XP_013646476.2, XP_048613837.1, XP_013694013.1, XP_013716183.2
OG0001304	g40030	XP_013651783.1, XP_013681453.1, XP_048608713.1, XP_013726733.2, XP_013732577.2, XP_013744166.2
OG0001305	g12863, g12556	XP_048615401.1, NP_001302745.1, NP_001302954.1, XP_048632230.1, XP_048619222.1, XP_048601674.1
OG0001306	g4793	XP_013643938.1, XP_013706511.2
OG0001306	g12547, g7697, g12871	XP_048615397.1, XP_013657291.2, XP_048632233.1, XP_048626181.1, XP_048631379.1, XP_013684499.1
OG0001307	g12971	XP_013684532.2, XP_013684645.2, XP_013693154.1, XP_013750572.2
OG0001307	g10264	XP_013699628.1, XP_013677707.1
OG0001309	g51683, g37238	XP_048636496.1, XP_013748383.2, XP_013702744.1, XP_013744786.1, XP_013734711.2, XP_013723883.1, XP_013683741.2
OG0001309	g2317	XP_048610862.1, XP_013742552.1
OG0001310	g31671	XP_013682943.2, XP_013712210.2, XP_013641614.1, XP_013660457.1
OG0001310	g46484	XP_013676778.1, XP_048630256.1, XP_022545018.2, XP_048617544.1
OG0001311	g10158	XP_048625635.1, XP_048595312.1
OG0001311	g4717	XP_048625640.1
OG0001312	g12956	XP_048617275.1, XP_013750618.1, XP_013706876.1
OG0001312	g10242	XP_013677964.1, XP_013699585.1, XP_013660752.2, XP_013724304.2, XP_013644327.2, XP_013644195.1
OG0001313	g44850	XP_048617094.1
OG0001314	g7246	XP_013684760.1, XP_013686396.1, XP_013668225.2, XP_048635859.1
OG0001314	g27980, g54312	XP_013649393.1, XP_048616695.1, XP_022576176.2
OG0001315	g7060	NP_001302777.1, XP_048627976.1, XP_013701734.1, NP_001302802.1, XP_013682809.2
OG0001315	g36576	XP_048616630.1, XP_048628220.1, XP_048636931.1, XP_022555962.2, XP_048594414.1
OG0001316	g54062	XP_013712643.2, XP_048629811.1, XP_013741788.2
OG0001316	g6946	XP_048632442.1, XP_013684873.1
OG0001316	g13282	XP_013748958.1, XP_013725166.2
OG0001317	g36438	XP_013650945.2, XP_013675012.2, XP_048593847.1, XP_013674994.2, XP_013641024.2, XP_048600460.1, XP_013651932.2, XP_013651933.2, XP_013715901.2, XP_022575202.2, XP_013698555.1, XP_013640875.1, XP_013701239.1
OG0001318	g17609	XP_013654722.1, XP_013721141.1, XP_013671767.1, XP_013690564.1
OG0001319	g2386, g11318, g19210	XP_013750005.1, XP_013663099.1, XP_013684783.1, XP_013663238.1, XP_013698172.1, XP_022553272.1
OG0001321	g18477	XP_013696303.3, XP_013696356.3
OG0001323	g23707, g23706	XP_013742308.2, XP_013693875.2
OG0001323	g23705	XP_013703457.1
OG0001328	g16953, g23326	XP_013670769.1, XP_022569283.2, XP_013716797.1, XP_048594867.1, XP_013685882.1
OG0001328	g50995	XP_013743881.1, XP_013660730.2, XP_013664072.2
OG0001329	g19710	XP_048590788.1
OG0001329	g19753	XP_048629022.1, YP_005089951.1, XP_048628602.1
OG0001329	g19754, g19709	XP_048627268.1, XP_048629785.1, XP_048629279.1, XP_048629008.1, XP_048630858.1, XP_048629013.1, XP_048627259.1, XP_048629543.1, XP_048630402.1, XP_048631028.1, XP_048630930.1, XP_048630358.1, XP_048629789.1, XP_048630199.1, XP_048628601.1, XP_048630198.1, YP_717113.1, YP_005089952.1
OG0001330	g6114	XP_013655868.1, NP_001302636.1, XP_048607151.1, XP_048590997.1
OG0001330	g13727	NP_001302812.1, XP_048634703.1, XP_022562035.1
OG0001331	g43986	XP_048596279.1, XP_013659369.1
OG0001332	g41073	XP_048609479.1, XP_048621677.1, XP_013742849.1, XP_022570250.2, XP_013661718.1
OG0001332	g31218	XP_013640968.1, XP_013696768.2
OG0001333	g44147, g40990	XP_013724281.1, XP_013745342.1, XP_013749541.1, XP_048592099.1, XP_013692123.2, XP_022575144.1
OG0001333	g31289, g49760, g27134	XP_013749133.1, XP_013657786.2, XP_013716492.2, XP_013711994.2, XP_013653128.2, XP_013645483.2
OG0001334	g31562	XP_013697056.1, XP_048638271.1
OG0001334	g10777	XP_013697185.1, XP_013672288.1, XP_013706852.2, XP_048637287.1, XP_048624465.1, XP_013742435.1
OG0001335	g5680	XP_013721449.1, XP_013729432.2, XP_013668176.1
OG0001335	g12368	XP_048612629.1, XP_013703067.1
OG0001336	g7363	XP_013750091.1, XP_013711630.2, XP_013646456.1, XP_013747542.2
OG0001336	g5596, g29680	XP_048623189.1, XP_048598525.1, XP_048624611.1
OG0001337	g28452	XP_013676244.3, XP_013686088.2, XP_013660650.1, XP_013648820.1, XP_013733889.1
OG0001337	g17081	XP_013671610.1, XP_013743131.1
OG0001338	g945	XP_022551695.2, XP_022556850.2, XP_013733890.1, XP_013652144.1, XP_013660652.1
OG0001339	g26842	XP_013676177.2, XP_048607198.1, XP_022543152.1, XP_022565737.1
OG0001339	g17127	XP_022551167.1
OG0001339	g23683	XP_048621718.1, XP_013656536.2, XP_048598439.1, XP_022550511.2
OG0001340	g45563, g29454	XP_013679045.1, XP_048625248.1, XP_013668088.1, XP_013726274.1, XP_013661881.1, XP_013668087.1, XP_013679030.1, XP_013712085.1
OG0001341	g45552, g29474	XP_013680249.1, XP_048625389.1, XP_013726394.2, XP_013680250.1, XP_048626248.1, XP_022554256.1, XP_013668118.2, XP_048625252.1
