Orthogroup	Brassica_rapa	Odontarrhena_muralis
OG0000938	XP_033129887.1, XP_009109459.1	Om001G038920
OG0000938	XP_009126140.1, XP_009126030.2	Om001G040050
OG0000939	XP_009101859.2, XP_009101857.2, XP_033142544.1, XP_009109461.2	Om007G287520
OG0000939	XP_009117406.1	Om004G156100, Om004G156110
OG0000940	XP_009148490.2, XP_009136177.2	Om002G077500
OG0000940	XP_009150005.2, XP_009109264.2	Om001G035380
OG0000941	XP_033132232.1, XP_009139544.2	Om003G103370
OG0000941	XP_009111051.1	Om007G279860, Om005G182890
OG0000943	XP_009111741.1, XP_009151179.1	Om008G319230
OG0000944	XP_009142937.1, XP_009133601.1, XP_009142194.1, XP_033130966.1, XP_009116617.1	Om008G325180
OG0000946	XP_009130644.2	Om004G176870
OG0000946	XP_009125403.1	Om004G176860
OG0000947	XP_009147367.1, XP_009117866.1, XP_009134656.1	Om002G043520
OG0000948	NP_001288915.1	Om006G252140
OG0000948	XP_009133367.1, XP_009141813.2, XP_009143312.1	Om008G331880
OG0000950	XP_009129901.1, XP_009151165.1	Om007G294240
OG0000950	XP_009124965.1	Om002G048110
OG0000951	XP_033136889.1, XP_009114315.1	Om008G361670
OG0000952	XP_009107417.1	Om008G324790
OG0000953	XP_009136538.1, XP_009115692.1	Om006G259150
OG0000953	XP_009128936.1, XP_009136541.1	Om006G259180, Om006G259170, Om006G259120, Om008G347940
OG0000954	XP_009145796.1, XP_009111878.1	Om002G066730, Om002G066720, Om002G066750
OG0000954	XP_009145795.1, XP_033132229.1	Om002G066760
OG0000958	XP_033133841.1, XP_033131949.1	Om005G222830
OG0000959	XP_009149519.1	Om005G201330, Om006G251530, Om005G202740
OG0000961	XP_033141455.1, XP_033141456.1, NP_001288940.1	Om004G130700
OG0000962	XP_033145627.1	Om007G316390
OG0000962	XP_009125282.1, XP_009122028.1	Om004G164950
OG0000962	XP_009111601.1	Om006G241480
OG0000963	XP_009125444.1, XP_009130697.1, XP_009122785.1	Om004G175750
OG0000963	XP_018511645.1, XP_009146932.1, XP_009135054.1	Om002G051940
OG0000964	XP_009118911.2, XP_009134023.2, XP_033143995.1, XP_033136312.1, XP_009113087.3	Om004G140590
OG0000965	XP_009117623.1	Om002G074180
OG0000965	XP_009137000.2, XP_018509337.2, XP_018510714.2	Om001G003760
OG0000966	XP_009137013.1	Om001G004110
OG0000967	XP_009107911.1	Om001G014390
OG0000967	XP_009106456.1	Om004G133940
OG0000967	XP_033134135.1, XP_033130846.1, XP_033137049.1	Om005G204690
OG0000968	XP_009140164.3, XP_009140165.3	Om005G222930
OG0000968	XP_009140163.1	Om007G314370
OG0000970	XP_009103441.1, XP_033131879.1	Om006G230550
OG0000970	XP_009101681.1, XP_033137035.1	Om006G259200
OG0000971	XP_009134750.2, XP_009102101.1, XP_033146837.1	Om001G007710
OG0000972	XP_033136548.1, XP_033129761.1, XP_018512095.1	Om007G294350
OG0000972	XP_033142910.1, XP_033134240.1, XP_033147700.1	Om002G048190
OG0000973	XP_009124937.1, XP_009129652.1, XP_009134877.1	Om002G048680
OG0000974	XP_009141579.2	Om007G317210, Om008G337260
OG0000975	XP_009110260.1, XP_009149461.1, XP_009149463.2	Om005G201730
OG0000976	XP_009117862.1, XP_009117863.1	Om005G195460, Om005G195450
OG0000977	XP_009149942.1	Om006G266330
OG0000978	XP_009127608.2, XP_018509501.1	Om003G089620
OG0000978	XP_033128494.1	Om008G332310, Om008G332280
OG0000979	XP_033133731.1	Om003G111780, Om003G100970
OG0000979	XP_009135963.1, XP_033143278.1	Om003G100980
OG0000982	XP_033134797.1	Om001G012000, Om004G152870, Om006G262350, Om001G003310, Om008G344900, Om003G111900, Om001G020310, Om003G109370, Om007G297450, Om008G348940, Om005G223480, Om001G018790
OG0000983	XP_018511022.2, XP_033141978.1, XP_009121341.1	Om006G243470, Om003G120200, Om006G243520, Om006G243580
OG0000987	XP_033128724.1, XP_033132309.1, XP_033131855.1, XP_033131905.1, XP_033131913.1, XP_033131914.1, XP_033131906.1, XP_033131907.1, XP_033130963.1, XP_033148553.1, XP_033131785.1, XP_033147988.1, XP_033147986.1	Om002G075170
OG0000988	XP_009122178.1	Om004G171150
OG0000989	XP_009132553.1, XP_009127254.1	Om003G113210
OG0000989	XP_009114054.1	Om008G332220
OG0000991	XP_033133849.1, XP_009123741.1	Om001G011990
OG0000992	XP_033137141.1, XP_033145418.1	Om004G155780
OG0000992	XP_009114168.1	Om001G040490
OG0000993	XP_009136123.2, XP_033131075.1	Om002G075390
OG0000993	XP_009151634.1	Om002G050290
OG0000994	XP_009144324.2	Om007G281890
OG0000994	XP_009132715.2, XP_009144325.3	Om007G281910, Om007G281900, Om007G281920
OG0000995	XP_009132793.1, XP_018514214.1	Om007G280340
OG0000996	XP_009119040.1, XP_009118488.1	Om005G184170
OG0000997	XP_009110581.2, XP_033128937.1, XP_009117998.2	Om002G045840
OG0000998	XP_009143296.1, NP_001288961.1, XP_009141827.1	Om008G331510
OG0000998	NP_001288942.1, XP_009139160.1	Om006G251870
OG0001000	XP_009131425.1, XP_009121628.1	Om007G300700, Om007G300710, Om007G300750
OG0001000	XP_009136339.1, XP_009121194.1	Om004G131560, Om002G083060
OG0001001	XP_009151113.1, XP_009129937.1, XP_033140417.1	Om006G240650
OG0001002	XP_009146528.1, XP_009147492.1, XP_033148487.1	Om002G057480
OG0001003	XP_009146207.1, XP_009115289.1	Om002G061360
OG0001003	XP_009144827.1	Om003G094290
OG0001004	XP_009141871.1, XP_009144094.2	Om008G330570, Om008G330550
OG0001008	XP_009128910.1, XP_033144108.1, XP_009109045.1	Om001G024130, Om001G024080, Om001G024040
OG0001008	XP_009109046.1, XP_009137842.1	Om001G024050
OG0001009	XP_009128542.1, XP_009109027.1	Om001G024750, Om001G024770
OG0001009	XP_009128553.1	Om001G024740
OG0001010	XP_009108006.1, XP_009145222.1, XP_009114942.1	Om007G292680
OG0001010	XP_033147602.1, XP_009141499.1	Om008G338500
OG0001011	XP_009114918.1, XP_009145209.1	Om007G277180, Om007G277230, Om007G277190, Om007G277170
OG0001012	XP_009113355.1, XP_009122967.1	Om005G217930, Om011G365520
OG0001012	XP_009148259.1, XP_009110817.1	Om005G187750
OG0001013	XP_033141064.1, XP_033144908.1, XP_018512093.1	Om005G202510
OG0001015	XP_009109199.3, XP_009137547.1, XP_009139370.1	Om005G196870, Om007G286650
OG0001016	XP_009131193.1, XP_009121994.1, XP_033140349.1	Om004G164330
OG0001016	XP_018510605.1, XP_033128074.1	Om006G240010
OG0001017	XP_009150650.1	Om006G231580
OG0001017	XP_009144293.1	Om007G290270
OG0001017	XP_009131168.1, XP_009125293.1	Om004G165290
OG0001018	XP_033129528.1, XP_033141221.1	Om006G238170
OG0001019	XP_009136859.1	Om001G000610
OG0001020	XP_009131146.1, XP_009136883.1, XP_009108346.1	Om001G001040
OG0001020	XP_009114333.1, XP_009101497.1	Om008G361270
OG0001021	XP_033135541.1, XP_033131242.1, XP_009138699.1	Om003G128720
OG0001022	XP_009133805.1	Om008G319700
OG0001022	XP_033131314.1	Om007G300600
OG0001022	XP_009116902.1	Om003G127940
OG0001023	XP_009120616.2	Om008G329680, Om008G329690, Om006G244550, Om004G175290
OG0001025	XP_009119033.1	Om005G184240
OG0001025	XP_009144283.1	Om007G281330
OG0001026	XP_009125036.2, XP_009134622.2	Om002G042950
OG0001026	XP_009126031.1, XP_009121613.1, XP_009131435.1	Om007G300350
OG0001027	XP_009110595.1, XP_033134916.1	Om005G192920
OG0001028	XP_009141801.1, XP_033148184.1, XP_033148009.1	Om008G332050
OG0001028	XP_009139196.1	Om006G252270
OG0001029	XP_009110163.2, XP_009103275.1, XP_009145387.1	Om005G204290
OG0001029	XP_009128241.1	Om004G134460
OG0001030	XP_033148883.1	Om005G201880
OG0001030	XP_009106211.1, XP_033141536.1	Om004G138390
OG0001031	XP_009149494.2, XP_033133412.1, XP_009103369.1	Om005G202080
OG0001031	XP_009106230.1, XP_009104697.1	Om004G137500
OG0001032	XP_009104665.2, XP_009128186.1	Om004G135840
OG0001032	XP_009149582.1	Om005G203240
OG0001033	XP_009127614.1	Om005G211300, Om005G211290, Om005G211310, Om005G211350
OG0001034	XP_033132096.1	Om004G143630
OG0001034	XP_009127817.2	Om005G207300
OG0001035	XP_009147156.1, XP_033147973.1, XP_009113003.3	Om001G001130, Om005G227970, Om005G228070, Om006G251590
OG0001035	XP_009111890.1, XP_009111889.1	Om002G046030, Om002G046020, Om002G046010, Om002G046000
OG0001036	XP_009128305.1	Om004G132870, Om004G132900
OG0001036	XP_009106586.1	Om004G132850
OG0001036	XP_009106581.1	Om004G132860
OG0001037	XP_009128380.2, XP_033131643.1	Om004G131290, Om010G364800
OG0001037	XP_033143225.1	Om002G051910
OG0001038	XP_033136292.1	Om002G057310, Om002G056940, Om002G056930, Om002G056960
OG0001038	XP_009135274.1, XP_009124697.1	Om002G056970
OG0001039	XP_033146794.1, XP_009147972.1, XP_009107365.1	Om003G099660
OG0001039	XP_009135535.1, XP_009113935.1, XP_033148078.1	Om002G064180
OG0001040	XP_009107171.2, XP_009144891.1	Om003G095600
OG0001040	XP_018512632.1, XP_033142627.1, XP_033137003.1	Om002G069240
OG0001041	XP_009149898.1	Om001G026750, Om006G271130, Om005G224060
OG0001041	XP_009149895.1	Om006G264620
OG0001042	XP_009144904.1	Om004G167580
OG0001043	XP_009144872.2, XP_018515540.2	Om003G095340
OG0001043	XP_009147726.1	Om003G095330
OG0001044	XP_009103956.2, XP_009116237.2, XP_009139167.2	Om006G251940
OG0001045	XP_033128846.1	Om004G138940, Om004G138480
OG0001047	XP_009130760.1	Om001G000430
OG0001047	XP_018509918.1	Om008G340350, Om002G043190
OG0001048	XP_009130864.1	Om004G171750
OG0001051	XP_009112402.1, XP_009136335.1	Om002G082920
OG0001051	XP_033134065.1, XP_009106517.1	Om001G033650
OG0001052	XP_033132947.1, XP_009108624.1	Om001G034140, Om001G033870
OG0001053	XP_009102827.1, XP_009113325.1	Om005G218880
OG0001053	XP_009118289.1	Om005G188400
OG0001054	XP_009105752.1	Om005G223880
OG0001054	XP_009105270.1	Om005G223800, Om003G098880, Om005G223870
OG0001055	XP_033136433.1, XP_033136432.1, XP_033139859.1	Om005G206280
OG0001056	XP_018514567.1, XP_033144753.1	Om002G053390
OG0001057	XP_009143803.1, XP_009137684.1	Om001G021190
OG0001057	XP_009119949.2, XP_009132452.1	Om003G115800, Om008G321080
OG0001058	XP_009108296.1, XP_009144713.1	Om001G000030
OG0001058	XP_009138391.1, XP_009149208.1	Om001G035410
OG0001059	XP_009106096.2, XP_009113878.2, XP_009123622.1	Om008G357520
OG0001059	XP_009137018.1, XP_009133197.1	Om001G004750
OG0001060	XP_009107496.2, XP_009139575.1	Om003G103620
OG0001060	XP_009102577.2, XP_009106322.2, XP_009135865.1	Om002G072890
OG0001061	XP_009145244.1, XP_009108423.1	Om002G071530
OG0001061	XP_033128319.1, XP_018513016.2	Om003G102610
OG0001062	XP_009115685.1	Om006G259280
OG0001062	XP_009101566.2	Om006G230770
OG0001063	XP_033132500.1, XP_033131800.1, XP_033131807.1, XP_033134074.1	Om005G212620, Om003G093110
OG0001064	XP_009143533.1, XP_009141625.1	Om008G336220
OG0001064	XP_009103852.1, XP_009116020.2, XP_033145799.1	Om006G254930
OG0001065	XP_009141638.1, XP_009133130.1, XP_009143522.2	Om008G335950
OG0001065	XP_009139409.1, XP_009103862.1, XP_009116037.2	Om006G254630
OG0001066	XP_009133135.1, XP_009143521.1, XP_009141639.1	Om008G335940
OG0001066	XP_009116038.1	Om006G254620
OG0001067	XP_009106616.2, XP_033140002.1	Om004G132270
OG0001067	XP_033132698.1, XP_033136560.1	Om005G197660
OG0001068	XP_009140544.1, XP_009104860.2, XP_009105896.2, XP_009127928.1	Om004G142650
OG0001069	XP_009106166.1, XP_009104725.1	Om004G138890
OG0001069	XP_009149416.1, XP_009110278.1, XP_009117543.1	Om005G201270
OG0001070	XP_009115330.1, XP_033132492.1	Om002G055400
OG0001070	XP_033131362.1	Om002G084080
OG0001071	XP_009148694.2, XP_009148695.2	Om005G194160, Om001G020980
OG0001071	XP_009110557.1	Om005G194150
OG0001072	XP_009141778.1	Om006G261020, Om006G238440
OG0001073	XP_033134425.1, XP_009105113.1	Om007G290400
OG0001075	XP_033143753.1, XP_009146214.1, XP_033148722.1, XP_009146218.1, XP_009115358.1	Om002G061260
OG0001076	XP_009129306.1, XP_033141124.1, XP_033141522.1	Om002G053600, Om002G053620, Om002G053580
OG0001077	XP_009126364.1	Om008G358770
OG0001077	XP_009128813.2, XP_033139973.1, XP_009128824.1	Om001G028910
OG0001084	XP_033136939.1	Om002G088350
OG0001084	XP_009129591.1, XP_009137789.1, XP_033133070.1	Om001G022740
OG0001085	XP_033136547.1, XP_009102142.1, XP_009117526.1	Om002G087420
OG0001085	XP_009128755.2, XP_009137848.1, XP_009109042.1	Om001G024410
OG0001086	XP_009138188.2, XP_009122672.2, XP_009108801.1	Om001G030820
OG0001087	XP_009110680.1, XP_033132207.1	Om001G033000
OG0001087	XP_033142398.1	Om001G033030
OG0001088	XP_009151917.2, XP_009129390.1, XP_009151918.1, XP_009111585.1	Om006G270910, Om006G270920
OG0001089	XP_009151843.1	Om006G270670
OG0001089	XP_033140773.1, XP_009111607.2, XP_018511998.2	Om003G100560
OG0001090	XP_033137030.1	Om006G257890
OG0001091	XP_009149790.3, XP_009151567.1	Om006G261270
OG0001091	XP_009132682.1	Om003G111530
OG0001092	XP_009125663.1	Om006G254090
OG0001092	XP_009120097.1	Om003G117920
OG0001092	XP_009122299.1	Om004G169810
OG0001093	XP_009126355.1, XP_009120894.1	Om006G241070
OG0001093	XP_009121874.2	Om004G162590
OG0001094	XP_033137440.1, XP_009125331.1	Om004G166070
OG0001094	XP_009130499.1, XP_033136254.1, XP_033134815.1, XP_018515521.1	Om006G232040
OG0001095	XP_009114146.1, XP_009139655.2, XP_009107667.1	Om003G104930, Om003G098310
OG0001096	XP_009104101.2, XP_033145588.1, XP_018510603.2	Om003G121440
OG0001096	XP_009142031.1, XP_018513518.1	Om008G327170
OG0001097	XP_009117047.1	Om003G127180, Om003G098920
OG0001098	XP_009149709.1, XP_009136516.1	Om006G260010
OG0001098	XP_009112200.2, XP_009150670.2, XP_009130528.1	Om006G231290
OG0001099	XP_009119690.1	Om005G178490
OG0001099	XP_009111416.2, XP_009134508.1, XP_009128506.1	Om004G158290
OG0001100	XP_009141212.1	Om007G279170
OG0001100	XP_009119163.1	Om005G182670
OG0001101	XP_009121653.1, XP_033140944.1	Om007G301060
OG0001101	XP_033130223.1	Om008G356620
OG0001102	XP_033139813.1, XP_009147366.1, XP_009134657.1	Om002G043570
OG0001102	XP_009131492.1, XP_009121550.2	Om007G299380
OG0001103	XP_009111892.2	Om007G302690
OG0001104	XP_009124973.1, XP_009151240.1, XP_009124208.2, XP_009111923.1, XP_009129842.1	Om002G046780, Om007G293310
OG0001105	XP_009106732.1, XP_009128404.2, XP_009104472.1	Om004G130780
OG0001105	XP_009117804.1, XP_009149011.1	Om005G196580
OG0001106	XP_009149125.1	Om005G197880
OG0001106	XP_009128314.1, XP_009117738.1, XP_009106601.1	Om006G270430
OG0001107	XP_009117639.1, XP_009149241.1	Om005G199420
OG0001108	XP_009128061.2, XP_009104748.1	Om004G139030, Om004G139050, Om004G139020
OG0001108	XP_009110312.2, XP_009149372.1	Om005G200740
OG0001109	XP_009106410.1, XP_009128231.1	Om004G134660
OG0001110	XP_009105667.1, XP_033141565.1	Om005G208460
OG0001110	XP_033130868.1, XP_009103770.2, XP_009115443.1	Om004G144960
OG0001111	XP_009127555.1, XP_009105119.1, XP_009105285.2	Om005G212400
OG0001111	XP_009113763.1, XP_009109807.1	Om006G235930
OG0001112	XP_018513688.2, XP_009117317.1	Om005G201500, Om005G201320
OG0001113	XP_009122303.1	Om004G169750
OG0001114	XP_009122225.2, XP_033139346.1, XP_033139117.1, XP_009107904.2, XP_033139260.1, XP_009122908.1, XP_009122909.1	Om001G014630, Om004G153880
OG0001115	XP_009127933.1, XP_009105904.2, XP_009104858.1	Om004G142580
OG0001115	XP_033129817.1, XP_009110414.1	Om005G198490
OG0001116	XP_009144895.1	Om003G095740
OG0001116	XP_009145516.1, XP_009109818.1, XP_009135731.1	Om002G069120
OG0001117	XP_009107853.1, XP_033144775.1	Om003G101000, Om003G101110
OG0001118	XP_009107061.1, XP_009147556.1, XP_009101709.1, XP_033129114.1, XP_009147566.1	Om003G091610
OG0001119	XP_009108559.1, XP_009135907.1, XP_009108556.2, XP_033138838.1	Om003G094110, Om003G094160
OG0001120	XP_009109260.1, XP_009138393.1	Om001G035460
OG0001121	XP_009132420.2, XP_009150988.2, XP_033141758.1, XP_009105611.2	Om003G116510
OG0001122	XP_033139386.1, XP_033128111.1, XP_009149232.2, XP_033139385.1, XP_033128107.1, XP_033128108.1, XP_033139387.1, XP_033128110.1, XP_033130666.1	Om001G029970, Om005G199250
OG0001124	XP_009102230.1	Om002G086830
OG0001124	XP_009137637.1, XP_009143066.1	Om001G019470
OG0001125	XP_009114987.1	Om007G292200
OG0001125	XP_009142095.2, XP_009143645.1, XP_009133173.2	Om008G338370
OG0001126	XP_009113303.2, XP_009113300.2, XP_009129206.1, XP_009113399.2	Om001G006460
OG0001127	XP_018510654.1, XP_009148837.2, XP_009110535.1	Om005G194820
OG0001127	XP_033136407.1, XP_009129169.2, XP_009101274.2	Om006G274830
OG0001128	XP_033134932.1, XP_009148651.1	Om005G193420
OG0001129	XP_009151825.1, XP_009129349.1, XP_009151826.1, XP_009129350.1, XP_009151827.1	Om006G269590
OG0001130	XP_009151751.1, XP_009129680.1, XP_009111808.1	Om006G268210
OG0001131	XP_009120250.1	Om006G249570
OG0001132	XP_033137659.1, XP_033145108.1, XP_009125473.2	Om004G174860
OG0001132	XP_009123236.2, XP_009135043.1	Om002G052350
OG0001133	XP_009137622.1, XP_009142838.1, XP_009109166.1, XP_009120039.1	Om001G018910, Om001G014980, Om003G117020
OG0001134	XP_009125912.2, XP_009131335.2, XP_009131337.1, XP_009121765.1, XP_009125911.2	Om004G161390
OG0001135	XP_009130479.1, XP_009112162.1, XP_033128212.1	Om006G232510
OG0001135	XP_009122107.1, XP_009125337.1	Om004G166180
OG0001136	XP_009131115.1, XP_033133181.1, XP_009136879.1	Om001G000980
OG0001136	XP_009101488.1, XP_009114327.1	Om008G361480
OG0001137	XP_033139919.1, XP_009101608.1, XP_009113867.1	Om008G358120
OG0001137	XP_009137004.1, XP_009132702.2	Om001G003870
OG0001138	XP_009135725.1, XP_009108554.1	Om001G008770, Om005G215100
OG0001138	XP_009114585.1	Om008G353710
OG0001139	XP_009109763.1, XP_009113718.1, XP_009102940.2	Om007G288230
OG0001140	XP_009147799.1, XP_009138405.2, XP_009109258.1, XP_033129554.1, XP_033134404.1, XP_009112461.1	Om001G035650
OG0001141	XP_009149968.1, XP_009150439.1	Om006G251500, Om006G266990
OG0001142	XP_009145308.1	Om002G070970
OG0001142	XP_009107804.1, XP_009148136.1, XP_009144702.1, XP_009144350.1	Om003G102330
OG0001143	XP_009142317.1, XP_009133702.2	Om008G322550
OG0001143	XP_009139311.1, XP_009104273.2, XP_009116736.1	Om003G125560
OG0001144	XP_009143026.1	Om008G323400
OG0001145	XP_009147239.1	Om002G047570
OG0001146	XP_009133502.1, XP_018514895.1	Om008G327790
OG0001146	XP_009135103.1	Om002G053170
OG0001147	XP_009113043.1, XP_009112705.1, XP_009123404.1	Om005G225200
OG0001148	XP_009125351.1	Om004G166470
OG0001149	XP_009149246.1, XP_009136601.1, XP_009115794.2	Om006G257580
OG0001149	XP_009130564.1, XP_009103537.1	Om006G229310
OG0001150	XP_009131520.2, XP_033138818.1	Om007G298860
OG0001150	XP_009118329.1, XP_009147335.1, XP_009134683.1	Om002G043860
OG0001151	XP_009134924.2, XP_009147133.1	Om002G049430
OG0001151	XP_009129773.2, XP_033129739.1, XP_009111872.2	Om007G303840
OG0001152	XP_009116333.1, XP_033146521.1	Om006G250520
OG0001152	XP_009141911.1, XP_009142696.1	Om008G329540
OG0001153	XP_033143080.1, XP_009143596.1	Om008G337320
OG0001154	XP_009106179.1, XP_009128085.2, XP_009104714.1	Om004G137780
OG0001154	XP_009117538.2, XP_009149433.1	Om005G201420
OG0001155	XP_009104689.3, XP_009128148.1	Om004G136870
OG0001155	XP_009110236.1, XP_018515393.1	Om005G202350
OG0001156	XP_009115513.2, XP_009110097.1	Om004G143890
OG0001156	XP_009127796.1, XP_009105707.1	Om005G207750
OG0001157	XP_033128948.1	Om005G190350, Om005G190370, Om005G190400, Om005G190380
OG0001157	XP_009148463.1	Om005G190210
OG0001158	XP_009105745.1, XP_009127825.1	Om005G207150
OG0001158	XP_009115558.1, XP_009103190.1	Om004G143390
OG0001159	XP_033131608.1, XP_009106331.1	Om004G135720
OG0001159	XP_033141467.1, XP_009106330.1	Om004G135760, Om004G135740
OG0001160	XP_009103723.2	Om003G090340
OG0001160	XP_009146491.1	Om002G057670
OG0001161	XP_009109756.2, XP_009145509.1	Om002G069190
OG0001161	XP_009107173.1, XP_009147757.1, XP_009144893.1	Om003G095640
OG0001163	XP_009143018.1	Om008G323540
OG0001164	XP_018512024.2	Om006G235230, Om006G235270
OG0001165	XP_009131201.1	Om004G163820, Om004G163810
OG0001169	XP_009119948.1, XP_009132451.1, XP_009119951.1	Om003G115820
OG0001170	XP_009111753.3, XP_009111756.1, XP_033144882.1	Om002G047380, Om002G047370
OG0001170	XP_009129866.1	Om007G293670
OG0001171	XP_009113156.1, XP_009104198.1	Om005G221900
OG0001171	XP_009148437.1	Om005G189750
OG0001172	XP_009152169.1	Om006G273870
OG0001172	XP_018514957.1	Om005G193820
OG0001173	XP_009139916.1	Om001G018260
OG0001173	XP_009112889.1	Om005G228160
OG0001174	XP_033142266.1, XP_009122650.1	Om002G053840
OG0001175	XP_009132330.1, XP_009120133.1	Om003G118430
OG0001176	XP_009112184.1, XP_009150631.1	Om006G231760
OG0001176	XP_009131159.1, XP_009125300.1	Om004G165430
OG0001177	XP_033146260.1, XP_009125712.2	Om004G168130, Om004G168100
OG0001178	XP_009125702.1, XP_009122400.2	Om004G168330
OG0001178	XP_009136459.1, XP_009136458.2	Om006G236820, Om006G236830, Om006G236840
