Orthogroup	Brassica_rapa	Aethionema_saxatile
OG0003142	XP_033142688.1, XP_033135410.1	As001G015570
OG0003143	XP_009141515.1	As004G083010
OG0003143	XP_009136775.1, XP_009145854.1	As001G018020
OG0003144	XP_009148418.1	As008G186710
OG0003144	XP_009103874.1	As001G021150
OG0003145	XP_009148425.1, XP_018510678.2	As001G021160
OG0003146	XP_009129163.1	As001G023390
OG0003147	XP_009140243.1	As005G112830
OG0003147	XP_009111552.1	As001G025910
OG0003148	XP_009111561.1	As001G026170
OG0003148	XP_009140039.1, XP_009125162.2	As004G097620
OG0003149	XP_009136511.1	As001G027350
OG0003150	XP_009151808.1	As001G027700
OG0003150	XP_018513970.1	As004G078350
OG0003151	XP_009144656.1	As001G029590
OG0003152	XP_009112895.1	As001G030740
OG0003152	XP_009140108.1	As004G098120
OG0003153	XP_009112811.1, XP_009112894.1	As001G030750
OG0003154	XP_009112750.1, XP_009112941.1	As001G031280
OG0003155	XP_018513165.2, XP_009125582.1, XP_033138162.1	As009G214140, As002G036180
OG0003156	XP_018509308.1, XP_009107387.2	As002G042480
OG0003158	XP_009122081.1, NP_001288991.1, XP_018512519.1, XP_009125323.1	As002G053170
OG0003159	XP_018508979.2, XP_018512616.1, XP_009133755.1	As003G058570
OG0003160	XP_009114033.1	As004G082280
OG0003160	XP_009109791.2	As003G065950
OG0003161	XP_033132987.1, XP_033132989.1, XP_033132988.1, XP_009131413.1	As003G074400
OG0003162	NP_001288830.1, XP_009105177.1	As004G079140
OG0003163	XP_009134317.1	As004G085770
OG0003164	XP_009139632.1	As004G094040
OG0003164	XP_009135891.1	As011G256430
OG0003165	XP_009104565.1	As010G242190, As004G096240
OG0003166	XP_033146977.1	As005G101140
OG0003166	XP_009116803.1	As012G287420
OG0003167	XP_009143150.1, XP_009133729.1, XP_009133730.2	As005G101620, As005G101630
OG0003168	XP_009146969.1	As005G106450, As005G106500
OG0003169	XP_009135048.1, XP_009122760.1	As005G107740
OG0003170	XP_009136524.1	As010G221360
OG0003170	XP_009150694.1, XP_009112213.1	As005G119110
OG0003171	XP_009134484.1, XP_009128513.1, XP_009151456.1, XP_009134481.1, XP_009134482.1	As006G122380
OG0003172	XP_033141057.1, XP_009111357.1	As006G122440
OG0003173	XP_009139948.1	As006G123600, As006G123610
OG0003174	XP_009134360.1, XP_033138321.1	As006G124110
OG0003175	XP_009111075.1, XP_009118620.1	As008G195660
OG0003175	XP_009143930.1	As006G125860
OG0003176	XP_009132904.2, XP_009143928.1	As006G125980, As006G125970
OG0003177	XP_009144374.1, XP_009133847.1	As006G128880
OG0003178	XP_009131387.1, XP_009121693.1	As009G200280
OG0003179	XP_009127042.1	As006G133480
OG0003179	XP_033143146.1	As009G200340
OG0003180	XP_009151260.1, XP_009129817.2	As009G207110
OG0003181	XP_009134829.1, XP_009147227.1, XP_009124018.1	As006G138760
OG0003182	XP_009146970.1, XP_009125404.1	As006G142190
OG0003183	XP_009143336.1, XP_009133348.1, XP_009141793.2	As006G143710
OG0003184	XP_009133064.1, XP_009141561.1	As006G144650
OG0003185	XP_033147753.1, XP_009133238.1	As006G148040
OG0003186	XP_009149293.1	As007G154910
OG0003186	XP_009117611.1	As010G239450
OG0003187	XP_009106250.1	As010G237510
OG0003189	XP_009149550.1	As007G156790
OG0003190	XP_009104617.1	As010G235870
OG0003190	XP_009149697.1	As007G157810
OG0003193	XP_009127558.1	As010G228330
OG0003193	XP_009103004.1, XP_018509341.2	As007G162010
OG0003194	XP_009127315.2, XP_018513698.1	As007G178260
OG0003195	XP_009112728.1	As007G180480
OG0003197	XP_009110646.1	As008G184830
OG0003198	XP_009113414.1	As008G189210
OG0003199	XP_009123210.2, XP_009136249.1	As008G190490
OG0003200	XP_009110895.1	As008G190800
OG0003201	XP_009111086.2, XP_009119263.2, XP_033128735.1	As008G194490
OG0003202	XP_009119350.2, XP_009118684.1	As008G197050
OG0003203	XP_018512998.1	As009G206950
OG0003204	XP_009122594.1, XP_033147839.1, XP_033144427.1	As009G214600
OG0003205	XP_033130004.1	As011G256540
OG0003206	XP_009151062.1, XP_033140484.1	As009G215340
OG0003207	XP_033142400.1	As009G217560
OG0003208	XP_009128193.1	As010G236670, As010G236680
OG0003209	XP_009136011.1, XP_033147868.1, XP_009127728.1, XP_009146388.1	As011G246360
OG0003210	XP_018514459.2	As011G246440
OG0003211	XP_009115615.1	As011G247480
OG0003212	XP_033134520.1, XP_009135463.1, XP_009135462.2, XP_009135460.1	As011G248070
OG0003212	XP_009146500.2	As011G248060
OG0003213	XP_009114896.1, XP_009107146.1	As011G248330
OG0003214	XP_009135565.1, XP_009113573.2	As011G250070
OG0003216	XP_009150747.1	As011G265500
OG0003217	XP_009102004.2, XP_009112631.1	As011G267290
OG0003218	XP_009147635.2, XP_009147636.1	As012G270030
OG0003219	XP_009135728.1	As012G271490
OG0003220	XP_009107249.1	As012G272530
OG0003221	XP_033131507.1, XP_018508615.1, XP_018513086.1, XP_018512582.1	As012G275000
OG0003222	XP_009103947.1, XP_009116198.1	As012G281200
OG0003223	XP_009125895.2, XP_009108871.1	As012G282130
OG0003224	XP_009116288.1, XP_033131697.1, XP_009141872.1	As012G282320, As012G282440
OG0003225	XP_009116313.2, XP_009127351.3	As012G284760
OG0003226	XP_009138895.1, XP_009142960.1	As012G285770
OG0003247	XP_009108979.1	As001G002660
OG0003247	XP_009117257.1	As007G178960
OG0003248	XP_009137959.1	As001G002810, As007G178580
OG0003249	XP_009126351.2, XP_009147957.1	As001G004570
OG0003250	XP_009138081.2, XP_009126053.1	As001G004950
OG0003251	XP_009136685.1, XP_009147461.1	As001G010070
OG0003252	XP_009138211.2, XP_033143154.1, XP_009138206.2, XP_033144171.1	As001G012160
OG0003253	XP_009123931.2, XP_009101736.1	As006G124430, As006G124420, As001G012340
OG0003255	XP_009115010.1	As001G015840
OG0003255	XP_009148337.1	As004G078910
OG0003256	XP_009148534.1, XP_009152122.1	As001G024690
OG0003257	XP_009129381.1, XP_009151894.1	As001G026920
OG0003258	XP_033145838.1	As004G077970
OG0003258	XP_033140512.1, XP_033129751.1	As001G028150
OG0003259	XP_009113068.1	As001G032020, As001G032030
OG0003260	XP_009116302.2	As002G043840
OG0003261	XP_009132502.1	As002G044910
OG0003262	XP_009137662.1	As002G045810
OG0003263	XP_009109159.1	As006G134380
OG0003263	XP_009132416.1	As002G046720
OG0003264	XP_009121968.1, XP_033134491.1	As002G051950
OG0003265	XP_033142819.1, XP_033137622.1, XP_009125283.2	As002G052510
OG0003266	XP_009131056.2	As002G054550
OG0003267	XP_009125720.1, XP_009131042.1, XP_009122429.1	As002G054690
OG0003268	XP_033144868.1, XP_033133282.1	As003G057170
OG0003269	XP_033141118.1	As003G063720, As003G063650, As003G063670, As003G060450, As004G085330
OG0003270	XP_009114749.1	As003G064000
OG0003271	XP_009113712.2	As003G068290
OG0003272	XP_009144784.2, XP_033130713.1, XP_009107768.1	As003G071130
OG0003273	XP_009133006.1, XP_009141406.1	As012G274890
OG0003274	XP_009102235.1	As003G071680
OG0003275	XP_009112441.1	As011G264570
OG0003275	XP_009109285.2	As003G071920
OG0003276	XP_009102261.1, XP_033136737.1	As011G265520
OG0003277	XP_033133025.1, XP_033132047.1	As003G072780
OG0003278	XP_009109529.1	As003G076070
OG0003279	XP_009109530.2	As003G076080
OG0003280	XP_009145233.1, XP_009114968.1	As004G079190
OG0003282	XP_009124254.1, XP_009136167.1	As004G092460
OG0003283	XP_009102442.1	As004G093520
OG0003284	XP_009107745.1, XP_009139602.1, XP_009102560.1	As004G094590
OG0003285	XP_033132442.1, XP_009139597.1	As004G094820
OG0003286	XP_009148357.1	As004G095820
OG0003287	XP_009107806.1, XP_009148046.1	As004G096020
OG0003288	XP_033148022.1	As005G099390
OG0003289	XP_009133643.1, XP_009142299.2, XP_033145459.1, XP_033145457.1	As005G103340
OG0003292	XP_009149701.1	As005G113660, As010G225920
OG0003293	XP_018508152.1	As010G222620
OG0003293	XP_033141651.1	As005G116260
OG0003294	XP_009112150.1	As005G117700
OG0003295	XP_009136515.1	As010G221600
OG0003295	XP_009150662.1	As005G118770
OG0003296	XP_009146667.1	As005G120210
OG0003296	XP_009115763.2	As010G220690
OG0003298	XP_009113951.1	As006G124470
OG0003298	XP_009111133.1	As008G196710
OG0003299	XP_009144004.1, XP_009119208.1	As006G126230
OG0003300	XP_009118984.1, XP_018509205.1, XP_009141028.1, XP_009144339.1	As006G128530
OG0003301	XP_009140760.1, XP_009103578.2	As006G130610
OG0003302	XP_009133943.1, XP_009138175.1	As006G131610
OG0003303	XP_009125960.2, XP_009121704.1	As009G200360, As006G133490
OG0003304	XP_009135090.1, XP_009146980.1	As006G142030
OG0003305	XP_009131569.1, XP_009121426.1	As009G202840
OG0003306	XP_009124200.1, XP_009134789.2	As006G138040
OG0003307	XP_009151217.1	As006G138370
OG0003308	XP_009147053.1	As006G141290
OG0003309	XP_009137503.1, XP_009138982.1	As006G148620, As009G212270
OG0003310	XP_009149141.1, XP_033129692.1	As007G153460
OG0003311	XP_009117719.1, XP_009117717.2, XP_009117716.1, XP_018510570.1, XP_009149163.1	As007G153610
OG0003312	XP_009104808.1, XP_009127995.1	As010G240150
OG0003313	XP_009110359.1	As007G154590
OG0003314	XP_009104746.2, XP_009149376.1	As010G238780, As007G155340
OG0003315	XP_009110193.1, XP_009149597.1	As007G157170
OG0003316	XP_009104585.1, XP_009106521.2	As007G158290
OG0003317	XP_033137104.1, XP_009103230.1	As007G158600
OG0003318	XP_033144221.1, XP_009127815.1, XP_009104947.1	As007G159430
OG0003320	XP_009113830.1, XP_009109863.1	As007G161580
OG0003321	XP_009140631.1	As007G176610
OG0003322	XP_009110706.1, XP_009148497.2, XP_009117655.1	As008G185720
OG0003323	XP_009110936.1	As008G192340, As008G192600
OG0003324	XP_009134623.1	As009G200870, As009G200840
OG0003325	XP_009151222.1	As009G206630, As009G206770
OG0003326	XP_009122283.1	As009G211740
OG0003327	XP_009130894.2, XP_009122172.1	As009G213040
OG0003329	XP_009127585.1, XP_009105339.1, XP_009105086.1	As010G229480
OG0003330	XP_009105655.2, XP_009103119.1	As010G232880
OG0003331	XP_033140044.1, XP_033130896.1, XP_009104608.2	As010G235720
OG0003332	XP_009149434.1, XP_009104713.1	As010G238330
OG0003333	XP_009106045.1, XP_009149284.1	As010G239610
OG0003334	XP_009106596.1, XP_009104566.1	As010G242170
OG0003336	XP_009146536.1, XP_033148259.1	As012G268160, As011G245170
OG0003337	XP_009148009.1	As012G274170
OG0003338	XP_009145416.2, XP_033140821.1	As011G254220
OG0003339	XP_009147615.1, XP_009144782.1	As012G269870
OG0003340	XP_009139037.1, XP_009116440.1	As012G283900
OG0003342	XP_009138946.1, XP_009104166.1, XP_009116543.1	As012G284940
OG0003359	XP_009138067.1, XP_009130110.2, XP_009126385.2	As001G004550
OG0003360	XP_009138078.1, XP_018509150.1, XP_009108879.1	As001G004820
OG0003362	XP_009102314.1, XP_009138242.1	As001G012370
OG0003364	XP_009108028.2, XP_033136780.1	As001G014620
OG0003365	XP_033144515.1, XP_033144404.1	As001G014810
OG0003366	XP_009108293.1, XP_009145206.1	As001G017300, As004G079860
OG0003367	XP_009101277.1	As001G023260
OG0003368	XP_009118673.1	As001G023790
OG0003370	XP_033136379.1, XP_033128896.1	As001G024850
OG0003371	XP_009140020.1	As004G097400
OG0003371	XP_018515514.1	As001G026520
OG0003372	XP_009139914.1	As004G078490
OG0003372	XP_009151814.1	As001G027560
OG0003374	XP_009127377.1	As001G029750
OG0003375	XP_009140085.1	As004G097950
OG0003376	XP_009139687.1, XP_009140048.1, XP_009139673.1	As002G033240, As002G032580
OG0003377	XP_009139879.1	As002G032770
OG0003378	XP_009134037.1, XP_009138011.1	As002G040740
OG0003379	XP_033133172.1	As002G047130
OG0003380	XP_009126813.1, XP_009132107.2, XP_018512815.2, XP_033137694.1	As002G049460
OG0003381	XP_009144170.1, XP_009144177.1, XP_009126807.2	As002G049570
OG0003382	XP_009150576.1, XP_009131148.1	As002G053070
OG0003383	XP_009136468.1	As009G218010
OG0003383	XP_009122317.1	As002G055090
OG0003384	XP_009132304.1, XP_009136970.1	As003G057350
OG0003385	XP_033132463.1, XP_018515291.2	As003G058630, As004G086710
OG0003386	XP_018508637.1, XP_018513045.1	As003G060190
OG0003387	XP_009128714.1	As004G083680
OG0003390	XP_033130684.1, XP_033137227.1	As003G070950
OG0003391	XP_009124616.1	As011G265200
OG0003391	XP_009109333.1, XP_033146472.1	As003G072890
OG0003392	XP_009112519.1, XP_009140363.1	As007G180200
OG0003393	XP_009140359.1	As003G074560
OG0003393	XP_009112524.1	As007G180240
OG0003394	XP_033132268.1	As004G077150
OG0003395	XP_033140708.1	As004G084260
OG0003397	XP_009114403.1	As004G088040
OG0003398	XP_009112683.1	As011G258010
OG0003399	XP_009142022.1, XP_009139598.1	As004G094640
OG0003400	XP_009139576.2, XP_009107497.2	As004G094890
OG0003401	XP_009148394.1	As004G095800
OG0003402	XP_033128487.1, XP_033144790.1	As004G096470
OG0003403	XP_033146752.1, XP_033135540.1	As012G288800
OG0003403	XP_033148639.1	As005G098850
OG0003404	XP_009118824.1, XP_009142549.1	As005G099700
OG0003405	XP_009104225.1, XP_009116647.1, XP_009138892.1	As012G285790, As005G103390
OG0003406	XP_009152149.1	As005G104810
OG0003407	XP_009146976.2	As005G106080, As005G106190
OG0003407	XP_009135087.1	As006G142110
OG0003408	XP_009115659.1	As010G221480
OG0003408	XP_033129429.1	As005G118920
OG0003409	XP_009112219.1, XP_009130545.1	As005G119220
OG0003410	XP_009111444.1	As006G121820
OG0003410	XP_033137937.1	As008G198740
OG0003411	XP_009111279.2	As006G123300
OG0003412	XP_009119200.1	As008G195230
OG0003413	XP_009141078.1, XP_009144290.1	As006G127980
OG0003414	XP_009144351.1	As006G128650
OG0003414	XP_009133841.1	As009G213050
OG0003415	XP_009134601.1, XP_033142254.1	As006G133010, As006G132990
OG0003416	XP_009121503.1	As009G202130
OG0003416	XP_009147347.1	As006G135620
OG0003417	XP_009151208.1	As006G138460
OG0003418	XP_009124072.1, XP_009147256.1, XP_009134819.1	As006G138650
OG0003419	XP_009129650.1	As006G139780
OG0003419	XP_009120929.1	As009G204810
OG0003420	XP_009143233.1, XP_009141877.1	As006G142690, As006G142680
OG0003422	XP_009141649.1	As006G146040
OG0003423	XP_009133207.1, XP_033144689.1	As006G146860
OG0003424	XP_009133275.1	As006G147230
OG0003425	XP_009148940.1, XP_009128064.1	As007G152070
OG0003426	XP_009117711.1, XP_009110416.1, XP_009149175.1	As007G153720
OG0003427	XP_009149571.1	As007G156960
OG0003428	XP_033129108.1, XP_033130983.1	As007G157140
OG0003429	XP_033141094.1, XP_009104657.1	As010G236620
OG0003430	XP_009104968.1, XP_033130289.1	As007G160070, As010G233060
OG0003431	XP_009110048.1, XP_033135140.1, XP_009105638.3	As007G160430
OG0003432	XP_009115307.1, XP_009109874.1, XP_009105386.1	As007G161360
OG0003433	XP_009117085.1, XP_009138047.1	As007G176830
OG0003434	XP_033145462.1, XP_009117290.1	As007G179680
OG0003435	XP_009111487.2	As008G186250
OG0003435	XP_009119713.1	As008G199000
OG0003436	XP_009110824.1, XP_033133455.1, XP_009118317.1, XP_009148248.1	As008G188270, As008G188260
OG0003437	XP_009111476.1, XP_009145736.1	As009G200110
OG0003438	XP_009147417.1, XP_033141637.1	As009G200700
OG0003439	XP_033138426.1	As009G203440
OG0003440	XP_033143049.1, XP_009121042.1, XP_033132081.1	As009G203860
OG0003441	XP_009130199.1, XP_033141846.1	As009G218660
OG0003442	XP_009130238.1	As009G219280
OG0003443	XP_009149761.1	As010G222150
OG0003444	XP_009150821.1, XP_009150805.1, XP_018515530.2	As010G223080
OG0003445	XP_009131901.1	As010G225730
OG0003446	XP_009105761.2, XP_033134604.1	As010G233880
OG0003448	XP_009117767.1	As010G242830
OG0003449	XP_033142348.1, XP_009146579.1, XP_033148869.1	As011G244700
OG0003450	XP_033132782.1, XP_009147505.1	As012G268610
OG0003450	XP_033147507.1	As011G245440
OG0003452	XP_009113523.1, XP_009113531.1	As011G250120
OG0003454	XP_009110190.1, XP_009119412.2, XP_009136271.1	As011G262740
OG0003455	XP_009110966.1, XP_009108718.1, XP_009138310.1	As011G263340
OG0003456	XP_009147647.1	As012G270150
OG0003456	XP_033131220.1	As011G267510
OG0003457	XP_009116195.2	As012G281150
OG0003458	XP_009104266.1	As012G286630, As012G286600
OG0003481	XP_009112602.1	As011G266040
OG0003481	XP_009109023.1, XP_009128436.1	As001G001730
OG0003482	XP_009150721.1	As001G002340
OG0003484	XP_009126062.1, XP_009117054.1	As001G004940
OG0003485	XP_018515249.1	As005G117350
OG0003485	XP_009108786.1, XP_009121158.1, XP_009138195.1	As001G010570
OG0003486	XP_033130228.1	As011G257690
OG0003487	XP_033132317.1, XP_009148126.2, XP_009113429.3	As001G018480
OG0003488	XP_009102565.1	As001G019520
OG0003489	XP_009103320.1	As001G020530
OG0003490	XP_009110742.1, XP_009148443.1	As008G186500
OG0003491	XP_009129411.1, XP_009151960.1	As001G026430
OG0003492	XP_033129929.1, XP_009127454.1, XP_009139711.1	As001G029250
OG0003493	XP_009146881.1	As002G035090
OG0003494	XP_009134025.1	As002G039730
OG0003495	XP_033138769.1, XP_033137903.1, XP_009119427.2, XP_009127317.1	As002G043280, As010G230860
OG0003496	XP_009127214.1	As002G044500
OG0003497	XP_009120252.1	As002G048990
OG0003498	XP_018508572.2	As002G052050
OG0003499	XP_009122531.1, XP_009131119.1	As002G053620
OG0003500	XP_009150477.1, XP_009130436.2	As005G117030
OG0003501	XP_018511099.1, XP_009145754.1	As002G053940
OG0003502	XP_009135024.1, XP_009108488.1	As003G059690
OG0003503	XP_009137168.1, XP_009137360.1	As003G061590
OG0003504	XP_009134166.1	As004G080010
OG0003504	XP_009114771.1, XP_009145156.2	As003G063140
OG0003505	XP_009134131.1	As003G063630
OG0003506	XP_009115120.1	As003G071210
OG0003507	XP_009102689.1	As003G071290
OG0003508	XP_009150778.1	As011G264580
OG0003510	XP_018509956.2	As007G179660
OG0003510	XP_009137459.2	As003G073500
OG0003511	XP_009125055.1	As004G077480
OG0003512	XP_009101819.1, XP_009123703.1	As004G082150
OG0003513	XP_009114495.1	As004G086220
OG0003515	XP_009101386.2, XP_009128999.1	As004G090550
OG0003517	XP_009108483.1	As011G258520, As004G092880
OG0003518	XP_009136097.1	As004G093510
OG0003518	XP_009102441.1	As011G257380
OG0003519	XP_009107906.1	As004G094410
OG0003520	XP_009102634.1, XP_009135853.1	As011G255310, As004G095400, As004G095420
OG0003521	XP_009139992.2	As005G101360
OG0003522	XP_033140622.1, XP_033148387.1, XP_018514845.1, XP_009133698.1	As005G102020, As012G286680
OG0003523	XP_009104106.1, XP_009142831.1	As005G104950
OG0003525	XP_009112174.1	As005G118370
OG0003526	XP_009149712.1, XP_009152207.1	As010G221590
OG0003527	XP_033139889.1, XP_009103454.1	As005G119570
OG0003528	XP_009144319.1, XP_009141050.1	As006G128300
OG0003529	XP_033144050.1, XP_009142954.1	As006G132680
OG0003530	XP_009121530.1	As009G201820
OG0003530	XP_009134674.1	As006G135480
OG0003531	XP_009124943.1	As006G139510
OG0003532	XP_009134940.1, XP_009151699.1	As006G140580
OG0003533	XP_009143315.1	As006G143930, As006G143600
OG0003536	XP_009110430.1, XP_009117728.1, XP_018508182.1	As007G153480
OG0003537	XP_009149269.1	As007G154540
OG0003538	XP_033133170.1, XP_009117574.1, XP_009149378.1	As007G155370
OG0003539	XP_009105864.1	As007G158680
OG0003540	XP_009110113.1, XP_009115557.1	As007G159330
OG0003541	XP_009105700.2	As010G233300
OG0003542	XP_009109867.1	As007G161510
OG0003544	XP_033143397.1, XP_009112742.1	As007G161850
OG0003545	XP_009140598.1, XP_009117099.1	As008G186910
OG0003546	XP_033147742.1, XP_033138573.1	As008G194740
OG0003549	XP_009129785.1, XP_009111879.1	As009G207460, As009G207450
OG0003550	XP_009151666.1, XP_009129743.1	As009G209470
OG0003551	XP_009130005.1	As009G215900
OG0003553	XP_009112052.1, XP_009150366.1, XP_009112048.1	As009G219420
OG0003554	XP_009149425.2	As010G220780, As010G220790
OG0003555	XP_009150181.1, XP_009149803.1	As010G222500
OG0003556	XP_009103210.1, XP_009115580.1	As010G234140
OG0003557	XP_018513555.1	As010G239860, As011G256410
OG0003558	XP_009128320.1, XP_009106607.2	As010G242270
OG0003560	XP_009116933.1	As012G269530
OG0003561	XP_009135400.1, XP_009116583.1, XP_009146313.2, XP_009146318.2	As011G246970
