Orthogroup	Brassica_rapa	Erysimum_linariifolium
OG0002051	XP_009127091.2, XP_009103314.2, XP_033132908.1	El002G105340
OG0002052	XP_009110197.1, XP_009149588.1	El002G105480
OG0002052	XP_009106341.1	El004G229650
OG0002053	XP_009110186.1	El002G105860
OG0002053	XP_009106367.1, XP_018508755.1	El004G230010
OG0002054	XP_009103209.2	El002G108190
OG0002054	XP_009127848.1, XP_009104928.1	El004G223020
OG0002055	XP_009115552.1	El002G108520
OG0002055	XP_009104944.2, XP_009105740.1	El004G222370
OG0002056	XP_033146668.1, XP_033146661.1	El006G314210
OG0002056	XP_009108874.1, XP_018509214.1	El003G150360
OG0002057	XP_009108894.1, XP_033144919.1, XP_009126447.1	El003G150830
OG0002057	XP_009140633.1	El006G315130
OG0002058	XP_009140507.1	El006G317900, El005G247050
OG0002059	NP_001288878.1, XP_009111060.2	El002G087320
OG0002059	XP_009143987.1	El006G299810
OG0002060	XP_009127786.1, XP_009105698.2	El004G221830
OG0002060	XP_009126013.1	El001G066630
OG0002061	XP_009124529.1, XP_009124597.1	El001G018860, El001G018870
OG0002061	XP_009150920.2, XP_009151487.2	El001G055980, El001G056060
OG0002062	XP_033140412.1, XP_009130144.2	El007G329810
OG0002063	XP_009122380.1	El001G074760
OG0002063	XP_009126755.1, XP_009120348.1	El007G333100
OG0002064	XP_009149019.1, XP_009115831.1, XP_018508806.1	El001G021680, El001G021690
OG0002065	XP_009133034.1	El004G214730, El004G214740
OG0002065	XP_009127897.1	El004G224040
OG0002066	XP_009128198.2	El004G229800
OG0002066	XP_033132889.1	El002G105520
OG0002067	XP_018508790.2, XP_033132107.1	El004G228660
OG0002067	XP_009106246.1	El004G228680
OG0002068	XP_009106648.1	El004G232710
OG0002068	XP_009149798.1	El004G233160
OG0002069	XP_009106655.1	El004G232850
OG0002069	XP_009128349.1	El004G232820
OG0002070	XP_009149063.1	El002G100290
OG0002070	XP_009128365.2, XP_009104524.1	El004G233050
OG0002071	XP_009146496.1	El005G249360
OG0002071	XP_009106869.1	El002G140580
OG0002072	XP_009103733.1, XP_009147513.1	El002G140310
OG0002072	XP_009124747.1	El005G249510
OG0002073	XP_009147612.1	El002G138200
OG0002073	XP_009146315.1	El005G251220
OG0002074	XP_033131256.1	El003G171430
OG0002074	XP_009135513.2	El005G253920
OG0002075	XP_009112639.1	El005G278430
OG0002075	XP_033130585.1	El005G278420
OG0002076	XP_009106795.2	El002G141500
OG0002076	XP_009146591.1, XP_009135246.1	El005G248550
OG0002077	XP_009107175.1	El002G135980
OG0002077	XP_009145512.1, XP_018509736.2	El005G259250
OG0002078	XP_009103970.1	El001G026910
OG0002078	XP_009116272.1	El001G026900
OG0002079	XP_009118639.2, XP_009109184.1	El003G189980, El003G190010, El003G158210
OG0002081	XP_009117060.3	El006G321190, El006G314720, El006G314680
OG0002082	XP_009116136.1	El001G025330
OG0002082	XP_009133299.1	El006G291320
OG0002084	XP_033140156.1, XP_033141198.1, XP_033141196.1, XP_009104450.1, XP_033132060.1	El001G007980, El004G234290, El003G187190, El003G187180, El003G187200
OG0002092	XP_018513130.2	El004G208120
OG0002093	XP_009136262.1	El005G272590
OG0002093	XP_009114552.1	El003G148210
OG0002094	XP_009108726.1	El003G147920
OG0002094	XP_033144907.1	El005G273560
OG0002095	XP_009121142.1	El005G274540
OG0002095	XP_033132910.1, XP_033133280.1	El003G146990
OG0002096	XP_009113368.1	El004G206830
OG0002096	XP_009118321.1	El002G092130
OG0002097	XP_009113299.1	El004G202840
OG0002097	XP_009144470.1	El002G093120
OG0002098	XP_009113181.1	El004G200370
OG0002098	XP_009103857.1	El004G200750
OG0002099	XP_009118225.1	El002G094030
OG0002099	XP_009104210.1	El004G200220
OG0002100	XP_009117958.1, XP_009110572.1	El002G097520
OG0002100	XP_009124411.1	El001G038540
OG0002101	XP_009111559.1, XP_009151981.2, XP_009129436.1	El001G042000
OG0002103	XP_033130354.1	El003G193580
OG0002104	XP_009112917.1	El004G195460
OG0002104	XP_009140090.2	El003G192650
OG0002105	XP_009148572.1	El002G096250
OG0002105	XP_009113024.1, XP_009112979.1	El004G196800
OG0002106	XP_033143543.1, XP_033135592.1	El004G198260
OG0002106	XP_009148626.1	El002G095380
OG0002107	XP_009139087.1	El001G028010
OG0002107	XP_009141952.1	El002G094300, El006G288480
OG0002108	XP_009125427.3	El001G081440
OG0002108	XP_009123519.1, XP_009146960.1	El005G244140
OG0002109	XP_009125485.1	El001G079700
OG0002110	XP_009123173.1	El005G245030
OG0002110	XP_009122716.1, XP_009130719.1	El001G079580
OG0002111	XP_009122632.2	El001G078450
OG0002112	XP_009122545.2, XP_009130852.1	El001G077370
OG0002114	XP_033140116.1	El003G156360
OG0002114	XP_009119901.1, XP_009127156.1	El007G339520
OG0002115	XP_009142887.1, XP_009109165.1	El003G157470
OG0002115	XP_009127029.1	El007G337190
OG0002116	XP_009132379.1, XP_009120060.1	El007G336630
OG0002116	XP_009142628.1	El003G157700
OG0002117	XP_009121798.2, XP_033142458.1	El001G068620
OG0002117	XP_009109830.1, XP_009102999.1	El002G112830
OG0002118	XP_009151107.1	El001G052280
OG0002118	XP_009125825.1, XP_009131215.2	El001G069930
OG0002119	XP_009125281.1, XP_033137628.1	El001G071180
OG0002119	XP_009151021.1, XP_033140419.1	El001G054300
OG0002120	XP_009141602.1, XP_009150890.1	El001G056460
OG0002120	XP_009122457.1	El001G073230
OG0002121	XP_009150121.1	El007G328990, El007G329010
OG0002121	XP_009122351.1, XP_009125685.1	El001G074490
OG0002122	XP_009101426.1	El007G366550
OG0002122	XP_009144570.1, XP_009136837.1	El003G169760
OG0002123	XP_009114402.1	El007G363710
OG0002123	XP_018513203.1, XP_009132490.1	El003G167170
OG0002124	XP_009114408.1, XP_009128790.1	El007G363370
OG0002124	XP_009136996.1	El003G167020
OG0002125	XP_009108462.2, XP_009133544.2	El003G165630
OG0002125	XP_009101686.1	El007G361500
OG0002126	XP_009114497.1	El001G004750
OG0002126	NP_001288977.1	El003G164790
OG0002127	XP_009108200.1	El001G007950
OG0002127	XP_009137390.1	El003G161170
OG0002128	XP_009113619.1, XP_009134197.1	El001G008460
OG0002128	XP_033136200.1	El002G120320
OG0002129	XP_009113578.1	El001G009630
OG0002129	XP_009107939.1, XP_009114775.1	El002G122170
OG0002131	XP_009134443.1, XP_009128526.1	El001G002660
OG0002132	XP_009151805.1, XP_009138378.1	El003G146700
OG0002132	XP_009112437.1, XP_009121099.2	El005G275040
OG0002133	XP_033144792.1	El003G146650
OG0002133	XP_009151053.1	El003G146550
OG0002134	XP_009109259.1, XP_009148123.2	El003G146150
OG0002135	XP_009114700.1	El005G277020
OG0002135	XP_033133055.1, XP_009141710.1	El003G145380
OG0002136	XP_033136493.1	El006G321450
OG0002136	XP_009101924.1, XP_009134559.1	El003G142310
OG0002137	XP_009124504.1	El003G189310, El003G189280
OG0002137	XP_009139902.1	El003G189320
OG0002138	XP_009141377.1	El006G296960
OG0002138	XP_009143783.1, XP_009141376.2	El006G296970
OG0002139	XP_009107463.1, XP_009129553.1	El002G128630
OG0002139	NP_001288844.1	El007G358090
OG0002140	XP_009149883.1	El001G009130
OG0002140	XP_033147450.1	El002G121050
OG0002141	XP_009139591.1	El003G176640
OG0002141	XP_009135869.1, XP_009102567.1	El005G265930
OG0002142	XP_009116971.3, XP_009138685.1	El001G035340
OG0002143	XP_033144136.1, XP_033146188.1	El006G279840
OG0002144	XP_009133541.1, XP_009133542.1	El006G286500, El006G286490
OG0002145	XP_009142801.1, XP_009142034.1	El006G287090
OG0002145	XP_009116499.1	El001G029530
OG0002146	XP_009150263.1	El001G013180
OG0002146	XP_009120638.2, XP_009126554.1	El001G057700
OG0002147	XP_009126642.1	El007G331070, El007G331080
OG0002148	XP_009126685.1, XP_009131984.1, XP_009120475.1	El007G331440
OG0002149	XP_009112060.1, XP_009150370.2	El007G327490
OG0002150	XP_009101674.1	El001G020150
OG0002151	XP_009112332.2, XP_018508778.1	El007G322920
OG0002151	XP_009150830.1	El005G276810
OG0002152	XP_033138006.1, XP_018510298.2, XP_033138154.1	El002G082860
OG0002153	XP_009119726.1	El002G083030
OG0002153	XP_009134545.1	El001G000610
OG0002154	XP_009113941.1	El007G360140
OG0002154	XP_009111135.1	El002G085740
OG0002155	XP_009101767.2, XP_009123908.2	El007G359650
OG0002155	XP_009119325.1	El002G086120
OG0002156	XP_009135882.1	El005G267200
OG0002157	XP_009143974.1	El006G299850
OG0002157	XP_009119177.1, XP_033136632.1	El002G087390
OG0002158	XP_009137673.1, XP_009143618.1	El003G156540
OG0002158	XP_009143663.2	El003G156530
OG0002159	XP_018513314.1, XP_009118393.2	El005G236860
OG0002159	XP_009121502.1	El001G065090
OG0002160	XP_033148202.1	El005G237760
OG0002161	XP_009111897.1, XP_009151257.1	El005G239230
OG0002162	XP_009106619.1, XP_009102598.1	El005G265250
OG0002162	XP_009129642.1	El005G241270
OG0002163	XP_009134922.1, XP_009147137.1, XP_009124698.1	El005G242000
OG0002164	XP_009134925.1, XP_009124665.1, XP_009147131.1	El005G242060
OG0002165	XP_018512209.2, XP_009121762.2, XP_009131345.2	El001G068190
OG0002166	XP_009116308.1, XP_009103980.1	El001G027410
OG0002166	XP_009143219.1	El006G289200
OG0002167	XP_009141819.1	El006G290320
OG0002167	XP_009143305.1, XP_009141816.1	El006G290330, El006G290370, El006G290350
OG0002168	XP_009141525.1, XP_009133050.2	El006G295090
OG0002168	XP_009139464.1	El001G022720
OG0002169	XP_009139258.2	El006G291560
OG0002170	XP_033129244.1	El002G100030
OG0002170	XP_033140937.1, XP_009104491.1	El004G233510
OG0002171	XP_009117771.1, XP_009149056.1	El002G100200
OG0002171	XP_009104513.1	El004G233240
OG0002172	XP_009149058.1	El002G100220
OG0002172	XP_009128377.1, XP_009106686.1	El004G233220
OG0002174	XP_009149615.3	El002G103540
OG0002175	XP_009106323.1	El004G229480
OG0002175	XP_009149574.1	El002G105330
OG0002176	XP_009115624.1, XP_009103231.1	El002G107680
OG0002176	XP_009110133.1	El002G107690
OG0002177	XP_009103208.1, XP_009115570.1	El002G108210
OG0002177	XP_009105774.1	El004G222920
OG0002178	XP_009127805.1	El004G222120
OG0002178	XP_009115534.1, XP_009110101.1	El002G108710
OG0002179	XP_009127569.1	El004G218050, El004G211970
OG0002179	XP_009113791.1, XP_018508336.1	El002G112740
OG0002181	XP_009138291.1, XP_009128723.2, XP_033136932.1, XP_033139725.1	El003G148070
OG0002182	XP_009111984.1	El007G329620
OG0002182	XP_009136457.1	El002G097780, El002G097610
OG0002183	XP_009117994.1, NP_001288865.1	El002G097090
OG0002183	XP_009129574.2, XP_033139850.1, XP_033139851.1	El001G040130
OG0002184	XP_009136724.1	El002G116610
OG0002184	XP_009148627.2	El002G095320
OG0002185	XP_033133760.1, XP_009118162.1	El002G095300
OG0002185	XP_009123366.1	El004G198340
OG0002186	XP_033135825.1	El004G200250
OG0002186	XP_033133574.1, XP_009118221.2	El002G093990
OG0002187	XP_009110801.1	El002G092580
OG0002187	XP_009146999.1	El005G243640
OG0002188	XP_033134278.1, XP_033143632.1	El002G087750
OG0002190	XP_009135120.1	El005G246030
OG0002190	XP_009122561.1, XP_009130841.1	El001G077670
OG0002191	XP_009151120.1	El001G051810
OG0002192	XP_009123296.1	El001G012460
OG0002192	XP_009131861.1, XP_009126528.1	El001G058390
OG0002194	XP_033128617.1	El002G141260
OG0002194	XP_009146564.1	El005G248840
OG0002195	XP_009146494.1	El005G249370
OG0002195	XP_009144743.1	El002G140570
OG0002196	XP_009107871.1	El003G172030
OG0002196	XP_009114612.1	El005G253460
OG0002197	XP_033145039.1	El005G254360
OG0002197	XP_009107368.2, XP_009147986.1	El002G131660
OG0002198	XP_009145948.1	El005G255000
OG0002198	XP_009147956.1	El002G132290
OG0002199	XP_009135568.1, XP_009113491.1	El005G255290
OG0002199	XP_009147951.1	El002G132350
OG0002200	XP_009121388.2, XP_033130129.1, XP_033131416.1, XP_009121227.2	El005G273420
OG0002201	XP_009136348.1	El005G274290
OG0002201	XP_018512561.2, XP_018511053.1	El005G274300
OG0002203	XP_009130892.1	El001G076570
OG0002203	XP_009102222.1	El001G066470, El005G277210
OG0002204	XP_009128190.1	El003G153160
OG0002204	XP_009103402.1	El005G277590
OG0002205	XP_009107242.2	El002G134400
OG0002205	XP_033132480.1	El002G134410
OG0002206	XP_009147885.2, XP_009107281.1	El002G133890
OG0002206	XP_009145809.1	El005G256700
OG0002207	XP_009136732.1	El003G172010
OG0002207	XP_009136735.1	El003G172000
OG0002208	XP_009104037.1, XP_009116407.2	El001G028400
OG0002208	XP_009140788.1	El001G028410
OG0002209	XP_009143142.1, XP_009142338.1	El006G282980
OG0002209	XP_009138806.1	El001G032860
OG0002210	XP_018509129.2, XP_009108757.1	El007G357870
OG0002213	XP_009147992.2	El004G213520, El004G213470
OG0002219	XP_009102134.1	El005G278280
OG0002219	XP_009128959.1, XP_009137834.2, XP_033133068.1	El003G154520
OG0002220	XP_009137851.2, XP_009128628.1	El003G153860
OG0002221	XP_009137853.1	El003G153730
OG0002221	XP_009102151.1	El005G278030
OG0002222	XP_009108873.1, XP_009125952.1	El003G150310
OG0002222	XP_009129963.1	El001G052770
OG0002223	XP_009137984.2	El003G151970
OG0002223	XP_033135702.1	El001G015650
OG0002224	XP_009140565.1, XP_009117115.1	El006G316730
OG0002224	XP_009138024.1	El003G151380
OG0002225	XP_009126459.1	El003G150840
OG0002225	XP_009117070.1	El006G315160
OG0002226	XP_009119409.1, XP_009123238.1	El005G272910
OG0002227	XP_009121130.1	El005G274490
OG0002228	XP_033147156.1	El006G295710
OG0002228	XP_009114890.1	El002G119770
OG0002229	XP_009107126.1	El001G036150
OG0002229	XP_033135640.1, XP_009148891.1	El002G099100
OG0002231	XP_009129053.1	El001G039180
OG0002231	XP_009117987.1	El002G097200
OG0002232	XP_009129571.1, XP_009152092.1	El001G040240
OG0002232	XP_009148646.1	El002G097100
OG0002233	XP_009129362.1, XP_009151855.1, XP_009111605.1	El001G044040
OG0002234	XP_009139922.1	El003G189650
OG0002234	XP_009111615.1, XP_009151829.2	El001G044400
OG0002235	XP_009108186.1	El004G216260
OG0002236	XP_009140151.1	El003G185480
OG0002237	XP_009144668.1, XP_009139699.1	El003G184770
OG0002237	XP_009127449.1	El004G214050
OG0002238	XP_009112888.2, XP_009112819.2	El004G194400
OG0002238	XP_033145632.1	El003G193230
OG0002239	NP_001303995.1, XP_009148620.1	El002G095430
OG0002240	XP_009120244.1, XP_033140576.1	El007G334560
OG0002240	XP_009139694.1	El003G158530
OG0002241	XP_009122841.1	El001G081350
OG0002241	XP_009123490.2, XP_009146956.1	El005G244200
OG0002242	XP_009146861.1	El005G245530
OG0002242	XP_033137431.1	El001G078550
OG0002243	XP_033128919.1, XP_018514037.2	El004G234460
OG0002244	XP_009121192.1, XP_009146686.1, XP_009146687.1	El005G247440
OG0002245	XP_009138920.1	El003G159480
OG0002245	XP_018510996.1, XP_009127318.1	El007G342810
OG0002246	XP_009132581.1, XP_009107033.1	El007G341880, El007G341840
OG0002246	XP_009132583.1, XP_009107059.1	El007G341890, El007G341850
OG0002247	XP_009132571.1, XP_033137677.1	El007G341700
OG0002247	XP_009139264.1	El003G159070
OG0002248	XP_009127083.1, XP_009132438.1	El007G337910
OG0002248	XP_009143243.1, XP_009137648.1	El003G157050
OG0002249	XP_009127036.2, XP_009132404.2	El007G337230
OG0002250	XP_009126976.1	El007G336210
OG0002250	XP_009137603.1, XP_009142514.1	El003G157820
OG0002251	XP_009120144.1	El007G335860
OG0002251	XP_009137595.1, XP_009142263.2	El003G158040
OG0002252	XP_009126828.1, XP_009120276.1	El007G334040
OG0002252	XP_009139545.1	El003G158680
OG0002253	XP_009109829.1, XP_009113789.1	El002G112860
OG0002254	XP_009131737.1	El001G060910
OG0002254	XP_009121860.1, XP_009131278.1	El001G069200
OG0002255	XP_009130043.1	El001G051670
OG0002255	XP_009125843.1, XP_018510947.1	El001G069520
OG0002256	XP_009101582.1	El007G363770
OG0002256	XP_009108403.1	El003G167250
OG0002257	XP_018513469.1	El003G163270
OG0002258	XP_009107759.2, XP_009115044.1	El002G117560
OG0002258	XP_009141408.2, XP_009141530.2	El006G296290
OG0002259	XP_009145338.1	El003G145880
OG0002261	XP_009138464.1	El003G145190
OG0002262	XP_009137661.1, XP_009109365.1	El003G144880
OG0002262	XP_009140453.1	El006G318710
OG0002263	XP_009109443.2, XP_009138555.1, XP_009127404.1	El003G143360
OG0002263	XP_033145400.1	El006G320120
OG0002264	XP_009109808.1	El006G321640, El006G297160, El003G142130
OG0002265	XP_009139832.1	El003G189110
OG0002265	XP_009111788.1, XP_009151777.1	El001G045450
OG0002266	XP_009123698.1, XP_009114036.1	El007G357680
OG0002266	XP_009107431.1	El002G129390
OG0002267	XP_009106163.1, XP_009135872.1	El005G266960
OG0002268	XP_033130322.1, XP_033147997.1	El005G264580
OG0002268	XP_033146584.1	El003G175120
OG0002269	XP_009107784.1	El003G174860
OG0002269	XP_009108345.1, XP_033144236.1	El005G263150
OG0002270	XP_009108574.1	El005G262350
OG0002271	XP_033142761.1	El005G260990
OG0002271	XP_009147548.1	El003G173930
OG0002272	XP_009146913.1, NP_001288863.1	El003G172740
OG0002273	XP_009116767.2, XP_009104281.2	El001G032880
OG0002273	XP_009143146.1	El006G282950
OG0002274	XP_009142254.1, XP_009143012.1	El006G284460
OG0002274	XP_009138879.1	El001G031790
OG0002275	XP_009133660.1, XP_009142998.1	El006G284670
OG0002276	XP_009142995.1	El006G284680
OG0002276	XP_009116671.1, XP_009138889.1	El001G031600
OG0002277	XP_009116484.1	El001G029360
OG0002277	XP_009142815.1	El006G286890
OG0002278	XP_009116444.2	El001G028850
OG0002278	XP_009133510.2, XP_009142774.1	El006G287540
OG0002279	XP_009130652.1	El001G081630
OG0002279	XP_009119125.1	El005G237470
OG0002280	XP_009149771.1	El001G013710
OG0002280	XP_009126575.1	El001G057330
OG0002281	XP_009149780.1	El001G013790
OG0002281	XP_009131898.1, XP_009120621.1	El001G057290
OG0002282	XP_018512121.1, XP_009120563.1	El007G330630
OG0002283	XP_009150628.1	El007G324760
OG0002284	XP_009118815.1, XP_009119704.2	El002G083260
OG0002286	XP_009119354.1	El002G085680
OG0002286	XP_009113940.1	El007G360160
OG0002287	XP_009119138.1	El002G087810
OG0002287	XP_009141200.1, XP_009141442.3	El006G300410, El006G300400
OG0002288	XP_009132772.1	El006G301350
OG0002288	XP_009119082.1, XP_009111004.1	El002G088600
OG0002289	XP_009110942.1, XP_009118436.1	El002G090020, El002G090050
OG0002290	XP_009140775.1	El006G307480
OG0002290	XP_009110896.2, XP_009118376.2	El002G091150
OG0002291	XP_009108816.1	El003G149630
OG0002291	XP_009140729.1	El006G312770
OG0002292	XP_018512495.1	El001G066870
OG0002292	XP_009134609.1, XP_009124816.1	El005G235470
OG0002293	XP_009134637.1, XP_033141411.1	El005G236150
OG0002293	XP_009131466.1	El001G065990
OG0002294	XP_009121501.2	El001G065080
OG0002294	XP_009131531.1	El005G236870
OG0002295	XP_009131541.2	El001G064580
OG0002295	XP_009134698.1, XP_009118572.1	El005G237020
OG0002296	XP_009147304.1	El005G237220
OG0002297	XP_009131561.1, XP_009121446.1	El001G064150
OG0002297	XP_009130325.1	El005G237270
OG0002298	XP_009107527.1	El001G063320
OG0002298	XP_009134729.1	El005G237820
OG0002299	XP_009129895.2, XP_009151169.2	El001G050710
OG0002300	XP_009151727.1, XP_009129774.1	El007G345980, El007G345990
OG0002301	XP_009147121.1	El005G242210
OG0002301	XP_009129755.1, XP_009151707.2	El007G346550
OG0002302	XP_009141627.1	El006G293460
OG0002302	XP_009116026.1	El001G023920
OG0002303	XP_009104466.3	El004G233970
OG0002303	XP_009117812.2, XP_009148962.1	El002G099780
OG0002304	XP_009149064.1, XP_009117768.1	El002G100300
OG0002304	XP_033131208.1	El004G233040
OG0002305	XP_033141638.1	El004G232750
OG0002305	XP_009149077.1	El002G100420
OG0002306	XP_009149105.1	El002G100650
OG0002306	XP_009106622.1, XP_009104550.1	El004G232480
OG0002307	XP_009117590.1, XP_009110323.1	El002G102920
OG0002307	XP_009106108.1	El004G226980
OG0002308	XP_009149586.2, XP_009110198.1	El002G105470
OG0002308	XP_009106334.1	El004G229620
OG0002309	XP_033133863.1	El002G106340
OG0002309	XP_033132027.1, XP_009106414.2	El004G230680
OG0002310	XP_009110161.1	El002G106460
OG0002310	XP_009128247.2	El004G230850
OG0002311	XP_018510313.1	El002G109270
OG0002311	XP_009105696.2, XP_009104955.1	El004G221800
OG0002312	XP_033130238.1, XP_009104967.1	El004G221700
