Orthogroup	Noccaea_praecox	Rorippa_islandica
OG0003446	Np006G3319900	Roisl.0006s0001.1.p, Roisl.0013s0030.1.p, Roisl.0013s0002.1.p
OG0003447	Np007G3890700	Roisl.0213s0721.1.p
OG0003447	Np001G0552800	Roisl.0046s1274.1.p
OG0003448	Np007G3868900, Np001G0313500	Roisl.0053s0243.1.p
OG0003449	Np007G3744000, Np005G3141800	Roisl.0001s0289.1.p
OG0003451	Np007G3716000, Np006G3232600	Roisl.0214s0516.1.p
OG0003452	Np003G1774200	Roisl.0184s0134.1.p
OG0003453	Np006G3213200, Np005G3062200	Roisl.0067s0075.1.p
OG0003454	Np001G0129400, Np003G1780700, Np006G3214300	Roisl.0067s0081.1.p
OG0003455	Np006G3236800	Roisl.0035s0170.1.p
OG0003456	Np006G3252700	Roisl.0028s0106.1.p
OG0003457	Np006G3262400	Roisl.0028s0194.1.p
OG0003458	Np006G3262900	Roisl.0028s0197.1.p
OG0003459	Np007G4173900	Roisl.0210s1609.1.p
OG0003461	Np007G4166900	Roisl.0046s0440.1.p, Roisl.0046s0439.1.p, Roisl.0046s0438.1.p, Roisl.0079s0049.1.p
OG0003462	Np007G4123700, Np007G4138200	Roisl.0079s0263.1.p, Roisl.0079s0275.1.p
OG0003464	Np007G4096600	Roisl.0074s0813.1.p
OG0003465	Np007G4072700	Roisl.0074s0627.1.p
OG0003466	Np007G4068200	Roisl.0074s0614.1.p
OG0003467	Np007G3900900	Roisl.0074s0362.1.p, Roisl.0074s0363.1.p, Roisl.0045s0054.1.p
OG0003468	Np005G2824500	Roisl.0008s0251.1.p
OG0003469	Np005G2726800	Roisl.0003s0099.1.p, Roisl.0003s0098.1.p
OG0003470	Np004G2503100	Roisl.0091s1177.1.p
OG0003471	Np004G2513700	Roisl.0091s1085.1.p
OG0003472	Np004G2496700	Roisl.0091s1234.1.p
OG0003473	Np004G2490100	Roisl.0021s0044.1.p
OG0003474	Np004G2486700	Roisl.0021s0074.1.p
OG0003474	Np002G1142500	Roisl.0214s0694.1.p
OG0003475	Np002G1212200	Roisl.0010s0116.1.p
OG0003475	Np004G2454000	Roisl.0021s0336.1.p
OG0003476	Np004G2445800	Roisl.0021s0384.1.p
OG0003476	Np001G0222900	Roisl.0011s0440.1.p
OG0003477	Np004G2418900	Roisl.0007s0677.1.p
OG0003478	Np007G3971500	Roisl.0091s0632.1.p
OG0003479	Np005G3167100	Roisl.0009s0245.1.p
OG0003480	Np005G3165900	Roisl.0009s0243.1.p
OG0003481	Np001G0326700	Roisl.0005s0003.1.p, Roisl.0091s0623.1.p
OG0003482	Np007G3918900, Np005G3008200	Roisl.0074s0238.1.p
OG0003483	Np001G0207900	Roisl.0035s0120.1.p
OG0003484	Np005G2602300	Roisl.0115s0754.1.p
OG0003485	Np005G2695100	Roisl.0001s0386.1.p
OG0003486	Np005G2673200	Roisl.0001s0201.1.p
OG0003487	Np007G3774100	Roisl.0065s0002.1.p
OG0003488	Np006G3660800	Roisl.0004s0004.1.p
OG0003489	Np004G2309300, Np004G2308600	Roisl.0191s0150.1.p
OG0003490	Np007G4201600	Roisl.0214s0223.1.p, Roisl.0191s0152.1.p
OG0003491	Np002G0866700	Roisl.0191s0319.1.p, Roisl.0019s0573.1.p
OG0003494	Np004G1908600	Roisl.0045s0073.1.p, Roisl.0066s0272.1.p, Roisl.0021s0533.1.p, Roisl.0036s0083.1.p, Roisl.0066s0271.1.p, Roisl.0045s0072.1.p, Roisl.0047s0021.1.p, Roisl.0045s0071.1.p
OG0003497	Np004G2033300	Roisl.0195s0018.1.p, Roisl.0019s0855.1.p
OG0003498	Np009G4320600	Roisl.0046s0131.1.p, Roisl.0021s0306.1.p, Roisl.0091s0821.1.p, Roisl.0021s0101.1.p
OG0003504	Np007G3847600, Np007G3847500	Roisl.0053s0342.1.p
OG0003505	Np004G2126800, Np004G2127300	Roisl.0213s0213.1.p, Roisl.0213s0215.1.p
OG0003512	Np006G3623600, Np006G3617000	Roisl.0036s0007.1.p, Roisl.0025s0078.1.p
OG0003513	Np001G0467100	Roisl.0082s0246.1.p, Roisl.0082s0245.1.p, Roisl.0082s0241.1.p, Roisl.0082s0244.1.p, Roisl.0209s0210.1.p, Roisl.0184s0205.1.p
OG0003514	Np003G1441000	Roisl.0210s1393.1.p
OG0003515	Np003G1428100	Roisl.0210s1286.1.p
OG0003516	Np003G1381000	Roisl.0210s0864.1.p
OG0003517	Np007G3975100	Roisl.0115s0290.1.p
OG0003519	Np001G0092600	Roisl.0080s0114.1.p
OG0003521	Np006G3610500	Roisl.0204s0110.1.p
OG0003522	Np006G3581000	Roisl.0204s0035.1.p
OG0003522	Np006G3581100	Roisl.0204s0034.1.p
OG0003523	Np006G3591400	Roisl.0082s0592.1.p
OG0003525	Np006G3476700, Np006G3531300	Roisl.0033s0060.1.p
OG0003526	Np003G1282100, Np006G3468500, Np006G3549500, Np006G3467700	Roisl.0033s0166.1.p
OG0003527	Np006G3551500	Roisl.0017s0521.1.p
OG0003527	Np006G3551400	Roisl.0015s0134.1.p
OG0003528	Np006G3553400, Np007G3779100	Roisl.0017s0500.1.p
OG0003529	Np006G3564900	Roisl.0017s0424.1.p
OG0003530	Np001G0409500	Roisl.0210s0358.1.p, Roisl.0012s0147.1.p
OG0003531	Np004G2129400	Roisl.0213s0234.1.p
OG0003532	Np004G2145500, Np001G0561800	Roisl.0213s0345.1.p
OG0003535	Np001G0030500	Roisl.0024s0437.1.p
OG0003536	Np003G1329900	Roisl.0210s0456.1.p
OG0003537	Np001G0086600	Roisl.0080s0070.1.p
OG0003538	Np001G0133300, Np001G0133400	Roisl.0046s0248.1.p
OG0003539	Np004G2271500	Roisl.0115s0510.1.p
OG0003539	Np002G0882200	Roisl.0019s0665.1.p
OG0003539	Np003G1503300	Roisl.0210s1887.1.p
OG0003540	Np003G1512800	Roisl.0210s1960.1.p, Roisl.0210s1961.1.p, Roisl.0210s1958.1.p
OG0003541	Np003G1517600	Roisl.0080s0222.1.p
OG0003542	Np003G1770200	Roisl.0060s0016.1.p, Roisl.0060s0014.1.p
OG0003543	Np003G1530100	Roisl.0080s0332.1.p
OG0003545	Np003G1547200	Roisl.0080s0466.1.p
OG0003546	Np003G1552800	Roisl.0080s0517.1.p
OG0003547	Np004G2513500	Roisl.0091s1087.1.p
OG0003548	Np007G3863200, Np003G1593700, Np002G1137800, Np002G1146300	Roisl.0080s0770.1.p
OG0003549	Np002G0959800, Np003G1330100	Roisl.0210s0458.1.p
OG0003550	Np003G1312200	Roisl.0042s0065.1.p
OG0003551	Np003G1299800	Roisl.0042s0149.1.p
OG0003552	Np003G1277800, Np007G3733400	Roisl.0214s0346.1.p
OG0003554	Np001G0207800	Roisl.0011s0547.1.p
OG0003554	Np005G3179000	Roisl.0009s0178.1.p
OG0003555	Np002G0727600	Roisl.0115s0227.1.p, Roisl.0179s0110.1.p
OG0003556	Np002G0735700	Roisl.0004s0067.1.p
OG0003557	Np005G2661700	Roisl.0001s0143.1.p
OG0003558	Np004G1977200	Roisl.0006s0042.1.p, Roisl.0006s0041.1.p
OG0003559	Np005G3054100	Roisl.0075s0185.1.p
OG0003559	Np007G3833400, Np007G3844500	Roisl.0053s0364.1.p
OG0003560	Np005G3049700	Roisl.0075s0208.1.p, Roisl.0053s0400.1.p
OG0003561	Np003G1844300	Roisl.0189s0257.1.p, Roisl.0189s0261.1.p
OG0003562	Np005G3020300	Roisl.0002s0100.1.p
OG0003563	Np002G0813000, Np002G0813100	Roisl.0019s0155.1.p, Roisl.0019s0157.1.p
OG0003564	Np004G2367200	Roisl.0007s0238.1.p
OG0003565	Np001G0234900	Roisl.0011s0338.1.p, Roisl.0011s0340.1.p
OG0003566	Np002G0869000	Roisl.0019s0586.1.p
OG0003567	Np001G0369700	Roisl.0005s0280.1.p
OG0003568	Np001G0420400	Roisl.0055s0041.1.p
OG0003569	Np004G2301600	Roisl.0191s0188.1.p
OG0003569	Np005G3035700	Roisl.0019s0118.1.p
OG0003570	Np001G0101400	Roisl.0210s2131.1.p, Roisl.0058s0064.1.p
OG0003571	Np005G2870900	Roisl.0091s0249.1.p
OG0003572	Np005G2893000	Roisl.0091s0324.1.p
OG0003573	Np005G2995300, Np005G2995400	Roisl.0002s0010.1.p
OG0003575	Np001G0693400	Roisl.0018s0433.1.p
OG0003576	Np004G2018600	Roisl.0204s0088.1.p
OG0003576	Np001G0686000	Roisl.0018s0362.1.p
OG0003577	Np006G3219300	Roisl.0035s0033.1.p
OG0003577	Np001G0684600	Roisl.0018s0351.1.p
OG0003578	Np001G0675500	Roisl.0091s0792.1.p, Roisl.0016s0387.1.p
OG0003579	Np001G0665600	Roisl.0046s0094.1.p, Roisl.0018s0196.1.p
OG0003580	Np001G0601800	Roisl.0046s1618.1.p
OG0003581	Np001G0629400	Roisl.0026s0076.1.p
OG0003582	Np001G0624800	Roisl.0026s0126.1.p
OG0003582	Np006G3293200	Roisl.0028s0427.1.p
OG0003583	Np001G0587100	Roisl.0046s1507.1.p, Roisl.0046s1508.1.p
OG0003584	Np004G1975300, Np004G1975000, Np001G0560500	Roisl.0046s1304.1.p
OG0003585	Np003G1612700	Roisl.0184s0092.1.p
OG0003586	Np002G0942900, Np005G3128800	Roisl.0024s0038.1.p
OG0003587	Np001G0600200	Roisl.0046s1603.1.p
OG0003588	Np002G1221400	Roisl.0028s0326.1.p
OG0003589	Np001G0534600, Np001G0534700	Roisl.0046s1114.1.p
OG0003590	Np006G3367400	Roisl.0017s0131.1.p, Roisl.0017s0130.1.p
OG0003591	Np003G1277900	Roisl.0030s0071.1.p
OG0003592	Np001G0436900	Roisl.0037s0066.1.p
OG0003593	Np004G2083800	Roisl.0193s0014.1.p
OG0003594	Np003G1804200	Roisl.0213s0570.1.p
OG0003595	Np006G3591200, Np001G0140800	Roisl.0046s0318.1.p
OG0003596	Np001G0153100	Roisl.0046s0429.1.p
OG0003597	Np004G2562100	Roisl.0210s0347.1.p
OG0003599	Np003G1458000	Roisl.0210s1534.1.p
OG0003599	Np007G4212100	Roisl.0016s0346.1.p
OG0003601	Np007G4087600	Roisl.0074s0744.1.p
OG0003602	Np007G4036400	Roisl.0074s0406.1.p
OG0003603	Np004G1946600	Roisl.0006s0286.1.p
OG0003604	Np006G3660000	Roisl.0004s0010.1.p
OG0003604	Np005G2724700	Roisl.0003s0117.1.p
OG0003605	Np007G3802900, Np007G3802800, Np005G2688800	Roisl.0115s0388.1.p, Roisl.0008s0175.1.p
OG0003606	Np004G1960700	Roisl.0006s0163.1.p
OG0003606	Np007G3803300	Roisl.0115s0392.1.p
OG0003607	Np007G3847100	Roisl.0053s0343.1.p
OG0003607	Np005G3057500, Np005G3057400	Roisl.0075s0171.1.p
OG0003608	Np007G3844900	Roisl.0053s0360.1.p
OG0003609	Np001G0262400	Roisl.0011s0107.1.p
OG0003611	Np002G1062900, Np004G2502600	Roisl.0071s0011.1.p
OG0003612	Np001G0545300	Roisl.0046s1211.1.p, Roisl.0046s1210.1.p
OG0003613	Np004G2591400	Roisl.0210s0078.1.p
OG0003614	Np004G2574900	Roisl.0006s0556.1.p, Roisl.0210s0224.1.p
OG0003616	Np004G2536700	Roisl.0091s0877.1.p
OG0003617	Np004G2534600	Roisl.0091s0899.1.p
OG0003617	Np004G2534100	Roisl.0091s0900.1.p
OG0003619	Np001G0398100	Roisl.0082s0519.1.p, Roisl.0021s0062.1.p, Roisl.0021s0059.1.p
OG0003620	Np004G2483500	Roisl.0021s0106.1.p
OG0003620	Np002G1149400	Roisl.0214s0659.1.p
OG0003621	Np004G2481600	Roisl.0021s0125.1.p
OG0003622	Np004G2474800	Roisl.0021s0188.1.p
OG0003623	Np004G2457200	Roisl.0021s0311.1.p
OG0003624	Np004G2416500	Roisl.0007s0652.1.p
OG0003626	Np004G2391500	Roisl.0007s0424.1.p
OG0003627	Np004G2347500	Roisl.0007s0059.1.p
OG0003627	Np004G2347600	Roisl.0007s0061.1.p
OG0003628	Np001G0391500	Roisl.0012s0333.1.p, Roisl.0012s0332.1.p
OG0003629	Np005G2644300	Roisl.0001s0009.1.p
OG0003630	Np006G3630500	Roisl.0082s0502.1.p
OG0003631	Np005G2640100	Roisl.0008s0324.1.p
OG0003632	Np006G3640300	Roisl.0023s0070.1.p
OG0003633	Np002G0858400	Roisl.0019s0525.1.p
OG0003633	Np004G2286400	Roisl.0191s0269.1.p
OG0003634	Np003G1891600	Roisl.0191s0498.1.p, Roisl.0001s0413.1.p
OG0003635	Np006G3545700	Roisl.0033s0138.1.p
OG0003636	Np006G3603500	Roisl.0082s0703.1.p
OG0003639	Np003G1726600	Roisl.0214s0237.1.p, Roisl.0214s0235.1.p
OG0003641	Np001G0387600	Roisl.0115s0248.1.p
OG0003645	Np005G2858800, Np005G2859200	Roisl.0091s0110.1.p, Roisl.0091s0112.1.p
OG0003646	Np003G1669800	Roisl.0189s0159.1.p, Roisl.0189s0158.1.p
OG0003647	Np023G4395700, Np019G4389100	Roisl.0003s0304.1.p, Roisl.0059s0038.1.p
OG0003648	Np005G2755000	Roisl.0044s0060.1.p
OG0003656	Np001G0485000	Roisl.0046s0764.1.p
OG0003656	Np001G0485100	Roisl.0046s0765.1.p
OG0003657	Np001G0476900	Roisl.0046s0689.1.p
OG0003659	Np007G4239300	Roisl.0016s0130.1.p
OG0003660	Np005G2854900	Roisl.0091s0084.1.p
OG0003662	Np001G0134700	Roisl.0046s0262.1.p
OG0003662	Np003G1383100	Roisl.0210s0881.1.p
OG0003664	Np003G1358900	Roisl.0210s0676.1.p, Roisl.0210s0675.1.p
OG0003665	Np007G4112600, Np007G4112700	Roisl.0074s0935.1.p
OG0003666	Np004G2527100	Roisl.0091s0961.1.p
OG0003666	Np006G3526000	Roisl.0033s0041.1.p
OG0003668	Np003G1561800	Roisl.0189s0130.1.p
OG0003668	Np005G2805700	Roisl.0022s0205.1.p
OG0003669	Np007G3725000	Roisl.0213s0150.1.p
OG0003670	Np001G0107400	Roisl.0210s2024.1.p
OG0003671	Np001G0119800	Roisl.0046s0145.1.p
OG0003672	Np001G0133600	Roisl.0046s0252.1.p
OG0003673	Np003G1493900	Roisl.0210s1825.1.p
OG0003674	Np001G0438700	Roisl.0037s0031.1.p
OG0003675	Np003G1518800	Roisl.0080s0229.1.p
OG0003676	Np001G0455400	Roisl.0004s0362.1.p
OG0003676	Np003G1522500	Roisl.0080s0267.1.p
OG0003677	Np003G1331900, Np006G3426500	Roisl.0028s0826.1.p, Roisl.0028s0827.1.p
OG0003678	Np003G1579700, Np005G2793100	Roisl.0080s0691.1.p
OG0003679	Np003G1595200	Roisl.0080s0778.1.p
OG0003680	Np001G0505600	Roisl.0046s0893.1.p
OG0003681	Np001G0492800	Roisl.0046s0790.1.p
OG0003682	Np003G1867400	Roisl.0210s0612.1.p
OG0003684	Np001G0206800	Roisl.0011s0549.1.p
OG0003686	Np005G3202100	Roisl.0009s0011.1.p
OG0003686	Np002G1247500	Roisl.0050s0015.1.p
OG0003688	Np002G0709300	Roisl.0115s0085.1.p
OG0003689	Np002G0709600, Np001G0391400	Roisl.0115s0089.1.p
OG0003690	Np002G0743700	Roisl.0004s0113.1.p, Roisl.0075s0069.1.p
OG0003690	Np001G0153200	Roisl.0046s0432.1.p
OG0003691	Np002G0785600	Roisl.0115s0546.1.p, Roisl.0004s0393.1.p, Roisl.0004s0395.1.p, Roisl.0004s0394.1.p
OG0003693	Np004G1934900	Roisl.0006s0383.1.p
OG0003694	Np003G1736800	Roisl.0214s0163.1.p
OG0003695	Np005G3024800	Roisl.0002s0137.1.p
OG0003697	Np005G2758400	Roisl.0044s0035.1.p
OG0003698	Np001G0200900	Roisl.0025s0044.1.p
OG0003698	Np005G3167800	Roisl.0009s0233.1.p
OG0003699	Np003G1887100	Roisl.0191s0537.1.p
OG0003700	Np001G0358700, Np005G2919400	Roisl.0005s0197.1.p
OG0003701	Np007G3929300	Roisl.0074s0170.1.p
OG0003703	Np001G0384800	Roisl.0012s0365.1.p
OG0003703	Np001G0384600	Roisl.0012s0370.1.p
OG0003704	Np004G1969300	Roisl.0006s0159.1.p
OG0003706	Np004G2416200	Roisl.0007s0649.1.p
OG0003707	Np004G1952700	Roisl.0006s0227.1.p
OG0003709	Np006G3438900	Roisl.0028s0765.1.p, Roisl.0111s0001.1.p
OG0003710	Np006G3399400	Roisl.0028s1007.1.p
OG0003711	Np001G0583600, Np001G0375500, Np005G3086200, Np001G0375400	Roisl.0046s1479.1.p
OG0003712	Np001G0009000	Roisl.0024s0617.1.p, Roisl.0024s0616.1.p
OG0003713	Np001G0685800	Roisl.0018s0360.1.p
OG0003714	Np001G0679400	Roisl.0018s0315.1.p
OG0003714	Np006G3226100	Roisl.0035s0078.1.p
OG0003715	Np001G0672200	Roisl.0213s0018.1.p, Roisl.0018s0258.1.p, Roisl.0002s0212.1.p
OG0003716	Np001G0669200	Roisl.0018s0226.1.p
OG0003716	Np006G3237100	Roisl.0035s0172.1.p
OG0003718	Np001G0610600	Roisl.0066s0413.1.p
OG0003719	Np006G3331000	Roisl.0017s0352.1.p
OG0003720	Np003G1445600	Roisl.0210s1428.1.p
OG0003721	Np004G2097700	Roisl.0015s0069.1.p
OG0003722	Np007G3744300	Roisl.0066s0298.1.p, Roisl.0066s0047.1.p
OG0003723	Np005G2645700	Roisl.0001s0026.1.p
OG0003724	Np007G3738800	Roisl.0066s0001.1.p
OG0003725	Np007G3738300, Np007G3738200, Np007G3738100	Roisl.0206s0033.1.p
OG0003727	Np005G3175100	Roisl.0210s2222.1.p
OG0003728	Np006G3676900	Roisl.0046s0501.1.p
OG0003729	Np001G0139900	Roisl.0046s0310.1.p
OG0003730	Np001G0147300	Roisl.0046s0381.1.p
OG0003731	Np006G3247900	Roisl.0066s0268.1.p, Roisl.0028s0601.1.p
OG0003732	Np001G0409000	Roisl.0028s0075.1.p
OG0003733	Np006G3260500, Np006G3570200	Roisl.0028s0183.1.p
OG0003734	Np006G3262600	Roisl.0028s0196.1.p
OG0003734	Np006G3262700, Np006G3262500	Roisl.0028s0195.1.p
OG0003735	Np006G3265100, Np006G3264600	Roisl.0028s0215.1.p
OG0003736	Np007G4172500	Roisl.0079s0012.1.p
OG0003737	Np007G4153000	Roisl.0079s0152.1.p
OG0003738	Np007G4145600	Roisl.0079s0204.1.p
OG0003739	Np007G4060000	Roisl.0074s0559.1.p, Roisl.0074s0558.1.p
OG0003740	Np007G4053900	Roisl.0074s0510.1.p
OG0003741	Np004G2411000	Roisl.0007s0606.1.p
OG0003741	Np007G3903000	Roisl.0074s0342.1.p
OG0003742	Np007G3937800	Roisl.0074s0124.1.p, Roisl.0046s0636.1.p
OG0003743	Np007G3945800	Roisl.0074s0075.1.p
OG0003744	Np007G3820800	Roisl.0115s0529.1.p
OG0003745	Np001G0536500	Roisl.0046s1140.1.p, Roisl.0046s1585.1.p
OG0003747	Np004G2542000	Roisl.0091s0827.1.p
OG0003748	Np006G3640700	Roisl.0091s1017.1.p, Roisl.0046s0510.1.p, Roisl.0204s0148.1.p
OG0003749	Np004G2402500	Roisl.0007s0532.1.p
OG0003750	Np004G2392700	Roisl.0007s0437.1.p, Roisl.0209s0730.1.p
OG0003751	Np004G2388300	Roisl.0007s0396.1.p
OG0003752	Np002G0838700, Np007G3894300	Roisl.0019s0396.1.p, Roisl.0019s0395.1.p
OG0003753	Np002G0848100	Roisl.0019s0464.1.p
OG0003754	Np005G3099200	Roisl.0015s0162.1.p
OG0003755	Np002G1244200	Roisl.0050s0039.1.p
OG0003756	Np005G2871900	Roisl.0091s0237.1.p
OG0003757	Np002G0886400, Np002G0886600, Np002G0886500, Np002G0886300, Np002G0885200, Np004G1998600	Roisl.0013s0131.1.p, Roisl.0204s0137.1.p
OG0003758	Np002G0868000	Roisl.0017s0489.1.p, Roisl.0013s0085.1.p
OG0003759	Np004G1983700	Roisl.0013s0017.1.p
OG0003760	Np005G2603900	Roisl.0115s0742.1.p
OG0003761	Np005G2617900, Np005G2650400	Roisl.0001s0507.1.p, Roisl.0210s2213.1.p
OG0003762	Np002G0888900, Np005G2618400	Roisl.0001s0503.1.p
OG0003763	Np005G2624800	Roisl.0046s0591.1.p
OG0003764	Np005G2683100	Roisl.0001s0283.1.p
OG0003765	Np005G2799900, Np005G2799800	Roisl.0022s0244.1.p
OG0003766	Np003G1873500	Roisl.0053s0026.1.p
OG0003767	Np003G1889200	Roisl.0191s0518.1.p
OG0003768	Np005G2767000	Roisl.0022s0497.1.p
OG0003769	Np004G2140000	Roisl.0213s0316.1.p
OG0003770	Np003G1611400	Roisl.0080s0868.1.p, Roisl.0080s0867.1.p, Roisl.0080s0870.1.p
OG0003772	Np002G0959400	Roisl.0209s0099.1.p
OG0003772	Np005G3121500	Roisl.0064s0011.1.p
OG0003773	Np006G3328500	Roisl.0191s0443.1.p
OG0003776	Np005G2996300	Roisl.0002s0012.1.p
OG0003778	Np006G3546000, Np006G3483900	Roisl.0033s0136.1.p, Roisl.0033s0135.1.p
OG0003781	Np005G2989300	Roisl.0032s0055.1.p, Roisl.0066s0229.1.p
OG0003782	Np003G1706200, Np003G1704300, Np003G1683100, Np001G0317800	Roisl.0214s0120.1.p, Roisl.0010s0032.1.p, Roisl.0027s0137.1.p, Roisl.0025s0052.1.p
OG0003790	Np002G1225700, Np001G0357800, Np003G1445700	Roisl.0210s1429.1.p
OG0003791	Np003G1444700	Roisl.0210s1424.1.p, Roisl.0027s0029.1.p, Roisl.0209s0315.1.p
OG0003792	Np003G1431200	Roisl.0210s1308.1.p
OG0003793	Np003G1404500	Roisl.0014s0022.1.p, Roisl.0014s0021.1.p, Roisl.0210s1057.1.p
OG0003794	Np003G1385800	Roisl.0210s0913.1.p
OG0003795	Np003G1370800	Roisl.0210s0787.1.p
OG0003796	Np003G1359900	Roisl.0210s0686.1.p
OG0003798	Np005G2816000, Np005G2804500	Roisl.0022s0126.1.p
OG0003799	Np006G3589900	Roisl.0082s0571.1.p
OG0003800	Np006G3489500, Np006G3540600	Roisl.0033s0107.1.p, Roisl.0033s0165.1.p
OG0003801	Np006G3554500	Roisl.0017s0487.1.p
OG0003802	Np006G3559200	Roisl.0017s0453.1.p
OG0003803	Np009G4320000, Np006G3452300	Roisl.0028s0743.1.p
OG0003804	Np005G2810700	Roisl.0022s0166.1.p
OG0003805	Np006G3328300, Np005G3160000	Roisl.0009s0294.1.p
OG0003806	Np004G2162900	Roisl.0213s0439.1.p
OG0003809	Np007G3894400, Np001G0054700, Np001G0055100	Roisl.0024s0250.1.p
OG0003810	Np001G0484000	Roisl.0046s0755.1.p
OG0003810	Np001G0064900	Roisl.0008s0017.1.p, Roisl.0024s0191.1.p
OG0003811	Np001G0071500	Roisl.0024s0130.1.p, Roisl.0046s0698.1.p
OG0003812	Np001G0073000	Roisl.0082s0031.1.p
OG0003813	Np001G0032500	Roisl.0015s0012.1.p, Roisl.0024s0420.1.p
OG0003814	Np001G0105300	Roisl.0210s2009.1.p
OG0003815	Np003G1381700, Np001G0134000	Roisl.0210s0870.1.p
OG0003816	Np003G1500600	Roisl.0210s1869.1.p
OG0003817	Np003G1514900	Roisl.0080s0200.1.p
OG0003817	Np001G0448600	Roisl.0019s0086.1.p
OG0003818	Np003G1550700	Roisl.0080s0495.1.p
OG0003819	Np005G2791400	Roisl.0022s0311.1.p
OG0003820	Np003G1596400	Roisl.0080s0786.1.p
OG0003821	Np003G1606300	Roisl.0080s0830.1.p
OG0003822	Np003G1625400	Roisl.0052s0017.1.p
OG0003823	Np005G2997400, Np003G1329200, Np002G1189900, Np002G1190200, Np006G3413100	Roisl.0214s0039.1.p, Roisl.0210s0451.1.p
OG0003824	Np003G1314800	Roisl.0042s0047.1.p
OG0003825	Np001G0435500	Roisl.0208s0019.1.p
OG0003826	Np001G0166600	Roisl.0020s0144.1.p, Roisl.0198s0022.1.p
OG0003828	Np005G2677800	Roisl.0001s0241.1.p, Roisl.0001s0243.1.p
OG0003829	Np005G2976100, Np005G3190200, Np005G2975700	Roisl.0009s0107.1.p
OG0003830	Np002G0728600	Roisl.0115s0238.1.p, Roisl.0007s0452.1.p
OG0003833	Np004G1906800	Roisl.0021s0515.1.p
OG0003834	Np004G1915900	Roisl.0006s0513.1.p
OG0003835	Np001G0454700	Roisl.0010s0090.1.p, Roisl.0010s0091.1.p, Roisl.0209s0280.1.p
OG0003836	Np001G0453600	Roisl.0209s0273.1.p
OG0003837	Np005G3075100	Roisl.0074s0952.1.p, Roisl.0082s0046.1.p
OG0003838	Np005G3030400	Roisl.0002s0165.1.p, Roisl.0053s0120.1.p
OG0003841	Np002G0873500	Roisl.0019s0605.1.p
OG0003842	Np002G0864400	Roisl.0191s0314.1.p, Roisl.0019s0561.1.p
OG0003843	Np005G2961600	Roisl.0006s0107.1.p, Roisl.0006s0109.1.p
OG0003844	Np007G4001600	Roisl.0115s0365.1.p
OG0003845	Np006G3648000, Np006G3647800	Roisl.0214s0018.1.p
OG0003846	Np005G3158800, Np001G0192300	Roisl.0188s0079.1.p
OG0003847	Np002G1191200	Roisl.0209s0599.1.p, Roisl.0209s0594.1.p, Roisl.0209s0618.1.p, Roisl.0028s0369.1.p
OG0003848	Np001G0011400	Roisl.0024s0599.1.p
OG0003849	Np005G2833400	Roisl.0008s0179.1.p
OG0003851	Np007G4254700	Roisl.0016s0005.1.p
OG0003852	Np007G4249300	Roisl.0016s0051.1.p, Roisl.0007s0478.1.p
OG0003853	Np001G0677200	Roisl.0018s0298.1.p
OG0003854	Np006G3245800	Roisl.0028s0055.1.p
OG0003854	Np001G0665800	Roisl.0018s0199.1.p
OG0003855	Np001G0645600	Roisl.0018s0043.1.p
OG0003856	Np001G0629700, Np002G0843900	Roisl.0026s0074.1.p
OG0003857	Np001G0627900	Roisl.0026s0089.1.p, Roisl.0028s0403.1.p
OG0003858	Np001G0627800	Roisl.0026s0090.1.p, Roisl.0028s0402.1.p
OG0003859	Np001G0571000	Roisl.0046s1382.1.p
OG0003860	Np001G0274900	Roisl.0011s0040.1.p
OG0003862	Np007G3868800	Roisl.0053s0244.1.p
OG0003863	Np002G0895100	Roisl.0019s0719.1.p
OG0003864	Np001G0413100	Roisl.0047s0020.1.p
OG0003865	Np006G3375700	Roisl.0017s0071.1.p
OG0003867	Np006G3688800	Roisl.0046s0590.1.p
OG0003868	Np004G2028100	Roisl.0179s0074.1.p
OG0003869	Np004G2068200	Roisl.0040s0056.1.p
OG0003870	Np004G2067800	Roisl.0210s1573.1.p
OG0003871	Np002G1224200	Roisl.0010s0160.1.p
OG0003872	Np003G1805500	Roisl.0213s0576.1.p
OG0003873	Np007G3719900	Roisl.0214s0459.1.p, Roisl.0214s0466.1.p, Roisl.0028s1035.1.p
OG0003874	Np006G3222600	Roisl.0035s0052.1.p
OG0003876	Np006G3283600	Roisl.0028s0366.1.p
OG0003877	Np006G3291700	Roisl.0028s0423.1.p
OG0003878	Np006G3300800	Roisl.0028s0469.1.p
OG0003879	Np003G1439600	Roisl.0210s1383.1.p
OG0003879	Np007G4228100	Roisl.0016s0229.1.p
OG0003880	Np007G4157900, Np001G0174200	Roisl.0079s0120.1.p
OG0003881	Np007G4149700	Roisl.0079s0182.1.p
OG0003882	Np002G0896400, Np007G4104000, Np007G4104100	Roisl.0074s0865.1.p
OG0003883	Np007G3772000, Np007G3771800	Roisl.0066s0327.1.p
OG0003884	Np010G4350700, Np007G4015900, Np007G3982100	Roisl.0074s0377.1.p
OG0003885	Np004G2583800	Roisl.0210s0141.1.p, Roisl.0210s0140.1.p
OG0003886	Np003G1661300, Np003G1671100	Roisl.0189s0169.1.p
OG0003889	Np004G2547600	Roisl.0091s0780.1.p
OG0003890	Np001G0448200	Roisl.0041s0063.1.p, Roisl.0027s0119.1.p
