Orthogroup	Arabidopsis_arenosa	Capsella_rubella
OG0001549	jg11464	XP_006285077.1
OG0001549	jg26712	XP_006300155.1
OG0001550	jg3039	XP_006302222.1
OG0001550	jg30369	XP_023644651.1
OG0001551	jg6229	XP_006287347.1
OG0001551	jg6227	XP_006287283.1
OG0001552	jg20517	XP_006280692.1
OG0001552	jg10692	XP_023634086.1
OG0001553	jg26186	XP_006298403.1
OG0001553	jg33200	XP_006304201.1
OG0001554	jg33464	XP_006305405.2
OG0001554	jg25611	XP_006298382.1
OG0001555	jg20349	XP_023637498.1
OG0001555	jg10852	XP_006284309.1
OG0001556	jg10891	XP_006284050.1
OG0001557	jg23737	XP_006280785.1
OG0001557	jg14957	XP_006291313.2
OG0001558	jg20124	XP_006293775.1
OG0001558	jg16297	XP_006290670.1
OG0001559	jg9192	XP_023635599.1
OG0001559	jg17088	XP_006293733.1
OG0001560	jg19762	XP_006294482.1
OG0001560	jg16048	XP_023639075.1
OG0001561	jg15815	XP_023637843.1
OG0001561	jg15816	XP_023638960.1
OG0001562	jg15767	XP_023638989.1
OG0001562	jg19482	XP_023639714.1
OG0001563	jg19390	XP_006293901.1
OG0001563	jg15645, jg15715	XP_023638756.1
OG0001564	jg15533	XP_023638094.1
OG0001564	jg19221	XP_006295906.1
OG0001565	jg15521	XP_006291044.2, XP_006293164.1
OG0001565	jg15522	XP_006291099.1, XP_006293139.1
OG0001566	jg33000	XP_006295789.1, XP_006292134.1
OG0001567	jg14239	XP_006291387.2
OG0001568	jg9416	XP_006283123.1
OG0001568	jg28101	XP_006297002.1
OG0001569	jg16568	XP_006294333.2
OG0001569	jg8385	XP_006282656.1
OG0001570	jg2818	XP_006302494.1
OG0001570	jg7274	XP_006287918.1
OG0001571	jg28641	XP_006304093.1
OG0001571	jg5758	XP_006286535.1
OG0001572	jg24430	XP_006298991.2
OG0001572	jg6648	XP_023636813.1
OG0001573	jg6760	XP_006288375.1
OG0001573	jg24374	XP_006298244.1
OG0001574	jg9586	XP_006285481.1
OG0001574	jg28279	XP_006299966.1
OG0001575	jg24312, jg24311	XP_006298574.1
OG0001576	jg6705	XP_006287421.2
OG0001576	jg6700	XP_006290092.2
OG0001576	jg24402	XP_023642433.1
OG0001577	jg21361	XP_023641754.1
OG0001577	jg24717	XP_006299450.2
OG0001578	jg25845	XP_006297985.1
OG0001578	jg32898	XP_006303675.1
OG0001580	jg9867	XP_023633791.1
OG0001580	jg11355, jg11354	XP_006282637.2, XP_023634246.1
OG0001582	jg18306	XP_006296541.1
OG0001582	jg28858	XP_023632762.1
OG0001583	jg886	XP_006302971.1
OG0001584	jg29971	XP_006305701.1
OG0001584	jg12968	XP_006290383.1
OG0001585	jg30817	XP_006306225.1
OG0001585	jg30818	XP_006304654.1
OG0001586	jg13179	XP_006292654.1
OG0001587	jg30892	XP_006303369.1
OG0001587	jg2680	XP_006302004.1
OG0001588	jg403	XP_023643653.1
OG0001588	jg12823	XP_006282431.1, XP_006283153.2
OG0001589	jg13568	XP_023638614.1, XP_023639202.1
OG0001589	jg13573	XP_006291401.1
OG0001590	jg1440, jg1475	XP_023640998.1, XP_023644449.1, XP_023632882.1
OG0001591	jg8509	XP_006284843.1
OG0001592	jg8953	XP_006283647.1
OG0001592	jg8954	XP_006286265.1
OG0001593	jg13218	XP_023638197.1
OG0001594	jg2103, jg2642	XP_006302784.1, XP_023637087.1
OG0001595	jg1926, jg1929	XP_006303060.1, XP_006303065.1
OG0001595	jg1925	XP_006301924.2
OG0001596	jg26764, jg26771, jg16706	XP_006283907.1
OG0001598	jg4640	XP_023637517.1
OG0001598	jg23052	XP_006281754.1
OG0001599	jg9550	XP_006282937.2, XP_006285560.2
OG0001603	jg14661	XP_006290391.1
OG0001603	jg23301	XP_023643539.1
OG0001604	jg30428	XP_006303470.1
OG0001604	jg14625	XP_006292140.1
OG0001605	jg12655	XP_006285855.2, XP_023632649.1
OG0001605	jg12644	XP_006285962.2
OG0001606	jg5545	XP_006286604.1
OG0001606	jg24147	XP_006298811.1
OG0001607	jg24133	XP_006296860.1
OG0001607	jg5520	XP_006286350.1
OG0001608	jg26221	XP_006297877.1
OG0001608	jg26222	XP_023642466.1
OG0001609	jg5432	XP_023637071.1
OG0001609	jg24071	XP_006297400.1, XP_006279213.2
OG0001610	jg31260, jg31262	XP_023645055.1, XP_006303492.1
OG0001611	jg5092	XP_006289217.1
OG0001611	jg5804	XP_006287466.1
OG0001612	jg5808	XP_023636646.1
OG0001612	jg5064	XP_023636375.1
OG0001613	jg5005	XP_006286517.1
OG0001613	jg6490	XP_006286838.1
OG0001614	jg23504	XP_023637298.1
OG0001614	jg4857	XP_006286676.1
OG0001615	jg4856	XP_006288665.1
OG0001616	jg23461	XP_006280038.1
OG0001617	jg4736	XP_006287587.1
OG0001617	jg23370	XP_006279782.1
OG0001618	jg6147	XP_023635732.1
OG0001618	jg4666	XP_006288817.1
OG0001619	jg7901	XP_006290096.1
OG0001619	jg28658	XP_006305009.1
OG0001620	jg29112	XP_006307675.1
OG0001620	jg17872	XP_023639512.1
OG0001621	jg18033	XP_006294046.1
OG0001621	jg29072	XP_006307292.1
OG0001622	jg29061	XP_006303356.1
OG0001622	jg18047	XP_006295008.1
OG0001623	jg18087	XP_006294509.1
OG0001623	jg29037	XP_006305147.1
OG0001624	jg18143	XP_023640159.1
OG0001624	jg29005	XP_006306356.1
OG0001625	jg18237	XP_023640042.1
OG0001625	jg28916	XP_023645715.1
OG0001626	jg18415, jg28784	XP_006295192.1
OG0001627	jg28769	XP_006307243.1
OG0001627	jg18432	XP_006294009.1
OG0001628	jg28726	XP_006306368.1
OG0001628	jg20801	XP_006281990.1
OG0001629	jg7838	XP_006286575.1
OG0001629	jg28681	XP_006305692.1
OG0001630	jg9895	XP_006284181.1
OG0001630	jg21956	XP_006280857.1
OG0001631	jg20932	XP_006280020.1
OG0001631	jg31295	XP_023633095.1
OG0001632	jg18497	XP_006295560.1
OG0001632	jg31384	XP_006306466.1
OG0001633	jg23118	XP_006279131.2
OG0001633	jg23122	XP_023633569.1
OG0001634	jg23069	XP_006280810.1
OG0001634	jg29860	XP_023633157.1
OG0001635	jg6214	XP_006287613.1
OG0001635	jg14703	XP_006290987.1
OG0001636	jg14808	XP_023638018.1
OG0001636	jg6328	XP_006289064.1
OG0001637	jg5813	XP_006287126.1
OG0001638	jg5862	XP_006293475.1, XP_023636156.1
OG0001640	jg9783	XP_023633677.1
OG0001640	jg22385	XP_006281082.2
OG0001641	jg22344	XP_006280442.1
OG0001641	jg9767	XP_023635146.1
OG0001642	jg22329	XP_006280637.1
OG0001643	jg9718	XP_023634672.1
OG0001643	jg22215	XP_023643854.1
OG0001644	jg25124	XP_006297206.1
OG0001645	jg25096	XP_006297179.1
OG0001645	jg4372	XP_006287223.1
OG0001646	jg4318	XP_006288553.1
OG0001646	jg25067	XP_006298418.1
OG0001647	jg15667	XP_006292243.1
OG0001647	jg4149	XP_006287072.1
OG0001648	jg12696	XP_023635217.1
OG0001648	jg13455	XP_006291641.1
OG0001649	jg12709	XP_006285462.1
OG0001649	jg13419	XP_006290621.1
OG0001650	jg12764	XP_023635388.1
OG0001650	jg482	XP_006302755.1
OG0001651	jg30111	XP_006304162.1
OG0001651	jg3650	XP_006302763.1
OG0001652	jg3621	XP_006302314.1
OG0001652	jg3620	XP_006301048.1
OG0001653	jg30131	XP_023645760.1
OG0001653	jg3609	XP_023643156.1
OG0001654	jg31836	XP_023644422.1, XP_023632746.1
OG0001654	jg1434	XP_006303533.1
OG0001654	jg31834, jg31835	XP_006304791.1, XP_006305867.1
OG0001655	jg1915	XP_006300555.1
OG0001655	jg10518, jg10523, jg10530	XP_006285929.1
OG0001656	jg3309	XP_006302646.1
OG0001656	jg30633	XP_006305520.1
OG0001657	jg8801	XP_006282621.2
OG0001658	jg27923	XP_006299191.1
OG0001658	jg8732	XP_006284948.1
OG0001659	jg33819	XP_023645061.1
OG0001659	jg25230	XP_006298037.1
OG0001660	jg33611	XP_006307088.1
OG0001660	jg25444	XP_006297218.2
OG0001661	jg33505, jg25568	XP_023641765.1
OG0001662	jg18730	XP_006294991.1
OG0001662	jg15157	XP_006291851.1
OG0001664	jg18787	XP_006293975.1
OG0001664	jg15220	XP_006290839.1
OG0001665	jg18788	XP_006294225.1
OG0001665	jg15221	XP_006291136.1
OG0001666	jg11277	XP_023635256.1
OG0001666	jg26514	XP_006300270.2
OG0001667	jg11107	XP_006285957.1
OG0001667	jg25721	XP_006299574.1
OG0001668	jg25738	XP_006298433.2
OG0001668	jg11091	XP_006285439.2
OG0001669	jg11083	XP_023635488.1
OG0001669	jg11082	XP_023635487.1
OG0001670	jg3047	XP_023643609.1
OG0001670	jg3048	XP_023644101.1
OG0001671	jg13620	XP_006292070.1
OG0001671	jg12607	XP_006284631.2
OG0001672	jg13350	XP_006291168.1
OG0001672	jg29750	XP_006307561.1
OG0001673	jg13276	XP_023638392.1
OG0001673	jg29809	XP_006307687.1
OG0001674	jg26095	XP_006297544.1
OG0001674	jg33111	XP_006307361.1
OG0001675	jg33166	XP_006306003.1
OG0001675	jg26143	XP_006300082.1
OG0001676	jg26280	XP_006300186.1
OG0001676	jg33283	XP_006304787.1
OG0001677	jg25703	XP_006299456.1
OG0001677	jg33378	XP_006307303.1
OG0001678	jg33389	XP_006304601.2
OG0001678	jg33391	XP_006303855.1
OG0001679	jg33468	XP_006304271.2
OG0001679	jg25605	XP_006298794.1
OG0001680	jg12305	XP_023638911.1
OG0001681	jg20341	XP_006281094.1
OG0001682	jg20339	XP_006280965.1
OG0001682	jg10856	XP_006284364.1
OG0001683	jg27755	XP_006296698.1
OG0001683	jg8861	XP_023635078.1
OG0001684	jg27766	XP_006299920.1
OG0001684	jg8855	XP_006285214.1
OG0001685	jg7691	XP_006288602.1
OG0001685	jg10326	XP_006282894.2
OG0001686	jg10328	XP_006283166.1
OG0001686	jg7694	XP_006287117.1
OG0001687	jg10378	XP_006284435.1
OG0001687	jg7738	XP_006288545.1
OG0001688	jg26875	XP_006299071.1
OG0001688	jg958	XP_023644202.1
OG0001689	jg32230	XP_006304719.1
OG0001689	jg7258	XP_006287300.2
OG0001690	jg16372	XP_006291908.1
OG0001690	jg20219	XP_006284563.2, XP_006285908.1
OG0001691	jg16353	XP_006291395.1
OG0001691	jg20177	XP_023639788.1
OG0001692	jg16337	XP_006292696.1
OG0001692	jg20195	XP_006293559.1
OG0001693	jg20104	XP_006294290.1
OG0001693	jg16279	XP_023638997.1
OG0001694	jg13327	XP_006292568.2
OG0001694	jg12462	XP_006286211.1
OG0001694	jg19201	XP_006296302.1
OG0001695	jg16083	XP_006291683.1
OG0001695	jg19837	XP_006294803.1
OG0001696	jg16082	XP_006291654.1
OG0001696	jg19828	XP_006294752.1
OG0001697	jg19652	XP_006294325.1
OG0001697	jg15980	XP_006290307.1
OG0001698	jg19602	XP_006295872.1
OG0001698	jg15905	XP_023637931.1
OG0001699	jg19531	XP_023640740.1
OG0001699	jg15803	XP_006292285.1
OG0001700	jg15686	XP_006291619.2
OG0001700	jg15687	XP_006292870.1
OG0001701	jg15389	XP_006291960.2
OG0001702	jg4973, jg7212	XP_006290247.2
OG0001702	jg22128	XP_023633399.1
OG0001703	jg26968	XP_023634838.1
OG0001704	jg21154, jg21161	XP_006279617.1
OG0001704	jg27368	XP_006299245.2
OG0001704	jg21141	XP_006280410.1
OG0001705	jg7688	XP_023636505.1
OG0001705	jg19228	XP_006295052.1
OG0001706	jg8396	XP_006284830.1
OG0001706	jg16582	XP_006295299.1
OG0001707	jg7187	XP_006286977.1
OG0001707	jg32258, jg32243, jg32250, jg32244, jg32251	XP_023633171.1, XP_023640371.1, XP_023633172.1, XP_006306657.1
OG0001708	jg7339	XP_006288926.1
OG0001708	jg30845	XP_006305741.2
OG0001709	jg7389	XP_006289036.1
OG0001709	jg31973	XP_006306309.1
OG0001710	jg24517	XP_006298830.2
OG0001710	jg6554	XP_006289501.1
OG0001711	jg6671	XP_006287284.1
OG0001711	jg24409	XP_023642548.1
OG0001712	jg24396	XP_023642104.1
OG0001712	jg6699	XP_006287445.1
OG0001713	jg2171, jg19687	XP_006295770.1
OG0001714	jg23979	XP_006299222.1
OG0001715	jg24156	XP_006298029.2
OG0001715	jg24155	XP_006299641.1
OG0001716	jg24330	XP_006298023.1
OG0001717	jg25733	XP_006298694.1
OG0001717	jg24463	XP_006300231.1
OG0001719	jg5741	XP_006288327.1
OG0001720	jg24575	XP_023642731.1
OG0001720	jg5709	XP_023637379.1
OG0001721	jg24586, jg24587	XP_006299360.1
OG0001721	jg24588	XP_006299233.1
OG0001722	jg24620	XP_006298920.1, XP_023642611.1
OG0001723	jg24652	XP_006297767.1
OG0001723	jg21465	XP_006280540.1
OG0001724	jg7097, jg7143	XP_006286389.2
OG0001724	jg24907	XP_023641152.1
OG0001725	jg16852	XP_006295348.1
OG0001725	jg25102	XP_006298904.1
OG0001726	jg25918	XP_006297517.1
OG0001726	jg32940	XP_023633159.1, XP_006303561.2, XP_006303987.1
OG0001727	jg25953	XP_023641548.1
OG0001727	jg32957	XP_006305620.2
OG0001728	jg9640	XP_023634581.1
OG0001728	jg21996	XP_006282408.2
OG0001729	jg15029, jg15031	XP_006292426.1
OG0001729	jg15028	XP_006291226.2
OG0001729	jg15030	XP_006293238.1
OG0001730	jg28481	XP_006303927.1
OG0001730	jg8122	XP_023636465.1
OG0001731	jg8127	XP_023636327.1
OG0001731	jg28489	XP_006306065.1
OG0001732	jg8041	XP_006288569.1
OG0001732	jg28546	XP_006304164.1
OG0001733	jg28579	XP_006307204.1
OG0001733	jg8007	XP_006289883.1
OG0001734	jg1206	XP_023643602.1
OG0001734	jg29351	XP_006306171.1
OG0001735	jg29505	XP_006304923.1
OG0001736	jg842	XP_006302611.1
OG0001736	jg29533	XP_006305476.1
OG0001737	jg31581	XP_006285121.1
OG0001737	jg29633	XP_006303602.1
OG0001738	jg672	XP_023643501.1
OG0001738	jg29652	XP_006304906.1
OG0001739	jg29768, jg13380	XP_006306033.1, XP_023637779.1
OG0001740	jg30869	XP_006307013.1
OG0001740	jg2713	XP_006300840.1
OG0001741	jg8538	XP_023634102.1
OG0001741	jg6576	XP_006289490.1
OG0001742	jg2667	XP_006300462.1
OG0001742	jg30906	XP_006307677.2
OG0001743	jg30950	XP_006305089.2
OG0001743	jg2641	XP_006302420.2
OG0001744	jg799	XP_006301932.1, XP_006301401.1
OG0001745	jg8475	XP_023634882.1
OG0001745	jg16650	XP_023640268.1
OG0001746	jg16670	XP_006294645.1
OG0001746	jg8512	XP_006284193.1
OG0001747	jg8576	XP_006283849.1
OG0001747	jg16752	XP_006295487.1
OG0001748	jg26145	XP_023641459.1
OG0001748	jg33174	XP_023645131.1
OG0001749	jg27748	XP_006299025.1
OG0001749	jg8875	XP_006284811.1
OG0001750	jg9238	XP_006283653.1
OG0001750	jg9237	XP_006283597.2
OG0001751	jg9301	XP_023633715.1
OG0001751	jg31115, jg31041	XP_006306568.2
OG0001752	jg30953	XP_006303603.1
OG0001752	jg30951	XP_006306110.1
OG0001753	jg24333	XP_023633128.1, XP_023633132.1, XP_023632968.1, XP_023633130.1, XP_023633098.1, XP_023644438.1, XP_023633118.1, XP_023633033.1, XP_023633119.1, XP_023633127.1, XP_023633092.1, XP_023644437.1, XP_023633129.1, XP_023632906.1, XP_023632967.1, XP_023644439.1, XP_023633529.1
OG0001754	jg27652	XP_006299557.1
OG0001755	jg14245, jg14244	XP_023638896.1
OG0001755	jg14243	XP_006292286.1
OG0001756	jg11201, jg11202	XP_023634429.1
OG0001756	jg11200	XP_023634094.1
OG0001763	jg24191	XP_023642109.1
OG0001763	jg5588	XP_006288541.1
OG0001764	jg5503	XP_006287053.1
OG0001764	jg24119	XP_006297010.1
OG0001765	jg5468	XP_006288374.1
OG0001765	jg24100	XP_006299282.2
OG0001766	jg5459, jg5461	XP_006288393.1
OG0001766	jg5457	XP_006288423.1
OG0001767	jg29566	XP_006306761.2
OG0001768	jg2640	XP_006300761.1
OG0001769	jg23924	XP_006299049.1
OG0001769	jg5257	XP_006289256.1
OG0001770	jg3709	XP_006301096.1
OG0001770	jg32275, jg5235	XP_006286429.1
OG0001771	jg31794	XP_006307511.1
OG0001772	jg4883	XP_006287181.1
OG0001772	jg23575	XP_023643733.1
OG0001773	jg23551	XP_006281320.1
OG0001773	jg4872	XP_023636717.1
OG0001774	jg4642	XP_006287282.1
OG0001774	jg23044	XP_006280119.2
OG0001775	jg4606	XP_006289110.1
OG0001775	jg23104	XP_006280691.1
OG0001776	jg28636	XP_006290397.1, XP_006305470.1
OG0001776	jg7872	XP_023636547.1
OG0001777	jg29106	XP_006306790.1
OG0001777	jg17904	XP_023640987.1
OG0001778	jg17945	XP_006294781.2
OG0001778	jg29095	XP_006304049.2
OG0001779	jg17975	XP_006294810.1
OG0001779	jg29091	XP_023645794.1
OG0001780	jg18058	XP_006296469.1
OG0001781	jg28966	XP_006307566.2
OG0001781	jg18177	XP_023640475.1
OG0001782	jg18414	XP_006293894.1
OG0001782	jg26716	XP_006297236.2
OG0001783	jg20784	XP_006280931.1
OG0001783	jg28708	XP_006305479.1
OG0001784	jg9945	XP_006283388.1
OG0001784	jg21819	XP_023640477.1
OG0001785	jg21881	XP_006279619.1
OG0001785	jg9921	XP_006283770.1
OG0001786	jg9917, jg9919	XP_006284509.1, XP_006285403.1
OG0001787	jg20966	XP_006281332.1
OG0001787	jg32681	XP_006305932.1
OG0001788	jg20936	XP_006282039.2
OG0001789	jg31585	XP_023646025.1
OG0001789	jg18570	XP_006296411.1
OG0001790	jg23316	XP_006282257.2
OG0001790	jg14669	XP_006290939.1
OG0001791	jg26374, jg25129	XP_006296634.1
OG0001793	jg31251	XP_023645439.1
OG0001793	jg31252	XP_006305227.1
OG0001794	jg14746	XP_023638689.1, XP_006292580.1
OG0001794	jg6245	XP_023637450.1
OG0001795	jg6499, jg6500	XP_023637534.1
OG0001795	jg26254	XP_023642635.1
OG0001796	jg14132	XP_006291340.1
OG0001796	jg6016	XP_006288013.1
OG0001797	jg14141	XP_006292804.1
OG0001797	jg6033	XP_006286717.1
OG0001798	jg14298	XP_006292887.1
OG0001798	jg22983	XP_006279992.1
OG0001799	jg22926, jg22925	XP_006281263.1, XP_023638251.1
OG0001800	jg14469, jg22842	XP_006291377.1
OG0001801	jg22538	XP_006281483.1
OG0001802	jg22432	XP_006279481.1
OG0001802	jg9790	XP_006283320.1
OG0001803	jg25131	XP_006300109.1
OG0001803	jg4424	XP_006288674.1
OG0001804	jg4325	XP_006288480.1
OG0001804	jg28056	XP_006299761.2
OG0001805	jg24993	XP_006297536.1
OG0001805	jg4202	XP_006287589.1
OG0001806	jg24964	XP_006298186.1
OG0001806	jg4164	XP_023636726.1
OG0001807	jg4160	XP_006287130.2
OG0001807	jg24961	XP_006297063.1
OG0001808	jg24904	XP_006297886.1
OG0001808	jg4050	XP_006288065.2
OG0001809	jg13459	XP_006290916.1
OG0001809	jg12695	XP_006282586.1
OG0001810	jg8702, jg8703	XP_023634531.1
OG0001810	jg8701	XP_023634530.1
OG0001811	jg30236	XP_023645140.1
OG0001811	jg3520	XP_006302546.1
OG0001812	jg30675	XP_006305440.1
OG0001813	jg3348	XP_006300355.2
OG0001813	jg30660	XP_006303434.2
OG0001814	jg3333	XP_006302354.1
OG0001814	jg30651	XP_006305020.1
OG0001815	jg3264	XP_006300921.1
OG0001815	jg30558	XP_006306122.1
OG0001817	jg12420	XP_006286262.1, XP_006286326.2, XP_006285922.1
OG0001818	jg30462	XP_006305906.1
OG0001818	jg3163	XP_006301214.2
OG0001818	jg3164	XP_006300418.1, XP_006300502.1
OG0001819	jg27886	XP_006298120.1
OG0001819	jg8796	XP_006284082.1
OG0001820	jg8733	XP_006284201.1
OG0001820	jg27922	XP_023641781.1
OG0001821	jg18776	XP_006295031.1
OG0001821	jg15217	XP_006291949.1
OG0001822	jg13341	XP_006291577.2
OG0001822	jg18822	XP_006294859.1
OG0001823	jg11131	XP_023635101.1
OG0001824	jg2943	XP_006302831.1
OG0001824	jg30298	XP_006305629.1
OG0001825	jg22285	XP_006280521.2
OG0001826	jg3090	XP_023642963.1
OG0001826	jg30392	XP_006307492.1
OG0001827	jg9518	XP_006284503.1
OG0001827	jg28180	XP_006298305.2
OG0001828	jg31077	XP_006305472.2
OG0001828	jg2539	XP_006302737.1
OG0001829	jg10755	XP_006283811.2
OG0001829	jg20453	XP_006279647.1
OG0001830	jg20541	XP_006281452.1
OG0001830	jg10668	XP_006285874.1
OG0001831	jg29093	XP_006306633.2
OG0001832	jg26313	XP_023642324.1
OG0001832	jg33328	XP_006307333.1
OG0001833	jg25659	XP_006298756.1
OG0001833	jg33407	XP_006303402.1
OG0001834	jg18537	XP_006293347.2
OG0001834	jg21940	XP_006280376.1
OG0001835	jg10809	XP_006284282.1, XP_006284267.1
OG0001836	jg29090	XP_006307299.2
OG0001837	jg8956	XP_006279092.2, XP_006283328.1
OG0001838	jg27834	XP_006297944.1
OG0001838	jg8821	XP_006283968.1
OG0001839	jg10110	XP_006286058.1
OG0001839	jg7468	XP_006287720.1
OG0001840	jg10236	XP_006284133.1
OG0001840	jg7597	XP_006290008.2
OG0001842	jg28643	XP_006307444.1
OG0001842	jg10535	XP_006286270.1
OG0001843	jg7806	XP_006286947.1
OG0001843	jg10460	XP_006285730.1
OG0001844	jg7761	XP_006288655.1
OG0001844	jg10406	XP_023635225.1
OG0001845	jg29176	XP_006303909.1
OG0001846	jg15673	XP_006291943.1
OG0001846	jg19419	XP_006295028.2
OG0001847	jg20180	XP_006292085.1, XP_006295280.1
OG0001848	jg16280	XP_006290283.1
OG0001848	jg20106	XP_006295081.1
OG0001849	jg16122	XP_006290271.1
OG0001849	jg19903	XP_006295629.1
OG0001850	jg16086	XP_023638716.1
OG0001850	jg19840	XP_006295631.1
OG0001851	jg16074	XP_006293166.1
OG0001851	jg19816	XP_006296120.1
OG0001852	jg16066	XP_006293076.1
OG0001852	jg19785	XP_023639862.1
OG0001853	jg16052	XP_023638841.1
OG0001854	jg16020	XP_006292274.1, XP_006292821.1, XP_006293210.1
OG0001854	jg16018	XP_006290706.1
OG0001855	jg19371	XP_006293762.1
OG0001855	jg15633	XP_006290448.1
OG0001856	jg19206	XP_006295433.1
OG0001856	jg15506	XP_006291661.2
OG0001857	jg15410	XP_006301950.1, XP_006301420.1, XP_006300759.1
OG0001858	jg15264	XP_006290770.2
OG0001858	jg18853	XP_006293949.1
OG0001859	jg8680	XP_023634767.1
OG0001859	jg27993	XP_006297195.1
OG0001860	jg28030	XP_023642707.1
OG0001861	jg1997	XP_023643950.1
OG0001861	jg2006	XP_023643974.1
OG0001862	jg7655, jg7654	XP_006289733.1, XP_006289141.1
OG0001863	jg7710	XP_006289552.2
OG0001863	jg7709, jg7706, jg7708	XP_023635981.1, XP_023635980.1
OG0001864	jg16709	XP_006295418.1
OG0001864	jg8552	XP_006282579.1
OG0001865	jg7096, jg7149	XP_006287379.1, XP_023638637.1
OG0001866	jg29348	XP_006307151.1
OG0001866	jg24772	XP_006297274.2
OG0001867	jg19569	XP_006295203.1
OG0001867	jg19570	XP_006295194.1
OG0001869	jg30641	XP_006306573.1
OG0001869	jg19528	XP_006295588.1
OG0001870	jg19453	XP_023640420.1
OG0001870	jg19452	XP_023640851.1
OG0001871	jg24077	XP_006298279.1
OG0001871	jg24079, jg24078	XP_023641061.1
OG0001872	jg24542	XP_006298613.2
OG0001872	jg26612	XP_006298578.1
OG0001873	jg29872	XP_006304202.1
OG0001873	jg13127	XP_006292548.1
OG0001875	jg12535	XP_023634628.1
OG0001875	jg13709	XP_006291582.1
OG0001876	jg12520	XP_006285482.1
OG0001877	jg12343	XP_006291554.1
OG0001877	jg2216	XP_006300548.1
OG0001878	jg8204	XP_006287569.1
OG0001878	jg28459	XP_006307308.1
OG0001879	jg29470	XP_006303653.1
OG0001879	jg9863	XP_006282856.2
OG0001880	jg29476	XP_006307589.1
OG0001880	jg909	XP_006300485.1
OG0001881	jg29643	XP_006306083.1
OG0001881	jg686	XP_006302557.1
OG0001882	jg29646	XP_006304470.1
OG0001882	jg678	XP_023644376.1
OG0001883	jg579	XP_006302410.2
OG0001883	jg29727	XP_006303254.1
OG0001884	jg13222	XP_006290515.1
OG0001884	jg29784	XP_006303139.1
OG0001885	jg13058	XP_023637917.1
OG0001885	jg29930	XP_006305549.1
OG0001886	jg30017	XP_006280359.1
OG0001886	jg32974	XP_006307324.1
OG0001888	jg2868	XP_006300438.1
OG0001888	jg30254	XP_006307188.1
OG0001890	jg13051	XP_023637918.1, XP_023637920.1
OG0001891	jg2617	XP_006302365.1
OG0001891	jg30992	XP_006304530.1
OG0001892	jg8533	XP_006285086.1
OG0001892	jg8534	XP_006284001.1
OG0001893	jg17140	XP_006294433.1
OG0001893	jg9149	XP_023634230.1
OG0001894	jg8979	XP_006284046.1
OG0001895	jg9266	XP_023635167.1
OG0001895	jg16927	XP_023640985.1
OG0001896	jg16925	XP_023639825.1
OG0001896	jg9269	XP_006283757.1
OG0001897	jg9308	XP_023634709.1
OG0001897	jg16891	XP_023640636.1
