Orthogroup	Arabidopsis_arenosa	Arabidopsis_thaliana
OG0002759	jg473	AT1G63900.1
OG0002760	jg12708	AT5G40880.1
OG0002761	jg2583	AT1G69850.1
OG0002761	jg31032	AT1G27040.1
OG0002762	jg8618	AT4G36940.1
OG0002762	jg16802	AT2G23420.1
OG0002763	jg33313	AT1G51540.1
OG0002764	jg33327	AT1G51680.1
OG0002764	jg26307	AT3G21240.1
OG0002765	jg29433	AT1G10455.1
OG0002765	jg33377, jg33375, jg33376	AT1G51970.1
OG0002766	jg11598	AT4G13100.2
OG0002766	jg26841	AT3G25030.1
OG0002767	jg18699	AT2G35658.2
OG0002767	jg10928	AT4G16840.1
OG0002768	jg10784, jg10783	AT4G18220.1
OG0002768	jg10785	AT4G18210.1
OG0002769	jg10879	AT4G17420.1
OG0002770	jg20298	AT5G47450.1
OG0002770	jg10886	AT4G17340.1
OG0002771	jg14897	AT3G50340.1
OG0002771	jg23684	AT5G67020.1
OG0002772	jg18962	AT2G37960.1
OG0002772	jg15342	AT3G54060.1
OG0002773	jg10268	AT4G22640.2
OG0002773	jg10267	AT4G22650.1
OG0002774	jg10573	AT4G19970.1
OG0002775	jg5292	AT5G14690.1
OG0002775	jg23943	AT3G01516.1
OG0002776	jg20156	AT2G47440.1
OG0002776	jg16323	AT3G62570.1
OG0002777	jg16089	AT3G60320.1
OG0002778	jg19675	AT2G43410.2
OG0002779	jg19333	AT2G40670.2
OG0002779	jg15609	AT3G56380.2
OG0002780	jg15437	AT3G55000.1
OG0002780	jg15438	AT3G55005.1
OG0002781	jg25437	AT3G14250.1
OG0002782	jg18861	AT2G37160.2
OG0002782	jg15270	AT3G53390.1
OG0002783	jg15238	AT3G53080.1
OG0002784	jg27038	AT2G05250.1, AT2G05230.1
OG0002784	jg11975	AT5G35753.1
OG0002785	jg26732	AT3G24290.1
OG0002785	jg26733	AT3G24300.1
OG0002786	jg28043	AT2G18680.1
OG0002786	jg28044, jg28046	AT2G18690.1
OG0002787	jg28709	AT1G03910.2
OG0002788	jg12992	AT2G01890.1
OG0002789	jg28146	AT2G19570.1
OG0002790	jg19159	AT2G39420.1
OG0002791	jg8378	AT4G39090.1
OG0002791	jg16560	AT2G21430.1
OG0002792	jg7221	AT4G09030.1
OG0002792	jg32180	AT1G35230.1
OG0002793	jg32099	AT1G34210.1
OG0002793	jg2806	AT1G71830.1
OG0002795	jg24505	AT3G05810.1
OG0002796	jg6728	AT5G28050.3
OG0002797	jg16025	AT3G59790.1
OG0002798	jg32784	AT1G47540.2
OG0002798	jg19688	AT2G43520.1
OG0002799	jg20338	AT5G47120.1
OG0002799	jg10857	AT5G47130.2
OG0002800	jg24281	AT3G04150.2
OG0002800	jg24295	AT3G04170.1
OG0002800	jg24285	AT3G04180.1
OG0002800	jg24296	AT3G04190.1
OG0002801	jg20567	AT4G03645.1
OG0002802	jg6697	AT5G27210.1
OG0002802	jg24394	AT3G05010.1
OG0002803	jg24547	AT3G06150.1
OG0002803	jg5757	AT5G19060.1
OG0002804	jg24550	AT3G06180.1
OG0002804	jg5754	AT5G19025.2
OG0002805	jg8029	AT4G02050.1
OG0002806	jg12629	AT3G15351.1
OG0002807	jg25774	AT3G16950.2
OG0002807	jg11046	AT4G16155.1
OG0002808	jg32978	AT1G48940.1
OG0002808	jg25990	AT3G18590.1
OG0002809	jg33226	AT1G50900.1
OG0002810	jg26564	AT3G23170.1
OG0002810	jg11323	AT4G14450.1
OG0002811	jg29776	AT1G13150.1
OG0002811	jg29775	AT1G13140.1
OG0002812	jg29471	AT1G10690.1
OG0002812	jg908	AT1G60783.1
OG0002813	jg778	AT1G61700.1
OG0002814	jg766	AT1G61800.2
OG0002815	jg636	AT1G62740.1
OG0002815	jg29670	AT1G12270.1
OG0002816	jg615, jg619	AT1G62886.1
OG0002817	jg30255	AT1G17300.2
OG0002818	jg2905	AT1G72700.1
OG0002818	jg30275	AT1G17500.1
OG0002819	jg2716	AT1G70985.1
OG0002819	jg30866	AT1G23050.1
OG0002820	jg13540	AT3G27831.1, AT3G27835.1
OG0002820	jg9529	AT4G29033.1
OG0002821	jg12788	AT5G41650.1
OG0002821	jg425	AT1G64185.1
OG0002822	jg33034, jg33030	AT1G49310.1
OG0002823	jg8634, jg8632	AT4G37070.2
OG0002824	jg13048, jg13043	AT2G02360.1
OG0002824	jg13045	AT2G02350.2
OG0002825	jg8772	AT4G35710.1
OG0002825	jg8774	AT4G35690.1
OG0002826	jg17134	AT2G25540.1
OG0002826	jg9152	AT4G32410.1
OG0002827	jg9002	AT4G33700.1
OG0002827	jg27472	AT2G14520.1
OG0002829	jg8084	AT4G01550.1
OG0002830	jg33460	AT1G52695.1
OG0002831	jg18898, jg18897, jg18896	AT2G37435.1
OG0002832	jg25858	AT3G17560.1
OG0002833	jg28231	AT2G20208.1
OG0002833	jg9407	AT4G30067.1
OG0002833	jg9408	AT4G30064.1
OG0002834	jg16185	AT3G61340.2
OG0002835	jg13664	AT3G28840.1
OG0002835	jg13659	AT3G28780.1
OG0002836	jg6649, jg8777	AT4G35670.1, AT5G27530.1
OG0002837	jg22040	AT5G53160.2
OG0002837	jg9648	AT4G27920.1
OG0002844	jg13098	AT1G42615.1, AT2G02955.1
OG0002845	jg24188	AT3G03460.1
OG0002845	jg5584	AT5G17510.1
OG0002846	jg23888	AT3G02020.1
OG0002846	jg5220	AT5G14060.1
OG0002847	jg5204	AT5G13930.1
OG0002848	jg11485	AT4G13520.1
OG0002850	jg4959	AT5G11300.1
OG0002850	jg6420, jg6421	AT5G25380.4
OG0002851	jg4950	AT5G11180.2
OG0002851	jg4949	AT5G11210.5
OG0002852	jg6582	AT5G26830.1
OG0002853	jg4681	AT5G08335.1
OG0002854	jg17577	AT2G27100.1
OG0002855	jg29186	AT1G08250.1
OG0002855	jg17718	AT2G27820.1
OG0002856	jg29038	AT2G30460.1
OG0002857	jg18196	AT2G31350.1
OG0002858	jg18329	AT2G32580.1
OG0002858	jg28840	AT1G05070.1
OG0002859	jg28849	AT1G05150.1
OG0002859	jg18316	AT2G32450.1
OG0002860	jg18355	AT2G32780.1
OG0002860	jg28807	AT1G04860.1
OG0002861	jg18416	AT2G33230.1
OG0002861	jg28782	AT1G04610.1
OG0002862	jg29152, jg21247, jg21258	AT1G07910.2
OG0002863	jg9900	AT4G25670.1
OG0002863	jg9898	AT4G25690.1
OG0002864	jg31325	AT1G28060.1
OG0002865	jg18687	AT2G35605.1
OG0002865	jg31805	AT1G31760.1
OG0002866	jg31822	AT1G31885.1
OG0002867	jg31837	AT1G32050.1
OG0002868	jg23613	AT5G65920.1
OG0002868	jg14840	AT3G49810.1
OG0002869	jg23590	AT5G65700.1
OG0002869	jg14823	AT3G49670.1
OG0002870	jg23343	AT5G63670.1
OG0002870	jg4713	AT5G08565.1
OG0002872	jg23117	AT5G61690.2
OG0002872	jg23121	AT5G61730.2
OG0002873	jg5968	AT5G21030.2
OG0002873	jg5980	AT5G21150.1
OG0002874	jg9777	AT4G26720.1
OG0002874	jg22352	AT5G55260.2
OG0002875	jg22355	AT5G55300.2
OG0002876	jg14901	AT5G51360.1, AT3G50373.1
OG0002878	jg2215	AT1G46408.1
OG0002878	jg13317, jg4214	AT5G04640.1
OG0002879	jg4157	AT5G04090.6
OG0002880	jg12759	AT5G41340.1
OG0002880	jg490	AT1G63800.1
OG0002881	jg3748	AT1G80220.1
OG0002881	jg17238	AT2G26050.1
OG0002882	jg2120	AT1G66550.1
OG0002882	jg2121	AT1G66560.1
OG0002882	jg2125, jg2124	AT1G66600.1
OG0002883	jg3533	AT1G78540.2
OG0002883	jg30225	AT1G17040.2
OG0002884	jg23604	AT5G65830.1
OG0002884	jg14832	AT3G49750.1
OG0002885	jg26690, jg26687	AT3G24093.1
OG0002886	jg18805	AT2G36680.1
OG0002886	jg15243	AT3G53120.1
OG0002887	jg21650	AT5G49980.1
OG0002887	jg10040, jg10038	AT4G24390.1
OG0002888	jg11684, jg11676	AT4G12770.1, AT4G12780.1
OG0002889	jg26802	AT3G24670.1
OG0002889	jg11569	AT4G13210.2
OG0002890	jg11526	AT4G13360.1
OG0002890	jg26746	AT3G24360.1
OG0002891	jg30637	AT1G20920.1
OG0002891	jg24888	AT3G09620.2
OG0002892	jg3095	AT1G74430.1
OG0002893	jg20530	AT5G45550.1
OG0002893	jg5908	AT5G20440.1
OG0002895	jg25606	AT3G15610.1
OG0002895	jg33467	AT1G52730.1
OG0002896	jg21949	AT5G52530.1
OG0002897	jg27571, jg27572	AT2G15480.2
OG0002897	jg27573	AT2G15490.1
OG0002898	jg19717, jg20336	AT5G47150.1
OG0002899	jg8877	AT4G34740.1
OG0002899	jg27747	AT2G16570.1
OG0002900	jg10226	AT4G22990.2
OG0002900	jg7580	AT4G11810.1
OG0002901	jg20702	AT5G44560.1
OG0002902	jg7728	AT4G04745.1
OG0002902	jg10362	AT4G21902.1
OG0002903	jg15002	AT3G51180.1
OG0002903	jg23766	AT5G66270.1
OG0002904	jg15009	AT3G51260.1
OG0002905	jg15032	AT3G51460.1
OG0002906	jg20137	AT2G47250.1
OG0002906	jg16301	AT3G62310.1
OG0002907	jg16285	AT3G62150.1
OG0002907	jg20107	AT2G47000.1
OG0002908	jg20042	AT2G46410.1
OG0002909	jg20035	AT2G46330.1
OG0002909	jg16220	AT3G61640.1
OG0002910	jg16133	AT3G60750.1
OG0002911	jg19727	AT2G43795.2
OG0002912	jg33642	AT1G54110.2
OG0002912	jg15505	AT3G55600.1
OG0002913	jg15386	AT3G54530.1
OG0002913	jg15385	AT3G54520.1
OG0002914	jg22063	AT5G53430.1
OG0002914	jg9649	AT4G27910.1
OG0002915	jg27182	AT2G06520.1
OG0002916	jg8691	AT4G36450.1
OG0002916	jg27968	AT2G18170.1
OG0002917	jg28069	AT2G18915.2
OG0002917	jg22636	AT5G57360.2
OG0002918	jg18944	AT2G37800.1
OG0002918	jg18945	AT2G37805.1
OG0002918	jg18946	AT2G37810.1
OG0002919	jg5783	AT5G19230.1, AT5G19240.1
OG0002919	jg5784	AT5G19250.1
OG0002920	jg19943	AT2G45510.1
OG0002920	jg19944	AT2G44890.1
OG0002921	jg24157	AT3G03250.2
OG0002921	jg5558	AT5G17310.2
OG0002922	jg6672	AT5G27320.1
OG0002922	jg24408	AT3G05120.1
OG0002923	jg24489	AT3G05710.2
OG0002923	jg6591	AT5G26980.1
OG0002924	jg24755	AT3G07980.1
OG0002924	jg25336	AT3G13530.1
OG0002925	jg24810, jg24809	AT3G08947.1
OG0002926	jg24926	AT3G09970.1
OG0002927	jg25307	AT3G13300.1
OG0002927	jg25306	AT3G13290.1
OG0002928	jg25520	AT3G15000.1
OG0002928	jg33530	AT1G53260.1
OG0002930	jg25627	AT3G15830.1
OG0002930	jg25626	AT3G15820.1
OG0002931	jg25928	AT3G18070.1
OG0002931	jg25929	AT3G18080.1
OG0002932	jg25938	AT3G18180.1
OG0002932	jg25937	AT3G18170.2
OG0002933	jg26078	AT3G19390.1
OG0002935	jg26378	AT3G21760.1
OG0002936	jg26368	AT3G21690.1
OG0002937	jg1866	AT1G65290.1
OG0002938	jg8206	AT4G00360.1
OG0002938	jg28460	AT1G01600.1
OG0002939	jg28544	AT1G02360.3
OG0002939	jg8068	AT4G01700.1
OG0002940	jg18168	AT2G31150.1
OG0002940	jg28968	AT1G06190.5
OG0002942	jg30501	AT1G19770.1
OG0002943	jg521	AT1G63540.1
OG0002943	jg522	AT1G63530.3
OG0002944	jg859	AT1G61120.1
OG0002945	jg1225	AT1G57980.1
OG0002945	jg1221, jg1223	AT1G57990.1
OG0002945	jg1226	AT1G57943.1
OG0002946	jg16771	AT2G23200.1
OG0002947	jg7746	AT4G04910.1
OG0002948	jg8368	AT4G39000.1
OG0002948	jg8367	AT4G38990.2
OG0002949	jg13548	AT3G27910.1
OG0002949	jg8395	AT4G39240.1
OG0002950	jg8548	AT4G37880.1
OG0002950	jg16697	AT2G22690.1
OG0002951	jg8782	AT4G35655.1
OG0002951	jg27898	AT2G17660.1
OG0002952	jg9153	AT4G32400.1
OG0002953	jg17354	AT2G26450.1
OG0002953	jg9061	AT4G33230.1
OG0002954	jg17092	AT2G25310.1
OG0002954	jg9186	AT4G32130.1
OG0002955	jg17072	AT2G25220.2
OG0002956	jg26682	AT3G24130.1
OG0002956	jg5750	AT5G18990.1
OG0002957	jg8036	AT4G01985.1
OG0002958	jg28290	AT2G20680.1
OG0002958	jg9604	AT4G28320.1
OG0002959	jg20436	AT5G46320.1
OG0002959	jg32821, jg32819, jg32816	AT1G47760.1
OG0002961	jg33775, jg33748	AT4G00920.1, AT2G02770.1
OG0002961	jg33800	AT1G30060.1, AT2G01800.1, AT4G00580.1
OG0002962	jg8529	AT4G38030.1
OG0002963	jg25775	AT3G16960.1
OG0002963	jg25789	AT3G17080.1
OG0002971	jg4300	AT5G05450.1
OG0002971	jg2804	AT1G71370.1, AT1G71280.1
OG0002972	jg16850	AT2G23910.1
OG0002972	jg9365	AT4G30470.1
OG0002973	jg24718, jg24719	AT3G07610.3
OG0002975	jg6457	AT5G25780.1
OG0002975	jg6640	AT5G27640.2
OG0002976	jg5518	AT5G16880.1
OG0002977	jg5427	AT5G16020.1
OG0002978	jg23897	AT3G01930.2
OG0002978	jg5227	AT5G14120.1
OG0002979	jg30878	AT1G23160.1
OG0002979	jg5146	AT5G13320.2
OG0002980	jg8354	AT4G38870.1
OG0002981	jg4864	AT5G10350.1
OG0002981	jg23537	AT5G65260.1
OG0002982	jg4801	AT5G09830.1
OG0002983	jg7289	AT3G42153.1
OG0002983	jg10141	AT4G23560.1
OG0002984	jg4688	AT5G08391.1
OG0002985	jg18034	AT2G29995.1
OG0002987	jg28715	AT1G03960.1
OG0002987	jg20786	AT5G44090.2
OG0002988	jg21015	AT5G42820.1
OG0002989	jg18592	AT2G34750.1
OG0002989	jg31617	AT1G30590.2
OG0002990	jg31631	AT1G30730.1
OG0002990	jg31630	AT1G30720.1
OG0002991	jg18655	AT2G35340.1
OG0002991	jg31902	AT1G32490.1
OG0002992	jg23644	AT5G67360.1
OG0002993	jg23639	AT5G67400.1
OG0002993	jg14857	AT3G49960.1
OG0002994	jg23628	AT5G67500.1
OG0002995	jg23031	AT5G60900.1
OG0002996	jg6098, jg6100	AT5G22770.1
OG0002997	jg22971	AT5G60270.1
OG0002998	jg22793	AT5G58782.2
OG0002998	jg16801	AT2G23410.1
OG0002998	jg16800	AT2G23400.1
OG0002999	jg22709	AT5G58050.1
OG0002999	jg22722	AT5G58170.1
OG0003000	jg22465	AT5G56170.1
OG0003001	jg28987	AT1G06360.2
OG0003002	jg22322	AT5G54970.1
OG0003002	jg9755	AT4G26960.1
OG0003003	jg9751	AT4G26990.1
OG0003003	jg22318	AT5G54920.2
OG0003004	jg29328	AT1G09620.1
OG0003005	jg4493	AT5G06730.1
OG0003005	jg4492	AT5G06720.1
OG0003006	jg28629	AT1G03130.1
OG0003007	jg24273	AT3G04100.1
OG0003008	jg15748	AT3G57360.1
OG0003008	jg24051	AT3G02370.2
OG0003009	jg4005	AT5G02730.1
OG0003009	jg24885	AT3G09590.1
OG0003010	jg12736	AT5G41130.3
OG0003010	jg12733	AT5G41120.3
OG0003011	jg30763	AT1G22050.1
OG0003011	jg3461	AT1G77870.1
OG0003013	jg3423	AT1G77540.1
OG0003013	jg30731	AT1G21770.1
OG0003014	jg8785	AT4G35630.1
OG0003014	jg27894	AT2G17630.1
OG0003015	jg8784	AT4G35640.1
OG0003015	jg27895	AT2G17640.1
OG0003016	jg7152, jg7089, jg7095, jg7150	AT4G08500.1
OG0003017	jg26842	AT3G25040.1
OG0003018	jg26819	AT3G24790.2
OG0003018	jg11577, jg11576	AT4G13190.1
OG0003019	jg11436	AT4G13770.1
OG0003020	jg11418	AT4G13890.1
OG0003020	jg11414	AT4G13930.1
OG0003021	jg3033	AT1G73890.1
OG0003022	jg2450	AT1G68750.1
OG0003023	jg9516	AT4G29180.2
OG0003023	jg9490	AT4G29450.1
OG0003024	jg30659	AT1G21170.2
OG0003024	jg3347	AT1G76850.1
OG0003025	jg13576	AT3G28150.1
OG0003025	jg12620	AT5G40180.1
OG0003026	jg13580	AT3G28200.1
OG0003026	jg25123, jg12617	AT5G40150.1
OG0003027	jg20540	AT5G45440.1
OG0003028	jg26104	AT3G19590.1
OG0003028	jg33119	AT1G49910.1
OG0003029	jg26209	AT3G20510.1
OG0003030	jg33038	AT1G49340.1
OG0003031	jg33324	AT1G51650.1
OG0003032	jg25663	AT3G16175.1
OG0003032	jg33399	AT1G52191.1
OG0003033	jg18990	AT2G38185.4
OG0003033	jg18991	AT2G38195.1, AT2G38220.1
OG0003034	jg21597	AT5G49560.1
OG0003034	jg14961	AT3G50850.1
OG0003035	jg10529, jg10522, jg10517	AT4G20380.8
OG0003037	jg7783	AT4G05190.1
OG0003037	jg10440	AT4G21270.1
OG0003039	jg16137	AT3G60800.1
OG0003040	jg16100	AT3G60415.1
OG0003041	jg16069	AT3G60130.1
OG0003044	jg15286	AT3G53540.2
OG0003045	jg24158	AT3G03260.1
OG0003046	jg2012, jg2011	AT1G65845.1
OG0003047	jg2276	AT1G67460.1
OG0003047	jg2272	AT1G67440.2
OG0003048	jg2289	AT1G67530.1
OG0003048	jg31244	AT1G24330.1
OG0003049	jg2345	AT1G67870.1
OG0003050	jg1852	AT1G65220.1
OG0003050	jg12039	AT5G36230.2
OG0003051	jg31229	AT1G24480.1
OG0003051	jg9991	AT4G24805.1
OG0003052	jg16523	AT2G21190.1
OG0003052	jg8346	AT4G38790.1
OG0003053	jg32260	AT1G35730.2
OG0003053	jg32261	AT1G35750.1
OG0003054	jg10536	AT4G20330.1
OG0003054	jg10473	AT4G21010.1
OG0003055	jg5763	AT5G19110.2
OG0003056	jg24533	AT3G06010.1
OG0003056	jg5790	AT5G19310.1
OG0003057	jg6550	AT5G26730.1
OG0003058	jg24371	AT3G04830.1
OG0003058	jg6773	AT5G28220.1
OG0003059	jg20164	AT2G47510.1
OG0003059	jg21753	AT5G50950.1
OG0003060	jg19926	AT2G45330.1
OG0003060	jg29151	AT5G23600.1
OG0003061	jg19735	AT2G43880.1
OG0003062	jg19733	AT2G43860.1
OG0003063	jg19462	AT5G24640.1, AT2G41730.1
OG0003064	jg24418	AT3G05190.1
OG0003065	jg29268	AT1G09100.1
OG0003065	jg24462	AT3G05530.1
OG0003066	jg24492	AT3G05730.1
OG0003067	jg24611	AT3G06650.1
OG0003067	jg21579	AT5G49460.1
OG0003068	jg24790	AT3G08770.2
OG0003068	jg3822	AT5G01870.1
OG0003069	jg25034	AT3G30540.1, AT3G10900.1
OG0003069	jg25033	AT3G10890.1
OG0003070	jg25321	AT3G13410.1
OG0003071	jg2285	AT1G67520.6
OG0003072	jg25921	AT3G18030.1
OG0003073	jg32956	AT1G48760.1
OG0003074	jg12250	AT5G37800.1
OG0003074	jg2106	AT1G66470.1
OG0003075	jg5740	AT5G18890.1
OG0003075	jg5739	AT5G18860.1
OG0003076	jg8173	AT4G00680.2
OG0003076	jg28445	AT1G01750.2
OG0003077	jg28456	AT1G01640.1
OG0003078	jg28588	AT1G02790.1
OG0003079	jg28652	AT1G03360.1
OG0003080	jg28989	AT1G06390.1
OG0003080	jg18150	AT2G30980.1
OG0003081	jg926	AT1G60630.1
OG0003081	jg29490	AT1G10850.1
OG0003082	jg12961, jg29976	AT1G14900.1
OG0003083	jg29984	AT1G14980.1
OG0003084	jg3132	AT1G74810.1
OG0003084	jg30034	AT1G15460.1
OG0003085	jg30373	AT1G18500.1
OG0003085	jg3050	AT1G74040.1
OG0003086	jg3281	AT1G76210.1
OG0003086	jg30589, jg30592	AT1G20520.1
OG0003088	jg30615	AT1G20710.1
OG0003088	jg30614	AT1G20700.1
OG0003089	jg30656	AT1G21140.1
OG0003089	jg14035	AT3G43630.1
OG0003089	jg14039	AT3G43660.1
OG0003092	jg20678	AT5G44600.1
OG0003092	jg20686	AT5G44590.1
OG0003093	jg8686	AT4G36500.1
OG0003094	jg8863	AT4G34920.1
OG0003095	jg8002	AT4G34900.1
OG0003095	jg8865	AT4G34890.1
OG0003096	jg9190	AT4G32090.1
OG0003097	jg2557	AT1G69670.1
OG0003097	jg31054	AT1G26830.1
OG0003098	jg8093	AT4G01450.2
OG0003101	jg27971	AT2G18190.1
OG0003101	jg27972	AT2G18193.1
OG0003102	jg16869	AT2G24050.1
OG0003103	jg17886, jg17879	AT2G28990.1
OG0003104	jg23086	AT5G61412.1
OG0003116	jg9364	AT4G30480.2
OG0003117	jg5627	AT4G08580.1, AT5G17900.1
OG0003118	jg5424	AT5G15980.1
OG0003118	jg24064	AT3G02490.1
OG0003119	jg5314	AT5G14930.2
OG0003120	jg23538	AT5G65270.1
OG0003121	jg18367	AT2G32870.1
OG0003121	jg18368	AT2G32880.1
OG0003122	jg13922, jg13924, jg9949	AT4G25210.1
OG0003123	jg32789	AT1G47578.1
OG0003123	jg9292	AT4G31050.1
OG0003124	jg31410	AT1G29030.1
OG0003125	jg31731	AT1G31200.1
OG0003125	jg29393	AT1G10155.1
OG0003126	jg31797	AT1G31690.1
OG0003127	jg14934	AT3G50650.1
OG0003127	jg23713	AT5G66770.1
OG0003128	jg6058	AT5G22480.1
OG0003129	jg23330	AT5G63570.1
OG0003129	jg14698	AT3G48730.1
OG0003130	jg23266	AT5G63030.1
OG0003131	jg23113	AT5G61650.1
OG0003132	jg6257	AT5G24060.2
OG0003133	jg827	AT1G61390.1
OG0003133	jg828	AT1G61380.1
OG0003134	jg26459	AT3G22320.1
OG0003136	jg6063	AT5G22520.1
OG0003136	jg6064	AT5G22530.1
OG0003136	jg6066	AT5G22545.1
OG0003137	jg24983	AT3G10455.1
OG0003138	jg21923	AT5G52300.1
OG0003139	jg22628	AT5G57290.1
OG0003139	jg9871	AT4G25890.1
OG0003140	jg30752	AT1G21970.1
OG0003141	jg25779	AT3G17010.1
OG0003142	jg28596	AT1G02840.1
OG0003143	jg7965	AT4G02510.1
OG0003144	jg15460, jg15458	AT3G55220.1, AT3G55200.1
OG0003145	jg4217	AT5G04700.1
OG0003146	jg4197	AT5G04460.1
OG0003147	jg12699	AT5G40780.1
OG0003148	jg12751	AT5G41260.1
OG0003148	jg525	AT1G63500.1
OG0003149	jg3777	AT1G79920.1, AT1G79930.1
OG0003150	jg3743	AT1G80280.1
OG0003150	jg30036	AT1G15490.1
OG0003151	jg3638	AT1G79500.1
OG0003151	jg30120	AT1G16340.4
OG0003152	jg30122	AT1G16360.2
OG0003153	jg3567	AT1G78860.1, AT1G78850.1
OG0003154	jg3349	AT1G76870.1
OG0003154	jg30661	AT1G21200.1
OG0003155	jg3340	AT1G76780.2
OG0003156	jg30534, jg13272	AT3G25940.1
OG0003157	jg3176	AT1G75230.2
OG0003157	jg30475	AT1G19480.1
OG0003158	jg25521	AT3G15010.1
OG0003159	jg18742	AT2G36100.1
OG0003160	jg18773	AT2G36380.1
OG0003160	jg2199	AT1G66950.1
OG0003161	jg4608	AT5G07640.1
OG0003162	jg11441	AT4G13710.1
OG0003162	jg26669	AT3G24230.1
OG0003163	jg11284	AT4G14723.1
OG0003163	jg26517	AT3G22820.1
OG0003164	jg26340	AT3G21465.2
OG0003164	jg11139	AT4G15640.1
OG0003165	jg30357	AT1G18350.1
OG0003165	jg2989	AT1G73500.1
OG0003166	jg30347	AT1G18260.1
OG0003166	jg2996	AT1G73570.1
OG0003167	jg13546	AT3G27880.1
OG0003168	jg12508	AT5G39430.1
OG0003168	jg13735	AT3G29180.1
OG0003169	jg12667	AT5G40540.1
OG0003169	jg13512	AT3G27560.1
OG0003172	jg1959	AT1G65630.1
OG0003172	jg1957	AT1G65640.2
OG0003173	jg33091	AT4G07675.1, AT1G49700.1
OG0003174	jg32345, jg32347, jg33499	AT4G12170.1
OG0003175	jg20972	AT5G42960.1
OG0003175	jg32695	AT1G45170.1
OG0003176	jg10868	AT4G17510.1
OG0003177	jg21787	AT5G51270.1
OG0003178	jg21617	AT5G49700.1
OG0003178	jg29928	AT1G14490.2
OG0003179	jg10996	AT4G16480.1
OG0003179	jg18707	AT2G35740.1
OG0003180	jg10910	AT4G17080.1
OG0003180	jg18636	AT2G35170.1
OG0003181	jg23753	AT5G66410.1
OG0003181	jg14977	AT3G50960.1
OG0003182	jg16108	AT3G60500.1
OG0003182	jg25263	AT3G12990.1
OG0003183	jg16027	AT3G59810.1
OG0003184	jg15856	AT3G58320.1
OG0003185	jg16267	AT3G62050.1
OG0003186	jg14285	AT3G45220.1
OG0003186	jg17077, jg17073	AT2G25240.1
OG0003186	jg17346	AT2G26390.1
OG0003187	jg15574	AT3G56060.1
OG0003188	jg15564	AT3G55960.1
OG0003189	jg19131	AT2G39230.1
OG0003189	jg15435	AT3G54980.1
OG0003190	jg15303	AT3G53680.2
OG0003190	jg18909	AT2G37520.1
OG0003191	jg2355	AT1G68140.1
OG0003192	jg27935, jg7308, jg7305	AT2G17980.1
OG0003193	jg15636	AT3G56680.1
OG0003193	jg19372	AT2G40960.1
OG0003194	jg19133	AT2G39210.1
OG0003195	jg16826	AT2G23630.2
OG0003195	jg8641	AT4G37160.1
OG0003196	jg17062	AT2G25170.3
OG0003196	jg9209	AT4G31900.1
OG0003197	jg7556	AT4G11650.1
OG0003198	jg6650	AT5G27520.1
OG0003199	jg28284	AT2G20610.1
OG0003199	jg9591	AT4G28420.2
OG0003200	jg24352	AT3G04690.1
OG0003200	jg6807	AT5G28680.1
OG0003201	jg24428	AT3G05280.1
OG0003201	jg6652	AT5G27490.1
OG0003202	jg5747	AT5G18960.1
OG0003202	jg24558	AT3G06250.1
OG0003203	jg24675, jg24679	AT3G07220.1
OG0003204	jg24599	AT3G06545.1
OG0003206	jg25239	AT3G12830.1
OG0003208	jg25996	AT3G18650.1
OG0003209	jg20910, jg6469, jg10830, jg1990, jg11275, jg25710, jg6355, jg17875, jg13583, jg10525, jg10532	AT3G30820.1, AT2G14000.1
OG0003209	jg13596	AT3G44580.1
OG0003210	jg12282	AT5G37930.1
OG0003211	jg28793	AT1G50920.1
OG0003211	jg29413	AT1G10300.1
OG0003212	jg29065	AT1G07135.1
OG0003213	jg29205	AT1G08430.1
OG0003214	jg997	AT1G60030.1
OG0003214	jg29447	AT1G10540.1
OG0003215	jg29729	AT1G12740.2
OG0003216	jg9252	AT4G31520.1
OG0003216	jg29777	AT1G13160.1
OG0003217	jg16882, jg13021	AT2G02061.1
OG0003217	jg29940	AT1G14590.1
OG0003218	jg21713	AT5G50430.1
OG0003218	jg30252	AT1G17280.4
OG0003220	jg2829	AT1G72000.1
OG0003220	jg30825	AT1G22650.1
OG0003222	jg2747	AT1G71230.1
OG0003222	jg30851	AT1G22920.1
OG0003223	jg883	AT1G60986.1
OG0003223	jg882	AT1G60987.1
OG0003223	jg26937	AT1G60985.1
OG0003223	jg881	AT1G60989.1
OG0003224	jg1087	AT1G59670.1
OG0003224	jg1063, jg1065, jg1067	AT1G59700.1
OG0003225	jg11074	AT4G15990.1
OG0003226	jg32849, jg32872	AT1G47980.1
OG0003227	jg27530	AT2G14880.1
OG0003227	jg8927	AT4G34290.1
OG0003228	jg8998, jg9000	AT4G33710.1
OG0003229	jg31082	AT1G26730.1
OG0003229	jg32197	AT1G35350.1
OG0003230	jg9682	AT4G27630.3
OG0003230	jg1785	AT1G64990.1
OG0003231	jg13187	AT2G03850.1
OG0003231	jg13177	AT2G03740.1
OG0003233	jg8700	AT4G36350.1
OG0003233	jg1421	AT1G56360.1
OG0003234	jg7946	AT4G02655.2
OG0003236	jg16678	AT2G22510.1
OG0003236	jg8522	AT4G38080.1
OG0003237	jg12422	AT5G38800.1
OG0003237	jg13881	AT3G30530.1
OG0003239	jg14304	AT3G45420.1
OG0003239	jg14303	AT3G45410.1
