Orthogroup	Arabidopsis_arenosa	Rorippa_islandica
OG0004398	jg1117, jg30771	Roisl.0191s0043.1.p
OG0004399	jg30824	Roisl.0191s0097.1.p
OG0004400	jg2793	Roisl.0019s0353.1.p
OG0004401	jg2637	Roisl.0019s0508.1.p
OG0004402	jg16006	Roisl.0018s0060.1.p
OG0004403	jg554	Roisl.0027s0008.1.p, Roisl.0010s0144.1.p
OG0004404	jg1438, jg1437	Roisl.0019s0023.1.p
OG0004405	jg12858	Roisl.0200s0019.1.p
OG0004405	jg381	Roisl.0050s0042.1.p
OG0004406	jg20731	Roisl.0012s0275.1.p
OG0004407	jg17355	Roisl.0027s0136.1.p
OG0004407	jg15304	Roisl.0046s1347.1.p
OG0004408	jg8492	Roisl.0001s0474.1.p
OG0004409	jg8648	Roisl.0001s0308.1.p, Roisl.0027s0039.1.p
OG0004410	jg8833	Roisl.0001s0129.1.p
OG0004411	jg9063	Roisl.0008s0262.1.p
OG0004412	jg8222	Roisl.0015s0036.1.p, Roisl.0191s0479.1.p
OG0004413	jg9008, jg27457	Roisl.0008s0309.1.p
OG0004414	jg8981	Roisl.0008s0333.1.p
OG0004415	jg8968	Roisl.0008s0351.1.p
OG0004416	jg9196	Roisl.0003s0218.1.p
OG0004417	jg9241	Roisl.0003s0175.1.p
OG0004418	jg9264	Roisl.0003s0151.1.p
OG0004419	jg26615	Roisl.0053s0320.1.p
OG0004420	jg32190	Roisl.0210s2076.1.p
OG0004421	jg8142	Roisl.0191s0569.1.p
OG0004422	jg8136	Roisl.0191s0565.1.p
OG0004423	jg9605	Roisl.0022s0505.1.p
OG0004425	jg31237	Roisl.0015s0078.1.p
OG0004427	jg32953, jg32952, jg20847, jg20846, jg32951	Roisl.0013s0078.1.p
OG0004428	jg33143, jg33050, jg33141	Roisl.0006s0069.1.p
OG0004429	jg33479	Roisl.0006s0347.1.p
OG0004431	jg25983	Roisl.0074s0080.1.p
OG0004432	jg18261	Roisl.0017s0459.1.p, Roisl.0017s0458.1.p
OG0004433	jg18398	Roisl.0028s0704.1.p, Roisl.0028s0755.1.p
OG0004434	jg9672	Roisl.0013s0216.1.p
OG0004435	jg15906	Roisl.0214s0391.1.p
OG0004436	jg6670	Roisl.0046s0420.1.p
OG0004436	jg6669	Roisl.0046s0418.1.p
OG0004439	jg20948	Roisl.0214s0262.1.p
OG0004451	jg10219	Roisl.0091s0008.1.p
OG0004452	jg14508	Roisl.0209s0429.1.p
OG0004453	jg19078	Roisl.0017s0267.1.p
OG0004454	jg20313	Roisl.0005s0047.1.p
OG0004455	jg13033	Roisl.0011s0131.1.p
OG0004456	jg5651	Roisl.0210s1518.1.p
OG0004457	jg28785	Roisl.0091s0705.1.p
OG0004458	jg5513	Roisl.0210s1387.1.p
OG0004459	jg16436	Roisl.0018s0482.1.p
OG0004460	jg5450	Roisl.0210s1325.1.p
OG0004461	jg5408	Roisl.0210s1280.1.p
OG0004462	jg5337	Roisl.0210s1214.1.p
OG0004463	jg5302	Roisl.0210s1181.1.p
OG0004464	jg27761	Roisl.0066s0309.1.p
OG0004465	jg5185	Roisl.0210s1071.1.p
OG0004466	jg5158	Roisl.0210s1039.1.p
OG0004468	jg5127	Roisl.0210s1001.1.p
OG0004469	jg5067, jg5107	Roisl.0210s0985.1.p
OG0004470	jg5081	Roisl.0210s0964.1.p
OG0004471	jg5045	Roisl.0210s0930.1.p
OG0004472	jg5016	Roisl.0210s0906.1.p
OG0004473	jg4941	Roisl.0210s0829.1.p
OG0004475	jg4908	Roisl.0210s0793.1.p
OG0004476	jg4880	Roisl.0210s0769.1.p
OG0004477	jg4814	Roisl.0210s0706.1.p
OG0004478	jg4734	Roisl.0210s0633.1.p
OG0004479	jg4654	Roisl.0210s0550.1.p
OG0004480	jg7910	Roisl.0082s0355.1.p
OG0004481	jg7920	Roisl.0082s0343.1.p
OG0004483	jg9995	Roisl.0022s0121.1.p
OG0004484	jg17650	Roisl.0204s0075.1.p
OG0004485	jg17739	Roisl.0082s0545.1.p
OG0004486	jg17769	Roisl.0082s0564.1.p
OG0004487	jg17977	Roisl.0082s0752.1.p
OG0004488	jg17995	Roisl.0082s0764.1.p, Roisl.0082s0765.1.p
OG0004489	jg18032	Roisl.0033s0011.1.p
OG0004490	jg18071	Roisl.0033s0045.1.p
OG0004491	jg18085	Roisl.0033s0061.1.p
OG0004492	jg18088	Roisl.0033s0065.1.p
OG0004493	jg18214	Roisl.0017s0507.1.p
OG0004494	jg18337	Roisl.0028s0647.1.p
OG0004495	jg18353	Roisl.0028s0661.1.p
OG0004496	jg18388	Roisl.0028s0696.1.p
OG0004497	jg18436	Roisl.0028s0735.1.p
OG0004498	jg12218, jg18442	Roisl.0028s0742.1.p
OG0004499	jg20862, jg20865	Roisl.0012s0117.1.p, Roisl.0012s0119.1.p, Roisl.0012s0120.1.p, Roisl.0012s0118.1.p
OG0004500	jg28743	Roisl.0210s0361.1.p
OG0004502	jg9892, jg7802	Roisl.0022s0224.1.p
OG0004503	jg32700	Roisl.0066s0381.1.p, Roisl.0066s0379.1.p
OG0004504	jg31312	Roisl.0213s0053.1.p
OG0004505	jg31333	Roisl.0213s0072.1.p
OG0004506	jg31338	Roisl.0213s0077.1.p
OG0004507	jg31348	Roisl.0213s0086.1.p
OG0004508	jg31376, jg31378	Roisl.0213s0112.1.p
OG0004509	jg31417	Roisl.0213s0151.1.p
OG0004510	jg31465, jg31464	Roisl.0213s0189.1.p
OG0004511	jg31497	Roisl.0213s0217.1.p
OG0004512	jg31518	Roisl.0213s0237.1.p
OG0004513	jg31526	Roisl.0213s0246.1.p
OG0004514	jg19849	Roisl.0028s0097.1.p
OG0004515	jg31553	Roisl.0213s0274.1.p
OG0004516	jg31628	Roisl.0213s0332.1.p, Roisl.0213s0351.1.p
OG0004517	jg31741	Roisl.0213s0407.1.p
OG0004518	jg13070	Roisl.0011s0161.1.p
OG0004519	jg13107	Roisl.0011s0199.1.p
OG0004520	jg13172, jg13170	Roisl.0011s0271.1.p
OG0004521	jg23696	Roisl.0024s0576.1.p
OG0004522	jg23560	Roisl.0024s0442.1.p
OG0004523	jg23466	Roisl.0024s0344.1.p
OG0004524	jg23401	Roisl.0024s0109.1.p
OG0004525	jg23395	Roisl.0024s0284.1.p
OG0004526	jg23349	Roisl.0024s0252.1.p
OG0004527	jg23285	Roisl.0024s0190.1.p
OG0004528	jg14535	Roisl.0080s0003.1.p, Roisl.0209s0454.1.p
OG0004529	jg23168	Roisl.0080s0029.1.p
OG0004530	jg23087	Roisl.0080s0112.1.p
OG0004531	jg6175	Roisl.0210s1990.1.p
OG0004532	jg13137	Roisl.0011s0243.1.p
OG0004533	jg1935, jg6425	Roisl.0046s0221.1.p
OG0004534	jg6447	Roisl.0046s0244.1.p
OG0004535	jg6448	Roisl.0046s0245.1.p
OG0004536	jg6531	Roisl.0046s0297.1.p
OG0004537	jg12045	Roisl.0053s0130.1.p
OG0004538	jg5884	Roisl.0210s1747.1.p
OG0004540	jg5953	Roisl.0210s1812.1.p
OG0004541	jg5954	Roisl.0210s1813.1.p
OG0004542	jg5964	Roisl.0210s1822.1.p
OG0004543	jg5978	Roisl.0210s1840.1.p
OG0004544	jg5998	Roisl.0210s1858.1.p
OG0004545	jg6039	Roisl.0210s1891.1.p
OG0004546	jg6095	Roisl.0210s1930.1.p
OG0004547	jg22953	Roisl.0080s0257.1.p
OG0004548	jg22918	Roisl.0080s0292.1.p
OG0004549	jg22868	Roisl.0080s0348.1.p
OG0004550	jg11957, jg22856	Roisl.0080s0359.1.p
OG0004551	jg22781	Roisl.0080s0424.1.p, Roisl.0080s0425.1.p
OG0004552	jg22738	Roisl.0080s0462.1.p
OG0004553	jg29347	Roisl.0021s0017.1.p
OG0004554	jg22710	Roisl.0080s0488.1.p
OG0004555	jg22702	Roisl.0080s0497.1.p
OG0004556	jg10607	Roisl.0091s0328.1.p
OG0004557	jg22571	Roisl.0080s0623.1.p
OG0004558	jg22547	Roisl.0080s0651.1.p
OG0004559	jg28853	Roisl.0091s0770.1.p
OG0004560	jg22469	Roisl.0080s0707.1.p
OG0004561	jg9746	Roisl.0080s0851.1.p, Roisl.0022s0371.1.p
OG0004562	jg22295	Roisl.0080s0866.1.p
OG0004563	jg14779	Roisl.0046s0869.1.p
OG0004564	jg14766	Roisl.0046s0854.1.p
OG0004565	jg4557	Roisl.0210s0462.1.p
OG0004566	jg4224	Roisl.0030s0201.1.p
OG0004567	jg4195	Roisl.0030s0172.1.p
OG0004568	jg4146	Roisl.0030s0125.1.p
OG0004569	jg4093	Roisl.0030s0072.1.p
OG0004570	jg4008	Roisl.0034s0171.1.p
OG0004571	jg24788	Roisl.0079s0230.1.p
OG0004572	jg12860, jg3745	Roisl.0115s0062.1.p
OG0004573	jg3731	Roisl.0115s0074.1.p
OG0004574	jg3690	Roisl.0115s0117.1.p
OG0004575	jg3649	Roisl.0115s0164.1.p
OG0004576	jg3539	Roisl.0004s0036.1.p
OG0004578	jg3501	Roisl.0004s0073.1.p
OG0004579	jg3454	Roisl.0004s0111.1.p
OG0004580	jg3447	Roisl.0004s0122.1.p
OG0004581	jg3342	Roisl.0004s0211.1.p
OG0004582	jg3295	Roisl.0004s0255.1.p
OG0004583	jg3209	Roisl.0004s0342.1.p
OG0004584	jg3208	Roisl.0004s0343.1.p
OG0004585	jg31149	Roisl.0191s0404.1.p
OG0004586	jg33647	Roisl.0006s0493.1.p
OG0004587	jg12031	Roisl.0053s0115.1.p, Roisl.0214s0482.1.p
OG0004588	jg33529	Roisl.0006s0397.1.p
OG0004589	jg18734	Roisl.0028s1030.1.p
OG0004590	jg19843	Roisl.0028s0103.1.p
OG0004591	jg9234, jg9235	Roisl.0003s0179.1.p, Roisl.0003s0180.1.p
OG0004592	jg20624	Roisl.0204s0188.1.p
OG0004593	jg21999	Roisl.0031s0052.1.p
OG0004594	jg9462	Roisl.0019s0029.1.p, Roisl.0019s0051.1.p, Roisl.0019s0053.1.p, Roisl.0044s0118.1.p
OG0004595	jg11515, jg11512, jg11513	Roisl.0058s0042.1.p
OG0004597	jg11330	Roisl.0075s0187.1.p
OG0004599	jg2918	Roisl.0019s0213.1.p
OG0004600	jg10295	Roisl.0091s0083.1.p
OG0004601	jg3102	Roisl.0004s0450.1.p
OG0004602	jg2509	Roisl.0019s0611.1.p
OG0004603	jg9145	Roisl.0003s0266.1.p
OG0004604	jg9531	Roisl.0044s0048.1.p
OG0004605	jg12577, jg12575	Roisl.0009s0267.1.p, Roisl.0009s0266.1.p
OG0004606	jg21744	Roisl.0012s0034.1.p
OG0004607	jg10943, jg13266	Roisl.0011s0362.1.p
OG0004608	jg2587	Roisl.0019s0546.1.p
OG0004609	jg20462	Roisl.0005s0213.1.p
OG0004610	jg20556	Roisl.0005s0316.1.p
OG0004611	jg27778, jg26223	Roisl.0115s0390.1.p
OG0004612	jg33271, jg33269	Roisl.0006s0188.1.p
OG0004613	jg33309	Roisl.0006s0207.1.p
OG0004614	jg21323, jg26702	Roisl.0053s0270.1.p
OG0004616	jg33431, jg33432	Roisl.0006s0270.1.p
OG0004617	jg33495, jg33493	Roisl.0213s0706.1.p, Roisl.0006s0366.1.p, Roisl.0006s0365.1.p
OG0004618	jg33496, jg32348	Roisl.0006s0367.1.p
OG0004619	jg18701	Roisl.0028s0992.1.p
OG0004620	jg10716	Roisl.0091s0440.1.p
OG0004621	jg10750	Roisl.0091s0473.1.p
OG0004622	jg11486, jg11497	Roisl.0075s0051.1.p
OG0004623	jg10762	Roisl.0091s0487.1.p
OG0004624	jg10142	Roisl.0008s0159.1.p
OG0004625	jg10173	Roisl.0213s0631.1.p
OG0004626	jg27705	Roisl.0012s0007.1.p
OG0004627	jg27826	Roisl.0066s0235.1.p
OG0004628	jg10077	Roisl.0008s0216.1.p
OG0004629	jg10079	Roisl.0008s0213.1.p
OG0004630	jg10102	Roisl.0008s0196.1.p
OG0004631	jg10113	Roisl.0008s0186.1.p, Roisl.0017s0218.1.p
OG0004631	jg7473	Roisl.0213s0622.1.p
OG0004632	jg1916, jg26072	Roisl.0028s0004.1.p, Roisl.0028s0005.1.p
OG0004633	jg10298	Roisl.0091s0087.1.p
OG0004635	jg10513, jg10510	Roisl.0091s0265.1.p
OG0004636	jg23905	Roisl.0010s0152.1.p, Roisl.0016s0028.1.p
OG0004637	jg16369	Roisl.0018s0438.1.p
OG0004638	jg16362	Roisl.0018s0431.1.p
OG0004639	jg16276	Roisl.0018s0334.1.p
OG0004640	jg16234	Roisl.0115s0408.1.p, Roisl.0018s0299.1.p
OG0004641	jg16218	Roisl.0018s0285.1.p
OG0004642	jg16093	Roisl.0018s0150.1.p
OG0004643	jg16013	Roisl.0018s0075.1.p
OG0004644	jg9988	Roisl.0022s0127.1.p
OG0004645	jg15826	Roisl.0026s0082.1.p
OG0004646	jg15807	Roisl.0026s0102.1.p
OG0004647	jg15755	Roisl.0026s0152.1.p
OG0004648	jg15751	Roisl.0026s0156.1.p
OG0004650	jg15676	Roisl.0026s0188.1.p
OG0004651	jg15705	Roisl.0026s0218.1.p
OG0004653	jg15611	Roisl.0046s1643.1.p
OG0004654	jg15587	Roisl.0046s1621.1.p
OG0004655	jg15513	Roisl.0046s1553.1.p
OG0004656	jg15496	Roisl.0046s1547.1.p
OG0004657	jg15343	Roisl.0046s1384.1.p
OG0004658	jg15335	Roisl.0046s1377.1.p
OG0004659	jg22232	Roisl.0052s0015.1.p
OG0004660	jg22149, jg930	Roisl.0184s0110.1.p
OG0004661	jg2318	Roisl.0019s0790.1.p
OG0004662	jg2413	Roisl.0019s0707.1.p
OG0004664	jg28100	Roisl.0206s0031.1.p
OG0004665	jg28126	Roisl.0206s0008.1.p
OG0004666	jg19317	Roisl.0028s0578.1.p
OG0004667	jg16654	Roisl.0046s0612.1.p
OG0004668	jg19273, jg5900	Roisl.0017s0416.1.p
OG0004669	jg19244	Roisl.0017s0395.1.p
OG0004670	jg19226	Roisl.0017s0377.1.p
OG0004671	jg19193	Roisl.0017s0345.1.p
OG0004672	jg19165	Roisl.0017s0321.1.p
OG0004673	jg19163	Roisl.0017s0320.1.p
OG0004674	jg19092	Roisl.0017s0280.1.p
OG0004675	jg19049	Roisl.0017s0230.1.p
OG0004676	jg18963	Roisl.0017s0154.1.p
OG0004677	jg7731	Roisl.0082s0226.1.p
OG0004677	jg20755	Roisl.0066s0206.1.p
OG0004678	jg7637	Roisl.0209s0230.1.p
OG0004679	jg32646	Roisl.0179s0040.1.p
OG0004680	jg7282	Roisl.0184s0152.1.p
OG0004681	jg7480	Roisl.0213s0618.1.p
OG0004682	jg7561, jg7476, jg7567, jg27439, jg2204	Roisl.0062s0030.1.p
OG0004683	jg6558	Roisl.0046s0323.1.p
OG0004684	jg6717	Roisl.0046s0448.1.p
OG0004685	jg28251	Roisl.0214s0439.1.p
OG0004686	jg8643	Roisl.0001s0313.1.p
OG0004687	jg19960	Roisl.0035s0188.1.p
OG0004688	jg19882, jg19879	Roisl.0028s0076.1.p
OG0004689	jg19818	Roisl.0028s0126.1.p
OG0004690	jg19677	Roisl.0028s0264.1.p
OG0004691	jg20356	Roisl.0005s0082.1.p
OG0004692	jg23975	Roisl.0074s0712.1.p, Roisl.0016s0094.1.p
OG0004693	jg24097	Roisl.0016s0206.1.p
OG0004694	jg24199	Roisl.0016s0289.1.p
OG0004694	jg24198	Roisl.0016s0288.1.p
OG0004695	jg24242	Roisl.0016s0325.1.p
OG0004697	jg24523	Roisl.0039s0133.1.p
OG0004699	jg24543	Roisl.0039s0159.1.p
OG0004700	jg24568	Roisl.0079s0010.1.p
OG0004701	jg24597	Roisl.0079s0036.1.p
OG0004702	jg24655	Roisl.0079s0091.1.p
OG0004703	jg24712	Roisl.0079s0153.1.p
OG0004704	jg24726	Roisl.0079s0167.1.p
OG0004705	jg24785	Roisl.0079s0227.1.p
OG0004706	jg24860	Roisl.0079s0294.1.p
OG0004707	jg25137	Roisl.0074s0820.1.p
OG0004708	jg25185	Roisl.0074s0776.1.p
OG0004709	jg25221	Roisl.0074s0741.1.p
OG0004710	jg25226	Roisl.0074s0736.1.p
OG0004711	jg25250	Roisl.0074s0709.1.p, Roisl.0074s0714.1.p
OG0004712	jg25330	Roisl.0074s0642.1.p
OG0004713	jg25400	Roisl.0074s0581.1.p
OG0004714	jg25404	Roisl.0074s0577.1.p
OG0004714	jg33652	Roisl.0006s0497.1.p
OG0004715	jg21276	Roisl.0206s0005.1.p
OG0004716	jg25576, jg25580	Roisl.0074s0419.1.p
OG0004717	jg25585	Roisl.0074s0413.1.p, Roisl.0006s0362.1.p
OG0004718	jg25684	Roisl.0074s0312.1.p
OG0004719	jg25707	Roisl.0074s0291.1.p
OG0004720	jg26111	Roisl.0115s0273.1.p
OG0004721	jg25980	Roisl.0074s0083.1.p
OG0004722	jg25991	Roisl.0074s0072.1.p
OG0004723	jg26262	Roisl.0115s0427.1.p
OG0004724	jg26282	Roisl.0115s0441.1.p
OG0004725	jg26291	Roisl.0115s0451.1.p
OG0004726	jg26305	Roisl.0115s0464.1.p
OG0004727	jg26306	Roisl.0115s0465.1.p
OG0004728	jg12355	Roisl.0046s0011.1.p
OG0004729	jg26566	Roisl.0053s0375.1.p
OG0004730	jg26495	Roisl.0115s0614.1.p, Roisl.0115s0612.1.p
OG0004732	jg9390	Roisl.0003s0030.1.p
OG0004733	jg5706	Roisl.0210s1569.1.p
OG0004734	jg5702	Roisl.0210s1565.1.p
OG0004735	jg5686	Roisl.0210s1548.1.p
OG0004736	jg15099	Roisl.0046s1157.1.p
OG0004737	jg15095	Roisl.0046s1153.1.p
OG0004738	jg21870, jg20679	Roisl.0189s0178.1.p
OG0004739	jg28408	Roisl.0210s0016.1.p
OG0004740	jg8121	Roisl.0191s0542.1.p
OG0004741	jg28609	Roisl.0210s0226.1.p
OG0004742	jg20287	Roisl.0005s0029.1.p
OG0004743	jg28923	Roisl.0091s0835.1.p
OG0004744	jg28952	Roisl.0091s0872.1.p
OG0004745	jg29020	Roisl.0091s0937.1.p
OG0004746	jg29062	Roisl.0091s0977.1.p
OG0004747	jg29160	Roisl.0091s1079.1.p
OG0004748	jg29161	Roisl.0091s1080.1.p
OG0004749	jg29167	Roisl.0091s1086.1.p
OG0004750	jg29214	Roisl.0091s1138.1.p
OG0004751	jg29260	Roisl.0091s1184.1.p
OG0004752	jg29265	Roisl.0091s1189.1.p
OG0004753	jg29369, jg29368	Roisl.0021s0041.1.p
OG0004754	jg29300	Roisl.0091s1220.1.p
OG0004755	jg29340	Roisl.0021s0007.1.p
OG0004756	jg29374	Roisl.0021s0046.1.p
OG0004757	jg30269	Roisl.0007s0384.1.p
OG0004758	jg29383	Roisl.0021s0054.1.p, Roisl.0191s0241.1.p
OG0004759	jg29385	Roisl.0191s0240.1.p, Roisl.0021s0056.1.p
OG0004760	jg29400	Roisl.0021s0075.1.p, Roisl.0091s1120.1.p
OG0004761	jg29460, jg2653	Roisl.0021s0130.1.p
OG0004762	jg30985	Roisl.0191s0260.1.p
OG0004763	jg29657	Roisl.0021s0309.1.p
OG0004764	jg29699	Roisl.0021s0345.1.p
OG0004766	jg29743	Roisl.0021s0376.1.p
OG0004767	jg29802	Roisl.0021s0437.1.p
OG0004768	jg29842, jg29843, jg29840	Roisl.0021s0479.1.p
OG0004769	jg30021	Roisl.0007s0598.1.p
OG0004770	jg30032	Roisl.0007s0586.1.p
OG0004772	jg30153, jg30176, jg30164	Roisl.0007s0464.1.p
OG0004773	jg30281	Roisl.0007s0373.1.p
OG0004774	jg30297	Roisl.0007s0358.1.p
OG0004775	jg10212	Roisl.0209s0120.1.p, Roisl.0091s0003.1.p
OG0004776	jg30375	Roisl.0007s0283.1.p
OG0004777	jg30386	Roisl.0007s0271.1.p
OG0004778	jg30516	Roisl.0007s0144.1.p
OG0004781	jg2785	Roisl.0019s0360.1.p
OG0004782	jg2692	Roisl.0019s0450.1.p
OG0004783	jg2688	Roisl.0019s0454.1.p
OG0004784	jg3065	Roisl.0004s0490.1.p
OG0004785	jg1331	Roisl.0214s0852.1.p
OG0004787	jg33049, jg32941	Roisl.0013s0087.1.p
OG0004788	jg8504	Roisl.0001s0462.1.p
OG0004789	jg8670	Roisl.0001s0287.1.p
OG0004790	jg8690	Roisl.0001s0266.1.p
OG0004791	jg8759	Roisl.0001s0202.1.p
OG0004792	jg8792	Roisl.0001s0173.1.p
OG0004793	jg8918	Roisl.0001s0036.1.p
OG0004794	jg9101	Roisl.0003s0320.1.p, Roisl.0003s0321.1.p
OG0004795	jg9087	Roisl.0003s0335.1.p
OG0004796	jg9068	Roisl.0003s0352.1.p
OG0004797	jg9004	Roisl.0008s0313.1.p
OG0004798	jg9221	Roisl.0003s0195.1.p
OG0004799	jg26678	Roisl.0053s0279.1.p
OG0004800	jg21317, jg21325, jg26698	Roisl.0053s0271.1.p
OG0004801	jg2877	Roisl.0019s0255.1.p
OG0004802	jg2870	Roisl.0019s0264.1.p
OG0004803	jg2856	Roisl.0019s0287.1.p
OG0004804	jg2833	Roisl.0019s0312.1.p
OG0004805	jg30925	Roisl.0191s0192.1.p
OG0004806	jg12839	Roisl.0009s0017.1.p
OG0004807	jg31095	Roisl.0191s0356.1.p
OG0004808	jg10063	Roisl.0008s0232.1.p
OG0004809	jg9644	Roisl.0022s0466.1.p
OG0004810	jg9609	Roisl.0022s0500.1.p
OG0004811	jg29046, jg28878	Roisl.0007s0268.1.p, Roisl.0091s0715.1.p, Roisl.0028s0858.1.p
OG0004812	jg29001	Roisl.0091s0918.1.p
OG0004813	jg29866, jg29867	Roisl.0047s0057.1.p
OG0004815	jg16359	Roisl.0018s0426.1.p
OG0004815	jg30657	Roisl.0007s0009.1.p
OG0004817	jg11524, jg11522	Roisl.0058s0027.1.p
OG0004817	jg1268	Roisl.0214s0810.1.p
OG0004818	jg24731	Roisl.0079s0174.1.p
OG0004819	jg13020	Roisl.0011s0111.1.p
OG0004820	jg13679	Roisl.0188s0093.1.p
OG0004821	jg14417	Roisl.0209s0336.1.p
OG0004823	jg6799, jg6798	Roisl.0046s0470.1.p
OG0004824	jg7796, jg7792, jg7794	Roisl.0082s0283.1.p, Roisl.0082s0285.1.p, Roisl.0082s0294.1.p, Roisl.0019s0390.1.p, Roisl.0082s0289.1.p, Roisl.0082s0293.1.p
OG0004825	jg9367	Roisl.0003s0056.1.p, Roisl.0021s0567.1.p
OG0004826	jg9850	Roisl.0022s0266.1.p
OG0004827	jg10025	Roisl.0022s0098.1.p, Roisl.0022s0096.1.p
OG0004828	jg10974, jg10976	Roisl.0082s0089.1.p
OG0004829	jg11164	Roisl.0002s0154.1.p
OG0004830	jg21994	Roisl.0031s0048.1.p
OG0004832	jg245	Roisl.0087s0013.1.p
OG0004847	jg14490	Roisl.0209s0401.1.p
OG0004848	jg14519	Roisl.0209s0438.1.p
OG0004849	jg22252	Roisl.0052s0004.1.p
OG0004850	jg12943	Roisl.0011s0050.1.p
OG0004851	jg13038	Roisl.0011s0134.1.p
OG0004852	jg5617	Roisl.0210s1480.1.p
OG0004853	jg5614	Roisl.0210s1477.1.p
OG0004854	jg5585	Roisl.0210s1451.1.p
OG0004856	jg5549	Roisl.0210s1420.1.p
OG0004857	jg5483	Roisl.0210s1353.1.p
OG0004859	jg5453	Roisl.0210s1328.1.p
OG0004860	jg5188	Roisl.0210s1074.1.p
OG0004861	jg5381	Roisl.0210s1255.1.p
OG0004862	jg5340	Roisl.0210s1218.1.p
OG0004863	jg5334	Roisl.0210s1211.1.p
OG0004864	jg29123	Roisl.0091s1045.1.p, Roisl.0091s1060.1.p
OG0004865	jg21961, jg21964	Roisl.0007s0212.1.p
OG0004866	jg5290	Roisl.0210s1169.1.p
OG0004867	jg5261	Roisl.0210s1143.1.p
OG0004868	jg5228	Roisl.0210s1114.1.p
OG0004869	jg5213	Roisl.0210s1099.1.p
OG0004870	jg5202	Roisl.0210s1089.1.p
OG0004871	jg21509	Roisl.0036s0061.1.p
OG0004872	jg5155	Roisl.0210s1036.1.p
OG0004873	jg5147	Roisl.0210s1025.1.p
OG0004874	jg5136	Roisl.0210s1012.1.p
OG0004875	jg5132	Roisl.0210s1007.1.p
OG0004876	jg25270	Roisl.0074s0697.1.p
OG0004877	jg5097	Roisl.0210s0978.1.p
OG0004878	jg5054	Roisl.0210s0938.1.p
OG0004879	jg5028	Roisl.0210s0914.1.p
OG0004880	jg5011	Roisl.0210s0902.1.p
OG0004881	jg5009	Roisl.0210s0898.1.p
OG0004882	jg5002	Roisl.0210s0891.1.p
OG0004883	jg4909	Roisl.0210s0794.1.p
OG0004884	jg4833	Roisl.0210s0724.1.p
OG0004885	jg4812	Roisl.0210s0704.1.p
OG0004886	jg4757	Roisl.0210s0649.1.p
OG0004887	jg4743	Roisl.0210s0639.1.p
OG0004888	jg4739, jg4740	Roisl.0210s0629.1.p
OG0004889	jg4707	Roisl.0210s0603.1.p
OG0004890	jg4698	Roisl.0210s0595.1.p
OG0004891	jg4612	Roisl.0210s0510.1.p
OG0004892	jg13344	Roisl.0011s0431.1.p
OG0004893	jg7935	Roisl.0082s0331.1.p
OG0004894	jg9970	Roisl.0022s0146.1.p
OG0004895	jg9973	Roisl.0015s0136.1.p, Roisl.0022s0144.1.p
OG0004896	jg9977	Roisl.0022s0141.1.p
OG0004897	jg9996	Roisl.0022s0120.1.p
OG0004898	jg17598	Roisl.0046s0658.1.p
OG0004899	jg17823	Roisl.0082s0616.1.p
OG0004900	jg17825	Roisl.0204s0014.1.p, Roisl.0082s0617.1.p
OG0004901	jg17960	Roisl.0082s0734.1.p
OG0004902	jg18060	Roisl.0033s0036.1.p
OG0004903	jg18066	Roisl.0033s0040.1.p
OG0004904	jg18095	Roisl.0033s0075.1.p
OG0004905	jg18101	Roisl.0033s0082.1.p
OG0004906	jg18186	Roisl.0033s0113.1.p
OG0004907	jg18253	Roisl.0017s0466.1.p
OG0004908	jg18287	Roisl.0017s0433.1.p
OG0004909	jg18444	Roisl.0028s0744.1.p
OG0004910	jg20795	Roisl.0012s0214.1.p
OG0004911	jg20763	Roisl.0012s0256.1.p
OG0004912	jg9926	Roisl.0022s0185.1.p
OG0004913	jg32806	Roisl.0013s0185.1.p
OG0004914	jg31337	Roisl.0213s0075.1.p
OG0004915	jg31340	Roisl.0213s0079.1.p
OG0004916	jg31373	Roisl.0213s0107.1.p
OG0004917	jg31467, jg12201	Roisl.0064s0007.1.p, Roisl.0213s0193.1.p
OG0004918	jg9799	Roisl.0022s0312.1.p
OG0004919	jg31481	Roisl.0213s0208.1.p
OG0004920	jg31574	Roisl.0213s0289.1.p
OG0004921	jg21595	Roisl.0068s0015.1.p
OG0004922	jg31733, jg2670	Roisl.0213s0399.1.p, Roisl.0020s0182.1.p
OG0004923	jg31747	Roisl.0006s0581.1.p, Roisl.0213s0417.1.p
OG0004924	jg31906	Roisl.0209s0168.1.p, Roisl.0209s0167.1.p
OG0004925	jg23676	Roisl.0024s0559.1.p, Roisl.0046s0971.1.p
OG0004926	jg23640	Roisl.0024s0524.1.p
OG0004927	jg23620	Roisl.0024s0500.1.p, Roisl.0024s0498.1.p
OG0004928	jg23600	Roisl.0024s0478.1.p
OG0004929	jg23554	Roisl.0024s0434.1.p
OG0004930	jg23531	Roisl.0024s0412.1.p
OG0004931	jg21851	Roisl.0189s0199.1.p
OG0004932	jg18935	Roisl.0024s0282.1.p, Roisl.0024s0219.1.p
OG0004933	jg23355	Roisl.0024s0256.1.p
OG0004934	jg23191	Roisl.0080s0009.1.p
OG0004935	jg23032	Roisl.0080s0172.1.p
OG0004936	jg23025	Roisl.0080s0184.1.p
OG0004937	jg6177	Roisl.0210s1992.1.p
OG0004938	jg6210	Roisl.0210s2028.1.p
OG0004939	jg17161	Roisl.0189s0080.1.p
