Orthogroup	Arabidopsis_arenosa	Raphanus_sativus
OG0000976	jg21892	XP_018472810.1, XP_018474166.1, XP_018472807.1, XP_018462376.1, XP_018462367.1, XP_018458813.1, XP_018444390.1
OG0000976	jg21043	XP_018453068.1
OG0000978	jg8883	XP_018477428.1, XP_018447570.1, XP_018453633.1, XP_018439565.1, XP_018439564.1, XP_018486222.1, XP_018487301.1, XP_018490633.1
OG0000980	jg13817, jg13821	XP_018482690.1, XP_018470004.1, XP_018452986.1, XP_018453265.1
OG0000983	jg24075	XP_018441411.1, XP_018440952.1, XP_018493261.1, XP_018486483.1
OG0000984	jg24028	XP_018485568.1, XP_018433954.1, XP_018485598.1
OG0000985	jg17572	XP_018476804.1, XP_018459871.1
OG0000985	jg26246	XP_018490669.1, XP_018458267.1, XP_018458269.1, XP_018493090.1
OG0000986	jg18215	XP_018482882.1, XP_018476246.1
OG0000987	jg21929	XP_018468841.1
OG0000987	jg9907	XP_018457886.1, XP_018460241.1
OG0000988	jg9820	XP_018472264.1
OG0000989	jg19447	XP_018440748.1, XP_018474623.1, XP_018473121.1
OG0000989	jg24967	XP_018490766.1
OG0000990	jg31667, jg31666	XP_018450203.1
OG0000990	jg23062	XP_018435589.1
OG0000992	jg4502	XP_018445826.1
OG0000992	jg4503	XP_018455352.1, XP_018465179.1
OG0000993	jg24865	XP_018438222.1, XP_018486150.1, XP_018489432.1
OG0000994	jg30070	XP_018464391.1, XP_018440067.1
OG0000994	jg3703	XP_018456806.1, XP_018470242.1, XP_018463352.1
OG0000995	jg32181, jg32184, jg32188	XP_018487872.1
OG0000995	jg2389	XP_018451981.1
OG0000996	jg14361, jg14352	XP_018437949.1, XP_018439288.1, XP_018475591.1
OG0000997	jg27873	XP_018439483.1
OG0000997	jg31165	XP_018479272.1
OG0000998	jg27913	XP_018436513.1, XP_018435403.1, XP_018457112.1, XP_018452922.1
OG0000998	jg8744	XP_018462645.1, XP_018480564.1, XP_018449453.1
OG0000999	jg33744	XP_018448901.1
OG0000999	jg16757	XP_018465083.1
OG0001001	jg18775	XP_018474988.1, XP_018440892.1, XP_018482905.1
OG0001001	jg15216	XP_018491813.1, XP_018481282.1, XP_018464832.1
OG0001002	jg26538	XP_018491929.1, XP_018435490.1, XP_018441443.1
OG0001002	jg11306	XP_018469701.1, XP_018463513.1, XP_018466238.1
OG0001003	jg12251	XP_018461820.1, XP_018481839.1
OG0001003	jg12252	XP_018458511.1, XP_018461817.1, XP_018460034.1
OG0001004	jg21379	XP_018466269.1, XP_018464195.1
OG0001005	jg20391	XP_018454684.1, XP_018482806.1, XP_018481735.1, XP_018466633.1
OG0001005	jg10819	XP_018458419.1, XP_018477844.1, XP_018447301.1
OG0001007	jg10452	XP_018447743.1, XP_018469997.1
OG0001007	jg7798	XP_018474698.1, XP_018454906.1
OG0001009	jg15482	XP_018478920.1
OG0001009	jg19184	XP_018436394.1
OG0001010	jg9502	XP_018450976.1, XP_018460080.1, XP_018470642.1, XP_018481658.1
OG0001010	jg28171	XP_018440303.1, XP_018464789.1
OG0001011	jg6567	XP_018482186.1, XP_018466337.1
OG0001011	jg24510	XP_018438290.1, XP_018486015.1, XP_018489908.1, XP_018490255.1
OG0001012	jg9678	XP_018468388.1, XP_018483819.1
OG0001012	jg22197, jg22194	XP_018474188.1
OG0001013	jg5751	XP_018472197.1, XP_018476598.1, XP_018445540.1
OG0001013	jg24551	XP_018487372.1, XP_018462416.1, XP_018432842.1, XP_018462363.1
OG0001014	jg11181	XP_018468443.1
OG0001015	jg28192, jg28191	XP_018461406.1, XP_018437238.1
OG0001015	jg28193	XP_018450903.1, XP_018462726.1, XP_018450902.1, XP_018461385.1, XP_018462725.1
OG0001016	jg29281, jg29280	XP_018434605.1, XP_018448981.1, XP_018448982.1
OG0001016	jg1418	XP_018467266.1
OG0001017	jg30879	XP_018440847.1
OG0001017	jg2691, jg355	XP_018471636.1
OG0001018	jg8829	XP_018450275.1, XP_018450157.1, XP_018448473.1
OG0001018	jg8830	XP_018448474.1, XP_018479030.1
OG0001019	jg20005	XP_018436469.1
OG0001019	jg16194, jg16272, jg16189	XP_018491004.1, XP_018486369.1
OG0001021	jg23687	XP_018482416.1
OG0001021	jg23686, jg28250	XP_018481212.1, XP_018482658.1, XP_018481647.1, XP_018465668.1, XP_018450170.1
OG0001021	jg23685	XP_018436240.1, XP_018466528.1
OG0001030	jg17463	XP_018467725.1
OG0001031	jg5285	XP_018446070.1
OG0001031	jg5363	XP_018453436.1
OG0001032	jg4939	XP_018475923.1, XP_018476395.1, XP_018442157.1, XP_018465326.1
OG0001032	jg6401	XP_018484641.1, XP_018461074.1
OG0001033	jg18055, jg18056	XP_018437973.1, XP_018464018.1
OG0001033	jg18054	XP_018472987.1, XP_018439037.1
OG0001034	jg18303	XP_018436975.1, XP_018475297.1
OG0001034	jg28862	XP_018447601.1, XP_018486734.1
OG0001035	jg16555, jg16556	XP_018468034.1, XP_018483322.1, XP_018459491.1, XP_018450680.1
OG0001036	jg32216, jg14342, jg31539	XP_018474457.1, XP_018474473.1, XP_018474462.1, XP_018474446.1
OG0001037	jg16701	XP_018460813.1, XP_018483537.1
OG0001037	jg18635	XP_018433625.1
OG0001038	jg13660	XP_018438116.1, XP_018437667.1, XP_018467400.1, XP_018435658.1, XP_018456019.1
OG0001038	jg13663	XP_018479370.1
OG0001039	jg6268	XP_018452101.1, XP_018439095.1
OG0001040	jg22483, jg16642	XP_018467686.1
OG0001041	jg22496, jg22502, jg22503	XP_018469769.1
OG0001041	jg22498	XP_018475544.1
OG0001042	jg14312, jg14711	XP_018472027.1, XP_018439344.1
OG0001042	jg21750	XP_018475841.1
OG0001044	jg24985	XP_018489983.1, XP_018489986.1
OG0001044	jg4189	XP_018475499.1, XP_018444409.1, XP_018469616.1
OG0001045	jg3419	XP_018455748.1, XP_018455739.1, XP_018468717.1
OG0001045	jg30729	XP_018484508.1, XP_018461926.1
OG0001046	jg30646	XP_018481773.1, XP_018437215.1, XP_018449574.1
OG0001046	jg3321	XP_018444011.1, XP_018480528.1
OG0001047	jg30524	XP_018486203.1, XP_018486118.1, XP_018462561.1, XP_018438227.1, XP_018449747.1
OG0001047	jg3232	XP_018463602.1, XP_018463480.1, XP_018443036.1, XP_018461233.1
OG0001048	jg19588	XP_018444901.1, XP_018444903.1, XP_018444896.1, XP_018443459.1, XP_018443215.1, XP_018443451.1, XP_018443453.1
OG0001049	jg33612	XP_018492416.1, XP_018462131.1, XP_018487994.1
OG0001049	jg26701	XP_018489726.1
OG0001050	jg17156	XP_018442823.1, XP_018445009.1, XP_018486701.1
OG0001051	jg21656, jg21659	XP_018464750.1
OG0001052	jg20491	XP_018452690.1, XP_018481872.1, XP_018437156.1
OG0001052	jg10729	XP_018447398.1, XP_018470535.1
OG0001053	jg25610	XP_018440645.1
OG0001054	jg27773	XP_018485796.1
OG0001054	jg27732, jg27737, jg27726, jg27719	XP_018453950.1
OG0001054	jg8852	XP_018447407.1, XP_018459368.1
OG0001056	jg15488	XP_018487080.1, XP_018480621.1
OG0001056	jg19189	XP_018467520.1, XP_018477103.1, XP_018442069.1
OG0001057	jg26904, jg12547	XP_018466415.1, XP_018485528.1, XP_018457453.1
OG0001058	jg9742	XP_018450913.1, XP_018484613.1, XP_018457205.1, XP_018450914.1
OG0001059	jg18876	XP_018478079.1, XP_018478096.1
OG0001060	jg24364	XP_018478218.1, XP_018484904.1
OG0001060	jg2872	XP_018457835.1, XP_018457824.1, XP_018445527.1, XP_018445531.1, XP_018465795.1, XP_018444746.1
OG0001061	jg17849	XP_018441124.1, XP_018437602.1
OG0001061	jg24511	XP_018490299.1
OG0001062	jg25821, jg25823	XP_018486129.1
OG0001063	jg26382, jg26384	XP_018491870.1, XP_018489475.1
OG0001064	jg2094, jg1355, jg2095	XP_018491141.1, XP_018444375.1, XP_018442946.1, XP_018468743.1
OG0001065	jg8235	XP_018456819.1
OG0001065	jg19924	XP_018476578.1
OG0001066	jg3187, jg29885	XP_018486493.1, XP_018465711.1, XP_018451401.1
OG0001066	jg29884	XP_018485503.1, XP_018451808.1
OG0001067	jg2676	XP_018468128.1, XP_018459399.1, XP_018470888.1
OG0001071	jg33018	XP_018459858.1, XP_018459859.1, XP_018449864.1, XP_018486921.1
OG0001073	jg7444, jg7445	XP_018476293.1
OG0001076	jg5656	XP_018475273.1, XP_018475265.1
OG0001077	jg10780	XP_018444697.1, XP_018444687.1
OG0001078	jg27529, jg7904	XP_018474566.1, XP_018475111.1, XP_018453273.1
OG0001079	jg15387	XP_018489705.1, XP_018491682.1, XP_018451030.1
OG0001079	jg26531, jg5445	XP_018482832.1, XP_018464295.1
OG0001080	jg11161	XP_018467666.1
OG0001081	jg3216	XP_018468161.1, XP_018444092.1
OG0001081	jg30508	XP_018438401.1
OG0001082	jg28144	XP_018440119.1, XP_018434209.1
OG0001082	jg14560	XP_018441219.1
OG0001083	jg33633	XP_018478881.1
OG0001085	jg10720	XP_018470886.1
OG0001085	jg26757	XP_018493492.1
OG0001086	jg11413	XP_018450869.1
OG0001086	jg26647	XP_018461835.1, XP_018432620.1, XP_018485458.1, XP_018439510.1, XP_018440611.1
OG0001087	jg11077	XP_018463012.1, XP_018450349.1
OG0001087	jg25742	XP_018485683.1
OG0001088	jg16781, jg16773	XP_018462625.1, XP_018438407.1
OG0001089	jg12592	XP_018463953.1, XP_018481548.1, XP_018479645.1, XP_018481538.1
OG0001089	jg13635	XP_018454110.1, XP_018454112.1, XP_018471069.1, XP_018453513.1, XP_018444516.1
OG0001090	jg13382, jg13381, jg13379	XP_018484847.1, XP_018435182.1, XP_018434309.1, XP_018437148.1, XP_018434984.1
OG0001091	jg2593	XP_018468924.1, XP_018443112.1, XP_018443115.1, XP_018453240.1
OG0001092	jg20591	XP_018455893.1
OG0001092	jg20588	XP_018479480.1
OG0001092	jg20583	XP_018454147.1
OG0001094	jg33452	XP_018479839.1, XP_018488511.1
OG0001095	jg10788	XP_018451567.1
OG0001095	jg10787, jg10786	XP_018451568.1, XP_018477458.1
OG0001096	jg29333	XP_018483267.1, XP_018460016.1, XP_018447700.1, XP_018493380.1
OG0001096	jg1293	XP_018439413.1
OG0001097	jg15977, jg15976	XP_018444080.1
OG0001097	jg15978	XP_018461491.1, XP_018461203.1, XP_018461493.1
OG0001098	jg18870	XP_018476986.1, XP_018435011.1, XP_018477761.1, XP_018477833.1
OG0001098	jg15278	XP_018485991.1, XP_018446474.1
OG0001099	jg26747	XP_018435511.1
OG0001099	jg26777	XP_018492495.1
OG0001100	jg1592, jg9936, jg17176	XP_018462136.1
OG0001101	jg19360, jg19364	XP_018467092.1, XP_018467143.1, XP_018458495.1, XP_018436997.1
OG0001102	jg7730	XP_018466534.1
OG0001102	jg7729	XP_018456948.1
OG0001103	jg6572	XP_018483633.1, XP_018471045.1, XP_018456687.1
OG0001103	jg24508	XP_018441736.1, XP_018491755.1, XP_018432918.1, XP_018487109.1
OG0001104	jg24407, jg24406	XP_018486113.1
OG0001104	jg24387	XP_018487417.1
OG0001105	jg24608	XP_018440174.1, XP_018440198.1
OG0001106	jg24987, jg24986	XP_018492857.1, XP_018439555.1, XP_018439554.1, XP_018439553.1, XP_018492855.1, XP_018432944.1, XP_018432962.1
OG0001107	jg32976	XP_018466256.1, XP_018485852.1, XP_018451606.1
OG0001107	jg25992	XP_018487035.1, XP_018488668.1
OG0001108	jg32876	XP_018448770.1
OG0001111	jg32909	XP_018449682.1, XP_018488851.1, XP_018482975.1
OG0001111	jg25860	XP_018489783.1, XP_018441422.1, XP_018490006.1, XP_018462281.1
OG0001112	jg10903	XP_018461576.1, XP_018483001.1, XP_018458064.1, XP_018463900.1, XP_018449812.1
OG0001112	jg8752	XP_018471730.1
OG0001113	jg2237, jg11666, jg11664, jg11672, jg24221	XP_018435271.1, XP_018435272.1
OG0001114	jg13861	XP_018480038.1, XP_018480036.1, XP_018459172.1, XP_018459173.1, XP_018443741.1, XP_018459684.1, XP_018458611.1, XP_018479573.1, XP_018460267.1, XP_018463639.1, XP_018459626.1
OG0001116	jg22156, jg22154	XP_018474184.1
OG0001120	jg18294	XP_018475050.1, XP_018474136.1, XP_018438984.1
OG0001121	jg5157, jg5156	XP_018470782.1, XP_018445464.1, XP_018445550.1, XP_018470784.1, XP_018445463.1, XP_018445548.1, XP_018473369.1
OG0001122	jg23572, jg6627, jg11031	XP_018486819.1
OG0001122	jg4882	XP_018468375.1
OG0001123	jg4874	XP_018446600.1, XP_018472105.1
OG0001123	jg23556	XP_018492299.1, XP_018492155.1, XP_018457790.1
OG0001124	jg17915, jg17909, jg17916	XP_018483598.1
OG0001125	jg18383	XP_018440856.1, XP_018440854.1
OG0001126	jg32774, jg32773	XP_018449550.1
OG0001127	jg31395, jg31394, jg31392, jg31393	XP_018489459.1, XP_018449551.1
OG0001128	jg24863	XP_018438577.1
OG0001129	jg31773	XP_018459283.1
OG0001129	jg18691	XP_018482491.1, XP_018475583.1, XP_018436363.1
OG0001130	jg5817	XP_018472169.1, XP_018465176.1, XP_018442486.1
OG0001130	jg630	XP_018455236.1, XP_018453076.1, XP_018456917.1
OG0001131	jg22342	XP_018470574.1, XP_018452071.1
OG0001132	jg27442, jg24994	XP_018435238.1, XP_018440376.1
OG0001132	jg4205	XP_018471458.1, XP_018471457.1, XP_018446727.1, XP_018446697.1
OG0001133	jg4122	XP_018458412.1, XP_018458414.1, XP_018444845.1
OG0001133	jg4123, jg4124	XP_018458411.1
OG0001134	jg24908	XP_018487458.1
OG0001134	jg4060	XP_018476601.1, XP_018471714.1, XP_018445240.1
OG0001135	jg3918	XP_018443227.1
OG0001135	jg2118	XP_018448762.1
OG0001135	jg3915	XP_018467636.1
OG0001136	jg12821	XP_018460782.1, XP_018446319.1
OG0001138	jg3611	XP_018456700.1
OG0001138	jg3647, jg3648	XP_018433723.1
OG0001139	jg3568	XP_018462969.1, XP_018448592.1, XP_018443076.1, XP_018443074.1, XP_018456185.1
OG0001139	jg30195, jg30208	XP_018438703.1, XP_018464071.1, XP_018467058.1
OG0001140	jg3327	XP_018443201.1, XP_018445856.1
OG0001140	jg19205, jg3326	XP_018477760.1, XP_018480129.1, XP_018477759.1, XP_018445857.1
OG0001141	jg13023	XP_018462817.1
OG0001141	jg29938	XP_018462460.1, XP_018488197.1, XP_018451217.1
OG0001142	jg30875	XP_018490576.1
OG0001142	jg2694	XP_018452966.1
OG0001143	jg30483	XP_018449572.1, XP_018444068.1, XP_018443784.1
OG0001143	jg3181	XP_018472303.1
OG0001144	jg33709	XP_018451523.1, XP_018439320.1
OG0001146	jg28276, jg28274	XP_018440483.1
OG0001146	jg9585	XP_018444977.1, XP_018447047.1, XP_018477448.1
OG0001147	jg456	XP_018454278.1, XP_018491773.1
OG0001148	jg13868	XP_018441936.1, XP_018433113.1, XP_018483668.1, XP_018457768.1
OG0001148	jg12423	XP_018484726.1
OG0001149	jg10798	XP_018478159.1, XP_018455442.1, XP_018447749.1, XP_018457483.1, XP_018478359.1
OG0001150	jg16219	XP_018446193.1, XP_018490477.1, XP_018491007.1
OG0001150	jg20033	XP_018438034.1, XP_018438223.1, XP_018475250.1, XP_018475258.1, XP_018465208.1
OG0001151	jg19898	XP_018482059.1, XP_018465594.1, XP_018467285.1, XP_018474803.1
OG0001151	jg16116	XP_018485142.1, XP_018443593.1, XP_018489522.1
OG0001152	jg19679, jg16002	XP_018475530.1, XP_018441098.1, XP_018493147.1, XP_018459600.1, XP_018460708.1
OG0001153	jg15602	XP_018459226.1, XP_018462535.1, XP_018432719.1
OG0001153	jg19316	XP_018433749.1, XP_018463991.1
OG0001154	jg8392	XP_018450459.1, XP_018451466.1, XP_018484232.1
OG0001156	jg24380	XP_018492075.1, XP_018456643.1, XP_018434436.1, XP_018483401.1, XP_018437455.1, XP_018438913.1
OG0001157	jg20082	XP_018435060.1
OG0001157	jg20081	XP_018434439.1
OG0001157	jg20080	XP_018438022.1
OG0001158	jg14459, jg14455	XP_018456356.1
OG0001158	jg14434, jg14456	XP_018436149.1
OG0001159	jg1526, jg20364	XP_018482314.1, XP_018464232.1, XP_018481836.1, XP_018444822.1
OG0001160	jg5660	XP_018444469.1, XP_018476775.1, XP_018461628.1, XP_018471678.1
OG0001160	jg24256	XP_018441868.1
OG0001162	jg29666	XP_018486357.1, XP_018438328.1
OG0001162	jg646	XP_018454447.1, XP_018461976.1
OG0001163	jg29896	XP_018471622.1
OG0001163	jg29897, jg29898	XP_018471892.1, XP_018437618.1, XP_018437616.1
OG0001164	jg3434	XP_018456104.1
OG0001164	jg30743	XP_018447984.1, XP_018447904.1, XP_018447946.1, XP_018434826.1, XP_018449083.1
OG0001166	jg25950	XP_018436815.1, XP_018490133.1
OG0001166	jg32955	XP_018490929.1
OG0001168	jg8886	XP_018478270.1
OG0001168	jg8885	XP_018471127.1
OG0001169	jg9040	XP_018470811.1, XP_018483752.1, XP_018459256.1
OG0001169	jg27410	XP_018490588.1, XP_018464566.1
OG0001170	jg7471	XP_018458956.1, XP_018464695.1
OG0001171	jg12352, jg21140, jg12350	XP_018479065.1
OG0001171	jg9406	XP_018463694.1, XP_018482286.1, XP_018479064.1, XP_018469668.1
OG0001174	jg7592	XP_018474794.1, XP_018452168.1
OG0001174	jg10234	XP_018478670.1, XP_018478611.1, XP_018471581.1
OG0001175	jg5403	XP_018474864.1, XP_018475126.1, XP_018442177.1
OG0001175	jg24046	XP_018437242.1, XP_018460307.1, XP_018460304.1, XP_018490821.1
OG0001176	jg24030	XP_018489743.1, XP_018441361.1, XP_018493378.1
OG0001176	jg5397	XP_018446813.1, XP_018476865.1
OG0001177	jg5058	XP_018445830.1, XP_018470895.1, XP_018474742.1
OG0001177	jg5795	XP_018442459.1, XP_018447814.1
OG0001178	jg4818	XP_018446855.1, XP_018468596.1
OG0001178	jg23492	XP_018439358.1, XP_018458200.1, XP_018491643.1, XP_018491637.1
OG0001179	jg23460	XP_018486330.1, XP_018486336.1, XP_018452445.1, XP_018437533.1
OG0001181	jg12296	XP_018481600.1
OG0001182	jg3202	XP_018446199.1
OG0001183	jg31462, jg31461	XP_018451330.1, XP_018451299.1, XP_018436174.1
OG0001184	jg18686	XP_018482911.1, XP_018439777.1
OG0001184	jg31821	XP_018488855.1, XP_018479159.1
OG0001185	jg23601	XP_018489764.1, XP_018491200.1, XP_018489766.1, XP_018437909.1, XP_018457011.1, XP_018455239.1
OG0001185	jg14826	XP_018439133.1, XP_018481662.1, XP_018463653.1
OG0001186	jg6213	XP_018454761.1, XP_018454750.1
OG0001186	jg14699	XP_018434134.1, XP_018493448.1
OG0001188	jg23985	XP_018487858.1, XP_018487857.1, XP_018435486.1, XP_018479323.1
OG0001189	jg5820	XP_018465831.1
OG0001189	jg2253	XP_018461640.1, XP_018445339.1
OG0001190	jg9690	XP_018444052.1
OG0001190	jg22190	XP_018468112.1, XP_018465018.1, XP_018448092.1, XP_018473294.1
OG0001191	jg9677	XP_018470306.1
OG0001191	jg22198, jg22200	XP_018476575.1
OG0001192	jg3275	XP_018470683.1, XP_018445322.1
OG0001193	jg33802	XP_018451855.1, XP_018440054.1
OG0001193	jg25240	XP_018487273.1, XP_018486296.1, XP_018487338.1
OG0001194	jg3123	XP_018458497.1, XP_018445814.1, XP_018443067.1
OG0001194	jg30415	XP_018447868.1, XP_018447660.1
OG0001195	jg27026, jg27028	XP_018491374.1
OG0001196	jg13411	XP_018436954.1
OG0001197	jg25265	XP_018438278.1, XP_018491542.1
OG0001197	jg25266	XP_018463084.1, XP_018438827.1, XP_018485877.1, XP_018489865.1
OG0001198	jg2839	XP_018454393.1, XP_018446248.1
OG0001199	jg10825	XP_018447495.1, XP_018468897.1, XP_018483857.1
OG0001199	jg20383	XP_018478656.1, XP_018452254.1
OG0001200	jg10873	XP_018468370.1, XP_018459246.1, XP_018468291.1
OG0001201	jg10311	XP_018450871.1, XP_018463146.1, XP_018450766.1
OG0001202	jg10940	XP_018449094.1
OG0001202	jg10938	XP_018470827.1, XP_018468403.1
OG0001203	jg15001	XP_018450578.1, XP_018480373.1, XP_018440173.1, XP_018485038.1
OG0001203	jg23765	XP_018441256.1, XP_018437504.1
OG0001204	jg16178	XP_018491599.1, XP_018491670.1
OG0001204	jg19979	XP_018439974.1, XP_018479156.1, XP_018479124.1
OG0001205	jg19763	XP_018461829.1
OG0001205	jg19766	XP_018443610.1
OG0001205	jg16050	XP_018491108.1, XP_018491107.1, XP_018445552.1
OG0001206	jg15958	XP_018459989.1, XP_018442569.1, XP_018459988.1
OG0001207	jg15832	XP_018485834.1, XP_018477358.1, XP_018445261.1, XP_018445167.1
OG0001207	jg19542	XP_018474718.1, XP_018475040.1, XP_018435209.1
OG0001208	jg19495	XP_018472926.1
OG0001208	jg15824	XP_018443004.1, XP_018444960.1, XP_018477873.1, XP_018444961.1, XP_018486062.1
OG0001209	jg15812	XP_018445717.1, XP_018491914.1, XP_018491911.1, XP_018477049.1
OG0001209	jg19519	XP_018478660.1, XP_018482622.1, XP_018433733.1
OG0001210	jg18869	XP_018439646.1, XP_018437500.1, XP_018474976.1
OG0001210	jg15277	XP_018486069.1, XP_018464954.1
OG0001211	jg28168	XP_018433632.1, XP_018433617.1, XP_018466787.1, XP_018467197.1, XP_018434332.1
OG0001212	jg32567, jg21684, jg12616	XP_018464705.1, XP_018436401.1, XP_018436400.1
OG0001213	jg24446	XP_018487418.1, XP_018492643.1
OG0001214	jg24624	XP_018492484.1, XP_018493554.1
OG0001214	jg21551	XP_018462135.1, XP_018434287.1, XP_018463316.1, XP_018478356.1, XP_018453171.1
OG0001215	jg12919, jg3551	XP_018437201.1, XP_018437390.1, XP_018481231.1
OG0001216	jg26016	XP_018434145.1, XP_018491136.1
OG0001216	jg33029, jg33033	XP_018447239.1, XP_018459861.1
OG0001217	jg32108	XP_018481475.1, XP_018479090.1
OG0001218	jg7369	XP_018439618.1
OG0001219	jg4729	XP_018436145.1, XP_018436142.1, XP_018446276.1, XP_018468567.1, XP_018468581.1
OG0001220	jg15331	XP_018492224.1
OG0001221	jg20290	XP_018483546.1
OG0001221	jg20291, jg20296	XP_018457008.1, XP_018455946.1
OG0001222	jg27924	XP_018490047.1, XP_018453378.1
OG0001222	jg8730	XP_018448120.1, XP_018459445.1, XP_018454959.1, XP_018480787.1
OG0001223	jg31088	XP_018473922.1, XP_018473945.1, XP_018493142.1, XP_018473959.1, XP_018473951.1, XP_018473930.1, XP_018462801.1
OG0001224	jg1131, jg1115	XP_018449922.1, XP_018455685.1, XP_018488606.1, XP_018455693.1, XP_018455916.1, XP_018454169.1
OG0001225	jg10282, jg10281, jg10280	XP_018456316.1
OG0001231	jg24142	XP_018441770.1
OG0001231	jg5531	XP_018471108.1, XP_018471084.1, XP_018446328.1, XP_018458863.1
OG0001232	jg5313	XP_018456849.1
OG0001232	jg3231	XP_018463659.1, XP_018469596.1, XP_018469564.1, XP_018444378.1
OG0001233	jg16728	XP_018483181.1, XP_018481626.1
OG0001233	jg9747	XP_018449515.1, XP_018450911.1, XP_018455290.1
OG0001234	jg4915	XP_018474464.1, XP_018474465.1, XP_018492900.1, XP_018440165.1, XP_018472603.1, XP_018474463.1, XP_018470766.1
OG0001235	jg4714	XP_018446409.1, XP_018476389.1, XP_018462547.1
OG0001235	jg23344	XP_018457299.1, XP_018492974.1, XP_018492975.1
OG0001236	jg24716	XP_018487093.1, XP_018487091.1
OG0001236	jg7869	XP_018475699.1
OG0001237	jg17926	XP_018478828.1
OG0001237	jg4366	XP_018471103.1
OG0001240	jg28802	XP_018436042.1, XP_018465449.1
OG0001240	jg18345	XP_018482277.1
OG0001241	jg1216, jg18349	XP_018475852.1, XP_018462020.1, XP_018483706.1, XP_018439703.1
OG0001242	jg31407	XP_018470515.1
OG0001242	jg18506	XP_018479883.1, XP_018479882.1, XP_018484357.1
OG0001243	jg6725	XP_018456641.1
OG0001243	jg6722, jg6724	XP_018437970.1, XP_018463757.1, XP_018452245.1
OG0001244	jg23623	XP_018488958.1
OG0001244	jg14847	XP_018481072.1, XP_018481057.1
OG0001245	jg23352, jg23353	XP_018435216.1, XP_018489801.1
OG0001246	jg2271	XP_018446783.1, XP_018442884.1, XP_018461681.1
OG0001247	jg23126	XP_018439421.1, XP_018492573.1
OG0001247	jg4575, jg4444	XP_018470706.1, XP_018476180.1
OG0001248	jg6008	XP_018471573.1, XP_018446563.1
