Orthogroup	Cardamine_amara	Brassica_oleracea
OG0004626	evm.model.RL_1.538	XP_013627806.1, XP_013587739.1, XP_013621370.1
OG0004627	evm.model.RL_1.541	XP_013638520.1
OG0004628	evm.model.RL_1.566	XP_013586363.1, XP_013629385.1, XP_013619363.1
OG0004629	evm.model.RL_1.681	XP_013638326.1
OG0004630	evm.model.RL_1.716	XP_013625708.1, XP_013638653.1, XP_013585318.1
OG0004631	evm.model.RL_1.721	XP_013634975.1, XP_013583441.1
OG0004632	evm.model.RL_1.741	XP_013636125.1
OG0004633	evm.model.RL_1.744	XP_013626364.1, XP_013638939.1, XP_013587481.1
OG0004634	evm.model.RL_6.2179	XP_013635087.1, XP_013627523.1, XP_013635078.1
OG0004635	evm.model.RL_6.2145	XP_013634612.1, XP_013623973.1, XP_013633932.1
OG0004636	evm.model.RL_6.2142	XP_013632164.1, XP_013625438.1, XP_013634203.1
OG0004637	evm.model.RL_6.2127	XP_013634906.1, XP_013635045.1, XP_013626827.1
OG0004638	evm.model.RL_6.2081	XP_013631717.1, XP_013622069.1
OG0004639	evm.model.RL_6.1732	XP_013633822.1, XP_013633821.1, XP_013633817.1
OG0004640	evm.model.RL_6.1739	XP_013631831.1, XP_013623259.1, XP_013632106.1
OG0004641	evm.model.RL_6.1778	XP_013625519.1, XP_013634223.1, XP_013632301.1
OG0004642	evm.model.RL_6.1823	XP_013634080.1, XP_013634102.1, XP_013627183.1
OG0004644	evm.model.RL_5.1443	XP_013638167.1, XP_013600385.1, XP_013599664.1
OG0004646	evm.model.RL_5.1618	XP_013599673.1, XP_013613983.1
OG0004647	evm.model.RL_5.1691	XP_013605385.1, XP_013604907.1, XP_013584153.1
OG0004649	evm.model.RL_5.3606.1.687c88c3	XP_013614614.1, XP_013586025.1
OG0004650	evm.model.RL_5.3562	XP_013583982.1, XP_013596529.1
OG0004651	evm.model.RL_5.3430	XP_013584956.1
OG0004652	evm.model.RL_5.3411	XP_013599249.1, XP_013600877.1
OG0004653	evm.model.RL_5.3414	XP_013595952.1, XP_013600540.1, XP_013586914.1
OG0004654	evm.model.RL_5.3326	XP_013639403.1, XP_013603172.1
OG0004655	evm.model.RL_2.1963, evm.model.RL_2.1965	XP_013618645.1, XP_013609540.1, XP_013598654.1
OG0004656	evm.model.RL_2.1992	XP_013599476.1, XP_013593527.1, XP_013589391.1
OG0004657	evm.model.RL_2.1998	XP_013602076.1, XP_013593390.1
OG0004658	evm.model.RL_2.2088, evm.model.RL_1.2200	XP_013598063.1, XP_013602888.1
OG0004659	evm.model.RL_6.414	XP_013604482.1
OG0004660	evm.model.RL_6.386, evm.model.RL_6.389	XP_013603240.1, XP_013626120.1
OG0004661	evm.model.RL_5.1118	XP_013603750.1, XP_013584946.1, XP_013603974.1, XP_013603706.1
OG0004662	evm.model.RL_5.883	XP_013601855.1, XP_013601426.1, XP_013584732.1
OG0004664	evm.model.RL_5.835	XP_013604207.1, XP_013585676.1
OG0004665	evm.model.RL_5.813	XP_013603380.1, XP_013603204.1, XP_013584656.1
OG0004666	evm.model.RL_7.779	XP_013603880.1
OG0004667	evm.model.RL_5.762	XP_013599611.1, XP_013587466.1, XP_013605381.1
OG0004668	evm.model.RL_5.712	XP_013605535.1, XP_013587278.1, XP_013605809.1
OG0004669	evm.model.RL_5.647	XP_013604893.1, XP_013586197.1, XP_013604890.1
OG0004670	evm.model.RL_5.560	XP_013604493.1, XP_013599777.1, XP_013587216.1
OG0004671	evm.model.RL_5.339	XP_013603297.1, XP_013603382.1, XP_013584869.1
OG0004672	evm.model.RL_4.2202	XP_013611466.1, XP_013626844.1, XP_013621134.1
OG0004674	evm.model.RL_4.1863	XP_013627188.1, XP_013615512.1, XP_013618812.1, XP_013609510.1
OG0004675	evm.model.RL_4.1856	XP_013619512.1, XP_013622786.1, XP_013612634.1
OG0004676	evm.model.RL_4.1801	XP_013616839.1, XP_013622196.1, XP_013613202.1
OG0004677	evm.model.RL_4.1793	XP_013618752.1, XP_013630197.1, XP_013609159.1
OG0004678	evm.model.RL_4.1739	XP_013620544.1, XP_013612795.1, XP_013628181.1
OG0004679	evm.model.RL_4.1084	XP_013618998.1, XP_013607321.1, XP_013593911.1
OG0004680	evm.model.RL_4.999	XP_013611173.1, XP_013597368.1
OG0004681	evm.model.RL_4.960	XP_013606056.1, XP_013599386.1
OG0004682	evm.model.RL_4.918	XP_013594136.1
OG0004683	evm.model.RL_4.812	XP_013595644.1, XP_013618762.1, XP_013610283.1
OG0004684	evm.model.RL_4.808	XP_013616036.1, XP_013607030.1, XP_013595471.1
OG0004685	evm.model.RL_4.2252	XP_013623480.1, XP_013606094.1
OG0004687	evm.model.RL_7.403	XP_013632945.1, XP_013599482.1
OG0004688	evm.model.RL_4.2916	XP_013626652.1, XP_013618971.1, XP_013609420.1
OG0004689	evm.model.RL_4.3006	XP_013606030.1, XP_013618325.1, XP_013626264.1
OG0004691	evm.model.RL_4.1171	XP_013611518.1
OG0004692	evm.model.RL_4.1177	XP_013594104.1, XP_013607397.1, XP_013616583.1
OG0004693	evm.model.RL_4.1218	XP_013619393.1, XP_013609751.1, XP_013596379.1
OG0004694	evm.model.RL_4.1399	XP_013596700.1, XP_013618046.1, XP_013610041.1
OG0004695	evm.model.RL_8.2270	XP_013615419.1, XP_013621730.1
OG0004696	evm.model.RL_8.2289	XP_013610063.1, XP_013618549.1
OG0004697	evm.model.RL_8.2300	XP_013619764.1, XP_013626321.1, XP_013610007.1
OG0004698	evm.model.RL_8.2309	XP_013618977.1, XP_013626924.1, XP_013610422.1
OG0004699	evm.model.RL_8.2318	XP_013616333.1, XP_013623250.1, XP_013606877.1
OG0004700	evm.model.RL_8.2355	XP_013607546.1, XP_013627654.1
OG0004702	evm.model.RL_7.1498.1.687c84b9	XP_013603537.1, XP_013587810.1
OG0004704	evm.model.RL_7.1686	XP_013615805.1, XP_013585469.1
OG0004705	evm.model.RL_1.2380	XP_013595338.1, XP_013622701.1
OG0004706	evm.model.RL_7.1980, evm.model.RL_8.1488	XP_013630792.1
OG0004707	evm.model.RL_3.1312	XP_013588415.1
OG0004708	evm.model.RL_3.1325.4.687c84bc	XP_013592307.1, XP_013603346.1, XP_013592502.1, XP_013621157.1
OG0004709	evm.model.RL_3.1381	XP_013588071.1, XP_013592169.1, XP_013620742.1
OG0004710	evm.model.RL_3.1591	XP_013588815.1, XP_013613102.1, XP_013592372.1
OG0004711	evm.model.RL_3.1614	XP_013618510.1, XP_013588773.1, XP_013588246.1
OG0004712	evm.model.RL_3.2046.1.687c84bd	XP_013614617.1, XP_013590317.1, XP_013592006.1
OG0004713	evm.model.RL_3.1983	XP_013591336.1
OG0004713	evm.model.RL_5.1825	XP_013603140.1
OG0004714	evm.model.RL_3.1966	XP_013592904.1
OG0004715	evm.model.RL_5.3251	XP_013598628.1, XP_013629535.1
OG0004716	evm.model.RL_3.1865	XP_013592477.1, XP_013592858.1
OG0004717	evm.model.RL_5.1634	XP_013587325.1, XP_013603498.1
OG0004718	evm.model.RL_3.2309	XP_013591730.1, XP_013588181.1, XP_013621147.1
OG0004719	evm.model.RL_3.2380	XP_013589870.1, XP_013592319.1, XP_013618300.1
OG0004720	evm.model.RL_3.2405	XP_013590004.1, XP_013616091.1, XP_013591712.1
OG0004721	evm.model.RL_3.2425	XP_013614403.1, XP_013588085.1, XP_013588591.1
OG0004722	evm.model.RL_3.2432	XP_013616437.1, XP_013592710.1, XP_013592497.1
OG0004723	evm.model.RL_3.2439	XP_013591640.1, XP_013614005.1, XP_013592886.1
OG0004724	evm.model.RL_3.2440	XP_013618775.1, XP_013592888.1, XP_013590411.1, XP_013615302.1, XP_013594268.1
OG0004725	evm.model.RL_5.1398	XP_013600860.1, XP_013585840.1, XP_013605454.1
OG0004726	evm.model.RL_1.1164	XP_013625104.1, XP_013591078.1, XP_013584631.1
OG0004727	evm.model.RL_1.1186	XP_013590678.1, XP_013627563.1, XP_013585162.1
OG0004728	evm.model.RL_1.1216	XP_013638306.1, XP_013623033.1, XP_013634234.1
OG0004729	evm.model.RL_1.1257	XP_013638841.1, XP_013624187.1, XP_013639471.1
OG0004730	evm.model.RL_1.1315	XP_013626398.1, XP_013588520.1, XP_013584216.1
OG0004731	evm.model.RL_1.1411	XP_013610979.1, XP_013628450.1
OG0004732	evm.model.RL_1.1421	XP_013584130.1, XP_013626015.1, XP_013617622.1
OG0004733	evm.model.RL_1.1467	XP_013596101.1, XP_013585874.1
OG0004734	evm.model.RL_1.1603	XP_013604157.1, XP_013622327.1, XP_013584046.1
OG0004735	evm.model.RL_5.2203	XP_013592297.1
OG0004736	evm.model.RL_1.1740	XP_013608933.1, XP_013586341.1, XP_013622046.1
OG0004737	evm.model.RL_1.1772	XP_013618385.1, XP_013638613.1, XP_013621894.1
OG0004738	evm.model.RL_1.1793	XP_013626568.1, XP_013615604.1, XP_013637935.1
OG0004739	evm.model.RL_1.1808	XP_013622602.1, XP_013587606.1, XP_013604063.1
OG0004740	evm.model.RL_1.1912	XP_013625807.1, XP_013610074.1, XP_013616872.1, XP_013586885.1
OG0004741	evm.model.RL_1.2065	XP_013626791.1
OG0004742	evm.model.RL_1.2159	XP_013607454.1, XP_013622476.1, XP_013585994.1, XP_013585989.1
OG0004743	evm.model.RL_1.2162	XP_013607467.1, XP_013638492.1, XP_013623536.1
OG0004744	evm.model.RL_1.2217	XP_013590626.1, XP_013591001.1, XP_013606729.1, XP_013596515.1
OG0004745	evm.model.RL_1.2238	XP_013627853.1, XP_013597170.1
OG0004746	evm.model.RL_1.2302	XP_013617195.1, XP_013597435.1, XP_013622646.1
OG0004749	evm.model.RL_1.2827	XP_013596327.1, XP_013611451.1
OG0004750	evm.model.RL_1.3130	XP_013600005.1, XP_013606384.1, XP_013593192.1
OG0004751	evm.model.RL_1.3208	XP_013593087.1, XP_013605858.1, XP_013606812.1
OG0004752	evm.model.RL_5.3965	XP_013629684.1, XP_013592023.1
OG0004754	evm.model.RL_5.1993	XP_013586821.1, XP_013624954.1
OG0004755	evm.model.RL_5.2028	XP_013591178.1, XP_013591079.1
OG0004756	evm.model.RL_5.2147	XP_013587114.1, XP_013592284.1
OG0004757	evm.model.RL_1.2263	XP_013606826.1
OG0004758	evm.model.RL_7.2548	XP_013612005.1, XP_013616065.1, XP_013598385.1
OG0004759	evm.model.RL_7.962	XP_013602170.1, XP_013589319.1
OG0004761	evm.model.RL_7.1227	XP_013639378.1, XP_013600560.1, XP_013596649.1
OG0004762	evm.model.RL_6.587	XP_013605362.1
OG0004763	evm.model.RL_7.805	XP_013599890.1, XP_013588089.1, XP_013631715.1
OG0004765	evm.model.RL_7.709	XP_013590517.1, XP_013602677.1, XP_013633948.1
OG0004766	evm.model.RL_7.685	XP_013588838.1, XP_013633907.1, XP_013602217.1
OG0004767	evm.model.RL_7.626	XP_013589816.1, XP_013599586.1, XP_013631940.1
OG0004768	evm.model.RL_7.595	XP_013600451.1
OG0004769	evm.model.RL_7.567	XP_013633546.1, XP_013588575.1, XP_013602335.1
OG0004770	evm.model.RL_4.1143, evm.model.RL_2.493	XP_013595745.1
OG0004771	evm.model.RL_7.232	XP_013605800.1, XP_013590497.1, XP_013632917.1
OG0004772	evm.model.RL_2.1227	XP_013604144.1, XP_013596039.1, XP_013636801.1
OG0004773	evm.model.RL_4.316.1.687c86ce	XP_013597578.1, XP_013630386.1
OG0004775	evm.model.RL_4.1013, evm.model.RL_4.1012	XP_013591231.1
OG0004777	evm.model.RL_5.1046	XP_013603819.1, XP_013599967.1
OG0004778	evm.model.RL_8.1769.1.687c855d	XP_013609143.1, XP_013614936.1, XP_013625910.1, XP_013626637.1
OG0004779	evm.model.RL_1.2887	XP_013610810.1, XP_013627813.1
OG0004780	evm.model.RL_1.2288	XP_013597139.1
OG0004781	evm.model.RL_1.1914	XP_013622641.1, XP_013589457.1, XP_013638080.1
OG0004782	evm.model.RL_1.1049	XP_013586093.1, XP_013584222.1
OG0004783	evm.model.RL_4.2825	XP_013612970.1
OG0004784	evm.model.RL_2.481, evm.model.RL_5.1480	XP_013610386.1
OG0004785	evm.model.RL_8.2427	XP_013614193.1, XP_013626762.1
OG0004786	evm.model.RL_8.2103	XP_013611496.1
OG0004801	evm.model.RL_2.2342	XP_013605815.1, XP_013602948.1, XP_013598879.1
OG0004802	evm.model.RL_2.2343	XP_013602474.1, XP_013598880.1, XP_013616315.1
OG0004803	evm.model.RL_2.2756, evm.model.RL_2.2347	XP_013595273.1, XP_013635987.1
OG0004804	evm.model.RL_2.2360	XP_013599217.1, XP_013602176.1, XP_013599119.1
OG0004805	evm.model.RL_2.2427	XP_013614670.1, XP_013599335.1, XP_013608954.1
OG0004806	evm.model.RL_2.2533	XP_013629534.1, XP_013601285.1, XP_013599002.1
OG0004807	evm.model.RL_2.2586	XP_013596222.1, XP_013597813.1, XP_013628871.1
OG0004808	evm.model.RL_2.2690, evm.model.RL_8.1220	XP_013593072.1, XP_013609520.1
OG0004809	evm.model.RL_2.2697	XP_013626175.1, XP_013584492.1, XP_013596072.1
OG0004810	evm.model.RL_4.936	XP_013607140.1
OG0004811	evm.model.RL_2.2800	XP_013596784.1, XP_013590958.1, XP_013627146.1
OG0004812	evm.model.RL_2.2788	XP_013607402.1, XP_013629448.1, XP_013599147.1
OG0004813	evm.model.RL_2.2820	XP_013599121.1, XP_013596406.1, XP_013626461.1
OG0004814	evm.model.RL_2.2932	XP_013625061.1, XP_013593790.1
OG0004815	evm.model.RL_2.2996	XP_013595452.1
OG0004816	evm.model.RL_5.2780	XP_013601215.1
OG0004817	evm.model.RL_2.1222	XP_013597877.1
OG0004818	evm.model.RL_2.1218	XP_013614112.1, XP_013603072.1, XP_013596417.1
OG0004819	evm.model.RL_2.1197	XP_013596213.1, XP_013603154.1, XP_013584469.1
OG0004820	evm.model.RL_3.753, evm.model.RL_3.756	XP_013608776.1
OG0004821	evm.model.RL_3.728	XP_013586061.1
OG0004822	evm.model.RL_5.991	XP_013601948.1
OG0004822	evm.model.RL_3.343	XP_013637022.1
OG0004823	evm.model.RL_3.338	XP_013636655.1, XP_013606288.1, XP_013607290.1
OG0004826	evm.model.RL_7.2597	XP_013616239.1, XP_013595556.1, XP_013593891.1, XP_013593892.1
OG0004827	evm.model.RL_7.2419	XP_013613608.1, XP_013598900.1, XP_013612659.1
OG0004829	evm.model.RL_7.2358	XP_013593931.1, XP_013613400.1, XP_013610097.1
OG0004831	evm.model.RL_7.2273	XP_013611675.1
OG0004832	evm.model.RL_7.2253	XP_013609134.1
OG0004833	evm.model.RL_7.2123	XP_013599039.1, XP_013619781.1
OG0004834	evm.model.RL_7.2119	XP_013610096.1, XP_013619232.1, XP_013599035.1
OG0004835	evm.model.RL_7.2098	XP_013597896.1
OG0004838	evm.model.RL_7.2035.1.687c84bb	XP_013621333.1, XP_013608624.1, XP_013599314.1
OG0004839	evm.model.RL_8.834	XP_013614585.1, XP_013599261.1
OG0004841	evm.model.RL_3.111	XP_013636458.1
OG0004842	evm.model.RL_3.196	XP_013606155.1
OG0004843	evm.model.RL_5.1079	XP_013600835.1, XP_013583518.1, XP_013602219.1
OG0004844	evm.model.RL_6.2261	XP_013622285.1, XP_013634228.1, XP_013634086.1
OG0004845	evm.model.RL_1.845	XP_013627192.1, XP_013638377.1, XP_013619277.1
OG0004846	evm.model.RL_1.940	XP_013585642.1
OG0004847	evm.model.RL_1.960	XP_013626177.1, XP_013583458.1, XP_013583729.1
OG0004848	evm.model.RL_1.1064.2.687c87ec.1.687c9a66	XP_013621203.1, XP_013622680.1, XP_013638984.1
OG0004849	evm.model.RL_1.1132	XP_013586413.1, XP_013611572.1, XP_013628370.1
OG0004850	evm.model.RL_8.1217	XP_013625339.1, XP_013606335.1, XP_013616548.1
OG0004851	evm.model.RL_2.409, evm.model.RL_8.1227	XP_013607145.1
OG0004852	evm.model.RL_8.1289	XP_013606436.1, XP_013614475.1
OG0004853	evm.model.RL_8.1327	XP_013616676.1, XP_013626360.1
OG0004854	evm.model.RL_8.1377	XP_013626229.1, XP_013609477.1
OG0004855	evm.model.RL_8.1382	XP_013623448.1, XP_013609130.1, XP_013618621.1
OG0004856	evm.model.RL_8.1399	XP_013609962.1
OG0004857	evm.model.RL_8.1475	XP_013619215.1, XP_013614884.1
OG0004858	evm.model.RL_8.1554	XP_013621407.1, XP_013612346.1, XP_013622040.1
OG0004859	evm.model.RL_8.1577	XP_013596029.1, XP_013600684.1
OG0004860	evm.model.RL_8.1776	XP_013627141.1, XP_013606730.1, XP_013619908.1
OG0004861	evm.model.RL_8.1847	XP_013619395.1
OG0004862	evm.model.RL_8.1882	XP_013606579.1, XP_013623135.1
OG0004863	evm.model.RL_4.2292	XP_013618989.1, XP_013609659.1, XP_013622813.1
OG0004864	evm.model.RL_4.2303	XP_013626768.1, XP_013609105.1, XP_013619009.1
OG0004865	evm.model.RL_4.2307	XP_013625587.1, XP_013616284.1, XP_013608832.1
OG0004866	evm.model.RL_4.2308	XP_013618501.1, XP_013607407.1
OG0004867	evm.model.RL_4.2446	XP_013627404.1, XP_013616543.1, XP_013610733.1
OG0004868	evm.model.RL_4.2081.1.687c86d7	XP_013618180.1, XP_013621849.1, XP_013608789.1
OG0004869	evm.model.RL_4.2478	XP_013620112.1, XP_013607055.1, XP_013625494.1
OG0004870	evm.model.RL_4.2529	XP_013620355.1, XP_013623297.1, XP_013607247.1
OG0004872	evm.model.RL_4.2644	XP_013619505.1, XP_013629375.1, XP_013610065.1
OG0004873	evm.model.RL_2.1306	XP_013597708.1, XP_013605823.1, XP_013601006.1
OG0004874	evm.model.RL_4.170	XP_013597771.1
OG0004875	evm.model.RL_2.1370	XP_013586026.1, XP_013602927.1, XP_013595930.1
OG0004876	evm.model.RL_4.196	XP_013611801.1, XP_013598881.1
OG0004877	evm.model.RL_2.1443	XP_013607499.1
OG0004878	evm.model.RL_2.1445	XP_013583761.1, XP_013623224.1, XP_013599385.1
OG0004879	evm.model.RL_2.1498	XP_013599291.1, XP_013614154.1, XP_013610802.1
OG0004880	evm.model.RL_2.1551	XP_013597851.1, XP_013599243.1
OG0004881	evm.model.RL_2.1570	XP_013598438.1, XP_013629429.1, XP_013604566.1
OG0004882	evm.model.RL_2.1591	XP_013627060.1, XP_013614800.1
OG0004883	evm.model.RL_2.1620	XP_013627038.1, XP_013598897.1
OG0004884	evm.model.RL_2.1647	XP_013626994.1
OG0004885	evm.model.RL_4.1708, evm.model.RL_4.1733	XP_013611370.1
OG0004886	evm.model.RL_2.1683	XP_013595837.1, XP_013621133.1
OG0004887	evm.model.RL_2.1686.1.687c86e3	XP_013593530.1, XP_013589693.1, XP_013598323.1
OG0004888	evm.model.RL_2.1741	XP_013624862.1, XP_013593564.1, XP_013600185.1
OG0004889	evm.model.RL_2.1802	XP_013594129.1, XP_013586947.1, XP_013623445.1
OG0004890	evm.model.RL_2.1859	XP_013607041.1, XP_013593232.1
OG0004891	evm.model.RL_2.1900	XP_013595985.1, XP_013637626.1
OG0004892	evm.model.RL_2.1922	XP_013583617.1
OG0004893	evm.model.RL_5.2321	XP_013592515.1
OG0004894	evm.model.RL_5.2261.1.687c88ba	XP_013592741.1, XP_013599879.1
OG0004896	evm.model.RL_5.3079	XP_013585334.1, XP_013597428.1, XP_013628067.1
OG0004897	evm.model.RL_5.3069	XP_013627378.1, XP_013596903.1, XP_013584908.1
OG0004898	evm.model.RL_5.2906	XP_013637671.1
OG0004899	evm.model.RL_4.3127	XP_013635841.1, XP_013610823.1
OG0004900	evm.model.RL_2.3189	XP_013596505.1, XP_013583998.1, XP_013627348.1
OG0004901	evm.model.RL_2.3268	XP_013594119.1, XP_013619573.1
OG0004902	evm.model.RL_2.3286	XP_013593440.1, XP_013622555.1, XP_013618705.1
OG0004903	evm.model.RL_6.150	XP_013631876.1, XP_013600213.1
OG0004904	evm.model.RL_2.3483	XP_013593320.1
OG0004905	evm.model.RL_6.1613	XP_013627117.1, XP_013634731.1
OG0004906	evm.model.RL_8.426.1.687c8556	XP_013627515.1
OG0004907	evm.model.RL_8.400	XP_013613053.1, XP_013622914.1
OG0004908	evm.model.RL_4.385.1.687c86ce	XP_013619407.1, XP_013613598.1
OG0004909	evm.model.RL_4.298	XP_013593218.1
OG0004910	evm.model.RL_4.227	XP_013598838.1, XP_013618169.1, XP_013609072.1
OG0004911	evm.model.RL_4.224	XP_013618426.1, XP_013598839.1
OG0004912	evm.model.RL_4.124	XP_013606554.1, XP_013615202.1, XP_013593356.1
OG0004913	evm.model.RL_4.26	XP_013606138.1, XP_013621055.1, XP_013598577.1
OG0004914	evm.model.RL_4.72	XP_013616238.1, XP_013594196.1, XP_013609444.1
OG0004915	evm.model.RL_4.41	XP_013609650.1, XP_013593083.1, XP_013616309.1
OG0004916	evm.model.RL_2.804	XP_013634089.1
OG0004916	evm.model.RL_1.2400	XP_013596136.1
OG0004917	evm.model.RL_2.983	XP_013602454.1
OG0004919	evm.model.RL_2.120, evm.model.RL_2.115	XP_013633783.1, XP_013589890.1
OG0004920	evm.model.RL_8.2688	XP_013630404.1
OG0004921	evm.model.RL_7.66	XP_013637563.1
OG0004922	evm.model.RL_7.105	XP_013605846.1, XP_013587952.1
OG0004923	evm.model.RL_6.2766, evm.model.RL_5.3285	XP_013614728.1, XP_013634410.1
OG0004924	evm.model.RL_6.2756, evm.model.RL_5.1310	XP_013631636.1, XP_013625902.1
OG0004925	evm.model.RL_7.226	XP_013602273.1, XP_013633657.1, XP_013590320.1
OG0004926	evm.model.RL_6.2745	XP_013634215.1, XP_013626084.1, XP_013631100.1
OG0004927	evm.model.RL_6.2725	XP_013634540.1
OG0004929	evm.model.RL_6.2602	XP_013635472.1, XP_013633982.1, XP_013626348.1
OG0004931	evm.model.RL_6.2435	XP_013631849.1, XP_013622082.1
OG0004932	evm.model.RL_6.2425	XP_013634805.1, XP_013626851.1, XP_013634618.1
OG0004933	evm.model.RL_6.2365	XP_013627460.1
OG0004934	evm.model.RL_6.2342	XP_013637058.1, XP_013636921.1
OG0004935	evm.model.RL_2.2078.1.687c86e4	XP_013593102.1
OG0004936	evm.model.RL_4.3299	XP_013627025.1, XP_013609874.1
OG0004937	evm.model.RL_4.3182	XP_013618896.1, XP_013626894.1, XP_013610080.1
OG0004938	evm.model.RL_4.3144, evm.model.RL_6.2579	XP_013636683.1
OG0004939	evm.model.RL_4.3119	XP_013623043.1, XP_013612363.1
OG0004940	evm.model.RL_4.1626	XP_013606808.1, XP_013622539.1, XP_013614930.1
OG0004941	evm.model.RL_4.1660	XP_013625388.1, XP_013619116.1, XP_013615890.1, XP_013609506.1, XP_013609842.1
OG0004943	evm.model.RL_4.1567	XP_013622043.1, XP_013613004.1, XP_013620478.1
OG0004944	evm.model.RL_4.1525	XP_013606317.1, XP_013626674.1, XP_013619081.1
OG0004945	evm.model.RL_4.1482	XP_013625320.1, XP_013612873.1, XP_013621188.1
OG0004946	evm.model.RL_4.1434	XP_013616912.1, XP_013610200.1, XP_013610205.1
OG0004947	evm.model.RL_2.2182	XP_013617838.1, XP_013626204.1
OG0004948	evm.model.RL_8.2076	XP_013623535.1, XP_013613862.1, XP_013606667.1
OG0004949	evm.model.RL_8.2017	XP_013609530.1, XP_013625679.1, XP_013618312.1
OG0004950	evm.model.RL_8.2009	XP_013607228.1, XP_013616552.1, XP_013627712.1
OG0004951	evm.model.RL_8.1979	XP_013626322.1, XP_013618415.1
OG0004952	evm.model.RL_8.2394	XP_013628889.1
OG0004954	evm.model.RL_8.2416	XP_013616545.1, XP_013612954.1
OG0004955	evm.model.RL_8.2538	XP_013621518.1, XP_013621789.1
OG0004956	evm.model.RL_8.2618	XP_013613627.1, XP_013612913.1, XP_013626591.1
OG0004957	evm.model.RL_8.2644	XP_013629802.1
OG0004958	evm.model.RL_8.2655	XP_013618649.1, XP_013626006.1, XP_013609038.1
OG0004959	evm.model.RL_8.2671	XP_013611142.1, XP_013619219.1, XP_013626384.1
OG0004960	evm.model.RL_8.2706	XP_013619056.1, XP_013609639.1, XP_013626356.1
OG0004961	evm.model.RL_8.2713	XP_013596103.1, XP_013618147.1, XP_013610118.1
OG0004962	evm.model.RL_8.2744	XP_013609243.1, XP_013595449.1, XP_013618657.1
OG0004963	evm.model.RL_8.2789	XP_013621022.1, XP_013610076.1, XP_013596522.1
OG0004964	evm.model.RL_7.1278	XP_013635547.1
OG0004965	evm.model.RL_8.122	XP_013622293.1, XP_013611857.1
OG0004966	evm.model.RL_4.468	XP_013607201.1, XP_013593163.1
OG0004967	evm.model.RL_5.279	XP_013602166.1
OG0004968	evm.model.RL_6.1431	XP_013632118.1
OG0004969	evm.model.RL_6.1352	XP_013637351.1, XP_013633625.1
OG0004970	evm.model.RL_6.1153	XP_013631795.1, XP_013630909.1, XP_013630723.1
OG0004971	evm.model.RL_6.1146, evm.model.RL_6.1147	XP_013614073.1, XP_013621947.1
OG0004972	evm.model.RL_6.1119	XP_013625566.1, XP_013633582.1, XP_013631142.1
OG0004973	evm.model.RL_6.1076	XP_013629642.1, XP_013636852.1
OG0004974	evm.model.RL_6.1061	XP_013634392.1
OG0004975	evm.model.RL_6.958	XP_013637305.1, XP_013637223.1, XP_013622058.1
OG0004976	evm.model.RL_6.896	XP_013615646.1, XP_013633286.1, XP_013624023.1, XP_013636755.1
OG0004977	evm.model.RL_6.760	XP_013633624.1, XP_013632055.1
OG0004978	evm.model.RL_4.2226	XP_013607404.1, XP_013628423.1, XP_013618970.1
