Orthogroup	Cardamine_amara	Arabidopsis_thaliana
OG0004649	evm.model.RL_5.3606.1.687c88c3	AT1G21460.1
OG0004650	evm.model.RL_5.3562	AT1G21970.1
OG0004651	evm.model.RL_5.3430	AT1G23350.1
OG0004652	evm.model.RL_5.3411	AT1G23560.1
OG0004653	evm.model.RL_5.3414	AT1G23530.1
OG0004654	evm.model.RL_5.3326	AT1G26840.1
OG0004655	evm.model.RL_2.1963, evm.model.RL_2.1965	AT4G24520.1
OG0004656	evm.model.RL_2.1992	AT4G24780.1
OG0004657	evm.model.RL_2.1998	AT4G24830.1
OG0004658	evm.model.RL_2.2088, evm.model.RL_1.2200	AT4G25730.1
OG0004659	evm.model.RL_6.414	AT2G25170.3
OG0004660	evm.model.RL_6.386, evm.model.RL_6.389	AT2G24850.1
OG0004661	evm.model.RL_5.1118	AT1G12560.1
OG0004662	evm.model.RL_5.883	AT1G10220.2
OG0004664	evm.model.RL_5.835	AT1G09770.1
OG0004665	evm.model.RL_5.813	AT1G09540.1
OG0004666	evm.model.RL_7.779	AT3G55790.1
OG0004666	evm.model.RL_5.777	AT1G09176.1
OG0004667	evm.model.RL_5.762	AT1G09020.1
OG0004668	evm.model.RL_5.712	AT1G08510.1
OG0004669	evm.model.RL_5.647	AT1G07990.1
OG0004670	evm.model.RL_5.560	AT1G07110.1
OG0004671	evm.model.RL_5.339	AT1G04880.1
OG0004672	evm.model.RL_4.2202	AT5G14250.1
OG0004673	evm.model.RL_4.1992	AT5G16470.1
OG0004674	evm.model.RL_4.1863	AT5G17800.1
OG0004675	evm.model.RL_4.1856	AT5G17870.2
OG0004676	evm.model.RL_4.1801	AT5G18520.1
OG0004677	evm.model.RL_4.1793	AT5G18600.1
OG0004678	evm.model.RL_4.1739	AT5G19140.1
OG0004679	evm.model.RL_4.1084	AT5G26920.1
OG0004680	evm.model.RL_4.999	AT5G27990.1
OG0004681	evm.model.RL_4.960	AT5G28960.1, AT5G28910.2
OG0004682	evm.model.RL_4.918	AT5G49330.1
OG0004683	evm.model.RL_4.812	AT5G48500.1
OG0004684	evm.model.RL_4.808	AT5G48480.1
OG0004685	evm.model.RL_4.2252	AT5G13750.1
OG0004686	evm.model.RL_4.760.1.687c86d0, evm.model.RL_8.1121	AT5G48030.1
OG0004687	evm.model.RL_7.403	AT3G59550.1
OG0004688	evm.model.RL_4.2916	AT5G06270.1
OG0004689	evm.model.RL_4.3006	AT5G05340.1
OG0004691	evm.model.RL_4.1171	AT5G25770.3
OG0004692	evm.model.RL_4.1177	AT5G25620.2
OG0004693	evm.model.RL_4.1218	AT5G25190.1
OG0004694	evm.model.RL_4.1399	AT5G23260.4
OG0004695	evm.model.RL_8.2270	AT5G61970.1
OG0004696	evm.model.RL_8.2289	AT5G62165.1
OG0004697	evm.model.RL_8.2300	AT5G62280.1
OG0004698	evm.model.RL_8.2309	AT5G62380.1
OG0004699	evm.model.RL_8.2318	AT5G62470.2
OG0004700	evm.model.RL_8.2355	AT5G62850.1
OG0004701	evm.model.RL_7.1285	AT3G51000.1
OG0004702	evm.model.RL_7.1498.1.687c84b9	AT3G48880.1
OG0004704	evm.model.RL_7.1686	AT3G46900.1, AT2G26975.1
OG0004705	evm.model.RL_1.2380	AT3G24800.1
OG0004706	evm.model.RL_7.1980	AT3G43590.1
OG0004706	evm.model.RL_8.1488	AT3G43490.1
OG0004707	evm.model.RL_3.1312	AT1G69295.1
OG0004708	evm.model.RL_3.1325.4.687c84bc	AT1G69420.1
OG0004709	evm.model.RL_3.1381	AT1G69870.1
OG0004710	evm.model.RL_3.1591	AT1G71960.1
OG0004711	evm.model.RL_3.1614	AT1G72210.1
OG0004712	evm.model.RL_3.2046.1.687c84bd	AT1G76360.1
OG0004713	evm.model.RL_3.1983	AT1G75717.1
OG0004714	evm.model.RL_3.1966	AT1G75500.1
OG0004715	evm.model.RL_5.3251	AT1G26110.1
OG0004716	evm.model.RL_3.1865	AT1G74510.1
OG0004717	evm.model.RL_5.1634	AT1G18070.3
OG0004718	evm.model.RL_3.2309	AT1G79040.1
OG0004719	evm.model.RL_3.2380	AT1G80920.1
OG0004720	evm.model.RL_3.2405	AT1G80670.1
OG0004721	evm.model.RL_3.2425	AT1G80510.1
OG0004722	evm.model.RL_3.2432	AT1G80460.1
OG0004723	evm.model.RL_3.2439	AT1G80380.2
OG0004724	evm.model.RL_3.2440	AT1G80370.1
OG0004725	evm.model.RL_5.1398	AT1G15430.1
OG0004726	evm.model.RL_1.1164	AT3G12660.1
OG0004727	evm.model.RL_1.1186	AT3G12890.1
OG0004728	evm.model.RL_1.1216	AT3G13120.1
OG0004729	evm.model.RL_1.1257	AT3G13480.1
OG0004730	evm.model.RL_1.1315	AT3G13960.1
OG0004731	evm.model.RL_1.1411	AT3G14920.1
OG0004732	evm.model.RL_1.1421	AT3G15040.1
OG0004733	evm.model.RL_1.1467	AT3G15400.1
OG0004734	evm.model.RL_1.1603	AT3G16770.1
OG0004735	evm.model.RL_5.2203	AT1G48110.1
OG0004735	evm.model.RL_1.1656	AT3G17330.1
OG0004736	evm.model.RL_1.1740	AT3G18280.2
OG0004737	evm.model.RL_1.1772	AT3G18600.1
OG0004738	evm.model.RL_1.1793	AT3G18810.1
OG0004739	evm.model.RL_1.1808	AT3G18990.2
OG0004740	evm.model.RL_1.1912	AT3G19930.1
OG0004741	evm.model.RL_1.2065	AT3G21460.1
OG0004742	evm.model.RL_1.2159	AT3G22520.1
OG0004743	evm.model.RL_1.2162	AT3G22550.1
OG0004744	evm.model.RL_1.2217	AT3G23180.1
OG0004745	evm.model.RL_1.2238	AT3G23380.1
OG0004746	evm.model.RL_1.2302	AT3G24160.1
OG0004748	evm.model.RL_5.3948, evm.model.RL_3.1758	AT1G73510.1
OG0004749	evm.model.RL_1.2827	AT1G72590.1, AT2G16530.3
OG0004750	evm.model.RL_1.3130	AT2G19480.1
OG0004751	evm.model.RL_1.3208	AT2G20360.1
OG0004752	evm.model.RL_5.3965	AT1G55850.1
OG0004753	evm.model.RL_2.95	AT5G41010.1
OG0004754	evm.model.RL_5.1993	AT1G50500.2
OG0004755	evm.model.RL_5.2028	AT1G50060.1
OG0004756	evm.model.RL_5.2147	AT1G48620.1
OG0004757	evm.model.RL_1.2263	AT3G23640.3
OG0004758	evm.model.RL_7.2548	AT2G03120.1
OG0004759	evm.model.RL_7.962	AT3G54200.1
OG0004761	evm.model.RL_7.1227	AT3G51600.1
OG0004762	evm.model.RL_6.587	AT2G26540.1
OG0004763	evm.model.RL_7.805	AT3G55560.1
OG0004765	evm.model.RL_7.709	AT3G56620.1
OG0004766	evm.model.RL_7.685	AT3G56810.1
OG0004767	evm.model.RL_7.626	AT3G57400.1, AT5G52500.1
OG0004769	evm.model.RL_7.567	AT3G57870.1
OG0004770	evm.model.RL_4.1143, evm.model.RL_2.493	AT5G26110.1
OG0004771	evm.model.RL_7.232	AT3G61390.2
OG0004775	evm.model.RL_4.1013, evm.model.RL_4.1012	AT1G77830.1
OG0004777	evm.model.RL_5.1046	AT1G11765.1
OG0004779	evm.model.RL_1.2887	AT2G17090.1
OG0004780	evm.model.RL_1.2288	AT3G23840.1
OG0004781	evm.model.RL_1.1914	AT3G19950.2
OG0004782	evm.model.RL_1.1049	AT3G11430.1
OG0004783	evm.model.RL_8.2280	AT5G62080.1
OG0004783	evm.model.RL_4.2825	AT5G07230.1
OG0004785	evm.model.RL_8.2427	AT5G63590.1
OG0004786	evm.model.RL_8.2103	AT5G60250.1
OG0004801	evm.model.RL_2.2342	AT4G28300.1
OG0004802	evm.model.RL_2.2343	AT4G28310.1, AT1G52270.1
OG0004803	evm.model.RL_2.2756, evm.model.RL_2.2347	AT4G32480.1
OG0004804	evm.model.RL_2.2360	AT4G28440.1
OG0004805	evm.model.RL_2.2427	AT4G29100.1
OG0004806	evm.model.RL_2.2533	AT4G30160.2
OG0004807	evm.model.RL_2.2586	AT4G30780.1
OG0004808	evm.model.RL_2.2690, evm.model.RL_8.1220	AT4G31780.3
OG0004809	evm.model.RL_2.2697	AT4G31840.1
OG0004810	evm.model.RL_4.936	AT5G49550.1
OG0004811	evm.model.RL_2.2800	AT4G32860.1
OG0004812	evm.model.RL_2.2788	AT4G32730.2
OG0004813	evm.model.RL_2.2820	AT4G33040.1
OG0004815	evm.model.RL_2.2996	AT4G34700.1
OG0004816	evm.model.RL_5.2780	AT1G31810.1
OG0004817	evm.model.RL_2.1222	AT4G16650.1
OG0004818	evm.model.RL_2.1218	AT4G16610.1
OG0004819	evm.model.RL_2.1197	AT4G16447.1
OG0004820	evm.model.RL_3.753, evm.model.RL_3.756	AT1G54630.1, AT1G54580.1
OG0004821	evm.model.RL_3.728	AT1G54960.1, AT1G09000.1
OG0004822	evm.model.RL_3.343	AT1G61360.1
OG0004823	evm.model.RL_3.338	AT1G61560.1
OG0004824	evm.model.RL_7.2671	AT2G01220.2
OG0004826	evm.model.RL_7.2597	AT2G02230.1
OG0004827	evm.model.RL_7.2419	AT3G26000.1
OG0004828	evm.model.RL_7.2371	AT3G26560.1
OG0004829	evm.model.RL_7.2358	AT3G26700.1
OG0004830	evm.model.RL_2.59	AT5G40670.1
OG0004831	evm.model.RL_7.2273	AT3G27400.2
OG0004832	evm.model.RL_7.2253	AT3G27650.1
OG0004833	evm.model.RL_7.2123	AT3G29070.1
OG0004834	evm.model.RL_7.2119	AT3G29090.1
OG0004835	evm.model.RL_7.2098	AT3G29240.1
OG0004836	evm.model.RL_7.2088	AT3G29310.1
OG0004838	evm.model.RL_7.2035.1.687c84bb	AT3G30775.1
OG0004839	evm.model.RL_8.834	AT4G09520.1
OG0004841	evm.model.RL_3.116, evm.model.RL_3.110	AT1G63770.3
OG0004842	evm.model.RL_3.196	AT1G62960.1
OG0004843	evm.model.RL_5.1079	AT1G12080.2
OG0004844	evm.model.RL_6.2261	AT2G41310.1, AT2G07440.1
OG0004845	evm.model.RL_1.845	AT3G09370.3
OG0004846	evm.model.RL_1.940	AT3G10340.1
OG0004847	evm.model.RL_1.960	AT3G10525.1
OG0004848	evm.model.RL_1.1064.2.687c87ec.1.687c9a66	AT3G11580.3
OG0004849	evm.model.RL_1.1132	AT3G12260.1
OG0004850	evm.model.RL_8.1217	AT5G51120.2
OG0004851	evm.model.RL_2.409, evm.model.RL_8.1227	AT5G51190.1
OG0004852	evm.model.RL_8.1289	AT5G51890.1
OG0004853	evm.model.RL_8.1327	AT5G52300.1
OG0004854	evm.model.RL_8.1377	AT5G52870.1
OG0004855	evm.model.RL_8.1382	AT5G52900.1
OG0004856	evm.model.RL_8.1399	AT5G53045.1
OG0004857	evm.model.RL_8.1475	AT5G53870.1
OG0004858	evm.model.RL_8.1554	AT5G54680.1
OG0004859	evm.model.RL_2.2220	AT4G27040.1
OG0004860	evm.model.RL_8.1776	AT5G57000.1
OG0004861	evm.model.RL_8.1847	AT5G57720.1
OG0004862	evm.model.RL_8.1882	AT5G58070.1
OG0004863	evm.model.RL_4.2292	AT5G13330.1
OG0004864	evm.model.RL_4.2303	AT5G13220.7
OG0004865	evm.model.RL_4.2307	AT5G13180.1
OG0004866	evm.model.RL_4.2308	AT5G13170.1
OG0004867	evm.model.RL_4.2446	AT5G11440.1
OG0004868	evm.model.RL_4.2081.1.687c86d7	AT5G15550.1
OG0004869	evm.model.RL_4.2478	AT5G11070.1
OG0004870	evm.model.RL_4.2529	AT5G10510.3
OG0004871	evm.model.RL_4.2579	AT5G10020.1
OG0004872	evm.model.RL_4.2644	AT5G09430.1
OG0004873	evm.model.RL_2.1306	AT4G17550.1
OG0004874	evm.model.RL_4.170	AT5G46570.1
OG0004875	evm.model.RL_2.1370	AT4G18170.1
OG0004876	evm.model.RL_4.196	AT5G46290.3
OG0004877	evm.model.RL_2.1443	AT4G18830.1
OG0004878	evm.model.RL_2.1445	AT4G18880.1
OG0004879	evm.model.RL_2.1498	AT4G19450.1
OG0004880	evm.model.RL_2.1551	AT4G20020.1
OG0004881	evm.model.RL_2.1570	AT4G20270.1
OG0004882	evm.model.RL_2.1591	AT4G20780.1
OG0004883	evm.model.RL_2.1620	AT4G21120.1
OG0004884	evm.model.RL_2.1647	AT4G21440.1
OG0004885	evm.model.RL_4.1708, evm.model.RL_4.1733	AT5G19440.1
OG0004886	evm.model.RL_2.1683	AT4G21760.2
OG0004887	evm.model.RL_2.1686.1.687c86e3	AT4G21790.1
OG0004888	evm.model.RL_2.1741	AT4G22360.1
OG0004889	evm.model.RL_2.1802	AT4G22950.1
OG0004890	evm.model.RL_2.1859	AT4G23450.2
OG0004891	evm.model.RL_2.1900	AT4G23880.1
OG0004892	evm.model.RL_2.1922	AT4G24080.1
OG0004893	evm.model.RL_5.2321	AT1G44180.1, AT1G44820.1
OG0004894	evm.model.RL_5.2261.1.687c88ba	AT1G47380.1
OG0004896	evm.model.RL_5.3079	AT1G28160.1
OG0004897	evm.model.RL_5.3069	AT1G28270.1
OG0004898	evm.model.RL_5.2906	AT1G30270.1
OG0004899	evm.model.RL_4.3127	AT5G04010.1
OG0004900	evm.model.RL_2.3189	AT4G36740.2
OG0004901	evm.model.RL_2.3268	AT4G37520.1, AT4G37530.1
OG0004902	evm.model.RL_2.3286	AT4G37750.1
OG0004903	evm.model.RL_6.150	AT2G22490.2
OG0004904	evm.model.RL_2.3483	AT4G38420.1
OG0004906	evm.model.RL_8.426.1.687c8556	AT4G05030.1
OG0004907	evm.model.RL_8.400	AT4G21130.1, AT4G05410.1
OG0004908	evm.model.RL_4.385.1.687c86ce	AT5G44710.1
OG0004909	evm.model.RL_4.298	AT5G45350.1
OG0004910	evm.model.RL_4.227	AT5G46020.1
OG0004911	evm.model.RL_4.224	AT5G46030.1
OG0004912	evm.model.RL_4.124	AT5G46800.1
OG0004913	evm.model.RL_4.26	AT5G47620.4
OG0004914	evm.model.RL_4.72	AT5G47220.1
OG0004915	evm.model.RL_4.41	AT5G47520.1
OG0004916	evm.model.RL_1.2400	AT3G25120.1
OG0004917	evm.model.RL_5.3745	AT1G52825.1
OG0004919	evm.model.RL_2.120, evm.model.RL_2.115	AT5G41240.1, AT5G41220.1, AT5G41210.1
OG0004920	evm.model.RL_8.2688	AT5G67630.1
OG0004920	evm.model.RL_7.1411	AT3G49830.1
OG0004921	evm.model.RL_7.66	AT3G63000.1
OG0004922	evm.model.RL_7.105	AT3G62630.1
OG0004923	evm.model.RL_6.2766	AT2G46230.1
OG0004923	evm.model.RL_5.3285	AT1G26530.1
OG0004924	evm.model.RL_5.1310	AT1G14620.1
OG0004925	evm.model.RL_7.226	AT3G61460.1
OG0004926	evm.model.RL_6.2745	AT2G46000.1
OG0004927	evm.model.RL_6.2725	AT2G45790.1
OG0004929	evm.model.RL_6.2602	AT2G44740.1
OG0004931	evm.model.RL_6.2435	AT2G43090.1
OG0004932	evm.model.RL_6.2425	AT2G43000.1
OG0004933	evm.model.RL_6.2365	AT2G42430.1
OG0004934	evm.model.RL_6.2342	AT2G42210.2
OG0004935	evm.model.RL_2.2078.1.687c86e4	AT4G25640.2
OG0004936	evm.model.RL_4.3299	AT5G02420.1
OG0004937	evm.model.RL_4.3182	AT5G03510.1
OG0004938	evm.model.RL_4.3144, evm.model.RL_6.2579	AT2G44510.1
OG0004939	evm.model.RL_4.3119	AT5G04110.2
OG0004940	evm.model.RL_4.1626	AT5G20190.1
OG0004941	evm.model.RL_4.1660	AT5G19875.1
OG0004943	evm.model.RL_4.1567	AT5G20890.1
OG0004944	evm.model.RL_4.1525	AT5G21280.1
OG0004945	evm.model.RL_4.1482	AT5G22330.1
OG0004946	evm.model.RL_4.1434	AT5G22890.1
OG0004947	evm.model.RL_2.2182	AT1G43600.1, AT1G43610.1
OG0004948	evm.model.RL_8.2076	AT5G60020.1
OG0004949	evm.model.RL_8.2017	AT5G59350.1
OG0004950	evm.model.RL_8.2009	AT5G59030.1
OG0004951	evm.model.RL_8.1979	AT5G52370.1, AT5G58990.1
OG0004952	evm.model.RL_8.2394	AT5G63190.1
OG0004954	evm.model.RL_8.2416	AT5G63490.1
OG0004955	evm.model.RL_8.2538	AT5G64550.1
OG0004956	evm.model.RL_8.2618	AT5G65300.1
OG0004957	evm.model.RL_8.2644	AT5G65560.1
OG0004958	evm.model.RL_8.2655	AT5G65660.1
OG0004959	evm.model.RL_8.2671	AT5G65790.1
OG0004960	evm.model.RL_8.2706	AT5G67450.1
OG0004961	evm.model.RL_8.2713	AT5G67390.1
OG0004962	evm.model.RL_8.2744	AT5G67070.1
OG0004963	evm.model.RL_8.2789	AT5G66700.1
OG0004964	evm.model.RL_7.1278	AT3G51070.1
OG0004965	evm.model.RL_8.122	AT4G01100.2
OG0004966	evm.model.RL_4.468	AT5G44020.1
OG0004967	evm.model.RL_5.279	AT1G04260.1
OG0004968	evm.model.RL_6.1431	AT2G33450.1
OG0004969	evm.model.RL_6.1352	AT2G32180.1, AT2G32650.1, AT2G27402.1
OG0004970	evm.model.RL_6.1153	AT2G30590.1
OG0004971	evm.model.RL_6.1146, evm.model.RL_6.1147	AT2G30540.1
OG0004972	evm.model.RL_6.1119	AT2G30250.1
OG0004973	evm.model.RL_6.1076	AT2G29710.1, AT2G29730.1
OG0004974	evm.model.RL_6.1061	AT2G29590.1
OG0004975	evm.model.RL_6.958	AT2G28520.1
OG0004976	evm.model.RL_6.896	AT2G28000.1
OG0004977	evm.model.RL_6.760	AT2G27020.2
OG0004978	evm.model.RL_4.2226	AT5G13990.1
OG0004979	evm.model.RL_1.775	AT3G08670.1
OG0004980	evm.model.RL_1.782	AT3G08740.1
OG0004981	evm.model.RL_1.94	AT3G01280.1
OG0004982	evm.model.RL_1.204	AT3G02830.1
OG0004983	evm.model.RL_4.1957	AT5G16830.1
OG0004984	evm.model.RL_4.1843	AT5G17990.1
OG0004985	evm.model.RL_4.1059	AT5G27720.1
OG0004986	evm.model.RL_4.1121	AT5G26742.2
OG0004987	evm.model.RL_4.1719	AT5G19330.1
OG0004988	evm.model.RL_1.560	AT3G06260.1
OG0004989	evm.model.RL_7.651	AT3G57150.1
OG0004990	evm.model.RL_1.646	AT3G07050.1
OG0004991	evm.model.RL_1.702	AT3G07565.4
OG0004992	evm.model.RL_1.747	AT3G07940.1
OG0004993	evm.model.RL_1.773	AT3G08650.2
OG0004994	evm.model.RL_6.2154	AT2G40330.1
OG0004995	evm.model.RL_6.2112	AT2G39990.1
OG0004996	evm.model.RL_6.2083	AT2G39730.1
OG0004997	evm.model.RL_7.867	AT3G55030.1
OG0004998	evm.model.RL_6.1686	AT2G35930.1
OG0004999	evm.model.RL_6.1698	AT2G36020.1
OG0005000	evm.model.RL_5.3022	AT1G29070.1
OG0005001	evm.model.RL_6.1900	AT2G37970.1
OG0005002	evm.model.RL_6.1913	AT2G38090.1
OG0005003	evm.model.RL_6.1924	AT2G38180.1
OG0005005	evm.model.RL_5.1386	AT1G15340.1
OG0005006	evm.model.RL_5.1517	AT1G16760.2
OG0005007	evm.model.RL_5.1582	AT1G17450.2
OG0005008	evm.model.RL_5.1593	AT1G17550.1
OG0005009	evm.model.RL_5.1628	AT1G17980.1
OG0005010	evm.model.RL_5.1686	AT1G18520.1
OG0005011	evm.model.RL_5.1753	AT1G19180.1
OG0005012	evm.model.RL_5.1814	AT1G19850.1
OG0005013	evm.model.RL_3.2183	AT1G77840.1
OG0005014	evm.model.RL_5.3553	AT1G22110.1
OG0005015	evm.model.RL_5.3501	AT1G22640.1
OG0005016	evm.model.RL_5.3371	AT1G24147.1
OG0005016	evm.model.RL_5.3372	AT1G24148.1
OG0005018	evm.model.RL_3.765, evm.model.RL_3.766, evm.model.RL_5.3356	AT1G27150.1
OG0005019	evm.model.RL_5.3334	AT1G26945.1
OG0005020	evm.model.RL_5.3282	AT1G26480.1
OG0005021	evm.model.RL_5.3215	AT1G25280.1
OG0005022	evm.model.RL_5.3198	AT1G24620.1
OG0005023	evm.model.RL_5.3174	AT1G24360.1
OG0005024	evm.model.RL_3.1113	AT1G67340.1
OG0005025	evm.model.RL_2.1991	AT4G24770.1
OG0005026	evm.model.RL_2.2054.2.687c86e4	AT4G25410.1
OG0005027	evm.model.RL_2.2830, evm.model.RL_7.446	AT4G33150.1
OG0005028	evm.model.RL_3.2013	AT1G76020.1
OG0005030	evm.model.RL_3.2400.1.687c84be	AT1G80710.1
OG0005031	evm.model.RL_5.1102	AT1G12380.1
OG0005032	evm.model.RL_5.1083	AT1G12120.1
OG0005033	evm.model.RL_5.1025	AT5G28237.1
OG0005034	evm.model.RL_5.923.1.687c88b0	AT1G10590.3
OG0005035	evm.model.RL_5.887	AT1G10270.1
OG0005036	evm.model.RL_5.1232	AT1G10095.1
OG0005037	evm.model.RL_5.766	AT1G09070.1
OG0005038	evm.model.RL_6.1584	AT2G34970.1
OG0005039	evm.model.RL_5.670	AT1G08160.1
OG0005040	evm.model.RL_5.705	AT1G08465.1
OG0005041	evm.model.RL_5.489	AT1G06320.1
OG0005042	evm.model.RL_5.482	AT1G06230.1
OG0005043	evm.model.RL_5.463.1.687c88ac	AT1G06040.1
OG0005044	evm.model.RL_5.377	AT1G05190.1
OG0005045	evm.model.RL_5.369	AT1G05120.2
OG0005046	evm.model.RL_5.151	AT1G02950.5
OG0005047	evm.model.RL_5.38.2.687c88a9	AT1G01370.1
OG0005048	evm.model.RL_3.512, evm.model.RL_8.2873	AT1G01670.1
OG0005049	evm.model.RL_8.2874	AT1G01680.1
OG0005050	evm.model.RL_4.2119	AT5G15120.1
OG0005051	evm.model.RL_3.1647	AT1G72550.1
OG0005052	evm.model.RL_4.2037	AT5G16030.3
OG0005053	evm.model.RL_4.2023	AT5G16170.1
OG0005054	evm.model.RL_4.1984	AT5G16550.1
OG0005055	evm.model.RL_4.1923	AT5G17230.3
OG0005056	evm.model.RL_4.1913	AT5G17300.1
OG0005057	evm.model.RL_4.1867	AT5G17760.1
OG0005058	evm.model.RL_4.1822	AT5G18270.1
OG0005059	evm.model.RL_4.1809	AT5G18450.1
OG0005060	evm.model.RL_4.1762	AT5G18930.1
OG0005061	evm.model.RL_4.1734	AT5G19190.1
OG0005062	evm.model.RL_4.1123.2.687c86d2	AT5G26667.1
OG0005063	evm.model.RL_1.425	AT3G05040.2
OG0005064	evm.model.RL_4.1000	AT5G27980.1
OG0005066	evm.model.RL_4.931, evm.model.RL_4.884	AT5G49010.1
OG0005067	evm.model.RL_4.861	AT5G48850.1
OG0005068	evm.model.RL_4.772	AT5G48170.1
OG0005070	evm.model.RL_7.947.6.687c84b7	AT3G54300.1
OG0005071	evm.model.RL_4.2907	AT5G06350.1, AT5G27010.1
OG0005072	evm.model.RL_4.3032	AT5G05070.1
OG0005073	evm.model.RL_7.1448	AT3G49490.1
OG0005074	evm.model.RL_4.1281	AT5G24420.1
OG0005075	evm.model.RL_8.2152	AT5G60850.1
OG0005076	evm.model.RL_8.2160	AT5G60910.1
OG0005077	evm.model.RL_8.2206	AT5G61330.2
OG0005078	evm.model.RL_8.2216	AT5G61420.2
OG0005079	evm.model.RL_8.2298	AT5G62260.1
OG0005080	evm.model.RL_8.1943.1.687c855e	AT5G58670.1
OG0005081	evm.model.RL_8.1921	AT5G58470.1
OG0005082	evm.model.RL_8.1907	AT5G58330.1
OG0005083	evm.model.RL_8.1906	AT5G58320.2
OG0005084	evm.model.RL_7.1385	AT3G50070.1
OG0005085	evm.model.RL_7.1451.5.687c84b9	AT3G49430.1
OG0005086	evm.model.RL_7.1454	AT3G49390.1
OG0005087	evm.model.RL_7.1467	AT3G49250.1
OG0005088	evm.model.RL_4.898, evm.model.RL_7.1486	AT3G49000.1
OG0005089	evm.model.RL_7.1653	AT3G47340.1
OG0005090	evm.model.RL_4.1611	AT5G20350.1
OG0005091	evm.model.RL_3.1153	AT1G67750.1
OG0005092	evm.model.RL_3.1233	AT1G68490.1
OG0005093	evm.model.RL_3.1239	AT1G68550.1
OG0005094	evm.model.RL_3.1242	AT1G68570.1
OG0005095	evm.model.RL_7.2661	AT2G01110.1
OG0005096	evm.model.RL_3.1260	AT1G68740.1
OG0005097	evm.model.RL_3.1291	AT1G69050.1
OG0005098	evm.model.RL_3.1359	AT1G69690.1
OG0005099	evm.model.RL_3.1592	AT1G71970.1
OG0005100	evm.model.RL_3.2208	AT1G78110.1
OG0005101	evm.model.RL_3.2187	AT1G77885.1
OG0005102	evm.model.RL_6.515, evm.model.RL_2.807	AT5G48240.3
OG0005103	evm.model.RL_3.2094	AT1G76880.1
OG0005104	evm.model.RL_3.2044	AT1G76340.1
OG0005105	evm.model.RL_3.2031	AT1G76180.1
OG0005106	evm.model.RL_3.1953	AT1G75390.1
OG0005107	evm.model.RL_3.2344	AT1G79430.2
OG0005108	evm.model.RL_3.2433	AT1G80450.1
OG0005109	evm.model.RL_3.2441	AT1G80360.1
OG0005110	evm.model.RL_5.1378	AT1G15270.1
OG0005111	evm.model.RL_1.1235	AT3G13230.1
OG0005112	evm.model.RL_1.1269	AT3G13600.1
OG0005113	evm.model.RL_1.1277	AT3G13670.1
OG0005114	evm.model.RL_1.1302.1.687c87ec	AT3G13870.1
OG0005116	evm.model.RL_1.1372, evm.model.RL_7.2532	AT3G14440.1
OG0005117	evm.model.RL_1.1437	AT3G15190.1
OG0005118	evm.model.RL_1.1465	AT3G15390.1
OG0005119	evm.model.RL_1.1477	AT3G15500.1
OG0005120	evm.model.RL_1.1495	AT3G15670.1
OG0005121	evm.model.RL_1.1523	AT3G16000.1
OG0005122	evm.model.RL_1.1565	AT3G16330.1
OG0005123	evm.model.RL_1.1581	AT3G16500.1
OG0005124	evm.model.RL_1.1767	AT3G18550.3
OG0005125	evm.model.RL_1.1805	AT3G18950.1
OG0005126	evm.model.RL_1.1926.3.687c87ee	AT3G20070.1
OG0005127	evm.model.RL_1.1980	AT3G20570.1
OG0005128	evm.model.RL_1.1987	AT3G20640.1
OG0005129	evm.model.RL_1.1994	AT3G20740.1
OG0005130	evm.model.RL_1.2032	AT3G21110.1
OG0005131	evm.model.RL_1.2043	AT3G21230.1
OG0005132	evm.model.RL_1.2076, evm.model.RL_1.2075, evm.model.RL_1.2074, evm.model.RL_1.2073	AT3G21520.1
OG0005133	evm.model.RL_1.2048	AT3G21270.1
OG0005134	evm.model.RL_1.2045	AT3G21250.4
OG0005135	evm.model.RL_2.1053	AT4G15240.1
OG0005137	evm.model.RL_1.2304	AT3G24140.1
OG0005138	evm.model.RL_1.2310	AT3G24090.1
OG0005139	evm.model.RL_1.2722	AT2G14900.1
OG0005140	evm.model.RL_1.2846.1.687c9a6d	AT2G18560.1
OG0005141	evm.model.RL_1.3098	AT2G19070.1
OG0005142	evm.model.RL_1.3099	AT2G19080.1
OG0005143	evm.model.RL_1.3104	AT2G19160.1
OG0005144	evm.model.RL_1.3203	AT2G20300.1
OG0005145	evm.model.RL_5.3957, evm.model.RL_5.3958, evm.model.RL_5.3959	AT1G55775.1
OG0005146	evm.model.RL_5.3930	AT1G55510.1
OG0005146	evm.model.RL_1.1254	AT3G13450.1
OG0005147	evm.model.RL_5.1859	AT1G52315.1
OG0005148	evm.model.RL_5.1936	AT1G51340.2
OG0005149	evm.model.RL_5.2112	AT1G49030.1
OG0005150	evm.model.RL_7.1194	AT3G51950.1
OG0005151	evm.model.RL_7.1144	AT3G52450.1
OG0005152	evm.model.RL_7.1102	AT3G52850.1
OG0005153	evm.model.RL_7.974	AT3G54080.1
OG0005154	evm.model.RL_7.972	AT3G54110.1
OG0005155	evm.model.RL_7.1204	AT3G51850.1
OG0005156	evm.model.RL_7.898	AT3G54800.1
OG0005157	evm.model.RL_7.897	AT3G54810.1
