Orthogroup	Cardamine_amara	Euclidium_syriacum
OG0003456	evm.model.RL_1.3269	ESY11_g54974_DN3_SP1_c0.t1
OG0003457	evm.model.RL_7.878, evm.model.RL_7.874, evm.model.RL_7.876	ESY1_g10810_DN2_SP0_c15.t1
OG0003457	evm.model.RL_6.2037	ESY9_g45471_DN3_SP0_c11.t1
OG0003458	evm.model.RL_7.1751, evm.model.RL_7.318	ESY1_g12103_DN3_SP7_c0.t1
OG0003463	evm.model.RL_5.1416, evm.model.RL_5.1415	ESY1_g11171_DN3_SP0_c0.t1
OG0003467	evm.model.RL_8.1752, evm.model.RL_8.1754	ESY5_g3535_DN3_SP0_c0.t1
OG0003467	evm.model.RL_8.1753	ESY6_g48299_DN3_SP0_c0.t1
OG0003468	evm.model.RL_6.886	ESY8_g58123_DN3_SP0_c0.t1, ESY5_g4404_DN3_SP0_c0.t1, ESY8_g58607_DN3_SP0_c0.t1
OG0003468	evm.model.RL_5.3273	ESY15_g64713_DN3_SP0_c0.t1
OG0003481	evm.model.RL_1.3118	ESY11_g54598_DN3_SP0_c0.t1
OG0003481	evm.model.RL_2.2504	ESY4_g24433_DN3_SP0_c0.t1
OG0003482	evm.model.RL_1.3056	ESY11_g54355_DN3_SP8_c0.t1
OG0003483	evm.model.RL_5.2248, evm.model.RL_2.2613	ESY4_g24806_DN3_SP0_c0.t1
OG0003484	evm.model.RL_2.2745	ESY4_g25232_DN3_SP8_c0.t1
OG0003485	evm.model.RL_2.2872	ESY4_g25854_DN3_SP0_c0.t1
OG0003486	evm.model.RL_4.1491, evm.model.RL_4.1486	ESY6_g49039_DN2_SP0_c0.t1
OG0003487	evm.model.RL_2.411	ESY5_g3190_DN3_SP8_c0.t1
OG0003489	evm.model.RL_3.486.1.687c84ba	ESY2_g34020_DN3_SP8_c0.t1
OG0003489	evm.model.RL_5.919	ESY5_g3495_DN3_SP0_c0.t1
OG0003491	evm.model.RL_7.2264	ESY21_g55869_DN3_SP8_c0.t1
OG0003491	evm.model.RL_2.219, evm.model.RL_2.218, evm.model.RL_2.44	ESY8_g60278_DN3_SP0_c0.t1
OG0003492	evm.model.RL_3.965, evm.model.RL_2.519	ESY2_g35300_DN3_SP2_c0.t1
OG0003493	evm.model.RL_1.907	ESY6_g49325_DN3_SP2_c0.t1
OG0003494	evm.model.RL_8.1040, evm.model.RL_5.1295	ESY20_g13031_DN3_SP0_c0.t1
OG0003496	evm.model.RL_8.1372.1.687c855b	ESY6_g50150_DN3_SP0_c0.t1, ESY2_g36130_DN3_SP0_c0.t1
OG0003497	evm.model.RL_2.2105, evm.model.RL_8.1805	ESY6_g48420_DN3_SP4_c0.t1
OG0003499	evm.model.RL_8.2533	ESY6_g50671_DN3_SP3_c0.t1
OG0003500	evm.model.RL_4.2652	ESY7_g17823_DN3_SP0_c0.t1
OG0003500	evm.model.RL_8.2486	ESY6_g50729_DN3_SP8_c0.t1
OG0003501	evm.model.RL_4.2654, evm.model.RL_1.1886	ESY7_g17820_DN3_SP0_c0.t1
OG0003502	evm.model.RL_2.1671, evm.model.RL_8.433	ESY9_g42677_DN2_SP0_c9.t1
OG0003503	evm.model.RL_3.283, evm.model.RL_2.1873	ESY23_g101_DN3_SP1_c0.t1
OG0003504	evm.model.RL_5.2569	ESY14_g20145_DN3_SP8_c0.t1
OG0003506	evm.model.RL_6.1574, evm.model.RL_5.2871	ESY4_g23685_DN3_SP8_c0.t1
OG0003507	evm.model.RL_5.2862	ESY4_g23762_DN2_SP0_c0.t1
OG0003507	evm.model.RL_5.2861	ESY16_g62232_DN3_SP0_c0.t1
OG0003508	evm.model.RL_1.2944	ESY11_g54082_DN3_SP8_c0.t1
OG0003508	evm.model.RL_2.3085	ESY4_g25324_DN3_SP0_c0.t1
OG0003509	evm.model.RL_1.2995, evm.model.RL_2.3153	ESY4_g26191_DN3_SP0_c0.t1
OG0003510	evm.model.RL_2.3246	ESY4_g26480_DN3_SP8_c0.t1
OG0003511	evm.model.RL_2.422, evm.model.RL_2.421	ESY1_g11307_DN3_SP0_c0.t1
OG0003511	evm.model.RL_2.426	ESY8_g61294_DN3_SP0_c0.t1
OG0003512	evm.model.RL_4.591	ESY1_g6172_DN3_SP1_c0.t1
OG0003512	evm.model.RL_5.2296	ESY4_g22137_DN3_SP0_c0.t1
OG0003513	evm.model.RL_8.414	ESY7_g16474_DN3_SP8_c0.t1
OG0003513	evm.model.RL_2.1634	ESY9_g43457_DN3_SP4_c0.t1
OG0003515	evm.model.RL_4.8, evm.model.RL_2.1271	ESY10_g14745_DN3_SP8_c0.t1
OG0003517	evm.model.RL_2.766, evm.model.RL_2.765	ESY3_g27330_DN3_SP0_c0.t1, ESY3_g27370_DN3_SP0_c0.t1
OG0003518	evm.model.RL_2.809, evm.model.RL_1.2389	ESY3_g27566_DN2_SP8_c0.t1
OG0003519	evm.model.RL_2.853	ESY16_g61760_DN3_SP0_c0.t1
OG0003519	evm.model.RL_1.2325	ESY2_g37678_DN2_SP0_c0.t1
OG0003520	evm.model.RL_1.2230	ESY3_g28485_DN3_SP6_c0.t1
OG0003521	evm.model.RL_2.79_evm.model.RL_2.80, evm.model.RL_6.2709	ESY12_g51833_DN3_SP0_c0.t1
OG0003522	evm.model.RL_3.1017, evm.model.RL_3.1013	ESY10_g14559_DN3_SP0_c0.t1, ESY9_g45045_DN1_SP0_c0.t1
OG0003523	evm.model.RL_7.542	ESY1_g11513_DN3_SP0_c0.t1
OG0003524	evm.model.RL_7.1515, evm.model.RL_8.2424	ESY6_g49660_DN3_SP8_c0.t1
OG0003525	evm.model.RL_8.2614	ESY7_g18012_DN3_SP7_c0.t1
OG0003526	evm.model.RL_8.2670	ESY6_g50450_DN3_SP0_c0.t1
OG0003526	evm.model.RL_7.1427	ESY1_g9740_DN3_SP0_c0.t1
OG0003527	evm.model.RL_8.2741.1.687c8563, evm.model.RL_3.1825	ESY6_g50347_DN3_SP0_c0.t1
OG0003528	evm.model.RL_6.1115	ESY8_g58677_DN3_SP8_c8.t1
OG0003528	evm.model.RL_5.550	ESY5_g4597_DN3_SP1_c8.t1
OG0003529	evm.model.RL_2.2215	ESY6_g47965_DN3_SP0_c0.t1
OG0003529	evm.model.RL_8.1583	ESY6_g47964_DN3_SP0_c0.t1
OG0003531	evm.model.RL_1.535, evm.model.RL_4.1721	ESY3_g31601_DN3_SP8_c0.t1
OG0003532	evm.model.RL_1.637	ESY3_g31456_DN3_SP6_c20.t1
OG0003532	evm.model.RL_4.875	ESY15_g64395_DN3_SP0_c20.t1
OG0003533	evm.model.RL_3.349, evm.model.RL_6.2057, evm.model.RL_7.2534	ESY9_g45528_DN1_SP0_c0.t1
OG0003534	evm.model.RL_7.873, evm.model.RL_6.2038	ESY1_g10808_DN3_SP5_c0.t1
OG0003535	evm.model.RL_6.1749	ESY5_g5155_DN3_SP0_c0.t1, ESY16_g61737_DN3_SP0_c0.t1
OG0003537	evm.model.RL_3.1763	ESY2_g34847_DN3_SP0_c0.t1
OG0003537	evm.model.RL_5.1649	ESY5_g4230_DN3_SP8_c0.t1
OG0003538	evm.model.RL_3.1893	ESY2_g35016_DN3_SP0_c0.t1
OG0003538	evm.model.RL_5.1729	ESY5_g4137_DN3_SP6_c0.t1
OG0003539	evm.model.RL_5.3500	ESY5_g2250_DN3_SP6_c0.t1
OG0003540	evm.model.RL_5.3446	ESY5_g2125_DN3_SP8_c0.t1
OG0003541	evm.model.RL_5.3401, evm.model.RL_3.1431	ESY2_g35545_DN2_SP3_c0.t1
OG0003542	evm.model.RL_3.1194, evm.model.RL_5.3211	ESY2_g34503_DN2_SP0_c0.t1
OG0003544	evm.model.RL_2.517	ESY5_g3438_DN3_SP0_c0.t1, ESY10_g15228_DN3_SP0_c0.t1, ESY10_g14769_DN3_SP0_c0.t1
OG0003545	evm.model.RL_6.380	ESY8_g59396_DN3_SP8_c0.t1
OG0003546	evm.model.RL_6.1289	ESY8_g58392_DN3_SP0_c0.t1
OG0003546	evm.model.RL_5.418	ESY5_g4802_DN2_SP0_c0.t1, ESY5_g4799_DN3_SP0_c0.t1
OG0003547	evm.model.RL_4.1911	ESY7_g17185_DN3_SP8_c10.t1
OG0003549	evm.model.RL_1.600, evm.model.RL_4.927	ESY3_g31496_DN3_SP8_c0.t1
OG0003550	evm.model.RL_4.841	ESY15_g64472_DN3_SP3_c0.t1
OG0003550	evm.model.RL_1.661	ESY3_g31412_DN3_SP6_c0.t1
OG0003551	evm.model.RL_4.1259	ESY6_g50036_DN3_SP0_c0.t1
OG0003552	evm.model.RL_8.2351.2.687c8560	ESY6_g49816_DN3_SP1_c0.t1
OG0003552	evm.model.RL_7.1582	ESY1_g8886_DN3_SP7_c0.t1
OG0003553	evm.model.RL_8.2378.1.687c8561	ESY6_g49778_DN3_SP8_c0.t1
OG0003555	evm.model.RL_7.1519	ESY1_g9278_DN3_SP0_c0.t1
OG0003556	evm.model.RL_5.3472	ESY5_g2174_DN3_SP8_c0.t1
OG0003556	evm.model.RL_3.1531	ESY2_g35658_DN3_SP7_c0.t1
OG0003557	evm.model.RL_3.1777	ESY11_g54699_DN3_SP7_c10.t1
OG0003558	evm.model.RL_3.2296, evm.model.RL_5.1520	ESY2_g36817_DN3_SP8_c0.t1
OG0003559	evm.model.RL_5.1481, evm.model.RL_3.2351	ESY2_g36688_DN3_SP8_c0.t1
OG0003560	evm.model.RL_1.1369, evm.model.RL_5.3830	ESY3_g30411_DN3_SP8_c0.t1
OG0003561	evm.model.RL_1.1404	ESY3_g30496_DN3_SP0_c0.t1
OG0003562	evm.model.RL_2.1149	ESY2_g38441_DN3_SP6_c0.t1
OG0003562	evm.model.RL_1.1608	ESY3_g29890_DN3_SP8_c0.t1
OG0003564	evm.model.RL_5.1896	ESY3_g29086_DN3_SP0_c0.t1
OG0003565	evm.model.RL_1.2270	ESY49_g12651_DN3_SP1_c0.t1, ESY3_g28292_DN3_SP0_c0.t1
OG0003566	evm.model.RL_6.134	ESY14_g21172_DN1_SP0_c55.t1, ESY6_g47847_DN1_SP0_c0.t1
OG0003567	evm.model.RL_1.3048, evm.model.RL_1.3052, evm.model.RL_1.3051	ESY11_g54345_DN2_SP0_c0.t1
OG0003568	evm.model.RL_2.798, evm.model.RL_7.1717, evm.model.RL_7.1715.1.687c84ba	ESY17_g39488_DN3_SP6_c0.t1
OG0003569	evm.model.RL_1.2434, evm.model.RL_5.3992, evm.model.RL_5.3993, evm.model.RL_5.3994	ESY2_g36415_DN2_SP0_c0.t1, ESY2_g36414_DN3_SP0_c0.t1, ESY2_g36413_DN2_SP0_c0.t1, ESY2_g36416_DN3_SP0_c0.t1, ESY2_g36417_DN3_SP0_c0.t1
OG0003572	evm.model.RL_2.995	ESY2_g37979_DN3_SP0_c0.t1
OG0003574	evm.model.RL_4.1868, evm.model.RL_4.1869	ESY7_g17128_DN3_SP0_c0.t1
OG0003575	evm.model.RL_4.1728, evm.model.RL_4.1727	ESY7_g16878_DN3_SP0_c0.t1, ESY7_g16879_DN3_SP0_c0.t1
OG0003583	evm.model.RL_2.2428	ESY4_g25976_DN3_SP0_c93.t1, ESY4_g25979_DN2_SP0_c93.t1
OG0003584	evm.model.RL_2.2468	ESY34_g45726_DN3_SP0_c0.t1
OG0003585	evm.model.RL_7.797	ESY1_g10697_DN3_SP8_c0.t1
OG0003586	evm.model.RL_2.2562	ESY4_g24640_DN3_SP2_c0.t1
OG0003586	evm.model.RL_6.277	ESY8_g59517_DN3_SP3_c0.t1
OG0003587	evm.model.RL_6.487	ESY4_g25081_DN3_SP4_c0.t1
OG0003588	evm.model.RL_4.3095	ESY7_g19102_DN1_SP0_c30.t1
OG0003588	evm.model.RL_4.3096	ESY1_g8822_DN1_SP0_c0.t1
OG0003589	evm.model.RL_2.2937	ESY4_g25726_DN3_SP0_c0.t1, ESY4_g25728_DN3_SP0_c0.t1
OG0003590	evm.model.RL_1.2907, evm.model.RL_2.3054	ESY11_g53995_DN3_SP0_c0.t1
OG0003591	evm.model.RL_5.882, evm.model.RL_3.540	ESY2_g34070_DN3_SP8_c0.t1
OG0003592	evm.model.RL_3.366, evm.model.RL_3.367	ESY2_g33892_DN3_SP0_c0.t1
OG0003594	evm.model.RL_7.2576, evm.model.RL_5.1284	ESY10_g14353_DN3_SP4_c0.t1
OG0003595	evm.model.RL_7.2194, evm.model.RL_7.2195.1.687c84bc	ESY21_g55406_DN3_SP0_c0.t1
OG0003596	evm.model.RL_2.343	ESY2_g35159_DN3_SP0_c0.t1
OG0003597	evm.model.RL_5.1130	ESY5_g3852_DN3_SP6_c0.t1
OG0003598	evm.model.RL_1.826, evm.model.RL_1.812	ESY3_g30874_DN3_SP0_c0.t1, ESY3_g30837_DN2_SP0_c0.t1
OG0003599	evm.model.RL_1.1001	ESY3_g31176_DN3_SP0_c0.t1
OG0003600	evm.model.RL_7.2572, evm.model.RL_1.1053	ESY3_g31257_DN3_SP0_c0.t1
OG0003601	evm.model.RL_1.1138	ESY10_g14994_DN3_SP0_c0.t1, ESY10_g14990_DN3_SP0_c0.t1
OG0003604	evm.model.RL_2.2266	ESY16_g62169_DN3_SP0_c0.t1
OG0003605	evm.model.RL_7.141	ESY1_g10945_DN1_SP0_c0.t1
OG0003606	evm.model.RL_2.2171	ESY16_g62504_DN3_SP6_c0.t1
OG0003606	evm.model.RL_8.1681	ESY6_g48143_DN3_SP5_c0.t1
OG0003607	evm.model.RL_2.554	ESY7_g18267_DN3_SP0_c0.t1, ESY7_g18268_DN3_SP0_c0.t1
OG0003609	evm.model.RL_4.2556	ESY7_g17990_DN3_SP0_c0.t1
OG0003610	evm.model.RL_8.2548, evm.model.RL_4.2611	ESY6_g50637_DN3_SP3_c0.t1
OG0003611	evm.model.RL_8.2172, evm.model.RL_2.1392	ESY9_g42643_DN1_SP0_c0.t1
OG0003612	evm.model.RL_2.1400	ESY9_g42667_DN3_SP3_c0.t1
OG0003613	evm.model.RL_4.1113	ESY5_g5102_DN3_SP0_c0.t1, ESY10_g15297_DN3_SP1_c0.t1
OG0003615	evm.model.RL_5.3032, evm.model.RL_6.1487	ESY4_g22931_DN3_SP3_c0.t1
OG0003616	evm.model.RL_2.3103	ESY4_g26019_DN3_SP0_c0.t1
OG0003617	evm.model.RL_5.2561, evm.model.RL_8.809	ESY14_g19992_DN3_SP1_c0.t1
OG0003618	evm.model.RL_5.3650, evm.model.RL_7.1061.2.687c84b7, evm.model.RL_5.3986	ESY1_g11131_DN3_SP0_c0.t1
OG0003619	evm.model.RL_1.989	ESY3_g31155_DN2_SP0_c0.t1, ESY3_g31154_DN1_SP0_c0.t1
OG0003620	evm.model.RL_4.397, evm.model.RL_4.398	ESY7_g16624_DN3_SP0_c0.t1, ESY7_g16622_DN3_SP0_c0.t1
OG0003621	evm.model.RL_4.383.1.687c9994	ESY7_g16661_DN3_SP6_c0.t1
OG0003622	evm.model.RL_4.172	ESY15_g65945_DN2_SP0_c0.t1
OG0003624	evm.model.RL_4.47	ESY10_g14802_DN3_SP8_c0.t1
OG0003625	evm.model.RL_6.2890	ESY12_g52212_DN3_SP0_c0.t1
OG0003626	evm.model.RL_6.2865	ESY12_g51412_DN3_SP1_c0.t1
OG0003626	evm.model.RL_7.138	ESY1_g12431_DN3_SP0_c0.t1
OG0003628	evm.model.RL_7.349	ESY1_g11988_DN3_SP7_c0.t1
OG0003629	evm.model.RL_1.2956, evm.model.RL_6.2561	ESY12_g52091_DN3_SP0_c0.t1, ESY12_g52092_DN3_SP0_c0.t1
OG0003630	evm.model.RL_6.2519	ESY12_g52146_DN3_SP8_c0.t1
OG0003631	evm.model.RL_4.1564	ESY3_g30731_DN3_SP0_c0.t1
OG0003632	evm.model.RL_5.1313	ESY5_g2830_DN3_SP0_c0.t1
OG0003633	evm.model.RL_7.1319, evm.model.RL_8.2780	ESY6_g50311_DN2_SP0_c0.t1
OG0003634	evm.model.RL_8.2783	ESY6_g50314_DN3_SP0_c0.t1
OG0003635	evm.model.RL_7.1245	ESY1_g10149_DN3_SP8_c0.t1
OG0003635	evm.model.RL_8.2853	ESY6_g50748_DN3_SP1_c0.t1
OG0003636	evm.model.RL_5.13, evm.model.RL_8.99	ESY20_g13002_DN3_SP8_c0.t1
OG0003637	evm.model.RL_8.266, evm.model.RL_5.141	ESY20_g13241_DN3_SP5_c0.t1
OG0003638	evm.model.RL_5.174, evm.model.RL_8.307	ESY20_g13310_DN3_SP0_c0.t1
OG0003639	evm.model.RL_2.2817	ESY8_g60620_DN2_SP0_c0.t1
OG0003640	evm.model.RL_1.59	ESY1_g10396_DN2_SP0_c0.t1, ESY3_g32639_DN3_SP0_c0.t1
OG0003640	evm.model.RL_4.2173	ESY7_g17593_DN2_SP0_c0.t1
OG0003641	evm.model.RL_4.1002, evm.model.RL_1.431	ESY3_g31837_DN3_SP4_c0.t1
OG0003642	evm.model.RL_4.1062	ESY10_g15483_DN3_SP8_c0.t1
OG0003642	evm.model.RL_1.479	ESY15_g65444_DN3_SP0_c17.t1
OG0003643	evm.model.RL_6.2087	ESY9_g45603_DN3_SP8_c0.t1
OG0003644	evm.model.RL_3.2487, evm.model.RL_3.2488	ESY2_g36490_DN3_SP6_c30.t1, ESY2_g36492_DN3_SP5_c29.t1
OG0003645	evm.model.RL_5.1504	ESY5_g3070_DN3_SP0_c0.t1
OG0003646	evm.model.RL_5.1675, evm.model.RL_3.1802	ESY5_g4202_DN3_SP7_c0.t1
OG0003647	evm.model.RL_5.1760	ESY5_g2673_DN3_SP0_c0.t1
OG0003648	evm.model.RL_5.3524, evm.model.RL_7.2341	ESY5_g2312_DN3_SP8_c0.t1
OG0003649	evm.model.RL_5.3189, evm.model.RL_3.1157.3.687c84bb	ESY1_g11476_DN3_SP0_c0.t1
OG0003650	evm.model.RL_7.526	ESY1_g11464_DN3_SP0_c0.t1
OG0003650	evm.model.RL_7.529	ESY11_g54194_DN2_SP0_c0.t1, ESY1_g11468_DN3_SP0_c0.t1
OG0003651	evm.model.RL_5.1170	ESY5_g2602_DN3_SP0_c0.t1
OG0003652	evm.model.RL_5.488	ESY5_g4692_DN3_SP8_c0.t1
OG0003652	evm.model.RL_6.2251	ESY5_g4691_DN3_SP0_c0.t1
OG0003654	evm.model.RL_5.426	ESY5_g4782_DN3_SP0_c0.t1
OG0003655	evm.model.RL_4.1951	ESY7_g17240_DN3_SP7_c0.t1
OG0003656	evm.model.RL_4.1912	ESY7_g17187_DN3_SP0_c0.t1
OG0003657	evm.model.RL_1.1161	ESY3_g30095_DN3_SP0_c0.t1
OG0003658	evm.model.RL_4.3069, evm.model.RL_4.3070	ESY7_g19053_DN3_SP0_c0.t1
OG0003659	evm.model.RL_8.2242, evm.model.RL_4.2803	ESY7_g18541_DN1_SP0_c0.t1
OG0003660	evm.model.RL_8.1920	ESY6_g48591_DN2_SP0_c0.t1
OG0003661	evm.model.RL_7.1283	ESY1_g10100_DN3_SP5_c0.t1
OG0003662	evm.model.RL_7.1702	ESY1_g8172_DN3_SP8_c0.t1
OG0003662	evm.model.RL_8.2011	ESY6_g48699_DN3_SP0_c0.t1
OG0003663	evm.model.RL_3.1353, evm.model.RL_5.3325	ESY2_g35439_DN3_SP8_c0.t1
OG0003664	evm.model.RL_6.104, evm.model.RL_8.2158, evm.model.RL_8.2159, evm.model.RL_8.2157	ESY6_g49587_DN3_SP0_c0.t1
OG0003665	evm.model.RL_3.1625	ESY5_g4343_DN3_SP0_c0.t1
OG0003666	evm.model.RL_5.2026, evm.model.RL_3.2429	ESY2_g36584_DN3_SP8_c0.t1
OG0003667	evm.model.RL_1.1211, evm.model.RL_1.1212	ESY3_g30158_DN3_SP8_c0.t1
OG0003668	evm.model.RL_1.1270	ESY3_g30242_DN3_SP8_c0.t1
OG0003669	evm.model.RL_5.3893	ESY2_g36245_DN2_SP1_c0.t1
OG0003670	evm.model.RL_1.1334, evm.model.RL_1.1335	ESY3_g30342_DN3_SP1_c0.t1
OG0003671	evm.model.RL_1.1455	ESY3_g30559_DN3_SP0_c0.t1, ESY3_g30576_DN3_SP0_c0.t1, ESY3_g30579_DN3_SP0_c0.t1
OG0003672	evm.model.RL_1.1630	ESY3_g29857_DN3_SP8_c0.t1
OG0003673	evm.model.RL_1.2333	ESY3_g28015_DN3_SP4_c0.t1
OG0003674	evm.model.RL_1.2445	ESY3_g27321_DN3_SP6_c15.t1
OG0003674	evm.model.RL_4.782	ESY15_g64695_DN3_SP6_c15.t1
OG0003675	evm.model.RL_5.655, evm.model.RL_8.1709	ESY5_g4429_DN3_SP0_c0.t1
OG0003676	evm.model.RL_1.2692, evm.model.RL_2.2885	ESY4_g25828_DN3_SP3_c94.t1
OG0003677	evm.model.RL_5.3747	ESY2_g36994_DN1_SP0_c0.t1
OG0003678	evm.model.RL_1.1988	ESY3_g29183_DN3_SP8_c0.t1
OG0003678	evm.model.RL_5.1962	ESY2_g37345_DN3_SP1_c0.t1
OG0003679	evm.model.RL_7.1155	ESY1_g10363_DN3_SP8_c0.t1
OG0003680	evm.model.RL_7.1146	ESY1_g10388_DN3_SP0_c0.t1, ESY1_g10386_DN1_SP0_c0.t1
OG0003681	evm.model.RL_7.1018, evm.model.RL_6.1832	ESY9_g44847_DN3_SP4_c0.t1
OG0003682	evm.model.RL_7.730, evm.model.RL_8.940, evm.model.RL_8.955, evm.model.RL_8.932, evm.model.RL_8.957, evm.model.RL_8.949, evm.model.RL_8.959, evm.model.RL_8.930, evm.model.RL_8.947, evm.model.RL_8.938, evm.model.RL_8.945	ESY1_g10573_DN3_SP6_c12.t1
OG0003683	evm.model.RL_7.1192, evm.model.RL_7.1191	ESY1_g12584_DN3_SP0_c0.t1, ESY1_g10307_DN3_SP0_c0.t1
OG0003685	evm.model.RL_7.927	ESY1_g10937_DN3_SP0_c0.t1
OG0003686	evm.model.RL_3.2102	ESY8_g59311_DN1_SP0_c0.t1
OG0003687	evm.model.RL_3.528	ESY2_g34060_DN3_SP0_c0.t1
OG0003687	evm.model.RL_3.531	ESY2_g34061_DN3_SP0_c0.t1
OG0003695	evm.model.RL_2.2757, evm.model.RL_2.2349	ESY4_g23984_DN2_SP0_c0.t1
OG0003696	evm.model.RL_2.2534, evm.model.RL_7.2464	ESY4_g24526_DN3_SP4_c0.t1
OG0003697	evm.model.RL_2.2936.2.687c86e7	ESY4_g25730_DN3_SP8_c0.t1
OG0003698	evm.model.RL_2.3014	ESY4_g25520_DN3_SP0_c0.t1
OG0003698	evm.model.RL_2.3012	ESY4_g25521_DN3_SP0_c0.t1
OG0003699	evm.model.RL_5.2532	ESY9_g45523_DN3_SP0_c0.t1
OG0003700	evm.model.RL_2.1205	ESY16_g61484_DN3_SP0_c0.t1
OG0003701	evm.model.RL_7.2617, evm.model.RL_7.2616	ESY19_g42206_DN3_SP1_c0.t1, ESY7_g17081_DN3_SP7_c0.t1, ESY10_g14472_DN3_SP0_c0.t1
OG0003702	evm.model.RL_7.2365	ESY10_g13834_DN3_SP1_c0.t1
OG0003703	evm.model.RL_2.418, evm.model.RL_3.1041	ESY2_g35221_DN3_SP8_c0.t1
OG0003704	evm.model.RL_3.234	ESY2_g34378_DN3_SP0_c0.t1, ESY2_g33653_DN3_SP3_c0.t1
OG0003705	evm.model.RL_6.2216	ESY12_g51012_DN3_SP8_c0.t1
OG0003707	evm.model.RL_8.1119	ESY16_g61981_DN2_SP0_c0.t1, ESY3_g31251_DN3_SP0_c0.t1
OG0003708	evm.model.RL_8.1647	ESY6_g48071_DN3_SP0_c0.t1, ESY6_g48070_DN3_SP0_c0.t1
OG0003709	evm.model.RL_8.2877, evm.model.RL_8.1741	ESY2_g35366_DN3_SP0_c0.t1
OG0003711	evm.model.RL_2.1302	ESY9_g42453_DN3_SP7_c0.t1
OG0003712	evm.model.RL_4.396.2.687c86ce, evm.model.RL_2.1572	ESY9_g43271_DN3_SP2_c0.t1
OG0003713	evm.model.RL_4.430	ESY7_g16557_DN3_SP0_c0.t1
OG0003713	evm.model.RL_2.1608	ESY9_g43382_DN3_SP0_c0.t1
OG0003714	evm.model.RL_2.1740	ESY9_g43761_DN3_SP8_c0.t1
OG0003715	evm.model.RL_2.1851	ESY23_g84_DN3_SP0_c0.t1
OG0003716	evm.model.RL_7.707, evm.model.RL_7.708	ESY1_g11832_DN3_SP0_c0.t1
OG0003717	evm.model.RL_8.98	ESY20_g12999_DN3_SP0_c0.t1, ESY20_g13085_DN3_SP0_c15.t1, ESY20_g12995_DN3_SP0_c15.t1, ESY20_g13086_DN3_SP0_c16.t1, ESY20_g13083_DN3_SP0_c0.t1, ESY20_g12996_DN3_SP0_c0.t1
OG0003718	evm.model.RL_1.2716	ESY11_g55000_DN3_SP0_c0.t1
OG0003719	evm.model.RL_4.3250	ESY3_g30098_DN3_SP0_c0.t1
OG0003720	evm.model.RL_4.1849, evm.model.RL_5.1099, evm.model.RL_4.3327	ESY7_g19533_DN3_SP2_c0.t1, ESY11_g52439_DN3_SP0_c0.t1
OG0003721	evm.model.RL_8.643	ESY7_g18920_DN3_SP0_c0.t1
OG0003722	evm.model.RL_1.2378	ESY3_g27760_DN1_SP0_c0.t1
OG0003723	evm.model.RL_1.2244, evm.model.RL_2.948	ESY3_g28395_DN3_SP0_c0.t1
OG0003724	evm.model.RL_1.2066	ESY3_g29047_DN3_SP0_c0.t1
OG0003724	evm.model.RL_2.1092	ESY2_g38739_DN3_SP2_c0.t1
OG0003725	evm.model.RL_2.213	ESY2_g35145_DN3_SP3_c0.t1
OG0003726	evm.model.RL_6.2896	ESY12_g51180_DN3_SP0_c11.t1, ESY12_g52220_DN3_SP0_c8.t1
OG0003728	evm.model.RL_6.2517	ESY12_g52148_DN3_SP0_c0.t1
OG0003728	evm.model.RL_6.2518	ESY12_g52149_DN3_SP0_c0.t1
OG0003729	evm.model.RL_6.2516	ESY12_g52151_DN3_SP0_c0.t1
OG0003730	evm.model.RL_6.2338	ESY12_g51289_DN3_SP0_c0.t1
OG0003730	evm.model.RL_7.555	ESY1_g11544_DN3_SP0_c0.t1
OG0003731	evm.model.RL_5.1997.3.687c88b8, evm.model.RL_4.3217	ESY7_g17122_DN3_SP8_c0.t1
OG0003732	evm.model.RL_8.2031	ESY6_g48734_DN3_SP0_c0.t1, ESY6_g48733_DN3_SP0_c0.t1
OG0003733	evm.model.RL_4.505, evm.model.RL_5.276	ESY20_g12913_DN3_SP4_c0.t1
OG0003734	evm.model.RL_4.526, evm.model.RL_4.522_evm.model.RL_4.519.2.687c9995	ESY20_g12892_DN2_SP0_c0.t1, ESY20_g12895_DN3_SP0_c0.t1, ESY20_g12891_DN3_SP0_c0.t1
OG0003735	evm.model.RL_4.541	ESY20_g12858_DN3_SP0_c0.t1
OG0003736	evm.model.RL_6.1361	ESY20_g12721_DN3_SP0_c0.t1, ESY20_g12720_DN3_SP0_c0.t1
OG0003737	evm.model.RL_6.1386	ESY20_g12755_DN3_SP7_c0.t1
OG0003738	evm.model.RL_6.1264	ESY8_g58428_DN2_SP6_c0.t1
OG0003738	evm.model.RL_5.434	ESY5_g4763_DN3_SP0_c0.t1
OG0003739	evm.model.RL_6.1227	ESY8_g58492_DN3_SP0_c0.t1
OG0003740	evm.model.RL_6.1188	ESY8_g58502_DN3_SP8_c0.t1
OG0003740	evm.model.RL_5.495	ESY5_g4681_DN3_SP6_c0.t1
OG0003741	evm.model.RL_6.861, evm.model.RL_6.869, evm.model.RL_6.866, evm.model.RL_6.862	ESY3_g31458_DN3_SP0_c34.t1
OG0003742	evm.model.RL_6.1346, evm.model.RL_6.743	ESY8_g59129_DN3_SP3_c0.t1
OG0003743	evm.model.RL_1.122	ESY3_g32545_DN3_SP8_c0.t1
OG0003746	evm.model.RL_1.555, evm.model.RL_4.1756	ESY3_g31575_DN3_SP0_c0.t1
