Orthogroup	Cardamine_amara	Brassica_rapa
OG0001205	evm.model.RL_1.1439	XP_033137861.1, XP_009135432.1, XP_009146278.1
OG0001206	evm.model.RL_1.1573, evm.model.RL_1.1574	XP_009114794.1, XP_033148159.1, XP_033147764.1, XP_033148016.1
OG0001207	evm.model.RL_2.1156	XP_009146462.1, XP_009136743.2
OG0001207	evm.model.RL_1.1613	XP_009114215.1, XP_009135504.3, XP_009146054.1
OG0001208	evm.model.RL_1.1794	XP_018514731.1
OG0001209	evm.model.RL_5.2069.3.687c88b9	XP_009107288.2
OG0001210	evm.model.RL_5.2009	XP_033134059.1
OG0001213	evm.model.RL_6.798	XP_033131942.1, XP_033141076.1
OG0001218	evm.model.RL_1.414	XP_033147786.1, XP_033147778.1
OG0001218	evm.model.RL_1.432	XP_009147276.1
OG0001219	evm.model.RL_7.791, evm.model.RL_7.790	XP_033131696.1
OG0001222	evm.model.RL_2.2623	XP_009137995.1, XP_033132369.1, XP_009127195.1
OG0001222	evm.model.RL_6.327	XP_009117138.1, XP_009140541.2
OG0001223	evm.model.RL_1.2775	XP_033132019.1, XP_033144402.1
OG0001223	evm.model.RL_2.2911	XP_009108766.1, XP_009138253.1, XP_009118175.1
OG0001224	evm.model.RL_5.782.1.687c88af	XP_009148172.1, XP_009110842.1
OG0001224	evm.model.RL_3.697	XP_033130455.1
OG0001225	evm.model.RL_7.2344	XP_009152018.1, XP_009129473.1, XP_009129464.2, XP_009129465.2, XP_009129471.2
OG0001226	evm.model.RL_7.2215	XP_009151895.1, XP_009129382.1
OG0001227	evm.model.RL_1.866	XP_009123299.1, XP_009146914.1
OG0001227	evm.model.RL_4.3256.3.687c86dd	XP_009130739.1, XP_033144926.1, XP_009122748.1
OG0001229	evm.model.RL_8.1764	XP_009132160.1, XP_009132287.2
OG0001230	evm.model.RL_8.2251	XP_033140357.1, XP_009150123.2
OG0001230	evm.model.RL_4.2814	XP_009130988.1, XP_009125686.1
OG0001231	evm.model.RL_8.2262	XP_009130180.1
OG0001231	evm.model.RL_4.2818	XP_009125683.1, XP_009122352.1, XP_009132220.1
OG0001232	evm.model.RL_2.1447	XP_009132293.1
OG0001233	evm.model.RL_2.1798	XP_009136311.1, XP_009137298.1
OG0001233	evm.model.RL_8.584	XP_009114652.1, XP_009134249.1
OG0001234	evm.model.RL_3.1960	XP_009106199.1
OG0001234	evm.model.RL_5.2302.1.687c88ba	XP_009145046.1, XP_009129551.1
OG0001235	evm.model.RL_1.2924	XP_009121121.1
OG0001235	evm.model.RL_2.3067	XP_009109291.1, XP_009138358.2, XP_009101799.1
OG0001236	evm.model.RL_2.1048, evm.model.RL_2.1124	XP_009107836.1
OG0001236	evm.model.RL_6.1321	XP_009143965.1
OG0001237	evm.model.RL_6.2736	XP_033146093.1, XP_018514870.1
OG0001237	evm.model.RL_7.233	XP_033146701.1, XP_009116801.1
OG0001238	evm.model.RL_6.2726	XP_009142366.1, XP_009143175.1
OG0001239	evm.model.RL_7.366	XP_009104238.1, XP_009116676.2
OG0001239	evm.model.RL_6.2540	XP_033148314.1
OG0001241	evm.model.RL_6.2485	XP_009142950.2
OG0001241	evm.model.RL_6.2484	XP_009133620.2, XP_009142209.1
OG0001242	evm.model.RL_4.3208	XP_009130720.1, XP_009125490.1, XP_009122718.1
OG0001242	evm.model.RL_1.891	XP_033147862.1
OG0001243	evm.model.RL_4.1692	XP_033138599.1
OG0001243	evm.model.RL_3.1106	XP_009127543.1, XP_009105271.2
OG0001244	evm.model.RL_4.1606	XP_009131796.1
OG0001245	evm.model.RL_8.2812.1.687c8563	XP_009103529.1, XP_009112303.1, XP_033141409.1
OG0001246	evm.model.RL_5.82, evm.model.RL_5.106, evm.model.RL_5.35	XP_009111203.1
OG0001246	evm.model.RL_8.209	XP_009111352.1
OG0001247	evm.model.RL_8.314	XP_009134396.1
OG0001247	evm.model.RL_1.706	XP_009147051.2, XP_009124276.2, XP_009134985.1
OG0001248	evm.model.RL_5.602, evm.model.RL_6.1025, evm.model.RL_6.1023, evm.model.RL_6.1022	XP_009140975.2
OG0001249	evm.model.RL_6.1950	XP_009133256.1, XP_009141740.1
OG0001249	evm.model.RL_6.1951	XP_033143191.1
OG0001250	evm.model.RL_4.2088	XP_009131467.2, XP_009126048.1, XP_009121571.1
OG0001250	evm.model.RL_1.119	XP_009147388.1, XP_009134640.1
OG0001251	evm.model.RL_1.142	XP_009147359.1, XP_009117898.1
OG0001251	evm.model.RL_4.2059	XP_009131500.1, XP_009121545.1
OG0001252	evm.model.RL_1.176	XP_009118383.1, XP_009134687.1
OG0001252	evm.model.RL_1.175	XP_009147340.2, XP_018510486.2, XP_009134686.1
OG0001253	evm.model.RL_1.487	XP_009124869.1, XP_009147301.1, XP_009134835.1
OG0001253	evm.model.RL_4.1069	XP_009111740.2, XP_009151177.2
OG0001254	evm.model.RL_5.1926	XP_009144900.1, XP_009107208.1
OG0001254	evm.model.RL_6.1673	XP_009141524.1, XP_009133047.1
OG0001255	evm.model.RL_3.2240	XP_009128295.2, XP_009104570.1, XP_033131319.1
OG0001255	evm.model.RL_5.1560	XP_009149157.1, XP_009110424.1
OG0001256	evm.model.RL_3.1666	XP_009105940.1
OG0001256	evm.model.RL_5.1590	XP_009110403.1, XP_009117657.1, XP_009149205.1
OG0001257	evm.model.RL_3.1724	XP_009105968.2, XP_033139295.1, XP_009104826.2
OG0001257	evm.model.RL_5.1613	XP_009149235.1, XP_009117640.1
OG0001258	evm.model.RL_3.1879	XP_033132064.1, XP_033130652.1
OG0001259	evm.model.RL_5.1789	XP_009110272.1
OG0001259	evm.model.RL_3.1941	XP_009128089.1
OG0001260	evm.model.RL_4.554	XP_033134840.1
OG0001261	evm.model.RL_5.1275	XP_009117911.1, XP_009148717.1
OG0001261	evm.model.RL_7.2564	XP_009129113.1, XP_009114185.1, XP_009152229.2
OG0001262	evm.model.RL_5.1265	XP_009148706.1
OG0001263	evm.model.RL_5.1088	XP_009118103.1, XP_009148607.2
OG0001263	evm.model.RL_3.227	XP_009113064.1, XP_009112697.1
OG0001264	evm.model.RL_1.1247	XP_009124743.1, XP_009135302.1, XP_033147390.1
OG0001264	evm.model.RL_5.3939	XP_033132305.1, XP_009147500.2
OG0001265	evm.model.RL_5.1915	XP_009147759.1, XP_009107178.1
OG0001265	evm.model.RL_1.2036	XP_009135734.1, XP_009145514.2
OG0001267	evm.model.RL_4.424	XP_033134204.1
OG0001269	evm.model.RL_5.2990	XP_009102861.1, XP_009109668.1, XP_018510300.2
OG0001274	evm.model.RL_6.320	XP_009117139.1, XP_009140535.1
OG0001274	evm.model.RL_2.2611	XP_009108955.1, XP_009127331.1, XP_009137988.1
OG0001275	evm.model.RL_5.3676	XP_009149540.1
OG0001275	evm.model.RL_2.3032	XP_018509467.2, XP_033139768.1, XP_009138342.1
OG0001276	evm.model.RL_5.975	XP_009118233.1, XP_009148444.1
OG0001277	evm.model.RL_2.982, evm.model.RL_3.337	XP_033134709.1, XP_009113125.1, XP_009113126.2
OG0001278	evm.model.RL_1.2502	XP_009136161.1
OG0001279	evm.model.RL_4.2124	XP_009131434.1
OG0001279	evm.model.RL_1.92	XP_009125034.1
OG0001280	evm.model.RL_7.2122	XP_009151796.1, XP_033140766.1, XP_033137189.1
OG0001280	evm.model.RL_2.274	XP_009139903.1
OG0001281	evm.model.RL_3.62	XP_009112892.1, XP_018509720.1
OG0001282	evm.model.RL_2.2133	XP_009137582.2, XP_009142013.1
OG0001282	evm.model.RL_8.1760	XP_009126922.1
OG0001283	evm.model.RL_7.669, evm.model.RL_6.2246	XP_009139057.1, XP_009116399.1, XP_009142731.1, XP_009133474.1
OG0001284	evm.model.RL_8.1082	XP_009118902.1
OG0001284	evm.model.RL_8.2362	XP_009130240.2, XP_009112041.1, XP_009151410.1
OG0001285	evm.model.RL_8.1534	XP_009127088.1
OG0001286	evm.model.RL_8.1595	XP_033143600.1
OG0001286	evm.model.RL_8.1594	XP_009132410.1, XP_009120027.1, XP_009132408.1, XP_009127039.1
OG0001287	evm.model.RL_2.2195	XP_009109170.1, XP_009142754.1
OG0001287	evm.model.RL_8.1616	XP_009120044.2, XP_009132397.2, XP_009127015.1
OG0001288	evm.model.RL_4.2448	XP_033141608.1, XP_009121952.1
OG0001288	evm.model.RL_4.1192	XP_009129962.1, XP_009151074.1
OG0001289	evm.model.RL_2.1299, evm.model.RL_2.1345	XP_033128247.1, XP_009108324.2
OG0001289	evm.model.RL_6.2673, evm.model.RL_4.71	XP_033136855.1, XP_033128312.1
OG0001290	evm.model.RL_8.661	XP_009134231.1
OG0001290	evm.model.RL_2.1877	XP_009137373.1, XP_009137263.1, XP_009109295.1
OG0001291	evm.model.RL_5.2667	XP_009114850.1, XP_009107988.1
OG0001292	evm.model.RL_6.1094	XP_018513582.1, XP_009141033.1
OG0001292	evm.model.RL_1.86	XP_009147418.1
OG0001294	evm.model.RL_6.136	XP_009140345.2
OG0001294	evm.model.RL_2.3344	XP_009129057.2, XP_009138546.1, XP_018508942.1
OG0001295	evm.model.RL_2.345	XP_033137274.1
OG0001296	evm.model.RL_6.178	XP_009140380.1
OG0001296	evm.model.RL_6.1601	XP_009143694.1
OG0001297	evm.model.RL_8.457	XP_009144516.1
OG0001297	evm.model.RL_8.458	XP_009134318.1
OG0001298	evm.model.RL_2.1012	XP_009148117.1
OG0001299	evm.model.RL_6.2818	XP_009142608.1
OG0001299	evm.model.RL_6.2817	XP_009142609.1
OG0001299	evm.model.RL_7.2130, evm.model.RL_7.2125	XP_009142611.1
OG0001300	evm.model.RL_7.540	XP_009116504.1, XP_009104108.1
OG0001300	evm.model.RL_6.2360	XP_009133535.2, XP_009142832.1
OG0001301	evm.model.RL_7.566	XP_009104081.2, XP_009139004.2
OG0001301	evm.model.RL_6.2344	XP_009142814.1
OG0001302	evm.model.RL_8.2695	XP_009150693.1, XP_009112212.2
OG0001302	evm.model.RL_7.1397	XP_009136520.1
OG0001303	evm.model.RL_8.21	XP_009111519.1
OG0001303	evm.model.RL_6.2662	XP_009133725.1
OG0001304	evm.model.RL_5.641	XP_009148039.2, XP_009118406.1
OG0001304	evm.model.RL_6.956	XP_009103694.1, XP_009133875.1, XP_009140905.1
OG0001305	evm.model.RL_1.464	XP_009147241.2, XP_009134825.2, XP_018511494.2
OG0001305	evm.model.RL_4.1051	XP_009129871.1
OG0001306	evm.model.RL_1.484	XP_009147219.2, XP_009134832.2, XP_033147177.1
OG0001307	evm.model.RL_1.690	XP_009124340.1, XP_009134969.1, XP_009147071.1
OG0001309	evm.model.RL_6.1897	XP_033148767.1, XP_009141699.1, XP_009133217.2
OG0001309	evm.model.RL_7.980	XP_033145817.1
OG0001310	evm.model.RL_5.1528	XP_009110439.1, XP_009149121.1
OG0001310	evm.model.RL_3.2290	XP_009128315.1, XP_009106602.1
OG0001311	evm.model.RL_4.993	XP_033136596.1
OG0001311	evm.model.RL_4.996, evm.model.RL_4.997	XP_009129844.2
OG0001312	evm.model.RL_1.663	XP_033147481.1
OG0001312	evm.model.RL_4.837	XP_009129742.1, XP_009111848.1, XP_009151664.1
OG0001314	evm.model.RL_1.1243	XP_009135299.1, XP_009146532.2
OG0001314	evm.model.RL_5.3949.1.687c88c6	XP_009106837.1, XP_009147490.1
OG0001315	evm.model.RL_1.1499	XP_009146200.1, XP_009115281.1
OG0001315	evm.model.RL_5.3719	XP_033146858.1, XP_009123823.1
OG0001316	evm.model.RL_5.2189	XP_009107384.2
OG0001316	evm.model.RL_1.1663	XP_009135528.1
OG0001317	evm.model.RL_1.1913	XP_009111387.2, XP_009111375.2, XP_009111361.2, XP_033147945.1, XP_009111369.2
OG0001318	evm.model.RL_2.1143, evm.model.RL_2.1142, evm.model.RL_2.1144	XP_033144816.1, XP_009107880.1, XP_009146539.1
OG0001319	evm.model.RL_7.1086	XP_009143573.1, XP_009148759.1, XP_009116003.2, XP_009125247.1
OG0001321	evm.model.RL_3.455, evm.model.RL_3.453	XP_009101462.3, XP_009101461.2
OG0001322	evm.model.RL_2.61	XP_009132433.1
OG0001323	evm.model.RL_7.293, evm.model.RL_7.271	XP_033134412.1, XP_009116775.1
OG0001323	evm.model.RL_2.2152	XP_009142201.1
OG0001328	evm.model.RL_2.2657	XP_009126964.1, XP_033133901.1
OG0001328	evm.model.RL_6.350	XP_033145767.1, XP_009117123.1
OG0001330	evm.model.RL_1.2910	XP_009112421.2
OG0001330	evm.model.RL_2.3056	XP_018508722.2
OG0001331	evm.model.RL_3.667, evm.model.RL_3.668	XP_033135597.1
OG0001332	evm.model.RL_3.590.1.687c84ba	XP_009102599.1, XP_009113334.1
OG0001332	evm.model.RL_5.839	XP_009148281.1
OG0001333	evm.model.RL_3.402	XP_033134514.1, XP_009104187.2, XP_033143547.1
OG0001333	evm.model.RL_5.960	XP_009144405.1, XP_033135912.1, XP_009148436.2
OG0001334	evm.model.RL_5.1344	XP_033129907.1
OG0001334	evm.model.RL_7.2702	XP_018512428.2, XP_009101331.1, XP_033135785.1
OG0001335	evm.model.RL_4.3077	XP_009125564.1, XP_009122585.1
OG0001335	evm.model.RL_1.963	XP_033130029.1
OG0001336	evm.model.RL_1.1081	XP_009146690.2, XP_033129115.1
OG0001336	evm.model.RL_4.2903	XP_009122246.2, XP_009130940.1
OG0001337	evm.model.RL_8.1501	XP_009127115.1, XP_033137680.1, XP_009132453.2
OG0001337	evm.model.RL_2.2271	XP_009143575.2
OG0001338	evm.model.RL_8.1500	XP_009127118.1, XP_009132653.1, XP_009119939.1
OG0001339	evm.model.RL_8.1650.1.687c855c	XP_009126988.2, XP_018511087.2
OG0001339	evm.model.RL_2.2180.6.687c86e5	XP_009109174.2, XP_018514414.1
OG0001340	evm.model.RL_4.2467, evm.model.RL_4.2468	XP_009125794.2, XP_033138529.1, XP_009131197.2, XP_033138526.1, XP_009125790.2
OG0001341	evm.model.RL_4.2501	XP_018512985.2, XP_009131183.2, XP_009125272.1, XP_033137625.1
OG0001342	evm.model.RL_4.2574	XP_009131137.1
OG0001342	evm.model.RL_8.2604	XP_009130497.1
OG0001343	evm.model.RL_4.2719.1.687c86db	XP_009122444.2, XP_009131054.1, XP_009125723.1
OG0001343	evm.model.RL_4.1400	XP_009136375.1
OG0001344	evm.model.RL_2.1320	XP_033144147.1
OG0001344	evm.model.RL_4.99	XP_009114310.1, XP_009128921.2, XP_009101460.1
OG0001345	evm.model.RL_2.1439	XP_009136958.2, XP_009132207.1
OG0001345	evm.model.RL_4.254	XP_009101574.1, XP_009128812.1
OG0001346	evm.model.RL_2.1595	XP_009134021.2, XP_009137152.2, XP_009108480.1
OG0001347	evm.model.RL_2.1884	XP_009137332.1
OG0001347	evm.model.RL_1.81	XP_033143137.1, XP_009125027.1
OG0001348	evm.model.RL_1.2954	XP_009150770.1, XP_009121088.1
OG0001348	evm.model.RL_2.3106	XP_033133087.1, XP_009149485.2
OG0001349	evm.model.RL_1.2989	XP_033134324.1
OG0001349	evm.model.RL_2.3148	XP_009138413.1, XP_009146141.1
OG0001350	evm.model.RL_6.165	XP_009140371.1, XP_033136711.1
OG0001351	evm.model.RL_3.691, evm.model.RL_3.694, evm.model.RL_3.696, evm.model.RL_3.695	XP_009108074.1, XP_033132272.1
OG0001352	evm.model.RL_8.888	XP_009123768.1, XP_009139257.2, XP_009134104.2
OG0001353	evm.model.RL_4.285	XP_009101594.1
OG0001354	evm.model.RL_7.103	XP_009104388.1, XP_033135047.1
OG0001354	evm.model.RL_6.2900	XP_033147759.1
OG0001355	evm.model.RL_6.2728	XP_009142370.1, XP_009143176.1
OG0001356	evm.model.RL_6.2392	XP_009133549.1, XP_009138941.1
OG0001356	evm.model.RL_7.494	XP_009142881.1, XP_009116548.1
OG0001357	evm.model.RL_7.562	XP_009104084.1, XP_009139001.1
OG0001357	evm.model.RL_6.2340	XP_009142043.1
OG0001358	evm.model.RL_6.2313	XP_009142786.1, XP_018514114.1
OG0001358	evm.model.RL_7.612	XP_009104064.1, XP_009116455.1
OG0001359	evm.model.RL_7.1757	XP_009149988.1
OG0001359	evm.model.RL_8.2056	XP_009126663.1
OG0001360	evm.model.RL_5.394	XP_033138024.1
OG0001360	evm.model.RL_6.1315	XP_033147611.1
OG0001361	evm.model.RL_6.1355	XP_009141266.1
OG0001361	evm.model.RL_5.331	XP_009119251.1
OG0001362	evm.model.RL_1.1998	XP_009145591.2, XP_033143641.1, XP_033131295.1
OG0001362	evm.model.RL_6.769	XP_009133914.1
OG0001363	evm.model.RL_2.2219	XP_009109956.1, XP_009143027.1
OG0001363	evm.model.RL_3.273	XP_009137631.1
OG0001364	evm.model.RL_4.2125	XP_018512962.2, XP_033137799.1
OG0001364	evm.model.RL_1.91	XP_009125032.2, XP_033142230.1
OG0001365	evm.model.RL_1.101	XP_009147412.1
OG0001365	evm.model.RL_4.2116	XP_009126033.1, XP_009121604.1, XP_009131444.1
OG0001366	evm.model.RL_4.2043	XP_009121533.3
OG0001367	evm.model.RL_4.949	XP_009129805.1, XP_009151286.1
OG0001367	evm.model.RL_1.585	XP_033147483.1, XP_009134903.1, XP_009124852.1
OG0001368	evm.model.RL_4.2199	XP_009144664.1
OG0001370	evm.model.RL_5.3644.1.687c88c4	XP_009110201.1, XP_009149581.1
OG0001370	evm.model.RL_3.2068	XP_009104667.1, XP_009106326.1
OG0001371	evm.model.RL_5.3363	XP_033135703.1
OG0001371	evm.model.RL_5.3358_evm.model.RL_5.3359	XP_009110747.2, XP_009115450.2
OG0001372	evm.model.RL_1.233	XP_009119071.2
OG0001372	evm.model.RL_4.1941	XP_009126159.1, XP_009131574.2, XP_009121421.2
OG0001373	evm.model.RL_5.2136	XP_009107337.1, XP_009147945.1
OG0001373	evm.model.RL_1.1743	XP_009112799.2, XP_009145905.1
OG0001374	evm.model.RL_3.1938	XP_009106182.1
OG0001374	evm.model.RL_5.1785	XP_009103382.1, XP_009149439.1
OG0001375	evm.model.RL_5.1469	XP_009117773.1, XP_009149057.1
OG0001375	evm.model.RL_3.2360	XP_033131213.1, XP_009128371.1
OG0001376	evm.model.RL_1.1318	XP_033146906.1, XP_033132803.1
OG0001376	evm.model.RL_5.3881	XP_009106929.2, XP_009147533.1
OG0001377	evm.model.RL_1.1593	XP_009114631.2
OG0001377	evm.model.RL_1.1594, evm.model.RL_8.723, evm.model.RL_1.1595	XP_009114342.1, XP_009114352.1, XP_009135520.1
OG0001378	evm.model.RL_1.1695	XP_009145977.1, XP_033144429.1, XP_009113753.1
OG0001379	evm.model.RL_1.1920	XP_009135662.1, XP_009145694.1
OG0001379	evm.model.RL_5.2006.2.687c88b8	XP_033128436.1, XP_009147841.2
OG0001380	evm.model.RL_1.1925	XP_009111254.1
OG0001381	evm.model.RL_6.54	XP_033144589.1, XP_033144582.1, XP_009110732.1, XP_009108563.1
OG0001382	evm.model.RL_6.164	XP_009112504.1
OG0001382	evm.model.RL_2.3307	XP_033131908.1
OG0001384	evm.model.RL_6.222, evm.model.RL_6.221	XP_033145368.1, XP_009117289.2
OG0001384	evm.model.RL_6.223	XP_009117288.1
OG0001392	evm.model.RL_2.3024	XP_009107264.1, XP_009138336.1
OG0001392	evm.model.RL_1.2847	XP_009121204.1, XP_009136326.1
OG0001393	evm.model.RL_1.2892	XP_033129493.1, XP_009121154.1
OG0001393	evm.model.RL_2.3051	XP_009138352.1, XP_009103570.2
OG0001395	evm.model.RL_2.2174	XP_009137602.1
OG0001396	evm.model.RL_7.453	XP_033135996.1, XP_009116592.1
OG0001397	evm.model.RL_5.889	XP_009118259.1, XP_009144460.1, XP_033129169.1
OG0001397	evm.model.RL_3.537	XP_009138573.1, XP_009103060.2
OG0001398	evm.model.RL_7.2691	XP_009129233.1, XP_009101345.1
OG0001398	evm.model.RL_5.1350	XP_009117860.1, XP_033129908.1
OG0001399	evm.model.RL_7.2570	XP_009129125.1, XP_009101236.1, XP_009114188.2
OG0001399	evm.model.RL_5.1281	XP_009148729.2
OG0001400	evm.model.RL_7.2446, evm.model.RL_7.2449	XP_033139865.1, XP_009152116.2
OG0001400	evm.model.RL_5.1179	XP_009118012.1, XP_009148531.1
OG0001401	evm.model.RL_2.245	XP_009124855.1
OG0001401	evm.model.RL_4.2112	XP_009121599.1, XP_009131450.1, XP_009126038.2
OG0001402	evm.model.RL_2.262	XP_009140223.2, XP_009125113.1, XP_009139912.1
OG0001402	evm.model.RL_7.2136	XP_009151817.3, XP_033136305.1, XP_009129337.1
OG0001403	evm.model.RL_3.207	XP_009113036.1
OG0001403	evm.model.RL_5.1103.1.687ccf5d	XP_009148598.1
OG0001404	evm.model.RL_3.237	XP_033134785.1, XP_033143583.1
OG0001404	evm.model.RL_5.1080	XP_009110671.1, XP_009148613.1
OG0001405	evm.model.RL_4.3052	XP_009130843.1, XP_009122558.1
OG0001406	evm.model.RL_2.3306.5.687c86e8	XP_009132042.2, XP_009109405.2
OG0001406	evm.model.RL_4.1097	XP_009105803.1, XP_009104919.1
OG0001407	evm.model.RL_8.1379	XP_009132511.1, XP_009119821.1
OG0001407	evm.model.RL_2.2310	XP_009137753.1, XP_033140043.1
OG0001408	evm.model.RL_4.2538	XP_009122057.1
OG0001409	evm.model.RL_8.2437	XP_009112104.1, XP_009150421.1
OG0001410	evm.model.RL_4.136	XP_009101494.1
OG0001410	evm.model.RL_2.1340	XP_009131135.1, XP_009136880.1
OG0001411	evm.model.RL_2.1374	XP_009136910.1
OG0001411	evm.model.RL_2.1373	XP_009123731.1
OG0001412	evm.model.RL_2.1520	XP_009133051.2
OG0001412	evm.model.RL_4.336	XP_009101623.1
OG0001413	evm.model.RL_2.1698	XP_033142745.1, XP_009135444.1, XP_009108539.1
OG0001414	evm.model.RL_5.2628	XP_009114803.2, XP_009114802.1, XP_033136135.1, XP_009114805.1, XP_009114806.1, XP_009114804.2
OG0001415	evm.model.RL_6.1481	XP_009141350.1
OG0001415	evm.model.RL_5.3055	XP_009113666.2, XP_009109726.1
OG0001416	evm.model.RL_6.1518	XP_009143786.1, XP_009141371.1
OG0001416	evm.model.RL_5.2974	XP_033137275.1, XP_009109658.1, XP_033130144.1
OG0001417	evm.model.RL_2.3197	XP_009141598.1, XP_009138451.2
OG0001417	evm.model.RL_6.263	XP_009117269.2, XP_009140496.1
OG0001419	evm.model.RL_2.341	XP_009139806.1, XP_009125095.2
OG0001419	evm.model.RL_2.143	XP_009132383.2
OG0001420	evm.model.RL_8.461	XP_009144515.1
OG0001420	evm.model.RL_2.1701	XP_009135461.1
OG0001421	evm.model.RL_1.2187	XP_009108537.1, XP_009135834.1, XP_018514342.1
OG0001422	evm.model.RL_1.423	XP_033147777.1
OG0001422	evm.model.RL_4.1009	XP_009129852.1, XP_009111931.1
OG0001423	evm.model.RL_6.2604	XP_009142280.1
OG0001423	evm.model.RL_7.338	XP_009116710.1, XP_033131435.1
OG0001424	evm.model.RL_4.3149	XP_009130780.1
OG0001424	evm.model.RL_4.3150	XP_009125517.1, XP_033138487.1
OG0001425	evm.model.RL_7.1951	XP_009116398.2, XP_009123261.2
OG0001425	evm.model.RL_4.1585	XP_009120782.1
OG0001427	evm.model.RL_8.125	XP_009111414.1, XP_009128504.1, XP_009134506.1
OG0001428	evm.model.RL_5.145	XP_009119603.1
OG0001428	evm.model.RL_8.268.2.687c8556	XP_009134430.1, XP_009144563.2
OG0001429	evm.model.RL_8.273	XP_009134428.1, XP_009144556.1, XP_009111280.1
OG0001429	evm.model.RL_7.96	XP_009138722.2, XP_009116931.1
OG0001430	evm.model.RL_5.283	XP_009111114.1, XP_009118655.1, XP_033138282.1
OG0001430	evm.model.RL_4.527	XP_018515195.1
OG0001431	evm.model.RL_6.1359	XP_009141271.2, XP_009132871.1, XP_009143936.2
OG0001432	evm.model.RL_5.445	XP_009119111.1, XP_009111020.1
OG0001432	evm.model.RL_6.1255, evm.model.RL_6.2014	XP_009132806.1
OG0001433	evm.model.RL_5.511	XP_009119051.1
OG0001433	evm.model.RL_6.1182	XP_009144269.1, XP_009141113.1
OG0001434	evm.model.RL_6.1031	XP_009140979.1
OG0001434	evm.model.RL_4.2939	XP_009125632.1, XP_009122209.1
OG0001435	evm.model.RL_5.628	XP_009110930.1, XP_009118419.2, XP_009148017.1
OG0001435	evm.model.RL_6.975	XP_009103705.1, XP_009140932.1
OG0001436	evm.model.RL_4.1873	XP_009126202.1, XP_009107545.1
OG0001436	evm.model.RL_1.283	XP_009102061.1, XP_009130375.2
OG0001437	evm.model.RL_4.1850.2.687c86d6	XP_009131623.2, XP_009126216.2, XP_009121037.2
OG0001437	evm.model.RL_1.301	XP_009134741.1
OG0001438	evm.model.RL_4.987	XP_009151242.1, XP_009111920.1
OG0001438	evm.model.RL_1.403	XP_009124203.1, XP_009124977.1
OG0001439	evm.model.RL_3.1806.3.687c84bd	XP_009106049.1
OG0001439	evm.model.RL_5.1677	XP_009149287.1, XP_009117612.1, XP_009110343.1
OG0001440	evm.model.RL_5.3582	XP_009110172.1, XP_009149692.1
OG0001440	evm.model.RL_3.2148	XP_009128227.1
OG0001441	evm.model.RL_3.1607	XP_009105873.2, XP_009127905.1
OG0001441	evm.model.RL_5.3511	XP_009123116.1
OG0001442	evm.model.RL_3.1482, evm.model.RL_3.1472	XP_009105748.1
OG0001442	evm.model.RL_1.3076, evm.model.RL_5.3450	XP_009115560.1
OG0001443	evm.model.RL_5.3331	XP_009110051.1, XP_009115420.1
OG0001443	evm.model.RL_3.1368	XP_009127759.1, XP_009104983.1, XP_009105643.1
OG0001444	evm.model.RL_6.375, evm.model.RL_2.2061	XP_033144398.1, XP_033143021.1
OG0001446	evm.model.RL_4.2752	XP_009122410.1
OG0001446	evm.model.RL_8.2183	XP_033142395.1, XP_033138980.1, XP_009136439.2, XP_009111977.1, XP_009130149.2
