Orthogroup	Cardamine_amara	Arabidopsis_lyrata_Rawat
OG0004816	evm.model.RL_5.2780	AL1G45880
OG0004817	evm.model.RL_2.1222	AL7G38100
OG0004818	evm.model.RL_2.1218	AL7G38150
OG0004819	evm.model.RL_2.1197	AL7G38540
OG0004820	evm.model.RL_3.753, evm.model.RL_3.756	AL1G65060
OG0004821	evm.model.RL_3.728	AL1G65470, AL1G19430
OG0004822	evm.model.RL_5.991	AL1G22330
OG0004822	evm.model.RL_3.343	nbis-gene-404
OG0004823	evm.model.RL_3.338	AL2G14730
OG0004824	evm.model.RL_7.2671	AL5G10170
OG0004826	evm.model.RL_7.2597	AL5G11500
OG0004827	evm.model.RL_7.2419	AL5G14660
OG0004828	evm.model.RL_7.2371	AL5G15350
OG0004829	evm.model.RL_7.2358	AL5G15540
OG0004830	evm.model.RL_2.59	AL7G49070
OG0004831	evm.model.RL_7.2273	AL5G16750
OG0004832	evm.model.RL_7.2253	AL5G17070
OG0004833	evm.model.RL_7.2123	AL5G18960
OG0004834	evm.model.RL_7.2119	AL5G18980
OG0004835	evm.model.RL_7.2098	AL5G19150
OG0004836	evm.model.RL_7.2088	AL5G19350
OG0004838	evm.model.RL_7.2035.1.687c84bb	AL5G20420
OG0004839	evm.model.RL_8.834	AL6G43080
OG0004842	evm.model.RL_3.196	AL2G12690
OG0004842	evm.model.RL_5.1110	AL1G23820
OG0004843	evm.model.RL_5.1079	AL1G23350
OG0004844	evm.model.RL_6.2261	AL4G39290
OG0004845	evm.model.RL_1.845	AL3G20520
OG0004846	evm.model.RL_1.940	AL3G21670
OG0004847	evm.model.RL_1.960	AL3G21910
OG0004848	evm.model.RL_1.1064.2.687c87ec.1.687c9a66	AL3G23130
OG0004849	evm.model.RL_1.1132	AL3G23920
OG0004850	evm.model.RL_8.1217	AL8G25380
OG0004851	evm.model.RL_2.409, evm.model.RL_8.1227	AL8G25460, AL268U10010, AL8G25450, AL8G25480
OG0004852	evm.model.RL_8.1289	AL8G26190
OG0004853	evm.model.RL_8.1327	AL271U10030, AL8G26690
OG0004854	evm.model.RL_8.1377	AL453U10010, AL8G27330
OG0004855	evm.model.RL_8.1382	AL8G27370
OG0004856	evm.model.RL_8.1399	AL8G27670
OG0004858	evm.model.RL_8.1554	AL8G30130
OG0004859	evm.model.RL_2.2220	AL7G25790
OG0004860	evm.model.RL_8.1776	AL8G32890
OG0004861	evm.model.RL_8.1847	AL8G33760
OG0004862	evm.model.RL_8.1882	AL8G34170
OG0004863	evm.model.RL_4.2292	AL6G23950
OG0004864	evm.model.RL_4.2303	AL6G23830
OG0004865	evm.model.RL_4.2307	AL6G23790
OG0004866	evm.model.RL_4.2308	AL6G23770
OG0004867	evm.model.RL_4.2446	AL6G22100
OG0004868	evm.model.RL_4.2081.1.687c86d7	AL6G26410
OG0004869	evm.model.RL_4.2478	AL6G21690
OG0004870	evm.model.RL_4.2529	AL6G21030
OG0004871	evm.model.RL_4.2579	AL6G20460
OG0004872	evm.model.RL_4.2644	AL6G19820
OG0004873	evm.model.RL_2.1306	AL7G37070
OG0004874	evm.model.RL_4.170	AL8G11780
OG0004876	evm.model.RL_4.196	AL8G12170
OG0004877	evm.model.RL_2.1443	AL7G35390
OG0004878	evm.model.RL_2.1445	AL7G35300
OG0004879	evm.model.RL_2.1498	AL7G34660
OG0004880	evm.model.RL_2.1551	AL7G33840
OG0004881	evm.model.RL_2.1570	AL7G33630
OG0004882	evm.model.RL_2.1591	AL7G33370
OG0004883	evm.model.RL_2.1620	AL7G33000
OG0004884	evm.model.RL_2.1647	AL7G32630
OG0004885	evm.model.RL_4.1708, evm.model.RL_4.1733	AL6G30930
OG0004886	evm.model.RL_2.1683	AL7G32170
OG0004887	evm.model.RL_2.1686.1.687c86e3	AL7G32140
OG0004888	evm.model.RL_2.1741	AL7G31250
OG0004889	evm.model.RL_2.1802	AL7G30570
OG0004890	evm.model.RL_2.1859	AL7G30010
OG0004891	evm.model.RL_2.1900	AL7G29480
OG0004892	evm.model.RL_2.1922	AL7G29210
OG0004893	evm.model.RL_5.2321	AL1G52220, AL1G52470
OG0004894	evm.model.RL_5.2261.1.687c88ba	AL1G53550
OG0004896	evm.model.RL_5.3079	AL1G41690
OG0004897	evm.model.RL_5.3069	AL1G41820
OG0004898	evm.model.RL_5.2906	AL1G44220
OG0004899	evm.model.RL_4.3127	AL6G13600
OG0004900	evm.model.RL_2.3189	AL7G14260
OG0004901	evm.model.RL_2.3268	AL7G13240
OG0004902	evm.model.RL_2.3286	AL7G12930
OG0004903	evm.model.RL_6.150	AL4G12010
OG0004904	evm.model.RL_2.3483	AL7G10290
OG0004906	evm.model.RL_8.426.1.687c8556	AL6G48640
OG0004907	evm.model.RL_8.400	AL7G32990, AL6G49000
OG0004908	evm.model.RL_4.385.1.687c86ce	AL8G14830
OG0004909	evm.model.RL_4.298	AL8G13450
OG0004910	evm.model.RL_4.227	AL8G12520
OG0004911	evm.model.RL_4.224	AL8G12480
OG0004912	evm.model.RL_4.124	AL8G11520
OG0004913	evm.model.RL_4.26	AL8G10340
OG0004914	evm.model.RL_4.72	AL8G10810
OG0004915	evm.model.RL_4.41	AL4G17910, AL8G10450
OG0004916	evm.model.RL_1.2400	AL3G40810
OG0004917	evm.model.RL_5.3745	AL1G61120
OG0004919	evm.model.RL_2.120, evm.model.RL_2.115	AL7G48220, AL7G48230
OG0004920	evm.model.RL_8.2688	AL8G43670
OG0004921	evm.model.RL_7.66	AL5G45780
OG0004922	evm.model.RL_7.105	AL5G45380
OG0004923	evm.model.RL_6.2766	AL4G45500
OG0004923	evm.model.RL_5.3285	AL1G39200
OG0004924	evm.model.RL_5.1310	AL1G26590
OG0004925	evm.model.RL_7.226	AL5G43760
OG0004926	evm.model.RL_6.2745	AL4G45230
OG0004927	evm.model.RL_6.2725	AL4G44990
OG0004929	evm.model.RL_6.2602	AL766U10010
OG0004931	evm.model.RL_6.2435	AL4G41740
OG0004932	evm.model.RL_6.2425	AL4G41640
OG0004933	evm.model.RL_6.2365	AL4G40860
OG0004934	evm.model.RL_6.2342	AL4G40570
OG0004935	evm.model.RL_2.2078.1.687c86e4	AL7G27450
OG0004936	evm.model.RL_4.3299	AL6G11650
OG0004937	evm.model.RL_4.3182	AL6G12950
OG0004938	evm.model.RL_4.3144, evm.model.RL_6.2579	AL4G43530
OG0004939	evm.model.RL_4.3119	AL6G13730
OG0004940	evm.model.RL_4.1626	AL6G31750
OG0004941	evm.model.RL_4.1660	AL6G31410
OG0004943	evm.model.RL_4.1567	AL6G32440
OG0004944	evm.model.RL_4.1525	AL6G32940
OG0004945	evm.model.RL_4.1482	AL6G33350
OG0004946	evm.model.RL_4.1434	AL6G34030
OG0004947	evm.model.RL_2.2182	AL1G51650
OG0004948	evm.model.RL_8.2076	AL8G36610
OG0004949	evm.model.RL_8.2017	AL8G35790
OG0004950	evm.model.RL_8.2009	AL7G44450, AL8G35680
OG0004951	evm.model.RL_8.1979	AL8G35370
OG0004952	evm.model.RL_8.2394	AL8G40280
OG0004954	evm.model.RL_8.2416	AL8G40550
OG0004955	evm.model.RL_8.2538	AL8G41940
OG0004956	evm.model.RL_8.2618	AL8G42870
OG0004957	evm.model.RL_8.2644	AL8G43390, AL8G43160
OG0004958	evm.model.RL_8.2655	AL8G43250
OG0004959	evm.model.RL_8.2671	AL8G43510
OG0004960	evm.model.RL_8.2706	AL8G43860
OG0004961	evm.model.RL_8.2713	AL8G43930
OG0004962	evm.model.RL_8.2744	AL8G44300
OG0004963	evm.model.RL_8.2789	AL8G44770
OG0004964	evm.model.RL_7.1278	AL5G31490
OG0004965	evm.model.RL_8.122	AL6G52260
OG0004966	evm.model.RL_4.468	AL8G16060
OG0004967	evm.model.RL_5.279	AL1G13860
OG0004968	evm.model.RL_6.1431	AL4G29120
OG0004969	evm.model.RL_6.1352	AL4G28050
OG0004970	evm.model.RL_6.1153	AL4G25480
OG0004971	evm.model.RL_6.1146, evm.model.RL_6.1147	AL4G25420
OG0004972	evm.model.RL_6.1119	AL4G25100
OG0004973	evm.model.RL_6.1076	AL4G24490, AL4G24510, AL278U10020
OG0004974	evm.model.RL_6.1061	AL4G24310
OG0004975	evm.model.RL_6.958	AL4G23020
OG0004976	evm.model.RL_6.896	AL4G22200
OG0004977	evm.model.RL_6.760	AL4G20540
OG0004978	evm.model.RL_4.2226	AL6G24650
OG0004979	evm.model.RL_1.775	AL3G19670
OG0004980	evm.model.RL_1.782	AL3G19740
OG0004981	evm.model.RL_1.94	AL3G10960
OG0004982	evm.model.RL_1.204	AL3G12240
OG0004983	evm.model.RL_4.1957	AL6G27850
OG0004984	evm.model.RL_4.1843	AL6G29090
OG0004985	evm.model.RL_4.1059	AL6G39230
OG0004986	evm.model.RL_4.1121	AL6G38380
OG0004987	evm.model.RL_4.1719	AL6G30820, AL3G16810
OG0004988	evm.model.RL_1.560	AL3G17140
OG0004989	evm.model.RL_7.651	AL5G38630
OG0004990	evm.model.RL_1.646	AL3G18270
OG0004991	evm.model.RL_1.702	AL3G18910
OG0004992	evm.model.RL_1.747	AL3G19310
OG0004993	evm.model.RL_1.773	AL3G19650
OG0004994	evm.model.RL_6.2154	AL4G38160
OG0004995	evm.model.RL_6.2112	AL624U10010, AL4G37580
OG0004996	evm.model.RL_6.2083	AL4G37200
OG0004997	evm.model.RL_7.867	AL5G36150
OG0004998	evm.model.RL_6.1686	AL4G32030
OG0004999	evm.model.RL_6.1698	AL4G32120
OG0005000	evm.model.RL_5.3022	AL1G42790
OG0005001	evm.model.RL_6.1900	AL4G34940
OG0005002	evm.model.RL_6.1913	AL4G35090
OG0005003	evm.model.RL_6.1924	AL4G35200
OG0005005	evm.model.RL_5.1386	AL1G27430
OG0005006	evm.model.RL_5.1517	AL1G28930
OG0005007	evm.model.RL_5.1582	AL2G17610, AL1G29730
OG0005008	evm.model.RL_5.1593	AL1G29860
OG0005009	evm.model.RL_5.1628	AL1G30340
OG0005010	evm.model.RL_5.1686	AL1G30960
OG0005011	evm.model.RL_5.1753	AL1G31760
OG0005012	evm.model.RL_5.1814	AL1G32580
OG0005013	evm.model.RL_3.2183	AL2G38070
OG0005014	evm.model.RL_5.3553	AL1G35550
OG0005015	evm.model.RL_5.3501	AL1G36170
OG0005016	evm.model.RL_5.3371	AL1G37960
OG0005016	evm.model.RL_5.3372	AL1G37970
OG0005018	evm.model.RL_3.765, evm.model.RL_3.766, evm.model.RL_5.3356	AL1G38330
OG0005019	evm.model.RL_5.3334	AL1G38600
OG0005020	evm.model.RL_5.3282	AL1G39260
OG0005021	evm.model.RL_5.3215	AL1G40070
OG0005022	evm.model.RL_5.3198	AL1G40290
OG0005023	evm.model.RL_5.3174	AL7G32330, AL1G40560
OG0005024	evm.model.RL_3.1113	AL2G25890
OG0005025	evm.model.RL_2.1991	AL7G28420
OG0005026	evm.model.RL_2.2054.2.687c86e4	AL7G27720
OG0005027	evm.model.RL_2.2830, evm.model.RL_7.446	AL7G18410, AL7G18400
OG0005028	evm.model.RL_3.2013	AL2G36040
OG0005030	evm.model.RL_3.2400.1.687c84be	AL2G40720
OG0005031	evm.model.RL_5.1102	AL1G23710
OG0005032	evm.model.RL_5.1083	AL1G23390
OG0005033	evm.model.RL_5.1025	AL1G22710
OG0005034	evm.model.RL_5.923.1.687c88b0	AL1G21440
OG0005035	evm.model.RL_5.887	AL1G21000
OG0005036	evm.model.RL_5.1232	AL1G20660, AL1G47570, AL1G47560, AL1G20790
OG0005037	evm.model.RL_5.766	AL1G19510
OG0005038	evm.model.RL_6.1584	AL4G30980
OG0005039	evm.model.RL_5.670	AL1G18560
OG0005040	evm.model.RL_5.705	AL1G18890
OG0005041	evm.model.RL_5.489	AL1G16330
OG0005042	evm.model.RL_5.482	AL1G16220
OG0005043	evm.model.RL_5.463.1.687c88ac	AL1G15990
OG0005044	evm.model.RL_5.377	AL1G14950
OG0005045	evm.model.RL_5.369	AL1G14880
OG0005046	evm.model.RL_5.151	AL1G12390
OG0005047	evm.model.RL_5.38.2.687c88a9	AL1G59290, AL1G11080
OG0005048	evm.model.RL_3.512, evm.model.RL_8.2873	AL1G10700
OG0005049	evm.model.RL_8.2874	AL1G10690
OG0005050	evm.model.RL_4.2119	AL6G25940
OG0005051	evm.model.RL_3.1647	AL2G32240
OG0005052	evm.model.RL_4.2037	AL6G26910
OG0005053	evm.model.RL_4.2023	AL6G27050
OG0005054	evm.model.RL_4.1984	AL6G27510
OG0005055	evm.model.RL_4.1923	AL6G28280
OG0005056	evm.model.RL_4.1913	AL6G28380
OG0005057	evm.model.RL_4.1867	AL6G28850
OG0005058	evm.model.RL_4.1822	AL6G29500
OG0005059	evm.model.RL_4.1809	AL6G29700
OG0005060	evm.model.RL_4.1762	AL6G30280
OG0005061	evm.model.RL_4.1734	AL6G30640
OG0005062	evm.model.RL_4.1123.2.687c86d2	AL6G38350
OG0005063	evm.model.RL_1.425	AL3G15430
OG0005064	evm.model.RL_4.1000	AL6G40150
OG0005066	evm.model.RL_4.931, evm.model.RL_4.884	AL8G22360, AL8G22680
OG0005067	evm.model.RL_4.861	AL8G22030
OG0005068	evm.model.RL_4.772	AL8G20840
OG0005070	evm.model.RL_7.947.6.687c84b7	AL5G35350
OG0005071	evm.model.RL_4.2907	AL6G16430, AL4G19610, AL6G38940
OG0005072	evm.model.RL_4.3032	AL6G14850
OG0005073	evm.model.RL_7.1448	AL5G29280
OG0005074	evm.model.RL_4.1281	AL6G36000
OG0005075	evm.model.RL_8.2152	AL8G37470
OG0005076	evm.model.RL_8.2160	AL8G37530
OG0005077	evm.model.RL_8.2206	AL1G10100, AL4G38750, AL8G37990
OG0005078	evm.model.RL_8.2216	AL8G38100
OG0005079	evm.model.RL_8.2298	AL8G39080
OG0005080	evm.model.RL_8.1943.1.687c855e	AL8G34950
OG0005081	evm.model.RL_8.1921	AL8G34690
OG0005082	evm.model.RL_8.1907	AL8G34430
OG0005083	evm.model.RL_8.1906	AL8G34420
OG0005084	evm.model.RL_7.1385	AL5G30190
OG0005085	evm.model.RL_7.1451.5.687c84b9	AL5G29180
OG0005086	evm.model.RL_7.1454	AL5G29150
OG0005087	evm.model.RL_7.1467	AL5G28980
OG0005088	evm.model.RL_4.898, evm.model.RL_7.1486	AL5G28510, AL6G42740
OG0005089	evm.model.RL_7.1653	AL5G26490
OG0005090	evm.model.RL_4.1611	AL6G31910
OG0005091	evm.model.RL_3.1153	AL2G26470
OG0005092	evm.model.RL_3.1233	AL2G27350
OG0005093	evm.model.RL_3.1239	AL2G27450
OG0005094	evm.model.RL_3.1242	AL2G27470
OG0005095	evm.model.RL_7.2661	AL5G10060
OG0005096	evm.model.RL_3.1260	AL2G27670
OG0005097	evm.model.RL_3.1291	AL2G28100
OG0005098	evm.model.RL_3.1359	AL2G28860
OG0005099	evm.model.RL_3.1592	AL2G31580
OG0005100	evm.model.RL_3.2208	AL2G38420
OG0005101	evm.model.RL_3.2187	AL2G38160
OG0005102	evm.model.RL_6.515, evm.model.RL_2.807	AL8G20970
OG0005103	evm.model.RL_3.2094	AL2G37000
OG0005104	evm.model.RL_3.2044	AL2G36440
OG0005105	evm.model.RL_3.2031	AL2G36240
OG0005106	evm.model.RL_3.1953	AL2G35330
OG0005107	evm.model.RL_3.2344	AL2G40040
OG0005108	evm.model.RL_3.2433	AL2G41050
OG0005109	evm.model.RL_3.2441	AL2G41140, AL5G13060
OG0005110	evm.model.RL_5.1378	AL1G27360
OG0005111	evm.model.RL_1.1235	AL3G25080
OG0005112	evm.model.RL_1.1269	AL3G25530
OG0005113	evm.model.RL_1.1277	AL3G25630
OG0005114	evm.model.RL_1.1302.1.687c87ec	AL3G26030
OG0005116	evm.model.RL_1.1372, evm.model.RL_7.2532	AL3G26820
OG0005117	evm.model.RL_1.1437	AL3G27580
OG0005118	evm.model.RL_1.1465	AL230U10030, AL3G27930
OG0005119	evm.model.RL_1.1477	AL3G28070
OG0005120	evm.model.RL_1.1495	AL3G28330
OG0005121	evm.model.RL_1.1523	AL3G28650, AL776U10010
OG0005122	evm.model.RL_1.1565	AL4G34500, AL4G34540, AL3G29080
OG0005123	evm.model.RL_1.1581	AL3G29320
OG0005124	evm.model.RL_1.1767	AL3G31860
OG0005125	evm.model.RL_1.1805	AL3G32340
OG0005126	evm.model.RL_1.1926.3.687c87ee	nbis-gene-734
OG0005127	evm.model.RL_1.1980	AL3G34430
OG0005128	evm.model.RL_1.1987	AL3G34520
OG0005129	evm.model.RL_1.1994	AL3G34660
OG0005130	evm.model.RL_1.2032	AL3G35050
OG0005131	evm.model.RL_1.2043	AL3G35260
OG0005132	evm.model.RL_1.2076, evm.model.RL_1.2075, evm.model.RL_1.2074, evm.model.RL_1.2073	AL3G35630
OG0005133	evm.model.RL_1.2048	AL3G35310
OG0005134	evm.model.RL_1.2045	AL3G35280
OG0005135	evm.model.RL_2.1053	AL7G40410
OG0005137	evm.model.RL_1.2304	AL3G39120
OG0005138	evm.model.RL_1.2310	AL3G39260, AL8G20490
OG0005139	evm.model.RL_1.2722	AL3G46730
OG0005140	evm.model.RL_1.2846.1.687c9a6d	AL3G51900
OG0005141	evm.model.RL_1.3098	AL3G52850
OG0005142	evm.model.RL_1.3099	AL3G52840
OG0005143	evm.model.RL_1.3104	AL3G52760
OG0005144	evm.model.RL_1.3203	AL3G53230, AL3G53250
OG0005145	evm.model.RL_5.3957, evm.model.RL_5.3958, evm.model.RL_5.3959	AL1G63890
OG0005146	evm.model.RL_5.3930	AL1G63530
OG0005146	evm.model.RL_1.1254	AL3G25360
OG0005147	evm.model.RL_5.1859	AL1G60480
OG0005148	evm.model.RL_5.1936	AL1G59160, AL1G59150
OG0005149	evm.model.RL_5.2112	AL1G55910
OG0005150	evm.model.RL_7.1194	AL5G32460
OG0005151	evm.model.RL_7.1144	AL5G33100
OG0005152	evm.model.RL_7.1102	AL5G33620
OG0005153	evm.model.RL_7.974	AL5G35080
OG0005154	evm.model.RL_7.972	AL5G35130
OG0005155	evm.model.RL_7.1204	AL5G32310
OG0005156	evm.model.RL_7.898	AL5G35880
OG0005157	evm.model.RL_7.897	AL5G35890
OG0005159	evm.model.RL_7.732, evm.model.RL_8.971, evm.model.RL_8.941, evm.model.RL_8.951, evm.model.RL_8.958, evm.model.RL_8.965, evm.model.RL_8.934, evm.model.RL_8.952, evm.model.RL_8.935, evm.model.RL_8.962, evm.model.RL_8.928	AL5G37440
OG0005160	evm.model.RL_7.741	AL5G37540
OG0005161	evm.model.RL_7.728	AL5G37730
OG0005162	evm.model.RL_7.601	AL5G39190
OG0005164	evm.model.RL_1.2235	AL5G41670
OG0005165	evm.model.RL_7.260	AL5G43380
OG0005166	evm.model.RL_1.2565	AL5G43890
OG0005167	evm.model.RL_7.214	AL5G43960
OG0005168	evm.model.RL_7.210	AL5G44010
OG0005169	evm.model.RL_1.1618	AL3G29900
OG0005169	evm.model.RL_2.898	AL8G26460, AL3G14500
OG0005170	evm.model.RL_2.1195	AL7G38560
OG0005171	evm.model.RL_3.446	AL4G40750, AL4G40740
OG0005173	evm.model.RL_2.2308	AL7G24670
OG0005174	evm.model.RL_8.589, evm.model.RL_8.591, evm.model.RL_8.587, evm.model.RL_8.588, evm.model.RL_8.590	AL6G46620
OG0005175	evm.model.RL_5.1552	AL1G29280, AL1G29260
OG0005176	evm.model.RL_1.551	AL3G17020
OG0005176	evm.model.RL_1.556.1.687c87ea	AL3G17080
OG0005178	evm.model.RL_7.2225, evm.model.RL_2.118, evm.model.RL_2.123	AL7G48210
OG0005179	evm.model.RL_7.2246	AL5G17150
OG0005181	evm.model.RL_4.1279	AL6G36020
OG0005184	evm.model.RL_8.1221	AL7G24950
OG0005185	evm.model.RL_1.728, evm.model.RL_1.725	AL4G20390
OG0005188	evm.model.RL_4.908	nbis-gene-2075
OG0005192	evm.model.RL_2.2326	AL7G24460
OG0005193	evm.model.RL_2.2371	AL7G24010
OG0005194	evm.model.RL_2.2412	AL7G23500
OG0005195	evm.model.RL_2.2417	AL7G23450
OG0005196	evm.model.RL_2.2486	AL7G22630
OG0005197	evm.model.RL_1.3022	AL3G51670
OG0005199	evm.model.RL_1.3114, evm.model.RL_2.2507	AL7G22380
OG0005200	evm.model.RL_3.1327	AL2G28280
OG0005201	evm.model.RL_2.2539	AL7G21950
OG0005202	evm.model.RL_2.2541, evm.model.RL_2.2590	AL7G21930
OG0005204	evm.model.RL_2.2577	AL7G21480
OG0005205	evm.model.RL_2.2599	AL7G21200
OG0005206	evm.model.RL_2.2606	AL7G21120
OG0005207	evm.model.RL_2.2636	AL7G20780
OG0005208	evm.model.RL_5.1166	AL6G47680, AL1G24790
OG0005209	evm.model.RL_2.2806	nbis-gene-1727
OG0005210	evm.model.RL_2.2790	AL7G18990
OG0005211	evm.model.RL_2.2933	AL7G17210
OG0005212	evm.model.RL_2.2963	AL7G16850
OG0005213	evm.model.RL_2.2961	AL7G16880
OG0005214	evm.model.RL_2.3030	AL7G16150
OG0005215	evm.model.RL_5.2779.1.687c88bd	AL1G45890
OG0005216	evm.model.RL_5.2752	AL1G46150
OG0005217	evm.model.RL_2.1250	AL7G37780
OG0005218	evm.model.RL_3.579	AL2G18080
OG0005220	evm.model.RL_3.322, evm.model.RL_2.3411	AL2G14520
OG0005221	evm.model.RL_7.2713	AL5G10790
OG0005222	evm.model.RL_7.2633	AL5G10990
OG0005223	evm.model.RL_7.2623	AL5G11080
OG0005224	evm.model.RL_7.2609	AL5G11290
OG0005225	evm.model.RL_7.2588	AL5G11730
OG0005226	evm.model.RL_7.2527	AL5G13040
OG0005227	evm.model.RL_7.2519	AL5G13190
OG0005228	evm.model.RL_7.2502	AL5G13470
OG0005229	evm.model.RL_7.2501	AL5G13480, AL5G13460
OG0005230	evm.model.RL_7.2409	AL5G14820
OG0005231	evm.model.RL_5.1138	AL1G24450
OG0005232	evm.model.RL_7.2333	AL5G15960
OG0005233	evm.model.RL_4.742	AL8G19830
OG0005234	evm.model.RL_7.2233	AL5G17390
OG0005235	evm.model.RL_7.2133	AL5G18890
OG0005236	evm.model.RL_3.1100	AL2G25770
OG0005237	evm.model.RL_3.178	AL2G12410
OG0005237	evm.model.RL_5.1129	AL1G24320
OG0005238	evm.model.RL_3.213	AL2G12960
OG0005240	evm.model.RL_6.2217	AL4G38840
OG0005241	evm.model.RL_1.949	AL3G21770
OG0005242	evm.model.RL_1.1076, evm.model.RL_1.1079	AL3G23240
OG0005243	evm.model.RL_1.1114	AL3G23640
OG0005243	evm.model.RL_4.2880	AL6G16750
OG0005244	evm.model.RL_8.1044	AL8G23670, AL8G23660
OG0005245	evm.model.RL_8.1417.1.687c855b	AL8G27870
OG0005246	evm.model.RL_8.1416	AL8G27860
OG0005247	evm.model.RL_2.1952	AL7G28840
OG0005248	evm.model.RL_8.1651	AL8G31250
OG0005249	evm.model.RL_7.328	AL5G42600
OG0005250	evm.model.RL_8.1662	AL8G31370
OG0005251	evm.model.RL_8.1843	AL8G33710
OG0005252	evm.model.RL_8.1889	AL8G34240
OG0005253	evm.model.RL_5.2280	AL1G53260
OG0005254	evm.model.RL_4.2282	AL6G24040
OG0005255	evm.model.RL_4.2326	AL6G23550, AL6G23050, AL6G23540
OG0005256	evm.model.RL_4.2336	AL6G23390
OG0005257	evm.model.RL_4.2378.1.687c86d9	AL6G22870
OG0005258	evm.model.RL_4.2388	AL6G22750
OG0005259	evm.model.RL_4.2405	AL6G22560
OG0005260	evm.model.RL_4.1228.1.687c86d2	AL6G36690
OG0005261	evm.model.RL_4.2509.1.687c86da	AL6G21360
OG0005262	evm.model.RL_4.2590	AL6G20340
OG0005263	evm.model.RL_4.2715	AL6G18760
OG0005264	evm.model.RL_4.2721	AL6G18680
OG0005265	evm.model.RL_4.2764	AL6G18220
OG0005266	evm.model.RL_4.2823	AL6G17500
OG0005267	evm.model.RL_2.1358.3.687c86e2	AL7G36420
OG0005268	evm.model.RL_2.1369	AL7G36260
OG0005269	evm.model.RL_2.1564.1.687c86e3	AL7G33670
OG0005270	evm.model.RL_2.1737	AL7G31280
OG0005271	evm.model.RL_2.1926	AL7G29170
OG0005272	evm.model.RL_5.2574	AL1G48410
OG0005274	evm.model.RL_5.2339	AL2G26150, AL1G52200
OG0005275	evm.model.RL_1.2170	AL3G36980
OG0005276	evm.model.RL_5.3118	AL1G41270
OG0005277	evm.model.RL_5.3077	AL1G41730
OG0005278	evm.model.RL_5.3070	AL1G41810, AL4G22450
OG0005279	evm.model.RL_5.3061	AL1G41970
OG0005280	evm.model.RL_5.3060	AL1G41980
OG0005282	evm.model.RL_5.2967_evm.model.RL_5.2968	AL1G43480
OG0005283	evm.model.RL_5.2934	AL1G43920
OG0005284	evm.model.RL_5.2905	AL1G44230
OG0005285	evm.model.RL_2.3248	AL7G13550
OG0005286	evm.model.RL_2.3266	AL4G12900
OG0005288	evm.model.RL_6.151	AL4G12040
OG0005290	evm.model.RL_7.1382, evm.model.RL_2.3418	AL7G11080
OG0005291	evm.model.RL_7.85	AL5G45580
OG0005292	evm.model.RL_8.1393	AL8G27540, AL4G21090, AL8G27600
OG0005293	evm.model.RL_6.1581	AL4G30950
OG0005294	evm.model.RL_6.1603	AL4G31200
OG0005295	evm.model.RL_3.1977	AL2G35640
OG0005296	evm.model.RL_8.701	AL6G44860
OG0005297	evm.model.RL_2.1850	AL7G30140
OG0005298	evm.model.RL_8.551	AL6G47200
OG0005299	evm.model.RL_8.397	AL6G49030, AL6G49110
OG0005300	evm.model.RL_4.433	AL8G15670
OG0005302	evm.model.RL_4.91	AL8G11150
OG0005303	evm.model.RL_2.972	AL7G41600
OG0005304	evm.model.RL_1.2398	AL706U10010, AL3G40790
OG0005305	evm.model.RL_2.848	AL9U10130
OG0005306	evm.model.RL_2.852	AL7G43540, AL5G12290, AL7G43060
OG0005307	evm.model.RL_2.921	AL7G42250
OG0005308	evm.model.RL_6.2622	AL4G43960
OG0005309	evm.model.RL_5.3301.2.687c88c1	AL1G39060
OG0005309	evm.model.RL_2.183	AL7G47300
OG0005310	evm.model.RL_6.2656	AL4G44340
OG0005311	evm.model.RL_6.2653	AL4G44310
OG0005312	evm.model.RL_6.2644	AL4G44200
OG0005313	evm.model.RL_6.2546	AL4G43170
OG0005314	evm.model.RL_6.2474	AL7G49300
OG0005315	evm.model.RL_6.2457	AL4G42010
OG0005316	evm.model.RL_6.2442	AL4G41830
OG0005317	evm.model.RL_6.2387	AL4G41170
OG0005318	evm.model.RL_6.2320	AL4G40290
OG0005319	evm.model.RL_6.2324	AL4G40330
OG0005320	evm.model.RL_6.2328	AL4G40410
OG0005321	evm.model.RL_6.2293	AL4G39960, AL4G39810
OG0005322	evm.model.RL_4.3400	AL6G10420
OG0005323	evm.model.RL_4.3333	AL6G11240
OG0005324	evm.model.RL_4.3283	AL6G11810
OG0005325	evm.model.RL_4.3265	AL6G12010
OG0005326	evm.model.RL_4.3218	AL6G12500
OG0005327	evm.model.RL_4.3190	AL6G12780
OG0005328	evm.model.RL_4.3163	AL6G13190
OG0005330	evm.model.RL_4.1138	AL6G38160
OG0005331	evm.model.RL_4.1622	AL6G31790
OG0005332	evm.model.RL_4.1617	AL6G31820
OG0005333	evm.model.RL_4.1591	AL6G32170
OG0005334	evm.model.RL_4.1587	AL6G32220
OG0005335	evm.model.RL_4.1575	AL6G32330
OG0005336	evm.model.RL_2.1933	AL7G29090
OG0005337	evm.model.RL_4.1543	AL6G32740
OG0005338	evm.model.RL_4.1523.1.687c86d4	AL6G32960
OG0005339	evm.model.RL_4.1484	AL6G33320
OG0005340	evm.model.RL_4.1657	AL6G31430
OG0005341	evm.model.RL_4.1478.1.687c86d4	AL6G33380
OG0005342	evm.model.RL_8.2148	AL8G37390
OG0005343	evm.model.RL_8.2099	AL8G36810
