Orthogroup	Cardamine_amara	Cardamine_glauca
OG0001165	evm.model.RL_4.2450	Cg008G291830
OG0001166	evm.model.RL_6.1133	Cg005G176360
OG0001166	evm.model.RL_6.90	Cg005G193030
OG0001169	evm.model.RL_8.1508	Cg003G101340
OG0001170	evm.model.RL_1.453	Cg004G121090
OG0001170	evm.model.RL_4.1045.1.687c86d1	Cg008G306930
OG0001171	evm.model.RL_3.403	Cg007G250050
OG0001171	evm.model.RL_5.961	Cg006G234970
OG0001172	evm.model.RL_5.1229	Cg006G232130
OG0001173	evm.model.RL_2.2130	Cg001G014610
OG0001173	evm.model.RL_3.56	Cg007G246030
OG0001174	evm.model.RL_1.986	Cg004G126410
OG0001174	evm.model.RL_4.3033	Cg008G285880
OG0001175	evm.model.RL_8.1695	Cg003G103460
OG0001175	evm.model.RL_8.1694	Cg003G103450
OG0001176	evm.model.RL_8.2629.2.687c8562	Cg003G113430
OG0001176	evm.model.RL_4.2535	Cg008G290890
OG0001177	evm.model.RL_4.2754	Cg008G288780
OG0001177	evm.model.RL_4.2758	Cg008G288740
OG0001177	evm.model.RL_4.2755	Cg008G288770
OG0001178	evm.model.RL_4.2771	Cg008G288600
OG0001179	evm.model.RL_2.1426	Cg001G022060
OG0001179	evm.model.RL_1.2341	Cg004G142320
OG0001179	evm.model.RL_2.834	Cg001G029680
OG0001180	evm.model.RL_2.1518	Cg001G021120
OG0001180	evm.model.RL_4.326, evm.model.RL_4.329	Cg008G321960
OG0001181	evm.model.RL_2.1682	Cg001G019240
OG0001181	evm.model.RL_8.446	Cg003G093720, Cg003G080260
OG0001182	evm.model.RL_6.1496	Cg005G172520
OG0001182	evm.model.RL_5.3024	Cg006G217770
OG0001183	evm.model.RL_2.3102	Cg001G004390
OG0001183	evm.model.RL_1.2951	Cg004G153780
OG0001184	evm.model.RL_6.2804	Cg005G159110
OG0001185	evm.model.RL_7.209	Cg002G045090
OG0001185	evm.model.RL_6.2774	Cg005G159410
OG0001186	evm.model.RL_7.426, evm.model.RL_7.424, evm.model.RL_7.656	Cg002G047160
OG0001187	evm.model.RL_6.1324	Cg005G174350
OG0001187	evm.model.RL_5.386	Cg006G241080
OG0001188	evm.model.RL_4.2897	Cg008G287300
OG0001188	evm.model.RL_6.1103, evm.model.RL_6.1081	Cg005G176780
OG0001189	evm.model.RL_1.51.5.687c87e9	Cg004G116380
OG0001189	evm.model.RL_4.2182	Cg008G294620
OG0001190	evm.model.RL_1.314	Cg004G119630
OG0001190	evm.model.RL_4.1830	Cg008G298530
OG0001191	evm.model.RL_4.1037	Cg008G307010
OG0001191	evm.model.RL_1.445	Cg004G121020
OG0001192	evm.model.RL_2.1157	Cg001G025140
OG0001192	evm.model.RL_3.719	Cg007G255020
OG0001192	evm.model.RL_1.613	Cg004G122780
OG0001193	evm.model.RL_7.799	Cg002G050810
OG0001193	evm.model.RL_6.2091	Cg005G166430
OG0001194	evm.model.RL_7.769	Cg002G050410
OG0001194	evm.model.RL_1.761	Cg004G124170
OG0001196	evm.model.RL_3.1919	Cg007G275540
OG0001196	evm.model.RL_5.1768.4.687c88b6	Cg006G226650
OG0001197	evm.model.RL_7.925	Cg002G052040
OG0001197	evm.model.RL_5.1091	Cg006G233650
OG0001198	evm.model.RL_4.1070	Cg008G309460, Cg008G311280
OG0001200	evm.model.RL_4.1661	Cg008G300360
OG0001201	evm.model.RL_4.1362	Cg008G303350
OG0001202	evm.model.RL_7.1368	Cg002G056710
OG0001202	evm.model.RL_7.1434	Cg002G057230
OG0001203	evm.model.RL_7.1922	Cg002G063680
OG0001205	evm.model.RL_5.3779	Cg006G196520
OG0001205	evm.model.RL_1.1439	Cg004G131500
OG0001207	evm.model.RL_2.1156	Cg001G025150
OG0001207	evm.model.RL_1.1613	Cg004G133340
OG0001208	evm.model.RL_5.2092	Cg006G200330
OG0001208	evm.model.RL_1.1794	Cg004G135500
OG0001209	evm.model.RL_5.2069.3.687c88b9	Cg006G200050
OG0001210	evm.model.RL_1.1917	Cg004G136780
OG0001210	evm.model.RL_5.2009	Cg006G199410
OG0001217	evm.model.RL_2.1059	Cg001G026140
OG0001217	evm.model.RL_2.1182, evm.model.RL_2.1061	Cg001G026130
OG0001218	evm.model.RL_1.414	Cg004G120650
OG0001218	evm.model.RL_1.432	Cg004G120860
OG0001219	evm.model.RL_7.791	Cg002G050710, Cg002G050720
OG0001219	evm.model.RL_7.790	Cg002G050700
OG0001222	evm.model.RL_2.2623	Cg001G009340
OG0001222	evm.model.RL_6.327	Cg005G190280
OG0001223	evm.model.RL_1.2775	Cg004G151570
OG0001223	evm.model.RL_2.2911	Cg001G006340
OG0001224	evm.model.RL_5.782.1.687c88af	Cg006G236860
OG0001224	evm.model.RL_3.697	Cg007G254410
OG0001225	evm.model.RL_7.2344	Cg002G071800
OG0001226	evm.model.RL_7.2215	Cg002G068750
OG0001226	evm.model.RL_7.2214	Cg002G068760, Cg002G068770
OG0001227	evm.model.RL_1.866	Cg004G125220
OG0001227	evm.model.RL_4.3256.3.687c86dd	Cg008G283590
OG0001229	evm.model.RL_8.1764	Cg003G104400, Cg003G104390
OG0001229	evm.model.RL_8.1768	Cg003G104410
OG0001230	evm.model.RL_8.2251	Cg003G109500
OG0001230	evm.model.RL_4.2814	Cg008G288170
OG0001231	evm.model.RL_8.2262	Cg003G109620
OG0001231	evm.model.RL_4.2818	Cg008G288120
OG0001232	evm.model.RL_2.1447	Cg001G021840
OG0001233	evm.model.RL_2.1798	Cg001G018030
OG0001233	evm.model.RL_8.584	Cg003G081780
OG0001234	evm.model.RL_3.1960	Cg007G276000
OG0001234	evm.model.RL_5.2302.1.687c88ba	Cg006G204240
OG0001234	evm.model.RL_4.587	Cg008G318320
OG0001235	evm.model.RL_1.2924	Cg004G153370
OG0001235	evm.model.RL_2.3067	Cg001G004760
OG0001236	evm.model.RL_2.1048, evm.model.RL_2.1124	Cg001G026560
OG0001236	evm.model.RL_6.1321	Cg005G174380
OG0001237	evm.model.RL_6.2736	Cg005G159820
OG0001238	evm.model.RL_6.2726	Cg005G159930
OG0001238	evm.model.RL_7.248	Cg002G045510
OG0001239	evm.model.RL_7.366	Cg002G046620
OG0001239	evm.model.RL_6.2540	Cg005G161640
OG0001241	evm.model.RL_6.2485	Cg005G162180
OG0001241	evm.model.RL_6.2484	Cg005G162190
OG0001242	evm.model.RL_4.3208	Cg008G284010
OG0001242	evm.model.RL_1.891	Cg004G125410
OG0001243	evm.model.RL_4.1692	Cg008G300100
OG0001243	evm.model.RL_3.1106	Cg007G267180
OG0001244	evm.model.RL_8.1492	Cg003G101150
OG0001244	evm.model.RL_8.1490_evm.model.RL_8.1491.1.687c97c0	Cg003G101140
OG0001244	evm.model.RL_4.1607	Cg008G300870
OG0001245	evm.model.RL_7.1290	Cg002G055890
OG0001245	evm.model.RL_8.2812.1.687c8563	Cg006G234390, Cg003G115430
OG0001246	evm.model.RL_5.82	Cg006G244060
OG0001246	evm.model.RL_5.106, evm.model.RL_5.35	Cg006G243850
OG0001246	evm.model.RL_8.209	Cg014G331800, Cg003G077850
OG0001247	evm.model.RL_8.314	Cg003G078950, Cg003G095000
OG0001247	evm.model.RL_1.706	Cg004G123700
OG0001248	evm.model.RL_5.602	Cg006G238630, Cg006G238650, Cg006G238680
OG0001249	evm.model.RL_6.1950	Cg005G167910
OG0001249	evm.model.RL_6.1951	Cg005G167900
OG0001250	evm.model.RL_4.2088	Cg008G295770
OG0001250	evm.model.RL_1.119	Cg004G117160
OG0001251	evm.model.RL_1.142	Cg004G117450
OG0001251	evm.model.RL_4.2059	Cg008G296090
OG0001252	evm.model.RL_1.175	Cg004G117720
OG0001253	evm.model.RL_1.487	Cg004G121410
OG0001253	evm.model.RL_4.1069	Cg008G306620
OG0001254	evm.model.RL_5.1926	Cg006G198330
OG0001254	evm.model.RL_6.1673	Cg005G170720
OG0001255	evm.model.RL_3.2240	Cg007G279110
OG0001255	evm.model.RL_5.1560	Cg006G228810
OG0001256	evm.model.RL_3.1666	Cg007G273220
OG0001256	evm.model.RL_5.1590	Cg006G228440
OG0001257	evm.model.RL_3.1724	Cg007G273640
OG0001257	evm.model.RL_5.1613	Cg006G228180
OG0001258	evm.model.RL_3.1879	Cg007G275140
OG0001259	evm.model.RL_5.1789	Cg006G226450
OG0001259	evm.model.RL_3.1941	Cg007G275770
OG0001260	evm.model.RL_4.554	Cg004G152090
OG0001261	evm.model.RL_5.1275	Cg006G231600
OG0001261	evm.model.RL_7.2564	Cg002G074260
OG0001262	evm.model.RL_5.1265	Cg006G231710
OG0001263	evm.model.RL_5.1088	Cg006G233660
OG0001264	evm.model.RL_1.1247	Cg004G129230
OG0001264	evm.model.RL_5.3939	Cg006G194710
OG0001265	evm.model.RL_5.1915	Cg006G198180
OG0001265	evm.model.RL_1.2036	Cg004G138100
OG0001267	evm.model.RL_4.425, evm.model.RL_4.424	Cg008G320730
OG0001268	evm.model.RL_5.3304	Cg006G220960
OG0001269	evm.model.RL_5.2990	Cg006G217210
OG0001274	evm.model.RL_6.320	Cg005G190230
OG0001274	evm.model.RL_2.2611	Cg001G009470
OG0001275	evm.model.RL_5.3676	Cg006G225390
OG0001275	evm.model.RL_2.3032	Cg001G005160
OG0001276	evm.model.RL_5.975	Cg006G234830
OG0001277	evm.model.RL_2.982, evm.model.RL_3.337	Cg007G248990, Cg007G249000
OG0001278	evm.model.RL_1.2502	Cg004G144900
OG0001279	evm.model.RL_4.2124	Cg008G295310
OG0001279	evm.model.RL_1.92	Cg004G116820
OG0001280	evm.model.RL_7.2122	Cg002G070230
OG0001280	evm.model.RL_2.274	Cg001G039680
OG0001282	evm.model.RL_2.2133	Cg001G014580
OG0001282	evm.model.RL_8.1760	Cg003G104330
OG0001283	evm.model.RL_7.669, evm.model.RL_6.2246	Cg002G049330, Cg005G164810
OG0001284	evm.model.RL_8.2362	Cg003G110720
OG0001285	evm.model.RL_8.1534	Cg003G101660
OG0001286	evm.model.RL_8.1594	Cg003G102320
OG0001287	evm.model.RL_2.2195	Cg001G013910
OG0001287	evm.model.RL_8.1616	Cg003G102500
OG0001288	evm.model.RL_4.2448	Cg008G291860
OG0001288	evm.model.RL_4.1192	Cg008G305210
OG0001289	evm.model.RL_2.1299, evm.model.RL_2.1345	Cg001G023490
OG0001289	evm.model.RL_6.2673, evm.model.RL_4.71	Cg008G324830
OG0001290	evm.model.RL_8.661	Cg003G082590
OG0001290	evm.model.RL_2.1877	Cg001G017270
OG0001291	evm.model.RL_5.2667	Cg006G212990
OG0001292	evm.model.RL_1.86	Cg004G116750
OG0001293	evm.model.RL_7.434	Cg002G047250
OG0001293	evm.model.RL_7.431	Cg002G047210
OG0001294	evm.model.RL_6.136	Cg005G192570
OG0001294	evm.model.RL_2.3344	Cg001G001760
OG0001295	evm.model.RL_2.345	Cg001G038480
OG0001296	evm.model.RL_6.178	Cg005G192030
OG0001296	evm.model.RL_6.1601	Cg005G171450
OG0001297	evm.model.RL_8.459	Cg003G080390, Cg003G093590
OG0001297	evm.model.RL_8.457	Cg003G080360
OG0001297	evm.model.RL_8.458	Cg003G093600
OG0001298	evm.model.RL_2.1012	Cg001G027000
OG0001298	evm.model.RL_1.2165	Cg004G139800
OG0001299	evm.model.RL_6.2818	Cg005G158940
OG0001300	evm.model.RL_7.540	Cg002G048170
OG0001300	evm.model.RL_6.2360	Cg005G163630
OG0001301	evm.model.RL_7.566	Cg002G048410
OG0001301	evm.model.RL_6.2344	Cg005G163780
OG0001302	evm.model.RL_8.2695	Cg003G114110
OG0001302	evm.model.RL_7.1397	Cg002G056970
OG0001303	evm.model.RL_8.21	Cg003G076010
OG0001303	evm.model.RL_6.2662	Cg005G160500
OG0001303	evm.model.RL_8.2905	Cg006G245240
OG0001304	evm.model.RL_5.641	Cg006G238170
OG0001304	evm.model.RL_6.956	Cg005G178750
OG0001305	evm.model.RL_1.464	Cg004G121200
OG0001305	evm.model.RL_4.1051	Cg008G306870
OG0001306	evm.model.RL_1.484	Cg004G121380
OG0001307	evm.model.RL_1.689	Cg004G123550
OG0001307	evm.model.RL_1.690	Cg004G123560
OG0001309	evm.model.RL_6.1897	Cg005G168500
OG0001309	evm.model.RL_7.980	Cg002G052540
OG0001310	evm.model.RL_5.1528	Cg006G229110
OG0001310	evm.model.RL_3.2290	Cg007G279530
OG0001311	evm.model.RL_4.993	Cg008G307410
OG0001311	evm.model.RL_4.996, evm.model.RL_4.997	Cg008G307370
OG0001312	evm.model.RL_1.663	Cg004G123280
OG0001312	evm.model.RL_4.837	Cg008G309750, Cg008G311580
OG0001313	evm.model.RL_3.1208	Cg007G268380
OG0001314	evm.model.RL_1.1243	Cg004G129180
OG0001314	evm.model.RL_5.3949.1.687c88c6	Cg006G194620
OG0001315	evm.model.RL_1.1499	Cg004G132140
OG0001315	evm.model.RL_5.3719	Cg006G197200
OG0001316	evm.model.RL_5.2189	Cg006G201660
OG0001316	evm.model.RL_1.1663	Cg004G133940
OG0001317	evm.model.RL_1.1913	Cg004G136730
OG0001318	evm.model.RL_2.1143	Cg002G071840
OG0001319	evm.model.RL_7.1086	Cg002G053640
OG0001319	evm.model.RL_6.1755	Cg005G169920
OG0001320	evm.model.RL_2.2862	Cg001G006850
OG0001321	evm.model.RL_3.455, evm.model.RL_3.453	Cg007G256700, Cg007G256650
OG0001328	evm.model.RL_2.2657	Cg001G009110
OG0001328	evm.model.RL_6.350	Cg005G189850
OG0001330	evm.model.RL_1.2910	Cg004G153240
OG0001330	evm.model.RL_2.3056	Cg001G004890
OG0001331	evm.model.RL_3.667, evm.model.RL_3.668	Cg007G254040
OG0001332	evm.model.RL_3.590.1.687c84ba	Cg007G252460
OG0001332	evm.model.RL_5.839	Cg006G236220
OG0001333	evm.model.RL_3.402	Cg007G250040
OG0001333	evm.model.RL_5.960	Cg006G234980
OG0001334	evm.model.RL_5.1344	Cg006G230940
OG0001334	evm.model.RL_7.2702	Cg002G075250
OG0001335	evm.model.RL_4.3077	Cg008G285370
OG0001335	evm.model.RL_1.963	Cg004G126180
OG0001336	evm.model.RL_1.1081	Cg004G127500
OG0001336	evm.model.RL_4.2903	Cg008G287240
OG0001337	evm.model.RL_8.1501	Cg003G101270
OG0001337	evm.model.RL_2.2271	Cg001G013110
OG0001338	evm.model.RL_2.2270	Cg001G013120
OG0001338	evm.model.RL_8.1500	Cg003G101260
OG0001339	evm.model.RL_8.1650.1.687c855c	Cg003G102970
OG0001339	evm.model.RL_2.2180.6.687c86e5	Cg001G014060
OG0001340	evm.model.RL_4.2467, evm.model.RL_4.2468	Cg008G291640, Cg008G291650
OG0001341	evm.model.RL_4.2501	Cg008G291300
OG0001342	evm.model.RL_4.2574	Cg008G290470
OG0001342	evm.model.RL_8.2604	Cg003G112960
OG0001343	evm.model.RL_4.2719.1.687c86db	Cg008G289110
OG0001343	evm.model.RL_4.1400	Cg008G302960
OG0001344	evm.model.RL_2.1320	Cg001G023260
OG0001344	evm.model.RL_4.99	Cg008G324530
OG0001345	evm.model.RL_2.1439	Cg001G021930
OG0001345	evm.model.RL_4.254	Cg008G322920
OG0001346	evm.model.RL_2.1595	Cg001G020230
OG0001347	evm.model.RL_2.1884	Cg001G017200
OG0001347	evm.model.RL_1.81	Cg004G116690
OG0001348	evm.model.RL_1.2954	Cg004G153810
OG0001348	evm.model.RL_2.3106	Cg001G004350
OG0001349	evm.model.RL_1.2989	Cg004G154200
OG0001349	evm.model.RL_2.3148	Cg001G003900
OG0001350	evm.model.RL_6.165	Cg005G192110
OG0001351	evm.model.RL_3.691	Cg007G254350, Cg007G254360
OG0001351	evm.model.RL_3.694, evm.model.RL_3.696, evm.model.RL_3.695	Cg007G254330, Cg007G254390
OG0001352	evm.model.RL_5.2439	Cg006G208500
OG0001352	evm.model.RL_8.888	Cg003G086740
OG0001353	evm.model.RL_2.1469	Cg001G021580
OG0001353	evm.model.RL_4.285	Cg008G322620
OG0001354	evm.model.RL_7.103	Cg002G044050
OG0001354	evm.model.RL_6.2900	Cg005G158140
OG0001355	evm.model.RL_6.2728	Cg005G159910
OG0001356	evm.model.RL_6.2392	Cg005G163280
OG0001356	evm.model.RL_7.494	Cg002G047670
OG0001357	evm.model.RL_7.562	Cg002G048380
OG0001357	evm.model.RL_6.2340	Cg005G163820
OG0001358	evm.model.RL_6.2313	Cg005G164100
OG0001358	evm.model.RL_7.612	Cg002G048780
OG0001359	evm.model.RL_7.1757	Cg002G061120
OG0001359	evm.model.RL_8.2056	Cg003G107450
OG0001360	evm.model.RL_5.394	Cg006G240990
OG0001360	evm.model.RL_6.1315	Cg005G174440
OG0001361	evm.model.RL_6.1355	Cg005G174000
OG0001361	evm.model.RL_5.331	Cg006G241590
OG0001362	evm.model.RL_1.1998	Cg004G137670
OG0001362	evm.model.RL_6.769	Cg005G182160
OG0001363	evm.model.RL_2.2219	Cg001G013660
OG0001363	evm.model.RL_3.273	Cg007G248340
OG0001364	evm.model.RL_4.2125	Cg008G295300
OG0001364	evm.model.RL_1.91	Cg004G116810
OG0001365	evm.model.RL_1.101	Cg004G116920
OG0001365	evm.model.RL_4.2116	Cg008G295410
OG0001366	evm.model.RL_4.2043	Cg008G296250
OG0001367	evm.model.RL_4.949	Cg008G307950
OG0001367	evm.model.RL_1.585	Cg004G122470
OG0001368	evm.model.RL_4.2199	Cg008G294430
OG0001370	evm.model.RL_5.3644.1.687c88c4	Cg006G224980
OG0001370	evm.model.RL_3.2068	Cg007G277230
OG0001371	evm.model.RL_5.3363	Cg006G221580
OG0001372	evm.model.RL_1.233	Cg004G118280
OG0001372	evm.model.RL_4.1941	Cg008G297240
OG0001373	evm.model.RL_5.2136	Cg006G201060
OG0001373	evm.model.RL_1.1743	Cg004G134950
OG0001374	evm.model.RL_3.1938	Cg007G275740
OG0001374	evm.model.RL_5.1785	Cg006G226500
OG0001375	evm.model.RL_5.1469	Cg006G229720
OG0001375	evm.model.RL_3.2360	Cg007G280250
OG0001376	evm.model.RL_1.1318	Cg004G129940
OG0001376	evm.model.RL_5.3881	Cg006G195310
OG0001377	evm.model.RL_1.1593	Cg004G133120
OG0001377	evm.model.RL_1.1594, evm.model.RL_8.723, evm.model.RL_1.1595	Cg004G133130
OG0001378	evm.model.RL_5.2168	Cg006G201440
OG0001378	evm.model.RL_1.1695	Cg004G134310
OG0001379	evm.model.RL_1.1920	Cg004G136810
OG0001379	evm.model.RL_5.2006.2.687c88b8	Cg006G199380
OG0001380	evm.model.RL_5.1998	Cg006G199310
OG0001380	evm.model.RL_1.1925	Cg004G136860
OG0001381	evm.model.RL_6.54	Cg006G234510
OG0001382	evm.model.RL_6.164	Cg005G192140
OG0001382	evm.model.RL_2.3307	Cg001G002170
OG0001384	evm.model.RL_6.222, evm.model.RL_6.221	Cg005G191510
OG0001384	evm.model.RL_6.223	Cg005G191480
OG0001392	evm.model.RL_2.3024	Cg001G005240
OG0001392	evm.model.RL_1.2847	Cg004G152630
OG0001393	evm.model.RL_1.2892	Cg004G153040
OG0001393	evm.model.RL_2.3051	Cg001G004940
OG0001394	evm.model.RL_2.358, evm.model.RL_2.357, evm.model.RL_5.2758, evm.model.RL_5.2757	Cg006G214170
OG0001394	evm.model.RL_5.2759	Cg005G178210
OG0001395	evm.model.RL_2.2174	Cg001G014120
OG0001395	evm.model.RL_8.1679.3.687c855c	Cg003G103290
OG0001396	evm.model.RL_4.597	Cg008G311270, Cg008G309440
OG0001397	evm.model.RL_5.889	Cg006G235730
OG0001397	evm.model.RL_3.537	Cg007G251540
OG0001398	evm.model.RL_7.2691	Cg002G075390
OG0001398	evm.model.RL_5.1350	Cg006G230880
OG0001399	evm.model.RL_7.2570	Cg002G074330
OG0001399	evm.model.RL_5.1281	Cg006G231540
OG0001400	evm.model.RL_7.2446, evm.model.RL_7.2449	Cg002G073030
OG0001400	evm.model.RL_5.1179	Cg006G232650
OG0001401	evm.model.RL_2.245	Cg001G040100
OG0001401	evm.model.RL_4.2112	Cg008G295470
OG0001402	evm.model.RL_2.262	Cg001G039770
OG0001402	evm.model.RL_7.2136	Cg002G070100
OG0001403	evm.model.RL_3.207	Cg007G247500
OG0001403	evm.model.RL_5.1103.1.687ccf5d	Cg006G233520
OG0001404	evm.model.RL_3.237	Cg007G247850
OG0001404	evm.model.RL_5.1080	Cg006G233750
OG0001405	evm.model.RL_4.3052	Cg008G285720
OG0001406	evm.model.RL_2.3306.5.687c86e8	Cg001G002190
OG0001406	evm.model.RL_4.1097	Cg008G306320
OG0001407	evm.model.RL_8.1379	Cg003G099590
OG0001407	evm.model.RL_2.2310	Cg001G012680
OG0001409	evm.model.RL_8.2437	Cg003G111510
OG0001410	evm.model.RL_4.136	Cg008G324280
OG0001410	evm.model.RL_2.1340	Cg001G023030
OG0001411	evm.model.RL_2.1374	Cg001G022650
OG0001411	evm.model.RL_2.1373	Cg001G022660
OG0001412	evm.model.RL_2.1520	Cg001G021080
OG0001413	evm.model.RL_2.1698	Cg001G019070
OG0001415	evm.model.RL_6.1481	Cg005G172700
OG0001415	evm.model.RL_5.3055	Cg006G218170
OG0001416	evm.model.RL_6.1518	Cg005G172300
OG0001416	evm.model.RL_5.2974	Cg006G216990
OG0001417	evm.model.RL_2.3197	Cg001G003350
OG0001417	evm.model.RL_6.263	Cg005G191020
OG0001419	evm.model.RL_2.341	Cg001G038600
OG0001420	evm.model.RL_8.461	Cg003G080410, Cg003G093530
OG0001420	evm.model.RL_2.1701	Cg001G019040
OG0001421	evm.model.RL_2.988	Cg001G027310
OG0001421	evm.model.RL_1.2187	Cg004G140190
OG0001422	evm.model.RL_1.423	Cg004G120730
OG0001422	evm.model.RL_4.1009	Cg008G307250
OG0001423	evm.model.RL_6.2604	Cg005G161050
OG0001423	evm.model.RL_7.338	Cg002G046340
OG0001424	evm.model.RL_4.3149	Cg008G284550
OG0001424	evm.model.RL_4.3150	Cg008G284530
OG0001425	evm.model.RL_7.1951	Cg002G066490
OG0001425	evm.model.RL_4.1585	Cg008G301120
OG0001427	evm.model.RL_8.125	Cg003G077040, Cg014G332590
OG0001428	evm.model.RL_5.145	Cg006G243500
OG0001428	evm.model.RL_8.268.2.687c8556	Cg003G078470, Cg014G331130
OG0001429	evm.model.RL_8.273	Cg014G330980, Cg003G078570
OG0001429	evm.model.RL_7.96	Cg002G043970
OG0001430	evm.model.RL_5.283	Cg006G242170
OG0001430	evm.model.RL_4.527	Cg008G319330
OG0001431	evm.model.RL_5.332, evm.model.RL_5.333	Cg006G241570
OG0001431	evm.model.RL_6.1359	Cg005G173960
OG0001432	evm.model.RL_5.445	Cg006G240360
OG0001432	evm.model.RL_6.1255, evm.model.RL_6.2014	Cg005G175090
OG0001433	evm.model.RL_5.511	Cg006G239660
OG0001433	evm.model.RL_6.1182	Cg005G175820
OG0001434	evm.model.RL_6.1031	Cg005G177710
OG0001434	evm.model.RL_4.2939	Cg008G286850
OG0001435	evm.model.RL_5.628	Cg006G238290
OG0001435	evm.model.RL_6.975	Cg005G178440
OG0001436	evm.model.RL_4.1873	Cg008G297990
OG0001436	evm.model.RL_1.283	Cg004G119330
OG0001437	evm.model.RL_4.1850.2.687c86d6	Cg008G298220
OG0001437	evm.model.RL_1.301	Cg004G119500
OG0001438	evm.model.RL_4.987	Cg008G307460
OG0001438	evm.model.RL_1.403	Cg004G120540
OG0001439	evm.model.RL_3.1806.3.687c84bd	Cg007G274410
OG0001439	evm.model.RL_5.1677	Cg006G227580
OG0001440	evm.model.RL_5.3582	Cg006G224280
OG0001440	evm.model.RL_3.2148	Cg007G278080
OG0001441	evm.model.RL_3.1607	Cg007G272590
OG0001441	evm.model.RL_5.3511	Cg006G223410
OG0001442	evm.model.RL_3.1482, evm.model.RL_3.1472	Cg007G271260
OG0001442	evm.model.RL_1.3076, evm.model.RL_5.3450	Cg006G222710
OG0001443	evm.model.RL_5.3331	Cg006G221220
OG0001443	evm.model.RL_3.1368	Cg007G270160
OG0001444	evm.model.RL_6.375, evm.model.RL_2.2061	Cg001G015320
OG0001446	evm.model.RL_4.2752	Cg008G288800
OG0001446	evm.model.RL_8.2183	Cg003G108840
OG0001448	evm.model.RL_1.1298	Cg004G129720
OG0001449	evm.model.RL_5.3848	Cg006G195740
OG0001450	evm.model.RL_5.3847	Cg006G195750
OG0001450	evm.model.RL_1.1359	Cg004G130450
OG0001451	evm.model.RL_5.3763	Cg006G196670
OG0001451	evm.model.RL_1.1457	Cg004G131660
OG0001452	evm.model.RL_5.3749	Cg006G196840
OG0001453	evm.model.RL_5.3731	Cg006G197030
OG0001453	evm.model.RL_1.1493	Cg004G132060
OG0001454	evm.model.RL_1.1513.1.687c87ed	Cg004G132270
OG0001454	evm.model.RL_5.3715	Cg006G197270
OG0001455	evm.model.RL_2.1134.1.687c86e2	Cg001G025410
OG0001456	evm.model.RL_1.1919	Cg004G136800
OG0001456	evm.model.RL_5.2007	Cg006G199390
OG0001457	evm.model.RL_1.1949	Cg004G137180
OG0001457	evm.model.RL_5.1982	Cg006G199140
OG0001459	evm.model.RL_5.3620	Cg006G224730
OG0001459	evm.model.RL_6.410, evm.model.RL_8.1345	Cg006G224750
OG0001461	evm.model.RL_6.1390	Cg005G173650
OG0001464	evm.model.RL_2.2505	Cg001G010700
OG0001464	evm.model.RL_1.3115	Cg004G155660
OG0001465	evm.model.RL_1.3105	Cg004G155420
OG0001465	evm.model.RL_2.2523	Cg001G010520
OG0001466	evm.model.RL_2.2666	Cg001G009010
OG0001466	evm.model.RL_6.353	Cg005G189820
OG0001467	evm.model.RL_4.3235	Cg008G283780
OG0001467	evm.model.RL_8.675	Cg003G082780
OG0001468	evm.model.RL_2.2929	Cg001G006170
OG0001468	evm.model.RL_2.2928	Cg001G006180
OG0001469	evm.model.RL_8.296	Cg014G331020, Cg003G078530
OG0001470	evm.model.RL_6.1661	Cg005G170880
OG0001470	evm.model.RL_2.1235	Cg001G024380
OG0001471	evm.model.RL_3.401	Cg007G250030
OG0001471	evm.model.RL_5.959	Cg006G234990
OG0001472	evm.model.RL_5.1338.1.687c88b3	Cg006G230990
OG0001472	evm.model.RL_7.2711	Cg002G075160
OG0001473	evm.model.RL_7.2569	Cg002G074310
OG0001473	evm.model.RL_5.1280	Cg006G231550
OG0001474	evm.model.RL_2.2119, evm.model.RL_2.2120	Cg001G014720, Cg001G014730
OG0001475	evm.model.RL_5.1070	Cg006G233850
OG0001475	evm.model.RL_3.254	Cg007G248000
OG0001476	evm.model.RL_1.855	Cg004G125080
OG0001477	evm.model.RL_4.2828	Cg008G318910, Cg008G288020
OG0001478	evm.model.RL_1.878	Cg004G125300
OG0001478	evm.model.RL_4.3239	Cg008G283750
OG0001479	evm.model.RL_1.1007	Cg004G126710
OG0001480	evm.model.RL_8.1185	Cg003G096940
OG0001480	evm.model.RL_2.2014	Cg001G015840
OG0001481	evm.model.RL_7.2306	Cg008G293350
OG0001482	evm.model.RL_4.2479.2.687c86d9	Cg008G291530
OG0001482	evm.model.RL_4.1216	Cg008G304840
OG0001483	evm.model.RL_4.1238	Cg008G304530
