Orthogroup	Cardamine_amara	Noccaea_praecox
OG0001980	evm.model.RL_5.1279	Np004G242340
OG0001981	evm.model.RL_5.1162	Np004G244430
OG0001981	evm.model.RL_7.2387.1.687c84bc	Np001G022640
OG0001982	evm.model.RL_7.2359	Np001G022250
OG0001982	evm.model.RL_5.1145.1.687c88b2	Np004G244600
OG0001983	evm.model.RL_7.2309	Np001G021320
OG0001983	evm.model.RL_2.78	Np005G318410, Np003G151780
OG0001984	evm.model.RL_7.2284.2.687c84bc	Np001G021010
OG0001984	evm.model.RL_2.66	Np005G318240
OG0001985	evm.model.RL_5.1096, evm.model.RL_2.1772	Np004G245570
OG0001986	evm.model.RL_7.691	Np001G061230
OG0001986	evm.model.RL_6.2238	Np006G330610
OG0001987	evm.model.RL_4.3117	Np003G128610
OG0001987	evm.model.RL_1.933.1.687c87eb	Np007G412050
OG0001988	evm.model.RL_1.1033	Np007G410580
OG0001988	evm.model.RL_4.2966	Np003G130770
OG0001989	evm.model.RL_1.1051	Np007G410350
OG0001989	evm.model.RL_4.2934	Np003G131390
OG0001990	evm.model.RL_8.1519	Np003G162470
OG0001992	evm.model.RL_2.2177	Np005G279000
OG0001992	evm.model.RL_8.1673	Np003G158660
OG0001993	evm.model.RL_8.1690	Np003G158290
OG0001993	evm.model.RL_2.2165	Np005G279170
OG0001994	evm.model.RL_8.1831	Np003G155830
OG0001994	evm.model.RL_2.2096	Np005G280170
OG0001995	evm.model.RL_4.1704	Np003G147440
OG0001996	evm.model.RL_4.2415	Np003G138430
OG0001996	evm.model.RL_4.1154	Np001G013580
OG0001997	evm.model.RL_6.184	Np006G368370
OG0001998	evm.model.RL_4.2643	Np003G135630
OG0001998	evm.model.RL_8.2505	Np001G004730
OG0001999	evm.model.RL_4.2785	Np003G133570
OG0001999	evm.model.RL_8.2233.1.687c8560	Np001G008940
OG0002000	evm.model.RL_8.2252	Np001G008710
OG0002000	evm.model.RL_4.2815	Np003G133280
OG0002001	evm.model.RL_4.135	Np001G034300
OG0002001	evm.model.RL_2.1339	Np005G293270
OG0002002	evm.model.RL_2.1545	Np001G038530
OG0002003	evm.model.RL_2.1720	Np005G285850
OG0002003	evm.model.RL_8.484	Np003G183260
OG0002004	evm.model.RL_8.570	Np003G181640
OG0002004	evm.model.RL_2.1791	Np005G302070
OG0002005	evm.model.RL_8.668	Np003G180050
OG0002005	evm.model.RL_2.1888	Np005G283240
OG0002006	evm.model.RL_2.1897	Np005G283150
OG0002006	evm.model.RL_3.841, evm.model.RL_8.681	Np003G179840
OG0002007	evm.model.RL_3.845, evm.model.RL_8.682	Np003G179830
OG0002007	evm.model.RL_2.1899	Np005G283130
OG0002008	evm.model.RL_8.721	Np003G178660
OG0002008	evm.model.RL_5.2680	Np004G205760
OG0002010	evm.model.RL_5.3029	Np004G211770
OG0002011	evm.model.RL_5.2991	Np004G212400
OG0002012	evm.model.RL_1.2937	Np007G375770
OG0002012	evm.model.RL_2.3072	Np005G266530
OG0002013	evm.model.RL_1.2943	Np007G375680
OG0002013	evm.model.RL_2.3083	Np005G267020
OG0002014	evm.model.RL_2.3119	Np005G267490
OG0002014	evm.model.RL_1.2961	Np007G375400
OG0002015	evm.model.RL_1.3041	Np007G374260
OG0002015	evm.model.RL_2.3195	Np005G268490
OG0002016	evm.model.RL_6.198	Np006G368080
OG0002016	evm.model.RL_2.3281_evm.model.RL_2.3282.1.687c9a00	Np030G439960, Np006G348000, Np006G352680, Np005G269660
OG0002017	evm.model.RL_1.1371	Np007G405550
OG0002017	evm.model.RL_2.3330	Np005G262340
OG0002017	evm.model.RL_6.142	Np006G368950
OG0002018	evm.model.RL_6.53	Np006G370550
OG0002018	evm.model.RL_2.3421	Np005G261140
OG0002019	evm.model.RL_5.2807	Np004G215790
OG0002019	evm.model.RL_6.1651	Np006G340200
OG0002021	evm.model.RL_2.1907	Np005G283050
OG0002021	evm.model.RL_3.849, evm.model.RL_8.689	Np003G179710
OG0002022	evm.model.RL_5.1594	Np004G238460
OG0002022	evm.model.RL_4.209	Np001G035970
OG0002023	evm.model.RL_1.2184	Np007G383820
OG0002023	evm.model.RL_2.992	Np005G304510
OG0002024	evm.model.RL_2.1031	Np005G303790
OG0002024	evm.model.RL_1.2137	Np007G382960
OG0002026	evm.model.RL_7.335	Np001G065780
OG0002027	evm.model.RL_7.635	Np001G061930
OG0002027	evm.model.RL_6.2288	Np006G329980
OG0002028	evm.model.RL_7.1815	Np001G045010
OG0002028	evm.model.RL_8.2111	Np003G151850
OG0002029	evm.model.RL_8.130	Np003G188380
OG0002030	evm.model.RL_8.281	Np003G186420
OG0002030	evm.model.RL_5.162	Np004G257370
OG0002031	evm.model.RL_6.1406	Np006G357850, Np004G255640
OG0002032	evm.model.RL_6.1318	Np006G356490
OG0002032	evm.model.RL_5.392	Np004G254720
OG0002033	evm.model.RL_5.528	Np004G252980
OG0002033	evm.model.RL_6.1156	Np006G347140, Np006G353660
OG0002034	evm.model.RL_5.604	Np004G251990
OG0002034	evm.model.RL_6.1014	Np006G360240
OG0002035	evm.model.RL_8.1621	Np003G160310
OG0002036	evm.model.RL_4.2057	Np003G142740
OG0002036	evm.model.RL_1.143	Np007G423570
OG0002037	evm.model.RL_4.2056	Np003G142750
OG0002037	evm.model.RL_1.145	Np007G423550
OG0002038	evm.model.RL_1.1591	Np007G391400
OG0002039	evm.model.RL_7.800	Np001G059430, Np001G059440
OG0002039	evm.model.RL_6.2090	Np006G333080
OG0002040	evm.model.RL_6.1752	Np006G338770
OG0002040	evm.model.RL_7.1089	Np001G055330
OG0002041	evm.model.RL_6.1871	Np006G337770
OG0002041	evm.model.RL_7.1052	Np001G056210
OG0002043	evm.model.RL_5.2127	Np004G198750
OG0002044	evm.model.RL_5.1407, evm.model.RL_5.1406	Np004G240780
OG0002045	evm.model.RL_5.1425	Np004G240580
OG0002045	evm.model.RL_3.2424	Np002G070980
OG0002046	evm.model.RL_5.1454	Np004G240230
OG0002046	evm.model.RL_3.2382	Np002G071560
OG0002047	evm.model.RL_5.1496	Np004G239690
OG0002047	evm.model.RL_3.2320	Np002G072520
OG0002048	evm.model.RL_5.1583	Np004G238590
OG0002048	evm.model.RL_3.1654.1.687c84bc	Np002G082190
OG0002049	evm.model.RL_3.1715	Np002G081470
OG0002049	evm.model.RL_5.1610	Np004G238210
OG0002050	evm.model.RL_5.3657	Np004G234560
OG0002050	evm.model.RL_3.2057	Np002G076410
OG0002051	evm.model.RL_5.3648	Np004G234470
OG0002052	evm.model.RL_5.3634	Np004G234280
OG0002052	evm.model.RL_3.2079	Np002G075980
OG0002053	evm.model.RL_5.3623, evm.model.RL_5.3610	Np002G113670
OG0002053	evm.model.RL_3.2109	Np002G075500
OG0002054	evm.model.RL_5.3466	Np004G231140
OG0002054	evm.model.RL_3.1520	Np002G083990
OG0002055	evm.model.RL_5.3443	Np004G230630
OG0002055	evm.model.RL_3.1464	Np002G084710
OG0002056	evm.model.RL_6.471	Np006G363730
OG0002057	evm.model.RL_2.2714	Np005G270990
OG0002057	evm.model.RL_6.424	Np006G364190
OG0002058	evm.model.RL_6.278	Np006G366590
OG0002059	evm.model.RL_5.375	Np004G254910
OG0002059	evm.model.RL_6.1331	Np006G356710
OG0002060	evm.model.RL_3.1424	Np002G085520
OG0002060	evm.model.RL_4.2145.1.687c86d7	Np003G141760
OG0002062	evm.model.RL_8.2178	Np005G316760, Np005G316750
OG0002063	evm.model.RL_4.2843	Np003G132800
OG0002063	evm.model.RL_8.1913	Np003G154590
OG0002064	evm.model.RL_7.1240, evm.model.RL_7.1239	Np001G053210
OG0002066	evm.model.RL_3.2090	Np002G075790
OG0002067	evm.model.RL_3.1999	Np002G077200
OG0002067	evm.model.RL_3.2000	Np002G077190
OG0002068	evm.model.RL_3.2328, evm.model.RL_3.2327	Np002G072410
OG0002068	evm.model.RL_3.2359	Np005G304660
OG0002069	evm.model.RL_3.2336	Np002G072320
OG0002070	evm.model.RL_5.1476	Np004G239980
OG0002070	evm.model.RL_3.2354	Np002G072070
OG0002071	evm.model.RL_1.1250	Np007G407620
OG0002071	evm.model.RL_5.3934.2.687c88c6	Np004G190950
OG0002072	evm.model.RL_1.1266	Np007G407340
OG0002073	evm.model.RL_5.3796.4.687c88c5	Np004G193040, Np004G193080
OG0002073	evm.model.RL_1.1406.2.687c87ed	Np007G404970
OG0002074	evm.model.RL_2.1172	Np005G307220, Np005G307210
OG0002074	evm.model.RL_1.1631	Np007G391890
OG0002075	evm.model.RL_1.3172	Np007G372580
OG0002075	evm.model.RL_1.3161, evm.model.RL_1.3171	Np007G372590
OG0002076	evm.model.RL_5.4011	Np004G190110
OG0002076	evm.model.RL_1.1172	Np007G408630
OG0002077	evm.model.RL_5.1914	Np004G195440
OG0002077	evm.model.RL_1.2037	Np007G381050
OG0002078	evm.model.RL_7.787	Np001G059630
OG0002078	evm.model.RL_7.788	Np001G059610
OG0002079	evm.model.RL_4.952, evm.model.RL_3.1619, evm.model.RL_4.964	Np005G279620, Np001G016140
OG0002080	evm.model.RL_2.1101	Np005G302340
OG0002080	evm.model.RL_2.1102	Np007G417430, Np007G417440
OG0002081	evm.model.RL_6.443	Np006G364000
OG0002082	evm.model.RL_7.923	Np001G057650
OG0002083	evm.model.RL_6.2256	Np006G330490
OG0002085	evm.model.RL_4.431, evm.model.RL_4.432	Np001G039960
OG0002092	evm.model.RL_8.683	Np005G298010
OG0002093	evm.model.RL_1.2726.1.687c87f0	Np007G378490
OG0002093	evm.model.RL_2.2948	Np005G264540
OG0002095	evm.model.RL_1.2906	Np007G376080
OG0002095	evm.model.RL_2.3053	Np005G266150
OG0002096	evm.model.RL_3.655	Np002G111330
OG0002096	evm.model.RL_5.796	Np004G249790
OG0002097	evm.model.RL_3.544	Np002G114130
OG0002097	evm.model.RL_5.876	Np004G248720, Np004G248730
OG0002098	evm.model.RL_3.390	Np002G116830
OG0002098	evm.model.RL_3.436	Np002G116370
OG0002099	evm.model.RL_5.962	Np004G247620
OG0002099	evm.model.RL_3.405	Np002G117140
OG0002101	evm.model.RL_2.72	Np005G318300
OG0002101	evm.model.RL_7.2303	Np001G021130
OG0002102	evm.model.RL_1.708	Np004G227540
OG0002103	evm.model.RL_3.26	Np002G124450
OG0002103	evm.model.RL_2.193	Np005G320270
OG0002104	evm.model.RL_3.103, evm.model.RL_3.105	Np002G123250
OG0002104	evm.model.RL_2.140	Np005G319350
OG0002105	evm.model.RL_3.181	Np002G121470
OG0002106	evm.model.RL_3.261	Np002G119790
OG0002106	evm.model.RL_5.1066	Np004G246020
OG0002107	evm.model.RL_7.704	Np001G060920
OG0002107	evm.model.RL_6.2220	Np006G330790
OG0002108	evm.model.RL_1.807	Np007G413890
OG0002109	evm.model.RL_4.3331, evm.model.RL_4.3226, evm.model.RL_1.887.1.687c87eb	Np007G412910
OG0002110	evm.model.RL_1.892	Np007G412830
OG0002110	evm.model.RL_4.3207	Np003G127500
OG0002111	evm.model.RL_4.3114	Np003G128640
OG0002111	evm.model.RL_1.934	Np007G412030
OG0002112	evm.model.RL_1.984	Np007G411360
OG0002113	evm.model.RL_6.1071	Np006G347540, Np006G353240
OG0002114	evm.model.RL_2.2287	Np005G277340
OG0002114	evm.model.RL_8.1448	Np003G163740
OG0002115	evm.model.RL_2.2203	Np005G278700
OG0002116	evm.model.RL_8.1635	Np003G159560
OG0002116	evm.model.RL_2.2185	Np005G278930
OG0002117	evm.model.RL_4.2313	Np003G139780
OG0002117	evm.model.RL_5.3167	Np004G210200
OG0002118	evm.model.RL_4.1163	Np001G013500
OG0002118	evm.model.RL_4.2421	Np003G138360
OG0002119	evm.model.RL_4.2511	Np003G137110
OG0002119	evm.model.RL_4.1232	Np001G012270
OG0002120	evm.model.RL_4.1368	Np001G010730
OG0002120	evm.model.RL_4.2692	Np003G134880
OG0002121	evm.model.RL_8.2255	Np001G008690
OG0002121	evm.model.RL_4.2817	Np003G133250
OG0002122	evm.model.RL_2.1287	Np005G295520
OG0002123	evm.model.RL_4.279.2.687c86cd	Np001G037080
OG0002123	evm.model.RL_2.1463	Np005G290410
OG0002124	evm.model.RL_4.292	Np001G037310
OG0002125	evm.model.RL_2.1566	Np005G288590
OG0002125	evm.model.RL_4.389	Np001G039270
OG0002126	evm.model.RL_8.415	Np003G184720
OG0002126	evm.model.RL_2.1635.1.687c86e3	Np005G287650
OG0002127	evm.model.RL_8.677	Np003G179920
OG0002127	evm.model.RL_2.1893	Np005G283200
OG0002128	evm.model.RL_8.718.1.687c8558	Np003G178710
OG0002128	evm.model.RL_5.2682.1.687c88bc	Np004G205710
OG0002129	evm.model.RL_8.797	Np003G177550
OG0002129	evm.model.RL_5.2572	Np004G208340
OG0002130	evm.model.RL_6.1353	Np006G356150
OG0002131	evm.model.RL_8.236	Np003G187010
OG0002131	evm.model.RL_5.124	Np004G257730
OG0002132	evm.model.RL_1.2940	Np007G375720
OG0002133	evm.model.RL_2.3081, evm.model.RL_2.3082	Np005G267010
OG0002134	evm.model.RL_2.3131	Np005G267590
OG0002134	evm.model.RL_1.2969	Np007G375270
OG0002135	evm.model.RL_1.3042	Np007G374250
OG0002135	evm.model.RL_2.3196	Np005G268500
OG0002136	evm.model.RL_6.31	Np006G370930
OG0002136	evm.model.RL_2.3444	Np005G260730
OG0002137	evm.model.RL_2.276_evm.model.RL_2.277	Np005G315580, Np005G318680, Np005G318670, Np005G315620
OG0002138	evm.model.RL_6.1522, evm.model.RL_1.2915	Np006G342500
OG0002138	evm.model.RL_6.1521	Np006G342520
OG0002139	evm.model.RL_5.2299	Np004G201960, Np004G201950
OG0002139	evm.model.RL_4.589	Np001G041970
OG0002140	evm.model.RL_8.756, evm.model.RL_8.757	Np003G178130
OG0002140	evm.model.RL_8.758	Np004G206250
OG0002141	evm.model.RL_2.886	Np005G306930
OG0002141	evm.model.RL_1.2290	Np007G385620
OG0002142	evm.model.RL_7.63	Np001G069460
OG0002142	evm.model.RL_6.2954	Np006G320550
OG0002143	evm.model.RL_6.2946	Np006G320660
OG0002144	evm.model.RL_6.2379	Np006G328330
OG0002145	evm.model.RL_6.2332	Np006G329010
OG0002145	evm.model.RL_7.552	Np001G062840
OG0002146	evm.model.RL_7.1885	Np001G044390
OG0002146	evm.model.RL_4.1457	Np003G150740
OG0002147	evm.model.RL_8.2064	Np003G152460, Np003G152410
OG0002148	evm.model.RL_8.2044	Np003G152760
OG0002148	evm.model.RL_7.1736	Np001G046120
OG0002149	evm.model.RL_8.2388	Np001G006560
OG0002150	evm.model.RL_7.1384	Np001G051280
OG0002150	evm.model.RL_8.2729	Np001G001910
OG0002151	evm.model.RL_8.2781	Np001G001160
OG0002152	evm.model.RL_8.2888	Np004G259420, Np004G259430
OG0002153	evm.model.RL_8.2879	Np004G259330
OG0002153	evm.model.RL_8.67	Np003G189240
OG0002154	evm.model.RL_4.459	Np001G040330
OG0002154	evm.model.RL_5.245	Np004G256460
OG0002155	evm.model.RL_4.500	Np001G040830
OG0002155	evm.model.RL_5.275	Np004G256060
OG0002156	evm.model.RL_6.1404, evm.model.RL_6.1405	Np007G386230
OG0002157	evm.model.RL_6.1327	Np006G356660
OG0002157	evm.model.RL_5.381	Np004G254860
OG0002158	evm.model.RL_2.2274_evm.model.RL_2.2275.2.687c99fb	Np005G277490
OG0002159	evm.model.RL_1.179	Np007G423200
OG0002160	evm.model.RL_1.262	Np007G422140
OG0002160	evm.model.RL_4.1895	Np003G144810
OG0002161	evm.model.RL_4.974	Np001G015750
OG0002161	evm.model.RL_1.376	Np007G420350
OG0002162	evm.model.RL_1.2259.1.687c87ef	Np007G384980
OG0002162	evm.model.RL_1.545	Np007G417520
OG0002164	evm.model.RL_1.619	Np007G416520
OG0002165	evm.model.RL_4.2275.2.687c86d8	Np003G140300
OG0002165	evm.model.RL_1.766	Np007G414440
OG0002166	evm.model.RL_7.731	Np001G060120
OG0002166	evm.model.RL_6.2158	Np006G331720
OG0002167	evm.model.RL_6.2066	Np006G333630
OG0002168	evm.model.RL_6.1675	Np006G339890
OG0002168	evm.model.RL_7.1150	Np001G054420
OG0002169	evm.model.RL_6.1970	Np006G335130
OG0002170	evm.model.RL_3.2388	Np002G071410
OG0002171	evm.model.RL_5.1464	Np004G240060
OG0002171	evm.model.RL_3.2365.1.687c84be	Np002G071710
OG0002172	evm.model.RL_5.1466	Np004G240050
OG0002172	evm.model.RL_3.2363, evm.model.RL_3.2367	Np002G071730
OG0002173	evm.model.RL_5.1493	Np004G239730, Np002G072480
OG0002174	evm.model.RL_5.1761	Np004G236410
OG0002174	evm.model.RL_3.1909.1.687c84bd	Np002G078630
OG0002175	evm.model.RL_3.2064	Np002G076220
OG0002175	evm.model.RL_5.3649	Np004G234480
OG0002176	evm.model.RL_5.3508	Np004G232030
OG0002176	evm.model.RL_5.3507	Np004G232020
OG0002177	evm.model.RL_5.3465	Np004G231110
OG0002178	evm.model.RL_3.1443	Np002G085210
OG0002178	evm.model.RL_5.3428	Np004G230370
OG0002179	evm.model.RL_3.1143	Np002G091230
OG0002179	evm.model.RL_5.3175	Np004G209900
OG0002181	evm.model.RL_2.2962	Np005G264690
OG0002182	evm.model.RL_8.2196	Np001G009450
OG0002182	evm.model.RL_5.1234	Np004G242950
OG0002183	evm.model.RL_5.1193	Np004G243650
OG0002183	evm.model.RL_7.2420	Np001G023090
OG0002184	evm.model.RL_5.2899, evm.model.RL_7.2187	Np005G301870
OG0002185	evm.model.RL_5.1061	Np004G246130
OG0002185	evm.model.RL_3.266	Np002G119730
OG0002186	evm.model.RL_3.400	Np002G117070
OG0002186	evm.model.RL_5.958	Np004G247670
OG0002187	evm.model.RL_5.836	Np004G249290
OG0002187	evm.model.RL_1.767	Np007G414430
OG0002188	evm.model.RL_3.287, evm.model.RL_5.414	Np006G351240, Np004G254410
OG0002189	evm.model.RL_1.1044	Np007G410470
OG0002189	evm.model.RL_4.2943	Np003G131240
OG0002190	evm.model.RL_1.976	Np007G411480
OG0002190	evm.model.RL_4.3055	Np003G129480
OG0002191	evm.model.RL_1.2010	Np007G380550, Np001G013680
OG0002192	evm.model.RL_7.2021	Np001G043840
OG0002192	evm.model.RL_4.1509	Np003G150160
OG0002194	evm.model.RL_5.3982	Np004G190370
OG0002194	evm.model.RL_1.1196	Np007G408300
OG0002195	evm.model.RL_1.1251	Np005G311990
OG0002195	evm.model.RL_5.3933	Np004G190960
OG0002196	evm.model.RL_2.1136, evm.model.RL_1.1598	Np005G301610
OG0002197	evm.model.RL_1.1665	Np007G392590
OG0002197	evm.model.RL_5.2188	Np004G199750
OG0002198	evm.model.RL_1.1711.1.687c87ee	Np007G393540
OG0002198	evm.model.RL_5.2150	Np004G199250
OG0002199	evm.model.RL_1.1727	Np007G393870
OG0002199	evm.model.RL_5.2143	Np004G199180
OG0002201	evm.model.RL_1.2876	Np007G376510
OG0002201	evm.model.RL_1.2877	Np007G376500
OG0002202	evm.model.RL_1.2895, evm.model.RL_1.2896, evm.model.RL_1.2897	Np007G376190, Np005G266140
OG0002203	evm.model.RL_4.2978	Np003G130670
OG0002203	evm.model.RL_1.3058	Np007G374090
OG0002205	evm.model.RL_5.2025	Np004G197040
OG0002206	evm.model.RL_5.2060	Np004G197780
OG0002206	evm.model.RL_1.1833	Np007G396020
OG0002207	evm.model.RL_2.1138	Np005G301580
OG0002207	evm.model.RL_2.1139	Np005G301540
OG0002208	evm.model.RL_7.665	Np001G061520
OG0002209	evm.model.RL_6.2679	Np006G324350, Np006G324310
OG0002209	evm.model.RL_7.277	Np001G066730
OG0002210	evm.model.RL_2.2907	Np005G264590, Np005G264760, Np001G040140, Np002G095440
OG0002211	evm.model.RL_1.3248, evm.model.RL_1.3247	Np001G044370
OG0002213	evm.model.RL_3.936	Np002G098050, Np002G098040
OG0002219	evm.model.RL_1.3156	Np007G372780
OG0002219	evm.model.RL_2.2439	Np005G275410
OG0002220	evm.model.RL_2.2472	Np005G275020
OG0002221	evm.model.RL_2.2482	Np005G274920
OG0002221	evm.model.RL_1.3138	Np007G373210
OG0002222	evm.model.RL_2.2755, evm.model.RL_6.472	Np005G270210
OG0002223	evm.model.RL_2.2608	Np005G272480
OG0002223	evm.model.RL_7.2619	Np006G333140
OG0002224	evm.model.RL_6.358	Np006G365520
OG0002224	evm.model.RL_2.2669	Np005G271630
OG0002225	evm.model.RL_2.2713	Np005G271000
OG0002225	evm.model.RL_6.422	Np006G364250
OG0002226	evm.model.RL_2.2919	Np005G264260
OG0002226	evm.model.RL_1.2762	Np007G378160
OG0002227	evm.model.RL_1.2911	Np007G376040
OG0002228	evm.model.RL_6.1624	Np006G340640
OG0002228	evm.model.RL_5.2719.3.687c88bd	Np004G205160
OG0002229	evm.model.RL_7.2673	Np001G027960
OG0002229	evm.model.RL_5.1356	Np004G241370
OG0002230	evm.model.RL_5.1316	Np004G241830
OG0002230	evm.model.RL_7.2621	Np001G026300
OG0002231	evm.model.RL_7.2473	Np001G023750
OG0002231	evm.model.RL_5.1200.2.687c88b2	Np004G243410
OG0002232	evm.model.RL_7.2418	Np001G023070
OG0002232	evm.model.RL_5.1194	Np004G243610
OG0002233	evm.model.RL_7.2169, evm.model.RL_7.2170	Np001G019630
OG0002234	evm.model.RL_2.252	Np005G315950
OG0002234	evm.model.RL_7.2144	Np001G019350
OG0002235	evm.model.RL_3.1046	Np002G094070
OG0002236	evm.model.RL_2.487	Np005G311790
OG0002237	evm.model.RL_2.541	Np005G311130
OG0002237	evm.model.RL_3.956	Np002G097520
OG0002238	evm.model.RL_3.55	Np002G124030
OG0002238	evm.model.RL_2.163	Np005G319950, Np005G319810
OG0002239	evm.model.RL_3.249	Np002G119960
OG0002239	evm.model.RL_5.1072	Np004G245890
OG0002240	evm.model.RL_8.1797	Np003G156310
OG0002241	evm.model.RL_4.3355	Np003G125750
OG0002241	evm.model.RL_1.811	Np007G413830
OG0002242	evm.model.RL_1.926	Np007G412110
OG0002242	evm.model.RL_4.3123	Np003G128540
OG0002243	evm.model.RL_2.1062, evm.model.RL_8.2759	Np005G303120
OG0002243	evm.model.RL_3.2468	Np002G070500
OG0002244	evm.model.RL_8.2373	Np001G006690
OG0002245	evm.model.RL_2.2026	Np005G281150
OG0002245	evm.model.RL_8.1231	Np003G184460
OG0002246	evm.model.RL_8.1287	Np003G167400
OG0002247	evm.model.RL_8.1297	Np003G167080
OG0002247	evm.model.RL_2.2059	Np005G280730
OG0002248	evm.model.RL_8.1537	Np003G163080, Np003G159840
OG0002248	evm.model.RL_2.2240	Np005G278270
OG0002249	evm.model.RL_8.1598	Np003G160620
OG0002250	evm.model.RL_8.1674	Np003G158640
OG0002251	evm.model.RL_8.1705	Np003G158100
OG0002251	evm.model.RL_2.2158	Np005G279240
OG0002252	evm.model.RL_8.1834	Np003G155760
OG0002252	evm.model.RL_2.2095	Np005G280180
OG0002253	evm.model.RL_4.2315	Np003G139750
OG0002253	evm.model.RL_5.3166	Np004G210190
OG0002254	evm.model.RL_4.1709	Np003G147380
OG0002255	evm.model.RL_4.1140	Np001G013760
OG0002255	evm.model.RL_4.2385	Np003G138840
OG0002256	evm.model.RL_4.273	Np001G033960, Np001G037000
OG0002256	evm.model.RL_2.1459	Np005G290440
OG0002257	evm.model.RL_2.1734	Np005G285600
OG0002257	evm.model.RL_2.1733	Np005G285620
OG0002258	evm.model.RL_6.1577	Np003G184160
OG0002259	evm.model.RL_2.3156	Np005G267960
OG0002259	evm.model.RL_2.3155	Np005G267950
OG0002260	evm.model.RL_2.526, evm.model.RL_2.522	Np005G284880, Np005G284890
OG0002261	evm.model.RL_2.3216	Np005G268670
OG0002262	evm.model.RL_2.3245	Np005G269090
OG0002262	evm.model.RL_6.225	Np006G367520
OG0002263	evm.model.RL_2.3362	Np005G261990
OG0002264	evm.model.RL_2.3457	Np005G260540
OG0002265	evm.model.RL_2.296	Np005G315110
OG0002265	evm.model.RL_7.2079	Np001G018810
OG0002266	evm.model.RL_4.632	Np001G042260
OG0002266	evm.model.RL_5.2268	Np004G200970
OG0002267	evm.model.RL_1.2306	Np007G386030
OG0002268	evm.model.RL_1.2226	Np007G384450
OG0002269	evm.model.RL_1.2199	Np007G383990
OG0002271	evm.model.RL_2.1037	Np005G303590
OG0002272	evm.model.RL_2.1085.1.687c86e2	Np007G381540
OG0002273	evm.model.RL_6.2682	Np006G324250
OG0002274	evm.model.RL_6.2554	Np006G325820
OG0002274	evm.model.RL_7.357.1.687c84b4	Np001G065350
OG0002275	evm.model.RL_6.2539	Np006G325950
OG0002275	evm.model.RL_7.367	Np001G065250
OG0002276	evm.model.RL_6.2538	Np006G325960
OG0002276	evm.model.RL_7.368	Np001G065260
OG0002277	evm.model.RL_7.568	Np001G062650
OG0002277	evm.model.RL_6.2347	Np006G328810, Np004G227080
OG0002278	evm.model.RL_7.625	Np001G062030
OG0002279	evm.model.RL_4.3383, evm.model.RL_8.1047	Np003G125440
OG0002279	evm.model.RL_1.240	Np007G422520
