Orthogroup	Cardamine_amara	Camelina_sativa
OG0001596	evm.model.RL_4.1836	XP_010454040.1, XP_010492812.1, XP_010420556.1
OG0001596	evm.model.RL_1.306	XP_010485746.1, XP_010463852.1, XP_010515325.1
OG0001597	evm.model.RL_1.522	XP_010464149.1, XP_019100183.1, XP_010489689.2
OG0001598	evm.model.RL_1.563	XP_010486127.1, XP_010437904.1, XP_010464199.1
OG0001598	evm.model.RL_4.1766	XP_010454140.1, XP_010420665.1, XP_010492924.1
OG0001599	evm.model.RL_4.781	XP_010493641.1, XP_010482075.1, XP_010442247.1
OG0001599	evm.model.RL_1.707	XP_010455734.1, XP_010486324.1, XP_010464391.1
OG0001600	evm.model.RL_6.1748	XP_010516879.1, XP_010505199.1, XP_010509461.1
OG0001600	evm.model.RL_7.1090	XP_010426928.1, XP_010515776.1, XP_010504049.1
OG0001601	evm.model.RL_5.1611	XP_019090817.1, XP_010476943.1, XP_010498155.1
OG0001601	evm.model.RL_3.1717	XP_010428220.1, XP_010416102.1, XP_010471369.1
OG0001602	evm.model.RL_5.3600	XP_010459862.1, XP_010498606.1, XP_010496337.1
OG0001602	evm.model.RL_3.2128	XP_010428792.1, XP_010416654.1, XP_010471911.1
OG0001603	evm.model.RL_3.1459	XP_010427850.1, XP_010471066.1, XP_010415751.1
OG0001603	evm.model.RL_5.3438	XP_010460115.1, XP_010477617.1, XP_010498835.1
OG0001604	evm.model.RL_5.3434.1.687c88c2	XP_010498838.1, XP_010477627.1, XP_010460118.1
OG0001604	evm.model.RL_3.1450	XP_010415743.1, XP_010471056.1, XP_010427837.1
OG0001605	evm.model.RL_5.3431	XP_010498842.1, XP_010460121.1, XP_010477629.1
OG0001605	evm.model.RL_3.1447.1.687c84bc	XP_010427834.1
OG0001606	evm.model.RL_6.250	XP_010472356.1, XP_010429312.1, XP_010417105.1
OG0001606	evm.model.RL_6.249	XP_010472355.1, XP_010417104.1, XP_010429311.1
OG0001607	evm.model.RL_5.1122	XP_010458688.1, XP_010494384.1, XP_010476231.1, XP_010476230.2
OG0001607	evm.model.RL_3.185	XP_010473531.1, XP_010430380.1, XP_010418309.1
OG0001608	evm.model.RL_5.998	XP_019098942.1
OG0001608	evm.model.RL_5.996	XP_010476053.1, XP_010458532.1
OG0001609	evm.model.RL_4.1747	XP_010492947.1, XP_010454171.1, XP_010420693.1
OG0001609	evm.model.RL_5.186	XP_010474945.1, XP_010457332.1, XP_010501299.2
OG0001610	evm.model.RL_1.973, evm.model.RL_4.3060	XP_010423537.1, XP_010490999.1, XP_010452379.1
OG0001611	evm.model.RL_3.1942, evm.model.RL_3.1943	XP_010428542.1, XP_010471638.1, XP_010416399.1
OG0001612	evm.model.RL_1.1241	XP_010500324.1, XP_010465161.1
OG0001612	evm.model.RL_3.880	XP_019094607.1, XP_019091356.1
OG0001612	evm.model.RL_5.3951	XP_010501190.1, XP_010480114.1
OG0001613	evm.model.RL_5.3770	XP_010479843.1
OG0001613	evm.model.RL_1.1453	XP_010502768.1, XP_010487354.1, XP_010465488.1
OG0001615	evm.model.RL_6.1260	XP_010469686.1, XP_010414100.1, XP_010510173.1
OG0001615	evm.model.RL_5.1933	XP_010500712.1, XP_019091308.1, XP_010479609.1
OG0001616	evm.model.RL_1.2938	XP_019098376.1, XP_019096590.1, XP_010467528.1
OG0001616	evm.model.RL_2.3073	XP_010432274.1, XP_010446917.1, XP_010437460.1
OG0001617	evm.model.RL_2.2491	XP_010447816.1, XP_010433073.1, XP_010438274.1
OG0001618	evm.model.RL_5.3995	XP_010480124.1, XP_010480123.1, XP_010480175.1, XP_010462480.1, XP_010501245.1
OG0001618	evm.model.RL_1.1183	XP_010499575.1, XP_010465064.1
OG0001619	evm.model.RL_7.1091	XP_010504047.1, XP_010426927.1, XP_010515774.1
OG0001619	evm.model.RL_6.1747	XP_010509462.1, XP_010516875.1, XP_010505198.1
OG0001620	evm.model.RL_2.1350	XP_019089114.1
OG0001620	evm.model.RL_2.1322	XP_010412985.1
OG0001622	evm.model.RL_5.1249	XP_010458875.1
OG0001623	evm.model.RL_7.1074	XP_010412619.1
OG0001623	evm.model.RL_7.697, evm.model.RL_7.696	XP_010427501.1
OG0001625	evm.model.RL_6.2285	XP_019093316.1, XP_019092685.1
OG0001626	evm.model.RL_6.2400	XP_010508534.1, XP_010517814.1, XP_010508535.1, XP_010506111.1
OG0001627	evm.model.RL_5.3155	XP_010499210.1, XP_010478059.1
OG0001627	evm.model.RL_5.3154	XP_010460488.1, XP_010478063.1
OG0001629	evm.model.RL_7.2463	XP_010514172.1, XP_019084815.1
OG0001631	evm.model.RL_3.1168	XP_019083235.1, XP_019101609.1, XP_019094047.1, XP_019094048.1
OG0001631	evm.model.RL_5.3196	XP_019091249.1, XP_019091250.1, XP_019099216.1, XP_019094203.1
OG0001642	evm.model.RL_1.2720	XP_010467271.1, XP_010517857.1, XP_010488928.1
OG0001642	evm.model.RL_2.2903	XP_010432501.1, XP_010447181.1, XP_019087131.1, XP_010437706.1
OG0001643	evm.model.RL_1.2838	XP_010516479.1, XP_010489237.1, XP_010467394.1
OG0001643	evm.model.RL_2.3017	XP_010437548.1, XP_010447017.1
OG0001644	evm.model.RL_3.384	XP_010473257.1, XP_010510910.1, XP_010418020.1
OG0001644	evm.model.RL_5.938	XP_010491832.1, XP_010458434.1, XP_010475954.1
OG0001645	evm.model.RL_7.2476	XP_019099880.1, XP_019085819.1
OG0001645	evm.model.RL_7.2482	XP_010425188.1, XP_010502413.1
OG0001646	evm.model.RL_7.2381	XP_010502556.1, XP_010514281.1, XP_010425339.1
OG0001646	evm.model.RL_5.1158	XP_010494877.1, XP_019095355.1, XP_010458743.2, XP_019090932.1
OG0001647	evm.model.RL_2.81	XP_010436030.1, XP_010450591.1, XP_010441254.1
OG0001647	evm.model.RL_7.2311	XP_010425454.1, XP_010502677.1, XP_010514406.1
OG0001648	evm.model.RL_2.67	XP_010436012.1, XP_010441235.1, XP_010450622.1
OG0001648	evm.model.RL_7.2288	XP_010425473.1
OG0001649	evm.model.RL_2.244	XP_010441099.1, XP_010450758.1, XP_010435835.1
OG0001649	evm.model.RL_7.2153	XP_010502885.1, XP_010425666.1, XP_010514602.1
OG0001650	evm.model.RL_7.2057.1.687c84bb	XP_010425768.1, XP_010502995.1
OG0001650	evm.model.RL_2.309, evm.model.RL_2.311	XP_010450845.1, XP_010435805.1, XP_010441026.1
OG0001651	evm.model.RL_2.2144	XP_010451175.1, XP_010438777.1, XP_010433524.1
OG0001652	evm.model.RL_1.831	XP_010486485.1, XP_010470399.1, XP_010464562.1
OG0001652	evm.model.RL_4.3337	XP_010452031.1, XP_010490610.1, XP_010423909.1
OG0001653	evm.model.RL_1.890	XP_010477207.1, XP_010486553.1
OG0001653	evm.model.RL_8.925	XP_019089813.1, XP_010455276.1, XP_010421770.1
OG0001654	evm.model.RL_4.3185	XP_010452229.1, XP_010423705.1, XP_010497141.1, XP_010490830.1
OG0001654	evm.model.RL_1.899	XP_010478286.1, XP_010464647.1, XP_010486565.1
OG0001655	evm.model.RL_4.2991	XP_010423464.1, XP_010452455.1, XP_010491083.1
OG0001655	evm.model.RL_1.1018	XP_010464803.1, XP_010486750.1, XP_010488822.1
OG0001656	evm.model.RL_1.1143	XP_010498983.1, XP_010486941.1
OG0001656	evm.model.RL_4.2241	XP_010453488.1, XP_010419995.1, XP_010492166.1
OG0001657	evm.model.RL_2.2216	XP_010448184.1, XP_010438672.1, XP_010433418.1
OG0001657	evm.model.RL_8.1581	XP_010448802.1, XP_010482899.1, XP_010443072.1
OG0001658	evm.model.RL_8.1611	XP_010443128.1, XP_010482941.1, XP_010449211.1
OG0001658	evm.model.RL_2.2201	XP_010438690.1, XP_010433433.1, XP_019089614.1
OG0001659	evm.model.RL_4.2805	XP_010423208.1, XP_010452708.1, XP_010491359.1
OG0001659	evm.model.RL_4.2807	XP_010491360.1, XP_010423211.1, XP_010452709.1
OG0001660	evm.model.RL_2.1578	XP_010439586.1, XP_010449182.1, XP_010434291.1
OG0001661	evm.model.RL_8.565	XP_010455642.1, XP_010433776.1, XP_010422177.1
OG0001661	evm.model.RL_2.1784	XP_010433994.1, XP_010448837.1, XP_010439283.1
OG0001662	evm.model.RL_2.1796, evm.model.RL_3.214	XP_010448812.1, XP_010433975.1, XP_010439270.1
OG0001662	evm.model.RL_8.582	XP_010433977.1, XP_010455613.1, XP_010422149.1
OG0001663	evm.model.RL_8.782	XP_010421920.1, XP_010437668.1, XP_010455399.1
OG0001663	evm.model.RL_5.3483	XP_010460049.1, XP_010498769.1
OG0001664	evm.model.RL_6.1557	XP_010509724.1, XP_010516618.1, XP_010504937.2
OG0001664	evm.model.RL_5.2895	XP_010478431.1, XP_010499570.1
OG0001665	evm.model.RL_6.1566	XP_010516632.1, XP_010504951.1, XP_010509710.1
OG0001666	evm.model.RL_2.3108	XP_010432221.1, XP_010446871.1, XP_010437415.1
OG0001666	evm.model.RL_1.2955	XP_010514687.1, XP_010467567.1, XP_010489403.1
OG0001667	evm.model.RL_6.224	XP_010417079.1, XP_010429276.1, XP_010472328.1
OG0001668	evm.model.RL_2.3272	XP_010451018.1, XP_010432047.1, XP_010437208.1
OG0001668	evm.model.RL_6.207	XP_010429249.1, XP_010472304.1, XP_010417061.1
OG0001669	evm.model.RL_6.119	XP_010429133.1, XP_010472211.1, XP_019083470.1
OG0001669	evm.model.RL_2.3368	XP_010446531.1, XP_010431950.1, XP_010437092.1
OG0001670	evm.model.RL_2.3441	XP_010444881.1
OG0001670	evm.model.RL_6.33, evm.model.RL_3.718	XP_010416867.1, XP_010472104.1, XP_010429023.1
OG0001671	evm.model.RL_8.871	XP_010455295.1, XP_010421795.1, XP_010436287.1
OG0001672	evm.model.RL_5.3119	XP_010499266.1, XP_010478125.1, XP_010460533.1
OG0001672	evm.model.RL_4.3098	XP_010452330.1, XP_010423590.1, XP_010490943.1
OG0001673	evm.model.RL_1.2466	XP_010450406.1, XP_010514569.1, XP_010435457.1, XP_010440750.1, XP_010488697.1, XP_010488695.1, XP_010467002.1
OG0001674	evm.model.RL_2.935	XP_010440510.1, XP_010450080.1, XP_010435172.1
OG0001674	evm.model.RL_2.936	XP_010440509.1, XP_010435168.1, XP_010450079.1
OG0001675	evm.model.RL_6.2847	XP_010507944.1, XP_010518386.1, XP_010506721.1
OG0001675	evm.model.RL_7.154	XP_010413309.1, XP_010512596.1, XP_010468987.1
OG0001677	evm.model.RL_7.421	XP_010413702.1, XP_010512189.1, XP_010469346.1
OG0001677	evm.model.RL_6.2449	XP_010506185.1, XP_010517875.1, XP_010508453.1
OG0001678	evm.model.RL_7.483.1.687c84b4	XP_010516534.1, XP_010427788.1
OG0001678	evm.model.RL_6.2409	XP_010517826.1, XP_010506124.1, XP_010508520.1
OG0001679	evm.model.RL_7.510	XP_010504808.1
OG0001679	evm.model.RL_6.2375	XP_010508560.1, XP_010506080.1, XP_019082344.1
OG0001681	evm.model.RL_8.2800	XP_010484624.1, XP_010444775.1, XP_010465252.1
OG0001681	evm.model.RL_7.1302	XP_010424899.1, XP_010503753.1, XP_010515458.1
OG0001682	evm.model.RL_8.333	XP_010422507.1, XP_010455961.1, XP_010430633.1
OG0001682	evm.model.RL_5.168, evm.model.RL_5.205	XP_010457352.1, XP_010482019.1, XP_010474965.1
OG0001683	evm.model.RL_4.476	XP_010481791.1, XP_010494392.1, XP_010441932.1, XP_010481790.1
OG0001684	evm.model.RL_4.543	XP_010442035.1, XP_010481872.1
OG0001684	evm.model.RL_5.293	XP_010483753.1, XP_010475096.1, XP_010457484.1
OG0001685	evm.model.RL_5.296.5.687c88ab	XP_010457489.1, XP_010483792.1, XP_010475101.1
OG0001685	evm.model.RL_4.544	XP_010442036.1, XP_010494312.1, XP_010481873.1
OG0001686	evm.model.RL_6.1419	XP_010413886.1, XP_010509903.1, XP_010469490.2
OG0001686	evm.model.RL_5.302	XP_010475111.1, XP_010483893.1, XP_010457499.1
OG0001687	evm.model.RL_5.325	XP_010484150.1, XP_010475137.1, XP_010457531.1
OG0001687	evm.model.RL_6.1399	XP_010413914.1, XP_010469514.1, XP_010509924.1
OG0001688	evm.model.RL_5.474	XP_010485830.1, XP_010457744.1, XP_010475346.1
OG0001688	evm.model.RL_6.1213	XP_010469752.1, XP_010414171.1, XP_010510229.1
OG0001689	evm.model.RL_5.520	XP_010486454.1, XP_010457808.1, XP_010475408.1
OG0001689	evm.model.RL_6.1169	XP_010414217.1, XP_010469798.1
OG0001690	evm.model.RL_6.1137	XP_010469853.1, XP_010414265.1, XP_010491643.1
OG0001690	evm.model.RL_5.538	XP_010475438.1, XP_010457838.1, XP_010486791.1
OG0001691	evm.model.RL_5.559	XP_010475462.1, XP_010457872.1, XP_010487116.1
OG0001691	evm.model.RL_6.1104	XP_010510405.1, XP_010469892.1, XP_010414310.1
OG0001692	evm.model.RL_6.1092	XP_019091255.1, XP_010414325.1, XP_010469906.1, XP_010510420.1, XP_019094844.1, XP_019098876.1
OG0001693	evm.model.RL_6.997	XP_019093996.1, XP_019083084.1, XP_019101458.1
OG0001693	evm.model.RL_5.610	XP_010475518.1, XP_010457947.1, XP_010487664.1
OG0001694	evm.model.RL_4.1950	XP_010420398.1, XP_010492624.1
OG0001695	evm.model.RL_5.724.1.687c88ae	XP_010458106.1, XP_010489194.1, XP_010475669.1
OG0001695	evm.model.RL_1.365	XP_010415759.1, XP_010463930.1, XP_010485829.1
OG0001696	evm.model.RL_4.1005	XP_010494044.1, XP_010455156.1, XP_010421656.1
OG0001696	evm.model.RL_1.428	XP_010485906.1, XP_010422824.1
OG0001697	evm.model.RL_1.610.2.687c87eb	XP_010464255.1, XP_010443616.1, XP_010486193.1
OG0001697	evm.model.RL_4.922	XP_019090593.1, XP_019087116.1
OG0001698	evm.model.RL_6.2103	XP_010508950.1, XP_019102549.1
OG0001698	evm.model.RL_7.781	XP_010427370.1, XP_010504446.1, XP_010516165.1
OG0001699	evm.model.RL_7.1010, evm.model.RL_7.1028	XP_010427008.1, XP_010515851.1, XP_010504124.1
OG0001699	evm.model.RL_6.1842	XP_010505323.1, XP_010509341.1, XP_010517010.1
OG0001700	evm.model.RL_4.504, evm.model.RL_3.2325	XP_010417543.1, XP_010429794.1, XP_010472766.1
OG0001700	evm.model.RL_5.1492	XP_010476757.1, XP_010459188.1, XP_010497860.1
OG0001701	evm.model.RL_5.3694	XP_010498470.1, XP_010459719.1
OG0001701	evm.model.RL_3.2028	XP_010471763.1, XP_019083396.1, XP_010428665.1
OG0001702	evm.model.RL_3.2106	XP_010471863.1, XP_010416623.1, XP_010428766.1
OG0001702	evm.model.RL_5.3612	XP_010477403.1, XP_010459850.1, XP_010498595.1
OG0001703	evm.model.RL_5.3566	XP_010459913.1, XP_010498649.1, XP_010477440.1
OG0001703	evm.model.RL_3.2166	XP_010428846.1, XP_010416718.1, XP_010471960.1
OG0001704	evm.model.RL_5.3480	XP_010498773.1, XP_010460052.1, XP_019095000.1
OG0001705	evm.model.RL_5.3444	XP_010477619.1, XP_010498828.1, XP_010460110.2, XP_010477610.1
OG0001705	evm.model.RL_3.1465	XP_010427856.1, XP_010471074.2, XP_010415758.1
OG0001706	evm.model.RL_5.3156, evm.model.RL_5.3158	XP_019099226.1, XP_019095038.1, XP_019094349.1, XP_019091678.1, XP_019099225.1, XP_019091969.1
OG0001708	evm.model.RL_4.1111	XP_010493917.1, XP_010421517.1, XP_010455012.1
OG0001708	evm.model.RL_1.523	XP_010433691.1, XP_010464150.1, XP_010486068.1
OG0001709	evm.model.RL_8.2364	XP_010444155.1, XP_010484005.1, XP_010459447.1
OG0001709	evm.model.RL_7.1574	XP_010426278.1, XP_019102284.1, XP_010503431.1
OG0001710	evm.model.RL_5.3622	XP_010477392.1, XP_010459837.1, XP_010498579.1
OG0001710	evm.model.RL_5.2450	XP_010428759.1, XP_010416618.1
OG0001711	evm.model.RL_2.1119	XP_010434917.1, XP_010449887.1, XP_010440247.1
OG0001712	evm.model.RL_5.2066	XP_019091442.1, XP_010500507.1, XP_010479459.1
OG0001712	evm.model.RL_1.1820	XP_010507472.1, XP_010487841.1
OG0001713	evm.model.RL_5.2048	XP_010461836.1, XP_010500536.1, XP_010479428.1
OG0001713	evm.model.RL_1.1856	XP_010466103.1, XP_010507798.1, XP_010487899.1
OG0001714	evm.model.RL_1.1979.1.687c87ee	XP_010509100.1, XP_010488042.1
OG0001714	evm.model.RL_5.1966	XP_010500668.1, XP_010479555.1
OG0001715	evm.model.RL_1.2354	XP_010513600.1, XP_010466870.1, XP_010488565.1
OG0001715	evm.model.RL_1.2335	XP_010466843.1, XP_010513421.1, XP_010490110.2
OG0001717	evm.model.RL_7.2614, evm.model.RL_7.2606, evm.model.RL_7.2605	XP_010506910.1
OG0001717	evm.model.RL_7.2607	XP_010495977.1
OG0001718	evm.model.RL_7.1706	XP_010426118.1
OG0001718	evm.model.RL_7.1704	XP_010426116.1
OG0001719	evm.model.RL_3.584	XP_010468642.1, XP_019092306.1, XP_010424423.1, XP_010490153.1, XP_010466128.2
OG0001721	evm.model.RL_5.1165	XP_010514348.1, XP_010502631.1, XP_010425407.1, XP_019091938.1, XP_010500513.1, XP_010481068.2, XP_010476300.1, XP_010458752.1, XP_010494965.1
OG0001725	evm.model.RL_4.1817	XP_010454064.1, XP_010420583.1, XP_019097374.1
OG0001726	evm.model.RL_1.3173, evm.model.RL_8.1511	XP_010507316.1, XP_010462955.1
OG0001727	evm.model.RL_8.1832	XP_010443444.2, XP_010443445.1
OG0001728	evm.model.RL_4.769	XP_010424358.1, XP_010456717.1, XP_010497128.1, XP_010424357.1, XP_010495523.2, XP_010493922.1
OG0001729	evm.model.RL_2.222	XP_019099633.1, XP_019085456.1, XP_010466664.1, XP_010514678.1, XP_019099634.1
OG0001730	evm.model.RL_2.204	XP_010447139.1, XP_010436173.1, XP_010441396.1
OG0001730	evm.model.RL_2.2341	XP_010438483.1, XP_010433240.1, XP_010448001.1
OG0001731	evm.model.RL_2.2529	XP_010438218.1, XP_019086036.1, XP_019089551.1
OG0001732	evm.model.RL_2.2535	XP_010447756.1, XP_010433018.1, XP_010438208.1
OG0001733	evm.model.RL_2.2569	XP_010447699.1, XP_010438163.1, XP_019086677.1
OG0001733	evm.model.RL_6.284	XP_010429350.1, XP_010472393.1, XP_010417136.1
OG0001734	evm.model.RL_2.2601	XP_010432926.1, XP_010447643.1, XP_010438109.1
OG0001734	evm.model.RL_6.306	XP_010472421.1, XP_010429381.1
OG0001735	evm.model.RL_1.2719	XP_010517867.1, XP_010488929.1, XP_010467268.1
OG0001735	evm.model.RL_2.2902	XP_010437705.1, XP_010447182.1, XP_010432502.1
OG0001736	evm.model.RL_2.3061	XP_010437482.1, XP_010432289.1, XP_010446932.1
OG0001736	evm.model.RL_1.2912	XP_010515176.1, XP_010467503.1
OG0001737	evm.model.RL_6.1589	XP_010504992.1, XP_010509675.1, XP_010516671.1
OG0001737	evm.model.RL_5.2826	XP_010460915.1, XP_010499657.1
OG0001738	evm.model.RL_6.1622	XP_010509623.1, XP_010505041.1, XP_010516715.1
OG0001739	evm.model.RL_3.621	XP_010470318.1, XP_010511351.1
OG0001739	evm.model.RL_5.822	XP_010458260.1, XP_010475804.1, XP_010490215.1
OG0001740	evm.model.RL_3.562	XP_010414739.1, XP_010470263.1, XP_010511081.1
OG0001740	evm.model.RL_5.861	XP_010458322.1, XP_010480403.2, XP_010490575.1
OG0001741	evm.model.RL_5.902.5.687c88b0	XP_010462621.1, XP_010491057.1, XP_019094384.1
OG0001741	evm.model.RL_3.532	XP_019093263.1, XP_019093965.1, XP_010414681.1, XP_010511021.1
OG0001743	evm.model.RL_5.980	XP_010458504.1, XP_010492493.1, XP_010476025.1
OG0001743	evm.model.RL_3.355	XP_010473333.1, XP_010418095.1, XP_010430139.1
OG0001744	evm.model.RL_2.99	XP_010450573.1, XP_010441267.1, XP_010436044.1
OG0001744	evm.model.RL_7.2327	XP_010425434.1, XP_010502657.1, XP_010514380.1
OG0001745	evm.model.RL_7.2267	XP_010514452.1, XP_010502733.1, XP_019084849.1
OG0001745	evm.model.RL_2.48	XP_010435989.1, XP_010441208.1, XP_010450641.1
OG0001746	evm.model.RL_7.2193	XP_010425630.1, XP_010514554.1
OG0001746	evm.model.RL_2.216	XP_010441119.1, XP_010435954.1, XP_010450734.1
OG0001748	evm.model.RL_2.384	XP_010440930.1, XP_010435727.1, XP_010450941.1
OG0001748	evm.model.RL_3.1080	XP_010511617.1, XP_010470595.2, XP_010415249.1
OG0001749	evm.model.RL_3.50	XP_010430558.1, XP_010418488.1, XP_010473691.1
OG0001749	evm.model.RL_2.171	XP_010436132.1, XP_010441353.1, XP_019091834.1, XP_019086618.1
OG0001750	evm.model.RL_3.151	XP_010418369.1, XP_010473585.1, XP_010430443.1, XP_010418367.1, XP_010473594.1, XP_010430442.1
OG0001751	evm.model.RL_1.1088	XP_010498089.1, XP_010486848.1, XP_010464891.1
OG0001751	evm.model.RL_4.2898	XP_010423338.1, XP_010491207.1, XP_010452575.1
OG0001752	evm.model.RL_7.1509	XP_010451624.1
OG0001753	evm.model.RL_1.1131	XP_010498804.1, XP_010486922.1, XP_010464987.1
OG0001753	evm.model.RL_4.2853	XP_010452643.1, XP_010491277.1, XP_010423270.1
OG0001754	evm.model.RL_8.1211	XP_010442849.1, XP_010482435.1, XP_010442586.1
OG0001754	evm.model.RL_2.2020	XP_010433689.1, XP_010448480.1
OG0001755	evm.model.RL_2.2086	XP_010448386.1, XP_010433597.1, XP_010438839.1
OG0001755	evm.model.RL_8.1356.1.687c855b	XP_010482624.1, XP_010442795.1, XP_010445052.1
OG0001756	evm.model.RL_8.1392	XP_010485092.1, XP_010442852.1, XP_010445434.1
OG0001756	evm.model.RL_2.2299	XP_010433299.1, XP_010438542.1, XP_010448072.1
OG0001757	evm.model.RL_2.2178	XP_010438725.1, XP_010433468.1, XP_010448241.1
OG0001758	evm.model.RL_4.1707	XP_010493012.1, XP_019083891.1, XP_010454221.1
OG0001758	evm.model.RL_4.2337	XP_010492013.1, XP_010419839.1, XP_010453327.1
OG0001759	evm.model.RL_4.2751	XP_010495106.2, XP_010452772.1, XP_010423147.1
OG0001759	evm.model.RL_8.2180.1.687c855f	XP_010483773.1, XP_019086949.1
OG0001760	evm.model.RL_2.1310	XP_010439981.1, XP_010434643.1, XP_010449591.1
OG0001760	evm.model.RL_4.87	XP_010481365.1, XP_010494934.1, XP_010441499.1
OG0001761	evm.model.RL_2.1420	XP_010434509.1, XP_010439831.1, XP_010449492.1
OG0001762	evm.model.RL_2.1453	XP_010434476.1, XP_010439787.1, XP_010449440.1
OG0001762	evm.model.RL_4.261	XP_010441685.1, XP_010481545.1, XP_010494685.1
OG0001763	evm.model.RL_2.1542	XP_010449274.1, XP_010439633.1, XP_010434345.1
OG0001763	evm.model.RL_2.933	XP_019089356.1
OG0001764	evm.model.RL_8.490	XP_010422257.1, XP_010432932.1, XP_010496171.1
OG0001764	evm.model.RL_2.1722	XP_010434075.1, XP_010439361.1, XP_010448927.1
OG0001766	evm.model.RL_8.739	XP_010421959.1, XP_010437116.1, XP_010455439.1
OG0001766	evm.model.RL_5.2643	XP_010461137.1, XP_010499861.1
OG0001767	evm.model.RL_3.1585.3.687c84bc	XP_010471206.1, XP_019083299.1, XP_010428039.1
OG0001767	evm.model.RL_8.825	XP_010455352.1, XP_010421859.1, XP_010438278.1
OG0001768	evm.model.RL_6.1437	XP_010413850.1, XP_010469460.1, XP_010509873.1
OG0001768	evm.model.RL_5.3090	XP_010478160.1, XP_010499300.1, XP_010460578.1
OG0001769	evm.model.RL_1.2970	XP_010489425.1, XP_010413357.1, XP_010467585.1
OG0001769	evm.model.RL_2.3132	NP_001306212.1, XP_010437390.1, XP_010432203.1
OG0001770	evm.model.RL_8.2700	XP_010463961.1, XP_010444637.1, XP_010484487.1
OG0001770	evm.model.RL_7.1401	XP_010515358.1, XP_010503659.1, XP_010426520.1
OG0001771	evm.model.RL_6.186	XP_010472278.1, XP_010417037.1, XP_010429213.1
OG0001771	evm.model.RL_2.3293	XP_010446617.1, XP_010432023.1, XP_019088835.1
OG0001772	evm.model.RL_2.3469	XP_010436948.1, XP_010446361.1
OG0001772	evm.model.RL_3.1175	XP_010511788.1, XP_010415416.1, XP_010470751.1
OG0001773	evm.model.RL_8.1343	XP_010444869.1, XP_019096093.1
OG0001773	evm.model.RL_6.1524	XP_010509762.1, XP_010516582.1
OG0001774	evm.model.RL_4.576	XP_010484874.1, XP_019088007.1, XP_019095789.1, XP_019097677.1
OG0001775	evm.model.RL_2.1705	XP_010434096.1, XP_010448955.1, XP_010439388.1
OG0001776	evm.model.RL_4.305	XP_010494628.1, XP_010481607.1
OG0001777	evm.model.RL_8.172, evm.model.RL_8.173	XP_019088864.1, XP_010422664.1, XP_010456099.1, XP_010466434.1
OG0001777	evm.model.RL_2.24	XP_010450673.1, XP_010441177.1, XP_010435905.1
OG0001778	evm.model.RL_6.2917	XP_010506806.1, XP_010518480.1, XP_010507865.1
OG0001778	evm.model.RL_7.82	XP_010468914.1, XP_010413227.1, XP_010512678.1
