Orthogroup	Cardamine_amara	Arabidopsis_arenosa
OG0004111	evm.model.RL_4.2723	jg4671
OG0004112	evm.model.RL_8.2226	jg23097
OG0004113	evm.model.RL_2.1411	jg10739, jg10736
OG0004114	evm.model.RL_2.1414	jg10735
OG0004115	evm.model.RL_2.1436	jg10711
OG0004117	evm.model.RL_2.1628	jg10447, jg10446
OG0004118	evm.model.RL_2.1678	jg10388
OG0004119	evm.model.RL_5.2605	jg32023
OG0004119	evm.model.RL_8.775	jg7343
OG0004120	evm.model.RL_2.1619	jg10458
OG0004121	evm.model.RL_5.2351	jg32601
OG0004122	evm.model.RL_2.1003, evm.model.RL_5.2369	jg32536
OG0004123	evm.model.RL_6.1501, evm.model.RL_5.3013	jg31426
OG0004124	evm.model.RL_5.2853	jg31651
OG0004125	evm.model.RL_2.3182	jg8670
OG0004126	evm.model.RL_6.1785	jg18831
OG0004127	evm.model.RL_6.357	jg8574
OG0004128	evm.model.RL_2.3472	jg8317, jg8318
OG0004129	evm.model.RL_5.616	jg29117
OG0004130	evm.model.RL_7.2134	jg13706
OG0004131	evm.model.RL_1.3282	jg28315
OG0004132	evm.model.RL_6.1454	jg18465
OG0004132	evm.model.RL_5.2394	jg32474
OG0004133	evm.model.RL_4.602	jg20988
OG0004134	evm.model.RL_5.2228	jg32828
OG0004136	evm.model.RL_8.569	jg7605
OG0004137	evm.model.RL_4.85	jg20337
OG0004138	evm.model.RL_2.974	jg11307
OG0004139	evm.model.RL_2.112	jg12746
OG0004140	evm.model.RL_6.2893	jg20152
OG0004141	evm.model.RL_6.2851	jg20110, jg20111
OG0004142	evm.model.RL_6.2545	jg19771
OG0004143	evm.model.RL_6.2490	jg19705
OG0004144	evm.model.RL_6.2419	jg19618
OG0004145	evm.model.RL_6.2413	jg19609
OG0004147	evm.model.RL_4.1555	jg5967
OG0004148	evm.model.RL_4.1514	jg6011
OG0004149	evm.model.RL_4.1426.1.687c86d3	jg6133
OG0004150	evm.model.RL_8.2087	jg22953
OG0004151	evm.model.RL_8.1975	jg22819
OG0004152	evm.model.RL_2.616, evm.model.RL_2.617, evm.model.RL_8.2491	jg23403
OG0004153	evm.model.RL_8.43	jg8218
OG0004154	evm.model.RL_8.134, evm.model.RL_8.137	jg8136
OG0004155	evm.model.RL_8.142	jg8142
OG0004156	evm.model.RL_8.259	jg7980
OG0004157	evm.model.RL_8.262	jg7978
OG0004158	evm.model.RL_4.3246.1.687c86dd	jg4027
OG0004158	evm.model.RL_4.502	jg20838
OG0004159	evm.model.RL_5.278	jg28742
OG0004161	evm.model.RL_6.1280, evm.model.RL_6.1282	jg18253
OG0004162	evm.model.RL_6.1142	jg18091
OG0004163	evm.model.RL_6.1134	jg18082
OG0004164	evm.model.RL_5.545	jg29048
OG0004166	evm.model.RL_7.1984	jg14082
OG0004167	evm.model.RL_2.2245	jg9723
OG0004168	evm.model.RL_4.2200	jg5242
OG0004168	evm.model.RL_1.39	jg23917
OG0004169	evm.model.RL_1.231	jg24138
OG0004170	evm.model.RL_1.316	jg24258
OG0004171	evm.model.RL_1.359	jg24320
OG0004172	evm.model.RL_1.422	jg24395
OG0004173	evm.model.RL_1.415	jg24388
OG0004174	evm.model.RL_1.701	jg24711
OG0004175	evm.model.RL_6.2170	jg19311
OG0004176	evm.model.RL_6.1879	jg18940
OG0004178	evm.model.RL_5.1470	jg30112
OG0004179	evm.model.RL_5.1733, evm.model.RL_5.1731	jg30423
OG0004180	evm.model.RL_7.2425.2.687c84bd	jg13272
OG0004181	evm.model.RL_5.3668	jg30616
OG0004182	evm.model.RL_3.1598	jg2833
OG0004183	evm.model.RL_2.1971.2.687c86e4	jg10019
OG0004184	evm.model.RL_2.1983	jg10007
OG0004185	evm.model.RL_2.1997	jg9989
OG0004186	evm.model.RL_2.249	jg12555, jg7217
OG0004187	evm.model.RL_2.2025	jg9956
OG0004188	evm.model.RL_8.1295	jg22534, jg21879
OG0004189	evm.model.RL_7.2363	jg13353
OG0004190	evm.model.RL_5.1116	jg29698
OG0004191	evm.model.RL_5.688	jg29193
OG0004193	evm.model.RL_4.2030	jg5435
OG0004194	evm.model.RL_4.2010	jg5453
OG0004195	evm.model.RL_7.1887	jg5554
OG0004195	evm.model.RL_7.1756	jg7040, jg5555
OG0004196	evm.model.RL_3.135, evm.model.RL_4.1064	jg6613
OG0004198	evm.model.RL_4.1160	jg6486
OG0004199	evm.model.RL_2.2708	jg9200
OG0004200	evm.model.RL_4.1300_evm.model.RL_4.1302.1.687c9998	jg6281
OG0004201	evm.model.RL_4.1388	jg6186
OG0004201	evm.model.RL_4.2711	jg4684
OG0004202	evm.model.RL_8.2170	jg23043
OG0004203	evm.model.RL_3.1101, evm.model.RL_3.1202	jg33427
OG0004204	evm.model.RL_8.2332	jg23214
OG0004205	evm.model.RL_8.1930	jg22768
OG0004206	evm.model.RL_7.1439	jg14813
OG0004206	evm.model.RL_7.1440	jg14812
OG0004207	evm.model.RL_7.1797	jg14339
OG0004208	evm.model.RL_3.1787	jg3020
OG0004208	evm.model.RL_8.832	jg7261
OG0004209	evm.model.RL_3.1550	jg2777
OG0004210	evm.model.RL_3.1562	jg2793
OG0004211	evm.model.RL_3.1599, evm.model.RL_3.1011	jg2834
OG0004212	evm.model.RL_3.2177	jg3447
OG0004213	evm.model.RL_3.1838	jg3076
OG0004214	evm.model.RL_3.1728	jg2964, jg18182, jg18181
OG0004215	evm.model.RL_3.2233	jg3511
OG0004216	evm.model.RL_3.2398	jg3688
OG0004217	evm.model.RL_1.1169	jg25226
OG0004218	evm.model.RL_1.1452	jg25561, jg12054, jg12085
OG0004219	evm.model.RL_1.1481	jg25599
OG0004220	evm.model.RL_1.1522	jg25640
OG0004221	evm.model.RL_1.1721_evm.model.RL_1.1722_evm.model.RL_1.1723	jg25931
OG0004222	evm.model.RL_1.1732	jg25941
OG0004223	evm.model.RL_1.1809	jg26037
OG0004224	evm.model.RL_1.1834.1.687c87ee	jg26066
OG0004225	evm.model.RL_1.1861	jg26103
OG0004226	evm.model.RL_1.2038	jg26299
OG0004227	evm.model.RL_1.2095	jg26369
OG0004228	evm.model.RL_1.2096	jg26370
OG0004229	evm.model.RL_1.2134	jg26450
OG0004230	evm.model.RL_1.2146.3.687c87ef	jg26466
OG0004232	evm.model.RL_1.2257	jg26610
OG0004233	evm.model.RL_1.2279	jg26640
OG0004234	evm.model.RL_1.2976	jg27931
OG0004235	evm.model.RL_1.3101.2.687c87f1	jg28093
OG0004236	evm.model.RL_2.2406	jg9544
OG0004237	evm.model.RL_2.575, evm.model.RL_2.576	jg12031
OG0004238	evm.model.RL_5.3975	jg33774
OG0004239	evm.model.RL_5.3960	jg33757
OG0004240	evm.model.RL_5.3865	jg33636
OG0004241	evm.model.RL_5.3842	jg30250, jg33600
OG0004242	evm.model.RL_5.3797	jg33548
OG0004243	evm.model.RL_5.3783	jg33525
OG0004244	evm.model.RL_5.1934	jg33278
OG0004245	evm.model.RL_5.2145	jg25934, jg13532
OG0004246	evm.model.RL_5.2190, evm.model.RL_8.814	jg32897
OG0004248	evm.model.RL_2.124, evm.model.RL_2.119, evm.model.RL_1.603	jg24613
OG0004249	evm.model.RL_4.1149	jg6497
OG0004250	evm.model.RL_3.2426	jg3717, jg8187
OG0004251	evm.model.RL_7.627	jg15750
OG0004252	evm.model.RL_7.556	jg15817
OG0004253	evm.model.RL_7.291	jg16132
OG0004254	evm.model.RL_1.361, evm.model.RL_5.399	jg4319, jg16221
OG0004255	evm.model.RL_7.134	jg16300
OG0004256	evm.model.RL_4.3177	jg4097
OG0004257	evm.model.RL_6.2647	jg19611
OG0004260	evm.model.RL_8.64	jg8195
OG0004261	evm.model.RL_2.2420	jg9529
OG0004263	evm.model.RL_6.308, evm.model.RL_6.220, evm.model.RL_6.269	jg16775, jg16774, jg16770
OG0004264	evm.model.RL_6.1513	jg18523, jg18524
OG0004265	evm.model.RL_5.3087, evm.model.RL_5.3108	jg31305
OG0004266	evm.model.RL_8.1556, evm.model.RL_8.1558, evm.model.RL_8.1559	jg32077
OG0004266	evm.model.RL_4.528	jg22294
OG0004267	evm.model.RL_8.2428	jg23332
OG0004268	evm.model.RL_7.1874, evm.model.RL_7.1893, evm.model.RL_7.1905, evm.model.RL_7.1895	jg14195, jg14188, jg14199
OG0004269	evm.model.RL_5.2398	jg6754
OG0004275	evm.model.RL_2.2418	jg9531
OG0004276	evm.model.RL_7.2465	jg13217, jg28081
OG0004277	evm.model.RL_2.2540	jg9390
OG0004278	evm.model.RL_2.2619	jg9286
OG0004279	evm.model.RL_2.2651	jg9264
OG0004280	evm.model.RL_2.2835	jg9063
OG0004281	evm.model.RL_2.2913.1.687c86e7	jg8968
OG0004282	evm.model.RL_2.2986	jg8893
OG0004283	evm.model.RL_2.3043	jg8833
OG0004284	evm.model.RL_5.2812	jg31742
OG0004285	evm.model.RL_7.1963, evm.model.RL_5.2740	jg31861
OG0004286	evm.model.RL_3.705, evm.model.RL_3.704	jg1437, jg1438
OG0004287	evm.model.RL_7.2679	jg12924
OG0004288	evm.model.RL_7.2578	jg13070
OG0004289	evm.model.RL_7.2462	jg13219
OG0004290	evm.model.RL_7.2304	jg13449
OG0004291	evm.model.RL_4.64	jg20313
OG0004292	evm.model.RL_7.2199	jg13615
OG0004293	evm.model.RL_3.787	jg20624
OG0004294	evm.model.RL_3.784	jg1585
OG0004294	evm.model.RL_6.2373	jg19567
OG0004295	evm.model.RL_6.2244	jg19395
OG0004296	evm.model.RL_1.914	jg24936
OG0004297	evm.model.RL_1.1029	jg25070
OG0004298	evm.model.RL_1.1094	jg25137
OG0004299	evm.model.RL_8.1190	jg21744
OG0004300	evm.model.RL_8.1230	jg21785, jg32509
OG0004301	evm.model.RL_8.1233	jg1918, jg21791
OG0004302	evm.model.RL_8.1262	jg21830
OG0004303	evm.model.RL_2.2168	jg9800
OG0004304	evm.model.RL_8.1872	jg22702
OG0004305	evm.model.RL_4.1135	jg6531
OG0004306	evm.model.RL_4.2279	jg5158
OG0004307	evm.model.RL_4.2399	jg25451, jg5026
OG0004309	evm.model.RL_4.2702	jg4693
OG0004310	evm.model.RL_4.2733	jg4663
OG0004311	evm.model.RL_4.180.1.687c86cd	jg20426
OG0004312	evm.model.RL_2.1388	jg10762
OG0004313	evm.model.RL_2.1455	jg10690
OG0004314	evm.model.RL_2.1553	jg10563
OG0004315	evm.model.RL_2.1584	jg10513, jg10510
OG0004316	evm.model.RL_2.1607	jg10476
OG0004317	evm.model.RL_2.1618.2.687c86e3	jg10459
OG0004318	evm.model.RL_2.1770	jg10260
OG0004319	evm.model.RL_2.1786	jg10248
OG0004320	evm.model.RL_2.1857	jg10161, jg10160
OG0004321	evm.model.RL_2.1919	jg10077
OG0004322	evm.model.RL_8.710	jg7419, jg7422
OG0004323	evm.model.RL_5.2475	jg32212
OG0004323	evm.model.RL_8.845	jg7242
OG0004324	evm.model.RL_1.2169	jg26497
OG0004325	evm.model.RL_5.3782	jg33524
OG0004326	evm.model.RL_5.2969	jg31497
OG0004327	evm.model.RL_5.2889	jg31600
OG0004328	evm.model.RL_5.2874	jg31616
OG0004329	evm.model.RL_6.791, evm.model.RL_6.10	jg16503
OG0004330	evm.model.RL_2.3104	jg8759
OG0004331	evm.model.RL_2.3205	jg8648
OG0004332	evm.model.RL_2.3213	jg8643
OG0004333	evm.model.RL_8.773, evm.model.RL_8.771	jg7344
OG0004334	evm.model.RL_8.575	jg7603
OG0004336	evm.model.RL_1.2570	jg27212
OG0004336	evm.model.RL_2.633	jg11921
OG0004337	evm.model.RL_1.2452	jg26940
OG0004337	evm.model.RL_2.744	jg11711
OG0004339	evm.model.RL_2.962	jg11329
OG0004340	evm.model.RL_2.998	jg11285
OG0004341	evm.model.RL_2.1011	jg11262
OG0004342	evm.model.RL_5.3840	jg33598
OG0004343	evm.model.RL_7.72	jg16362
OG0004344	evm.model.RL_6.2852	jg20112
OG0004348	evm.model.RL_6.2440	jg19639
OG0004349	evm.model.RL_7.541	jg15831
OG0004349	evm.model.RL_6.2359	jg19541
OG0004350	evm.model.RL_4.1667	jg5843
OG0004351	evm.model.RL_7.813	jg15487
OG0004352	evm.model.RL_6.2119	jg19244
OG0004353	evm.model.RL_4.1476	jg6049
OG0004354	evm.model.RL_8.2007	jg22854
OG0004355	evm.model.RL_8.2439	jg23346
OG0004356	evm.model.RL_8.2483	jg23395
OG0004358	evm.model.RL_8.2745	jg23677
OG0004359	evm.model.RL_8.2763	jg23696
OG0004360	evm.model.RL_7.1037, evm.model.RL_8.2915	jg28408
OG0004361	evm.model.RL_8.75	jg8182
OG0004362	evm.model.RL_5.208	jg28663
OG0004363	evm.model.RL_6.1427	jg18440
OG0004364	evm.model.RL_6.1423	jg18436
OG0004365	evm.model.RL_5.457	jg28945
OG0004366	evm.model.RL_6.1218	jg18178
OG0004367	evm.model.RL_6.1200	jg18161
OG0004368	evm.model.RL_6.1139	jg18088
OG0004369	evm.model.RL_6.1128	jg18077
OG0004370	evm.model.RL_6.1123	jg18071
OG0004371	evm.model.RL_6.1089	jg18032
OG0004372	evm.model.RL_1.78	jg21502, jg23956
OG0004373	evm.model.RL_1.195	jg24097
OG0004374	evm.model.RL_1.444	jg24421
OG0004375	evm.model.RL_4.1046	jg6647
OG0004376	evm.model.RL_1.478.1.687c87ea	jg24464
OG0004377	evm.model.RL_1.532	jg24527
OG0004378	evm.model.RL_1.546	jg24543
OG0004379	evm.model.RL_1.576	jg24576
OG0004380	evm.model.RL_1.671	jg24681
OG0004381	evm.model.RL_6.1697	jg18734
OG0004382	evm.model.RL_6.1711	jg18750
OG0004383	evm.model.RL_6.1788	jg18837
OG0004384	evm.model.RL_7.1026	jg15291
OG0004385	evm.model.RL_5.1457, evm.model.RL_6.949	jg30095
OG0004386	evm.model.RL_5.1605.1.687c88b5	jg30297
OG0004387	evm.model.RL_3.1749	jg2984, jg2985
OG0004388	evm.model.RL_5.1682	jg30374
OG0004388	evm.model.RL_3.1821	jg3054, jg3051
OG0004389	evm.model.RL_5.1707.1.687c88b6	jg30394
OG0004390	evm.model.RL_3.2117	jg3380
OG0004391	evm.model.RL_3.1596	jg2831
OG0004393	evm.model.RL_5.3293	jg31095
OG0004394	evm.model.RL_5.3210	jg31196
OG0004395	evm.model.RL_2.1999	jg9987
OG0004396	evm.model.RL_6.316	jg16905
OG0004397	evm.model.RL_5.1191	jg29802
OG0004398	evm.model.RL_5.1141	jg29743
OG0004399	evm.model.RL_5.1132	jg29732
OG0004400	evm.model.RL_5.1058	jg29628
OG0004401	evm.model.RL_5.970	jg29517
OG0004402	evm.model.RL_5.926	jg2653
OG0004403	evm.model.RL_5.870	jg29385
OG0004404	evm.model.RL_5.764	jg29263, jg29262
OG0004405	evm.model.RL_5.652	jg29165
OG0004405	evm.model.RL_5.653	jg29166
OG0004406	evm.model.RL_5.640.2.687c88ae	jg29146
OG0004407	evm.model.RL_4.2110	jg5348
OG0004408	evm.model.RL_4.2013	jg5450
OG0004409	evm.model.RL_4.1956	jg5514
OG0004410	evm.model.RL_4.1797	jg5702
OG0004411	evm.model.RL_4.1786	jg5712
OG0004412	evm.model.RL_4.1108	jg6558
OG0004413	evm.model.RL_4.1054	jg6637
OG0004414	evm.model.RL_4.780	jg21359
OG0004415	evm.model.RL_4.2928	jg4378
OG0004416	evm.model.RL_4.1178	jg6447
OG0004418	evm.model.RL_4.1371	jg6203
OG0004419	evm.model.RL_4.1409, evm.model.RL_4.2727	jg6159
OG0004420	evm.model.RL_8.2207	jg23078
OG0004421	evm.model.RL_7.1431	jg21513
OG0004422	evm.model.RL_3.1218_evm.model.RL_3.1220	jg2401
OG0004423	evm.model.RL_3.1356	jg27086, jg2560
OG0004424	evm.model.RL_3.1421	jg2637
OG0004425	evm.model.RL_3.1462	jg2684
OG0004427	evm.model.RL_3.1604	jg2841
OG0004428	evm.model.RL_3.1968	jg3209
OG0004429	evm.model.RL_3.1872	jg3111
OG0004430	evm.model.RL_3.1869	jg3108
OG0004430	evm.model.RL_3.1868	jg3107
OG0004431	evm.model.RL_3.1687	jg2929
OG0004432	evm.model.RL_3.2255	jg3539
OG0004434	evm.model.RL_3.2330	jg3615
OG0004436	evm.model.RL_1.1187, evm.model.RL_1.1190	jg25250
OG0004437	evm.model.RL_1.1329	jg25416
OG0004438	evm.model.RL_1.1342	jg25429
OG0004440	evm.model.RL_1.1431, evm.model.RL_1.1435	jg25540
OG0004441	evm.model.RL_1.1460	jg25570
OG0004442	evm.model.RL_1.1476	jg25594
OG0004443	evm.model.RL_1.1550_evm.model.RL_1.1554	jg25669
OG0004444	evm.model.RL_1.1769	jg25988
OG0004445	evm.model.RL_1.1892	jg26130
OG0004445	evm.model.RL_5.2016	jg33157
OG0004446	evm.model.RL_1.1924	jg26155
OG0004447	evm.model.RL_1.2015	jg26260
OG0004448	evm.model.RL_1.2017	jg26262
OG0004449	evm.model.RL_1.2261, evm.model.RL_1.2053	jg26321
OG0004450	evm.model.RL_1.2109	jg26391
OG0004451	evm.model.RL_1.2224	jg26574
OG0004452	evm.model.RL_6.527	jg17239
OG0004452	evm.model.RL_2.2814	jg9088
OG0004453	evm.model.RL_1.3033	jg28012, jg27478
OG0004454	evm.model.RL_1.2998	jg27963
OG0004455	evm.model.RL_1.3096	jg28089, jg28088
OG0004456	evm.model.RL_1.3226	jg28270
OG0004456	evm.model.RL_6.1702	jg18739
OG0004457	evm.model.RL_5.3707	jg33432
OG0004458	evm.model.RL_5.1921	jg33309
OG0004461	evm.model.RL_6.1530	jg18543
OG0004461	evm.model.RL_5.2918	jg31530
OG0004462	evm.model.RL_7.1198	jg15095
OG0004463	evm.model.RL_7.983.1.687c84b7	jg15335
OG0004464	evm.model.RL_7.919, evm.model.RL_7.858	jg15450
OG0004465	evm.model.RL_7.738	jg19301
OG0004466	evm.model.RL_7.694	jg15640
OG0004467	evm.model.RL_8.1419	jg22047, jg22046
OG0004468	evm.model.RL_7.548.1.687c84b5	jg15826
OG0004469	evm.model.RL_7.539, evm.model.RL_6.1927	jg15833
OG0004470	evm.model.RL_7.501	jg15887
OG0004471	evm.model.RL_6.2661	jg19923, jg32970
OG0004472	evm.model.RL_7.228	jg16200
OG0004473	evm.model.RL_7.132	jg17638
OG0004474	evm.model.RL_7.65	jg16370
OG0004475	evm.model.RL_5.2100	jg33017
OG0004477	evm.model.RL_8.1039	jg21616
OG0004480	evm.model.RL_6.1486	jg18499
OG0004480	evm.model.RL_4.3184	jg4086
OG0004481	evm.model.RL_2.2875	jg9013
OG0004482	evm.model.RL_5.3743, evm.model.RL_5.3442, evm.model.RL_5.3373	jg30985
OG0004483	evm.model.RL_3.1422	jg30963
OG0004485	evm.model.RL_7.400	jg16006
OG0004498	evm.model.RL_2.2339	jg9609
OG0004499	evm.model.RL_2.2370	jg9579
OG0004500	evm.model.RL_2.2407	jg9543
OG0004501	evm.model.RL_2.2519	jg9423
OG0004502	evm.model.RL_8.1808	jg22632
OG0004503	evm.model.RL_2.2543.1.687c86e6	jg9387
OG0004504	evm.model.RL_6.279	jg16853
OG0004505	evm.model.RL_2.2571	jg9351
OG0004506	evm.model.RL_2.2585	jg9333
OG0004507	evm.model.RL_7.560, evm.model.RL_7.531	jg15843
OG0004508	evm.model.RL_2.2692	jg9221
OG0004509	evm.model.RL_2.2725	jg9184
OG0004510	evm.model.RL_6.442	jg9181, jg17106
OG0004511	evm.model.RL_2.2816	jg9087
OG0004512	evm.model.RL_2.2960	jg8918
OG0004513	evm.model.RL_2.2971.1.687c86e7	jg8906
OG0004514	evm.model.RL_2.1219	jg10959
OG0004515	evm.model.RL_3.502	jg1012
OG0004516	evm.model.RL_3.345	jg831
OG0004517	evm.model.RL_3.2397	jg3687
OG0004518	evm.model.RL_2.1881	jg10127
OG0004519	evm.model.RL_7.2699	jg12943
OG0004520	evm.model.RL_5.3221	jg31181
OG0004520	evm.model.RL_3.1212, evm.model.RL_8.1332	jg5834
OG0004521	evm.model.RL_7.2434, evm.model.RL_7.2433	jg13261
OG0004522	evm.model.RL_7.2213	jg13575
OG0004522	evm.model.RL_2.207	jg12621
OG0004523	evm.model.RL_7.2147	jg13679
OG0004524	evm.model.RL_7.2072	jg13808
OG0004525	evm.model.RL_3.908.1.687c84bb	jg1860
OG0004526	evm.model.RL_5.1107, evm.model.RL_3.198	jg29687
OG0004527	evm.model.RL_1.1158.1.687c87ec	jg25215
OG0004529	evm.model.RL_1.1134	jg25185
OG0004530	evm.model.RL_8.2059	jg22918
OG0004531	evm.model.RL_8.1666.1.687c855c	jg22423
OG0004532	evm.model.RL_8.1698	jg22469
OG0004533	evm.model.RL_8.1738, evm.model.RL_8.1739	jg22547
OG0004534	evm.model.RL_8.1750	jg22561
OG0004535	evm.model.RL_8.1829	jg22653
OG0004536	evm.model.RL_8.1864	jg22693
OG0004537	evm.model.RL_4.747	jg21276
OG0004538	evm.model.RL_4.2333	jg5097
OG0004539	evm.model.RL_4.2345	jg5081
OG0004540	evm.model.RL_4.2380	jg5045
OG0004541	evm.model.RL_4.2398	jg5028
OG0004542	evm.model.RL_4.2473	jg4941
OG0004543	evm.model.RL_4.2518	jg4896
OG0004544	evm.model.RL_4.2550	jg4858
OG0004545	evm.model.RL_4.2666	jg4734
OG0004546	evm.model.RL_4.2743	jg4654
OG0004547	evm.model.RL_4.2804	jg4585
OG0004548	evm.model.RL_2.1398	jg10750
OG0004549	evm.model.RL_2.1409	jg10741
OG0004550	evm.model.RL_2.1473	jg10666
OG0004551	evm.model.RL_8.542	jg7648
OG0004552	evm.model.RL_2.1870	jg10144
OG0004553	evm.model.RL_2.1872	jg10142
OG0004554	evm.model.RL_2.1917.1.687c86e4	jg10079
OG0004557	evm.model.RL_5.2294, evm.model.RL_5.2293	jg32700
OG0004558	evm.model.RL_5.3082	jg31333
OG0004559	evm.model.RL_5.3052	jg31373
OG0004560	evm.model.RL_5.3048	jg31378, jg31376
OG0004561	evm.model.RL_5.2952	jg31518
OG0004562	evm.model.RL_5.2940	jg31553
OG0004563	evm.model.RL_5.2848, evm.model.RL_5.2847	jg31656
OG0004564	evm.model.RL_2.3070	jg8799
OG0004566	evm.model.RL_2.3167	jg8687
OG0004567	evm.model.RL_2.484.2.687c86e0	jg8460, jg8453, jg8446, jg8433
OG0004568	evm.model.RL_2.570	jg12045
OG0004569	evm.model.RL_2.529	jg12116
OG0004571	evm.model.RL_7.1621	jg14567, jg19893
OG0004572	evm.model.RL_6.1596	jg18628
OG0004573	evm.model.RL_4.96	jg20359
OG0004574	evm.model.RL_6.1659	jg18701
OG0004575	evm.model.RL_6.1460	jg18473
OG0004576	evm.model.RL_8.699	jg2167, jg7438
OG0004577	evm.model.RL_8.666	jg7480
OG0004578	evm.model.RL_8.427	jg7764
OG0004579	evm.model.RL_4.420.1.687c86ce	jg20730
OG0004581	evm.model.RL_4.201	jg20446
OG0004582	evm.model.RL_4.94	jg20356
OG0004583	evm.model.RL_2.741.2.687c86e1	jg11720
OG0004584	evm.model.RL_2.845	jg11515, jg11512, jg11513
OG0004585	evm.model.RL_2.912	jg11384
OG0004586	evm.model.RL_1.2130	jg26443
OG0004587	evm.model.RL_6.2702	jg19960
OG0004588	evm.model.RL_6.2648	jg19901
OG0004589	evm.model.RL_6.2592	jg19819
OG0004590	evm.model.RL_6.2591	jg19818
OG0004591	evm.model.RL_6.2584	jg19814, jg19813
OG0004592	evm.model.RL_6.2467	jg19677
OG0004593	evm.model.RL_4.3307	jg3964
OG0004594	evm.model.RL_4.3198	jg4076
OG0004595	evm.model.RL_4.1586	jg5933
OG0004596	evm.model.RL_4.794, evm.model.RL_4.1558	jg5964
OG0004597	evm.model.RL_4.1494	jg6035
OG0004598	evm.model.RL_4.1454	jg6095
OG0004600	evm.model.RL_8.2440	jg23347
OG0004601	evm.model.RL_8.2489, evm.model.RL_3.1098	jg23401
OG0004602	evm.model.RL_8.2536	jg23457
OG0004603	evm.model.RL_8.2628	jg23554
OG0004604	evm.model.RL_8.2634	jg23560
OG0004606	evm.model.RL_8.2793	jg23726
OG0004607	evm.model.RL_8.2847, evm.model.RL_7.1257	jg15011
OG0004608	evm.model.RL_8.2615	jg23539
OG0004609	evm.model.RL_8.245, evm.model.RL_2.351	jg7993
OG0004610	evm.model.RL_4.454	jg20883, jg20881
OG0004611	evm.model.RL_6.1392	jg18388
OG0004612	evm.model.RL_6.1247	jg18214
OG0004613	evm.model.RL_6.996, evm.model.RL_5.611	jg17871
OG0004614	evm.model.RL_6.810	jg17626
OG0004615	evm.model.RL_6.834	jg20921, jg17661
OG0004616	evm.model.RL_1.54	jg23934
OG0004618	evm.model.RL_1.18	jg5217
OG0004619	evm.model.RL_1.1838	jg26062
OG0004620	evm.model.RL_1.779	jg24785
OG0004621	evm.model.RL_1.196	jg24098
OG0004622	evm.model.RL_1.219	jg24121
OG0004623	evm.model.RL_1.319	jg24260
OG0004624	evm.model.RL_1.512	jg24504
OG0004625	evm.model.RL_1.524	jg24518
OG0004627	evm.model.RL_1.541	jg24538, jg16606
OG0004628	evm.model.RL_1.566	jg24568
OG0004630	evm.model.RL_1.716	jg24726
OG0004631	evm.model.RL_1.721	jg24731
OG0004632	evm.model.RL_1.741	jg24745
OG0004633	evm.model.RL_1.744	jg24748
OG0004634	evm.model.RL_6.2179	jg19317
OG0004635	evm.model.RL_6.2145	jg19276
OG0004636	evm.model.RL_6.2142	jg19273, jg5900
OG0004637	evm.model.RL_6.2127	jg19251
OG0004638	evm.model.RL_6.2081	jg19193
OG0004639	evm.model.RL_6.1732	jg18771
OG0004640	evm.model.RL_6.1739	jg18777
OG0004641	evm.model.RL_6.1778	jg18826
OG0004642	evm.model.RL_6.1823	jg18917
OG0004643	evm.model.RL_6.1972	jg19049
OG0004644	evm.model.RL_5.1443	jg30079
OG0004645	evm.model.RL_5.1448	jg30085
OG0004646	evm.model.RL_5.1618	jg30311
OG0004647	evm.model.RL_5.1691	jg30380
OG0004649	evm.model.RL_5.3606.1.687c88c3	jg30693
OG0004650	evm.model.RL_5.3562	jg30752
OG0004651	evm.model.RL_5.3430	jg30907
OG0004652	evm.model.RL_5.3411	jg30928
OG0004653	evm.model.RL_5.3414	jg30925
OG0004654	evm.model.RL_5.3326	jg31055
OG0004655	evm.model.RL_2.1963, evm.model.RL_2.1965	jg10025
OG0004656	evm.model.RL_2.1992	jg9995
OG0004657	evm.model.RL_2.1998	jg9988
OG0004658	evm.model.RL_2.2088, evm.model.RL_1.2200	jg9892, jg7802
OG0004659	evm.model.RL_6.414	jg17062
OG0004660	evm.model.RL_6.386, evm.model.RL_6.389	jg17022
OG0004661	evm.model.RL_5.1118	jg29699
OG0004662	evm.model.RL_5.883	jg29400
OG0004664	evm.model.RL_5.835	jg29347
OG0004665	evm.model.RL_5.813	jg29319
OG0004667	evm.model.RL_5.762	jg29260
OG0004668	evm.model.RL_5.712	jg29214
OG0004669	evm.model.RL_5.647	jg29160
OG0004670	evm.model.RL_5.560	jg29062
OG0004671	evm.model.RL_5.339	jg28811
OG0004673	evm.model.RL_4.1992	jg5472
OG0004674	evm.model.RL_4.1863	jg5617
OG0004675	evm.model.RL_4.1856	jg5625
OG0004676	evm.model.RL_4.1801	jg5698
OG0004677	evm.model.RL_4.1793	jg5706
OG0004678	evm.model.RL_4.1739	jg5767
OG0004679	evm.model.RL_4.1084	jg6587, jg6586
OG0004680	evm.model.RL_4.999	jg6717
OG0004681	evm.model.RL_4.960	jg6873, jg6871
OG0004682	evm.model.RL_4.918	jg21566
