Orthogroup	Cardamine_amara	Conringia_planisiliqua
OG0002952	evm.model.RL_7.398	CP3_g13424_DN3_SP0_c.t1
OG0002953	evm.model.RL_6.2472	CP4_g24380_DN3_SP8_c.t1
OG0002953	evm.model.RL_7.402	CP3_g13430_DN3_SP0_c.t1
OG0002954	evm.model.RL_7.405	CP3_g13434_DN3_SP0_c.t1
OG0002954	evm.model.RL_6.2465	CP4_g24387_DN3_SP1_c.t1
OG0002955	evm.model.RL_4.3385	CP11_g33718_DN3_SP7_c.t1
OG0002955	evm.model.RL_1.799	CP10_g42857_DN3_SP8_c.t1
OG0002956	evm.model.RL_4.1541	CP8_g54212_DN3_SP2_c.t1
OG0002957	evm.model.RL_7.1805	CP3_g14870_DN3_SP8_c.t1
OG0002957	evm.model.RL_8.2101	CP8_g54046_DN3_SP6_c.t1
OG0002959	evm.model.RL_8.2613	CP2_g47771_DN3_SP8_c.t1
OG0002961	evm.model.RL_8.2801	CP2_g47579_DN3_SP4_c.t1
OG0002961	evm.model.RL_7.1300	CP3_g14292_DN3_SP0_c.t1
OG0002962	evm.model.RL_5.3035	CP1_g38398_DN3_SP0_c.t1
OG0002965	evm.model.RL_4.444	CP13_g20187_DN3_SP0_c.t1
OG0002965	evm.model.RL_5.235	CP1_g36697_DN3_SP0_c.t1
OG0002966	evm.model.RL_4.460	CP13_g20200_DN3_SP8_c.t1
OG0002967	evm.model.RL_5.269	CP1_g36664_DN3_SP8_c.t1
OG0002968	evm.model.RL_5.270	CP1_g36662_DN3_SP8_c.t1
OG0002968	evm.model.RL_4.484	CP13_g20226_DN3_SP8_c.t1
OG0002969	evm.model.RL_5.303	CP1_g36625_DN3_SP7_c.t1
OG0002969	evm.model.RL_6.1418	CP4_g25416_DN3_SP4_c.t1
OG0002970	evm.model.RL_5.313	CP1_g36615_DN3_SP8_c.t1
OG0002971	evm.model.RL_5.312	CP1_g36616_DN3_SP8_c.t1
OG0002971	evm.model.RL_6.1408	CP4_g25426_DN3_SP4_c.t1
OG0002972	evm.model.RL_5.374	CP1_g36558_DN3_SP8_c.t1
OG0002973	evm.model.RL_5.478	CP1_g36909_DN3_SP8_c.t1
OG0002973	evm.model.RL_6.1210	CP4_g25637_DN3_SP1_c.t1
OG0002974	evm.model.RL_6.993	CP4_g25855_DN3_SP5_c.t1
OG0002975	evm.model.RL_2.2797	CP5_g726_DN3_SP7_c.t1
OG0002975	evm.model.RL_6.509	CP18_g12623_DN3_SP7_c.t1
OG0002976	evm.model.RL_4.2176	CP11_g32517_DN3_SP8_c.t1
OG0002976	evm.model.RL_1.56	CP10_g42136_DN3_SP8_c.t1
OG0002977	evm.model.RL_1.65	CP10_g42142_DN3_SP2_c.t1
OG0002977	evm.model.RL_4.2161	CP11_g32499_DN3_SP8_c.t1
OG0002978	evm.model.RL_8.1964	CP8_g53890_DN3_SP1_c.t1
OG0002978	evm.model.RL_4.2480	CP11_g32824_DN3_SP1_c.t1
OG0002979	evm.model.RL_8.1625	CP8_g53518_DN3_SP8_c.t1
OG0002979	evm.model.RL_2.2188.2.687c86e5	CP5_g1969_DN3_SP0_c.t1, CP19_g17966_DN3_SP7_c.t1
OG0002980	evm.model.RL_4.1044	CP2_g48601_DN3_SP8_c.t1
OG0002981	evm.model.RL_4.1748	CP8_g54432_DN2_SP0_c.t1
OG0002982	evm.model.RL_6.1723	CP4_g25115_DN2_SP0_c.t1
OG0002982	evm.model.RL_7.1109	CP3_g14085_DN1_SP0_c.t1
OG0002983	evm.model.RL_6.1761	CP4_g25075_DN3_SP3_c.t1
OG0002984	evm.model.RL_6.1765, evm.model.RL_6.1763	CP1_g38951_DN3_SP2_c.t1
OG0002985	evm.model.RL_6.1868	CP4_g25025_DN3_SP7_c.t1
OG0002985	evm.model.RL_7.1050.1.687c84b7	CP3_g14021_DN3_SP8_c.t1
OG0002988	evm.model.RL_3.1956	CP9_g29179_DN3_SP7_c.t1
OG0002988	evm.model.RL_5.1802	CP7_g45788_DN3_SP7_c.t1
OG0002990	evm.model.RL_5.3232	CP7_g45233_DN3_SP3_c.t1
OG0002991	evm.model.RL_2.2063, evm.model.RL_2.2064	CP19_g18094_DN3_SP5_c.t1, CP19_g18095_DN3_SP0_c.t1
OG0002992	evm.model.RL_5.1015	CP1_g37448_DN3_SP0_c.t1
OG0002993	evm.model.RL_4.1296.1.687c86d3	CP1_g37243_DN1_SP0_c.t1
OG0002995	evm.model.RL_2.1593	CP28_g33819_DN3_SP0_c.t1, CP6_g6885_DN3_SP0_c.t1
OG0002996	evm.model.RL_4.1115	CP2_g48535_DN2_SP0_c.t1
OG0002996	evm.model.RL_4.1117	CP2_g48534_DN2_SP3_c.t1
OG0002997	evm.model.RL_4.962	CP2_g48667_DN3_SP6_c.t1
OG0002997	evm.model.RL_4.965	CP2_g48666_DN3_SP7_c.t1
OG0002998	evm.model.RL_1.1127.1.687c87ec	CP10_g43183_DN3_SP7_c.t1
OG0002999	evm.model.RL_4.2997	CP11_g33353_DN3_SP3_c.t1
OG0002999	evm.model.RL_4.3371	CP10_g43768_DN3_SP0_c.t1
OG0003000	evm.model.RL_8.2194	CP2_g48181_DN3_SP0_c.t1
OG0003001	evm.model.RL_8.2295	CP2_g48081_DN3_SP8_c.t1
OG0003001	evm.model.RL_4.2831	CP11_g33181_DN3_SP8_c.t1
OG0003002	evm.model.RL_7.1806	CP17_g5682_DN2_SP0_c.t1
OG0003003	evm.model.RL_5.1575	CP7_g46010_DN3_SP8_c.t1
OG0003003	evm.model.RL_3.1635	CP9_g28878_DN3_SP8_c.t1
OG0003004	evm.model.RL_5.3801	CP7_g46264_DN3_SP3_c.t1
OG0003004	evm.model.RL_1.1402	CP10_g43450_DN3_SP1_c.t1
OG0003005	evm.model.RL_2.1130.2.687c86e2	CP6_g7286_DN3_SP7_c.t1
OG0003005	evm.model.RL_1.1590.1.687c87ed	CP12_g30012_DN3_SP8_c.t1
OG0003006	evm.model.RL_2.1162	CP6_g7234_DN3_SP8_c.t1
OG0003006	evm.model.RL_1.1620.1.687c87ed	CP12_g30038_DN3_SP8_c.t1
OG0003007	evm.model.RL_2.1176	CP6_g7222_DN3_SP8_c.t1
OG0003007	evm.model.RL_1.1622	CP12_g30039_DN3_SP6_c.t1
OG0003008	evm.model.RL_5.2137, evm.model.RL_5.2207	CP1_g38236_DN3_SP0_c.t1
OG0003008	evm.model.RL_1.1741	CP12_g30166_DN3_SP0_c.t1
OG0003009	evm.model.RL_1.1860	CP12_g30300_DN3_SP0_c.t1
OG0003009	evm.model.RL_5.2044	CP1_g38114_DN3_SP8_c.t1
OG0003011	evm.model.RL_1.2253, evm.model.RL_1.2254	CP12_g30722_DN3_SP5_c.t1, CP1_g38471_DN3_SP1_c.t1
OG0003012	evm.model.RL_1.2326	CP12_g30819_DN3_SP0_c.t1
OG0003013	evm.model.RL_1.2856	CP10_g43888_DN3_SP5_c.t1
OG0003014	evm.model.RL_1.2980	CP10_g43721_DN3_SP7_c.t1
OG0003015	evm.model.RL_1.3149	CP10_g43560_DN3_SP6_c.t1
OG0003015	evm.model.RL_2.2465	CP5_g1057_DN3_SP7_c.t1
OG0003016	evm.model.RL_5.1906	CP1_g37959_DN3_SP8_c.t1
OG0003016	evm.model.RL_1.2044	CP12_g30477_DN3_SP4_c.t1
OG0003018	evm.model.RL_7.853	CP3_g13832_DN3_SP2_c.t1
OG0003019	evm.model.RL_1.1419	CP10_g43466_DN3_SP7_c.t1
OG0003020	evm.model.RL_6.2528	CP4_g24324_DN3_SP6_c.t1
OG0003021	evm.model.RL_3.953	CP9_g28030_DN3_SP0_c.t1
OG0003022	evm.model.RL_6.2089	CP5_g1582_DN2_SP0_c.t1, CP5_g1575_DN1_SP0_c.t1
OG0003023	evm.model.RL_1.1639	CP12_g30056_DN3_SP0_c.t1
OG0003025	evm.model.RL_2.2085	CP19_g18073_DN3_SP0_c.t1
OG0003025	evm.model.RL_2.2083	CP19_g18075_DN3_SP0_c.t1
OG0003029	evm.model.RL_4.3274, evm.model.RL_3.115, evm.model.RL_5.2793	CP5_g2152_DN3_SP0_c.t1, CP1_g41161_DN1_SP0_c.t1, CP15_g35249_DN1_SP0_c.t1, CP3_g15020_DN1_SP0_c.t1, CP29_g22112_DN2_SP0_c.t1, CP17_g5060_DN2_SP0_c.t1, CP9_g27701_DN1_SP0_c.t1
OG0003030	evm.model.RL_3.995, evm.model.RL_3.303	CP2_g50531_DN2_SP0_c.t1, CP13_g19858_DN3_SP0_c.t1
OG0003030	evm.model.RL_2.502	CP13_g19861_DN2_SP0_c.t1
OG0003033	evm.model.RL_2.2398	CP5_g1116_DN3_SP5_c.t1
OG0003033	evm.model.RL_1.3196	CP10_g43513_DN3_SP2_c.t1
OG0003036	evm.model.RL_2.2943	CP5_g588_DN3_SP0_c.t1
OG0003036	evm.model.RL_1.2742	CP17_g4848_DN2_SP0_c.t1
OG0003037	evm.model.RL_2.3008	CP12_g31295_DN2_SP0_c.t1
OG0003037	evm.model.RL_2.3009, evm.model.RL_5.388	CP20_g4174_DN2_SP0_c.t1
OG0003038	evm.model.RL_6.1652	CP4_g25177_DN2_SP0_c.t1
OG0003039	evm.model.RL_5.907	CP1_g37333_DN3_SP7_c.t1
OG0003039	evm.model.RL_3.508, evm.model.RL_3.120	CP2_g49349_DN3_SP8_c.t1
OG0003041	evm.model.RL_3.385	CP2_g49227_DN3_SP0_c.t1
OG0003041	evm.model.RL_5.934	CP1_g37368_DN3_SP0_c.t1
OG0003042	evm.model.RL_7.2234	CP13_g19224_DN3_SP0_c.t1
OG0003042	evm.model.RL_2.16	CP5_g1388_DN3_SP0_c.t1
OG0003043	evm.model.RL_3.912	CP9_g27697_DN2_SP0_c.t1
OG0003044	evm.model.RL_3.222	CP2_g49006_DN3_SP8_c.t1
OG0003045	evm.model.RL_1.1102_evm.model.RL_1.1103.1.687c9a66, evm.model.RL_1.1101	CP10_g43154_DN3_SP2_c.t1
OG0003046	evm.model.RL_8.1437	CP8_g53306_DN3_SP8_c.t1
OG0003046	evm.model.RL_2.2304	CP5_g1209_DN3_SP4_c.t1
OG0003047	evm.model.RL_8.2512	CP2_g47872_DN3_SP0_c.t1
OG0003047	evm.model.RL_4.2641	CP11_g32982_DN3_SP0_c.t1
OG0003048	evm.model.RL_8.2510	CP2_g47940_DN3_SP8_c.t1
OG0003048	evm.model.RL_4.2684	CP11_g33027_DN3_SP6_c.t1
OG0003049	evm.model.RL_4.86	CP13_g19780_DN3_SP8_c.t1
OG0003050	evm.model.RL_8.530	CP20_g4416_DN3_SP0_c.t1
OG0003050	evm.model.RL_2.1781	CP19_g18399_DN3_SP0_c.t1
OG0003051	evm.model.RL_2.1808	CP19_g18371_DN3_SP8_c.t1
OG0003051	evm.model.RL_8.598	CP20_g4386_DN3_SP8_c.t1
OG0003053	evm.model.RL_8.896	CP14_g23704_DN3_SP8_c.t1
OG0003053	evm.model.RL_6.1191	CP1_g41345_DN3_SP6_c.t1
OG0003054	evm.model.RL_5.2256	CP1_g38434_DN3_SP2_c.t1
OG0003054	evm.model.RL_4.649	CP13_g20743_DN3_SP2_c.t1
OG0003055	evm.model.RL_5.3072	CP7_g45068_DN3_SP8_c.t1
OG0003057	evm.model.RL_2.3089	CP5_g445_DN2_SP0_c.t1
OG0003058	evm.model.RL_2.3215	CP5_g315_DN3_SP5_c.t1
OG0003059	evm.model.RL_6.1594	CP4_g25233_DN3_SP8_c.t1
OG0003061	evm.model.RL_4.48	CP13_g19749_DN3_SP8_c.t1
OG0003061	evm.model.RL_2.1286	CP6_g7100_DN3_SP6_c.t1
OG0003062	evm.model.RL_1.2574	CP17_g5783_DN3_SP1_c.t1
OG0003063	evm.model.RL_1.2371	CP12_g30858_DN3_SP7_c.t1
OG0003064	evm.model.RL_1.2232	CP12_g30696_DN3_SP8_c.t1
OG0003065	evm.model.RL_1.2111	CP12_g30549_DN3_SP0_c.t1, CP12_g30551_DN3_SP0_c.t1
OG0003066	evm.model.RL_3.96	CP2_g48893_DN3_SP8_c.t1, CP3_g13095_DN3_SP0_c.t1, CP3_g13096_DN3_SP0_c.t1
OG0003067	evm.model.RL_6.2669	CP4_g24192_DN3_SP6_c.t1
OG0003068	evm.model.RL_6.2503	CP4_g24348_DN3_SP8_c.t1, CP3_g13411_DN3_SP0_c.t1
OG0003070	evm.model.RL_4.1568	CP8_g54239_DN3_SP0_c.t1, CP3_g15763_DN3_SP0_c.t1
OG0003071	evm.model.RL_7.1827	CP3_g14901_DN2_SP0_c.t1
OG0003073	evm.model.RL_1.513	CP2_g48555_DN3_SP1_c.t1
OG0003074	evm.model.RL_7.1419	CP3_g14400_DN3_SP0_c.t1
OG0003074	evm.model.RL_8.2675	CP2_g47710_DN3_SP0_c.t1
OG0003075	evm.model.RL_8.2685	CP2_g47705_DN3_SP0_c.t1, CP2_g47699_DN3_SP0_c.t1
OG0003076	evm.model.RL_8.2768	CP2_g47618_DN3_SP8_c.t1
OG0003077	evm.model.RL_2.3130	CP5_g409_DN3_SP0_c.t1
OG0003078	evm.model.RL_8.2846	CP2_g47533_DN3_SP5_c.t1
OG0003078	evm.model.RL_7.1259	CP3_g14240_DN3_SP7_c.t1
OG0003079	evm.model.RL_8.87	CP8_g54620_DN3_SP4_c.t1
OG0003080	evm.model.RL_6.1258	CP4_g25587_DN3_SP0_c.t1
OG0003080	evm.model.RL_5.441	CP1_g36876_DN3_SP7_c.t1
OG0003081	evm.model.RL_8.2215	CP6_g8265_DN3_SP0_c.t1
OG0003081	evm.model.RL_6.1149	CP4_g25701_DN3_SP0_c.t1
OG0003083	evm.model.RL_5.581	CP1_g37015_DN3_SP0_c.t1
OG0003085	evm.model.RL_6.813, evm.model.RL_6.812	CP4_g26124_DN3_SP2_c.t1
OG0003086	evm.model.RL_4.2233	CP11_g32576_DN2_SP7_c.t1
OG0003087	evm.model.RL_1.244	CP13_g19086_DN3_SP0_c.t1
OG0003088	evm.model.RL_1.2163	CP12_g30622_DN2_SP0_c.t1
OG0003089	evm.model.RL_1.502	CP10_g42563_DN3_SP8_c.t1
OG0003089	evm.model.RL_4.1079	CP2_g48566_DN3_SP6_c.t1
OG0003091	evm.model.RL_7.1215	CP3_g14193_DN3_SP8_c.t1
OG0003093	evm.model.RL_3.2448	CP9_g29688_DN3_SP0_c.t1
OG0003093	evm.model.RL_5.1405	CP7_g46178_DN3_SP3_c.t1
OG0003094	evm.model.RL_5.1548	CP7_g46042_DN3_SP8_c.t1
OG0003094	evm.model.RL_3.2246	CP9_g29488_DN3_SP6_c.t1
OG0003095	evm.model.RL_8.1157	CP8_g52875_DN3_SP6_c.t1
OG0003096	evm.model.RL_5.3474	CP7_g45493_DN3_SP0_c.t1, CP7_g45873_DN3_SP0_c.t1, CP7_g45494_DN2_SP0_c.t1
OG0003098	evm.model.RL_5.1334	CP1_g37791_DN3_SP1_c.t1
OG0003099	evm.model.RL_5.2249	CP8_g52970_DN3_SP0_c.t1, CP8_g52971_DN3_SP0_c.t1, CP3_g14342_DN3_SP0_c.t1, CP11_g31816_DN1_SP0_c.t1
OG0003100	evm.model.RL_5.539	CP1_g36975_DN3_SP8_c.t1
OG0003101	evm.model.RL_4.2143	CP11_g32480_DN2_SP0_c.t1
OG0003101	evm.model.RL_1.77	CP10_g42155_DN2_SP0_c.t1
OG0003102	evm.model.RL_1.2870, evm.model.RL_4.2244	CP11_g32588_DN3_SP0_c.t1
OG0003103	evm.model.RL_8.2222	CP2_g48158_DN3_SP5_c.t1
OG0003104	evm.model.RL_8.2246	CP2_g48131_DN3_SP1_c.t1
OG0003105	evm.model.RL_7.1588_evm.model.RL_7.1589.1.687c976a	CP3_g14594_DN3_SP1_c.t1
OG0003106	evm.model.RL_8.2825	CP2_g47562_DN3_SP0_c.t1
OG0003106	evm.model.RL_7.1269	CP3_g14247_DN3_SP0_c.t1
OG0003107	evm.model.RL_8.2312	CP2_g48063_DN3_SP8_c.t1
OG0003107	evm.model.RL_7.1638	CP3_g14658_DN3_SP8_c.t1
OG0003108	evm.model.RL_7.1959	CP3_g15847_DN3_SP1_c.t1
OG0003108	evm.model.RL_4.1573	CP8_g54244_DN3_SP5_c.t1
OG0003109	evm.model.RL_3.1732, evm.model.RL_3.1733	CP9_g28960_DN3_SP0_c.t1
OG0003110	evm.model.RL_5.4016	CP7_g46479_DN2_SP7_c.t1
OG0003111	evm.model.RL_5.3936	CP10_g43304_DN3_SP3_c.t1
OG0003112	evm.model.RL_1.751	CP10_g42808_DN3_SP6_c.t1
OG0003112	evm.model.RL_1.1262	CP10_g43317_DN3_SP8_c.t1
OG0003113	evm.model.RL_1.1506	CP12_g29927_DN3_SP6_c.t1
OG0003114	evm.model.RL_1.1831.1.687c87ee	CP12_g30266_DN3_SP6_c.t1
OG0003115	evm.model.RL_5.1908	CP12_g30470_DN3_SP0_c.t1
OG0003116	evm.model.RL_1.2251	CP12_g30719_DN3_SP8_c.t1
OG0003117	evm.model.RL_2.819	CP6_g8631_DN3_SP0_c.t1
OG0003119	evm.model.RL_1.2821	CP10_g43950_DN3_SP6_c.t1
OG0003120	evm.model.RL_1.2825	CP10_g43931_DN3_SP0_c.t1
OG0003121	evm.model.RL_1.1309	CP10_g43356_DN3_SP8_c.t1
OG0003121	evm.model.RL_5.3890	CP7_g46350_DN3_SP8_c.t1
OG0003122	evm.model.RL_6.1572	CP4_g25260_DN3_SP0_c.t1
OG0003122	evm.model.RL_5.2867	CP7_g44829_DN3_SP0_c.t1
OG0003123	evm.model.RL_7.1031	CP3_g14001_DN3_SP0_c.t1
OG0003124	evm.model.RL_6.1899	CP4_g24930_DN3_SP0_c.t1
OG0003125	evm.model.RL_8.1596	CP12_g30055_DN2_SP0_c.t1
OG0003127	evm.model.RL_3.146.3.687c84b9, evm.model.RL_3.145	CP2_g48928_DN3_SP0_c.t1
OG0003128	evm.model.RL_4.832	CP2_g49424_DN2_SP0_c.t1, CP2_g49480_DN2_SP0_c.t1
OG0003130	evm.model.RL_1.736, evm.model.RL_1.739, evm.model.RL_1.737, evm.model.RL_8.1052	CP10_g42795_DN3_SP0_c.t1, CP10_g42796_DN3_SP0_c.t1
OG0003139	evm.model.RL_2.2436	CP5_g1081_DN3_SP0_c.t1
OG0003141	evm.model.RL_2.2959	CP5_g570_DN3_SP1_c.t1
OG0003141	evm.model.RL_1.2802	CP10_g44006_DN3_SP1_c.t1
OG0003142	evm.model.RL_2.3052	CP5_g481_DN3_SP0_c.t1
OG0003143	evm.model.RL_2.1201	CP6_g7195_DN3_SP8_c.t1
OG0003145	evm.model.RL_5.952	CP1_g37386_DN3_SP8_c.t1
OG0003145	evm.model.RL_3.391	CP2_g49221_DN3_SP8_c.t1
OG0003148	evm.model.RL_7.2289	CP13_g19281_DN3_SP6_c.t1
OG0003148	evm.model.RL_2.68	CP5_g1333_DN3_SP8_c.t1
OG0003150	evm.model.RL_7.2114	CP13_g19129_DN3_SP8_c.t1
OG0003150	evm.model.RL_2.289	CP5_g1533_DN3_SP2_c.t1
OG0003151	evm.model.RL_2.568	CP5_g2002_DN3_SP6_c.t1
OG0003151	evm.model.RL_3.902	CP9_g27638_DN3_SP8_c.t1
OG0003153	evm.model.RL_3.65	CP13_g19103_DN3_SP8_c.t1
OG0003154	evm.model.RL_2.127	CP19_g17899_DN3_SP5_c.t1
OG0003154	evm.model.RL_3.149	CP2_g48930_DN3_SP8_c.t1
OG0003155	evm.model.RL_4.3044	CP11_g33400_DN3_SP0_c.t1
OG0003156	evm.model.RL_5.2194, evm.model.RL_5.2192	CP1_g38319_DN3_SP0_c.t1, CP1_g38326_DN3_SP7_c.t1
OG0003157	evm.model.RL_2.2191	CP19_g17962_DN3_SP8_c.t1
OG0003158	evm.model.RL_4.2563	CP11_g32915_DN3_SP3_c.t1
OG0003159	evm.model.RL_2.1580	CP6_g6791_DN3_SP4_c.t1
OG0003160	evm.model.RL_4.628	CP13_g20567_DN2_SP0_c.t1
OG0003160	evm.model.RL_5.3129	CP7_g45120_DN3_SP0_c.t1
OG0003161	evm.model.RL_2.3314	CP5_g209_DN3_SP1_c.t1
OG0003163	evm.model.RL_8.460	CP11_g31868_DN3_SP0_c.t1
OG0003164	evm.model.RL_2.839	CP6_g8034_DN3_SP8_c.t1
OG0003164	evm.model.RL_1.2334	CP12_g30827_DN3_SP3_c.t1
OG0003165	evm.model.RL_3.2288	CP9_g29521_DN3_SP0_c.t1
OG0003166	evm.model.RL_6.2740	CP4_g24126_DN3_SP8_c.t1
OG0003166	evm.model.RL_7.230	CP3_g13254_DN3_SP8_c.t1
OG0003167	evm.model.RL_6.2686	CP4_g24179_DN3_SP2_c.t1
OG0003168	evm.model.RL_1.801	CP10_g42859_DN3_SP0_c.t1, CP10_g42850_DN3_SP0_c.t1, CP10_g42860_DN3_SP6_c.t1, CP10_g42851_DN3_SP1_c.t1
OG0003169	evm.model.RL_1.865	CP10_g42920_DN3_SP0_c.t1
OG0003169	evm.model.RL_4.3268	CP11_g33609_DN3_SP0_c.t1
OG0003170	evm.model.RL_8.2701	CP2_g47683_DN3_SP8_c.t1
OG0003172	evm.model.RL_8.215.1.687c8555	CP8_g54526_DN3_SP0_c.t1, CP1_g39646_DN3_SP0_c.t1
OG0003173	evm.model.RL_8.316	CP11_g32010_DN3_SP0_c.t1
OG0003175	evm.model.RL_5.337	CP1_g36591_DN3_SP1_c.t1
OG0003175	evm.model.RL_6.1363	CP4_g25480_DN3_SP0_c.t1
OG0003176	evm.model.RL_6.1376	CP16_g55400_DN3_SP0_c.t1, CP4_g25466_DN3_SP0_c.t1, CP4_g25465_DN3_SP0_c.t1, CP10_g43831_DN3_SP0_c.t1
OG0003178	evm.model.RL_4.2214	CP11_g32555_DN3_SP6_c.t1
OG0003179	evm.model.RL_4.2221	CP11_g32562_DN3_SP8_c.t1
OG0003182	evm.model.RL_1.800	CP10_g42858_DN3_SP8_c.t1
OG0003182	evm.model.RL_4.3391	CP11_g33724_DN3_SP5_c.t1
OG0003183	evm.model.RL_2.1153, evm.model.RL_6.2035, evm.model.RL_6.2034	CP4_g24802_DN2_SP5_c.t1
OG0003184	evm.model.RL_6.1705	CP4_g25133_DN3_SP1_c.t1, CP4_g25132_DN3_SP2_c.t1
OG0003185	evm.model.RL_6.1926, evm.model.RL_6.1928, evm.model.RL_6.1925	CP4_g24905_DN3_SP0_c.t1
OG0003186	evm.model.RL_5.1681	CP7_g45905_DN3_SP7_c.t1
OG0003186	evm.model.RL_3.1820	CP9_g29045_DN3_SP7_c.t1
OG0003187	evm.model.RL_3.2008.1.687c84bd	CP9_g29242_DN3_SP8_c.t1, CP9_g29248_DN3_SP0_c.t1
OG0003187	evm.model.RL_5.1851	CP7_g45740_DN3_SP7_c.t1
OG0003188	evm.model.RL_5.3672	CP7_g45699_DN3_SP8_c.t1
OG0003189	evm.model.RL_5.3670	CP7_g45697_DN3_SP0_c.t1
OG0003189	evm.model.RL_5.3669	CP7_g45696_DN3_SP1_c.t1
OG0003190	evm.model.RL_3.2158	CP9_g29398_DN3_SP3_c.t1
OG0003192	evm.model.RL_4.1090	CP2_g48558_DN3_SP5_c.t1
OG0003193	evm.model.RL_3.1131	CP9_g28309_DN3_SP8_c.t1, CP7_g45165_DN3_SP5_c.t1
OG0003194	evm.model.RL_6.318	CP16_g55097_DN3_SP8_c.t1
OG0003195	evm.model.RL_6.118	CP16_g54843_DN3_SP2_c.t1
OG0003195	evm.model.RL_6.89	CP16_g54810_DN3_SP0_c.t1
OG0003196	evm.model.RL_5.1351	CP1_g37805_DN3_SP8_c.t1
OG0003198	evm.model.RL_5.753	CP1_g37173_DN3_SP7_c.t1
OG0003199	evm.model.RL_1.2703, evm.model.RL_1.2705	CP15_g34708_DN3_SP8_c.t1, CP15_g34737_DN3_SP0_c.t1
OG0003201	evm.model.RL_5.324	CP1_g36604_DN3_SP0_c.t1
OG0003203	evm.model.RL_1.452	CP10_g42519_DN3_SP2_c.t1
OG0003204	evm.model.RL_4.3085	CP11_g33446_DN3_SP1_c.t1
OG0003204	evm.model.RL_1.958	CP10_g43013_DN3_SP0_c.t1
OG0003205	evm.model.RL_3.1813	CP9_g29039_DN3_SP0_c.t1
OG0003205	evm.model.RL_4.1197	CP2_g48451_DN1_SP0_c.t1
OG0003207	evm.model.RL_8.2151	CP2_g48227_DN3_SP0_c.t1
OG0003208	evm.model.RL_3.2085	CP9_g29324_DN2_SP0_c.t1
OG0003209	evm.model.RL_1.1350	CP10_g43400_DN3_SP0_c.t1
OG0003210	evm.model.RL_1.1360	CP10_g43406_DN3_SP0_c.t1
OG0003211	evm.model.RL_5.1621, evm.model.RL_1.1456.1.687c87ed	CP10_g43504_DN3_SP0_c.t1
OG0003213	evm.model.RL_1.1540	CP12_g29970_DN3_SP0_c.t1
OG0003214	evm.model.RL_1.1714	CP12_g30137_DN3_SP8_c.t1
OG0003215	evm.model.RL_1.1771	CP12_g30196_DN3_SP1_c.t1
OG0003216	evm.model.RL_1.3003	CP10_g43698_DN3_SP4_c.t1, CP10_g43693_DN3_SP0_c.t1
OG0003218	evm.model.RL_5.3767	CP7_g46227_DN3_SP0_c.t1
OG0003220	evm.model.RL_1.1862	CP12_g30302_DN3_SP8_c.t1
OG0003222	evm.model.RL_7.871_evm.model.RL_7.872.2.687c9766.3.687cb0fa.1.687cc9ee	CP3_g13849_DN3_SP6_c.t1
OG0003223	evm.model.RL_2.2761	CP16_g55517_DN3_SP5_c.t1
OG0003224	evm.model.RL_7.766	CP3_g13755_DN3_SP8_c.t1
OG0003225	evm.model.RL_7.735	CP3_g13733_DN3_SP6_c.t1
OG0003226	evm.model.RL_7.384	CP3_g13410_DN3_SP8_c.t1
OG0003226	evm.model.RL_6.2504	CP4_g24347_DN3_SP2_c.t1
OG0003230	evm.model.RL_4.80	CP13_g19775_DN1_SP0_c.t1, CP13_g19776_DN3_SP0_c.t1
OG0003231	evm.model.RL_2.1544, evm.model.RL_2.1543	CP6_g6830_DN3_SP0_c.t1
OG0003233	evm.model.RL_2.3405	CP13_g19222_DN2_SP0_c.t1
OG0003233	evm.model.RL_2.3407	CP5_g108_DN3_SP0_c.t1
OG0003234	evm.model.RL_6.881	CP4_g25984_DN3_SP0_c.t1
OG0003235	evm.model.RL_5.1168	CP1_g37617_DN3_SP0_c.t1
OG0003235	evm.model.RL_5.1169	CP1_g37618_DN3_SP0_c.t1
OG0003236	evm.model.RL_5.1767	CP7_g45824_DN3_SP1_c.t1, CP7_g45823_DN2_SP0_c.t1
OG0003237	evm.model.RL_7.1741	CP3_g14794_DN3_SP0_c.t1
OG0003237	evm.model.RL_7.1742, evm.model.RL_7.1743	CP3_g14796_DN3_SP0_c.t1, CP3_g14795_DN3_SP0_c.t1
OG0003239	evm.model.RL_8.171	CP1_g38548_DN3_SP0_c.t1
OG0003243	evm.model.RL_7.1876	CP5_g2000_DN3_SP0_c.t1, CP28_g33821_DN3_SP0_c.t1
OG0003247	evm.model.RL_2.2574	CP5_g937_DN3_SP8_c.t1
OG0003247	evm.model.RL_6.288	CP16_g55053_DN3_SP8_c.t1
OG0003248	evm.model.RL_2.2580	CP5_g928_DN3_SP3_c.t1
OG0003248	evm.model.RL_6.291	CP16_g55057_DN3_SP0_c.t1
OG0003249	evm.model.RL_2.2722	CP5_g790_DN3_SP6_c.t1
OG0003249	evm.model.RL_6.435	CP16_g55290_DN3_SP6_c.t1
OG0003250	evm.model.RL_2.2747	CP5_g766_DN3_SP8_c.t1
OG0003251	evm.model.RL_2.806, evm.model.RL_2.1056	CP6_g7375_DN3_SP0_c.t1, CP6_g7376_DN3_SP0_c.t1
OG0003253	evm.model.RL_4.455, evm.model.RL_4.458, evm.model.RL_4.457, evm.model.RL_4.456	CP13_g20196_DN3_SP1_c.t1
