Orthogroup	Cardamine_amara	Eutrema_salsugineum
OG0003725	evm.model.RL_2.213	XP_006405552.1
OG0003726	evm.model.RL_6.2896	XP_024004903.1, XP_024010862.1
OG0003727	evm.model.RL_6.2761	XP_006397802.2
OG0003728	evm.model.RL_6.2517	XP_006397566.2
OG0003728	evm.model.RL_6.2518	XP_024010894.1
OG0003729	evm.model.RL_6.2516	XP_024008776.1
OG0003730	evm.model.RL_7.555	XP_006402818.1
OG0003731	evm.model.RL_5.1997.3.687c88b8, evm.model.RL_4.3217	XP_006398767.1, XP_006408279.1
OG0003732	evm.model.RL_8.2031	XP_024011894.1, XP_024009959.1
OG0003733	evm.model.RL_4.505, evm.model.RL_5.276	XP_006403204.1
OG0003734	evm.model.RL_4.526, evm.model.RL_4.522_evm.model.RL_4.519.2.687c9995	XP_006403223.1
OG0003735	evm.model.RL_4.541	XP_024013339.1
OG0003736	evm.model.RL_6.1361	XP_006410406.1
OG0003738	evm.model.RL_6.1264, evm.model.RL_5.434	XP_006410300.2
OG0003739	evm.model.RL_6.1227	XP_024003918.1
OG0003740	evm.model.RL_5.495	XP_006417928.1
OG0003741	evm.model.RL_6.861	XP_006409749.1
OG0003742	evm.model.RL_6.1346, evm.model.RL_6.743	XP_006417291.1
OG0003743	evm.model.RL_1.122	XP_006408449.1
OG0003744	evm.model.RL_5.2322, evm.model.RL_2.138.2.687c86e0	XP_006405358.1
OG0003745	evm.model.RL_1.529	XP_006408006.1
OG0003745	evm.model.RL_4.1126	XP_006394877.1
OG0003746	evm.model.RL_4.1756	XP_006400453.1
OG0003747	evm.model.RL_1.666	XP_006407855.1
OG0003748	evm.model.RL_1.733	XP_006407795.1
OG0003749	evm.model.RL_1.757	XP_006407769.1
OG0003750	evm.model.RL_7.801	XP_006403443.1
OG0003754	evm.model.RL_5.3367	XP_006416018.1
OG0003755	evm.model.RL_5.3308	XP_006415951.1, XP_024009934.1
OG0003756	evm.model.RL_2.1950	XP_006413442.1, XP_006413443.2
OG0003758	evm.model.RL_6.141	XP_006404696.1
OG0003759	evm.model.RL_5.1327	XP_006416975.1
OG0003761	evm.model.RL_5.387	XP_024008772.1
OG0003762	evm.model.RL_6.1398, evm.model.RL_6.1443	XP_006409000.1
OG0003763	evm.model.RL_5.267	XP_006418165.1
OG0003764	evm.model.RL_8.132	XP_006396313.1
OG0003765	evm.model.RL_4.2051	XP_006400113.1
OG0003765	evm.model.RL_5.1655	XP_024006891.1
OG0003766	evm.model.RL_4.2038	XP_006400131.2
OG0003767	evm.model.RL_4.1384	XP_006394608.1
OG0003768	evm.model.RL_8.2370	XP_024014285.1, XP_006394332.1
OG0003769	evm.model.RL_8.1903	XP_024014644.1, XP_006401107.1
OG0003770	evm.model.RL_7.1650, evm.model.RL_7.1651, evm.model.RL_7.1652	XP_006404394.1
OG0003771	evm.model.RL_7.1654	XP_006404397.2
OG0003771	evm.model.RL_8.1939	XP_006401058.1
OG0003772	evm.model.RL_2.2893	XP_006412311.1
OG0003772	evm.model.RL_7.1902	XP_006419126.1
OG0003773	evm.model.RL_3.1307	XP_006391039.1
OG0003774	evm.model.RL_3.1340	XP_006391005.2
OG0003775	evm.model.RL_6.1048, evm.model.RL_3.2244	XP_024005851.1
OG0003776	evm.model.RL_3.2279	XP_006389954.1
OG0003777	evm.model.RL_3.2303	XP_006389934.1
OG0003778	evm.model.RL_1.1891	XP_006406453.1
OG0003779	evm.model.RL_1.1966	XP_006406379.1
OG0003781	evm.model.RL_1.2305	XP_006418806.1
OG0003782	evm.model.RL_1.2505	XP_006396166.1
OG0003783	evm.model.RL_1.2543	XP_006396131.1
OG0003785	evm.model.RL_5.3925	XP_006392637.1
OG0003786	evm.model.RL_5.1897	XP_006392998.1
OG0003787	evm.model.RL_5.2054, evm.model.RL_5.2053	XP_006393216.2
OG0003788	evm.model.RL_7.977	XP_006403624.2
OG0003789	evm.model.RL_8.328, evm.model.RL_3.104	XP_006391488.2
OG0003790	evm.model.RL_7.746	XP_024012938.1
OG0003791	evm.model.RL_7.699	XP_006402961.1
OG0003792	evm.model.RL_7.666, evm.model.RL_7.1001	XP_006402922.1, XP_024013000.1
OG0003794	evm.model.RL_6.746	XP_024013602.1, XP_024013166.1
OG0003796	evm.model.RL_8.562, evm.model.RL_8.563, evm.model.RL_6.1085	XP_024013374.1
OG0003797	evm.model.RL_5.3365	XP_024008053.1
OG0003798	evm.model.RL_5.3690	XP_006416402.1
OG0003799	evm.model.RL_3.1262	XP_006391101.1
OG0003799	evm.model.RL_5.3252	XP_024007767.1
OG0003802	evm.model.RL_8.2293	XP_006394422.1
OG0003803	evm.model.RL_2.1519, evm.model.RL_4.2973	XP_006413952.1
OG0003804	evm.model.RL_6.921	XP_006409842.1
OG0003805	evm.model.RL_4.1972	XP_024012121.1
OG0003807	evm.model.RL_8.2156	XP_006394556.1
OG0003810	evm.model.RL_7.1462	XP_024013783.1
OG0003823	evm.model.RL_2.2336	XP_006412980.1
OG0003824	evm.model.RL_2.2672	XP_006412578.1
OG0003827	evm.model.RL_2.2990	XP_006412203.1
OG0003827	evm.model.RL_1.2823	XP_024016217.1
OG0003828	evm.model.RL_5.2813	XP_006415352.2
OG0003829	evm.model.RL_5.2790	XP_024009205.1
OG0003831	evm.model.RL_5.858	XP_006417512.1
OG0003832	evm.model.RL_8.1197, evm.model.RL_7.2690	XP_006398538.2
OG0003833	evm.model.RL_6.1135	XP_006410098.2
OG0003834	evm.model.RL_7.2653	XP_006391610.1
OG0003835	evm.model.RL_3.197	XP_006391803.1
OG0003836	evm.model.RL_4.3323	XP_006398678.1
OG0003838	evm.model.RL_8.1237_evm.model.RL_8.1239.2.687c97bf	XP_006401985.1
OG0003839	evm.model.RL_8.1525	XP_024011846.1
OG0003840	evm.model.RL_8.1639	XP_006401441.1
OG0003842	evm.model.RL_4.2327	XP_006399780.1
OG0003843	evm.model.RL_4.2437	XP_024012391.1
OG0003844	evm.model.RL_4.203	XP_006398308.1, XP_006414121.1
OG0003845	evm.model.RL_2.1431.2.687c86e3	XP_024004103.1, XP_024004614.1
OG0003846	evm.model.RL_2.1882	XP_006413528.1
OG0003847	evm.model.RL_2.1883	XP_006413527.1
OG0003848	evm.model.RL_5.2603	XP_006415065.1
OG0003849	evm.model.RL_5.2573.6.687c88bc	XP_024008581.1
OG0003850	evm.model.RL_5.2271, evm.model.RL_5.2273	XP_006393614.1
OG0003851	evm.model.RL_5.2915	XP_006415541.1
OG0003852	evm.model.RL_2.3115.1.687c86e8	XP_006412048.1
OG0003853	evm.model.RL_2.3270_evm.model.RL_2.3271	XP_006411875.1
OG0003854	evm.model.RL_2.440	XP_006405837.1
OG0003855	evm.model.RL_5.2325	XP_006393712.2
OG0003857	evm.model.RL_7.1831	XP_006419064.1
OG0003857	evm.model.RL_4.696	XP_024014685.1
OG0003858	evm.model.RL_4.698, evm.model.RL_5.2017	XP_006391231.1
OG0003859	evm.model.RL_4.1158	XP_006396874.1
OG0003860	evm.model.RL_6.2720	XP_024008755.1
OG0003862	evm.model.RL_4.205.1.687c86cd	XP_024010946.1
OG0003862	evm.model.RL_2.1393.1.687c99f6	XP_024005492.1
OG0003863	evm.model.RL_4.19, evm.model.RL_4.22	XP_024010990.1
OG0003864	evm.model.RL_7.88	XP_006402343.1
OG0003865	evm.model.RL_6.2806	XP_006397194.1
OG0003866	evm.model.RL_6.2664	XP_024007891.1
OG0003868	evm.model.RL_8.2137	XP_006400821.1
OG0003869	evm.model.RL_8.2119	XP_006400842.1
OG0003871	evm.model.RL_8.2077, evm.model.RL_3.1947	XP_024011920.1
OG0003872	evm.model.RL_8.83	XP_006396261.1
OG0003873	evm.model.RL_8.211	XP_024010057.1, XP_006392185.1
OG0003874	evm.model.RL_8.297	XP_006396487.1
OG0003875	evm.model.RL_5.263	XP_006418169.1
OG0003875	evm.model.RL_5.707, evm.model.RL_5.776	XP_006403157.1
OG0003876	evm.model.RL_6.2015, evm.model.RL_6.1254	XP_024004216.1
OG0003877	evm.model.RL_2.2236	XP_024004373.1
OG0003878	evm.model.RL_1.569	XP_006407957.1
OG0003879	evm.model.RL_1.670	XP_024015613.1
OG0003880	evm.model.RL_2.137	XP_006405934.2, XP_024014675.1
OG0003881	evm.model.RL_5.1453	XP_006416854.1
OG0003882	evm.model.RL_5.1652.1.687c88b6	XP_006416623.1
OG0003883	evm.model.RL_5.1630	XP_006416647.2
OG0003884	evm.model.RL_5.3309	XP_006415952.1
OG0003885	evm.model.RL_2.2007	XP_006413368.1
OG0003886	evm.model.RL_6.312	XP_006404929.1
OG0003887	evm.model.RL_5.1223, evm.model.RL_5.1337	XP_006416964.1
OG0003889	evm.model.RL_5.752	XP_006417632.1
OG0003890	evm.model.RL_6.1236	XP_024016819.1, XP_024016680.1, XP_006417966.1
OG0003891	evm.model.RL_4.2055	XP_006400109.1
OG0003893	evm.model.RL_1.326	XP_006408229.1
OG0003893	evm.model.RL_4.1824	XP_024012306.1
OG0003894	evm.model.RL_4.1041	XP_024007203.1
OG0003896	evm.model.RL_4.928	XP_024007009.1
OG0003897	evm.model.RL_4.2945	XP_006399059.1
OG0003898	evm.model.RL_8.2460, evm.model.RL_4.3035	XP_006398959.1
OG0003899	evm.model.RL_4.1174.1.687c86d2, evm.model.RL_4.1173.1.687c86d2	XP_006394822.1, XP_006394821.1
OG0003900	evm.model.RL_7.1429	XP_006404117.1
OG0003901	evm.model.RL_7.1599, evm.model.RL_3.888	XP_006404332.1
OG0003902	evm.model.RL_8.1966	XP_006401030.1
OG0003903	evm.model.RL_2.3374	XP_006391122.1, XP_006411760.1
OG0003904	evm.model.RL_3.2062	XP_006390184.1
OG0003905	evm.model.RL_3.2054	XP_006390198.1
OG0003906	evm.model.RL_5.3417	XP_006416079.1
OG0003907	evm.model.RL_3.2002, evm.model.RL_3.2003	XP_024010935.1
OG0003908	evm.model.RL_3.2293	XP_006389944.1
OG0003909	evm.model.RL_3.2342	XP_006389892.1
OG0003912	evm.model.RL_5.3773	XP_006392825.1
OG0003913	evm.model.RL_1.1498	XP_006406925.2
OG0003914	evm.model.RL_1.1533	XP_024015139.1
OG0003915	evm.model.RL_1.1812	XP_024015374.1
OG0003916	evm.model.RL_1.1885	XP_006406464.1
OG0003917	evm.model.RL_1.1938, evm.model.RL_1.1937, evm.model.RL_7.2302	XP_006406410.1
OG0003918	evm.model.RL_1.1982	XP_006406366.1
OG0003919	evm.model.RL_1.2102	XP_006406238.1
OG0003920	evm.model.RL_1.2180	XP_006406123.1
OG0003921	evm.model.RL_1.3129	XP_024016158.1
OG0003922	evm.model.RL_5.3800	XP_006392789.1
OG0003923	evm.model.RL_5.2215	XP_006393503.1
OG0003924	evm.model.RL_7.1208, evm.model.RL_7.1212	XP_006403880.1
OG0003925	evm.model.RL_7.851, evm.model.RL_7.839	XP_006415630.1
OG0003926	evm.model.RL_7.258	XP_006402514.1
OG0003930	evm.model.RL_5.3461	XP_006418436.1
OG0003933	evm.model.RL_7.2077	XP_006395278.2
OG0003935	evm.model.RL_4.2827	XP_024012265.1
OG0003938	evm.model.RL_5.3451, evm.model.RL_1.3075, evm.model.RL_5.3410, evm.model.RL_5.3408	XP_006416120.1
OG0003941	evm.model.RL_1.2749	XP_024016623.1
OG0003948	evm.model.RL_2.2518	XP_006412782.1
OG0003950	evm.model.RL_5.2754	XP_006415259.1
OG0003951	evm.model.RL_2.1187	XP_006414360.1
OG0003952	evm.model.RL_5.139, evm.model.RL_3.710	XP_024010137.1
OG0003954	evm.model.RL_7.2611	XP_006395816.1
OG0003955	evm.model.RL_7.2561	XP_006395749.1
OG0003956	evm.model.RL_6.2772	XP_006395439.1
OG0003957	evm.model.RL_7.2262	XP_006395425.1
OG0003958	evm.model.RL_2.472	XP_006405864.1
OG0003958	evm.model.RL_3.994	XP_006391353.1
OG0003959	evm.model.RL_6.2198	XP_024003898.1
OG0003961	evm.model.RL_1.1005	XP_006407488.1
OG0003962	evm.model.RL_1.1048	XP_006407449.1
OG0003963	evm.model.RL_3.158	XP_006391750.2, XP_006397009.1
OG0003964	evm.model.RL_2.1468	XP_006414015.1
OG0003965	evm.model.RL_8.1188	XP_006402057.1
OG0003966	evm.model.RL_2.2311	XP_006413005.1
OG0003968	evm.model.RL_4.1166.2.687c86d2	XP_006394834.1
OG0003968	evm.model.RL_4.2427	XP_006399671.2
OG0003969	evm.model.RL_4.2443	XP_024011169.1
OG0003971	evm.model.RL_4.2688	XP_006408891.2
OG0003972	evm.model.RL_4.2784.2.687c86db	XP_006399246.1
OG0003973	evm.model.RL_4.76.2.687c86cc	XP_006398414.1
OG0003974	evm.model.RL_7.1122	XP_006403783.1
OG0003974	evm.model.RL_2.1416	XP_006414085.1
OG0003975	evm.model.RL_2.1598, evm.model.RL_5.1369	XP_024004341.1
OG0003976	evm.model.RL_2.1804	XP_024005724.1
OG0003977	evm.model.RL_7.1081	XP_006403724.1
OG0003979	evm.model.RL_5.2611	XP_006415267.1, XP_006415266.1
OG0003980	evm.model.RL_2.3172	XP_006411989.1
OG0003981	evm.model.RL_2.3179	XP_006411978.1
OG0003982	evm.model.RL_2.3263	XP_006411882.1
OG0003983	evm.model.RL_6.149	XP_006404705.1
OG0003984	evm.model.RL_8.755	XP_006397084.1
OG0003985	evm.model.RL_1.2920, evm.model.RL_8.456	XP_024009821.1
OG0003986	evm.model.RL_4.263	XP_024010965.1
OG0003988	evm.model.RL_2.958	XP_006414714.1
OG0003989	evm.model.RL_2.1091	XP_006414479.1
OG0003990	evm.model.RL_7.716, evm.model.RL_2.103	XP_024012937.1, XP_006405394.1
OG0003991	evm.model.RL_7.142	XP_006402399.1
OG0003991	evm.model.RL_6.2853	XP_024010735.1
OG0003992	evm.model.RL_6.2829	XP_006397878.1
OG0003993	evm.model.RL_7.234	XP_006402488.1
OG0003994	evm.model.RL_5.3330, evm.model.RL_3.1365, evm.model.RL_3.1367	XP_024012155.1
OG0003995	evm.model.RL_6.2531	XP_024010685.1
OG0003996	evm.model.RL_6.2502	XP_024010786.1
OG0003998	evm.model.RL_4.3306	XP_024011415.1
OG0003999	evm.model.RL_1.944	XP_006407577.1
OG0004001	evm.model.RL_8.2020	XP_006400967.1
OG0004003	evm.model.RL_6.838	XP_006409767.1
OG0004006	evm.model.RL_6.845	XP_006409758.1
OG0004007	evm.model.RL_1.388	XP_006408161.1
OG0004008	evm.model.RL_1.426_evm.model.RL_1.427.1.687c9a63	XP_006408116.1
OG0004010	evm.model.RL_1.742	XP_006407784.2
OG0004011	evm.model.RL_7.760	XP_006403033.2
OG0004012	evm.model.RL_6.2107	XP_006411238.1
OG0004013	evm.model.RL_7.780	XP_006403417.2
OG0004013	evm.model.RL_7.2003	XP_006402880.1, XP_006402879.2, XP_006394010.2
OG0004014	evm.model.RL_5.2405	XP_024006196.1
OG0004015	evm.model.RL_6.2033	XP_006411145.1
OG0004016	evm.model.RL_6.2054	XP_006411169.1
OG0004017	evm.model.RL_6.1852	XP_024003922.1
OG0004018	evm.model.RL_4.2588	XP_024012132.1
OG0004019	evm.model.RL_6.1971	XP_006411081.1
OG0004021	evm.model.RL_6.1958	XP_006411063.1
OG0004022	evm.model.RL_6.385	XP_006405049.1, XP_006403321.1
OG0004024	evm.model.RL_2.890, evm.model.RL_2.887, evm.model.RL_2.889, evm.model.RL_6.1160, evm.model.RL_2.888, evm.model.RL_5.1491, evm.model.RL_5.1486	XP_006416821.1
OG0004025	evm.model.RL_5.3441	XP_006416110.1
OG0004026	evm.model.RL_2.2002	XP_006413374.1
OG0004027	evm.model.RL_2.2037	XP_024005170.1
OG0004027	evm.model.RL_8.1246	XP_006401977.2
OG0004028	evm.model.RL_2.2070	XP_006413294.1
OG0004028	evm.model.RL_8.1324	XP_006401843.1
OG0004030	evm.model.RL_6.337	XP_006404978.1
OG0004031	evm.model.RL_6.1672	XP_006410753.1
OG0004032	evm.model.RL_6.8, evm.model.RL_4.82	XP_006404537.1
OG0004033	evm.model.RL_5.1086	XP_006417258.1
OG0004035	evm.model.RL_5.632	XP_006417763.1
OG0004036	evm.model.RL_5.2116	XP_006393089.2
OG0004037	evm.model.RL_8.47	XP_006418286.1
OG0004038	evm.model.RL_4.2039	XP_006400130.1
OG0004039	evm.model.RL_4.1112	XP_006394892.1
OG0004040	evm.model.RL_4.1027, evm.model.RL_4.1028	XP_006394977.2
OG0004041	evm.model.RL_8.2190	XP_024007200.1
OG0004043	evm.model.RL_7.1812, evm.model.RL_4.905	XP_006395084.1
OG0004044	evm.model.RL_4.3022	XP_006398979.1
OG0004045	evm.model.RL_4.1235	XP_006394743.1
OG0004045	evm.model.RL_4.1236	XP_006394742.1
OG0004046	evm.model.RL_7.1502	XP_006404213.1
OG0004047	evm.model.RL_4.1365.2.687c86d3	XP_024007513.1
OG0004048	evm.model.RL_8.2150	XP_024007374.1
OG0004049	evm.model.RL_8.2231	XP_006394493.2
OG0004050	evm.model.RL_7.1864, evm.model.RL_4.1441, evm.model.RL_4.1442	XP_006400792.1
OG0004051	evm.model.RL_7.1928	XP_006404481.1
OG0004052	evm.model.RL_3.1533, evm.model.RL_3.1534	XP_006390789.1
OG0004053	evm.model.RL_3.2221	XP_006390005.1
OG0004054	evm.model.RL_1.1188	XP_024015725.1
OG0004055	evm.model.RL_1.1287	XP_006407177.1
OG0004057	evm.model.RL_1.1637	XP_006406764.1
OG0004058	evm.model.RL_1.1638	XP_006406763.1
OG0004059	evm.model.RL_1.1709	XP_006406668.1
OG0004060	evm.model.RL_1.1726, evm.model.RL_6.109	XP_006406648.1
OG0004061	evm.model.RL_1.1731	XP_006406637.2
OG0004062	evm.model.RL_1.1760	XP_006406598.1
OG0004063	evm.model.RL_1.1781	XP_006406577.1
OG0004065	evm.model.RL_1.2029	XP_024015026.1, XP_024008676.1
OG0004066	evm.model.RL_1.2142	XP_006406183.1
OG0004067	evm.model.RL_1.2332	XP_006418756.1
OG0004068	evm.model.RL_1.2757	XP_006393120.1, XP_024016466.1
OG0004069	evm.model.RL_5.2090	XP_006393268.1
OG0004070	evm.model.RL_1.1418	XP_006407025.1
OG0004071	evm.model.RL_7.674	XP_006402933.1
OG0004072	evm.model.RL_6.2317	XP_024003910.1
OG0004073	evm.model.RL_7.429	XP_006402703.1
OG0004074	evm.model.RL_2.129	XP_024014753.1, XP_006405369.1
OG0004075	evm.model.RL_4.354	XP_006398148.1
OG0004078	evm.model.RL_2.2263	XP_024005223.1, XP_024011998.1
OG0004080	evm.model.RL_7.2483, evm.model.RL_7.2528, evm.model.RL_7.2471	XP_024006884.1
OG0004081	evm.model.RL_1.943, evm.model.RL_1.994	XP_006407549.1, XP_006407546.1
OG0004082	evm.model.RL_8.183, evm.model.RL_8.182, evm.model.RL_8.198	XP_006396369.1
OG0004084	evm.model.RL_7.2444	XP_006395628.1
OG0004087	evm.model.RL_6.1301	XP_006410342.1
OG0004092	evm.model.RL_2.2567	XP_006412693.1
OG0004093	evm.model.RL_2.2598.1.687c86e6	XP_006412649.1, XP_024005560.1
OG0004095	evm.model.RL_2.2900	XP_006412303.1
OG0004096	evm.model.RL_2.2954	XP_006412239.2
OG0004097	evm.model.RL_3.592	XP_006392346.1
OG0004097	evm.model.RL_3.594	XP_024004322.1
OG0004098	evm.model.RL_5.873	XP_006417495.1
OG0004099	evm.model.RL_7.2676	XP_006398518.1
OG0004100	evm.model.RL_7.2161	XP_024006860.1
OG0004101	evm.model.RL_8.1633	XP_006401451.1
OG0004102	evm.model.RL_2.190	XP_006405288.1
OG0004103	evm.model.RL_1.1095	XP_006407405.1
OG0004105	evm.model.RL_8.1526	XP_006401585.1
OG0004106	evm.model.RL_8.1566	XP_006401539.1
OG0004107	evm.model.RL_1.3004	XP_024010891.1
OG0004108	evm.model.RL_8.1701.5.687c855d	XP_006401361.1
OG0004109	evm.model.RL_4.2462	XP_006394793.1
OG0004112	evm.model.RL_8.2226	XP_006394498.1
OG0004113	evm.model.RL_2.1411	XP_006414091.2
OG0004114	evm.model.RL_2.1414	XP_006414088.1
OG0004115	evm.model.RL_2.1436	XP_006414060.1
OG0004117	evm.model.RL_2.1628	XP_006413805.1
OG0004118	evm.model.RL_2.1678	XP_006413743.1
OG0004119	evm.model.RL_5.2605	XP_006415067.1
OG0004120	evm.model.RL_2.1619	XP_024010066.1, XP_006413821.1
OG0004121	evm.model.RL_5.2351	XP_006393747.1
OG0004122	evm.model.RL_2.1003, evm.model.RL_5.2369	XP_006393773.1
OG0004123	evm.model.RL_6.1501, evm.model.RL_5.3013	XP_006415610.1
OG0004124	evm.model.RL_5.2853	XP_006415422.1
OG0004125	evm.model.RL_2.3182	XP_006411974.1
OG0004126	evm.model.RL_6.1785	XP_024011304.1
OG0004126	evm.model.RL_8.1159	XP_006410866.1
OG0004127	evm.model.RL_6.357	XP_006411868.2
OG0004128	evm.model.RL_2.3472	XP_006411647.1
OG0004129	evm.model.RL_5.616	XP_024007892.1
OG0004130	evm.model.RL_2.259	XP_006405602.2
OG0004130	evm.model.RL_7.2134	XP_006395314.1
OG0004132	evm.model.RL_6.1454, evm.model.RL_5.2394	XP_006410510.1
OG0004133	evm.model.RL_4.602	XP_006403324.1
OG0004134	evm.model.RL_4.665	XP_006403380.1
OG0004134	evm.model.RL_5.2228	XP_006393518.1
OG0004135	evm.model.RL_2.1905, evm.model.RL_8.684	XP_024009963.1
OG0004136	evm.model.RL_8.569	XP_006396803.1
OG0004137	evm.model.RL_4.85	XP_006398409.1
OG0004138	evm.model.RL_2.974	XP_006414693.2
OG0004139	evm.model.RL_2.112	XP_006405384.1
OG0004140	evm.model.RL_6.2893	XP_006397935.1
OG0004141	evm.model.RL_6.2851	XP_006397894.1
OG0004142	evm.model.RL_6.2545	XP_006397599.1
OG0004143	evm.model.RL_6.2490	XP_006397536.1
OG0004144	evm.model.RL_6.2419	XP_006411566.1
OG0004145	evm.model.RL_6.2413	XP_006411559.1
OG0004146	evm.model.RL_7.504	XP_006402771.1
OG0004147	evm.model.RL_4.1555	XP_006400672.1
OG0004148	evm.model.RL_4.1514	XP_006400714.1
OG0004149	evm.model.RL_4.1426.1.687c86d3	XP_006400806.1, XP_006400808.1, XP_006400807.1
OG0004150	evm.model.RL_8.2087	XP_006400879.1, XP_024009653.1
OG0004151	evm.model.RL_8.1975	XP_006401022.1
OG0004152	evm.model.RL_2.616, evm.model.RL_2.617, evm.model.RL_8.2491	XP_006394199.1
OG0004153	evm.model.RL_8.43	XP_024009906.1
OG0004154	evm.model.RL_8.134, evm.model.RL_8.137, evm.model.RL_8.138	XP_006396316.1, XP_024010512.1
OG0004155	evm.model.RL_8.142	XP_024010491.1
OG0004156	evm.model.RL_8.259	XP_006396445.1
OG0004158	evm.model.RL_4.3246.1.687c86dd, evm.model.RL_4.502	XP_024013263.1
OG0004159	evm.model.RL_5.278	XP_006418150.1
OG0004161	evm.model.RL_6.1280, evm.model.RL_6.1282	XP_006410318.2
OG0004162	evm.model.RL_6.1142	XP_006410153.1
OG0004163	evm.model.RL_6.1134	XP_006410100.1
OG0004165	evm.model.RL_6.1020	XP_006409958.1
OG0004166	evm.model.RL_7.1984	XP_024013448.1
OG0004167	evm.model.RL_2.2245	XP_006413091.1
OG0004168	evm.model.RL_1.39	XP_006408545.1
OG0004169	evm.model.RL_1.231	XP_006408343.1
OG0004170	evm.model.RL_1.316	XP_006408237.1
OG0004171	evm.model.RL_4.961	XP_006395036.1
OG0004172	evm.model.RL_1.422	XP_006408119.1
OG0004173	evm.model.RL_1.415	XP_006408127.1
OG0004173	evm.model.RL_4.1022	XP_006394982.1
OG0004174	evm.model.RL_1.701	XP_006407824.1
OG0004175	evm.model.RL_6.2170	XP_006411311.1
OG0004176	evm.model.RL_6.1879	XP_006410969.1
OG0004178	evm.model.RL_5.1470	XP_006416837.1
OG0004179	evm.model.RL_5.1733, evm.model.RL_5.1731	XP_006416546.1
OG0004181	evm.model.RL_5.3668	XP_024007819.1
OG0004182	evm.model.RL_3.1598	XP_006390713.1
OG0004183	evm.model.RL_2.1971.2.687c86e4	XP_024005791.1
OG0004184	evm.model.RL_2.1983	XP_006413398.1
OG0004185	evm.model.RL_2.1997	XP_006413379.1
OG0004186	evm.model.RL_2.249	XP_006397221.1, XP_006405594.1
OG0004187	evm.model.RL_2.2025	XP_006413337.1
OG0004188	evm.model.RL_8.1295	XP_006401882.1
OG0004189	evm.model.RL_5.1149	XP_006417175.1
OG0004189	evm.model.RL_7.2363	XP_006395537.1
OG0004190	evm.model.RL_5.1116	XP_006417223.1
OG0004191	evm.model.RL_5.689	XP_006417707.1
OG0004192	evm.model.RL_5.175	XP_006418262.1
OG0004193	evm.model.RL_4.2030	XP_006400142.1
OG0004194	evm.model.RL_4.2010	XP_006400169.1
OG0004195	evm.model.RL_4.1918, evm.model.RL_7.1887, evm.model.RL_7.1756	XP_006400259.1
OG0004196	evm.model.RL_3.135, evm.model.RL_4.1064	XP_024007390.1, XP_024014317.1
OG0004198	evm.model.RL_4.1160	XP_006394841.1
OG0004201	evm.model.RL_4.1388	XP_024006817.1
OG0004203	evm.model.RL_3.1101, evm.model.RL_3.1202	XP_024006984.1
OG0004204	evm.model.RL_8.2332	XP_006394370.1
OG0004205	evm.model.RL_8.1930	XP_006401067.1
OG0004206	evm.model.RL_7.1439	XP_024013726.1
OG0004206	evm.model.RL_7.1440	XP_024013793.1
OG0004207	evm.model.RL_7.1797	XP_006419017.1
OG0004209	evm.model.RL_3.1550	XP_006390770.1
OG0004210	evm.model.RL_3.1562	XP_024007615.1
OG0004211	evm.model.RL_3.1599, evm.model.RL_3.1011	XP_006390710.1
OG0004212	evm.model.RL_3.2177	XP_006390058.1
OG0004213	evm.model.RL_3.1838	XP_006390447.1
OG0004214	evm.model.RL_4.1619, evm.model.RL_3.1728	XP_006390577.1
OG0004215	evm.model.RL_3.2233	XP_006389993.2, XP_024008672.1, XP_006389995.2
OG0004216	evm.model.RL_3.2398	XP_006389829.1
OG0004217	evm.model.RL_1.1169	XP_006407304.1
OG0004218	evm.model.RL_1.1452	XP_006406988.1
OG0004219	evm.model.RL_1.1481	XP_006406955.1
OG0004220	evm.model.RL_1.1522	XP_024015774.1
OG0004222	evm.model.RL_1.1732	XP_024015314.1
OG0004223	evm.model.RL_1.1809	XP_006406544.1
OG0004224	evm.model.RL_1.1834.1.687c87ee	XP_006406516.1
OG0004225	evm.model.RL_1.1861	XP_006406484.1
OG0004226	evm.model.RL_1.2038	XP_006406305.1
OG0004227	evm.model.RL_1.2095	XP_006406241.1
OG0004228	evm.model.RL_1.2096	XP_006406240.1
OG0004229	evm.model.RL_1.2134	XP_006406195.1
