Orthogroup	Cardamine_amara	Arabidopsis_lyrata_NCBI
OG0001248	evm.model.RL_5.602	XP_002879203.1, XP_020885470.1, XP_020885467.1
OG0001248	evm.model.RL_6.1025, evm.model.RL_6.1023, evm.model.RL_6.1022	XP_002863049.2
OG0001249	evm.model.RL_6.1950	XP_020882848.1
OG0001250	evm.model.RL_4.2088	XP_020876572.1
OG0001250	evm.model.RL_1.119	XP_020887847.1
OG0001251	evm.model.RL_1.142	XP_002884314.1
OG0001251	evm.model.RL_4.2059	XP_002873742.1
OG0001252	evm.model.RL_1.176	XP_020886877.1
OG0001252	evm.model.RL_1.175	XP_020886876.1
OG0001253	evm.model.RL_1.487	XP_020885877.1
OG0001253	evm.model.RL_4.1069	XP_020876889.1
OG0001254	evm.model.RL_5.1926	XP_002894316.1
OG0001254	evm.model.RL_6.1673	XP_002879579.1
OG0001255	evm.model.RL_3.2240	XP_020891132.1
OG0001255	evm.model.RL_5.1560	XP_020868944.1
OG0001256	evm.model.RL_3.1666	XP_020891089.1
OG0001256	evm.model.RL_5.1590	XP_020868107.1
OG0001257	evm.model.RL_3.1724	XP_020890577.1
OG0001257	evm.model.RL_5.1613	XP_002890250.1
OG0001258	evm.model.RL_3.1879	XP_020889791.1
OG0001259	evm.model.RL_5.1789	XP_002893054.1
OG0001259	evm.model.RL_3.1941	XP_020889651.1
OG0001260	evm.model.RL_7.1935.1.687c84bb	XP_020876297.1, XP_020871194.1
OG0001261	evm.model.RL_5.1275	XP_020867066.1
OG0001261	evm.model.RL_7.2564	XP_020881047.1
OG0001262	evm.model.RL_5.1265	XP_020867063.1
OG0001263	evm.model.RL_5.1088	XP_002889923.1
OG0001263	evm.model.RL_3.227	XP_002888009.1
OG0001264	evm.model.RL_1.1247	XP_002884964.1
OG0001264	evm.model.RL_5.3939	XP_002891844.1
OG0001265	evm.model.RL_5.1915	XP_020868774.1
OG0001265	evm.model.RL_1.2036	XP_020887855.1
OG0001267	evm.model.RL_4.424	XP_002863582.2
OG0001268	evm.model.RL_5.3304	XP_002893387.1
OG0001269	evm.model.RL_5.2990	XP_020868255.1
OG0001274	evm.model.RL_6.320	XP_020885752.1
OG0001274	evm.model.RL_2.2611	XP_002867317.1
OG0001275	evm.model.RL_5.3676	XP_020866686.1
OG0001275	evm.model.RL_2.3032	XP_020872134.1
OG0001276	evm.model.RL_5.975	XP_020870433.1
OG0001277	evm.model.RL_2.982, evm.model.RL_3.337	XP_002886531.1, XP_002886533.1, XP_020871093.1
OG0001278	evm.model.RL_1.2502	XP_002885789.1
OG0001279	evm.model.RL_4.2124	XP_002871647.1
OG0001279	evm.model.RL_1.92	XP_020887568.1
OG0001280	evm.model.RL_7.2122	XP_002877154.1
OG0001280	evm.model.RL_2.274	XP_002870774.1
OG0001281	evm.model.RL_3.62	XP_002886356.1
OG0001282	evm.model.RL_2.2133	XP_020873597.1
OG0001282	evm.model.RL_8.1760	XP_002866169.1
OG0001283	evm.model.RL_7.669, evm.model.RL_6.2246	XP_002876390.1, XP_002879915.1
OG0001284	evm.model.RL_8.1082	XP_002865770.1
OG0001284	evm.model.RL_8.2362	XP_020889085.1
OG0001285	evm.model.RL_8.1534	XP_020877975.1
OG0001286	evm.model.RL_8.1594	XP_002864371.1
OG0001287	evm.model.RL_2.2195	XP_020873403.1
OG0001287	evm.model.RL_8.1616	XP_020890653.1
OG0001288	evm.model.RL_4.2448	XP_020878517.1
OG0001288	evm.model.RL_4.1192	XP_002872166.1
OG0001289	evm.model.RL_2.1299, evm.model.RL_2.1345	XP_002868059.1
OG0001289	evm.model.RL_6.2673, evm.model.RL_4.71	XP_020871835.1
OG0001290	evm.model.RL_8.661	XP_002874678.1
OG0001290	evm.model.RL_2.1877	XP_002869770.1
OG0001291	evm.model.RL_5.2667	XP_002891016.1
OG0001292	evm.model.RL_6.1094	XP_002879246.1
OG0001292	evm.model.RL_1.86	XP_020888052.1
OG0001293	evm.model.RL_7.434	XP_002876493.1
OG0001294	evm.model.RL_6.136	XP_020883255.1
OG0001294	evm.model.RL_2.3344	XP_020874696.1
OG0001295	evm.model.RL_2.345	XP_002868806.1
OG0001296	evm.model.RL_6.178	XP_002880456.1
OG0001296	evm.model.RL_6.1601	XP_002879534.1
OG0001297	evm.model.RL_8.459	XP_002872707.1
OG0001297	evm.model.RL_8.458	XP_020876639.1
OG0001298	evm.model.RL_2.1012	XP_020872273.1
OG0001298	evm.model.RL_1.2165	XP_002885513.1
OG0001299	evm.model.RL_6.2818	XP_002882088.1
OG0001299	evm.model.RL_6.2817	XP_020885117.1
OG0001299	evm.model.RL_7.2130, evm.model.RL_7.2125	XP_002882086.1
OG0001300	evm.model.RL_7.540	XP_020880153.1
OG0001300	evm.model.RL_6.2360	XP_020884468.1
OG0001301	evm.model.RL_7.566	XP_020879837.1
OG0001301	evm.model.RL_6.2344	XP_020884223.1
OG0001302	evm.model.RL_8.2695	XP_020879771.1
OG0001302	evm.model.RL_7.1396	XP_020881267.1
OG0001302	evm.model.RL_7.1397	XP_002877709.1
OG0001303	evm.model.RL_8.21	XP_002872971.1
OG0001303	evm.model.RL_6.2662	XP_002880171.1
OG0001303	evm.model.RL_8.2905	XP_002892033.1
OG0001304	evm.model.RL_5.641	XP_020867785.1
OG0001304	evm.model.RL_6.956	XP_002880987.2
OG0001305	evm.model.RL_1.464	XP_020887906.1
OG0001305	evm.model.RL_4.1051	XP_020876904.1
OG0001306	evm.model.RL_1.484	XP_002884517.1
OG0001307	evm.model.RL_1.689	XP_020888032.1
OG0001307	evm.model.RL_1.690	XP_020887079.1
OG0001309	evm.model.RL_6.1897	XP_020884800.1
OG0001309	evm.model.RL_7.980	XP_002876236.1
OG0001310	evm.model.RL_5.1528	XP_002890191.1
OG0001310	evm.model.RL_3.2290	XP_020890451.1
OG0001311	evm.model.RL_4.993	XP_002874414.2, XP_002865704.2
OG0001311	evm.model.RL_4.996, evm.model.RL_4.997	XP_020876953.1
OG0001312	evm.model.RL_1.663	XP_002882517.1
OG0001312	evm.model.RL_4.837	XP_020865594.1
OG0001313	evm.model.RL_3.1208	XP_002888651.1
OG0001314	evm.model.RL_1.1243	XP_002882817.1
OG0001314	evm.model.RL_5.3949.1.687c88c6	XP_002894518.1
OG0001315	evm.model.RL_1.1499	XP_002882959.1
OG0001315	evm.model.RL_5.3719	XP_002894388.1
OG0001316	evm.model.RL_5.2189	XP_020868380.1
OG0001316	evm.model.RL_1.1663	XP_020889180.1
OG0001317	evm.model.RL_1.1913	XP_002883212.1
OG0001318	evm.model.RL_2.1143	XP_002868166.1
OG0001318	evm.model.RL_2.1142, evm.model.RL_2.1144	XP_002868169.2
OG0001319	evm.model.RL_7.1086	XP_002877898.2
OG0001320	evm.model.RL_3.1499, evm.model.RL_2.2862	XP_020885804.1, XP_020872536.1
OG0001321	evm.model.RL_3.455, evm.model.RL_3.453	XP_020871795.1, XP_020869314.1
OG0001323	evm.model.RL_2.2152	XP_020873477.1
OG0001328	evm.model.RL_2.2657	XP_002869325.1
OG0001328	evm.model.RL_6.350	XP_002878766.1
OG0001330	evm.model.RL_1.2910	XP_020887871.1
OG0001330	evm.model.RL_2.3056	XP_020873091.1
OG0001331	evm.model.RL_3.667, evm.model.RL_3.668	XP_002894649.1
OG0001332	evm.model.RL_3.590.1.687c84ba	XP_002888230.1, XP_002888227.1
OG0001332	evm.model.RL_5.839	XP_020868186.1
OG0001333	evm.model.RL_5.960	XP_002889842.1
OG0001334	evm.model.RL_5.1344	XP_020869341.1
OG0001334	evm.model.RL_7.2702	XP_002875082.1
OG0001335	evm.model.RL_4.3077	XP_002873155.1
OG0001335	evm.model.RL_1.963	XP_020888983.1
OG0001336	evm.model.RL_1.1081	XP_020888264.1
OG0001336	evm.model.RL_4.2903	XP_020878535.1
OG0001337	evm.model.RL_8.1501	XP_002866018.1
OG0001337	evm.model.RL_2.2271	XP_002867495.1
OG0001338	evm.model.RL_8.1500	XP_002866017.1
OG0001339	evm.model.RL_8.1650.1.687c855c	XP_020879798.1
OG0001339	evm.model.RL_2.2180.6.687c86e5	XP_020873306.1
OG0001340	evm.model.RL_4.2467, evm.model.RL_4.2468	XP_002871462.1
OG0001341	evm.model.RL_4.2501	XP_002873480.1
OG0001342	evm.model.RL_4.2574	XP_002871402.1
OG0001342	evm.model.RL_8.2604	XP_002866657.1
OG0001343	evm.model.RL_4.2719.1.687c86db	XP_020877926.1
OG0001343	evm.model.RL_4.1400	XP_020878973.1
OG0001344	evm.model.RL_2.1320	XP_020872415.1
OG0001344	evm.model.RL_4.99	XP_002863376.1
OG0001345	evm.model.RL_2.1439	XP_020875078.1
OG0001345	evm.model.RL_4.254	XP_002865227.1
OG0001346	evm.model.RL_2.1595	XP_002869924.1
OG0001347	evm.model.RL_2.1884	XP_020873832.1
OG0001347	evm.model.RL_1.81	XP_020886972.1
OG0001348	evm.model.RL_1.2954	XP_020889004.1
OG0001348	evm.model.RL_2.3106	XP_020875296.1
OG0001349	evm.model.RL_1.2989	XP_020888708.1
OG0001349	evm.model.RL_2.3148	XP_020874362.1
OG0001350	evm.model.RL_6.165	XP_002878626.1
OG0001351	evm.model.RL_3.691, evm.model.RL_3.694, evm.model.RL_3.696, evm.model.RL_3.695	XP_002870402.1, XP_002870403.1
OG0001352	evm.model.RL_5.2439	XP_002891209.1
OG0001352	evm.model.RL_8.888	XP_002874542.1
OG0001353	evm.model.RL_2.1469	XP_020874527.1
OG0001353	evm.model.RL_4.285	XP_020886167.1
OG0001354	evm.model.RL_7.103	XP_002876682.2
OG0001354	evm.model.RL_6.2900	XP_020883983.1
OG0001355	evm.model.RL_6.2728	XP_020883118.1
OG0001356	evm.model.RL_7.494	XP_002876473.1
OG0001357	evm.model.RL_7.562	XP_020879839.1
OG0001357	evm.model.RL_6.2340	XP_020884230.1
OG0001358	evm.model.RL_6.2313	XP_002881805.1
OG0001358	evm.model.RL_7.612	XP_002878160.1
OG0001359	evm.model.RL_7.1757	XP_002875766.1
OG0001359	evm.model.RL_8.2056	XP_020871232.1
OG0001360	evm.model.RL_5.394	XP_020869139.1
OG0001360	evm.model.RL_6.1315	XP_020883689.1
OG0001361	evm.model.RL_6.1355	XP_020885723.1
OG0001361	evm.model.RL_5.331	XP_020868344.1
OG0001362	evm.model.RL_1.1998	XP_020888534.1
OG0001362	evm.model.RL_6.769	XP_020884280.1
OG0001363	evm.model.RL_2.2219	XP_020873615.1
OG0001363	evm.model.RL_3.273	XP_020884555.1, XP_020891048.1
OG0001364	evm.model.RL_4.2125	XP_020879196.1
OG0001364	evm.model.RL_1.91	XP_020887565.1
OG0001365	evm.model.RL_1.101	XP_002884288.1
OG0001365	evm.model.RL_4.2116	XP_002873709.1
OG0001366	evm.model.RL_4.2043	XP_020876596.1
OG0001367	evm.model.RL_4.949	XP_002865745.1
OG0001367	evm.model.RL_1.585	XP_020889436.1
OG0001368	evm.model.RL_4.2199	XP_020876219.1
OG0001370	evm.model.RL_5.3644.1.687c88c4	XP_002890421.1
OG0001370	evm.model.RL_3.2068	XP_020865599.1
OG0001371	evm.model.RL_5.3358_evm.model.RL_5.3359	XP_020867491.1
OG0001372	evm.model.RL_1.233	XP_002882274.1
OG0001372	evm.model.RL_4.1941	XP_002871746.1
OG0001373	evm.model.RL_5.2136	XP_002891452.1
OG0001373	evm.model.RL_1.1743	XP_020888674.1
OG0001374	evm.model.RL_3.1938	XP_002889017.2
OG0001374	evm.model.RL_5.1785	XP_020870089.1
OG0001375	evm.model.RL_5.1469	XP_020868653.1
OG0001375	evm.model.RL_3.2360	XP_020891648.1
OG0001376	evm.model.RL_1.1318	XP_002885001.1
OG0001376	evm.model.RL_5.3881	XP_020870918.1
OG0001377	evm.model.RL_1.1593	XP_002883017.1
OG0001377	evm.model.RL_1.1594, evm.model.RL_8.723, evm.model.RL_1.1595	XP_002883018.1
OG0001378	evm.model.RL_5.2168	XP_020868743.1
OG0001378	evm.model.RL_1.1695	XP_020889242.1
OG0001379	evm.model.RL_1.1920	XP_020888584.1
OG0001379	evm.model.RL_5.2006.2.687c88b8	XP_020867110.1
OG0001380	evm.model.RL_5.1998	XP_002894255.1
OG0001380	evm.model.RL_1.1925	XP_020886279.1
OG0001381	evm.model.RL_6.54	XP_020866287.1, XP_020879910.1, XP_020881818.1, XP_002875664.1, XP_002886040.1, XP_020866749.1, XP_020866149.1, XP_020870623.1, XP_002891597.1
OG0001382	evm.model.RL_6.164	XP_020884240.1
OG0001382	evm.model.RL_2.3307	XP_020872683.1
OG0001384	evm.model.RL_6.222, evm.model.RL_6.221	XP_002880490.2
OG0001384	evm.model.RL_6.223	XP_002880491.1
OG0001392	evm.model.RL_2.3024	XP_002867095.1
OG0001392	evm.model.RL_1.2847	XP_020887999.1
OG0001393	evm.model.RL_1.2892	XP_002886100.1
OG0001393	evm.model.RL_2.3051	XP_020874363.1
OG0001394	evm.model.RL_5.2776, evm.model.RL_5.2759	XP_002890962.2
OG0001395	evm.model.RL_2.2174	XP_020873710.1
OG0001396	evm.model.RL_7.453	XP_020880561.1
OG0001396	evm.model.RL_4.597	XP_002863069.1, XP_002863938.1, XP_020877286.1, XP_020874976.1, XP_020871403.1
OG0001397	evm.model.RL_5.889	XP_020867876.1
OG0001397	evm.model.RL_3.537	XP_002888198.1
OG0001398	evm.model.RL_7.2691	XP_020880919.1
OG0001398	evm.model.RL_5.1350	XP_020868587.1
OG0001399	evm.model.RL_7.2570	XP_020880426.1
OG0001399	evm.model.RL_5.1281	XP_002892802.1
OG0001400	evm.model.RL_7.2446, evm.model.RL_7.2449	XP_020882051.1
OG0001400	evm.model.RL_5.1179	XP_002889996.1
OG0001401	evm.model.RL_2.245	XP_002870751.1
OG0001401	evm.model.RL_4.2112	XP_002873713.1
OG0001402	evm.model.RL_2.262	XP_002870769.1
OG0001402	evm.model.RL_7.2136	XP_020882363.1
OG0001403	evm.model.RL_3.207	XP_020865992.1
OG0001404	evm.model.RL_5.1080	XP_020868224.1
OG0001405	evm.model.RL_4.3052	XP_002873173.1
OG0001406	evm.model.RL_2.3306.5.687c86e8	XP_020873027.1
OG0001406	evm.model.RL_4.1097	XP_020878899.1
OG0001407	evm.model.RL_8.1379	XP_020890355.1
OG0001407	evm.model.RL_2.2310	XP_020872083.1
OG0001408	evm.model.RL_4.2538	XP_002865386.1
OG0001409	evm.model.RL_8.2437	XP_002864862.1
OG0001410	evm.model.RL_4.136	XP_020869647.1
OG0001410	evm.model.RL_2.1340	XP_020875001.1
OG0001411	evm.model.RL_2.1374	XP_020874374.1, XP_002870062.1
OG0001411	evm.model.RL_2.1373	XP_002870063.2
OG0001412	evm.model.RL_2.1520	XP_020872411.1
OG0001412	evm.model.RL_4.336	XP_020866027.1
OG0001413	evm.model.RL_2.1698	XP_002867813.1
OG0001414	evm.model.RL_5.2628	XP_020866637.1, XP_002893765.1, XP_002865334.1
OG0001415	evm.model.RL_6.1481	XP_020882717.1
OG0001415	evm.model.RL_5.3055	XP_020869339.1
OG0001416	evm.model.RL_6.1518	XP_020883218.1
OG0001416	evm.model.RL_5.2974	XP_020867235.1
OG0001417	evm.model.RL_2.3197	XP_002869019.2
OG0001417	evm.model.RL_6.263	XP_002880527.1
OG0001419	evm.model.RL_2.341	XP_002868751.1
OG0001420	evm.model.RL_8.461	XP_002874812.1, XP_020878717.1
OG0001420	evm.model.RL_2.1701	XP_002869856.1
OG0001422	evm.model.RL_1.423	XP_020886362.1
OG0001422	evm.model.RL_4.1009	XP_002874403.1
OG0001423	evm.model.RL_6.2604	XP_020870747.1, XP_020883907.1
OG0001423	evm.model.RL_7.338	XP_020880879.1
OG0001424	evm.model.RL_4.3149	XP_020879296.1, XP_020878992.1
OG0001424	evm.model.RL_4.3150	XP_020878253.1
OG0001425	evm.model.RL_7.1951	XP_002877261.1
OG0001425	evm.model.RL_4.1585	XP_002871954.1
OG0001427	evm.model.RL_8.125	XP_002874998.1
OG0001428	evm.model.RL_5.145	XP_020868246.1
OG0001428	evm.model.RL_8.268.2.687c8556	XP_020878261.1
OG0001429	evm.model.RL_8.273	XP_020877969.1
OG0001429	evm.model.RL_7.96	XP_002876686.1
OG0001430	evm.model.RL_5.283	XP_020870451.1
OG0001430	evm.model.RL_4.527	XP_020886615.1
OG0001431	evm.model.RL_5.332, evm.model.RL_5.333	XP_002889525.1
OG0001431	evm.model.RL_6.1359	XP_002879409.1
OG0001432	evm.model.RL_5.445	XP_020867690.1
OG0001432	evm.model.RL_6.1255, evm.model.RL_6.2014	XP_002877944.1, XP_020885708.1
OG0001433	evm.model.RL_5.511	XP_002892347.1
OG0001433	evm.model.RL_6.1182	XP_002879287.1
OG0001434	evm.model.RL_6.1031	XP_020885348.1, XP_020873860.1
OG0001434	evm.model.RL_4.2939	XP_002873234.1
OG0001435	evm.model.RL_5.628	XP_002892418.1
OG0001435	evm.model.RL_6.975	XP_020885140.1
OG0001436	evm.model.RL_4.1873	XP_020877783.1
OG0001436	evm.model.RL_1.283	XP_002884399.1
OG0001437	evm.model.RL_4.1850.2.687c86d6	XP_002871787.1
OG0001437	evm.model.RL_1.301	XP_020887007.1
OG0001438	evm.model.RL_4.987	XP_020876962.1
OG0001438	evm.model.RL_1.403	XP_020889000.1
OG0001439	evm.model.RL_3.1806.3.687c84bd	XP_002888953.1
OG0001439	evm.model.RL_5.1677	XP_020867086.1
OG0001440	evm.model.RL_5.3582	XP_002890456.2
OG0001440	evm.model.RL_3.2148	XP_002887683.1
OG0001441	evm.model.RL_3.1607	XP_002887418.1
OG0001441	evm.model.RL_5.3511	XP_002893236.1
OG0001442	evm.model.RL_3.1482, evm.model.RL_3.1472	XP_002887330.1
OG0001442	evm.model.RL_1.3076, evm.model.RL_5.3450	XP_020866029.1
OG0001443	evm.model.RL_5.3331	XP_020868643.1
OG0001443	evm.model.RL_3.1368	XP_002888732.1
OG0001444	evm.model.RL_6.375, evm.model.RL_2.2061	XP_020873750.1, XP_020873740.1, XP_020873735.1
OG0001446	evm.model.RL_4.2752	XP_002871299.1
OG0001446	evm.model.RL_8.2183	XP_002866419.1
OG0001448	evm.model.RL_1.1298	XP_020888057.1
OG0001449	evm.model.RL_5.3848	XP_002891775.1
OG0001450	evm.model.RL_5.3847	XP_002891774.1
OG0001450	evm.model.RL_1.1359	XP_020886846.1
OG0001451	evm.model.RL_5.3763	XP_002894422.1
OG0001452	evm.model.RL_5.3749	XP_020868052.1
OG0001453	evm.model.RL_5.3731	XP_020870956.1
OG0001453	evm.model.RL_1.1493	XP_002882956.1
OG0001454	evm.model.RL_1.1513.1.687c87ed	XP_020889475.1
OG0001454	evm.model.RL_5.3715	XP_002894383.1
OG0001455	evm.model.RL_1.1597	XP_020889213.1
OG0001455	evm.model.RL_2.1134.1.687c86e2	XP_020875330.1
OG0001456	evm.model.RL_1.1919	XP_020869528.1, XP_020869526.1, XP_020888588.1
OG0001456	evm.model.RL_5.2007	XP_002891573.1
OG0001457	evm.model.RL_1.1949	XP_020887968.1
OG0001457	evm.model.RL_5.1982	XP_020869093.1
OG0001458	evm.model.RL_4.1347, evm.model.RL_4.1350	XP_020878737.1
OG0001459	evm.model.RL_6.410, evm.model.RL_8.1345	XP_020869476.1
OG0001461	evm.model.RL_6.1390	XP_020883398.1
OG0001463	evm.model.RL_6.2116, evm.model.RL_1.1954	XP_002879281.2
OG0001464	evm.model.RL_2.2505	XP_020872511.1
OG0001464	evm.model.RL_1.3115	XP_020889557.1
OG0001465	evm.model.RL_1.3105	XP_020886557.1
OG0001465	evm.model.RL_2.2523	XP_020874024.1
OG0001466	evm.model.RL_2.2666	XP_002867294.1
OG0001466	evm.model.RL_6.353	XP_020885201.1
OG0001467	evm.model.RL_4.3235	XP_020876825.1
OG0001467	evm.model.RL_8.675	XP_002872546.1
OG0001468	evm.model.RL_2.2928	XP_020875284.1
OG0001469	evm.model.RL_8.296	XP_020877215.1
OG0001470	evm.model.RL_6.1661	XP_002879568.1
OG0001470	evm.model.RL_2.1235	XP_020872170.1
OG0001471	evm.model.RL_3.401	XP_020890097.1
OG0001471	evm.model.RL_5.959	XP_002892611.1
OG0001472	evm.model.RL_5.1338.1.687c88b3	XP_020866504.1
OG0001472	evm.model.RL_7.2711	XP_002876770.1
OG0001473	evm.model.RL_7.2569	XP_020880428.1
OG0001473	evm.model.RL_5.1280	XP_020870392.1
OG0001474	evm.model.RL_2.2119, evm.model.RL_2.2120	XP_002869634.1, XP_002869633.1
OG0001475	evm.model.RL_5.1070	XP_002889907.1
OG0001475	evm.model.RL_3.254	XP_020891481.1
OG0001476	evm.model.RL_1.855	XP_020887261.1, XP_020878911.1
OG0001477	evm.model.RL_4.2828	XP_020879500.1
OG0001478	evm.model.RL_1.878	XP_002884748.1
OG0001478	evm.model.RL_4.3239	XP_002873071.1
OG0001479	evm.model.RL_1.1007	XP_002882705.1
OG0001480	evm.model.RL_2.2014	XP_002867630.1
OG0001481	evm.model.RL_7.2306	XP_020886062.1
OG0001482	evm.model.RL_4.2479.2.687c86d9	XP_020878249.1
OG0001482	evm.model.RL_4.1216	XP_002872145.1
OG0001483	evm.model.RL_4.1238	XP_002872132.1
OG0001483	evm.model.RL_4.2517	XP_002871431.1
OG0001484	evm.model.RL_4.2520	XP_020876764.1
OG0001484	evm.model.RL_4.1240	XP_020878608.1
OG0001485	evm.model.RL_4.2665	XP_020878761.1
OG0001485	evm.model.RL_8.2454	XP_020885079.1
OG0001486	evm.model.RL_4.2685	XP_020877988.1
OG0001486	evm.model.RL_8.2434	XP_002866568.1
OG0001487	evm.model.RL_4.1410	XP_020877403.1
OG0001487	evm.model.RL_4.2729	XP_020879519.1
OG0001488	evm.model.RL_2.1312	XP_002870095.1
OG0001488	evm.model.RL_4.88.3.687c86cd	XP_002863361.1
OG0001489	evm.model.RL_8.507	XP_002872677.1
OG0001489	evm.model.RL_2.1728	XP_002867781.1
OG0001490	evm.model.RL_5.3006	XP_020867609.1
OG0001490	evm.model.RL_6.1505	XP_002879480.1
OG0001491	evm.model.RL_5.2927	XP_002875741.1, XP_020867367.1
OG0001492	evm.model.RL_2.3410	XP_020872546.1
OG0001492	evm.model.RL_6.69	XP_020885216.1
OG0001492	evm.model.RL_1.2812	XP_002886219.1
OG0001493	evm.model.RL_5.2277	XP_020866872.1
OG0001493	evm.model.RL_4.579	XP_002863697.1
OG0001494	evm.model.RL_8.552	XP_020877665.1
OG0001494	evm.model.RL_8.553	XP_002874761.1
OG0001496	evm.model.RL_1.2318	XP_020887700.1
OG0001496	evm.model.RL_2.859	XP_002870373.2
OG0001497	evm.model.RL_2.1052	XP_002870253.1
OG0001497	evm.model.RL_2.1051, evm.model.RL_2.1050	XP_020875008.1, XP_002870255.2
OG0001498	evm.model.RL_5.271	XP_002889494.1
OG0001498	evm.model.RL_6.81	XP_002886191.1, XP_002886579.1, XP_020875396.1
OG0001500	evm.model.RL_7.137	XP_020880147.1
OG0001501	evm.model.RL_7.476, evm.model.RL_7.478	XP_020880552.1
OG0001501	evm.model.RL_6.2821	XP_020883919.1
OG0001502	evm.model.RL_6.2596	XP_002881976.1
OG0001502	evm.model.RL_7.339	XP_020880877.1
OG0001503	evm.model.RL_7.376	XP_020881272.1
OG0001503	evm.model.RL_6.2534	XP_020884277.1
OG0001504	evm.model.RL_7.401	XP_020882215.1
OG0001504	evm.model.RL_6.2473	XP_020883767.1
OG0001505	evm.model.RL_7.413	XP_020881472.1
OG0001505	evm.model.RL_6.2454	XP_002881895.1
OG0001506	evm.model.RL_1.795	XP_002882587.1
OG0001506	evm.model.RL_4.3398	XP_020878642.1
OG0001507	evm.model.RL_7.1688	XP_020879844.1
OG0001507	evm.model.RL_8.2005	XP_002864620.1
OG0001508	evm.model.RL_7.1528	XP_002877615.1
OG0001508	evm.model.RL_8.2412	XP_002866555.2
OG0001509	evm.model.RL_7.1423	XP_020882194.1
OG0001509	evm.model.RL_8.2673	XP_002866690.1
OG0001510	evm.model.RL_6.1252, evm.model.RL_6.2012	XP_020878140.1, XP_020884120.1
OG0001510	evm.model.RL_5.446	XP_020867692.1
OG0001511	evm.model.RL_5.638	XP_020868705.1
OG0001511	evm.model.RL_6.963	XP_002879167.1
OG0001512	evm.model.RL_5.675	XP_020869561.1
OG0001512	evm.model.RL_6.884	XP_020883807.1
OG0001513	evm.model.RL_1.99	XP_020888154.1
OG0001514	evm.model.RL_1.329	XP_002884427.1
OG0001515	evm.model.RL_1.508	XP_020865722.1, XP_020886133.1, XP_002874712.2, XP_002874721.2
OG0001516	evm.model.RL_1.598	XP_020886821.1
OG0001517	evm.model.RL_7.764, evm.model.RL_8.939, evm.model.RL_8.950, evm.model.RL_8.956, evm.model.RL_8.946, evm.model.RL_8.967, evm.model.RL_8.960, evm.model.RL_8.931	XP_020880437.1
OG0001517	evm.model.RL_6.2133	XP_020883942.1
OG0001518	evm.model.RL_6.2123	XP_020885674.1
OG0001518	evm.model.RL_7.773	XP_020882492.1
OG0001519	evm.model.RL_3.1803.1.687c84bd	XP_020889634.1
OG0001519	evm.model.RL_5.1676	XP_020867084.1
OG0001520	evm.model.RL_7.1561	XP_002877600.1
OG0001520	evm.model.RL_5.1737	XP_002890310.1
OG0001521	evm.model.RL_3.2105	XP_020890845.1
OG0001522	evm.model.RL_5.3455	XP_020868616.1
OG0001522	evm.model.RL_3.1497	XP_002887338.1
OG0001523	evm.model.RL_5.3397	XP_002890597.1
OG0001523	evm.model.RL_3.1425	XP_020865608.1
OG0001524	evm.model.RL_5.3145	XP_020869053.1
OG0001524	evm.model.RL_8.2258	XP_002866458.1
OG0001526	evm.model.RL_8.2889	XP_002892041.1
OG0001526	evm.model.RL_7.249	XP_020881571.1
OG0001526	evm.model.RL_6.302	XP_020883590.1
OG0001527	evm.model.RL_4.2206	XP_020876336.1, XP_002893911.1
OG0001527	evm.model.RL_3.2478, evm.model.RL_3.2417	XP_020890383.1
OG0001528	evm.model.RL_4.2141	XP_020878035.1
OG0001531	evm.model.RL_4.2925	XP_002871203.1
OG0001531	evm.model.RL_1.1061	XP_020888311.1
OG0001532	evm.model.RL_8.1961	XP_002866292.2
OG0001533	evm.model.RL_7.1339, evm.model.RL_7.1340	XP_002876032.1, XP_002876033.1
OG0001534	evm.model.RL_3.1128	XP_002887124.1
OG0001535	evm.model.RL_5.3938	XP_002894511.1
OG0001535	evm.model.RL_1.1248	XP_002882820.1
OG0001536	evm.model.RL_1.1285.1.687c87ec	XP_020888907.1
OG0001536	evm.model.RL_5.3904	XP_020869277.1
OG0001537	evm.model.RL_5.3735	XP_020867820.1
OG0001537	evm.model.RL_1.1488	XP_002885097.1
